,2021-12-31,美年大健康产业控股股份有限公司 关于2021年员工持股计划完成股票 购买的公告,证券时报
3623,2018-08-17,快讯：医药板块重挫 美年健康等3股跌停,第一财经
3624,2018-08-17,医药板块午后仍无起色，美年健康、康泰生物双双跌停,Wind
3625,2018-08-17,美年健康午后封跌停成交额3.65亿元封单2931手,腾讯网
3626,2018-08-17,“吃药”行情谢幕，医药股今年涨幅回吐殆尽,汇通网
3627,2018-08-15,53家医药股发布业绩 超七成净利润出现上涨,重庆商报
3628,2018-08-15,[推荐评级]创业软件(300451)：中山模式有望全国复制 积极打造健康中国生态圈,中财网
3629,2018-08-14,非公医疗未来可期 大健康产业成新的投资风向标,和讯
3630,2018-08-13,医疗保健行业动态：我们对医药板块的观点已由谨慎转为乐观,中财网
3631,2018-08-13,迈瑞医疗：大客户美年健康遭“打脸”，供应商“黑料”多 关联方问题,证券之星
3632,2018-08-13,218份中报业绩快报出炉 双增长股近六成被机构相中,证券日报
3633,2018-08-10,2018年8月10日新闻发布会,深交所
3634,2018-08-10,美年健康今日大宗交易成交300万股，成交价15.75元折价2.78%,Wind资讯
3635,2018-08-10,美年健康出现4725万元折价大宗交易，卖方为中金席位,Wind
3636,2018-08-10,美年健康副总敏感期买股遭监管 其他违规处罚,大众证券报
3637,2018-08-10,A股震荡考验基金“独门股”,中证报
3638,2018-08-09,A股共发生41宗大宗交易成交6.74亿元（8月9日）,Wind
3639,2018-08-09,[优异评级]医药生物行业：特殊品种评价工作推进 又一省谈判药品不计药占比,中财网
3640,2018-08-09,深交所对美年健康副总温海彦发监管函：半年报披露前违规买股,深交所
3641,2018-08-09,美年健康副总温海彦6日买自家股票1.3万股 收监管函 其他违规处罚,凤凰网
3642,2018-08-09,深交所：美年健康副总经理违规买入公司股票,Wind
3643,2018-08-08,美年健康宁德时代均现超3000万元大宗交易，卖方均为中金席位,Wind
3644,2018-08-08,深交所向美年健康发关注函 要求说明内控是否存重大缺陷 关注函,中国网
3645,2018-08-08,深交所向美年健康下发关注函 要求说明整改工作安排,北京商报网
3646,2018-08-08,美年健康收到深交所关注函 要求自查是否擅自开展CT放射诊疗 关注函,腾讯网
3647,2018-08-08,深交所：要求美年健康自查是否擅自开展CT放射诊疗,Wind
3648,2018-08-07,8月7日有29家公司获重要股东增减持 泛海控股已被连续增持82次,Wind
3649,2018-08-07,美年健康高管昨日出手增持,e公司
3650,2018-08-07,美年健康：公告均不存在与事实不符的情况,Wind
3651,2018-08-07,七月基金战报：过半股基混基亏损医药主题基金大劫,中国经济网
3652,2018-08-07,减仓应对踩雷，基金寻找优质错杀股,中证报
3653,2018-08-07,需要提高体检机构违规的成本 其他违规处罚,21世纪经济报道
3654,2018-08-07,医药生物行业周报:中报季关注绩优创新标的,浙商证券
3655,2018-08-06,美年健康“假医生”事件获证实：被要求整改 市值蒸发超百亿 其他违规处罚,腾讯网
3656,2018-08-06,美年健康的丑与病：如何以健康的名义坑你？,新浪
3657,2018-08-06,美年健康坐实三大违规 165亿蒸发后还有把剑将落下 其他违规处罚,每日经济新闻
3658,2018-08-06,假医生坐实六日市值蒸发140亿 美年健康激进并购暴雷 连续下跌,投资时报
3659,2018-08-06,打脸了？美年健康承认：涉事门店被责令整改,金羊网
3660,2018-08-06,三项违规坐实 美年健康被责令整改 其他违规处罚,中国网
3661,2018-08-06,早评：三大股指低开 创业板指跳空低开0.7%,每日经济新闻
3662,2018-08-06,美年收到责令整改通知书：涉及三大问题,新京报
3663,2018-08-06,开评：三大股指低开 医药板块整体低迷,e公司
3664,2018-08-06,下属门诊部遭责令限期整改 美年健康大幅低开逾3%,e公司
3665,2018-08-06,医药板块整体低迷，康泰生物、美年健康领跌,Wind
3666,2018-08-06,七月衰基金之四：浦银安盛医疗健康跌超6% 三年亏两成,中国经济网
3667,2018-08-06,被查实存3项违规行为 美年健康一门诊部被责令整改 其他违规处罚,新京报
3668,2018-08-05,5日晚公告精编丨美年健康涉事门诊部被责令整改,21世纪经济报道
3669,2018-08-05,被认定3项违规！美年健康市值缩水170亿 其他违规处罚,证券时报网
3670,2018-08-05,刚刚！十大上市公司公告突现利好明日有望率先爆发,搜狐
3671,2018-08-05,公告精选：美年健康下属广州美年富海门诊部被责令整改；科陆电子获深国资企业入股,e公司
3672,2018-08-05,美年健康:因未取得许可开展诊疗等行为收整改通知书,新浪
3673,2018-08-05,美年健康：广州美年富海门诊部被要求责令整改,Wind
3674,2018-08-05,万得财经周刊：时隔一年央行重拳出击！意义非同一般,Wind
3675,2018-08-03,美年健康“假医生门”的背后：民营体检行业更需“体检”,品途商业评论
3676,2018-08-03,浅析市场对美年健康的看法,南方财富网
3677,2018-08-03,美年健康：目前公司经营情况一切正常,Wind
3678,2018-08-03,CFi收盘揭秘:管理层积极维稳没获认可 多头信心不足,中财网
3679,2018-08-03,美年健康现场调查取证进行时 重仓机构比赛“谁跑得快”,21世纪经济报道
3680,2018-08-03,多地卫计委巡查美年健康等体检机构 医生多点执业难折射行业发展困境,证券日报
3681,2018-08-02,【海通策略】7月减持额和8月解禁额均下降（荀玉根、王一潇）,股市荀策
3682,2018-08-02,美年大健康体检假医生事件：承认有执业注册不及时,南方财富网
3683,2018-08-02,美年健康4个交易日股价跌逾20% 市值蒸发超130亿 连续下跌,腾讯网
3684,2018-08-02,财经绘|一图看懂美年健康的“增长”玄机：降了不该降的成本？,腾讯网
3685,2018-08-02,【天风研究·固收】信用早早报（8月2日）,固收彬法
3686,2018-08-02,美年涉嫌违规出具报告、违规开展诊疗服务 其他违规处罚,第一财经日报
3687,2018-08-02,美年健康负债59亿3年增24倍 医务保障人员开支降22%,新浪
3688,2018-08-02,美年健康承认执业医师备案不及时 公司营销费用激增研发投入极低,财富动力网
3689,2018-08-02,美年健康市值蒸发115亿 连续下跌,北青网
3690,2018-08-02,“假医门”发酵 美年健康回复关注函被“打脸” 关注函,新京报
3691,2018-08-01,美年健康急剧扩张隐患：商誉两年增加九倍 销售费用高达15亿,凤凰网
3692,2018-08-01,沪深三大股指集体下挫：沪指跌1.8%，创业板跌1.24%,澎湃新闻
3693,2018-08-01,广州一健康体检机构涉嫌违规出具体检报告被调查 其他违规处罚,新华网
3694,2018-08-01,美年健康“假医门”风波发酵 3天市值蒸发100亿 连续下跌,TechWeb
3695,2018-08-01,新世纪：关注美年健康网络负面新闻及相关影响和进展,Wind
3696,2018-08-01,美年健康一日蒸发67亿回复深交所问询被卫计局揭露不实 问询,搜狐
3697,2018-08-01,主力资金上午最青睐哪些个股,证券时报网
3698,2018-08-01,立案处罚打脸！美年健康开盘大跌,21经济网
3699,2018-08-01,半年净利润三个亿 你所不知道的“体检江湖”,DoNews
3700,2018-08-01,美年健康：确存在部分多点执业医师未及时完成执业注册,中国网
3701,2018-08-01,快讯：美年健康深陷假医生门 集合竞价再跌停,新浪
3702,2018-08-01,开评：两市股指小幅高开 上海自贸区概念大幅高开,e公司
3703,2018-08-01,涉嫌违规出具体检报告，美年健康开盘逼近跌停,Wind
3704,2018-08-01,美年大健康骗局揭秘：医生承认部分报告非其本人审核 欺诈造假,北青网
3705,2018-08-01,美年健康40亿商誉悬顶： 急速扩张下密集关联收购存疑,21世纪经济报道
3706,2018-08-01,8月限售股解禁市值1638亿 为去年7月以来最低,证券时报
3707,2018-08-01,美年健康“亮家底”承认部分执业医师备案不及时,证券时报
3708,2018-07-31,【赢家资讯】07月31日收盘简评,赢家之星
3709,2018-07-31,一年5亿人次，健康体检是怎样一门生意？美年健康有多赚钱？,21世纪经济报道
3710,2018-07-31,公告精选：美年健康称不存在无证上岗等情形；方大炭素上半年净利预增逾6倍,e公司
3711,2018-07-31,广州天河卫计局：美年大健康涉嫌违规出具体检报告,Wind
3712,2018-07-31,公告精选丨利源精制、科融环境预计中报变脸 ；美年健康回复深交所，相关人员执业资格证照齐全有效,每日经济新闻
3713,2018-07-31,美年健康：公司不存在无证上岗、持错证上岗等情形,新浪
3714,2018-07-31,美年健康回复深交所关注函：相关人员执业资格证照齐全有效,凤凰网
3715,2018-07-31,美年健康回复深交所问询函：不存在无证上岗、持错证上岗情形,Wind
3716,2018-07-31,假疫苗之后再曝“假医生”？股价跌停才是刚刚开始,和讯
3717,2018-07-31,美年健康财报解析：经营激进 25%的收入投入营销,新浪
3718,2018-07-31,7月31日中小板高活跃度个股一览,中证网
3719,2018-07-31,个股地雷增多，零星题材难撑大盘,钱江晚报
3720,2018-07-31,主力资金近三日大量撤出这些概念股,证券时报
3721,2018-07-31,[同步大市-B评级]医药行业周报：中报业绩陆续发布 建议重点关注中报业绩优异的龙头股,中财网
3722,2018-07-31,美年健康在借壳时就称退休返聘医师超7成,Wind
3723,2018-07-31,身陷“假医生门”——美年健康已故医生“起死回生”签发医检报告？,财华社
3724,2018-07-31,“假医生门”最新进展：主角称将与美年健康签和解协议,中国网
3725,2018-07-31,快速扩张的美年健康在借壳时就称退休返聘医师超7成,腾讯网
3726,2018-07-31,医药行业飞出一只黑天鹅！“假医生”传闻致这个公司股价跌停 还被深交所盯上了！,央视
3727,2018-07-31,美年健康陷假医门：股价暴跌 市值蒸发近百亿,中国网
3728,2018-07-31,财通证券：美年健康通过并购占据2成市场,Wind
3729,2018-07-31,卫星导航概念股走低 长江通信领跌,中国经济网
3730,2018-07-31,美年健康7成收入来自单位体检 第一大客户为富士康,腾讯网
3731,2018-07-31,医药生物行业周报：重点推荐低估值高成长龙头仁和药业,中财网
3732,2018-07-31,中金医药月度7+5组合：8月组合,中财网
3733,2018-07-31,美年健康:目前在营体检中心超400家 预计年底达600家,新浪
3734,2018-07-31,美年健康：预计今年底将达到600家的体检规模,Wind
3735,2018-07-31,美年健康：预计今年底将达到600家的体检规模,e公司
3736,2018-07-31,"美年健康:二季度维持高增长,量价提升持续",正点财经
3737,2018-07-31,美年健康前员工自述：冒牌医生质疑何来,澎湃新闻
3738,2018-07-31,【公司风暴】体检行业的原罪：资本推动下的美年健康,腾讯网
3739,2018-07-31,一线 |美年健康通过并购占据2成市场 系中国最大民营体检公司,腾讯网
3740,2018-07-31,美年健康股票代码：外延内生持续高速增长，体检龙头“淡季”发力,财通证券
3741,2018-07-31,美年健康假医门：体检服务毛利率高达46.61%,新京报
3742,2018-07-31,医药股反弹激活创业板 美年健康振幅超10%,证券时报网
3743,2018-07-31,快讯：美年健康竞价低开后持续拉升 股价快速翻红,新浪
3744,2018-07-31,美年大健康前员工自述：反映情况真实 爆料非为搞垮美年,证券时报网
3745,2018-07-31,遭遇“假医生”风波 美年健康再跌6%市值蒸发近百亿,金融界
3746,2018-07-31,美年健康开盘大跌逾6%,21世纪经济报道
3747,2018-07-31,开评：两市股指微幅低开 美年健康跌超6%,证券时报网
3748,2018-07-31,美年健康紧急澄清“假医生事件”股价低开6.04%,腾讯网
3749,2018-07-31,两市低开沪指跌0.07% ST长生连续11个交易日跌停,腾讯网
3750,2018-07-31,开评：两市股指微幅低开 石化板块高开,e公司
3751,2018-07-31,美年健康开盘大跌6%，被深交所问询称媒体文章扭曲事实,Wind
3752,2018-07-31,深股通现身3只个股龙虎榜,证券时报
3753,2018-07-31,恒指继续在28500点震荡整理 不利因素终将消退,智通财经
3754,2018-07-31,大基建板块行情仍未走完 A股有望迎来短暂喘息窗口,中财网
3755,2018-07-31,31日早间上市公司最新动态梳理,证券时报网
3756,2018-07-31,巨丰早评：市场持续性热点稀缺,巨丰财经
3757,2018-07-31,冲高回落沪指4连阴 创业板指跌逾2%,新浪
3758,2018-07-31,误检漏检是否属实 美年健康被深交所问询,中证报
3759,2018-07-31,前员工指医生冒名顶替执业 美年健康声明后深交所再问询,21世纪经济报道
3760,2018-07-31,道达投资手记：多只个股爆雷 创业板遭遇重创,每日经济新闻
3761,2018-07-31,"美年健康:业绩持续高速增长,量价齐升",国金证券
3762,2018-07-30,A股头条之上市公司公告精选（7.31）,金融界
3763,2018-07-30,周一美股盘前全球重要资讯,理财18
3764,2018-07-30,公告精选：美年健康称媒体文章扭曲事实；苏宁易购上半年净利接近60亿元,e公司
3765,2018-07-30,收到关注函 美年健康被要求说明是否存医生无证上岗等情况,经济观察网
3766,2018-07-30,举报挑战美年健康 深交所问询员工持证情况,21世纪经济报道
3767,2018-07-30,[公司]美年健康澄清：媒体强加漏诊案例 扭曲事实,全景网
3768,2018-07-30,美年健康紧急澄清“假医生事件”背后：79只基金或集体“踩雷”,每日经济新闻
3769,2018-07-30,美年健康在深交所澄清：自媒体文章扭曲事实,新浪
3770,2018-07-30,美年健康：自媒体文章夸大标题误导公众，扭曲事实,Wind
3771,2018-07-30,【解盘论市】权重诱多小创落寞，歌不尽乱世烽火,Wind
3772,2018-07-30,晚间重要公告2018年7月30日星期一,Wind
3773,2018-07-30,晚间利空公告：台海核电终止筹划重大资产重组,金融界
3774,2018-07-30,深交所发函美年大健康：是否存在无证上岗，误检漏检是否属实,澎湃新闻
3775,2018-07-30,多只个股“爆雷” 创业板遭遇重创——道达投资手记,每日经济新闻
3776,2018-07-30,7月30日A股龙虎榜揭秘，机构抢筹4股,Wind
3777,2018-07-30,美年健康收深交所关注函,Wind
3778,2018-07-30,美年健康业绩快报：实现净利润1.67亿元，比上年同期增长998.00%！,动脉网
3779,2018-07-30,龙虎榜 | 大盘持续回落 机构卖多买少,金融投资报
3780,2018-07-30,沪指四连跌 医药板块掀起跌停潮 业内人士如何看待？,凤凰网
3781,2018-07-30,疫苗过后医药板块再遭美年健康拖累 大幅回调系遭遇行业黑天鹅还是前期涨幅过大？,金融投资报
3782,2018-07-30,金股回顾：金股预测提及个股湖南天雁等4股封涨停!,巨丰财经
3783,2018-07-30,数据王：3只医药股跌停引创业板三连阴 低价股炒作望降温,巨丰财经
3784,2018-07-30,深交所发关注函 要求美年健康说明是否存在无证上岗等情况,证券时报
3785,2018-07-30,【今日论市】短期谨慎情绪占据上风,华信涨停财经
3786,2018-07-30,美年健康跌停 多家机构席位现身龙虎榜,第一财经
3787,2018-07-30,美年健康遭遇“黑天鹅”跌停，机构现分歧深股通卖出,Wind
3788,2018-07-30,资金流:周期3股军工3股流入居前 两市净流出378亿,金融界
3789,2018-07-30,[看好评级]医药生物行业周报：阶段性调整中关注绩优主线,中财网
3790,2018-07-30,“四连阴”是给八月行情挖坑,中财网
3791,2018-07-30,7月30日异动股点评：医药板块命途多舛 盘点四牛与四熊,山东神光
3792,2018-07-30,医药板块掀起跌停潮：沪指四连跌，创业板指数收跌2.19%,澎湃新闻
3793,2018-07-30,收评:美年健康受违规签发医检报告影响 股价竞价跌停,新浪
3794,2018-07-30,沪指冲高回落，创业板跌逾2%，大消费板块全线重挫,每日经济新闻
3795,2018-07-30,沪指午后横盘整理 创业板指表现低迷,股城网
3796,2018-07-30,2168公司预告中期业绩 398家增幅翻倍,证券时报
3797,2018-07-30,独家解盘：A股持续爆雷 调仓换股的好时机,和讯
3798,2018-07-30,巨丰收评：A股持续爆雷 市场谨慎情绪占上风,巨丰财经
3799,2018-07-30,沪指4连阴 跌0.12% 高位股上演补跌行情,金融界
3800,2018-07-30,收评：创业板指收跌2.2% 上证50尾盘拉升涨0.64%,e公司
3801,2018-07-30,快讯：沪指低位震荡跌0.58% 生物医药板块惨遭血洗,新浪
3802,2018-07-30,美年健康跌停被曝医生多数是冒充 富国基金于洋再次不幸“中弹”,深圳商报
3803,2018-07-30,医药股集体大跌 九芝堂、智飞生物等5股跌停,中国经济网
3804,2018-07-30,被指违规签发报告 美年健康回应遭遇有组织黑公关,中国网
3805,2018-07-30,大反转？美年健康“去世”医生目前仍在职,凤凰网
3806,2018-07-30,600亿体检巨头突遭利空跌停，公司回应：遭遇黑公关 已报案,每日经济新闻
3807,2018-07-30,午评：创业板指跌1.7% 医药股大跌,e公司
3808,2018-07-30,美年健康放量跌停 称遭遇有组织黑公关,证券时报网
3809,2018-07-30,[推荐评级]医药行业周报：16个品种通过一致性评价 帕博利珠单抗获批,中财网
3810,2018-07-30,美年健康跌停 汇添富精准踩雷 富国于洋再次中弹,网易
3811,2018-07-30,美年大健康被指用冒牌医生体检 回应：遭遇黑公关,第一财经
3812,2018-07-30,美年健康股价跌停，公司回应冒牌医生体检称遭遇黑公关,Wind
3813,2018-07-30,美年健康跌停：方正证券4月27日研报“强烈推荐”,新浪
3814,2018-07-30,美年健康跌停：今年36家券商研报“增持”“买入”,新浪
3815,2018-07-30,美年大健康：如果人死了，你就只能挣一次钱了！,腾讯网
3816,2018-07-30,美年大健康跌停：被指用早已死亡医生违规签发报告,新浪
3817,2018-07-30,美年健康跌停，报19.53元,腾讯网
3818,2018-07-30,上市公司七类违法行为将被“强退” 机构看好蓝筹股,广州日报
3819,2018-07-30,医药行业周报：疫苗事件影响深远 严惩市场造假行为,中财网
3820,2018-07-30,【东吴晨报0730】【行业】医药、非银【个股】先导智能、苏试试验等,东吴研究所
3821,2018-07-29,医疗保健：国内创新药有望逐步进入兑现期 荐7股,中泰证券
3822,2018-07-28,八月解禁规模创年内新低,大众证券报
3823,2018-07-27,并购效应显现 美年健康上半年净利增近10倍,经济观察网
3824,2018-07-27,美年健康2018年上半年实现营收近35亿元,Ofweek
3825,2018-07-27,[买入评级]美年健康(002044)点评：量价齐升、产品结构优化带来业绩稳健增长,中财网
3826,2018-07-27,[买入评级]美年健康(002044)点评：公司经营能力不断提高 驱动“淡季”业绩爆发增长,中财网
3827,2018-07-27,[买入评级]美年健康(002044)点评：预防医学需求旺盛 体检龙头增长势头强劲,中财网
3828,2018-07-27,2018年7月27日A股涨停股票预测：今日哪些热门股有望涨停？,南方财富网
3829,2018-07-27,[推荐评级]美年健康(002044)业绩预览：个检提升与连锁扩张提速 上半年淡季大幅盈利,中财网
3830,2018-07-27,医药生物行业日报：16个品种通过一致性评价,中财网
3831,2018-07-26,A股头条之上市公司公告精选（7.27）,金融界
3832,2018-07-26,晚间重要公告2018年7月26日星期四,Wind
3833,2018-07-26,【国信医药|2018年中报业绩前瞻】分化加剧，寻找确定性增长,GuosenHealthcare
3834,2018-07-26,美年健康：上半年净利润同比增998%（快报）,Wind
3835,2018-07-26,美年健康：上半年净利1.7亿元 同比增约10倍,e公司
3836,2018-07-26,美年健康发布业绩快报,凤凰网
3837,2018-07-26,2018 II-China 评选请支持中金医药第一！,陆家嘴医药代表
3838,2018-07-25,7月25日40只A股价格突破了半年线 今日突破半年线个股乖离率排名一览表,金投网
3839,2018-07-25,医疗器械服务异动走强 冠昊生物等2股涨停,中国经济网
3840,2018-07-24,24日中小板指涨1.20%,新华网
3841,2018-07-24,美年健康：公司不涉及问题疫苗,Wind
3842,2018-07-24,今日61只个股突破半年线,证券时报
3843,2018-07-24,基金2Q持仓分析(医疗保健行业)：持仓比例环比上升 聚焦低估值和业绩确定性,中财网
3844,2018-07-23,[中性评级]深度*行业*医药行业周报：MAH生产流通环节权责细化 全面推行在即,中财网
3845,2018-07-23,[推荐评级]医药行业周报：看好泛消费升级+医药商业 选择政策避风港中的细分龙头,中财网
3846,2018-07-23,医疗保健行业动态：关注器械创新领域投资机会,中财网
3847,2018-07-21,公募基金调仓路线图曝光：最爱消费和医药股,股城网
3848,2018-07-20,2018上半年五家生物医药企业净利润增幅或超过1000%,制药网
3849,2018-07-18,【医药制造概念股龙头】机构扎堆看好医药制造业7只个股,证券日报
3850,2018-07-18,[推荐评级]医药行业周报：业绩驱动成长 寻找超预期+确定性个股,中财网
3851,2018-07-17,[领先大市-B评级]医药行业周报：中报业绩陆续发布 建议重点关注中报业绩优异个股,中财网
3852,2018-07-17,中小创公司中报七成预喜 市值越大业绩越好,大众证券报
3853,2018-07-16,同心致远从“齿”开始——美维口腔医疗联姻华西牙科开启战略合作模式,东方网
3854,2018-07-16,医药生物行业:建议重点关注中报业绩优异的公司,中证网
3855,2018-07-16,7月16日券商晨会研报汇编,证券日报
3856,2018-07-16,医疗保健行业动态：关注流通行业回暖 以及寻找业绩确定性机会,中财网
3857,2018-07-16,半年报靓丽者料成反弹先锋,中证报
3858,2018-07-15,中小创中报业绩预告收官：逾7成预喜，244家预增超100%,证券时报网
3859,2018-07-12,【基金点将台】市场消息清淡 黄金走势震荡,天天基金网
3860,2018-07-12,美年健康涨2.27%，创近1个月新高，报23.89元,腾讯网
3861,2018-07-12,美年健康涨1.76%，创近1个月新高，报23.77元,腾讯网
3862,2018-07-11,国新健康跌停，报27.36元,腾讯网
3863,2018-07-11,国新健康大跌5.59%，报28.70元,腾讯网
3864,2018-07-11,国新健康大跌5.92%，报28.60元,腾讯网
3865,2018-07-11,[推荐评级]医药行业周报：关注中报业绩确定性 空间为长期主线,中财网
3866,2018-07-10,数据王：银行股预期回落 81家中报业绩翻倍股短线走强,巨丰财经
3867,2018-07-10,[看好评级]医药生物行业2018年中报业绩前瞻：医疗需求刚性 重点关注稳健成长和“流量入口”型公司,中财网
3868,2018-07-10,中报披露大幕今日拉开 资金热捧三类绩优股,证券日报
3869,2018-07-10,"医药行业周报:《我不是药神》引热议,持续看好创新药板块",西南证券
3870,2018-07-09,九成医药股中期业绩预喜 海普瑞等11股净利预告翻倍,证券时报网
3871,2018-07-09,中报大幕本周拉开 绩优股受资金青睐,投资快报
3872,2018-07-08,医药生物：逾九成公司中报预喜 有望继续走强,投资快报
3873,2018-07-08,预喜股扎堆建筑材料等三行业 六股业绩好底子硬,证券日报
3874,2018-07-07,1245份中报预告成机构布局依据 预喜股扎堆三大行业,证券日报
3875,2018-07-06,业绩才是王道！7成公司预喜，5要素透露玄机……,Wind
3876,2018-07-06,150家公司中报业绩有望翻番 82只超跌白马股蕴藏投资机会,证券日报
3877,2018-07-04,风向变了！A股解除质押增多，星火开始燎原……,Wind
3878,2018-07-03,美年健康携手阿里 探索AI医疗诊断科研成果落地,21世纪经济报道
3879,2018-07-03,"智飞生物:业绩持续高增长,HPV疫苗贡献弹性",中证网
3880,2018-07-03,这些涨幅超10倍股年内超跌 多股中期业绩大幅预增,证券时报
3881,2018-07-03,十年涨幅超十倍股现调整 资金大量流入多股上涨,证券时报
3882,2018-07-03,2018年7月医药行业投资策略：目前 对医药可以更乐观点,中财网
3883,2018-07-03,美年健康大跌5.49%，报21.35元,腾讯网
3884,2018-07-03,[推荐评级]医药行业周报：长期配置核心资产 短期关注高增速个股的估值切换,中财网
3885,2018-07-03,国金策略李立峰：佯装在进攻 实则在防御(附十大金股),国金证券
3886,2018-07-03,国金证券：短期跌幅过大 7月或出现短暂超跌反弹,证券时报网
3887,2018-07-02,7月2日午间行业热点聚焦,中证网
3888,2018-07-02,医药行业：把握行业新秩序下的龙头新趋势,金融界
3889,2018-07-02,中金医药月度7+5组合：7月组合,中财网
3890,2018-07-02,民营体检医疗行业三国杀 3家上市企业总市值逼近千亿,每日经济新闻
3891,2018-07-02,民营体检行业现分化 头部企业引资本竞逐,每日经济新闻
3892,2018-07-02,美年健康借壳上市后市值大增 加深“护城河”成未来发展当务之急,投资者报
3893,2018-07-02,医药行业周报:把握医药中报行情带来的超额收益,西南证券
3894,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
3895,2018-06-29,[强于大市评级]深度*行业*医药生物行业2018年中期策略：调整之后板块出现战略性买入机会,中财网
3896,2018-06-29,【朝闻国盛】货币确认趋松，再降准可期,微信
3897,2018-06-28,开盘观察:石油板块和科技股集体反弹 创指止跌回升,中财网
3898,2018-06-28,[强于大市评级]【聚焦-商业模式系列】医药生物行业专题研究：美年健康：从预防到大健康产业闭环 助力“每年”健康,中财网
3899,2018-06-27,A股入MCSI成绩单：成分股更抗跌 北上资金增持146股,证券时报网
3900,2018-06-27,融资融智 民生银行助力美年健康打造产业生态圈,21经济网
3901,2018-06-27,1177公司预告中期业绩 148家增幅翻倍,证券时报
3902,2018-06-27,近4成个股业绩预告翻番，把握3类业绩高增长机会,中证报
3903,2018-06-27,开盘观察:新能源汽车石油股强势 蓝筹股继续低迷,中财网
3904,2018-06-27,绩优股布局正当时 近四成个股业绩预告翻番,中证报
3905,2018-06-26,中报业绩预告提前看：近7成公司预喜，绩优公司更抗跌（附业绩大增股名单）,证券时报网
3906,2018-06-26,[推荐评级]医药行业周报：政策驱动行业变革 治疗性药品与医疗服务均获益,中财网
3907,2018-06-26,A股已是遍地黄金 紧盯7只市盈率低于10倍股,证券时报
3908,2018-06-26,[强于大市评级]医药行业周报：医药调整进入尾声 板块估值吸引力初现,中财网
3909,2018-06-25,1157家公司预告中报，六个行业预喜率超80%,Wind
3910,2018-06-25,近七成公司中报预喜 三大行业增长强劲,投资快报
3911,2018-06-24,1157家公司预告中报近七成预喜,证券日报
3912,2018-06-23,1156公司预告中期业绩 139家增幅翻倍,证券时报
3913,2018-06-23,强势股追踪 主力资金连续5日净流入39股,证券时报
3914,2018-06-22,美年健康联手北大医学部打造公众健康研究院,经济观察网
3915,2018-06-22,医药行业周报：医药指数调整 择机布局高景气度子行业,中财网
3916,2018-06-22,北大医学部牵手美年健康 打造北医美年公众健康研究院,全景网
3917,2018-06-21,市场积极因素发酵 三主线掘金后市,中证网
3918,2018-06-21,[推荐评级]医药行业周报：长期逻辑稳定 优质标的受益集中度提升,中财网
3919,2018-06-21,弱市重质!A股迎来中报行情，业绩叠加题材必看,Wind
3920,2018-06-21,开盘观察:上证50出面稳定军心 钢铁房地产表现强势,中财网
3921,2018-06-21,业绩预告密集发布 增长仍是主流,中财网
3922,2018-06-21,底部区域再夯实，三主线指明后市方向,中证报
3923,2018-06-21,逾千只个股反弹吸金67.5亿 机构集中力挺44只个股,证券日报
3924,2018-06-20,典型阳吞阴！近百股收复失地 谁后劲最大？(名单),中财网
3925,2018-06-20,券商看市：逢低关注和吸纳优质品种,中证网
3926,2018-06-20,医药生物行业2018年下半年投资策略：投资医药“流量入口”型公司,顶尖财经网
3927,2018-06-20,并购格局现头部效应 华泰7亿收入拉开差距,21世纪经济报道
3928,2018-06-20,近七成公司中报预喜 5只潜力股逆市现“曙光”,证券日报
3929,2018-06-20,医药生物行业周报:关注绩优防御性标的,浙商证券
3930,2018-06-19,中长期向上趋势不变 医药生物存“升”机,中证报
3931,2018-06-19,“入摩”半月：超7成MSCI成分股获加仓,Wind
3932,2018-06-19,机构集中推荐119只个股 医药生物等三行业存“升”机,证券日报
3933,2018-06-19,原料药企涨幅居前 医药生物行业大面积预喜,中证报
3934,2018-06-19,千家公司七成预喜，隐现A股投资逻辑,中证报
3935,2018-06-14,医药行业中期策略：聚焦服务、优质医药、商业三条主线(附股),联讯证券
3936,2018-06-14,医药行业投资策略报告：医保支出结构的改变支持创新药爆发,西南证券
3937,2018-06-14,6月14日券商晨会研报汇编,证券日报
3938,2018-06-13,美年健康:快速扩张的体检行业龙头,广发证券
3939,2018-06-13,开盘观察:低开低走出乎意料 钢铁成开盘唯一亮点,中财网
3940,2018-06-13,医药行业 稳守白马、加仓细分龙头、布局滞涨,投资快报
3941,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
3942,2018-06-11,【国金策略】如何测算当前股票质押规模及个股风险？（李立峰/艾熊峰等）,策略李立峰与行业配置笔记
3943,2018-06-11,医药生物行业投资研究报告：医药行业具备长期成长性,中泰证券
3944,2018-06-11,CFi收盘揭秘:新低之后还有新低？量能制约多方发挥,中财网
3945,2018-06-11,医药板块午后全线下挫 千山药机等2股跌停,中国经济网
3946,2018-06-11,"医药行业周报(6.4-6.10):医药指数波动,不改变医药牛市趋势",西南证券
3947,2018-06-08,医药行业中期策略：配置业绩改善、估值合理的细分龙头标的,东吴证券
3948,2018-06-08,6月8日晚间利好消息汇总（更新中）,证券时报网
3949,2018-06-08,"医药生物行业周报:政策加码,重视创新药、医疗器械与消费升级",中证网
3950,2018-06-08,中报预告揭示这些行业景气度高 20家公司市盈率或降至30倍以下,证券时报网
