,2021-12-31,全球新冠“疫苗+特效药”拼图完成：国产疫苗2021年供应近50亿剂,Wind
3043,2019-07-22,智飞生物：控股股东减持1600万股，公司第二期员工持股计划接盘 减持股份,Wind
3044,2019-07-22,A股早报2019年7月22日星期一,Wind
3045,2019-07-21,【国盛医药张金洋团队】疫苗事件一周年行业监管趋严，龙头企业发展优势扩大,国医盛视
3046,2019-07-21,【西南医药|0721周报】科创板正式落地，重点推荐南微医学+心脉医疗,国广有话说
3047,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
3048,2019-07-21,医疗保健：龙头企业发展优势扩大 荐3股,国盛证券
3049,2019-07-20,二季度基金仓位微降，重点布局“大白马”,证券时报
3050,2019-07-19,A股共发生43宗大宗交易成交14.78亿元（7月19日）,Wind
3051,2019-07-19,智飞生物现一笔大宗交易折价近10%，总成交金额达6.59亿元,第一财经
3052,2019-07-19,智飞生物今日折价成交6.6亿元大宗交易,e公司
3053,2019-07-19,智飞生物今日大宗交易成交1600万股，成交价41.22元折价9.86%,Wind
3054,2019-07-19,智飞生物涉一笔6.59亿元大宗交易，折价近10%,Wind
3055,2019-07-17,创业板期中考头部公司加速前行,红周刊
3056,2019-07-17,政策拔高疫苗行业壁垒 沃森生物等研发型企业受益,全景网
3057,2019-07-16,医疗保健：优势品种依然态势良好 荐3股,国盛证券
3058,2019-07-15,报告 | 2019年6月重庆A股上市公司市值TOP50,挖贝网
3059,2019-07-15,智飞生物半年净利增逾55%五大核心竞争力说话,重庆商报
3060,2019-07-14,医疗保健：第二轮国家集中带量采购仍锁定25品种 荐9股,东吴证券
3061,2019-07-13,警报解除？智飞生物全球独家重磅品种迎来转机,新浪
3062,2019-07-12,智飞生物：自研产品丰富的疫苗标杆,大众证券报
3063,2019-07-11,智飞生物(300122.SZ)实控人蒋仁生解除质押260万股,格隆汇
3064,2019-07-11,国元证券疫苗2019年H1批签发总结,国元证券
3065,2019-07-09,智飞生物：半年报业绩预告增长 HPV疫苗为营收重心,新浪
3066,2019-07-05,医药行业2019年上半年疫苗批签发总结：行业正逐步恢复，核心重磅品种持续放量【西南医药朱国广陈铁林团队】,国广有话说
3067,2019-07-05,48股获券商买入评级 利民股份目标涨幅达78.57%,Wind
3068,2019-07-04,【国信医药|创新药盘点系列报告11】进击的疫苗：深度盘点，重磅迭出,GuosenHealthcare
3069,2019-07-04,【智飞生物】H1预告点评：HPV疫苗需求旺盛，自主大品种微卡获批在即,医心医意要健康
3070,2019-07-04,券商首次关注5股并给予买入评级（7月4日）,Wind
3071,2019-07-04,17股获券商买入评级 游族网络目标涨幅达35.14%,Wind
3072,2019-07-04,【东吴晨报0704】【个股】万科A、合景泰富、宁德时代、智飞生物,东吴研究所
3073,2019-07-04,"创新药盘点系列报告(11):进击的疫苗,深度盘点,重磅迭出",国信证券
3074,2019-07-04,智飞生物:HPV疫苗供不应求明显,东吴证券
3075,2019-07-04,"智飞生物:中期业绩基本符合预期,上半年存货和新批签疫苗基本锁定全年业绩高增长",联讯证券
3076,2019-07-03,渝股点金｜智飞生物半年业绩预增55%-85% 建议继续持股,重庆商报
3077,2019-07-03,智飞生物预计2019上半年净利超10亿元 筹备自研结核类产品上市,e公司
3078,2019-07-03,智飞生物：关注重磅产品审评进度 维持“买入”评级,证券时报网
3079,2019-07-03,智飞生物：预防微卡获批在即 买入评级,安信证券
3080,2019-07-03,智飞生物2019年上半年净利12.62亿 比上年同期上升85%,挖贝网
3081,2019-07-03,"智飞生物:19H1业绩延续高增长,预防微卡获批在即",安信证券
3082,2019-07-02,智飞生物预计2019上半年净利润同期上升55%～85%,资本邦
3083,2019-07-02,智飞生物：2019年半年度业绩报告预告,深交所
3084,2019-07-02,智飞生物：上半年净利预增55%-85%,e公司
3085,2019-07-02,智飞生物：预计上半年净利润10.58亿-12.62亿元，同比增长55%-85%,Wind
3086,2019-07-02,智飞生物：代理品种快速放量 买入评级,广发证券
3087,2019-07-02,【医药-智飞生物(300122)】江琦：2019H1预告点评：符合预期，4价和9价HPV疫苗放量推动公司业绩快速增长-0702,中泰证券研究所
3088,2019-07-01,23股获券商买入评级 顺网科技目标涨幅达124.49%,Wind
3089,2019-06-28,"智飞生物深度报告:产品及研发管线存在显著预期差,疫苗绝对龙头长期市值有望突破2000亿",证券之星
3090,2019-06-27,【中银医药】博雅生物事件点评：收购无锡罗益生物，跨入疫苗业务新赛道,周观宇论
3091,2019-06-26,A股早报2019年6月26日星期三,Wind
3092,2019-06-25,【国盛医药张金洋团队】沃森生物：创新基因驱动发展，疫苗第二波大浪潮重磅产品处于审批尾声,国医盛视
3093,2019-06-25,医疗保健：医药生物业周报 荐8股,华鑫证券
3094,2019-06-24,智飞生物董事长蒋仁生：汇率波动对公司进口疫苗没影响,重庆商报
3095,2019-06-24,"医药生物行业:医药政策进入密集落地期,聚焦科创板、医药创新和医药消费",东吴证券
3096,2019-06-21,医疗保健：谨慎而不悲观 规避政策风险,联讯证券
3097,2019-06-16,医疗保健：改革短期镇痛下寻找结构调整中的机遇 荐8股,中泰证券
3098,2019-06-16,医疗保健：继续看多创新消费和器械 荐13股,西南证券
3099,2019-06-16,医药未解之谜：有的公司响应很快，有的答案明确，有的缺乏信服力,券商中国
3100,2019-06-14,八部门联合印发遏制结核病计划 2022年病发率需降至55/10万以下,e公司
3101,2019-06-14,渝股看台｜智飞生物拟现金分红8亿元，华森制药引入美国抗焦虑药物,重庆商报
3102,2019-06-13,智飞生物(300122.SZ)年报推10派5元 股权登记日6月21日,格隆汇
3103,2019-06-11,智飞生物代理产品营收占比超74% 红利难持续,长江商报
3104,2019-06-09,医疗保健：医保控费政策进入常态化运行阶段 荐9股,东吴证券
3105,2019-06-06,智飞生物(300122.SZ)：实控人蒋仁生质押690万股 用于融资,格隆汇
3106,2019-06-06,34股获券商买入评级 智飞生物目标涨幅达68.82%,Wind
3107,2019-06-05,"医药行业政策点评:医改任务清单落地,改革进入深水区",西南证券
3108,2019-06-05,"智飞生物:员工持股彰显信心,重磅放量值得期待",安信证券
3109,2019-06-05,"2019年6月医药行业投资策略:行业数据逐渐回暖,政策推动结构分化",西南证券
3110,2019-06-03,渝股看台｜金科股份入选沪深300指数样本股,重庆商报
3111,2019-06-03,"生物医药行业动态跟踪报告:疫苗批签发跟踪,单月批签发量回归正常区间",平安证券
3112,2019-06-03,"医药行业周报:第一批科创板上会在即,持续推荐龙头、创新和消费",西南证券
3113,2019-06-02,"""医药未解之谜""的36个问题道出了34家公司的痛点，我们先探讨5个",券商中国
3114,2019-06-01,公告点题｜5月31日这些公告有看头,第一财经
3115,2019-05-31,渝股看台｜智飞生物四价重组诺如病毒疫苗临床获批，华邦健康董事拟减持,上游新闻
3116,2019-05-31,公告点题｜今晚这些公告有看头（更新中）,第一财经
3117,2019-05-31,智飞生物：四价重组诺如病毒疫苗获得临床试验通知书,Wind
3118,2019-05-31,智飞生物：四价重组诺如病毒疫苗获得临床试验通知书,e公司
3119,2019-05-30,一季度MNC在华销售猛增29%！辉瑞、诺华、AZ……谁有最强增长引擎？4+7风暴影响几何？,E药经理人
3120,2019-05-27,1097只A股入选富时罗素14渝股进名单,重庆商报
3121,2019-05-26,医疗保健：医药板块攻守兼备 荐7股,中泰证券
3122,2019-05-26,这14只渝股入选富时罗素A股名单 智飞生物金科股份同时入摩,重庆商报
3123,2019-05-25,定增募资21亿加码疫苗，智飞生物历时两年的非公开发行获得通过,重庆商报
3124,2019-05-24,渝股看台｜智飞生物：非公开发行申请获审核通过,上游新闻
3125,2019-05-24,智飞生物(300122.SZ)非公开发行A股申请获中证监通过,格隆汇
3126,2019-05-23,康华生物营销驱动业绩增长 行业规模有限仍大举扩张,新浪
3127,2019-05-21,医药组行业周报:关注MSCI新纳入的医药股,德邦证券
3128,2019-05-19,中期策略外发，寻找行业结构优化进程中高景气成长细分的确定性,国医盛视
3129,2019-05-17,融资客青睐25股，中远海科买入占比高达43.24%,Wind
3130,2019-05-17,A股早报2019年5月17日星期五,Wind
3131,2019-05-17,智飞生物强势涨停短期操作可冲高减仓,重庆商报
3132,2019-05-17,大盘延续反弹 机构买卖却降速,金融投资报
3133,2019-05-16,5月16日A股龙虎榜揭秘，机构抢筹8股,Wind
3134,2019-05-16,智飞生物龙虎榜数据（5月16日）,Wind
3135,2019-05-16,智飞生物今日强势涨停，东财拉萨八一路买入2亿元并卖出2.52亿元,Wind
3136,2019-05-16,[快讯]14:45恒康医疗、智飞生物等3只股票封涨停,中财网
3137,2019-05-16,智飞生物5月16日盘中涨停,e公司
3138,2019-05-16,生物科技板块尾盘拉升 智飞生物涨停,中证网
3139,2019-05-16,智飞生物午后封涨停 成交额12.58亿元封单2.73万手,腾讯网
3140,2019-05-15,“组团大撤退” 这两只“入摩”创业板个股遭巨额抛售套现,每日经济新闻
3141,2019-05-14,报告| 2019年4月重庆市A股上市公司市值排行榜,挖贝网
3142,2019-05-14,宁德时代等109只个股新增入MSCI中国A股在岸指数,Wind
3143,2019-05-14,MSCI：纳入的26只中国A股股票中，有18只来自创业板,Wind
3144,2019-05-13,[快讯]智飞生物发布解除质押公告,中财网
3145,2019-05-11,博鳌乐城先行区“假疫苗”风波,经济观察网
3146,2019-05-09,[快讯]智飞生物:2017年度创业板非公开发行A股股票募投项目无法直接计算经济效益的风险补充提示性公告,中财网
3147,2019-05-07,智飞生物(300122.SZ)：实控人蒋仁生质押663万股 用于融资,格隆汇
3148,2019-05-07,[快讯]智飞生物发布质押公告,中财网
3149,2019-05-07,【国金研究】生物制品行业2018年报2019一季报总结及批签发分析,国金证券研究所
3150,2019-05-06,A股疫苗龙头研发投入PK！哪些重磅疫苗最值得期待？,格隆汇
3151,2019-05-06,"生物医药行业动态跟踪报告:疫苗批签发跟踪,3月批签发有所增加,总量仍偏少",平安证券
3152,2019-05-05,【国盛医药张金洋团队】年报季报验证医药从野蛮扩张到结构优化，继续推荐医药流通,国医盛视
3153,2019-05-05,智飞生物股东吴冠江减持3452万股 套现约17.56亿元,挖贝网
3154,2019-05-05,海南“假疫苗”案：毛利率高达80%，8000元罚款能否警世？ 其他违规处罚,野马财经
3155,2019-04-30,【智飞生物】Q1点评：HPV疫苗驱动高增长，自产疫苗梯队逐步丰富,医心医意要健康
3156,2019-04-30,智飞生物一季度开门红 扣非净利超五亿增逾一倍,证券日报
3157,2019-04-30,【医药-智飞生物(300122)】江琦、赵磊：2019Q1点评：稳健快速增长，2019年4价和9价HPV疫苗有望继续放量0428,中泰证券研究所
3158,2019-04-30,"医药行业周报:市场波动较大,持续推荐绩优股",西南证券
3159,2019-04-29,海南假疫苗走私疑云：来自哪里 流向何方,第一财经
3160,2019-04-29,智飞生物：股东减持计划期限届满，已累计减持2.16%公司股份 减持股份,Wind
3161,2019-04-29,【东吴医药】医药周观点20190429:基金医药持仓比例11.3%，较2018年略有提升，建议积极关注有业绩保障的公司,东吴医药研究团队
3162,2019-04-29,A股早报2019年4月29日星期一,Wind
3163,2019-04-29,【朝闻国盛0429】PPI中枢上行，股市消费板块相对稳健,国盛证券研究所
3164,2019-04-28,[公司]智飞生物一季度净利超5亿元 同比增逾九成,全景网
3165,2019-04-28,智飞生物(300122.SZ)一季度净利润升长93.38%至5.02亿元,格隆汇
3166,2019-04-28,智飞生物：一季度净利润同比增93.38%,Wind
3167,2019-04-28,【国盛医药张金洋团队】详解2019Q1机构医药持仓，继续推荐医药流通,国医盛视
3168,2019-04-26,A股共发生31宗大宗交易成交13.95亿元（4月26日）,Wind
3169,2019-04-26,智飞生物今日大宗交易成交1011万股，成交价43.98元折价1.83%,Wind资讯
3170,2019-04-22,【天风医药】一周医讯：医药后市更值得期待，持续关注“三条主线”,思医辨药
3171,2019-04-22,【东吴医药】医药周观点20190421:关注医保局动态，把握医药科创板行情,东吴医药研究团队
3172,2019-04-22,A股早报2019年4月22日星期一,Wind
3173,2019-04-19,A股共发生34宗大宗交易成交11.45亿元（4月19日）,Wind
3174,2019-04-19,智飞生物今日涉4笔大宗交易，共计7亿元,Wind
3175,2019-04-19,药企一季度成绩单大公开，净利润前十的都有谁？,制药网
3176,2019-04-18,七家医药企业2019一季度净利润预计或超5亿元,制药网
3177,2019-04-18,122家药企晒一季度成绩单,米内网
3178,2019-04-18,4月以来，恒瑞、华北制药等多家药企发布一季报,制药网
3179,2019-04-17,券商看好医药板块 多只医药指数估值仍待修复,信息时报
3180,2019-04-17,21家公司年报一季报业绩有望双翻番社保基金重仓持有4只个股,证券日报
3181,2019-04-16,业绩增长超100%！科伦、智飞生物等利润牛底色何在？,医药经济报
3182,2019-04-16,2018医药生物企业成绩单出炉，整体表现良好,制药网
3183,2019-04-16,"医药生物行业2019年一季报前瞻:行业增速全年预期前低后高,加大配置中小市值标的",证券之星
3184,2019-04-15,医疗保健：关注创新题材与业绩估值高性价比个股 荐10股,东兴证券
3185,2019-04-13,独家疫苗停产真相：智飞生物“补票”未过审,中国经营报
3186,2019-04-12,[路演]智飞生物回应“九价HPV疫苗一针难求”,全景网
3187,2019-04-10,自研疫苗停产、智飞生物大跌高分红补救失灵、监管放行时间未定 经营问题,投资时报
3188,2019-04-10,智飞生物：看好2019年HPV疫苗继续放量 买入评级,和讯
3189,2019-04-08,被埋没的医药股,和讯
3190,2019-04-07,【天风医药】智飞生物：HPV疫苗有望带动2019年全年业绩高增长,思医辨药
3191,2019-04-07,再论医药流通！重新梳理长期医药十年十倍四大主线！【国盛医药张金洋团队】,国医盛视
3192,2019-04-05,智飞生物去年净利14.5亿同比增长236% 董事长蒋仁生年薪36万元,挖贝网
3193,2019-04-05,成也疫苗苦也疫苗：智飞生物业绩飞升，股价却暴跌 盈利能力下降,21世纪经济报道
3194,2019-04-04,利润暴增难阻股价跳水 智飞生物重磅疫苗面临停产,华夏时报
3195,2019-04-04,【智飞生物】年报点评：重磅品种高增长可持续，三联苗暂停影响有限,微信
3196,2019-04-04,宫颈癌疫苗大卖 智飞生物去年盈利翻倍,第一财经
3197,2019-04-04,智飞生物“业绩飘红”背后：独家重磅疫苗面临停产 去年批签发量达到643万支,中国网
3198,2019-04-04,智飞生物(300122.SZ)一季度净利润预增85%-105%,格隆汇
3199,2019-04-04,智飞生物2019年首季净利同比将翻倍 HPV疫苗两年半基础采购额超180亿元,e公司
3200,2019-04-04,智飞生物2018年净利增逾两倍 研发投入同比大增81.55%,证券日报
3201,2019-04-04,智飞生物2018年实现净利润14.51亿元 同比增长235.75% 拟10派5元,中证网
3202,2019-04-04,智飞生物一季度业绩预增85%至105%,全景网
3203,2019-04-04,智飞生物：AC-Hib三联苗和HPV疫苗驱动业绩高速增长,证券时报网
3204,2019-04-04,聚焦生物医药领域 六只个股腾飞在即掘良机,中证报
3205,2019-04-04,智飞生物：2019年第一季度业绩报告预告,深交所
3206,2019-04-04,"智飞生物:多品种驱动,高速增长持续",平安证券
3207,2019-04-03,智飞生物2018年净利润同比增长235.75% 拟每10股派5元,中证网
3208,2019-04-03,[快讯]智飞生物公布第一季度业绩预告,中财网
3209,2019-04-03,智飞生物：2018年净利增235.7% 拟10派5元,e公司
3210,2019-04-03,智飞生物(300122.SZ)2018年净利润升235.75%至14.51亿元 拟10派5元,格隆汇
3211,2019-04-03,智飞生物年报：2018年净利增235.75%，拟10派5元,Wind
3212,2019-04-03,最新药企身价排行榜出炉 千亿市值上市企业仅剩三席,健康界
3213,2019-04-03,智飞生物AC-Hib疫苗因批文到期暂停生产知情人士称企业已备足近600万支产品 经营问题,和讯
3214,2019-04-03,A股“疫苗之王”跌停 智飞生物独家疫苗注册未获批 业绩将大受影响？,中金在线
3215,2019-04-02,再注册批件迟迟未下发 智飞生物独家重磅疫苗面临停产,第一财经
3216,2019-04-02,4月2日A股龙虎榜揭秘，机构最青睐3股,Wind
3217,2019-04-02,深港通十大成交活跃股排名（4月2日）,Wind
3218,2019-04-02,跌停板解密：4只利空股遭遇大幅抛售！（4月2日）,Wind
3219,2019-04-02,机构席位今日净买入协鑫集成等5股 净卖出智飞生物3股,e公司
3220,2019-04-02,智飞生物重要疫苗停产致股价跌停 沃森生物大涨逾7%,经济观察网
3221,2019-04-02,旗下一疫苗未获再注册批件“暂时停产” 智飞生物董秘办回应股价跌停：市场可能反应过度,经济观察网
3222,2019-04-02,智飞生物跌停 机构净卖出1亿元 深股通净买入8380万元,e公司
3223,2019-04-02,智飞生物龙虎榜数据（4月2日）,Wind
3224,2019-04-02,智飞生物今日放量跌停，两机构席位卖出1亿元,Wind
3225,2019-04-02,智飞生物子公司“独家”疫苗将暂停生产 内部人士否认质量原因,每日经济新闻
3226,2019-04-02,牛市突遭黑天鹅！A股800亿“疫苗之王”跌停，旗下重磅产品将暂停生产，毛利率超90% 经营问题,每日经济新闻
3227,2019-04-02,智飞生物跌停，AC-Hib疫苗产品批文到期,Wind
3228,2019-04-02,智飞生物：智飞AC-Hib疫苗产品已备货 可满足2019年全年销售需求,e公司
3229,2019-04-02,这一牛股突然跌停！重要产品批文到期暂停生产，公司如此回应 经营问题,证券时报网
3230,2019-04-02,智飞生物AC-Hib疫苗未取得再注册批件 暂停生产 经营问题,Insight数据库
3231,2019-04-02,智飞生物独家重磅品种将暂停生产 经营问题,E药经理人
3232,2019-04-02,智飞生物4月2日盘中跌停,e公司
3233,2019-04-02,【晨会聚焦】4月资产配置观：一波三折，去伪存真,中泰证券研究所
3234,2019-04-02,【医药】江琦、祝嘉琦（研究助理）：2019年4月月报-医药创新是大方向，关注Q1高增长的优质公司-20190401,中泰证券研究所
3235,2019-04-01,智飞生物：子公司将暂停AC-Hib疫苗生产 经营问题,e公司
3236,2019-03-31,创新疫苗将进入第二波浪潮，重新梳理长期医药十年十倍四大主线【国盛医药张金洋团队】,国医盛视
3237,2019-03-28,生物制品-创新疫苗大产品大时代将进入第二波大浪潮，板块迎来布局良机【国盛医药张金洋团队】,国医盛视
3238,2019-03-27,医疗保健：创新疫苗大产品大时代将进入第二波大浪潮 荐3股,国盛证券
3239,2019-03-20,"医药周观点:业绩浪、长期资金持续流入,医药蓝筹白马股价历史新高再新高",联讯证券
3240,2019-03-19,重庆证监局2019年上市公司、审计评估机构执业项目现场检查随机抽查结果公示,重庆证监局
3241,2019-03-19,九价疫苗普遍缺货 “一针难求”催生“预约经济”,中国经济网
3242,2019-03-19,"医药生物行业跨市场周报:医保目录再调整启动,创新/抗癌/基药品种受益",光大证券
3243,2019-03-18,医疗保健：买核心医药资产与行业头部公司 疫苗行业最受益,和讯
3244,2019-03-18,医疗保健：业绩浪 长期资金持续流入,联讯证券
3245,2019-03-18,东海证券医药生物行业周报,东海证券
3246,2019-03-14,震荡洗盘沪指坚守3000点 612只连涨股隐现主力调仓路线图,证券日报
3247,2019-03-13,[快讯]智飞生物发布解除质押公告,中财网
3248,2019-03-12,这批股票去年业绩预喜 净利润增长超50%+多头排列,证券时报
3249,2019-03-12,"医药周报2019第10期:首家医药公司正式申请拟科创板上市,制度创新带动产业创新升级",长城证券
3250,2019-03-11,超五成创业板公司营收净利双增长,大众证券报
3251,2019-03-11,"医药生物行业:科创板助力,带动医药板块估值回升",东吴证券
3252,2019-03-11,"智飞生物:结核病筛查与预防为结核病防治的重点,智飞生物瞄准该市场长期",东吴证券
3253,2019-03-08,医药生物行业2018年报前瞻:行业增速预期有望提升、加大配置中小市值标的,正点财经
3254,2019-03-07,[快讯]智飞生物发布质押公告,中财网
3255,2019-03-06,智飞生物子公司诺如病毒疫苗临床申请获受理 或将解决世界性预防难题,证券日报
3256,2019-03-06,智飞生物：四价重组诺如病毒疫苗临床申请获受理,e公司
3257,2019-03-01,智飞生物今日大宗交易成交7.50万股，成交价40.0元折价12.97%,Wind资讯
3258,2019-02-28,148股获券商买入评级 新易盛目标涨幅达68.55%,Wind
3259,2019-02-27,智飞生物：业绩基本符合预期，预计19年迎来爆发,证券时报网
3260,2019-02-27,"生物医药行业动态跟踪报告:疫苗批签发跟踪,1月批签发保持稳定,数据较平淡",平安证券
3261,2019-02-27,"智飞生物:增长符合预期,大品种放量进行时",平安证券
3262,2019-02-26,中泰证券：智飞生物买入评级,中泰证券
3263,2019-02-26,神秘90后成中国最年轻女首富 持股市值达535.91亿元,新浪
3264,2019-02-26,【智飞生物】业绩快报点评：业绩符合预期，重磅品种推动快速增长,医心医意要健康
3265,2019-02-26,智飞生物：业绩稳健快速增长，看好2019年HPV疫苗继续放量,证券时报网
3266,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
3267,2019-02-25,核心产品稳步增长 智飞生物2018年净利同比增长235%,中证网
3268,2019-02-25,公告精选：智飞生物去年净利同比增235%；东方通信等再度提示风险,e公司
3269,2019-02-25,公告精选：智飞生物去年净利同比增235%；金奥博、合肥城建拟高送转,e公司
3270,2019-02-25,智飞生物：2018年实现净利润14.49亿元 同比增长235.20%,中证网
3271,2019-02-25,智飞生物：2018年净利润同比增235.2%（快报）,Wind
3272,2019-02-25,智飞生物：去年净利润14.5亿元 同比增长235%,e公司
3273,2019-02-25,"医药生物行业跨市场周报:带量采购愈推进,cro创新主线愈受益",光大证券
3274,2019-02-25,"医药生物行业:两会政策决定医药产业走势,政策免疫板块仍是首选",东吴证券
3275,2019-02-24,医疗保健：布局业绩有望超预期的标的 荐8股,中泰证券
3276,2019-02-18,【朝闻国盛0218】关注社融两细节，继续跟踪信用拐点；深度报告：凯莱英、上海建工,国盛证券研究所
3277,2019-02-18,"医药生物行业:居民医药消费需求依旧刚性,紧抓业绩高增长个股",东吴证券
3278,2019-02-18,医药生物行业周报:主线优质龙头仍是首选,光大证券
3279,2019-02-17,主线优质龙头仍是首选 |【光大医药·周报】,医心医意要健康
3280,2019-02-15,"智飞生物2018年业绩预告点评:重磅产品快速放量,研发新品值得期待",正点财经
3281,2019-02-13,明日最具投资机会六大牛股一览（2019年2月13日）,中财网
3282,2019-02-13,国盛证券：智飞生物买入评级,国盛证券
3283,2019-02-13,券商首次关注3股并给予买入评级（2月13日）,Wind
3284,2019-02-13,30股获券商买入评级 天能重工目标涨幅达68.99%,Wind
3285,2019-02-13,【朝闻国盛0213】深度报告：新北洋-智能大时代蓝海加速成长；智飞生物-疫苗龙头业绩持续高速增长,国盛证券研究所
3286,2019-02-13,精准生物白血病新药获准临床 智飞生物联手实控人间接参股,证券时报
3287,2019-02-13,"医药生物行业2019年2月月报:政策明朗,兼顾安全与成长性",东莞证券
3288,2019-02-12,63股披露年报业绩预告 8只创投+概念股净利润翻番,大众证券报
3289,2019-02-11,猪年二十大潜力股：业绩、机构持股、评级大PK,证券时报
3290,2019-02-11,【医药】江琦、王超（研究助理）：2月月报：信心正逐步恢复、Q1建议关注创新药、原料药和商业板块-20190210,中泰证券研究所
3291,2019-02-01,净利预增超两倍 智飞生物拉升5%,格隆汇
3292,2019-01-31,"医药行业周报:创新药产业链为长期主题,重点推荐恒瑞医药、药石科技",西南证券
3293,2019-01-31,"医药生物行业《关于加强公立医院绩效考核工作的意见》政策点评:腾笼换鸟思路未变,管理精细化促医疗价值回归",光大证券
3294,2019-01-29,创新药产业链主题性机会凸显 10只概念股获机构推荐,证券日报
3295,2019-01-28,"每周药事2019年第5周:板块需要信心,继续看好超跌错杀个股",正点财经
3296,2019-01-28,"东吴医药行业周观点:把握2019q1医药股估值修复行情,继续推荐流感主题",东吴证券
3297,2019-01-25,中证报头版：基金“弃”外资“取”，海外机构加速布局A股,中证报
3298,2019-01-25,"医药行业周报:利空政策落地,近期有望止跌回升",西南证券
3299,2019-01-24,七成多医药公司年报业绩预喜 创新药等龙头公司被看好,大众证券报
3300,2019-01-23,A股共发生23宗大宗交易成交9.57亿元（1月23日）,Wind
3301,2019-01-23,智飞生物今日大宗交易成交6.97万股，成交价37.01元折价0.0%,Wind资讯
3302,2019-01-23,宁德时代等50股入围创业板低波蓝筹指数 智飞生物等50股入围创业板动量成长指数,e公司
3303,2019-01-23,18家药企披露2018年业绩预告 逾八成预喜,制药网
3304,2019-01-22,[快讯]智飞生物发布解除质押公告,中财网
3305,2019-01-22,"医药生物行业周报:带量采购定调稳健推广,悲观预期有望逐步修复",光大证券
3306,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
3307,2019-01-21,"生物医药行业动态跟踪报告:疫苗批签发跟踪:进口新品上量,流感裂解苗未新批",平安证券
3308,2019-01-21,医药行业:国家集采试点方案重振市场信心,东吴证券
3309,2019-01-19,最悲观的时刻正在过去 基金重仓医药股业绩增长强劲,金融投资报
3310,2019-01-16,[快讯]智飞生物发布质押公告,中财网
3311,2019-01-14,深港通十大成交活跃股排名（1月14日）,Wind
3312,2019-01-14,智飞生物午后异动重挫7.09%报35.01元 成交6.24亿元,腾讯网
3313,2019-01-14,医药生物行业:“4+7”带量采购实施细则发布,国联证券
3314,2019-01-14,"医药生物行业周报:Me-too价格战悄然开打,综合实力更显重要",光大证券
3315,2019-01-14,"医药生物行业周报:创新药逻辑不变,医疗器械受青睐",西南证券
3316,2019-01-13,13家药企11家预增！从业绩预告看医药股背后的投资价值,中财网
3317,2019-01-11,63家公司披露年报业绩预告 8只创投+概念股净利润翻番,大众证券报
3318,2019-01-10,7成公司预喜！业绩增长+上修双驱动，谨防变脸地雷,Wind
3319,2019-01-09,【2019年重点个股】智飞生物：营销强者，多个重磅品种助力持续高增长,医心医意要健康
3320,2019-01-09,医药行业周报:卫健委部署2019年卫生健康改革十大重点任务,渤海证券
3321,2019-01-09,医药生物行业2019年投资策略:创新才是硬道理,国信证券
3322,2019-01-09,"医药周报2019第2期:并购大事件,危与机并存",长城证券
3323,2019-01-09,医药行业周报:“轻药重医”为正道,西南证券
3324,2019-01-08,"医药生物行业月报:结构调整下多数公司进入价值区间,创新是最确定的方向",正点财经
3325,2019-01-08,"医药行业周报:关注商誉减值及解禁风险,不确定的市场中寻找确定性",山西证券
3326,2019-01-08,"2019年1月医药行业投资策略:“轻药重医”为正道,首推医疗器械板块",西南证券
3327,2019-01-08,"联讯医药行业周观点:广州gpo首批谈判目录再次绷紧“降价”神经,继续躲在避风港还是选择卧倒“弹坑”中",联讯证券
3328,2019-01-07,智飞生物净利润预增两倍 现金流却很不给力,号外财经网
3329,2019-01-07,"医药生物行业2019年度A+H策略报告:大破大立,不经一番寒彻骨,怎得梅花扑鼻香",光大证券
3330,2019-01-04,"智飞生物:稳健快速增长,看好2019年hpv疫苗继续放量",中证网
3331,2019-01-04,"医药与健康护理行业:政策扰动大,短期关注政策免疫标的",正点财经
3332,2019-01-04,财闻点金：嫦娥四号首次实现月球背面软着陆 人类的重大突破,巨丰财经
3333,2019-01-03,多家公司披露2018年业绩 智飞生物净利预增2.23倍,中国证券网
3334,2019-01-03,1月3日晚间上市公司十大重磅公告,巨丰财经
3335,2019-01-03,智飞生物：2018年净利预计13.96亿元-15.2亿元,金融界
3336,2019-01-03,智飞生物：预计2018年净利润同比增长223%-252%,Wind
3337,2019-01-02,1月2日晚间上市公司十大重磅公告,巨丰财经
3338,2019-01-02,"每周药事2019年第1周:除旧迎新,乐见反弹",正点财经
3339,2019-01-02,【医药】江琦、谢木青：1月月报：结构调整下多数公司进入价值区间，创新是最确定的方向-20190101,中泰证券研究所
3340,2019-01-01,智飞生物新品BCG-PPD临床获准 旗下结核免疫产品均进入临床研究,e公司
3341,2018-12-28,午间公告：智飞生物卡介菌纯蛋白衍生物获得临床试验通知,Wind
3342,2018-12-26,巨丰热点前瞻：A股或迎短期修复期 关注市场结构性机会,巨丰财经
3343,2018-12-24,医疗保健：疫苗管理开启立法序幕 荐3股,广发证券
3344,2018-12-24,"医药行业周报:“药”保守,“轻药重医”为正道",西南证券
3345,2018-12-18,今日18股突破年线 12月18日突破年线个股乖离率排名一览,金投网
