,2021-12-27,浙江龙盛今日大宗交易成交133.06万股，成交价11.81元折价4.99%,Wind
1906,2018-09-20,环保高压同行ST侵权官司心中没底 锦鸡股份IPO未必有戏 诉讼纠纷,投资时报
1907,2018-09-20,1508只个股今日尾盘资金净流入,证券时报网
1908,2018-09-19,【申万宏源化工】每日信息速递 20180919,申万宏源化工投资
1909,2018-09-19,放量反弹大单动向成焦点 三因素筛出131只潜力股,证券日报
1910,2018-09-18,"浙江龙盛:染料及中间体价格高位运行,业绩持续高增长",正点财经
1911,2018-09-18,【化工】商艾华：LNG价格上涨，布油冲击80美元每桶-20180917,中泰证券研究所
1912,2018-09-17,【超级大单】 09月17日 3只个股特大单净流入超亿元,每日经济新闻
1913,2018-09-16,化工行业周报：“中油价”时代格局明确，推荐油气及农化板块,太平洋化工
1914,2018-09-13,【申万宏源化工】每日信息速递 20180913,申万宏源化工投资
1915,2018-09-12,浙江龙盛等签订债券承销意向书,e公司
1916,2018-09-11,染料价格继续上涨，主要公司已预喜三季报,Wind
1917,2018-09-11,社保增持业绩预增股（9月11日）,巨丰财经
1918,2018-09-11,这些牛市消息还需进一步确认,财界网
1919,2018-09-11,分散染料再度大幅上调报价 行业景气度持续走高(附股),金融界
1920,2018-09-08,【化工周观点】旺季效应显现，化工产品价格反弹,微信
1921,2018-09-07,财融汇·早间必读 | 20180907,财通证券融资融券部
1922,2018-09-06,【化工】半年报综述：高景气延续，扣除涤纶板块后投资仍为负增长,中银国际证券研究
1923,2018-09-05,东北证券：浙江龙盛买入评级,顶尖财经网
1924,2018-09-05,申万宏源：煤化工、聚酯、农药、制冷剂、染料行业持续向好,证券时报网
1925,2018-09-03,【联讯策略专题】二季度机构持仓分析（重发）,联讯春哥看市场
1926,2018-09-03,中银国际：研究每日速递(零售),中银国际
1927,2018-09-03,染料行业:染料价格淡季继续上涨,申万宏源
1928,2018-09-03,中银国际*每日速递20180903：银行业半年报综述；国光股份、迪安诊断、精测电子、民生银行、上汽集团、华夏幸福等,中银国际证券研究
1929,2018-09-02,浙江龙盛（600352）：业绩符合预期，持续看好龙头一体化布局,艾华新旧博弈
1930,2018-09-02,化工行业三季报业绩预告亮眼 细分领域景气梳理,巨丰财经
1931,2018-08-31,早知道：ST长生9月3日起被停牌 中弘重组协议终止 重大事项停牌,网易
1932,2018-08-31,31日早间两市重要公司新闻速递,证券时报网
1933,2018-08-30,今日数据：工商银行上半年净利同比增4.87％,金融界
1934,2018-08-30,公告精选：中弘股份债务重组协议实质上已终止；浙江龙盛等中期业绩大增,e公司
1935,2018-08-30,8月30日晚公告精选丨格力分红拟10派6，ST长生或将停牌,21世纪经济报道
1936,2018-08-30,浙江龙盛：2018年前三季度业绩报告预告,上交所
1937,2018-08-30,【新股申购】雅运股份-在高端染料细分市场上形成国产替代进口,银行信息港
1938,2018-08-30,浙江龙盛：上半年净利18.58亿元 同比增长83%,e公司
1939,2018-08-30,浙江龙盛：上半年净利润同比增83.41%,Wind
1940,2018-08-29,【申万宏源化工】每日信息速递 20180829,申万宏源化工投资
1941,2018-08-28,[推荐评级]民生化工行业周报：原油价格上涨 PTA产业链持续走高,中财网
1942,2018-08-28,[强于大市评级]化工行业周报：PTA、涤纶长丝继续涨价 聚合MDI、橡胶助剂价格下行,中财网
1943,2018-08-27,[增持评级]基础化工行业周报：需求逐渐进入旺季 制冷剂、煤化工价格上行,中财网
1944,2018-08-27,化工：磷肥景气上行 荐4股,东兴证券
1945,2018-08-27,[增持评级]基础化工行业周报：PTA维持强势 关注采暖季限产提前和下游需求旺季的共振,中财网
1946,2018-08-27,化工行业周报：环保继续趋严 看好PTA-涤纶产业链高景气,中财网
1947,2018-08-27,【申万宏源化工】每日信息速递 20180827,申万宏源化工投资
1948,2018-08-26,【太平洋化工周报】：PX-PTA强势上涨，推荐PTA及天然气板块,太平洋化工
1949,2018-08-26,【安信中小盘】8.27-8.31新股申购一览,AX中小盘研究
1950,2018-08-24,【申万宏源化工】每日信息速递 20180824,申万宏源化工投资
1951,2018-08-23,【染料概念股】旺季来临 染料价格或将再次上涨(受益股),金融界
1952,2018-08-22,VIP资讯分享：A.旺季来临 染料价格或将再次上涨。,首席投顾说
1953,2018-08-21,[增持评级]基础化工行业周报：涤纶产业链普涨 PA66延续涨势 关注苏北化工园区复产进展,中财网
1954,2018-08-21,【申万宏源化工】每日信息速递 20180821,申万宏源化工投资
1955,2018-08-20,【申万宏源化工】每日信息速递 20180820,申万宏源化工投资
1956,2018-08-20,[推荐评级]化工行业周报：PTA价格再创新高 DMC、DMF价格上涨,中财网
1957,2018-08-20,[增持评级]基础化工行业周报：PA66供应紧张 价格持续走高,中财网
1958,2018-08-20,[强于大市评级]化工行业研究周报：聚酯产业链继续涨价 磷化行业有望复苏,中财网
1959,2018-08-20,8月20日券商晨会研报汇编,证券日报
1960,2018-08-19,【太平洋化工周报】PTA-聚酯行业持续高景气，PTA盈利创近年新高,太平洋化工
1961,2018-08-19,【申万宏源化工周观点】PTA价差创新高，CPL、PA66价格上涨，关注成长反弹与超跌周期,申万宏源化工投资
1962,2018-08-18,【化工林评周观点】PTA现货价格突破8000，PO、CPL、甲烷氯化物价格上涨,微信
1963,2018-08-18,雅运股份IPO获批，募资3.5亿建年产万吨纺织助剂等多个大项目,创业家
1964,2018-08-17,盘前参考:利好走or留 就看A股能否赢道指1.58%涨幅,中财网
1965,2018-08-17,环保督查AB面：上市公司“戴帽”与增利齐飞,21世纪经济报道
1966,2018-08-15,【申万宏源化工】每日信息速递 20180815,申万宏源化工投资
1967,2018-08-13,【申万宏源化工】每日信息速递 20180813,申万宏源化工投资
1968,2018-08-13,[增持评级]基础化工行业周报：“2+26”城市大气新政策发布 煤化工、天然气受益,中财网
1969,2018-08-13,[看好评级]基础化工行业周报：磷矿石限产价格持续高位 PTA高歌猛进,中财网
1970,2018-08-13,[推荐评级]民生化工周报：PTA-聚酯产业链价格再创四年新高,中财网
1971,2018-08-12,亚邦股份惨遭“ST” 罪魁祸首竟是环保停产 风险警示,e公司
1972,2018-08-12,【化工企业专题分析之半年报系列(1)】善水科技(871838)中报点评：染料中间体受益行业景气 上半年净利大幅增长,中财网
1973,2018-08-11,假如BAT回归A股,新浪
1974,2018-08-09,【申万宏源化工】每日信息速递 20180809,申万宏源化工投资
1975,2018-08-08,沪深两市遭空头主力打压的50只股,证券之星
1976,2018-08-06,资金流:新疆1股中端次新2股流入居前 两市流出175亿,金融界
1977,2018-08-06,2018年7月上市公司董监高增减持榜：减持金额较上月下降八成,面包财经
1978,2018-08-05,化工：分散染料淡季首次提价 有机硅保持平稳,川财证券
1979,2018-08-04,【化工周观点】PTA价格大幅上涨，再创近四年新高,--
1980,2018-08-04,74只个股获10家以上机构扎堆看好 六股值得期待,证券日报
1981,2018-08-03,3日早间机构研报精选 7股有望爆发,证券时报网
1982,2018-08-03,【浙江龙盛*柴沁虎】深度：环保加码重塑格局，一体化龙头彰显优势,东吴研究所
1983,2018-08-01,[看好评级]基础化工行业周报：PTA行业有望迎来新一轮景气周期,中财网
1984,2018-08-01,上午尾盘资金最青睐个股揭秘,证券时报网
1985,2018-08-01,化工行业淡季不淡涤纶长丝量价齐升,顶尖财经网
1986,2018-07-31,[强于大市评级]化工行业研究周报：PX和TDI涨价 万华上调8月聚合MDI价格,中财网
1987,2018-07-30,中银国际：研究每日速递(零售),中银国际
1988,2018-07-30,[增持评级]基础化工行业周报：装置检修 聚合MDI、醋酸价格上涨,中财网
1989,2018-07-30,[增持评级]华泰研究石油化工/基础化工行业周报(第三十周),中财网
1990,2018-07-29,【太平洋化工周报】宏观政策宽松，利好低估值周期龙头及低位成长股,太平洋化工
1991,2018-07-25,融资客青睐50股，申达股份买入占比高达56.36%,Wind
1992,2018-07-25,停产近3个月领环保罚单 亚邦股份主产区靠库存续命,金融界
1993,2018-07-25,【申万宏源化工】每日信息速递 20180725,申万宏源化工投资
1994,2018-07-24,[增持评级]基础化工行业周报：TDI、R22、丁辛醇强势上涨 关注苏北化工园区复产进度,中财网
1995,2018-07-24,[看好评级]基础化工行业周报：萤石制冷剂产业链领涨 醋酸跌幅居前,中财网
1996,2018-07-24,基础化工行业周报：染料关注苏北复产情况 有机硅保持平稳,中财网
1997,2018-07-23,【申万宏源化工】每日信息速递 20180723,申万宏源化工投资
1998,2018-07-23,A股头条之上市公司公告精选（7.24）,金融界
1999,2018-07-23,公告精选：两只跌停疫苗股回应 海利生物称未生产人用疫苗产品,e公司
2000,2018-07-23,上市公司晚间利空公告：欣胜投资拟清仓减持润欣科技,金融界
2001,2018-07-23,晚间重要公告2018年7月23日星期一,Wind
2002,2018-07-23,浙江龙盛：控股股东之一项志峰拟减持不超3250万股,e公司
2003,2018-07-23,浙江龙盛股东项志峰拟减持不超过3250万股,金融界
2004,2018-07-23,[增持评级]华泰证券石油化工/基础化工行业周报(第二十九周),中财网
2005,2018-07-23,[强于大市评级]化工行业研究周报：TDI和MDI涨价 关注陶氏装置不可抗力影响,中财网
2006,2018-07-23,君正集团流动负债年增29亿 杜江涛三年财富缩水300亿,新浪
2007,2018-07-20,【申万宏源化工】每日信息速递 20180720,申万宏源化工投资
2008,2018-07-19,【申万宏源化工】每日信息速递 20180719,申万宏源化工投资
2009,2018-07-17,投资收益成部分公司增厚业绩利器,中证报
2010,2018-07-16,今日上午主力资金流入哪些个股？,证券时报
2011,2018-07-16,[强于大市评级]化工行业研究周报：MDI和TDI涨价 巴斯夫百亿乙烯项目落户广东,中财网
2012,2018-07-16,基础化工行业周报：星火停产检修在即 有机硅或迎淡季提价,中财网
2013,2018-07-13,7月13日有57家公司获重要股东增减持 欧亚集团已被连续增持179次,Wind
2014,2018-07-12,基础化工行业月报：油价大幅上涨 关注涤纶长丝、染料与尼龙66行业,中原证券
2015,2018-07-12,浙江龙盛：维持“强烈推荐”评级,中证网
2016,2018-07-12,低位震荡打开价值投资布局窗口 低估值白马股攻守兼备,证券日报
2017,2018-07-11,中报预喜股扎堆三行业，21股机构看涨60%,Wind
2018,2018-07-10,7月战术反弹只会迟到不会落空！21股机构看涨60%,Wind
2019,2018-07-10,[买入评级]化工行业周报：化工景气指数转正 关注Q2业绩超预期以及人民币贬值出口受益标的,中财网
2020,2018-07-10,化工行业日报：埃萨石油完成炼油厂扩能改造项目,中财网
2021,2018-07-09,中证数据：两市资金净流入前20股（7月9日）,中证网
2022,2018-07-09,浙江龙盛大涨5.47%，报12.15元,腾讯网
2023,2018-07-09,年内逾2百家沪市公司披露增持计划 6股真金,证券日报
2024,2018-07-09,【太平洋化工周报】密切关注贸易战进展，坚定看好产业龙头,太平洋化工
2025,2018-07-09,机构调研聚焦化工行业 四股或受益腾飞,证券时报
2026,2018-07-09,年内201家沪市公司披露增持计划,证券日报
2027,2018-07-09,"浙江龙盛:尽享涨价红利,半年业绩大幅增长",国元证券
2028,2018-07-08,沪市公司上半年投资价值凸显 增持回购彰显信心,上交所
2029,2018-07-08,沪市公司业绩继续保持稳健增长,证券日报
2030,2018-07-06,[买入评级]浙江龙盛(600352)点评：18年上半年业绩预增120~140% 下半年高景气度有望延续,中财网
2031,2018-07-06,环保整治江苏子公司停产 闰土股份称环保趋严利好行业龙头,e公司
2032,2018-07-06,[增持评级]公用事业/环保Ⅱ行业深度研究：环保督查风云再起 全行业解析投资机会,中财网
2033,2018-07-06,[买入评级]浙江龙盛(600352)简评：中间体和染料价格同比大幅增长 中报业绩预告表现亮眼,中财网
2034,2018-07-06,最具爆发力的大牛股,财界网
2035,2018-07-06,环保限产致供给端收缩 多个化工子行业维持高景气度,中证报
2036,2018-07-05,浙江龙盛事件点评：中报业绩预告符合预期，收购德司达剩余股权更进一步,微信
2037,2018-07-05,[增持评级]浙江龙盛(600352)点评：染料及中间体价格持续上涨 半年度业绩大幅增长,中财网
2038,2018-07-05,[买入评级]深度*公司*浙江龙盛(600352)点评：染料与中间体继续向好 上调盈利预测,中财网
2039,2018-07-05,多家周期类公司上半年业绩大幅预增 同比增长395%,股城网
2040,2018-07-05,【浙江龙盛公司点评】染料和中间体业务涨价推动公司业绩大幅增长,微信
2041,2018-07-05,[增持评级]浙江龙盛(600352)公告点评：H1净利大增 环保高压下染料有望延续上涨,中财网
2042,2018-07-05,环保趋严 染料龙头业绩大幅度增长,国海证券
2043,2018-07-05,浙江龙盛：间接持有宁德时代、药明康德等公司股份,Wind
2044,2018-07-05,浙江龙盛：间接持有宁德时代、药明康德和哔哩哔哩股份,第一财经
2045,2018-07-05,周四最新重磅公司传闻集锦(7月5日),证券之星
2046,2018-07-05,多家公司上半年净利大幅预增,中证报
2047,2018-07-05,"浙江龙盛公司业绩点评:业绩符合预期,染料、中间体保持景气",证券之星
2048,2018-07-04,道达投资手记：A股重聚人气仍需时日,每日经济新闻
2049,2018-07-04,A股头条之上市公司公告精选（7.5）,金融界
2050,2018-07-04,上市公司半年报业绩汇总：福建水泥业绩将扭亏为盈,金融界
2051,2018-07-04,多公司发布晚间重要公告 5日走势或将反转,和讯
2052,2018-07-04,公告精选：美的拟不超40亿元回购股份 格力再度举牌海立股份,e公司
2053,2018-07-04,晚间重要公告2018年7月4日星期三,Wind
2054,2018-07-04,沪指再创年内收盘新低 A股重聚人气仍需时日——道达投资手记,每日经济新闻
2055,2018-07-04,晚间上市公司重大利好公告一览（2018.7.4）,证券之星
2056,2018-07-04,7月4日晚间利好消息汇总（更新中）,证券时报网
2057,2018-07-04,税延养老险或给市场迎来增量资金 三股尾盘获哄抢,证券时报
2058,2018-07-04,浙江龙盛：半年报净利预增120%-140%,Wind
2059,2018-07-04,[看好评级]基础化工行业周报：18年下半年围绕油价、环保和需求三个维度优选周期子行业,中财网
2060,2018-07-04,浙江龙盛大跌5.21%，报11.47元,腾讯网
2061,2018-07-04,最赚钱的100家浙商企业都有谁？来看看这张名单,浙商网
2062,2018-07-03,化工行业：产业格局变动新兴需求崛起,顶尖财经网
2063,2018-07-03,2017年A股十大打工皇帝,南方财富网
2064,2018-07-03,申万宏源：染料价格淡季继续上涨 龙头业绩望超预期,金融界
2065,2018-07-03,染料行业发展前景分析 龙头企业有望持续受益,前瞻研究院
2066,2018-07-03,染料价格淡季继续上涨 龙头公司业绩有望超预期,证券时报网
2067,2018-07-03,化工行业动态：环保持续趋严推动染料涨价 推荐龙头公司,中财网
2068,2018-07-02,[增持评级]基础化工行业周报：环保因素限制开工 萤石、制冷剂价格上涨,中财网
2069,2018-07-02,A股公司高管薪酬：这位董事4037万排榜首，超第二名2000多万,搜狐
2070,2018-07-02,[强于大市评级]化工行业研究周报：功夫菊酯、丙烯酸及酯涨价 关注中化集团、中国化工合并,中财网
2071,2018-07-02,化工行业周报：国际油价大涨 环保持续趋严利好农药&染料,中财网
2072,2018-06-30,下周新股发行一览表：密尔克卫下周三申购 一上市公司受益,银行信息港
2073,2018-06-29,格力地产副总裁、董事方荣岳工作变动原因辞职,中国经济网
2074,2018-06-29,[推荐评级]基础化工行业2018年中期投资策略报告：环保升级供需改善 寻找确定性的投资机会,中财网
2075,2018-06-29,浙江龙盛大涨5.41%，报11.88元,腾讯网
2076,2018-06-29,[看好评级]化工行业2018半年度策略报告：围绕油价、环保和需求三个维度优选周期子行业,中财网
2077,2018-06-29,[强烈推荐评级]浙江龙盛(600352)深度报告之三：比染料更多彩,中财网
2078,2018-06-29,24股获券商买入评级 保隆科技目标涨幅达131.84%,Wind
2079,2018-06-27,[增持评级]华泰证券基础化工/石油化工行业周报(第二十五周),中财网
2080,2018-06-27,基础化工行业周报：行业步入淡季 关注低估值、强业绩个股,中财网
2081,2018-06-26,化工行业研究周报：制冷剂和PO上涨 关注江苏沿海化工园区整治方案,中财网
2082,2018-06-26,"基础化工行业:行业步入淡季化工品跌多涨少,检修推动环氧丙烷价格上涨",正点财经
2083,2018-06-26,"基础化工行业18年中报业绩前瞻:油价中枢上移,环保趋严,煤化工、大炼化、农药、染料等景气持续上行",申万宏源
2084,2018-06-25,大化工行业点评：OPEC会议结果略超预期 原油价格或将震荡走强,国金证券
2085,2018-06-25,[超配评级]基础化工行业债务专题分析&6月份投资策略：行业负债水平下降 关注半年报业绩,中财网
2086,2018-06-25,[中性评级]化工行业投资周报：中间体供应受限 继续推荐染料板块,中财网
2087,2018-06-25,6月25日券商晨会研报汇编,证券日报
2088,2018-06-24,工业4.0 海外并购 浙江双“龙”腾飞,江苏网
2089,2018-06-22,【太平洋化工周报】OPEC增产落地，重点关注原油产业链和中报行情,太平洋化工
2090,2018-06-22,六月精选股票组合（第三周）| 海通证券研究所出品,微信
2091,2018-06-22,"博采网络,上市公司数字官网打造者",苏南网
2092,2018-06-21,浙江龙盛:染料龙头再度腾飞,华泰证券
2093,2018-06-21,华泰证券晨会纪要-180621,华泰证券
2094,2018-06-21,【华泰证券研究所】每日晨会启明星20180621,华泰证券研究所
2095,2018-06-21,H酸价格大幅上涨 供给紧张支撑价格继续走高(受益股),金融界
2096,2018-06-19,中证数据：两市资金净流入前20股（6月19日）,金融界
2097,2018-06-19,基础化工行业债务专题分析&6月份投资策略：行业负债水平下降，关注半年报业绩,国信研究
2098,2018-06-19,浙江龙盛：刚性负债突破220亿，利润增长含金量几何？,和讯
2099,2018-06-15,今日上午主力资金流入哪些个股？,证券时报
2100,2018-06-15,化工行业日报：5月份化学原料和制品制造业增加值增长4.3%,中财网
2101,2018-06-13,"化工行业投资周报:萤石粉价格领涨,推荐关注染料板块行情",长城证券
2102,2018-06-12,解密主力资金出逃股 连续5日净流出535股,证券时报
2103,2018-06-12,[看好评级]基础化工行业周报：环保持续强化 染料农药受益明显,中财网
2104,2018-06-12,[增持评级]基础化工行业周报：上合峰会召开 萤石、环氧丙烷价格上涨,中财网
2105,2018-06-12,券商首次关注5股并给予买入评级（6月12日）,Wind
2106,2018-06-12,24股获券商买入评级 神州数码目标涨幅达54.02%,Wind
2107,2018-06-12,【太平洋证券?今日早读】策略最新观点|亿帆医药公司点评|银行、农林牧渔、化工行业追踪（20180612）,太平洋证券研究
2108,2018-06-12,"浙江龙盛事件点评:环保限产染料及中间体价格上涨,龙头受益",国海证券
2109,2018-06-11,资金流:消费3股周期2股流入居前 两市净流出170亿,金融界
2110,2018-06-11,【国盛化工|王席鑫团队】有机硅再提价，持续看好化工板块龙头-20180610,微信
2111,2018-06-10,【太平洋化工周报】：油价震荡加剧，推荐炼化及农化板块,太平洋化工
2112,2018-06-08,CDR落地独角兽渐近 独角兽概念股全扫描,财富动力网
2113,2018-06-08,化工板块再度升温 两主线布局结构行情,中证报
2114,2018-06-07,浙江龙盛今日大宗交易成交60万股，成交价12.08元折价8.35%,Wind资讯
2115,2018-06-07,六月处于磨底期 中新药业融资盘小幅流入,投资快报
2116,2018-06-07,CDR细则与独角兽基金双双来袭 概念股会否卷土重来,新浪
2117,2018-06-06,基础化工行业:H酸延续上涨 醋酸达到十年高位,光大证券
2118,2018-06-04,[强于大市评级]深度*行业*化工行业周报：染料、醋酸价格持续上涨,中财网
2119,2018-06-04,[增持评级]基础化工行业周报：万华化学即将复牌 苯乙烯价格近年新高,中财网
2120,2018-06-04,[看好评级]化工行业周报：化工巨头万华化学重组方案利好 有望带动白马及周期板块上行 新材料龙头蓄势反弹,中财网
2121,2018-06-04,基础化工行业周报：对位酯再度提价 活性染料价格持续上涨,中财网
2122,2018-06-04,化工行业周报：环保升温利好染料&农药 看好2Q盈利扩张的化工龙头,中财网
2123,2018-06-04,[强于大市评级]化工行业研究周报：草甘膦、粘胶、醋酸持续上涨 近期关注上合峰会及中央“回头看”,中财网
2124,2018-06-02,金融业、房地产业和制造业中国A股上市公司高管薪酬最高,中新网
2125,2018-06-01,长三角一体化发展三年行动计划发布：2020年基本形成世界级城市群框架,21世纪经济报道
2126,2018-05-31,六月精选股票组合及上月组合回顾|海通证券研究所出品,微信
2127,2018-05-31,化工行业：市场空间巨大周期与成长均衡配置（附股）,顶尖财经网
2128,2018-05-31,【华创·每日最强音】5月经济数据前瞻：跳升后经济重归平静|宏观+商社（20180601）,华创证券研究
2129,2018-05-29,券商评级:沪指收盘五连阴 九股迎掘金良机,证券之星
2130,2018-05-29,【太平洋证券?今日早读】固收：可转债周报|食品饮料、汽车、电新、化工、农林牧渔、交运行业追踪（20180529）,太平洋证券研究
2131,2018-05-29,"化工行业周报:环保施压导致中间体限产,染料价格大幅上涨",证券之星
2132,2018-05-28,【长江基础化工|事件点评】苏北环保事件逐步发酵，助推染料价格大幅上涨,太评化工
2133,2018-05-28,网约车早盘活跃 天泽信息等2股涨停,中国经济网
2134,2018-05-28,浙江龙盛：中间体、染料价格上涨 环保趋严持续优化行业,上海证券
2135,2018-05-28,【川财研究*每日晨报】20180528：风险偏好维持，反弹未完,川财研究
2136,2018-05-28,【川财研究*化工】染料行业动态：H酸、对位酯再度大幅提价,川财研究
2137,2018-05-28,"基础化工行业周报:草甘膦、己内酰胺上涨,关注全球油价对化工品的影响",光大证券
2138,2018-05-27,【化工】浙江龙盛：染料行业步入景气周期，一体化龙头显著受益,天风研究
2139,2018-05-26,融资客斥资近300亿元买入448只标的股,证券日报
2140,2018-05-25,早评：海南板块唱响主题投资 结构性行情仍是主基调,中财网
2141,2018-05-25,【朝闻国盛】化工行业继续重点推荐供需格局好，景气持续向上的周期标的,微信
2142,2018-05-25,融资客又开始抄底？大幅加仓两大板块 这些公司最受宠,中财网
2143,2018-05-24,A股尴尬频现 资金腾挪施展秘术(附股),证券时报
2144,2018-05-24,[增持评级]2018年化工行业环保系列报告之一：上合峰会6月召开 较G20范围小影响大,中财网
2145,2018-05-24,安信研究|晨会在线20180524,安信证券研究
2146,2018-05-23,绍兴最值钱的品牌价值已超百亿元 看看是哪家？,浙商网
2147,2018-05-23,【实战传真】环保趋严和需求提升，关注涨价受益行业板块,国元财富管理
2148,2018-05-23,盘前有料｜两公司被退市、汽车进口关税下调……今日投资机会有哪些？,证券时报网
2149,2018-05-23,盘前参考:中兴汽车关税双利空下下市场仍将震荡上攻,中财网
2150,2018-05-23,5月23日涨停板预测：汽车经销商迎利好或走强,网易
2151,2018-05-22,江苏染料项目或大面积关停 掀起新一轮涨价潮,e公司
2152,2018-05-22,中证数据：两市资金净流入前20股（5月22日）,金融界
2153,2018-05-22,化工：醋酸价格突破历史峰值 荐7股,中信建投
2154,2018-05-22,热点追踪：5G商业化标准快马加鞭，关注受益产业链板块,国元财富管理
2155,2018-05-22,[强于大市评级]深度*行业*化工行业周报：油价、环保接力催化 醋酸、染料、PTA价格上涨,中财网
2156,2018-05-22,[增持评级]基础化工行业周报：原油盘中突破每桶80美元 环保严查下化工产品多数上涨,中财网
2157,2018-05-21,0521涨停股揭秘：宏川智慧七连扳树立妖股新典范,中金网
2158,2018-05-21,化工股全线大涨,红周刊
2159,2018-05-21,整点播报：两市午后延续强势 “中小创”更受青睐,金融界
2160,2018-05-21,分散染料板块异动拉升 建新股份涨逾8%,中国经济网
2161,2018-05-21,行业涨价预期强烈 染料指数午后扩大升势涨逾3%,中证网
2162,2018-05-21,中金网0521午间资讯汇总：宏川智慧7连板继续领跑,中金网
2163,2018-05-20,[强于大市评级]化工行业研究周报：油价上涨看好煤化工、涤纶 苏北化工园区继续停产关注农药、染料,中财网
2164,2018-05-18,[推荐评级]染料行业动态报告：环保推动供给格局改善 染料价格持续上涨,中财网
2165,2018-05-18,分散染料价格有望走高 哪些染料概念股有望受益？,南方财富网
2166,2018-05-18,【太平洋证券 今日早读】化工行业点评|策略：北上资金加仓点评|固收：美债收益率专题报告|杭氧股份公司点评（20180518）,太平洋证券研究
2167,2018-05-17,调整已至关键点位 上涨还需此板块发力,证券之星
2168,2018-05-17,【异动股】分散染料概念股拉升 安诺其(300067-CN)涨停,财华社
2169,2018-05-17,染料板块午后强势拉升,证券之星
2170,2018-05-17,分散染料板块午后集体拉升 安诺其涨停,e公司
2171,2018-05-17,快讯：分散染料板块午后直线拉升 安诺其封涨停板,新浪
2172,2018-05-16,广证恒生：稳步回升,广证恒生
2173,2018-05-16,2018染料行业龙头股一览 染料行业龙头股有哪些,南方财富网
2174,2018-05-16,【异动股】分散染料板块早盘走强 建新股份(300107-CN)涨超6%,财华社
2175,2018-05-16,[增持评级]基础化工行业周报：原油价格支撑化工产品上行 TDI价格大涨,中财网
2176,2018-05-16,机会情报：中间体供给收缩 活性染料涨价开始启动,中金网
2177,2018-05-16,A股最新入围MSCI名单出炉 6股绝佳布局良机,证券日报
2178,2018-05-16,A股最新入围MSCI名单出炉 37只潜力股获机构力荐,证券日报
2179,2018-05-15,5月15日有48家公司获重要股东增减持 丝路视觉已被连续减持69次,Wind
2180,2018-05-15,[推荐评级]化工行业周报：化工园区及长江沿岸成环保持续督查焦点 醋酸、己内酰胺、尼龙66、甘氨酸价格上扬,中财网
2181,2018-05-15,[买入评级]化工行业动态：原油价格大涨 下游石化、化工顺势传导 化工优质股价值凸显,中财网
2182,2018-05-15,"顶级策略(第27227期):震荡盘整,把握低位",正点财经
2183,2018-05-15,"浙江龙盛调研简报:染料景气高涨,中间体盈利大幅提升",正点财经
2184,2018-05-15,[中性评级]化工行业周报：油价突破上行 TDI、丁辛醇等涨幅居前,中财网
2185,2018-05-15,[看好评级]基础化工行业周报：TDI大幅上涨 布油站稳70美元/桶,中财网
2186,2018-05-14,华创证券化工产品价格数据周报201805014,中财网
2187,2018-05-14,广证恒生：弱势下行 提前布局,广证恒生
2188,2018-05-14,"浙江龙盛:染料、中间体涨价推升一季度业绩,全年业绩大幅增长可期",正点财经
2189,2018-05-14,[增持评级]基础化工行业周报：环保严查导致H酸大涨 TDI继续强势反弹,中财网
2190,2018-05-14,民生证券晨会纪要-180514,民生证券
2191,2018-05-14,本周股评家最看好的个股(名单),中财网
2192,2018-05-14,"""独角兽""版图扩张 预计涨幅超三成 6股受益",证券日报
2193,2018-05-14,“独角兽”版图扩张 机构预计10只概念股涨幅超三成,证券日报
2194,2018-05-14,"浙江龙盛:染料中间体供给偏紧,业绩高增长",国元证券
2195,2018-05-13,【太平洋化工周报】国际油价延续上涨，国内环保风云再起，推荐油服及染料板块,太平洋化工
2196,2018-05-13,[强烈推荐评级]浙江龙盛(600352)事件点评：股权投资多点开花,中财网
2197,2018-05-11,"浙江龙盛:环保风暴再起,染料及中间体价格有望继续上涨",正点财经
2198,2018-05-11,午间研报精选：这2只股低位放量 回调是最佳“买入”机会,和讯
2199,2018-05-11,染料行业动态点评：活性染料中间体H酸、对位酯大幅提价,中财网
2200,2018-05-10,巨丰热点：分散染料迎来涨价季 概念股盘中走强,巨丰财经
2201,2018-05-10,[增持评级]基础化工行业周报：纯碱价格上行 聚氨酯原料全线涨价,中财网
2202,2018-05-10,巨丰热点前瞻：市场结构性反弹机会将延续,巨丰财经
2203,2018-05-09,5月9日复盘:大盘仍处超跌反弹周期 主力重点出击7股,新浪
2204,2018-05-09,373亿资金争夺20股：主力资金重点出击7股(名单),新浪
2205,2018-05-09,0509涨停股揭秘：美力科技四连板接力永和智控,中金网
2206,2018-05-09,今日盘中突破半年线个股,证券时报网
2207,2018-05-09,5月9日A股半日资金主力净流入、净流出前十大个股,金融界
2208,2018-05-09,[看好评级]基础化工行业周报：聚氨酯、有机硅板块普涨 氢氟酸跌幅居前,中财网
2209,2018-05-09,[增持评级]基础化工行业周报：多种产品供需格局利好 纯碱价格上涨,中财网
2210,2018-05-09,MSCI半年度指数调整在即 潜在成分股机会与风险共存,广州日报
2211,2018-05-08,浙江龙盛参股公司成功过会,e公司
2212,2018-05-08,[强于大市评级]深度*行业*化工行业2017年报及2018年一季报总结：行业景气延续 一季度投资同比小幅回升,中财网
2213,2018-05-08,周三机构一致最看好的6只个股（5.8）,中金在线
2214,2018-05-08,"化工行业:化工景气指数转负,甲烷氯化物、DMC上涨",中证网
