,2021-12-31,恒力石化(600346.SH)尚未开始实施回购,智通财经
3927,2018-08-19,【太平洋证券策略】北上资金爱消费——8月前两周北上资金流向观察,周雨策略观察
3928,2018-08-19,化工：纯碱和涤纶长丝库存再下降 荐4股,方正证券
3929,2018-08-17,[优于大市评级]石油化工行业深度报告：油价、天然气、民营炼化,中财网
3930,2018-08-16,化纤“沃尔玛”被抢断货 盈利差价怒增82%,中金在线
3931,2018-08-15,[买入评级]化学纤维行业简评：PTA和长丝不断创新高 桐昆股份和恒逸石化业绩弹性最大,中财网
3932,2018-08-15,【投资策略|国信化工】基础化工行业8月份投资策略：公募持仓更集中，关注化纤产业链（20180813）,化工之诚
3933,2018-08-15,地量收跌但不乏热点 密切关注两大不确定性,大众证券报
3934,2018-08-15,"石油化工行业大炼化聚酯产业链周报第29期:PX、PTA持续走强,下游盈利小幅回暖",光大证券
3935,2018-08-13,化工：关注化纤产业链 荐5股,国信证券
3936,2018-08-13,[看好评级]基础化工行业周报：磷矿石限产价格持续高位 PTA高歌猛进,中财网
3937,2018-08-13,[推荐评级]石油化工行业周报：涤纶产业链景气持续 原油价格中位波动,中财网
3938,2018-08-13,[买入评级]恒力股份(600346)半年报点评：资产注入完成 炼化一体化时代开启 产业链景气向上 公司业绩大增,中财网
3939,2018-08-12,化工：油价仍维持震荡 荐5股,中泰证券
3940,2018-08-12,[优于大市评级]石化行业数据周报,中财网
3941,2018-08-11,71家公司中报净利润同比翻番 13亿元大单抢筹6只绩优股,证券日报
3942,2018-08-11,两类以上机构共同持有34只个股 6公司被密集调研藏玄机,证券日报
3943,2018-08-10,"大炼化系列报告(六):聚酯产业链利润将迎重构,中下游盈利渐入佳境",正点财经
3944,2018-08-09,[优于大市评级]7月原油成品油进出口数据分析：7月成品油净出口量环比大幅减少 乙烯-石脑油价差扩大至每吨740美元,中财网
3945,2018-08-08,沪指强势反弹2.74% 多维度详解77只机构扎堆推荐股,中财网
3946,2018-08-07,"大炼化聚酯产业链周报第28期:PX、PTA持续走强,下游盈利大幅收窄",光大证券
3947,2018-08-06,恒力股份今日大宗交易成交14万股，成交价14.78元折价0.0%,Wind资讯
3948,2018-08-06,化工:多因素催化炼化聚酯产业链 炼化持续景气,太平洋证券
3949,2018-08-04,74只个股获10家以上机构扎堆看好 六股值得期待,证券日报
3950,2018-08-04,208份中报揭四大机构新动向 15股获两类及以上机构交叉持有,证券日报
3951,2018-08-03,巨丰热点前瞻：市场弱势探底望延续 关注结构性机会,巨丰财经
3952,2018-08-02,中报密集发布 “国家队”社保基金青睐23只绩优股,重庆商报
3953,2018-08-02,【太平洋证券 今日早读】承德露露、恒力股份、先导智能、广联达公司点评|非银、电子行业追踪 (20180802),太平洋证券研究
3954,2018-08-02,上半年股权融资缩水 定增融资规模下降最多,证券日报
3955,2018-08-01,恒力股份炼化项目进入倒计时 纵向布局全产业链业务,经济网
3956,2018-08-01,[看好评级]基础化工行业周报：PTA行业有望迎来新一轮景气周期,中财网
3957,2018-08-01,[买入评级]恒力股份(600346)中报点评：上半年PTA盈利改善 “一滴油”到“一根丝”发展潜力无限,中财网
3958,2018-08-01,[买入评级]恒力股份(600346)半年报点评：存量业务盈利稳健 炼化项目有望率先投产!,中财网
3959,2018-08-01,券商二季度“心头好”浮出水面 3.2亿新进增持8家公司,证券日报
3960,2018-07-31,[领先大市-A评级]基础化工行业周报：涤丝、PA66持续上行 聚合MDI、醋酸止跌回涨,中财网
3961,2018-07-31,【太平洋化工】行业点评：多因素催化炼化聚酯产业链，继续推荐“四大金刚+新凤鸣”,太平洋化工
3962,2018-07-31,明日最具投资机会六大牛股一览（2018年7月31日）,中财网
3963,2018-07-31,[买入评级]恒力股份(600346)中报点评：主业受益涤纶长丝、PTA向好 炼化项目积极推进,中财网
3964,2018-07-31,[审慎增持评级]恒力股份(600346)中报点评：业绩同比大幅增长 静待炼化项目投产,中财网
3965,2018-07-31,【财报点评I国信化工】恒力股份(600346)：聚酯产业链景气持续，炼化项目进入冲刺阶段,化工之诚
3966,2018-07-31,[优于大市评级]石油化工行业跟踪报告：上半年纺织品零售额同比大幅增长9.7% PTA、涤纶价格再创新高,中财网
3967,2018-07-31,险资最新持仓露端倪 现身13家公司持股市值均逾千万,证券日报
3968,2018-07-31,"化工行业周报:涤纶长丝产业链价格大涨,醋酸价格止跌回升",浙商证券
3969,2018-07-30,恒力股份（600346）：聚酯产业链景气持续，关注Q3旺季表现,强哥谈油论气
3970,2018-07-30,华创证券化工产品价格数据周报20180728,中财网
3971,2018-07-30,[优于大市评级]石化行业周报：2Q18化工行业基金持仓分析,中财网
3972,2018-07-30,[推荐评级]石化行业周报：地缘政治及欧美贸易摩擦缓解致布油上涨 涤纶长丝-原材料价差略有回落,中财网
3973,2018-07-30,[优于大市评级]恒力股份(600346)半年报点评：1H18归母净利润同比大幅增长133%,中财网
3974,2018-07-30,[买入评级]恒力股份(600346)中报点评：聚酯产业链偏消费持续景气 炼化下半年投产增量巨大,中财网
3975,2018-07-30,[买入评级]“炼化-化纤”产业链周报：PTA和长丝不断创新高 推荐民营化工四小龙+新凤鸣,中财网
3976,2018-07-30,【方正化工】恒力股份2018中报点评：半年表现符合预期，二期员工持股彰显信心,靠谱化工股
3977,2018-07-30,[推荐评级]化工行业周报：景气指数继续下行 推荐八大行业,中财网
3978,2018-07-30,[推荐评级]石化周报：油价小幅震荡趋稳 涤纶盈利有望持续,中财网
3979,2018-07-30,恒力股份股票走势：H1业绩增长133%，PTA仍存上行空间,华泰证券
3980,2018-07-30,[增持评级]大炼化聚酯产业链周报：PTA上行空间打开 涤纶价格大幅上涨,中财网
3981,2018-07-30,[增持评级]华泰研究石油化工/基础化工行业周报(第三十周),中财网
3982,2018-07-30,恒力股份：PTA-聚酯产业链景气持续高位 公司业绩实现高增长,华创证券
3983,2018-07-30,【化工丨李永磊】恒力股份(600346)：半年表现符合预期，二期员工持股彰显信心,方正证券研究
3984,2018-07-30,225家上市公司披露中报，25家净利同比翻倍,证券日报
3985,2018-07-29,长江石化 | 恒力股份：上半年业绩显著增长，炼化项目全速推进,长江石油化工
3986,2018-07-29,恒力股份上半年净利增132.61% 社保基金联手加仓,金融界
3987,2018-07-29,2018年中报社保基金新动向 近16亿新进增持7家公司,金融界
3988,2018-07-29,【太平洋化工】恒力股份2018中报点评：聚酯产业链偏消费持续景气，炼化下半年投产增量巨大,太平洋化工
3989,2018-07-29,[看好评级]基础化工聚酯产业链系列报告之PTA：一体化龙头抢得“纤”机,中财网
3990,2018-07-29,[强烈推荐评级]恒力股份(600346)中报点评：半年表现符合预期 二期员工持股彰显信心,中财网
3991,2018-07-29,恒力股份：炼化下半年投产增量巨大 买入评级,太平洋证券
3992,2018-07-29,化工：景气指数继续下行 荐5股,方正证券
3993,2018-07-27,晚间重要公告2018年7月27日星期五,Wind
3994,2018-07-27,恒力股份：上半年净利润同比增132.61%,Wind
3995,2018-07-27,恒力股份上半年营收264.52亿元 较上年同期上升26.87%,凤凰网
3996,2018-07-27,化工中期策略：把握业绩不放松,中财网
3997,2018-07-26,五大券商周五看好6板块46股,证券之星
3998,2018-07-26,[看好评级]选股系列思考之一：从资本开支角度掘金成长性周期股,中财网
3999,2018-07-24,[增持评级]大炼化聚酯产业链周报：PTA价格大幅提升 地炼开工率持续下滑,中财网
4000,2018-07-24,[增持评级]基础化工行业周报：TDI、R22、丁辛醇强势上涨 关注苏北化工园区复产进度,中财网
4001,2018-07-24,[看好评级]基础化工行业周报：萤石制冷剂产业链领涨 醋酸跌幅居前,中财网
4002,2018-07-24,[推荐评级]石化行业周报：美国或“宽限”伊朗制裁 本周油价下跌 PTA-原料价差继续扩大,中财网
4003,2018-07-23,[优于大市评级]石化行业周报,中财网
4004,2018-07-23,[增持评级]华泰证券石油化工/基础化工行业周报(第二十九周),中财网
4005,2018-07-23,[推荐评级]石油化工行业周报：油价短期承压 长期中枢70美金趋稳,中财网
4006,2018-07-23,[推荐评级]化工行业周报：如何寻找下半年的投资机会,中财网
4007,2018-07-17,[看好评级]石油化工2018年中报业绩前瞻：油价上涨带来业绩弹性 资源、LNG及聚酯板块表现亮眼,中财网
4008,2018-07-17,[推荐评级]石化行业周报：国际油价下跌 PTA-PX价差继续扩大、涤纶长丝库存下滑,中财网
4009,2018-07-17,[增持评级]大炼化聚酯产业链周报：涤纶长丝价格回暖 产销率大幅提高,中财网
4010,2018-07-17,化工行业日报：6月我国原油生产同比下降2.3%,中财网
4011,2018-07-17,石油化工行业周报：油价回升但地缘政治风险仍存,中财网
4012,2018-07-17,"基础化工行业周报:制冷剂需求旺季到来行情向好,PA66、涤丝景气高企",安信证券
4013,2018-07-16,每周油记：油价100还是60?两大百万桶级变量主沉浮!,中财网
4014,2018-07-15,[优于大市评级]石化行业数据周报20180714,中财网
4015,2018-07-13,【化工丨李永磊】恒力股份(600346)：强者恒强，炼化巨头起飞在即,方正证券研究
4016,2018-07-11,[强于大市评级]石油化工行业深度研究：看好三大民营炼化项目盈利前景!,中财网
4017,2018-07-11,[超配评级]基础化工行业2018中报业绩前瞻：供需趋于平衡 行业盈利持续改善,中财网
4018,2018-07-11,[增持评级]炼化-聚酯专题报告(二)：持续看好涤纶长丝全产业链盈利能力,中财网
4019,2018-07-11,"基础化工行业2018年中期投资策略:产能周期底部,关注龙头成长",国信证券
4020,2018-07-10,[买入评级]化工行业周报：化工景气指数转正 关注Q2业绩超预期以及人民币贬值出口受益标的,中财网
4021,2018-07-10,[增持评级]大炼化聚酯产业链周报：PTA价格小幅提升 涤纶盈利维持稳定,中财网
4022,2018-07-09,金盛金融：富时中国A50指数市场反弹正在酝酿,金投网
4023,2018-07-09,中国市值500强出炉，恒力股份、陌陌和中国建材排名增速前三,苏南网
4024,2018-07-06,恒力股份炼化一体化倒读秒 首船原油已到港卸货,证券日报
4025,2018-07-04,[优大于市评级]石化行业2018下半年投资策略：油价、天然气与民营炼化,中财网
4026,2018-07-03,[推荐评级]石化行业周报：国际油价大幅上涨 PTA、丙烯酸盈利能力改善,中财网
4027,2018-07-03,[增持评级]大炼化聚酯产业链周报第二十三期：油价上涨推动产品价格回升 涤纶市场较为稳定,中财网
4028,2018-07-02,[推荐评级]化纤报告之一：纺服复苏 化纤迎来景气周期,中财网
4029,2018-06-27,A股共发生77宗大宗交易成交17.4亿元（6月27日）,Wind
4030,2018-06-27,恒力股份今日大宗交易成交82万股，成交价14.54元折价0.0%,Wind资讯
4031,2018-06-27,[增持评级]华泰证券基础化工/石油化工行业周报(第二十五周),中财网
4032,2018-06-27,[推荐评级]石化行业周报：OPEC部长级会议决定增产84.6万桶/日 国际油价上涨 涤纶长丝-原料价差继续扩大,中财网
4033,2018-06-26,"石油化工行业大炼化聚酯产业链周报第二十二期:装置重启提升PTA开工率,涤纶市场景气度回升",光大证券
4034,2018-06-26,"石油化工行业周报:OPEC增产低于预期,原油供应未来仍趋紧",山西证券
4035,2018-06-25,6月25日有53家公司获重要股东增减持 欧亚集团已被连续增持176次,Wind
4036,2018-06-25,[超配评级]基础化工行业债务专题分析&6月份投资策略：行业负债水平下降 关注半年报业绩,中财网
4037,2018-06-25,[中性评级]化工行业投资周报：中间体供应受限 继续推荐染料板块,中财网
4038,2018-06-22,古纤道绿色纤维“出嫁”迷局,中国经营网
4039,2018-06-21,[路演]恒力股份：石化炼化业务注入上市公司 增强盈利能力,全景网
4040,2018-06-20,石油开采行业周报每周油记:油价冲100无望?OPEC或为美国制裁伊朗买单!,信达证券
4041,2018-06-19,基础化工行业债务专题分析&6月份投资策略：行业负债水平下降，关注半年报业绩,国信研究
4042,2018-06-15,[增持评级]石油化工行业专题报告：聚酯：供需改善 盈利提升*石,中财网
4043,2018-06-14,[增持评级]大炼化聚酯产业链周报第二十期：PTA检修高峰来临 涤纶市场维持景气,中财网
4044,2018-06-14,[推荐评级]化工行业投资策略：迎接化学工业革命-行业格局的重塑,中财网
4045,2018-06-13,[增持评级]化工行业周报：环氧丙烷反弹 丙烯酸及酯持续上涨,中财网
4046,2018-06-12,[推荐评级]石化行业周报：PET瓶片价格高企 盈利能力大幅提升,中财网
4047,2018-06-11,[增持评级]石化行业数据周报20180609,中财网
4048,2018-06-11,每周油记：50美金VS80美金 油价再到十字路口!,中财网
4049,2018-06-11,金浦钛业拟收购古纤道100%股权,中证报
4050,2018-06-10,“牵手”多家上市公司均告败 涤纶龙头相中金浦钛业,e公司
4051,2018-06-10,[增持评级]5月原油成品油进出口数据分析(石油化工行业)：5月原油进口量同比增长5% 维持高位,中财网
4052,2018-06-06,[增持评级]石油化工行业跟踪报告：原油价格对国内炼化盈利性的影响分析,中财网
4053,2018-06-06,基础化工行业:H酸延续上涨 醋酸达到十年高位,光大证券
4054,2018-06-04,[看好评级]化工行业周报：化工巨头万华化学重组方案利好 有望带动白马及周期板块上行 新材料龙头蓄势反弹,中财网
4055,2018-05-30,光大证券18年6月金股组合,微信
4056,2018-05-30,[增持评级]2018年中期石化行业投资策略：中高油价成为常态-油气新时代已经到来,中财网
4057,2018-05-30,30日公告透露利好 9只个股有望爆发,中证网
4058,2018-05-30,巨丰早参：白宫突然宣布将对中国500亿商品征25%关税,巨丰财经
4059,2018-05-30,公告隐现重大利好周三8只个股有望突破大涨,证券之星
4060,2018-05-29,沪深上市公司18年5月29日晚间上市公司重要公告,全景网
4061,2018-05-29,周二上市公司晚间重要公告（更新中）,金融界
4062,2018-05-29,厦门象屿清仓减持恒力股份1700万股 获利1.68亿元,金融界
4063,2018-05-29,厦门象屿：出售逾1700万股恒力股份股票 投资收益1.68亿元,e公司
4064,2018-05-28,[推荐评级]石化行业周报：沙特、俄罗斯拟增产 国际原油期货价格下行天然气价改推进 定价机制理顺,中财网
4065,2018-05-28,[增持评级]大炼化聚酯产业链周报：PTA迎来检修高峰 涤纶市场景气回归,中财网
4066,2018-05-28,[增持评级]石油化工行业跟踪报告：供给趋紧 聚酯瓶片价格大幅上涨,中财网
4067,2018-05-28,石油化工行业油价波动对石油化工企业盈利能力影响分析:石油石化盈利的高点在哪里?,光大证券
4068,2018-05-28,"基础化工行业周报:草甘膦、己内酰胺上涨,关注全球油价对化工品的影响",光大证券
4069,2018-05-27,每周油记：油价拐点在下半年?细拆33个月29749口页岩油投产井,中财网
4070,2018-05-25,"化工行业:行业盈利大幅改善,高景气有望延续",东北证券
4071,2018-05-23,化工行业：周期龙头不断崛起 新材料国产化忧中有喜,金融界
4072,2018-05-23,"基础化工行业2017年报和2018年1季报总结&5月份投资策略:行业高景气仍在延续,把握高油价时代4点投资机会",国信证券
4073,2018-05-22,化工：醋酸价格突破历史峰值 荐7股,中信建投
4074,2018-05-22,[增持评级]化工行业2018年中期策略：预期改善、中枢抬升 长短两相宜,中财网
4075,2018-05-22,[强于大市评级]深度*行业*化工行业周报：油价、环保接力催化 醋酸、染料、PTA价格上涨,中财网
4076,2018-05-22,[增持评级]石油化工行业跟踪报告：中美能源合作有望进一步提升,中财网
4077,2018-05-22,"石油化工行业大炼化聚酯产业链周报第十七期:涤纶长丝如火如荼,PTA景气伊始",光大证券
4078,2018-05-21,恒力股份今日大宗交易成交18.88万股，成交价17.42元折价0.0%,Wind资讯
4079,2018-05-21,化工：石化油服表现坚挺 荐5股,东北证券
4080,2018-05-21,[推荐评级]石化行业周报：OECD国家库存降至5年均值 IEA下调2018年全球原油需求预期 PTA盈利能力继续增强,中财网
4081,2018-05-21,"化工行业:原油价格大幅拉升,石化油服表现坚挺",东北证券
4082,2018-05-20,[增持评级]原油行业周报：油价逼近80美元每桶,中财网
4083,2018-05-18,每周油记：美国能源部翻空油价?EIA 预测库存将大增,中财网
4084,2018-05-16,[增持评级]石油化工行业跟踪报告：PTA 价格企稳回升 涤纶长丝价差扩大,中财网
4085,2018-05-16,[看好评级]化工行业点评报告：美国退出伊核协议 总体利好油价 推荐原油及煤化工产业链,中财网
4086,2018-05-16,[中性评级]化工行业投资周报：TDI价格领涨 继续推荐关注纯碱行情,中财网
4087,2018-05-16,布伦特原油创三年半新高 石化产业链将受益(附股),金融界
4088,2018-05-15,[推荐评级]石化行业周报：EIA短期能源展望上调原油价格预测值 国际油价大幅上涨 PTA、涤纶长丝盈利能力增强,中财网
4089,2018-05-15,[买入评级]化工行业动态：原油价格大涨 下游石化、化工顺势传导 化工优质股价值凸显,中财网
4090,2018-05-15,MSCI中国A股在岸指数成分股变动全名单,顶尖财经网
4091,2018-05-15,"化工行业:供需与制裁双重预期,全球能源产品供给紧张",国联证券
4092,2018-05-14,[推荐评级]石油化工行业2017年报及18一季报总结：石化行业景气回升 涤丝产业链、C3C4等表现优异,中财网
4093,2018-05-14,华创证券化工产品价格数据周报201805014,中财网
4094,2018-05-14,[增持评级]石化行业数据周报20180513,中财网
4095,2018-05-14,[领先大市-A评级]基础化工行业周报：油价再创新高 生态环境部启动“清废行动2018”,中财网
4096,2018-05-14,[增持评级]原油行业周报：美国退出伊朗核协议,中财网
4097,2018-05-14,[增持评级]基础化工行业周报：环保严查导致H酸大涨 TDI继续强势反弹,中财网
4098,2018-05-14,[中性评级]化工行业周报：供需与制裁双重预期 全球能源产品供给紧张,中财网
4099,2018-05-11,每周油记：伊朗百万桶出口要没?细拆41个月3087艘油轮去向!,中财网
4100,2018-05-11,[增持评级]石油化工行业跟踪报告：美国将退出伊核协议 全球原油供给或将趋紧,中财网
4101,2018-05-10,[买入评级]化工行业年报综述：2017以来业绩延续涨势 强推农药、有机硅、煤化工、大炼化等和面板、半导体上游新材料板块,中财网
4102,2018-05-10,[增持评级]化工行业周报：C3产业链普涨 纯碱价格反弹,中财网
4103,2018-05-10,[增持评级]基础化工行业周报：纯碱价格上行 聚氨酯原料全线涨价,中财网
4104,2018-05-10,国际油价飙升激发石油板块 六股投资正当时,证券日报
4105,2018-05-09,[中性评级]化工行业投资周报：液氯价格领涨 继续推荐关注纯碱行情,中财网
4106,2018-05-09,华创证券化工产品价格数据周报20180506,中财网
4107,2018-05-09,[增持评级]石化行业数据周报20180506,中财网
4108,2018-05-09,"基础化工行业:有机硅价格续涨创新高,纯碱、双酚A持续上行",安信证券
4109,2018-05-08,[增持评级]大炼化聚酯产业链周报：下游坯布景气维持 产业链持续受益,中财网
4110,2018-05-08,每周油记：油价恐大跌：美国单月疯狂投产1197口井!,中财网
4111,2018-05-08,"化工行业:化工景气指数转负,甲烷氯化物、DMC上涨",中证网
4112,2018-05-08,[看好评级]全球大型石化项目介绍系列之六：结合技术与资源优势的一体化石化项目 拉比格炼化PETRO RABIGH,中财网
4113,2018-05-08,[买入评级]恒力股份(600346)季报点评：18Q1业绩超出预期 炼化项目稳步推进,中财网
4114,2018-05-08,[增持评级]石化行业2017年报及2018一季报分析：油价震荡上行 上游利润大幅增长,中财网
4115,2018-05-07,[强于大市评级]深度*行业*化工行业周报：油价冲高 聚氨酯产业链上涨,中财网
4116,2018-05-07,石油化工行业周报：涤纶价格上涨 关注伊朗地缘变化,中财网
4117,2018-05-07,[推荐评级]石化行业周报：MEG价格下滑 聚酯涤纶盈利能力增强,中财网
4118,2018-05-07,恒力股份：持续向上下游一体化扩张的聚酯产业链龙头,财通证券
4119,2018-05-07,登陆大连长兴岛 揭开恒力股份炼化一体化项目“神秘”面纱,红周刊
4120,2018-05-07,【方正化工】化工周报：MDI价格大幅走高，恒力石化拟建PTA项目,靠谱化工股
4121,2018-05-04,恒力股份一季度业绩超预期 PTA业务成利润增长主驱动力,投资时报
4122,2018-05-04,"恒力股份:一季度业绩实现高增长,看好PTA-涤纶板块",山西证券
4123,2018-05-04,"基础化工行业周报:甲苯大涨、DMC继续上行,原油市场再起波澜",光大证券
4124,2018-05-03,恒力股份：多点开花提振实力 买入评级,长江证券
4125,2018-05-03,"恒力股份2018年一季报点评:充分受益于PTA景气,业绩大超市场预期",光大证券
4126,2018-05-02,恒力股份：携手中国石化润滑油公司布局精细化工领域,e公司
4127,2018-05-02,每周油记：油价脱离基本面：沙特的人为操纵和页岩油的大突袭!,中财网
4128,2018-04-28,恒力股份：一季度净利润同比增68.47%,Wind
4129,2018-04-27,巨丰热点：碳纤维技术创新联盟成立 概念股出现逆势活跃,巨丰财经
4130,2018-04-24,华创证券化工产品价格数据周报20180422,中财网
4131,2018-04-24,[中性评级]化工行业投资周报：甲醛、环氧丙烷领涨 建议关注环氧丙烷行情,中财网
4132,2018-04-24,[增持评级]化工行业周报：原油及涤纶产业链续涨 国内尿素大幅反弹,中财网
4133,2018-04-24,[买入评级]“炼化-化纤”产业链跟踪点评,中财网
4134,2018-04-24,[增持评级]大炼化聚酯产业链周报：瓶片盈利创新高 坯布旺季继续维持,中财网
4135,2018-04-24,[中性评级]化工行业周报：丁二烯和环氧丙烷涨幅居前 涤纶长丝产业链继续上行,中财网
4136,2018-04-24,[增持评级]基础化工行业周报：苯胺大涨、尿素破僵局 关注IC电子化学品的自主突破,中财网
4137,2018-04-23,[增持评级]石化行业数据周报20180422,中财网
4138,2018-04-23,[领先大市-A评级]基础化工行业周报：甲烷氯化物市场走高 有机硅、聚酯产业链高位向好,中财网
4139,2018-04-23,[强于大市评级]深度*行业*化工行业周报：环氧丙烷、甲醇价格维持强势,中财网
4140,2018-04-23,每周油记：全球原油浮仓大增超千万桶 几乎都在中国山东!,中财网
4141,2018-04-23,[增持评级]恒力股份(600346)公告点评：原油配额落地 助力炼化项目推进,中财网
4142,2018-04-23,国信证券--基础化工行业4月份投资策略,国信证券
4143,2018-04-20,[强于大市评级]石油化工行业点评：看好2季度PTA盈利改善!,中财网
4144,2018-04-19,揭开私募面纱：喜欢小而美、青睐中小创，增持这些股,--
4145,2018-04-17,华创证券化工产品价格数据周报20180416,中财网
4146,2018-04-17,[超配评级]基础化工行业4月份投资策略：油价中枢向上调整 关注原油产业链,中财网
4147,2018-04-17,[增持评级]光大证券大炼化聚酯产业链周报20180416,中财网
4148,2018-04-17,"化工行业周报:原油大涨助推涤纶长丝产业链上行,纯碱价格持续上涨",浙商证券
4149,2018-04-16,[增持评级]石化行业数据周报20170415,中财网
4150,2018-04-16,[增持评级]石油化工行业跟踪报告：PTA集中检修期来临 涤纶有望维持高景气,中财网
4151,2018-04-16,[看好评级]全球大型石化项目介绍系列之五(化工/石油化工行业)：PETRONAS炼化综合发展计划之RAPID石化项目,中财网
4152,2018-04-16,"恒力股份:配套融资完成,助炼化项目顺利推进",正点财经
4153,2018-04-16,[领先大市-A评级]基础化工行业周报：有机硅、涤丝景气向好 PC回暖迹象明显,中财网
4154,2018-04-16,[增持评级]化工行业周报：油价强势反弹 涤纶产业链价格普涨,中财网
4155,2018-04-16,[增持评级]3月原油成品油进出口数据分析：3月成品油出口量大幅增长,中财网
4156,2018-04-16,[增持评级]原油行业周报：美英法空袭叙利亚 有望继续推升油价,中财网
4157,2018-04-16,[看好评级]石油化工行业2018年一季度业绩前瞻：油价向上趋势逐步确立 石化上游迎来复苏,中财网
4158,2018-04-13,每周油记：油价要破100?美国3个月75万桶页岩油抢市场!,中财网
4159,2018-04-13,恒力股份配套融资71.84亿元到账,证券之星
4160,2018-04-12,恒力股份定增完成 配套募资72亿元助力炼化项目,e公司
4161,2018-04-11,恒力股份今日大宗交易成交93万股，成交价13.27元折价11.0%,Wind资讯
4162,2018-04-11,[增持评级]基础化工/石油化工行业动态点评：布油突破70美元 民营炼化及PDH重点关注,中财网
4163,2018-04-10,华创证券化工产品价格数据周报20180408,中财网
4164,2018-04-10,今日资金抢入六只强势股一览（2018年4月10日）,中财网
4165,2018-04-10,[增持评级]光大证券大炼化聚酯产业链周报20180409,中财网
4166,2018-04-10,[增持评级]原油行业周报：中美贸易摩擦升温令油价承压,中财网
4167,2018-04-09,恒力股份再投29亿加码PTA 扩产能面临“紧平衡”考验,每经网
4168,2018-04-09,复牌跌停成标配，终止重组成股价闪崩导火索,--
4169,2018-04-09,[领先大市-A评级]基础化工行业周报：有机硅、纯碱景气上行 双氧水、环氧丙烷出现反弹,中财网
4170,2018-04-09,恒力股份：拟新建PTA装置 石化基地持续完善,证券时报网
4171,2018-04-08,恒力股份：下属孙公司拟29亿元建设年产250万吨PTA-4项目,Wind
4172,2018-04-08,恒力股份：孙公司拟投29亿元建设一项目,Wind
4173,2018-04-08,"恒力股份最新消息:PTA~涤纶行情火热,一季报业绩预计大幅增长",国信证券
4174,2018-04-08,[增持评级]石油化工行业专题报告：原油：从供需看油价,中财网
4175,2018-04-04,[增持评级]化工行业周报：涤纶长丝需求升温 氟化工价格调整,中财网
4176,2018-04-04,[增持评级]光大证券大炼化聚酯产业链周报20180331,中财网
4177,2018-04-04,[中性评级]化工行业投资周报：合成氨 纯碱价格领涨 关注纯碱板块行情,中财网
4178,2018-04-04,[增持评级]基础化工行业周报：纯碱、甘氨酸、乙二醇价格回暖 制冷剂高位震荡,中财网
4179,2018-04-04,涤纶产业链景气行情持续 四股或将爆发,证券时报
4180,2018-04-03,[增持评级]原油行业周报：中国原油期货上市改变历史 密切关注伊朗核协议进展,中财网
4181,2018-04-03,[强于大市评级]石油化工行业研究周报：业绩捷报频传 估值再逢低位 迎来配置时机,中财网
4182,2018-04-03,[增持评级]中美贸易摩擦系列报告之一(石油化工行业)：进口能源化工产品解决1000亿对美逆差的可能性分析,中财网
4183,2018-04-03,[领先大市-A评级]基础化工行业周报：纯碱、有机硅持续看涨 环保税正式开征,中财网
4184,2018-04-03,石油化工行业周报：一季度油价涨23%有助于支出落地,中财网
4185,2018-04-02,[审慎推荐-A评级]恒力股份(600346)点评：恒力PTA和炼化并表 Q1业绩超预期,中财网
4186,2018-04-02,174股获券商买入评级 华夏幸福目标涨幅达103.29%,Wind
4187,2018-04-02,"恒力股份2017年年报暨2018年一季报预告点评:业绩超出市场预期,静待炼化项目投产",光大证券
4188,2018-04-01,709公司预告一季度业绩 187家增幅翻倍,证券时报
4189,2018-03-30,PTA景气度提升增厚业绩 恒力股份一季度净利同比大增229%,证券之星
4190,2018-03-30,恒力股份一季报预增229%,顶尖财经网
4191,2018-03-30,"恒力股份业绩预告点评:收购资产合并报表,PTA景气向上,一季度业绩预告大增",国海证券
4192,2018-03-29,恒力股份：预计一季度净利润同比增长229%左右,Wind
4193,2018-03-29,恒力股份：一季度净利预增229%左右,e公司
4194,2018-03-29,"基础化工行业周报:原油价格强势反弹,涤丝利润上升,纯碱市场升温",安信证券
4195,2018-03-27,如何布局2018？社保、券商、QFII最新动向曝光,每日经济新闻
4196,2018-03-27,华创证券化工产品价格数据周报20180325,中财网
4197,2018-03-27,原油期货首日交易额突破百亿元 六股受追捧,证券之星
4198,2018-03-27,石油化工行业第九期:大炼化聚酯产业链周报,光大证券
4199,2018-03-26,[增持评级]基础化工行业周报：液氨上涨、制冷剂行情延续 理性看待贸易争端对化工行业影响,中财网
4200,2018-03-26,今日各大机构看好十大金股一览（3月26日）,金投网
4201,2018-03-25,【申万石油化工周评论】——油价上涨、乙烯价差扩大,微信
4202,2018-03-23,每周油记：WTI 和BRENT的战争激烈开打：特朗普的出口大逆袭!,中财网
4203,2018-03-22,恒力股份：控股股东之一致行动人全部质押所持11.51%股份,Wind
4204,2018-03-22,[增持评级]石油化工行业动态点评：涤纶旺季需求启动 民营炼化重申推荐,中财网
4205,2018-03-22,"石油化工周报:月度数据喜忧参半,原油价格重回62美元",证券之星
4206,2018-03-20,[中性评级]化工行业投资周报：R134A 烧碱价格领涨 关注氟化工板块行情,中财网
4207,2018-03-20,恒力股份最新消息：炼化芳烃一体化巨头扬帆起航，大步迈向世界能,光大证券
4208,2018-03-20,恒力股份：多线发展开疆拓土 买入评级,长江证券
4209,2018-03-20,石油化工行业周报：本周油价持平但预期有所改善,中财网
4210,2018-03-20,"石油化工行业周报:涤纶和丙烯酸景气度提升,重视行业龙头",山西证券
