,2021-12-31,东台东方建设投资发展发行7700万美元增信债券,久期财经
1644,2019-07-02,上海银行全球排名升至第68位,金融投资报
1645,2019-07-01,科创金融开上快车道，这家银行去年为科技企业贷款增速达38%,经济观察网
1646,2019-07-01,4家银行触发股价稳定警报 股价低迷无碍中小行上市“补血”,北京商报网
1647,2019-06-29,上海银行再度触发稳股价措施 去年来多家银行破净稳股价,新京报
1648,2019-06-28,上海银行：触发稳定股价措施 将制定稳定股价方案,e公司
1649,2019-06-28,上海银行首创“资产支持票据+风险缓释凭证” 成功探索资产支持票据新模式 打开民企直接债务融资通道,和讯
1650,2019-06-28,科创板热闹登台 资管产品如何参与大戏？,21世纪经济报道
1651,2019-06-24,上海银行：2018年年度权益分派实施公告,上交所
1652,2019-06-24,上海银行：“上银优1”强制转股价格将自7月3日起由12.95元/股调整为9.96元/股,Wind
1653,2019-06-24,上海银行：年报推10转3派4.5元 股权登记日7月2日,金融界
1654,2019-06-24,[快讯]上海银行公布2018年年度分红方案,中财网
1655,2019-06-24,上海银行(601229.SH)拟每10股派4.5元 股权登记日7月2日,格隆汇
1656,2019-06-24,上海银行(601229.SH)拟每10股派4.5元及转增3股 股权登记日为7月2日,格隆汇
1657,2019-06-22,城商行的“资金生意”：消费贷拉动业绩 助贷合作冲规模,中国经营报
1658,2019-06-21,沪港通十大成交活跃股排名（6月21日）,Wind
1659,2019-06-19,7家上市城商行个人消费贷增速超100% 上海银行等占比过半超住房贷款,长江商报
1660,2019-06-16,上市银行个人消费贷款“众生相”：四大行整体增长不到1% 三家城商行突破千亿大关,每日经济新闻
1661,2019-06-16,天津银行个人消费贷款井喷：一年剧增近8倍 带动业绩上涨,每日经济新闻
1662,2019-06-14,上海银行：2018年度股东大会决议公告,上交所
1663,2019-06-14,城商行资产投向大盘点,郁言债市日常跟踪
1664,2019-06-11,尚诚消费金融获上海银行60亿授信,网贷之家
1665,2019-06-10,上海银行：拟给予尚诚消费金融公司60亿元授信额度,发布易
1666,2019-06-09,央行：金融委办公室召开会议，研究维护同业业务稳定工作,Wind
1667,2019-06-03,A股银行资产质量榜单出炉：宁波、南京等5强银行高居榜首,GPLP犀牛财经
1668,2019-05-23,助力长三角一体化，上海银行提供专项授信不低于200亿,第一财经
1669,2019-05-23,对长三角一体化示范区专项授信不低于200亿！上海银行为长三角量身打造金融措施,上观
1670,2019-05-20,20家银行信用卡业务解析：逾期、不良率如何,网贷之家
1671,2019-05-17,欲冲击港股IPO？还呗注册香港VIE公司 信用卡代偿业务强劲,网贷之家
1672,2019-05-07,这个行业强势捞金，企业一年净赚2977亿,和讯
1673,2019-05-05,上海银行一季度净利50.19亿元 同比增长14% 现金流量净额为32.25亿元,挖贝网
1674,2019-05-05,银行消费贷二十载：大行整体收缩 光大、上海、江苏等中小银行猛进,新浪
1675,2019-05-01,32家A股上市银行2018财报比拼：18家净利超过100亿（附全名单）,格隆汇
1676,2019-05-01,12家城商行业绩榜：北京银行赚钱最多，宁波银行不良率最低,澎湃新闻
1677,2019-05-01,银行一季度业绩“都挺好” 营收狂飙利润“不给力”为哪般？,21世纪经济报道
1678,2019-04-29,上市银行盈利能力风云榜 告诉你谁是银行板块真英雄,新浪
1679,2019-04-29,上海银行：盈利较快增长，拨备进一步提升,志明看金融
1680,2019-04-28,【申万宏源金融】上海银行一季报点评,大金融研究
1681,2019-04-28,国泰君安：公募基金在增持哪些板块？,国泰君安证券研究
1682,2019-04-28,银行冠华|上海银行一季报：中收显著修复，不良略有波动,大话金融
1683,2019-04-27,上海银行一季度盈利两位数增长 百万级零售客户增长一成,证券时报
1684,2019-04-27,上海银行(601229.SH)一季度净利润升14.12%至50.19亿元 拨备覆盖率328.8%,格隆汇
1685,2019-04-27,上海银行一季度再创“开门红” 业绩靓丽表现亮眼 营业收入和归母净利润双双两位数增长,和讯
1686,2019-04-26,上海银行2018年业绩表现亮眼 内控疏漏待解,中国网
1687,2019-04-24,247股获券商买入评级 华夏幸福目标涨幅达57.09%,Wind
1688,2019-04-23,"上海银行:息差持续上行,零售贡献提升",正点财经
1689,2019-04-23,城商行零售巨头崛起：这家银行互联网消费贷翻倍增长,亿欧网
1690,2019-04-23,上海银行：推进有特色的普惠金融服务,中保网
1691,2019-04-23,"上海银行:零售快速转型带动息差跃升,未来夯实基础继续前行",平安证券
1692,2019-04-22,【银行】601229*上海银行:息差走阔促营收表现亮眼，不良资产处置力度加大*增持,微信
1693,2019-04-21,【中信建投银行杨荣】上海银行2018年报简评《精品银行发力零售， ROE将持续回升》,eResearch杨荣团队
1694,2019-04-21,【申万宏源金融】上海银行年报点评：精益求精，营收高增不良更加真实,大金融研究
1695,2019-04-21,发力零售上海银行成绩单亮眼！2018年零售营收增近七成，资产规模站上2万亿,券商中国
1696,2019-04-20,尚诚消费金融开业次年扭亏为盈 2018年净利润2043万元,每日经济新闻
1697,2019-04-20,2018年上海银行资产破2万亿，营收、净利实现双位数增长,经济观察网
1698,2019-04-20,发力零售金融成绩单亮眼 上海银行2018年营收增速超30%,第一财经
1699,2019-04-19,上海银行(601229.SH)2018年度净利润升17.65%至180.34亿元 拟10转3派4.5元,格隆汇
1700,2019-04-19,上海银行2018年拨备前利润大增39.71% 零售业务增长68%,21世纪经济报道
1701,2019-04-19,A股头条之上市公司公告精选（4.20）,金融界
1702,2019-04-19,上海银行：2018年净利润同比增17.65%,Wind
1703,2019-04-19,上海银行2018年度报告发布：“精品银行”战略引领 新一轮规划开局良好,全景网
1704,2019-04-19,上海银行：2018年净利同比增18% 拟10转3派4.5元,e公司
1705,2019-04-14,12家城商行不良率攀升，房贷消费贷增长凶猛,经济观察报
1706,2019-04-13,12家城商行不良率攀升 房贷、消费贷增长凶猛,经济观察网
1707,2019-04-12,银行盈利能力仍待改善,证券市场周刊
1708,2019-04-12,社融超预期M2创新高 看好银行股 六股布局良机,证券时报网
1709,2019-04-01,金融：把握不确定性中的确定性投资机会 荐9股,申万宏源
1710,2019-03-30,国有六大银行2018年实现净利逾万亿元，2019年信贷将聚焦实体经济重点领域,中证报
1711,2019-03-29,【中信建投银行杨荣】《中国银行业理财市场报告（2018年）》简评：《理财转型平稳进行，资金空转基本解决》,eResearch杨荣团队
1712,2019-03-29,上海银行静安支行被罚100万：违规进行贷款支付管理 其他违规处罚,新浪
1713,2019-03-29,上海银行杨浦支行被罚50万：未采用有效方式跟踪贷款 其他违规处罚,新浪
1714,2019-03-28,上海银行两支行违规 均被责令整改共罚款150万元 其他违规处罚,和讯
1715,2019-03-28,【申万交运】上港集团2018年报点评：扣非利润稳步增长，房地产开始释放业绩,申万交运
1716,2019-03-26,TCL集团成机构调研焦点 多个创投项目存上市潜力,网易
1717,2019-03-24,【中信建投银行杨荣】银行业周报159期：《中小银行表现亮眼， 年报助力估值修复》,eResearch杨荣团队
1718,2019-02-28,22家区域性银行金融科技战略研究,亿欧网
1719,2019-02-27,"银行行业动态跟踪报告:四季度不良和关注类贷款均双降,息差环比延续回升",平安证券
1720,2019-02-25,337家公司预计去年盈利,中证报
1721,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
1722,2019-02-19,20份上市银行业绩快报陆续抵达 五大行仍“雪藏”盈利数据,证券日报
1723,2019-02-18,上海银行与上海博泰达成战略合作,上海金融报
1724,2019-02-18,上海银行今日大宗交易成交69.75万股，成交价10.32元折价10.8%,Wind资讯
1725,2019-02-18,"银行19年社融预测及对经济底的前瞻判断:从社融底到经济底,宽信用成效演绎进行时",申万宏源
1726,2019-02-17,绿地获上海银行百亿级授信,Wind
1727,2019-02-17,绿地与上海银行合作获百亿级授信额度 重点在租赁住房领域,乐居财经
1728,2019-02-17,绿地获上海银行百亿级授信,e公司
1729,2019-02-17,资本圈 | 绿地获上海银行百亿授信 富力预期去年利润将同比减六成,观点地产网
1730,2019-02-14,银行成绩单出炉 净利增不良降,中投网
1731,2019-02-14,去向成谜的4.48亿中民投公司债,新浪
1732,2019-01-30,2018年上市银行业绩快报密集披露,中投网
1733,2019-01-28,郑州银行2018年净利润30亿元同比降29% 业绩增速垫底,投资快报
1734,2019-01-28,净利润增速最多创5年新高 上市银行苦尽甘来,第一财经日报
1735,2019-01-28,"银行业周报:政策红利支持资本补充,防御价值仍是配置关键",西南证券
1736,2019-01-27,【中泰一周微视】钢铁/银行/建材/地产/化工/医药/零售/通信/军工,中泰证券研究所
1737,2019-01-25,银行业绩快报预暖，城商行净利润增速领跑,野马财经
1738,2019-01-25,异地持牌规范不搞“一刀切” 推动中小银行站到“同一起跑线”,金融时报
1739,2019-01-24,银行资产质量持续改善 今年利润增速料略放缓,中证报
1740,2019-01-23,"金融地产研究部三循环周报:保险跑赢大盘,qfii额度翻倍,外资入场跃跃欲试",申万宏源
1741,2019-01-22,11家银行披露2018年业绩快报，城商行营收、净利润增速亮眼,国际金融报
1742,2019-01-22,十家A股上市银行披露2018业绩快报 半数净利润增速高于2017年同期,每日经济新闻
1743,2019-01-22,上海银行发布年度业绩快报 2018年净利润增长17.65%,中国金融新闻网
1744,2019-01-22,9家银行披露业绩快报：上海银行业绩增速居前,中投网
1745,2019-01-22,9家A股上市银行业绩揭晓 中信等5家净利润增速回升,北京商报
1746,2019-01-22,上海银行2018年营收438.88亿 较上年同期增长32.49%,挖贝网
1747,2019-01-22,7家银行“剧透”去年业绩：整体盈利稳步上扬,证券日报
1748,2019-01-22,"上海银行:营收亮眼,拨备增厚",证券之星
1749,2019-01-21,上海银行与P2P解约背后：声誉与盈利的利益权衡 倒逼网贷行业出清,财经网
1750,2019-01-21,今日资金抢入六只强势股一览（2019年1月21日）,中财网
1751,2019-01-21,"上海银行:业绩维持高水平增长,继续看好",正点财经
1752,2019-01-21,"上海银行:净利润增速走低,但不掩业绩靓丽",正点财经
1753,2019-01-21,上海银行苏州分行被罚66万：利用银承贴现虚增存款 其他违规处罚,新浪
1754,2019-01-21,"太平洋证券：将上海银行评级调低为""增持""",Wind
1755,2019-01-20,【广发倪军团队】影响趋势的核心因素与央行买国债的讨论20190120,倪军金融与流动性研究
1756,2019-01-20,【申万宏源金融】上海银行业绩快报点评：不良生成维持低位，营收增长再创新高,大金融研究
1757,2019-01-20,上海银行：2018年净利180亿元 同比增逾17%,证券之星
1758,2019-01-20,【华泰金融沈娟团队】营收增速靓丽，强化风险抵御能力—上海银行(601229)【证券研究报告】,华泰金融研究全新平台
1759,2019-01-18,上海银行去年营收同比增三成 拟出资30亿全资设立理财子公司,第一财经
1760,2019-01-18,上海银行去年不良率1.14% 拟出30亿设理财子公司,新京报
1761,2019-01-18,上海银行：2018年净利润同比增长17.65% 拟发起设立理财子公司,中证网
1762,2019-01-18,上海银行2018年营收438.88亿元 拟30亿元设立理财子公司,经济观察网
1763,2019-01-18,上海银行发布2018年度业绩快报,全景网
1764,2019-01-18,上海银行2018年利润大增17.65% 拟设立理财子公司,证券日报
1765,2019-01-18,上海银行2018年净利同比增18% 拟出资30亿全资设立理财子公司,21世纪经济报道
1766,2019-01-18,上海银行资产规模站上2万亿 拟全资发起设立“上银理财”,证券时报网
1767,2019-01-18,上海银行业绩快报：2018年度净利润180亿元 同比增长逾17%,e公司
1768,2019-01-16,视房地资源为核心竞争力 主营贸易的上海三毛缘何执着卖房,每日经济新闻
1769,2019-01-16,P2P资金银行存管荆棘路：声誉风险考量下又有银行终止与部分P2P合作 运营能力下降,券商中国
1770,2019-01-16,又一银行与多家P2P解约网贷行业出清仍在继续,证券时报
1771,2019-01-14,【上海银行】业绩平稳，ROE上行,志明看金融
1772,2019-01-14,"银行业周报:增厚拨备助力信贷放量,强化核销缓解不良隐忧",西南证券
1773,2019-01-11,长沙银行（601577）深度报告：政务小微双特色， 零售转型新引擎,中信建投证券研究
1774,2019-01-10,网贷资金存管业务频频“闹分手”：互相“嫌弃”,国际金融报
1775,2019-01-10,上海银行业初步建立科技金融专业化机制,中国经济网
1776,2019-01-09,"金融地产研究部三循环周报:券商大幅跑赢大盘,地方新增债务提前下达-积极财政政策保障稳增长",申万宏源
1777,2019-01-07,"银行业周报:降准营造宽松环境,助力实体考验风控",西南证券
1778,2019-01-04,北上资金年度透视：净流入3000亿，增持超千股,证券时报
1779,2019-01-03,银行业的“春天”在哪里 流动性“红包”助推,中投网
1780,2019-01-02,巨丰原创：18年最后一周北上资金抄底银行板块,巨丰财经
1781,2019-01-01,2019年解禁市值将超2.66万亿 1月迎高峰考验 解禁,金融界
1782,2018-12-27,上海银行：拟实施职业经理人薪酬制度改革,Wind
1783,2018-12-27,上海银行：拟实施职业经理人薪酬制度改革,e公司
1784,2018-12-27,27日潜力排行榜居前的板块(附股),证券之星
1785,2018-12-27,银行股尾盘发力护盘，交通银行等多股短线拉升,Wind
1786,2018-12-27,"银行业周报:政策底确认,经济会议预示市场底临近",西南证券
1787,2018-12-26,22只银行股破净 “保价”方案偏遇大股东减持 减持股份,21世纪经济报道
1788,2018-12-24,“股神”天宸：清仓上海银行套现离场 押宝常年亏损的南方物流园 亏损,腾讯网
1789,2018-12-24,这些上市公司有些好消息要说,中财网
1790,2018-12-23,天宸股份：减持上海银行169万股 获益约1908万元,证券之星
1791,2018-12-21,天宸股份：出售上海银行股票168.97万股 获利1908万元,中证网
1792,2018-12-21,公告精选：电广传媒终止向关联方卖名画；爱婴室股东离婚，3.9%公司股份被分割；宝塔实业实控人因涉嫌票据诈骗罪被逮捕 欺诈造假,每日经济新闻
1793,2018-12-21,天宸股份：减持上海银行169万股 收益约1900万元,e公司
1794,2018-12-21,【华泰证券研究所】每日晨会启明星20181221,华泰证券研究所
1795,2018-12-20,再拟挂牌出售子公司股权 上海三毛业绩困局待破 资产异常,北京商报网
1796,2018-12-20,上海银行：温州分行获开业批复,e公司
1797,2018-12-19,TCL集团品牌价值800亿 股东会同意放弃么？,第一财经
1798,2018-12-19,"金融地产研究部三循环周报:地产建筑跑赢大盘,另眼看“开门红”",申万宏源
1799,2018-12-18,勇立潮头，做先行者！上海银行业纪念改革开放四十周年,中国经济网
1800,2018-12-18,上海银行业纪念改革开放40周年，争当排头兵和先行者,澎湃新闻
1801,2018-12-18,拿去花平台年化费率达1489% 携程金融充当现金贷帮凶,新浪
1802,2018-12-18,"银行业周报:利率下行背景下,信贷扩张趋势有望延续",西南证券
1803,2018-12-17,金融：静待信用起底 荐3股,和讯
1804,2018-12-14,券商首次关注4股并给予买入评级（12月14日）,Wind
1805,2018-12-14,23股获券商买入评级 瑞康医药目标涨幅达48.51%,Wind
1806,2018-12-14,吉林化纤股东减持797万股 套现1609万元,挖贝网
1807,2018-12-11,26家上市银行人力效率排行榜：这5家银行人均创利超百万,零壹财经
1808,2018-12-10,上海银行：优先股股息发放实施公告,上交所
1809,2018-12-06,【天风研究·固收】信用早早报（12月6日）,固收彬法
1810,2018-12-03,轻型化运营能力的较量：28家上市银行非利息收入占比排名,零壹财经
1811,2018-12-03,A股收官行情值得期待，机构扎堆相中三大行业,证券日报
1812,2018-11-28,中国高科：拟择机减持国泰君安、上海银行股份,e公司
1813,2018-11-28,上海银行：稳股价措施实施完成，股东合计增持超8亿元,Wind
1814,2018-11-28,上海银行：稳股价措施实施完成 股东合计增持额超8亿元,e公司
1815,2018-11-26,上海银行：通过多方位综合金融服务支持民企发展,中证网
1816,2018-11-26,担保方起诉要求支付代偿款 感信信息将终止挂牌 担保风险,挖贝网
1817,2018-11-22,"2019年银行业投资策略:分化不可避免,合理区间才是重点",申万宏源
1818,2018-11-20,千万元罚单剑指“23宗罪”！这家银行涉房地产违规贷款 金融监管处罚,中证报
1819,2018-11-14,上海银行遭罚：员工股权激励钱不够 消费贷来凑 其他违规处罚,中国基金报
1820,2018-11-14,金融：信贷维持高增 荐7股,申万宏源
1821,2018-11-12,上海银行：董事会五届八次临时会议决议公告,上交所
1822,2018-11-09,数据王：银行股遭遇高位断崖长线资金已抢先布局,巨丰财经
1823,2018-11-09,专营产品、特殊机制、独立审批，银行加大对科创企业贷款投放并提升不良容忍度,中财网
1824,2018-11-09,上海银行午后异动重挫5.28%报11.48元 成交3.9亿元,腾讯网
1825,2018-11-09,这家银行被罚，是因铤而走险“输血”楼市 其他违规处罚,经济导报
1826,2018-11-09,商业银行扶持科技创新企业各出高招,证券时报
1827,2018-11-08,中国证监会行政处罚决定书（贺文哲、贺凯） 其他违规处罚,证监会
1828,2018-11-06,上市银行三季报拼细节：招商银行、北京银行净利润“越级胜出”,中投网
1829,2018-11-03,透视银行三季报：工农中建净利均超千亿 13家净利同比增幅逾10%,大众证券报
1830,2018-11-02,网贷存管“白名单”扩大至37家 上海银行、北京农商行等3家银行通过测评,北京商报
1831,2018-11-02,上海银行、内蒙古鄂托克前旗农商行通过存管系统测评， 存管银行白名单增至36家,财经网
1832,2018-11-02,"上海银行点评报告:贷款高速增长,息差继续上行",万联证券
1833,2018-11-01,10家上市城商行利润之和不及中行一半，其中4家增速超二成,澎湃新闻
1834,2018-11-01,[快讯]预期收益率4.98% 上海银行11月02日开售119天理财产品,中财网
1835,2018-10-30,上海银行探路线上供应链金融 至2020年拟放贷千亿元,证券日报
1836,2018-10-29,中小银行三季度成绩单：净利两位数增长 不良率持续好转,中金在线
1837,2018-10-29,零壹P2P网贷周报：400余家平台已提交自查报告 北京互金协会正式启动自律检查,零壹财经
1838,2018-10-29,【银行|孙立金团队太平洋证券】上海银行(601229)：信贷起，业绩升,太平洋证券研究
1839,2018-10-29,上海银行三季度末 资本充足率下降,证券日报
1840,2018-10-26,业绩持续向好，上海银行三季报各项指标亮眼,全景网
1841,2018-10-26,上海银行：前三季度净利143亿元 同比增22%,e公司
1842,2018-10-26,上海银行：前三季度净利润142.76亿元，同比增长22.46%,Wind
1843,2018-10-26,零壹新金融日报：银保监会拟取消险资股权投资行业范围限制；外资银行吸储门槛降至50万,零壹财经
1844,2018-10-24,10月25日利好公告,中证网
1845,2018-10-24,豫园股份：减持1069万股上海银行股票 投资净收益近7800万元,e公司
1846,2018-10-24,银行股午前发力,Wind
1847,2018-10-19,巨丰收评：金融股全线井喷 市场底大概率出现,巨丰财经
1848,2018-10-11,上海银行增资31亿元 注册资本将变更为109亿元,新京报
1849,2018-10-10,上海银行变更注册资本获批 增加金额达31亿,每日经济新闻
1850,2018-10-10,泰禾集团将获上海银行200亿融资授信,新京报
1851,2018-10-09,又有81家P2P银行存管过关，有你投资的平台吗？,和讯
1852,2018-10-09,鹏华兴华定期开放灵活配置混合型证券投资基金清算报告,证券时报
1853,2018-09-30,唯品会的消费金融布局,新浪
1854,2018-09-29,与自贸区同日诞生，上海银行自贸区分行走过这五年,和讯
1855,2018-09-28,上海银行回应网传退出资金存管：并无此事,财经网
1856,2018-09-27,上海银行或暂停资金存管业务，48家网贷平台面临“找下家”难题,国际金融报
1857,2018-09-27,上海银行退出资金存管？银行表示：未接到通知 还在走流程,零壹财经
1858,2018-09-27,两家平台“变更”存管银行 上海银行回应并未退出网贷存管业务,经济观察网
1859,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1860,2018-09-25,上海银行：9月21日融资余额为5.14亿元，较前一日骤增5.46%,Wind资讯
1861,2018-09-23,存管银行“白名单”亮相 网贷存管业务“洗牌”,中国经营报
1862,2018-09-21,[快讯]预期收益率4.90% 上海银行09月21日开售119天理财产品,中财网
1863,2018-09-21,首批网贷银行存管白名单揭幕：25家通过测评,新浪
1864,2018-09-21,"上海银行:调整信贷投向,息差大幅提升,业绩亮眼",东吴证券
1865,2018-09-17,公司治理遭遇两大难点 中小银行寻求“平衡术”,证券时报
1866,2018-09-14,浙江证监局：对兴华会计师事务所出具警示函,和讯
1867,2018-09-13,18股获券商买入评级 太阳纸业目标涨幅达84.21%,Wind
1868,2018-09-12,【申万宏源金融】上海银行：高盈利低估值，市场预期仍不充分,大金融研究
1869,2018-09-12,上海银行：市场预期仍不充分 买入评级,申万宏源
1870,2018-09-10,10日潜力排行榜居前的板块(附股),证券之星
1871,2018-09-10,A股上市银行涉房贷款26万亿，房企开发贷逆势增长,Wind
1872,2018-09-06,上市银行半年营收首超2万亿：26家核心指标排名,新浪
1873,2018-09-04,透视银行半年报：城商行整体业绩亮丽,证券时报
1874,2018-09-04,7家消费金融公司上半年业绩狂飙：招联净赚6亿,21世纪经济报道
1875,2018-09-04,银行行业:常熟银行,信达证券
1876,2018-09-03,上海银行签约星环科技 升级转型智慧金融,证券之星
1877,2018-09-02,金融：业绩支撑估值近底 价值标的配置优选,西南证券
1878,2018-08-31,上海银行：董事会五届七次临时会议决议公告,上交所
1879,2018-08-31,6家消费金融子公司半年赚9亿 自营消费贷款大增,证券时报
1880,2018-08-29,8月29日有50家公司获重要股东增减持 中飞股份已被连续减持53次 减持股份,Wind
1881,2018-08-29,涉嫌操纵证券市场 “跑路”的阜兴实控人被押解回国 关联方问题,央视
1882,2018-08-29,中报披露证金汇金最新动向 3视角透视152只增仓股升机,证券日报
1883,2018-08-28,[增持评级]上海银行(601229)中报点评：二季度净息差继续回升 资产质量保持稳定,中财网
1884,2018-08-28,[快讯]预期收益率4.78% 上海银行08月28日开售546天理财产品,中财网
1885,2018-08-28,[强烈推荐-A评级]上海银行(601229)中报点评：息差拐点确立 逾期反弹需要关注,中财网
1886,2018-08-28,[买入评级]上海银行(601229)中报点评：净息差大幅回升 零售转型持续发力,中财网
1887,2018-08-27,[增持评级]上海银行(601229)中报点评：质优价低的精品银行,中财网
1888,2018-08-27,[持有评级]上海银行(601229)中报点评：贷款规模加速扩张叠加息差改善 利息收入大幅提高,中财网
1889,2018-08-27,[推荐评级]上海银行(601229)半年报点评：规模驱动业绩高增长 二季度息差延续上行,中财网
1890,2018-08-27,[审慎增持评级]上海银行(601229)半年报点评：信贷规模快速增长 息差大幅提升,中财网
1891,2018-08-27,[增持评级]深度*公司*上海银行(601229)中报点评：业绩表现靓丽 息差改善优于同业,中财网
1892,2018-08-27,[增持评级]上海银行(601229)中报解读：业绩增速靓丽 资产质量持续改善,中财网
1893,2018-08-27,消费金融周报｜蚂蚁金服与趣店“分手”,零壹财经
1894,2018-08-27,上海银行中报营收净利双增 消金子公司尚亏损,证券日报
1895,2018-08-27,【招商金融】息差拐点确立，逾期反弹但之前已纳入不良——上海银行中报点评,莲花山士丹利金融研究
1896,2018-08-26,【华泰金融沈娟团队】规模息差量价齐升，业绩全面释放—上海银行(601229)中报点评【证券研究报告】,华泰金融研究全新平台
1897,2018-08-26,银行冠华 | 上海银行：质优价低的精品银行,大话金融
1898,2018-08-26,营收增三成、利润增两成，上海银行上半年全速航行,经济观察报
1899,2018-08-26,【东吴马婷婷】上海银行:调整信贷投向，息差大幅提升，业绩亮眼,马婷婷深度研究
1900,2018-08-26,[买入评级]上海银行(601229)半年报点评：基本面大幅反转 ROE明显提升,中财网
1901,2018-08-25,上海银行上半年营收197.50亿元 同比增长28.28%,北京商报
1902,2018-08-24,营收净利双双激增、资产负债结构优化、特色业务加快发展 上海银行2018上半年业绩全面提速,和讯
1903,2018-08-24,上海银行上半年业绩提速：营收增三成净利增两成,21经济网
1904,2018-08-24,上海银行：上半年净利近94亿元 同比增20%,e公司
1905,2018-08-24,上海银行：上半年净利润93.72亿元，同比增长20.21%,Wind
1906,2018-08-24,上海银行荣膺上海百强企业第23位,和讯
1907,2018-08-21,中银协与中基协会商，督促私募托管行依法承担责任,国际金融报
1908,2018-08-20,银行板块早盘集体走强 上海银行上涨逾2%领涨,中国经济网
1909,2018-08-17,外资行受益全球化上半年狂赚 中资行不良率上升利润被吞噬,华夏时报
1910,2018-08-16,今金贷存管协议到期停服1天 ：有人网传“跑路”属于恶意诬陷,创业家
1911,2018-08-16,利润增长提速 平安银行上半年业绩触底反弹,第一财经
1912,2018-08-10,6家银行上半年业绩快报对比：净利润均呈两位数增长,零壹财经
1913,2018-08-06,【海通银行团队】月报：去杠杆趋稳、政策微调，把握中报期确定性机会,HaitongBKResearch
1914,2018-08-02,私募股权暴露“成长中的烦恼”，托管银行职责认定成分歧,国际金融报
1915,2018-08-02,上市银行“期中考试”成绩超预期 补充资本需求迫切,中财网
1916,2018-07-31,[增持评级]银行业周报：积极财政重在基建 非标通道面临重启,中财网
1917,2018-07-31,私募实控人失联 托管制度失效曝缺陷,时代周报
1918,2018-07-31,申万宏源：银行基本面持续改善趋势明确 首选8只股,金融界
1919,2018-07-31,上海银行：7月30日融资余额为5.36亿元，较前一日骤降11.08%,Wind资讯
1920,2018-07-31,半年度业绩快报“剧透”：5家上市银行净利同比增幅均为两位数,证券日报
1921,2018-07-30,225家上市公司披露中报，25家净利同比翻倍,证券日报
1922,2018-07-28,阜兴事件引发监管争议 托管行职责待厘清,中国经营报
1923,2018-07-26,银行概念股龙头股一览 2018银行龙头股票有哪些,证券日报
1924,2018-07-26,阜兴系私募暴雷启示：平台跑路 谁保护投资人,南都报
1925,2018-07-25,[审慎增持评级]上海银行(601229)半年度业绩快报点评：信贷规模快速增长 资产质量持续夯实,中财网
1926,2018-07-25,投资人围聚上海银行到底咋回事？阜兴系私募跑路发酵,财经网
1927,2018-07-25,4天372亿元资金涌入近千只个股 钢铁等三行业最受青睐,金融界
1928,2018-07-24,270亿阜兴系私募暴雷，托管银行权责起争议,华夏时报
1929,2018-07-24,五大保险集团老大多出自银行，保险被银行控股了？,和讯
1930,2018-07-24,杭州银行接棒股价“维稳” 两大股东逾亿股增持上路,金融界
1931,2018-07-24,一线|上海银行回应“270亿理财基金血本无归”：仅为托管行,腾讯网
1932,2018-07-24,独家丨阜兴系私募爆雷，监管对银行托管态度分歧,21世纪经济报道
1933,2018-07-24,“阜兴系”跑路事件发酵：投资者追问上海银行托管责任，明日9点再谈判,经济观察网
1934,2018-07-24,今日有31只A股价格突破了年线 7月24日突破年线个股乖离率排名一览表,南方财富网
1935,2018-07-24,上海银行：“270亿理财基金血本无归”系谣言 已报案,中国网
1936,2018-07-24,上海银行：网传该行270亿理财产品爆仓系谣言,新浪
1937,2018-07-24,[增持评级]深度*公司*上海银行(601229)半年业绩快报点评：盈利增速亮眼 信贷规模快速增长,中财网
1938,2018-07-24,银行业周报：理财新规落地 部分细节超预期,中财网
1939,2018-07-23,巨丰收评：权重股轮动推升指数,巨丰财经
1940,2018-07-23,上海银行上半年净利同比增长20.22% 不良率降至1.09%,金融界
1941,2018-07-23,疫苗or金融？不要试图开辟新战场坚守主线不动摇,巨丰财经
1942,2018-07-23,巨丰午评：金融军工联袂上攻,巨丰财经
1943,2018-07-23,上海银行：业绩增长超预期 资产质量继续改善,中泰证券
1944,2018-07-22,【申万宏源金融】上海银行：结构优化驱动业绩再度超预期，重申拐点银行首选—2018年中报业绩快报点评,大金融研究
1945,2018-07-22,上海银行发布半年度财报 营业收入同比增28.28%,股城网
1946,2018-07-22,上海银行上半年净利93亿 同比增20%日赚5100万,经济观察网
1947,2018-07-22,晚间重要公告2018年7月22日星期日,Wind
1948,2018-07-22,上海银行上半年经营持续向好，业绩优异,全景网
1949,2018-07-22,上海银行上半年营收与净利润增幅双双突破20%高位,证券时报网
1950,2018-07-22,上海银行：上半年净利润93.72亿元 同比增两成,e公司
1951,2018-07-22,上海银行：上半年净利93.72亿 同比增长两成,金融界
1952,2018-07-22,上海银行：上半年净利润同比增20.22%,Wind
1953,2018-07-22,【银行】上海银行：营收与盈利超预期提升，ROE反转回升态势确立,天风研究
1954,2018-07-18,点融之殇:无处可寻的债转专区 靠融资续命的亏本买卖,新浪
1955,2018-07-16,资管新规发布后 它会是最后一款保本型理财产品吗？,搜狐
1956,2018-07-14,银行股“救价”救得起来吗？,金融投资报
1957,2018-07-14,非保本型理财产品交行恒丰各有千秋 最高预期收益达8.8%,搜狐
1958,2018-07-08,上海银行：2017年年度权益分派实施公告,上交所
1959,2018-07-08,上海银行：7月17日起优先股强制转股价格调整为12.95元/股,Wind
