,2021-12-31,2021年消费金融行业专利及科技全景分析报告,零壹财经
8214,2018-07-06,百度智能驾驶进入量产之年，李彦宏更新 AI 战略回击质疑,钛媒体
8215,2018-07-06,40年消费大变迁 “苏宁模式”抢占先机,中新网
8216,2018-07-06,斐讯强调K码兑换与京东、苏宁等第三方平台无关,搜狐
8217,2018-07-06,联手百度Apollo，科技赋能下苏宁物流扛起行业大旗,苏南网
8218,2018-07-06,苏宁易购跌1.67%，创近4个月新低，报12.37元,腾讯网
8219,2018-07-06,苏宁物流地产基金完成首期备案 规模50亿投向成熟仓储设施,搜狐
8220,2018-07-05,智慧零售异军突起，苏宁对同行掰腕子的优势都在这了,和讯
8221,2018-07-05,苏宁卡联合交行推出多重福利 为企业用户提供多元服务,苏南网
8222,2018-07-05,坚持走O2O金融发展之路，苏宁金融用科技贯通线上线下,南方财富网
8223,2018-07-05,米兰国际家具(上海)展启航 牵手苏宁品意式设计之美,中新网
8224,2018-07-05,30天让近300家店“智慧升级”，谁给了苏宁勇气？,苏南网
8225,2018-07-04,苏宁物流与百度apollo战略合作 目标普及末端配送无人化,证券日报
8226,2018-07-04,苏宁易购、唯品会等近百互联网企业加入百度智能小程序生态,砍柴网
8227,2018-07-04,易观一季度移动支付报告出炉 苏宁支付位居行业第八,南方财富网
8228,2018-07-04,面对面|孙为民：新零售三大变革与苏宁的负“重”转型,和讯
8229,2018-07-04,上市公司股票回购：金额创新高，股价料分化,中证报
8230,2018-07-03,恒大晒“中考成绩” 销售3042亿、联手苏宁与投资FF造车,观点地产网
8231,2018-07-03,借力抢夺线下地盘 300家迪亚天天将变身苏宁小店,北京商报网
8232,2018-07-03,苏宁易购今日大宗交易成交178.22万股，成交价13.76元折价-3.85%,Wind资讯
8233,2018-07-03,快讯：零售板块遭重挫 南京新百跌停苏宁易购跌近9%,新浪
8234,2018-07-03,苏宁易购大跌5.6%，报12.99元,腾讯网
8235,2018-07-03,"A股""神经过敏""的真相 机构调研聚焦三板块",投资快报
8236,2018-07-02,深市上市公司2017年度信息披露考核工作收官 上市公司总体信息披露质量较好,深交所
8237,2018-07-02,联合主机厂、共享汽车、物流多领域116家企业，成立一年的百度Apollo蓝图初现,猎云网
8238,2018-07-02,海外机构6月份调研52家公司，7股投资评级获提升,Wind
8239,2018-07-02,百家机构调研利亚德，多家明星私募现身,Wind
8240,2018-07-02,百家机构调研利亚德 多家明星私募现身,证券时报
8241,2018-07-02,7月解禁金额环比下降14.87%，限售股解禁暂入减压区,中证报
8242,2018-07-01,海外机构6月份调研52家公司 7只潜力股投资评级获提升,证券日报
8243,2018-07-01,周末要闻2018年7月1日星期日,Wind
8244,2018-06-30,大润发与苏宁合作：对标京东 “误伤”国美,联商网
8245,2018-06-30,"103股获机构调高至""买入""评级 三维度筛出14只绩优股",证券日报
8246,2018-06-29,苏宁与南翔集团战略合作 聚焦零售、物流等五大板块,证券时报
8247,2018-06-29,苏宁加速双线融合，重塑零售打开新方式,砍柴网
8248,2018-06-29,[标配评级]商业贸易行业2018年下半年投资策略：关注百货和超市细分子行业,中财网
8249,2018-06-29,苏宁易购大涨5.16%,腾讯网
8250,2018-06-29,"商业贸易行业周报:智慧零售线下渠道布局加速,农村新零售转型升级",中航证券
8251,2018-06-28,2800点现重磅信号：基金冠军东方红“出手抄底”,中国基金报
8252,2018-06-28,北大智囊团造访苏宁 智慧零售或将打开全球零售业新天地,砍柴网
8253,2018-06-28,42股获券商买入评级，广誉远目标涨幅达49.06%,Wind
8254,2018-06-27,"苏宁易购:联合恒大地产,专业化运营苏宁易购广场",国海证券
8255,2018-06-27,[买入评级]苏宁易购(002024)点评：多场景战略扎实推进 联手恒大加快苏宁广场扩张,中财网
8256,2018-06-27,与大润发达成战略合作 线下家电3C再布局,国海证券
8257,2018-06-27,38股获券商买入评级 顺网科技目标涨幅达65.29%,Wind
8258,2018-06-27,7月A股解禁市值3016亿元，华大基因解禁比例最高,Wind
8259,2018-06-26,苏宁范志军：纯电商已翘辫子,联商网
8260,2018-06-26,[增持评级]商业贸易行业周报：零售数据短期下降不改消费者信心回升,中财网
8261,2018-06-26,[增持评级]零售行业2018年三季度策略：化妆品穿越周期 电商高速成长,中财网
8262,2018-06-25,[强于大市评级]商业贸易行业点评：苏宁、高鑫战略合作 阿里系的多赢与进击,中财网
8263,2018-06-25,成立恒宁商业 资源禀赋优势凸显,华泰证券
8264,2018-06-25,早知道：央行定向降准释放7000亿资金 支持债转股及小微企业,e公司
8265,2018-06-24,周末要闻回顾：央行银保监会齐发声传递一个信号,网易
8266,2018-06-24,公告隐现重大利好 周一8只个股有望突破大涨,证券之星
8267,2018-06-23,苏宁牵手大润发 零售资源整合加快,中证报
8268,2018-06-22,无人配送进入常态化运营 北京苏宁小店将投入千台无人配送车,北京商报网
8269,2018-06-22,苏宁大润发联姻 搅局家电3C市场,北京商报网
8270,2018-06-22,沪深上市公司18年6月22日晚间上市公司重要公告,全景网
8271,2018-06-22,苏宁出资98亿与恒大地产设立新公司 拓展苏宁易购广场,联商网
8272,2018-06-22,注册资本200亿！苏宁、恒大设合资公司，运营苏宁易购广场,澎湃新闻
8273,2018-06-22,苏宁易购：拟与恒大200亿设合资公司 开发运营苏宁易购广场,e公司
8274,2018-06-22,苏宁易购：子公司与恒大共同出资设立深圳市恒宁商业,凤凰网
8275,2018-06-22,苏宁易购：子公司与恒大地产200亿元设立合资公司，开发运营苏宁易购广场,Wind
8276,2018-06-22,苏宁与恒大合资200亿拓展苏宁易购广场,新浪
8277,2018-06-22,苏宁易购：子公司苏宁商管与恒大地产设立合资公司,新浪
8278,2018-06-22,【兴证家电】家用空调5月数据符合中期策略判断——家电周报（20180618-20180624）,微信
8279,2018-06-22,苏宁金融支付渠道再拓宽 中银富登村镇银行全面接入,南方财富网
8280,2018-06-22,农村这块“蛋糕”好看但“难咬” 城市新零售如何复制进农村？,每日经济新闻
8281,2018-06-22,苏宁卡亮相第九届中国商业预付卡峰会,南方财富网
8282,2018-06-22,六月精选股票组合（第三周）| 海通证券研究所出品,微信
8283,2018-06-22,争夺世界杯“夜宵经济” 中国电商打响24小时“后勤保卫战”,中新网
8284,2018-06-22,大有作为!阿里农村淘宝战略升级，村小二遍地开花,云掌财经
8285,2018-06-22,苏宁宣布与大润发战略合作：输出家电3C供应链,澎湃新闻
8286,2018-06-22,火拼农村市场 淘宝称未来三年拿下中国近1/4村庄,第一财经日报
8287,2018-06-22,苏宁与大润发就3C业务达成战略合作,Wind
8288,2018-06-22,"商业贸易行业周报:生鲜农产品未来发展可期,家居新零售加速转型升级",中航证券
8289,2018-06-21,苏宁与大润发将在线下3C店面展开联营合作,凤凰网
8290,2018-06-21,苏宁易购：与北汽新能源合作将推动消费体验和出行体验,Wind
8291,2018-06-21,"2018年商贸零售行业中期投资策略:可选消费复苏,看好百货龙头",信达证券
8292,2018-06-20,只为带给用户最佳体验 消费升级下看苏宁布局智慧零售,砍柴网
8293,2018-06-20,北汽与苏宁会谈 将在新能源汽车领域合作,车质网
8294,2018-06-20,融资客青睐14股，北京城建买入占比高达49.93％,Wind
8295,2018-06-20,申万宏源晨会纪要-180620,申万宏源
8296,2018-06-19,世界杯营销战才刚刚开始，全场景观赛体验受追捧,DoNews
8297,2018-06-19,快讯：苏宁易购今日再度重挫跌超7% 成交超10亿元,新浪
8298,2018-06-19,来伊份与苏宁小店签署战略协议，促进双方深层次合作,苏南网
8299,2018-06-19,小米斩获京东/天猫/苏宁销量&金额第一,驱动之家
8300,2018-06-19,张近东跨界新能源汽车 与北汽洽谈战略合作,证券日报
8301,2018-06-19,拼线下、物流，今年618电商们换了玩法,21商评网
8302,2018-06-18,苏宁618战报：销售额同比去年增幅121%,亿邦动力
8303,2018-06-18,直击|苏宁发布618战报 1小时内成交额同比增152%,新浪
8304,2018-06-18,618前一小时 苏宁易购成交额同比增长152%,亿邦动力
8305,2018-06-17,快递末端新变局；菜鸟、中通推进国际化,腾讯网
8306,2018-06-17,北汽高层到访苏宁 探索用互联网思维提高用户体验,中新网
8307,2018-06-17,零售周报 | 微信“搜一搜”开放商品搜索；利群商业全国扩张,凤凰网
8308,2018-06-17,张近东发力新能源汽车，与北汽洽谈战略布局,Wind
8309,2018-06-17,“入摩”半月，海内外机构扎堆调研这些股（附名单）,--
8310,2018-06-17,蚂蚁金服领投猩便利，智能货柜精细化运营鸣锣开战！,凤凰网
8311,2018-06-16,智能魔镜首次登陆CES Asia展 科技成苏宁高速增长新引擎,砍柴网
8312,2018-06-16,从零售商到服务商，苏宁重构手机售后生态,IT之家
8313,2018-06-16,苏宁喊话各电商：我们更专业 而且“不差钱”！,新浪
8314,2018-06-16,A股逼近3000点底部区间 137只“两低一高”股迎布局,证券日报
8315,2018-06-15,视频说明书时代到来 苏宁618首推家电视像说明书标准,DoNews
8316,2018-06-15,苏宁黑科技云集CES 以用户为核心加速科技布局,砍柴网
8317,2018-06-15,CES ASIA苏宁为何成为全场焦点 苏宁乔新亮为大家解开疑惑,砍柴网
8318,2018-06-15,第三届中国创造论坛为“中国创造”打Call!,砍柴网
8319,2018-06-15,世界杯开幕，苏宁超市18小时卖30万箱啤酒狂抢风头,DoNews
8320,2018-06-15,约V购钓到苏宁总经理 购物如同网友见面,砍柴网
8321,2018-06-15,盘点CES Asia最受瞩目的五款黑科技产品：苏宁智能魔镜惊艳全场,DoNews
8322,2018-06-15,苏宁易购与尼尔森达成全渠道数据战略合作,站长之家
8323,2018-06-15,苏宁首次公布智慧家庭战略：针对客厅卧室厨房卫浴场景打造入口级智能终端产品,DoNews
8324,2018-06-15,儿女们忙给父亲过节，苏宁易购却要给家电服务工程师过节,腾讯网
8325,2018-06-15,苏宁发4亿高温补贴 提升工程师工资标准,北京商报网
8326,2018-06-15,CES苏宁黑科技引众人围观，苏宁科技“举重若轻”,砍柴网
8327,2018-06-15,今日上午主力资金流入哪些个股？,证券时报
8328,2018-06-15,会说话的“魔镜”成CES Asia亮点 大咖常江详述苏宁智能终端整体策略,砍柴网
8329,2018-06-15,苏宁科技集团成立后首次战略发布：三大领域将齐头并进,砍柴网
8330,2018-06-15,零售行业动态：5月社零总额+8.5% 化妆品等消费升级品类表现出色,中财网
8331,2018-06-15,那些渐行渐近的“无人驾驶”,科技日报
8332,2018-06-14,比佛利洗衣机独供苏宁 嵌入式滚筒抢占高端市场,搜狐
8333,2018-06-14,苏宁推出冰淇淋指数 同城即时配送缩短至30分钟,北京商报网
8334,2018-06-14,苏宁易购25亿公司债券确定票面利率为5.75%,观点地产网
8335,2018-06-14,苏宁乔新亮：今年苏宁IT团队规模将过万，新增2000人绝大部分投入AI,搜狐
8336,2018-06-14,苏宁切入同城配送业务，和“冰淇淋”融速赛跑,金融界
8337,2018-06-14,苏宁科技实力曝光：日调用250亿次，数据月覆盖21亿人次,DoNews
8338,2018-06-14,智慧零售巨头苏宁登陆2018CES Asia展现科技魅力,苏南网
8339,2018-06-14,业务融合+系统切换 苏宁天天快递合二为一？,亿邦动力
8340,2018-06-14,从CES看苏宁智慧零售，不遗余力打造品质生活场景,DoNews
8341,2018-06-14,乔新亮：苏宁IT团队目前超过8000人，今年还将推出万人计划,金融界
8342,2018-06-14,CES展苏宁展区观众颜值最高 一面镜子引发排队浪潮,砍柴网
8343,2018-06-14,[推荐评级]商贸零售行业周报：CDR配套制度落地 关注阿里与腾讯阵营零售个股,中财网
8344,2018-06-14,商业贸易行业周报：零售行业整体仍乐观 重视线下渠道价值,中财网
8345,2018-06-14,美妆、健康一“镜”搞定 苏宁新品魔镜全预测,砍柴网
8346,2018-06-14,苏宁天天快递系统“合二为一”，天天加盟商可承接苏宁业务,金融界
8347,2018-06-14,CES Asia中国创造论坛开幕，苏宁联想海尔美的TCL共同力挺中国创造,苏南网
8348,2018-06-14,[增持评级]电商行业专题：全渠道融合进入收割期 苏宁迈入黄金时代,中财网
8349,2018-06-14,线上线下孰优孰劣 苏宁孙为民中国创造论坛上给答案,砍柴网
8350,2018-06-14,32股获券商买入评级 当代明诚目标涨幅达85.39%,Wind
8351,2018-06-13,又到“618”电商节！上市公司忙布局，机构在看好，陆股通也扫货,证券时报网
8352,2018-06-13,一线｜CES Asia上苏宁发布智慧零售整套解决方案,腾讯网
8353,2018-06-13,一面镜子都能做什么？苏宁“魔镜”告诉你,DoNews
8354,2018-06-13,百家快消与零售企业角逐影响力TOP榜:谁将登顶榜首？,新浪
8355,2018-06-13,从骆驼胡商到无人机无人车 中国物流史上变化最大的40年发生了什么？,砍柴网
8356,2018-06-13,会说话的魔镜惊艳亮相CES Asia，苏宁构建智慧家庭生态,砍柴网
8357,2018-06-13,苏宁否认“禁用京东物流”：禁用京东集装箱 保持用户选择一致性,TechWeb
8358,2018-06-13,苏宁易购股票分析：智慧零售生态解析一 从零售云看公司成长空间,国金证券
8359,2018-06-13,[增持评级]商业贸易行业深度报告：京东的现状、挑战与机会,中财网
8360,2018-06-12,苏宁再度亮相CES Asia，科技集团将迎来独立后首次战略发布,砍柴网
8361,2018-06-12,张近东砸85亿在南昌建苏宁广场,华夏时报
8362,2018-06-12,“新零售龙头”现金流充裕，欲借县镇布局王者归来,证券之星
8363,2018-06-11,苏宁易购计划发行17亿元公司债券 票面利率为5.50%,观点地产网
8364,2018-06-11,直指中大型企业正经历转型之痛 苏宁今年再投5亿发力云计算商用市场,华夏时报
8365,2018-06-11,全民疯狂打call：苏宁物流1小时达构建新生活服务圈,DoNews
8366,2018-06-11,苏宁大客户入选中国建设银行集采云项目首选合作电商,砍柴网
8367,2018-06-11,独角兽基金火爆热销中 苏宁金融苏宁基金同步发售,红周刊
8368,2018-06-11,[增持评级]商业贸易行业周报：2H18展望：估值便宜 有成长的防御价值,中财网
8369,2018-06-10,借砍价拉新 每日优鲜瞄准社交红利,北京商报网
8370,2018-06-09,入摩6日北上资金逾200亿扫货 三维度挖掘A股新机遇,证券日报
8371,2018-06-08,苏宁“打样”智慧零售 零售云收编县镇市场,华夏时报
8372,2018-06-08,苏宁易购乔新亮：要成为企业云全套解决方案的新一代云计算厂商,金融界
8373,2018-06-08,苏宁汽车推出超市+服务店模式：快修一辆车仅需29分钟,驱动之家
8374,2018-06-08,6月8日午间行业热点聚焦,中证网
8375,2018-06-08,美女忘带自拍神器 苏宁物流竟然这样做,砍柴网
8376,2018-06-07,快递市场基本面向好 龙头业绩高成长有望延续,中证报
8377,2018-06-07,商贸零售：农村网络零售额同比增长39.1％,川财证券
8378,2018-06-07,苏宁618竟然这么玩 电商购物享受门店服务,驱动之家
8379,2018-06-07,无人物流车扎堆出现，是噱头还是布局未来？,盖世汽车
8380,2018-06-07,6月7日券商晨会研报汇编,证券日报
8381,2018-06-07,【川财研究*每日晨报】20180607：不同市值区间公司的盈利增速差额收窄,川财研究
8382,2018-06-06,马化腾、刘强东等四人组天团驰援孙宏斌到底图什么？,野马财经
8383,2018-06-06,苏宁易购与中国电信战略合作：北京电信将与苏宁小店对接,e公司
8384,2018-06-06,零售头条：网易考拉海购更名 美团或9月前赴港IPO,联商网
8385,2018-06-06,苏宁小店与北京电信达成战略合作,金融界
8386,2018-06-06,商贸零售行业日报：2017年中国家电市场规模同比增长13.3%,中财网
8387,2018-06-06,美团最快今年九月在港IPO 四股有望借势腾飞,证券时报
8388,2018-06-06,苏宁易购发行20亿元公司债 将于6月8日上市交易,观点地产网
8389,2018-06-05,A股共发生80宗大宗交易成交30.69亿元（6月5日）,Wind
8390,2018-06-05,苹果凌晨发布新品 固定“CP”苏宁再拿首发权,砍柴网
8391,2018-06-05,苏宁易购今日大宗交易成交13万股，成交价15.97元折价0.0%,Wind资讯
8392,2018-06-05,618前夕 苏宁在家电行业全渠道占据20%,亿欧网
8393,2018-06-05,消费研究看长江|大消费周度行业专题研究精粹·2018W22,微信
8394,2018-06-05,企业“跨界”入局汽车后市场，物流能力分高下,盖世汽车
8395,2018-06-04,苏宁上海首家红孩子2.0门店亮相嘉定宝龙广场 将在沪核心商圈落地10家店,赢商网
8396,2018-06-04,苏宁“大扩军” 人才升级抢滩智慧零售,中新网
8397,2018-06-04,苏宁易购首发戴尔G5游戏本 5999元起G感全开,砍柴网
8398,2018-06-04,[推荐评级]商贸零售行业周报：消费品进口关税下调 关注百货板块投资机会,中财网
8399,2018-06-04,重点公司跟踪,长江零售研究团队
8400,2018-06-04,[增持评级]零售行业周报：行情步入震荡阶段 首选龙头质优企业,中财网
8401,2018-06-04,张近东：体育产业已投入数百亿 体育和零售将联动,证券时报网
8402,2018-06-03,104家公司净利预增超100%，330家预喜公司业绩持续增长,证券时报网
8403,2018-06-03,这款Google推出的传输文件利器 在国内是可以用的,驱动之家
8404,2018-06-03,[增持评级]广告市场行业2018年4月点评：行业持续回暖 优选核心资源媒体公司,中财网
8405,2018-06-02,A股“入摩”正式生效 近期活跃度大幅提升个股或率先爆发,巨丰财经
8406,2018-06-02,当都在谈论苏宁时 我们不妨来看看京东,新浪
8407,2018-06-01,冰箱洗衣机进口关税7月将大降，苏宁推出“抢跑”措施,金融界
8408,2018-06-01,易电联全国份额占领过半 消费电子市场亟待转型,DoNews
8409,2018-06-01,大数据、AI 张近东麾下最看重的科技轻骑兵,金融界
8410,2018-06-01,苏宁独家开售惠普光影精灵4代绿刃版 高性能游戏本5499元起,砍柴网
8411,2018-06-01,智慧零售下一站，张近东要将科技做出温度,中新网
8412,2018-06-01,618苏宁杀入外卖市场：龙虾啤酒最快15分钟送到,联商网
8413,2018-06-01,零售板块：从组织架构变化看本轮零售变革（附股）,顶尖财经网
8414,2018-06-01,各路资本加速布局物流无人卡车,兰格钢铁网
8415,2018-06-01,巨丰早评：六月能否开门红至关重要,巨丰财经
8416,2018-06-01,苏宁易购创阶段新高,中证报
8417,2018-05-31,【海通消费】消费大涨，还有什么可以买？,微信
8418,2018-05-31,六月精选股票组合及上月组合回顾|海通证券研究所出品,微信
8419,2018-05-31,苏宁套现阿里股份获利56亿 股价大涨7%创两年半新高,新浪
8420,2018-05-31,明日最具投资机会六大牛股一览（2018年5月31日）,中财网
8421,2018-05-31,苏宁物流全新亮相京交会 无人车机器人获赞,砍柴网
8422,2018-05-31,如何才能成为一名苏宁易购的店长？,联商网
8423,2018-05-31,“改革开放四十年 品牌影响力十大企业”揭晓，苏宁等民族品牌强势崛起,DoNews
8424,2018-05-31,消费升级催生手机租赁 苏宁金融推出手机租机服务,证券之星
8425,2018-05-31,苏宁独家上线惠普光影精灵4代绿刃版 掀起时尚娱乐新浪潮,砍柴网
8426,2018-05-31,快讯：新零售板块午后崛起 苏宁易购大涨7%,新浪
8427,2018-05-31,苏宁O2O模式小店突破500家，覆盖全国48城,网易
8428,2018-05-31,新零售板块午后持续发力,Wind
8429,2018-05-31,苏宁易购升近4％ 再售阿里股份套现56亿增厚利润,经济通
8430,2018-05-31,苏宁出售阿里巴巴股票 其背后的真实原因是什么？,中国网
8431,2018-05-31,关系崩了？苏宁再度出售阿里股票，净获利56.01亿元,搜狐
8432,2018-05-31,中金：苏宁易购出售阿里股权增厚利润，今年每股收益预测上调逾3倍,金融界
8433,2018-05-31,[增持评级]零售行业2018年中期策略：中档消费崛起 二线白马腾飞,中财网
8434,2018-05-31,出售阿里股份获利 苏宁易购大涨3.5%,腾讯网
8435,2018-05-31,苏宁再次卖出阿里股票 半年内两次出售共获利88.51亿,财经网
8436,2018-05-31,魅族架构调整：加强市场影响,维库电子市场
8437,2018-05-31,苏宁易购：再次出售部分阿里股权增厚业绩,证券时报网
8438,2018-05-31,苏宁易购减持阿里巴巴获利56亿元,中证报
8439,2018-05-31,电商物流比拼“无人化” “黑科技”扎堆亮相,21世纪经济报道
8440,2018-05-31,苏宁半年内二次出售阿里股权套现88.51亿元,北京商报网
8441,2018-05-30,苏宁再出售阿里股票 出售价超15亿美金,亿邦动力
8442,2018-05-30,苏宁易购：完成出售阿里巴巴股份 预计获利56亿,股城网
8443,2018-05-30,苏宁易购抛售阿里股票获利15亿美元,搜狐
8444,2018-05-30,炒股水平哪家强？苏宁易购再度出售阿里766万股获利56亿,e公司
8445,2018-05-30,30日晚公告精选丨苏宁易购出售阿里巴巴股票预计净利56亿,21世纪经济报道
8446,2018-05-30,舍得酒业与苏宁易购战略合作 加码数据营销,e公司
8447,2018-05-30,苏宁易购：完成出售阿里巴巴股票 价款约15亿美元,新浪
8448,2018-05-30,苏宁易购：出售阿里巴巴集团股票获得资金，将用于支持公司业务发展,金融界
8449,2018-05-30,苏宁易购出售出售阿里巴巴价值约15.04亿美金股票,品玩
8450,2018-05-30,苏宁易购：出售阿里巴巴股票预计实现净利56.01亿元,第一财经
8451,2018-05-30,苏宁易购出售阿里巴巴集团0.3%股份，获利56.01亿元,澎湃新闻
8452,2018-05-30,苏宁易购：完成出售阿里巴巴股票 预计净赚56亿元,每日经济新闻
8453,2018-05-30,苏宁易购：完成出售阿里巴巴股票 预计获利56亿元,e公司
8454,2018-05-30,苏宁易购：出售部分阿里巴巴股票，预计可实现净利润约56亿元,Wind
8455,2018-05-30,苏宁零售云与阿里零售通：科技赋能四至六线城市“小店”业态,中财网
8456,2018-05-30,苏宁首届“绿色共享”包装大赛进校园 优秀者免试入职,DoNews
8457,2018-05-30,银河证券晨会纪要-180530,银河证券
8458,2018-05-30,零售行业:从组织架构变化看本轮零售变革,长江证券
8459,2018-05-30,中国电子商务报告揭示行业景气度 逾46亿涌入14股,证券日报
8460,2018-05-29,【海通消费】医药急跌，大消费各行业后市怎么看?,微信
8461,2018-05-29,【新零售招生】新零售玩法升级，传统企业如何走出转型困局？,I黑马
8462,2018-05-29,苏宁入围改革开放40年最具影响力的十大品牌,中新网
8463,2018-05-29,苏宁易购集团零售云项目今年预计开3000家店，规模达40亿,金融界
8464,2018-05-29,家电市场一超多强 C位只有一个,IT之家
8465,2018-05-29,“闯海人”30年之变：从单枪匹马打拼到背靠智慧零售创业,中新网
8466,2018-05-29,物流再添重磅利器 苏宁发布自动驾驶重型卡车,中国电子报
8467,2018-05-29,阿里、腾讯、京东混战新零售，互联网巨头们究竟盯上了零售什么？,砍柴网
8468,2018-05-29,抢滩智慧物流：各大电商无人仓“秀肌肉”,21世纪经济报道
8469,2018-05-28,消费研究看长江|大消费周度行业专题研究精粹·2018W21,微信
8470,2018-05-28,苏宁无人Biu店斩大奖：一瓶水放哪里都是大数据,砍柴网
8471,2018-05-28,[推荐评级]商贸零售行业周报：4月份品类零售维持高增速 关注化妆品板块,中财网
8472,2018-05-28,[增持评级]华泰零售·精彩每周报：继续推荐全渠道零售龙头苏宁易购,中财网
8473,2018-05-28,再摘电商采购硕果 苏宁智慧零售推动“铁老大”变革,砍柴网
8474,2018-05-28,002024苏宁云商股价大涨5.04%成为业内关注焦点,财经网
8475,2018-05-28,长江零售|从组织架构变化看本轮零售变革,长江零售研究团队
8476,2018-05-28,零售行业周报：国货化妆品有望借当代主流消费女性崛起,中财网
8477,2018-05-28,[推荐评级]传媒行业周报：NETFLIX市值首超迪士尼 继续关注付费视频/移动阅读,中财网
8478,2018-05-28,销售大爆发后又牵手华润创业 苏宁大快消频发力,砍柴网
8479,2018-05-28,联手苏宁再推现象级产品 美菱电器首款M鲜生柜耀世登场,苏南网
8480,2018-05-28,苏宁易购（002024）快评：加盟赋能，抢占低线家电市场,国信研究
8481,2018-05-28,[增持评级]批发和零售贸易行业周报：行业数据短期调整不改整体向好趋势,中财网
8482,2018-05-28,"商业贸易行业:便利店行业跨区域发展增速,生鲜新零售业态再添新玩家",证券之星
8483,2018-05-27,抢占县镇市场 苏宁将拓展零售云门店达500家,北京商报网
8484,2018-05-27,2018苏宁汽车首届汽车服务联盟创新峰会召开,砍柴网
8485,2018-05-27,蚂蚁金服概念股近三日最受主力资金青睐,证券时报
8486,2018-05-26,10股尾盘遭抢筹 苏宁易购净流入资金居首,中金在线
8487,2018-05-26,“入摩”促A股各路资金潮涌 52只成份股大单吸筹近百亿,证券日报
8488,2018-05-26,第四届数博会今日将召开 六股绝佳布局良机,证券日报
8489,2018-05-25,国内电商企业首测无人重卡 何时商用仍无时间表,每日经济新闻
8490,2018-05-25,家电全渠道份额之争苏宁领跑 智慧零售模式红利凸显,华夏时报
8491,2018-05-25,无人重卡、无人校车、无人小区配送车，“无人驾驶”渐行渐近,新华网
8492,2018-05-25,三大概念受16亿主力资金追捧,证券时报
8493,2018-05-25,巨丰资金流向：两市调整加剧分化行情 汽车板块受主力青睐,巨丰财经
8494,2018-05-25,苏宁易购股价创近30个月新高 智慧零售打开高增通道,新浪
8495,2018-05-25,苏宁战略签约益海嘉里 苏宁小店成合作重点,砍柴网
8496,2018-05-25,苏宁无人重卡在上海完成首测 未来运输不需要司机？,联商网
8497,2018-05-25,财融汇·早间必读|20180525,财通证券融资融券部
8498,2018-05-25,新零售板块持续火热，新华都、远望谷均连续涨停,Wind
8499,2018-05-25,苏宁完成L4级别无人重型卡车测试，可自主避障和开高速公路,澎湃新闻
8500,2018-05-25,苏宁物流对无人驾驶重型卡车进行测试,亿欧网
8501,2018-05-25,高通、联想、苏宁易购等14家企业与海南达成合作意向,海南日报
8502,2018-05-25,[推荐评级]苏宁易购(002024)调研纪要：进入高质量、可持续的快速成长新阶段 重申TOP PICK,中财网
8503,2018-05-24,苏宁无人重卡二度测试 时速可达80km/h,北京商报网
8504,2018-05-24,上海首测物流无人重卡车,中新网
8505,2018-05-24,可作弊电子计价秤追踪：1号店、苏宁均有出售，正排查下架,澎湃新闻
8506,2018-05-24,苏宁物流无人卡车上路时速80公里 300米外识别障碍物,砍柴网
8507,2018-05-24,智加科技携手苏宁物流，成功实现国内电商首家无人重卡路测,腾讯网
8508,2018-05-24,中信等五家金控集团监管试点已近半年，监管办法在报批,Wind
8509,2018-05-24,巨丰资金流向：市场缩量调整加剧分化 超5亿资金净流入商业百货,巨丰财经
8510,2018-05-24,巨丰收评：金融股掌控大盘 市场持续缩量,巨丰财经
8511,2018-05-24,零售新格局 张近东指明高增长就靠这三点,金融界
8512,2018-05-24,传统零售迎来春天 买单侠直贷助力手机零售商利润翻番,东北新闻网
8513,2018-05-24,郝嘉：将苏宁小店打造成为社区“共享厨房”,金融界
8514,2018-05-24,新零售板块表现不俗，新华都强势涨停,Wind
8515,2018-05-23,厚待环境！苏宁物流无中纸面单年可减排14000吨,砍柴网
8516,2018-05-23,“逼”着员工买的格力手机2现在多少钱？董明珠曾放言：卖得很好,腾讯网
8517,2018-05-23,“生鲜力”惊人 苏宁小店倾心打造社区“共享冰箱”,中新网
8518,2018-05-23,销量、声势多维发力 “新品+超品”战略成零售行业新亮点,DoNews
8519,2018-05-23,苏宁小店大企图！要做北京最大的便利店，底气何来？,凤凰网
8520,2018-05-23,张近东的宏伟蓝图有多大，作为苏宁核心资产的供应商就有多重,砍柴网
8521,2018-05-23,机构报告：百城住宅库存规模跌回6年前,中国网
8522,2018-05-23,长江证券：零售龙头的新一轮扩张是否可持续？,金融界
8523,2018-05-23,vivo Z1 25日预售 配AI相机拍照更美更清晰,砍柴网
8524,2018-05-22,三十年筚路蓝缕 苏宁物流“无人部队”正式曝光,中国网
8525,2018-05-22,张近东再扩地产朋友圈：苏宁牵手金科200多家零售店将落地,21世纪经济报道
8526,2018-05-22,苏宁又双叒加开发商好友 与金科达成四大板块合作,乐居财经
8527,2018-05-22,[推荐评级]商贸零售行业周报：精准扶贫到位 重视低线级市场机会,中财网
8528,2018-05-22,金科与苏宁集团签约 将在零售、投资、金融及采购板块合作,观点地产网
8529,2018-05-22,无人货架的危机、挣扎与救赎,虎嗅网
8530,2018-05-22,苏宁联手金科集团加速线下圈地,北京商报网
8531,2018-05-22,"零售电商行业研究:4月社零小幅回落,关注低线市场消费升级",国金证券
8532,2018-05-21,万亿二手车市场的“钱景”与前景,新浪
