,2021-12-31,华联股份：公司暂无重组计划,Wind
1994,2019-03-14,"有色金属行业:美元下跌,黑钨涨价",广发证券
1995,2019-03-14,【天风研究·固收】信用早早报（3月14日）,固收彬法
1996,2019-03-13,【每日重点资讯】紫金矿业完成Nevsun100%股份收购、中国铝业取消发行公司债券、山东黄金三供一业分离影响当期损益600万元,有色钢铁杨坤河
1997,2019-03-13,中国铝业(02600.HK)：取消发行2019年公司债券(第二期),格隆汇
1998,2019-03-13,行情由攻转守！这14股跌破增发价+市盈率低于20倍,证券时报
1999,2019-03-13,中国铝业：取消发行“19中铝02”,Wind
2000,2019-03-13,中铝能源向中铝环保出售宁夏丰昊60%股权,上海有色
2001,2019-03-11,中国铝业(02600.HK)拟发行不超30亿元公司债券 票面利率未定,格隆汇
2002,2019-03-11,3月11日中国铝业铝锭价格全线下调 氧化铝报价持稳,上海有色
2003,2019-03-08,中国铝业：公司董事长、总裁及提名董事候选人变更,Wind
2004,2019-03-08,中国铝业股价大跌5.12%,中金在线
2005,2019-03-08,铝价短期或仍将处偏弱态势 中国铝业挫逾7%,智通财经
2006,2019-03-08,金属钢铁股股全线下挫 中国铝业跌近6% 连续下跌,新浪
2007,2019-03-07,【天风有色杨诚笑团队】有望受益电改税改，电解铝触底修复反弹可期,笑看有色
2008,2019-03-04,3月4日中国铝业铝锭价格全线上调 氧化铝报价持稳,文华财经
2009,2019-03-04,【天风研究·固收】信用早早报（3月4日）,固收彬法
2010,2019-03-01,中诚信证评：关注中国铝业董事长、总裁等变动事项,Wind
2011,2019-02-27,中国铝业今日大宗交易成交132.77万股，成交价3.78元折价10.21%,Wind资讯
2012,2019-02-27,港股异动 | 溢价45.28%发行约21.18亿股A股 中国铝业涨2.48%,格隆汇
2013,2019-02-26,中国铝业(02600.HK)2月25日溢价45.28%发行约21.18亿股A股,格隆汇
2014,2019-02-26,中国铝业(02600.HK)完成向华融瑞通股权投资等增发21.19亿股A股,格隆汇
2015,2019-02-26,供给过剩压力缓慢消化铝价2019年筑底或小幅反弹,申万宏源
2016,2019-02-26,青海省投平台债券违约 多家信托公司同踩雷 投资失误,新浪
2017,2019-02-26,中国铝业：拟转让19万吨电解铝产能指标,中国有色
2018,2019-02-25,申万宏源：铝价将在2019年企稳 关注中国铝业、云铝股份,证券时报网
2019,2019-02-25,2月25日中国铝业铝锭价格全线上调 氧化铝报价持稳,上海有色
2020,2019-02-25,中国铝业参股公司被指排泥库泄漏 恐面临高额公益诉讼,每日经济新闻
2021,2019-02-22,中国铝业再换帅：卢东亮升任董事长 贺志辉调任总裁(图|简历) 董监高成员变化,中国经济网
2022,2019-02-22,中国铝业董事长由卢东亮接任,财华社
2023,2019-02-22,中国铝业高层调整 卢东亮接棒余德辉出任董事长,新浪
2024,2019-02-21,中国铝业(02600.HK)选举卢东亮为董事长 聘请贺志辉为总裁,格隆汇
2025,2019-02-21,中国铝业(02600-HK)向母企出售两附属,财华社
2026,2019-02-21,中国铝业(02600-HK)财务总监由王军接任,财华社
2027,2019-02-21,"有色金属行业:宽货币弱实体格局延续,继续看好贵金属板块",安信证券
2028,2019-02-20,"【每日重点资讯】中国铝业转让电解铝产能指标并出售部分资产、BHP2018上半财年铜业务营收下滑、印尼生产商敦促政府进行锡储备
资产异常",有色钢铁杨坤河
2029,2019-02-20,中国铝业(02600.HK)：华圣铝业拟向溢鑫铝业转让19万吨电解铝产能指标 涉资9.5亿元,格隆汇
2030,2019-02-20,中国铝业(02600.HK)拟2004万元协议转让内蒙古丰融资产40%股权,格隆汇
2031,2019-02-20,中国铝业(02600.HK)：向华融瑞通股权投资等发行股份购买资产标的资产完成过户,格隆汇
2032,2019-02-20,中国铝业分公司司机侵占价值20万材料 被判6年,新浪
2033,2019-02-20,中远海运散运与中铝集团运输合约首批16艘散货船订单敲定,国际船舶
2034,2019-02-13,MSCI公布例行指数调整结果：腾讯音乐、爱奇艺等被纳入,金融界
2035,2019-02-12,外资增配A股加速！MSCI名单也调整，新增12家中国公司，影响关键就看上半年,证券时报网
2036,2019-02-12,小米美团拼多多等成功入“摩” 但股价却涨跌不一,中国基金报
2037,2019-02-12,MSCI指数新纳入12家中国公司股票 小米、美团点评涨2%,第一财经
2038,2019-02-12,小米集团及美团同纳入MSCI中国指数 现各涨2%,新浪
2039,2019-02-12,MSCI指数新纳入腾讯音乐、拼多多等12家中国公司,Wind
2040,2019-02-02,2019首战告捷，这些自家人已成功抄底,Wind
2041,2019-02-01,电力成本居高不下，中国铝业公司关闭山东铝厂 经营问题,上海有色
2042,2019-02-01,【每日重点资讯】渤海钢铁重整计划获法院裁定批准；成本压力令中国铝业减产动作频频,有色钢铁杨坤河
2043,2019-01-31,关于中铝山西新材料收购中铝山西铝业部分资产的进展公告,上交所
2044,2019-01-31,港股公告精选：泛亚环保拟12.53亿港元收购香港及昆明市物业,Wind
2045,2019-01-30,山东华宇拟实行转型升级发展,中证网
2046,2019-01-30,中国铝业(02600)：山东华宇拟实施转型升级发展,智通财经
2047,2019-01-30,中国铝业(02600.HK)附属山东华宇20万吨电解铝生产线实行弹性生产,格隆汇
2048,2019-01-30,中国铝业(02600.HK)：山西新材料拟收购山西铝业部分资产交易对价为1.77亿元,格隆汇
2049,2019-01-30,中国铝业(02600.HK)拟以中铝南海合金净资产评估值3.51亿元向中铝开投进行增资,格隆汇
2050,2019-01-30,1月30日中国铝业铝锭价格全线上调，氧化铝报价持稳,文华财经
2051,2019-01-29,世界铝企业逐鹿几内亚开采铝土矿,上海有色
2052,2019-01-28,【华创有色钢铁任志强团队】日报：贵金属板块飘红、12月有色金属产量增长10%,华创有色
2053,2019-01-28,中国铝业(02600.HK)：“19中铝01”将于1月30日在上交所上市,格隆汇
2054,2019-01-28,中铝集团营收超3000亿：看看这家央企2018年都有哪些战绩？,经济观察网
2055,2019-01-25,1月25日中国铝业铝锭价格全线下调，氧化铝报价持稳,文华财经
2056,2019-01-23,中国铝业：优化产业链布局 做优做强主业,中证网
2057,2019-01-22,格隆汇港股聚焦(1.22)︱特步国际2018年度综合净利润预增50%-60%,格隆汇
2058,2019-01-22,中国铝业：附属公司中铝山西新材料拟通过协议转让方式收购中铝山西铝业部分资产,Wind
2059,2019-01-22,中国铝业(02600.HK)子公司拟收购中铝山西铝业部分资产,格隆汇
2060,2019-01-22,中国铝业(02600.HK)拟增资中铝商业保理天津 助拓展业务增加盈利,格隆汇
2061,2019-01-22,中国铝业：拟以中铝南海合金100%股权向中铝开投进行增资,Wind
2062,2019-01-22,包铝：延续新中国第一块铝锭的骄傲,中国有色
2063,2019-01-22,汇丰银行将中国铝业ADR H类上调至“买入”评级,上海有色
2064,2019-01-20,中铝集团营收超3000亿：看看这家央企2018年都有哪些战绩?,经济观察网
2065,2019-01-18,汇丰买进 中国铝业涨6.37%,上海有色
2066,2019-01-18,【港股异动 | 获大行唱好 中国铝业涨4.12%】,格隆汇
2067,2019-01-17,中国铝业(02600.HK)拟发行不超20亿元公司债券,格隆汇
2068,2019-01-16,"有色金属行业周报:基建回暖提振基本金属,美元承压关注贵金属行情",长城证券
2069,2019-01-15,1月15日中国铝业铝锭价格全线下调，氧化铝报价持稳,文华财经
2070,2019-01-13,降准叠加基建加速 有色金属板块估值有望修复,巨丰财经
2071,2019-01-11,"有色金属行业周报:12月全球经济数据分化,贵金属小幅收涨",国联证券
2072,2019-01-08,"有色金属行业周报:继续推荐贵金属机会,电解铝行业利润修复",正点财经
2073,2019-01-08,2019年机构注意力转向何方，百只个股被扎堆看好或存“升”机,证券日报
2074,2019-01-07,1月7日中国铝业铝锭价格全线上调，氧化铝报价持稳,文华财经
2075,2019-01-07,港股异动︱获控股股东累计增持1.6亿股A股及1.15亿股H股 中国铝业(02600)升近半成,智通财经
2076,2019-01-07,港股异动丨控股股东累计增持A股约1.61亿股及H股约1.15亿股 中国铝业(02600.HK)大涨近5%,格隆汇
2077,2018-12-26,一图一文：减产背后的“囚徒困境”，电解铝行业该往何处去？（思维导图收藏版）,和讯
2078,2018-12-20,12月20日上市公司晚间公告速递,新浪
2079,2018-12-20,中国铝业：中铝集团成国有资本投资公司试点,e公司
2080,2018-12-19,"中国铝业:氧化铝价格高位,龙头盈利持续增长可期",正点财经
2081,2018-12-19,获批!证监会核准中国铝业向中国人寿等发行股份购买资产,中金在线
2082,2018-12-14,摩根士丹利下调中国铝业评级至减持，因铝价预估,汇通网
2083,2018-12-13,关于核准中国铝业股份有限公司向华融瑞通股权投资管理有限公司等发行股份购买资产的批复,证监会
2084,2018-12-13,券商评级:三大股指全线上扬 七股迎腾飞契机,证券之星
2085,2018-12-12,跌出价值！大数据寻找打折股票，博弈“捡漏”机会,Wind
2086,2018-12-11,[公告摘要]格隆汇港股聚焦(12.11)︱石药集团新诺威A股IPO获中证监审核通过,格隆汇
2087,2018-12-11,[公告摘要]中国铝业(02600.HK)斥26.65亿元揽山西华兴余下50%股权,格隆汇
2088,2018-12-11,中国铝业：26.65亿元竞得山西华兴50%股权,e公司
2089,2018-11-30,中国铝业(02600)拟实行弹性生产涉及电解铝产能47万吨,智通财经
2090,2018-11-30,中国铝业：部分电解铝产线实行弹性生产，涉及产能47万吨,Wind
2091,2018-11-29,加仓金融白酒，北上资金持续净流入,中证报
2092,2018-11-21,政策松绑，再融资赚钱效应显露，这些值得一看,Wind
2093,2018-11-21,有色金属：关注铜及黄金与铝细分行业龙头 荐3股,西南证券
2094,2018-11-21,中国铝业拟1亿元收购长城铝业部分资产,中国有色
2095,2018-11-21,港股公告精选：金沙中国签订20亿美元的循环无抵押信贷融资协议,Wind
2096,2018-11-21,投行简报11.21 两IPO首发项目及两再融资项目过会,新浪
2097,2018-11-21,中国铝业：第六届董事会第三十四次会议决议公告,上交所
2098,2018-11-20,并购重组委2018年第59次会议审核结果公告,证监会
2099,2018-11-20,中国铝业：拟参与竞买华兴铝业50%股权,证券之星
2100,2018-11-20,中国铝业：拟向全资子公司自贸区公司增资10亿元,证券之星
2101,2018-11-20,中国铝业：重组事项获证监会审核通过，明日复牌,Wind
2102,2018-11-20,中国铝业：重组事项获无条件通过 21日起复牌,金融界
2103,2018-11-20,中国铝业：拟向上海自贸区子公司增资10亿元现金,Wind
2104,2018-11-20,交易提示：中国铝业早间临时停牌,e公司
2105,2018-11-20,重要事项未公告，中国铝业今日停牌,Wind
2106,2018-11-20,巨丰早参：五部委发文鼓励相关机构参与市场化债转股,巨丰财经
2107,2018-11-19,中国铝业：关于中国证监会上市公司并购重组审核委员会审核公司发行股份购买资产暨关联交易事项的停牌公告,深交所
2108,2018-11-19,收购包头铝业等股权事项上会审核 中国铝业11月20日停牌,北京商报网
2109,2018-11-19,[公司]中国铝业重组上会 20日起停牌,全景网
2110,2018-11-19,中国铝业：重组11月20日上会，当天起停牌,Wind
2111,2018-11-14,并购重组委2018年第59次工作会议公告,证监会
2112,2018-11-14,证监会：中国铝业、楚江新材11月20日重组上会,e公司
2113,2018-11-14,开放创新合作共赢 2018中国国际铝业周盛况空前,Wind
2114,2018-11-13,[公告摘要]中证监并购重组委近日将审核中国铝业(02600.HK)发行股份购买资产暨关联交易事项,格隆汇
2115,2018-11-08,[快讯]中国铝业:《中国证监会行政许可项目审查一次反馈意见通知书》的回复公告,中财网
2116,2018-11-07,中国铝业总裁：中国10月氧化铝出口料与前月持稳,汇通网
2117,2018-11-01,【SMM分析】三季度铝企业绩忧喜参半 终端消费不如往年 资金紧张 电解铝企业无利润,上海有色
2118,2018-10-30,中国铝业：氧化铝价格高位，龙头盈利持续增长可期,笑看有色
2119,2018-10-30,中国铝业今日大宗交易成交130万股，成交价3.72元折价0.0%,Wind资讯
2120,2018-10-29,"中国铝业:业绩符合预期,行业边际向好,看好未来盈利能力",西南证券
2121,2018-10-27,中国铝业(02600-HK)副总裁冷正旭请辞,财华社
2122,2018-10-26,【华泰有色李斌团队】中国铝业(601600)三季报点评：Q3业绩提升，铝业龙头蓄势待发,华泰研究所有色金属
2123,2018-10-26,中国铝业三季报点评：Q3业绩亮眼，路遥方知马力,齐丁有色研究
2124,2018-10-26,中国铝业：2018年前三季度主要财务指标,上交所
2125,2018-10-25,中国铝业前三季度净利增11% 西南证券给予增持评级,新浪
2126,2018-10-25,中国铝业业绩好于预期 利润增逾17%,中新网
2127,2018-10-25,中国铝业前三季度实现净利润近15亿元 同比增长11%,中证网
2128,2018-10-25,中铝前三季净利润同比增一成，管理改革试点“搞活员工状态”,澎湃新闻
2129,2018-10-25,中国铝业：前三季度净利润同比增11.02%,Wind
2130,2018-10-25,中国铝业：前三季度净利近15亿元 同比增11%,e公司
2131,2018-10-18,美国铝业称中国需求放缓 关注中国铝业等公司,凤凰网
2132,2018-10-15,[买入评级]有色金属行业周报：避险推升黄金 政策提振稀土,中财网
2133,2018-10-15,[增持评级]铝业周报：氧化下跌有限 铝价蓄势待起,中财网
2134,2018-10-11,媒体：中国铝业将购入印尼一个铝精炼项目部分股权,Wind
2135,2018-10-10,大变局：价格倒挂、逆市定增，寻找折上折标的,Wind
2136,2018-10-09,[公司信息]【增减持】中国铝业(02600.HK)遭Templeton Asset Management减持5446.8万股,格隆汇
2137,2018-10-08,港股异动︱LME期铝高位回落 中国铝业(02600)急挫12%,智通财经
2138,2018-10-08,快讯：LME期铝收跌 中国铝业在香港大跌11.49%,金融界
2139,2018-10-08,快讯：LME期铝收跌 中国铝业今日低开6.79%,格隆汇
2140,2018-09-29,中国铝业H股公告(赎回通知),上海有色
2141,2018-09-28,第二主业提升公司估值,红周刊
2142,2018-09-28,摩根士丹利上调中国铝业H股评级至高配,上海有色
2143,2018-09-22,第二主业提升公司估值,红周刊
2144,2018-09-21,用友助力中国铝业打造智慧财务云,砍柴网
2145,2018-09-20,有色金属行业：钴价继续上涨 交叉补贴标准利好铝价,广发证券
2146,2018-09-18,中国铝业拟为附属山西中润提供不超过8亿元担保,中国有色
2147,2018-09-17,中国铝业：2018年第一次临时股东大会、2018年第一次A股类别股东会及2018年第一次H股类别股东会决议公告,上交所
2148,2018-09-17,[快讯]中国铝业:为几内亚Boffa铝土矿项目提供融资担保,中财网
2149,2018-09-17,9月17日晚间上市公司十大重磅公告,巨丰财经
2150,2018-09-17,中国铝业：拟58亿元投建200万吨氧化铝项目,e公司
2151,2018-09-13,中国铝业今日大宗交易成交60万股，成交价3.97元折价0.0%,Wind资讯
2152,2018-09-10,[公司信息]【增减持】中国铝业(02600.HK)遭JP Morgan减持727.96万股,格隆汇
2153,2018-09-10,【权益变动】中国铝业(02600-HK)遭摩根大通减持727.96万股,财华社
2154,2018-09-07,破发、倒挂……大数据寻找弱市下的“避风港”,Wind
2155,2018-09-06,中铝集团的非洲足迹,中国有色
2156,2018-09-03,国家队五路资金持仓A股3.3万亿元市值占比6%,第一财经日报
2157,2018-09-02,【华泰有色李斌团队】海外钴价出现反弹，关注氧化铝涨价和电子新材料（周观点20180902）,华泰研究所有色金属
2158,2018-09-02,有色金属：氧化铝稳步上行 荐12股,广发证券
2159,2018-08-31,国家队二季度逆市增仓，证金汇金集中加仓一类股,红周刊
2160,2018-08-29,巨丰早评：震荡筑底是主基调,巨丰财经
2161,2018-08-29,稀土供需格局有望改善 逾6成公司 同比增长,证券日报
2162,2018-08-28,铝价复苏板块集体飙升！真相其实是这样的,Wind
2163,2018-08-28,[推荐评级]有色金属行业周报：步入9月 钴锡铝涨价逻辑或将逐步兑现,中财网
2164,2018-08-28,[买入评级]有色金属行业跟踪分析报告：金属价格普涨,中财网
2165,2018-08-28,巨丰午评：大盘短线遇阻 反弹有望延续,巨丰财经
2166,2018-08-28,中国铝业高走拉升5.01%报4.19元 成交4.84亿元,腾讯网
2167,2018-08-27,[推荐评级]有色金属行业周报：钴有止跌回升之势 电解铝存涨价空间,中财网
2168,2018-08-27,有色金属行业周报：基本金属价格上涨;钴价小幅反弹,中财网
2169,2018-08-27,美元回落 有色板块有望短期反弹(受益股),金融界
2170,2018-08-24,8月24日有38家公司获重要股东增减持 安车检测已被连续减持48次 减持股份,Wind
2171,2018-08-24,The Capital Group减持中国铝业(02600)1917万股，每股作价分别为3.19元,智通财经
2172,2018-08-24,[推荐评级]铝行业系列报告之(一)：供给端干扰因素频发 全球氧化铝供需短缺,中财网
2173,2018-08-22,【华创有色钢铁任志强团队】电解铝行业点评：多重利好推升氧化铝价格，积极关注相关受益标的,华创有色
2174,2018-08-22,底部特征已明显，22股机构看涨逾100%！,Wind
2175,2018-08-22,“国家队”二季度增持72只股超八成个股业绩向好,顶尖财经网
2176,2018-08-21,关于核准中国铝业股份有限公司向合格投资者公开发行公司债券的批复,证监会
2177,2018-08-21,基本金属及贵金属行业周报：氧化铝气势如虹 铜罢工暂告段落 员工变动,中财网
2178,2018-08-20,[推荐评级]有色金属行业周报：有色金属价格普跌 氧化铝一枝独秀,中财网
2179,2018-08-20,[增持评级]铝业周报：氧化铝一骑绝尘 下周3500!,中财网
2180,2018-08-20,[领先大市-A评级]有色金属行业周报：氧化铝涨价持续 继续看好钴铝金铜,中财网
2181,2018-08-20,[推荐评级]有色金属行业周报：底部配置价值已现 重点推荐钴锡铝产业链品种,中财网
2182,2018-08-20,[买入评级]有色金属行业跟踪报告：铝钴镍价格回升,中财网
2183,2018-08-20,解盘：市场继续低迷，权重权再度引领指数,Wind
2184,2018-08-20,有色行业公司发布半年报 多家公司盈利表现良好,股城网
2185,2018-08-20,8月20日早间公告集锦：卓翼科技变更董事长、总经理,金融界
2186,2018-08-20,早间公告：科伦药业有偿许可Harbour公司在国外开发、销售抗PD-L1单克隆抗体,Wind
2187,2018-08-17,[增持评级]中国铝业(601600)半年报点评：业绩符合预期 下半年氧化铝为主要看点,中财网
2188,2018-08-17,[增持评级]中国铝业(601600)半年报点评：量价齐升 做高质量产品的龙头,中财网
2189,2018-08-16,中国铝业上半年营收降低一成 经营现金流净额创5年来同期新高,每日经济新闻
2190,2018-08-16,中国铝业利润降8成、补贴翻3倍 上市11年股价跌去95%,新浪
2191,2018-08-16,[增持评级]中国铝业(601600)中报点评：铝板块盈利增加 H2关注氧化铝,中财网
2192,2018-08-16,【天风有色杨诚笑团队】中国铝业：量价齐升助力业绩稳增长，预期有望逐渐修复,笑看有色
2193,2018-08-16,今日81家公司公布半年报 17家业绩增幅翻倍,证券时报
2194,2018-08-16,【财通有色李帅华团队】中国铝业中报点评：低迷铝价拖累业绩，氧化铝价上行，业绩具备高弹性,风华绝色
2195,2018-08-16,[审慎增持评级]中国铝业(601600)中报点评：产销量提升 非经常损益大增,中财网
2196,2018-08-16,中国铝业上半年利润同比增加15% 中国电解铝产量呈负增长,澎湃新闻
2197,2018-08-16,中金：下调中国铝业A/H股评级至中性 行业高库存料压制铝价,上海有色
2198,2018-08-16,[中性评级]中国铝业(601600/02600.HK)中报点评：1H2018扣非后利润低于预期 高库存对铝价形成压力,中财网
2199,2018-08-15,中国铝业持续发力高质量发展 上半年实现利润总额19.3亿元,中国有色
2200,2018-08-15,中国铝业上半年净利8.48亿 同比增15.13%,21世纪经济报道
2201,2018-08-15,中国铝业上半年实现利润总额19.3亿元 同比增加22%,新浪
2202,2018-08-15,中国铝业：上半年净利润8.48亿元，同比增长15.13%,Wind
2203,2018-08-15,[推荐评级]有色金属行业点评研究报告：催化剂出现点燃多重利好助推电解铝价格上涨,中财网
2204,2018-08-15,基本金属及贵金属行业周报：西澳美铝罢工 铝市波澜再起! 员工变动,中财网
2205,2018-08-15,【有色-中国铝业(601600)】谢鸿鹤、张强（联系人）：氧化铝之星，H2静待花开！20180816,中泰证券研究所
2206,2018-08-14,[推荐评级]有色金属行业周报：铜铝相继出现大罢工 7月新能源汽车数据增长稳定,中财网
2207,2018-08-09,伦铝供需持续偏紧 港股有色板块或迎新一轮行情,证券之星
2208,2018-08-09,巨丰午评：科技股全面启动 紧盯量能是王道,巨丰财经
2209,2018-08-09,铝行业政策专题报告：政策频出 铝行业蓄势待发,中财网
2210,2018-08-09,港股异动︱沪铝涨至近两月新高 中国铝业(02600)现涨7.6%,智通财经
2211,2018-08-09,巨丰热点：铝业股呈现全线活跃 常铝股份涨停,巨丰财经
2212,2018-08-02,中铝郑研院成功实现赤泥土壤化修复,中国有色
2213,2018-08-02,中国铝业百亿级债转股将收官： 或成央企去杠杆样本,21世纪经济报道
2214,2018-08-01,马来西亚延长开采禁令，产能遭遇天花板，最“稳”的行业或是这个,Wind
2215,2018-08-01,[推荐评级]有色金属行业周报：政策边际宽松需求预期改善 有色金属有望迎来估值修复,中财网
2216,2018-07-31,中国铝业兰州分公司举行氨站液氨泄漏事故应急预案演练,中国有色
2217,2018-07-26,中国铝业今日大宗交易成交55万股，成交价3.84元折价0.0%,Wind资讯
2218,2018-07-25,有色铝板块再度起航，神火股份直线冲板,Wind
2219,2018-07-25,巨丰早评：短线反弹目标揭秘,巨丰财经
2220,2018-07-24,海外原材料行业一周回顾：洛阳钼业A股本周迎来大额解禁,中财网
2221,2018-07-24,巨丰收评：短线超跌机会仍有 中线逐步配置蓝筹股,巨丰财经
2222,2018-07-24,[推荐评级]有色金属行业周报：MB钴跌幅收窄 后市可期,中财网
2223,2018-07-24,港股异动︱A股大涨 中国铝业(02600)涨逾6%,智通财经
2224,2018-07-24,有色板块逐步走强，有色铝表现突出,Wind
2225,2018-07-24,用创新开启绿色发展之门——中铝青海分公司推动创新工作纪实,中国有色
2226,2018-07-23,[买入评级]有色金属行业跟踪：制裁古巴影响钴矿 库存低位沪锌反弹,中财网
2227,2018-07-19,财经头条丨阿里巴巴战略入股分众传媒；滴滴与软银联手进军日本出租车市场,和讯
2228,2018-07-19,上市公司并购重组升温 8起百亿级公司公布重组预案,财经
2229,2018-07-19,中国铝业拟收购关联方炭素资产,中证报
2230,2018-07-18,晚间重要公告2018年7月18日星期三,Wind
2231,2018-07-18,中国铝业：拟7.36亿向关联方收购炭素资产 完善铝产业链,e公司
2232,2018-07-18,中国铝业：拟约7.36亿元收购炭素资产及股权,Wind
2233,2018-07-16,[买入评级]有色金属行业跟踪：国内钴价企稳反弹 锡镍价格逆势上扬,中财网
2234,2018-07-16,陈全训到中国铝业驻桂企业调研,中国有色
2235,2018-07-13,有色金属行业观察：氧化铝价格如期反弹 如何看待持续性?,中财网
2236,2018-07-11,中国铝业质量攻坚战助推产品服务跨入高品质时代,上海有色
2237,2018-07-10,[强于大市评级]海外原材料行业一周回顾：阳光纸业终止出售协议,中财网
2238,2018-07-10,有色金属行业周报：蓝天保卫战打响 重点关注铝锡铜,中财网
2239,2018-07-09,年内逾2百家沪市公司披露增持计划 6股真金,证券日报
2240,2018-07-09,[互动]中国铝业：二季度市场供需在逐步改善,全景网
2241,2018-07-09,[互动]中国铝业：“铝大牛”平台已有电解铝交易成交,全景网
2242,2018-07-08,【财通有色—铝市春秋】铝业周报：铝土矿十年新高，氧化铝反弹在即,风华绝色
2243,2018-07-08,沪市公司上半年投资价值凸显 增持回购彰显信心,上交所
2244,2018-07-06,今日（7.6）中国铝业（601600）股票行情观点：均线空头排列，等待趋势反转,南方财富网
2245,2018-07-06,有色金属行业：铝业基本面扎实 安全边际抬升(附股),金融界
2246,2018-07-06,中国铝业跌1.45%，创年度新低，报3.41元,腾讯网
2247,2018-07-06,中国铝业跌0.87%，创年度新低，报3.43元,腾讯网
2248,2018-07-05,中国铝业：对部分氧化铝生产线实行弹性生产,Wind
2249,2018-07-05,中国铝业大跌5.22%，报3.45元,腾讯网
2250,2018-07-05,中国铝业跌2.47%，创年度新低，报3.55元,腾讯网
2251,2018-07-05,中国铝业跌0.82%，创年度新低，报3.61元,腾讯网
2252,2018-07-04,[强于大市评级]海外原材料行业一周回顾：临近中报季 此刻更应坚定信心,中财网
2253,2018-07-03,[看好评级]有色金属行业周报：反弹可期 逢低买入,中财网
2254,2018-07-03,中国铝业跌1.35%，创年度新低，报3.65元,腾讯网
2255,2018-07-02,中国铝业跌4.17%，创年度新低，报3.68元,腾讯网
2256,2018-07-02,请注意 中铝在搞大事,上海有色
2257,2018-06-27,中国铝业智能矿山、氧化铝智能工厂顶层设计及驻桂企业智能制造项目建设方案评审会召开,中国有色
2258,2018-06-27,"有色金属行业周报:降准缓解当前压力,短线行情可期长线谨慎",东兴证券
2259,2018-06-26,中国铝业：2017年度股东大会决议公告,上交所
2260,2018-06-26,中国铝业：拟10亿设立物资公司 实施集约化采购,e公司
2261,2018-06-26,[推荐评级]中国铝业(601600/02600.HK)包铝调研纪要依托能源优势 打造成本竞争力,中财网
2262,2018-06-26,[买入评级]有色金属行业跟踪：薪资干扰铜矿罢工 锂钴需求有望改善,中财网
2263,2018-06-25,中铝旗下中国稀土拟A股IPO：发行不超1.7亿股募资9亿,澎湃新闻
2264,2018-06-25,中国稀土拟A股IPO：拟幕资9亿发行不超1.7亿股,21世纪经济报道
2265,2018-06-25,专家诊股：港股后市偏弱　汇率上升不利资源股,金融界
2266,2018-06-25,同样的“债转股”，不一样的降杠杆效果,Wind
2267,2018-06-25,巨丰早参：定向降准来了！央行释放7000亿资金传递重大信号,巨丰财经
2268,2018-06-25,券商内资仍看好舜宇 中国铝业两控股子公司将合并,投资快报
2269,2018-06-24,多家公司发布增持公告：中国铝业等获得力挺,Wind
2270,2018-06-24,晚间重要公告2018年6月24日星期日,Wind
2271,2018-06-24,中国铝业股价临近一年低位 控股股东拟增持不超过10亿元,e公司
2272,2018-06-24,中国铝业：控股股东拟增持4亿元-10亿元,证券之星
2273,2018-06-22,中国铝业拟设合资中铝海外企业,中国有色
2274,2018-06-22,中国铝业：拟共同出资设立中铝海外发展有限公司,金融界
2275,2018-06-22,中国铝业两控股子公司将合并 持有遵义铝业52%股权,中证网
2276,2018-06-21,[公司]中国铝业拟将两控股子公司合并重组,全景网
2277,2018-06-21,中国铝业：子公司遵义氧化铝、遵义铝业拟合并重组,e公司
2278,2018-06-19,6月19日晚间利好消息汇总,证券时报网
2279,2018-06-19,中国铝业：1-5月份较好地完成了利润目标,证券时报
2280,2018-06-19,【财通有色—铝市春秋】氧化铝或在2800筑底,风华绝色
2281,2018-06-15,中国铝业贵州分公司矿业公司积极推进科技兴矿人才兴矿,上海有色
2282,2018-06-15,中国铝业与重庆南川区政府及重庆市博赛集团签署产业合作协议,上海有色
2283,2018-06-12,[看好评级]有色金属行业周报：电解铝机会显现 硬质合金迎重大机会,中财网
2284,2018-06-12,中铝增资几内亚铝土矿项目 至少开采60年,参考消息
2285,2018-06-11,中铝“铝土矿王国”几内亚再落子：拟10亿人民币投资新项目,澎湃新闻
2286,2018-06-11,【港股解码】投资几內亚铝土矿专案，难改中国铝业股价低迷,财华社
2287,2018-06-11,中国铝业就Boffa铝土矿项目中铝香港向几内亚方授出额外参股选择权,格隆汇
2288,2018-06-10,中国铝业：拟投资7.06亿美元建设几内亚Boffa铝土矿项目,Wind
2289,2018-06-09,中铝大有色棋局:三家上市公司资产近千亿 多方式扭亏,中国经营报
2290,2018-06-09,中国铝业：关于2017年度股东大会的延期公告,上交所
2291,2018-06-04,[看好评级]有色金属行业周报：关注电解铝和硬质合金,中财网
2292,2018-06-04,有色铝板块午后异动,Wind
2293,2018-06-04,[推荐评级]有色金属行业周报：镍价启动 继续看好,中财网
2294,2018-06-04,[买入评级]有色金属行业月度观察：平淡中隐藏机会,中财网
2295,2018-06-03,全球金属牛市持续，中铝开启海外最大铜矿二期扩建项目,Wind
2296,2018-06-01,融资客青睐27股，联创光电买入占比高达51.30％,Wind
2297,2018-05-31,中铝集团党组听取中国铜业工作汇报,中国有色
2298,2018-05-30,【港股解码】中铝入滇，有色行业即将迎来大调整,财华社
2299,2018-05-30,恒指放量下跌1.4%，周期股跌幅居前,Wind
2300,2018-05-29,中国铝业集团有限公司副总经理、中国铝业股份有限公司总裁卢东亮发表主题演讲,证券时报网
2301,2018-05-29,千亿级重组 中铝整合云冶集团,北京商报
