,2021-12-31,北船重工升级并正式脱离武船集团“回归”青岛,国际船舶
1472,2019-03-22,科创板上市委、咨询委名单公示 今日预披露IPO名单,中国经济网
1473,2019-03-22,克来机电董事李明入选科创板委员候选名单,证券日报
1474,2019-03-22,千呼万唤始出来科创板最重要的两大名单终于公布了！,中财网
1475,2019-03-21,科创板“发审委”候选人名单公布：两位董秘入选,新浪
1476,2019-03-21,上交所公示科创板上市委员会候选人名单 三一重工向文波成“老大哥”,每日经济新闻
1477,2019-03-21,上交所公示第一届科创板股票上市委员会委员候选人名单，共48人,Wind
1478,2019-03-21,中信证券(06030.HK)2018年净利润降17.87%至93.9亿元 拟10派3.5元 盈利能力下降,格隆汇
1479,2019-03-21,华泰证券：兴船振产立潮头奋楫扬帆谱新篇,华泰证券
1480,2019-03-21,华泰证券：我国有望推进船舶行业战略性重组(附股),证券时报网
1481,2019-03-20,中国重工拟将持有的渤船重工100%股权划转给大船重工,中证网
1482,2019-03-20,军工板块后市仍有弹性,中证报
1483,2019-03-19,19日晚公告精选丨多家公司披露业绩分红事项,21世纪经济报道
1484,2019-03-19,中国重工：下属子公司被裁定进入破产清算程序 关联方问题,Wind
1485,2019-03-19,中国重工：下属子公司大船船务和大船钢业被裁定进入破产清算程序 关联方问题,e公司
1486,2019-03-19,"【航天军工船舶制造行业】兴船振产立潮头,奋楫扬帆谱新篇",格隆汇
1487,2019-03-18,航母概念盘中崛起，亚星锚链冲击涨停,Wind
1488,2019-03-15,[增持评级]船舶制造Ⅱ：积极稳妥推进船舶行业战略性重组 南北船合并或将渐行渐近,中财网
1489,2019-03-15,财融汇·早间必读 | 20180315,财通证券融资融券部
1490,2019-03-13,财融汇·早间必读 | 20180313,财通证券融资融券部
1491,2019-03-07,【安信军工-行业报告】军工行业债专题研究,安信军工冯福章
1492,2019-03-07,工业综合：军工行业债专题研究,安信证券
1493,2019-03-06,【国金晨讯】政府工作报告哪些地方超预期？高新兴:战略聚焦主航道，转型蜕变再出发；MWC2019:看好时延敏感场景下的5G落地,国金证券研究所
1494,2019-03-06,国金证券：国防预算稳健增长 装备升级打开新成长空间,证券时报网
1495,2019-03-05,政府工作报告：培育五大新兴产业集群 壮大数字经济,中证网
1496,2019-03-01,【安信军工】船舶板块最新观点电话会议纪要~20190227,安信军工冯福章
1497,2019-02-28,两会召开在即，国企改革再次刷屏，这些要点必看,Wind
1498,2019-02-28,工银瑞信成立12年老基金至今亏损，规模缩水达九成 规模大幅缩水,凤凰网
1499,2019-02-27,巨丰午评：大金融轮番驱动股指,巨丰财经
1500,2019-02-26,工业综合：军民船迎双拐点背景下船舶板块值得重点关注 荐5股,安信证券
1501,2019-02-26,安信冯福章：中国重工估值仍处于底部 配置价值凸显,金融界
1502,2019-02-24,潍柴动力（SZ.000338）：真正的《流浪地球》概念股？,环球老虎财经
1503,2019-02-22,中国重工：龙头企业优势提升，剥离亏损轻装上阵,证券时报网
1504,2019-02-22,各路资金追逐军工股大飞机概念率先崛起,证券时报
1505,2019-02-21,军工股业绩稳定与成长兼容 几路资金竞相增持,e公司
1506,2019-02-21,【招商军工】军工整体配置比例仍低，主动型基金重仓航空产业链——2018Q4公募基金军工持仓分析,招商军工研究
1507,2019-02-21,财融汇·早间必读 | 20180221,财通证券融资融券部
1508,2019-02-20,02月20日 56只股票封板 船舶制造板块涨幅最大,每日经济新闻
1509,2019-02-20,午评：创指失守1400点沪指跌0.15% 养殖业板块走强,新浪
1510,2019-02-19,02月19日 69只股票封板 多元金融板块涨幅最大,每日经济新闻
1511,2019-02-19,43股获券商买入评级 傲农生物目标涨幅达37.83%,Wind
1512,2019-02-19,【军工-冯福章】中国重工：军民船行业迎双拐点，军工市值第一股价值凸显,安信证券研究
1513,2019-02-18,C919加速量产 大飞机产业链望受益,证券时报网
1514,2019-02-18,02月18日 盘中突破年线个股一览,每日经济新闻
1515,2019-02-14,02月14日 收盘突破年线个股一览,每日经济新闻
1516,2019-02-02,工业综合：船舶板块关注提升 荐15股,和讯
1517,2019-02-01,【浙商电新】深度：解构产业链，海上风电投资花哪了？,浙商证券研究所
1518,2019-01-30,中国动力：签订重组框架协议,金融界
1519,2019-01-30,长江军工 | 军情观瞻0130,微信
1520,2019-01-24,工业综合：船企完成大幅资产减值 荐6股,和讯
1521,2019-01-21,"国防军工行业周报:民船重组有望,军船持续景气",国海证券
1522,2019-01-18,传媒、计算机、军工有望“咸鱼”翻身,红周刊
1523,2019-01-16,工业综合：嫦娥四号任务取得圆满成功,和讯
1524,2019-01-16,【异动股】船舶制造板块下挫，天海防务(300008-CN)跌3.62%,财华社
1525,2019-01-14,今日23股突破五日均线 1月14日突破五日均线个股乖离率排名,金投网
1526,2019-01-14,江苏国茂IPO疑云：背离行业的盈利奇迹是怎样练成的,第一财经
1527,2019-01-12,传媒、计算机、军工有望“咸鱼”翻身,红周刊
1528,2019-01-09,不济之年 大股东们增减持亮明态度 减持股份,全景网
1529,2019-01-09,【军工-冯福章】船舶行业深度：军船订单19年较高增长确定性大，民船处在长周期底部现逐步回暖,安信证券研究
1530,2019-01-07,孙金钜：中国动力试水定向可转债融资，再融资迎来大变革,腾讯网
1531,2019-01-07,财融汇·早间必读 | 20180107,财通证券融资融券部
1532,2019-01-07,重现净增持 产业资本抢筹煽动了啥,中证报
1533,2019-01-07,开年首周资金连续买入324只个股 机构扎堆推荐11股,证券日报
1534,2019-01-07,开年567只个股连涨3日先走强 115家公司年报业绩预喜,证券日报
1535,2019-01-07,2019年A股首周喜迎开门红 逾70亿元大单布局三板块,证券日报
1536,2019-01-04,中国动力：军民融合典范之作海洋核动力平台,财经网
1537,2019-01-04,财融汇·早间必读 | 20180104,财通证券融资融券部
1538,2019-01-04,"中国动力军民融合加速推进 资产重组首试""定向可转债""支付",中国网
1539,2019-01-03,财经早报：2019年A股大幕拉开 机构看中五大板块机会,新浪
1540,2019-01-03,国际资金接连流入 A股震荡筑底概率大,证券时报
1541,2019-01-03,中国动力投巨资“军转民” 瞄准600亿元规模燃气动力市场,证券日报
1542,2019-01-02,【海通策略】12月减持额上升（荀玉根、王一潇）,股市荀策
1543,2019-01-02,中国动力多元证券组合优化资本结构,中证网
1544,2019-01-02,混改激荡“财富效应” A股昂首在望,中证报
1545,2019-01-01,全球企业创新力排行公布 这些中国公司上榜,新浪
1546,2018-12-31,西南证券：减持 增持市值均环比增加两成多,西南证券
1547,2018-12-29,强势股追踪 主力资金连续5日净流入79股,证券时报
1548,2018-12-28,这根中阴线不太妙 短线或仍将在2500点附近弱势震荡,火山财富
1549,2018-12-26,【国金策略李立峰】融资余额下降，二级市场延续净减持--资金周度监测138期,策略李立峰与行业配置笔记
1550,2018-12-25,2500点稳了吗？没有！今日留意这只船舶制造概念股,火山财富
1551,2018-12-24,个股成交量骤增、骤减排行榜|2018年12月24日,云掌财经
1552,2018-12-24,散户出逃最多个股排行|2018年12月24日,云掌财经
1553,2018-12-20,中国重工卖俩亏损公司给控股股东，大“赚”21亿 投资失误,国际金融报
1554,2018-12-20,海工业务亏损多年 中国重工拟向股东转让亏损资产,中证报
1555,2018-12-20,增持+回购彰显公司信心 4只个股有望迎超跌反弹机会,证券日报
1556,2018-12-19,剥离亏损资产 中国重工聚焦主业 投资失误,e公司
1557,2018-12-19,中国重工：第四届董事会第十四次会议决议公告,上交所
1558,2018-12-19,19日公告精选丨同洲电子：获华夏人寿举牌，持股比例达10% 控制人变化,21世纪经济报道
1559,2018-12-19,中国重工拟出售亏损资产 控股股东零对价接盘,大众证券报
1560,2018-12-19,控股股东接手亏损海工资产 中国重工轻装上阵聚焦主业 亏损,中证网
1561,2018-12-19,中国重工：拟向控股股东出售亏损海工板块资产,e公司
1562,2018-12-18,光大策略 | 资金净流入14亿元，宏观流动性偏紧 ——第49周股市资金跟踪,超悦策略
1563,2018-12-14,【晨会纪要】策略丁文 银河证券晨会纪要—20181214,中国银河证券研究
1564,2018-12-13,债转股资金到位率大幅提升 国寿参与债转股金额达580亿元,证券日报
1565,2018-12-12,国资委副主任翁杰明：中石油、中石化位列年内已分红A股企业前两位,每日经济新闻
1566,2018-12-12,军工行业周报(第45期):关注具备边际变化的民参军标的和高景气的中游细分领域龙头,正点财经
1567,2018-12-12,【国金策略】汇率承压，二级市场净减持--资金周度监测136期,策略李立峰与行业配置笔记
1568,2018-12-11,11日公告透露利好 11只个股有望爆发,中金在线
1569,2018-12-11,A股早报2018年12月11日星期二,Wind
1570,2018-12-11,周二最新重磅公司传闻集锦(12月11日),证券之星
1571,2018-12-10,A股头条之上市公司公告精选（12.11）,金融界
1572,2018-12-10,中国重工：控股股东三度发起增持，拟买入1亿元-5亿元,Wind
1573,2018-12-10,沪深上市公司18年12月10日晚间上市公司重要公告,全景网
1574,2018-12-10,涨停板早知道：七大利好明日有望发酵,新浪
1575,2018-12-10,中国重工：控股股东方面拟1-5亿元增持,e公司
1576,2018-12-10,国寿债转股新项目：80亿入股中电核，投后持股26.76%,澎湃新闻
1577,2018-12-08,北上资金连续两周百亿净买入 金融地产频获加仓,证券时报
1578,2018-12-02,地方国企市场化债转股第一单落地 华菱钢铁拟70亿购控股股东资产,e公司
1579,2018-11-30,中国动力股票行情好不好？中国动力股票（600482）行情,益盟操盘手
1580,2018-11-28,财融汇·早间必读 | 20181128,财通证券融资融券部
1581,2018-11-20,11月20日 35只股票封板 贵金属板块涨幅最大,每日经济新闻
1582,2018-11-19,保险机构获准设债转股子公司，能缓解债转股落地难的老问题吗,澎湃新闻
1583,2018-11-19,吴跃：积极化解不良资产支持供给侧结构性改革,新浪
1584,2018-11-16,巨丰周报：题材遍地开花 A股剑指箱体上沿,巨丰财经
1585,2018-11-16,十大机构预测下周大盘走势 历史大底结构规律曝光,证券之星
1586,2018-11-16,巨丰微策略：全线走强还需时日,巨丰财经
1587,2018-11-15,360、顺丰等被纳入MSCI 主题基金再现投资机会,国际金融报
1588,2018-11-15,政策暖风频吹，军工整合暗流涌动，这些必看,Wind
1589,2018-11-15,中国重工被纳入MSCI中国指数,中证网
1590,2018-11-15,MSCI成份股变动影响个股股价走势,广州日报
1591,2018-11-14,MSCI新兴市场指数公布季度调整结果 三六零顺丰控股在列,中金在线
1592,2018-11-14,多只A股获纳入MSCI新兴市场指数 三六零顺丰控股在列,中财网
1593,2018-11-14,MSCI：新兴市场指数和全球指数中新增48只股票，删除66只股票,Wind
1594,2018-11-11,【东兴军工】三季度基金两大重仓王：中航光电和中航沈飞,军工e洞察
1595,2018-11-09,中国东方：尤其关注股票质押爆仓带来的救助、重组等投资机会,澎湃新闻
1596,2018-11-08,东方资产前三季度不良资产业务余额增长82%,北京商报
1597,2018-11-07,11月07日 48只股票封板 贵金属板块涨幅最大,每日经济新闻
1598,2018-11-06,机械军工行业周报,正点财经
1599,2018-11-05,机械制造：机械军工周报 荐10股,开源证券
1600,2018-11-02,社保证金汇金三季度调仓动向曝光,中证报
1601,2018-11-01,融资客青睐33股，豫能控股买入占比高达47.69%,Wind
1602,2018-10-31,五大救市基金“清盘”的股票去哪儿了？“国家队”最新持股路线曝光 基金清算,21世纪经济报道
1603,2018-10-31,五大救市基金清盘的股去哪儿了?国家队最新持股路线 基金清算,21世纪经济报道
1604,2018-10-31,5张图一览A股10月全貌，政策利好密集、增持潮、外资抄底……,Wind
1605,2018-10-31,【超级大单】 10月31日 6只个股特大单净流入超亿元,每日经济新闻
1606,2018-10-29,中国重工：前三季度净利润同比增28.03%,Wind
1607,2018-10-24,A股护盘再砸43亿：股东出手阔气 11家公司获亿元增持,证券时报
1608,2018-10-21,150只个股跌破增发价 逾八成公司三季报业绩预喜,证券日报
1609,2018-10-17,盘前参考：91亿 反弹节点五浪已结束 只等真金白银,中财网
1610,2018-10-16,10月16日有27家公司获重要股东增减持 华邦健康已被连续增持36次,Wind
1611,2018-10-16,中国海防控股股东拟增持并回购公司股份,证券日报
1612,2018-10-15,[同步大市-A评级]机械行业周报：布油回调至80美元附近 但仍处利于油气勘探开采扩张区间,中财网
1613,2018-10-15,年内逾600家公司获大股东高管增持,证券日报
1614,2018-10-13,稳定信心 多家上市公司继续披露回购方案,金融界
1615,2018-10-12,A股再掀回购潮 多家上市公司加入“抄底”阵营,投资快报
1616,2018-10-12,12日公告透露利好 14只个股有望爆发,中金在线
1617,2018-10-12,沪指失守2600点创近四年新低 “三破股”布局机会显现,证券日报
1618,2018-10-11,公告精选：上市公司增持回购潮再现；皖能电力前三季度预盈逾2.7亿元,e公司
1619,2018-10-11,10月12日利好公告迎爆发,中证网
1620,2018-10-11,10月12日增减持,中证网
1621,2018-10-11,中国重工：控股股东拟斥资1亿至5亿元增持,e公司
1622,2018-09-21,两市共41只个股发生大宗交易 总成交约14.01亿元,证券时报网
1623,2018-09-21,中国重工今日大宗交易成交81.53万股，成交价4.67元折价-8.6%,Wind资讯
1624,2018-09-19,"中国重工:中报业绩高速增长,看好海军装备龙头长期发展",方正证券
1625,2018-09-16,外围市场牵动A股神经 震荡探底走势或延续,大众证券报
1626,2018-09-14,曾经多“一日游”行情如今打起持久战 军工股为啥不一样了？,证券时报
1627,2018-09-13,公告“特意”强调乐普医疗董秘恐怕花式护盘变砸锅,新浪
1628,2018-09-12,5元以下个股较年初增逾两倍 机构重仓187只低估值股,证券日报
1629,2018-09-11,军工板块逆势走强军工基金表现亮眼 机构这样说,中国基金报
1630,2018-09-07,破发、倒挂……大数据寻找弱市下的“避风港”,Wind
1631,2018-09-07,川财证券：板块中报业绩增长明显 8股值得关注,证券时报网
1632,2018-09-07,吴跃：积极主动支持和参与深化供给侧结构性改革提升服务实体经济质效,新华网
1633,2018-09-05,财融汇·早间必读 | 20180905,财通证券融资融券部
1634,2018-09-04,中证数据：两市资金净流入前20股（9月4日）,中证网
1635,2018-08-31,【方正军工 | 中报点评】中国重工：中报业绩高速增长，看好海军装备龙头长期发展,小虎之塞上军章
1636,2018-08-29,29日早间两市重要公司新闻速递,证券时报网
1637,2018-08-28,今日数据：万达电影上半年净利同比增长1.46％,金融界
1638,2018-08-28,28日晚公告精选丨三六零披露回A首份业绩答卷,21世纪经济报道
1639,2018-08-28,中国重工2018年中期净利大幅增长52%,中证网
1640,2018-08-28,中国重工上半年净利润增长51.73% 前十大流通股东中两位退出,中金在线
1641,2018-08-28,中国重工：上半年净利9.5亿元 增长超五成,e公司
1642,2018-08-27,航空航天军工行业周报：中报业绩密集发布 持续关注拐点逻辑的信号验证,中财网
1643,2018-08-16,外围局势动荡引发全球股市下跌,国盛证券
1644,2018-08-15,A股“进化论”新方法 成长股估值体系重塑,和讯
1645,2018-08-15,【国金策略】强美元，新兴市场面临的资金压力--资金周度监测123期（魏雪/李立峰等）,策略李立峰与行业配置笔记
1646,2018-08-14,财融汇·早间必读 | 20180814,财通证券融资融券部
1647,2018-08-13,[增持评级]航空航天行业周报：看好军工反弹 推荐飞行器产业链,中财网
1648,2018-08-13,航空航天军工行业周报：中船重工集团启动增持 关注估值底部布局机会,中财网
1649,2018-08-13,2018年7月船舶工业月报：支线箱船、LNG/LPG船、邮轮高景气,中财网
1650,2018-08-10,A股情报：外资动向露端倪 关注两大不确定性因素,凤凰网
1651,2018-08-09,中国重工：2017年年度权益分派实施公告,上交所
1652,2018-08-09,8月9日有24家公司获重要股东增减持 传化智联已被连续增持26次,Wind
1653,2018-08-09,长江军工 | 军情观瞻0809,长江军工研究
1654,2018-08-09,今年将围绕27项工作要点降低企业杠杆率,中国保险报
1655,2018-08-09,中国重工大股东出手增持 增持总金额1-5亿元,中证网
1656,2018-08-09,财融汇·早间必读 | 20180809,财通证券融资融券部
1657,2018-08-09,周四最新重磅公司传闻集锦(8月9日),证券之星
1658,2018-08-09,212家公司“破净”，央企、地方国资入场买买买,Wind
1659,2018-08-08,公告精选：上市公司回购增持潮再起；英力特半年度分配拟10派12元,e公司
1660,2018-08-08,中船重工及其一致行动人拟1亿至5亿元增持中国重工,中证报
1661,2018-08-08,中国重工：控股股东及其一致行动人拟1至5亿元增持股份,e公司
1662,2018-08-08,中船重工拟大举增持中国重工、中国动力,Wind
1663,2018-08-02,祝贺|北拓资本创始合伙人黄少东入选2018年福布斯中国“30位30岁以下精英”榜单,南方财富网
1664,2018-07-31,隆华节能中报业绩大增150.44%，管理革新和业务转型助力二次腾飞,证券时报
1665,2018-07-30,财融汇·早间必读 | 20180730,财通证券融资融券部
1666,2018-07-30,2018Q2军工重仓占比仍然处于历史低位 看好全年投资机会,证券之星
1667,2018-07-26,国防军工股票有哪些？国防军工概念股一览表,证券日报
1668,2018-07-25,[看好评级]公募基金2018Q2军工重仓股持仓占比统计：2018Q2军工重仓占比仍然处于历史低位 看好全年投资机会,中财网
1669,2018-07-25,4天372亿元资金涌入近千只个股 钢铁等三行业最受青睐,金融界
1670,2018-07-24,军工混改率先掀起第三批央企混改试点炒作大幕！,巨丰财经
1671,2018-07-24,【安信军工-每周观点0722】重申关注军工板块跟随创业板的反弹性机会，18年军工板块将呈现明显的阶段性行情,安信军工冯福章
1672,2018-07-24,[领先大市-A评级]2018Q2公募基金持仓分析(国防军工行业)：四年低位 集中于主机厂和航空产业链,中财网
1673,2018-07-23,三类军工股强势崛起 逾9亿元资金追捧59只概念股,证券日报
1674,2018-07-23,三只国家队基金重仓持有 海航控股重组预期升温,中金在线
1675,2018-07-23,7月23日中国重工（601989）股票行情观点：暂时观望,南方财富网
1676,2018-07-23,安信冯福章：基金持仓比例下降 继续关注军工反弹,金融界
1677,2018-07-23,价值投资理念缺乏，A股短期难以复苏,新京报
1678,2018-07-19,3只国家队基金二季度继续重仓大蓝筹,证券时报
1679,2018-07-16,船舶制造板块涨幅居前 *ST船舶涨停,中国经济网
1680,2018-07-13,整合优质资产，国资改革多点开花，好戏在后头,Wind
1681,2018-07-13,2018年6月船舶工业月报：船价与新签订单量延续升势,中财网
1682,2018-07-08,兴证军工石康团队每日资讯20180709:沈阳市出台加快推进军民融合产业发展若干政策措施,国防军工参考
1683,2018-06-29,【主题研究】船舶配套专题：全面推进国产替代 力争实现弯道超车,中财网
1684,2018-06-27,机构称军工板块下半年有望突破向上 锁定10只龙头股,证券日报
1685,2018-06-20,逾千股股价创三年来新低 累计跌幅超五成！这些低估值绩优股被错杀？,中财网
1686,2018-06-18,[买入-A评级]中集集团(000039)快报：坚实的价值 清晰的成长,中财网
1687,2018-06-15,[增持评级]中国动力(600482)简评：增资收购陕柴重齿 公司业绩有望增厚,中财网
1688,2018-06-15,"中国动力:收购整合集团资产增厚业绩,估值有望获得修复",正点财经
1689,2018-06-15,改革开放40周年之不得不谈国企改革 13行业掘金概念股,证券时报网
1690,2018-06-15,要讯：中国中铁“债转股”迈出关键一步,中证网
1691,2018-06-15,中船重工整合应急资产入市 集团资产证券化率目标直指70%,证券日报
1692,2018-06-14,四家子公司拟引资116亿 中国中铁迈出降负债关键一步,国际金融报
1693,2018-06-14,中国中铁债转股迈出关键一步 旗下四公司拟引资116亿,中国经济网
1694,2018-06-14,中船重工集团倒手旗下两公司资产：折价买入溢价卖出,21世纪经济报道
1695,2018-06-14,《项目名单》支持工业互联网发展 6股月内吸金近16亿,证券日报
1696,2018-06-13,中船重工集团债转股项目持续推进 中国动力获两公司控股权,每日经济新闻
1697,2018-06-13,中国重工成全球最具创新力企业百强榜唯一造船企业,中国水运网
1698,2018-06-13,中国应急将逐步注入中船重工应急资产,中证报
1699,2018-06-12,兴证军工石康团队每日资讯20180613：甘肃三年内建设20个以上军民融合协创中心,微信
1700,2018-06-12,中国动力：拟总价34.7亿元收购中船重工集团持有的两公司股权,e公司
1701,2018-06-12,[增持评级]船舶制造Ⅱ行业深度报告：海工市场即将回暖 新型装备增长空间广阔,中财网
1702,2018-06-07,财融汇·早间必读|20180607,财通证券融资融券部
1703,2018-06-04,中国重工入选福布斯全球最具创新力企业榜,中证网
1704,2018-06-04,防风险金融去杠杆寻找不差钱的公司,股市动态分析
1705,2018-06-04,[增持评级]军工行业周报：关注一季报资产负债表中积极变化 寻找估值扩张期标的,中财网
1706,2018-06-04,2018年5月上证50股票名单 上证50股票名单详情,南方财富网
1707,2018-06-03,前5月定增发行规模缩水近半,中证报
1708,2018-05-31,连云港这家公司与腾讯一起，上榜福布斯全球创新百强,苏南网
1709,2018-05-31,上证50股票名单2018 2018年上证50名单是哪些？,南方财富网
1710,2018-05-31,时隔4年半沪指再现六连阴 3000点整数关口面临考验,深圳商报
1711,2018-05-30,动真格了！军工集团证券化加速，下一个是谁？,--
1712,2018-05-29,稳中求进 奋发有为 建设具有国际影响力的证券交易所——上海证券交易所2017年总经理工作报告（节选）,上交所
1713,2018-05-29,188只个股创5178点以来新低,证券时报
1714,2018-05-29,2018年5月上证50股票名单 上证50股票名单详情（5/29）,南方财富网
1715,2018-05-28,探秘A股股东人数NO.1公司 京东方董事长透露未来3年目标,和讯
1716,2018-05-28,沪深两市遭空头主力打压的50只股,证券之星
1717,2018-05-26,中国重工：关于召开2017年年度股东大会的通知,上交所
1718,2018-05-25,*ST船舶大减值玄机,证券市场周刊
1719,2018-05-24,[数说]巨无霸上市A股下跌概率87% 富士康重演中石油?,中国经济网
1720,2018-05-21,今年以来42家上市公司遭遇定增破发,财界网
1721,2018-05-18,【安信军工-公司深度0401】中国船舶：PB处10年历史底部，民船回暖提供弹性,安信军工冯福章
1722,2018-05-15,[推荐评级]国防军工行业2017年年报及2018年一季报总结：十三五期间采购加速 关注混改主题及航空装备、民参军订单释放,中财网
1723,2018-05-15,[增持评级]海通军工行业周报：估值修复行情可期,中财网
1724,2018-05-14,【安信军工-每周观点0429】一季报显示军工行业基本面改善，依旧首选航空装备,安信军工冯福章
1725,2018-05-14,巨丰早参：富士康IPO申请获批 这些股值得关注,巨丰财经
1726,2018-05-14,14日早新闻：MSCI成分股或周二敲定，本周将公布重磅数据！解禁市值重回千亿,21经济网
1727,2018-05-14,首艘国产航母开始海试 相关上市公司望受市场关注,金融界
1728,2018-05-14,首艘国产航母开始海试 多家上市公司参与建造,证券时报
1729,2018-05-13,涨停板早知道：七大利好明日有望发酵,新浪
1730,2018-05-13,[增持评级]中国动力(600482)深度研究：海洋动力产业龙头 内生外延增长强劲,中财网
1731,2018-05-13,中船重工集团：旗下多家上市公司参与首艘国产航母建造,e公司
1732,2018-05-11,1258只个股今日尾盘资金净流入,证券时报网
1733,2018-05-11,[中性评级]机械设备行业深度研究：供需力量加速逆转 船舶制造业有望走出周期底部,中财网
1734,2018-05-10,最新上证50股票名单 20185月份上证50指数成分股列表发布,南方财富网
1735,2018-05-10,[买入评级]建筑和工程行业研究周报：超财政红线地区数或达10% 央企去杠杆或迎热潮,中财网
1736,2018-05-10,"中国动力:业绩稳步增长,坚定看好公司长期发展中国动力",证券之星
1737,2018-05-09,【安信军工-行业报告】军工混改：实质性进展和阶段性行情,安信军工冯福章
1738,2018-05-09,[增持评级]军工行业2017年报与2018一季报业绩综述：2017业绩增速放缓 2018Q1明显改善,中财网
1739,2018-05-09,中国重工聘任姚祖辉担任常务副总经理,中港网
1740,2018-05-09,股市快讯：船舶制造板块低迷 天海防务领跌,中国经济网
1741,2018-05-08,[买入评级]深度*公司*中国动力(600482)年报及季报点评：业绩稳步增长 坚定看好公司长期发展,中财网
1742,2018-05-07,上证50包括哪些股票|2018年上证50有哪些股票？,南方财富网
1743,2018-05-02,[推荐评级]中国重工(601989)年报及季报点评：业绩低于预期但经营活动现金流明显好转,中财网
1744,2018-05-02,安信冯福章：一季报显示军工基本面改善 首选航空装备,金融界
1745,2018-05-02,透过沪深上市公司2017年年报看高质量发展,顶尖财经网
1746,2018-05-01,沪市公司2017年业绩稳中向好 经营质量再上新台阶,上交所
1747,2018-04-28,中国重工：与大连海事大学开展无人船技术合作,e公司
1748,2018-04-27,上证50股票名单有哪些？上证50股票是哪些？,南方财富网
1749,2018-04-27,中国重工去年全年净利8.38亿,中港网
1750,2018-04-27,中国重工：2017年净利润同比增20.00%,Wind
1751,2018-04-27,中国重工：一季度净利润同比减1.00%,Wind
1752,2018-04-25,董明珠曾言5年不分红也没人拿自己怎样 今真不分红,新浪
1753,2018-04-25,[看好评级]国防军工行业事件点评：美英法突袭叙利亚 地缘政治紧张构成短期事件驱动,中财网
1754,2018-04-23,看好中国｜国产航母海试有望带来结构性机会,巨丰财经
1755,2018-04-23,国产航母海试在即 产业链上市公司全面曝光,和讯
1756,2018-04-19,中国东方：市场化债转股落地的效率没有预先判断的快,澎湃新闻
1757,2018-04-19,并购市场一季度表现平淡 出境并购活跃成亮点,金融界
1758,2018-04-19,[看好评级]军工行业事件点评：美英法突袭叙利亚 地缘政治紧张构成事件驱动,中财网
1759,2018-04-18,上证50指数成份股目前还算不算低估？,银行信息港
1760,2018-04-17,大洋一号起航海试 哪些航母概念股值得关注？,南方财富网
1761,2018-04-16,知识产权保护五领域展现“中国智慧” 知识产权概念股一览,南方财富网
1762,2018-04-15,中东局势动荡，战略性看多黄金原油军工？这只石油股的股东户数竟比上轮牛市起点还少40多万户！,每日经济新闻
1763,2018-04-13,你不可不知的博鳌会主题机遇：工业互联网,慧聪工程机械
1764,2018-04-13,消息空窗期 你需要抓住两根“救命稻草”,银行信息港
1765,2018-04-13,巨丰资金流向：两市延续缩量调整 软件服务板块活跃,巨丰财经
1766,2018-04-13,板块异动：国防军工强势拉升 亚星锚链一度触及涨停,中金网
1767,2018-04-13,午评：高开低走沪指跌0.39% 国防军工板块走强,腾讯网
1768,2018-04-13,国防军工板块走强 国产大飞机产业链领涨,中证网
1769,2018-04-13,快讯：军工股早盘异动拉升 亚星锚链涨逾7%,红周刊
1770,2018-04-12,最新沪市主力大单流出前20股(4/10),中财网
1771,2018-04-11,上证50股票名单 2018上证50股票最详情,南方财富网
1772,2018-04-11,迪马股份控股股东启动重组 中国华融拟深度参与,每日经济新闻
1773,2018-04-10,主板要崛起了吗？逾67亿资金抢筹27股！机构增持股曝光（名单）,财富动力网
1774,2018-04-10,迪马股份大股东引入华融资产 东银控股启动债务重组进程,证券时报网
1775,2018-04-10,首艘国产航母或将海试 国产航母概念股有哪些？,金融界
1776,2018-04-10,迪马股份：第一大股东正式启动重组工作,股城网
1777,2018-04-10,应对危机，迪马股份大股东引入华融资产重组债务,经济观察网
1778,2018-04-10,航母板块进入战略配置期 11只概念股吸金逾8亿,金融界
1779,2018-04-09,迪马股份智慧农业双双公告 AMC带头大哥华融参与东银债务重组,21世纪经济报道
1780,2018-04-09,4月9日晚间重要行业研究汇总(附股),中金在线
1781,2018-04-09,338亿资金争夺20股：主力资金重点出击9股(名单),新浪
1782,2018-04-09,聚焦不良资产主业 四大AMC实现稳健增长,金融界
1783,2018-04-09,军工行业周报：军工板块持续上涨 看好后续投资机会,中财网
1784,2018-04-04,【主题研究】船舶工业专题：下行十年 拐点将至,中财网
1785,2018-04-03,[买入-B评级]中国船舶(600150)公司分析：PB处10余年历史底部 民船回暖提供弹性,中财网
1786,2018-04-02,“大国重器”振奋人心激活人气营收榜单揭示工程机械龙头股,慧聪网
1787,2018-04-02,24天！又一只独角兽将上会闯关！或创造A股IPO新速度！,证券之星
1788,2018-04-02,“南北船合并”概念股集体冲高,Wind
1789,2018-04-02,财融汇·早间必读 | 20180402,财通证券融资融券部
1790,2018-04-02,[中性评级]船舶行业点评：行业触底 中国将加快整合和去产能,中财网
1791,2018-04-02,“南北船合并”概念股尽数走低,Wind
1792,2018-04-02,开盘：三大股指高开沪指涨0.03% 宁德时代概念股大涨,新浪
1793,2018-03-31,首季A股疲软 创业板逆市上扬,瑞达期货
1794,2018-03-30,媒体：国务院原则上批复南北船合并 中国神船呼之欲出！,中财网
1795,2018-03-30,7000亿“中国神船”浮出水面 内部人士透露行业四大利好,金融界
1796,2018-03-30,创业板指涨1.8%，题材股全线走强,21世纪经济报道
