,2021-12-31,年终盘点｜券商今年整体跑输市场 板块中8家上涨 中银证券年内腰斩成最“熊”,金融界
2993,2020-01-10,趋势巡航：盘后重磅 下周回调,金融界
2994,2020-01-09,广发证券：2019年实现全年净利润57.48亿元,金融界
2995,2020-01-09,广发证券(01776)12月净利润同比增60.67%至8.27亿元,智通财经
2996,2020-01-09,广发证券(01776.HK)2019年母公司净利润57.49亿元 同比增长54.4%,格隆汇
2997,2020-01-09,广发证券母公司上月净利8.27亿元 2019年全年净利57.49亿元,金融界
2998,2020-01-09,广发证券：母公司去年12月净利8.27亿元,第一财经
2999,2020-01-09,广发证券：2019年12月实现净利润8.27亿元,中证网
3000,2020-01-09,广发证券(000776.SZ)12月母公司净利润8.27亿元 同比增长60.7%,格隆汇
3001,2020-01-09,广发证券：母公司12月净利润8.27亿元 环比增长40%,e公司
3002,2020-01-09,券商经纪业务已成“红海”，金融科技赋能转型动力,第一财经
3003,2020-01-08,广发证券升级易淘金 推出业内首个双版本券商App,中证网
3004,2020-01-07,华林遭重罚 合规核查风暴袭券业 其他违规处罚,时代周报
3005,2020-01-03,合规建设不合格，又有两家券商被罚 产品问题,Wind
3006,2020-01-03,2020首个举牌！粤民投打响A股第一战，瞄准辽宁成大，系广发证券第三大股东,券商中国
3007,2020-01-02,郎酒汪俊林：力争2020年上市，销售收入过150亿元,新京报
3008,2019-12-31,深度|2020年资本市场展望之政策篇,中信建投非银金融研究
3009,2019-12-30,头部券商积极迎战期权扩容 多元发展可期,--
3010,2019-12-28,【中原非银】证券行业2020年中期投资策略：全面深化资本市场改革快速推进，证券行业驶入高质量发展的快车道,中原证券研究所
3011,2019-12-21,广发基金“一拖多”：最多一人管24只基金,Wind
3012,2019-12-21,广发基金“一拖多”：最多一人管24只基金,经济观察报
3013,2019-12-20,券商频收政府补贴 超过亿元的就有8家 谁拿到的“红包”最大？,经济观察网
3014,2019-12-20,"广发基金获得补贴1.23亿 系""总部企业发展奖励资金""",新浪
3015,2019-12-20,36家上市券商前三季获逾27亿元补贴,Wind
3016,2019-12-20,“出海”动力增强，多家券商增资香港子公司,Wind
3017,2019-12-19,2019券商“最后一颗大雷”炸了？近8亿质押出大事！,中国基金报
3018,2019-12-17,广发证券：2019年以来累计收到各项政府补贴共计7.56亿元,Wind
3019,2019-12-17,广发证券(000776.SZ)2019年以来累计收到各项政府补贴共7.56亿元,格隆汇
3020,2019-12-17,"沪深300ETF期权上市又进一步,12家主做市商亮相,2家晋升""新成员""",券商中国
3021,2019-12-17,沪深300ETF期权上市在即 沪市首批主做市商出炉,证券时报
3022,2019-12-14,2019年中国证券业协会打非宣传月健康跑广州站活动成功举办,中证网
3023,2019-12-09,广发证券：文化先行 助力“四个一流”战略愿景,中证协
3024,2019-12-07,11月业绩改善明显 上市券商全年业绩靓丽在望,中证报
3025,2019-12-06,广发证券12月13日中期利润分配：每10股派现2元,上证报
3026,2019-12-06,广发证券(000776.SZ)2019年度中期A股利润分配10派2元 股权登记日为12月12日,格隆汇
3027,2019-12-06,广发证券(01776.HK)将于12月13日派A股中期息每股0.2元,格隆汇
3028,2019-12-06,深度|金融科技如何赋能企业转型升级？,中信建投非银金融研究
3029,2019-12-06,11月券业遭遇集体滑铁卢？6成业绩下滑 广发成最大黑马 盈利能力下降,券商中国
3030,2019-12-06,11月净利增20倍！一大波券商业绩牛了,中证报
3031,2019-12-05,券商11月业绩出炉！中信证券位居月度营收榜首 营收环比下滑幅度最大 盈利能力下降,资本邦
3032,2019-12-05,广发证券(000776.SZ)：11月母公司净利升62.7%至5.92亿元,格隆汇
3033,2019-12-05,广发证券(01776.HK)：广东证监局核准变更公司章程重要条款,格隆汇
3034,2019-12-05,广发证券(01776)11月母公司净利润同比增长62.6%至5.92亿元,智通财经
3035,2019-12-05,广发证券：11月净利润5.92亿元,Wind
3036,2019-12-05,广发证券：11月母公司净利润5.92亿元,e公司
3037,2019-12-05,没有扛过年关 又一家公司告别A股市场——道达早评 退市,每日经济新闻
3038,2019-12-05,霍普股份拟A股IPO 上市辅导已完成,资本邦
3039,2019-12-05,12家券商齐推格力电器 最高目标价至72.58元/股,证券日报
3040,2019-12-02,【国信宏观固收】国信12月“十强转债”组合,国信固收研究
3041,2019-11-28,广发证券荣获2019“金责奖”责任投资最佳证券公司奖,新浪
3042,2019-11-26,广发证券(000776.SZ)获准撤销河源和平证券营业部,格隆汇
3043,2019-11-25,广发证券：上周新发基金扩张 两融融资回升,广发证券
3044,2019-11-25,全方位、智能化、有温度 广发证券易淘金荣获“2019年度最受用户喜爱APP”大奖,每日经济新闻
3045,2019-11-21,谭澍坚、谭澍标限制期内买卖黑猫股份股票 被证监会处罚160万元 金融监管处罚,中国网
3046,2019-11-19,券业模式巨变！年内裁撤营业部超去年3倍，新设不足6成,券商中国
3047,2019-11-18,基金公司股权变更频现 仍有13家申报待批 基金经理离任,北京商报
3048,2019-11-14,广发证券(000776.SZ)受让广发基金9.458%股权已完成工商变更登记 基金经理离任,格隆汇
3049,2019-11-14,广发证券成为首批加入中国银行业协会的证券公司,广发证券
3050,2019-11-11,广发证券(000776.SZ)完成发行30亿元短期融资券,格隆汇
3051,2019-11-09,上市券商分支机构“拉锯战”白热化，年内新设160家撤出42家,Wind
3052,2019-11-08,申万宏源女博士老鼠仓成交7000万赚130万 自首获缓刑 其他违规处罚,中国经济网
3053,2019-11-07,细数2019券业罚单：科创板竟是头部券商“最难迈过的坎” 金融监管处罚,腾讯网
3054,2019-11-06,广发证券(01776.HK)10月母公司净利润增长237.22%至3.21亿元,格隆汇
3055,2019-11-06,广发证券10月份实现净利3.21亿元,金融界
3056,2019-11-06,广发证券：母公司10月实现营收7.7亿元,第一财经
3057,2019-11-06,广发证券(000776.SZ)：10月母公司净利大增237.22%至3.21亿元,格隆汇
3058,2019-11-05,广发证券：成长股盈利改善，但有“隐忧”,证券时报网
3059,2019-11-04,周末影响一周市场的10大消息(新股+点评),证券时报
3060,2019-11-03,【天风非银】券商3季度综述：前三季度业绩高增长，政策驱动业务规模扩张,新锐视角看金融
3061,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
3062,2019-11-02,康美药业转让广发基金落定 广发证券持股增至六成,上证报
3063,2019-11-01,自营贡献弹性，业绩拐点显现 ——广发证券（000776.SZ）2019年三季度点评,湘怀看非银
3064,2019-11-01,上市券商前三季盈利797亿增逾六成自营贡献最大,证券时报
3065,2019-11-01,36家上市券商业绩出炉:17家净利翻番 看最新业务排名,新浪
3066,2019-10-31,广发证券(000776.SZ)获核准康美药业将广发基金9.458%股权转让给公司 资产异常,格隆汇
3067,2019-10-31,36家上市券商三季报扫描：行业全线回暖马太效应显著,经济观察报
3068,2019-10-31,ST康美转让广发基金9.458%股权获批 料获收益超8亿,澎湃新闻
3069,2019-10-29,上市券商三季度大丰收：12家净利翻倍，最多增长近13倍,Wind
3070,2019-10-29,广发证券公布三季报 前三季净利增加36.51%,新浪
3071,2019-10-29,广发证券(000776.SZ)第三季度净利润升17.54%至14.76亿元,格隆汇
3072,2019-10-29,广发证券(01776.HK)前三季度净利润56.16亿元 同比增长36.51%,格隆汇
3073,2019-10-29,广发证券：2019年前三季营业收入同比增52.80%,金融界
3074,2019-10-23,9家领罚45家踩雷 券商债券业务合规警钟敲响,北京商报网
3075,2019-10-17,18年金融老兵辞职！带领券商资管激增2000多亿，还当过公募总经理,中国基金报
3076,2019-10-17,9月份券商APP活跃度全线拉升 14家活跃人数超300万人,证券日报
3077,2019-10-16,广发证券(000776.SZ)完成发行30亿元短期融资券,格隆汇
3078,2019-10-16,广发证券：创业板三季报预告利润增速由负转正,第一财经
3079,2019-10-16,券商板块年内平均涨幅近50%,Wind
3080,2019-10-14,广发证券(01776.HK)9月母公司净利润3.08亿元 同比增长31.41%,格隆汇
3081,2019-10-14,广发证券：母公司9月份净利3.08亿元,e公司
3082,2019-10-14,广发证券今日大宗交易成交31.16万股，成交价12.5元折价12.28%,Wind
3083,2019-10-11,【安信非银第2期周报】券商业绩高增持续看好，规范发展健康险利好龙头,新角度新金融
3084,2019-09-27,年内券商承销保荐费已达65.86亿元，比去年同期骤增47.3%,Wind
3085,2019-09-27,两融业务扩容效应显现，131家券商8月净利润同比增近500%,Wind
3086,2019-09-24,券商资管规模持续9个季度下降 转型主动管理进行时,中新经纬
3087,2019-09-23,广发证券：上周北上加速流入 两融继续回升,广发证券
3088,2019-09-22,金融：行业分化不断显现 荐7股,广发证券
3089,2019-09-18,突发：知名券商APP宕机！深夜炸雷，百亿股闪崩20%，40万手封死跌停！茅台一句话，白酒又炸了！河南两大“妖股”又涨停,中国基金报
3090,2019-09-17,上市券商8月经营数据：多家扭亏 兴业净利环比降最多 盈利能力下降,新浪
3091,2019-09-16,广发证券(01776.HK)完成“16广发07”兑息及摘牌 退市,格隆汇
3092,2019-09-12,A股共发生110宗大宗交易成交27.26亿元（9月12日）,Wind
3093,2019-09-12,广发证券今日大宗交易成交17.05万股，成交价14.69元折价0.88%,Wind
3094,2019-09-11,71家公司上半年拟分红634亿元,Wind
3095,2019-09-09,32家上市券商8月份合计盈利81亿元，同比增350%,Wind
3096,2019-09-07,上市券商8月业绩亮眼，科创板成重要推手，但仍有大股东减持在路上,中证报
3097,2019-09-06,广发证券8月净利润4.72亿人民币,新浪
3098,2019-09-05,广发证券(01776.HK)8月母公司净利润4.72亿元 同比增长213.99%,格隆汇
3099,2019-09-05,广发证券：母公司8月净利润4.72亿元,Wind
3100,2019-09-05,广发证券：母公司8月份净利4.72亿元,e公司
3101,2019-09-05,广发证券(000776.SZ)8月母公司净利润4.72亿元 同比增长213.99%,格隆汇
3102,2019-09-02,36家A股券商半年赚554亿元 中信海通国君排前三,新浪
3103,2019-09-02,"月薪6万！中信证券又涨工资了，其他9大券商中却有7家""降薪""了，啥原因？",中国基金报
3104,2019-09-02,36家上市券商六项指标大排名！中信、海通、中信建投霸占投行三强,券商中国
3105,2019-09-02,券商股发力，国盛金控涨停,Wind
3106,2019-09-02,"广发证券:投资收益同比大增,资管主动管理占优",山西证券
3107,2019-09-01,【自营贡献业绩弹性，投行业务表现亮眼——广发证券（000776.SZ）2019年中报点评】光大非银赵湘怀,湘怀看非银
3108,2019-08-31,券商上半年境外业务哪家强？“增长王”“收入王”现身，行业龙头竟同比下滑！ 盈利能力下降,每日经济新闻
3109,2019-08-30,券商中报出炉：炒股拯救业绩 质押业务风险难去,红周刊
3110,2019-08-30,广发证券APP多点发力打造超级生态圈，财富管理重点突围，创千亿级产品销售平台,券商中国
3111,2019-08-30,广发证券年中考：营收增长57% ，已收4份处罚,财经网
3112,2019-08-30,【申万宏源金融】广发证券1H19业绩点评：投资收益贡献突出，经纪业务增长20%,大金融研究
3113,2019-08-29,广发证券2019年上半年营收同比增长56.72%,证券时报网
3114,2019-08-29,广发证券上半年营收净利大幅增长,中证网
3115,2019-08-29,广发证券半年报出炉：上半年净利同比增45%；国际业务部将被撤销！,每日经济新闻
3116,2019-08-29,国信证券150亿定增获批，六券商拟融资525亿加码自营,第一财经
3117,2019-08-29,广发证券：上半年净利润41.40亿元 同比增加44.84%,中证网
3118,2019-08-29,广发证券：上半年净利同比增45% 拟10派2,e公司
3119,2019-08-29,广发证券(000776.SZ)半年度净利润升44.84%至41.4亿元 拟10派2元,格隆汇
3120,2019-08-29,广发证券：上半年净利41.4亿同比增44.84% 拟10派2元,新浪
3121,2019-08-29,广发证券：上半年净利润41.4亿元同比增44.84%，拟10派2元,Wind
3122,2019-08-20,广发证券与达观数据达成合作，自动化赋能智能金融,证券之星
3123,2019-08-18,广发证券短期融资券发行 总额为30亿元,挖贝网
3124,2019-08-16,131家券商上半年业绩放榜，中信最能赚！这项业务已成为比拼实力关键,中证报
3125,2019-08-16,广发证券(000776.SZ)完成发行30亿元短期融资券,格隆汇
3126,2019-08-16,券商上半年表现131家排座次 8家自营赚超20亿竟有一家亏1000万 亏损,每日经济新闻
3127,2019-08-14,上市券商7月经营数据：营收环比下降超一成，广发证券排名急跌 盈利能力下降,面包财经
3128,2019-08-13,广发证券放松科创板两融集中度指标 数家券商已相继放松,券商中国
3129,2019-08-13,券商陆续松绑科创板两融风控指标持仓上限明显放宽,证券时报
3130,2019-08-07,科创板回调 次新股逆市走强,财富动力网
3131,2019-08-06,上市公司数据播报：南华仪器上半年净利同比增413.90％,金融界
3132,2019-08-06,公告精选：长园集团获格力集团旗下公司举牌；维维股份实控人将变更,e公司
3133,2019-08-06,广发证券：母公司7月份净利润3.41亿元,e公司
3134,2019-08-06,广发证券：7月实现净利润3.4亿元，6月净利5.87亿元,Wind
3135,2019-08-06,广发证券(000776.SZ)7月母公司净利润降4.83%至3.41亿元 盈利能力下降,格隆汇
3136,2019-08-06,【增减持】广发证券(01776.HK)获广发证券工会委员会增持2135.32万股,格隆汇
3137,2019-08-06,收评：恒指失守26000点跌0.67% 广发证券跌4.56%创历史新低 连续下跌,金融界
3138,2019-08-06,被限制半年业务，广发证券大跌5%，股价创新低 连续下跌,富途证券
3139,2019-08-06,广发证券就业务受限问题作出回应：场外衍生品业务收入占同期公司营业收入比例很小,Wind
3140,2019-08-06,恒指半日跌0.71%蓝筹股助力回升 小米盘中创下新低 连续下跌,腾讯网
3141,2019-08-06,恒指半日跌0.71%报25966点 小米跌近3%创上市新低 连续下跌,腾讯网
3142,2019-08-06,港股异动 | 遭证监会处罚限制半年业务 广发证券(01776)跌5.6%创历史新低 金融监管处罚,智通财经
3143,2019-08-06,风控羸弱遭证监会处罚 广发证券早盘跌逾3% 金融监管处罚,中新经纬
3144,2019-08-06,对子公司风险管控不足，广发证券收证监会罚单，开盘跌近4% 金融监管处罚,第一财经
3145,2019-08-06,因香港子公司风控缺失 港股广发证券低开3.82%创历史新低 连续下跌,金融界
3146,2019-08-06,5家券商定增不超440亿元 3家净利不到3亿资金饥渴,长江商报
3147,2019-08-06,券商积极筹资备战重资产业务 南京证券拟定增融资不超60亿,中证报
3148,2019-08-06,子公司管控不到位 广发证券业务受限6个月,北京商报网
3149,2019-08-05,一线券商遭处罚！境外投资“踩雷”，风控不足合规管理存缺陷，今年分类评级连降两级 经营问题,中证报
3150,2019-08-05,广发证券被证监会采取行政监管措施，限制增加新业务种类6个月 金融监管处罚,经济观察网
3151,2019-08-05,每经19点丨校园贷卷土重来，年化利率最高达199%；广发证券被证监会限制增加场外衍生品业务规模6个月；北京鼓励医生兼职或全职开办诊所,每日经济新闻
3152,2019-08-05,对子公司内控不足！广发证券被限制增加场外衍生品业务规模6个月,中新经纬
3153,2019-08-05,金融街下午茶2019年8月5日星期一,Wind
3154,2019-08-05,广发证券：公司被限制增加场外衍生品业务规模、限制增加新业务种类6个月,Wind
3155,2019-08-02,广发证券连降两级至BBB级 基金暴雷、多次违规被罚、交出5年来最差成绩单 金融监管处罚,华夏时报
3156,2019-08-01,券商评级放榜：国融证券最惨 中原证券“回春”,时代周报
3157,2019-07-31,PC狂人到医药大佬：易贤忠的治愈人生,和讯
3158,2019-07-30,小摩减持广发证券（01776）2991万股，每股作价9.22港元 减持股份,智通财经
3159,2019-07-30,“将失去的荣耀拿回来！”这家券商总裁5000字公开信带头反思，缘起2019分类评价连降3级,券商中国
3160,2019-07-30,头部券商优势凸显 行业集中度料提升,中证报
3161,2019-07-29,神农基因内幕交易当事人受处罚：获利27万 被罚81万 金融监管处罚,中国网
3162,2019-07-29,券商股盘初跳水，华泰证券跌近4%,Wind
3163,2019-07-27,证券公司2019年分类评价结果出炉，天风证券成大赢家,搜狐
3164,2019-07-27,最惨连降5级！券商最新分类评价结果来了：谁是最大赢家？,中国基金报
3165,2019-07-27,今年券商分类评级“开榜”：既有连升5级，也有连降5级；部分中小券商“冲A”成功！,每日经济新闻
3166,2019-07-26,券商分类结果：10家获评AA级 连升、连降5级同时上演,国际金融报
3167,2019-07-26,2019券商分类评级结果巨变！AA级10家，4家挤出AA，28家遭下调,券商中国
3168,2019-07-26,2019券商分类评级结果巨变！AA级10家，4家挤出AA，28家遭下调，2家成D类，最多下调5级,券商中国
3169,2019-07-26,中国证券监督管理委员会海南监管局行政处罚决定书（孙敏华） 金融监管处罚,海南证监局
3170,2019-07-25,抓“大”放“小” 基金前十大重仓持股占比创新高,中证报
3171,2019-07-24,摩根大通对广发证券（01776）减持247.78万股，每股作价9.1157港元 减持股份,智通财经
3172,2019-07-24,广发证券成功发行券商首期金融债,Wind
3173,2019-07-23,加码科创板 券商智能投行构建新护城河,北京商报网
3174,2019-07-23,广发证券(000776.SZ)完成发行50亿元金融债券 票面利率3.63%,格隆汇
3175,2019-07-21,【兴证金融 傅慧芳】券商配置占比略有下滑，持仓机构增多但规模缩小 ——基金2019Q2券商持仓分析,兴证金融
3176,2019-07-20,喜大普奔！券商分类评级加分榜出炉！6家能加15分领跑，哪家能借加分评A类？哪家无缘加分降级(上篇),券商中国
3177,2019-07-19,券业海外布局较量！多家已大手笔增资,券商中国
3178,2019-07-19,大族激光4天市值蒸发80亿 中信证券喊目标价56元汗颜 连续下跌,中国经济网
3179,2019-07-18,金融：增量资金驰援科创板 荐2股,联讯证券
3180,2019-07-17,TMT企业“领衔” 国内资本市场呈现新变局,艾瑞网
3181,2019-07-16,上半年成立规模最大的混基二季报出炉：股票持仓29% 布局山东黄金、广发证券等,中证网
3182,2019-07-15,日辰食品7月18日首发上会 招股书曾披露七大风险,鲁网
3183,2019-07-15,起底“宜华系”资本运作 广发证券再现神助攻,中国经营报
3184,2019-07-12,"非银行金融行业6月业绩点评:权益市场反弹叠加低基数影响,6月券商业绩显著改善",证券之星
3185,2019-07-11,A股共发生62宗大宗交易成交9.2亿元（7月11日）,Wind
3186,2019-07-11,广发证券今日大宗交易成交19.28万股，成交价13.85元折价0.0%,Wind资讯
3187,2019-07-11,金融：券商股迎配置窗口 荐2股,万联证券
3188,2019-07-10,金融：券商拥抱历史发展机遇 荐1股,中银国际
3189,2019-07-10,金融：券商业绩大幅反弹 净利环比增长超80%,山西证券
3190,2019-07-10,科创板提振+业绩抢眼，券商板块可攻可守，龙头股将尤为受益,第一财经
3191,2019-07-10,6月多家券商开启暴赚模式,金融投资报
3192,2019-07-09,券商前六月净利增逾四成，分类管理哪家强？,第一财经
3193,2019-07-09,上市券商6月集体翻身仗！3家净利环比翻10倍，半年业绩座次提前看,券商中国
3194,2019-07-09,券商6月业绩大爆发：3家净利增逾10倍，6家营收超10亿,澎湃新闻
3195,2019-07-08,智通港股公告精选︱(7.8)广发证券上半年非合并净利增31.5%至28.87亿元,智通财经
3196,2019-07-08,广发证券(000776.SZ)6月母公司净利润5.87亿元 同比增长70.64%,格隆汇
3197,2019-07-08,广发证券(01776.HK)上半年母公司净利升31.5%至28.87亿元,格隆汇
3198,2019-07-08,广发证券:母公司上半年净利28.87亿 去年同期21.95亿,新浪
3199,2019-07-08,广发证券：上周新发基金增加 两融余额上升,广发证券
3200,2019-07-08,券商探索区块链等应用 金融科技投入持续加码,中国基金报
3201,2019-07-06,广发证券短期融资券发行 总额为30亿元,挖贝网
3202,2019-07-05,【增减持】广发证券(01776.HK)获工会委员会增持2718.56万股,格隆汇
3203,2019-07-05,广发证券(000776.SZ)成功发行30亿元短期融资券,格隆汇
3204,2019-07-05,两券商百亿金融债即将落地 券商债券融资规模猛增,中证报
3205,2019-07-05,券商债券融资规模猛增 两券商百亿元金融债即将落地,中国金融信息网
3206,2019-07-03,券商已发债融资4000多亿，新融资工具加入，募资还要加速？,Wind
3207,2019-07-03,【权益变动】广发证券(01776-HK)被摩根大通减持74.39万股,财华社
3208,2019-07-01,广发证券(01776.HK)发行不超50亿元金融债券获中国人民银行行政许可,格隆汇
3209,2019-07-01,广发证券：央行同意公司发行不超过50亿元金融债券,Wind
3210,2019-07-01,广发证券：上周北上资金流出 两融余额回升,广发证券
3211,2019-06-30,券业放大榜！131 家券商上半年业绩排名揭晓，最赚钱的是这 10 家,券商中国
3212,2019-06-28,广发证券林治海：问责管理层个别成员，退回月薪,第一财经
3213,2019-06-27,10天内非银“稳定器”加速落地 券商再拓融资渠道输血资本金,21世纪经济报道
3214,2019-06-25,“火拼”技术岗 券商谋局机构服务,北京商报网
3215,2019-06-25,中证监对广发证券(000776.SZ)申请发行金融债券无异议,格隆汇
3216,2019-06-25,广发证券150亿定增批复到期失效：上市公司定增为何遇冷？ 再融资异常,面包财经
3217,2019-06-25,龙头券商估值有望提升 九家券商短融余额上限提高,中证报
3218,2019-06-24,释放流动性！头部券商获准调高短融余额上限,Wind
3219,2019-06-23,都在等券商股开盘！同批十大头部券商获准调高短融余额上限，估算不低于2800亿！券业获宽信用(名单),券商中国
3220,2019-06-23,广发证券(000776.SZ)收到中国人民银行通知 待偿还短期融资券余额上限达176亿元,格隆汇
3221,2019-06-23,广发证券：收到央行提高公司短期融资券最高待偿还余额的通知,e公司
3222,2019-06-23,1.62万亿！131家券商净资本创造历年峰值，谁是券商净资本之王？资本实力带来发展后劲，TOP50有这些变化,券商中国
3223,2019-06-21,融资客青睐28股，华孚时尚买入占比高达51.31%,Wind
3224,2019-06-20,券商板块引领大盘反弹 次新券商股表现亮眼,红周刊
3225,2019-06-20,ST康美案：广发证券该担何责？,证券市场周刊
3226,2019-06-20,定增市场千亿终止潮：批文到期失效、六成股价倒挂 再融资异常,21世纪经济报道
3227,2019-06-19,2018年券商经营业绩重排座次 十项指标挂钩分类评价,国际金融报
3228,2019-06-19,券商行业2018年度经营座次出炉：中信证券拿下14项第一,澎湃新闻
3229,2019-06-19,打造资本神话：那些年我们追过的券商借壳股,Wind
3230,2019-06-19,2018年度证券公司经营业绩排名出炉 中信证券盈利居首,中证网
3231,2019-06-19,环境生变 单日6股再融资告吹 再融资异常,北京商报
3232,2019-06-18,上证50指数样本股做出调整——道达早评,每日经济新闻
3233,2019-06-17,广发证券(01776.HK)：非公开发行不超11.8亿股新股批覆到期失效 再融资异常,格隆汇
3234,2019-06-17,广发证券(000776.SZ)非公开发行不超11.8亿股新股的批复到期失效 再融资异常,格隆汇
3235,2019-06-17,广发证券：非公开发行股票批复到期失效 再融资异常,Wind
3236,2019-06-17,广发证券：召开“16香江01”持有人会议，审议提前偿还议案,Wind
3237,2019-06-15,券商备战科创板 目前已有35家参与保荐承销工作,证券日报
3238,2019-06-15,ST康美财务造假 广发证券百亿融资“举棋不定” 欺诈造假,中国经营报
3239,2019-06-12,【增减持】广发证券(01776.HK)获广发证券工会委员会增持2439.96万股,格隆汇
3240,2019-06-12,广发证券保代强行入股拟IPO公司 解禁后抛售赚4000万,新浪
3241,2019-06-11,广发证券今日大宗交易成交39.53万股，成交价11.25元折价13.99%,Wind资讯
3242,2019-06-11,聪明钱青睐中资券商 外资行频频增持,--
3243,2019-06-10,广发证券：不存在自有资金参与康美药业的股票质押融资情形,Wind
3244,2019-06-10,金融：5月可比净利润同比-15.8% 荐2股,华金证券
3245,2019-06-07,广发证券回应群发邮件辞职门事件:很遗憾 望妥善解决,新浪
3246,2019-06-07,中信建投等9家券商5月净利跌逾50%，浙商证券逆势大涨,澎湃新闻
3247,2019-06-07,券商5月业绩多悬念！前五座次重排，又见单月业绩黑马！至少9家业绩下滑超五成,券商中国
3248,2019-06-07,广发证券19年为康美药业殷勤融资 “舔血”操作是荣辱与共还是唇亡齿寒？,华夏时报
3249,2019-06-06,"券商5月业绩很不好！这家却""亮了""",中国基金报
3250,2019-06-06,广发证券(000776.SZ)5月母公司净利润1.39亿元 同比下降68.86% 盈利能力下降,格隆汇
3251,2019-06-06,广发证券：母公司5月净利润1.39亿元，4月净利为4.47亿元,Wind
3252,2019-06-05,【权益变动】广发证券(01776-HK)被摩根大通减持106.52万股,财华社
3253,2019-06-03,威海百合股份上市辅导“结业” 曾多次违规被罚 其他违规处罚,鲁网
3254,2019-06-03,广发证券：上周新发基金增加 两融余额下降,广发证券
3255,2019-05-31,广发证券：持续关注“14宁宝塔MTN001”违约后续 未按时兑付本息,Wind
3256,2019-05-30,深度绑定广发证券等 宜华生活是又一个康美药业？,新浪
3257,2019-05-30,重仓康美药业:广发基金前后公告打脸 或藏庞大关系网,华夏时报
3258,2019-05-29,债券融资支持工具市场扩容难 产品结构设计受制约,中国金融信息网
3259,2019-05-28,ST康美股价腰斩 广发证券逾20亿放款何去何从？,新浪
3260,2019-05-28,保荐对象身陷假账门 康美药业带出广发证券多年纠葛,投资时报
3261,2019-05-22,广发首席沈明高下一站：拟任广发控股（香港）总经理,新浪
3262,2019-05-21,摩根大通减持广发证券(01776)333万股，每股作价9.63港元,智通财经
3263,2019-05-21,北上资金5月“变天”：净流出388亿 抛售白马股换仓逆周期行业,21世纪经济报道
3264,2019-05-20,广发证券：将重点推进科创板业务 加大项目储备,e公司
3265,2019-05-20,【权益变动】广发证券(01776-HK)获贝莱德增持367.51万股,财华社
3266,2019-05-20,券商私募资管规模前20名出炉，中信证券稳居第一,Wind
3267,2019-05-20,连续三年财务造假 谁曾坐庄康美药业,新京报
3268,2019-05-19,康美药业蒸发的540吨人民币，18年前就已注定,凤凰网
3269,2019-05-17,康美药业造假坐实或担刑责 广发证券恐难独善其身,第一财经日报
3270,2019-05-17,康美药业造假恐牵连中介 广发刚拿到今年首张IPO批文 欺诈造假,第一财经
3271,2019-05-17,"【增减持】广发证券(01776.HK)获BlackRock, Inc.增持367.51万股H股",格隆汇
3272,2019-05-17,【万联非银】量价环比均有回落，关注板块龙头--非银金融行业周观点,万联证券研究所
3273,2019-05-17,莆田系美迪西改道科创板 加拿大绿卡董事长5登老赖榜,中国经济网
3274,2019-05-16,首期参与“投资者教育进百校”活动证券公司的名单,中证协
3275,2019-05-15,康美药业300亿“差错”背后：“老朋友”广发证券遭质疑,经济观察网
3276,2019-05-15,券商股“底气”揭秘：8月业绩大丰收，15家公司净利翻倍，还有刚出炉的利好加持,中证报
3277,2019-05-14,广发证券短期融资券发行 总额为20亿元,挖贝网
3278,2019-05-13,康美药业资本推手：广发证券深度绑定马兴田家族生意,中国经营报
3279,2019-05-13,广发证券：云南省能源投资集团有限公司董事、总裁发生变动 董监高成员变化,Wind
3280,2019-05-12,浦发银行不良仍待出清,证券市场周刊
3281,2019-05-11,"正中珠江审92份A股年报笑纳1.21亿 ""问题股""收费靠前",第一财经
3282,2019-05-10,浦发银行不良仍待出清,证券市场周刊
3283,2019-05-09,20家证券公司发布2019年4月业绩 长江证券4月盈利7亿元,中金在线
3284,2019-05-09,15家券商4月营收净利双“跳水”,中证报
3285,2019-05-09,被罚后又遭评级下调 广发证券开局不利 其他违规处罚,北京商报
3286,2019-05-08,海通恒信通过港交所聆讯，首个国内券商系融资租赁平台拆分上市更进一步！,每日经济新闻
3287,2019-05-08,上市券商4月份业绩出炉：多家营业收入和净利润环比腰斩 盈利能力下降,澎湃新闻
3288,2019-05-08,广发证券(01776-HK)首四月净利润21.61亿元 升53.7%,财华社
3289,2019-05-08,广发证券(01776.HK)4月母公司净利升40.70%至4.47亿元,格隆汇
3290,2019-05-08,广发证券：母公司4月净利润4.47亿元,Wind
3291,2019-05-08,广发证券助阵 “千亿中药帝国”塌陷背后的融资迷局,华夏时报
3292,2019-05-06,广发证券一季度净利29.2亿同比增长91% 现金流量净额55.8亿,挖贝网
3293,2019-05-05,【申万宏源金融】证券业2019年一季报综述,大金融研究
3294,2019-04-30,打个翻身仗：35家上市券商一季度净利增近九成，这12家净利更超去年全年！,每日经济新闻
3295,2019-04-30,【中信建投非银】广发证券2019年一季报点评：一季度净利润同比+91%，经纪与资管业务收入增速名列前茅,中信建投非银金融研究
3296,2019-04-30,过亿美元亏损风波未平 广发证券分管副总辞职引猜想 亏损,投资时报
3297,2019-04-30,广发证券股份有限公司2019第一季度报告,证券时报
