,2021-12-28,龙虎榜机构抢筹股曝光，两大资金同时买入这些股,Wind
945,2020-01-03,京沪高铁(601816.SH)发行价确定为4.88元/股 最终战略配售占48.9%,格隆汇
946,2020-01-03,京沪高铁1月6日申购宝典,金融界
947,2020-01-03,京沪高铁披露招股书：发行价4.88元打破23倍市盈率“红线” 预计募资306.74亿元,21世纪经济报道
948,2020-01-03,京沪高铁每股发行价4.88元/股 京沪高铁网上申购时间 京沪高铁2019年前三季度财报,新浪
949,2020-01-03,京沪高铁发行市盈率突破23倍，报价0.10元-70元/股,澎湃新闻
950,2020-01-03,京沪高铁发行价4.88元/股 预计募集资金总额超300亿元,证券日报
951,2020-01-03,京沪高铁发行价4.88元/股 全部为公开发行新股 高速铁路建设发展趋势研究,上证报
952,2020-01-03,京沪高铁发行价定为4.88元/股 预计募资306.8亿元,中新经纬
953,2020-01-03,日赚3500万！中国最赚钱高铁上市要涨疯的节奏,驱动之家
954,2020-01-03,京沪高铁1月6日申购 23.39倍发行市盈率首破“红线”,北京商报网
955,2020-01-03,京沪高铁发布招股说明书 拟募资306亿,新京报
956,2020-01-03,京沪高铁下周一“开进”A股——道达早评,每日经济新闻
957,2020-01-03,京沪高铁预计募集资金逾306亿元,中证网
958,2020-01-03,京沪高铁发行价4.88元/股：预计募资306亿，6日申购,澎湃新闻
959,2020-01-03,下周4只新股发行预计募资320.36亿元,Wind
960,2020-01-03,京沪高铁网上申购日为1月6日,e公司
961,2020-01-03,京沪高铁锁定募资规模逾306亿元 今日启动网上路演,上证报
962,2020-01-03,4.88元！京沪高铁1月6日申购，预计募资超300亿,中证报
963,2020-01-03,京沪高铁IPO定价首破23倍市盈率“天花板”：300亿融资盘“缩股”,腾讯网
964,2020-01-03,南财早新闻丨京沪高铁1月6日申购，预计募资306.7亿元,21世纪经济报道
965,2020-01-03,京沪高铁发行价定为4.88元/股 预计募资306.7亿元,中新经纬
966,2020-01-03,京沪高铁发行价定为4.88元/股预计募资306.7亿元,中新经纬
967,2020-01-03,京沪高铁：网上、网下申购日为1月6日，发行价4.88元/股,Wind
968,2020-01-02,铁路市场化改革有大动作，基建投资机遇在这些区域,第一财经
969,2020-01-02,2020年铁路公司上市潮将临，资本市场准备好了吗？,经济观察网
970,2020-01-02,国铁年度工作会议：确保京沪高铁股改上市取得实质性成果,第一财经
971,2020-01-02,陆东福：加快铁路资产化，2020年多个铁路公司要上市,21世纪经济报道
972,2020-01-01,京沪高铁(601816.SH)首次公开发行不超62.86亿股网上路演,格隆汇
973,2020-01-01,京沪高铁：网上路演时间为1月3日14:00-17:00,Wind
974,2020-01-01,"【京沪高速铁路股份有限公司首次公开发行股票网上路演公告】本次拟公开发行股票628,563.00万股，约占发行后公",金十数据
975,2020-01-01,上交所：发布京沪高铁首次公开发行股票网上路演公告。,金十数据
976,2019-12-31,2020年高速公路收费标准新政策：5座车与6座车高速收费标准一览,中研网
977,2019-12-31,202单IPO募资2528亿 科创板贡献超三成,时代周报
978,2019-12-31,【国元资讯早班车】北向资金加仓A股，累计净流入1万亿！,国元证券订阅号
979,2019-12-31,12月新规来了！事关购物、药品、落户,Wind
980,2019-12-31,京沪高铁驶向A股 日赚3500万开启资产证券化,时代周报
981,2019-12-30,京沪高铁初步询价 券商预计发行价4.80元~5.22元/股,证券日报
982,2019-12-30,3000点下“好时光”，年报预喜有真金,红周刊
983,2019-12-29,如何看中国高铁第一股？——京沪高铁专题研究【安信交运】,明兴交运研究
984,2019-12-29,申万宏源：18年23倍-23.96倍PE区间理性申报,申万宏源
985,2019-12-27,财经头条：2019年A股IPO盘点,第一财经
986,2019-12-27,财经早班车|明年A股咋走？牛字当头，券商看高至3700点！,第一财经
987,2019-12-26,冤大头？活雷锋？社会责任？京沪高铁拟收购资产质量存疑,腾讯网
988,2019-12-26,开年IPO“巨无霸”来了？日赚超2800万的京沪高铁今日起网下路演！,央视
989,2019-12-26,京沪高铁预计2019年净利110亿元-120亿元 同比增长7.34%-17.1%,北京商报网
990,2019-12-26,京沪高铁：2019年预计净利润同比增长7.34%-17.1%,腾讯网
991,2019-12-26,京沪高铁预计2019年净利润超110亿元：员工总数67人，人均管理资产28亿元,搜狐
992,2019-12-26,京沪高铁：预计今年净利110亿元-120亿元 同比增7%-17%,e公司
993,2019-12-26,京沪高铁：2019年预计净利润110亿元-120亿元，同比增长7.34%-17.1%,Wind
994,2019-12-26,京沪高铁启动招股，募资金额或超350亿元,硅谷动力
995,2019-12-26,东莞证券：京沪高铁建议申购价4.79元/股,资本邦
996,2019-12-25,郑眼看盘：京沪高铁发行 冲击或衰减,每日经济新闻
997,2019-12-25,日赚3000万，京沪高铁为何还要上市？,新浪
998,2019-12-25,“巨无霸”京沪高铁要来了 战略配售比例高达50%,每经网
999,2019-12-25,京沪高铁正式启动招股,中新网
1000,2019-12-25,京沪高铁(601816.SH)拟发行不超62.86亿股初始战略配售占50%,格隆汇
1001,2019-12-25,京沪高铁IPO发行63亿股 1月2日确定发行价6日申购,中国经济网
1002,2019-12-25,分析：“巨无霸”京沪高铁今起招股 豪华战配凸显自身长期价值,第一财经
1003,2019-12-25,“高铁巨无霸”要上市了！京沪高铁明年1月6日发行,上游新闻
1004,2019-12-25,京沪高铁今日启动招股 战略配售阵容引期待,北京商报网
1005,2019-12-25,“巨无霸”京沪高铁今起招股，初始战略配售比例达50%,上证报
1006,2019-12-25,"京沪高铁上市在即：初始战略配售比例50% 曾""闪电""过会",中新经纬
1007,2019-12-25,犀牛财经早报：小鹏汽车回应G3自燃 推动《私募条例》出台,GPLP犀牛财经
1008,2019-12-25,"财经早班车|今年不一样！""钱多多""助攻，A股春季躁动有戏了？",第一财经
1009,2019-12-25,“巨无霸”京沪高铁今起招股 初始战略配售比例达50%,上证报
1010,2019-12-25,京沪高铁：申购日为2020年1月6日,Wind
1011,2019-12-25,【快讯】京沪高铁公告，网下发行申购日与网上申购日同为2020年1月6日（T日）。,金十数据
1012,2019-12-25,京沪高铁：网下发行申购日与网上申购日同为2020年1月6日,上交所
1013,2019-12-24,京沪高铁相关发行工作有望本周启动,Wind
1014,2019-12-24,据21世纪经济：从多位接近京沪高铁的投行人士处获悉，12月23日至27日的本周内，京沪高铁的相关发行工作有望启动，但最终,金十数据
1015,2019-12-24,它带着百亿净利润来了 这个超级巨无霸或成近年最大IPO！,央视
1016,2019-12-23,巨无霸来了！京沪高铁“闪电”上会获IPO批文上市在即，或成近年最大IPO！,央视
1017,2019-12-23,大基金减持压科技股 大盘破三千缩量调整 减持股份,中投网
1018,2019-12-23,3只新股本周申购 证监会核发京沪高铁等3家企业IPO批文,金融界
1019,2019-12-22,犀牛财经周报：酒鬼酒回应甜蜜素 京沪高铁IPO获批文,GPLP犀牛财经
1020,2019-12-22,A股市场，周末传来两大利空和利好,搜狐
1021,2019-12-22,利空已至？ 国家大基金将减持3只芯片股 减持股份,新浪
1022,2019-12-22,早报|酒鬼酒声明：从未采购过甜蜜素；征地补偿发生重大变化；京沪高铁IPO获证监会批文；法国对谷歌开巨额罚单,格隆汇
1023,2019-12-21,创纪录！2019年A股IPO融资额将超2500亿（附IPO最新排队名单）,全景网
1024,2019-12-21,运送10亿人次！巨无霸真的来了，刚拿到IPO批文！,中国基金报
1025,2019-12-21,【证监会核发京沪高铁IPO批文有望成A股9年来最大IPO】12月20日晚间，证监会核发3家企业IPO批文，京沪高铁赫然,金十数据
1026,2019-12-21,IPO日报|京沪高铁获证监会IPO批文；益海嘉里更新招股书；大掌柜获亿元级人民币B轮融资,格隆汇
1027,2019-12-21,京沪高铁拿到IPO批文，刷新A股上市速度,搜狐
1028,2019-12-21,证监会核发3家IPO批文 京沪高铁在列,证券时报
1029,2019-12-20,京沪高铁被证监会核准上市,新京报
1030,2019-12-20,京沪高铁获IPO批文,e公司
1031,2019-12-20,证监会核发京沪高铁等3家企业IPO批文 未披露筹资金额,证券时报网
1032,2019-12-20,高铁第一股京沪高铁获证监会IPO批文,Wind
1033,2019-12-20,交建股份(603815.SH)中标2.2亿元京沪高铁滁州站至沪汉蓉铁路全椒站连接线工程3标段,格隆汇
1034,2019-12-20,【交运-明兴】交通运输行业京沪高铁专题研究：如何看中国高铁第一股？,安信证券研究
1035,2019-12-19,多家航空公司上调京沪航线票价 民航、高铁竞争加剧,e公司
1036,2019-12-16,运高股份员工不到30人 客户仅有一个 7成收入靠补贴 现欲主板上市,中国经济网
1037,2019-12-15,这家公司员工不到30人 客户仅有一个现欲主板上市,新浪
1038,2019-12-10,本批建议持续关注科安达——2019年第46批新股申购策略报告,申万宏源新股策略
1039,2019-12-10,京沪高铁不只靠卖票赚钱：月赚8亿多 人均资管破27亿,财经网
1040,2019-12-02,关于IPO，证监会又发话了——道达早评,每日经济新闻
1041,2019-12-01,稳节奏、严监管，2019年IPO常态化进行时,第一财经
1042,2019-12-01,11月共13家公司获IPO批文,上证报
1043,2019-11-28,建设优秀企业文化 推动公司健康发展,中证协
1044,2019-11-26,京沪高铁6个站点试行电子客票,IT之家
1045,2019-11-25,【天风交运·始终如一】洞察·京沪高铁,姜明交运观察
1046,2019-11-22,京沪高铁“高速”过会 铁路改革加速推进,红周刊
1047,2019-11-20,京沪高铁IPO:从北京到上海4小时18分 从受理到过会23天,每日经济新闻
1048,2019-11-19,创IPO最快发审纪录的京沪高铁潜力有多大？,中财网
1049,2019-11-19,从21年到23天 京沪高铁IPO背后的资本逻辑,金融界
1050,2019-11-16,23天 创近10年纪录！“最赚钱高铁”飞速驶向A股→,央视
1051,2019-11-15,京沪高铁过会：今年IPO获批第104家 中信建投过7单,中国经济网
1052,2019-11-15,IPO日报 | 阿里巴巴今日起公开招股；京沪高铁IPO高速过会；酒店公司旅悦集团完成数亿美金融资,格隆汇
1053,2019-11-15,京沪高铁“闪电”IPO创纪录 还有哪些央企资产将上市？,第一财经
1054,2019-11-15,"每经10点丨10月70城房价出炉：50城新建商品住宅价环比上涨；香港律政司司长在伦敦遇袭；浙江卫视总编室原主任陶燕被查，曾为《十二道风味》等总策划
其他违规处罚",每日经济新闻
1055,2019-11-15,京沪高铁刷新A股IPO最快审核纪录 11月IPO规模850亿,21世纪经济报道
1056,2019-11-15,15日公司新闻聚焦:中国联通再推混改 漫步者股东拟减持不超2%股份,证券时报网
1057,2019-11-15,【行业点评】交运丨中国高铁运营呈现“公交化”特征，价格市场化改革利好高铁客运公司,中国银河证券研究
1058,2019-11-15,吉林银行大连分行遭骗贷，中国买家转战泰国楼市 | 财经日日评 欺诈造假,和讯
1059,2019-11-15,盘前必读丨“中国高铁第一股”即将登陆A股，阿里拟港股二次上市,第一财经
1060,2019-11-15,“中国高铁第一股”来了 万亿级混改大幕拉开,华夏时报
1061,2019-11-15,A股江湖变了!浙商银行中签率创新高,中财网
1062,2019-11-15,京沪高铁IPO过会牵引铁路市场化改革深化,Wind
1063,2019-11-15,京沪高铁IPO“高速”过会，产业链集体受催化,Wind
1064,2019-11-15,华创事件驱动早报11-15：中移动将发布多款AR/VR设备；智能手表行业快速增长,华创证券研究
1065,2019-11-15,“高铁第一股”过会 京沪高铁将登陆沪市主板,证券日报
1066,2019-11-15,京沪高铁市场化样本能否复制,北京商报
1067,2019-11-14,5家企业成功过会，其中京沪高铁刷新A股IPO速度新纪录,搜狐
1068,2019-11-14,京沪高铁欲500亿收购亏损企业 证监会要求说明必要性 亏损,新京报
1069,2019-11-14,【金财富早知道】2019-11-15,赢家之星
1070,2019-11-14,京沪高铁冲刺A股背后：除了最快过会 还有这些“最”,中新经纬
1071,2019-11-14,证监会：京沪高铁首次公开发行股票上市获通过,中新网
1072,2019-11-14,“巨无霸”京沪高铁闪电过会，铁路资产证券化提速,第一财经
1073,2019-11-14,京沪高铁IPO获批 “中国高铁第一股”即将登陆A股,21世纪经济报道
1074,2019-11-14,京沪高铁IPO获证监会发审会审核通过,中国经济网
1075,2019-11-14,京沪高铁上市只是开始，会有更多优质铁路资产上市,第一财经
1076,2019-11-14,证监会发审委三问京沪高铁：募资收购京福安徽公司有何必要性,澎湃新闻
1077,2019-11-14,仅23天！“最赚钱的高铁” 过会速度超过工业富联 创IPO最快过会记录,经济观察网
1078,2019-11-14,“巨无霸”京沪高铁“闪电”过会，证监会关注三大问题,第一财经
1079,2019-11-14,京沪高铁IPO刷新审核速度 博拉网络三次上会被否,国际金融报
1080,2019-11-14,刷新纪录！京沪高铁首发申请23天过会，赶超工业富联，三大头部券商联合护航,券商中国
1081,2019-11-14,京沪高铁等5家公司IPO申请获通过,证券日报
1082,2019-11-14,最赚钱铁路京沪高铁闪电过会：年发送旅客2亿人次,新京报
1083,2019-11-14,23天！中国最赚钱高铁闪电IPO：京沪高铁过会速度创纪录,澎湃新闻
1084,2019-11-14,证监会要求京沪高铁说明募资购公司的必要性与合理性,新浪
1085,2019-11-14,证监会：京沪高铁等5公司首发申请今日获通过,Wind
1086,2019-11-14,【快讯】京沪高铁A股IPO申请获得中国证监会发审委通过。,金十数据
1087,2019-11-14,23天创A股近10年纪录 京沪高铁飞速驶向A股,中证报
1088,2019-11-14,A股最快IPO纪录：京沪高铁闪电过会 盈利规模超9成A股公司,e公司
1089,2019-11-14,投行人士：京沪高铁等5家企业首发成功过会,Wind
1090,2019-11-14,投行人士：京沪高铁等5家企业首发成功过会,e公司
1091,2019-11-14,2京沪高铁“闪电”IPO创纪录 央企证券化加速,上证报
1092,2019-11-14,京沪高铁上市 中国股市开了哪些绿灯？,中新经纬
1093,2019-11-14,京沪高铁23天跑步过会，A股最快IPO纪录诞生,第一财经
1094,2019-11-14,京沪高铁今日首发过会 或将成为A股9年来最大IPO,全景网
1095,2019-11-14,京沪高铁是怎样一家企业？盈利能力超九成上市公司,第一财经
1096,2019-11-14,【国盛交运张俊】京沪高铁系列二：最赚钱的高铁来了,四通八达
1097,2019-11-14,京沪高铁现在能“躺赚” 那以后呢？,中国经济网
1098,2019-11-14,用时23天，京沪高铁刷新IPO最快审核纪录,21世纪经济报道
1099,2019-11-14,刷新记录！京沪高铁审核23天就过会 日进3500万的京沪高铁靠什么赚钱？,上游新闻
1100,2019-11-14,京沪高铁IPO过会,21世纪经济报道
1101,2019-11-14,记者获悉，今天第一家IPO上会企业京沪高铁刚刚过会，10月22日申报，11月14日上会审核，仅相差23天，创下IPO发审,金十数据
1102,2019-11-14,京沪高铁IPO：线路标的优中择优，深化铁路市场化改革,证券之星
1103,2019-11-14,23天闪电上会 京沪高铁刷新IPO速度,北京商报
1104,2019-11-13,日赚3500万！中国最赚钱高铁即将IPO上市,驱动之家
1105,2019-11-13,京沪高铁IPO即将上会 有望开启铁路资产证券化新进程,发布易
1106,2019-11-12,早报|格力再放大招：今年以来购买相应产品可给予补贴；贾跃亭致信债权人:想还债回国；2019年天猫双11成交2684亿,格隆汇
1107,2019-11-11,京沪高铁IPO火速推进 中国铁路市场化进程再提速,证券时报网
1108,2019-11-11,【天风交运】你真的看明白京沪高铁了吗,姜明交运观察
1109,2019-11-11,【申万交运】铁路公路港口2019三季报回顾：铁路板块业绩下滑，高速整体稳健，港口基于低基数业绩高增 盈利能力下降,申万交运
1110,2019-11-11,【申万交运】一周天地会：汇率升值利好航空业绩弹性释放，京沪高铁IPO即将上会,申万交运
1111,2019-11-11,专题:京沪高铁IPO发76亿股 证监会问是否资产管理公司,中国经济网
1112,2019-11-11,京沪高铁周四上会 铁路市场化进程加速,中证报
1113,2019-11-10,京沪高铁11月14日上会 铁路市场化改革提速,证券日报
1114,2019-11-09,京沪高铁打造瘦身版巨无霸 67名员工年赚百亿,新浪
1115,2019-11-09,高铁票打折，京沪高铁上市 铁路市场化进程加速,华夏时报
1116,2019-11-09,被证监会疯狂打脸 中信建投的招股书咋了？,金融界
1117,2019-11-08,日赚3000万，员工仅67人！这家“巨无霸”公司遭证监会“灵魂拷问”！最新进展,央视
1118,2019-11-08,京沪高铁下周上会 或超工业富联创造新的IPO速度纪录,第一财经
1119,2019-11-08,证监会：京沪高铁等5公司首发申请11月14日上会,Wind
1120,2019-11-08,议市厅丨日赚近35000000，人均管理近2800000000资产，员工人数仅67人， 证监会“拷问”京沪高铁：是否为资产管理公司？,和讯
1121,2019-11-08,京沪高铁IPO:日赚3500万超9成A股公司,中证报
1122,2019-11-08,募资规模将超工业富联 京沪高铁也会“闪电”过会吗,第一财经
1123,2019-11-08,据新浪：保荐机构中信建投证券称，京沪高铁IPO项目正在履行证监会审批程序，目前处于证监会反馈意见及答复环节。,金十数据
1124,2019-11-08,中国最赚钱铁路IPO再进一步！1870亿资产规模却只有42名正式工？,中财网
1125,2019-11-08,京沪高铁IPO高速推进，基层员工平均年薪28万，证监会灵魂拷问：“你怕是一家资产管理公司吧？”,和讯
1126,2019-11-07,京沪高铁A股IPO：超强盈利能力即是最强发展动力,凤凰网
1127,2019-11-07,京沪高铁被问询：与京沪二线竞争关系如何？ 问询,新浪
1128,2019-11-07,被证监会质疑是资管公司 “最赚钱”的京沪高铁人均管理近28亿的玄机,经济观察网
1129,2019-11-07,人均管理资产28亿 京沪高铁被问询:资产管理公司？ 问询,中新经纬
1130,2019-11-07,每经11点丨工信部：正牵头编制新一轮新能源汽车发展规划；京沪高铁IPO最快有望下周上会审核；特斯拉公布中国制造的Model 3照片,每日经济新闻
1131,2019-11-07,京沪高铁IPO获证监会反馈 与京沪二线未来竞争被关注,每日经济新闻
1132,2019-11-07,“巨无霸”京沪高铁被问询：人均管理资产近28亿，是否为资产管理公司？,中证报
1133,2019-11-07,证监会问京沪高铁：人均管理资产28亿，是否为资产管理公司,澎湃新闻
1134,2019-11-07,京沪高铁IPO“闪速”推进 最快有望下周上会审核,21世纪经济报道
1135,2019-11-06,京沪高铁遭证监会灵魂式“拷问”！资管公司还是高铁旅运企业？,证券时报
1136,2019-11-06,京沪高铁被证监会质疑 是不是资产管理公司,腾讯网
1137,2019-11-05,5.5折！下个月起，你可能会买到史上最便宜高铁票,投资界
1138,2019-11-05,【投融资快报】进入巨头并购时代，华住首次收购海外酒店,环球旅讯
1139,2019-11-04,挑战富士康上市记录 京沪高铁IPO“闪速”获反馈 年末“三座大山”800亿融资或接踵A股,和讯
1140,2019-11-04,涨跌互现 高铁票价再迎调整,北京商报
1141,2019-11-03,最低5.5折！全国多地火车票调价了,21财闻汇
1142,2019-11-03,京沪高铁赚钱秘籍：人均创收近4亿 67员工怎样做到？,新浪
1143,2019-11-01,交通运输行业 | 京沪高铁披露IPO招股说明书，“高铁+“模式或成为公司未来发展策略,格隆汇
1144,2019-10-30,京沪高铁A股冲刺：18个铁路局盈亏曝光 上海赚最欢,新浪
1145,2019-10-30,交通运输 | 京沪高铁IPO，百亿利润开启高铁资产证券化之路,格隆汇
1146,2019-10-30,【交运】成就黄金之路——京沪高铁密码破译,天风研究
1147,2019-10-29,朱邦凌：中国最赚钱铁路 67人大半年赚95亿 号称“跑动的金山”,金融界
1148,2019-10-28,旅游酒店：高端香化双十一折扣加强 荐3股,申万宏源
1149,2019-10-28,日赚3000万秒杀九成A股公司！员工67人，这座“移动金山”冲向A股,21世纪经济报道
1150,2019-10-28,京沪高铁欲上A股 拟投500亿收购这家亏损公司,每日经济新闻
1151,2019-10-28,铁路局盈亏榜：沈阳铁路局亏113亿 上海局赚17亿,新京报
1152,2019-10-28,京沪高铁67名员工管理1871亿资产 去年分红占净利100%四年分红243亿,长江商报
1153,2019-10-28,京沪高铁冲刺沪市,北京日报
1154,2019-10-28,京沪高铁启动IPO进行时 铁路资产证券化提速,证券日报
1155,2019-10-27,【每周观点】重视q3板块低估值品种的业绩回暖！,东方旅游家
1156,2019-10-27,京沪高铁IPO：黄金线路为何还要融资,新京报
1157,2019-10-26,京沪高铁前三季大赚95亿,新京报
1158,2019-10-26,这家67人管理着近两千亿资产的企业冲刺A股上市来了,搜狐
1159,2019-10-26,中国最赚钱高铁冲向A股来了，67人1年净利超100亿，社保平安赚嗨了！10大亮点必看,中国基金报
1160,2019-10-26,京沪高铁“铺往”资本市场 开启IPO征程,上证报
1161,2019-03-03,IPO周报 |银城国际下周三登陆港股；富途控股下周五登陆美股；老虎证券递交招股书；瑞幸咖啡开始筹备赴美IPO事宜,IPO早知道
1162,2019-01-06,【新股信息】1月6日 京沪高铁(601816)新股申购,银河股票资讯
1163,2018-02-22,前沿 | 连淮扬镇铁路通车，山东三条出省高铁大通道“形成”,山东发布
