,2021-12-31,上交所向中炬高新下发监管工作函,Wind
1914,2019-01-09,"食品饮料周报2019第1期:调味品估值略波动,茅台业绩预告定军心",长城证券
1915,2019-01-09,"食品饮料行业周报:高端酒批价分化,大众品关注提价",申万宏源
1916,2019-01-08,19年白酒业规划稳增长 两条主线展望全年,佳酿网
1917,2019-01-07,长江食品|食品饮料行业2018年四季度及全年业绩前瞻,长江食品饮料研究
1918,2019-01-07,"食品饮料11月数据点评:白酒产量增速回正,啤酒淡季产量正增长,乳价上行",正点财经
1919,2019-01-07,"食品饮料行业周报2018第50期:18年实现超额收益,19年优先必选龙头",长城证券
1920,2019-01-07,"食品饮料行业超额收益那些事儿:行稳致远,格局为王",光大证券
1921,2019-01-06,【华创食饮董广阳方振团队】周观点：恒顺年初开启提价，安井调研反馈良好（20190106）,华创食饮
1922,2019-01-03,"食品饮料行业周报:茅台19年计划超预期,提振板块信心",申万宏源
1923,2019-01-02,日常消费品：食品饮料承压下行 茅台引领白酒预期上扬,东兴证券
1924,2019-01-02,日常消费品：优选白酒板块龙头个股 荐4股,渤海证券
1925,2019-01-02,【华创食饮董广阳方振团队】周观点：茅台直销化保驾高增长，本月密切关注春节动销（20190101）,华创食饮
1926,2019-01-01,日常消费品：茅台2019年销售计划超预期,国盛证券
1927,2018-12-31,拨开云雾，花开复见——食品饮料行业2019年度策略,长江食品饮料研究
1928,2018-12-28,[快讯]中炬高新发布质押公告 涉及股份11294万股,中财网
1929,2018-12-26,【申万食品饮料-吕昌团队】周观点（12月第3周）：茅五泸密集反馈 来年力求高质量增长,申万食品饮料研究
1930,2018-12-26,[互动]中炬高新：厨邦产品在东南沿海销售占比超70%,全景网
1931,2018-12-25,"食品饮料行业周报:茅五泸密集反馈,来年力求高质量增长",申万宏源
1932,2018-12-24,日常消费品：五粮液补短板促增长 荐11股,东兴证券
1933,2018-12-24,"食品饮料行业周报:近期酒企密集反馈,下周重点关注茅台汾酒动态",正点财经
1934,2018-12-21,"食品饮料行业十二月第三周周报:伊利扩品矿泉水,“提价+降本+减税”利好啤酒",东兴证券
1935,2018-12-20,中炬高新：期待渠道扩张重振增长 买入评级,和讯
1936,2018-12-19,"食品饮料行业周报:大众品需求稳健受益成本下行,酒企发力生肖酒和产品升级",正点财经
1937,2018-12-19,中炬高新股东中山润田质押5394万股 占公司总股本的6.77%,挖贝网
1938,2018-12-19,"联讯食品2019年度策略:统筹全局,重在改善",联讯证券
1939,2018-12-18,"食品饮料行业周报:汾酒推激励提振信心,关注五粮液1218大会",申万宏源
1940,2018-12-17,"食品饮料行业2019年度策略报告:回归理性,浪里淘金",中证网
1941,2018-12-17,[快讯]中炬高新发布质押公告 涉及股份5394万股,中财网
1942,2018-12-15,日常消费品：统筹全局 荐7股,联讯证券
1943,2018-12-14,"食品饮料行业2019年度投资策略:短期波动不改中长期价值,优选细分龙头",证券之星
1944,2018-12-13,巨丰热点：燃料电池盘中活跃 富瑞特装盘中涨停,巨丰财经
1945,2018-12-13,23股获券商买入评级 中国化学目标涨幅达57.62%,Wind
1946,2018-12-12,今日资金抢入六只强势股一览（2018年12月12日）,中财网
1947,2018-12-11,日常消费品：大趋势下的小确幸 荐14股,东兴证券
1948,2018-12-09,日常消费品：看好板块继续反弹 荐15股,方正证券
1949,2018-12-05,"食品饮料行业十二月第一周周报:大盘震荡微涨,白酒领涨食品饮料",东兴证券
1950,2018-12-03,日常消费品：白酒领涨食品饮料 荐11股,东兴证券
1951,2018-12-03,食品饮料行业本周观点:五粮液“涨价”与茅台“放量”风波,安信证券
1952,2018-11-28,"食品饮料行业十一月第四周周报:大盘震荡回落,食品饮料防御性凸显",东兴证券
1953,2018-11-26,日常消费品：食品饮料防御性凸显 荐11股,东兴证券
1954,2018-11-26,【食品饮料-中炬高新(600872)】范劲松、 熊欣慰（研究助理）：深度研究：定位高鲜进军全国，机制改善释放活力20181125,中泰证券研究所
1955,2018-11-20,"食品饮料周报2018第45期:10月社消增速回落,中炬换届进入新阶段",正点财经
1956,2018-11-20,中科院助粤港澳大湾区科创建设 超15家机构联袂推荐6只潜力股,证券日报
1957,2018-11-20,"食品饮料行业2018年第44期:10月社零增速有所放缓,大众品稳健成长",国联证券
1958,2018-11-19,中科院助粤港澳大湾区科创建设 超15家机构推荐6股,证券日报
1959,2018-11-19,日常消费品：市场强势上行 荐11股,东兴证券
1960,2018-11-19,【中炬高新跟踪点评：董事会换届顺利，谋长远更高发展—方正食品饮料181118】,虎哥的研究
1961,2018-11-19,"食品饮料行业2019年投资策略:消费升级和品牌集中度提升,聚焦优势龙头",西南证券
1962,2018-11-15,【长城食饮每日资讯1115】中炬高新召开股东大会，选举产生第九届董事会,宇光食饮日讯
1963,2018-11-10,从三季报看各行业的盈利能力 告诉你茅台为什么这么牛！,巨丰财经
1964,2018-11-07,【非酒食品】三季报综述：龙头表现稳健，集中度持续提升,中银国际证券研究
1965,2018-11-07,食品饮料2018q3业绩总结之大众消费品:需求仍有韧性、龙头更显稳健,申万宏源
1966,2018-11-06,中炬高新:改制加速后的三大推演,正点财经
1967,2018-11-04,日常消费品：食品稳健增长 白酒增速放缓,安信证券
1968,2018-11-01,中炬高新：10月31日融资余额为3.16亿元，较前一日骤降5.56%,Wind资讯
1969,2018-11-01,"中炬高新:终端需求良好,机制有望改善",中证网
1970,2018-10-31,华创证券：上调中炬高新评级至强推,Wind
1971,2018-10-31,【食品饮料】中炬高新：基数及台风影响收入增速，董事会换届在即，未来业绩值得期待,中银国际证券研究
1972,2018-10-31,【华泰证券研究所】每日晨会启明星20181031,华泰证券研究所
1973,2018-10-31,【食品饮料|黄付生团队太平洋证券】中炬高新(600872)：美味鲜增速放缓，成本承压影响毛利率,太平洋证券研究
1974,2018-10-31,"中炬高新:经营稳健,机制盘活",东吴证券
1975,2018-10-31,"中炬高新2018年三季报点评:Q3增速略低于预期,持续丰富品类和产能扩张",东莞证券
1976,2018-10-30,【长城食饮】中炬高新三季报点评：高基数致增速放缓，换届将迎新阶段,宇光看食饮
1977,2018-10-30,【中炬高新三季报点评：董事会换届正推进，未来成长有望提速—方正食品饮料181029】,虎哥的研究
1978,2018-10-30,【安信食品|三季报点评】中炬高新：换届靴子落地，冀望2019恢复提速,北外滩食饮俱乐部
1979,2018-10-30,A股早报2018年10月30日星期二,Wind
1980,2018-10-29,中炬高新：前三季度净利润同比增36.95%,Wind
1981,2018-10-29,中炬高新龙虎榜数据（10月29日）,Wind资讯
1982,2018-10-29,跌停板解密：酒类个股再现跌停潮！（10月29日）,Wind
1983,2018-10-29,食品股全线下挫，龙头海天味业封死跌停,Wind
1984,2018-10-29,日常消费品：白酒仓位略降 荐4股,中银国际
1985,2018-10-25,"食品饮料行业9月社消数据点评:9月社消增速回暖,客观看待消费变化",长城证券
1986,2018-10-15,[看好评级]食品饮料行业周报：市场震荡 短期影响食品饮料 长期估值不变,中财网
1987,2018-10-15,日常消费品：市场震荡 荐11股,东兴证券
1988,2018-10-09,"食品饮料行业周报:中秋旺季如何看食饮,分化中积极布局龙头价值买点",正点财经
1989,2018-10-09,中炬高新：经营表现稳健 机制改善可期,红周刊
1990,2018-09-29,"食品饮料周报2018第38期:市场回暖,食品先行",长城证券
1991,2018-09-28,"食品饮料行业:从海外经验看食饮龙头成长路径及估值体系,龙头是如何养成的",申万宏源
1992,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1993,2018-09-26,巨丰收评：大盘冲高回落 已逐步转强,巨丰财经
1994,2018-09-25,日常消费品：板块相对价值凸显 荐15股,申万宏源
1995,2018-09-25,【数据揭秘】09月21日 融资客最看好的前20只个股,每日经济新闻
1996,2018-09-24,粤港澳大湾区再获利好 QFII与社保基金围猎4只个股,证券日报
1997,2018-09-20,卢周伟: 【广证恒生食品饮料】公司事件点评-中炬高新（600872）-第一大股东变更完成，机制改革预期加快-20180919,广证恒生
1998,2018-09-20,"食品饮料行业周报:集中度提升趋势不变,中秋销售无需悲观",证券之星
1999,2018-09-18,"食品饮料行业2018年中报综述:白酒仍处景气周期,大众品喜多忧少",正点财经
2000,2018-09-18,"食品饮料行业周报2018第37期:社消8月增速回暖,建议布局行业龙头",长城证券
2001,2018-09-17,机构解析：周二热点板块及个股（附股）,中证网
2002,2018-09-17,日常消费品：茅台批价略反弹 荐15股,申万宏源
2003,2018-09-17,日常消费品：稳中求胜 荐7股,华鑫证券
2004,2018-09-17,日常消费品：食品板块迎中秋销售旺季 荐11股,东兴证券
2005,2018-09-14,22股获券商买入评级，首旅酒店目标涨幅达77.77%,Wind
2006,2018-09-13,看好中国｜消费升级——食品饮料股价和业绩背离,巨丰财经
2007,2018-09-13,调味品行业深度：舌尖到心间的美味今日传明日的辉煌,顶尖财经网
2008,2018-09-13,食品饮料中期业绩增速平稳 下半年旺季迎投资机会,大众证券报
2009,2018-09-13,【金融工程报告】金融工程王红兵 主动量化：个股绝对收益之中炬高新（600872）,中国银河证券研究
2010,2018-09-12,前海人寿减持万科5.52亿股、出清中炬高新,21世纪经济报道
2011,2018-09-12,【食品饮料-中炬高新(600872)】范劲松、熊欣慰（研究助理）：点评报告：体制改革又进一步，经营活力有望释放-20180911,中泰证券研究所
2012,2018-09-11,中炬高新：调味品加速增长 费用率下降释放利润弹性,中证网
2013,2018-09-11,【中泰食品饮料】中炬高新：体制改革又进一步，经营活力有望释放,中泰食品饮料
2014,2018-09-11,进入旺季白酒量价及库存表现均良性,佳酿网
2015,2018-09-11,中山润田接盘中炬高新股份,羊城晚报
2016,2018-09-11,社保基金长期重仓股名单曝光，连续五年坚守24只个股,证券日报
2017,2018-09-10,"食品饮料行业:中秋旺季进展正常,静待市场信心转机",方正证券
2018,2018-09-10,中炬高新 (600872)【申万食品饮料-吕昌、毕晓静】股权结构停滞状态有望打破，调味品潜力将加快释放,申万食品饮料研究
2019,2018-09-10,日常消费品：龙头优势进一步突出 荐3股,中银国际
2020,2018-09-10,中炬高新：股权转让解决合规问题，期待董事会换届加快落地,中银国际
2021,2018-09-10,【中秋旺季进展正常，静待市场信心转机—方正食品饮料180909】,虎哥的研究
2022,2018-09-09,日常消费品：策略会交流反馈 荐4股,安信证券
2023,2018-09-07,宝能系内部持股调整：钜盛华子公司57亿入主中炬高新 前海人寿退位,e公司
2024,2018-09-07,前海人寿57亿出售中炬高新全部股份，宝能旗下公司接盘,澎湃新闻
2025,2018-09-07,7日晚间公告精选丨中炬高新：前海人寿57亿元转让24.92%公司股份,21世纪经济报道
2026,2018-09-07,中炬高新：股东前海人寿转让全部持股，中山润田投资57亿元接盘,Wind
2027,2018-09-07,【申万食品饮料-吕昌、毕晓静】食品饮料2018Q2业绩总结之大众消费品：整体景气仍优，优质公司实力彰显,申万食品饮料研究
2028,2018-09-05,日常消费品：食品板块强者更强 荐3股,中银国际
2029,2018-09-05,"食品饮料行业白酒板块中报总结:地产酒普遍超预期,当前位置仍看好",安信证券
2030,2018-09-05,"食品饮料行业白酒板块中报总结:刚需品种更优,新常态仍有信心",安信证券
2031,2018-08-28,[看好评级]食品饮料行业周报：茅台再出措施旺季稳价 大众品龙头业绩超预期,中财网
2032,2018-08-28,"中炬高新:调味品二季度增速加快,地产收入利润释放",国联证券
2033,2018-08-27,日常消费品：重视中炬新价值 荐4股,长城证券
2034,2018-08-27,食品饮料行业周报：茅台如期放量、中秋旺季启动，板块业绩确定性强,方正证券
2035,2018-08-27,日常消费品：稳中求胜 荐6股,华鑫证券
2036,2018-08-27,[买入评级]中炬高新(600872)中报点评：业绩好于前期预告 美味鲜恢复高增长,中财网
2037,2018-08-27,中炬高新：业绩略超预期 调味品业务净利率创新高,申万宏源
2038,2018-08-27,"中炬高新2018年中报点评:调味品业务保持快增,盈利能力显著提升",东莞证券
2039,2018-08-26,[优于大市评级]食品行业周报：多家啤酒公司业绩加速改善,中财网
2040,2018-08-25,中字头股大单扫货人气飙升 长线机构布局14只个股,证券日报
2041,2018-08-24,长期看到 机构推荐这5股,中财网
2042,2018-08-24,[审慎增持评级]中炬高新(600872)中报点评：收入平稳增长 控费贡献利润上行,中财网
2043,2018-08-24,[增持评级]中炬高新(600872)中报点评：美味鲜延续快速增长态势 房地产开发如期进行,中财网
2044,2018-08-24,[买入评级]中炬高新(600872)中报点评：看好调味品业务盈利能力持续提升,中财网
2045,2018-08-24,食品饮料行业:防守思路 近期乳业板块首推,国金证券股份有限公司
2046,2018-08-24,【食品饮料-苏铖】中炬高新：计划达成度超预期，费用投放空间大,安信证券研究
2047,2018-08-24,【浙商食饮】中炬高新半年报点评：业绩略超预告，非调味品业务锦上添花,浙商证券研究所
2048,2018-08-23,中炬高新：销售费用率改善推动净利高增长,东北证券
2049,2018-08-23,明日最具投资机会六大牛股一览（2018年8月23日）,中财网
2050,2018-08-23,【平安】中炬高新*600872*美味鲜降费稳增，总部&地产增厚利润*推荐,平安研究
2051,2018-08-23,[买入-A评级]中炬高新(600872)中报点评：计划达成度超预期 费用投放空间大,中财网
2052,2018-08-23,[增持评级]中炬高新(600872)中报点评：美味鲜高增长 费用率明显下降,中财网
2053,2018-08-23,【安信食品|中报点评】中炬高新：计划达成度超预期，费用投放空间大,北外滩食饮俱乐部
2054,2018-08-23,[增持评级]中炬高新(600872)中报点评：调味品稳步增长 盈利能力有望持续上行,中财网
2055,2018-08-23,[强烈推荐-A评级]中炬高新(600872)中报点评：主业稳健发展 地产增厚业绩,中财网
2056,2018-08-23,[买入评级]中炬高新(600872)中报点评：调味品稳健增长 地产收入超预期,中财网
2057,2018-08-23,[增持评级]中炬高新(600872)中报点评：零售餐饮双轮驱动 业绩有望保持高速增长,中财网
2058,2018-08-23,中炬高新：调味品加速增长 费用率下降释放利润弹性,中泰证券
2059,2018-08-23,[推荐评级]中炬高新(600872)中报点评：美味鲜2Q收入增速改善 利润率再创新高,中财网
2060,2018-08-23,"中炬高新:收入稳健增长,控费提升盈利",西南证券
2061,2018-08-22,中炬高新：上半年净利3.39亿元 同比增61%,e公司
2062,2018-08-22,中报 | 中炬高新上半年营收21.74亿 其中售楼收入3921万元,乐居财经
2063,2018-08-22,中炬高新：上半年净利润同比增60.99%,Wind
2064,2018-08-22,[看好评级]食品饮料行业周报：食品饮料承压下行 紧握筹码待反击,中财网
2065,2018-08-22,中炬高新：8月21日融资余额为3.08亿元，较前一日骤降7.61%,Wind资讯
2066,2018-08-21,[推荐评级]食品饮料行业周报：食品中报业绩稳健 板块配置价值突显,中财网
2067,2018-08-20,[看好评级]食品饮料行业周报：大众品增长稳健 白酒紧盯旺季销售,中财网
2068,2018-08-20,[买入评级]食品饮料行业周报：调整后关注优质价值股机会,中财网
2069,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
2070,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
2071,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
2072,2018-08-16,[推荐评级]中炬高新(600872)深度研究：迎合消费升级打开突破口 渠道扩张与品类开发渐进,中财网
2073,2018-08-14,[看好评级]食品饮料行业周报：市场弱复苏 底部待确认 食品饮料不悲观,中财网
2074,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
2075,2018-08-08,[看好评级]食品饮料行业周报：市场情绪过度反应 食品饮料中期确定性强静待反击,中财网
2076,2018-08-06,【东兴食品饮料】中炬高新（600872）深度报告：厨邦速度一名追赶者的自我修养,东兴研究圈
2077,2018-08-06,[互动]中炬高新：为更多农村用户提供优质厨邦产品,全景网
2078,2018-08-06,中炬高新：食用油主要在广东等主营销区销售 占收入8%左右,中证网
2079,2018-08-03,进可攻退可守！举牌加重组模式生变，未来该如何玩？,Wind
2080,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
2081,2018-07-31,[买入评级]食品饮料行业周报：关注中报行情 坚守龙头,中财网
2082,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
2083,2018-07-31,巨丰热点：燃料电池概念盘中呈现活跃 厚普股份等个股涨停,巨丰财经
2084,2018-07-31,食品饮料行业:以优秀的基本面对抗市场情绪波动,东北证券
2085,2018-07-31,"食品饮料行业周报2018第30期:乱世喧嚣守本心,迎接食品中报行情",长城证券
2086,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
2087,2018-07-30,[推荐评级]食品饮料行业周报：布局估值切换 首推白酒调味品,中财网
2088,2018-07-30,[增持评级]食品饮料每周小评：中报值得期待 静待板块改善再起航,中财网
2089,2018-07-27,[推荐评级]食品饮料行业动态报告：半年报预计向好 白酒确定性最强,中财网
2090,2018-07-25,[强于大市评级]食品饮料行业专题报告：食饮&白酒2Q超配加大 北上资金偏爱绝对龙头,中财网
2091,2018-07-25,[看好评级]2018年基金中报分析(食品、饮料与烟草行业)：消费环比加仓 未来震荡向上,中财网
2092,2018-07-24,2018年基金中报分析：消费环比加仓，未来震荡向上【食品饮料黄付生团队｜太平洋证券】,食品饮料大消费黄付生
2093,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
2094,2018-07-24,[看好评级]食品饮料行业周报：中报确定性的溢价 食品饮料不悲观,中财网
2095,2018-07-24,[买入评级]食品饮料行业周报：2018Q2国内公募基金持仓占比提升 建议关注白酒、食品龙头,中财网
2096,2018-07-24,[看好评级]食品/饮料与烟草行业周报：从三聚氰胺/瘦肉精/塑化剂看恶性事件的影响,中财网
2097,2018-07-24,中炬高新：调味品成长性高 给予“推荐评级”,国联证券
2098,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
2099,2018-07-23,[同步大市评级]食品饮料行业周报：休闲卤制品：商业模式的“楚汉之争”,中财网
2100,2018-07-23,深度*行业*基金2Q18食品饮料仓位：仓位重新上升,中财网
2101,2018-07-23,[推荐评级]食品饮料行业周报：中报业绩前瞻,中财网
2102,2018-07-23,【食品】中炬高新：调味品业务稳健增长，房地产业务锦上添花,中银国际证券研究
2103,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
2104,2018-07-23,【中报业绩前瞻—方正食品饮料180722】,虎哥的研究
2105,2018-07-21,三细分领域景气度有望持续8只食品饮料股被机构扎堆看好,证券日报
2106,2018-07-20,[强于大市评级]食品饮料行业2018年中期策略：强化布局调味品 继续白酒阿尔法机会,中财网
2107,2018-07-19,[推荐评级]食品饮料行业中报预览：高端稳增向好 大众略有分化,中财网
2108,2018-07-17,[推荐评级]中炬高新(600872)公司事项点评：美味鲜如期快增 地产收入确认&本部减亏 利润超预期,中财网
2109,2018-07-17,中炬高新股票分析：中报预增超预期，上调全年盈利预测,天风证券
2110,2018-07-17,【中炬高新*东吴食品】三因素驱动收入增长，净利率仍有提升空间,东吴研究所
2111,2018-07-17,【太平洋证券 今日早读】策略：反弹仍在路上，静候财政发令枪|三一重工深度报告|中炬高新、爱尔眼科等公司点评（20180717）,太平洋证券研究
2112,2018-07-17,【食品饮料|黄付生团队太平洋证券】中炬高新(600872)：美味鲜高增长，房地产确认收入，业绩超预期,太平洋证券研究
2113,2018-07-17,"中炬高新:低基数下调味品增长环比提速,非调味品业务贡献超预期",申万宏源
2114,2018-07-16,[领先大市-A评级]食品饮料行业中报前瞻：白酒优先看好刚需 大众品注意防范风险,中财网
2115,2018-07-16,[看好评级]食品饮料行业周报：高端酒价格已上行 看好板块下半年估值切换行情,中财网
2116,2018-07-16,[买入评级]食品饮料行业周报：2018H1阿里系食品饮料销售数据靓丽 建议关注白酒、食品龙头,中财网
2117,2018-07-16,【长城食品】调味品欣欣向荣，地产意外之喜——中炬高新（600872）公司动态点评,宇光看食饮
2118,2018-07-16,[买入评级]中炬高新(600872)公司点评：调味品盈利能力持续改善 地产业务超预期,中财网
2119,2018-07-16,中炬高新：调味品如期加快，整体经营改善明显,方正证券
2120,2018-07-16,[买入评级]中炬高新(600872)动态点评：美味鲜Q2增速回升明显 集团业务贡献利润,中财网
2121,2018-07-16,非酒类食品饮料2H18策略暨中报业绩预览,中财网
2122,2018-07-16,7月16日早间行业热点聚焦,中证网
2123,2018-07-16,[买入评级]深度*公司*中炬高新(600872)点评：调味品业务稳健增长 房地产业务锦上添花,中财网
2124,2018-07-16,【市场反弹小白马先行，五粮液批价回升—方正食品饮料180715】,微信
2125,2018-07-16,[增持评级]中炬高新(600872)公告点评：调味品收入高增长 房地产超预期,中财网
2126,2018-07-13,【长城食饮每日资讯0713】中炬高新预计上半年净利润同比增加1.22亿元，增幅达58%,宇光食饮日讯
2127,2018-07-13,中炬高新：上半年净利预增58%左右,e公司
2128,2018-07-13,[强于大市评级]食品饮料行业2018中报前瞻：2Q行业趋势仍向好 绝对龙头确定稳增,中财网
2129,2018-07-12,[买入评级]食品饮料行业周报：高端、区域白酒龙头基本面良好 建议关注白酒、食品龙头,中财网
2130,2018-07-10,【食品饮料-中炬高新(600872)】范劲松：站位风口享升级红利，内外兼修成长逻辑清晰-20180710,中泰证券研究所
2131,2018-07-09,【申万食品饮料-吕昌团队】 周观点（7月第1周）：板块中期业绩确定 当前时点配置价值凸显,申万食品饮料研究
2132,2018-07-09,[看好评级]食品饮料行业周报：板块中期业绩确定 当前时点配置价值凸显,中财网
2133,2018-07-09,[增持评级]食品饮料每周小评：市场情绪仍偏谨慎 6月零食电商龙头继续高速,中财网
2134,2018-07-09,"中炬高新:盈利持续改善,全国调味品龙头初现",证券之星
2135,2018-07-09,"食品饮料行业2018下半年投资策略:买入白酒时间玫瑰,迎接大众消费之春",申万宏源
2136,2018-07-06,[买入评级]食品饮料行业周报：白酒景气周期持续 继续看好白酒和食品龙头,中财网
2137,2018-07-05,【浙商食饮】中炬高新中报前瞻：预计2Q营收和净利润维持快速增长，建议买入,浙商证券研究所
2138,2018-07-04,[推荐评级]食品饮料行业周报：调整或至底部 食品乐观展望,中财网
2139,2018-07-03,[维持评级]食品饮料行业周报：名优酒企优势显著 当下唯稳则优,中财网
2140,2018-07-03,[看好评级]食品饮料行业周报：Q2超额收益20%回调正常 继续买入板块确定性,中财网
2141,2018-07-02,长江食品：食品饮料行业2018年中报前瞻,长江食品饮料研究
2142,2018-07-02,[领先大市-A评级]食品饮料行业周报：水井坊两次要约的异同和借鉴,中财网
2143,2018-07-02,[推荐评级]食品饮料行业周报：古井贡酒超预期 强化区域次高端龙头主线逻辑,中财网
2144,2018-07-02,[推荐评级]2018年中期食品饮料行业投资策略报告：布局白酒享受业绩释放 关注大众品细分市场头部企业,中财网
2145,2018-06-29,[强于大市评级]深度*行业*食品饮料2018年中期策略：白酒继续看好 食品精选个股,中财网
2146,2018-06-27,[买入评级]食品饮料行业周报：618、世界杯期间酒类表现亮眼 关注酒类、食品龙头,中财网
2147,2018-06-26,[领先大市-A评级]食品饮料行业周报：抗跌明显 地产酒中报值得期待,中财网
2148,2018-06-26,[增持评级]食品饮料行业每周小评：618休闲食品翻倍增长 三大龙头持续收割流量,中财网
2149,2018-06-25,[推荐评级]食品饮料行业投资策略报告：展望价值 掘金弹性,中财网
2150,2018-06-25,"食品饮料行业周报:行业确定性高,龙头企业尤佳",证券之星
2151,2018-06-25,"食品饮料行业:五粮液停货挺价,重视白酒周期性的弱化",东北证券
2152,2018-06-21,[推荐评级]食品饮料行业周报：“五泸”控价、茅台系列酒发力 乳业振兴剑指规模化,中财网
2153,2018-06-21,中炬高新去年理财222次 称今年还要接着干,证券日报
2154,2018-06-21,闲置资金不投主业 35家食品饮料公司掷504亿理财,证券日报
2155,2018-06-21,"食品饮料行业周报:系统回调凸显板块配置价值,优选白酒及大众品龙头",申万宏源
2156,2018-06-20,6月20日午间行业热点聚焦,中证网
2157,2018-06-20,申万宏源晨会纪要-180620,申万宏源
2158,2018-06-15,[买入评级]食品饮料行业周报：继续看好白酒需求 持续关注高端、次高端白酒,中财网
2159,2018-06-12,[推荐评级]食品饮料行业投资策略：展望价值 掘金弹性,中财网
2160,2018-06-12,"食品饮料周报2018第23期:独角兽归来,食品避险圣地",长城证券
2161,2018-06-11,[领先大市-A评级]食品饮料行业周报：陆股通持续买入白酒 重视白酒“长周期”及确定性,中财网
2162,2018-06-11,食品饮料行业周报:食品饮料究竟贵不贵?,证券之星
2163,2018-06-07,券商评级:三大股指集体走弱 九股迎掘金良机,证券之星
2164,2018-06-07,[增持评级]中炬高新(600872)点评：产能投放 渠道扩张 改善可期,中财网
2165,2018-06-06,中炬高新创历史新高,中证报
2166,2018-06-04,[增持评级]食品饮料每周小评：紧抱二线食品龙头 寻找相对收益,中财网
2167,2018-06-04,[增持评级]中泰食品饮料行业周报：收益显著 再推伊利,中财网
2168,2018-06-04,[强于大市评级]深度*行业*食品饮料行业周报：关于白酒周期的两点不同看法,中财网
2169,2018-06-04,机构推荐：本周具布局潜力金股（6.4）,金融界
2170,2018-06-01,[买入评级]深度*公司*中炬高新(600872)点评：产能有序投放支撑收入较快增长 高ROE可享更高估值,中财网
2171,2018-05-30,6月白酒板块超额收益 啤酒板块受益世界杯热度不减,佳酿网
2172,2018-05-29,【食品饮料|黄付生团队太平洋证券】从股东大会看食品饮料：龙头稳健，精选成长,太平洋证券研究
2173,2018-05-28,[看好评级]食品饮料行业周报：白酒景气延续分化复苏 大众消费热度不减聚焦龙头,中财网
2174,2018-05-28,[增持评级]食品饮料每周小评：持仓、竞争优势、ROE三大角度优选细分领域龙头,中财网
2175,2018-05-28,[强于大市评级]深度*行业*食品饮料行业周报：排位赛之争 越争越精彩,中财网
2176,2018-05-28,[增持评级]中泰食品饮料行业周报：区域酒升级周期兴起 啤酒牛市持续演绎,中财网
2177,2018-05-25,食品饮料行业:二季度为板块最佳投资时点,申万宏源
2178,2018-05-23,[推荐评级]食品饮料行业周报：A股入摩尘埃落定 食品饮料再现催化,中财网
2179,2018-05-23,[推荐评级]食品饮料行业周报：江苏地区草根调研区域白酒快速增长 洋河高端化趋势明显,中财网
2180,2018-05-23,食品饮料行业周报:顺鑫农业受益于市场偏好变化和大众消费升温,证券之星
2181,2018-05-22,[买入-A评级]中炬高新(600872)公司快报：一手好牌 资产盘活将有效助力二次跨越,中财网
2182,2018-05-22,[推荐评级]食品饮料行业周报：继续买入白酒超长周期 重视优质大众细分龙头,中财网
2183,2018-05-22,[买入评级]食品饮料行业周报：慢牛演绎 区域龙头崭露头角,中财网
2184,2018-05-22,"中炬高新:产能+渠道同步扩张,调味品主业稳健发展无忧",申万宏源
2185,2018-05-21,[推荐评级]食品饮料行业周报：论白酒行业的周期性,中财网
2186,2018-05-21,[看好评级]食品饮料行业周报：大众消费普涨精选龙头 白酒看好次高端及高端,中财网
2187,2018-05-21,研报精选：盐津铺子五连板没什么 因为它已连涨六年！,中金网
2188,2018-05-21,【安信食品】中炬高新：一手好牌，资产盘活将有效助力二次跨越,微信
2189,2018-05-21,【安信食品周观点第18周-20180520】,微信
2190,2018-05-21,【论白酒行业的周期性—方正食品饮料180520】,虎哥的研究
2191,2018-05-21,中炬高新：全年稳健增长 Q2业绩有望超预期,华泰证券
2192,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
2193,2018-05-18,【招商食品】中炬高新：成长路径清晰，短期基本面加速,招商食品饮料
2194,2018-05-18,"中炬高新动态点评:美味鲜稳健增长,餐饮占比提升",国海证券
2195,2018-05-18,[强烈推荐-A评级]中炬高新(600872)调研简报：成长路径清晰 短期基本面加速,中财网
2196,2018-05-18,中炬高新：产量释放 全年业绩有望再创新高,信达证券
2197,2018-05-17,酱油行业：享美食盛宴，展行业花开（附股）,华讯财经
2198,2018-05-17,【晨会聚焦】宏观基本面波澜不惊,中泰证券研究所
