,2018-01-01 00:00:00,信息科技：驾乘白马 荐8股,中泰证券
4956,2021-01-13,【机会挖掘】工业互联网创新发展行动计划印发 产业链公司或受关注（附股）,证券时报网
4957,2021-01-13,基秘档案系列 | 国泰中证全指软件ETF（515230）投资价值分析,招商定量任瞳团队
4958,2021-01-13,恒生电子：高额费用去哪儿了？,证券市场周刊
4959,2021-01-14,春季躁动行情接近尾声？机构抱团龙头股跌停！该如何调整仓位？,国际金融报
4960,2021-01-14,机构抱团龙头股跌停：春季躁动行情接近尾声？该如何调整仓位？,国际金融报
4961,2021-01-14,【收盘简评】2021-01-14,赢家之星
4962,2021-01-14,畅捷支付股权变更待审核 其二股东畅捷通拟A股二次上市,北京商报
4963,2021-01-14,新股初探 | 福昕软件（定制版）,新浪
4964,2021-01-14,主力资金：主力跑路光伏龙头 卖出资金超19亿元,新浪
4965,2021-01-14,上海加快产业数字化转型：2021工业数字化供需对接大会今天召开,Wind
4966,2021-01-14,上海加快产业数字化转型：2021工业数字化供需对接大会今天召开,上证报
4967,2021-01-14,时代看盘：A股行情分化，外资不惧调整大肆扫货，回调就是加仓机会,时代在线
4968,2021-01-14,7家工业企业牵手12家服务商 上海加快推进工业数字化供需对接,证券时报网
4969,2021-01-14,计算机行业工业软件系列报告(三)：三年行动计划发布 工业互联网政策持续加码,华安证券
4970,2021-01-14,用友网络(600588.SH)：38.058万份股票期权1月20日解锁,格隆汇
4971,2021-01-14,24股主力资金净流入超亿元,证券时报网
4972,2021-01-14,42股今日获机构买入评级,证券时报网
4973,2021-01-14,用友网络(600588)：分拆畅捷通A股上市 聚焦云转型,新浪
4974,2021-01-14,三年行动计划发布 工业互联网政策持续加码（附股）,证券时报网
4975,2021-01-14,1月14日晚间重要行业研究汇总(附股),中金在线
4976,2021-01-14,巨丰资金流向：市场震荡加速资金流出 454亿主力资金出逃！,巨丰财经
4977,2021-01-14,芯片软件等科技类股集体大涨 市场风格转变开始？,证券时报网
4978,2021-01-14,计算机行业：新一轮《行动计划》发布 工业互联网有望迎来加速发展,新浪
4979,2021-01-14,计算机行业周报：多因素驱动 看好计算机2021年的投资机会,新浪
4980,2021-01-14,A股午评：三大指数齐跌科创50指数涨超4%光刻机概念大涨,格隆汇
4981,2021-01-14,【华西计算机】工业软件跟踪报告：三年行动计划出台，工业互联网大风再起,科技晶选
4982,2021-01-14,计算机板块涨幅扩大，用友网络涨超7%,Wind
4983,2021-01-14,A股早报2021年1月14日星期四,Wind
4984,2021-01-14,华创事件驱动早报1-14：工业互联网创新发展计划印发；被动元件产业链量价齐升,华创证券研究
4985,2021-01-14,用友网络、特变电工推动子公司回A,上证报
4986,2021-01-14,用友网络分拆上市 畅捷通拟冲刺A股,证券时报
4987,2021-01-15,【兴证计算机】工业互联：正迎戴维斯双击时刻,兴业计算机团队
4988,2021-01-15,【收盘简评】2021-01-15,赢家之星
4989,2021-01-15,今日股市0115丨市场轮动节奏加快，短期操作上如何应对？,第一财经
4990,2021-01-15,用友网络跌停 近两日安信证券华西证券研报喊买入,中国经济网
4991,2021-01-15,用友网络龙虎榜数据（1月15日）,Wind
4992,2021-01-15,1月15日主力资金净流出254亿元,证券时报网
4993,2021-01-15,跌停板解密：大单抛售，两类个股封跌停！（1月15日）,Wind
4994,2021-01-15,国信证券-数字浪潮之产业数字化：全析工控数字化，从ERP到车载智能,国信研究
4995,2021-01-15,涨停秘钥：市场风格发生变化 三大概念有望出妖股,巨丰财经
4996,2021-01-15,热点淘金：指数午后探底回升 涨幅超9%个股逾百家,巨丰财经
4997,2021-01-15,1月15日异动股点评：银行业绩或“有喜” 盘点四牛与四熊,山东神光
4998,2021-01-15,【股市收盘】指数午后探底回升 电池板块领涨,上海有色
4999,2021-01-15,地产股收盘丨指数午后探底回升 奥园美谷涨停 美好置业跌停,中国网
5000,2021-01-15,用友网络封住跌停，云计算板块持续下滑,Wind
5001,2021-01-15,用友网络(600588)：畅捷通拟A股上市 公司聚焦云计算,新浪
5002,2021-01-15,畅捷支付股东畅捷通拟于A股上市 助贷金额一度超2.6亿,华夏时报
5003,2021-01-15,【信达看盘】2021.1.15,信达证券上海
5004,2021-01-15,畅捷通转型阵痛净利两年降六成 研发投入费率超32%助新业务劲增 经营问题,长江商报
5005,2021-01-15,软件与服务行业：数字浪潮之产业数字化：全析工控数字化 从ERP到车载智能,新浪
5006,2021-01-16,美股新股解读|讯鸟软件（BIRD.US）：SaaS光环能否掩盖基本面瑕疵？,智通财经
5007,2021-01-16,面板涨价 TCL科技一马当先 锂电池概念恐高 多空激烈博弈,财富动力网
5008,2021-01-16,【财经早报】2021/1/16星期六,云掌财经
5009,2021-01-17,支付企业开启上市潮：微信支付宝光环下的另一条道路,钛媒体
5010,2021-01-18,瞄准万亿赛道，成立不足5年启动IPO，联易融到底是一家科技公司还是金融公司？,新浪
5011,2021-01-18,一批科技龙头创历史新高，低位股名单来了,第一财经
5012,2021-01-18,无人驾驶龙头中科创达涨18%:一批科技股创新高 低位股名单来了,新浪
5013,2021-01-18,无人驾驶龙头大涨18%，一批科技股创历史新高，低位股名单来了！3天跌近23%，酒鬼酒获机构大举抄底,证券时报网
5014,2021-01-18,低估板块待发掘，指数稳固3600点,第一财经
5015,2021-01-18,“逆行”助力地产融资 联易融借力腾讯冲刺供应链金融概念股,中国经营报
5016,2021-01-18,计算机行业周报：行动计划发布 关注工业互联网,国海证券
5017,2021-01-18,【信达看盘】2021.1.18,信达证券上海
5018,2021-01-18,本周2426亿市值限售股解禁，环比增加1254.32% 解禁,Wind
5019,2021-01-18,科技创新片区：双轮驱动的科创“大脑”,北京商报
5020,2021-01-19,23股特大单净流入资金超1亿元,第一财经
5021,2021-01-19,【民生计算机|周观点】机构重点配置方向未变，智能驾驶等关注度提升,MS计算机
5022,2021-01-19,23股获特大单资金净流入超亿元 科大讯飞居首,证券时报网
5023,2021-01-19,支付机构扎推上市 业内：数字科技改变支付是大势所趋,华夏时报
5024,2021-01-19,1月19日主力资金净流出501亿元,证券时报网
5025,2021-01-19,用友网络向董事长控股公司转让资产 评估减值称“计量方法不同”,GPLP犀牛财经
5026,2021-01-19,巨丰资金流向：市场强震加剧两市分化 539亿主力高位撤离！,巨丰财经
5027,2021-01-19,计算机行业投资周报：工业互联网行动计划印发 工业云市场有望提速,新浪
5028,2021-01-19,计算机行业周报：无人驾驶持续加码 工业互联网迈入新台阶,新浪
5029,2021-01-19,计算机行业跟踪周报第225期：云计算软硬件行业分析,新浪
5030,2021-01-19,畅捷通转型云服务回A股上市 破茧后能否重生,格隆汇
5031,2021-01-20,今日上市ETF：跟踪智能消费和大数据的ETF来了 喜迎开门红,每日经济新闻
5032,2021-01-20,千亿市值白马股重回升势！5张图看清其内部分化,Wind
5033,2021-01-20,【机会挖掘】成都出台十条政策 加快工业互联网发展（附股）,证券时报网
5034,2021-01-20,基于浪潮K1 Power的NC Cloud大型企业数字化平台解决方案,砍柴网
5035,2021-01-20,指数箱体震荡，板块轮番登场如何分化？丨风口,第一财经
5036,2021-01-20,33股受青睐，北向资金增持额超亿元,证券时报网
5037,2021-01-20,工业互联网三年发展绘就新蓝图,大众证券报
5038,2021-01-21,逾10家千亿市值公司试水 “A拆A”或影响企业股权和产业布局规划,每日经济新闻
5039,2021-01-21,剑指工业4.0黄金时代！国内首只“智能制造ETF”开启网上现金认购,中国经济网
5040,2021-01-21,刘格菘、萧楠、刘彦春、黄兴亮等明星基金经理最新持仓浮出水面,新浪
5041,2021-01-21,刘格菘、萧楠、刘彦春等投资大佬最新持仓曝光,上证报
5042,2021-01-21,大盘缩量震荡 广和通融资盘大幅流入,财富动力网
5043,2021-01-22,读懂这些股票，就读懂了A股核心资产,老罗话指数投资
5044,2021-01-22,第五届财经领秀榜颁奖盛典圆满举行,搜狐
5045,2021-01-23,【兴证计算机】2020Q4持仓整理：低配0.28%，环比Q3下降0.30个百分点,兴业计算机团队
5046,2021-01-24,【华西计算机】云计算深度系列（2）：海外SaaS启示录（80页）,科技晶选
5047,2021-01-24,瞄准“万亿级产业”新风口！首只智能制造ETF明日结束募集,资本邦
5048,2021-01-24,疯狂！1月25日，41只新基金齐发，怎么选？,基尔摩斯
5049,2021-01-24,嘉实中证软件服务ETF投资价值分析：首支软件ETF蓄势待发,新浪
5050,2021-01-24,计算机四季报持仓分析：持仓继续回落，集中度大“斜率”上行,计算机司令部
5051,2021-01-25,公募基金去年规模“大量变”首破20万元 高仓位运行持股呈抱团趋势,中金在线
5052,2021-01-25,游资导致春季行情波动，重点关注创业板表现,搜狐
5053,2021-01-25,1月25日主力资金净流出315亿元,证券时报网
5054,2021-01-25,用友网络：“云办公”概念股再受追捧，行业发展前景光,中金在线
5055,2021-01-25,尚智逢源：首只智能制造ETF近日开启网上认购,新浪
5056,2021-01-25,深度|百亿爆款基份额缩水一半，新基金加速“输血”老基金,第一财经
5057,2021-01-25,计算机行业周报：关注人工智能和信创产业,国海证券
5058,2021-01-25,强者恒强，融资盘继续加仓,财富动力网
5059,2021-01-25,【计算机-胡又文】首支软件ETF蓄势待发-嘉实中证软件服务ETF投资价值分析,安信证券研究
5060,2021-01-26,计算机行业周报：深圳启动第三轮数字人民币试点 产业链有望受益,新浪
5061,2021-01-26,计算机应用行业：公募2020Q4持仓分析 集中度继续提升 主配云计算,新浪
5062,2021-01-26,【计算机】市场快速上涨，关注云计算和网络安全――计算机行业周报――看好,渤海证券研究
5063,2021-01-26,计算机行业周报：港股计算机标的明细全览！,新浪
5064,2021-01-26,计算机行业周报：市场快速上涨 关注云计算和网络安全,渤海证券
5065,2021-01-26,中信建投TMT团队最新研究观点,中信建投证券研究
5066,2021-01-26,中信建投五大研究团队复盘2020年四季度公募基金持仓,中信建投证券研究
5067,2021-01-27,拆解黑石“不脱碳就踢群”策略：“可持续性估值溢价”成市场新风向,证券时报网
5068,2021-01-27,工信部公布135个2020年制造业与互联网融合发展试点示范项目,Wind
5069,2021-01-27,【国金研究】国泰软件ETF投资价值分析：政策技术双驱动，聚焦高景气软件行业,国金证券
5070,2021-01-28,A股上演“黑色星期四”！白马股集体跪了，6000亿安防龙头盘中跌停！网友：祈求美股今晚大涨！ 连续下跌,e公司
5071,2021-01-28,A股上演“黑色星期四”:白马股集体跪了 海康威视盘中跌停 连续下跌,e公司
5072,2021-01-28,机构抱团股集体重挫 有40股预测市盈率低于40倍,第一财经
5073,2021-01-28,用友网络跌9% 3天前中金喊跑赢行业目标价61元,中国经济网
5074,2021-01-28,股东懵了：“粮油茅”跌9%、“光伏茅”跌8% 机构抱团股集体重挫,新浪
5075,2021-01-28,“行情发动机”集体熄火！6000亿大白马触及跌停，北向流出创30日来新高,财联社
5076,2021-01-28,太平洋--信息行业周报：全球云科技巨头即将发布财报【行业研究】,金融界股吧
5077,2021-01-28,私募大佬葛卫东押错宝？5亿投资闻泰科技浮亏超7000万,搜狐
5078,2021-01-28,信息服务行业跟踪报告：相比港股美股 A股SAAS公司已成为全球估值洼地,新浪
5079,2021-01-28,工业和信息化部办公厅关于公布2020年制造业与互联网融合发展试点示范名单的通知,中国水泥网
5080,2021-01-28,关注中小创的机会,华龙掘金
5081,2021-01-29,用友网络2021年研发计划增员1500人 加快云服务业务战略发展,证券日报网
5082,2021-01-29,喜报！龙腾四海分享C药易购收获满满！,云掌财经
5083,2021-01-29,万联证券--计算机行业基金持仓分析报告：持仓处于历史低位，集中度大幅提升【行业研究】,金融界股吧
5084,2021-01-29,一夜70家预亏，300万股东“踩雷”！科技龙头曝利空,证券时报
5085,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
5086,2021-01-29,"一夜70家预亏 300万股东难眠！科技龙头突曝""利空"" 预亏",证券时报
5087,2021-01-29,一夜预亏250亿，300万股东难眠，这家公司几乎亏掉总市值！科技龙头突曝“利空”，公司紧急回应 预亏,金融界
5088,2021-01-30,三六零（601360）：业绩预告超预期，政企安全业务呈爆发态势,王者计算机
5089,2021-01-31,《云计算半月刊》第六十九期（2021.1.31）,计算机司令部
5090,2021-01-31,【兴证计算机】周观点：计算机相对配置价值持续提升,兴业计算机团队
5091,2021-01-31,【民生研究】周观点汇总：行情第三阶段里风险偏好才是主因,MS研究
5092,2021-02-01,太平洋证券：1月金股组合盈利6.62% 2月荐股名单出炉,新浪
5093,2021-02-01,东吴证券：1月金股组合盈利7.07% 2月荐股名单出炉,新浪
5094,2021-02-01,计算机行业周报：公募计算机板块持仓减少 集中度提高,国海证券
5095,2021-02-01,计算机行业投资周报：产业合作稳进 车联网安全或为网安新风向,新浪
5096,2021-02-01,华安证券--计算机行业周报：高通推出第4代数字座舱平台，汽车智能化变革加速【行业研究】,金融界股吧
5097,2021-02-01,申港证券--计算机行业研究周报：计算机行业基金年报持仓分析【行业研究】,金融界股吧
5098,2021-02-01,计算机周报：板块整体业绩有望改善 主要细分核心标的表现亮眼,新浪
5099,2021-02-01,【策略*陈李】东吴证券月度策略及金股组合：一季度企业业绩有望超预期,东吴研究所
5100,2021-02-02,春节档预售4天票房破2亿，1月重卡销量再超市场预期丨明日主题前瞻,第一财经
5101,2021-02-03,转型业务驱动整体业绩攀升至1142亿人民币，联想软件和服务业务估值潜力巨大,北国网
5102,2021-02-03,信息服务行业研究：从微软财报看云化趋势,新浪
5103,2021-02-03,如何投资未来，哪些领域值得期待？大数据或引领第四次工业革命,金融界
5104,2021-02-04,曾最坚定看好科技股的明星基金经理，加仓这个“冷门”行业,上证报
5105,2021-02-04,曾经最坚定看好科技股的明星基金经理，竟然都去加仓了这个“冷门”行业,上证报
5106,2021-02-04,一份观察丨科技龙头集体跳水 原因找到了！,第一财经
5107,2021-02-04,解密主力资金出逃股连续5日净流出716股,证券时报网
5108,2021-02-04,千亿白马股闪崩市值缩水超400亿，紧急召开电话会议都说了什么？ 连续下跌,云掌财经
5109,2021-02-04,一“酱”功成万股哭!A股险守3500点，科技白马再遭估值杀,Wind
5110,2021-02-04,20股主力资金净流入超亿元,证券时报网
5111,2021-02-04,708亿主力资金近三日撤出全A(等权)概念股,证券时报网
5112,2021-02-04,又一只千亿白马股闪崩！用友网络早盘触及跌停 连续下跌,第一财经
5113,2021-02-04,超3500只股下跌，千亿大白马直接闪崩！原因在此？茅台却逆市狂飙5.44% 连续下跌,中证报
5114,2021-02-04,A股突发跳水！茅台又飞天，暴涨1500亿创新高,中国基金报
5115,2021-02-04,"风云突变！刚刚，A股突发跳水，千亿白马股闪崩跌停！茅台又飞天，暴涨1500亿创新高！香港科技股重挫4%，美团暴跌1400亿！
连续下跌",中国基金报
5116,2021-02-04,地产白马创历史新低，逾千股处于深度熊市！科技龙头集体跳水,证券时报网
5117,2021-02-04,广州万隆：贵州茅台刻意拉升存隐患 午后防一事,新浪
5118,2021-02-04,新时代证券--2020年计算机行业基金持仓总结：优质龙头持续集中，车联网、自主可控、网安表现优异【行业研究】,金融界股吧
5119,2021-02-04,并购优塾--电子信息行业ERP软件产业链深度梳理：用友网络VS SAP VS甲骨文【行业研究】,金融界股吧
5120,2021-02-05,解密主力资金出逃股连续5日净流出617股,证券时报网
5121,2021-02-05,大象起舞 小散们只能做观众？节前先不谈布局丨风口,第一财经
5122,2021-02-05,财富证券--计算机行业月度报告：业绩预告催化个股走势，关注长期基本面变化【行业研究】,金融界股吧
5123,2021-02-05,联想集团（00992）股价快速翻倍的背后逻辑：行业龙头、先进制造、业务升级,智通财经
5124,2021-02-05,开源证券--计算机周观点：云计算高景气度持续【行业研究】,金融界股吧
5125,2021-02-05,资金紧平衡 市场缺热点 A股连续两日超3000只个股下跌 连续下跌,上证报
5126,2021-02-06,贺宛男：市场越来越注重安全边际 选股时已把安全性放首位,金融投资报
5127,2021-02-07,【民生研究】周观点汇总：整体披露率小幅上升，净利润增速环比显着改善,MS研究
5128,2021-02-07,【兴证计算机】持续聚焦强规模效应龙头，关注Fintech新机会,兴业计算机团队
5129,2021-02-07,计算机行业研究周报：大跌之后 如何看？,新浪
5130,2021-02-08,计算机行业2020年报前瞻：领军业绩逐季改善 把握景气下游！,新浪
5131,2021-02-08,信息行业周报：亚马逊宣布云业务负责人为CEO继承人,新浪
5132,2021-02-08,计算机行业周观点：密集回购 彰显信心,新浪
5133,2021-02-08,计算机行业周报：2020年软件业统计公报发布 工业软件引领三大增长极,华安证券
5134,2021-02-08,民生计算机周报：工业软件再迎核心企业 持续看好板块价值,新浪
5135,2021-02-09,A股头条之上市公司（2.10）,金融界
5136,2021-02-09,盘后公告集锦|兰州民百：拟与快手服务商魔筷设立合资公司,云掌财经
5137,2021-02-09,用友网络(600588.SH)拟斥2.83亿元获大易云控制权 深度布局智能云招聘服务,智通财经
5138,2021-02-09,【民生计算机|周观点】百度智能驾驶全方位推进，5G重要应用端前景可期,MS计算机
5139,2021-02-09,用友网络(600588.SH)拟受让参股子公司大易云56.5665%股权,格隆汇
5140,2021-02-09,用友网络：拟2.8亿元收购参股子公司大易云部分股权,e公司
5141,2021-02-09,葛卫东持仓：去年Q4新进爱美客涨停 长线重仓用友网络浮盈数十亿,新浪
5142,2021-02-09,牛散葛卫东持仓：四季度新进股涨停，长线重仓股浮盈数十亿,红周刊
5143,2021-02-09,中关村银行违法遭央行处罚 第一大股东为用友网络 金融监管处罚,中国经济网
5144,2021-02-09,葛卫东赌赢了！化工、军工又疯涨，茅台也新高了,中国基金报
5145,2021-02-09,爱美客突破千元大关，私募大佬葛卫东赌赢了！,中国基金报
5146,2021-02-09,今日上市ETF | 节前最后两只ETF来了！跟踪软件和证券，头号重仓股科大讯飞涨停！东方财富大涨近6%,每日经济新闻
5147,2021-02-09,"刚刚，""女人的茅台""刷屏！暴涨800%，突破1000元大关，私募大佬葛卫东赌赢了！化工、军工又疯涨，茅台也新高了",中国基金报
5148,2021-02-09,医美龙头股价首次突破千元大关，高送转潜力股名单出炉！,证券时报网
5149,2021-02-09,A股第3只千元股！刚刚，医美龙头打响高送转第一枪，高送转潜力股名单出炉！神秘大佬押中，大赚超1.8亿,证券时报网
5150,2021-02-10,东吴证券给予用友网络买入评级，收购大易招聘云，内生外延双轮驱动发展，目标价格为76.45元,每日经济新闻
5151,2021-02-10,华安证券维持用友网络买入评级：战略并购大易云，完善HRSaaS产品布局,每日经济新闻
5152,2021-02-10,用友网络(600588)：收购大易招聘云 内生外延双轮驱动发展,新浪
5153,2021-02-10,6只个股尾盘净流入资金超亿元,证券时报网
5154,2021-02-10,用友网络(600588.SH)：控股股东质押1200万股,格隆汇
5155,2021-02-10,用友网络收购招聘管理软件公司大易云计算,企查查
5156,2021-02-10,牛市早报｜新增人民币贷款和社融创新高，1月CPI今公布,澎湃新闻
5157,2021-02-10,犀牛财经早报：格力地产暂停购买珠免股权王府井合并首商股份遭问询,GPLP犀牛财经
5158,2021-02-10,股海导航 2月10日沪深股市公告提示,新浪
5159,2021-02-10,今天或是大家减仓的时机,云掌财经
5160,2021-02-11,计算机板块鼠年大盘点：首都在线暴涨4倍，德赛西威吸引1500家机构调研，天泽信息净利下降逾2000% 盈利能力下降,华夏时报
5161,2021-02-11,2月10日41只个股获券商关注，这只光伏玻璃龙头目标涨幅达100.63%,每日经济新闻
5162,2021-02-14,A股十大牛散 竟有九个亏 第一牛散葛卫东赚钱秘籍曝光,新浪
5163,2021-02-14,A股牛散众生相：依旧是二八分化，赢在“抱团”？,财联社
5164,2021-02-14,A股十大牛散：3位身价均超10亿，期货大佬押中医美龙头赚超2.4亿，两大牛散同时盯上5股,21世纪经济报道
5165,2021-02-14,A股十大牛散大盘点！,金融界
5166,2021-02-14,A股十大牛散：3位身价均超10亿 持仓胜率近80%！,网易
5167,2021-02-14,A股十大牛散：3位身价均超10亿，期货大佬押中龙头赚超2.4亿，持仓胜率近80%,搜狐
5168,2021-02-15,《云计算半月刊》第七十期（2021.2.15）,计算机司令部
5169,2021-02-17,新工业龙头御势腾飞，首只智能制造ETF即将火热上市！,金融投资报
5170,2021-02-17,华西证券维持用友网络买入评级：一系列分拆、并购与整合，看用友如何布局这盘大棋,每日经济新闻
5171,2021-02-17,计算机行业点评报告：布局两会黄金窗口期 计算机行业历史复盘及政策梳理,新浪
5172,2021-02-17,一个不应被忽视的云服务标的,格隆汇
5173,2021-02-17,计算机行业周报：牛年春节备忘录,新浪
5174,2021-02-17,比特币火爆行情带动矿机需求，国内两家公司位列加州自动驾驶报告前五,中信建投证券研究
5175,2021-02-17,用友网络：控股股东北京用友科技质押1200万股,每日经济新闻
5176,2021-02-18,计算机行业周报：SAAS行业正迎来高速发展黄金期 工业互联网加速落地,新浪
5177,2021-02-18,工业4.0概念ETF来袭，国内首只“智能制造ETF”正式上市！,资本邦
5178,2021-02-18,用友网络等22股获机构买入型评级,证券时报网
5179,2021-02-18,2月18日晚间重要行业研究汇总(附股),中金在线
5180,2021-02-18,14股获买入评级 最新:豪能股份,中财网
5181,2021-02-18,工业4.0吸金又吸睛!国内首只“智能制造ETF”2月19日上市!,大众证券报
5182,2021-02-18,北向资金大幅加仓股名单,证券时报网
5183,2021-02-18,国元证券：用友网络(600588.SH)深度布局人力云服务，上调“买入”评级，目标价60.58元,智通财经
5184,2021-02-18,2月18日 8股盘前利好公告速递,中财网
5185,2021-02-18,国盛证券：全面梳理H股计算机投资机会部分优质公司将成A股重要补充,科创板日报
5186,2021-02-18,国元证券上调用友网络评级至买入：控股大易云，深度布局人力云服务,每日经济新闻
5187,2021-02-18,44股获券商买入评级 金晶科技目标涨幅达100.63%,Wind
5188,2021-02-19,首只跟踪智能制造主题的ETF来了：重仓海康威视、汇川技术,理财不二牛
5189,2021-02-19,今日上市ETF | 首只跟踪智能制造主题的ETF来了！半天成交过亿元，重仓海康威视、汇川技术,每日经济新闻
5190,2021-02-19,15股获买入评级 最新:莱美药业,中财网
5191,2021-02-19,用友网络(600588)：深度聚焦BIP 加速云转型,国金证券股份有限公司
5192,2021-02-19,工业4.0概念ETF来袭，国内首只“智能制造ETF”正式上市！,Wind
5193,2021-02-19,国金证券给予用友网络买入评级，深度聚焦BIP，加速云转型,每日经济新闻
5194,2021-02-19,2月18日32只个股获券商关注，传音控股目标涨幅达58.95%,每日经济新闻
5195,2021-02-20,计算机行业周报：若海外缓和 计算机机会详解！,新浪
5196,2021-02-21,【兴证计算机】周观点：继续聚焦一线龙头，适当配置高性价比二线成长,兴业计算机团队
5197,2021-02-21,券商评级一周速览：67只个股获券商关注，宇通客车目标涨幅达63.59%,每日经济新闻
5198,2021-02-21,计算机行业周报：关注景气确定向上龙头与低位景气细分小市值标的,光大证券
5199,2021-02-21,计算机行业周报：节后抱团松动 关注超跌景气板块(推荐),国海证券
5200,2021-02-22,26股今日获机构买入评级,证券时报网
5201,2021-02-22,教育科技行业周报：线上化+智能化加速,新浪
5202,2021-02-22,计算机行业周报：数字货币试点范围进一步扩大,新浪
5203,2021-02-22,天风证券维持用友网络买入评级：并购大易云，深化云转型,每日经济新闻
5204,2021-02-22,ETF赛道再添新彩！首只金融科技ETF 2月22日重磅开售,中国经济网
5205,2021-02-22,华安证券--计算机行业周报：国家人工智能先导区相继成立，AI赋能多点开花【行业研究】,金融界股吧
5206,2021-02-22,景气上行迎盈利拐点，国内首只金融科技ETF今日首发!,大众证券报
5207,2021-02-22,计算机行业：美股业绩期来临 建议关注声网和哔哩哔哩 百度20Q4财报超预期 智能云和智能驾驶高速增长,新浪
5208,2021-02-22,计算机周报：百度智能驾驶全方位推进 5G重要应用端前景可期,新浪
5209,2021-02-22,开源证券--计算机周观点：关注超跌的优质标的【行业研究】,金融界股吧
5210,2021-02-22,三大因素催化景气度高涨，首只金融科技ETF今起开售!,金融投资报
5211,2021-02-22,国内首只“金融科技ETF”今日重磅开售,中国经济网
5212,2021-02-23,鹏华成长价值混合C净值下跌6.26%,新浪
5213,2021-02-23,工业品涨价投资机会｜晨会0223,中信建投证券研究
5214,2021-02-23,汇添富高端制造股票净值下跌4.33%,新浪
5215,2021-02-23,华富物联世界灵活配置混合净值下跌3.43%,新浪
5216,2021-02-24,解密主力资金出逃股连续5日净流出338股,证券时报网
5217,2021-02-24,王文京：数智化不是明天发展的机遇 而是今天生存的必须,新浪
5218,2021-02-24,ETF赛道百花齐放！首只金融科技ETF 2月24日开启网上现金认购,新浪
5219,2021-02-24,牛年景气度高昂 国内首只金融科技ETF开启网上现金认购,证券时报网
5220,2021-02-24,信诚至远混合A净值下跌3.58%,新浪
5221,2021-02-24,长信创新驱动股票净值下跌3.74%,新浪
5222,2021-02-24,信诚至远混合C净值下跌3.58%,新浪
5223,2021-02-25,解密主力资金出逃股连续5日净流出374股,证券时报网
5224,2021-02-25,【民生计算机】奥普特2020年业绩快报点评：四季度单季回暖明显，看好长期成长,MS计算机
5225,2021-02-26,用友网络(600588.SH)：控股股东解押5720万股,格隆汇
5226,2021-02-26,用友网络：北京用友科技解除质押5720万股,每日经济新闻
5227,2021-02-26,解密主力资金出逃股连续5日净流出539股,证券时报网
5228,2021-02-26,随锐科技获金茂资本亿元战略投资，为城市信息渠道提供云视频通信解决方案,猎云网
5229,2021-02-26,数字货币风头正劲，首只金融科技ETF今日（2月26日）15:00结束募集,资本邦
5230,2021-02-26,长信创新驱动股票净值下跌4.34%,新浪
5231,2021-02-26,前海联合科技先锋混合C净值下跌3.30%,新浪
5232,2021-02-27,计算机行业周报：计算机中盘成长的详细取舍！,新浪
5233,2021-02-28,【国元研究】国元证券2021年3月金股组合及投资逻辑——（2021年第2期）,国元策略
5234,2021-02-28,【民生计算机|周观点】行业整体业绩向好，关注高景气及景气度改善板块,MS计算机
5235,2021-03-01,计算机行业2021年春季策略报告：景气赛道上的结构性机会,光大证券
5236,2021-03-01,【海得控制深度调研纪要】,云掌财经
5237,2021-03-01,今日上市ETF | 争相抄底！跟踪大数据、创新药和智能汽车的ETF又来了，集体实现上市开门红,每日经济新闻
5238,2021-03-01,机构评级榜：6股最受关注机构集体推荐,证券时报网
5239,2021-03-01,开普云发布2020年业绩快报，研发费用增长63.05%,云掌财经
5240,2021-03-01,计算机行业周报：头部公司业绩超预期 关注网络安全,国海证券
5241,2021-03-01,顺周期关注度提升，机构称3月基本面修复趋势延续,Wind
5242,2021-03-01,川财证券--科技行业物联网周报：苹果造车或是为了万亿级物联网终端入口【行业研究】,金融界股吧
5243,2021-03-01,国金证券--用友网络：为什么我们认为用友网络有估值修复的机会【公司研究】,金融界股吧
5244,2021-03-01,【民生计算机】中控技术2020年业绩快报点评：四季度收入端持续回暖，看好工控龙头长期成长,MS计算机
5245,2021-03-01,景气度快速恢复，网络安全板块有望发酵,云掌财经
5246,2021-03-01,联想“超预期”：一个建立在算力上的生态王国,阿尔法工场研究院
5247,2021-03-01,计算机行业追踪报告：计算机的三类投资机会,国金证券股份有限公司
5248,2021-03-02,用友网络跌5.6% 去年高点中金上调目标价至61元,中国经济网
5249,2021-03-02,中国长城启动NCC-ERP项目 数字技术助推精细化管理,e公司
5250,2021-03-02,A股收盘综述：上证指数下滑1.21%守住3500，资金流入碳中和概念股,Wind
5251,2021-03-02,调整就是机会！ETF资金跑步进场，生物科技、软件、沪港深500被集中扫货,每日经济新闻
5252,2021-03-02,计算机行业周报-医疗信息化：订单验证需求回暖 景气度向中枢以上修复,新浪
5253,2021-03-02,华安证券--计算机行业周报：EDA企业陆续接受上市辅导，研发设计软件产业化加速【行业研究】,金融界股吧
5254,2021-03-02,【国金晨讯】上调信义能源、信义光能、旗滨集团、华天科技盈利预测；铜：短期供需错配持续，警惕回调风险；计算机的三类投资机会,国金证券研究所
5255,2021-03-02,中信建投TMT团队最新研究观点,中信建投证券研究
5256,2021-03-03,川财证券--科技行业物联网3月月报：Laki超低功耗实时广域网技术是物联网的新希望【行业研究】,金融界股吧
5257,2021-03-03,用友专业服务生态发展大会召开，发布“犇放计划”,北极星电力
