,2021-12-31,招商局置地(00978)与招商蛇口订立运营协议,智通财经
9329,2018-12-14,招商蛇口孙承铭拜会厦门市常务副市长并出席厦门海上世界项目活动,中港网
9330,2018-12-14,附表 符合要求的部分地产企业名单,第一财经日报
9331,2018-12-14,"房地产行业11月报:新开工及施工支撑投资,销售持续走弱",证券之星
9332,2018-12-13,成见 | 企业债新政与地产自嗨,观点地产网
9333,2018-12-13,发改委支持优质房企债融资 仅支持保障房等有限领域,新浪
9334,2018-12-13,发改委支持优质企业融资 华夏幸福等7家A股地产公司“够格”,中金在线
9335,2018-12-13,地产：土地市场降温明显 荐14股,和讯
9336,2018-12-13,12月13日收盘：沪指收涨1.23% 两市整体成交回暖,中国网
9337,2018-12-13,地产：从土地供应角度看未来房价稳定性 荐6股,和讯
9338,2018-12-13,【异动股】地产板块再度发力 南山控股(002314-CN)涨停,财华社
9339,2018-12-13,地产股再度发力 保利地产涨超3%,e公司
9340,2018-12-13,地产股再度发力，南山控股涨近4%,Wind
9341,2018-12-13,热点追踪：新能源汽车景气提升，关注受益板块,国元财富管理
9342,2018-12-13,招商局置地(00978-HK)配售19亿人民币债券 年利率4.6%,财华社
9343,2018-12-13,改革开放40周年 上海广东自贸区酝酿扩区(受益股),金融界
9344,2018-12-13,"房地产周刊:房企股权融资再获批,关注融资边际变化",证券之星
9345,2018-12-12,监管层支持优质企业融资 营收300亿、总资产1500亿房企有望获准发债,21经济网
9346,2018-12-12,"2018年第49周地产周报:销售回落库存略增,土地市场持续降温",正点财经
9347,2018-12-12,房地产行业周报:房企融资信贷环境有望改善,正点财经
9348,2018-12-12,"招商蛇口2018年三季报点评:业绩维持高速增长,资源优势持续扩大",正点财经
9349,2018-12-12,地产股早盘集体拉升 华夏幸福涨近4%,e公司
9350,2018-12-12,房地产 | 2019年投资策略：无可奈何花落去 似曾相识燕归来,中信建投证券研究
9351,2018-12-12,龙头房企销售额稳步提升 配置机会显现,中证报
9352,2018-12-11,"招商蛇口:销售持续增长,拿地成本可控",方正证券
9353,2018-12-11,12月11日 盘中突破半年线个股一览,每日经济新闻
9354,2018-12-11,34股获券商买入评级 保利地产目标涨幅达65.76%,Wind
9355,2018-12-11,【地产-黄守宏】行业深度：2019年度策略——穿越周期的迷雾,安信证券研究
9356,2018-12-11,房地产行业周报:龙头销售额稳步提升,华融证券
9357,2018-12-10,地产：房企股权融资再获批 荐8股,中银国际
9358,2018-12-10,"房地产行业跟踪周报:各线成交持续分化,国税总局抓紧研究实质性减税措施",东吴证券
9359,2018-12-08,北上资金连续两周百亿净买入 金融地产频获加仓,证券时报
9360,2018-12-08,招商蛇口前11月销售1488亿元 金地约1337亿,观点地产网
9361,2018-12-08,招商局蛇口工业区控股股份有限公司2018年11月销售及近期购得土地使用权情况简报,证券时报
9362,2018-12-08,2018年楼市冰火两重天！房企千亿军团大扩容，有望突破30家,国际金融报
9363,2018-12-07,招商蛇口前11月销售额同比增加45% 再添7个项目,新京报
9364,2018-12-07,招商蛇口：前11月签约销售金额1488亿元 同比增45%,e公司
9365,2018-12-07,招商蛇口1-11签约销售1488亿元 当月新增7个项目,观点地产网
9366,2018-12-07,招商蛇口：前11月实现签约销售金额1488.13亿元 同比增45.04%,中国网
9367,2018-12-07,招商蛇口：前11月签约销售额1488.13亿元，同比增长45.04%,中国网
9368,2018-12-07,K线 | 招商蛇口前11月签约销售1488.13亿元 同比增加45.04%,乐居财经
9369,2018-12-06,东莞3宗商住地仅1宗底价出让,羊城晚报
9370,2018-12-06,招商蛇口将启动昆明凉亭轧钢厂改造 含近百亩住宅用地,观点地产网
9371,2018-12-06,招商蛇口将参与烟台市环芝罘湾改造等多个项目,e公司
9372,2018-12-06,西南证券：解禁市值减少一成多 59家公司百亿元以上 解禁,和讯
9373,2018-12-06,山西证券：两市尾盘拉升 短期或仍将上攻,和讯
9374,2018-12-05,招商蛇口调整首批授予期权及预留期权行权价 激励人数降至228人,观点地产网
9375,2018-12-05,招商蛇口：注销511.3万份股票期权,中国网
9376,2018-12-05,地产：房企现金流压力边际变化如何 荐6股,和讯
9377,2018-12-05,一边处置资产一边大举拿地 华侨城集团腾挪背后的“矛盾论”,投资时报
9378,2018-12-04,招商蛇口入驻烟台环芝罘湾 打造第三座“海上世界”,观点地产网
9379,2018-12-04,地产：关注业绩确定性强的龙头房企 荐14股,广发证券
9380,2018-12-04,东莞证券：关注业绩确定性高、估值便宜及股息率理想龙头地产股,证券时报网
9381,2018-12-04,地产股午后加速下探，保利地产跌近5%,Wind
9382,2018-12-04,[房企图鉴]招商蛇口:拿地力度陡增 拉低存货周转率 运营能力下降,新浪
9383,2018-12-04,房企苦日子来了 地产板块领跌两市 保利地产跌2%,网易
9384,2018-12-04,地产洗牌加剧！华侨城等中小房企卖项目,时代周报
9385,2018-12-03,招商蛇口：对调控态度谨慎 深圳市场真实需求量仍较大,观点地产网
9386,2018-12-03,招商蛇口：中长期债务占比85% 将更专注收并购,观点地产网
9387,2018-12-03,招商蛇口：有信心超额完成1500亿目标 拿地聚焦一二线,观点地产网
9388,2018-12-03,过去4年，满足“优秀企业财报特征”的A股上市公司只有这84家,阿尔法工场
9389,2018-12-03,房地产行业周报:北京土地供给大幅增加,正点财经
9390,2018-12-03,招商蛇口“招婿”开发太子湾项目昔日龙头陷转型困境,中国经营报
9391,2018-12-03,地产板块高开低走 部分龙头企业转跌,e公司
9392,2018-12-03,地产股表现不佳，保利地产、新城控股跌超2%,Wind
9393,2018-12-03,"房地产行业2019年度策略:凛冬已至,春华可期",东北证券
9394,2018-12-03,"房地产行业跟踪周报:二手成交持续低位,11月房企销售出现分化",东吴证券
9395,2018-12-02,【长江地产|思聪团队】龙头销售保持高位，按揭利率或逐步触顶——2018年11月房企销售点评,思聪看地产
9396,2018-12-02,【川财研究苏*常规报告】百强房企单月同比增速进一步放缓,川财研究
9397,2018-11-30,招商蛇口联合母公司旗下公司 35亿成立海南投资平台,新京报
9398,2018-11-30,北上资金11月青睐大消费和金融,大众证券报
9399,2018-11-30,招商蛇口35亿设合资公司 作为海南重要投资平台,观点地产网
9400,2018-11-30,5家招商系公司共同成立“招商海南” 把握自贸区战略机遇,e公司
9401,2018-11-30,招商蛇口：与多个关联公司出资35亿元 成立海南公司,中国网
9402,2018-11-30,K线 | 招商蛇口联合招商局旗下35亿成立“招商海南”,乐居财经
9403,2018-11-30,阳光城、合生落子苏州太仓科教新城 另一宗商住地流拍,观点地产网
9404,2018-11-30,2019年房地产行业投资策略：因城施策调整 政策改善可期,申万宏源
9405,2018-11-30,招商蛇口近7亿元摘苏州太仓66亩宅地 楼面价8800元/平米,观点地产网
9406,2018-11-30,招商蛇口好生意：增资扩股躺赚57亿,乐居财经
9407,2018-11-30,债市回暖 房企分化加剧,经济观察网
9408,2018-11-30,上市房企十强销售额已近3万亿元,长沙晚报
9409,2018-11-29,房地产行业：打破常规重构的土地供给体系,国泰君安
9410,2018-11-29,【房地产】新房二手房成交下降，库存有所上升——房地产销售周报1125,天风研究
9411,2018-11-29,震荡中逾468亿北上资金入场 25只标的股被机构看好,证券日报
9412,2018-11-28,首份《深圳上市公司发展报告》公布 龙光地产居综合竞争力17强,乐居财经
9413,2018-11-28,招商蛇口2.9亿元夺重庆江北商住地 溢价率24%,观点地产网
9414,2018-11-28,川财证券：四部委印发《促进大中小企业融通发展三年行动计划》,川财证券
9415,2018-11-27,房地产行业：超额收益率与重仓超配率同步提升,光大证券
9416,2018-11-27,招商局付刚峰会见南京市市长蓝绍敏,中港网
9417,2018-11-27,杭州主城“末班车” 融创收并购之外49亿夺地补仓,观点地产网
9418,2018-11-27,房地产行业租赁市场专题(一):房租上涨的逻辑与长租公寓市场现状,东北证券
9419,2018-11-26,【长江地产|思聪团队】按揭利率下行对板块走势影响几何？,思聪看地产
9420,2018-11-26,地产：成交回归正增长 荐8股,中银国际
9421,2018-11-26,跌破2600点激发资金入市热情 158只个股均获千万抢筹,证券日报
9422,2018-11-26,北上资金上周合计净流出7亿 22只蓝筹股逆市吸金28亿,证券日报
9423,2018-11-26,房地产行业动态分析:土地成交量价齐跌、信贷端利率松动,安信证券
9424,2018-11-26,"房地产行业跟踪周报:一二手成交分化,北京提前完成保障房建设任务",东吴证券
9425,2018-11-25,地产：全国首套房贷利率连续下降 荐5股,川财证券
9426,2018-11-23,招商蛇口股权增资63.20亿 为多宗地块输血,新京报
9427,2018-11-23,中集增资摘牌招商蛇口深圳太子湾项目 总代价63.2亿,观点地产网
9428,2018-11-23,招商蛇口：63.20亿元转让多宗地块权益 予中集集团,中国网
9429,2018-11-23,10月房地产多个指标下行，百强房企销售额跌一成,第一财经
9430,2018-11-23,中小房企再掀赴港上市潮：年内补血已超200亿,新浪
9431,2018-11-22,又是套路？这只股票4个月翻倍4天回撤30%！还有公司神操作,证券时报
9432,2018-11-22,这些宏观消息还需进一步确认,财界网
9433,2018-11-21,两融余额回升至7800亿元 创一个月来新高,大众证券报
9434,2018-11-21,特写 | 商业地产面临的“三座大山”,观点地产网
9435,2018-11-21,要闻速递：11月21日证券市场消息汇总,财界网
9436,2018-11-21,上海推进高质量用地工业用地资源火热 四股受益,证券时报
9437,2018-11-20,11月20日地产板块资金流向一览,中国网
9438,2018-11-20,中科院助粤港澳大湾区科创建设 超15家机构联袂推荐6只潜力股,证券日报
9439,2018-11-20,"房地产行业周刊:行业融资边际改善,多房企获融资批准",证券之星
9440,2018-11-19,人工智能产业再迎扶持政策 逾50亿大单布局10只概念股,证券日报
9441,2018-11-19,中科院助粤港澳大湾区科创建设 超15家机构推荐6股,证券日报
9442,2018-11-19,地产：11月成交重回正增长 荐10股,中信建投
9443,2018-11-19,地产：多房企获融资批准 荐15股,中银国际
9444,2018-11-19,【超级大单】 11月19日 10只个股特大单净流入超亿元,每日经济新闻
9445,2018-11-19,半日飙涨934亿！A股、港股地产板块联袂拉升，是房地产市场满血复活？,中财网
9446,2018-11-19,【房地产*齐东】10月统计局数据：销售连续回落，投资高位放缓,东吴研究所
9447,2018-11-19,【东吴晨报1119】【策略】周评【行业】房地产【个股】安科生物,东吴研究所
9448,2018-11-19,"光大地产A+H重点公司样本库动态跟踪报告:行业趋势下行,万科十月发力",光大证券
9449,2018-11-19,房地产行业:可售库存续升、房企融资改善,安信证券
9450,2018-11-19,"房地产行业跟踪周报:新房成交底部回暖,房贷按揭利率有所松动",东吴证券
9451,2018-11-18,地产：需求继续寻底 荐15股,广发证券
9452,2018-11-17,招商蛇口股东招商局集团减持6181万股 套现10.5亿元,挖贝网
9453,2018-11-16,【长江地产|思聪团队】行业景气趋弱，政策预期趋缓 ——2018年10月统计局数据点评,思聪看地产
9454,2018-11-16,【超级大单】 11月16日 6只个股特大单净流入超亿元,每日经济新闻
9455,2018-11-16,"房地产行业数据点评:投资缓步回落,销售有所下行",西南证券
9456,2018-11-16,"房地产行业:销售连续回落,投资高位放缓",东吴证券
9457,2018-11-15,【国君地产|点评】从销售的规模深度，到政策的时间宽度 ——对10月统计局数据的点评,小谢看地产
9458,2018-11-15,地产：销售投资同步走弱 荐9股,中银国际
9459,2018-11-15,招商蛇口：为合营公司开发贷款提供担保 担保额度为4亿元,中国网
9460,2018-11-15,【川财研究所*常规报告】投资如期回落，单月销售持续走弱,川财研究
9461,2018-11-14,招商蛇口、合景合作项目“中山冠景”申请8亿元融资,观点地产网
9462,2018-11-14,招商蛇口：2017年第一期公司债券将于11月20日付息,中国网
9463,2018-11-14,招商蛇口：控股股东无偿划转公司股份获国资委同意,中国网
9464,2018-11-13,招商局集团无偿划转招商蛇口股权事项获国资委同意,观点地产网
9465,2018-11-13,K线 | 招商蛇口6.18亿股股份无偿划转事项获国务院国资委批复,乐居财经
9466,2018-11-13,11月13日 盘中突破五日均线个股一览,每日经济新闻
9467,2018-11-12,"招商蛇口:结转积极,存量变现",正点财经
9468,2018-11-12,"房地产行业跟踪周报:成交不温不火,北京持续加强公租房转租行为监管",东吴证券
9469,2018-11-11,【长江地产|思聪团队】流动性边际向好对地产行业影响几何,思聪看地产
9470,2018-11-10,地产：一二手成交环降 荐3股,安信证券
9471,2018-11-10,折戟消费股 东方红资管系列回报堪忧,经济观察网
9472,2018-11-09,招商蛇口：为子公司3亿元借款提供担保,中国网
9473,2018-11-09,09日公告透露利好 14只个股有望爆发,中金在线
9474,2018-11-09,广东超九成上市公司前三季报喜 房地产等三大产业最赚钱,证券日报
9475,2018-11-09,招商蛇口:十月销售大幅增长、拿地力度保持低位,安信证券
9476,2018-11-08,招商蛇口10月份实现签约销售金额166.49亿元,金融界
9477,2018-11-08,招商蛇口10月签约销售金额166.49亿 同比增加55.45%,新浪
9478,2018-11-08,招商蛇口：前10月签约销售额1329亿元 同比增近五成,e公司
9479,2018-11-08,招商蛇口：前10月签约销售金额1329.05亿元 同比增加49.80%,中国网
9480,2018-11-08,11家上市房企全年业绩预喜 销售增速放缓,中证报
9481,2018-11-07,今年以来首次跌破400亿元 40家典型房企融资创22个月新低,信息时报
9482,2018-11-07,"招商局集团与杜伊斯堡港共同举办""一带一路""物流合作论坛",中港网
9483,2018-11-07,【房地产】房地产行业三季报总结：业绩进入收获期，结构分化明显,天风研究
9484,2018-11-07,房地产行业18年三季报综述:业绩保持高增长销售变化情况仍需持续观察,东莞证券
9485,2018-11-06,招商局牵手上海申通地铁集团 合作地铁上盖、存量运营等领域,观点地产网
9486,2018-11-06,同策：至暗时刻 10月40家典型房企融资创22个月新低！,金融界
9487,2018-11-06,中粮地产：第三期中票发行利率仅为4.45% 低融资成本助力城市战略布局,证券之星
9488,2018-11-05,紧抱广州大腿的佛山，能独立崛起吗？,36氪
9489,2018-11-05,智能产业概念股有哪些？智能产业概念股汇总,南方财富网
9490,2018-11-05,东海晨报摘要（20181105）,东海通财富
9491,2018-11-05,招商蛇口：11月2日融资余额为10.54亿元，较前一日骤增5.99%,Wind资讯
9492,2018-11-04,【国君地产|楼市字典】城市租金大幅趋缓，部分环比下跌（10月）,小谢看地产
9493,2018-11-03,风格漂移非灵丹妙药 方正富邦创新动力玩“快闪”？,红周刊
9494,2018-11-02,【长江地产|思聪团队】龙头销售保持韧性，政策预期逐步缓和——2018年10月房企销售点评,思聪看地产
9495,2018-11-02,资金流:白马5股金融5股流入居前 两市净流入297亿,金融界
9496,2018-11-02,北向资金净流入180亿元创新高 都抄底了哪些股(附股),新浪
9497,2018-11-02,【超级大单】 11月02日 1只个股特大单净流入超亿元,每日经济新闻
9498,2018-11-02,11月02日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
9499,2018-11-02,收评：外资疯狂抢筹 北上资金净流入180亿创历史新高,新浪
9500,2018-11-02,地产龙头股高开低走 保利地产、招商蛇口跌近3%,e公司
9501,2018-11-02,地产股发挥失常，保利地产、招商蛇口跌超3%,Wind
9502,2018-11-02,东莞10月土地市场降温 楼面价同比下跌21%,广州日报
9503,2018-11-02,【地产】三季报综述：营收及利润增速双升，销售及投资步伐放缓,中银国际证券研究
9504,2018-11-02,"招商蛇口:央企龙头优势突出,估值便宜值得关注",东莞证券
9505,2018-11-02,房地产行业专题:为什么我们8月以来坚定看多优势地产股,国信证券
9506,2018-11-01,67亿资金净流入 场外资金密集关注十大股,证券之星
9507,2018-11-01,11月01日 盘中突破半年线个股一览,每日经济新闻
9508,2018-11-01,2018年1-10月中国房地产企业销售业绩TOP100,中金在线
9509,2018-11-01,【房地产阎常铭】公募基金2018Q3房地产持仓分析：三季度持仓小幅提升,兴证研究
9510,2018-11-01,社保等三类机构持仓新动向：共同持有19只绩优白马股,证券日报
9511,2018-10-31,北京丰台地王多变数 “接盘侠”泰禾借道信托融资,中金在线
9512,2018-10-31,289家公司三季报净利翻番 8只绩优股市盈率低于5倍,证券日报
9513,2018-10-30,地产股接力金融板块上冲，卧龙地产冲击三连板,Wind
9514,2018-10-30,数据|及格线的战役 TOP50房企销售目标完成几何,中国网
9515,2018-10-30,港珠澳大桥提振粤港澳大湾区 机构联袂推荐5只概念股,证券日报
9516,2018-10-30,15家以上机构齐荐106只个股 42家公司年报业绩预喜,证券日报
9517,2018-10-29,招商蛇口：拟出资2.4亿与关联公司成立养老重资产平台,中国网
9518,2018-10-29,"招商蛇口股票消息:盈利能力持续改善,投资收益有效增厚业绩水平",东吴证券
9519,2018-10-28,地产：深圳部分银行首套房利率下降,川财证券
9520,2018-10-28,活不下去？前三季已有49家上市房企盈利，万科日赚超5100万,Wind
9521,2018-10-27,【上市房企4D排行榜之九】行业增速放缓，龙头企业销售再创新高,经济观察网
9522,2018-10-26,地产股市值今日飙升400亿，原因何在？,中国基金报
9523,2018-10-26,10月26日大盘收评：地产股涨停 沪指失守2600点,新浪
9524,2018-10-26,10月26日 主力资金近三日都在买这些概念股,每日经济新闻
9525,2018-10-26,粤港澳概念异动拉升 香江控股冲击涨停,证券时报网
9526,2018-10-26,楼市调控持续“加码”成效显现,海南日报
9527,2018-10-26,【地产】地产股驱动因素复盘和启示,中信证券研究
9528,2018-10-26,【东北晨会1026】金工专题：“少即是多”朴素美林时钟//厦门房地产市场调研报告//梦百合、卫星石化、健帆生物,东北证券研究所
9529,2018-10-26,【东北房地产高建/张云凯/沈路遥】厦门房地产市场调研：降温明显，高价地承压,东北证券研究所
9530,2018-10-26,A股已经走出跟跌不跟涨的怪圈,中财网
9531,2018-10-26,巨丰早评：市场分化现象需重视,巨丰财经
9532,2018-10-25,券商板块卷土重来再次上演涨停潮，国海证券4连板独领风骚,云掌财经
9533,2018-10-25,深港通十大成交活跃股排名（10月25日）,Wind
9534,2018-10-25,10月26日最具爆发力六大牛股(名单),财界网
9535,2018-10-25,抗压英雄地产板块 值得潜伏吗？,中金在线
9536,2018-10-25,巨丰投顾：大金融板块“三兄弟”携手托市,中证网
9537,2018-10-25,资金流:地产3股券商2股流入居前 两市净流出161亿,金融界
9538,2018-10-25,10月25日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
9539,2018-10-25,【超级大单】 10月25日 5只个股特大单净流入超亿元,每日经济新闻
9540,2018-10-25,CFi收盘揭秘:券商股单骑救主 减免印花税概率有多大,中财网
9541,2018-10-25,收评：沪指尾盘翻红守住2600点 券商股掀涨停潮,证券时报网
9542,2018-10-25,巨丰收评：金融股携手托市,巨丰财经
9543,2018-10-25,沪指强势翻红 金融、地产崛起,证券时报网
9544,2018-10-25,兴业证券：地产股“便宜”的特征明显,e公司
9545,2018-10-25,地产股盘中拉升 保利地产涨逾3%万科A涨逾2%,证券时报网
9546,2018-10-25,地产股逆市走高 国创高新率封涨停,金融界
9547,2018-10-25,多维度挖掘上市公司业绩行情 谨防业绩“地雷”风险,深圳商报
9548,2018-10-25,153股获券商买入评级 璞泰来目标涨幅达93.06%,Wind
9549,2018-10-25,【地产】招商蛇口：受益大湾区发展红利，业绩翻倍高增延续,中银国际证券研究
9550,2018-10-25,【岳读债市】信用小喇叭（20181024）,微信
9551,2018-10-24,近半数上市公司三季报披露，QFII新进10只个股,国际金融报
9552,2018-10-24,89亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
9553,2018-10-24,申万宏源：布局兼具融资能力与扩张潜力的房企,e公司
9554,2018-10-24,国泰君安：招商蛇口增持评级,国泰君安
9555,2018-10-24,176股获券商买入评级：水井坊目标涨幅达107.3%,Wind
9556,2018-10-24,新出炉三季报 业绩增长个股受机构青睐,证券时报
9557,2018-10-24,76家公司三季度净利润实现同比翻番 机构推荐10股,证券日报
9558,2018-10-24,"招商蛇口:三季度业绩高增长,静待优质土储变现",西南证券
9559,2018-10-23,【长江地产|思聪团队】业绩加速释放，经营稳健性强——招商蛇口2018年三季报点评,思聪看地产
9560,2018-10-23,【平安】招商蛇口*001979*业绩抢眼，销售强劲*强烈推荐,平安研究
9561,2018-10-23,【东吴地产|公司点评】招商蛇口：盈利能力持续改善，投资收益有效增厚业绩水平,小齐论地产
9562,2018-10-23,招商蛇口（001979）三季报点评： Q3结算进度超预期，加杠杆力度有所放缓,申万宏源研究
9563,2018-10-23,房地产行业:金九失色、投资走弱、施工趋强,安信证券
9564,2018-10-23,招商蛇口:毛利率水平提升、融资优势突出,安信证券
9565,2018-10-23,"房地产行业数据点评:投资如期回落,销售面积负增长",西南证券
9566,2018-10-22,A股头条之上市公司公告精选（10.23）,金融界
9567,2018-10-22,公告精选：万家乐董事长失联；多家公司前三季净利增逾10倍,e公司
9568,2018-10-22,招商蛇口：成功发行两只票据 合计规模20亿元,金融界
9569,2018-10-22,招商蛇口1-9月营业收入338亿元 净利润约83亿元,观点地产网
9570,2018-10-22,山西焦化前三季净利增逾23倍 多家公司公布业绩,中金在线
9571,2018-10-22,招商蛇口：前三季度归属股东净利润82.75亿元 同比增114.42%,金融界
9572,2018-10-22,[快讯]招商蛇口前三季度净利同比翻倍 多家公司公布业绩-更新中,中财网
9573,2018-10-22,招商蛇口：前三季度净利82.75亿元，同比翻倍,Wind
9574,2018-10-22,招商蛇口：前三季度净利82.75亿元 同比翻倍,e公司
9575,2018-10-22,【地产】9月报：投资放缓施工走强，销售转负资金改善,中银国际证券研究
9576,2018-10-22,年报预告陆续披露 业绩向好个股可提前关注,重庆商报
9577,2018-10-22,【房地产】市场向下，预期好转,中信证券研究
9578,2018-10-22,【东北房地产高建/张云凯/沈路遥】1-9月房地产数据点评：单月销售面积负增长，“降温”的开始,东北证券研究所
9579,2018-10-22,"房地产行业行业点评:销售小幅下滑,投资高位回落",东吴证券
9580,2018-10-21,【长江地产|思聪团队】如何看待地产总量数据走弱？——2018年9月统计局数据点评,思聪看地产
9581,2018-10-20,地产：销售转负资金改善 荐12股,中银国际
9582,2018-10-19,前9月全国楼市销售增速放缓,长沙晚报
9583,2018-10-19,光大证券：中小创业绩增速继续回落,金融界
9584,2018-10-18,定向中海地产和平安 中国金茂青岛两千亩产城大盘引援,中金在线
9585,2018-10-18,房地产行业2018年10月及四季度策略：做时间的朋友,国信证券
9586,2018-10-18,华为新方案助力人工智能 近4亿大单布局9只概念股,证券日报
9587,2018-10-17,房地产行业专题：优势地产股或具备较高的股息率,国信研究
9588,2018-10-16,55股获券商买入评级 新城控股目标涨幅达117.19%,Wind
9589,2018-10-16,58只个股被机构集中看好 逾30亿元大单抢筹6只龙头股,证券日报
9590,2018-10-15,地产：土地市场降温明显 荐12股,中银国际
9591,2018-10-15,[看好评级]房地产行业2018年三季报业绩前瞻：弱市集中度提升加快 板块业绩保持稳健增长,中财网
9592,2018-10-15,[看好评级]房地产行业周报：销售持续回落 板块走势重归基本面,中财网
9593,2018-10-15,[买入评级]房地产行业周报：新增供给增速创新高 去化率环比企稳,中财网
9594,2018-10-15,[同步大市-A评级]房地产行业周报：住房成交环升、棚改货币化因地制宜,中财网
9595,2018-10-15,[强于大市评级]深度*行业*房地产行业周刊：土地市场降温明显 行业融资集中度提升,中财网
9596,2018-10-15,【个股公告】今日公布重磅利好,金元证券指定乾坤
9597,2018-10-15,【房地产】地产股驱动因素复盘和启示,中信证券研究
9598,2018-10-13,新城前9月销售1596亿 招商蛇口三季净利润达80亿,中金在线
9599,2018-10-13,招商局蛇口工业区控股股份有限公司2018年第三季度业绩预告,证券时报
9600,2018-10-13,公告隐现重大利好 周一8只个股有望突破大涨,证券之星
9601,2018-10-12,下周利好公告迎爆发,中证网
9602,2018-10-12,招商蛇口预计前三季度净利润达80亿元 同比增长超一倍,金融界
9603,2018-10-12,招商蛇口：前三季度预盈逾80亿元 同比增长107%至112%,e公司
9604,2018-10-12,招商蛇口：预计前三季度盈利80亿元-82亿元，同比翻倍,Wind
9605,2018-10-12,沪指失守2600点创近四年新低 “三破股”布局机会显现,证券日报
9606,2018-10-11,【超级大单】 10月11日 15只个股特大单净流入超亿元,每日经济新闻
9607,2018-10-11,招商蛇口：累计销售维持在高位，单月拿地边际放缓,西南证券
9608,2018-10-11,三季报大幕拉开预增公司远超预减 鞍钢股份预盈68.47亿元,号外财经网
9609,2018-10-11,10月11日券商晨会研报汇编,证券日报
9610,2018-10-11,55股获券商买入评级 万科A目标涨幅达106.90%,Wind
9611,2018-10-11,【东吴晨报1011】【个股】希望教育、招商蛇口、荣盛发展、金地集团,东吴研究所
9612,2018-10-10,招商局蛇口工业区控股股份有限公司2018年9月销售及近期购得土地使用权情况简报,证券时报
9613,2018-10-10,【东吴地产|公司点评】招商蛇口：销售增速可观，投资保持稳健,小齐论地产
9614,2018-10-10,东吴证券：龙头房企竞争优势进一步凸显 强者恒强,证券时报网
9615,2018-10-10,【地产-黄守宏】招商蛇口：金九增速放缓、单月拿地力度创18单月新低,安信证券研究
9616,2018-10-09,招商蛇口：9月签约销售128.92亿元,中证网
9617,2018-10-09,招商蛇口：前9月签约销售金额1162.56亿元 同比增加49.02%,金融界
9618,2018-10-09,招商蛇口：前9月签约销售金额同比增加49.02%,金融界
9619,2018-10-09,K线 | 招商蛇口前9月销售1162.56亿元 同比增长49%,乐居财经
9620,2018-10-09,招商蛇口：前三季度销售金额1162亿 同比增长49%,e公司
9621,2018-10-09,"投资策略研究:二季度机构持仓分析,海外机构持续加仓,国内机构持仓市值下降",正点财经
9622,2018-10-09,【东吴地产】一二手成交下滑，上海试点共有产权保障房扩围至非户籍人口,小齐论地产
9623,2018-10-09,"001979招商蛇口:投资稳健,8月销售持续高增",东吴证券
9624,2018-10-08,【长江地产|思聪团队】行业去化下行，龙头韧性仍强——2018年9月房企销售点评,思聪看地产
9625,2018-10-08,前三季度19家房企销售额超千亿，碧桂园恒大万科位居前三,Wind
9626,2018-10-08,前三季度19家房企销售额超千亿 碧桂园恒大万科位居前三,中证网
9627,2018-10-08,房地产行业：一线成交低位回暖龙头销售高位微降,顶尖财经网
9628,2018-10-08,香港助力粤港澳大湾区发展 四股或立风口,证券时报
9629,2018-10-08,招商局集团召开第一届董事会战略委员会第三次会议,中港网
9630,2018-10-08,四大区域助力物联网产业发展 逾七成概念股三季报预喜,证券日报
9631,2018-09-30,机构榜单：前3季度千亿房企突破19家 碧桂园继续领跑,中国网
9632,2018-09-30,房企为何降价？资金压力渐显，现金流成为“最后的稻草”,21世纪经济报道
9633,2018-09-29,天虹首个管理输出项目 佛山招商置地IPARK购物中心开业,联商网
9634,2018-09-28,七年超20倍增值的太子湾速度 中集集团参拍招商蛇口前海土地背后,观点地产网
9635,2018-09-28,28日早间行业板块投资机会汇总,证券时报网
9636,2018-09-28,招商局李建红、付刚峰会见广东粤海控股集团董事长黄小峰,中港网
9637,2018-09-28,中集集团再现大手笔投资 拟逾63亿元获取太子湾片区公司股权,投资快报
9638,2018-09-28,"房地产周刊:一线成交持续回暖,关注个税政策变化",证券之星
9639,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
9640,2018-09-27,中集集团：拟63亿元参与竞拍蛇口自贸区太子湾土地资产,e公司
9641,2018-09-27,巨丰投顾独家解读富士罗素纳入A股事件影响,巨丰财经
9642,2018-09-27,独家：交通部即将发布促进邮轮经济发展意见 2030年邮轮国产化率或超50%,中证网
9643,2018-09-27,【山证策略】权重发力沪指站上2800，回调可适当加仓——山证策略每日A股点评（20180926）,山西证券研究所
9644,2018-09-26,十五家房企围猎 龙光11.7亿拿下深圳首宗三年限售地,观点地产网
9645,2018-09-26,90余家地产股全线“飘绿” 取消预售消息再度释放地产利空信号,中财网
9646,2018-09-26,130家房企存货近4.5万亿元，平均存货周转率下降变现难,Wind
9647,2018-09-26,地产股集体下跌 沪指收阳十字星,新浪
9648,2018-09-26,130家房企存货近4.5万亿 平均存货周转率下降变现难,证券日报
9649,2018-09-25,楼市降温？机构观点：房地产板块估值处于相对低位,央视
9650,2018-09-25,【解盘论市】权重股集体回调，石油股逆势拉升,Wind
9651,2018-09-25,又一则辟谣引深圳地产股大跌 两天蒸发1175亿,证券时报网
9652,2018-09-25,鲁股指数9月25日收评 沪指缩量收跌鲁股集体表现低迷,中金在线
