,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
16371,2018-03-20,[强于大市评级]家电行业周报：行业分化延续空调行业 库存稍显承压,中财网
16372,2018-03-20,417亿资金争夺20股：主力资金重点出击9股(名单),新浪
16373,2018-03-20,董明珠放狠话：绝不放弃空调老大的地位,金融界
16374,2018-03-20,董明珠表示“格力不能更好运营，我绝不交班”，现实由不得她,腾讯网
16375,2018-03-20,[看好评级]2月家电零售和企业出货端数据点评：1-2月空调内销增速25% 渠道库存仍然较低,中财网
16376,2018-03-20,[看好评级]家电行业周报：1-2月空调内销同比增长25% 继续推荐各子行业龙头,中财网
16377,2018-03-20,从中国“制造”到中国“智造” 创新驱动打造经济新引擎,中证网
16378,2018-03-20,董明珠：我把格力从56亿做到1000亿 不关心退休问题,时代周报
16379,2018-03-20,“两会”期间董明珠再发狠：绝不放弃空调老大的地位,证券日报
16380,2018-03-20,董明珠谈格力接班人问题称外界想太多 强调对银隆只是投资,华夏时报网
16381,2018-03-20,"家电行业周报:空调开年以来内销增速强劲,淡季补库需求持续",浙商证券
16382,2018-03-19,科技神评论：刷屏的新世相，真的不是割韭菜？,腾讯网
16383,2018-03-19,家用电器：空调销量增长依然温和乐观 荐4股,中信建投
16384,2018-03-19,董明珠、张近东 为啥他们的建议成今年两会热点,中国网
16385,2018-03-19,董明珠：做格力手机代言人是对市场的承诺、对股民的负责,腾讯网
16386,2018-03-19,董明珠：与雷军的10亿赌约 届时最好请公证处来公证下,金融界
16387,2018-03-19,美的集团欲闯高端家电市场 押注机器人新战略待考,和讯
16388,2018-03-19,[同步大市-A评级]白色家电行业深度分析：白电市场大概率好于预期 价值投资逻辑仍在,中财网
16389,2018-03-19,"都说同行是冤家,但是家电企业却应该感谢这五家同行!",家电圈
16390,2018-03-19,董明珠：28年没休假一天，格力不能更好运营不交班,金融界
16391,2018-03-19,董明珠不惧与雷军赌约到期 称届时最好请公证请审计,证券日报
16392,2018-03-18,刘姝威：核心技术是上市公司发展的基石,金融界
16393,2018-03-18,每经专访全国人大代表、格力电器董事长董明珠：制造业打好地基有井喷机会 格力不能更好运营绝不交班,每日经济新闻
16394,2018-03-18,[推荐评级]空调行业2018.2月数据简评：开局强劲 库存理性,中财网
16395,2018-03-18,家用电器：推荐业绩确定性较高的白电龙头 荐5股,广发证券
16396,2018-03-18,家用电器：他们缘何不惧 荐8股,安信证券
16397,2018-03-17,国美“黑色星期伍”单日40亿创记录,飞象网
16398,2018-03-17,董明珠：智能装备制造要坚持走自主创造之路,中证网
16399,2018-03-16,永安国富范帅：18年白马权重进入高位震荡期,新浪
16400,2018-03-16,全国人大代表、格力电器董事长董明珠召开记者会答记者问,中证网
16401,2018-03-16,巨丰资金流向：两市缩量继续调整 独角兽+创投遭爆炒,巨丰财经
16402,2018-03-16,霸气！董明珠回应315问题，不忘调侃“老朋友”雷军刘强东！,腾讯网
16403,2018-03-16,消费洞察01期：年货消费升级 谁在崛起?,中财网
16404,2018-03-16,顾均辉对话董明珠：中国企业要用品牌走向世界,财经网
16405,2018-03-16,解开广州人日化、家电消费密码，“3·15”广州社区消费民调发布,大洋网
16406,2018-03-16,[推荐评级]房地产行业周报： 增量资金带来地产股牛市 持续看好龙头地产,中财网
16407,2018-03-16,全国人大代表董明珠：中国企业需掌握业内核心技术,中国网
16408,2018-03-16,[强于大市评级]2月京东家电行业数据点评：彩电销售高速增长 白电各品类表现优异,中财网
16409,2018-03-16,[强于大市评级]2月阿里数据点评(家用电器行业)：彩电如期起飞 空调依然很好看,中财网
16410,2018-03-16,两市两融余额四连升 资金流入格力电器等4股,和讯
16411,2018-03-16,雷军董明珠10亿赌约到期，谁是大赢家？,凤凰网
16412,2018-03-16,格力电器：3月15日融资余额为56.79亿元，较前一日骤增5.81%,Wind资讯
16413,2018-03-16,家电行业日报：315家电质量调查报告出炉,中财网
16414,2018-03-16,巨丰早评：市场短线获得支撑,巨丰财经
16415,2018-03-15,董明珠和雷军五年10亿赌约到期 赢家究竟是谁？,新浪
16416,2018-03-15,深股通净卖出格力电器4.11亿元 创单日最高纪录,e公司
16417,2018-03-15,巨丰复盘：两利空叠加指数大幅波动 次新股遭重挫,巨丰财经
16418,2018-03-15,数据王：风格切换尚早 3只行业龙头股暴露主力意图,巨丰财经
16419,2018-03-15,朗迪集团：公司主要客户包括格力、美的、LG等,e公司
16420,2018-03-15,京泉华：与格力、华为、富士康等建立了长期合作关系,e公司
16421,2018-03-15,干 货 | 如何从财务报表看产品的竞争力？,微信
16422,2018-03-15,巨丰资金流向：两市缩量再度调整 央企改革呈现亮点,巨丰财经
16423,2018-03-15,巨丰收评：大盘回踩支撑 次新股遭重挫,巨丰财经
16424,2018-03-15,董明珠霸气回应10亿赌局：我肯定赢 雷军你要加油,金融界
16425,2018-03-15,[推荐评级]黑电与互联网月览：不一样的颜色,中财网
16426,2018-03-15,酒类、家电白马股造好，酒鬼酒涨逾4%,Wind
16427,2018-03-15,独家|董明珠霸气回应“3.15”还提到了刘强东和雷军,凤凰网
16428,2018-03-15,董明珠建议加大对基础材料的研发：覆盖高端晶圆、高端钨制品,澎湃新闻
16429,2018-03-15,董明珠：建议将商业秘密刑事案件立案门槛降低为10万元损失,澎湃新闻
16430,2018-03-15,瞄准高端市场 白电巨头竞逐多品牌赛道,21世纪经济报道
16431,2018-03-15,2018年1-2月房地产销售数据点评:地产对家电中期拉动力略有增强,安信证券
16432,2018-03-14,雷军、董明珠、刘强东…这些企业家代表委员在两会上说了些啥？,央视
16433,2018-03-14,自家员工在用苹果手机！董明珠怒了，雷军却这样说,搜狐
16434,2018-03-14,[强于大市评级]家电公司系列报告(一)：美的、格力、海尔三巨头 敢问路在何方?,中财网
16435,2018-03-14,[强于大市评级]1月&2月中怡康数据点评(家用电器行业)：黑电格局持续提升 空调仍值得关注,中财网
16436,2018-03-14,改变空调市场座次的奥克斯 能在集成灶领域打出一片新天地吗？,钢联资讯
16437,2018-03-14,董明珠：我想要做颠覆性的事情 和雷军的赌局肯定赢,中财网
16438,2018-03-13,再看董明珠雷军的10亿赌约：谁输谁赢,和讯
16439,2018-03-13,国美联手格力、美的开启三月空调大战,砍柴网
16440,2018-03-13,[强于大市评级]家电行业周报：智慧家电提振预期 AWE传递新信号,中财网
16441,2018-03-13,[推荐评级]家用电器行业跟踪报告：AWE面面观(一) 格力、美的技术升级引领消费升级,中财网
16442,2018-03-13,天大地大，董姐最大,搜狐
16443,2018-03-13,中国制造智能协作机器人呈现高速增长态势,亿欧网
16444,2018-03-13,[增持评级]家电行业春季投资策略：家电消费升级崛起,中财网
16445,2018-03-13,云米大规模进军家电 专利围城难突破,钢联资讯
16446,2018-03-13,[领先大市-A评级]家电行业分析：美国洗衣机反倾销启示录：家电难“税”服,中财网
16447,2018-03-13,[看好评级]家电行业周报：AWE展看家电升级大时代 综合、专业家电公司各展所长,中财网
16448,2018-03-13,财经观察家｜马光远：别光盯个税起征点，改税制才更有含金量！,巨丰财经
16449,2018-03-12,欲重回第一、营收翻倍，小米需要对抗的究竟是谁？,搜狐
16450,2018-03-12,[推荐评级]家电行业周报：众家电企业参展AWE 智能化发展方向凸显,中财网
16451,2018-03-12,[推荐评级]一张表读懂A股家电“外资”动向18W10：占比略降 股价反弹,中财网
16452,2018-03-12,董明珠：现在我的名字不能乱用 已经申请专利了,凤凰网
16453,2018-03-12,[推荐评级]计算机行业周报：走进AWE 2018 “智能化”元素全面入侵,中财网
16454,2018-03-12,家电行业出口专题(2)：行业格局改善 龙头盈利提升,中财网
16455,2018-03-12,董明珠：美的“偷技术”赚了上亿元 仅被判赔200万,凤凰网
16456,2018-03-12,协作机器人的中国崛起，新老企业对垒国外公司【中国智造新力量50人】,亿欧网
16457,2018-03-12,消费研究看长江 | 长江大消费 二月研究成果集萃,微信
16458,2018-03-12,[持有评级]家用电器行业投资策略：建议关注出口型小家电龙头,中财网
16459,2018-03-12,打破家庭中央空调技术壁垒 格力抢夺日系品牌市场空间,华夏时报
16460,2018-03-12,【一周语录】董明珠：银隆技术很好但缺科学管理,高工锂电
16461,2018-03-12,顶级家电与消费电子展开幕 六股现上车良机,中财网
16462,2018-03-11,天风家电:行业并未到达天花板 白电龙头引领发展标杆,新浪
16463,2018-03-11,格力董事会换届董明珠能否连任？合作伙伴：各方会做聪明选择,澎湃新闻
16464,2018-03-11,“战士”董明珠：银隆必须被彻底颠覆，新能源汽车是它的使命,中国企业家网
16465,2018-03-11,舒适 节能 家庭中央空调悄然进入寻常百姓家,新华网
16466,2018-03-11,晶弘电器总经理：格力电器董事会换届各方会做出聪明的选择,澎湃新闻
16467,2018-03-10,董明珠碰到哑炮？格力诉美的空调的专利被判无效，这个案件悬了！,搜狐
16468,2018-03-10,董明珠回应十亿赌约：无论输赢一定兑现！但格力能赢吗？,腾讯网
16469,2018-03-10,董明珠代表：格力全国的8个基地已基本实现“无人工厂”,中国经济网
16470,2018-03-10,以家电为中心的科技盛宴 AWE归来不看展,DoNews
16471,2018-03-10,锂电设备行业迎来发展良机 六股望腾飞在即,中证报
16472,2018-03-09,雷军董明珠同场解答中国制造“法门”,华夏时报
16473,2018-03-09,董明珠为何独爱雷军,搜狐
16474,2018-03-09,董明珠：关键核心部件依然没有掌握在自己手中,财经网
16475,2018-03-09,全国人大代表董明珠：要成为制造强国须拥有自己的核心技术,中国网
16476,2018-03-09,10亿赌局谜底揭晓？董明珠、雷军今天在代表通道同场相逢,澎湃新闻
16477,2018-03-09,【一线】格力电器董明珠：已经进军智能装备 希望能够服务全球,腾讯网
16478,2018-03-09,董明珠：中国制造业必须要有自己的技术,中财网
16479,2018-03-09,董明珠、雷军一起接受媒体采访！他们都说了什么……,金融界
16480,2018-03-09,董明珠谈“黑灯工厂”：要成制造强国 须有核心技术,新京报
16481,2018-03-09,董明珠：想在转型中有话语权 必须要培养人才,财经网
16482,2018-03-09,1月空调销量增长超五成迎开门红 三股扬帆起航,证券之星
16483,2018-03-09,[推荐评级]空调行业2018.1月数据简评：淡季“攻”势,中财网
16484,2018-03-09,两融余额围绕万亿大关反复起落 融资客甩货美的买入格力,和讯
16485,2018-03-09,直击AWE2018家博会，人工智能正在引发家电产业巨变,维库电子市场
16486,2018-03-09,家电板块依然具较强的配置价值 六股投资正当时,证券日报
16487,2018-03-09,基金继续重仓家电股 机构看好后市机会,中证报
16488,2018-03-09,美的加大机器人板块业务扩展 白电巨头差异化之路越走越远,每日经济新闻
16489,2018-03-08,董明珠代表的制造强国梦,科技日报
16490,2018-03-08,格力电器发布家庭中央空调变频变容技术,证券时报
16491,2018-03-08,家庭中央空调取得突破 格力电器首创变频变容技术,中证报
16492,2018-03-08,家用电器：热水器零售额达到749亿 荐7股,财信证券
16493,2018-03-08,[谨慎推荐评级]家电行业周报：从一省看多联机：集中度提升、二三级市场加速,中财网
16494,2018-03-08,每年都会被追问的“10亿赌约”，董明珠每次都说自己能赢,腾讯网
16495,2018-03-08,172位女董事长掌管上市公司2万亿市值,证券时报
16496,2018-03-08,美的空调多维度跨界发展 成产业转型升级“先行者”,通信信息报
16497,2018-03-08,两会|董明珠再谈与雷军的“十亿赌约”：今年要兑现,中国经营网
16498,2018-03-08,加速智慧家庭入户 海尔推成套方案谋突围,21世纪经济报道
16499,2018-03-07,线上线下齐发力 国美“黑伍”全新启动,和讯
16500,2018-03-07,富士康火速IPO：“血汗工厂”发力智能制造？,钛媒体
16501,2018-03-07,【机械设备|刘国清团队太平洋证券】拓斯达(300607):与华为云展开合作，布局工业互联网领域,太平洋证券研究
16502,2018-03-06,小米渗透线下格力欲进军线上，董明珠和雷军的新赌约你看懂了吗？,腾讯网
16503,2018-03-06,家电行业：首月数据增长强劲全年预期量稳价增,顶尖财经网
16504,2018-03-06,互联网零售进入下半场 国美密会格力等十几个大佬打响今年首场战役,证券日报
16505,2018-03-06,狗年寻“狗股”，这份攻守兼备的高股息名单请收好（附股）,中证报
16506,2018-03-06,2018家博会开展在即 格力将重磅发布节能“黑科技”,中新网
16507,2018-03-06,【家电】白电数据向好，多品类龙头业绩不惧行业波动,中信建投证券研究
16508,2018-03-06,[看好评级]家电行业周报：1月家电数据靓眼 继续推荐子行业龙头,中财网
16509,2018-03-06,手机、汽车都要栽了吗？董明珠：我只是一路拼杀,搜狐
16510,2018-03-05,“电动车女王”来了？董明珠或有意去珠海银隆任职,凤凰网
16511,2018-03-05,智能空调消费升级新体验 国美“黑伍”空调最高直降1000元,飞象网
16512,2018-03-05,老板电器股票最新消息：连续两个跌停 市值跌去近百亿,国际金融报
16513,2018-03-05,[强于大市评级]家电行业周报：不改行业增长初心,中财网
16514,2018-03-05,[推荐评级]一张表读懂A股家电“外资”动向18W9：“核心标的” 获增持,中财网
16515,2018-03-05,家用电器：春节错期助力出货表现 荐4股,长江证券
16516,2018-03-05,ofo抵押单车获17.7亿元融资；董明珠回应与雷军赌局丨钛午报,钛媒体
16517,2018-03-05,【两会观察】个税起征点提到1万元，中国经济会更好！,经济观察网
16518,2018-03-05,[持有评级]家用电器行业投资策略：推荐业绩确定性高的白电、小家电龙头,中财网
16519,2018-03-05,[推荐评级]家电行业周报：1月空调内销高增长 预计行业库存处合理区间,中财网
16520,2018-03-05,[增持评级]家用电器行业周报：确定性不变 增持白电龙头,中财网
16521,2018-03-05,[强于大市评级]家用电器行业周观点：白电1月数据靓丽 龙头仍值得持续关注,中财网
16522,2018-03-05,七问董明珠：银隆的问题出在哪？你下错赌注了吗,中国企业家网
16523,2018-03-05,猎云早报：李彦宏丁磊等大佬集体表态，期待回归A股；酷我音乐辟谣，称没有任何形式的ICO计划；抵押小黄车，ofo向阿里借款17.7亿元……,猎云网
16524,2018-03-04,【华创机械李佳团队】机械行业二月月报：动力电池回收利用试点实施方案发布，大基金二期重磅来袭,华创机械
16525,2018-03-04,小米将上市，估值或达2000亿美元？董明珠：企业估值不重要,腾讯网
16526,2018-03-04,[看好评级]1月家电零售和企业出货端数据点评(家用电器行业)：开门红 1月空调行业内销增长52.9%,中财网
16527,2018-03-04,格力小米10亿赌局今年到期 董明珠回应,驱动之家
16528,2018-03-03,全国人大代表董明珠：建议将个税起征点提高至1万,联商网
16529,2018-03-03,小米估值逾千亿美元？董明珠如是说,IT之家
16530,2018-03-03,董明珠代表：振兴实体经济关键要有“工匠精神”,中国经济网
16531,2018-03-03,董明珠建议个税起征点1万 工商联建议调到7000元，听谁的？,华夏时报
16532,2018-03-03,董明珠：发展新能源要关注废旧电池的回收,金融界
16533,2018-03-03,回应小米估值逾千亿美元 董明珠表示对企业估值从来不感兴趣,证券时报网
16534,2018-03-03,董明珠：个税起征点应提到1万元,中证报
16535,2018-03-03,董明珠：建议个税起征点调整至一万,证券时报网
16536,2018-03-03,家用电器：差异化获取新领域竞争优势 荐3股,广发证券
16537,2018-03-03,【广发家电】小米家电专题研究：差异化获取新领域竞争优势,广发家电
16538,2018-03-02,【两会·e线】董明珠：今年将建议改革个税起征点,e公司
16539,2018-03-02,数据王：科技股获利了结主力回流白马股,巨丰财经
16540,2018-03-02,戴森推纯电动汽车，家电巨头对跨界造车的偏执,腾讯网
16541,2018-03-02,[买入评级]空调行业1月数据点评：1月空调销量迎来开门红 内销增长超五成,中财网
16542,2018-03-02,79亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
16543,2018-03-02,巨丰资金流向：外围大跌引发两市调整 工业互联呈现走强,巨丰财经
16544,2018-03-02,[同步大市-B评级]家电行业17年度业绩前瞻,中财网
16545,2018-03-02,五星电器、格力联手掘金空调“高地”,中国电子报
16546,2018-03-02,[增持评级]1月空调行业数据：新年开篇增速向好 行业全年无需悲观,中财网
16547,2018-03-02,[强于大市评级]产业在线1月空调：内销增速超50% 三四线拉动需求增长,中财网
16548,2018-03-02,董明珠： 新年销售管理要彻底变革,广州日报
16549,2018-03-01,霸气！格力进军美国，董明珠被外国人赞“自虐狂”！,搜狐
16550,2018-03-01,董明珠新年讲话：格力发展不以简单营收作为目标,IT之家
16551,2018-03-01,风向真变了！蓝筹折价甩卖增多，溢价成交名单请珍藏,--
16552,2018-03-01,哪些零售巾帼上榜中国最杰出商界女性100强？,联商网
16553,2018-03-01,大V观点：若IPO节奏不变 中小创将强于蓝筹股,巨丰财经
16554,2018-03-01,两会最佳投资期来临 题材叠加股最受益,中国财经网
16555,2018-03-01,[增持评级]家用电器与器具行业跟踪报告：如何看待此次家电板块的集体回调,中财网
16556,2018-03-01,中国消费电子企业 突围之道,第一财经日报
16557,2018-02-28,2018福布斯中国最杰出商界女性：董明珠跌至第三,砍柴网
16558,2018-02-28,2018中国最杰出商界女性排行榜出炉 孙亚芳重回榜首,中新网
16559,2018-02-28,山东新旧动能转换 亟待提升企业家竞争意识,顶尖财经网
16560,2018-02-28,家电股急速拉升，龙头股携手上攻,Wind
16561,2018-02-28,两市两融余额四连升 格力电器等9股受追捧,和讯
16562,2018-02-28,[看好评级]家电行业周报：空调1月份零售继续独领风骚 关注股息率高一季度业绩超预期公司,中财网
16563,2018-02-28,发生了什么？5年猛涨10倍的大牛股突然一字跌停,Wind
16564,2018-02-28,董小姐再加薪 制造业转型如何留人？,新京报
16565,2018-02-28,【招商研究】每日复盘与晨会精要（0227）：大小盘分化较严重,招商策略研究
16566,2018-02-27,白马股遭遇黑天鹅机构砸了白马股的场！,顶尖财经网
16567,2018-02-27,今日主力资金净流入与净流出个股排名（2月27日）,证券时报网
16568,2018-02-27,董明珠的格力电器、刘永好的新希望，资本大佬的期货套保清单,微信
16569,2018-02-27,六年十倍大牛股一字跌停！原因何在？,中财网
16570,2018-02-27,六年十倍大牛股一字跌停 白马股也可变成“黑天鹅”,金融界
16571,2018-02-27,老板电器5年10倍涨幅遭遇成长烦恼，一字板跌停,--
16572,2018-02-27,董明珠让员工年收入过10万 格力人均每月加薪1000元,证券日报
16573,2018-02-27,家电行业:厨电表现为何分化,安信证券
16574,2018-02-26,格力两年再次人均每月加薪1000 但董明珠欠雷军十亿？,凤凰网
16575,2018-02-26,节后市场“第一战” 空调促销战提前打响,砍柴网
16576,2018-02-26,地铁里的“暖通战争”：三大阵营贴身肉搏，留下的都是弄潮儿,财经网
16577,2018-02-26,人均每月加薪一千元 任性董明珠果然没有食言,腾讯网
16578,2018-02-26,雷军跟吗？董明珠宣布，格力8万员工将获得平均千元的涨薪,搜狐
16579,2018-02-26,[强于大市评级]家电行业周报：智能家电春节受热捧 品质消费趋势不变,中财网
16580,2018-02-26,董明珠发福利：格力电器人均每月加薪1000元,和讯
16581,2018-02-26,董明珠霸气宣布：格力8万员工人均工资再涨1000元,腾讯网
16582,2018-02-26,董明珠又给格力员工加薪了：人均每月加薪1000元,驱动之家
16583,2018-02-26,[强于大市评级]家用电器行业研究周报：空调依然强势!洗碗机同比翻倍,中财网
16584,2018-02-26,董明珠再操刀渠道变革？,财界网
16585,2018-02-25,格力2018年或再迎巨变 董明珠将操刀渠道变革,证券日报
16586,2018-02-25,时隔一年格力电器又加薪了，这次是人均每月加薪1000元,澎湃新闻
16587,2018-02-25,家用电器：持续推荐家电白马 荐5股,广发证券
16588,2018-02-24,十亿赌约，成就了一碗好饭,飞象网
16589,2018-02-24,[强于大市评级]天风回乡见闻之家电行业：湖南邵阳-曾经的扶贫县 如今盖起了豪华楼,中财网
16590,2018-02-24,北上资金频频加仓中小创,Wind
16591,2018-02-24,【钛晨报】微软与小米合作，开发手机、智能音箱等产品,钛媒体
16592,2018-02-24,最高立减700元！这些超值家电抢到就是赚了,和讯
16593,2018-02-23,董明珠公布格力2018年新目标：不再是一个简单的多少千亿,金融界
16594,2018-02-23,【一线】董明珠新年讲话强调格力新目标：不再是简单的多少千亿,腾讯网
16595,2018-02-23,家电行业周报:依旧是最好的时代,浙商证券
16596,2018-02-22,家电及相关行业动态：家电需求有亮点 1月空调、热水器零售超预期,中财网
16597,2018-02-22,[持有评级]家用电器行业投资策略：继续推荐家电白马,中财网
16598,2018-02-22,招商房地产最新观点&数据跟踪：有反复的机会才是真的机会!继续看好房地产板块超额收益,中财网
16599,2018-02-22,财融汇·个股研报精选,财通证券融资融券部
16600,2018-02-22,家电线下门店出现火爆场面 四股待时而动,证券日报
16601,2018-02-22,家电板块五日大涨6.10%,中证报
16602,2018-02-19,思维导图|董明珠10条独特管理思维，让格力10年内挤进世界500强,搜狐
16603,2018-02-18,"格力电器:再读龙头系列之格力电器,多维度解析,再论格力投资价值",南方财富网
16604,2018-02-17,雷军用小米手机，董明珠用格力手机，那马云是用的什么手机？,腾讯网
16605,2018-02-17,格力电器:公司收益质量良好,南方财富网
16606,2018-02-16,历史分红大户有望继续高额分红 多角度筛选高股息率“现金奶牛”,红周刊
16607,2018-02-15,个股要闻：中国平安等17股特大单净流入超亿元,金投网
16608,2018-02-15,强势股追踪 主力资金连续5日净流入100股,证券时报网
16609,2018-02-15,1590只个股今日尾盘资金净流入,证券时报网
16610,2018-02-15,华为腾讯银隆入围广东专利奖 董明珠称入股“看中技术”,大公网
16611,2018-02-14,41亿资金稳步流入 主力机构助推十大类股,证券之星
16612,2018-02-14,巨丰资金流向：节前市场缩量调整 新能源汽车产业链活跃,巨丰财经
16613,2018-02-13,[推荐评级]家电行业周报：家电板块调整 建议关注业绩确定性强的公司,中财网
16614,2018-02-13,汽车行业正迎新变革 BAT等企业纷纷布局,新浪
16615,2018-02-13,[买入评级]家电行业周报：市场回调带来机遇 家电龙头价值凸显,中财网
16616,2018-02-13,[看好评级]家电行业周报：一线龙头电商集中度继续提升 关注家电公司业绩前瞻,中财网
16617,2018-02-13,刘姝威公开唱多股市！春节放假前该不该跟？,金融界
16618,2018-02-12,财融汇·个股研报精选,财通证券融资融券部
16619,2018-02-12,2017年中国空调市场发展简要概览,我的钢铁
16620,2018-02-12,价值投资的尴尬，被怼成四大惨！A股大神：到底怎么玩？,财富动力网
16621,2018-02-12,广东有效发明专利量突破20万件,南方网
16622,2018-02-11,【海通策略】保持耐心，坚定信心（荀玉根、唐一杰）,股市荀策
16623,2018-02-11,【中信建投策略】行业景气观察--2月第2周,中信建投
16624,2018-02-11,家用电器：坚守优质家电龙头 荐7股,广发证券
16625,2018-02-11,格力中标瓜达尔港项目,新华网
16626,2018-02-11,[推荐评级]一张表读懂A股家电“外资”动向18W6(家电行业)：彼时“蜜糖”?,中财网
16627,2018-02-11,银行股会不会进入牛市？,巨丰财经
16628,2018-02-11,刘强东兑现承诺，京东员工宿舍曝光,腾讯网
16629,2018-02-10,格力“秘诀”：让世界以优质定义中国制造,中国金融信息网
16630,2018-02-10,A股的障眼法迷惑了多少人？,巨丰财经
16631,2018-02-10,A股受累外围市场 超跌中两思路挖反弹股,中财网
16632,2018-02-10,证监会公布5宗案件处罚结果 2家新三板企业涉案,证券日报
16633,2018-02-09,证监会例行发布会：公布5宗处罚案件，宣布原油期货3月挂牌,第一财经
16634,2018-02-09,证监会对五宗案件开罚单 涉及山西证券从业人员违法买卖股票,北京商报网
16635,2018-02-09,【中信建投策略】市场风格切换了吗？,中信建投
16636,2018-02-09,证监会：对5宗案件作出行政处罚，涉及山西证券,Wind
16637,2018-02-09,证监会对5宗案件作出行政处罚,中证协
16638,2018-02-09,格力电器：净水设备再次服务人民大会堂,e公司
16639,2018-02-09,悦花越有与格力达成战略合作 强强联手打造新未来,南方财富网
16640,2018-02-09,董明珠、刘强东和马云的中国好老板之争,凤凰网
16641,2018-02-09,董明珠承诺的员工房要落地？ 格力称正逐步推进,证券日报
16642,2018-02-08,A股蓝筹玩“闪崩”，警惕流动性衰竭,第一财经
16643,2018-02-08,为什么说成长和价值是阴阳融合而非对立？,点拾投资
16644,2018-02-08,停产3个月后重开工 丰隆亚洲将继续注资重整新飞电器,e公司
16645,2018-02-08,2月8日收盘研报精选 这10股值得关注！,中财网
16646,2018-02-08,格力电器：再论格力投资价值 买入评级,长江证券
16647,2018-02-08,供应商被迫原价买格力手机？格力：互利合作,元器件交易网
16648,2018-02-08,野蛮人造车何架势？宝能先砸500亿 神似前海杀入保险,新浪
16649,2018-02-08,“高送转”概念再获追捧 重点关注高成长股(名单),投资快报
16650,2018-02-08,“国际领先”服务世界 格力磁悬浮变频离心式冷水机组成功入驻东帝汶,经济网
16651,2018-02-08,【陆股通交易追踪】北上资金净流入17亿元 美的格力获加仓,e公司
16652,2018-02-08,“高送转”又趋活跃 重点关注高成长股,投资快报
16653,2018-02-07,“小米”估值之我见,财经网
16654,2018-02-07,“一带一路”沿线又立新标杆 格力成功中标缅甸仰光坎塔亚中心,证券日报
16655,2018-02-07,今日主力资金流入、流出个股盘点（2月7日）,证券时报网
16656,2018-02-07,格力电器：磁悬浮变频离心式冷水机组进入东帝汶市场,e公司
16657,2018-02-07,大数据发掘A股分红送转机遇 百家公司股息率均超2.7%,证券日报
16658,2018-02-06,如何跑赢沪深300 估算内在价值才能最大限度降低风险,证券时报
16659,2018-02-06,房地产行业最新观点&数据跟踪：“市场流动性风险与地产机会并存”不断验证、重视地产“第三浪”,中财网
16660,2018-02-06,AI芯片风口背后：“拿来”主义盛行，代工贴牌也能做,新浪
16661,2018-02-06,家电板块持续低迷，深康佳A逼近跌停,Wind
16662,2018-02-06,家电:QLED有望抢得先机 智能家电迎来黄金时代,平安证券
16663,2018-02-06,家电行业：行业整体景气度高 龙头业绩确定性强,金融界
16664,2018-02-06,[看好评级]家电行业周报：关注家电公司业绩预告 继续推荐子行业龙头公司,中财网
16665,2018-02-06,2017年大数据专题(家用电器行业)：行业量价稳增 龙头强者恒强,中财网
16666,2018-02-06,【家电】确定性体现价值，关注估值与业绩增长优势龙头,中信建投证券研究
16667,2018-02-06,辟谣欠款风波 珠海银隆到底差不差钱,新浪
16668,2018-02-05,【中信建投策略】 千亿新发基金建仓配什么？--2月第1周流动性观察,中信建投
16669,2018-02-05,2018年，小米创始人雷军和格力集团董事长董明珠的豪赌就在今年到期！,银行信息港
16670,2018-02-05,A股共发生52宗大宗交易成交22.54亿元（2月5日）,Wind
16671,2018-02-05,高分红成风向标，23只“现金奶牛”迎风口,--
16672,2018-02-05,格力电器今日大宗交易成交4万股，成交价54.05元折价0.0%,Wind资讯
16673,2018-02-05,格力中标人民大会堂冷冻冷藏设备,e公司
16674,2018-02-05,家用电器：2017年空调销量超预期 荐7股,财信证券
16675,2018-02-05,[推荐评级]家电行业周报：2017年冰箱、洗衣机产品结构升级趋势明显,中财网
16676,2018-02-05,[持有评级]家用电器行业投资策略：持续推荐家电白马,中财网
16677,2018-02-05,[强于大市评级]2018W5周观点(家用电器行业)：冰洗龙头份额提升 彩电出口靓丽内销下滑收窄,中财网
16678,2018-02-05,[增持评级]家电行业周报：确定性优势凸显,中财网
16679,2018-02-05,[增持评级]海通家电行业周报：行业成长属性依旧 龙头坚定立场不变,中财网
16680,2018-02-05,2017年客车考试成绩出来了，董明珠笑了：广通银隆新能源客车前三,Ofweek
16681,2018-02-05,【机械设备|刘国清团队太平洋证券】拓斯达(300607)：工业机器人新锐，受益于“机器换人”浪潮,太平洋证券研究
16682,2018-02-04,A股一震荡你就跑了？北上资金却在集中抄底这些公司,--
16683,2018-02-04,互联网公司宿舍哪家强？雷军给员工配海景房 华为建保障性住房,腾讯网
16684,2018-02-04,荀玉根：关于2018年对大类资产配置之新时代新看法,大宗内参
16685,2018-02-04,周末这些重要消息或将影响股市（附机构策略）,证券时报网
16686,2018-02-04,港资动向：沪股通终结连续7周净流入格局，两只大蓝筹遭减持超11亿元,每经网
16687,2018-02-04,闪崩股频现 蓝筹股仍是主流！,巨丰财经
16688,2018-02-04,京腾系/苏宁入股万达商业再现“东宁斗”；乐视网连续八连跌,腾讯网
16689,2018-02-03,本周美的集团、格力电器等公司被机构扎堆调研,e公司
16690,2018-02-03,天然气价格大幅上涨紧缺或再现 六股受益,中证报
