,2021-12-31,红塔证券：肖淑英因个人原因、华士国因工作调整原因辞去公司董事职务 董监高成员变化,北京商报
3267,2019-10-25,券商股盘中拉升 华鑫股份涨逾7%,证券时报网
3268,2019-10-25,侨银环保过会：今年IPO获批第92家 民生证券过3单,中国经济网
3269,2019-10-25,东鹏控股过会：今年IPO获批第90家 中金公司过9单,中国经济网
3270,2019-10-25,邮储银行过会：今年IPO获批第89家 中金公司过8单,中国经济网
3271,2019-10-25,【每日晨报】1030丨上市险企保费增速分化,中国银河证券研究
3272,2019-10-24,"凯撒旅游现1笔大宗交易 共成交1,353.00万元",新浪
3273,2019-10-24,科创板｜杰普特披露网上中签结果 中签号码超过17000个,TechWeb
3274,2019-10-24,快讯：证券板块早盘持续走强 华鑫股份大涨6%,新浪
3275,2019-10-24,【行情】券商板块拉升，华鑫股份大涨6%，红塔证券、华创阳安、哈投股份、中信建投纷纷走强。（新浪）,金十数据
3276,2019-10-24,快讯：证券板块盘中拉升 华鑫股份涨逾3%,新浪
3277,2019-10-22,又一家券商重磅解禁，长城证券下周一解禁13.54亿股 解禁,环球老虎财经
3278,2019-10-22,巨额解禁压顶：天风两跌停 下周一长城证券170亿来袭 解禁,新浪
3279,2019-10-22,报告|2019年9月云南省A股上市公司市值排行榜昆明市上榜公司占七成,挖贝网
3280,2019-10-22,红塔红土基金法定代表人变更为饶雄 基金经理离任,中证网
3281,2019-10-22,两大消息空袭券商股！天风证券巨量解禁致跌停，机会来了？长城证券近200亿解禁下周将至 解禁,券商中国
3282,2019-10-22,道达投资手记：券商股成杀跌主力 华泰证券GDR惹祸,腾讯网
3283,2019-10-22,"科斯伍德:收购龙门剩余股权方案持续落地,渐近落地:聚焦资源,发展教育板块",国金证券
3284,2019-10-21,天量解禁后天风证券一字跌停：高估值堰塞湖何时开闸放水？ 解禁,第一财经
3285,2019-10-21,18.35亿股迎来解禁 天风证券遭遇一字跌停 解禁,重庆商报
3286,2019-10-21,券商股成杀跌主力！大户“武器库”又添新品种——道达投资手记,每日经济新闻
3287,2019-10-21,天风证券跌停！创业板涨停潮！小市值个股机会又回来了？,中证报
3288,2019-10-21,早盘复盘：A股医疗券商跌幅明显，港股金融地产护盘恒指小幅上涨,格隆汇
3289,2019-10-21,【异动股】券商板块早盘大幅下挫天风证券(601162-CN)跌停 连续下跌,财华社
3290,2019-10-18,中科海讯过会：今年IPO获批第88家 东兴证券过6单,中国经济网
3291,2019-10-18,科安达过会：今年IPO获批第87家 长城证券过1单,中国经济网
3292,2019-10-18,嘉美包装过会：今年IPO获批第85家 中泰东兴联合保荐,中国经济网
3293,2019-10-18,"证券行业9月经营数据点评:业绩维持增长趋势,关注三季报行情",中航证券
3294,2019-10-17,A股单边走弱 白酒板块普跌 贵州茅台大跌3% 连续下跌,佳酿网
3295,2019-10-17,金融股今年以来跑赢大盘,中国经济时报
3296,2019-10-16,通胀预期升温权重杀跌沪指冲高回落市场宽幅震荡或暗藏隐忧,财华社
3297,2019-10-16,快讯：券商板块尾盘继续走弱 中信建投跌超5%,新浪
3298,2019-10-16,7家券商前三季度净利翻倍 国泰君安净利71.67亿居首,长江商报
3299,2019-10-16,券商板块年内平均涨幅近50% 头部企业基本面改善更为确定,中证报
3300,2019-10-15,券商三季报抢先看，7家净利翻倍！国君中信净利超70亿，股权质押仍存隐忧,券商中国
3301,2019-10-15,券商股年内平均涨幅超56% 13只被机构研报推荐,证券日报
3302,2019-10-14,券商9月经营数据:6成净利过亿 机构称板块有上涨空间,中证报
3303,2019-10-14,红塔证券(601236.SH)9月母公司净利环比降18.09%至6323.75万元 盈利能力下降,格隆汇
3304,2019-10-12,电声营销过会：今年IPO获批第84家 广发证券过6单,中国经济网
3305,2019-10-12,斯迪克股份过会：今年IPO获批第83家 平安证券过1单,中国经济网
3306,2019-10-12,股票质押监管加码:两月6家券商领监管函 关注5大问题 问询,新浪
3307,2019-10-11,金融股企稳：沪深股市震荡走高，沪指四连阳累计涨2.36%,澎湃新闻
3308,2019-10-11,关键时候券商一声吼 大盘喜迎四连阳,新浪
3309,2019-10-11,华创阳安加码股权激励，股价涨停领跑券商股,上游新闻
3310,2019-10-11,沪指涨逾1% 券商股再度立功 前三季有望维持高增长,证券时报网
3311,2019-10-11,【异动股】券商信托板块拉升，华创阳安(600155-CN)涨9.17%,财华社
3312,2019-10-11,券商股午后涨势扩大 华创阳安涨停,中国经济网
3313,2019-10-11,早盘复盘：A股雄安新区概念走强，香港本地地产股爆发恒指大涨逾2%,格隆汇
3314,2019-10-10,快讯:券商股拉升走强 华创阳安拉升涨近5%,新浪
3315,2019-10-10,股票质押业务监管加码8月以来6家券商领监管函 问询,证券时报
3316,2019-10-08,"久其软件高买低卖12亿现金没了 红塔证券督导""打酱油""",中国经济网
3317,2019-10-08,证券板块跟随银行拉升,Wind
3318,2019-10-01,涨幅超4倍 市值破百亿！两只期货股脱颖而出,期货日报
3319,2019-09-30,快讯：券商股盘尾跳水 第一创业、红塔证券跌逾4%,新浪
3320,2019-09-30,券商股快速下跌,e公司
3321,2019-09-30,证券板块走弱,Wind
3322,2019-09-27,45股遭大宗低价甩货 最低8.6折,中财网
3323,2019-09-27,[快讯]9月27日大宗交易一览,中财网
3324,2019-09-26,财政部大动作“引爆”银行股 金融企业股权质押也被划下两条“红线”！,每日经济新闻
3325,2019-09-26,33股遭大宗低价甩货 最低8.6折,中财网
3326,2019-09-26,高位科技蓝筹杀跌券商股跳水 机构称获利盘回吐明显,第一财经
3327,2019-09-26,券商股跳水后现反弹 分析人士：股权质押新规影响不大,格隆汇
3328,2019-09-26,午后名博看市：哪类股适合持股过节？,新浪
3329,2019-09-26,快讯：券商板块临近午盘跳水 华林证券触及跌停,新浪
3330,2019-09-26,券商股午前跳水，红塔证券、华林证券跌超8%,Wind
3331,2019-09-25,券商股盘中拉升 锦龙股份涨逾7%,中国经济网
3332,2019-09-25,快讯：券商板块异动拉升 锦龙股份涨逾7%,新浪
3333,2019-09-24,37家券商8月份净利同比增377.79% APP线上业务成新争夺焦点,证券日报
3334,2019-09-24,报告 | 2019年8月云南省A股上市公司市值排行榜,挖贝网
3335,2019-09-24,有效操作模式设定 关键时刻更需慎重,南方财经网
3336,2019-09-24,国泰君安换帅迎“70后”一把手 董监高成员变化,新京报
3337,2019-09-23,沪指失守3000“无人驾驶”逆市飙升节前能量萎缩或市场持续震荡,财华社
3338,2019-09-23,午评：两市低开低走沪指跌1.3% 数字货币板块领涨,新浪
3339,2019-09-23,【异动股】券商信托板块下挫，东兴证券(601198-CN)跌3.7%,财华社
3340,2019-09-23,A股三大指数集体跌逾1%大金融领跌,财华社
3341,2019-09-23,券商板块跌幅居前 红塔证券跌逾4%,证券时报网
3342,2019-09-23,快讯：证券板块早盘持续下挫 红塔证券跌5% 连续下跌,新浪
3343,2019-09-23,券商板块跌近2%,Wind
3344,2019-09-20,刚上市就遭降级 红塔证券投行收入剧降78% 年内IPO保荐零过会 盈利能力下降,华夏时报
3345,2019-09-20,证券板块午后拉升,第一财经
3346,2019-09-20,力合科技过会：今年IPO获批第76家 一创投行过2单,中国经济网
3347,2019-09-19,*ST刚泰：控股股东持有的3.65亿股被法院裁定划转抵债 实控人或生变 股权冻结,中证网
3348,2019-09-19,巨丰午评：市场窄幅震荡 上方压力仍需化解,巨丰财经
3349,2019-09-19,上市券商股价飙升，大股东频发减持计划,面包财经
3350,2019-09-19,券商信托板块拉升 哈投股份冲击涨停,证券时报网
3351,2019-09-19,快讯：券商板块盘中快速走强 南京证券等多股拉升,新浪
3352,2019-09-19,上市券商股价飙升，大股东频发减持计划 拟减持股份,面包财经
3353,2019-09-17,金融科技股全线熄火回调 市场降温沪指大跌1.74%再度失守3000,财华社
3354,2019-09-17,双塔食品董事长质押4200万股股票,鲁网
3355,2019-09-17,三大股指跌幅扩大创业板跌超2% 沪指跌1.5%失守3000点,第一财经
3356,2019-09-17,红塔证券700亿市值虚胖？ 评级下降年内IPO保荐零上会 投资评级恶化,中国经济网
3357,2019-09-16,左江科技过会：今年IPO获批第71家 中信证券过8单,中国经济网
3358,2019-09-16,广电计量过会：今年IPO获批第73家 光大证券过4单,中国经济网
3359,2019-09-16,锦鸡股份过会：今年IPO获批第72家 国信证券过3单,中国经济网
3360,2019-09-16,快讯：券商板块早盘持续走弱 中信建投等跌逾4%,新浪
3361,2019-09-12,券商股快速下行,Wind
3362,2019-09-11,金诚信(603979.SH)：鹰潭金诚解押659万股及质押567万股 鹰潭金信解押559万股及质押533万股,格隆汇
3363,2019-09-11,电工合金(300697.SZ)：实控人质押3360万股及解押2340万股,格隆汇
3364,2019-09-11,又传大利好，A股资本结构或发生惊天大变局！,中财网
3365,2019-09-11,快讯：券商板块跳水 中信建投跌逾3%,新浪
3366,2019-09-11,港股异动 | 中资券商股普涨 中金公司(3908.HK)大涨4.49%领涨,格隆汇
3367,2019-09-11,A股高开低走全线翻绿！沪指跌0.18% 券商板块跳水,第一财经
3368,2019-09-11,"又一A股富豪""倒塌""，*ST欧浦控股股东破产清算，三国企疑似中招 减资破产",证券时报
3369,2019-09-11,巨丰早评：改革红利将促市场冲高,巨丰财经
3370,2019-09-11,猎鹰看盘：监管层连发12条大招 你准备好上车了吗？,金融界
3371,2019-09-11,抓住主线 持股待涨,南方财经网
3372,2019-09-10,券商8月业绩遍地开花，机构：龙头券商下半年走势仍值得期待,第一财经
3373,2019-09-10,沪指短期超涨回踩稳固3000点重磅会议或追捧金融科技成新热点,财华社
3374,2019-09-10,证券板块午后再度走强！长城证券封板，中信建投一度涨8%,腾讯网
3375,2019-09-10,早盘复盘：A股农业概念股逆势普涨，港股能源电讯板块走强,格隆汇
3376,2019-09-10,证券板块午前异动拉升 长城证券涨超6%,第一财经
3377,2019-09-09,近九成云南上市公司上半年实现盈利 有色金属板块营收领跑,证券日报
3378,2019-09-09,巨丰午评：沪指重返3000点 科技金融是最强主线,巨丰财经
3379,2019-09-09,【9月9日】市场前瞻及题材机会（附股）,云掌财经
3380,2019-09-09,猎鹰看盘：密集利好轰炸 大盘剑指3045,金融界
3381,2019-09-09,红塔证券：公司注册资本变更 其他违规处罚,Wind
3382,2019-09-09,本周股市三大猜想及应对策略：券商股迎来机会？,财富动力网
3383,2019-09-08,三名董事投弃权票！5.76亿收购2.56%股权 它要被全资控股？,券商中国
3384,2019-09-07,上市券商8月业绩亮眼，科创板成重要推手，但仍有大股东减持在路上,中证报
3385,2019-09-07,32家券商8月业绩出炉，国泰君安（601211.SH）单月挣17亿,格隆汇
3386,2019-09-06,失去了苹果，业绩下滑的杰普特在科创板的路会顺利吗？ 盈利能力下降,格隆汇
3387,2019-09-06,贝斯美过会：今年IPO获批第67家 中信建投过4单,中国经济网
3388,2019-09-06,大金融板块爆发 沪指收复半年线,长江商报
3389,2019-09-06,机构百亿大举增持 ETF和绩优基金受追捧,中证报
3390,2019-09-06,29家上市券商8月业绩普涨,中证报
3391,2019-09-05,5日晚公告精编丨多家券商公布财务数据：国泰君安8月赚17亿,21世纪经济报道
3392,2019-09-05,红塔证券(601236.SH)8月母公司净利润7720.73万元,格隆汇
3393,2019-09-05,A股涨声一片！大金融发威，科技、世界铜王、5G妖股逞强,Wind
3394,2019-09-05,今日收评：两市冲高回落沪指涨0.96% 大金融板块活跃,新浪
3395,2019-09-05,9月5日复盘：大盘大方向越来越明确 主力出击12股,新浪
3396,2019-09-05,864亿资金争夺20股：主力资金重点出击12股(名单),新浪
3397,2019-09-05,高开低走沪指3000点得而复失，两市成交增至7975亿元,澎湃新闻
3398,2019-09-05,涨停板复盘：两市冲高回落 大金融板块活跃,新浪
3399,2019-09-05,保险券商齐发力，沪指时隔两月站上3000大关,富途证券
3400,2019-09-05,快讯：券商板块持续拉升 中信建投、华创阳安涨停,新浪
3401,2019-09-05,【异动股】金融股集体大涨西安银行(600928-CN)等涨停,财华社
3402,2019-09-05,快讯：券商板块高开 华创阳安集合竞价涨5%,新浪
3403,2019-09-05,大金融助力金秋行情 布局绩优高增长龙头,投资快报
3404,2019-09-05,太平洋、红塔自营贡献 占比逾80% 券业告别“通道”至上,21世纪经济报道
3405,2019-09-05,好行情助推高收益,南方财经网
3406,2019-09-04,9月4日复盘：局部性牛市已在向纵深推进 主力出击9股,新浪
3407,2019-09-04,666亿资金争夺20股：主力资金重点出击9股(名单),新浪
3408,2019-09-04,A股三连阳，券商、基建领涨两市，北向资金继续“扫货”逾57亿,每日经济新闻
3409,2019-09-04,早盘复盘：A股券商银行有色轮换拉升，港股地产金融全线大涨,格隆汇
3410,2019-09-04,午评：两市冲高回落沪指涨0.22% 基建板块领涨,新浪
3411,2019-09-04,券商板块连续拉升：华创阳安涨停 国盛金控3天2板,金融界
3412,2019-09-04,券商股拉升 国盛金控、华创阳安相继涨停,e公司
3413,2019-09-04,【异动股】券商信托板块拉升华创阳安(600155-CN)冲击涨停,财华社
3414,2019-09-04,新疆板块持续活跃 券商信托板块拉升,中国经济网
3415,2019-09-04,券商信托板块拉升 华创安阳冲击涨停,证券时报网
3416,2019-09-04,券商股携手冲高，华创阳安领涨,Wind
3417,2019-09-04,上市券商6家营收破百亿 华林垫底,新京报
3418,2019-09-03,【非银】上市券商陆续发布中报，央行制定LPR考核要求——非银金融行业周报――看好（联系人：张继袖 洪程程）,渤海证券研究
3419,2019-09-03,杰普特IPO：业绩下滑苹果订单骤减 估值频繁变动遭质疑 盈利能力下降,中国网
3420,2019-09-02,36家上市券商九成涨薪：中信证券人均薪酬36万登顶,澎湃新闻
3421,2019-09-02,红塔证券龙虎榜数据（9月2日）,Wind
3422,2019-09-02,涨停复盘 | 一线游资赵老哥大手笔买入1个亿 这只股质量如何？,第一财经
3423,2019-09-02,券商概念大涨 国盛金控率先涨停,金融界
3424,2019-09-02,36家上市券商六项指标大排名！中信、海通、中信建投霸占投行三强,券商中国
3425,2019-09-02,中报披露收官机构持仓完整曝光：机构持股市值近28万亿，抱团白马，10大重仓中6只是金融股,21世纪经济报道
3426,2019-09-02,频遭股东减持　券商股未来仍被看好 减持股份,国际金融报
3427,2019-09-02,36家A股上市券商上半年赚了554亿元,证券日报
3428,2019-09-01,券商中报业绩检验发展策略 自营超经纪成首要驱动,第一财经
3429,2019-09-01,36家上市券商上半年营收平均增52%，14家净利超10亿,澎湃新闻
3430,2019-08-31,公募持仓图浮出水面 逾千基金扎堆持有15只个股,金融投资报
3431,2019-08-31,一周171只个股突破今年新高,中财网
3432,2019-08-31,弱市氛围难掩个股光辉,南方财经网
3433,2019-08-30,数据复盘｜逾17亿主力资金加仓中国广核 北向资金买入中国平安等,证券时报网
3434,2019-08-30,两市早盘延续调整：白酒股大涨，科技股持续活跃,Wind
3435,2019-08-30,34家券商炒股能力大比拼 太平洋、红塔8成营收靠自营,新浪
3436,2019-08-30,浙商银行过会：今年IPO获批第61家 中信证券过7单,中国经济网
3437,2019-08-30,网创科技过会：今年IPO获批第63家 广发证券过4单,中国经济网
3438,2019-08-30,豪尔赛过会：今年IPO获批第62家 长江保荐过3单,中国经济网
3439,2019-08-30,快讯：金融股早盘表现活跃 券商、保险板块集体走强,新浪
3440,2019-08-30,券商股全线飘红 中信建投、红塔证券涨逾2%,证券时报网
3441,2019-08-30,【国信宏观固收】私募EB每周跟踪,国信固收研究
3442,2019-08-30,“股神”上市公司来了，上半年57家公司投资赚超10亿,证券时报
3443,2019-08-30,12家上市券商自营收入占比超35%最高者达九成,证券时报
3444,2019-08-30,连板股频现 市场情绪显著回暖,中证报
3445,2019-08-29,130股中报报喜 28股增长超1倍,中财网
3446,2019-08-28,红塔红土基金上半年盈利870.44万元,中证网
3447,2019-08-28,红塔证券：上半年净利润同比增251.92%,Wind
3448,2019-08-28,红塔证券(601236.SH)半年度净利润升251.92%至2.92亿元,格隆汇
3449,2019-08-28,红塔证券：上半年实现净利润2.92亿 同比增长251.92%,新浪
3450,2019-08-28,国科环宇、杰普特9月5日科创板上会,中国经济网
3451,2019-08-28,"为何券商股频遭减持,这次是国信证券！年内还有8家券商被股东抛售 减持股份",券商中国
3452,2019-08-28,重磅利好加持 大消费板块受热捧！汽车、家电股亮眼,中新经纬
3453,2019-08-28,宋清辉：华泰证券违规代销资管产品被处罚影响巨大券商评级或被下调 金融监管处罚,搜狐
3454,2019-08-27,券商板块盘中崛起领涨两市 中信建投涨停,腾讯网
3455,2019-08-26,超级大单：沪指低位震荡 仅3个行业逆市净流入,金融界
3456,2019-08-25,震荡格局热点分化 强势股资金显分歧,南方财经网
3457,2019-08-21,【协会报告】资产支持专项计划备案监测简报（2019年二季度）,CNABS
3458,2019-08-21,东吴证券净利暴涨难掩尴尬：违规频现诉讼缠身 65亿配股案存争议 金融监管处罚,中国网
3459,2019-08-21,两融扩容首日 648只新增标的获逾百亿元融资买入,第一理财网
3460,2019-08-21,板块掀起涨潮科瑞技术上板 普莱柯受到机构资金青睐,南方财经网
3461,2019-08-20,企业ABS累计备案规模突破3万亿 5家券商稳居排名前列,每日经济新闻
3462,2019-08-20,万亿ABS哪家强？最新排名来了,新浪
3463,2019-08-20,A股窄幅整理，关注短期均线的支撑力度,重庆商报
3464,2019-08-20,552亿资金争夺20股：主力资金重点出击9股(名单),新浪
3465,2019-08-20,利好刺激超百股涨停 创业板指大涨3.5%,新浪
3466,2019-08-20,上半年券商收获颇丰 股权质押业务成“黑天鹅”,中证报
3467,2019-08-20,券商股“涨”声迎两融新政 机构更青睐头部券商,证券日报
3468,2019-08-19,巨丰投顾独家解读：创业板指涨超3% 深圳板块井喷,巨丰财经
3469,2019-08-19,云南药店老二健之佳，这回铁了心要上市,格隆汇
3470,2019-08-19,709亿资金争夺20股：主力资金重点出击8股(名单),新浪
3471,2019-08-19,沪指涨2.1%日线走出三连阳，两市超百股涨停,中新经纬
3472,2019-08-19,A股放量大涨超2%：两市逾百股涨停，创业板指涨3.5%,澎湃新闻
3473,2019-08-19,巨丰收评：创业板收复3个月失地,巨丰财经
3474,2019-08-19,券商股集体拉升 长城证券冲击涨停,新浪
3475,2019-08-19,A股早报2019年8月19日星期一,Wind
3476,2019-08-19,东吴证券上半年净利增逾27倍 7亿借款本金涉诉踩雷 诉讼纠纷,中国经济网
3477,2019-08-19,"东吴证券:中期业绩大幅增长,自营投资贡献较大",联讯证券
3478,2019-08-17,28股周换手超2成 1股达39.75%,中财网
3479,2019-08-16,8月16日复盘：夯实底部待从头 主力资金重点出击13股,新浪
3480,2019-08-16,520亿资金争夺20股：主力资金重点出击13股(名单),新浪
3481,2019-08-16,源达：军心稳定 行情节奏如何把握,中金在线
3482,2019-08-16,巨丰午评：金融科技助大盘重返强势,巨丰财经
3483,2019-08-16,券商股全线飘红 红塔证券涨逾8%,证券时报网
3484,2019-08-16,券商股盘中异动拉升 红塔证券涨逾8%,中国经济网
3485,2019-08-16,券商股快速走强创业板指拉升涨逾1%,财华社
3486,2019-08-16,券商板块持续拉升 红塔证券大涨6%,证券时报网
3487,2019-08-16,宇瞳光学过会：今年IPO获批第58家 东兴证券过4单,中国经济网
3488,2019-08-16,重庆农商行过会：今年IPO获批第59家 中金公司过7单,中国经济网
3489,2019-08-15,红塔证券：公司监事辞职 董监高成员变化,Wind
3490,2019-08-14,云南券商“双子座”上月携手报盈红塔证券系上市涨停板最多滇企,证券日报
3491,2019-08-13,大金融板块回调 苏州银行跌逾4%,中证网
3492,2019-08-13,早盘复盘：A股三大指数震荡下行，港股蓝筹全线大跌 连续下跌,格隆汇
3493,2019-08-13,券商股集体回调 红塔证券跌逾3%,中证网
3494,2019-08-13,【异动股】券商信托板块下挫，红塔证券(601236-CN)跌3.42%,财华社
3495,2019-08-13,利好刺激科技股大涨 沪指收复2800点,新浪
3496,2019-08-12,554亿资金争夺20股：主力资金重点出击15股(名单),新浪
3497,2019-08-12,券商股发力 华创阳安涨停 华林证券涨7%,证券时报网
3498,2019-08-12,券商板块再度发力，华创阳安封板，华林证券、中国银河涨幅扩大，红塔证券快速冲高,Wind
3499,2019-08-12,【安信非银第33期周报】LPR支持实体融资，地产信托监管加码,新角度新金融
3500,2019-08-12,【原创】 “鸿蒙”带来相关板块受益 8月12日财汇早盘盘前速览,腾讯网
3501,2019-08-12,"非银金融行业周观点:两融风控政策优化,长期利好券商龙头",联讯证券
3502,2019-08-12,"证券行业7月财务报表分析:券商业绩环比回落,再融资放量 盈利能力下降",山西证券
3503,2019-08-10,28股周换手超2成 1股达48.05%,中财网
3504,2019-08-09,8月9日复盘：大盘能否回补缺口 主力资金重点出击5股,新浪
3505,2019-08-09,红塔证券上市后出新招 低利率抢占两融市场,全景网
3506,2019-08-09,515亿资金争夺20股：主力资金重点出击5股(名单),新浪
3507,2019-08-09,A股午后震荡走弱！沪指跌0.71% 猪肉股尾盘跳水,第一财经
3508,2019-08-09,A股持续走弱！深成指跌1.18% 券商板块下挫 连续下跌,第一财经
3509,2019-08-09,快讯：券商板块午后持续回落 红塔证券跌逾4%,新浪
3510,2019-08-09,巨丰早评：大盘将重返箱体运行,巨丰财经
3511,2019-08-09,金融行业日报:金融板块回暖,东莞证券
3512,2019-08-08,政策、市场红利多 券商股全年仍维持较高的业绩增速,第一财经
3513,2019-08-08,8月7日复盘:短期震荡空间有限 主力资金重点出击10股,新浪
3514,2019-08-08,445亿资金争夺20股：主力资金重点出击10股(名单),新浪
3515,2019-08-08,涨停板复盘：三大指数高位盘整 军工板块表现抢眼,新浪
3516,2019-08-08,证金下调转融资费率利好有多大？业内认为短期实质影响有限,第一财经
3517,2019-08-08,转融资费率下调提振多头信心，券商板块早盘集体走高,第一财经
3518,2019-08-08,开盘：两市高开券商股集体大涨，光明地产跌超6%,乐居财经
3519,2019-08-08,巨丰热点：转融资费率整体下调 证券板块盘中全线走强,巨丰财经
3520,2019-08-08,快讯：券商板块集体高开 东兴证券、华林证券涨超5%,新浪
3521,2019-08-08,券商板块集体高开 红塔证券等涨5%,e公司
3522,2019-08-08,7月券商业绩喜忧参半 21家营收环比下降 盈利能力下降,新浪
3523,2019-08-08,市场短期仍有反复 静待止跌企稳,南方财经网
3524,2019-08-07,A股明日风口：现货白银大涨 证金下调转融资费率80BP,新浪
3525,2019-08-07,电工合金股东康达投资解除质押273万股 新增质押300万股,挖贝网
3526,2019-08-07,上市公司也沦为“韭菜”！这家公司上半年炒股亏损1.46亿 投资失误,重庆商报
3527,2019-08-07,32家券商公布7月业绩，中信证券（600030.SH）单月赚7亿,格隆汇
3528,2019-08-07,8月7日复盘：明天走势很关键 主力资金重点出击5股,新浪
3529,2019-08-07,464亿资金争夺20股：主力资金重点出击5股(名单),新浪
3530,2019-08-07,电工合金(300697.SZ)控股股东质押300万股及解押273万股,格隆汇
3531,2019-08-07,第二批科创板对标股来了 增量资金将至 2733点能否成阶段底部？,证券时报网
3532,2019-08-07,沪指跌1.56% 次新股表现活跃,长江商报
3533,2019-08-07,红塔证券2019年7月营业收入1.6亿元,挖贝网
3534,2019-08-07,多家上市券商7月份业绩飘红 机构认为券商板块仍被低估,证券日报
3535,2019-08-07,25家上市券商7月业绩分化科创板投行收入成催化剂 盈利能力下降,证券时报
3536,2019-08-07,"大剧透！这些券商7月业绩大增""玄机""找到，竟是因为它？投行收入环比激增299%，为何这几家增幅更大",券商中国
3537,2019-08-06,科创首月券商业绩哪家强:中信双冠军 华鑫国元增长猛,21世纪经济报道
3538,2019-08-06,A股失守2800点：如何寻找避险价值股？这五类个股或率先脱离苦海,重庆商报
3539,2019-08-06,红塔证券午后拉升触及涨停 游资炒作为主,e公司
3540,2019-08-06,红塔证券(601236.SH)7月净利润达7722.13万元,格隆汇
3541,2019-08-06,多家券商7月净利环比增长，券商股迎久违大涨，超跌或加仓机会,第一财经
3542,2019-08-06,8月6日复盘:看V字尖底是否展开 主力资金重点出击4股,新浪
3543,2019-08-06,713亿资金争夺20股：主力资金重点出击4股(名单),新浪
3544,2019-08-06,涨停板复盘：三大股指均跌超1% 科创板个股振幅加大,新浪
3545,2019-08-06,每经14点丨小米否认解散Mi VR团队；乔家大院景区明日起暂停运营10天；午后券商股发力，沪指跌幅收窄,每日经济新闻
3546,2019-08-06,快讯：次新股午后走强 因赛集团拉升封板,新浪
3547,2019-08-06,红塔证券午后涨停,e公司
3548,2019-08-06,两市股指跌幅进一步收窄 券商股迎来久违的大涨,证券时报网
3549,2019-08-06,券商股午后发力，红塔证券涨停,Wind
3550,2019-08-06,快讯：券商板块午后异动 龙头红塔证券大涨9%,新浪
3551,2019-08-06,快讯：券商板块异动 长城证券涨近5%,新浪
3552,2019-08-06,券商板块盘中直线拉升 长城证券大涨6%,证券时报网
3553,2019-08-06,券商股逆势走高，长城证券大涨6%,Wind
3554,2019-08-06,券商积极筹资备战重资产业务 南京证券拟定增融资不超60亿,中证报
3555,2019-08-05,526亿资金争夺20股：主力资金重点出击6股(名单),新浪
3556,2019-08-05,红塔证券稳健经营 坚守合规风控“生命线”,证券之星
3557,2019-08-05,红塔证券领头响应号召 积极开展扶贫攻坚工作,证券之星
3558,2019-08-05,红塔证券上市一月即“降级” 偏安云南市场三个月负债猛增72亿 偿债能力下降,长江商报
3559,2019-08-04,科技板块开花独当一面 申通快递利空引来抛压,南方财经网
3560,2019-08-02,A股市场资金变动一览（8月2日）,Wind
3561,2019-08-02,健之佳：子公司资不抵债、亏损连连，新旧招股书数据不一 偿债能力下降,中金在线
3562,2019-08-02,菁英时代13只基金上半年11只亏损 错失反弹良机,中国经济网
3563,2019-08-02,沪指跌0.81%险守2900点 债转股概念异动,新浪
3564,2019-08-01,15家上市券商披露上半年业绩：中信证券营收和净利均居首位,澎湃新闻
3565,2019-08-01,中报披露过半，大小券商疯赚，有个雷区勿踩！,搜狐
3566,2019-08-01,8月1日复盘：短线恐怕难有机会 主力资金重点出击7股,新浪
3567,2019-08-01,422亿资金争夺20股：主力资金重点出击7股(名单),新浪
3568,2019-08-01,已有15家券商预告上半年业绩！中小券商增幅较大，中信海通国君营收与净利位居前三,券商中国
3569,2019-08-01,中期业绩“喜大普奔” 大型券商赚大钱中小券商忙翻番,中证报
3570,2019-07-31,山煤国际回复跨界投资质疑 目前尚无相关管理团队和研发人员,e公司
3571,2019-07-31,六张图看懂7月行情：最牛股价翻倍，最熊连续14个跌停 连续下跌,21世纪经济报道
3572,2019-07-31,415亿资金争夺20股：主力资金重点出击4股(名单),新浪
3573,2019-07-31,龙虎榜：机构持续买入近端次新股 京新药业获各路资金关注,第一财经
3574,2019-07-30,460亿资金争夺20股：主力资金重点出击9股(名单),新浪
3575,2019-07-30,券商股早盘全线走强 哈投股份涨超6%,e公司
3576,2019-07-30,快讯：券商、信托板块大幅走强 陕国投A封涨停板,新浪
3577,2019-07-30,券商股早盘全线上涨 哈投股份涨逾4%,中国经济网
3578,2019-07-30,云南健之佳重启IPO 募资9亿急扩张,时代周报
3579,2019-07-29,券商新势力红塔证券赖以突围的秘诀何在,证券之星
3580,2019-07-29,27家上市券商派现202亿元 17家红包缩水 最高逾9成,证券日报
3581,2019-07-29,"非银金融行业周报:科创板首周运行平稳,券商分类结果公布",爱建证券
3582,2019-07-28,7月外资疯抢百亿意欲何为？下周三件大事！别让你们的牛市跑了,金融界
3583,2019-07-28,5G板块蓄势待发 中国卫通资金出逃,南方财经网
3584,2019-07-27,活跃股揭秘：20股筹码全换手，16只高换手股获主力资金青睐（附股）,证券时报
3585,2019-07-26,券商评级结果出炉 28家被降级 网信华信D级垫底 投资评级恶化,新京报
3586,2019-07-26,【安信环保公用邵琳琳团队】日报07.26：国家积极推进企业环保分级评价，依据污染预警等级指导企业合理安排生产,安信证券环保公用研究
3587,2019-07-26,【国君环保徐强】今日环保-生态环境部：全面达到超低排放的A级企业 今冬遇重污染不停限产,国君环保徐强之环保资讯
