,2021-12-31,湖北省、武汉市民营百强企业榜单相继出炉 苏泊尔荣耀登榜,凤凰网
1591,2019-03-03,【华创家电】MSCI纳入因子提升，持续利好家电龙头,月观家电
1592,2019-03-01,"家电周报:洗碗机市场持续扩容,个人护理小家电持续增长",长城证券
1593,2019-02-28,行业第一品牌的顶层设计和底层运营,钛媒体
1594,2019-02-28,苏泊尔：全年业绩保持良好增长 买入评级,和讯
1595,2019-02-28,"苏泊尔:2018业绩略超预期,2019更加值得期待",申万宏源
1596,2019-02-27,"苏泊尔:产品结构优化,q4业绩超预期",安信证券
1597,2019-02-26,榜单丨2019胡润全球富豪榜发布 月星丁佐宏、苏泊尔苏增福家族首次入榜,乐居财经
1598,2019-02-26,外销回暖内销收入超预期 苏泊尔业绩增长持续稳定,号外财经网
1599,2019-02-26,53股获券商买入评级 恒华科技目标涨幅达55.84%,Wind
1600,2019-02-26,家用电器行业:一月空调内销持续回暖,国联证券
1601,2019-02-25,苏泊尔2018年营收净利增幅均逾20% 系市场占有率提升和产品结构优化,中金在线
1602,2019-02-25,浙江苏泊尔股份有限公司2018年度业绩快报,证券时报
1603,2019-02-25,苏泊尔去年净赚16.7亿 10个月前回购计划一直没操作,新浪
1604,2019-02-25,零售晚报：利群股份关于全资子公司购买办公楼暨关联交易公告,亿邦动力
1605,2019-02-25,产品结构持续优化奏效 苏泊尔去年营收增长22.75%,北京商报
1606,2019-02-25,苏泊尔2018年净利16.70亿 毛利率较同期提升0.35个百分点,挖贝网
1607,2019-02-25,"苏泊尔2018年业绩快报点评:又是一年丰收,持续增长典范",光大证券
1608,2019-02-24,【华创家电】行业周报：空调内销表现亮眼，新政试点初显成效,月观家电
1609,2019-02-24,苏泊尔(002032.SZ)2018年净利同比增25.91%至16.7亿元,格隆汇
1610,2019-02-24,苏泊尔2018年赚16.7亿 收入、利润双增长超20%,挖贝网
1611,2019-02-24,苏泊尔2018年净利润增26% 多家公司公布业绩-更新中,中财网
1612,2019-02-24,苏泊尔：2018年实现净利润16.7亿元，同比增长25.91%,Wind
1613,2019-02-24,苏泊尔：2018年净利润16.7亿 同比增25.91%,e公司
1614,2019-02-15,月内66家公司斥资近30亿元实施回购 上市公司回购概念股一览,云掌财经
1615,2019-02-15,月内66家公司斥资近30亿元实施回购 基金潜伏14股,证券日报
1616,2019-02-13,"家电行业周报:19年地产竣工反弹驱动厨电估值修复,关注外资持续净流入",正点财经
1617,2019-02-01,"家电周报2019第3期:市场期待家电新政提振消费,人工智能和IoT成彩电行业未来破局点",长城证券
1618,2019-01-31,家用电器行业:建议继续配置白电龙头和穿越周期的小家电龙头,广发证券
1619,2019-01-30,中财独家:等待节后进一步春季反弹攻势机构预测,中财网
1620,2019-01-30,31日机构强推买入 六股成摇钱树,证券之星
1621,2019-01-30,79股获券商买入评级 闻泰科技目标涨幅达61.21%,Wind
1622,2019-01-29,家用电器：19年地产竣工反弹驱动厨电估值修复 荐3股,申万宏源
1623,2019-01-27,长江家电 | 效率与盈利是渠道运行的永恒主题,长江家电研究团队
1624,2019-01-27,【华创家电】重仓比例环比下滑，北上资金持续流入,微信
1625,2019-01-25,山西证券家电行业2018Q4基金持仓研究,山西证券
1626,2019-01-23,"家电周报2019第2期:美的加码智能制造,自主品牌全球化进程加速",长城证券
1627,2019-01-22,家电行业周报:如何看待春节前的小行情,爱建证券
1628,2019-01-21,家电行业周观点19w3:谁是2019成本红利的潜在受益者?,正点财经
1629,2019-01-20,【华创家电】家电龙头分红详解，北上资金占比提升,月观家电
1630,2019-01-16,家用电器：苏美九继续引领小家电 荐3股,和讯
1631,2019-01-15,家用电器：上一轮家电补贴鉴往知今 增值税税率下调雪中送炭,申万宏源
1632,2019-01-15,"家电行业周报2019第1期:发改委发声刺激家电消费,GEA版海尔食联网亮相北美CES",长城证券
1633,2019-01-15,"家电行业周报:美的集团发布华凌品牌,瞄准年轻市场",爱建证券
1634,2019-01-14,家用电器业2018年第53周:弱周期下优选白电龙头,正点财经
1635,2019-01-13,家用电器：短期利好家电板块 荐5股,广发证券
1636,2019-01-10,"家电行业周报:美的T+3变革部分区域效果有待提升,行业渠道库存压力趋缓还需时日",浙商证券
1637,2019-01-09,"家电行业电商渠道四季度数据分析及总结:行业增速全面回暖,成本下行或为亮点",正点财经
1638,2019-01-05,家电行业估值见底，凸显高投资价值,巨丰财经
1639,2019-01-03,家电行业周报:如何看待奥克斯与京东19年战略目标200亿,申万宏源
1640,2018-12-29,【华创家电】空调价稳收入快增，冰洗提速表现亮眼,月观家电
1641,2018-12-29,"大消费行业专题研究:经济数据疲弱背景下,探寻消费的长期驱动力",信达证券
1642,2018-12-28,下周1196亿市值限售股解禁，环比增逾1倍 解禁,Wind
1643,2018-12-28,“苏泊尔”变“科勒”，TOTO建陶瓷新厂，产能之战即将打响！,亿欧网
1644,2018-12-27,"家用电器行业2018W51周观点:中央经济工作会议召开,期待行业边际改善",正点财经
1645,2018-12-26,[快讯]苏泊尔38万限售股1月3日解禁,中财网
1646,2018-12-26,金牌厨柜大浪淘沙秉精品橱柜 带动厨柜三股,证券时报
1647,2018-12-26,"家电行业2019年度策略报告:短期有忧,长期无虑",爱建证券
1648,2018-12-25,"家电行业周报:空调主动去库进入关键期,厨房拐点仍待确定",浙商证券
1649,2018-12-24,26股获券商买入评级 国祯环保目标涨幅达43.01%,Wind
1650,2018-12-21,下周最具投资价值六大牛股一览（2018年12月21日）,中财网
1651,2018-12-21,"家电行业深度报告:关注行业龙头,大型厨电持续看好",长城证券
1652,2018-12-19,苏泊尔2018年三季报点评:外销订单环比加速、三季报收入符合预期,中证网
1653,2018-12-17,看好中国｜消费升级——家电股防御性突出,巨丰财经
1654,2018-12-15,六成公司年报业绩预喜 业绩翻番个股超百家,巨丰财经
1655,2018-12-14,家电板块估值接近历史底部 六股或迎掘金良机,证券日报
1656,2018-12-13,2018厨电市场遇“冷年” 业内整合动作频频力求突破,大众证券报
1657,2018-12-13,家用电器行业周观点:12月空调排产量回升,正点财经
1658,2018-12-13,技术面开始走牛，这10股业绩还将爆发式增长！,证券时报
1659,2018-12-10,"家电行业:11月线上,整体量价趋弱,龙头份额环比提升",光大证券
1660,2018-12-09,【华创家电】白电线上略有回暖，小家电加速增长,月观家电
1661,2018-12-04,五大指数新调入87只股票 机构集中推荐14只龙头股,证券日报
1662,2018-12-04,"家电行业每周观点:出口预期有望改善,弹坑逻辑精选优质资产",光大证券
1663,2018-12-02,家用电器：关注前瞻化布局智能家居的家电龙头 荐4股,广发证券
1664,2018-11-19,家用电器：家电板块个股商誉情况梳理,爱建证券
1665,2018-11-16,【华创家电龚源月团队】周度思考：商誉减值对家电板块影响几何？ 资产异常,月观家电
1666,2018-11-12,家用电器：黑电大屏化 白电地位稳,中信建投
1667,2018-11-08,哪些公司在玩虚假回购？,红周刊
1668,2018-11-07,家用电器行业:白电销售走弱不改龙头集聚趋势,国联证券
1669,2018-11-04,上市公司周末也来把班加 瀚叶股份、东睦股份连夜披露回购预案,e公司
1670,2018-11-04,苏泊尔：公司回购计划尚未实施,Wind
1671,2018-11-04,家用电器：龙头依旧稳健 荐4股,广发证券
1672,2018-11-03,哪些公司在玩虚假回购？,红周刊
1673,2018-11-01,苏泊尔：10月31日融资余额为2662.27万元，较前一日骤降7.03%,Wind资讯
1674,2018-10-28,家用电器：白电龙头长期竞争力强 荐4股,广发证券
1675,2018-10-26,厨电行业增速放缓，企业扩张新领域,第一财经
1676,2018-10-26,"苏泊尔2018年三季报点评:业绩稳健增长,安全边际高",东莞证券
1677,2018-10-25,苏泊尔：三季报收入符合预期 买入评级,申万宏源
1678,2018-10-25,机构评级精选：5G时代受益显著 中新赛克评级获机构上调,巨丰财经
1679,2018-10-25,"苏泊尔2018年三季报点评:18Q3奠定全年高增长基调,长期成长路径清晰",光大证券
1680,2018-10-25,"苏泊尔:预收短期波动,无碍长期经营",安信证券
1681,2018-10-24,【华创家电】苏泊尔三季报点评：出口环比改善，内销稳健增长,微信
1682,2018-10-23,苏泊尔：前三季度净利润同比增21.81%,Wind
1683,2018-10-23,"家电行业周报:9月空调数据出炉,内销持续下降外销表现优异",爱建证券
1684,2018-10-20,国金#公司精要360° | 苏泊尔 | 第1期,国金证券研究所
1685,2018-10-16,券商首次关注1股并给予买入评级（10月16日）,Wind
1686,2018-10-15,[优于大市评级]海通家电行业周专题：需求疲软基数徒增 三季度销量增速环比回落,中财网
1687,2018-10-08,"家电周报:降准减税降费政策红利不断,关注三季报业绩超预期公司",申万宏源
1688,2018-10-07,家用电器：家电行业18年度三季度业绩前瞻 荐6股,长江证券
1689,2018-10-03,58股业绩有望高增长 10个股获机构重仓,证券时报网
1690,2018-09-26,【国君家电】研发费用加计扣除新政预计增厚行业业绩2%-3%,吴东炬家电团队
1691,2018-09-24,家用电器：白电龙头价值凸显 荐4股,广发证券
1692,2018-09-21,多股被上调评级 业绩增长是重要动力 6股大吸金,证券之星
1693,2018-09-18,"家用电器行业:八月线上数据发布白电偏淡,小电有亮点",国联证券
1694,2018-09-17,明日最具投资机会六大牛股一览（2018年9月17日）,中财网
1695,2018-09-17,今日资金抢入六只强势股一览（2018年9月17日）,中财网
1696,2018-09-17,"苏泊尔:市占率提升,多元化高端化持续推进",国联证券
1697,2018-09-16,家用电器：建议继续持有白电龙头 荐4股,广发证券
1698,2018-09-12,"家电周报:社保新规对实际利润冲击有限,长线配置家电龙头确定性强",申万宏源
1699,2018-09-11,告别负增长 2018年电磁炉市场显转机,维库电子市场
1700,2018-09-10,【华创家电|数据】多因素致行业继续调整，受益新品九阳表现优异,微信
1701,2018-09-09,家用电器：建议继续配置护城河最强的白电龙头 荐4股,广发证券
1702,2018-09-07,2018天猫淘宝99大促聚划算99欢聚盛典 满300元减30元,南方财富网
1703,2018-09-06,"苏泊尔:产品结构升级+厨电大增,内销提速增长",正点财经
1704,2018-09-05,苏泊尔发布回购股份进展公告：暂未回购,中国网
1705,2018-09-05,家用电器：板块短期下跌 荐7股,财信证券
1706,2018-09-05,家电龙头上半年集体受挫，暂时坚挺的苏泊尔能撑住吗？,面包财经
1707,2018-09-04,家用电器：家电中报业绩收官 关注财报趋势向好业绩确定性强标的,申万宏源
1708,2018-09-04,苏泊尔：关于回购公司股份的进展公告,亿邦动力
1709,2018-09-04,苏泊尔：高管徐波提前终止股份减持计划,e公司
1710,2018-09-04,苏泊尔：“13苏泊尔债/13苏泊尔”提前赎回议案获通过,Wind
1711,2018-08-31,苏泊尔：内销逆势扩张 外销下半年发力,申万宏源
1712,2018-08-30,【财通家电】苏泊尔(002032)：业绩稳健，中期分红,财通证券研究
1713,2018-08-30,天风家电-苏泊尔18H1 | 产品结构升级+厨电大增，内销提速增长,小蔡看家电
1714,2018-08-30,苏泊尔 | 内销表现抢眼，业绩延续确定性增长,长江家电研究团队
1715,2018-08-30,【浙商家电】苏泊尔：产品高端化战略下内销收入增长32%，下半年盈利能力转好可期,浙商证券研究所
1716,2018-08-30,苏泊尔拟每10股派4.6元,中证报
1717,2018-08-29,公告精选：新湖中宝拟发行不超75亿公司债；苏泊尔等中期拟分红,e公司
1718,2018-08-29,30日利好消息,中证网
1719,2018-08-29,苏泊尔：上半年净利同比增逾两成 拟10派4.6元,e公司
1720,2018-08-29,苏泊尔：上半年净利润同比增22.59%,Wind
1721,2018-08-28,[持有评级]家用电器行业投资策略：白电龙头市场份额提升 继续推荐,中财网
1722,2018-08-28,[推荐评级]家电行业周报：多因素致7月空调内销同比下降 中长期依旧看好,中财网
1723,2018-08-28,[看好评级]家电行业周报：空调7月内销增速下滑 关注人民币汇率贬值影响,中财网
1724,2018-08-28,电热水壶网购口碑大比拼：美的“设计”“噪音”严重度最高，苏泊尔产品品质严重度高于行业,时代周报
1725,2018-08-27,家用电器：FOREO 创造美丽新世界,广发证券
1726,2018-08-23,天际股份业绩暴跌8成：27亿元并购锂电业务成累赘 盈利能力下降,斑马消费
1727,2018-08-22,[看好评级]2018年7月家电零售和企业出货端数据解读：18冷年空调内销增长19% 7月数据下滑无碍全年业绩达成,中财网
1728,2018-08-21,[强于大市评级]家用电器行业周报：汇率企稳 天猫七月增速放缓,中财网
1729,2018-08-20,A股共发生30宗大宗交易成交16.87亿元（8月20日）,Wind
1730,2018-08-20,苏泊尔今日大宗交易成交285.32万股，成交价48.34元折价0.0%,Wind资讯
1731,2018-08-20,机构席位对敲白马股，格力电器苏泊尔均现超1亿元平价大宗交易,Wind
1732,2018-08-20,[增持评级]家用电器业行业周报：终端销售继续好转 空调龙头估值与分红优势凸显,中财网
1733,2018-08-20,[持有评级]家用电器行业投资策略：白电均价持续提升 继续推荐白电龙头,中财网
1734,2018-08-20,【广证恒生】-家电行业点评报告-2018Q2基金重仓持股家电分析：白电偏好龙头、其它领域分歧较大,广证恒生
1735,2018-08-15,厦门抽检燃气灶37批次不合格 苏泊尔、广东樱花上榜 产品问题,新浪
1736,2018-08-13,苏泊尔：不断推进新品类和品牌 谨慎推荐评级,财信证券
1737,2018-08-12,【天风家电】汇率企稳，天猫七月增速放缓——2018W32周观点,小蔡看家电
1738,2018-08-12,家用电器：格力未来成长空间依然较大 荐4股,广发证券
1739,2018-08-12,家电行业出口专题(5)：《广场协议》对日本家电行业影响的回顾、剖析与思考,中财网
1740,2018-08-08,家用电器：家电基本面依旧良好 荐7股,财信证券
1741,2018-08-07,电饭煲网购口碑大比拼：美的品质与好评率倒挂,时代周报
1742,2018-08-05,家用电器：对空调行业继续偏乐观 荐4股,广发证券
1743,2018-08-01,[看好评级]家电行业周报：六月份彩电产销两旺 关注中报业绩超预期公司,中财网
1744,2018-07-31,家电及相关、轻工制造行业观点聚焦：地产周期下 看家电、家居板块投资价值,中财网
1745,2018-07-30,[持有评级]家用电器行业投资策略：中报季 推荐业绩确定性高的白电龙头,中财网
1746,2018-07-30,[增持评级]家用电器行业周报：终端升级趋势明显 龙头公司受益,中财网
1747,2018-07-29,天风家电 | 厨电彩电有所恢复，汇率再新低——2018W30周观点,小蔡看家电
1748,2018-07-29,家用电器：推荐业绩确定性高的白电龙头 荐4股,广发证券
1749,2018-07-26,[看好评级]小家电行业深度报告：走过成长的烦恼,中财网
1750,2018-07-24,[看好评级]2018Q2家电板块基金重仓分析：持续超配,中财网
1751,2018-07-24,[强于大市评级]家用电器行业中期投资策略：寻找真正“种树”的家电企业,中财网
1752,2018-07-24,[增持评级]苏泊尔(002032)动态点评：内外销同向增长 毛利率维持稳定,中财网
1753,2018-07-24,[买入评级]苏泊尔(002032)公告点评：收入实现快速增长 彰显龙头实力,中财网
1754,2018-07-24,苏泊尔中报业绩预增超两成,号外财经网
1755,2018-07-24,苏泊尔上半年营收同比增25.27%,北京商报
1756,2018-07-24,"苏泊尔2018年中报业绩快报点评:内销持续强劲增长,长期成长路径清晰",光大证券
1757,2018-07-24,苏泊尔点评报告:疾风知劲草,浙商证券
1758,2018-07-23,"苏泊尔2018半年报业绩快报点评:q2收入业绩齐超预期,小家电行业中的璀璨明珠",中证网
1759,2018-07-23,[买入评级]苏泊尔(002032)点评：业绩快报收入增速超预期 延续良好经营表现,中财网
1760,2018-07-23,天风家电-苏泊尔18H1快报 | 充分受益消费升级红利，三四线厨电份额迅速提升,小蔡看家电
1761,2018-07-23,苏泊尔2018上半年归母净利同比增长22.59%,中国家电网
1762,2018-07-23,[买入评级]苏泊尔(002032)点评：充分受益消费升级红利 三四线厨电份额迅速提升,中财网
1763,2018-07-23,苏泊尔上半年收入88亿元 厨电产品收入贡献明显,中国网
1764,2018-07-23,苏泊尔2018年半年财报 营收同比增长25.27%达88.49亿元,TechWeb
1765,2018-07-23,家电及相关行业动态：空调销售罗生门 7月上旬空调零售受天气负面影响,中财网
1766,2018-07-22,苏泊尔：上半年净利7.39亿元 同比增长22.59%,中证网
1767,2018-07-22,晚间重要公告2018年7月22日星期日,Wind
1768,2018-07-22,苏泊尔：上半年营收88.49亿元，同比增长22.59%,Wind
1769,2018-07-22,苏泊尔：今年上半年盈利7.39亿元 同比增22.59%,e公司
1770,2018-07-17,[增持评级]家用电器业行业周报：旺季再迎高温天气 空调或继续超预期,中财网
1771,2018-07-16,[推荐评级]家电行业周报：中美贸易摩擦再升温 继续看好家电板块配置机会,中财网
1772,2018-07-15,17点聊电商：苏泊尔：关于利用自有流动资金进行货币市场基金和国债逆回购的进展公告,亿邦动力
1773,2018-07-13,7月13日有57家公司获重要股东增减持 欧亚集团已被连续增持179次,Wind
1774,2018-07-10,【弘则消费】2018年6月电商数据报告：家电电商渠道上半年降速显著 小天鹅旗舰店同比增速年初以来首次回正,中财网
1775,2018-07-10,37股公告上修业绩 多股涨停价值重启(名单),证券时报
1776,2018-07-08,苏泊尔董事减持38.4万股,中证网
1777,2018-07-04,家电及相关行业动态：板块调整压力来自：行业增速放缓、对房地产影响的担忧,中财网
1778,2018-07-03,[增持评级]家用电器业行业周报：618家电零售表现稳健 龙头价值凸显,中财网
1779,2018-07-03,[中性评级]家用电器行业2018半年度策略：天花板的不断突破是家电龙头长牛源动力,中财网
1780,2018-07-03,苏泊尔：关于对外投资设立子公司的进展公告,亿邦动力
1781,2018-07-03,[看好评级]家电行业2018年中报业绩前瞻：空调销量持续超预期 首推业绩增长确定性强的白电龙头,中财网
1782,2018-07-02,[持有评级]家用电器行业周报：中报季来临 坚守业绩良好的白电龙头,中财网
1783,2018-07-02,[强于大市评级]家用电器行业周观点：汇率持续走低 618落幕H1尘埃落定,中财网
1784,2018-07-01,天风家电 | 618家电详解：产品结构提升+奥克斯崛起,微信
1785,2018-06-29,6&#183;18特刊【弘则消费】电商数据草根调研：超四成监控店铺同比增长超30% 苏泊尔、南极人、百草味、五粮液、心相印旗舰店分别领跑各自子领域,中财网
1786,2018-06-28,6月28日午间行业关注,国泰君安
1787,2018-06-28,午间公告：文化长城拟2亿参设并购基金；苏泊尔子公司发生火灾事故无人员伤亡,e公司
1788,2018-06-28,午间公告：文化长城拟2亿元参设文化产业并购基金，苏泊尔子公司发生火灾事故无人员伤亡,Wind
1789,2018-06-26,[推荐评级]家电行业周报：5月空调零售表现良好 继续看好家电板块投资价值,中财网
1790,2018-06-26,[强于大市评级]家用电器行业研究周报：空调内销再超预期!618三四线需求高增 提示关注汇率影响,中财网
1791,2018-06-26,[增持评级]家用电器业行业周报：家电基本面良好 无惧市场调整,中财网
1792,2018-06-26,家电温和增长调性确定 渠道精细管理 5股望井喷,证券之星
1793,2018-06-26,家电及相关行业动态：618购物节 家电需求增速放缓 但新品类成长较好,中财网
1794,2018-06-26,[看好评级]2018年5月家电零售和企业出货端数据解读：空调出货端5月内销增速20% 关注渠道库存压力,中财网
1795,2018-06-26,"家电行业每周观点:家电温和增长调性确定,渠道精细管理刻不容缓",光大证券
1796,2018-06-25,苏泊尔：家电品牌的电商化升级与突围,苏南网
1797,2018-06-25,[推荐评级]家电行业简评报告：个税调整刺激消费 利好家电消费升级,中财网
1798,2018-06-22,"博采网络,上市公司数字官网打造者",苏南网
1799,2018-06-22,[推荐评级]家电行业周报：家电板块维持较好涨势 仍具长期投资价值,中财网
1800,2018-06-21,"家电行业周报:家电龙头公司优势明显,无惧中美贸易摩擦影响",申万宏源
1801,2018-06-20,苏泊尔逆势上涨,中证报
1802,2018-06-15,[强于大市评级]5月家电零售数据解读：整体增速有所放缓 农村市场及电商渠道贡献明显,中财网
1803,2018-06-15,[增持评级]“比较发现价值”系列之四(建材行业)：阐释伟星新材估值逻辑 反观建材股独有优势,中财网
1804,2018-06-13,又到“618”电商节！上市公司忙布局，机构在看好，陆股通也扫货,证券时报网
1805,2018-06-13,逾40家家电上市公司PK影响力TOP榜:谁是产业方向指引,新浪
1806,2018-06-12,"家电行业每周观点:低估值白电龙头的确定性优势再度凸显,有望接棒“小而美”",光大证券
1807,2018-06-11,证券研究报告 《618打通线下开门红，空调彩电销量大增——2018W23周观点》,微信
1808,2018-06-11,家用电器行业:空调旺季销售更值得关注,长江证券
1809,2018-06-06,[推荐评级]家电行业周报：4月冰箱、洗衣机、LCD TV出口量增速快于内销,中财网
1810,2018-06-04,[看好评级]家电行业周报：进口关税下调无碍家电竞争格局 长线配置家电龙头确定性强,中财网
1811,2018-06-04,[持有评级]家用电器行业周报：龙头的涅槃重生 推荐青岛海尔,中财网
1812,2018-06-04,[增持评级]家用电器行业周报：5月家电板块重获北向资金青睐,中财网
1813,2018-06-04,家电行业周报：数据纷扰 去芜存菁-维持基本面框架不做修正,中财网
1814,2018-06-04,[强于大市评级]家用电器行业周观点：4月出货端放缓或为618分流所致 提示关注世界杯彩电旺季,中财网
1815,2018-05-31,"《2018/05/21-2018/05/25》家用电器行业周报:空调渠道库存仍属健康,继续三条主线精选龙头个股",申万宏源
1816,2018-05-30,"家电行业2018年下半年投资策略:后“地产红利”时代,重新定义产业研究框架",光大证券
1817,2018-05-28,沪深300和上证50等指数调整样本股,中证协
1818,2018-05-28,[持有评级]家用电器行业周报：汇率渐稳 关注出口龙头企业,中财网
1819,2018-05-28,[增持评级]家用电器业周报：聚焦消费升级 优选白电龙头与二线品种,中财网
1820,2018-05-28,"家电行业每周观点:空调零售进入关键窗口期,对待数据力求兼听则明",光大证券
1821,2018-05-27,沪深300、上证50等指数6月11日起调整样本股,Wind
1822,2018-05-24,家电:一季度行业持续高增长 白电厨电表现靓丽,平安证券
1823,2018-05-24,"家用电器行业周报:4月空调销售维持高景气,三条主线精选龙头公司",申万宏源
1824,2018-05-23,"家电行业每周观点:4月空调数据良好,贸易风险解除有利估值修复",光大证券
1825,2018-05-22,[买入评级]家用电器行业研究周报：海信推出平价激光电视 行业革命即将到来?,中财网
1826,2018-05-22,[推荐评级]家电行业周报：空调销售旺季降至 4月空调内销量同比增22.7%,中财网
1827,2018-05-21,SEB困守苏泊尔:绝对控股代价高昂 业绩天花板浮现,新浪
1828,2018-05-20,家用电器：继续推荐白电龙头 荐5股,广发证券
1829,2018-05-17,A股早报2018年5月17日星期四,--
1830,2018-05-16,苏泊尔南洋药业董事长苏艳女士荣获最美防痨人称号,苏南网
1831,2018-05-16,"家用电器行业:一季度数据回暖,家电或将延续增长势头",国联证券
1832,2018-05-15,2018年4月电商数据报告：纺服旗舰店增速多有回落 白电龙头表现亮眼依旧,中财网
1833,2018-05-15,[强于大市评级]家电行业周报：品质小家电受青睐 短期增长点可看一二线市场,中财网
1834,2018-05-15,[增持评级]海通家电行业周观点：物联网时代 传统家电将优势不再吗?,中财网
1835,2018-05-14,[推荐评级]家电行业周报：A股纳入MSCI时点临近 关注家电板块投资机会,中财网
1836,2018-05-14,[强于大市评级]家用电器行业周观点：北上资金持续涌入白电龙头,中财网
1837,2018-05-14,[持有评级]家用电器行业投资策略：MSCI半年度调整将公布 继续推荐白电龙头,中财网
1838,2018-05-14,家电行业每周观点：预期修复持续 下周关注MSCI,中财网
1839,2018-05-14,[增持评级]家电行业周报：高端化战略推进 白马基本面稳中向好,中财网
1840,2018-05-11,[强于大市评级]4月阿里数据点评(家用电器行业)：白电龙头表现优异 彩电维持高增长,中财网
1841,2018-05-09,家用电器：2018年依旧延续 荐7股,财信证券
1842,2018-05-09,券商评级:A股三大股指集体收跌 九股掘金良机,证券之星
1843,2018-05-09,[强于大市评级]家电行业周报：五一线下部分表现不及预期 产品高端化趋势显著,中财网
1844,2018-05-09,家电行业每周观点：短期需求好于预期 勤习内功应对长期变革,中财网
1845,2018-05-08,[推荐评级]家电行业2017年报与2018年一季报总结：营收快增长 盈利能力有望改善,中财网
1846,2018-05-07,[强于大市评级]家电行业周报：多重因素致厨电开年遇冷 行业长远增长逻辑不改,中财网
1847,2018-05-02,家用电器：一季度彩电市场转暖 建议关注龙头个股,川财证券
1848,2018-04-25,券商评级:沪指收盘小幅下挫 9股掘金良机,证券之星
1849,2018-04-25,苏泊尔2018年一季报：内外兼修，国内小家电优质稀缺标的,国泰君安
1850,2018-04-25,[强于大市评级]家电行业周报：18Q1小家电：电商红利持续释放 增长逻辑有望兑现,中财网
1851,2018-04-24,苏泊尔：彰显小家电龙头魅力 买入评级,广发证券
1852,2018-04-24,[买入评级]苏泊尔(002032)季报点评：收入增速超预期 一季报迎来开门红,中财网
1853,2018-04-24,[推荐评级]家电行业周报：北上资金大幅流入 关注家电板块投资机会,中财网
1854,2018-04-24,[买入-A评级]苏泊尔(002032)季报点评：预收款波动 不减长期价值,中财网
1855,2018-04-24,[买入评级]苏泊尔(002032)季报点评：营收实现较快增长 经营表现符合预期,中财网
1856,2018-04-24,[增持评级]家用电器业行业周报：18Q1基金重仓家电板块小幅回落但仍处历史高位,中财网
1857,2018-04-24,[看好评级]一季度家电零售和企业出货端数据点评(家用电器行业)：空调出货端Q1内销增速23% 海尔冰洗强劲,中财网
1858,2018-04-24,"苏泊尔2018年一季报点评:考虑税率调整利润更靓,品牌延伸保障长期价值",光大证券
1859,2018-04-24,苏泊尔:当稳健成为一种常态,西南证券
1860,2018-04-23,上半年业绩预告来袭，苏泊尔欧菲科技大族激光均预增至多30%,Wind
1861,2018-04-23,苏泊尔:2018一季度营收48.9亿 净赚4.52亿元,亿邦动力
1862,2018-04-23,苏泊尔：一季度盈利4.5亿元 半年报净利预增不超30%,e公司
1863,2018-04-23,苏泊尔：一季度净利润同比增21.92%,Wind
1864,2018-04-23,家电行业每周观点：季报收官期 股息+业绩托底价值,中财网
1865,2018-04-23,[强于大市评级]家用电器行业周观点：北上资金涌入 空调内销出货超预期,中财网
1866,2018-04-23,[看好评级]家电行业周报：一季度空调内销增长23% 格力电器业绩或超预期,中财网
1867,2018-04-22,家用电器：继续推荐白电龙头 荐5股,广发证券
1868,2018-04-19,[增持评级]批零贸易业行业专题研究：个人消费时代 单身经济崛起,中财网
1869,2018-04-18,[强于大市评级]3月家电零售数据解读：农村市场表现突出 线上渠道高速增长,中财网
1870,2018-04-17,[推荐评级]家电行业周报：美的集团走向高端化,中财网
1871,2018-04-17,家电行业四月半月评论:行业数据企稳回暖,国联证券
1872,2018-04-16,家用电器：家电终端销售表现良好 继续关注一季报业绩前瞻,申万宏源
1873,2018-04-16,苏泊尔：出口美国业务占比较小 整体风险可控,e公司
1874,2018-04-16,苏泊尔：高端市场将面临发展机遇,e公司
1875,2018-04-16,[路演]苏泊尔：今年原材料价格较为稳定,全景网
1876,2018-04-16,[持有评级]家用电器行业投资策略：持续推荐具有国际竞争力的龙头,中财网
1877,2018-04-16,[强于大市评级]家用电器行业周观点：提示关注面板压力持续缓解的黑电板块,中财网
1878,2018-04-16,[推荐评级]家电行业周报：家电企业分红率提升 回报股东持续性加强,中财网
1879,2018-04-16,家电及相关行业动态：一季度白电需求和消费升级有看点,中财网
1880,2018-04-13,2018年4年13日新闻发布会,深交所
1881,2018-04-11,因未按期披露2017年年报 苏泊尔收到深交所监管函,中证网
1882,2018-04-10,家电行业数据库,中财网
1883,2018-04-10,[增持评级]家电行业2018一季度前瞻,中财网
1884,2018-04-10,[看好评级]家电零部件2月数据报告：空调阀件维持较快增长,中财网
1885,2018-04-09,[持有评级]家用电器行业投资策略：征税影响有限 推荐国际竞争力强的龙头,中财网
1886,2018-04-09,家电行业2018年一季报预览：业绩无虞 何以解忧?,中财网
1887,2018-04-09,家电行业出口专题(4)：拟加征关税名单出台 家电实际影响小,中财网
1888,2018-04-09,[增持评级]家用电器业行业2018年一季报业绩前瞻：业绩确定性依旧 看好龙头逻辑不变,中财网
1889,2018-04-08,家电行业周报：中美贸易摩擦忧虑仍存 建议关注业绩稳健个股,中财网
1890,2018-04-08,家用电器：配置家电板块的核心逻辑并未改变 荐6股,和讯
1891,2018-04-03,[推荐评级]苏泊尔(002032)年报点评：电器业务提振营收 品牌布局基本完成,中财网
1892,2018-04-03,[买入评级]苏泊尔(002032)年报点评：收入增长符合预期 海外业务持续拓展,中财网
