,2021-12-30,Gannett Peak退出爱美客持股5%以上股东名单,GPLP犀牛财经
2001,2021-02-09,倒数第二天，医药股大爆发，持股过节吗？,证券之星
2002,2021-02-09,爱美客2020年净利润4.33亿元 同比增长45.45%,全景网
2003,2021-02-09,爱美客(300896)：净利润同比增长43.9% 积极推进产品多元化布局,新浪
2004,2021-02-09,【华创商社】爱美客（300896）2020年年报点评：嗨体驱动高速高质增长,华创悦享现代生活
2005,2021-02-09,深交所对爱美客下发关注函：说明公司拟10转8股派35元合理性 关注函,新浪
2006,2021-02-09,指数全天震荡走高：医药股大爆发 持股过节吗？,新浪
2007,2021-02-09,资本动态|两市超三千只个股上涨，节前红包行情延续，神曲“助攻”茅台市值突破三万亿,财经网
2008,2021-02-09,A股诞生第三只千元股：玻尿酸龙头爱美客去年赚了4.4亿元，每10股派35元,21世纪经济报道
2009,2021-02-09,"茅台市值破3万亿，""油茅""""光伏茅""""酱茅""...节前大涨",中国基金报
2010,2021-02-09,爱美客(300896)：2020年业绩略超预期 嗨体继续高增长,新浪
2011,2021-02-09,爱美客拟分红金额占年度净利95.68% 深交所发出关注函 关注函,每日经济新闻
2012,2021-02-09,“女人茅台”火了！这些基金关注女性消费,Wind
2013,2021-02-09,爱美客股价破千元：机构资金净买入 知名游资参与,e公司
2014,2021-02-09,"太疯狂！茅台市值破3万亿！各种""茅""全都爆发了",中国基金报
2015,2021-02-09,爱美客拟10转8派35元收关注函 关注函,e公司
2016,2021-02-09,爱美客今日涨停，机构、游资携手共舞,Wind
2017,2021-02-09,爱美客收关注函，说明利润分配预案的合理性 关注函,Wind
2018,2021-02-09,机构论市：A股节前发红包 “牛市旗手”回归？,中金在线
2019,2021-02-09,爱美客(300896)2020年报点评：嗨体放量带动全年业绩高增 多产线布局前景广阔,新浪
2020,2021-02-09,东北证券给予爱美客买入评级，嗨体为收入增长核心引擎，盈利能力不断提升,每日经济新闻
2021,2021-02-09,民生证券给予爱美客推荐评级，嗨体放量带动全年业绩高增，多产线布局前景广阔,每日经济新闻
2022,2021-02-09,葛卫东上车，医美龙头飙上千元大关！4个月暴涨8倍，未来业绩支撑点在哪里？,财联社
2023,2021-02-09,玻尿酸成就A股第三只千元股！爱美客跻身千亿市值俱乐部，财报现大手笔现金分红,时代周报
2024,2021-02-09,爱美客报1088.4元/股成A股第三只千元股,北京商报
2025,2021-02-09,爱美客披露上市后首份年报：去年业绩同比增四成 股价突破千元总市值超1300亿元,证券日报网
2026,2021-02-09,A股第三只千元股火了！上市不到半年涨逾8倍，私募大佬葛卫东大赚超1.8亿,21世纪经济报道
2027,2021-02-09,IPO周报-次新宝典：本批生益电子值得跟踪(2021年2月第1周),新浪
2028,2021-02-09,“女明星没玻尿酸会死”！成本几十售价上万，这只千元股火了：女老板已坐拥400亿,每日经济新闻
2029,2021-02-09,国信证券给予爱美客买入评级，Q4利润加速高增长，嗨体产品有望持续爆发,每日经济新闻
2030,2021-02-09,国元证券维持爱美客增持评级：嗨体嗨量增长，管线布局可期,每日经济新闻
2031,2021-02-09,医美概念走势活跃，爱美客一度涨停，华熙生物昊海生科等大涨,证券时报网
2032,2021-02-09,【国元医药|点评】爱美客2020年报点评：嗨体嗨量增长，管线布局可期,元气医药
2033,2021-02-09,爱美客股价大涨，成为A股第三只千元股,企查查
2034,2021-02-09,指数大涨个股普涨！春节红包正在派发！,云掌财经
2035,2021-02-09,牧原股份、荣盛石化、片仔癀、万华化学、中联重科等明星股盘中均创历史新高,Wind
2036,2021-02-09,Wind医药：每日行业动态（2021-02-09）,Wind
2037,2021-02-09,【东吴社服零售&医药 | 爱美客】年报点评：“嗨体”高增带动业绩高增，现金流强势+高比例分红,东吴社服浓汤宝
2038,2021-02-09,爱美客涨停再创新高，跻身两市第三高价股，市值达1300亿元,证券时报网
2039,2021-02-09,爱美客(300896)：嗨体全年高增印证细分市场独占性优势 重申看好后续发展前景,新浪
2040,2021-02-09,葛卫东赌赢了！化工、军工又疯涨，茅台也新高了,中国基金报
2041,2021-02-09,又一千元股诞生！千亿医美巨头来了，玻尿酸有多赚钱？,证券时报网
2042,2021-02-09,惊喜！大笔分钱后，A股第三只千元股出场，“医美茅”诞生！上市不到5月飙涨8倍，葛卫东又踩对了,e公司
2043,2021-02-09,A股30年来的新盛况：当下第三只千元股诞生，3只千元股同台,搜狐
2044,2021-02-09,爱美客突破千元大关，私募大佬葛卫东赌赢了！,中国基金报
2045,2021-02-09,惊喜！爱美客大笔分钱后，A股第三只千元股出场！,证券时报网
2046,2021-02-09,爱美客(300896)：年报业绩略超预期 嗨体驱动快速增长 新产品与新领域布局打开长期空间,新浪
2047,2021-02-09,爱美客(300896)：嗨体放量超预期 自研+投资丰富产品布局,国金证券股份有限公司
2048,2021-02-09,"刚刚，""女人的茅台""刷屏！暴涨800%，突破1000元大关，私募大佬葛卫东赌赢了！化工、军工又疯涨，茅台也新高了",中国基金报
2049,2021-02-09,医美龙头股价首次突破千元大关，高送转潜力股名单出炉！,证券时报网
2050,2021-02-09,A股第3只千元股！刚刚，医美龙头打响高送转第一枪，高送转潜力股名单出炉！神秘大佬押中，大赚超1.8亿,证券时报网
2051,2021-02-09,东吴证券维持爱美客买入评级：“嗨体”高增带动业绩高增，现金流强势+高比例分红,每日经济新闻
2052,2021-02-09,解盘：金融股低迷，稀土、医美、大飞机、新能源领涨,Wind
2053,2021-02-09,爱美客暴涨20%，股价破千元大关！医美行业还能上车吗？,格隆汇
2054,2021-02-09,玻尿酸龙头爱美客2020年营收同比增长27.18％,联商网
2055,2021-02-09,爱美客大涨带动多只医美股拉升,格隆汇
2056,2021-02-09,医美板块走强，14只个股上涨，爱美客上涨19.96%,每日经济新闻
2057,2021-02-09,快讯：医美概念再度拉升 华熙生物、爱美客涨停,新浪
2058,2021-02-09,爱美客逼近涨停 超越石头科技成A股第二高价股,格隆汇
2059,2021-02-09,医美板块全线拉升，爱美客逼近涨停,Wind
2060,2021-02-09,爱美客涨幅扩大至19%，超越石头科技成为第二高价股,Wind
2061,2021-02-09,两市第三只千元股！“女人的茅台”再度狂飙19%，上市不到半年已涨8倍！毛利率高得吓人,每日经济新闻
2062,2021-02-09,19股公布2020年度分红预案 爱美客分红最慷慨,证券时报网
2063,2021-02-09,华西证券维持爱美客买入评级：嗨体高速增长带动公司业务开疆拓土，潜在医美品种值得期待,每日经济新闻
2064,2021-02-09,两市第三只千元股诞生 爱美客股价突破1000元,第一财经
2065,2021-02-09,爱美客股价突破1000元 成为两市第三只千元股,腾讯网
2066,2021-02-09,爱美客大涨超13%股价突破1000元大关 市值超1200亿元,证券时报网
2067,2021-02-09,中泰证券维持爱美客买入评级，2020年报点评：嗨体强势超预期,每日经济新闻
2068,2021-02-09,浙商证券维持爱美客增持评级：嗨体强劲增长带动业绩超预期，潜在明星管线储备丰富,每日经济新闻
2069,2021-02-09,快讯：2020年实现营收7.09亿元 爱美客早盘涨超14%,新浪
2070,2021-02-09,快讯：2020年营收7.09亿元 爱美客股价站上1000关口,新浪
2071,2021-02-09,爱美客高开高走，股价突破千元大关,Wind
2072,2021-02-09,玻尿酸龙头爱美客2020年营收超7亿，预计2025年市场规模逾60亿,金融界
2073,2021-02-09,业绩超预期 爱美客(300896.SZ)高开超5%,格隆汇
2074,2021-02-09,爱美客高开5.16%，股价报953.8元,Wind
2075,2021-02-09,又赚了！葛卫东押中年报首个高送转，10转8派35元,中证报
2076,2021-02-09,浙商消费马莉 |?爱美客：嗨体强劲增长带动业绩超预期，潜在明星管线储备丰富,纺服新消费马莉团队
2077,2021-02-09,年报点评|爱美客：Q4利润加速高增长，嗨体产品有望持续爆发【国信零售团队】,国信研究
2078,2021-02-09,爱美客(300896.SZ)2020年净利升43.93%至4.40亿元拟10转8派35元,格隆汇
2079,2021-02-09,10转8派35元！葛卫东押中年报首个高送转，又赚了！,中国证券网
2080,2021-02-09,上市公司正负面新闻2021年2月9日星期二,Wind
2081,2021-02-09,浙商早知道 | 2月10日,浙商证券研究所
2082,2021-02-08,爱美客年报大手笔分红，近5个月股价暴涨超6倍,第一财经
2083,2021-02-08,爱美客2020年度净利同比增44% 拟10转8派35元,上证报
2084,2021-02-08,爱美客(300896.SZ)2020年度归母净利同比增长43.93%至4.4亿元 每10股派35元并增8股,智通财经
2085,2021-02-08,爱美客(300896.SZ)：拟收购融知生物少数股东所持49%权益,格隆汇
2086,2021-02-08,爱美客(300896.SZ)2020年度净利润升43.93%至4.4亿元 拟10转8派35元,格隆汇
2087,2021-02-08,爱美客：2020年净利同比增43.93% 拟10转8派35,e公司
2088,2021-02-08,爱美客：2020年净利润4.4亿元同比增长43.93%，拟10转8派35元,Wind
2089,2021-02-08,医美概念股盛筵中小心边角料,第一财经
2090,2021-02-08,医美板块大跌，朗姿股份、鲁商发展先后跌停,Wind
2091,2021-02-08,医药行业周报：第四批集采落地 持续看好创新及相关产业链CXO,西南证券
2092,2021-02-07,医美这门生意，股价看起来就很美,格隆汇
2093,2021-02-07,商业贸易行业周报：海南免税业务再出政策利好 免税品可邮寄,华福证券有限责任公司
2094,2021-02-05,东莞证券：我国医美市场规模快速增长 消费升级支撑医美行业扩张,证券时报网
2095,2021-02-05,开源证券--商贸零售行业周报：各大社区团购平台相继进军一线城市【行业研究】,金融界股吧
2096,2021-02-05,瘦脸针换成口服玻尿酸，900亿大牛股华熙生物再收“智商税”？,腾讯网
2097,2021-02-05,云溪基金阳勇：用低估方法选不到优质医药股 药品、器械等龙头距天花板还很远,红周刊
2098,2021-02-04,用低估方法选不到优质医药股，药品、器械等龙头距天花板还很远——专访云溪基金董事长阳勇,红周刊
2099,2021-02-04,销售净利率超越茅台，365倍PE医美龙头市值破千亿（附股）,云掌财经
2100,2021-02-04,招行、万华化学、顺丰、邮储银行、宝丰能源、爱美客等明星股盘中均创新高,Wind
2101,2021-02-04,【行情】医美板块反抽，朗姿股份涨停，景峰医药、澳洋健康、悦心健康、爱美客等纷纷拉升,金十数据
2102,2021-02-04,医美概念逆势走强，朗姿股份冲击涨停,Wind
2103,2021-02-03,爱美客爱美客（300896）2020年全年，公司实现营业收入7.1亿元，同比增长27.2%；归母净利润4.,云掌财经
2104,2021-02-03,招行、平安银行、兴业银行、万华化学、中信特钢、爱美客等明星股均创新高,Wind
2105,2021-02-03,解盘：消费、金融拉指数，稀土、疫苗、猪鸡肉领涨,Wind
2106,2021-02-03,医美板块再度活跃，爱美客大涨6%,Wind
2107,2021-02-02,医美行业专题报告：轻医美黄金赛道 玻尿酸重塑美丽,新浪
2108,2021-02-02,医药生物行业：四季度常规诊疗继续恢复 板块业绩增速提升,广发证券
2109,2021-02-02,医药行业周报：短期流动性收紧 如何看医药后市机会？,西南证券
2110,2021-02-02,东吴证券--社服新消费行业周观察第三空间打造者：新式茶饮奈雪的茶vs现制咖啡星巴克【行业研究】,金融界股吧
2111,2021-02-01,抱团股爆发，沪指重上3500！创业板次新股最猛飙100%,中国基金报
2112,2021-02-01,顺丰控股、万华化学、宝丰能源等明星股盘中齐创历史新高,Wind
2113,2021-02-01,东吴证券--医药生物行业跟踪周报：规避市场调整首选医疗服务，重点推荐爱尔眼科、信邦制药等！【行业研究】,金融界股吧
2114,2021-02-01,休闲服务行业周报：免税业绩一骑绝尘 中长期看关注酒店投资机会,国海证券
2115,2021-02-01,商业贸易行业：2020年跨境电商进出口增长31.1% 美团优选开城北京,新浪
2116,2021-02-01,中泰证券2月配置观点：逢低布局，持股过节（附十大金股）,证券时报网
2117,2021-01-31,【开源零售|周视角】各大社区团购平台相继进军一线城市,泽鹏商业观察
2118,2021-01-30,合作方许可遭吊销 华熙生物“内服”玻尿酸功效惹争议 资质撤销,新浪
2119,2021-01-29,医药生物行业：药品集采常态化 坚定拥抱医药创新,新浪
2120,2021-01-29,毛利率超过茅台，爱美客在“她经济”赛道能走多远？,搜狐
2121,2021-01-29,东吴证券--休闲服务行业新消费与机场快递月度跟踪：餐饮增速再回正，疫情反复中，关注“就地过年”下的服务消费变化【行业研究】,金融界股吧
2122,2021-01-28,2020年四季度基金医药持仓点评：四季度公募基金医药重仓持股小幅下降 头部聚集趋势延续,新浪
2123,2021-01-27,能吃的玻尿酸！华熙生物站上新风口还是收割“智商税”,时代财经
2124,2021-01-27,商贸零售行业2020Q4持仓分析：行业整体持仓回落 黄金珠宝及化妆品龙头获得增配,新浪
2125,2021-01-26,2020年创业板IPO盘点：募资总额近900亿 “注册制”来势凶猛,发现网
2126,2021-01-26,四环医药：一只瘦脸针，百亿新赛道,阿尔法工场研究院
2127,2021-01-25,九州通(600998)：业绩预告扣非净利基本符合预期 供应链赋能“互联网+”转型,新浪
2128,2021-01-25,休闲服务行业周报：化妆品零售持续亮眼 酒店龙头扩张不减,国海证券
2129,2021-01-25,华熙生物推国内首款玻尿酸食品 近年研发投入不及总营收5%食品安全遭疑？,北京商报
2130,2021-01-25,商贸零售行业周报：2020年社零同比下降3.9% 线上零售渗透率进一步提升,新浪
2131,2021-01-25,华熙生物推玻尿酸食品 安全问题受关注,北京商报
2132,2021-01-24,落子玻尿酸食品，华熙生物转型路上“内忧叠外患”,北京商报
2133,2021-01-24,潜力不比恒瑞医药差，“爱美客”是增长极其凶猛的医美龙头吗？,钛媒体
2134,2021-01-23,【民生周末重点推荐】首席看社服&交运：长期关注免税板块潜在投资机会，医美、化妆品行业乘风而上高速增长,MS研究
2135,2021-01-22,医药股加速爆发，超九成公司预盈，板块投资前景如何？,第一财经
2136,2021-01-22,【GICS行业巡礼】33家“医疗保健用品”行业沪深港上市公司初筛选,宏赫臻财
2137,2021-01-22,爱美客(300896.SZ)：副经理勾丽娜配偶王刚短线交易,格隆汇
2138,2021-01-22,爱美客：副经理勾丽娜配偶买卖公司股票500股，构成短线交易,Wind
2139,2021-01-22,快讯：爱美客大涨8%总市值达1000亿,科创板日报
2140,2021-01-22,爱美客(300896.SZ)一度大涨超8%总市值超1000亿,格隆汇
2141,2021-01-22,第三高价股爱美客(300896.SZ)再创上市新高逼近千亿市值,格隆汇
2142,2021-01-22,2020年12月化妆品行业数据点评：12月平稳增长 全年领跑可选,新浪
2143,2021-01-22,百元股数量创历史新高，67股获北上资金增持,Wind
2144,2021-01-21,【民生证券研究院】晨会纪要20210121,MS研究
2145,2021-01-20,行业留人难？华熙生物披露股票激励计划 同行御家汇已将近半数员工纳入激励,科创板日报
2146,2021-01-20,彰显价值，A股迎来一大波回购潮,Wind
2147,2021-01-20,商贸零售行业12月社零数据点评：12月社零同比增长4.6％ 线下首次转正,新浪
2148,2021-01-20,医美市场规模未来可期，行业加速洗牌下如何布局？,第一财经
2149,2021-01-20,策略专题报告：“需求侧管理与消费升级”投资机会挖掘电话会议纪要,新浪
2150,2021-01-20,爱美客(300896)：十余载深耕厚积薄发 医美龙头崛起正当时,新浪
2151,2021-01-19,商业贸易行业点评报告：12月社零同比增长4.6% 线上渠道表现平淡,新浪
2152,2021-01-19,零售、轻工日化行业：12月社零+4.6%略有放缓 必选与消费升级品类表现较优,新浪
2153,2021-01-18,【12月社零同比增长4.6%，线上渠道表现平淡】开源零售黄泽鹏团队,泽鹏商业观察
2154,2021-01-18,社服新消费行业周报：首部化妆品注册备案办法亮相 王府井布局岛民免税,新浪
2155,2021-01-18,休闲服务行业2021年投资策略：经霜而赤 引领新格局,国海证券
2156,2021-01-18,医药生物：CXO景气度持续高涨 重点推荐药明康德、凯莱英等,财富动力网
2157,2021-01-17,百元股已达152家 还有哪些标的将跨过百元门槛,新浪
2158,2021-01-16,昊海生科：业绩骤降 减值风险显现,新浪
2159,2021-01-15,“黄金赛道”下的医美机构众生相：高毛利低净利，90%亏损，上游壁垒高，终端风险大 亏损,华夏时报
2160,2021-01-15,爱美客(300896)：把握颜值经济的轻医美优质龙头,华安证券
2161,2021-01-15,跌出价值，做反弹还看次新：3股平均增速超100%,Wind
2162,2021-01-15,爱美客(300896)：挖掘细分市场需求 做医美行业先行者,西南证券
2163,2021-01-15,机构抱团股砸出“深坑”！未来高增长名单来了,证券时报网
2164,2021-01-14,【开源零售|周视角】贝泰妮提交注册稿，敏感肌护肤黄金赛道国货崛起,泽鹏商业观察
2165,2021-01-14,“美茅”爱美客：它是比茅台更好的公司吗,云掌财经
2166,2021-01-12,商业贸易行业：天猫小黑盒打造万款千万级新品 有赞年交易额达千亿元,新浪
2167,2021-01-12,中信建投：疫情催化、年报加持，医药行业关注度有望提升,Wind
2168,2021-01-10,【开源零售|周视角】12月化妆品线上销售相对平淡，看好皮肤学级护肤品赛道,泽鹏商业观察
2169,2021-01-08,化妆品行业2021投资梳理：国货分化、细分崛起,新浪
2170,2021-01-07,2020年医药新股大盘点 谁最强？,新浪
2171,2021-01-07,不到30秒，两只股票砸出“天地板”,上证报
2172,2021-01-07,华东医药(000963)：非手术类全产品线布局完整 医美业务亟待腾飞,广发证券
2173,2021-01-06,医美面膜会是“医用敷料”的新出路吗？,投资界
2174,2021-01-06,纺织服装行业周报：寒潮来袭服装企业销售开门红 看好服装行业戴维斯双击,新浪
2175,2021-01-06,中金恋阿里，华兴靠京东？投行垄断独角兽成新趋势,券商中国
2176,2021-01-05,休闲服务行业周报：离岛免税经营主体扩大 市场规模扩张可期,国海证券
2177,2021-01-05,爱美客还能暴利多久？849亿之后 简军的成长故事怎么讲？,云掌财经
2178,2021-01-04,金龙鱼涨超10%、爱美客涨超9%，均再度刷新历史新高,Wind
2179,2021-01-04,爱美客实控人简军新晋“玻尿酸女王”，6亿营收难撑近千亿市值,时代在线
2180,2021-01-02,中信建投研究1月金股名单,中信建投证券研究
2181,2020-12-31,医药行业2021年度投资策略报告：“疫”后起航 乘“策”而行,新浪
2182,2020-12-31,巨头集体嗨了！这些指数创多年新高！机构：坚定看多！,e公司
2183,2020-12-31,年度公司 | 重金跨界护肤品，华熙生物要守住“玻尿酸一哥”得打一场硬仗,36氪
2184,2020-12-30,爱美客(300896.SZ)拟参与设立股权投资基金,格隆汇
2185,2020-12-30,爱美客(300896.SZ)拟联合设立青岛博睿爱美投资以对医疗医药等领域项目进行投资,智通财经
2186,2020-12-29,医疗健康赢下2020！66支新股上市，260余起融资，生物医药成“最靓的仔”,时代在线
2187,2020-12-29,轻工制造行业周报：医美化妆品赛道优质 家居回暖生活用纸景气延续,新浪
2188,2020-12-29,【社服&零售*汤军、吴劲草】深度：理肤泉的“得”与薇姿的“失”，探讨信息平权和电商红利时代下的功效护肤风口,东吴研究所
2189,2020-12-29,锚定“长坡厚雪”，A股渐趋赛道化,Wind
2190,2020-12-28,休闲服务行业周报：持续看好免税旺季表现 元旦春节再迎出行高峰,国海证券
2191,2020-12-28,国君策略：震荡之下，布局躁动方向,国泰君安
2192,2020-12-28,【东吴社服零售 | 药妆行业】理肤泉的“得”与薇姿的“失”，探讨信息平权和电商红利时代下的功效护肤风口,东吴社服浓汤宝
2193,2020-12-27,【开源零售|周视角】SHEIN推出跨境电商美妆独立站SHEGLAM,泽鹏商业观察
2194,2020-12-27,国君策略：市场的调整有限，看好春季躁动的结构行情,Wind
2195,2020-12-22,2021年大消费年度投资策略：看好21年可选消费龙头的投资机会,新浪
2196,2020-12-22,商业贸易行业：11月社零增速环比提升 化妆品增速领先,新浪
2197,2020-12-22,轻工制造行业周报：内销出口共振 家居板块回暖,新浪
2198,2020-12-22,纺织服装行业周报：ODM市场空间巨大 持续看好化妆品医美赛道,新浪
2199,2020-12-22,解盘：资金小额流入，白酒、特高压、医疗器械略涨,Wind
2200,2020-12-22,休闲服务行业周报：离岛免税销售持续增长,国海证券
2201,2020-12-22,医药板块2021年春季行情如何？,制药网
2202,2020-12-21,光伏、新能源车带领A股冲高，市场却演绎两个极端,Wind
2203,2020-12-20,【开源零售|周视角】社会消费稳步复苏，看好消费升级类商品表现,泽鹏商业观察
2204,2020-12-20,2020年A股诞生多少十倍股？个股价格大排名来了,中证报
2205,2020-12-18,次新宝典：本批航亚科技及明冠新材值得跟踪(2020年12月第1-2周),新浪
2206,2020-12-17,盘中一度跌停，搭上医美概念快车的朗姿股份要“刹车”？,第一财经
2207,2020-12-17,零售2020年12月投资策略-紧握优质赛道龙头，把握可选复苏机遇,国信研究
2208,2020-12-17,千亿颜值经济迎爆发，瑞丽医美（2135.HK）赴港IPO,格隆汇
2209,2020-12-16,传媒行业-11月社零及线上消费数据点评：11月社零同比增长5% 网上零售渗透率新高,新浪
2210,2020-12-16,新股嗨了！又有中一签，狂赚10万+,中国基金报
2211,2020-12-16,券商首次关注1股并给予买入评级（12月16日）,Wind
2212,2020-12-15,【11月社零同比+5.0%，消费升级类商品表现亮眼】开源零售黄泽鹏团队,泽鹏商业观察
2213,2020-12-15,纺织服装行业周报：双十二来袭 关注电商高增长,新浪
2214,2020-12-15,零售行业2021年度投资策略：交相辉映,新浪
2215,2020-12-15,【中证盘前】市场监管总局等5部门约谈特斯拉；“疯狂的石头”去年业绩大增75%；“光伏茅台”再次大额采购；爱美客拟10转8派35元,中证报
2216,2020-12-14,医美暴利神话破灭：价格战挤压利润空间 加快行业洗牌 行业恶化,时代在线
2217,2020-12-14,78只股票本月获券商首次关注！这只股距目标价还有80%上涨空间,第一财经
2218,2020-12-14,34股今日获机构买入评级,证券时报网
2219,2020-12-14,医美概念股大受追捧，国内市场空间达千亿级别规模丨牛熊眼,第一财经
2220,2020-12-14,爱美客(300896)动态报告：颜值时代“黄金赛道”生长出的轻医美龙头,新浪
2221,2020-12-14,美妆行业周报：化妆品新规执行在即 规范化利好龙头,新浪
2222,2020-12-13,【开源零售|周视角】京东入股兴盛优选，人民日报呼吁社区团购行业有序竞争,泽鹏商业观察
2223,2020-12-13,A股策略周报：调整便是布局良机,新浪
2224,2020-12-10,涨停复盘 | 大盘弱势涨停股数量持续下滑，疫苗股受消息影响走高,第一财经
2225,2020-12-10,黄金赛道：利润堪比茅台，千亿颜值经济迎爆发,Wind
2226,2020-12-10,招财大师姐：今天说说医美行业，再放一下池子股！,新浪
2227,2020-12-10,医美产业：黄金赛道 与时间赛跑,新浪
2228,2020-12-09,医药生物2021年投资策略报告：不畏浮云遮望眼,新浪
2229,2020-12-09,晨报1209 | 医药&白酒2021年度策略、次新股专题、圣农发展（002299）,国泰君安证券研究
2230,2020-12-09,中信建投2021年医药生物投资策略展望：不畏浮云遮望眼,中信建投证券研究
2231,2020-12-08,中小盘&教育年度策略报告：中小盘的复盘与思考 新兴产业看好医美、教育,新浪
2232,2020-12-08,医药行业2021年度投资策略：需求无止境 供给共繁荣,新浪
2233,2020-12-08,商业贸易行业：关注可选复苏主线 拥抱消费新模式与新趋势,新浪
2234,2020-12-08,商贸零售行业2021年投资策略：市场下沉、渠道效率升级 新品牌新业态乘风而起,新浪
2235,2020-12-08,【东吴社服新消费 | 行业周报】海底捞扩张强劲超预期，量价齐升坚定看好,东吴社服浓汤宝
2236,2020-12-08,国君医药 | 2021年度策略：需求无止境，供给共繁荣,国泰君安证券研究
2237,2020-12-07,赚钱王又来：这些大肉签你中了几只？,Wind
2238,2020-12-07,休闲服务行业周报：“双旦”与春节拉开明年复苏大幕,国海证券
2239,2020-12-07,商贸零售行业周报：11月化妆品线上销售亮眼 持续看好颜值经济主线,新浪
2240,2020-12-07,中信建投2021年中小市值&教育投资策略展望：中小盘的复盘与思考，新兴产业看好医美、教育,中信建投证券研究
2241,2020-12-06,国泰君安：四季度经济动能修复有望超预期,国泰君安证券研究
2242,2020-12-06,2021年医药生物行业策略报告：聚焦黄金赛道 寻找疫后高光,新浪
2243,2020-12-06,中信建投2021年纺服商贸零售投资策略展望：把握可选复苏主旋律、拥抱新消费与长期稳健增长优质赛道,中信建投证券研究
2244,2020-12-03,每日报告回放,新浪
2245,2020-12-03,30股今日获机构买入评级,证券时报网
2246,2020-12-03,晨会纪要2020年第213期,国海证券
2247,2020-12-02,中信建投：医美产业方兴未艾 三大因素助力行业快速发展,证券时报网
2248,2020-12-01,11月金股组合盈利6.3% 12月荐股名单出炉,新浪
2249,2020-12-01,赚钱能力堪比茅台 “颜值经济”造富爱美客,新浪
2250,2020-12-01,商业贸易行业：互联网巨头持续加码社区团购 金价环比有所回落,新浪
2251,2020-11-30,50股今日获机构买入评级13股上涨空间超20%,证券时报网
2252,2020-11-30,2分钟读财报|医美暴利、平台亏钱 新氧Q3增收不增利上市首亏 盈利能力下降,新浪
2253,2020-11-30,纺织服装行业周报：海澜二代接班 看好管理层大有作为,新浪
2254,2020-11-30,又出王炸，开盘多股暴涨100%！转板行情果然来了？,中国基金报
2255,2020-11-29,爱美客(300896)：医美龙头 洞察消费趋势 引领医美发展潮流,新浪
2256,2020-11-27,爱美客(300896.SZ)2021年度拟不超20亿元闲置自有资金进行现金管理,智通财经
2257,2020-11-27,爱美客(300896.SZ)：拟将使用闲置自有资金购买银行理财产品的授权额度从10亿元调增至15亿元,格隆汇
2258,2020-11-26,“医美茅台”爱美客毛利率惊人，暴利玻尿酸还能维持多久？,网易
2259,2020-11-24,商社行业2021年度投资策略：高景气度推动美业与可选消费高增长,新浪
2260,2020-11-24,“颜值经济”究竟有多火？ 公募、社保、QFII抱团“为脸”买单,上证报
2261,2020-11-23,商业贸易行业：10月社零增幅继续扩大 “美妆第一股”逸仙电商成功上市,新浪
2262,2020-11-23,【东北社服李慧/李森蔓】爱美客（300896）事件点评：利拉鲁肽获临床试验批准，布局瘦身纤体领域,东北证券研究所
2263,2020-11-20,爱美客(300896)首次覆盖：始于颜值 忠于实力,新浪
2264,2020-11-20,2021年化妆品医美行业投资策略：美丽经济蓬勃兴起 首选优质赛道龙头公司,新浪
2265,2020-11-19,爱美客的暴利生意经,格隆汇
2266,2020-11-19,【开源零售|周视角】10月化妆品珠宝社零数据亮眼，完美日记登陆美股,泽鹏商业观察
2267,2020-11-19,银行翻身牛股崩盘，还有一则转融通大消息,Wind
2268,2020-11-18,医美概念股走弱，爱美客跌超10%,36氪
2269,2020-11-18,IPO周报-次新宝典：本批瑞丰新材值得跟踪(2020年11月第2周),新浪
2270,2020-11-18,怎么看“双十一”电商成交额再创新高？,中信建投证券研究
2271,2020-11-18,中信建投证券三大研究团队解读10月经济数据,中信建投证券研究
2272,2020-11-17,爱美客：业务基本恢复 一切以公告为准｜公司问答,第一财经
2273,2020-11-17,商贸零售2020年11月投资策略：消费复苏动力强劲 关注高景气优质赛道,新浪
2274,2020-11-17,零售、轻工日化行业：10月社零+4.3%进一步回暖 线上渠道与消费升级品类表现较优,新浪
2275,2020-11-17,上市30天暴涨450%！这公司火了，毛利比茅台还高,中国基金报
2276,2020-11-17,【国信零售|11月策略】消费复苏动力强劲，关注高景气优质赛道,光仔看消费
2277,2020-11-17,商业贸易行业点评报告：10月社零同比+4.3% 餐饮消费增速年内首次转正,新浪
2278,2020-11-17,“煤飞色舞”行情重现，机构建议利用震荡积极布局,Wind
2279,2020-11-16,【爱美客|事件点评】利拉鲁肽注射液获临床批件，减肥（重）领域布局增量可期【安信医药马帅团队】,医药马帅团队
2280,2020-11-16,“暴利”医美股：利润率堪比茅台，美容像打游戏一样上瘾,证券时报网
2281,2020-11-16,上市30天暴涨450%！爱美客火了，毛利比茅台还高,中国基金报
2282,2020-11-16,“医美之王”爱美客暴利背后瓶颈未破！,环球老虎财经
2283,2020-11-16,溢价300倍，成本33元最高售价1万！堪比茅台的暴利行业涨嗨了，概念股全名单请收藏，一则公告引爆冷门股,证券时报网
2284,2020-11-16,【10月社零同比+4.3%，餐饮消费增速年内首次转正】开源零售黄泽鹏团队,泽鹏商业观察
2285,2020-11-16,48股今日获机构买入评级5股上涨空间超50%,证券时报网
2286,2020-11-16,爱美客（300896）事件点评：利拉鲁肽临床试验获批，减肥减重产品取得积极进展【东吴医药&社服零售】,国广有话说
2287,2020-11-16,爱美客(300896)：利拉鲁肽获批临床试验 体重管理适应症是亮点,国金证券股份有限公司
