,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
5515,2019-08-14,风口上的猪： 生猪养殖上市公司扩产潮下的“危”与“机”,21世纪经济报道
5516,2019-08-12,牧原股份：拟投资设立6家全资子公司,e公司
5517,2019-08-12,牧原股份(002714.SZ)拟设立6家子公司 扩大大规模一体化饲养模式,格隆汇
5518,2019-08-12,牧原股份：拟1.2亿元设6家全资子公司，注册资本均2000万元,Wind
5519,2019-08-12,牧原股份：拟向12家全资子公司增资总计11.95亿元,Wind
5520,2019-08-12,"农林牧渔行业跟踪周报:猪价加速上涨,养殖板块景气周期持续上行",东吴证券
5521,2019-08-12,"农林牧渔行业:受供给断档及需求拉动,猪、鸡价格继续上涨",东北证券
5522,2019-08-11,猪价即将创历史新高，积极把握农业大周期投资机遇！【天风农业】,吴立话农业牛股
5523,2019-08-09,7月猪肉价格上涨27%，养猪股投资进入下半场，业绩是推动股价上涨的关键,第一财经
5524,2019-08-09,报告 | 2019年7月河南省A股上市公司市值TOP50,挖贝网
5525,2019-08-08,牧原股份(002714.SZ)：牧原集团可交换债券已完成换股7673.72万股,格隆汇
5526,2019-08-07,【国盛策略 | 深度】龙头股ROE-PB匹配手册（大消费篇）,尧望后势
5527,2019-08-07,牧原股份涨1.47%，创年度新高，报76.37元,腾讯网
5528,2019-08-07,肉价有所上涨 蔬果鸡蛋降价,广州日报
5529,2019-08-06,沪指放量红十字星恒指低位反弹600点，机构坚信“A股有底线”,Wind
5530,2019-08-06,大消费行业盘前早知道:农业再成避险资金优选,东莞证券
5531,2019-08-05,牧原股份(002714.SZ)7月销售生猪68.0万头 环比降15.11% 盈利能力下降,格隆汇
5532,2019-08-05,牧原股份：7月份商品猪销售均价环比上升4.91%,Wind
5533,2019-08-05,牧原股份：7月份商品猪销售均价环比上升4.91%,e公司
5534,2019-08-04,猪鸡苗有望共振，大级别猪周期带来农业投资盛宴！【天风农业】,吴立话农业牛股
5535,2019-08-04,7月份大宗交易市场解析：回调市股东有所惜售 机构增配中小创公司,红周刊
5536,2019-08-03,爆雷也大涨？前7月股票基金前十强 重仓股竟都配置了农业股 重仓股票异动,券商中国
5537,2019-08-02,54股月线阳吞阴，10股低估值业绩高增长,Wind
5538,2019-08-02,猪周期纵深演绎把握投资机遇期 6股受青睐,证券时报网
5539,2019-08-02,大消费行业盘前早知道:北上资金流入猪肉股的趋势仍在继续,东莞证券
5540,2019-08-02,"农业周报:温氏股份修改股权激励计划,把握猪价历史新高机会",申万宏源
5541,2019-08-01,牧原股份(002714.SZ)增发不超4.17亿股获证监会核准,格隆汇
5542,2019-08-01,前7月主动股基排名大变,新浪
5543,2019-07-29,【安信农业 周泰团队】31周周报：多地生猪价格上升！,微信
5544,2019-07-26,A股早报2019年7月26日星期五,Wind
5545,2019-07-24,A股早报2019年7月24日星期三,Wind
5546,2019-07-23,15家养猪企业2019年上半年业绩预告：8家下滑5家亏损 亏损,农博网
5547,2019-07-23,"农业周报:疫情收缩供给,产能去化继续",申万宏源
5548,2019-07-22,"农林牧渔行业:鸡苗止跌反弹,猪价继续上涨",东北证券
5549,2019-07-21,如何看当前时点的养猪股？【天风农业】,吴立话农业牛股
5550,2019-07-19,15家猪肉概念股企业预告上半年业绩 8家下滑5家亏损 亏损,新京报
5551,2019-07-19,[快讯]牧原股份发布质押公告一股东累计质押42034万股,中财网
5552,2019-07-19,牧原股份(002714.SZ)股东秦英林解除质押2400万股,格隆汇
5553,2019-07-19,【国君农业】7月播种 金秋丰收,农业凯歌
5554,2019-07-19,日常消费品：生猪养殖开始盈利 荐7股,申万宏源
5555,2019-07-19,21股机构预测上涨空间翻倍,证券时报
5556,2019-07-18,日常消费品：关注鸡肉消费增加 荐11股,申万宏源
5557,2019-07-18,47股获券商买入评级 中际旭创目标涨幅达53.79%,Wind
5558,2019-07-17,来了 史上最强猪周期！猪价要上树13家公司最受益,红周刊
5559,2019-07-17,"""二师兄""概念股卷土重来，超万亿OLED概念井喷",中国基金报
5560,2019-07-17,猪肉股午前上攻，天邦股份大涨6%,Wind
5561,2019-07-16,国金证券：继续关注生猪龙头企业 三季度更多公司望进入盈利期,证券时报网
5562,2019-07-16,“温牧正天”龙头猪企二季度开始盈利，“业绩浪”能走多远？,第一财经
5563,2019-07-15,猪肉股午后持续走强，天邦股份涨停,Wind
5564,2019-07-15,猪肉股转暖，天邦股份大涨7%,Wind
5565,2019-07-14,日常消费品：禽板块基本面确定性强 荐5股,方正证券
5566,2019-07-14,牧原股份2019年上半年亏损1.45亿元–1.65亿元较上年亏损增加 亏损,挖贝网
5567,2019-07-14,牧原股份：上半年预计亏损超1.45亿 二季度已步入盈利期 预亏,e公司
5568,2019-07-14,牧原股份：预计上半年亏损扩大至1.45亿元-1.65亿元 预亏,Wind
5569,2019-07-13,猪肉行情是新开始还是终结?,南方财经网
5570,2019-07-12,农林牧渔生猪养殖行业：猪价创新高大逻辑进入兑现期，1H2019主流上市生猪养殖企业出栏均实现正增，维持“推荐”评级,格隆汇
5571,2019-07-10,报告 | 2019年6月河南省A股上市公司市值TOP50,挖贝网
5572,2019-07-10,猪肉股低开高走，龙大肉食领涨4%,Wind
5573,2019-07-10,"2019年下半年农林牧渔行业投资策略:聚焦生猪价格上涨,关注鸡肉消费增加",申万宏源
5574,2019-07-09,牧原股份(002714.SZ)：牧原实业质押2001万股,格隆汇
5575,2019-07-09,[快讯]牧原股份发布质押公告一股东累计质押17583万股,中财网
5576,2019-07-09,不惧大盘调整 猪概念股逆势走强！重要的是这轮猪周期还未见顶！,和讯
5577,2019-07-08,A股暴跌，这一板块却逆势飘红多股涨停！凭啥这么牛？,中国基金报
5578,2019-07-08,牧原股份(002714.SZ)6月销售生猪80.1万头 环比降9.49% 盈利能力下降,格隆汇
5579,2019-07-08,牧原股份：6月商品猪销售均价环比上涨10.34%,第一财经
5580,2019-07-08,牧原股份：6月份生猪销售收入11.93亿元,e公司
5581,2019-07-08,日常消费品：淡季猪价依然坚挺 荐17股,申万宏源
5582,2019-07-08,"农林牧渔行业:猪价小幅回落,鸡苗、毛鸡价格反弹",东北证券
5583,2019-07-06,北上资金本周净买入20.37亿元 17股最受青睐,证券时报
5584,2019-07-05,新一轮猪价上涨周期或已到来，猪肉概念股表现活跃,第一财经
5585,2019-07-04,[快讯]牧原股份发布质押公告 涉及股份44434万股,中财网
5586,2019-07-04,牧原股份(002714.SZ)：秦英林质押合计691.95万股,格隆汇
5587,2019-07-04,牧原股份：股东秦英林质押691.9万股，用于融资,Wind
5588,2019-07-04,猪周期概念股再次出现配置窗口期 六股蓄势待发,中证报
5589,2019-07-02,牧原股份(002714.SZ)股东秦英林质押的4923.02万股延期购回 股票质押异常,格隆汇
5590,2019-07-02,牧原股份：控股股东所持4923.02万股质押股份延期购回 股票质押异常,Wind
5591,2019-07-02,股权质押风险未解 天邦股份又跑马圈地,投资者网
5592,2019-07-01,牧原股份(002714.SZ)与正阳县签200万头生猪屠宰合作协议,格隆汇
5593,2019-07-01,牧原股份与正阳县政府签订投资意向书 养殖环节持续向下游拓展,电鳗快报
5594,2019-07-01,日常消费品：当前时点不悲观 荐17股,申万宏源
5595,2019-06-28,融资客10亿元加仓股名单曝光，这11股获连续6个月加仓（附名单）,证券时报
5596,2019-06-26,牧原股份(002714.SZ)拟每10股派0.5元 股权登记日为7月3日,格隆汇
5597,2019-06-24,牧原股份(002714.SZ)：牧原集团及秦英林合计解押7353.5万股,格隆汇
5598,2019-06-24,日常消费品：猪价淡季强势上涨超预期 荐8股,申万宏源
5599,2019-06-23,A股年中考：总市值增加10万亿，人均赚6.89万元,中证网
5600,2019-06-21,牧原股份(002714.SZ)定增申请获证监会审核通过,格隆汇
5601,2019-06-21,牧原股份：定增过审,Wind
5602,2019-06-21,至暗时刻迎转机，雏鹰农牧如何涅槃重生？,证券之星
5603,2019-06-19,牧原股份(002714.SZ)：秦英林解除质押1587万股,格隆汇
5604,2019-06-19,[快讯]牧原股份发布质押公告 涉及股份50095万股,中财网
5605,2019-06-18,A股总成交创4个多月新低，这些股却被悄悄吸筹,Wind
5606,2019-06-18,"农业行业周报:猪价进入上涨通道,5月能繁母栏量环比降幅扩大",申万宏源
5607,2019-06-17,[快讯]牧原股份发布质押公告 涉及股份51682万股,中财网
5608,2019-06-17,牧原股份(002714.SZ)股东秦英林解押1058.5万股及质押598.6万股,格隆汇
5609,2019-06-17,"农林牧渔行业:猪价创年内新高,鸡苗价格遭遇腰斩",东北证券
5610,2019-06-14,重仓股股价再创历史新高，北上资金8天突袭扫货近270亿，活跃股整体跑赢大盘,证券时报网
5611,2019-06-13,生猪存栏降幅扩大 供需缺口引发猪价上行 6股飞,证券时报
5612,2019-06-11,报告 | 2019年5月河南省A股上市公司市值TOP50,挖贝网
5613,2019-06-11,日常消费品：继续推荐畜禽养殖板块 荐7股,财信证券
5614,2019-06-11,牧原股份短期融资券发行 总额为3亿元,挖贝网
5615,2019-06-11,A股“养猪佬”硬刚“猪周期”,斑马消费
5616,2019-06-10,牧原股份股东秦英林质押1500万股 公司去年净利同比下滑78%,挖贝网
5617,2019-06-10,牧原股份(002714.SZ)完成发行3亿元超短期融资券 发行利率6%,格隆汇
5618,2019-06-09,[快讯]牧原股份发布质押公告 涉及股份52142万股,中财网
5619,2019-06-09,A股龙头大PK：百强龙头贡献A股近五成市值（附名单）,证券时报
5620,2019-06-06,深交所披露5月深股通交易情况，美的集团遭净卖出39亿元居首,Wind
5621,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
5622,2019-06-05,牧原股份：5月商品猪价格整体呈上涨趋势,e公司
5623,2019-06-05,结构性机会仍存 养殖业获关注,金融投资报
5624,2019-06-04,前5月业绩排名出炉 公募基金做多“暗流涌动”,红周刊
5625,2019-06-04,牧原股份取消2019年度第一期超短期融资券的发行,格隆汇
5626,2019-06-04,牧原股份(002714.SZ)取消2019年度第一期超短期融资券的发行,格隆汇
5627,2019-06-04,"农业周报:南方地区抛售接近尾声,猪价上涨;龙头企业传达积极信心",申万宏源
5628,2019-06-03,连续上下影线意味着什么？牧原股份逆市创1个月新高！明日留意这只5G概念股,每日经济新闻
5629,2019-06-03,牧原股份：取消发行“19牧原SCP001”,Wind
5630,2019-06-03,猪肉板块异动走强 牧原股份大涨7%,腾讯网
5631,2019-06-02,日常消费品：抛售接近尾声 广东与东北猪价启动上涨,广发证券
5632,2019-06-02,日常消费品：非瘟重构养殖防控模式 荐7股,广发证券
5633,2019-05-31,坐稳小心震荡，大众公用逆市拉升2日累涨7%！下周留意这只猪肉概念股,每日经济新闻
5634,2019-05-31,猪肉价格将继续步入快速上涨通道六股值得关注,中财网
5635,2019-05-30,关注优质养殖行业龙头 五股业绩向好掘良机,中证报
5636,2019-05-28,A股早报2019年5月28日星期二,Wind
5637,2019-05-27,日常消费品：猪价上涨日益临近 荐13股,申万宏源
5638,2019-05-27,猪肉股再度活跃 正邦科技、牧原股份等涨逾6%,证券时报网
5639,2019-05-26,北上资金本月流出创新高 却连续6周加仓8股（附名单）,证券时报
5640,2019-05-25,下周主流机构最看好的板块个股,都市快报
5641,2019-05-24,牧原股份午后异动重挫5.01%报52.91元 成交8.24亿元,腾讯网
5642,2019-05-23,A股早报2019年5月23日星期四,Wind
5643,2019-05-22,A股早报2019年5月22日星期三,Wind
5644,2019-05-21,牧原股份(002714.SZ)：牧原实业集团解除质押4830万股,格隆汇
5645,2019-05-21,牧原股份：拟出资2亿元设立孙公司,Wind
5646,2019-05-21,A股共发生81宗大宗交易成交17.01亿元（5月21日）,Wind
5647,2019-05-21,A股早报2019年5月21日星期二,Wind
5648,2019-05-21,"农林牧渔行业农业周报:南方地区抛售压制猪价,农业部能繁母猪存栏量环比降幅扩大",申万宏源
5649,2019-05-20,A股早报2019年5月20日星期一,Wind
5650,2019-05-17,A股早报2019年5月17日星期五,Wind
5651,2019-05-14,恒丰银行：深化金融创新服务模式 提升服务民营企业质效,金融界
5652,2019-05-14,农业周报:持续推荐生猪养殖及白羽肉鸡养殖,申万宏源
5653,2019-05-09,牧原股份(002714.SZ)4月销售生猪105.2万头 同比增长20.09%,格隆汇
5654,2019-05-09,报告| 2019年4月河南省A股上市公司市值TOP50,挖贝网
5655,2019-05-09,A股早报2019年5月9日星期四,Wind
5656,2019-05-09,北上资金节后3天净流出逾百亿 绩优+机构推荐+外资圈定7股,证券日报
5657,2019-05-08,牧原股份：4月份商品猪销售收入环比增加16%,e公司
5658,2019-05-08,股市上的“飞天猪”会回到凡间吗？,证券日报
5659,2019-05-05,一季报尘埃已定，二季度养殖蓄势待发【天风农业】,吴立话农业牛股
5660,2019-05-05,日常消费品：持续看好禽板块 荐4股,方正证券
5661,2019-05-01,最牛基金操盘术是这样的：顶住大盘回调 前四月赚63%,中证报
5662,2019-04-30,牧原食品股份有限公司关于收到延长绿色债券核准批复有效期函件的公告,证券时报
5663,2019-04-29,300多家一季度业绩亏损，这些上市公司发行的债券需防踩雷！,Wind
5664,2019-04-29,融资客青睐17股，神州泰岳买入占比高达35.36%,Wind
5665,2019-04-28,本周猪价回升，如何看待当前的养殖板块？【天风农业】,吴立话农业牛股
5666,2019-04-25,【光大农业&中小盘|公司深度】温氏股份（300498.SZ）:猪鸡双保险，龙头稳中赢,i研究
5667,2019-04-25,猪肉板块持续上行，正虹科技、益生股份涨停,Wind
5668,2019-04-25,巨丰热点：猪肉概念盘中活跃 德美化工再度封板,巨丰财经
5669,2019-04-25,二季度猪肉价格有望加速上涨 六股人气爆棚,证券时报网
5670,2019-04-23,"解码社保持股“五宗最”：最长情百元股,4年坚守长春高新终翻三倍",红周刊
5671,2019-04-23,[快讯]牧原股份发布质押公告 涉及股份28852万股,中财网
5672,2019-04-22,“市场情绪如同少女心”！再爆金句的景顺长城刘彦春：未来要做好赚辛苦钱的准备,中财网
5673,2019-04-22,日常消费品：伴随猪周期预期上行 公募配置比例继续提升,广发证券
5674,2019-04-21,猪价何时再上涨？ 【天风农业】,吴立话农业牛股
5675,2019-04-19,社保基金一季度加仓这些个股 四大行业最受追捧,中证报
5676,2019-04-18,这个板块竟成年内最大热门，最大黑马却是它,证券时报
5677,2019-04-18,猪肉价格下半年预期大涨 猪肉概念股价格怎么走？,第一财经
5678,2019-04-18,基金一季报出炉 消费龙头受青睐,中证报
5679,2019-04-17,基金一季报亮相，这些股票成基金经理“心头好”,中证报
5680,2019-04-17,牧原股份：Q1生猪出栏增长近39% 买入评级,和讯
5681,2019-04-17,中信建投晨会0417 | 解读央行一季度例会；金融供给侧改革专题；牧原股份、中顺洁柔,中信建投证券研究
5682,2019-04-16,2019年一季报首批社保基金持仓股曝光 7.51亿元布局8只潜力股,证券日报
5683,2019-04-15,35股业绩料增10倍！更多业绩暴增股去这些行业找,中证报
5684,2019-04-15,牧原股份一季度净利亏损5.4亿去年年末董事长秦英林持股8.85亿股 亏损,挖贝网
5685,2019-04-15,天风农业:坚守猪重视糖 盛享农业大周期,新浪
5686,2019-04-15,【天风研究·固收】信用早早报（4月15日）,固收彬法
5687,2019-04-15,社保基金新进3只个股青睐化工零售等,中国基金报
5688,2019-04-15,"牧原股份:受非洲猪瘟疫情影响成本上升,猪价开启上涨通道业绩将逐步兑现",申万宏源
5689,2019-04-14,牧原股份(002714.SZ)一季度业绩盈转亏至5.41亿元 亏损,格隆汇
5690,2019-04-14,日常消费品：猪价小幅回调 荐7股,东北证券
5691,2019-04-13,298只社保持仓股今年以来浮盈305.81亿 12只标的股贡献高,证券日报
5692,2019-04-12,公告精选：生益科技联营公司科创板上市申请获受理；南都电源、卫星石化涉足氢能领域,每日经济新闻
5693,2019-04-12,牧原股份一季报：一季度亏损5.41亿元 亏损,Wind
5694,2019-04-11,日常消费品：出栏增长符合预期 荐8股,和讯
5695,2019-04-10,【农林牧渔行业】农业研究方法论之一：如何从财务报表预测出栏增长,格隆汇
5696,2019-04-10,日常消费品：猪价快速上涨渐行渐近 荐8股,和讯
5697,2019-04-10,温氏股份一季度亏超4亿，猪价回暖周期拐点渐至,21世纪经济报道
5698,2019-04-10,中小板近半公司预告业绩 一季报“预喜”不足五成,投资快报
5699,2019-04-09,一季报披露大幕拉开，没靓女先嫁戏码， 42股将首周亮相,21经济网
5700,2019-04-09,食界四行业年报：74家有13家亏损(2) 亏损,新京报
5701,2019-04-08,肉价攀升生猪养殖巨亏如旧 靠强烈信仰猪产业指数跑赢大盘 重大损失,21世纪经济报道
5702,2019-04-08,猪周期已确立？仔猪价格率先领涨，机构预计猪价二季度或加速上涨,证券时报网
5703,2019-04-08,招商农业：预计8月仔猪价格较3月翻倍,金猪十年招商农业
5704,2019-04-07,如何看待二季度的猪价和股价？【天风农业】,吴立话农业牛股
5705,2019-04-07,牧原股份(002714.SZ)3月生猪销量升5.42% 商品猪价格持续上涨,格隆汇
5706,2019-04-05,龙头企业扩张不止 “猪倌”变“屠夫”,中国经营报
5707,2019-04-04,北向资金今日净流出14.52亿元，中国平安逆市获抢筹,Wind
5708,2019-04-04,牧原股份盈利能力持续减弱 募资成瘾,投资者网
5709,2019-04-03,北向资金净流入29.05亿元，五粮液遭连续第六日净卖出,Wind
5710,2019-04-02,北向资金净流出1.61亿元，大族激光获净买入0.56亿元,Wind
5711,2019-04-01,涨停板解密：行情火爆百股涨停再现！（4月1日）,Wind
5712,2019-03-31,如何看待养猪公司2019Q1业绩预告？【天风农业】,吴立话农业牛股
5713,2019-03-31,日常消费品：猪价上涨放缓 荐6股,东北证券
5714,2019-03-30,基于历史的复盘——当前猪周期和股票处于什么位置？【天风农业】,吴立话农业牛股
5715,2019-03-30,三生猪养殖企业一季度均告巨亏,中证报
5716,2019-03-30,机构称生猪养殖周期拐点显现 六股布局良机,证券时报
5717,2019-03-29,北向资金净流入创互联互通上线以来第四高，招商银行、贵州茅台净买入额居首,Wind
5718,2019-03-29,“二师兄”行情卷土重来 机构称猪价未来2个月大概率再度快速上涨,第一财经
5719,2019-03-29,东北证券：上调牧原股份评级至买入,Wind
5720,2019-03-29,"东北证券：将牧原股份评级调高为""买入""",Wind
5721,2019-03-29,午评：此板块午后继续大涨,中财网
5722,2019-03-29,牧原股份股价创新高的背后：业绩屡屡向下“逆袭”,中金在线
5723,2019-03-29,养猪板块多股拉升 牧原股份涨6%,证券时报网
5724,2019-03-29,旧爱新宠齐上阵 基金比拼重仓股,金融投资报
5725,2019-03-29,"牧原股份:历史最高猪价预期,出栏量继续高增长",东北证券
5726,2019-03-28,“股价上天，业绩爬地” 牧原股份被监管盯上了 其他违规处罚,第一财经
5727,2019-03-28,北向资金持续撤离，五粮液遭净卖出4.78亿元,Wind
5728,2019-03-28,一季报预热开始，3股打头阵，16只5倍股大放异彩,Wind
5729,2019-03-28,中信建投：上调牧原股份评级至买入,Wind
5730,2019-03-28,牧原股份：一季度成本略有上升 实施生物安全升级改造,e公司
5731,2019-03-28,"牧原股份:业绩受制猪价低迷,未来受益量价齐升",正点财经
5732,2019-03-28,猪肉股午后显著回暖，牧原股份冲击涨停,Wind
5733,2019-03-28,牧原股份股价得意业绩失意：去年赚5.2亿今年一季度预亏5.6亿 股价几近翻倍 预亏,挖贝网
5734,2019-03-28,【中信期货】农产品专题：农产品价格周期性特征明显，今年股、期两端均可关注,中信期货微资讯
5735,2019-03-28,上调评级至买入策略选股（3月28日）,Wind
5736,2019-03-28,牧原股份去年净利5.2亿同比下滑78% 董事长秦英林年薪200万元 盈利能力下降,挖贝网
5737,2019-03-28,"申万宏源：将牧原股份评级调高为""买入""",Wind
5738,2019-03-28,牧原股份以一“季”之力亏掉了去年利润 亏损,金证券
5739,2019-03-28,中信建投晨会0328 | 解读1-2月企业利润数据；消费互联网公司的囚徒困境；华正新材、牧原股份,中信建投证券研究
5740,2019-03-28,【农业-李佳丰】牧原股份：业绩下滑，疫情影响但不改公司成长性！ 盈利能力下降,安信证券研究
5741,2019-03-28,【农林牧渔-牧原股份(002714)】陈奇、潘振亚：周期反转确立，出栏高增无虞-20190327,中泰证券研究所
5742,2019-03-28,一季报畜禽业呈“冰火双重天” 猪企巨亏时鸡股齐“升天”,21世纪经济报道
5743,2019-03-28,年报揭示持仓全景 多只基金捕获最牛板块,金融投资报
5744,2019-03-27,牧原股份2019首季业绩巨额预亏 引深交所关注要求解释原因 预亏,e公司
5745,2019-03-27,政府强力扶持万亿产业 立昂技术公开1.38亿巨额订单 26家公司公布业绩报告 最高427.69%涨幅,和讯
5746,2019-03-27,股价翻倍业绩预亏，深交所发问牧原：你为什么会亏这么多？,21世纪经济报道
5747,2019-03-27,"中信建投：将牧原股份评级调高为""买入""",Wind
5748,2019-03-27,牧原股份一季度大幅预亏收关注函 要求说明大额亏损的原因及合理性 预亏,证券时报网
5749,2019-03-27,牧原股份收到关注函，要求公司说明预计一季度大额亏损原因及合理性 关注函,Wind
5750,2019-03-27,千亿市值股爆雷：一季度或亏掉一年利润 股价年内涨幅已超100% 亏损,和讯
5751,2019-03-27,牧原股份（002714）：养殖毛利率下滑明显 盈利能力下降,国盛证券
5752,2019-03-27,暴涨近200%，河南市值王真“土豪”！一季度要亏掉一年净利，行业低谷仍有30亿闲置资金买理财！,和讯
5753,2019-03-27,【朝闻国盛0327】解读补贴新政，新能源汽车长周期投资机会来临,国盛证券研究所
5754,2019-03-27,暴涨100%猪肉股业绩爆雷，1季度竟预亏5亿亏光全年利润,中国基金报
5755,2019-03-26,牧原股份一季度预亏5.6亿~5.2亿 或创上市以来最高亏损记录 预亏,每日经济新闻
5756,2019-03-26,牧原股份2018年净利下降78% 生猪跌价是主因 盈利能力下降,第一财经
5757,2019-03-26,牧原股份(002714.SZ)2018年净利润降78.01% 一季度预亏5.2亿-5.6亿元 预亏,格隆汇
5758,2019-03-26,牧原股份：对子公司提供担保额度总计不超过120亿元 大额借贷担保,Wind
5759,2019-03-26,牧原股份：一季度预亏5.2亿元-5.6亿元，上年同期净赚上亿元 预亏,Wind
5760,2019-03-26,牧原股份：2018年净利润同比减78.01% 盈利能力下降,Wind
5761,2019-03-26,龙大肉食(002726.SZ)携牧原股份同比例增资龙大牧原,格隆汇
5762,2019-03-26,医疗保健：兽用生物制品明星企业,中信建投
5763,2019-03-25,北水单日净卖出逾百亿创三年半新高，未来走势不容乐观,Wind
5764,2019-03-25,河南出台意见鼓励“调猪”向“调肉”转变 多家上市公司开展“一条龙”布局,e公司
5765,2019-03-25,"农林牧渔行业:猪价震荡上涨,鸡苗毛鸡价格高位震荡",东北证券
5766,2019-03-22,[快讯]牧原股份发布质押公告 涉及股份50642万股,中财网
5767,2019-03-22,日常消费品：如何看待生猪养殖股价值 荐8股,和讯
5768,2019-03-20,37只个股股价创历史新高 16只潜力股获资金抢筹被机构看好,证券日报
5769,2019-03-19,牧原股份：非洲猪瘟疫情稳定之前 以往猪周期的经验很难参考,e公司
5770,2019-03-19,猪价连涨催热概念股 业内押注景气度超预期,21世纪经济报道
5771,2019-03-19,"农林牧渔:鸡产品加速涨价,猪价小幅调整",东北证券
5772,2019-03-18,牧原股份龙虎榜数据（3月18日）,Wind
5773,2019-03-18,猪肉、鸡肉股涨跌不一，机构出货为主,Wind
5774,2019-03-18,"牧原股份:复盘牧原股份,龙头有望迈向巨头",正点财经
5775,2019-03-17,新五丰迎风大涨背后：股价高估 二股东欲清仓离场,新浪
5776,2019-03-17,能繁母猪降幅持续扩大，猪价上涨周期已到，坚定推荐！【天风农业】,吴立话农业牛股
5777,2019-03-15,猪周期灵魂三问：二师兄为何成妖，猪贵还是人贵，买猪还是买股？,腾讯网
5778,2019-03-15,报告| 2019年2月河南省A股上市公司市值TOP50,挖贝网
5779,2019-03-14,洗盘后行情向纵深演绎 “导火索”北上资金锁定11股,证券日报
5780,2019-03-14,[增持评级]农业-生猪板块调整点评：回调即是绝佳买点 继续看好猪周期反转,中财网
5781,2019-03-14,农林牧渔行业:继续推荐生猪养殖板块,正点财经
5782,2019-03-14,"农林牧渔行业周报:多地猪价跳涨,鸡苗价格强势上涨",东北证券
5783,2019-03-13,[买入评级]农林牧渔-投资策略周报：猪价“拉涨” 长期看好疫情推动集中度提升,中财网
5784,2019-03-13,大跌之后大幅跑赢指数 这些基金做到了（附名单）,新浪
5785,2019-03-13,游资“吹猪”飞上天 机构：距离猪周期高点仍有空间,央视
5786,2019-03-12,生猪养殖概念股暴涨440% 分析师：明年更高,新浪
5787,2019-03-12,天风证券：猪价加速上涨继续坚定推荐养殖板块,天风证券
5788,2019-03-11,猪肉价格跳涨、多股价格已翻倍 行情还能持续多久？,金融界
5789,2019-03-08,"农林牧渔行业:收储提振短期猪价,看好大周期上行",广发证券
5790,2019-03-07,日常消费品：疫情影响显现 荐5股,广发证券
5791,2019-03-06,牧原股份(002714.SZ)1-2月销售生猪202.61万头,格隆汇
5792,2019-03-06,牧原股份：1-2月生猪销售收入18.02亿元,e公司
5793,2019-03-06,热门行业牛股频出 本周29只个股创历史新高,证券时报
5794,2019-03-06,机构游资加速抢筹 10只题材股被爆买,投资快报
5795,2019-03-05,A股早报2019年3月5日星期二,Wind
5796,2019-03-05,正邦、温氏、牧原三巨头齐发声:这轮猪周期或持续3年,期货日报
5797,2019-03-04,3月4日A股龙虎榜揭秘，机构最青睐3股,Wind
5798,2019-03-04,涨停板解密：农业股遭资金抢筹全面崛起！（3月4日）,Wind
5799,2019-03-04,生猪存栏降幅创十年高峰 养猪概念股冲高势头再起,e公司
5800,2019-03-04,牧原股份早盘封涨停 成交额9.48亿元封单3.83万手,腾讯网
5801,2019-03-04,2019开门红：反弹牛基榜,投资者报
5802,2019-03-04,农业周报:猪肉均价正缓慢上行,联讯证券
5803,2019-03-03,本轮“养殖盛宴”中“剩者为王”！【天风农业】,吴立话农业牛股
5804,2019-03-01,启动向下游屠宰业延申 牧原股份拟建设200万头生猪屠宰及食品加工项目,e公司
5805,2019-03-01,1日公告精选：汉得信息实控人向百度转让部分股份,和讯
5806,2019-03-01,公告精选：佳都科技中标119亿元项目 两券商股遭上市公司减持,e公司
5807,2019-03-01,牧原股份(002714.SZ)拟在内乡县、新沂市及平原县设立子公司 扩大大规模一体化饲养模式,格隆汇
5808,2019-03-01,牧原股份(002714.SZ)拟在正阳县投建200万头生猪屠宰及食品加工项目,格隆汇
5809,2019-03-01,牧原股份：拟5亿元投建生猪屠宰及食品加工项目 向下游拓展,e公司
5810,2019-03-01,券商首次关注7股并给予买入评级（3月1日）,Wind
5811,2019-03-01,金融支持民企、小微初显成效： 民企债券融资支持工具已发行285亿,21世纪经济报道
5812,2019-02-28,上市公司持续逆势加大出栏量 多方看好今年猪价反转,每日经济新闻
5813,2019-02-28,养猪企业密集发布2018业绩报告 普遍受非洲猪瘟影响利润下滑,经济观察网
5814,2019-02-28,牧原股份：2018年净利润同比减78.01%（快报） 盈利能力下降,Wind
5815,2019-02-27,深港通十大成交活跃股排名（2月27日）,Wind
5816,2019-02-26,商业零售：在时间维度下看硬指标对生猪未来走势的预判 荐5股,银河证券
5817,2019-02-26,A股早报2019年2月26日星期二,Wind
5818,2019-02-25,2月25日A股龙虎榜揭秘，机构最青睐3股,Wind
5819,2019-02-25,A股龙虎榜追踪：机构买入这6股，抛售牧原股份1.82亿元 股票卖空,每日经济新闻
5820,2019-02-25,机构今日买入这6股 抛售牧原股份1.82亿元 股票卖空,第一财经
5821,2019-02-25,牧原股份今日逆市下跌：四机构卖出2亿元,e公司
5822,2019-02-25,温氏股份牧原股份等猪肉股逆市下跌，深股通卖出为主,Wind
5823,2019-02-25,增收不增利的温氏股份 能在“猪周期”风口逆势起飞？,格隆汇
5824,2019-02-25,农业板块整体涨幅落后指数，温氏股份跌逾3%,Wind
5825,2019-02-25,边涨边撤：畜禽养殖股飙涨 上市公司董监高逢高出货,新浪
