,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
2433,2020-02-11,上海证券市场大宗交易公开信息(2020-02-11),上交所
2434,2020-02-10,兆易创新现1笔大宗交易 共成交563.20万元,新浪
2435,2020-02-08,上市公司众志成城 合力战“疫”,证券时报
2436,2020-02-07,芯片概念爆发 环保板块大幅拉升 6股引关注,证券时报
2437,2020-02-07,半导体板块表现强势，年报业绩六成预喜行业崛起可期,第一财经
2438,2020-02-06,疫情对存储芯片影响（附点评）,半导体风向标
2439,2020-02-05,【申港电子】兆易创新（603986.SH）2019年业绩预告点评,涛声电子
2440,2020-02-04,兆易创新：搭上无线耳机的便车,维库电子市场
2441,2020-01-24,鼠年出生董事长掌管21个行业龙头，更有日赚7亿元的大BOSS,证券时报网
2442,2020-01-23,1月23日A股龙虎榜揭秘，机构抢筹14股,Wind
2443,2020-01-23,兆易创新龙虎榜数据（1月23日）,Wind
2444,2020-01-23,1月23日龙虎榜，机构青睐这7股,证券时报网
2445,2020-01-23,基金四季度持仓变化梳理，透露出哪些投资机会？,格隆汇
2446,2020-01-23,持股过大年 融资客都买了哪些“年货”,证券日报
2447,2020-01-23,2019Q4基金持仓：仓位提升，增配创业板，兆易创新排名提升显著,证券时报网
2448,2020-01-22,【兆易创新点评】19年利润符合预期，2020年看TWS耳机+物联网,申万宏源电子研究
2449,2020-01-22,109股昨日获机构买入评级,证券时报
2450,2020-01-21,【天风电子】兆易创新:19Q4略低预期，20年开启上升周期,科技伊甸园
2451,2020-01-21,兆易创新：搭上无线耳机的便车,中国电子报
2452,2020-01-20,多重因素激活集成电路板块 资金+机构锁定11只概念股,证券日报
2453,2020-01-20,兆易创新2019年净利预增48%-60%,上证报
2454,2020-01-20,兆易创新：预计2019年净利润同比增长48.15%-60.49%,Wind
2455,2020-01-20,兆易创新：预计2019年实现净利润6亿元-6.5亿元 同比增长超四成,中证网
2456,2020-01-20,兆易创新(603986.SH)2019年度净利润预增48.15%-60.49%,格隆汇
2457,2020-01-20,兆易创新：2019年净利6-6.5亿 同比增48.15%-60.49%,新浪
2458,2020-01-19,【国盛电子郑震湘团队】预告超预期，电子超景气度进一步确定,湘评科技
2459,2020-01-17,【华西电子孙远峰团队—持续看好半导景气】半导体材料积极扩产，导入新建产线窗口期,远峰电子
2460,2020-01-17,首批公募基金四季报出炉，30家公司加仓超亿元,Wind
2461,2020-01-16,【安信电子|每日观点】英特尔重回全球半导体第一，小米手表OTA升级健康功能,晓说电子
2462,2020-01-16,每经21点丨俄国家杜马同意米舒斯京出任总理；戈恩的日本辩护律师宣布辞职；冠军基金经理刘格菘调仓曝光,每日经济新闻
2463,2020-01-16,兆易创新与贸泽达成全球分销协议， 后者或将引入更多中国品牌？,国际电子商情
2464,2020-01-16,冠军基金经理刘格菘调仓曝光 四季度新晋兆易创新、中兴通讯和赢合科技,中证网
2465,2020-01-16,冠军刘格菘2019Q4加仓 新晋兆易创新、中兴通讯等3股,中证网
2466,2020-01-16,【东吴电子王平阳团队】周报: 本土主流存储器产业链投资机遇,东吴电子研究
2467,2020-01-16,兆易创新与贸泽电子签署全球分销协议 支持现货即发,证券时报网
2468,2020-01-14,融资客青睐20股，永安行买入占比高达74.20%,Wind
2469,2020-01-13,【安信电子】CES 2020总结：光学应用广泛拓展，智能汽车迎接电子赛道接力棒,晓说电子
2470,2020-01-13,53只股股价创历史新高,证券时报网
2471,2020-01-13,科技股王者归来，A股普涨沪指再上3100点,Wind
2472,2020-01-13,半导体板块尾盘再度发动攻势，韦尔股份、兆易创新再创新高,Wind
2473,2020-01-13,【国信电子|投资策略】2019年电子行业回顾及2020年预期,国信电子研究
2474,2020-01-13,24股主力资金净流入超亿元,证券时报
2475,2020-01-13,【睿·投顾】指数持续缩量震荡 赚钱效应齐聚这一板块,恒泰头派账户
2476,2020-01-12,股价创历史新高股一览 六股即将迎掘金机遇,证券时报
2477,2020-01-10,机构席位溢价下降 短线情绪退潮,华讯财经
2478,2020-01-10,半导体板块尾盘持续上攻，汇顶科技强势封板再创新高,Wind
2479,2020-01-10,三只半导体指数，你会pick哪只科技基金？,养基司令
2480,2020-01-09,稀缺！碾压一大片牛股，这份科技龙头名单收好，机构预测业绩要发飙,e公司
2481,2020-01-09,兆易创新现1笔大宗交易 共成交316.12万元,新浪
2482,2020-01-09,兆易创新今日大宗交易成交1.40万股，成交价225.8元溢价0.0%,Wind
2483,2020-01-09,兆易创新(603986.SH)实控人及其一致行动人累计减持5.09%股份 减持股份,格隆汇
2484,2020-01-09,兆易创新：持股5%以上股东及其一致行动人累计减持比例达5% 减持股份,Wind
2485,2020-01-09,【金财富决策参考】2020-01-09,赢家之星
2486,2020-01-08,兆易创新发布GD32E232系列MCU将于今年二月正式投入量产,科创板日报
2487,2020-01-08,单季营收、股价同创历史新高，芯片亿万富豪诞生,福布斯
2488,2020-01-08,"兆易创新现1笔大宗交易 共成交1,487.78万元",新浪
2489,2020-01-08,兆易创新发布GD32E232系列MCU，全新集成特性加速物联网发展,电子工程世界
2490,2020-01-08,集成电路减持，背后是你不得不知的事情 减持股份,Ofweek
2491,2020-01-08,超高清视频产业迎新机遇 题材龙头率先启动,证券时报
2492,2020-01-07,4万亿市场待引爆！5G浪潮下的风口产业将起飞，题材龙头率先开火，活跃资金重仓这几只,e公司
2493,2020-01-06,"【华西电子孙远峰团队—持续看好半导景气】芯片涨价全产业链蔓延,上半年景气度望延续",远峰电子
2494,2020-01-06,股价创历史新高股一览,中财网
2495,2020-01-03,兆易创新现2笔大宗交易 共成交584.06万元,新浪
2496,2020-01-02,大基金减持，投资风向哪里吹 减持股份,第一财经
2497,2020-01-02,国家大基金，2020年的投资明灯？,环球老虎财经
2498,2020-01-02,A股共发生119宗大宗交易成交20.77亿元（1月2日）,Wind
2499,2020-01-02,"兆易创新现20笔大宗交易 共成交44,486.00万元",新浪
2500,2020-01-02,上海证券市场大宗交易公开信息(2020-01-02),上交所
2501,2020-01-02,26只股股价创历史新高,证券时报网
2502,2020-01-02,巨·研究 | 金融、科技头部效应呈现,巨丰财经
2503,2020-01-02,A股异动丨兆易创新涨近8% 融资33亿研发DRAM芯片,格隆汇
2504,2020-01-02,半导体板块持续走强，中颖电子率先封板,Wind
2505,2019-12-31,闪存市场沉寂两年终见曙光，哪些“入局者”切走了蛋糕？,格隆汇
2506,2019-12-31,NorFlash市场反弹，行业迎来新一轮上行期？,格隆汇
2507,2019-12-31,20股获券商买入评级 杭氧股份目标涨幅达38.46%,Wind
2508,2019-12-31,【朝闻国盛1231】周期核心资产：“低估值陷阱”有望解除,国盛证券研究所
2509,2019-12-31,"董监高减持套现逾30亿元无线耳机的""风口""你还在追? 减持股份",面包财经
2510,2019-12-31,【读财报】董监高减持套现逾30亿元，无线耳机的“风口”你还在追？ 减持股份,新华网
2511,2019-12-30,【国盛郑震湘团队】CES深度：科技巨头布局了哪些方向？,湘评科技
2512,2019-12-30,兆易创新募资33.2亿元研发DRAM内存 最快2021年量产,驱动之家
2513,2019-12-30,兆易创新：募集43亿元，最晚2025年量产首款DRAM芯片,21IC中国电子网
2514,2019-12-30,兆易创新：首款DRAM芯片最晚2025年量产,TechWeb
2515,2019-12-29,【国盛郑震湘团队】坚定看好科技硬件全面景气,湘评科技
2516,2019-12-28,【国盛郑震湘团队】兆易创新：定增回复亮点颇多，DRAM进展超预期,湘评科技
2517,2019-12-27,浮盈177亿元 大基金减持阴霾至 减持股份,证券市场周刊
2518,2019-12-27,兆易创新(603986.SH)：控股股东增加联意香港为一致行动人,格隆汇
2519,2019-12-27,【行情】芯片股走弱，圣邦股份跳水跌逾7%，至纯科技、赛腾股份跌逾5%，兆易创新、北京君正、韦尔股份、国科微等跌逾3%。,金十数据
2520,2019-12-27,兆易SPI NOR Flash GD25LX256E荣获“中国芯”优秀技术创新产品奖,唯样资讯
2521,2019-12-27,兆易创新：受益TWS快速增长，Nor Flash需求旺盛,证券时报网
2522,2019-12-27,半导体板块再度被点燃 大涨过后是否还有上车机会,投资者网
2523,2019-12-26,专家点评大基金减持：运作理念应多些信念而非收益 减持股份,澎湃新闻
2524,2019-12-26,【川财研究所*每日晨报】20191226：长期关注半导体产业细分机会,川财研究
2525,2019-12-26,A股估值吸引力仍在，主力资金恋战科技股,Wind
2526,2019-12-25,市值暴涨超600亿！不惧大基金高位减持，芯片股狂欢，还会再涨吗 减持股份,证券时报网
2527,2019-12-25,芯片概念走势活跃 六大股隐藏节前吃饭行情,证券时报
2528,2019-12-25,北京板块总体上涨1.48%，兆易创新领涨,搜狐
2529,2019-12-25,上海证券市场大宗交易公开信息(2019-12-25),上交所
2530,2019-12-25,秦洪看盘｜科技股已成多头旗手，修复市场交易情绪,澎湃新闻
2531,2019-12-25,23只股股价创历史新高,证券时报网
2532,2019-12-25,半导体板块全线大涨：刚被大基金减持的国科微和兆易创新涨停,澎湃新闻
2533,2019-12-25,半导体板块掀涨停潮 现在还能上车吗？｜今日异动数据,第一财经
2534,2019-12-25,25日强势板块分析：芯片概念走势强劲 区块链概念上扬,证券时报网
2535,2019-12-25,集成电路概念大涨，机构：各领域龙头仍是大基金二期重点投资对象,第一财经
2536,2019-12-25,市值暴涨622亿！芯片板块大逆转，个股被大基金减持反创新高,中证报
2537,2019-12-25,都在乘机抄底？大基金减持没能吓退投资者，兆易创新涨停股价创新高，集成电路板块反而更火了！ 减持股份,e公司
2538,2019-12-25,暴走A股：减持是个大利好？游资这是想作死吗？ 减持股份,金融界
2539,2019-12-25,【异动股】软件服务板块拉升，兆易创新(603986-CN)涨停,财华社
2540,2019-12-25,龙芯发布新品，芯片概念早盘强势，这些公司曾称有合作,第一财经
2541,2019-12-25,快讯：兆易创新涨停 报于214.92元,金融界
2542,2019-12-25,兆易创新强势涨停 再创新高,e公司
2543,2019-12-25,半导体产业板块走强 兆易创新等多股涨停,中证网
2544,2019-12-25,快讯:半导体板块持续走强 兆易创新封板股价再创新高,新浪
2545,2019-12-25,国产芯片概念爆发 兆易创新涨停,证券时报网
2546,2019-12-25,兆易创新涨停，股价创历史新高,Wind
2547,2019-12-25,半导体板块再度发力，阿石创冲击涨停,Wind
2548,2019-12-25,可穿戴设备出货量高增长 关注三大产业链投资机会,证券时报网
2549,2019-12-24,金评天下|大基金减持做波段，短期变现不会缺席下一波科技股浪潮,搜狐
2550,2019-12-24,兆易创新现1笔大宗交易 共成交468.91万元,新浪
2551,2019-12-24,兆易创新(603986.SH)拟注销5.55万份股票期权及回购注销1.08万股限制性股票,格隆汇
2552,2019-12-24,兆易创新(603986.SH)拟回购注销3.12万股限制性股票,格隆汇
2553,2019-12-24,就在宣布减持那一天 大基金完成入股这家半导体公司 减持股份,上证报
2554,2019-12-24,兆易创新：法院驳回原告汇顶科技的起诉 诉讼纠纷,Wind
2555,2019-12-24,说好的痛快来得这么快？引爆创业板的四大黑科技来头都不小,中财网
2556,2019-12-24,芯片概念走强 精测电子涨停 兆易创新涨逾8%,证券时报网
2557,2019-12-24,首次减持后，国家大基金入股精测电子子公司，芯片板块强势反弹 减持股份,南方财经网
2558,2019-12-24,中泰证券：限售解禁重回千亿 大基金首次减持 解禁,中泰证券
2559,2019-12-24,牛基要分红了 宝盈先进制造今年已涨超70%,第一财经
2560,2019-12-24,国家大基金“出逃”科技股 A股失守3000点,TechWeb
2561,2019-12-24,部分芯片股反弹 兆易创新高开2.16%,e公司
2562,2019-12-24,"半导体板块全线回调！""大基金""一期已至回收期",第一财经
2563,2019-12-24,大基金概念股“服软”北上资金扎堆持股,证券时报
2564,2019-12-24,二期接力支持产业发展 自主可控料仍是大基金投资“主轴”,中证报
2565,2019-12-24,大基金首次减持 基金业绩排名生变 减持股份,金融投资报
2566,2019-12-24,大基金减持搅动科技股 短期波动不改长期投资热潮 减持股份,金融投资报
2567,2019-12-24,大基金高位减持半导体板块集体受挫 减持股份,重庆商报
2568,2019-12-23,浮盈近90亿元！三只芯片股遭集体减持，对市场有啥影响？ 减持股份,央视
2569,2019-12-23,【安信电子|每周观点】TWS耳机将与手机搭配销售？智能可穿戴势不可挡,晓说电子
2570,2019-12-23,集成电路大基金首次减持 进入回收期如何有序退 减持股份,澎湃新闻
2571,2019-12-23,减持阴影笼罩下的芯片板块：机构多空大对决 北向资金小幅加仓 减持股份,腾讯网
2572,2019-12-23,科技股重挫，大基金多只股赚翻了！下一只10倍股在此？,每日经济新闻
2573,2019-12-23,大基金减持压科技股 大盘破三千缩量调整 减持股份,中投网
2574,2019-12-23,大基金投资了22家A股公司 只有这一家现在还浮亏,上证报
2575,2019-12-23,华讯投资：突发大事件，股民都慌了!,华讯财经
2576,2019-12-23,凉凉？大基金首次公开减持，半日市值蒸发超200亿，北上资金逆市增持 减持股份,腾讯网
2577,2019-12-23,科技股单日蒸发2000亿！国家队减持成“导火索”后续这些科技龙头要小心了（名单） 减持股份,金融界
2578,2019-12-23,基金收评 | 三千点这么难？科技基金大跌，白酒基金也未能幸免,第一财经
2579,2019-12-23,12月23日复盘：暴跌后大盘何去何从 主力资金出击6股,新浪
2580,2019-12-23,市场懵了 股民疯了! 爆赚250亿后 这个“大佬”要撤了？,搜狐
2581,2019-12-23,科技股跌幅居前，公司这样回应国家大基金首次披露减持 减持股份,第一财经
2582,2019-12-23,国家大基金拟减持震惊A股 半导体产业链股价溃不成军 拟减持股份,21世纪经济报道
2583,2019-12-23,3000点拉锯！酒鬼酒跌停，科技股集体回调，消费、科技双龙头怎么了？,中证报
2584,2019-12-23,暴跌！板块半日蒸发350亿市值，大基金高位减持，芯片股集体重挫，10倍牛股也凉凉 减持股份,证券时报
2585,2019-12-23,大基金首次减持国科微等大跌！大基金二期来了 减持股份,证券时报网
2586,2019-12-23,国家大基金首次披露减持芯片股，大科技板块集体下挫 减持股份,第一财经
2587,2019-12-23,大基金同时减持3只芯片股 影响几何？ 减持股份,财界网
2588,2019-12-23,国产芯片板块跌幅扩大，景嘉微跌停,Wind
2589,2019-12-23,遭国家大基金减持 汇顶科技等竞价大幅低开 减持股份,新浪
2590,2019-12-23,2019年这十大热门概念 你抓住了几个？,中证报
2591,2019-12-22,国家大基金首次披露减持计划 涉及3家芯片龙头公司 拟减持股份,每日经济新闻
2592,2019-12-22,3家芯片企业均遭大基金抛减持计划，将引A股芯片板块估值思考 拟减持股份,搜狐
2593,2019-12-21,3只年内翻倍的芯片龙头股首次被2000亿级国家大基金减持！相关板块将何去何从？ 减持股份,每日经济新闻
2594,2019-12-21,三只芯片牛股遭大基金减持机构人士：系正常商业行为不改行业国产替代逻辑 减持股份,科创板日报
2595,2019-12-21,什么情况！3只芯片股均遭“国家队”减持，都是10倍大牛 减持股份,中财网
2596,2019-12-21,千亿级国家大基金减持3只科技股（附重点投资公司名单） 减持股份,Wind
2597,2019-12-21,投资浮盈近90亿元 国家大基金首次减持三家芯片公司 减持股份,中证报
2598,2019-12-21,3只芯片股遭大基金减持 业内：整体影响不大 减持股份,证券时报
2599,2019-12-21,赚了250亿的大基金罕见出招，四年首次减持三大龙头！,券商中国
2600,2019-12-20,大基金首次减持:拟减持3公司不超1%还持有哪些公司 拟减持股份,腾讯网
2601,2019-12-20,突发！国家大基金首次减持 三家芯片企业遭抛 年内最高涨幅超200％ 减持股份,腾讯网
2602,2019-12-20,首次减持！国家大基金拟分别减持汇顶科技、国科微、兆易创新不超过1%股份 拟减持股份,中证网
2603,2019-12-20,国家集成电路基金减持兆易创新、汇顶科技、国科微三家公司股份 减持股份,e公司
2604,2019-12-20,兆易创新：国家集成电路产业投资基金股份有限公司拟减持不超过1%公司股份 减持股份,Wind
2605,2019-12-20,注意！国家集成电路产业基金拟减持3家半导体公司 拟减持股份,格隆汇
2606,2019-12-20,兆易创新(603986.SH)：国家大基金拟减持不超1%股份 拟减持股份,格隆汇
2607,2019-12-20,科技板块全线回调 股东减持金额近千亿 减持股份,中投网
2608,2019-12-20,市盈率最高4500倍！科技股疯狂，筹码平均换了6遍，减持也凶猛，股东套现近千亿 减持股份,e公司
2609,2019-12-17,集成电路吸金 细分龙头是首选,金融投资报
2610,2019-12-16,市场全面转暖发出两大信号：近半数公司涨幅超越指数，成交额再破6000亿,Wind
2611,2019-12-16,【公司点评】兆易创新：2019年业绩同比+48.15%-60.49%，NOR量价齐升助推业绩爆发,吉森电子研究
2612,2019-12-15,【安信电子|每周观点】5G手机下探至两千元以下，渗透率有望持续超预期（本周专题：可穿戴趋势渐起，重点关注智能手表产业链）,晓说电子
2613,2019-12-13,踩准半导体，这位基金经理竟包揽冠亚季军！为何年底又来一波行情？这一逻辑是关键,和讯
2614,2019-12-13,快讯：半导体板块大幅跳水转绿 兆易创新重挫4% 连续下跌,新浪
2615,2019-12-13,险资年内调研400家A股公司，“中小创”占七成电子软件板块最吃香,Wind
2616,2019-12-12,受机构狂推的三大行业 表现却天差地别,金融界
2617,2019-12-12,什么情况？一度20次创历史新高，暴涨两倍多，却在一个月不到腰斩,证券时报网
2618,2019-12-10,兆易创新大幅拉升1.68% 股价创近2个月新高,金融界
2619,2019-12-10,TWS耳机行情火爆，这只股年内翻4倍，成消费电子股风向标,第一财经
2620,2019-12-10,权益类产品两极分化 华富基金老将业绩堪忧难擎大旗,中国经济网
2621,2019-12-09,"兆易创新现1笔大宗交易 共成交6,004.06万元",新浪
2622,2019-12-09,兆易创新(603986.SH)：朱一明及其一致行动人持股降至17.05%,格隆汇
2623,2019-12-09,兆易创新(603986.SH)：实控人朱一明及其一致行动人减持4.07%股份 减持股份,格隆汇
2624,2019-12-08,【安信电子|每周观点】高通发力移动计算，智能终端将迎来百花齐放（附：十三年电子行业复盘）,晓说电子
2625,2019-12-07,超3700亿资金激战风口板块，两大黑马题材崛起,证券时报
2626,2019-12-07,17股周内股价创历史新高 3家公司被逾百家机构密集调研,证券日报
2627,2019-12-06,国家大基金一期业绩亮眼 单项目最高浮盈32亿 专投芯片半导体板块,券商中国
2628,2019-12-06,融资客青睐10股，天房发展买入占比高达45.20%,Wind
2629,2019-12-05,最热风口袭来!龙头逆天飞涨 6股迎来新机遇,证券时报
2630,2019-12-05,沪港通十大成交活跃股排名（12月5日）,Wind
2631,2019-12-05,"兆易创新现6笔大宗交易 共成交20,553.03万元",新浪
2632,2019-12-05,上海证券市场大宗交易公开信息(2019-12-05),上交所
2633,2019-12-05,国产内存大扩产！技术升级+产能扩张，产业链上下游多股受益,证券时报
2634,2019-12-05,【行情】芯片股午后继续走强，晶方科技拉升封板，北京君正、兆易创新、北方华创等涨逾5%。,金十数据
2635,2019-12-05,浮盈251亿！国家大基金一期A股项目牛了 集成电路指数今年已翻番,中证报
2636,2019-12-05,年底雷声渐多，43股连续两年亏损，其中15股已资不抵债 亏损,证券时报
2637,2019-12-05,41只个股无惧市场波动 逆市创出新高,证券时报
2638,2019-12-04,"兆易创新现2笔大宗交易 共成交2,950.86万元",新浪
2639,2019-12-04,半导体板块短线跳水，韦尔股份跌近4%,Wind
2640,2019-12-04,集成电路吸金 细分龙头是首选,金融投资报
2641,2019-12-03,"兆易创新现5笔大宗交易 共成交21,690.62万元",新浪
2642,2019-12-03,上海证券市场大宗交易公开信息(2019-12-03),上交所
2643,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
2644,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
2645,2019-12-02,手机厂商杀入TWS耳机赛道，千亿级市场蛋糕如何分配,第一财经
2646,2019-12-02,AirPods预计全年销量1.1亿对，TWS耳机概念持续造好,第一财经
2647,2019-11-28,兆易创新现1笔大宗交易 共成交233.51万元,新浪
2648,2019-11-26,【华泰电子】【2020年度策略】5G仅是开端，“电子+”时代来临,华泰电子研究
2649,2019-11-26,国内首个《ECII白皮书》即将发布，关注两条投资主线,第一财经
2650,2019-11-26,电子行业2020年度投资策略：5G仅是开端“电子+”时代来临,华泰证券
2651,2019-11-26,北上资金单日200多亿净买入刷新历史，多股尾盘亿元大单竞价扫货,Wind
2652,2019-11-26,兆易创新：公司控股股东及其一致行动人合计减持2.99%股份 减持股份,Wind
2653,2019-11-26,兆易创新(603986.SH)：减持时间过半 朱一明及其一致行动人合计减持2.99%股份 减持股份,格隆汇
2654,2019-11-22,【中信建投电子】兆易创新公司深度报告-以 NOR 为核心打造全存储布局，收购思立微加强物联网方案平台能力,中信建投电子研究
2655,2019-11-20,东北证券：5G建设成果频现 半导体产业投资加码 关业龙头公司,半导体网
2656,2019-11-18,兆易创新现1笔大宗交易 共成交241.64万元,新浪
2657,2019-11-16,政策与资金给力 集成电路板块业绩进入释放期,金融投资报
2658,2019-11-15,三大股指早盘集体翻红 机构看好这些个股,中投网
2659,2019-11-15,兆易创新：讯安投资累计减持1.77%股份，完成减持计划 减持股份,Wind
2660,2019-11-15,兆易创新(603986.SH)：讯安投资累计减持569.77万股 减持股份,格隆汇
2661,2019-11-15,【兆易创新】大幅拉升0.66% 股价创近2个月新高,金融界
2662,2019-11-14,一文看后市：MSCI扩容前，科技股可保持乐观！,和讯
2663,2019-11-14,兆易创新现1笔大宗交易 共成交253.23万元,新浪
2664,2019-11-13,兆易创新(603986.SH)拟回购注销4.58万股限制性股票,格隆汇
2665,2019-11-13,一个月股价涨了78%，为何市场如此看好？,和讯
2666,2019-11-11,华为Mate30大秀：惊艳背后的国产供应链,维库电子市场
2667,2019-11-08,万联证券：兆易创新增持评级,万联证券
2668,2019-11-07,【安信电子|每周观点】华为产业链高潮迭起，全球半导体行业风云变幻，国产替代迎来高光时刻（附：外资对A股电子板块配置分析）,晓说电子
2669,2019-11-07,机构频繁赶场得出一重要结论：科技消费两手抓,Wind
2670,2019-11-06,兆易创新现1笔大宗交易 共成交203.42万元,新浪
2671,2019-11-06,TWS耳机概念股有跳水迹象,Wind
2672,2019-11-06,穿戴设备迎消费热潮 带动产业链公司业绩增长,中证报
2673,2019-11-06,苹果股价屡创新高 产业链或受提振,金融投资报
2674,2019-11-05,"兆易创新现2笔大宗交易 共成交1,818.15万元",新浪
2675,2019-11-05,芯片概念表现亮眼 兆易创新等个股大涨,巨丰财经
2676,2019-11-04,背负有千钧！近两月142家公司超亿元减持,Wind
2677,2019-11-04,MSCI迎第三次扩容 外资动向大揭秘（名单）,证券时报
2678,2019-11-04,年内最后一波大反弹要来？175只MSCI中盘股哪些最有潜力（名单）,证券时报网
2679,2019-11-03,超级牛散进化论：章建平、赵建平风格转变有何端倪？,新浪
2680,2019-11-03,【安信电子|电子三季报总结】电子制造和PCB热度不减，半导体Q3显著改善,晓说电子
2681,2019-11-02,海外机构调研股名单 广联达最受关注,证券时报
2682,2019-11-02,大基金投资动向解密：近400亿重仓17只IC个股,Wind
2683,2019-11-01,上海证券市场大宗交易公开信息(2019-11-01),上交所
2684,2019-11-01,"兆易创新现3笔大宗交易 共成交7,222.47万元",新浪
2685,2019-11-01,兆易创新：讯安投资减持公司0.2579%股份，不再是持股5%以上股东 减持股份,Wind
2686,2019-11-01,兆易创新(603986.SH)：讯安投资已减持82.81万股 持股降至4.9999801% 减持股份,格隆汇
2687,2019-11-01,大动作！380亿狂买这些股 两牛股收益翻倍,中国基金报
2688,2019-11-01,【安信电子|基金三季报持仓分析】业绩改善筑底，5G与国产替代加持，Q3电子板块获大幅加仓,晓说电子
2689,2019-11-01,半导体、电子设备：行业配置比例环比大幅提升 消费电子加仓明显,广发证券
2690,2019-11-01,半导体、电子设备：5G与国产替代加持 荐12股,安信证券
2691,2019-11-01,【朝闻国盛1031】解禁规模大幅下降，北上资金小幅流入,国盛证券研究所
2692,2019-11-01,【国盛郑震湘团队】兆易创新：量价齐升来临，Q3大超预期！,湘评科技
2693,2019-10-31,机构调研:兆易创新、华测检测等4公司受百余机构关注,新浪
2694,2019-10-31,大基金二期带动国产芯崛起，兆易创新逼近涨停,维库电子市场
2695,2019-10-31,科技类上市公司三季报有亮点 消费电子5G概念亮眼,中证报
2696,2019-10-30,【中信证券电子研究】兆易创新（603986）2019年三季报点评2019年三季报点评：Q3业绩超预期，NORFlash持续回暖,CITICS电子研究
2697,2019-10-30,中泰电子刘翔团队|兆易创新Q3点评：Nor Flash需求爆发，业绩超预期,刘翔电子研究
2698,2019-10-30,兆易创新（603986.SH）：Q3纯利暴增近1倍，市场炸裂股价一度涨停,格隆汇
2699,2019-10-30,国家大基金二期落地 把握两条主线,第一财经
2700,2019-10-30,兆易创新前三季度营收净利双增长 继续加码芯片研发项目,TechWeb
2701,2019-10-30,兆易创新10月30日盘中涨停,证券时报网
2702,2019-10-30,10月30日早盘两市板块龙虎榜排名(名单),金融界
2703,2019-10-30,快讯：半导体板块早盘触底反弹 兆易创新触及涨停,新浪
2704,2019-10-30,国产芯片概念股走强 兆易创新冲击涨停,新浪
2705,2019-10-30,半导体板块崛起，兆易创新冲击涨停,Wind
2706,2019-10-29,苹果发布全新无线蓝牙降噪耳机，千亿级TWS产业链市场有望爆发,第一财经
2707,2019-10-29,兆易创新前三季净利增长22%,金融界
2708,2019-10-29,兆易创新公布三季报 前三季净利增加22.42%,新浪
2709,2019-10-29,兆易创新：前三季度净利润同比增22.42%,Wind
2710,2019-10-28,“大基金”再扩容！2041.5亿元，三方向成投资重点,Wind
2711,2019-10-25,TWS行业专题报告：感受体验升级，声音世界无线同传,格隆汇
2712,2019-10-24,"TWS行业专题报告:感受体验升级,声音世界无线同传",国信证券
2713,2019-10-23,"电子元件行业TWS耳机专题报告:甚似当年“山寨机”兴起,TWS耳机拐点已至",光大证券
2714,2019-10-22,巨丰热点：物联网、芯片双双活跃 诚迈科技等个股盘中涨停,巨丰财经
2715,2019-10-18,半导体板块持续下行,Wind
2716,2019-10-12,人工智能+军工+集成电路要走自主可控之路,金融投资报
2717,2019-10-12,汇顶科技“新赛道”：IoT能否再现“千亿”辉煌？,中国经营报
2718,2019-10-11,芯片概念下挫,Wind
2719,2019-10-10,上市3年，市值提高了24倍，兆易创新表现突显。,维库电子市场
2720,2019-10-10,券商首次关注6股并给予买入评级（10月10日）,Wind
2721,2019-10-10,兆易创新股价三年暴涨20倍 研发费增七成致净利降20% 盈利能力下降,长江商报
2722,2019-10-09,兆易创新：国产存储龙头启航 买入评级,华西证券
2723,2019-10-09,5家科创板公司首现险资调研名单 房地产汽车渐遭嫌弃,新浪
2724,2019-10-08,高位科技股集体走低，卓胜微逼近跌停,Wind
2725,2019-10-08,国泰半导体50 ETF：全方位覆盖，伴行业成长（工具型产品研究系列之十四）,XYQUANT
2726,2019-09-30,兆易创新拟定增募资约43亿元 用于DRAM芯片研发及产业化等项目,TechWeb
2727,2019-09-30,兆易创新：股东讯安投资减持446.18万股 减持股份,Wind
2728,2019-09-30,兆易创新：拟定增约43亿元 投建DRAM芯片研发及产业化项目等,e公司
2729,2019-09-30,融资客青睐12股，仁东控股买入占比高达50.34%,Wind
2730,2019-09-30,兆易创新朱一明：紧抓物联网核心需求 提升多元化竞争力,中证网
2731,2019-09-27,兆易创新澄清长鑫独立运营，“国产替代”风潮下芯片股价值几何？,维库电子市场
2732,2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
2733,2019-09-25,“起底”卓胜微背后的资本脉络 源渡创投狂赚2000倍,新浪
2734,2019-09-25,小甜甜秒变牛夫人：科技股高位集体崩塌！今年这波最牛行情你还敢不敢玩？,每日经济新闻
2735,2019-09-25,兆易创新拟定增43亿用于DRAM芯片自研及产业化项目,慧聪电子网
2736,2019-09-25,华为Mate 30供应商全揭秘！国产撑起半边天,驱动之家
2737,2019-09-25,兆易创新澄清长鑫独立运营 “国产替代”风潮下芯片股价值几何？,21世纪经济报道
2738,2019-09-24,兆易创新：进军千亿美金存储赛道,证券时报网
2739,2019-09-23,近1个月股价翻倍、获机构加仓逾2亿，兆易创新盘后提示风险,第一财经
