,2021-12-31,通易航天股东减持148.1万股 权益变动后持股比例为4.14% 减持股份,同壁财经
9550,2019-01-16,【中信证券宏观】英国议会脱欧协议投票事件点评——英国脱欧议案被否，存在无序脱欧的可能性,CITICS宏观研究
9551,2019-01-16,上证所问询中信证券 广州证券BBB评级会“拖后腿”？,第一财经
9552,2019-01-16,罕见！去年一半以上券商没拿到并购重组订单 今年又出现4家券商分一个项目,券商中国
9553,2019-01-15,上交所问询中信证券：收购广州证券是否符合“一参一控”规定,澎湃新闻
9554,2019-01-15,资金回流风险偏好升温，46公司收获3个以上涨停,Wind
9555,2019-01-15,中信证券收问询函 要求说明收购广州证券的必要性、合理性等 问询,e公司
9556,2019-01-15,"非银行金融行业研究:12月业绩同环比高增,全年业绩同比下滑 盈利能力下降",正点财经
9557,2019-01-15,中信证券被上交所问询，要求说明筹划收购广州证券的原因,Wind
9558,2019-01-15,广州证券踩雷坚瑞沃能 中信证券并购审计能找出多少“坑”,第一财经
9559,2019-01-15,伊藤忠商事：与中信集团研究共同设立基金，投资中国数据中心,Wind
9560,2019-01-15,中信证券：加强区域协同效应 增持评级,和讯
9561,2019-01-15,中信证券将与日本贸易公司成立投资基金，用于在中国建设数据中心,Wind
9562,2019-01-15,"非银行金融行业周报:方星海发言释放积极信号,市场推陈出新券商受益",证券之星
9563,2019-01-14,"中信证券:收购广州证券预案落地,华南地区业务布局进一步改善",中证网
9564,2019-01-14,金融：券商转型之路仍在继续 荐2股,和讯
9565,2019-01-14,金融：已披露数据的29家上市券商全年累计母公司净利润同比下滑22.4% 业绩分化程度进一步加大 盈利能力下降,和讯
9566,2019-01-14,中信证券：实现一线渠道全覆盖 买入评级,和讯
9567,2019-01-14,中信证券将于17日发行20亿元短融券,中证网
9568,2019-01-14,28股获券商买入评级 利尔化学目标涨幅达41.22%,Wind
9569,2019-01-14,"非银行金融行业周报:券商业绩分化,仍建议关注优质龙头",爱建证券
9570,2019-01-12,上市券商去年日均同比少赚5100万元 仅两家营收、净利双增长,证券日报
9571,2019-01-11,券商领域2018年状况以及未来机会,巨丰财经
9572,2019-01-11,券商年度成绩单出炉 谁是盈利王？——道达早评,每日经济新闻
9573,2019-01-11,53股获券商买入评级 立讯精密目标涨幅达101.21%,Wind
9574,2019-01-11,【非银丨左欣然】中信证券(600030)：进击的龙头—低价收购逆势扩张,方正证券研究
9575,2019-01-11,【非银-中信证券(600030)】戴志锋、陆韵婷、高崧（研究助理）：剥离期货及基金资产，收购对价略超市场预期-20190110,中泰证券研究所
9576,2019-01-11,3678名保代流动报告：西南九州“失血” 中信民族平安逆市揽才,21世纪经济报道
9577,2019-01-11,34家上市券商2018年成绩单抢先看！中信国君海通净利前三，九成券商净利下滑，仅申万宏源与方正营收净利双增长,券商中国
9578,2019-01-11,"上市券商12月经营数据点评;资本市场改革预期利好券商板块,看好大券商",渤海证券
9579,2019-01-10,26家A股券商12月业绩出炉 多家计提减值全年利润暴跌 资产异常,新浪
9580,2019-01-10,【华泰金融沈娟团队】战略互利双赢，协同跨越发展—中信证券(600030)【证券研究报告】,华泰金融研究全新平台
9581,2019-01-10,先剥离广州证券期货、基金资产再“吃” 中信证券欲避免后续“尴尬”？,每日经济新闻
9582,2019-01-10,抢滩财富管理 券商经纪业务新航道,新浪
9583,2019-01-10,麦肯锡：券商行业寒冬已至，已有小券商股东在主动谋求退出,澎湃新闻
9584,2019-01-10,中信证券135亿闪电搞掂广州证券复牌见红短期业绩加成存疑,投资时报
9585,2019-01-10,金融：资本市场改革深化利好大券商 荐3股,和讯
9586,2019-01-10,中信证券：南下并购 加强区域协同效应,东北证券
9587,2019-01-10,2018年券商有多惨？全年业绩估算来了,中国基金报
9588,2019-01-10,中信证券134.6亿收购广州证券 中信证券、越秀金控开盘大涨,腾讯网
9589,2019-01-10,中信证券复牌大涨，拟不超134.6亿收购广州证券,Wind
9590,2019-01-10,中泰点评中信收购广州证券预案：对价略超市场预期,金融界
9591,2019-01-10,中信证券出价134.6亿收购广州证券，三大目标曝光,券商中国
9592,2019-01-10,中信证券发布收购广州证券预案 交易拟不超134.6亿元,中国经济网
9593,2019-01-10,26家上市券商去年业绩仅一家增长,中证报
9594,2019-01-10,中信证券：关于披露发行股份购买资产预案暨公司股票复牌的提示性公告,上交所
9595,2019-01-09,中信证券135亿吞下广州证券 金鹰基金股权将剥离,新浪
9596,2019-01-09,中信证券收购广州证券 广州国资或持有中信证券6.14%,中国经营网
9597,2019-01-09,中信证券抛出134.6亿元收购预案 欲将广州证券100%股权纳入麾下,e公司
9598,2019-01-09,作价不超134.60亿元 中信证券拟收购广州证券,大众证券报
9599,2019-01-09,中信证券135亿收购广州证券，将剥离期货与基金业务资产,21世纪经济报道
9600,2019-01-09,中信证券(06030.HK)拟发行134.6亿元的代价股份收购广州证券 A股明日复牌,格隆汇
9601,2019-01-09,中信证券：母公司2018年12月净利6.47亿元,e公司
9602,2019-01-09,9日晚公告精选：中信证券拟130多亿收购广州证券，万达电影票房增速跑输行业,21世纪经济报道
9603,2019-01-09,重磅！中信证券收购广州证券方案出炉,中证网
9604,2019-01-09,中信证券：拟作价不超134.6亿元收购广州证券100%股权，1月10日复牌,Wind
9605,2019-01-09,中信证券：母公司2018年12月净利润6.47亿元,Wind
9606,2019-01-09,2019年证券行业六大展望：行业集中度继续提升,证券日报
9607,2019-01-09,"证券行业2019年策略报告:资本市场改革踏步向前,把握业绩修复机会",爱建证券
9608,2019-01-08,璧合科技获中信证券投资 进科创板潜力百强提名,新浪
9609,2019-01-08,中信证券对双星进行督导检查,轮胎世界网
9610,2019-01-08,"非银行金融行业周报:降准释放流动性,资本市场改革深化利好大券商",渤海证券
9611,2019-01-07,中信证券：科创板注册制有望带来的新股定价和配售机制变化,证券时报网
9612,2019-01-07,附表 中信证券兼并历程,第一财经
9613,2019-01-07,中信证券筹划收购广州证券 抄底易整合也不难？,投资者报
9614,2019-01-06,中信证券整合广州证券将会如何“强势”？,第一财经日报
9615,2019-01-05,证券经纪业务新赛道 头部券商变阵“财富管理”,中国经营报
9616,2019-01-05,财富管理转型力求制胜，头部券商掀起变革潮,国际金融报
9617,2019-01-04,A股触底反弹，券商再现集体涨停,Wind
9618,2019-01-04,博通集成首发过会 中信证券夺新年投行获批第一单,中国经济网
9619,2019-01-04,"证券行业2019年年度策略:乘风破浪,拨云见日",证券之星
9620,2019-01-04,"非银金融行业周报:监管层表态推动资本市场改革,基本面看好大券商",渤海证券
9621,2019-01-03,券商首次关注6股并给予买入评级（1月3日）,Wind
9622,2019-01-03,33股获券商买入评级 宋城演艺目标涨幅达82.48%,Wind
9623,2019-01-03,2018年股权融资规模下滑近三成,中证报
9624,2019-01-02,筹划发行股份收购广州证券 中信证券1月3日起继续停牌,北京商报网
9625,2019-01-02,2018A股股权融资五大看点：有机构在寒冬、有机构成黑马,经济观察网
9626,2019-01-02,继续停牌！中信证券拟发行股份收购广州证券100%股权,中证网
9627,2019-01-02,中信证券：1月3日开市起继续停牌,Wind
9628,2019-01-02,金融：资本市场制度持续完善 荐4股,银河证券
9629,2019-01-02,中信证券吉林分公司违反反洗钱法 2人遭央行处罚,中国经济网
9630,2019-01-02,券商股“收官红”有望照亮2019,Wind
9631,2019-01-02,信用负面跟踪20190904,郁言债市日常跟踪
9632,2019-01-01,又一券商经纪业务总部更名财富管理！大规模转型增至第六家,中财网
9633,2018-12-29,广东国改年终高潮迭起:越秀金控百亿出售广州证券，越秀集团150亿买入省国企广晟旗下交通资产包,21经济网
9634,2018-12-29,2018年十大明星并购透视：国企改革与整合创新争艳,21世纪经济报道
9635,2018-12-28,“券商一哥”中信证券弱市出手，收购广州证券掀起行业大洗牌？,环球老虎财经
9636,2018-12-28,中信证券：公司董事会、监事会延期换届选举,Wind
9637,2018-12-28,证券业协会:证券业必须坚持守正创新 将改革进行到底,新浪
9638,2018-12-28,中信证券：熊市并购，牛市吃肉？,财华社
9639,2018-12-27,中信证券约1.77亿股解除限售 占总股本26.6%,观点地产网
9640,2018-12-27,私募冠军罗伟广跌收警示函：“一二级联动”模式遭挫,中国基金报
9641,2018-12-27,券商板块能否王者归来？国盛金控领衔多只个股跟涨,中金在线
9642,2018-12-26,2018投行IPO成绩单：中信中金华泰成为大赢家,中国基金报
9643,2018-12-26,深度：中信证券大举收购广州证券，预示券商“并购大年”将至？,每日经济新闻
9644,2018-12-26,中信证券：证金持股不变 中国人寿旗下产品退出前十大股东,第一财经
9645,2018-12-26,中信证券披露最新股东：中国人寿旗下产品退出前十大股东,Wind
9646,2018-12-26,金刚玻璃实控人股权冻结未披露 公司及高管被警示 关联方问题,新浪
9647,2018-12-26,金刚玻璃多宗信披违规罗伟广跨红线 证监发四道金牌 其他违规处罚,中国经济网
9648,2018-12-26,中信证券：资本角力下的强者恒强,金融界
9649,2018-12-26,【华创非银】券商发展新时代：并购重组 头部集中,华创证券研究
9650,2018-12-26,【非银-中信证券(600030)】戴志锋、陆韵婷、高崧（研究助理）：战略布局广东，推进财管转型，龙头综合实力持续提升-1225,中泰证券研究所
9651,2018-12-26,中信证券收购广州证券背后逻辑是什么？,证券时报
9652,2018-12-26,中信鲸吞广州证券 券商并购潮再起,中证报
9653,2018-12-26,投行大分化：行业集中度加剧 强者通吃时代开启,21世纪经济报道
9654,2018-12-26,2018并购财务顾问红榜：华泰建投中信三足鼎立 民生天风奋起直追,21世纪经济报道
9655,2018-12-26,42家券商首发承销收入合计超50亿元,每日经济新闻
9656,2018-12-26,"中信证券:加强华南布局,龙头优势进一步巩固",东北证券
9657,2018-12-25,【独家】5年24起质量事故 奥美医疗是否涉嫌有意隐瞒？ 安全事故,经济观察网
9658,2018-12-25,财华聚焦|两大股东“争”持，中信证券基本面变好了？,财华社
9659,2018-12-25,2018年IPO保荐排名：中信第一 兴业证券未通过率71%,新浪
9660,2018-12-25,中信证券收购广州证券100%控股 对公募基金一控一参,新浪
9661,2018-12-25,券商“一哥”中信证券宣布收购广州证券 营业部将达到427家,挖贝网
9662,2018-12-25,券商简报1225：证监会布局2019 确保科创板尽快落地,新浪
9663,2018-12-25,史无先例！券商并购券商 中信证券筹划发行股份并购广州证券,挖贝网
9664,2018-12-25,中信証券(06030-HK)筹划发行A股收购广州证券,财华社
9665,2018-12-25,中信证券借收购补“短板”，广州证券员工忧虑并购或至减员,第一财经
9666,2018-12-25,中信证券拟收购广州证券 券商开始收割券商了,证券日报
9667,2018-12-25,中信收购广州证券 标的资产前11月亏逾1.1亿,新浪
9668,2018-12-25,为啥卖掉广州证券？越秀金控说正研究谋划转型,21世纪经济报道
9669,2018-12-25,越秀金控出让旗下核心资产 广州证券、友谊集团或易主,联商网
9670,2018-12-25,中信证券：并购广证抢占湾区发展先机 并购重组望成业务新亮点,中银国际
9671,2018-12-25,参股公司广州证券将被中信证券收购 穗恒运A涨停,网易
9672,2018-12-25,巨丰早参：国常会表示将加快民企上市和再融资审核,巨丰财经
9673,2018-12-25,中信证券拟全资收购广州证券 借此提高市场份额,投资快报
9674,2018-12-25,关于对罗伟广采取出具警示函措施的决定〔2018〕118号 其他违规处罚,广东证监局
9675,2018-12-25,越秀金控出让旗下核心资产 广州证券、友谊集团或易主 控制人变化,云掌财经
9676,2018-12-25,"非银行金融行业周报:监管层表示推进资本市场改革,基本面看好大券商",渤海证券
9677,2018-12-24,券商股，一家跌停一家停牌，新一轮整合的开始？什么样的次新股有希望成为下一轮牛市中大牛股？,阿尔法工场
9678,2018-12-24,【申万宏源金融】中信证券点评：优势互补并广州，如虎生翼拓华南,大金融研究
9679,2018-12-24,机构评中信证券拟收购广州证券：符合打造有国际影响力投行监管思路,中证网
9680,2018-12-24,中信证券拟收购广州证券，弱市中券业“强者恒强”,Wind
9681,2018-12-24,中信证券拟收购广州证券 后者被越秀金控全资控股仅两个月,中国网
9682,2018-12-24,购广州证券 券商“一哥”中信证券谋变,北京商报网
9683,2018-12-24,中信证券拟收购广州证券 弱市中券业“强者恒强”,第一财经
9684,2018-12-24,多公司发布晚间重要公告 25号走势或将反转,中财网
9685,2018-12-24,公告精选：同仁堂两家药店被北京市医保局处理；天山生物遭遇合同诈骗，已立案；中信证券拟收购广州证券100%股权,每日经济新闻
9686,2018-12-24,公告精选：同仁堂回应两店被解除医保协议 中信证券停牌筹划收购广州证券,e公司
9687,2018-12-24,公告精选：中信证券停牌筹划收购广州证券 两公司实控人或变更 重大事项停牌,e公司
9688,2018-12-24,行业龙头再启资源整合：中信证券拟收购广州证券100%股权！,每日经济新闻
9689,2018-12-24,中信证券拟全资并购广州证券，将面临公募基金一参一控问题,中国基金报
9690,2018-12-24,越秀金控：中信证券拟合并重组公司全资子公司并停牌,金融界
9691,2018-12-24,中信证券拟全资收购广州证券 面临公募一参一控问题,中国基金报
9692,2018-12-24,越秀金控：中信证券拟合并重组公司全资子公司广州证券 股票停牌,e公司
9693,2018-12-24,中信证券拟收购广州证券100%股权 12月25日起停牌,北京商报网
9694,2018-12-24,中信证券：正在筹划关于公司发行股份购买资产事项。本次交易涉及沪深两家上市公司、两家证券公司之间的资产重组。,每经网
9695,2018-12-24,中信证券：正筹划重组股票停牌,凤凰网
9696,2018-12-24,中信证券:筹划发行股份购买资产事项 股票停牌,新浪
9697,2018-12-24,中信证券：拟发行股份收购广州证券，12月25日起停牌,Wind
9698,2018-12-21,"证券行业2019年度投资策略报告:质押风险逐渐消融,业绩修复还待水暖",万联证券
9699,2018-12-20,A股银行到底多差钱？今年5315亿资本补充已落地！7447亿还在路上,中财网
9700,2018-12-20,金融：保费收入平稳增长 荐4股,和讯
9701,2018-12-19,至少3家银行撤换IPO保荐机构 辅导多年因何被更换,新浪
9702,2018-12-19,又到年底扮靓业绩时：绩差公司忙于出售资产躲ST 资产异常,第一财经
9703,2018-12-19,富士莱医药IPO失利:年内被否第59家 毛利率高于同行 IPO融资异常,中国经济网
9704,2018-12-19,"非银行金融行业周报:政策或松绑,看好大券商",渤海证券
9705,2018-12-19,"2019年证券行业投资策略:证券板块估值修复,行业方兴未艾",渤海证券
9706,2018-12-19,非银金融行业周报:继续建议关注龙头券商,山西证券
9707,2018-12-18,金融：反弹2.0延续 荐2股,和讯
9708,2018-12-17,“输血”境外子公司 券商力拓国际业务,国际金融报
9709,2018-12-14,涪陵榨菜暴跌8%：拟募资33亿，产能大跃进 连续下跌,读懂财经
9710,2018-12-14,券商科创板承销收入大揭秘：平均每家公司承销费7500万，74%要用来跟投,读懂财经
9711,2018-12-14,乐信Q1高速增长：关于“后浪”就业和消费的两个预期差,读懂财经
9712,2018-12-14,年末大动作！两家头部券商经纪部门确定更名,券商中国
9713,2018-12-14,汇森家居12月14日开簿，近三年净利润复合增长超30%,读懂财经
9714,2018-12-14,汇森家居12约14日开簿，近三年净利润复合增长超30%,读懂财经
9715,2018-12-14,大店做小，小店做大，苏宁有限业态翘起无限场景,读懂财经
9716,2018-12-14,2018年券商投行成绩单：又有20家颗粒无收 承销总收入减少63%,21世纪经济报道
9717,2018-12-13,"非银行金融行业:11月业绩环比回升,关注券商估值修复",山西证券
9718,2018-12-12,市场回暖券商业绩改善，衍生品市场热度提升 | 长江非银 | 证券行业12月投资策略,长江非银
9719,2018-12-12,金融：持续看好龙头券商配置机会 荐4股,和讯
9720,2018-12-11,金融：中小券商投资价值将重回视野 荐3股,东兴证券
9721,2018-12-11,券商11月业绩环比回暖 看好龙头券商配置机会,证券时报网
9722,2018-12-11,盘前必读公告：上市公司重大消息一览！,巨丰财经
9723,2018-12-11,【山证非银刘丽团队】2018年11月券商月报分析：市场交易环比活跃，券商业绩显著回升,山西证券研究所
9724,2018-12-11,“血拼”IPO保荐 券商期待利好落地,中证报
9725,2018-12-11,业绩改善明显，券商反弹行情料延续,中证报
9726,2018-12-10,12月10日上市公司晚间公告速递,新浪
9727,2018-12-10,中信证券：董事会通过对中信证券国际增资9.16亿美元议案,Wind
9728,2018-12-10,金融：交投环境回暖 已披露数据的28家券商11月业绩整体环比增长161%,和讯
9729,2018-12-10,上海农商行IPO保荐费捡白菜价 涉房业务过多引发关注,投资时报
9730,2018-12-10,"非银金融行业周报:券商月度数据回暖,关注险企开门红布局",爱建证券
9731,2018-12-10,"证券行业12月投资策略:政策释放积极信号,反弹2.0延续",国信证券
9732,2018-12-09,【广发非银周报】关注科创板加速推进，保险开门红预期影响下降,广发非银金融研究
9733,2018-12-09,中信证券：非公开发行2017年公司债券(第三期)2018年付息公告,上交所
9734,2018-12-08,34家上市券商11月业绩出炉 环比大增,中证网
9735,2018-12-08,中信证券短期融资券发行 总额为20亿元,挖贝网
9736,2018-12-08,易方达非银300ETF获青睐 小众指数仍存较大空间,中国经营报
9737,2018-12-08,11月份上市券商净赚67.4亿元 多项利好政策助力经营改善,证券日报
9738,2018-12-07,宁波银行调整增发预案 雅戈尔大手笔参与,e公司
9739,2018-12-07,【广发非银陈福团队】交投环境回暖，已披露数据的28家券商11月业绩整体环比增长161%——证券业11月经营数据月报点评,广发非银金融研究
9740,2018-12-07,中信証券(06030-HK)11月份净利润16.7亿人民币,财华社
9741,2018-12-06,上市券商11月净利环比暴涨，海通证券涨幅最大,国际金融报
9742,2018-12-06,中信证券母公司11月净利润16.75亿元 同比增145%,e公司
9743,2018-12-06,多家券商公布11月财报 中信证券净赚16.75亿,中证网
9744,2018-12-06,33家券商披露11月财务数据：中信证券净利近17亿元高居榜首,Wind
9745,2018-12-06,前20名券商资管主动管理规模行业占比超20%,证券日报
9746,2018-12-05,银河微电IPO失利:年内被否第58家 毛利率低于行业平均 IPO融资异常,中国经济网
9747,2018-12-03,中信证券：12月6日将发行20亿元短融券,中证网
9748,2018-11-30,非银金融指数回调，市场风险偏好下降——非银行金融行业周报20190922,湘怀看非银
9749,2018-11-30,投行金领愁问路在何方!六成券商年内IPO颗粒无收!,中财网
9750,2018-11-28,国科恒泰上市滑铁卢:年内被否第57家 存货账面金额大,中国经济网
9751,2018-11-28,年内不足五成券商IPO承销进账 收入同比降54% 盈利能力下降,证券日报
9752,2018-11-28,"非银行金融行业周报:券商股质业务风险纾解逐步落地,继续看好大券商",渤海证券
9753,2018-11-25,“拆雷”进行时！4000亿民企纾困基金到位，A股质押数量年内首降,Wind
9754,2018-11-24,国联证券中止审查：急需港股“补血”,中国经营报
9755,2018-11-22,券商资管三季度规模榜单跑出多匹黑马 华泰证券资管下滑逾2000亿,经济观察网
9756,2018-11-22,券商股异动拉升，国金证券领涨3%,Wind
9757,2018-11-21,三季度证券公司私募资产管理前20名月均规模普降,北京商报
9758,2018-11-20,违规超额网下“打新”玩不转了！两券商多只集合资管计划共7人受到监管谈话 其他违规处罚,每日经济新闻
9759,2018-11-19,证监会结案：中信、国信、海通涉案违法事实不成立,中国经济周刊
9760,2018-11-19,政策频发利好非银板块，看好券商板块弹性——非银金融行业周报,渤海证券
9761,2018-11-19,【天风研究·固收】信用早早报（11月19日）,固收彬法
9762,2018-11-16,恒指收涨0.31%，学前教育股大跌,Wind
9763,2018-11-16,近一个月北上资金大举进入券商领域,巨丰财经
9764,2018-11-16,关于2018年度证券公司从事上市公司并购重组财务顾问执业能力专业评价结果的公告,中证协
9765,2018-11-14,今年以来券商债券承销规模逾3.6万亿元,中证报
9766,2018-11-13,政策支持券商回购股份用于员工持股计划，方正、东吴已发回购预案,中财网
9767,2018-11-11,政策发力疏导融资环境，聚焦债券信用风险缓释工具 | 长江非银 | 第四十四周周报,长江非银
9768,2018-11-07,知情人士：中信证券研究所裁员传闻不实 员工变动,Wind
9769,2018-11-07,金融：月报业绩环比下滑 归于高基数及股指回调影响,广发证券
9770,2018-11-06,"券商披露10月业绩,龙头券商有点“疲”,中型券商业绩逆势增长各显神通",国际金融报
9771,2018-11-06,10月券商业绩刚出炉：华泰反超中信成单月净利润第一,中国基金报
9772,2018-11-06,中信证券等19家券商披露10月财务数据,Wind
9773,2018-11-06,11月6日早间利好消息汇总,证券时报网
9774,2018-11-06,三季度业务多线萎缩 券商强者恒强趋势明显,中证报
9775,2018-11-05,剧情反转！“股灾”后开出的三张罚单 证监会刚刚亲手推翻了 其他违规处罚,中财网
9776,2018-11-05,证监会认定中信、海通与司度两融业务违法事实不成立,21经济网
9777,2018-11-05,中信证券：证监会认为公司融资融券业务违法事实不成立，决定给予结案,Wind
9778,2018-11-05,西南证券：连续三季持平 市值为两年以来第二低,西南证券
9779,2018-11-05,营销渠道双驱动 六家企业净利润飘红,新快报
9780,2018-11-05,券商年内IPO承销费：仅39家有入账国盛等53家颗粒不收,Wind
9781,2018-11-02,"中信证券:信用减值损失拖累业绩,但龙头价值本色依旧 盈利能力下降",正点财经
9782,2018-11-01,巨丰热点：券商股再度发力 长城证券等个股涨停,巨丰财经
9783,2018-11-01,34家上市券商前三季净利全线下滑 太平洋亏1.7亿,证券时报
9784,2018-11-01,34家A股券商三季报净利全线下滑，证金公司季度调仓明显,国际金融报
9785,2018-10-31,【中信建投非银】中信证券：弱市彰显龙头本色,中信建投非银金融研究
9786,2018-10-31,33家上市券商前三季度业绩出炉:这两大业务下滑最惨,中国基金报
9787,2018-10-31,上市券商前三季盈利478亿元 同比降三成中信证券73亿元居首,证券日报
9788,2018-10-30,上市券商三季报全部出炉 中信证券营收排名首位,中证网
9789,2018-10-30,中信证券：前三季度净利润同比减7.73% 盈利能力下降,Wind
9790,2018-10-30,数据王：券商股再掀涨停潮后市可否参与？,巨丰财经
9791,2018-10-30,中信证券：前三季度净利同比降8% 证金公司持股降至2.99%,e公司
9792,2018-10-30,中信证券：前三季度净利润73.15亿元，同比降7.73%,Wind
9793,2018-10-30,券商股再起波澜，南京证券领涨3%,Wind
9794,2018-10-27,两面针靠卖股扭亏为盈 不混改扣非依然亏损,华讯财经
9795,2018-10-22,涨停板解密：券商股罕见全部涨停！（10月22日）,Wind
9796,2018-10-22,券商股爆发，国海证券强势封板,Wind
9797,2018-10-22,券商股涨势强劲，海通证券领涨5%,Wind
9798,2018-10-21,顺络电子股东袁金钰质押770万股用于借款和补充质押 占比5.89%,挖贝网
9799,2018-10-19,中小券商过度扩张后遗症,证券市场周刊
9800,2018-10-18,中信证券今日大宗交易成交33.50万股，成交价13.6元折价8.36%,Wind资讯
9801,2018-10-18,券商股逆势上冲，方正证券涨近4%,Wind
9802,2018-10-17,证券行业10月投资策略：业绩环比改善，配置龙头,国信研究
9803,2018-10-16,【非银】金融对外开放落地加快—非银金融行业周报――看好（联系人：张继袖 洪程程）,渤海证券研究
9804,2018-10-16,【非银】中报将陆续公布，看好龙头券商——非银金融行业周报――看好（联系人：张继袖 洪程程）,渤海证券研究
9805,2018-10-16,预减、亏损成三季报“关键词” 中小券商变相裁员初见端倪 亏损,21世纪经济报道
9806,2018-10-15,中信证券9月净利润5.3亿元 环比增长近一倍,中证网
9807,2018-10-15,中信证券：母公司9月净利5.3亿元,Wind
9808,2018-10-13,连亏12年!曾经的“国产牙膏第一品牌”，如今,21财闻汇
9809,2018-10-12,再融资新规五问五答,中信建投非银金融研究
9810,2018-10-11,洛阳银行罚单接连不断 七年上市未果心魔何在,投资时报
9811,2018-10-09,海通国际成为纳斯达克首家中资做市商,中证协
9812,2018-10-09,【长江非银】 证券业见微知著系列（一）： 为何行业利润集中度得以提升？,长江非银
9813,2018-10-08,36家上市券商前8个月盈亏报告：至少28家净利润下降 10家降幅超50% 亏损,中国经济周刊
9814,2018-09-28,海航科技第4个跌停血拼 国华人寿中信证券等股东惨亏,中国经济网
9815,2018-09-28,月度掘金丨方正十月金股,方正证券研究
9816,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
9817,2018-09-26,金融：以经纪人为中心 荐4股,中银国际
9818,2018-09-21,新财富评选投票暂停，13家券商暂告“留守”未宣布退出,Wind
9819,2018-09-21,券商股开始发力，南京证券领涨4%,Wind
9820,2018-09-18,中信证券将发行不超30亿元公司债,证券时报
9821,2018-09-17,中信证券：30亿公司债获证监会核准,Wind
9822,2018-09-17,券商股再掀股东的增持潮 多只券商股可重点关注,证券之星
9823,2018-09-17,金融：静待风来 荐4股,渤海证券
9824,2018-09-17,券商股再掀股东增持潮 估值比熔断低点最多降7成,证券日报
9825,2018-09-15,重磅深度！新会计准则下非银财报（二）： 券商减值计提和客户分化进行时,长江非银
9826,2018-09-15,金融：券商减值计提和客户分化进行时 荐1股,长江证券
9827,2018-09-14,险资二季度新进88股增持94股,中证报
9828,2018-09-13,中信证券：公告,上交所
9829,2018-09-13,9家券商员工共减少4186人 招商证券半年减员700人,北青网
9830,2018-09-12,券商年内融资超4500亿元，短融规模同比增长近三倍,Wind
9831,2018-09-12,成交清淡日子难熬：32家上市券商26家利润下滑,新浪
9832,2018-09-11,上市券商8月业绩惨淡股价低迷:光大证券“破净”又“破发” 连续下跌,中国网
9833,2018-09-10,金融：行业业绩承压 龙头券商ALPHA属性显现,国信证券
9834,2018-09-10,券商整体业绩承压 龙头股优势凸显,证券时报网
9835,2018-09-10,上市券商8月净利环比下滑逾七成龙头公司抗风险能力突出,顶尖财经网
9836,2018-09-09,金融：保费增速进入换挡适应期 荐3股,广发证券
9837,2018-09-09,西南证券：连续两季持平 市值为2016年三季度以来最低,西南证券
9838,2018-09-08,金融：环比大幅下滑 依然受制于市场情绪低迷,中银国际
9839,2018-09-07,"上市券商遭遇""黑色八月""，27家公司最新排名来了",中国基金报
9840,2018-09-07,18家上市券商8月份净利环比全线下滑 中信证券月赚3亿元暂居首,证券日报
9841,2018-09-06,2018年“金号角奖”： 国泰君安等荣获“2018年度最佳做市商”,资本邦
9842,2018-09-06,《国企红筹》中信证券(6030)8月净利润按年跌54%,经济通
9843,2018-09-06,中信证券：母公司8月净利2.71亿元,Wind
9844,2018-09-06,券商资管业务上半年“减产不减收”,中证报
9845,2018-09-05,年内中金等三券商抢得四成IPO承销蛋糕，55家券商一口没吃到,Wind
9846,2018-09-04,泰禾收到50亿元长租公寓资产支持专项计划无异议函,观点地产网
9847,2018-09-04,上市券商中考：东北、山西营收超15亿净利却不足亿元,新浪
9848,2018-09-04,金融：龙头优势继续扩大 荐5股,中银国际
9849,2018-09-04,佣金率下行趋势放缓 券商经纪业务收入占比小幅回升,中证报
9850,2018-09-03,【聚焦上市券商半年报】　券商业“马太效应”凸显　资本实力、机构客户资源和科技禀赋成核心竞争力,上海金融报
9851,2018-09-03,十七家上市券商薪酬下降 幅度最高的达到31%,证券日报
9852,2018-09-03,上半年代销金融产品规模三大券商遥遥领先,Wind
9853,2018-08-31,券寒风瑟“头部”恒强 第一梯队盈利分化,21世纪经济报道
9854,2018-08-31,上市券商头部效应显著,中证报
9855,2018-08-30,半年报披露收官，上市券商近八成盈利能力下滑 盈利能力下降,国际金融报
9856,2018-08-30,自营业绩严重分化，弱市考验券商“操盘”能力,Wind
9857,2018-08-30,分化加剧 上半年部分券商营收下滑,中证报
9858,2018-08-29,股权承销业务集中度提升 头部券商优势不减,中证报
9859,2018-08-27,【兴证金融 傅慧芳】券商显著分化，保险稳定好转,兴证金融
9860,2018-08-27,[大行评级]瑞信：相关信贷风险有所提高 予中信证券(06030.HK)“中性”评级,格隆汇
9861,2018-08-27,【银河国际】中信证券 [6030.HK] - 疲弱市况下录得不俗的二季度业绩,银河国际
9862,2018-08-27,券商盈利进入低谷期 “二八效应”日趋明显,Wind
9863,2018-08-26,金融：券商上半年业绩整体惨淡 荐1股,中银国际
9864,2018-08-24,中信证券7个月市值蒸发900亿 两项业务客户违约爆雷 连续下跌,中国经济网
9865,2018-08-24,【中信建投非银】投资业务提振业绩，券商龙头逆势称雄——中信证券中报点评,中信建投非银金融研究
9866,2018-08-24,[中性评级]中信证券(600030/06030.HK)中报点评：各业务线经营稳健 投资业务是盈利增长主要驱动,中财网
9867,2018-08-24,9券商披露半年报，大型券商净利润领跑,Wind
