,2021-12-31,中国平安(02318)累计回购约7776.51万股A股 涉资约39亿元,智通财经
10101,2018-12-04,资金持续北上抄底 11月多只白马股获增持,每日经济新闻
10102,2018-12-04,放量上涨逾百亿元大单涌入A股，北上资金等三路资金现新动向,证券日报
10103,2018-12-03,沪港通十大成交活跃股排名（12月3日）,Wind
10104,2018-12-03,外资动向|北向资金净流入超126亿元 中国平安净买入11亿元,腾讯网
10105,2018-12-03,数据王：北上资金今日买入超百亿 关注一类机会个股,巨丰财经
10106,2018-12-03,中国平安股价盘前上升3.038%,新浪
10107,2018-12-01,银河基金袖珍产品再扩容 袁曦挂帅新品成迷你司令？,新浪
10108,2018-11-30,外资持续加速入场，月内北向资金净流入超400亿元,证券日报
10109,2018-11-29,沪港通十大成交活跃股排名（11月29日）,Wind
10110,2018-11-29,恒生AH股溢价指数逼近年内低点,新浪
10111,2018-11-29,震荡中逾468亿北上资金入场 25只标的股被机构看好,证券日报
10112,2018-11-28,北向资金11月以来增持近700个股，TOP 10持仓市值已近4000亿,Wind
10113,2018-11-28,平安基金管理公司正寻求为其首只中国债券ETF产品集资10亿人民币,Wind
10114,2018-11-28,上市公司回购积极靠拢新规 未来或迎增量资金,中证报
10115,2018-11-27,深圳上市公司去年底总市值超10万亿 腾讯控股、中国平安合计占比逾四成,每日经济新闻
10116,2018-11-26,地方大将“被离职”后，旭辉集团再次更换首席财务官,澎湃新闻
10117,2018-11-26,中国平安指派王威代替邹益民 出任旭辉非执董,新浪
10118,2018-11-25,新规要求回购下限不低于上限一半，至少812亿回购资金须入场？,证券时报网
10119,2018-11-23,互联互通开通四周年 市场呈现五大特征,证券时报
10120,2018-11-21,从众安看互联网保险企业不赚钱是“差在哪儿”,圈中人
10121,2018-11-21,Ping An Group Appoints International General Counsel,PR Newswire
10122,2018-11-21,23股获券商买入评级：平高电气目标涨幅达54.64%,Wind
10123,2018-11-20,平安产险欲再增资汽车之家10亿美元，或为进一步打造汽车生态圈,国际金融报
10124,2018-11-20,A股四大上市险企前10月原保费收入近1.5万亿元 同比增长12.6%,每日经济新闻
10125,2018-11-20,上市险企烦恼渐消 “保费逐月改善”有铁证,圈中人
10126,2018-11-20,中国平安：场景流量厚积中 静待科技薄发时,华泰证券
10127,2018-11-20,A股上市险企前10月原保费近1.5万亿 寿险开门红竞争激烈,中国网
10128,2018-11-19,中国平安入股德国金融科技企业孵化器Finleap,彭博社
10129,2018-11-19,沪港通四周年回顾 南北向的资金在买卖什么股票？,格隆汇
10130,2018-11-17,北上资金本周净买入71.36亿元 36只股成交活跃(名单),证券时报
10131,2018-11-16,中国人保A股首秀报收4.81元 涨幅44.01%,北京商报
10132,2018-11-16,大宗交易泄密！白马股筹码松动，27股被高溢价买入,Wind
10133,2018-11-16,149亿净资金流入 五大板块成资金热捧标的,证券之星
10134,2018-11-16,IPO可遇不可求 中国人保带来什么机会？,华夏时报
10135,2018-11-16,人保A股上市冲击2000亿市值 战略配售浮盈十几亿,中国基金报
10136,2018-11-15,公告精选：中弘退明日进入退市整理期；南方航空退出天合联盟 风险警示,每日经济新闻
10137,2018-11-15,行情持续火热 明天看这只A股新军登场——道达投资手记,每日经济新闻
10138,2018-11-15,中国平安千亿元回购计划将提请股东大会审议,中证网
10139,2018-11-15,中国平安：拟进行债务融资不超100亿元,新浪
10140,2018-11-15,中国平安：12月14日举行股东大会 审议回购股份等议案,金融界
10141,2018-11-15,中国平安：12月14日举行股东大会，审议回购不超10%公司股份等议案,Wind
10142,2018-11-15,平安产险拟间接投资汽车之家股权 公司称出于业务协同考虑,每日经济新闻
10143,2018-11-15,小孩必须要买重疾险吗？了解保险理赔内容才是关键,南方财富网
10144,2018-11-15,郭施亮:中国人保确定上市时间，如何解读对现阶段A股的影响？,中财网
10145,2018-11-15,四季度是保险板块较好的配置窗口,华讯财经
10146,2018-11-14,强强携手 创新协同 平安医保科技与国元农业保险签订战略合作协议,南方财富网
10147,2018-11-14,儿童医疗综合保险怎么买？上平安保险商城更便捷,南方财富网
10148,2018-11-14,中国平安(02318.HK)1-10月原保费收入升19.13%至6100.22亿元,格隆汇
10149,2018-11-14,中国平安：前10月保费收入约6100.22亿元,Wind
10150,2018-11-14,拿什么拯救股价？数解2018年A股回购股份七宗“最”,中金在线
10151,2018-11-14,(互动)中国平安：相互保不会替代现在主流传统重疾险,全景网
10152,2018-11-13,"非银行金融行业:多项政策利好券商板块,关注险企开门红布局",爱建证券
10153,2018-11-12,【陆家嘴观察】炒绩差股又成风，待注册制前来“降妖”,中新经纬
10154,2018-11-12,聚力科技力量 第二届中国平安SMART科技大会即将开幕！,砍柴网
10155,2018-11-11,壳资源股还能走多远？聪明资金正在建仓此类股,巨丰财经
10156,2018-11-09,华夏幸福下半年共发行7亿美元债，票面利率9%,澎湃新闻
10157,2018-11-09,广东超九成上市公司前三季报喜，房地产等三大产业最赚钱,Wind
10158,2018-11-09,广东超九成上市公司前三季报喜 房地产等三大产业最赚钱,证券日报
10159,2018-11-08,中国平安：预计未来十年的科研投入将达150亿美元,澎湃新闻
10160,2018-11-08,陈心颖谈平安回购股份：新政策鼓励使然，也能借机做股权激励,澎湃新闻
10161,2018-11-08,哪些公司在玩虚假回购？,红周刊
10162,2018-11-08,瑞信：维持中国平安跑赢大市评级 目标价99港元,新浪
10163,2018-11-08,京沪高铁上市加紧推进 多券商联合体负责,中国经营网
10164,2018-11-08,平安集团陈心颖：平安以科技为轴进行投资 依然会严格把控成本,中证网
10165,2018-11-08,平安集团：以科技为轴进行投资 预计未来十年投资将达150亿美元,中证网
10166,2018-11-08,中国平安首席运营官谈入股汇丰：财务性投资，不准备进管理层,Wind
10167,2018-11-08,上市公司踊跃回购股份，市场效应分化,中证报
10168,2018-11-08,出海记｜汇丰控股第一大股东换了！原来是这家中国公司,参考消息
10169,2018-11-07,中国平安未来十年将在科研投入1000亿元,北京商报
10170,2018-11-07,中国平安首席运营官谈入股汇丰：财务性投资，不准备进管理层,澎湃新闻
10171,2018-11-07,回购“降温”多公司高开低走，投资者疑虑难消,Wind
10172,2018-11-07,中国平安：平安和汇丰未来将在科技方面展开合作,中证网
10173,2018-11-07,法兴：中国平安升势未失 看好可留意认购证11865,腾讯网
10174,2018-11-07,巨丰原创：中国人保上市打响沪指冲关2700的发令枪,巨丰财经
10175,2018-11-07,每日财经要闻投资快报 2018年11月07日,信托网
10176,2018-11-07,平保或继续买入汇丰 再斥约400亿港元持股占比可达一成,凤凰网
10177,2018-11-06,中国平安成为汇丰第一大股东,中保网
10178,2018-11-06,"平安、汇丰上演父子大变身 昔日""小弟""今成""爹地""",每日经济新闻
10179,2018-11-06,中国平安：明日举行“科技开放日”活动 就生态圈战略等作报告,e公司
10180,2018-11-06,16年风水轮流：这次换中国平安做汇丰第一大股东,第一财经
10181,2018-11-06,中国平安取代贝莱德集团 成汇丰控股第一大股东,每日经济新闻
10182,2018-11-06,中国平安成为汇丰控股第一大股东，持股比例为7.01%,澎湃新闻
10183,2018-11-06,一线|增持至7.01% 中国平安成汇丰控股最大股东,腾讯网
10184,2018-11-06,平保成汇丰控股最大股东 汇丰:欢迎平保成长期投资者,新浪
10185,2018-11-06,中国平安成汇丰控股最大股东 平安：纯属财务性投资,新浪
10186,2018-11-06,中国平安成汇丰控股最大股东 持股市值高达930亿港元,格隆汇
10187,2018-11-06,中国平安成汇丰控股最大股东 持股市值近1000亿港元,新浪
10188,2018-11-06,平安董事长：近期不会有大的海外收购,Wind
10189,2018-11-05,超高中签率新股就在周二 顶格申购有望100%中签,中国基金报
10190,2018-11-05,发行规模两度缩水，中国人保A股定价3.34“破净”,财经杂志
10191,2018-11-05,A股上市险企2018年三季度报 投资收益率普遍下滑,中国保险报
10192,2018-11-05,"保险行业2018年三季报综述:保障型新单保持两位数增长,所得税高企拖累产险净利",申万宏源
10193,2018-11-04,确定与不确定性 | 长江非银 | 保险行业2018年三季报综述暨四季度策略,长江非银
10194,2018-11-03,中国平安千亿回购预案 如何叫好又叫座,红周刊
10195,2018-11-02,前三季中国人寿业绩掉队 退保率超原保费收入增幅,华夏时报
10196,2018-11-02,北上资金今日大幅买入贵州茅台、中国平安等个股,e公司
10197,2018-11-02,数据王：北向资金发力做多十大牛股备受青睐,巨丰财经
10198,2018-11-02,港股异动︱保险股午后全线走高 中国平安(02318)涨逾5%,智通财经
10199,2018-11-02,【午后保险股走强 中国平安(02318.HK)涨逾5%】,格隆汇
10200,2018-11-02,谭浩俊：平安回购股票能否带来市场“平安”,新浪
10201,2018-11-02,基金3季度减持腾讯、工行、中行 增持中国平安、移动,投资快报
10202,2018-11-02,【非银-中国平安(601318)】戴志锋、陆韵婷、蒋峤：寿险NBV、人力核心指标表现稳健-20181101,中泰证券研究所
10203,2018-11-02,社保证金汇金三季度调仓动向曝光,中证报
10204,2018-11-01,上市险企三季报隐语：个险艰难投资收益下降已定,华夏时报
10205,2018-11-01,A股共发生62宗大宗交易成交18.06亿元（11月1日）,Wind
10206,2018-11-01,中国平安旗下医疗科技子公司计划在港IPO 可能融资20亿美元,TechWeb
10207,2018-11-01,四大险企投资资产超7万亿：增配固收资产关注高分红股,Wind
10208,2018-11-01,"中国平安:价值增长超预期,综合金融齐发力",中证网
10209,2018-11-01,四大险企投资资产超7万亿：增配固收资产关注高分红股,证券时报
10210,2018-10-31,平安千亿回购悬而未决，市场有惊无险，哪些回购概念股值得关注？,华创证券
10211,2018-10-31,资金流:稀土永磁2股消费4股流入居前 两市流入147亿,金融界
10212,2018-10-31,三季报透视：10股超20%流通筹码被5大机构持有,证券时报
10213,2018-10-31,大V观点：证监会罕见发声有深意 市场信心大幅提振,巨丰财经
10214,2018-10-31,恒泰证券：成交额超百亿 市场人气有所回升,恒泰证券
10215,2018-10-31,中国平安：三季报显示稳健增长19.5%,金融界
10216,2018-10-31,史上最大回购案来袭 市场会否买中国平安的账,号外财经网
10217,2018-10-31,高层罕见盘中发声，A股“涨”声相迎！还有外资在路上,Wind
10218,2018-10-31,A股上市险企三季报：累计盈利1302亿产寿险净利增速分化,中国网
10219,2018-10-31,中国平安最高千亿回购，公司回购股份不应再回到市场,新京报
10220,2018-10-31,中国平安酝酿股份回购背后： 顶格千亿剑指预期引导,21世纪经济报道
10221,2018-10-31,"中国平安:营运利润稳健增长,拟大额回购市场首例",安信证券
10222,2018-10-30,中国平安在沪股通成交逾16亿元 获得净买入6.3亿元,新浪
10223,2018-10-30,中国平安千亿回购有标杆效应,北京商报网
10224,2018-10-30,A股上市公司回购潮有望继续扩大,巨丰财经
10225,2018-10-30,证监会盘中发声后，两大龙头成交放量，茅台罕见半日成交79亿,e公司
10226,2018-10-30,重磅利好！证监会发声明，股市应声大涨,中国基金报
10227,2018-10-30,中国平安董秘屡踩红线 公布千亿回购计划玩文字游戏,中金在线
10228,2018-10-30,中国平安股价翻红 现涨逾1%成交超20亿元,e公司
10229,2018-10-30,申万宏源：中国平安买入评级,申万宏源
10230,2018-10-30,中国平安盘中拉升涨逾2% 成交超40亿元,证券时报网
10231,2018-10-30,千亿回购资金即将入场！中国平安回购方案只差最后一步 股价低开高走翻红,财经网
10232,2018-10-30,贵州茅台开盘跳空大跌7% 中国平安A股跌3%,21经济网
10233,2018-10-30,中国平安迅速拉升翻红涨0.5% 成交额超25亿元,网易
10234,2018-10-30,中国平安千亿回购面世，下一个标的具备这几个特征,Wind
10235,2018-10-30,A股史上最强的回购预案出炉,证券之星
10236,2018-10-30,必读|中国平安抛出千亿级回购预案、白酒板块集体醉倒,国盛证券
10237,2018-10-30,中国平安低开高走翻红 拟最高10%回购耗资或达千亿,新浪
10238,2018-10-30,中国平安迅速拉升，现涨逾1%,Wind
10239,2018-10-30,茅台跌停拖累白马股 北向资金逆势做多,中金在线
10240,2018-10-30,中国平安AH纷纷小幅低开 回购方案还需股东会审议,腾讯网
10241,2018-10-30,快讯：中国平安三季度利润同比下滑 股价低开1.37%,新浪
10242,2018-10-30,中国平安第三季度净利润下降6.94％ H股开盘跌1.37% 盈利能力下降,金融界
10243,2018-10-30,中国平安低开逾3%，公司拟启动不超10%回购股份计划,Wind
10244,2018-10-30,中国平安港股跌1.51% 三季度利润同比下滑,新浪
10245,2018-10-30,重磅新规落地 A股火速掀起回购潮！公告密集发布,央视
10246,2018-10-30,中国平安H股低开1.37% 拟回购不超10%股票,e公司
10247,2018-10-30,中国平安：回购股份还需股商议 数量时间有不确定性,澎湃新闻
10248,2018-10-30,茅台跌停 权重白马下跌才刚开始,中财网
10249,2018-10-30,中国平安启动千亿回购预案——道达早评,每日经济新闻
10250,2018-10-30,30日公告透露利好 21只个股有望爆发,中金在线
10251,2018-10-30,中国平安回购方案需股东大会审议 价格等具不确定性,新浪
10252,2018-10-30,中国平安：股份回购方案还需股东大会审议，价格、数量等仍具有不确定性,Wind
10253,2018-10-30,史上最大股票回购方案出台:平安千亿回购12月投票,华夏时报
10254,2018-10-30,盘前必读公告：这些股不容错过！,巨丰财经
10255,2018-10-30,史上最豪回购方案来了！平安一家顶百家，这类回购股潜力大,Wind
10256,2018-10-30,中国平安前三季度实现净利895亿元,中证报
10257,2018-10-30,中国平安拟千亿元回购不超过10%股份,证券日报
10258,2018-10-30,回购新规效应显现 上市公司迅速行动,21世纪经济报道
10259,2018-10-30,政策暖风继续吹 平安千亿回购火速出台,投资快报
10260,2018-10-30,中国平安新业务价值增速反弹 证券、信托业务净利仍下滑 盈利能力下降,第一财经日报
10261,2018-10-29,A股最大规模回购在路上？中国平安启动回购，首日买入350万股，耗资2.82亿元,中证报
10262,2018-10-29,豪掷千亿入市？平安发布史上最大规模回购预案,中证网
10263,2018-10-29,中国平安抛千亿回购案 今年以来A股已有490家公司实施回购,第一财经
10264,2018-10-29,公告精选：多只白马股第三季度业绩“不达预期”，上市公司密集发布回购公告,每日经济新闻
10265,2018-10-29,公告汇总：中国平安拟启动回购 耗资或达千亿,网易
10266,2018-10-29,炸锅了！刚刚，中国平安放大招：拟推1000亿最大笔回购！三季末基金头号重仓股，747只力挺！,和讯
10267,2018-10-29,中国平安拟回购不超10%股票 耗资或达千亿元,澎湃新闻
10268,2018-10-29,中国平安将启动最多千亿元大回购！大资金要进场了,券商中国
10269,2018-10-29,前三季度赚近800亿 中国平安拟推千亿回购计划,新浪
10270,2018-10-29,三季度财寿险表现亮眼，中国平安前9月营运利润856亿元,国际金融报
10271,2018-10-29,A股四大险企净利增长上演新华领跑国寿后退,中金在线
10272,2018-10-29,公告精选：中国平安拟启动回购不超10%股票；乐视网前三季度亏损14.89亿元,e公司
10273,2018-10-29,中国平安拟酌情及适时回购不超10%股份，耗资或达千亿,Wind
10274,2018-10-29,前三季度中国平安实现净利润894.89亿元 同比增长19%,每日经济新闻
10275,2018-10-29,中国平安前三季度营运利润856亿元 证金公司持股比例降至2.99%,中证网
10276,2018-10-29,中国平安：第三季度净利为271.94亿元 同比大增18.8%,新浪
10277,2018-10-29,中国平安前三季度归母营运利润增长19.5% ，新业务价值增速持续改善,21世纪经济报道
10278,2018-10-29,中国平安：前三季度净利润793.97亿元 证金公司持股降至2.99%,e公司
10279,2018-10-29,中国平安前三季度净利润793.97亿元，同比增长19.7%,腾讯网
10280,2018-10-29,中国平安前三季度净利润794亿元，同比增长19.7%,Wind
10281,2018-10-29,基金季报里藏的“乾坤”？,中金在线
10282,2018-10-29,金融股砸盘沪指下跌近50点,巨丰财经
10283,2018-10-29,中国平安跌超4% 成交金额超40亿元,新浪
10284,2018-10-29,大金融板块盘中跳水，保险、银行股明显下挫,Wind
10285,2018-10-29,四大机构三季度持股动向浮出水面：金融股地产股依然是机构最爱,深圳商报
10286,2018-10-29,5G系统频率使用许可，将于年内发放； 顺丰优选“丰溯GO”上线，主打保税+社区新零售模式丨【每日播报】,微信
10287,2018-10-29,中证报头版：公募基金三季度大手笔增持金融板块,中证报
10288,2018-10-29,中国平安重回基金头号重仓股 974只基金抱团持有市值高达540亿元,证券日报
10289,2018-10-28,中国平安董秘：公司有明确意向会择机推动股份回购,Wind
10290,2018-10-28,揭秘高管年薪：双汇老板去年工资20亿 刘强东贾跃亭年薪1美元,中财网
10291,2018-10-26,华夏幸福：异地复制能力增强 业绩新增长极持续显现,乐居财经
10292,2018-10-26,消费股遭抛售 机构调仓换股？,深圳商报
10293,2018-10-25,沪股通北上资金买入白马股，贵州茅台获净流入9.3亿元,Wind
10294,2018-10-25,数据王：反弹主力金融股都要买吗？,巨丰财经
10295,2018-10-24,聚焦3季报：兴全基金增持银行地产 减持家电白酒医疗,新浪
10296,2018-10-24,英国精品基金集团Merian Global Investors与中国平安建立战略合作,Wind
10297,2018-10-24,中国平安子公司平安银行首三季盈利增长6.8%,新浪
10298,2018-10-24,上证50成分股突遇抛售压力 北向资金逢高减仓多白马股,每日经济新闻
10299,2018-10-23,资金流:券商4股超反3股流入居前 两市净流出331亿,金融界
10300,2018-10-22,"A股上市险企前三季原保费同比增长12%""开门红""进度或稍晚",中国网
10301,2018-10-22,华夏幸福与中国平安达成战略合作 打通一站式多元融资渠道,中国经济网
10302,2018-10-22,中国平安午后异动涨3.55%报67.95元 成交102.09亿元,腾讯网
10303,2018-10-22,两市成交额突破4000亿元 中国平安成交额突破100亿元,中证网
10304,2018-10-22,中国平安成交额突破100亿元，创近半年新高,Wind
10305,2018-10-22,超300亿解禁来袭 1股将迎百亿解禁,证券时报
10306,2018-10-20,上市险企前三季度保费披露完毕 保费收入逐月改善,股城网
10307,2018-10-19,巨丰收评：金融股全线井喷 市场底大概率出现,巨丰财经
10308,2018-10-19,港股异动︱前9个月保费收入同比增19.1% 中国平安(02318)涨2.89%,智通财经
10309,2018-10-19,中国平安今日股价呈上涨走势 目前上涨2.89%,格隆汇
10310,2018-10-19,保险股午后携手冲高，中国太保涨超8%,Wind
10311,2018-10-19,上市公司正负面新闻2018年10月19日星期五,Wind
10312,2018-10-18,中国平安前三季度寿险保费收入为3803.95亿元,Wind
10313,2018-10-17,中国平安跻身FutureBrand全球品牌100强第7位，蝉联全球金融品牌第 一,南方财富网
10314,2018-10-16,资金流:金融4股天然气2股流入居前 两市净流出212亿,金融界
10315,2018-10-15,“平安价值”全解析：企业的实际经营状况重点看什么,中国经营报
10316,2018-10-13,中国平安抢占智能科技领域先机 拓展新利润来源,股城网
10317,2018-10-12,资金流:消费3股次新2股流入居前 两市净流出111亿,金融界
10318,2018-10-12,中国平安姚波:集团剩余边际增长顶点未至 可穿越周期,新浪
10319,2018-10-11,北上资金今日净流出35亿元，五只白马股遭集中卖出,Wind
10320,2018-10-11,成交额TOP20:两股呈主力资金流入 中国平安流出超7亿,新浪
10321,2018-10-11,【异动股】中国平安(02318-HK)盘前跌4.147%,财华社
10322,2018-10-10,国庆节后北上资金出现连续净卖出，三个交易日净卖出144亿元,Wind
10323,2018-10-09,中国平安、海康威视、贵州茅台再遭北上资金净流出,Wind
10324,2018-10-09,"中国平安:寿险为盾,生态为剑,科技为魂",中证网
10325,2018-10-09,管窥“深圳速度”与“深圳质量”谋求四川裂变式发展,中上协
10326,2018-10-08,中国平安、海康威视、贵州茅台遭陆股通净卖出均超10亿元,e公司
10327,2018-10-08,中国平安、海康威视、贵州茅台均遭陆股通净卖出逾10亿元,Wind
10328,2018-10-08,成交额前20个股均呈主力资金流出 中国平安净流出8亿,新浪
10329,2018-10-08,中国平安先升后跌 留意平安购24346,腾讯网
10330,2018-10-08,保险板块全线下跌 中国平安跌逾4% 连续下跌,e公司
10331,2018-10-07,金融：从经纪业务分化看机构客户的价值 荐2股,长江证券
10332,2018-10-06,大宗交易市场温度回升 溢价成交公司明显增多 ——9月份大宗交易市场简析,红周刊
10333,2018-09-30,背靠财政部的人保集团获IPO批文 发行股份数缩水近半,资本邦
10334,2018-09-29,碧桂园首个科技小镇开园，称做好5年不盈利的准备,Wind
10335,2018-09-29,5G将成智慧城市发展新机遇 知名企业积极占位布局蓝海,通信信息报
10336,2018-09-29,市场节前凸显低估值优势 节后大消费望迎补涨行情！,巨丰财经
10337,2018-09-29,"巨无霸IPO批文刚到!1300亿""共和国保险长子""回A股",中财网
10338,2018-09-29,九月沪指上涨3.53% 三路资金辗转腾挪欲搏金秋行情,证券日报
10339,2018-09-28,"1300亿""共和国保险长子""中国人保回A股 半年净赚百亿",新浪
10340,2018-09-28,郭施亮：A股探底回升 多数投资者赚不到钱该怎么办？,中金在线
10341,2018-09-27,华夏幸福与中国平安实现协同发展 合作发力四大业务,每日经济新闻
10342,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
10343,2018-09-27,华夏幸福与中国平安达成战略合作 打通一站式多元融资渠道,证券日报
10344,2018-09-27,华夏幸福：资金和能力的优势互补,中信证券
10345,2018-09-27,巨丰投顾独家解读富士罗素纳入A股事件影响,巨丰财经
10346,2018-09-27,12家公司昨夜发公布利好 求关注,中财网
10347,2018-09-27,最新公告揭露重大利好 六只股今日或冲涨停,证券之星
10348,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
10349,2018-09-27,四大上市险企寿险业务“势力图”：山东成争夺最激烈省份 欠发达地区增速快潜力大,证券日报
10350,2018-09-26,华夏幸福与中国平安签署战略协议 将在金融服务、实业方面合作,观点地产网
10351,2018-09-26,中国平安与华夏幸福达成合作 携手发力新兴实业,金融界
10352,2018-09-26,乘胜追击上证50创近三个月新高，大级别反弹在望,Wind
10353,2018-09-26,A股已成香饽饽！6张图看外资在股、债之间大轮动,Wind
10354,2018-09-26,内险股普遍上涨 中国平安报80.1港元涨2.04%,格隆汇
10355,2018-09-26,投资业绩波动料加大 险资锁定高股息率蓝筹股,中证网
10356,2018-09-26,倒逼险资投资回归保守,中证网
10357,2018-09-25,中国平安“三村工程”落地重庆奉节，“平安扶贫保”助力产业升级,中国财经网
10358,2018-09-25,A股早报2018年9月25日星期二,Wind
10359,2018-09-25,巨丰早评：市场大起大落可能性很低,巨丰财经
10360,2018-09-24,金融：交易商资格获批后的场外期权业务现状及展望 荐3股,长江证券
10361,2018-09-23,四大寿险前8月成绩单出炉！总保费近万亿，市场份额正发生这些微妙变化,Wind
10362,2018-09-22,中国平安董事会秘书盛瑞生:中国在金融科技应用层面上优势明显,中证网
10363,2018-09-21,中国平安AI技术亮相“海上丝绸之路”国际论坛,e公司
10364,2018-09-21,沪指周涨4.32%创两年多新高，A股真的见底了！,Wind
10365,2018-09-21,资金流:金融地产5股消费3股获关注 两市净流入144亿,金融界
10366,2018-09-21,外资股东全搜罗 财险、寿险市场份额双双接近10%,金融界
10367,2018-09-21,上市险企前8月保费：半数险企两位数增长 平安仍领跑,中国经济网
10368,2018-09-20,保险公司8月经营数据：新单增速继续改善，估值低位具配置机会,非银部落
10369,2018-09-20,用智慧决胜2020，中国平安献上脱贫利器,和讯
10370,2018-09-20,平安资管在新会计准则下，有助于减少“老鼠仓”？,财华社
10371,2018-09-20,平安租赁总资产突破2110亿 服务小微企业11000家,零壹财经
10372,2018-09-20,中国平安三村工程获评人民日报 “精准扶贫推荐案例”,金融界
10373,2018-09-20,平安好医生携AI医疗设备亮相2018世界人工智能大会,证券日报
10374,2018-09-19,A股四大上市险企前8月原保费收入超1.2万亿 中国平安近20%增速领跑,每日经济新闻
10375,2018-09-19,A股共发生53宗大宗交易成交49.4亿元（9月19日）,Wind
10376,2018-09-19,平安三村百宝平台上线智慧扶贫模式再升级,南方财富网
10377,2018-09-19,乘胜追击，A股放量大涨沪指打破周三12连阴魔咒,Wind
10378,2018-09-19,金融壹账通、平安好医生亮相世界人工智能大会 多项AI技术赋能金融、医疗行业,金融界
10379,2018-09-18,华夏幸福：平安人寿两名高管加入董事会，增设副董事长1人,澎湃新闻网
10380,2018-09-18,基建补短板强势拉升，A股大涨市场底愈发明朗,Wind
10381,2018-09-18,恒指低开高走收涨0.56%，基建股大涨,Wind
10382,2018-09-18,法兴：中国平安反覆靠稳 看好可留意平保购15275,腾讯网
10383,2018-09-18,中国平安增持工行1334.5万股H股 涉资7295万港元,新浪
10384,2018-09-17,陆金所上线“税延养老险” 成全国首家上线税延险三方平台,中国财经网
10385,2018-09-17,睿智投资｜中国保险业 - 机遇多于挑战,招银国际
10386,2018-09-16,【申万宏源金融】保险深度：IFRS9时代险资股票投资新特征,大金融研究
10387,2018-09-16,中国平安三村工程公益跑哈尔滨站启幕,金融界
10388,2018-09-15,中国平安：与华夏幸福有战略协同效应,证券日报
10389,2018-09-15,中国平安：看好华夏幸福产业新城及都市圈布局潜力,金融界
10390,2018-09-14,活久见！平安资管一夜没了！,格隆汇
10391,2018-09-14,中国平安：对华夏幸福为财务投资，对业绩对赌而非分红对赌,Wind
10392,2018-09-14,中国平安：前8月寿险业务原保险合同保费收入3474.7亿元,Wind
10393,2018-09-14,业内人士谈平安资管调整：未来保险公司都将这么做,新浪
10394,2018-09-14,09月14日 17只股票封板 酿酒行业板块涨幅最大,每日经济新闻
10395,2018-09-14,中国平安回应平安资管将解散股票投资业务传闻,新浪
10396,2018-09-14,中国平安：将与华夏幸福共同探索长租公寓等领域的合作机会,Wind
10397,2018-09-14,中国平安：“不做股票主动管理要抛售股票”传言纯属子虚乌有,Wind
10398,2018-09-14,险资二季度新进88股增持94股,中证报
10399,2018-09-12,【权益变动】中国平安(02318-HK)获摩根大通增持2066.26万股,财华社
10400,2018-09-12,保险业结构调整前景可期,中国经济网
10401,2018-09-11,率先执行IFRS9 中国平安加码长期股权投资,中证报
10402,2018-09-11,"保险行业2018年中报总结:新业务价值改善,投资表现好于预期",爱建证券
10403,2018-09-10,“寿险一哥”再获大摩增持，股价却是一落千丈,搜狐
10404,2018-09-10,法兴：中国平安反复整固 看好可留意平保购15275,腾讯网
10405,2018-09-09,金融：保费增速进入换挡适应期 荐3股,广发证券
10406,2018-09-08,【华创非银】保险行业2018中报综述——价值保持增长，看好估值修复,华创非银
10407,2018-09-07,市场底部阶段拥抱成长股,巨丰财经
10408,2018-09-07,中国平安2018半年报 透露平安科技创新基因,砍柴网
10409,2018-09-06,上市险企 | 产品结构优化，盈利表现亮眼,东方金诚
10410,2018-09-05,寿险：续期拉动增长缓慢 转型效应不断显现,金融界
10411,2018-09-05,政策与资金双推动 智慧城市产业发展前景广阔,前瞻研究院
10412,2018-09-05,智慧城市应发展告别各自为战 多些“智慧”整合,经济日报
10413,2018-09-04,A股上市险企个险观察:营销员数量破400万 人均产能明显下降,中国网
10414,2018-09-04,中国平安与滁州市政府签署协议共同打造“智慧环保”样板城市,金融界
10415,2018-09-04,机构动向：外资减消费加周期 私募在“吃面”,网易
10416,2018-09-03,【聚焦上市险企半年报】　上市险企盈利维持高增长,上海金融报
10417,2018-09-03,金融：资产端表现平稳过渡 荐3股,申万宏源
10418,2018-09-03,【保险股中报综述：保费回暖利润释放，投资收益分化明显】安信非银赵湘怀,湘怀看非银
10419,2018-09-03,金融：新单改善趋势有望延续,国信证券
10420,2018-09-03,北上资金积极加仓 主力资金流出走出底部区域尚待新信号,证券时报网
10421,2018-09-02,深度解析！【国君非银刘欣琦团队】价值增长略超预期，强者恒强格局延续--上市保险公司2018年半年报综述,欣琦看金融
10422,2018-09-02,入摩效应显现！北上资金单月净买入355亿，这个板块最受青睐,e公司
10423,2018-09-02,【申万宏源金融】保险业2018年中报回顾,大金融研究
10424,2018-08-31,【广发非银】深化保障转型，边际改善明显——保险行业2018中报综述,广发非银金融研究
10425,2018-08-31,外资尾盘涌入极其靠谱 快来盯牢这10股,红周刊
10426,2018-08-30,全球股市空头仓位飙升42%！阿里巴巴被大举做空,中金在线
10427,2018-08-30,巨头抢滩布局智慧城市　四大领域存投资机会,通信信息报
10428,2018-08-30,公募风格转向均衡，下半年“性价比为王”,中证报
10429,2018-08-30,上半年险企投资收益率全面下降 新华保险最高达4.8%,证券日报
