,2021-12-31,版权工作“十四五”规划出台，A股多家公司已布局产业链,新浪
2254,2019-05-27,芒果超媒完成近20亿配套融资 中国移动子公司成其第二大股东,中证网
2255,2019-05-27,一线|中国移动16亿元投资芒果超媒 成第二大股东,腾讯网
2256,2019-05-27,中国移动16亿入股芒果超媒，芒果TV迎来运营商股东,Wind
2257,2019-05-27,中国移动子公司成为芒果超媒第二大股东,e公司
2258,2019-05-27,媒体：国家发布职教顶层设计方案 荐7股,广证恒生
2259,2019-05-27,深度|芒果超媒：《姐姐》火爆之后，下一站是“影视剧突破”【国金传媒|杨晓峰团队】,峰阅互联网
2260,2019-05-27,"传媒行业周报:中国网络视听大会将至,关注主流融媒体产业链",国海证券
2261,2019-05-26,媒体：关注优质国企及高景气度行业个股 荐6股,中泰证券
2262,2019-05-22,"文化传媒行业周报:昆仑万维与美政府签协议,限期剥离Grindr",首创证券
2263,2019-05-20,【传媒行业】互联网广告市场普遍承压，持续关注IPTV／OTT市场增长,格隆汇
2264,2019-05-20,芒果超媒（300413）|动态点评：芒果TV启动2019招商会 用户与内容契合,拾珠传媒新消费
2265,2019-05-20,"OTT TV行业专题研究:渗透率仍有提升空间,广告及付费19年均有望保持高增速",东吴证券
2266,2019-05-20,"传媒行业周报:优质内容体验需求是刚需,关注超高清视频产业链",国海证券
2267,2019-05-20,"传媒行业周观点19期:营销行业以MarTech为方向,正加速迭代",安信证券
2268,2019-05-18,【中信建投金融工程】即将到来的6月指数成分股调整会带来哪些投资机会？,鲁明量化全视角
2269,2019-05-16,[路演]芒果超媒：将结合芒果生态着力开发IP电商,全景网
2270,2019-05-16,"传媒行业周观点18期:未来已来,当下过渡阶段的β逻辑已清晰",安信证券
2271,2019-05-14,MSCI：纳入的26只中国A股股票中，有18只来自创业板,Wind
2272,2019-05-13,"传媒行业18年年报&19Q1季报综述:业绩触底,轻装上阵",东北证券
2273,2019-05-10,【新时代传媒】芒果超媒（300413.SZ）：核心主业芒果tv营收增八成，会员和广告业务有望持续靓丽,关爱传媒成长小分队
2274,2019-05-09,『早安，新时代！』晨会早读2019/5/9: 今日关注芒果超媒、元隆雅图,新时代证券研究
2275,2019-05-09,【新时代传媒 胡皓团队】芒果超媒：核心主业芒果tv营收增八成，会员和广告业务有望持续靓丽,新时代证券研究
2276,2019-05-08,芒果超媒：广告和会员业务保持高速增长,国金证券
2277,2019-05-08,芒果超媒：芒果TV发展势头良好 目标价48.55元,证券时报网
2278,2019-05-08,"芒果超媒2018年年报及2019年一季度财报点评:业绩表现靓丽,视频会员数保持高速增长",国信证券
2279,2019-05-06,我们分析了32份年报，发现万达、华谊们现金流“大失血”,虎嗅网
2280,2019-05-05,芒果超媒去年营收97亿元 同比增长17% 董事长张华立未在公司领取报酬,挖贝网
2281,2019-04-30,芒果超媒(300413.SZ)一季度净利升23.99%至4.18亿元,格隆汇
2282,2019-04-30,【中信证券传媒】芒果超媒（300413）2018年年报及2019年一季报点评：原创内容优势稳固，平台规模效应不断加强,传媒漫谈
2283,2019-04-29,芒果超媒：公司2018年度计提资产减值准备共计1.04亿元 资产异常,Wind
2284,2019-04-29,芒果超媒：2018年净利润同比增21.03%,Wind
2285,2019-04-29,芒果超媒：一季度净利润同比增23.99%,Wind
2286,2019-04-25,【中泰传媒】公募基金2019Q1传媒持仓跟踪：持仓占比历史最低，推荐营销、游戏板块及细分行业龙头,传媒产业大视点
2287,2019-04-24,媒体：持仓占比历史最低 荐5股,中泰证券
2288,2019-04-22,刚上市不到两年，朗新科技就欲实施两宗高溢价并购,大众证券报
2289,2019-04-22,传媒行业周观点15期:关注二季度电影票房的环比改善,安信证券
2290,2019-04-11,券商评级:三大股指全线下挫 九股迎掘金良机,证券之星
2291,2019-04-10,【国信传媒】传媒行业4月投资策略：业绩密集披露，持续推荐高成长标的及广电行业,观媒万象
2292,2019-04-10,媒体：持续推荐高成长标的及广电行业 荐3股,国信证券
2293,2019-04-10,芒果超媒：湖南芒果财富与芒果超媒及湖南广电没有关联,Wind
2294,2019-04-10,芒果超媒：湖南芒果财富与芒果超媒及湖南广电没有关联,e公司
2295,2019-04-09,芒果超媒：预计一季度净利润同比增长3.83%-24.60%,Wind
2296,2019-04-09,芒果超媒股价大涨5.05%,中金在线
2297,2019-04-03,社保基金拟减持至多2%交通银行股份，还重仓持有这些公司,Wind
2298,2019-04-01,快乐购：缔造内容+平台全产业链 买入评级,和讯
2299,2019-03-20,网络视频竞争加剧 广电系阵营异军突起,证券时报
2300,2019-03-19,"【传媒行业】专题报告：AI营销-从“影谱科技“看“广告植入“,内容营销迎来风口",格隆汇
2301,2019-03-14,震荡洗盘沪指坚守3000点 612只连涨股隐现主力调仓路线图,证券日报
2302,2019-03-12,芒果超媒业绩快报点评:媒体零售亏损拖累业绩不改芒果tv高速发展势头 亏损,正点财经
2303,2019-03-12,"传媒行业周报:风险偏好上行,游戏板块有望迎来补涨,继续重视内容风控",申万宏源
2304,2019-03-11,"芒果超媒:快报净利润位于预告下沿,核心业务高增长",广发证券
2305,2019-03-08,深度|芒果超媒：怎么看估值空间？不只是芒果TV，还有湖南卫视网端变现【长城传媒*杨晓峰团队】,峰阅互联网
2306,2019-03-07,"传媒行业周报:持续看好传媒板块估值修复,关注《完美世界手游》上线",正点财经
2307,2019-03-06,"文化传媒行业周报:2月国内电影票房破110亿,创全球单月纪录",首创证券
2308,2019-03-05,快乐购：18年底芒果TV会员达1075万 推荐评级,和讯
2309,2019-03-04,芒果超媒今日大宗交易成交20万股，成交价37.58元折价10.1%,Wind资讯
2310,2019-03-04,芒果TV高速增长，广告会员双双发力：芒果超媒2018年业绩概览,微信
2311,2019-03-02,MSCI扩容27只创业板股 三维度掘金潜力牛股,证券日报
2312,2019-03-01,传媒互联网行业评论周报:关注内容监管趋严的大趋势背后的小趋势,正点财经
2313,2019-03-01,"芒果超媒:快乐阳光维持先发优势,广告业务逆势增长",东北证券
2314,2019-02-28,芒果超媒2018年净利润8.93亿元 股本增加至9.9亿元,挖贝网
2315,2019-02-28,芒果超媒业绩快报：2018年净利润8.93亿元 同比增24.95%,e公司
2316,2019-02-28,传媒行业深度报告:从Spotify看音乐流媒体与音频融合发展趋势,国海证券
2317,2019-02-27,芒果超媒：2018年净利润同比增24.95%（快报）,Wind
2318,2019-02-26,媒体：继续坚守政策受益主线 荐6股,和讯
2319,2019-02-24,媒体：推荐细分板块龙头 荐6股,中泰证券
2320,2019-02-14,"传媒行业18Q4传媒板块基金持仓点评:整体配置比例降低,但互联网等相关板块环比改善",正点财经
2321,2019-02-14,"传媒互联网行业周报(含全球互联网&教育):2019年春节档票房增长0.2%,关注业绩增长确定龙头",申万宏源
2322,2019-02-14,"文化传媒行业周报:市场情绪转暖,继续建议关注优质白马",渤海证券
2323,2019-02-13,14日机构强推买入 六股成摇钱树,证券之星
2324,2019-02-13,30股获券商买入评级 天能重工目标涨幅达68.99%,Wind
2325,2019-02-11,五大券商周二看好6板块34股,中财网
2326,2019-02-02,"传播与文化行业公募基金2018Q4传媒持仓分析:基金降低传媒持仓规模,加仓出版、游戏等细分板块",光大证券
2327,2019-01-31,"文化传媒行业周报:行业商誉减值风险开始释放,关注优质白马",渤海证券
2328,2019-01-30,媒体：持有传媒个股的数量明显提升,和讯
2329,2019-01-29,权益仓位普降，地产行业占比显著提升——2018年公募基金四季报分析,鲁明量化全视角
2330,2019-01-29,"文化传媒行业周报:总局加速游戏审批,腾讯网易终获版号",首创证券
2331,2019-01-28,"传媒互联网行业周报(含全球互联网&教育):游戏版号审批进度超预期,利好板块估值修复",申万宏源
2332,2019-01-27,【华泰传媒许娟周观点】业绩预告将进入密集披露期，细心甄选个股,华泰传媒许娟团队
2333,2019-01-27,【华泰传媒许娟团队】公募基金18Q4持仓分析：传媒持仓稳中有升，细分板块分化显著,华泰传媒许娟团队
2334,2019-01-25,媒体：传媒业18Q4基金持仓分析,和讯
2335,2019-01-24,"文化传媒行业周报:影视业纳税自查阶段性结束,继续看好春节档行情",渤海证券
2336,2019-01-23,"商贸零售行业:天虹推出第二期股票增持计划,苏宁增强产业投资布局",安信证券
2337,2019-01-21,"影视传媒行业周报:《大黄蜂》口碑回归,优酷关闭前台播放量",西南证券
2338,2019-01-18,媒体行业:“优爱腾芒”内容团队的比较思考,正点财经
2339,2019-01-18,"文化传媒行业周报:版块投资情绪回升,关注春节档行情和低估值优质标的",正点财经
2340,2019-01-18,"文化传媒行业周报:影视板块表现活跃,继续看好春节档行情",渤海证券
2341,2019-01-16,【策略笔记】政策频稳预期，“新年躁动”潜力不减,东北研究所策略研究
2342,2019-01-16,"传媒互联网行业评论周报:监管趋严常态化下,继续优选精品内容公司",证券之星
2343,2019-01-15,"新时代传媒周报:市场流动性和情绪持续改善,传媒板块相对收益显著",证券之星
2344,2019-01-15,"传媒互联网周报(含全球互联网&教育):第二批游戏版号发布,手游板块持续底部反弹",申万宏源
2345,2019-01-14,传媒行业周报:图书零售市场894亿超电影市场年度吃鸡游戏收入领跑,国海证券
2346,2019-01-10,37股获券商买入评级 新泉股份目标涨幅达77.51%,Wind
2347,2019-01-10,传播与文化行业研究:视频龙头即将进入“过亿会员”后时代展望,证券之星
2348,2019-01-09,券商评级:三大股指冲高回落 九股迎掘金良机,证券之星
2349,2019-01-09,"传媒互联网周报(含全球互联网&教育):游戏板块继续强势表现,重视传媒板块相对收益",申万宏源
2350,2019-01-09,"芒果超媒:由中外视频逻辑差异看芒果的内在价值,芒果如何走出自己的曲线",东北证券
2351,2019-01-08,"文化传媒行业周报:2018票房610亿收官,国产电影贡献明显增长",首创证券
2352,2019-01-07,"传媒行业研究周报:短期流动性改善,行业具有超配价值;长期坚持基本面为王,精选龙头个股",证券之星
2353,2019-01-04,"文化传媒行业周报:跨年表现相对低迷,继续关注电影和院线领域",渤海证券
2354,2019-01-03,芒果超媒两宗违法遭处罚：欺骗投保人 违规记载收支 其他违规处罚,中国经济网
2355,2018-12-26,"传媒行业2019年投资策略:不破不立,边际向好",正点财经
2356,2018-12-26,"传媒行业:国务院发文支持文化企业发展,坚定看好传媒板块触底反弹",正点财经
2357,2018-12-25,【传媒】周报：从影视到游戏、体育，继续紧跟政策引导方向,中银国际证券研究
2358,2018-12-25,"文化传媒行业周报:行业改革持续推进,关注板块三季度业绩",正点财经
2359,2018-12-25,"传媒行业2018年三季报前瞻暨十月投资策略:三季报业绩预告波澜不惊,行业估值处于历史低位",正点财经
2360,2018-12-20,"文化传媒行业周报:行情表现低迷,关注贺岁档",渤海证券
2361,2018-12-20,"文化传媒行业周报:贺岁档及元旦档大片云集,关注行业优质龙头",中航证券
2362,2018-12-19,"零售行业周报第269期:行业数据短期压力大,业绩真空期",光大证券
2363,2018-12-18,传媒互联网日报||北京文化拟购深定格文化股权；优酷出台网络电影分账新规 【广发传媒 I 旷实团队】,实话传媒
2364,2018-12-18,芒果超媒：将向芒果V基金捐款2000万元,e公司
2365,2018-12-18,"传媒互联网周报(含全球互联网&教育):电影局发文标志文化传媒政策环境持续改善,推荐游戏及出版板块",申万宏源
2366,2018-12-17,"传媒互联网行业评论周报:监管政策陆续出台,紧跟政策走向,把握确定性机会",中证网
2367,2018-12-14,"2019年传媒行业投资策略行业投资策略:业绩和估值黄金交叉,关注传媒结构行情和性价比,继续推荐版权",证券之星
2368,2018-12-11,"影视传媒行业周报:《海王》票房口碑双收,网游道德委员会成立",西南证券
2369,2018-12-11,"文化传播行业周报:腾讯音乐IPO在即,数字音乐迎产业大发展",首创证券
2370,2018-12-10,"零售行业周报第268期:行业短期波澜不惊,关注事件驱动因素",光大证券
2371,2018-12-09,商业零售：永辉调整组织架构 关注成长逻辑清晰的龙头企业,中泰证券
2372,2018-12-07,芒果TV蔡怀军：审慎而放肆地向前奔跑,南方人物周刊
2373,2018-12-03,沪深300等指数17日起调整样本股,中证协
2374,2018-11-30,蔡怀军谈芒果超媒:四方面升级 开放姿态迎接社会资本,新浪
2375,2018-11-28,中消协：网上购物类App爱抢购、搜了、快乐购、名创优品、喜购被评价为一星,中国经济网
2376,2018-11-19,【传媒-焦娟】基金三季报传媒持仓分析：传媒已低配，持股更集中,安信证券研究
2377,2018-11-18,媒体：传媒已低配 持股更集中,安信证券
2378,2018-10-30,西南证券：上调芒果超媒评级至买入,Wind
2379,2018-10-30,芒果超媒三季报净利增37% 全媒体产业链协同打造IP生态化,号外财经网
2380,2018-10-29,"芒果超媒三季报点评:营收利润双增,付费用户819万夯实融媒体龙头",国海证券
2381,2018-10-22,芒果超媒：OTT业务市场空间无可限量,Wind
2382,2018-10-15,今日股市牛熊股盘点：上周遭遇五连跌 云南城投无量涨停,山东神光
2383,2018-10-12,芒果超媒：暂缓实施非公开发行股份募集配套资金事宜，10月15日复牌,Wind
2384,2018-10-04,国庆档票房表现强劲，增长态势有望延续到1Q20【申万互联网传媒】,微信
2385,2018-10-04,聚焦国庆档及三季报绩优股【申万互联网传媒】,微信
2386,2018-09-18,"芒果超媒2018年中报点评:业绩符合预期,期待生态潜力持续释放",正点财经
2387,2018-09-11,拥有核心资产，抓住版权投资的黄金时代—美国版权200年发展启示录—新时代传媒版权系列深度报告之二,关爱传媒成长小分队
2388,2018-09-11,【新时代传媒 胡皓团队】拥有核心资产，抓住版权投资的黄金时代——美国版权200年发展启示录,新时代证券研究
2389,2018-09-03,快乐购：芒果TV品牌独特升级 增持评级,西南证券
2390,2018-09-01,快乐购：全媒体整合顺利推进 买入评级,中银国际
2391,2018-08-30,延禧攻略联合出品方芒果超媒上半年净利增近一倍,Wind
2392,2018-08-29,芒果超媒：上半年净利润同比增92.47%,Wind
2393,2018-08-28,[中性评级]传媒互联网行业周报(含全球互联网&教育)：行业基本面有望回升 持续关注流量整合及内容付费主线,中财网
2394,2018-08-27,[增持评级]芒果超媒(300413)深度研究：中国领先的内容加平台标的,中财网
2395,2018-08-20,[中性评级]传媒互联网行业周报：情绪影响下板块回调 持续关注流量整合及内容付费主线,中财网
2396,2018-08-13,媒体：三大视频网站联合六大制作公司声明抵制行业乱象 荐10股,申万宏源
2397,2018-08-13,[推荐评级]传媒行业周报：影视公司纷纷响应明星片酬限价 继续看好龙头公司长期价值,中财网
2398,2018-08-10,2018年8月10日新闻发布会,深交所
2399,2018-08-08,[中性评级]传媒互联网行业2018年下半年投资策略：坚定看好2大独角兽赛道：内容付费与头部流量,中财网
2400,2018-08-08,媒体：内容付费与头部流量 荐10股,申万宏源
2401,2018-08-03,乡村消费增长强劲四股受益,中财网
2402,2018-08-01,快乐购更名芒果超媒 打造芒果媒体生态,中证网
2403,2018-08-01,快乐购：明日起更名为“芒果超媒”,e公司
2404,2018-07-31,[超配评级]2018年传媒行业中期策略：关注影院供求改善 聚焦用户付费和生活圈广告,中财网
2405,2018-07-31,浙商证券传媒行业周报,浙商证券
2406,2018-07-30,[推荐评级]传媒行业周报：《西虹市首富》助力暑假档 迪士尼收购21世纪福克斯有望落地,中财网
2407,2018-07-30,多家机构评级买入 基金增持股（7月30日）,巨丰财经
2408,2018-07-30,[推荐评级]新时代传媒行业周报：关注半年报超预期表现标的 持续看好版权行业成长空间,中财网
2409,2018-07-30,[推荐评级]传媒行业周报：《西虹市首富》票房喜人 看好龙头公司长期价值,中财网
2410,2018-07-29,[领先大市-A评级]传媒行业周观点：基金传媒持仓由Q1标配略提升至Q2略超配 持股更集中,中财网
2411,2018-07-29,基金中报完毕 那些增仓超过10亿元的票,巨丰财经
2412,2018-07-26,六成传媒公司中期业绩向好机构称价值投资布局机会显现,顶尖财经网
2413,2018-07-25,7月25日午间行业热点聚焦,中证网
2414,2018-07-25,[增持评级]联讯传媒周报：在估值底部结合中报遴选质优股,中财网
2415,2018-07-25,"传媒行业基金二季报传媒持仓分析:由Q1标配略提升至Q2略超配,持股更集中",安信证券
2416,2018-07-24,[买入评级]互联网传媒行业周报：暑期档持续火热 优质标的回归合理估值迎来长期布局机会 华谊本周热点不断,中财网
2417,2018-07-24,[推荐评级]传媒行业周报：阿里再筑流量高地 看好龙头公司长期价值,中财网
2418,2018-07-23,快乐购 (300413) 18H1超预期，步入“芒果超媒”时代 | 方正传媒杨仁文,杨仁文研究笔记
2419,2018-07-23,[增持评级]华泰证券传媒行业周报(第二十九周),中财网
2420,2018-07-23,[推荐评级]传媒行业周报：《幻乐之城》综艺绚丽开播 融媒体下的新物种,中财网
2421,2018-07-22,[领先大市-A评级]传媒行业周观点：继续推荐精选中长线发展逻辑清晰的个股,中财网
2422,2018-07-20,[看好评级]传媒互联网&教育2018半年报业绩前瞻：18H1板块业绩预计同比增5% 坚定看好内容付费、头部流量平台,中财网
2423,2018-07-18,类借壳样本勾勒监管趋势：瑕疵资产碰撞最严追问,21世纪经济报道
2424,2018-07-17,[同步大市-B评级]传媒行业周报：影视行业税收征管加强 供给侧改革龙头受益,中财网
2425,2018-07-17,[推荐评级]传媒行业周报：板块整体业绩依然低迷 坚守业绩确定性的白马龙头,中财网
2426,2018-07-17,[中性评级]深度*行业*传媒互联网行业评论周报：快乐购完成资产注入 关注板块中报业绩影响,中财网
2427,2018-07-16,[推荐评级]传媒行业周报：电影热度不减迎来深圳书博会 阅读正当时,中财网
2428,2018-07-16,[领先大市-A评级]传媒行业周观点：芒果TV作为互联网视频媒体 核心在于以内容创新刻画出辨识度,中财网
2429,2018-07-13,[增持评级]快乐购(300413)：稀缺的全互联网视频龙头新征程正式开启,中财网
2430,2018-07-12,12点聊电商：看好快消餐饮场景 小麦铺X-Case业务将登场,亿邦动力
2431,2018-07-12,快乐购(300413)：18H1超预期 步入“芒果超媒”时代,中财网
2432,2018-07-12,快乐购变身“芒果超媒” 背靠湖南广电全面转型,经济网
2433,2018-07-12,【民生传媒|芒果超媒】年报及一季报点评：内容生态快速扩充，会员业务高增为全年最大亮点,MS互联网传媒
2434,2018-07-12,快乐购拟更名芒果超媒：115亿资产注入，上半年净利约5亿,澎湃新闻
2435,2018-07-11,快乐购更名为“芒果超媒” 转型国有新型主流媒体集团,证券日报
2436,2018-07-11,快乐购更名为“芒果超媒” 湖南广电开启资本新路,21世纪经济报道
2437,2018-07-11,快乐购拟更名为“芒果超媒”上半年净利约5.9亿元,金融界
2438,2018-07-11,快乐购更名为“芒果超媒” 开启资本市场新征程,中证网
2439,2018-07-11,快乐购更名为“芒果超媒” 打造一体共生的芒果生态,证券时报
2440,2018-07-11,快乐购：拟更名为“芒果超媒” 上半年净利预增49.09%-77.70%,e公司
2441,2018-07-10,[买入评级]互联网传媒行业周报：优质国产电影掀暑期档观影热潮;互联网龙头CDR回归脚步放慢 主题性投资机会值得关注,中财网
2442,2018-07-10,[中性评级]深度*行业*传媒互联网行业评论周报：腾讯音乐筹备美股上市 关注游戏衍生产业链,中财网
2443,2018-07-10,[推荐评级]传媒行业上市公司2018年中报前瞻：文娱迎暑期旺季 重点关注电影、视频板块,中财网
2444,2018-07-04,由快乐购澄清公告谈谈现金流那些事,新浪
2445,2018-07-03,[推荐评级]传媒行业周报：音视频助推三好内容价值提升 电影综艺有望共热,中财网
2446,2018-07-03,[买入评级]互联网传媒行业周报：重点关注中报预披露及暑期档行情 互联网板块海外上市进程加速迎长期布局机遇,中财网
2447,2018-07-03,传媒行业周观点26期:精选中长线发展逻辑清晰的个股,正点财经
2448,2018-07-03,[推荐评级]传媒行业周报：本周TMT回暖显著 积极关注错杀龙头股,中财网
2449,2018-07-03,[中性评级]传媒互联网行业周报(含全球互联网&教育)：传媒板块估计接近13年底部 继续推荐内容付费及头部流量主线,中财网
2450,2018-07-02,"传媒行业2018半年度策略:轻装上阵成长性预期改善,关注版权付费与教育",中证网
2451,2018-07-02,[领先大市-A评级]传媒行业周报：精选中长线发展逻辑清晰的个股,中财网
2452,2018-07-02,[推荐评级]新时代传媒行业周报：传媒板块企稳回暖 中长期布局时机到来,中财网
2453,2018-06-29,[中性评级]深度*行业*传媒互联网2018年中期策略：把握个股安全边际 透视行业变革新趋势,中财网
2454,2018-06-29,[买入评级]传媒行业中期策略：估值体系重构 “平台型”公司策略得到持续验证和强化,中财网
2455,2018-06-28,[看好评级]文化传媒行业周报：快乐购重组获批 芒果TV登陆A股,中财网
2456,2018-06-27,[买入评级]互联网传媒行业周报：中报期布局绩优低估值标的 国产优质影片密集上映关注相关投资机会,中财网
2457,2018-06-27,天娱传媒曲线上市获批 影视资产闯关仍难,21世纪经济报道
2458,2018-06-26,[推荐评级]传媒行业周报：调整下看优质公司 期待中报行情,中财网
2459,2018-06-25,[买入评级]快乐购(300413)重大事项点评：收购获得批文 新起点 新航程,中财网
2460,2018-06-25,“爱优腾”还在亏损 芒果TV凭啥去年赚4.89亿？,新浪
2461,2018-06-23,快乐购整合芒果TV终落定，湖南默多克吕焕斌的圈地运动大戏开启,环球老虎财经
2462,2018-06-22,A股首家国有控股视频平台来了 快乐购收购芒果TV获批,经济观察网
2463,2018-06-22,22日公告透露利好 16只个股有望爆发,中证网
2464,2018-06-22,巨丰早参：增持潮涌动 逾百家A股公司紧急“护盘”,巨丰财经
2465,2018-06-21,芒果TV借壳成功！将成A股首家国有控股视频平台,21经济网
2466,2018-06-21,芒果TV等作价115亿注入快乐购,凤凰网
2467,2018-06-21,快乐购：重大资产重组正式获批，芒果TV等作价115亿注入,Wind
2468,2018-06-21,快乐购重大重组获批芒果TV百亿打包登陆A股,e公司
2469,2018-06-21,快乐购重大资产重组正式获批:芒果TV等作价115亿注入,新浪
2470,2018-06-21,快乐购发行股份购买资产等事项获证监会核准批复,金融界
2471,2018-06-21,湖南广电旗下资产打包注入快乐购获批 芒果TV成A股首家国有控股视频平台,证券日报
2472,2018-06-20,"传媒互联网行业评论周报:完美世界将建立steam中国,推荐配置低估值行业龙头",证券之星
2473,2018-06-13,[中性评级]互联网传媒行业动态周报：短期事件压制板块情绪 错杀中把握龙头布局机会;关注互联网龙头回归&世界杯&暑期档行情,中财网
2474,2018-06-12,[中性评级]深度*行业*传媒互联网行业评论周报：短视频竞争加剧 关注世界杯概念的短期影响,中财网
2475,2018-06-12,[推荐评级]传媒行业周报：板块受情绪压制 逢低布局优质龙头公司,中财网
2476,2018-06-12,早安！方正最新观点20180612,方正证券研究
2477,2018-06-11,关于核准快乐购物股份有限公司向芒果传媒有限公司等发行股份购买资产并募集配套资金的批复,证监会
2478,2018-06-11,[推荐评级]快乐购(300413)：整合芒果系资产 传承内容基因 “新内容×新平台”迸发新活力,中财网
2479,2018-06-10,[领先大市-A评级]传媒行业周报：板块整体承压 关注低估值优质个股,中财网
2480,2018-06-08,“入摩”五日海内外机构调研忙，88家公司最受宠,证券日报
2481,2018-06-07,直播领域中概股受追捧 四股有望借势腾飞,证券时报
2482,2018-06-06,"传播与文化行业研究:娱乐明星“阴阳合同”事件,心理影响大于对企业经营的实际影响",国金证券股份有限公司
2483,2018-06-04,[同步大势评级]2018年传媒行业中期策略：把握优质龙头 静待价值回归,中财网
2484,2018-05-31,新零售板块午后持续发力,Wind
2485,2018-05-29,唱吧A股上市进入倒计时,中金在线
2486,2018-05-28,[推荐评级]传媒行业周报：传媒板块估值持续回调 关注知识产权版块龙头公司,中财网
2487,2018-05-28,唱吧进入上市倒计时 何炅谢娜汪涵潜伏在股东名单中,新浪
2488,2018-05-28,[推荐评级]传媒行业周报：康卡斯特与迪士尼竞争福克斯 流媒体价值凸显,中财网
2489,2018-05-23,欢乐购豪购五公司股权 湖南台打造完整产业链,21世纪经济报道
2490,2018-05-16,传媒行业：微信小游戏的商业化开启休闲游戏的新时代,金融界
2491,2018-05-14,[增持评级]零售行业周报：“入摩”带来交易性机会 权重股受益,中财网
2492,2018-05-11,[推荐评级]付费主题深度研究2：视频付费大风起 媒体之王之路可期,中财网
2493,2018-05-11,[增持评级]文化传媒行业供给侧改革专题,中财网
2494,2018-05-10,[领先大市-A评级]传媒行业深度分析：视频平台：三分天下的格局并非铁板一块,中财网
2495,2018-05-10,快乐购(300413)公司研究报告：收购芒果系优质资产 构建新媒体泛娱乐生态,中财网
2496,2018-05-10,快乐购重组方案获批 发力在线视频全产业链业务,大众证券报
2497,2018-05-10,电视购物遇发展瓶颈 精选模式能否破局？,21世纪经济报道
2498,2018-05-09,[增持评级]传媒行业周报：对板块积极乐观 首推平台型和版权类公司,中财网
2499,2018-05-09,[增持评级]零售行业周报：可选热卖 淡季不淡,中财网
2500,2018-05-09,[推荐评级]传媒上市公司2017年报及2018一季报小结：传媒板块整体低增速 龙头增速显著高于平均,中财网
2501,2018-05-08,A股共发生57宗大宗交易成交22.05亿元（5月8日）,Wind
2502,2018-05-08,快乐购今日大宗交易成交5.50万股，成交价39.85元折价0.0%,Wind资讯
2503,2018-05-08,[增持评级]传媒行业2017年年报及2018一季报综述：板块分化 关注行业拓展空间可观的龙头个股,中财网
2504,2018-05-08,新零售板块集体异动，新华都直线封涨停,Wind
2505,2018-05-08,芒果TV拟注入快乐购重组两年曲线登陆A股,顶尖财经网
2506,2018-05-07,[推荐评级]传媒行业周报：年报及一季报回顾 传媒板块利润整体低增速 白马龙头增速显著高于板块平均,中财网
2507,2018-05-06,晚间重要公告2018年5月6日星期日,--
2508,2018-05-06,快乐购：反垄断局停止审查,e公司
2509,2018-05-06,快乐购：收到国家市场监督管理总局反垄断局《不实施进一步审查决定书》,Wind
2510,2018-05-04,快乐购重大资产重组获批 芒果TV曲线登陆A股,新快报
2511,2018-05-03,芒果TV即将注入快乐购，迎来A股上市,和讯
2512,2018-05-02,芒果TV借道快乐购上市 湖南“默多克”怒展资本雄心,新浪
2513,2018-04-30,久违的放闸：快乐购、江苏有线并购获通过，文娱产业国进民退？,砍柴网
2514,2018-04-29,快乐的“大本营”芒果TV要上市了，1年还净赚4.89亿,36氪
2515,2018-04-28,洪涛不走了？湖南卫视给出了明确答复,砍柴网
2516,2018-04-28,快乐购百亿并购迷雾重重 诸多财务疑点仍有待解答,新浪
2517,2018-04-28,基金经理们的持股单 仓位变化透露哪些玄机？(附股),新浪
2518,2018-04-28,首家盈利网站芒果TV或将成功抢滩A股 3年28.8亿业绩承诺面临巨大压力,每日经济新闻
2519,2018-04-28,优酷、爱奇艺、腾讯烧钱正欢，它却1年净赚4.89亿准备上市了！,云掌财经
2520,2018-04-28,影视资产重大重组多失败，芒果TV为何能“逆风“上市 成2017年至今成功过审的第一例？,每日经济新闻
2521,2018-04-28,重组并购获有条件通过 芒果TV登A股指日可待,大众证券报
2522,2018-04-27,大事件！你熟悉的“快乐大本营”也要上市了,云掌财经
2523,2018-04-27,4月27日A股龙虎榜揭秘，机构抢筹4股,--
2524,2018-04-27,快乐购龙虎榜数据(4月27日),Wind资讯
2525,2018-04-27,机构席位抛售晨鸣纸业蓝焰控股，买入蓝帆医疗,Wind
2526,2018-04-27,115亿收购进入尾声，“快乐大本营”要上市了,搜狐
2527,2018-04-27,芒果TV注入快乐购获证监会有条件通过，去年净利4.98亿,澎湃新闻
2528,2018-04-27,【钛晨报】快乐购重组方案过审，芒果TV即将借壳登陆A股,钛媒体
2529,2018-04-26,115亿过会！芒果TV注入快乐购，第四大视频巨头登录A股！,网易
2530,2018-04-26,快乐购重组有条件获批 快乐阳光等芒果系资产即将上市,北京商报网
2531,2018-04-26,证监会：快乐购等3公司发行股份购买资产获通过,e公司
2532,2018-04-26,快乐购重组有条件获批，芒果TV即将登陆A股,金融界
2533,2018-04-26,证监会：三公司并购重组获通过,Wind
2534,2018-04-26,并购重组委2018年第20次会议审核结果公告,证监会
2535,2018-04-26,芒果TV借道快乐购上市：盈利仍单一，降成本因核算方式,和讯
2536,2018-04-26,芒果TV注入快乐购获通过 正式实现A股上市,搜狐
2537,2018-04-25,快乐购重组案疑云：快乐阳光泛滥关联交易考问财务数据,华夏时报
2538,2018-04-25,快乐购：一季度净利润同比增38.72%,Wind
