,2021-12-31,保龄宝：浙商证券、中兵财富资产管理有限公司等2家机构于12月28日调研我司,证券之星
1492,2020-05-20,上市公司正负面新闻2020年5月20日星期三,Wind
1493,2020-05-20,浙商证券股份有限公司非公开发行Ａ股股票预案,证券时报
1494,2020-05-19,湘财证券定增落地，投向信用与自营，着重强调“自有资金持续投入金融科技”，近年持续扩充资本金,财联社
1495,2020-05-19,券商再融资队伍扩充：浙商证券100亿元定增方案出炉，85亿元拟投向自营和资本中介业务,每日经济新闻
1496,2020-05-19,5月19日A股龙虎榜揭秘，机构抛售17股,Wind
1497,2020-05-19,金融街下午茶2020年5月19日星期二,Wind
1498,2020-05-19,浙商证券：拟定增募资不超100亿元,Wind
1499,2020-05-18,浙江沪杭甬(00576.HK)：浙商证券定增获国资委批复,格隆汇
1500,2020-05-17,券商重磅业务裂变：“黑马”频出，豪门跌落,Wind
1501,2020-05-15,5月15日A股龙虎榜揭秘，机构抢筹10股,Wind
1502,2020-05-15,4月经济数据出炉！规模以上工业增加值同比增3.9%,Wind
1503,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
1504,2020-05-12,"暴涨3900%！""牛市旗手""大爆发：单月狂赚110亿，最大的看点是",全景网
1505,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
1506,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
1507,2020-05-12,券商4月业绩爆发，七成券商营收净利环比双增,第一财经
1508,2020-05-12,刚刚出炉，券商4月业绩大爆发！一哥狂收超30亿，更有净利成倍暴增！,中国基金报
1509,2020-05-11,上市券商4月业绩全部出炉：多数券商净利同比、环比均大增，中信、申万宏源等3家净利超10亿！,每日经济新闻
1510,2020-05-11,5月11日A股龙虎榜揭秘，机构买入9股,Wind
1511,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
1512,2020-05-11,浙江沪杭甬(00576)：浙商证券4月净利增50.53%至1.01亿元,智通财经
1513,2020-05-11,浙江沪杭甬(00576.HK)：浙商证券4月净利润增长50.5%至1亿元,格隆汇
1514,2020-05-11,浙商证券(601878.SH)4月母公司净利润1.01亿元 同比增长50.53%,格隆汇
1515,2020-05-11,浙商证券：母公司4月净利润1.01亿元,格隆汇
1516,2020-05-11,震惊金融圈！彭文生回归中金，黄燕铭或离开国泰君安！,中国基金报
1517,2020-05-08,券商股发力拉升 投行业务望迎发展良机 6股热门,证券时报
1518,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
1519,2020-05-07,5月7日A股龙虎榜揭秘,Wind
1520,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
1521,2020-05-01,券商研究排名出炉！中信证券重回第一，中信建投闯入前三,Wind
1522,2020-04-30,4月30日A股龙虎榜揭秘,Wind
1523,2020-04-30,康平铁科完成精选层挂牌辅导 拟发行3200万股,鲁网
1524,2020-04-30,浙商证券李超点评PMI数据：未来经济企稳的关键在于需求修复,Wind
1525,2020-04-29,浙江沪杭甬(00576-HK)：一季度浙商证券净利润增长16.84%,财华社
1526,2020-04-29,浙商证券：一季度净利润同比增长16.84%,Wind
1527,2020-04-29,数说券商一季报：海通证券、广发证券等5家营收降幅超过20% 盈利能力下降,中国基金报
1528,2020-04-29,券商一季报来了！中信净赚40亿领跑，却有一批业绩大滑坡！ 盈利能力下降,中国基金报
1529,2020-04-28,浙江沪杭甬(03328)：浙商证券一季度归母净利同比增长16.84%至3.19亿元,智通财经
1530,2020-04-28,浙江沪杭甬(00576.HK)：浙商证券一季度净利增长16.84%至3.19亿元,格隆汇
1531,2020-04-28,浙商证券(601878.SH)一季度净利升16.84%至3.19亿元,格隆汇
1532,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
1533,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
1534,2020-04-24,高薪挖角首席 浙商证券发力研究业务,上证报
1535,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
1536,2020-04-23,“潘邱配”变“双邱配”！ 到任才半年，就转投新东家,中国基金报
1537,2020-04-23,【读财报】上市券商一季度业绩抢先看：营收净利润“凉了”，首发承销业务“火了”！,面包财经
1538,2020-04-23,上市券商一季度业绩:营收净利凉了 首发承销业务火了,面包财经
1539,2020-04-23,券商一季度业绩：国泰君安净利跌出前三 海通广发营收排名降 盈利能力下降,面包财经
1540,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
1541,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
1542,2020-04-21,浙商基金2年累亏4000万元 管理规模“腰斩”收入下滑处境艰难 盈利能力下降,GPLP犀牛财经
1543,2020-04-21,浙商证券上市后首次净资本下滑 依赖信用、自营业务拉动利润 经营问题,投资时报
1544,2020-04-21,浙商证券(601878.SH)完成发行19亿元次级债券,格隆汇
1545,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
1546,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
1547,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
1548,2020-04-16,6650亿旧改资金来自哪？专项债倾斜，银行贷款介入,Wind
1549,2020-04-16,房企债务“出口转内销”，境内发债井喷利率创历史新低,Wind
1550,2020-04-15,浙商基金连续两年净利亏损 南华基金多产品规模下滑沦为“迷你基”,搜狐
1551,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
1552,2020-04-15,两年亏损4000万！浙商基金5只主动权益产品今年跌逾5%,投资时报
1553,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
1554,2020-04-14,房企发债“内热外冷”：境内1周逾200亿元，美元债1个月无新增,Wind
1555,2020-04-14,27万亿政策性金融逆周期调节发力，三大行单月发债4864亿创历史新高,21世纪经济报道
1556,2020-04-13,浙商证券(601878.SH)：上交所对非公开发行次级公司债券挂牌转让无异议,格隆汇
1557,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
1558,2020-04-10,浙商证券等拟于近期发行短期融资券,中证网
1559,2020-04-10,中国3月CPI同比涨4.3%，猪肉价格涨116.4%,Wind
1560,2020-04-10,券商业绩坐上过山车！这几家券商优势地位不可动摇,上证报
1561,2020-04-10,券商最新业绩来了！中信稳居第一，海通、中信建投净利跻身前三！,中国基金报
1562,2020-04-09,A股上市券商3月“月考”：龙头强者恒强，三家单月亏损,Wind
1563,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
1564,2020-04-09,浙商证券：母公司3月实现净利润1.18亿元,中证网
1565,2020-04-09,浙商证券母公司3月份净利为1.18亿元,金融界
1566,2020-04-09,浙江沪杭甬(00576-HK)：浙商证券3月净利增长13.88%,财华社
1567,2020-04-09,浙商证券(601878.SH)：3月母公司净利升13.88%至1.18亿元,格隆汇
1568,2020-04-09,浙江沪杭甬(00576.HK)：浙商证券3月母公司净利增长14.6%至1.18亿元,格隆汇
1569,2020-04-09,浙江沪杭甬(00576):浙商证券3月净利同比增长约13.88%至1.18亿元,智通财经
1570,2020-04-07,4月7日A股龙虎榜揭秘，机构最青睐6股,Wind
1571,2020-04-07,万向系接盘烫手！浙商基金成立十年陷亏损泥淖，肖风“廉颇老矣” 投资失误,金融界
1572,2020-04-07,中国债券市场交易备忘（4月7日）,Wind
1573,2020-04-05,中金、中信、国泰君安、华泰等券商董事长来信了，哪篇最能打动你？,首席投顾说
1574,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
1575,2020-04-03,规模下降收入上升，头部券商资管转型见效,Wind
1576,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
1577,2020-04-01,浙商证券(601878.SH)：累计有17万元可转债转换为A股,格隆汇
1578,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
1579,2020-03-29,上市券商年报战绩：14家净利超700亿，拟分红超210亿，头部券商各种“秀肌肉”，来看业务亮点,证券日报
1580,2020-03-29,最猛超17亿，基金巨头赚翻了！这些公司盈利大曝光,中国基金报
1581,2020-03-29,【国君交运】浙江沪杭甬：公路业务逐步企稳，证券业务加速转暖,郑武看交运
1582,2020-03-28,最牛大赚9.43亿！八家券商资管公司盈利曝光,中国基金报
1583,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
1584,2020-03-27,首批八份券商年报勾勒“危与机”：中信自营占鳌头，招商资管规模增近八成,Wind
1585,2020-03-27,首批八份券商年报勾勒“危与机” 中信独揽167亿自营占鳌头 招商资管爬坡规模增近八成,21世纪经济报道
1586,2020-03-26,邱冠华后又入一员，华泰李超加盟浙商任首席经济学家,Wind
1587,2020-03-26,行长带头买股票！21位董监高增持银行股，耗资4000万,券商中国
1588,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
1589,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
1590,2020-03-24,华夏建信净利逾十亿 “爆款”专业户睿远首秀盈利,时代周报
1591,2020-03-24,三券商率先报喜 中信投行最亮眼,时代在线
1592,2020-03-23,基金公司利润榜单来了！华夏12亿，建信10亿、招商8亿，“网红”睿远也不甘落后,21世纪经济报道
1593,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
1594,2020-03-23,浙商证券净利增速低于营收增速 董事长吴承根“二次创业”或将更加艰难,和讯
1595,2020-03-23,洞察·财曝|浙商证券营收增逾五成期货业务贡献近半,和讯
1596,2020-03-23,10家公募2019年盈利曝光，2家净利润超10亿,Wind
1597,2020-03-20,券商月报|国元环同比皆降 浙商证券环比大增同比大跌 连续下跌,新浪
1598,2020-03-20,营收增逾五成期货业务贡献近半，浙商证券年报透露五大发展重点,第一财经
1599,2020-03-20,2020年报风云丨浙商证券信用业务贡献总营业利润83%，优势板块期货业务毛利率创九年新低,21世纪经济报道
1600,2020-03-20,3家上市券商年报出炉！中信净利逾120亿，国信净利增逾四成,中证报
1601,2020-03-19,浙商证券2020年业务布局路线图：持续深化“二次创业” 不断接近“第一梯队”,证券日报
1602,2020-03-19,暴增32倍！陈光明旗下睿远基金又火，去年净赚6000万,中国基金报
1603,2020-03-19,浙江沪杭甬：A股子公司浙商证券2019年营收增53%,资本邦
1604,2020-03-18,浙商证券2019年净利润9.68亿元 自营投资业务收入同比大增,北京商报
1605,2020-03-18,浙江沪杭甬(00576)：附属浙商证券2019年净利同比增31.29%至9.68亿元,智通财经
1606,2020-03-18,浙商证券2019年净利同比增长31% 拟10派0.9元,金融界
1607,2020-03-18,浙江沪杭甬(00576.HK)：浙商证券年度净利升31.29%至9.68亿元,格隆汇
1608,2020-03-18,浙商证券：2019年净利润9.67亿元，同比增长31.29%,Wind
1609,2020-03-18,浙商证券：2019年净利9.68亿元 同比增31%,e公司
1610,2020-03-18,浙商证券(601878.SH)：2020年拟安排各类金融资产投资规模最大上限为453.6亿元,格隆汇
1611,2020-03-18,浙商证券：2019年净利润同比增长31.29%,Wind
1612,2020-03-18,浙商证券(601878.SH)2019年度净利润升31.29%至9.68亿元拟10派0.9元,格隆汇
1613,2020-03-18,浙商证券：“16房信01”等3只债券担保人持有股份被冻结 资产查封,Wind
1614,2020-03-16,【非银】资本市场对外开放提速，看好券商板块未来发展——非银金融行业周报——看好（联系人：张继袖、王磊）,渤海证券研究
1615,2020-03-14,券商股上市连板创纪录，中银证券连续13个涨停,Wind
1616,2020-03-12,浙商证券(601878.SH)完成发行18亿元短期融资券,格隆汇
1617,2020-03-10,浙江沪杭甬(00576.HK)：浙商证券获准新设上海证券自营分公司,格隆汇
1618,2020-03-10,浙商证券(601878.SH)获准新设上海证券自营分公司,格隆汇
1619,2020-03-09,A股融资融券日报：两融余额减少50.71亿元（3月6日）,Wind
1620,2020-03-07,2月券商IPO保荐收入逾10亿，投行业务全年料先抑后扬,Wind
1621,2020-03-06,浙江沪杭甬(00576-HK)：浙商证券2月份净润约1.05亿元人民币,财华社
1622,2020-03-06,浙江沪杭甬(00576)2月份浙商证券净利润1.05亿元 同比增长1.9倍,智通财经
1623,2020-03-06,浙江沪杭甬(00576.HK)：浙商证券2月母公司净利升191.87%至1.05亿元,格隆汇
1624,2020-03-06,浙商证券：2月母公司实现净利1.05亿元,中证网
1625,2020-03-06,浙商证券：2月份净利润1.05亿元,金融界
1626,2020-03-06,浙商证券(601878.SH)：2月母公司净利润1.05亿元同比增191.87%,格隆汇
1627,2020-03-06,融资客青睐6股，川投能源买入占比高达39.64%,Wind
1628,2020-03-05,暴涨1.2万亿！A股放量上攻，中央频频点名，几十万亿大蛋糕来了,中国基金报
1629,2020-03-05,浙商证券：控股股东上三高速累计出售所持浙商转债350万张,Wind
1630,2020-03-05,券商股午后继续冲高，浙商证券新晋涨停,Wind
1631,2020-03-05,券商股再度拉升,Wind
1632,2020-02-28,证券板块小幅跳水,Wind
1633,2020-02-26,第37家上市券商今日登陆A股，21家券商“打中”中银证券5.99万股,Wind
1634,2020-02-21,浙商证券：2020年度第一期短融券发行完毕 发行额15亿元,中证网
1635,2020-02-21,浙商证券(601878.SH)完成发行15亿元短期融资券,格隆汇
1636,2020-02-21,浙商证券(601878.SH)获核准撤销新昌江滨西路证券营业部,格隆汇
1637,2020-02-21,浙商证券：获准撤销新昌江滨西路证券营业部,Wind
1638,2020-02-21,牛市味道？券商股再领涨，“聪明资金”已低位扫货,券商中国
1639,2020-02-19,浙大网新18亿收购标的连食言3年业绩 浙商证券助挖坑,中国经济网
1640,2020-02-13,浙商证券携手浙江百家上市公司共同发起科学复工倡议,中证网
1641,2020-02-13,A股复工进行时丨浙商证券携手浙江百家上市公司发出倡议：厂自为战，科学复工！,21世纪经济报道
1642,2020-02-12,浙江沪杭甬(00576-HK)：浙商证券1月份净润约6090.89万元人民币,财华社
1643,2020-02-12,浙江沪杭甬(00576)：浙商证券1月净利润6091万元 同比增长1.3倍,智通财经
1644,2020-02-12,浙江沪杭甬(00576.HK)：浙商证券1月净利润增长132%至6091万元,格隆汇
1645,2020-02-12,浙商证券：母公司1月实现净利0.61亿元,中证网
1646,2020-02-12,浙商证券：母公司1月份净利润6091万元,e公司
1647,2020-02-12,浙商证券：1月母公司净利润6090.89万元 同比增长132.11%,格隆汇
1648,2020-02-07,又一家“保险系公募” 浙商基金挣扎亏损泥潭,投资时报
1649,2020-02-03,捐款800万元 浙商证券驰援疫情在行动,证券日报
1650,2020-02-02,浙江沪杭甬(00576-HK)：浙商证券2019年净利润9.7亿人民币,财华社
1651,2020-02-01,又拿下浙商基金！你知道“万向系”金融有多庞大吗？,和讯
1652,2020-01-22,公司喜获2019年度上海证券交易所“资产证券化业务优秀参与机构”奖,搜狐
1653,2020-01-20,浙商证券业绩快报：2019年营收增53.43%，净利增32.27%,证券时报网
1654,2020-01-20,盘后11公司发业绩快报-更新中,中财网
1655,2020-01-20,浙江沪杭甬(00576)：附属浙商证券2019年净利同比增长35.1%至9.74亿元,智通财经
1656,2020-01-20,浙商证券：2019年实现营业收入56.69亿元 同比增长53.43%,中证网
1657,2020-01-20,浙江沪杭甬(00576.HK)：浙商证券2019年净利润升35.1%至9.75亿元,格隆汇
1658,2020-01-20,浙商证券业绩快报：2019年净利同比增32%,e公司
1659,2020-01-20,浙商证券：2019年净利润同比增32.27%（业绩快报）,Wind
1660,2020-01-20,浙商证券(601878.SH)发布业绩快报 2019年度净利润升32.27%至9.75亿元,格隆汇
1661,2020-01-10,浙商证券母公司上月实现净利6730万元,上证报
1662,2020-01-10,浙江沪杭甬(00576-HK)：浙商证券12月份净利润约6729.53万元人民币,财华社
1663,2020-01-10,国君十年老将“转会”浙商证券，刚拿下新财富白金分析师,中国基金报
1664,2020-01-10,浙江沪杭甬(00576)：浙商证券12月净利同比增194.7%至6729.5万元,智通财经
1665,2020-01-10,浙江沪杭甬(00576.HK)：浙商证券12月净利润增长195%至6729.5万元,格隆汇
1666,2020-01-10,浙商证券：2019年12月实现净利润0.67亿元,中证网
1667,2020-01-10,浙商证券(601878.SH)：2019年度第四期短期融资券兑付完成,格隆汇
1668,2020-01-10,浙商证券(601878.SH)12月母公司净利升194.73%至6729.53万元,格隆汇
1669,2020-01-10,国君副所长邱冠华拿到新财富白金分析师奖杯后快闪履新浙商证券，浙商证券“策略老巫师”邓宏光去向待定,21世纪经济报道
1670,2020-01-09,违法炒股近4年挣了70万 东北证券前合规部总经理被“罚一没一” 董监高成员异常事件,华夏时报
1671,2020-01-08,“做市”自家股票领18亿罚单，ST明利高管集体操纵股价,第一财经
1672,2020-01-07,华林遭重罚 合规核查风暴袭券业 其他违规处罚,时代周报
1673,2020-01-07,华林证券开年受重罚皆因“胆子大” ？ 券商迎监管集中“合规”警示 金融监管处罚,21世纪经济报道
1674,2020-01-02,浙商证券：截至2019年底公司可转债累计转股13074股,中证网
1675,2020-01-02,券商股势不可挡，中国银河直线封板,Wind
1676,2019-12-31,"关于李迅雷两条消息！卸任所长是真，""请去喝茶""是假的！",中国基金报
1677,2019-12-31,"关于李迅雷两条消息！卸任所长是真，""请去喝茶""是假的！",证券时报网
1678,2019-12-31,融资客青睐13股，大湖股份买入占比高达50.89%,Wind
1679,2019-12-30,【浙商轻工】博汇纸业：中报表现符合预期，格局优化&需求改善促行业景气上行,轻饮可乐
1680,2019-12-27,浙江沪杭甬(00576.HK)：浙商证券子公司浙商期货增资完成工商登记,格隆汇
1681,2019-12-27,券商股跳水浙商证券跌近5% 创业板跌幅扩大至近1%,证券时报网
1682,2019-12-25,1700亿券商突传大消息！十年老将遭挖角，刚拿下新财富白金分析师，从副所长“变身”副总待遇！,中国基金报
1683,2019-12-25,券商股午后发力，浙商证券率先涨停,Wind
1684,2019-12-25,券商板块异动，浙商证券涨近9%,Wind
1685,2019-12-25,券商股午前异动，浙商证券领涨3%,Wind
1686,2019-12-24,券商股尾盘发力，华林证券大涨6%,Wind
1687,2019-12-20,证监会对浙商证券采取出具警示函措施,Wind
1688,2019-12-18,浙商证券涨停报10.71元换手率8.52%,中新经纬
1689,2019-12-17,券商股集体躁动，背后资本金博弈正盛,第一财经
1690,2019-12-17,浙商证券(601878.SH)：控股股东累计减持浙商转债350万张 减持股份,格隆汇
1691,2019-12-12,因董事及经营业绩发生较大变化 锦州银行终止A股上市辅导备案 IPO融资异常,每日经济新闻
1692,2019-12-11,又遇波折 锦州银行上市辅导备案撤销 IPO融资异常,北京商报网
1693,2019-12-05,格隆汇港股聚焦(12.5)︱融创中国前11月合同销售额突破5000亿元招商证券11月母公司净利增23.8%至5.51亿元,格隆汇
1694,2019-12-05,浙江沪杭：浙商资管今年11月营收2118.90万元，净亏损116.36万元 亏损,资本邦
1695,2019-12-05,浙江沪杭甬(00576)：浙商证券11月净利环比增长205.5%至6661万元,智通财经
1696,2019-12-05,浙江沪杭甬(00576.HK)：浙商证券11月净利润升78.5%至6661.44万元,格隆汇
1697,2019-12-05,浙商证券(601878.SH)11月母公司净利升78.50%至6661.44万元,格隆汇
1698,2019-12-05,浙商证券(601878.SH)完成发行15亿元短期融资券,格隆汇
1699,2019-12-04,浙江沪杭甬(00576.HK)：浙商证券拟开展高收益债投资业务,格隆汇
1700,2019-12-04,浙商证券(601878.SH)拟开展高收益投资业务,格隆汇
1701,2019-11-29,浙商证券：另类投资子公司浙商证券投资完成设立,Wind
1702,2019-11-29,浙商证券另类投资子公司浙商证券投资完成设立,上证报
1703,2019-11-29,浙商证券联合多家公司发起成立“浙商机构荟”联盟,中证网
1704,2019-11-29,浙商证券(601878.SH)完成设立另类投资子公司,格隆汇
1705,2019-11-26,浙商证券(601878.SH)完成发行2019年非公开发行公司债券(第一期),格隆汇
1706,2019-11-22,浙商证券董事长吴承根：凤凰50指数“功能升级” 聚焦上市公司“两个健康”,21世纪经济报道
1707,2019-11-22,浙商证券(601878.SH)完成兑付2019年度第三期短期融资券,格隆汇
1708,2019-11-22,浙商证券(601878.SH)：“16浙商02”12月2日付息 每手派息44元,格隆汇
1709,2019-11-14,浙商证券(601878.SH)完成发行15亿元短期融资券,格隆汇
1710,2019-11-07,*ST天马(002122.SZ)：成都天马90%股权的司法拍卖由浙江天马竞得 司法拍卖,格隆汇
1711,2019-11-06,浙江沪杭甬(00576.HK)：浙商证券10月净利润下降26.6%至2180万元 盈利能力下降,格隆汇
1712,2019-11-06,浙商证券(601878.SH)10月母公司净利降26.59%至2180.02万元 盈利能力下降,格隆汇
1713,2019-11-04,证券板块持续拉升,Wind
1714,2019-11-01,浙商证券(601878.SH)：“16浙商01”次级债券完成兑付,格隆汇
1715,2019-10-29,浙江沪杭甬(00576-HK)：浙商证券(601878-CN)首9个月多赚26.16%,财华社
1716,2019-10-28,浙江沪杭甬(00576)：浙商证券前三季归母净利增26.16%至7.09亿元,智通财经
1717,2019-10-28,浙商证券：前三季度净利润同比增26.16%,Wind
1718,2019-10-28,证券板块快速拉升,Wind
1719,2019-10-25,上海证券交易所副总经理阙波调研浙商证券,搜狐
1720,2019-10-21,浙商证券(601878.SH)：“18浙商C3”将于30日付息 每手派息52.80元,格隆汇
1721,2019-10-17,浙商证券(601878.SH)完成发行15亿元短期融资券,格隆汇
1722,2019-10-14,券商9月经营数据:6成净利过亿 机构称板块有上涨空间,中证报
1723,2019-10-14,浙江沪杭甬(00576-HK)：浙商证券9月净利润约8705.49万人民币,财华社
1724,2019-10-14,浙江沪杭甬(00576)：浙商证券9月净利同比增长70.7%至8705.49万元,智通财经
1725,2019-10-14,浙商证券(601878.SH)8月母公司净利润5294.38万元 同比增长1.99倍,格隆汇
1726,2019-10-11,今年以来证券公司短融券计划发行超3000亿元，远超去年规模,Wind
1727,2019-10-10,浙商证券：获准新设2家分支机构,Wind
1728,2019-10-10,浙商证券(601878.SH)获准新设2家分支机构,格隆汇
1729,2019-10-09,浙商证券(601878.SH)完成兑付20亿元短期融资券,格隆汇
1730,2019-09-20,券商股持续走低，哈投股份跌近4%,Wind
1731,2019-09-15,券商股迎来第二波躁动,第一财经
1732,2019-09-10,券商股午后持续拉升，长城证券封板,Wind
1733,2019-09-10,券商股午前异动，长城证券冲击涨停,Wind
1734,2019-09-05,浙江沪杭甬(00576.HK)： 浙商证券8月净利增199.1%至5294.38万元,格隆汇
1735,2019-09-05,浙商证券(601878.SH)8月母公司净利润5294.38万元 同比增长1.99倍,格隆汇
1736,2019-09-05,东兴证券董事长魏庆华：塑造特色优势 实现差异化发展,中证协
1737,2019-09-05,880亿！今年新上市ETF火了，不到9个月就比去年全年还多420%！,中国基金报
1738,2019-08-22,浙商证券上半年营收大增51.68% 综合化金融服务能力优势凸显,证券日报
1739,2019-08-21,浙江沪杭甬(00576.HK)：浙商证券上半年净利润升19.99%至4.81亿元,格隆汇
1740,2019-08-21,浙江沪杭甬(00576.HK)：浙商证券聘任赵伟江为首席信息官,格隆汇
1741,2019-08-21,浙商证券2019年上半年净利4.81亿经营指标优于行业水平,挖贝网
1742,2019-08-21,浙商证券：上半年净利润同比增19.99%,Wind
1743,2019-08-21,浙商证券(601878.SH)半年度净利润升19.99%至4.81亿元,格隆汇
1744,2019-08-21,浙商证券：上半年净利同比增19.99%,e公司
1745,2019-08-12,浙江沪杭甬(00576.HK)：程景东浙商证券副总裁任职资格获批,格隆汇
1746,2019-08-12,浙商证券(601878.SH)：程景东高管任职资格获批,格隆汇
1747,2019-08-07,浙商证券2019年7月母公司营业收入1.73亿元,挖贝网
1748,2019-08-06,浙江沪杭甬(00576-HK)：浙商证券7月净利润约4330.4万元,财华社
1749,2019-08-06,浙商证券(601878.SH)7月母公司净利润4330.4万元 同比增长3.45%,格隆汇
1750,2019-08-06,浙商证券：母公司7月净利润4330万元，6月净利为8148万元,Wind
1751,2019-08-02,浙商证券吴承根：不搞突击冒进不搞因噎废食做好中国债券市场的参与者,中证网
1752,2019-07-29,曼卡龙背着赌约再闯IPO谋扩张 净利意外多出462万财务负责人年年换,长江商报
1753,2019-07-25,浙商证券：华侨城低成本拿地扩储 维持“买入”评级,乐居财经
1754,2019-07-24,美利云(000815.SZ)：宁波赛特及宁波赛客合计被动减持719.68万股 减持股份,格隆汇
1755,2019-07-24,浙江沪杭甬(00576-HK)：证监局批准许长松任浙商证券(601878-CN)董事职,财华社
1756,2019-07-17,金融：半年报+科创板+美联储降息三预期叠加分析,东莞证券
1757,2019-07-12,浙商证券(601878.SH)完成发行20亿元短期融资券,格隆汇
1758,2019-07-09,上市券商6月集体翻身仗！3家净利环比翻10倍，半年业绩座次提前看,券商中国
1759,2019-07-08,浙江沪杭甬(00576.HK)：浙商证券6月净利润增长22.8%至8148.61万元,格隆汇
1760,2019-07-08,浙商证券：6月营业收入2.45亿元 净利润8184.61万元,发布易
1761,2019-07-08,浙商证券(601878.SH)6月母公司净利润增22.78%至8148.61万元,格隆汇
1762,2019-07-08,浙商证券：6月净利润8148.6万元，5月净利为3.81亿元,Wind
1763,2019-06-19,"非银金融行业周报:证券行业双向对外开放,看好大券商业绩基本面",渤海证券
1764,2019-06-17,金融：看好大券商业绩基本面 荐2股,渤海证券
1765,2019-06-14,"证券行业5月财务报表分析:交易萎缩,业绩下滑,关注中小券商业绩弹性 盈利能力下降",山西证券
1766,2019-06-13,ST中新连续11个跌停 浙商证券起诉三大股东索要1.8亿元质押款,华夏时报
1767,2019-06-11,券商5月净利环比降三成，交投承压下券商股还有机遇？,第一财经
1768,2019-06-11,37家券商5月业绩“冰火两重天”,中证报
1769,2019-06-11,非银金融行业周报:券商披露5月经营数据,爱建证券
1770,2019-06-10,中新产业集团股票质押违约：遭浙商证券起诉，涉案1.8亿元,澎湃新闻
1771,2019-06-10,浙商证券因股票质押式回购交易纠纷提起诉讼,中金在线
1772,2019-06-10,浙商证券：因股票质押违约起诉中新产业集团 涉案金额1.8亿元,中证网
1773,2019-06-10,浙商证券：因股票质押违约起诉中新产业集团等,e公司
1774,2019-06-10,浙商证券：收到案件受理通知书，涉案金额1.8亿元,Wind
1775,2019-06-10,26家上市券商发布5月份“战报” 6家实现营收、净利环比双增长,证券日报
1776,2019-06-09,金融：经纪自营拖累业绩 荐4股 盈利能力下降,安信证券
1777,2019-06-08,26家A股上市券商5月业绩出炉：中信国君赚超4亿元 整体业绩下滑,中证网
1778,2019-06-07,中信建投等9家券商5月净利跌逾50%，浙商证券逆势大涨,澎湃新闻
1779,2019-06-07,券商5月业绩多悬念！前五座次重排，又见单月业绩黑马！至少9家业绩下滑超五成,券商中国
1780,2019-06-06,"券商5月业绩很不好！这家却""亮了""",中国基金报
1781,2019-06-06,浙商证券(601878.SH)5月母公司净利润3.81亿元 同比增长485.79%,格隆汇
1782,2019-06-06,浙江沪杭甬(00576.HK)：浙商证券5月净利润增长4.9倍至3.81亿元,格隆汇
1783,2019-06-06,10亿洽购酒店资产 浙江沪杭甬(00576.HK)意欲何为？,格隆汇
1784,2019-05-30,浙商证券：2018年A股每股现金分红0.07元,中证网
1785,2019-05-30,【港股异动 | 浙江沪杭甬逆市涨近3% 子公司浙商证券拟派发现金红利每股0.07元】,格隆汇
1786,2019-05-29,浙江沪杭甬(00576.HK)：浙商证券将于6月6日派末期息每股0.07元,格隆汇
1787,2019-05-29,浙商证券(601878.SH)拟每10股派0.7元 股权登记日为6月5日,格隆汇
1788,2019-05-16,关于公布2019年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
1789,2019-05-16,浙商证券今年前4月新增借款66亿元 占净资产比例接近50% 大额借贷担保,中国网
1790,2019-05-16,首期参与“投资者教育进百校”活动证券公司的名单,中证协
1791,2019-05-09,浙江沪杭甬(00576.HK)：浙商证券当年累计新增借款超过上年末净资产40% 大额借贷担保,格隆汇
1792,2019-05-09,浙商证券(601878.SH)4月份净利润增长55.64%至6707.49万元,格隆汇
1793,2019-05-09,浙商证券：母公司4月净利环比降35% 盈利能力下降,e公司
