,2021-12-31,“魔幻”2021：忆资本市场那些奇葩事,Wind
3624,2019-01-20,格隆汇港股聚焦(1.20)︱北控水务集团(00371.HK):控股股东北控环境建设溢价约0.23%认购约1.27亿股新股,格隆汇
3625,2019-01-20,公告精选：双汇发展拟对双汇集团实施吸收合并；ST冠福涉嫌信披违法违规 其他违规处罚,e公司
3626,2019-01-20,万洲国际(00288.HK)拟进行内部架构重组 涉及双汇投资发展及双汇集团,格隆汇
3627,2019-01-20,万洲国际(00288-HK)与双汇发展(000895-CN)拟进行內部架构重组,财华社
3628,2019-01-20,万洲国际(00288.HK):双汇投资发展(000895.SZ)拟对双汇集团实施吸收合并 1月21日起停牌,格隆汇
3629,2019-01-20,双汇发展拟吸收合并双汇集团 股票明起停牌,中证网
3630,2019-01-20,1月20日上市公司晚间公告速递,新浪
3631,2019-01-20,[快讯]1月20日晚间沪深两市重要公司公告一览-更新中,中财网
3632,2019-01-20,双汇发展：关于筹划发行股份购买资产事项的停牌公告,深交所
3633,2019-01-20,双汇发展：拟向罗特克斯发行股份吸收合并双汇集团，明起停牌,Wind
3634,2019-01-20,双汇发展：拟对双汇集团实施吸收合并 明起停牌,e公司
3635,2019-01-20,【中泰一周微视】钢铁/银行/建材/煤炭/机械/地产/医药/食品饮料/零售/通信,中泰证券研究所
3636,2019-01-19,消费升级迎来拐点 旅游百货白酒交易性机会显现,金融投资报
3637,2019-01-18,双汇发展总裁马相杰：双汇坚持走高质量发展之路,21商评网
3638,2019-01-16,新大洲A涉嫌“公器私用”遭立案调查鼎晖买壳被坑惨了,中金在线
3639,2019-01-15,【晨观方正】春节旺季临近，板块迎修复时点,方正证券研究
3640,2019-01-14,日常消费品：多重因素共振推动行业逆势成长 荐8股,长江证券
3641,2019-01-14,【春节旺季临近，板块迎修复时点—方正食品饮料190113】,虎哥的研究
3642,2019-01-14,"食品饮料行业周报:基本面继续分化,北上资金主导修复",申万宏源
3643,2019-01-10,"食品饮料行业周报:恒顺年初提价启动,关注春节旺季行情",渤海证券
3644,2019-01-09,"食品饮料行业周报:复盘2018行情,在业绩与估值之间",正点财经
3645,2019-01-09,"食品饮料行业周报:高端酒批价分化,大众品关注提价",申万宏源
3646,2019-01-09,"双汇发展终端调查系列一:高温肉制品优势明显,低温肉制品潜力仍在",申万宏源
3647,2019-01-09,"食品饮料行业:恒顺提价提振业绩,保健品整治行动开展",东北证券
3648,2019-01-08,消费研究看长江 | 大消费行业2018年度业绩前瞻·2019W01,--
3649,2019-01-08,猪上赚了80亿牛上可能要赔钱 鼎晖搭桥入主新大洲五味杂陈 | 机构,和讯
3650,2019-01-08,19年白酒业规划稳增长 两条主线展望全年,佳酿网
3651,2019-01-07,长江食品|食品饮料行业2018年四季度及全年业绩前瞻,长江食品饮料研究
3652,2019-01-07,日常消费品：山西汾酒金奖系列出厂价上涨 荐9股,山西证券
3653,2019-01-07,茅台旺季放量 国窖重庆停货,佳酿网
3654,2019-01-07,平安基金37只权益产品20只亏损 5只产品亏损超30%,中国经济网
3655,2019-01-07,开年首周资金连续买入324只个股 机构扎堆推荐11股,证券日报
3656,2019-01-06,【华创食饮董广阳方振团队】周观点：恒顺年初开启提价，安井调研反馈良好（20190106）,华创食饮
3657,2019-01-04,【中原证券】中原证券研究所公众号改版上线了！,中原证券研究所
3658,2019-01-04,中原证券研究所公众号改版上线了！,中原证券研究所
3659,2019-01-03,双汇发展：双汇屠宰业务迎来新契机 买入评级,和讯
3660,2019-01-03,【东吴晨报0103】【月策略】十大金股【年度策略】医药、轻工【行业】电子【个股】亚夏汽车、用友网络,东吴研究所
3661,2019-01-03,"食品饮料行业周报:茅台19年计划超预期,提振板块信心",申万宏源
3662,2019-01-02,【国君策略·总量夜话】人口变局与市场展望电话会精要,谈股问君
3663,2019-01-02,日常消费品：花开复见 荐3股,和讯
3664,2019-01-02,日常消费品：优选白酒板块龙头个股 荐4股,渤海证券
3665,2019-01-02,【华创食饮董广阳方振团队】周观点：茅台直销化保驾高增长，本月密切关注春节动销（20190101）,华创食饮
3666,2019-01-01,日常消费品：茅台2019年销售计划超预期,国盛证券
3667,2018-12-31,拨开云雾，花开复见——食品饮料行业2019年度策略,长江食品饮料研究
3668,2018-12-28,白酒板块午后逆袭 明年消费股的日子好过吗？,佳酿网
3669,2018-12-28,日常消费品：大众品优选真成长龙头 荐4股,和讯
3670,2018-12-27,双汇发展：双汇正处长周期起点 强烈推荐评级,和讯
3671,2018-12-26,【申万食品饮料-吕昌团队】周观点（12月第3周）：茅五泸密集反馈 来年力求高质量增长,申万食品饮料研究
3672,2018-12-26,"东北证券：将双汇发展评级调高为""买入""",Wind
3673,2018-12-26,平安研报20181226,平安研究
3674,2018-12-26,【平安重点】双汇发展*000895*屠宰篇：行业迎来新变局，双汇正处长周期起点*强烈推荐,平安研究
3675,2018-12-25,日常消费品：中期下游乳制品行业竞争有望趋缓 荐8股,和讯
3676,2018-12-25,东北证券：上调双汇发展评级至买入,Wind
3677,2018-12-25,上调评级至买入策略选股（12月25日）,Wind
3678,2018-12-25,39股获券商买入评级 五粮液目标涨幅达47.17%,Wind
3679,2018-12-25,"食品饮料行业周报:茅五泸密集反馈,来年力求高质量增长",申万宏源
3680,2018-12-25,"双汇发展:非洲猪瘟推动行业变革,双汇屠宰业务迎来新契机",东北证券
3681,2018-12-24,消费研究看长江 | 大消费周度行业专题研究精粹·2018W51,微信
3682,2018-12-24,日常消费品：五粮液补短板促增长 荐11股,东兴证券
3683,2018-12-24,日常消费品：五粮液与老窖释放积极信号 荐4股,和讯
3684,2018-12-24,今年IPO募集资金规模降约4成 IPO数量下降超7成,银行信息港
3685,2018-12-24,【五粮液、泸州老窖规划明年增长， 龙头形势仍然乐观—方正食品饮料181223】,虎哥的研究
3686,2018-12-24,【食品饮料】范劲松、龚小乐：2019年度策略：守望价值，寻觅超预期-20181222,中泰证券研究所
3687,2018-12-21,今日资金抢入六只强势股一览（2018年12月21日）,中财网
3688,2018-12-20,日常消费品：成本推动下提价预期有望升温 荐7股,和讯
3689,2018-12-18,啤酒成本专题：成本推动下提价预期有望升温，成本拐点明年下半年或将显现,长江食品饮料研究
3690,2018-12-18,今日250股突破五日均线 12月18日突破五日均线个股乖离率排名,金投网
3691,2018-12-18,【食品饮料丨薛玉虎】重庆啤酒(600132)：多品牌组合发展，升级步伐领先市场,方正证券研究
3692,2018-12-18,【研必有方】星源材质(300568)：业绩环比改善海外客户开拓有望见成效,方正证券研究
3693,2018-12-18,"食品饮料行业周报:汾酒推激励提振信心,关注五粮液1218大会",申万宏源
3694,2018-12-17,"食品饮料行业2019年度策略报告:回归理性,浪里淘金",中证网
3695,2018-12-17,深交所支持创新服务民企 持续研究推动创业板改革,中证网
3696,2018-12-17,日常消费品：酒企发力生肖酒和产品升级 荐3股,和讯
3697,2018-12-17,【悲观预期下优选稳健消费，静待酒企经销商大会提振信心—方正食品饮料181216】,虎哥的研究
3698,2018-12-14,"食品饮料行业2019年度投资策略:短期波动不改中长期价值,优选细分龙头",证券之星
3699,2018-12-13,日常消费品：在低PE时买入高ROE个股,和讯
3700,2018-12-13,外资看好A股 这两个板块机会最大！,巨丰财经
3701,2018-12-11,华统股份半年注册3家企业谋扩张,北京商报
3702,2018-12-10,财务专题系列1：从ROE角度看食品饮料龙头护城河,长江食品饮料研究
3703,2018-12-10,【临近年底行业催化密集，看好板块继续反弹—方正食品饮料181209】,虎哥的研究
3704,2018-12-09,日常消费品：看好板块继续反弹 荐15股,方正证券
3705,2018-12-08,外资看好A股 这两个板块机会最大！,巨丰财经
3706,2018-12-07,盘前参考:美股大长腿 华为事件对大盘冲击有多大？,中财网
3707,2018-12-06,"食品饮料行业2019年投资策略:消费增速放缓,优选低估龙头",正点财经
3708,2018-12-06,盘前参考:休市一天后美股期货开盘再大跌 A股幸免？,中财网
3709,2018-12-05,国盛证券：外围压力缓和 北上流入再超百亿,和讯
3710,2018-12-05,深股通两年净买入逾2600亿 4只绩优蓝筹股最受宠,证券日报
3711,2018-12-04,"食品饮料行业周报:白酒进入周期后半场,乳品巨头布局东南亚市场",国海证券
3712,2018-12-03,12月份策略：防御为主 加仓食品饮料,中金在线
3713,2018-12-03,过去4年，满足“优秀企业财报特征”的A股上市公司只有这84家,阿尔法工场
3714,2018-12-03,11月平均维保比例改善 反弹窗口继续打开,投资快报
3715,2018-11-30,双汇发展:肉制品结构转型望持续见效 长期配置价值渐显,中银国际
3716,2018-11-29,[快讯]双汇发展公布2018年分红方案,中财网
3717,2018-11-29,双汇发展：2018年前三季度权益分派将于12月6日股权登记,Wind
3718,2018-11-23,"改革开放四十周年系列研究—食品饮料篇:四十载乘风破浪,行业在变革中扬帆前行",平安证券
3719,2018-11-22,“金智奖”2018年度最具长期投资价值上市公司,金融界
3720,2018-11-21,【农业陈娇】产业格局重塑，非洲猪瘟时代的猪周期,兴证研究
3721,2018-11-20,前三季度净利同比增长16% 双汇发展喜获“最佳上市公司董事会”奖项,每日经济新闻
3722,2018-11-19,白酒周期量价变化复盘,长江食品饮料研究
3723,2018-11-12,"金健米业:拟转让资产聚焦主业,盈利能力有望改善",正点财经
3724,2018-11-08,北上资金年内“壕买”A股逾2500亿 10只强势股成主角,证券日报
3725,2018-11-07,【数据揭秘】11月06日 融资客最看好的前20只个股,每日经济新闻
3726,2018-11-07,【非酒食品】三季报综述：龙头表现稳健，集中度持续提升,中银国际证券研究
3727,2018-11-07,【食品饮料|黄付生团队太平洋证券】悲观预期充分释放，北上资金兴风作浪,太平洋证券研究
3728,2018-11-07,食品饮料2018q3业绩总结之大众消费品:需求仍有韧性、龙头更显稳健,申万宏源
3729,2018-11-06,食品饮料行业：增速正常回落白酒板块趋势向上不变,方正证券
3730,2018-11-06,【申万食品饮料-吕昌团队】周观点（10月第5周）：板块Q3增速放缓 建议把握龙头长期价值,申万食品饮料研究
3731,2018-11-05,信达证券融资融券每日投资参考,正点财经
3732,2018-11-05,财通证券：双汇发展买入评级,财通证券
3733,2018-11-05,双汇发展：11月2日融资余额为3.83亿元，较前一日骤降6.59%,Wind资讯
3734,2018-11-02,双汇发展：公司加工过程中能杀死非洲猪瘟病毒,Wind
3735,2018-11-02,【数据揭秘】11月01日 融资客最看好的前20只个股,每日经济新闻
3736,2018-11-01,67亿资金净流入 场外资金密集关注十大股,证券之星
3737,2018-11-01,【超级大单】 11月01日 4只个股特大单净流入超亿元,每日经济新闻
3738,2018-11-01,11月01日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
3739,2018-11-01,双汇发展：短期行业扰动不改中长期成长逻辑,华泰证券
3740,2018-11-01,33家公司重要股东借款逾200亿 能想的办法都想了,证券时报
3741,2018-11-01,双汇发展2018年三季报点评:Q3屠宰量增速有所下降盈利能力持续回升 盈利能力下降,东莞证券
3742,2018-10-31,【双汇发展三季报点评：非洲猪瘟影响短期盈利， 大比例分红回馈股东—方正食品饮料181030】,虎哥的研究
3743,2018-10-31,【招商食品】双汇发展：增速回落，否中生泰,招商食品饮料
3744,2018-10-31,31日公告透露利好 16只个股有望爆发,中金在线
3745,2018-10-31,早知道：工业互联网发展连获政策支持；A股公司密集修改章程或为回购铺路,e公司
3746,2018-10-31,八年来派“红包”花掉快300亿 双汇发展三季报也分红了,投资快报
3747,2018-10-30,A股头条之上市公司公告精选（10.31）,金融界
3748,2018-10-30,公告精选：“两桶油”净利同比大增；深圳国资驰援再添新例,e公司
3749,2018-10-30,30日晚间公告精选丨四大银行前三季度共赚7786亿元，净利润增速超5%,21世纪经济报道
3750,2018-10-30,双汇发展：前三季度净利同比增16% 拟10派9元,e公司
3751,2018-10-30,双汇发展：前三季度净利润12.67亿元 同比增长15.91%,新浪
3752,2018-10-30,万洲国际(00288-HK)附属首9个月多赚14.51%至37.7亿元,财华社
3753,2018-10-30,双汇发展：10派9元实时利润分配 共分配利润29.7亿元,新浪
3754,2018-10-30,双汇发展：前三季度净利润同比增15.91%，拟10派9元,Wind
3755,2018-10-30,机构：白马股加速补跌带动市场结构重塑 超跌中小创有望迎机遇,证券时报网
3756,2018-10-29,日常消费品：白酒仓位略降 荐4股,中银国际
3757,2018-10-26,大消费板块持续下挫 安琪酵母、通化东宝等个股跌停 连续下跌,腾讯网
3758,2018-10-22,10月22日有22家公司获重要股东增减持 华邦健康已被连续增持38次,Wind
3759,2018-10-22,【申万食品饮料-吕昌团队】周观点（10月第3周）：减税政策及社零数据提振信心 持有并买入龙头公司,申万食品饮料研究
3760,2018-10-22,[互动]双汇发展：非洲猪瘟疫情对跨区采购和跨区销售有一定影响,全景网
3761,2018-10-22,双汇发展：价值终向基本面回归,证券时报
3762,2018-10-21,双汇发展：短期内公司线上销售占比不会很大,中财网
3763,2018-10-17,中原经济区板块股票有哪些？中原经济区板块股票汇总,益盟操盘手
3764,2018-10-15,A股存量资金不解“风情”,上海金融报
3765,2018-10-15,【赢家资讯】10月15日收盘简评,赢家之星
3766,2018-10-15,秦洪看盘｜舆论环境暖风频吹，A股市场参与者仍处于谨慎状态,澎湃新闻
3767,2018-10-15,【解盘论市】上证综指跌逾1%，深圳股逆势拉升,Wind
3768,2018-10-15,快讯：消费股全线重挫,每日经济新闻
3769,2018-10-15,白马股午后下跌 海天味业等跌逾6%,证券时报网
3770,2018-10-15,快讯：超级品牌概念股午后持续走低 青岛海尔跌超9%,新浪
3771,2018-10-15,白马股午后集体大跌 青岛海尔一度跌停,e公司
3772,2018-10-15,山西证券：两市震荡下行 春天还需等待,山西证券
3773,2018-10-15,双汇发展高开低走重挫5.48%报23.61元 成交1.18亿元,腾讯网
3774,2018-10-12,食品饮料行业:经济后周期影响显现 预计3Q增速多回落,中证网
3775,2018-10-11,对比三大股指 创指前十大权重拖累指数度最高,中证网
3776,2018-10-10,32股获券商买入评级 百洋股份目标涨幅达77.51%,Wind
3777,2018-10-09,"食品饮料行业周报:中秋旺季如何看食饮,分化中积极布局龙头价值买点",正点财经
3778,2018-10-09,双汇发展：猪价下行推动屠宰量利双升 肉制品有望恢复增长,中信建投
3779,2018-10-09,食品饮料板块走强 湖南盐业涨逾6%,e公司
3780,2018-10-08,“入富”敲定推升外资布局热情，QFII加快调研上市公司步伐,Wind
3781,2018-10-07,【东吴金工，预期高股息】预期高股息组合跟踪-20181007,量化零距离
3782,2018-10-03,食品饮料行业：A股纳入富时罗素指数与MSCI考虑调高权重持续利好板块,南方财富网
3783,2018-09-29,"食品饮料周报2018第38期:市场回暖,食品先行",长城证券
3784,2018-09-28,"食品饮料行业:从海外经验看食饮龙头成长路径及估值体系,龙头是如何养成的",申万宏源
3785,2018-09-27,龙头是如何养成的？从海外经验看食饮龙头成长路径及估值体系,申万宏源研究
3786,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
3787,2018-09-26,食品饮料板块午后爆发 晨光生物涨停,证券时报网
3788,2018-09-26,金股预测早间版：8股有望开启估值修复,巨丰财经
3789,2018-09-26,三大概念受152亿主力资金追捧,证券时报网
3790,2018-09-26,信心恢复叠加旺季催化 食品饮料板块如期前行,证券时报网
3791,2018-09-26,【食品饮料丨薛玉虎】市场信心恢复，旺季催化板块如期前行,方正证券研究
3792,2018-09-25,日常消费品：板块相对价值凸显 荐15股,申万宏源
3793,2018-09-25,双汇参加2018中国国际肉类产业周系列活动,中新网
3794,2018-09-25,2018年9月25日A股涨停股票预测：今日哪些热门股有望涨停？,南方财富网
3795,2018-09-25,【市场信心恢复，旺季催化板块如期前行—方正食品饮料180924】,虎哥的研究
3796,2018-09-25,平安大华2400亿规模货基独大 9只权益产品年内跌超20%,腾讯网
3797,2018-09-25,巨丰早评：市场大起大落可能性很低,巨丰财经
3798,2018-09-25,【食品饮料】范劲松、龚小乐：茅台批价超预期，重燃旺季板块行情-20180924,中泰证券研究所
3799,2018-09-25,鹏博士业绩连连下滑 鼎晖入股是助力还是阻力,投资者报
3800,2018-09-24,30家上市公司获海外机构调研 鹏辉能源最受关注,证券时报
3801,2018-09-21,金股回顾：巨丰金股预测推荐个股九有股份等强势涨停！,巨丰财经
3802,2018-09-21,巨丰投顾：大盘长阳反击蓝筹股井喷,巨丰财经
3803,2018-09-21,海通证券：双汇发展增长动力明确,信息早报
3804,2018-09-21,297公司披露股东户数 逾六成股东在减少,投资快报
3805,2018-09-20,【长城食饮每日资讯0920】华统股份与莘县政府达成战略合作,宇光食饮日讯
3806,2018-09-20,中秋旺季如何看食饮？分化中积极布局龙头价值买点,佳酿网
3807,2018-09-18,"食品饮料行业2018年中报综述:白酒仍处景气周期,大众品喜多忧少",正点财经
3808,2018-09-17,日常消费品：茅台批价略反弹 荐15股,申万宏源
3809,2018-09-17,"双汇发展:受益生猪价格下行,上半年净利润增25%",正点财经
3810,2018-09-17,【看好板块新一轮估值修复行情—方正食品饮料180916】,虎哥的研究
3811,2018-09-15,三季度机构调研数据大扫描 五行业科技类品种成重点,证券日报
3812,2018-09-14,3.15出拳：流水的问题企业，铁打的诚恳道歉,格隆汇
3813,2018-09-14,河南多家新三板挂牌企业冲击IPO,腾讯网
3814,2018-09-13,18股获券商买入评级 太阳纸业目标涨幅达84.21%,Wind
3815,2018-09-12,双汇发展：全面改善可期 买入评级,申万宏源
3816,2018-09-12,双汇发展：人事调整基本到位，激励进一步强化,申万宏源
3817,2018-09-11,进入旺季白酒量价及库存表现均良性,佳酿网
3818,2018-09-11,社保基金长期重仓股名单曝光，连续五年坚守24只个股,证券日报
3819,2018-09-11,社保基金长期重仓股名单曝光 连续五年坚守24只个股,证券日报
3820,2018-09-10,"食品饮料行业:中秋旺季进展正常,静待市场信心转机",方正证券
3821,2018-09-10,食品饮料：短期将企稳，再继续悲观已无意义【太平洋食品饮料|黄付生团队】,食品饮料大消费黄付生
3822,2018-09-10,日常消费品：龙头优势进一步突出 荐3股,中银国际
3823,2018-09-10,【中秋旺季进展正常，静待市场信心转机—方正食品饮料180909】,虎哥的研究
3824,2018-09-07,【申万食品饮料-吕昌、毕晓静】食品饮料2018Q2业绩总结之大众消费品：整体景气仍优，优质公司实力彰显,申万食品饮料研究
3825,2018-09-07,沪指再次站上2700点 白马股普遍反弹,证券时报网
3826,2018-09-05,【长城食饮每日资讯0905】茅台公司推出新品“喜宴”，进入喜宴细分市场,宇光食饮日讯
3827,2018-09-05,日常消费品：食品板块强者更强 荐3股,中银国际
3828,2018-09-05,八月衰基金之三：安信消费医药换股逃不过狂跌宿命,中国经济网
3829,2018-09-05,猪价下行带动双汇发展屠宰业务持续放量 肉制品结构优化渠道升级,每日经济新闻
3830,2018-09-04,板块中报符合预期：白酒股投资建议组合,佳酿网
3831,2018-09-04,机构动向：外资减消费加周期 私募在“吃面”,网易
3832,2018-09-04,【食品饮料|黄付生团队太平洋证券】悲观释放短期企稳，寻找净利润率提升的机会,太平洋证券研究
3833,2018-09-03,食品饮料2018年中报总结之大众消费：整体景气仍优 优质公司实力彰显,申万宏源
3834,2018-09-03,申万宏源：食品饮料行业整体景气仍优 优质公司实力彰显,e公司
3835,2018-09-03,证券时报：各方应理性看待非洲猪瘟疫情,腾讯网
3836,2018-09-02,食品饮料：悲观释放短期企稳，寻找净利润率提升的机会【太平洋食品饮料|黄付生团队】,食品饮料大消费黄付生
3837,2018-09-02,【中泰食品饮料】周观点36：中报验证板块基本面强劲，再推行业龙头,中泰食品饮料
3838,2018-08-31,午间公告：北讯集团部分下属公司存在部分债务逾期的情况,Wind
3839,2018-08-31,午间公告：北讯集团部分下属公司存在部分债务逾期的情况 违约失信,e公司
3840,2018-08-30,"""泡面+榨菜+二锅头""组合火了 A股韭菜的功劳？",金融界
3841,2018-08-29,万洲国际：辐射40个国家的肉业帝国,21商评网
3842,2018-08-29,【太平洋证券今日早读】宏观：中国经济周期和大类资产配置|策略：吃饭行情可期|京山轻机、双环传动、贵州贵台解读20180829,太平洋证券研究
3843,2018-08-29,【食品饮料|黄付生团队太平洋证券】贵州茅台单三季度的收入、利润将如何？,太平洋证券研究
3844,2018-08-29,中报披露证金汇金最新动向 3视角透视152只增仓股升机,证券日报
3845,2018-08-29,"双汇发展动态点评:肉制品调结构,非洲猪瘟影响有限",国海证券
3846,2018-08-28,消费降级！股民标配泡面、榨菜、火腿肠和二锅头？,搜狐
3847,2018-08-28,[看好评级]食品饮料行业周报：茅台再出措施旺季稳价 大众品龙头业绩超预期,中财网
3848,2018-08-28,“实业+金融”双轮驱动， 双汇发展中报业绩增速超预期,全景网
3849,2018-08-28,[快讯]兴全300基金公布半年报 收益为-9.19%,中财网
3850,2018-08-28,[快讯]中欧恒利基金公布半年报 收益为-1.34%,中财网
3851,2018-08-28,[快讯]万家红利基金公布半年报 收益为-10.11%,中财网
3852,2018-08-27,食品饮料行业周报：茅台如期放量、中秋旺季启动，板块业绩确定性强,方正证券
3853,2018-08-27,双汇发展午后异动拉升5.11%报23.88元 成交2.75亿元,腾讯网
3854,2018-08-27,资本支出减少使自由现金流增加 中国石化派息丰厚,新浪
3855,2018-08-27,【国君食品】周观点：旺季前夕茅台开启放量稳价，板块短期仍需谨慎,OhShopping讲饮讲食
3856,2018-08-26,贵州茅台单三季度的收入、利润将如何？【食品饮料黄付生团队｜太平洋证券】,食品饮料大消费黄付生
3857,2018-08-26,中报利润分配巨变:现金分红成主流 套路式高送转绝迹,证券时报网
3858,2018-08-26,[优于大市评级]食品行业周报：多家啤酒公司业绩加速改善,中财网
3859,2018-08-25,价值股的中长期投资机会来临,红周刊
3860,2018-08-25,非洲猪瘟下的猪周期,经济观察报
3861,2018-08-24,躲过黑天鹅的投资神器？ 了解一下！,中国基金网
3862,2018-08-24,双汇发展：郑州双汇成立了专门机构负责处理疫情防控工作,e公司
3863,2018-08-24,双汇发展：郑州工厂订单分流基本不影响市场供应,Wind
3864,2018-08-24,董秘解码：先河环保拟自筹资金回购股份以拯救暴跌股价,巨丰财经
3865,2018-08-24,A股市场持续震荡 机构逢低布局消费板块,股城网
3866,2018-08-24,浙商早班车2018.08.24,浙商证券研究所
3867,2018-08-23,沪指涨近1%中兴通讯等5G概念股爆发 创业板指大涨1.54%,腾讯网
3868,2018-08-23,【盘中动态】家禽概念股异动,每日经济新闻
3869,2018-08-23,沪指跌0.41%逼近2700点 猪肉概念股跳水家禽概念股逆市,腾讯网
3870,2018-08-23,乐清市发生一起非洲猪瘟疫情 猪肉概念股午后下挫,e公司
3871,2018-08-23,猪肉概念股午后集体杀跌,每日经济新闻
3872,2018-08-23,财通证券：双汇发展买入评级,顶尖财经网
3873,2018-08-23,始于农 惠及农 奔新农,证券时报
3874,2018-08-22,[推荐评级]食品饮料行业周报：7月白酒、啤酒、葡萄酒产量同比均下滑,中财网
3875,2018-08-22,双汇消化消息后微弹 专家猜测疫情来自俄国走私猪肉,经济通
3876,2018-08-22,券商首次关注6股并给予买入评级（8月22日）,Wind
3877,2018-08-22,双汇发展:屠宰量利齐升带动公司业绩增长 肉制品结构调整值得期待,中信建投
3878,2018-08-22,1146份中报显示：逾七成公司净利增长,证券日报
3879,2018-08-21,央视：非洲猪瘟疫情可控，目前对猪肉价格影响有限,澎湃新闻
3880,2018-08-21,受益生猪价格下降 上半年利润水平出现抬升,中邮证券
3881,2018-08-21,31公司推中期分红方案 三种视角挖掘现金奶牛,投资快报
3882,2018-08-21,“非洲猪瘟”引资本波澜 概念股低迷暂未知长期影响,21世纪经济报道
3883,2018-08-21,多公司紧急发声：未染非洲猪瘟,金融投资报
3884,2018-08-20,曾与2638点近在咫尺！各种传闻瞬间飞舞，监管闭门会应对？维稳资金大量入场？来看五大真相,和讯
3885,2018-08-20,双汇发展（000895）【申万食品饮料-吕昌、周缘】18年中报点评：业绩增速超预期 上调盈利预测 继续推荐,申万食品饮料研究
3886,2018-08-20,双汇发展上半年库存计提损失超2亿，下半年再遇猪瘟业绩堪忧！,和讯
3887,2018-08-20,猪肉行业月报：期待中国肉制品销售成效 美屠宰与养殖业务继续承压,中财网
3888,2018-08-20,[谨慎推荐评级]双汇发展(000895)中报点评：屠宰业务量利齐增 肉制品盈利H2有望提升,中财网
3889,2018-08-20,[看好评级]食品饮料行业周报：大众品增长稳健 白酒紧盯旺季销售,中财网
3890,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
3891,2018-08-20,[推荐评级]食品饮料行业周报：市场低迷致板块杀跌 但基本面依旧稳定向好,中财网
3892,2018-08-20,[强于大市评级]食品饮料行业周报：7月社零餐饮增速略降 市场不确定下首选确定品种,中财网
3893,2018-08-20,江苏连云港现国内第三起非洲猪瘟 猪肉概念股集体下跌,每日经济新闻
3894,2018-08-20,[买入评级]食品饮料行业投资策略：白酒企业二季度淡季仍保持较快增长 继续看好白酒和食品龙头,中财网
3895,2018-08-20,信达证券融资融券每日投资参考,正点财经
3896,2018-08-20,又发生一起非洲猪瘟疫情！猪周期拐点或提前 A股影响全解读(附股),中财网
3897,2018-08-20,快讯：猪肉板块延续低迷 益生股份大跌近7%,新浪
3898,2018-08-20,财融汇·个股研报精选,财通证券融资融券部
3899,2018-08-20,受非洲猪瘟疫情影响 猪肉板块普跌双汇发展跌逾6%,e公司
3900,2018-08-20,猪肉概念股持续走低 双汇发展跌超4%,每日经济新闻
3901,2018-08-20,受猪瘟疫消息影响，养猪板块连续低迷,Wind
3902,2018-08-20,双汇发展低开低走跳水5.01%报21.43元成交1.45亿元振幅2.79%,腾讯网
3903,2018-08-20,快讯：猪肉概念股早盘低迷 双汇发展跌超5%,新浪
3904,2018-08-20,双汇发展（000895）深度：基于历史复盘的思考——非洲猪瘟不改公司中长期改善趋势 价值终向基本面回归,申万宏源研究
3905,2018-08-20,[优于大市评级]食品行业周报：量缩价升 华润啤酒中报盈收双增,中财网
3906,2018-08-20,【市场低迷致板块杀跌，但基本面依旧稳定向好—方正食品饮料180819】,虎哥的研究
3907,2018-08-20,东北之后河南又见非洲猪瘟猪周期将提前迎来拐点？,顶尖财经网
3908,2018-08-19,非洲猪瘟之火烧至连云港 温氏股份肉猪主产区或遭殃,中证网
3909,2018-08-19,日常消费品：继续看好白酒和食品龙头 荐16股,广发证券
3910,2018-08-19,日常消费品：市场低迷致板块杀跌 荐14股,方正证券
3911,2018-08-18,双汇发展公告非洲猪瘟疫情 产品供应暂时未受影响,中证网
3912,2018-08-18,“双汇发展”确认疫情工厂封锁六周,北青网
3913,2018-08-17,双汇发展:疫点待宰生猪全部扑杀 将全力配合疫情防控,新华网
3914,2018-08-17,非洲猪瘟疫情封锁6周 双汇回应无害化处理1362头生猪,经济观察网
3915,2018-08-17,双汇一屠宰厂发生非洲猪瘟疫情 暂停生产封锁六周,中新网
3916,2018-08-17,1362头猪被紧急扑杀！万隆紧急出席双汇电话会，公司A股、港股止跌回暖,e公司
3917,2018-08-17,午评：下跌是主调 反复是常态,中财网
3918,2018-08-17,“双汇”：已封锁疫区转移生产订单,中金在线
3919,2018-08-17,[推荐评级]郑州非洲猪瘟事件点评：市场恐慌情绪蔓延 或将推动周期提前反转,中财网
3920,2018-08-17,看好中国｜消费升级---基本面并无异常 下跌带来布局机会,巨丰财经
3921,2018-08-17,行业板块全线飘红 双汇发展跌1.8%,证券时报网
3922,2018-08-17,双汇发展低开高走直线翻红涨逾1%,证券时报网
3923,2018-08-17,猪瘟事件持续发酵 双汇发展开盘低开近2%,腾讯网
3924,2018-08-17,双汇发展直线翻红，早盘成交额已近2亿元,Wind
3925,2018-08-17,开评：三大股指高开沪指涨0.69% 双汇发展跌1.8%,e公司
3926,2018-08-17,双汇发展低开近2%，下属公司被划定疫点封锁6周,Wind
3927,2018-08-17,中信证券：非洲猪瘟疫情短期影响情绪面过于基本面,Wind
3928,2018-08-17,河南郑州确诊发生非洲猪瘟疫情 潜在威胁引发市场关注,每日经济新闻
