,2021-12-31,每经18点丨2022年新能源汽车补贴标准在上年基础上退坡30%；北向资金净买入通威股份超4亿元；财政部：年终奖等个税优惠政策延续,每日经济新闻
3563,2020-02-12,斥资200亿元建高效太阳能电池项目 通威股份剑指“世界级清洁能源企业”,上证报
3564,2020-02-11,百亿投建年产30GW太阳能电池项目 通威股份光伏产能再上新台阶,e公司
3565,2020-02-11,斥资百亿扩产30GW 光伏巨头通威股份四年后产能最高100GW,21世纪经济报道
3566,2020-02-11,通威股份：拟投建年产30GW高效太阳能电池及配套项目，项目总投资200亿元,Wind
3567,2020-02-11,通威股份：拟投资建设年产30GW高效太阳能电池及配套项目,格隆汇
3568,2020-02-11,【解读】120亿元可转债获批，通威股份要“发威”？,财华社
3569,2020-02-11,【新时代电新 开文明团队】通威股份：2020-2023发展规划发布，多晶硅与电池片龙头再出发,新时代证券研究
3570,2020-02-10,【申港电新】19Q4基金持仓分析：新能源车独领风骚,新能源深度研究
3571,2020-02-09,【华泰电新黄斌团队】周观点：1月欧洲新能源车销量亮眼，光伏硅料价格或进入上涨区间,华泰电新价值研究
3572,2020-02-06,复工后国内组件价格是涨还是跌？,中国能源网china5e
3573,2020-02-04,通威股份现1笔大宗交易 共成交918.84万元,新浪
3574,2020-01-30,电力设备与新能源行业:推荐关注存量结构优化带来的投资机会,全景网
3575,2020-01-23,【国盛电新|周报】特斯拉将合作CATL，“风光”建设政策开始征求意见,电新硬核研究
3576,2020-01-22,隆基股份斩获通威子公司近130亿订单 光伏产业链开启深度绑定时代,e公司
3577,2020-01-22,通威股份(600438.SH)就非公开发行绿色公司债券 上交所对其挂牌转让无异议,格隆汇
3578,2020-01-21,电气设备及新能源：风光迎拐点 电车全球化,财富动力网
3579,2020-01-19,光伏行业：异质结曙光已现 产业化加速在望,南方财经网
3580,2020-01-15,通威股份现1笔大宗交易 共成交303.42万元,新浪
3581,2020-01-15,新能源：这个光伏产业你不可不知,财富动力网
3582,2020-01-15,马斯克、巴菲特、软银押注光伏，异质结技术受热捧,Wind
3583,2020-01-14,通威股份(600438.SH)完成发行3亿元超短期融资券,格隆汇
3584,2020-01-13,"通威股份现1笔大宗交易 共成交1,004.21万元",新浪
3585,2020-01-10,A股共发生87宗大宗交易成交16.52亿元（1月10日）,Wind
3586,2020-01-10,"通威股份现2笔大宗交易 共成交15,708.00万元",新浪
3587,2020-01-10,通威股份(600438.SH)控股股东解除质押1.93亿股,格隆汇
3588,2020-01-09,"通威股份现1笔大宗交易 共成交4,389.00万元",新浪
3589,2020-01-09,通威股份(600438.SH)：通威集团解除质押3500万股及质押2500万股,格隆汇
3590,2020-01-09,[互动]通威股份：HIT电池目前仍处于研发阶段,金融界
3591,2020-01-09,通威新能源携手陕西大荔县打造“渔光一体”生态产业园,中国机经网
3592,2020-01-08,"通威股份现1笔大宗交易 共成交4,377.00万元",新浪
3593,2020-01-08,【国盛电新|周报】Model Y项目启动，爱旭发布210电池片产品---第2周周报,电新硬核研究
3594,2020-01-07,五大利好！巴菲特看好的光伏行业大反转,腾讯网
3595,2020-01-07,"巴菲特大举押注太阳能 多只A股封涨停！""异质结""或成2020技术风口",金融界
3596,2020-01-07,A股光伏版块为何会迎来批量涨停潮？,格隆汇
3597,2020-01-07,"通威股份现1笔大宗交易 共成交4,467.00万元",新浪
3598,2020-01-06,通威股份(600438.SH)：通威集团质押1.07亿股,格隆汇
3599,2020-01-06,通威股份(600438.SH)完成兑付“19通威SCP005”,格隆汇
3600,2020-01-03,通威股份(600438.SH)：“通威转债”累计转股22.2376万股,格隆汇
3601,2020-01-03,光伏公司高强度扩产,中证报
3602,2020-01-02,2020多晶硅市场五军之战不可避免 硅料价格长期跌势不改,集邦新能源网
3603,2020-01-01,通威股份(600438.SH)：闫天兵辞任董事职务 董监高成员变化,格隆汇
3604,2019-12-31,通威股份：董事辞职 董监高成员变化,Wind
3605,2019-12-30,"通威股份现5笔大宗交易 共成交1,160.50万元",新浪
3606,2019-12-30,上海证券市场大宗交易公开信息(2019-12-30),上交所
3607,2019-12-30,【民生电新】新能源行业丨周跟踪：2020年风电政策征求意见稿下发,睿评电新
3608,2019-12-27,【东吴七点半】地产券商发力 沪指重回三千（12.27）,东吴财经通
3609,2019-12-26,"通威股份现5笔大宗交易 共成交1,910.52万元",新浪
3610,2019-12-25,"通威股份现9笔大宗交易 共成交3,716.19万元",新浪
3611,2019-12-25,上海证券市场大宗交易公开信息(2019-12-25),上交所
3612,2019-12-25,一项食品农产品检测机构专项监督检查行动牵出水产饲料龙头通威股份及华测检测、广电计量3家上市公司,和讯
3613,2019-12-23,"通威股份现10笔大宗交易 共成交3,660.05万元",新浪
3614,2019-12-23,上海证券市场大宗交易公开信息(2019-12-23),上交所
3615,2019-12-20,"通威股份现7笔大宗交易 共成交3,843.31万元",新浪
3616,2019-12-19,通威股份现1笔大宗交易 共成交354.33万元,新浪
3617,2019-12-17,通威股份(600438.SH)归还部分暂时补充流动资金的闲置募集资金,格隆汇
3618,2019-12-13,通威股份(600438.SH)控股股东解除质押6510万股及质押3100万股,格隆汇
3619,2019-12-13,报告称光伏将成中国第一大电源，机构建议布局优质龙头,第一财经
3620,2019-12-12,四大券商周五看好的六大板块,证券之星
3621,2019-12-11,前10月光伏出口总额超去年全年，龙头企业将持续受益,第一财经
3622,2019-12-09,"通威股份现1笔大宗交易 共成交4,076.50万元",新浪
3623,2019-12-06,通威、华为合作升级，强强联手共塑光伏5G未来,SEMI
3624,2019-12-05,通威与华为签署全面合作协议：两大龙头深度布局光伏行业5G未来！,北极星电力
3625,2019-12-05,光伏升级 风电抢装持续景气 六股掘良机,证券时报网
3626,2019-12-04,光伏需求有望同比大幅增长,大众证券报
3627,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
3628,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
3629,2019-12-03,2020年光伏需求端增长迅速 六股投资正当时,证券时报网
3630,2019-12-02,农业股走强，天康生物领涨,Wind
3631,2019-12-01,【民生电新】新能源行业丨周跟踪：静待光伏政策落地，关注单晶受益环节,睿评电新
3632,2019-11-29,捷佳伟创：近12个月内与通威股份下属公司累计签订9.7亿元销售合同,发布易
3633,2019-11-29,捷佳伟创获通威股份大合同,金融界
3634,2019-11-29,新能源行业：能源迭代 车换芯,财富动力网
3635,2019-11-28,通威股份(600438.SH)控股股东解除质押1.59亿股,格隆汇
3636,2019-11-28,通威股份唐霖：农业与新能源双主业驱动下 通威双绿色模式助力平价项目落地,北极星电力
3637,2019-11-26,通威股份(600438.SH)：通威集团质押9400万股,格隆汇
3638,2019-11-22,通威股份(600438.SH)控股股东解除质押3000万股 质押2200万股,格隆汇
3639,2019-11-21,打造区域经济新增长极，通威太阳能成都电池产能突破10GW,四川日报
3640,2019-11-21,39股获券商买入评级 建发股份目标涨幅达55.81%,Wind
3641,2019-11-20,通威股份：硅料、电池片盈利底部，未来业绩可期,证券时报网
3642,2019-11-19,2019电车产销略降，2020预计高增长 | 兴业电新 · 每周观察（朱玥、曾英捷）,兴业电新
3643,2019-11-19,通威股份：电池片价格有望见底回升 维持“买入”评级,证券时报网
3644,2019-11-19,通威股份：光伏制造向好 龙头本色尽显,中泰证券
3645,2019-11-19,通威成都3.8GW电池片项目投产，2020年通威电池产能或超30GW,集邦新能源网
3646,2019-11-19,通威股份建成全球单体最大光伏电池基地,e公司
3647,2019-11-15,【光大固收】质优光伏封装标的，积极申购——福特转债（113551.SH）新券定价报告,EBS固收研究
3648,2019-11-15,广发证券-光伏行业三季报总结,广发证券
3649,2019-11-11,双11股市网红节：A股“顶流网红”购物车大曝光,证券时报
3650,2019-11-08,通威股份(600438.SH)控股股东解除质押1.61亿股 质押9300万股,格隆汇
3651,2019-11-08,13只能源化工类川股“喜忧”参半,金融投资报
3652,2019-11-06,光伏行业三季报：超半数企业营收同比下滑，头尾企业分化明显 盈利能力下降,腾讯网
3653,2019-11-05,【东吴电新】新能源19年报及20一季报总结：光伏总体高增龙头靓丽，风电零部件高增,新兴产业汇
3654,2019-11-05,【东吴电新】新能源行业三季报总结：景气提升，迎接旺季,新兴产业汇
3655,2019-11-04,【电新】2019年三季报综述:板块业绩有所下滑，盈利质量明显提升*强于大市 盈利能力下降,中银国际证券研究
3656,2019-11-03,电气设备：特斯拉刺激上海需求 荐6股,长城证券
3657,2019-11-02,三季度净利润增长超90% 爱旭科技进击资本市场的“智造密码”,中国经营报
3658,2019-10-31,"通威股份现1笔大宗交易 共成交4,347.00万元",新浪
3659,2019-10-31,通威股份今日大宗交易成交350万股，成交价12.42元折价2.36%,Wind
3660,2019-10-30,隆基股份前三季度净利润翻倍 明年光伏装机有望保持高位运行,e公司
3661,2019-10-30,414股获券商买入评级 天虹股份目标涨幅达72.04%,Wind
3662,2019-10-29,盘前有料丨格力电器15%股权花落高瓴、多只区块链概念股提示风险…重要消息还有这些,证券时报网
3663,2019-10-28,226股获券商买入评级 中国中铁目标涨幅达70.41%,Wind
3664,2019-10-28,通威股份上市15年累计分红23亿 董监高10年增持152次无一减持 减持股份,长江商报
3665,2019-10-28,通威股份:毛利率短期承压扩产降本支撑业绩 盈利能力下降,证券之星
3666,2019-10-27,【国盛电新|季报点评】通威股份：电池片盈利触底，光伏板块明年盈利有望提升,电新硬核研究
3667,2019-10-27,【华创电新|点评】成本管控优秀，盈利修复在即—通威股份三季报点评,华创电新研究
3668,2019-10-25,通威股份三季报业绩向好：库存大幅增长73%、流动负债171亿“压顶”成隐忧 偿债能力下降,中国网
3669,2019-10-25,通威股份：调整后更健康，制造端龙头有望持续成长,证券时报网
3670,2019-10-25,【华泰电新黄斌团队】通威股份：低成本产能护航，盈利符合预期,华泰电新价值研究
3671,2019-10-25,通威股份：两个新硅料厂的单晶料均已达产,第一财经
3672,2019-10-25,"通威股份:硅料产能释放,电池盈利企稳回升",东北证券
3673,2019-10-25,"通威股份三季报点评:电池盈利底部,硅料爬坡尾声",东吴证券
3674,2019-10-25,"通威股份三季报点评:电池片价格下滑拖累业绩,整体盈利能力有望修复 盈利能力下降",证券之星
3675,2019-10-24,通威股份(600438.SH)：“19通威SCP003”完成兑付,格隆汇
3676,2019-10-24,A股共发生70宗大宗交易成交21.4亿元（10月24日）,Wind
3677,2019-10-24,这只博时主题基金分红15亿 暗含A股后市走势？,新浪
3678,2019-10-24,"通威股份现1笔大宗交易 共成交35,760.00万元",新浪
3679,2019-10-24,通威股份(600438.SH)前三季净利升35.24%至22.43亿元,格隆汇
3680,2019-10-24,通威股份：前三季度净利22.43亿元 同比增35%,e公司
3681,2019-10-24,通威股份：前三季度净利润同比增35.24%,Wind
3682,2019-10-24,通威股份：前三季度净利润22.43亿元，同比增长35.24%,Wind
3683,2019-10-22,"电力设备与新能源行业周报:9月工控略有复苏,光伏旺季有所延后",东吴证券
3684,2019-10-16,【可来研选】光伏行业量利齐升，三季度龙头延续高增长，回调即是机会,云掌财经
3685,2019-10-16,通威股份开盘走弱逼近跌停,Wind
3686,2019-10-16,电新行业2019年三季度业绩前瞻：光伏业绩确定性强，新能源汽车增速放缓 盈利能力下降,格隆汇
3687,2019-10-15,今年以来最大“解禁周”来临，44家公司解禁市值总额1682亿元,Wind
3688,2019-10-15,今年以来最大“解禁周”来临 44家公司解禁市值总额1682亿 解禁,中证报
3689,2019-10-15,四川发力“一带一路”10家川股争相布局,金融投资报
3690,2019-10-14,"电力设备与新能源行业周报:电动车销售依然平淡,泛在加快推进",东吴证券
3691,2019-10-14,"电力设备行业动态分析:装机量环比改善,泛在建设全面提速",安信证券
3692,2019-10-13,周末要闻2019年10月13日星期日,Wind
3693,2019-10-12,融资1730亿 分红333亿 新能源上市公司分红榜都有谁？,北极星电力
3694,2019-10-12,下周43家公司1706亿市值限售股解禁 解禁,Wind
3695,2019-10-09,[快讯]通威股份92290万限售股10月15日解禁 解禁,中财网
3696,2019-10-09,通威股份(600438.SH)：约9.23亿股限售股10月15日解禁 解禁,格隆汇
3697,2019-10-09,通威股份：9.23亿股限售股10月15日解禁流通 解禁,Wind
3698,2019-10-08,通威股份(600438.SH)截至9月底“通威转债”累计转股21.27万股,格隆汇
3699,2019-09-29,中环大直径硅片项目投产，通威发行3亿元超短期融资券，特变出资3亿设立能源引导基金,世纪新能源
3700,2019-09-27,通威股份(600438.SH)完成发行3亿元超短期融资券,格隆汇
3701,2019-09-26,汽车：海外光伏持续景气 荐25股,中银国际
3702,2019-09-25,通威股份(600438.SH)控股股东解除质押2620万股 及质押2000万股,格隆汇
3703,2019-09-24,"A股纪录:上市不满两年就“卖壳” ""乐山帮""身影浮现",中证报
3704,2019-09-24,汽车：亚马逊向美国RIVIAN订购10万辆电动送货车,东莞证券
3705,2019-09-24,电力设备与新能源行业周报:泛在网招标启动风光景气继续延续,长城证券
3706,2019-09-20,通威股份(600438.SH)完成发行3亿元超短期融资券,格隆汇
3707,2019-09-20,首单LPR浮息债来了：规模3个亿 挂钩1年期LPR,新浪
3708,2019-09-20,通威股份 通威转债9月23日起转股,金融投资报
3709,2019-09-19,全国首单挂钩LPR浮息债券发行 中标利率4.80%,经济观察网
3710,2019-09-19,中标利率4.80%！邮储银行主承销全国首单挂钩LPR浮息债券,Wind
3711,2019-09-19,通威37年奋进史：光伏新能源龙头是这样炼成的,每经网
3712,2019-09-19,通威股份(600438.SH)控股股东解除质押及再质押4000万股,格隆汇
3713,2019-09-18,光伏企业上半年财务数据排名：营收总额超千亿，带息债务增速放缓,面包财经
3714,2019-09-18,电气设备：成长启动弱化周期 荐2股,东莞证券
3715,2019-09-18,电气设备：盈利提升+迎接旺季 荐12股,广发证券
3716,2019-09-18,汽车：为生产电池做准备 荐5股,东莞证券
3717,2019-09-18,光伏企业上半年财务数据排名：营收总额超千亿，带息债务增速放缓,和讯
3718,2019-09-18,"电力设备与新能源行业周观点:风光景气度回升,关注抢装行情(增持)",万联证券
3719,2019-09-18,电力设备与新能源行业周报:电动车双积分修改征求意见光伏产业链价格上涨迎旺季,长城证券
3720,2019-09-12,光伏板块表现强势，阳光电源大涨6%,Wind
3721,2019-09-11,2019年上半年43家光伏企业财报数据分析,中国能源网china5e
3722,2019-09-11,通威股份：控股股东减持可转债，百亿市值限售股即将解禁 可转债减持,腾讯网
3723,2019-09-10,"通威股份:光伏龙头成长进行时,显著受益下半年旺季",信达证券
3724,2019-09-09,光伏上市公司半年业绩“大阅兵”：谁才是真正的江湖老大？,华夏能源网
3725,2019-09-09,"电力设备新能源行业2019年半年报综述:新能源业绩表现突出,下半年把握量增主线",平安证券
3726,2019-09-06,光伏制造板块净利两极化 近四成公司成“进步生”,证券日报
3727,2019-09-05,通威股份(600438.SH)控股股东解除质押合计4119.5万股,格隆汇
3728,2019-09-03,社保基金青睐6川股 QFII大举抛售,金融投资报
3729,2019-09-02,通威股份(600438.SH)控股股东解除质押5500万股 及质押4500万股,格隆汇
3730,2019-09-02,光伏2019中报总结：电池片靓丽，产业供需拐点在即（光伏系列报告之六）,中泰电新研究
3731,2019-09-02,【电新】行业2019年中报综述:板块业绩略有下滑，经营现金流大幅改善*强于大市 盈利能力下降,中银国际证券研究
3732,2019-08-30,电力设备与新能源行业周报:招标开启迎来光伏旺季政策助推公交出租电动化,长城证券
3733,2019-08-28,大消费崛起，这类股你值得拥有,和讯
3734,2019-08-28,【国盛电新|周报】前十月风电并网同比增长0.2GW，宁德时代获宝马巨额订单追加-第48周观点,电新硬核研究
3735,2019-08-27,光伏旺季即将来临！除了龙头隆基、通威，还有哪些具备潜力？,腾讯网
3736,2019-08-22,I级应急响应！四川多家上市公司遭洪灾，其中一家损失或超去年全年净利4倍,中证报
3737,2019-08-22,A股早报2019年8月22日星期四,Wind
3738,2019-08-22,需求旺盛驱动行业盈利持续回升逾15亿元大单资金布局25只光伏概念股,证券日报
3739,2019-08-22,光伏概念大幅拉升产业链价格望迎拐点 六股掘金,证券时报网
3740,2019-08-21,“国家队”持股路线图曝光！社保基金、证金、汇金大手笔买入这些股票,中证报
3741,2019-08-21,涨停板解密：深圳本地股分化，部分继续受资金追捧！（8月21日）,Wind
3742,2019-08-21,机构口是心非？科技公司转一圈回头还是买消费,Wind
3743,2019-08-21,新能源概念异动抬升，阳光电源涨停，拓日新能涨近7%，通威股份、隆基股份涨逾5%,Wind
3744,2019-08-21,"跨市场电力设备新能源行业双周报:光伏产业链价格有望触底回升,动力电池排产低迷",光大证券
3745,2019-08-19,通威股份中期净利增幅近六成 引领光伏行业复苏的背后,投资者网
3746,2019-08-19,通威太阳能将成全球首个10GW光伏产业电池生产基地,成都日报
3747,2019-08-19,196股获券商买入评级 工业富联目标涨幅达101.95%,Wind
3748,2019-08-18,机构评级榜：16股最受关注 机构集体推荐,证券时报
3749,2019-08-16,【华泰电新黄斌团队】通威股份2019半年报点评：盈利超预期，龙头地位稳固,华泰电新价值研究
3750,2019-08-16,A股658份中报曝光聪明钱布局密码：QFII、社保新进这些股！,21世纪经济报道
3751,2019-08-16,80后少帅上任后交首份成绩单 通威股份上半年净利增六成,华夏时报
3752,2019-08-16,『早安，新时代！』晨会早读2019/8/16:今日关注： 西藏药业、通威股份、北方华创、阳光电源,新时代证券研究
3753,2019-08-16,通威股份：业绩持续亮眼，龙头地位凸显,证券时报网
3754,2019-08-16,通威股份赚了14.5亿 全国社保基金进场,金融投资报
3755,2019-08-16,"通威股份:业绩符合申万宏源预期,电池片板块业绩亮丽",申万宏源
3756,2019-08-15,【东吴电新】通威股份中报点评：价格底部，旺季在即,新兴产业汇
3757,2019-08-15,通威股份（600438）：中报业绩高增长，光伏业务盈利修复,CITICS电新
3758,2019-08-15,通威股份：硅料和电池片双龙头，业绩稳健增长,证券时报网
3759,2019-08-15,19公司获得推荐评级-更新中,中财网
3760,2019-08-15,通威股份（600438）2019年中报点评：上半年业绩超预期，下半年关注产业链价格反弹,国信研究
3761,2019-08-15,【新时代电新 开文明团队】通威股份：产能释放助推龙头地位稳固，成本优势依旧领先,新时代证券研究
3762,2019-08-15,通威股份：2019年半年度主要财务指标,上交所
3763,2019-08-15,"通威股份:高效新产能释放助业绩高增长,产品价格触底回升将带动盈利能力回升",国金证券
3764,2019-08-15,"通威股份2019年中报点评:单晶用料占比提升,高效电池片产能稳步扩张",光大证券
3765,2019-08-15,通威股份:电池片业务助推中报业绩高增长,证券之星
3766,2019-08-15,"通威股份:电池片业绩贡献突出,硅料有望量利齐升",平安证券
3767,2019-08-15,"通威股份:业绩高增长,产能持续释放",东北证券
3768,2019-08-14,[快讯]通威股份:募投项目结项并将节余募集资金永久补充流动资金,中财网
3769,2019-08-14,通威股份(600438.SH)节余募集资金2.95亿元永久补充流动资金,格隆汇
3770,2019-08-14,通威股份(600438.SH)拟非公开发行不超30亿元绿色公司债券,格隆汇
3771,2019-08-14,通威股份2019年上半年净利14.51亿 光伏业务产销量提高,挖贝网
3772,2019-08-14,通威股份：上半年净利14.51亿元 同比增58%,e公司
3773,2019-08-14,通威股份(600438.SH)半年度净利润升58.01%至14.51亿元,格隆汇
3774,2019-08-14,通威股份中报：上半年净利润14.5亿元，同比增长58.01%,Wind
3775,2019-08-14,"电气设备和新能源行业:嘉能可钴矿计划年底停产,锂电市场边际改善 经营问题",上海证券
3776,2019-08-14,"电力设备与新能源行业周报:电动车筑底待旺季,光伏降价见底等旺季",东吴证券
3777,2019-08-13,"电力设备与新能源行业:从国电投招标看光伏组件技术走向,下半年泛在电力物联网建设将提速",国金证券
3778,2019-08-13,"电力设备行业动态分析:装机量符合预期,单晶有望触底反弹",安信证券
3779,2019-08-12,"电气设备行业:7月动力电池装机量环比下降近三成,发改委出台电力现货市场建设意见",证券之星
3780,2019-08-08,"电气设备与新能源行业:钴价止跌反弹,电池排产有所复苏",上海证券
3781,2019-08-05,"电气设备行业:锂电池市场初见好转苗头,光伏过后有望迎景气回升",证券之星
3782,2019-08-05,"电力设备与新能源行业周报:电池排产逐步恢复迎旺季,光伏降价临尾声等旺季",东吴证券
3783,2019-08-01,"电气设备和新能源行业:特斯拉Q2销量超预期,PERC电池降价持续",上海证券
3784,2019-07-31,通威股份控股股东通威集团解除质押3300万股及再质押2900万股,挖贝网
3785,2019-07-30,通威股份(600438.SH)：通威集团解押3300万股及质押2900万股,格隆汇
3786,2019-07-30,"电新行业6月深度跟踪:新能源汽车抢装明显,风电景气度大幅提升",证券之星
3787,2019-07-29,可转债融资已创历史新高！部分上市公司账面现金多，并不差钱,Wind
3788,2019-07-29,"电力设备行业跟踪报告:二季度基金仓位总体平稳,龙头集中度提升明显",渤海证券
3789,2019-07-29,"跨市场电力设备新能源行业双周报:电动车排产低位,风电将迎投运高峰",光大证券
3790,2019-07-28,通威股份短期融资券发行 总额为4亿元,挖贝网
3791,2019-07-26,通威股份(600438.SH)完成发行4亿元超短期融资券,格隆汇
3792,2019-07-26,通威股份已发行4亿元超短期融资券 发行利率为4.5%,中证网
3793,2019-07-26,需求旺盛下半年光伏装机加快推进 六股蓄势待发,证券时报
3794,2019-07-24,通威股份今日大宗交易成交16万股，成交价14.13元溢价0.0%,Wind
3795,2019-07-24,"电气设备行业周报:新能源车底部布局正当时,光伏国内需求启动在即",国海证券
3796,2019-07-24,"电力设备与新能源行业周报:6月风电装机高增长,北京奖励出租车电动化",长城证券
3797,2019-07-23,光伏板块稳步上攻，露笑科技领涨5%,Wind
3798,2019-07-23,【东吴电新】基金Q2电新持仓分析：板块持仓分化明显，光伏和电池环节持仓增加,新兴产业汇
3799,2019-07-22,通威股份(600438.SH)：控股股东质押6500万股及解除质押7737.5万股,格隆汇
3800,2019-07-22,"电气设备行业:比亚迪与丰田联合开发电动车,特斯拉上海工厂最早于11月投产",证券之星
3801,2019-07-18,"电力设备与新能源行业周观点:光伏竞价结果超预期,风电盈利确定布局正当时",万联证券
3802,2019-07-15,通威股份：2019年第一期超短期融资券完成到期兑付,中证网
3803,2019-07-15,公用事业：乘用车积分新规征求意见 荐3股,东兴证券
3804,2019-07-15,公用事业：国内需求即将启动 荐5股,上海证券
3805,2019-07-15,55股获券商买入评级 迪安诊断目标涨幅达107.36%,Wind
3806,2019-07-15,"电力设备与新能源行业:竞价结果符合预期,静待装机加速启动",长城证券
3807,2019-07-14,公用事业：国内需求启动在即 荐14股,安信证券
3808,2019-07-13,光伏概念震荡上扬旺季即将开启 六股现上车良机,证券时报网
3809,2019-07-12,电气设备：国内装机旺季开启 荐3股,东北证券
3810,2019-07-12,光伏板块午前二次上攻，阳光电源强势封板,Wind
3811,2019-07-12,光伏板块逐步走强，露笑科技大涨8%,Wind
3812,2019-07-12,中信证券：光伏竞价项目落地，全年装机增长无虞,Wind
3813,2019-07-12,"电气设备行业:竞价结果公布,国内装机旺季开启",东北证券
3814,2019-07-12,"电力设备新能源行业《拟纳入2019年光伏发电国家竞价补贴范围项目名单》点评:竞价结果月初公布,静待国内市场启动",光大证券
3815,2019-07-12,"新能源行业点评报告:初心不改,使命必达",东吴证券
3816,2019-07-12,太阳能行业研究,国金证券
3817,2019-07-12,"电力设备行业:竞价项目落地,光伏旺季将启",平安证券
3818,2019-07-11,公用事业：未来需求即将启动 荐5股,和讯
3819,2019-07-11,电气设备：产业链趋势变化几何 荐5股,国盛证券
3820,2019-07-08,群益证券：通威股份买入评级,顶尖财经网
3821,2019-07-08,41股获券商买入评级 埃斯顿目标涨幅达53.86%,Wind
3822,2019-07-08,"电气设备行业周报:发改委发文促进储能技术发展,特斯拉上海工厂将于年底投产",证券之星
3823,2019-07-08,"通威股份:低成本龙头产能加速释放,半年报业绩高增超预期",上海证券
3824,2019-07-08,"通威股份半年度业绩预增点评:电池量利齐升,硅料有望企稳回升",西部证券
3825,2019-07-05,通威股份上半年业绩预增55%至65% 下半年产能将得到全面释放,证券日报
3826,2019-07-05,【东吴电新】通威股份半年报预告点评：硅料、电池花开两朵，上、下半年各表一枝,新兴产业汇
3827,2019-07-05,通威股份：全年业绩确定性强 增持评级,国盛证券
3828,2019-07-05,8日机构强推买入 六股成摇钱树,证券之星
3829,2019-07-05,通威股份：中报大幅预增 全年或持续高增长,证券时报网
3830,2019-07-05,通威股份2019上半年净利预增超50495.86万元,Ofweek
3831,2019-07-05,通威股份：中报业绩预告超市场预期 目标价上调至17.2元,证券时报网
3832,2019-07-05,通威股份（600438）：中报大幅预增，盈利超市场预期,中信证券研究
3833,2019-07-05,【国金晨讯精选】通威股份半年报预告点评,国金证券研究所
3834,2019-07-05,通威股份2019年上半年实现净利5.05亿元—5.97亿元,挖贝网
3835,2019-07-05,"通威股份:高效新产能持续释放,以量补价实现高增长",国金证券
3836,2019-07-04,电池出货量近翻倍 通威股份预计上半年净利增逾五成,每日经济新闻
3837,2019-07-04,通威股份：上半年净利预增55%-65%,Wind
3838,2019-07-03,战略入股、举牌……千亿资金纾困民企，有人欢喜有人忧,Wind
3839,2019-07-03,"电力设备:氢能白皮书发布,风光再迎利好",安信证券
3840,2019-07-02,"电气设备和新能源行业:光伏竞价申报完毕,动力电池白名单废止",上海证券
3841,2019-07-02,"电气设备行业周报:动力电池白名单取消,隆基股份下调海外单晶硅片价格",证券之星
3842,2019-07-01,捷佳伟创：异质结电池设备取得突破 买入评级,广发证券
3843,2019-06-28,通威股份(600438.SH)控股股东解除质押及再质押9000万股,格隆汇
3844,2019-06-28,电气设备：风光景气度向上 荐6股,东北证券
3845,2019-06-28,"电气设备行业深度报告:风光景气度向上,盈利能力回升",东北证券
3846,2019-06-27,"电新行业5月深度跟踪:光伏风电高景气,新能源汽车需求增速放缓",证券之星
3847,2019-06-24,电力设备与新能源行业周报:2019年可再生能源电价补贴资金预算发布,证券之星
3848,2019-06-21,"新能源行业2019年半年度投资策略:政策落地,新能源景气度加速回升",国信证券
3849,2019-06-20,通威东营“渔光一体”生态园区正式开工,中国能源网china5e
3850,2019-06-17,光伏概念股下挫 隆基股份、通威股份跌7%,证券时报网
3851,2019-06-17,"电力设备与新能源行业周报:电动车5月产销平淡,工控5月需求偏弱",东吴证券
3852,2019-06-14,"电力设备行业:拥抱光伏平价大周期,关注促消费政策后续实施",安信证券
3853,2019-06-13,"电气设备和新能源行业:政策保障新能车消费,持续看好光伏需求启动",上海证券
3854,2019-06-13,"新能源光伏市场跟踪周报:国内光伏产业链价格稳定,光伏展(SNEC)在上海举行",浙商证券
3855,2019-06-12,电力设备与新能源行业6月第2周周报:新能源汽车产业政策转暖,证券之星
3856,2019-06-12,"电气设备行业周报:政策温和加码或助推需求,光伏龙头共谋产业大局",国海证券
3857,2019-06-11,"电力设备新能源行业2019年下半年投资策略:风光平价加速,电车砥砺前行",光大证券
3858,2019-06-10,"电气设备行业周报:2019SNEC光伏展在沪举办,发改委出台政策推动汽车产业电动",证券之星
3859,2019-06-09,【民生电新】新能源行业丨周跟踪：强强联合，隆基、通威签订战略合作协议,睿评电新
3860,2019-06-09,电气设备：光伏风电需求增长新政利好新能源汽车 荐6股,方正证券
3861,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
3862,2019-06-05,光伏两大阵营对垒升级：隆基正式结盟通威,中国能源网china5e
3863,2019-06-05,【电新】600438*通威股份:战略协议落地，深度合作开启*买入,中银国际证券研究
3864,2019-06-05,6月份A股市场或维持震荡 寄望科技板块“赚钱效应”,证券日报
3865,2019-06-05,"新能源行业政策点评:光伏政策落地,开启下半年国内装机周期",国信证券
3866,2019-06-05,"隆基股份点评报告:与通威战略合作,强强联合产业链联动",浙商证券
3867,2019-06-04,隆基股份：强强联手 互补共赢,证券时报网
3868,2019-06-04,格隆汇A股公告精选(6.04) | 万里扬CVT产品配套吉利与奇瑞国六车型量产；天邦股份定增42亿用于主营；隆基股份与通威股份就高纯晶硅、硅片合作事项达成战略合作协议；中钢国际签署新增产能250万吨焦化项目,格隆汇
