,2021-12-31,百年泸州老窖窖龄酒生肖（虎）酒成都重磅首发！,凤凰网
5444,2020-02-12,高端酒的正反面：“茅五泸”坚持不调低增长目标，茅台酒价格一周下跌200元,搜狐
5445,2020-02-12,白酒企业陆续复工力保全年目标,中证报
5446,2020-02-11,白酒股获外资加速配置，短期估值回调龙头迎布局良机丨牛熊眼,第一财经
5447,2020-02-11,白酒板块发力拉升，泸州老窖涨逾5%，高端酒坚守目标不动摇,证券时报网
5448,2020-02-11,“喝酒”行情再现 老白干酒、泸州老窖大涨5%,每日经济新闻
5449,2020-02-11,【行情】酒板块短线快速走强，老白干酒涨6%领涨，金种子酒涨超5%，口子窖、金徽酒、泸州老窖等集体上涨，贵州茅台、五粮液涨近2%。,金十数据
5450,2020-02-10,白酒板块四连涨 机构：没有一个春天不会来临 坚守价值龙头,中国财富网
5451,2020-02-07,疫情影响初现：行业价格标杆茅台一批价下跌近200元,新浪
5452,2020-02-06,泸州老窖：五大举措做好复工复产 坚决完成2020年发展目标,中证网
5453,2020-02-06,泸州老窖：科学部署复工复产 坚决完成2020年发展目标,e公司
5454,2020-02-06,复盘非典|泸州老窖经销商节前已打款 压力在渠道端,新浪
5455,2020-02-06,三大券商周五看好的六大板块,证券之星
5456,2020-02-05,融资客青睐8股，安洁科技买入占比高达45.74%,Wind
5457,2020-02-04,食品饮料：板块表现更回归于基本面【太平洋证券|黄付生蔡雪昱团队】,食品饮料大消费黄付生
5458,2020-02-04,股价表现持续低迷，疫情对白酒业影响几何？,格隆汇
5459,2020-02-04,格隆汇2020下注中国十大核心资产之四：五粮液（000858.SZ）,港股那点事
5460,2020-02-03,酒企在行动|泸州老窖捐2000万 暂停举办品牌宣传活动,新浪
5461,2020-01-31,汾酒捐款额排白酒行业并列第四李秋喜不想超过泸州老窖？,运营商财经网
5462,2020-01-31,名列酒企前茅的泸州老窖捐赠额比不上茅台可理解却不到劲牌一半,运营商财经网
5463,2020-01-31,百润股份（002568.SZ）: 看，那只参赛的乌龟！,搜狐
5464,2020-01-30,众志成城战疫情 川藏上市公司在行动,证券日报
5465,2020-01-29,泸州老窖捐赠2000万元医疗防护设备和现金,人民论坛网
5466,2020-01-28,近20家酒企驰援湖北：劲牌捐1亿，有公司捐13吨医用酒精,澎湃新闻
5467,2020-01-28,抗击新型冠状病毒肺炎疫情 五粮液、泸州老窖、汾酒等酒企正在行动,中国网
5468,2020-01-28,【抗击疫情，中国酒业在行动】泸州老窖股份公司捐赠2000万元医疗防护装备及现金,酒业新闻网
5469,2020-01-27,直播带货、促销 白酒抢占春节档,新京报
5470,2020-01-25,【安信食品】2019Q4基金持仓分析：白酒回落、食品分化,安信食饮
5471,2020-01-23,去年四川4家上市酒企前三季度贡献172.81亿元净利,证券日报
5472,2020-01-23,公募基金去年四季度重仓股全扫描：“迷恋”金融大消费 新进238只A股,证券日报
5473,2020-01-22,【西南食品饮料｜动态跟踪】 动销超预期+估值切换，白酒确定性收益明显,微信
5474,2020-01-21,泸州老窖下属全资子公司通过高新技术企业认定,中新网
5475,2020-01-21,白酒股持续低迷，口子窖、五粮液跌幅居前,Wind
5476,2020-01-20,白酒股全线走弱！茅台、泸州老窖及洋河均跌逾1% 机构：可继续关注,腾讯网
5477,2020-01-20,【观察】春节名酒扎堆“涨价”背后的逻辑,中华网
5478,2020-01-19,“抛弃”全兴，卖给外企后变“贵族”的水井坊，瘸着腿能跑多远？,搜狐
5479,2020-01-18,下一站“社区商业”！酒类品牌应该如何上车？,糖酒快讯
5480,2020-01-18,【华创食饮】Q4线上数据专题：保健食品增速小幅改善，休闲食品龙头增速亮眼,华创食饮
5481,2020-01-16,四川建设省级创新型城市 6市川企也有份,金融投资报
5482,2020-01-16,茅台回调两月，白酒指数却创新高，2020年还能继续畅饮吗？,Wind
5483,2020-01-15,食品｜旺季逐步确认景气，看好全年白酒投资机会,中信证券研究
5484,2020-01-14,川发展拟购66.7%股份 泸州老窖或并入河套酒业？,北京商报
5485,2020-01-13,鼠年来临 白酒板块还会持续“牛气冲天”吗？,佳酿网
5486,2020-01-13,泸州老窖（000568）【申万食品饮料-吕昌、周缘】点评：渐进提价助力量价齐升 深耕细作保证长远增长,申万食品饮料
5487,2020-01-13,【研报掘金】酒企稳中求进，节前渠道反馈积极，重点布局春节行情,证券时报网
5488,2020-01-13,“喝酒”行情再现 头部企业稳中求进,新浪
5489,2020-01-13,假期旺季因素催化上行 泸州老窖等白酒股走强,新浪
5490,2020-01-13,白酒股走强 泸州老窖涨逾4%,e公司
5491,2020-01-13,【国金食饮】中粮肉食19年经营数据点评：出栏量低于此前指引，2020年仍持乐观态度,--
5492,2020-01-13,24股主力资金净流入超亿元,证券时报
5493,2020-01-12,厉害了！一家卖酒的企业，却摘得国家科学技术进步奖一等奖,搜狐
5494,2020-01-11,泸州老窖聘任江域会、伍勤为副总经理,中国白酒网
5495,2020-01-10,【华创食饮】周观点：春节催化白酒估值修复可期，关注恒顺中长期改善机会,华创食饮
5496,2020-01-10,泸州老窖涨3.89% 股价创近3个月新高,中新经纬
5497,2020-01-10,白酒股午前冲高，金徽酒冲击涨停,Wind
5498,2020-01-10,1月10日起国窖1573提价20元/瓶 2月配额仅去年4%,佳酿网
5499,2020-01-10,千元赛道狼烟再起 谁能赢战2020？,佳酿网
5500,2020-01-08,百亿梦碎 河套酒业被传收购,北京商报
5501,2020-01-07,茅台暴跌！白酒泡沫破裂？,佳酿网
5502,2020-01-07,【国金食饮】妙可蓝多引进蒙牛战投点评：引入蒙牛作为战投，多方利好助推公司腾飞,--
5503,2020-01-06,泸州老窖最新股东户数下降8.57%筹码趋向集中,证券时报网
5504,2020-01-06,2020业绩预增25% 刘淼放话在规模上再造一个泸州老窖,腾讯网
5505,2020-01-03,"暴跌1200亿！一个""泸州老窖""没了，茅台出啥事了？",中国基金报
5506,2020-01-03,泸州出台支持白酒发展政策 将扩大产能、发力酱酒、做大单品,佳酿网
5507,2020-01-03,津市监执罚〔2019〕56号天津市午寅戌卯烟酒商行（肖光启）未履行食品进货查验义务及销售侵犯注册商标专用权的商品案 诉讼纠纷,天津市场监管委
5508,2020-01-03,泸州老窖董事长刘淼：再造一个泸州老窖,中国白酒网
5509,2020-01-02,洋河股份(002304)：去年股价仅涨20%，落寞“老三”能否力挽狂澜？,格隆汇
5510,2020-01-02,大盘上冲3100点茅台却大跌：估值过高，机构博弈凶猛,第一财经
5511,2020-01-02,消费升级+集中度提升 白酒板块仍存结构性机会,佳酿网
5512,2020-01-02,传川发展收购河套酒业，泸州老窖人员或入驻,搜狐
5513,2020-01-02,泸州老窖监事会主席伍勤辞职 董监高成员变化,中国白酒网
5514,2020-01-02,【山证食品】食品饮料2020年度投资策略：稳中前进，仍存在结构性机会,山西证券研究所
5515,2019-12-31,河套酒业或被川发展收购：基金股东对赌失败转让股权，泸州老窖人员被传将入驻 减持股份,搜狐
5516,2019-12-31,泸州老窖已在50个国家和地区建立经销网络,中国网
5517,2019-12-31,泸州老窖董事长刘淼： 改变中国白酒传统输出方式的“尝鲜者”,21世纪经济报道
5518,2019-12-30,泸州老窖：关于监事会主席辞职的公告 董监高成员变化,新浪
5519,2019-12-30,泸州老窖(000568.SZ)：监事会主席伍勤辞职 董监高成员变化,格隆汇
5520,2019-12-30,泸州老窖：监事会主席伍勤因工作调整辞职 董监高成员变化,Wind
5521,2019-12-30,泸州老窖国际化提速 已在50个国家和地区建立了经销网络,中国网
5522,2019-12-30,巨·热点 | 证券板块护航 三大涨价题材机会开启！！,巨丰财经
5523,2019-12-29,泸州老窖“茗酿”在京推介，欲打开华北市场,中国白酒网
5524,2019-12-29,川酒全国行游走中国数月2020年营收目标3500亿元,经济观察报
5525,2019-12-29,茅五虽“千亿”，白酒仍狂奔 | 2020新年特刊,华夏时报
5526,2019-12-28,泸州老窖特曲60版2019年销售额突破10亿元,中国白酒网
5527,2019-12-28,泸州老窖“茗酿”在京推介，欲打开华北市场,新京报
5528,2019-12-27,白酒股全线飘红茅台大涨3%，高端酒核心资产价值被看好,第一财经
5529,2019-12-27,白酒企业轮番涨价开启 行业向龙头集中成大势所趋,中国报告大厅
5530,2019-12-27,北向资金持续扫货 食品饮料将出“慢牛股”？,每日经济新闻
5531,2019-12-27,酒鬼酒深陷甜蜜素风波官方抽检合格强势反弹,重庆商报
5532,2019-12-26,"白酒一边涨价一边促销,玩啥呢？",中新网
5533,2019-12-26,白酒板块止跌上涨,佳酿网
5534,2019-12-26,白酒企业年底现涨价潮 经销商“花式”促销,天府早报
5535,2019-12-26,泸州老窖大建工程、债务激增，重回三甲希望仍渺茫？ 偿债能力下降,中国白酒网
5536,2019-12-25,基金收评 | 半导体50飙涨近6% “科技牛”调整已结束？,第一财经
5537,2019-12-25,白酒企业年底现涨价潮 经销商“花式”促销,佳酿网
5538,2019-12-24,泸州老窖大建工程、债务激增，重回三甲希望仍渺茫？ 偿债能力下降,中金在线
5539,2019-12-24,【长城食饮每日资讯1224】泸州老窖成都久泰公布经销商股权激励方案,宇光食饮日讯
5540,2019-12-24,2019年四川省数字经济成长型企业名单：泸州老窖等12家企业上榜（附名单）,中商情报网
5541,2019-12-24,泸州老窖成都久泰正式试点股改，入股经销商明年可首次分红,中国白酒网
5542,2019-12-22,重品2019：白酒的“温”与“烈”,国际金融报
5543,2019-12-21,中高端白酒又迎涨价潮，价格对标茅台还要涨,搜狐
5544,2019-12-21,年底8酒企调价！4款千元酒提价不足百元，电商却猛打折,中新经纬
5545,2019-12-20,【快评|国信食饮】酒鬼酒重大事件点评：甜蜜素事件引市场关注，无忧行业中长期发展,瑶食梦饮
5546,2019-12-20,高端白酒涨价背后的那点小心思,新浪
5547,2019-12-20,白酒板块市值蒸发338亿 机构:正常波动 看好中长期机会 连续下跌,佳酿网
5548,2019-12-20,白酒股回调走弱！贵州茅台跌近1%,佳酿网
5549,2019-12-19,酒企纷纷提价抢占“春节档” 不得不涨还是必须要涨,中新网
5550,2019-12-19,诗酒为媒，国潮白酒如何打造新风尚？,凤凰网
5551,2019-12-18,川酒求变：区块链、网红直播带来哪些新玩法？,搜狐
5552,2019-12-17,华东硝烟弥漫之下 谁在谋探酱香酒次高端价值洼地？,佳酿网
5553,2019-12-17,白酒掀起第二波涨价潮 年关将近标的股布局机会凸显,佳酿网
5554,2019-12-17,白酒业的四大特性和投资的三个层级,佳酿网
5555,2019-12-17,酿酒板块全天弱势！白酒板块仅7股飘红,佳酿网
5556,2019-12-17,白酒企业集体涨价抢占中高端,新快报
5557,2019-12-15,舍得酒业跟涨，智慧舍得每盒将上调52元,新京报
5558,2019-12-14,白酒行业拐点来了,财经国家周刊
5559,2019-12-13,【长城食饮每日资讯1213】泸州老窖拟1.01亿元购买5宗土地使用权，用于智能化包装中心技改项目,宇光食饮日讯
5560,2019-12-13,泸州老窖通过智能化包装中心项目建设决议,中国白酒网
5561,2019-12-13,泸州老窖溢价1倍购买控股股东土地，年内关联交易金额超3.5亿元,搜狐
5562,2019-12-13,泸州老窖(000568.SZ)子公司拟1.01亿元向嘉信集团购买5宗工业地 用于建设智能化包装中心技改项目,格隆汇
5563,2019-12-13,泸州老窖：购置土地 用于智能化包装中心技改项目建设,e公司
5564,2019-12-12,泸州老窖副总经理沈才洪减持4.6万股 减持股份,财经网
5565,2019-12-12,"2019胡润酒类品牌榜:贵州茅台,五粮液,国窖1573居前3",新浪
5566,2019-12-12,泸州老窖副总沈才洪减持股份计划实施完毕 拟减持股份,中国白酒网
5567,2019-12-12,116只低估值股获机构重仓且全年业绩有望高增长,Wind
5568,2019-12-11,【方正食品饮料】2020食品饮料行业推什么？,方正证券研究
5569,2019-12-11,泸州老窖(000568.SZ)：沈才洪减持完成累计减持4.61万股 减持股份,格隆汇
5570,2019-12-11,泸州老窖：董事、副总经理沈才洪减持0.003%公司股份 减持股份,Wind
5571,2019-12-11,年内三连涨，52度国窖1573经典装再调价,新京报
5572,2019-12-10,白酒旺季涨价潮是市场刚需还是企业内需？,佳酿网
5573,2019-12-10,泸州老窖旗下国窖1573再次提价 全系列产品达到千元,新浪
5574,2019-12-10,泸州老窖股价两月下跌20% 白酒“老三”频繁提价不被看好？,佳酿网
5575,2019-12-09,周观点（12月第1周）：【申万食品饮料-吕昌团队】旺季关注酒企回款 估值切换已有空间,申万食品饮料
5576,2019-12-09,【安信食品|周观点】预期低位、重申食品饮料稳健与成长双重价值,北外滩食饮俱乐部
5577,2019-12-09,【川财研究所*深度专题】食品饮料：茅台直营正稳步落地，调味品、啤酒集中度提升明显（20191206）,川财研究
5578,2019-12-06,白酒掀起第二波涨价潮 年关将近标的股布局机会凸显,第一财经
5579,2019-12-06,白酒掀年内第二波涨价潮,北京日报
5580,2019-12-05,水井坊首发落地苏州 川酒缘何瞄准江苏市场,北京商报网
5581,2019-12-05,谋重回前三 泸州老窖价格先行,北京商报网
5582,2019-12-05,泸州老窖2020年新春礼酒停止接单,中国白酒网
5583,2019-12-05,【长城食饮每日资讯1204】川南片区、华北片区38度国窖1573经典装建议团购价调整至700元/瓶,宇光食饮日讯
5584,2019-12-04,泸州老窖系列产品再提价冲高端 国窖1573官方售价与茅台仅差400元,华夏时报
5585,2019-12-04,重磅！白酒行业税率未调整 批量“错杀股”报复性反弹时机来临,巨丰财经
5586,2019-12-04,【东吴晨报1204】【行业】食品【个股】中国软件、开润股份,东吴研究所
5587,2019-12-04,【食品饮料*杨默曦】白酒：无惧噪音扰动，回调既是良机,东吴研究所
5588,2019-12-04,中信证券：消费税意见稿解除短期担忧，利好白酒,Wind
5589,2019-12-03,泸州老窖再调国窖系列产品价格,北京商报网
5590,2019-12-03,临近年底部分区域酒企“温和”涨价,中国商报
5591,2019-12-03,早报丨暴风集团员工仅剩10余人；珠海明骏416亿拿下格力电器15%股权,财经网
5592,2019-12-03,[快讯]泸州老窖国窖1573系列产品价格全面上调,全景网
5593,2019-12-03,"白马股罕见连续两跌停,暴涨20倍大牛股罕见翻车,它们还有机会吗 连续下跌",证券时报
5594,2019-12-03,继经典装后 低度和差异化国窖全面提价 最高达50元,佳酿网
5595,2019-12-03,国窖1573再提部分产品出厂价 全面挺近千元价格带,佳酿网
5596,2019-12-03,机构抱团股翻车 8股创历史新高后回调超20%,证券时报
5597,2019-12-03,泸州老窖博大KA事业部今年销售额2.85亿，增长32％,中国白酒网
5598,2019-12-03,泸州老窖再提价:国窖1573系列上涨30元、50元不等,澎湃新闻
5599,2019-12-03,调整后的白酒股怎么看？ 机构看好“挤压式增长”前景,第一财经
5600,2019-12-02,泸州老窖再发提价函，这次是国窖1573其他系列产品,新京报
5601,2019-12-02,连续跌停 白马股抱团瓦解拉开序幕？核心资产后续还有无机会 连续下跌,证券时报
5602,2019-12-02,宁波银行、泸州老窖等个股被“退群”，沪深300、上证50等指数年内第二次调整,21世纪经济报道
5603,2019-12-02,【市场走弱白酒领跌，估值性价比逐渐显现—方正食品饮料191201】,虎哥的研究
5604,2019-12-02,国窖华东减额挺价背后：洋葡啤上架,中国白酒网
5605,2019-12-02,【国盛食品|专题】安徽白酒实地走访情况反馈,蓉品食饮
5606,2019-11-30,狂卖500亿后，主力资金却悄悄加仓了这类股,证券时报
5607,2019-11-30,机构预计12月份沪指将围绕2900点震荡，食品饮料等四类行业配置机会或显现,Wind
5608,2019-11-30,区域酒企寻突围 “上岸者”机会几何,中国经营报
5609,2019-11-29,贵州茅台月线四连阳落空 罕见跳空下杀原因何在？,第一财经
5610,2019-11-29,基金收评 | 喝酒吃药行情不再，沪指失守年线！这些基金跌惨了,第一财经
5611,2019-11-29,半日大跌4%，市值缩水600亿，A股“股王”遭遇滑铁卢！“聪明钱”8个月套现200亿！ 连续下跌,e公司
5612,2019-11-29,泸州老窖广西钦州葡萄酒项目开工建设,中国白酒网
5613,2019-11-29,【光大食品饮料】再论周期性，写在茅台调整之际 ——光大食品饮料行业周报20191201,EBSCN食品饮料
5614,2019-11-29,【华创食饮】周观点：白酒板块估值回调，一线龙头值得坚守,华创食饮
5615,2019-11-29,国窖1573华东10日内成交价须突破900元 否则削减50%配额,佳酿网
5616,2019-11-28,今年第二波白酒涨价潮来袭 行业涨价频次为何低于往年,中国商报
5617,2019-11-27,【国金食饮】周观点1201：风雨中坚守，调整中笃定,国金食品饮料寇星
5618,2019-11-27,【国金食饮】蒙牛收购LDD事件点评：君乐宝缺口有所弥补，蒙牛全球化进程加速,国金食品饮料寇星
5619,2019-11-27,泸州老窖：紧抓行业机遇 高中档全面发力,长城证券
5620,2019-11-26,泸州老窖、剑南春、水井坊缘何再掀提价潮？,佳酿网
5621,2019-11-25,【长城食饮每日资讯1125】山西汾酒拟收购两销售公司剩余10%股权及多项资产,宇光食饮日讯
5622,2019-11-25,白酒业再掀涨价潮：区域酒企为主，增速放缓提价来凑,腾讯网
5623,2019-11-25,白酒寻访：易主四年仍在“调整” 舍得酒业能否逆袭,新浪
5624,2019-11-25,白酒销售旺季 多家酒企提价加码中高端,佳酿网
5625,2019-11-25,【国元资讯早班车】证监会副主席李超：全面深化改革,国元证券订阅号
5626,2019-11-24,【国金食饮】周观点1123：白酒批价稳中向上，啤酒产量继续回升,--
5627,2019-11-24,国窖1573水井坊等又涨价 学茅台五粮液卖千元高价遭人疑,运营商财经网
5628,2019-11-22,即日起，国窖1573渠道、终端全面停货！,中国白酒网
5629,2019-11-22,泸州老窖与中粮酒业举行战略发展座谈会,中国白酒网
5630,2019-11-22,泸州老窖拟18.9亿元实施智能化包装中心技改项目,中国白酒网
5631,2019-11-22,即日起，国窖1573渠道、终端全面停货,Wind
5632,2019-11-22,泸州老窖再提价：次高端窖龄酒终端配送价全面调升,澎湃新闻
5633,2019-11-22,泸州老窖(000568.SZ)子公司拟斥18.86亿元实施智能化包装中心技改项目,格隆汇
5634,2019-11-22,泸州老窖：拟投18.86亿元实施“智能化包装中心技改项目”,Wind
5635,2019-11-22,酒鬼酒推内参生肖酒 能否站稳脚跟？,佳酿网
5636,2019-11-22,泸州老窖特曲晶彩版江苏提价30元 配额制调试中,佳酿网
5637,2019-11-22,泸州老窖窖龄酒30年、60年调价,中国白酒网
5638,2019-11-22,百年泸州老窖窖龄酒30年、60年终端配送价全面调整,佳酿网
5639,2019-11-22,逆势增长 品味川酒新动力,金融投资报
5640,2019-11-22,【长城食饮每日资讯1121】泸州老窖调整窖龄酒30年、60年的终端配送价,宇光食饮日讯
5641,2019-11-21,泸州老窖同意子公司购买诚通物流公司资产,中国白酒网
5642,2019-11-20,深港通十大成交活跃股排名（11月20日）,Wind
5643,2019-11-20,北向资金今日小幅净流入1.9亿元，五粮液净买入超3亿元,Wind
5644,2019-11-20,白酒旺季 多家酒企提价瞄准中高端价格带,佳酿网
5645,2019-11-18,酒鬼酒、水井坊、泸州老窖先后涨价，白酒在春节还会“涨”吗？,和讯
5646,2019-11-18,【通胀背景下提价概念受关注，弱市中坚守价值—方正食品饮料191117】,虎哥的研究
5647,2019-11-18,泸州老窖前三季净利超去年全年 国窖销量破百亿,新浪
5648,2019-11-18,白酒高端分化愈渐明显 靠涨价能跻身名酒行列吗？,佳酿网
5649,2019-11-18,国窖1573价格再调整 计划内配额价涨至850元,北京商报
5650,2019-11-18,【川财研究所*每日晨报】20191118：持续震荡，关注基建和大金融,川财研究
5651,2019-11-17,国窖1573价格再调整，计划内配额价涨至850元,北京商报
5652,2019-11-17,国窖1573北京、山东停货 欲推动价格持续攀升？,腾讯网
5653,2019-11-15,优化渠道价格体系 水井坊跟随提价,21世纪经济报道
5654,2019-11-15,芜湖市市场监督管理局：2批次食品抽检不合格 产品问题,质量新闻网
5655,2019-11-15,白酒年底又迎涨价潮？酒鬼酒、水井坊相继宣布提价,中新经纬
5656,2019-11-15,双11高端白酒销量持续走高,佳酿网
5657,2019-11-15,外资控股的水井坊涨价：高端酒对标泸州老窖和五粮液,Wind
5658,2019-11-15,外资控股的水井坊涨价：高端酒1039元，对标泸州老窖和五粮液,腾讯网
5659,2019-11-14,【国金食饮】澳优三季报点评：Q3核心业务表现超预期，Q4有望继续发力,--
5660,2019-11-14,泸州千亿酒业目标指日可待,金融投资报
5661,2019-11-13,“双十一”15万瓶飞天茅台上线秒光 网上价差超千元,中新经纬
5662,2019-11-12,【深度|国信食饮】11月投资策略：分化趋势中优选高确定性龙头,瑶食梦饮
5663,2019-11-12,【国金食饮】食品饮料行业月报-10月线上保健品增速回暖，速冻食品持续高增长,--
5664,2019-11-12,【山证食品】行业周报 （20191104-20191110）：行业增速换挡，高端白酒稳健,山西证券研究所
5665,2019-11-12,云南城投集团本部及下属企业违规购买酒和茶被通报 其他违规处罚,新京报
5666,2019-11-12,泸州老窖：高端优异赛道叠加管理边际加速,南方财经网
5667,2019-11-11,白酒行业强者恒强 竞争分化持续,佳酿网
5668,2019-11-11,洋河遭遇“涨价”后遗症：三季度营收、净利润大幅下滑 盈利能力下降,四川日报
5669,2019-11-11,【川财研究所*专题报告】食品饮料：高端白酒需求旺盛，保健品销量持续承压,川财研究
5670,2019-11-08,三季度在建工程加固定资产科目大增的消费医药股都有哪些？,格隆汇
5671,2019-11-08,险资增持泸州老窖：高中档酒实现放量并提价 机构称渠道库存合理,金融界
5672,2019-11-08,近700股获买入评级 15股预测上涨空间超两成,证券时报
5673,2019-11-07,泸州老窖：高档白酒明年可能不会再具备快速上涨机会,新浪
5674,2019-11-07,三季度营收、净利大幅下滑 洋河遭遇“涨价”后遗症？ 盈利能力下降,佳酿网
5675,2019-11-07,7只食品饮料类川股盈利全都上亿,金融投资报
5676,2019-11-06,高端白酒：茅五泸三季报及近期战略解读,和讯
5677,2019-11-06,泸州老窖业绩高速增长背后的新难题 存货周转率下降 盈利能力下降,新浪
5678,2019-11-06,8成白酒公司增速下滑：二三线酒企艰难，老白干最明显,Wind
5679,2019-11-05,酒企集中披露三季度报,北京晚报
5680,2019-11-05,白酒泡沫将破？行业增速放缓从龙头蔓延至垫底企业,财经国家周刊
5681,2019-11-05,发挥好协会作用 提高上市公司质量,中上协
5682,2019-11-05,【东北食品李强/张立】泸州老窖（000568.SZ ）三季报点评：Q3延续高增长，国窖1573踏上新百亿征程,东北证券研究所
5683,2019-11-05,125家川股公司前三季共赚531亿 “盈利王”五粮液实现净利125亿元,证券日报
5684,2019-11-05,贵州茅台、五粮液等22股成热门标的 券商11月份看好食品饮料与科技板块,证券日报
5685,2019-11-04,【19年三季报总结：白酒板块进一步分化，乳肉制品业绩超预期 —方正食品饮料191103】,虎哥的研究
5686,2019-11-04,周观点（10月第5周）：【申万食品饮料-吕昌团队】季报分化龙头依然稳健外资加配有利估值上移,申万食品饮料
5687,2019-11-04,白酒2019年三季报总结【申万食品饮料-吕昌、周缘】高端景气与确定延续，次高端与中端分化加剧,申万食品饮料
5688,2019-11-04,日常消费品：龙头表现更优 荐4股,长城证券
5689,2019-11-04,蹭上双11热点 消费主题基金助力“买买买”,上证报
5690,2019-11-03,"【安信食品】食品饮料三季报总结：Q3增速改善,提价主线清晰",北外滩食饮俱乐部
5691,2019-11-03,【川财研究所*深度报告】食品饮料：白酒分化逐步加大，关注龙头及高成长企业,川财研究
5692,2019-11-02,白酒股业绩分化消费税改革存隐忧 盈利能力下降,经济观察报
5693,2019-11-02,消费主题基金可入基民“购物车”,红周刊
5694,2019-11-02,险资三季度超30亿元新进贵州茅台 增持泸州老窖减持五粮液与洋河股份 减持股份,证券日报
5695,2019-11-01,白酒三季报：茅台赚走行业一半利润 五粮液涨幅第一是有原因的,腾讯网
5696,2019-11-01,【食品饮料/黄付生团队】泸州老窖三季报点评：国窖维持高增长，迈入百亿阵营,太平洋证券研究
5697,2019-11-01,【朝闻国盛1031】解禁规模大幅下降，北上资金小幅流入,国盛证券研究所
5698,2019-11-01,“川酒军团”三季报业绩亮眼,金融投资报
5699,2019-10-31,白酒分化：业绩增速普遍下降 洋河前三季几乎无增长 盈利能力下降,新浪
5700,2019-10-31,九月九的酒：茅台不及预期 五泸凶猛洋河掉队,时代周报
5701,2019-10-31,泸州老窖：收入利润维持高速增长，业绩目标有望实现,证券时报网
5702,2019-10-31,三季报扣非净利增近4成，泸州老窖交出的答卷真有那么好吗？,格隆汇
5703,2019-10-31,泸州老窖 (000568)【申万食品饮料-吕昌、周缘】19Q3点评：业绩略超预期，保持稳健良性增长，维持买入,申万食品饮料
5704,2019-10-31,泸州老窖：业绩保持高增长，全年目标有望实现,证券时报网
5705,2019-10-31,【实时|国信食饮】泸州老窖2019年三季报点评：盈利稳步提升，百亿后续攀高峰,瑶食梦饮
5706,2019-10-31,【民生食饮】泸州老窖（000568）2019三季报点评——业绩延续靓丽表现，持续聚焦品牌价值及渠道盈利,MS食品饮料
5707,2019-10-31,泸州老窖前三季度净利超去年全年 加速重返行业前三,发布易
5708,2019-10-31,巨丰午评：宏观数据不佳促市场探底,巨丰财经
5709,2019-10-31,【安信食品】泸州老窖三季报点评：Q3保持高增长，春节前打款乐观,北外滩食饮俱乐部
5710,2019-10-31,【泸州老窖三季报点评：增长趋势延续，国窖开启新百亿征程—方正食品饮料191030】,虎哥的研究
5711,2019-10-31,泸州老窖2019年前三季净利增长38% 国窖1573突破百亿,新浪
5712,2019-10-31,南财早新闻丨凌晨重磅！美联储年内第三次降息！50位地产企业家总财富超1.5万亿元,南方财经网
5713,2019-10-31,糖酒会反馈符合预期，关注三季报向好企业,中信建投证券研究
5714,2019-10-31,【方正食品饮料】泸州老窖：稳健高端龙头，趋势持续向好,方正证券研究
5715,2019-10-31,业绩分化加速 区域酒企路在何方 盈利能力下降,第一财经
5716,2019-10-30,五粮液、泸州老窖发布三季报：延续双位数增长 净利润增幅超营收增幅,21世纪经济报道
5717,2019-10-30,泸州老窖Q3单季营收净利持续高双位数增长,财经网
5718,2019-10-30,三季报飘红 泸州老窖还要顺势提价,中金在线
5719,2019-10-30,四年来首次单季业绩下降，洋河股份土豪式回购护盘难挽股价颓势 盈利能力下降,21世纪经济报道
5720,2019-10-30,泸州老窖前三季度净利润增长37.96% 国窖1573今年目标销售额破百亿,中国网
5721,2019-10-30,酒厂齐放榜！高端白酒依然风光,富途证券
5722,2019-10-30,泸州老窖：前三季净利润近38亿元 同比增38%,第一财经
5723,2019-10-30,泸州老窖：前三季度实现净利润37.95亿元,金融界
5724,2019-10-30,泸州老窖(000568.SZ)第三季度净利润升35.5%至10.46亿元,格隆汇
5725,2019-10-30,泸州老窖：前三季度实现净利37.95亿 同比增37.96%,新浪
5726,2019-10-30,泸州老窖：前三季度净利润同比增37.96%,Wind
5727,2019-10-30,科技创新助力老窖养生酒事业,酒业新闻网
5728,2019-10-30,食品饮料行业 | 业绩强分化，短期情绪扰动不改长期发展趋势 盈利能力下降,格隆汇
5729,2019-10-29,珠峰财险9.9%股权打折出售 泸州老窖成为第四大股东 控制人变化,华夏时报
5730,2019-10-28,周观点（10月第4周）：【申万食品饮料-吕昌团队】秋糖印证白酒分化集中趋势 板块Q3持仓环比回落,申万食品饮料
5731,2019-10-28,【业绩强分化，短期情绪扰动不改长期发展趋势—方正食品饮料191027】 盈利能力下降,虎哥的研究
5732,2019-10-28,【川财研究所*常规报告】食品饮料：高端酒确定性强，次高端分化加剧，区域龙头表现优秀—秋糖会反馈&思考,川财研究
5733,2019-10-28,酒业“少帅”80后，鸿鹄展翅正当时,糖酒快讯
5734,2019-10-28,食品饮料2019年三季度基金持仓分析：白酒配置继续提升 食品配置明显回落【申万食品饮料-吕昌团队】,申万食品饮料
5735,2019-10-27,国君食品:Q3基金白酒重仓破新高 大众品重仓回落,新浪
5736,2019-10-27,山西汾酒业绩“压力”倒逼用钱“砸”，重回三甲希望渺茫,中国白酒网
5737,2019-10-27,【安信食品】基金Q3持仓分析：持仓分化，茅台汾酒绝味等增持明显,北外滩食饮俱乐部
