,2021-12-31,科技驱动品牌突破 米蓓尔年终斩获三项大奖,美通社
2247,2020-07-15,“科创板医美第一股”华熙生物：收入数据自相矛盾 应收高企研发偏低埋忧患,中国网
2248,2020-07-14,【国元研究】化妆品行业深度报告之四：从薇诺娜、玉泽和润百颜看功能性护肤品赛道,典评文娱
2249,2020-07-13,解码华熙生物：用科技造好物 让小物质“填满”大世界,上证报
2250,2020-07-12,【开源传媒|点评】直播赋能电商打造最强“双十一”，产业链各方再起舞,文娱透光镜
2251,2020-07-10,华熙生物(688363.SH)：年报推10派3.7元股权登记日7月16日,格隆汇
2252,2020-07-09,消费行业日报：6省15市开展快递进村试点工作,新浪
2253,2020-07-09,掀起玻尿酸产业革命 这项技术解决了世界难题,凤凰网
2254,2020-07-09,华熙生物(688363)公司深度研究：迈向美好生活HA龙头再出发,新浪
2255,2020-07-08,化妆品6月数据跟踪：618大促拉动美妆表现强势 新品升级拉升客单价,新浪
2256,2020-07-08,98%毛利率完胜茅台，卖玻尿酸的爱美客再闯IPO胜算几何？,时代在线
2257,2020-07-07,山东IPO在审、辅导企业数量创历史新高 多家新经济代表企业引市场关注,发布易
2258,2020-07-03,玻尿酸会让山东经济变“年轻”吗？,投资界
2259,2020-07-02,华熙生物(688363)：好风凭借力 打开透明质酸下游广阔空间,新浪
2260,2020-07-02,电商巨头突发大动作！颜值经济爆发，千亿新战场迎投资机会，龙头股市值悄悄翻倍，潜力概念股名单来了,证券时报
2261,2020-07-01,商业贸易行业动态报告：618深度复盘 看消费新趋势,新浪
2262,2020-07-01,商业零售行业2020年半年报业绩前瞻：复苏趋势显着 看好优质龙头,新浪
2263,2020-07-01,2020年7月投资策略：中报业绩考验层色 适度防范解禁减持压力,新浪
2264,2020-07-01,探访世界透明质酸博物馆：40年成就全球领先的中国玻尿酸产业,凤凰网
2265,2020-07-01,探访世界透明质酸博物馆：两大技术突破成就产业发展,科技日报
2266,2020-06-30,上市医美公司失宠于金融市场,投资界
2267,2020-06-30,医美国际、新氧以及医美概念股，为何在金融市场“失宠”？,搜狐
2268,2020-06-29,探访世界透明质酸博物馆：中国玻尿酸产业实现两大核心技术突破,科技日报
2269,2020-06-29,医药生物行业周报(第二十六周),新浪
2270,2020-06-29,专题报告：五条主线看商社板块2020年中报前瞻【安信商社刘文正】,正视社服
2271,2020-06-29,零售行业2020年中期策略：疫情是验金石 优秀公司将持续享受估值溢价,广发证券
2272,2020-06-28,【国君策略】结构行情：哪些公司将进入机构“瞄准镜”？,Wind
2273,2020-06-28,零售行业周报：持续推荐超市及化妆品两条主线,新浪
2274,2020-06-25,不要问我“美丽”有多贵 看看这些公司的股价就知道了,上证报
2275,2020-06-24,世界透明质酸博物馆开馆 再现玻尿酸产业发展40年之路,中国经济网
2276,2020-06-24,商业贸易行业2020年中期投资策略报告：线上流量价值凸显 把握消费恢复关注中长期增长逻辑稳健赛道,新浪
2277,2020-06-22,合作方肉毒素产品许可被吊销 华熙生物业务拓展受阻 资质撤销,北京商报
2278,2020-06-22,专题报告：五条主线看商社板块2020年中报前瞻【安信商社刘文正】,正视社服
2279,2020-06-21,科创50成份股扫描：总市值过万亿 平均净利2.75亿元,北京商报
2280,2020-06-19,华熙生物入选科创板50成份股,e公司
2281,2020-06-19,上证科创板50指数成分股总市值突破万亿,Wind
2282,2020-06-19,科创板50指数来了！这些股票入选,Wind
2283,2020-06-19,上交所：7月23日正式发布“科创50”指数实时行情,Wind
2284,2020-06-19,商贸社服行业2020年中期策略：飞轮效应坚守长期价值 景气度两级灵活选股,新浪
2285,2020-06-19,商贸零售行业周报：百货业冰火两重天 王府井获免税品经营资质或打开行业想象空间,华福证券有限责任公司
2286,2020-06-19,消费行业日报：618大促电商平台战绩远超往年,新浪
2287,2020-06-19,掘金科创板：拉萨顺盈错失千倍收益 谁是科创板VC/PE赢家,投资者网
2288,2020-06-18,玻尿酸寡头揭开神秘面纱 华熙生物打造工业旅游示范车间,中金在线
2289,2020-06-18,世界透明质酸博物馆开馆 华熙生物打造玻尿酸产业文化标签,证券时报网
2290,2020-06-18,华熙生物打造工业旅游示范车间 开启中国玻尿酸产业升级新路径,证券日报
2291,2020-06-18,华熙生物工业旅游示范车间揭幕,中证网
2292,2020-06-18,医美用玻尿酸市场现状 2020玻尿酸行业竞争格局及市场趋势规模预测,中研网
2293,2020-06-17,华熙生物大宗交易成交3.50万股 成交额478.10万元,证券时报网
2294,2020-06-17,华熙生物今日大宗交易成交3.50万股，成交价136.6元溢价0.0%,Wind
2295,2020-06-17,纺织服装行业中期策略：品牌承接声誉及复购 信任开启国货增长机遇,新浪
2296,2020-06-17,21股获券商买入评级 中科电气目标涨幅达78.02%,Wind
2297,2020-06-16,大健康产业投资并购动态双周报Vol.8,新康界
2298,2020-06-16,华熙生物：石艳丽辞去职工代表监事职务 董监高成员变化,Wind
2299,2020-06-16,科创板开板一周年，17 家生物医药企业IPO成功,制药网
2300,2020-06-16,逾半数科创板公司股价翻倍,Wind
2301,2020-06-15,华熙生物(688363)：收购佛思特公司增厚透明质酸产能,中信建投证券研究
2302,2020-06-13,并购加速行业整合，玻尿酸寡头华熙生物迎来“集权时代”,Ofweek
2303,2020-06-12,华熙生物并购行业第四扩产能 功能性护肤品受追捧,新浪
2304,2020-06-12,华熙生物拟2.9亿收购佛思特 扩产透明质酸稳固龙头地位,长江商报
2305,2020-06-11,科创板这一年：64股被调研 半导体行业关注度高,北京商报
2306,2020-06-10,每日全球并购：杉杉股份拟7.7亿美元收购LG化学旗下业务，国航25亿港元收购国泰航空股份（06/10）,晨哨网
2307,2020-06-10,聚焦行业，内外联动，扬帆全球——华泰国际打造境外投资银行旗舰,凤凰网
2308,2020-06-10,抗菌药将被作为重点纳入处方审核 华熙生物拟2.9亿元收购佛思特生物 | 医资日报,金融界
2309,2020-06-10,上市不满一年就并购扩张 华熙生物拟2.9亿购入行业老四,每日经济新闻
2310,2020-06-10,华熙生物“捡便宜”？2.9亿元收购佛思特生物 透明质酸钠产能将超400吨/年,科创板日报
2311,2020-06-10,华熙生物(688363)：收购玻尿酸原料商佛思特 开启行业整合强化龙头地位,新浪
2312,2020-06-10,华熙生物收购佛思特生物 剑指全球玻尿酸半壁江山,证券日报
2313,2020-06-10,华熙生物(688363)事件点评：收购佛思特生物 公司原料产能更上层楼,新浪
2314,2020-06-10,中信证券：预计国庆前绝大部分消费领域将恢复至疫情前,Wind
2315,2020-06-10,华熙生物拿下佛思特 透明质酸头部企业整合提速,中证报
2316,2020-06-10,东辰集团重整计划获裁定通过 华熙生物购佛思特扩充玻尿酸产能 减资破产,e公司
2317,2020-06-09,华熙生物(688363.SH)拟2.9亿元收购佛思特公司100%股权,格隆汇
2318,2020-06-08,华熙生物的尴尬：核心技术花钱买来的 故宫口红是“外协加工”,GPLP犀牛财经
2319,2020-06-07,【国盛服饰】华熙生物 | 坚定公司长期价值，化妆品业务抓住风口放量,鞠品时尚
2320,2020-06-05,【国盛服饰】申洲国际 | 跟踪：订单影响有限，核心竞争力驱动估值修复,鞠品时尚
2321,2020-06-03,华熙生物：公司润百颜将成为全球透明质酸功能性护肤品第一品牌,Wind
2322,2020-06-02,全球首座玻尿酸博物馆即将落户济南 中国又一制造行业领军世界,凤凰网
2323,2020-06-02,华熙生物科技股份有限公司,科创板日报
2324,2020-06-02,零售 轻工日化：直播带货赋能行业成长 618美妆品类预售表现亮眼,新浪
2325,2020-05-27,外资爆买三只A股！近1月流入逾500亿，还有哪些公司被盯上？,搜狐
2326,2020-05-26,融资融券周报2020年第20周,新浪
2327,2020-05-25,华熙生物颜值担当 JP MORGAN、瑞银集团重金买16%流通盘,巨丰财经
2328,2020-05-22,卖出一亿多支，润百颜玻尿酸次抛原液是如何成为现象级产品的？,凤凰网
2329,2020-05-22,华熙生物（688363）：研发驱动，服务美好生活,中信证券研究
2330,2020-05-21,数据|科创板主力资金净流出85股华熙生物净流出率最高,科创板日报
2331,2020-05-20,深度｜这个行业水很深:利润堪比茅台之下的巨头互撕,21世纪经济报道
2332,2020-05-20,520火了，美妆A股上市公司今天表现熄火了,搜狐
2333,2020-05-20,2020年4月化妆品行业数据点评：社零同比转正 玉泽丸美润百颜线上亮眼,新浪
2334,2020-05-20,华熙生物：三大优势足以应对疫情影响,上证报
2335,2020-05-19,医药生物行业专题研究：从财报看未来 多点开花 把握医药行业发展韧性,新浪
2336,2020-05-19,华熙生物董事长赵燕：集中优势资源全力打造“润百颜”品牌影响力,e公司
2337,2020-05-19,消费行业日报：菜鸟裹裹国际快递一周增长超10倍,新浪
2338,2020-05-19,科创板医药板块专题报告：经营数据全面超A下的投资机会分析,渤海证券
2339,2020-05-19,华熙生物：全力打造润百颜在透明质酸领域品牌影响力,证券时报网
2340,2020-05-19,华熙生物：公司足以应对此次疫情危机,格隆汇
2341,2020-05-19,华熙生物：公司实现B端走向C端主要依靠两方面转变,证券时报网
2342,2020-05-19,【直播】华熙生物2019年度业绩说明会,证券时报网
2343,2020-05-19,社会服务行业周报(第二十周),新浪
2344,2020-05-18,华熙生物科技股份有限公司简介,金融界
2345,2020-05-16,玻尿酸两强：昔日兄弟，今日互撕,中国经济网
2346,2020-05-15,华熙生物：副总经理官碧英因个人原因辞职 董监高成员变化,Wind
2347,2020-05-15,华熙生物“怒怼”友商，玻尿酸市场的终端较量,中金在线
2348,2020-05-15,华熙生物赵燕：发力C端打造世界级功能性护肤品牌,长江商报
2349,2020-05-15,102份基金“科创偏好”清单，金山办公获223家青睐,Wind
2350,2020-05-15,华熙生物、福瑞达打“口水仗”互撕 玻尿酸终端市场争夺战打响,21世纪经济报道
2351,2020-05-15,102份基金“科创偏好”清单 金山办公获223家青睐 热景生物、成都先导等门庭清冷,21世纪经济报道
2352,2020-05-14,消费行业日报：京东Q1营收预期同比增长近13％,新浪
2353,2020-05-14,国货之光“润百颜”强势登陆分众 “全球玻尿酸领导品牌”加速崛起,凤凰网
2354,2020-05-14,福瑞达医药、华熙生物之争背后 是线上经销无法回避的坑,药智网
2355,2020-05-14,科技力赋能稳增长 华熙生物：持续做深做广扩大原料优势,中国经济网
2356,2020-05-14,大消费行情加速扩散，一天内65股创历史新高,上证报
2357,2020-05-14,消费行业日报：资生堂一季度中国市场销售额同比下滑15.2％ 盈利能力下降,新浪
2358,2020-05-13,华熙生物(688363)：直播带货及IP联名助力美妆品牌打造,新浪
2359,2020-05-13,消费行业日报：4月份CPI同比上涨3.3％,新浪
2360,2020-05-13,华熙生物董事长赵燕：发力C端打造世界级功能性护肤品牌,中证报
2361,2020-05-12,昊海生科：资产“拼多多”的游戏,新浪
2362,2020-05-11,科创板晚报|泽璟制药获新药上市申请注册受理通知书WakeData完成1000万美元B轮融资,科创板日报
2363,2020-05-11,[互动]华熙生物：眼科产品与知名眼科集团建立初步合作,金融界
2364,2020-05-11,【国信零售|年报暨一季报综述】必选及电商表现相对突出，可选消费复苏可期,光仔看消费
2365,2020-05-11,国泰君安：美妆消费明显复苏，国货品牌业绩加速增长可期,Wind
2366,2020-05-10,华熙生物董事长详解年报：终端收入首超原料 不靠价格靠技术为行业发展拓路,证券日报
2367,2020-05-10,华熙生物董事长赵燕：希望和友商良性竞争,e公司
2368,2020-05-09,化妆品行业带动玻尿酸市场增长 行业知识产权引关注,中国经营网
2369,2020-05-09,华熙生物押注“透明质酸”研发费用猛增 昔日兄弟变对手“互撕” 诉讼纠纷,GPLP犀牛财经
2370,2020-05-08,华熙生物董事长赵燕：价格战容易毁了行业 高毛利率更能保证竞争力,每日经济新闻
2371,2020-05-08,华熙生物C端业务份额将继续扩大,上证报
2372,2020-05-07,A股“嗨了”！央行放出超级大招！,中国基金报
2373,2020-05-07,"多家店铺删改山东福瑞达涉嫌""虚假宣传""宣传语 欺诈造假",第一金融
2374,2020-05-06,华熙生物发布首份年报：销售费用增长八成 营销战正酣,新浪
2375,2020-05-06,科创板全线爆发,Wind
2376,2020-05-06,山东高技术产业表现抢眼 疫情下创新价值凸显,新华网
2377,2020-05-05,【国盛服饰丨专题】年报总结：化妆品移居线上力克时艰，赛道长期旺盛需求未改变,鞠品时尚
2378,2020-05-03,【国盛服饰 | 专题】年报总结：2019运动龙头表现佳，2020“危”、“机”并存,鞠品时尚
2379,2020-05-01,券商首次关注5股并给予买入评级（5月1日）,Wind
2380,2020-05-01,【光大纺服|19年报及20Q1业绩点评】华熙生物：疫情致短期波动，技术引领、全方位拓展产业链，发展动力足,纺服婕报
2381,2020-04-30,【华泰医药代雯团队】华熙生物（688363，买入）年报点评：见龙在田，蓄势而上,谈医论股丨华泰医药
2382,2020-04-30,下周218亿市值限售股解禁，环比减少47.93% 解禁,Wind
2383,2020-04-30,新晋国货母婴个护品牌华熙生物润熙禾：以质造初心呵护母婴敏感肌肤,凤凰网
2384,2020-04-30,玻尿酸的中场战事,钛媒体
2385,2020-04-30,【国元医药】华熙生物19年报&20Q1点评：19年业绩快速增长，20Q1受疫情增速放缓,元气医药
2386,2020-04-30,晨会聚焦200430重点关注永辉超市、华熙生物、凯撒旅业、凯利泰、汉钟精机、长电科技、广州酒家、美吉姆、新华保险、迈瑞医疗,国信研究
2387,2020-04-30,【国盛服饰】华熙生物丨点评：疫情短期影响整形外科产品销售，长期各赛道成长逻辑坚实,鞠品时尚
2388,2020-04-30,【国信零售|财报点评】华熙生物：护肤品保持高增长，卡位优质赛道前景广阔,光仔看消费
2389,2020-04-30,QFII一季度青睐白马股，重仓银行医药电子,Wind
2390,2020-04-30,QFII青睐白马股重仓银行医药电子,证券时报
2391,2020-04-29,【华创商社】华熙生物：业绩稳定增长，成本壁垒加深，全产业链布局,华创悦享现代生活
2392,2020-04-29,三大主业全面增长 华熙生物披露上市以来首份年报,上证报
2393,2020-04-29,玻尿酸第一股华熙生物：去年销售费用5亿暴增84%，一季度扣非净利润下滑超1成 盈利能力下降,搜狐
2394,2020-04-29,华熙生物发布2019年年度报告 三大主业全面增长稳居行业龙头,证券之星
2395,2020-04-28,华熙生物：海斌辞去监事会主席及监事职务 董监高成员变化,Wind
2396,2020-04-28,华熙生物：一季度净利润同比增长0.77%,Wind
2397,2020-04-27,华熙生物现1笔大宗交易 共成交318.61万元,新浪
2398,2020-04-27,华熙生物今日大宗交易成交3.50万股，成交价91.03元溢价0.0%,Wind
2399,2020-04-24,从贵过黄金到普惠大众，是谁在推动玻尿酸的产业变革之路？,凤凰网
2400,2020-04-23,“百颜证言”：百位意见领袖为润百颜“智慧玻尿酸”实力打Call,凤凰网
2401,2020-04-23,中国玻尿酸世界领先，华熙生物引领激发山东产业集群效应,证券之星
2402,2020-04-22,华熙生物：241万股限售股5月6日上市流通 解禁,Wind
2403,2020-04-22,数据|科创板两融余额合计105.37亿元华熙生物环比减少最多,科创板日报
2404,2020-04-22,科创板股融资融券余额每日变动（4月21日）,证券时报网
2405,2020-04-20,4月20日科创板主力资金净流入7.29亿元,证券时报网
2406,2020-04-20,发公开函指责福瑞达“傍华熙” 玻尿酸龙头打出维权第一枪,中国经济网
2407,2020-04-20,机构掘金科创板 持有9家公司超1000万股,中国基金报
2408,2020-04-19,华熙生物发布公开函“怒怼”福瑞达不正当竞争,中国经济网
2409,2020-04-17,科创板“玻尿酸股”两重天，昊海生科一上市业绩就“变脸” 盈利能力下降,中金在线
2410,2020-04-13,4月13日科创板主力资金净流出4.93亿元,证券时报网
2411,2020-04-12,"【华泰医药&社服】华熙生物 (688363 SH, 买入): 因“华”而美，有“熙”则明",华泰证券研究所
2412,2020-04-08,一季度科创板成交额达1亿元，医疗保健领域获追捧,制药网
2413,2020-04-03,[互动]华熙生物：2018年已被评为山东省独角兽企业,金融界
2414,2020-04-03,[互动]华熙生物：消杀产品目前主要在中国境内销售,金融界
2415,2020-03-27,科创板晚报|华熙生物拟向联营企业Medybloom增资1700万港币明峰医疗拟赴科创板IPO,科创板日报
2416,2020-03-27,玻尿酸赚钱能力堪比茅台 两大龙头企业登陆科创板,华夏时报
2417,2020-03-26,资本追捧的“高毛利”玻尿酸行业究竟是不是一门“易做的生意”？,凤凰网
2418,2020-03-25,60余年研究育才，“中国玻尿酸之父”只有他才名副其实,中华网
2419,2020-03-23,华熙生物：向济南机场铁路捐赠防疫物资 助力当地严防境外疫情输入,e公司
2420,2020-03-20,科创板主力资金净流入25股 华熙生物1220万元居首,金融界
2421,2020-03-16,玻尿酸行业乘风起势 中国企业卡位竞争格局欲瓜分市场,证券日报
2422,2020-03-16,白手起家女富豪榜出炉，前十名中国占九个！吴亚军990亿只能排第二,中国基金报
2423,2020-03-16,胡润研究院发布《2020胡润全球白手起家女富豪榜》,Wind
2424,2020-03-16,胡润白手起家女富豪榜：中国占十大白手起家女企业家9席,新浪
2425,2020-03-12,【社服-刘文正】为山九仞，岂一日之功：聚焦玻尿酸原料行业三重壁垒,安信证券研究
2426,2020-03-09,华熙生物：以科技力量释放玻尿酸生命活力,证券时报
2427,2020-03-08,华熙生物董事长赵燕：让健康之美说话 做国人自豪世界尊重的企业,证券日报
2428,2020-03-08,华熙生物：已经关注并开始研发玻尿酸在胃肠黏膜、计生等领域的应用,e公司
2429,2020-03-08,华熙生物董事长：公司推出了国内首款以玻尿酸为基质的消杀产品,e公司
2430,2020-03-08,华熙生物科技股份有限公司,科创板日报
2431,2020-03-08,华熙生物董事长：希望将“润百颜”打造成为全球玻尿酸第一品牌,e公司
2432,2020-03-08,华熙生物董事长：目前公司拥有微生物发酵和交联两大技术平台,e公司
2433,2020-03-06,疫情之下的大健康产业：为何华熙生物备受看好?,凤凰网
2434,2020-03-04,科创板001号监管函！博瑞医药蹭热点遭罚 财通资管抱团“躺枪” 金融监管处罚,金融界
2435,2020-03-03,资本撞上“医美” 三家公司集中火力“暗战”玻尿酸,电鳗快报
2436,2020-03-02,玻尿酸行业竞争激烈 华熙生物持续占据龙头地位,证券日报
2437,2020-02-29,玻尿酸也分三六九等有茅台也有普通白酒,证券时报
2438,2020-02-28,福布斯中国2020最富有女性榜:杨惠妍第一 马东敏上榜,新浪
2439,2020-02-28,【国盛服饰】华熙生物快报点评：长期看好公司三大业务成长空间,鞠品时尚
2440,2020-02-27,华熙生物业绩快报：2019年净利同比增长38%,上证报
2441,2020-02-27,华熙生物：2019年实现净利润5.85亿元 同比增长38.09%,中证网
2442,2020-02-27,华熙生物业绩快报：2019年净利5.85亿元 同比增38%,e公司
2443,2020-02-27,华熙生物：2019年净利润同比增38.09%（业绩快报）,Wind
2444,2020-02-27,华熙生物业绩快报：2019年净利润5.85亿 同比增加38%,金融界
2445,2020-02-26,A股融资融券日报：两融余额增加116.67亿元（2月25日）,Wind
2446,2020-02-12,价值稳固只盼成长，华熙生物估值高的有道理,财华社
2447,2020-02-08,华熙生物：捐赠第四批医疗物资随齐鲁医院医疗队奔赴武汉,e公司
2448,2020-02-03,“成分护肤”的风还会刮多久？华熙生物旗下「Bio-MESO」认为回归效果和品牌是本质,36氪
2449,2020-01-31,各行各业上市公司加入抗“疫”大军,上证报
2450,2020-01-19,公募现身66家科创板公司 7基金入驻首家破千亿市值科创板公司,证券日报
2451,2020-01-18,首批基金2019四季度科创板投资路线图曝光：公募基金现身66家科创板公司 7只基金入驻首家破千亿元市值科创板公司,证券日报
2452,2020-01-10,玻尿酸行业竞争白热化 龙头华熙生物：竞争者逼我们跑得更快,每日经济新闻
2453,2020-01-05,这家公司暴利惊人！最低20元成本，售价最高过万，机构扎堆调研,证券时报网
2454,2020-01-05,从一瓶玻尿酸到一支口红，华熙生物欲闯美妆市场，能否成为中国资生堂？,科创板日报
2455,2020-01-04,高管频换、客户难稳 爱美客再闯IPO胜算几何？,中金在线
2456,2020-01-03,华熙生物：公司2019年皮肤类医疗终端产品仍然保持较高的增速,Wind
2457,2020-01-02,科创板华熙生物：未来存在进入彩妆领域的可能,科创板日报
2458,2020-01-02,科创板华熙生物：直播短视频崛起推动对医美产品的接受度,科创板日报
2459,2020-01-02,科创板华熙生物：肉毒素产品处于正常审批过程中,科创板日报
2460,2020-01-02,“玻尿酸股”热度高涨成资本新宠，谁家更胜一筹？,中金在线
2461,2019-12-31,“玻尿酸”概念股持续走强 行业有望延续高复合增长率,中证网
2462,2019-12-31,从龙头华熙生物“科技力”发展看：“技术”已成玻尿酸行业竞争焦点,证券之星
2463,2019-12-30,“技术”成玻尿酸行业竞争焦点 华熙生物“科技力”驱动全产业链发展,证券日报
2464,2019-12-30,化妆品行业系列之四-功能性化妆品专题：需求进阶行业风起，硬核产品强化壁垒,国信研究
2465,2019-12-30,企业家热议如何打造核心竞争力 科技力和产品力成关键词,证券日报
2466,2019-12-28,医美的2019：没有那么“美”,国际金融报
2467,2019-12-26,华熙生物 科技带来美丽与健康,中证网
2468,2019-12-25,很“南”的2019，还存在高增长企业吗？,DoNews
2469,2019-12-24,长春高新业绩超预期，重点推荐！【西南证券医药|1227周报】,国广有话说
2470,2019-12-24,爱美客研发占比达10%，高投入高产出抢摊新经济,凤凰网
2471,2019-12-23,玻尿酸“第一股”华熙生物，退港挂牌科创板疑云重重,创业邦
2472,2019-12-23,招商证券给予“强烈推荐-A”投资评级 全球透明质酸龙头华熙生物积极延伸医疗/美妆终端,财经网
2473,2019-12-22,业绩真空期，中长期战略布局医药龙头好时机！【西南证券医药|1222周报】,国广有话说
2474,2019-12-15,长春高新高增长可期待，重点推荐【西南证券医药|1215周报】,国广有话说
2475,2019-12-13,27股获券商买入评级 正邦科技目标涨幅达154.21%,Wind
2476,2019-12-12,华熙生物：全球透明质酸龙头，积极延伸医疗/美妆终端,证券时报网
2477,2019-12-12,医美的2019:头部资产稀缺，企业寻求实在的业务增长,钛媒体
2478,2019-12-02,华熙生物：“故宫口红”已成爆款 肉毒素产品在审批中,中证网
2479,2019-11-27,生物科技红利井喷 华熙生物三季报交出优异“答卷”,中金在线
2480,2019-11-23,【民生医药|周报】科创板（第27期）：百奥泰和成都先导过会，硕世生物和佰仁医疗将申购,杏林建研
2481,2019-11-22,盘点丨2019年度中国化妆品产业关键词,中国医药报
2482,2019-11-19,机构：预计华熙生物未来营收增长稳健 目标价114.03元,证券时报网
2483,2019-11-18,华熙生物被视为“科创板优质股”，机构建议适宜长期投资,证券之星
2484,2019-11-18,"华熙生物(688363.SH)科创板上市 颜值经济下的""网红股""成色几何？",格隆汇
2485,2019-11-18,2股获买入评级 最新:华熙生物,中财网
2486,2019-11-15,玻尿酸造出科创板首富！ 华熙生物靠“故宫口红”“瘦脸针”刷屏爆红,华夏时报
2487,2019-11-13,受化妆品市场暴利驱动 中国电子第一街变身美妆城,证券时报
2488,2019-11-13,华熙生物董事长赵燕：数字经济帮助企业具备持续不断的创新能力和盈利能力,财经网
2489,2019-11-09,前三季度营收净利双增 华熙生物硬核技术夯实全产业链领先地位,中国经营报
2490,2019-11-08,华熙生物科创板上市三日股价喜破百元,证券日报
2491,2019-11-07,科创板最高发行价滑落指尖：昊海生科上市六日破发 连续下跌,金融界
2492,2019-11-07,济南首家独角兽企业上交所敲钟,山东商报
2493,2019-11-07,科创板个股持续活跃，安恒信息涨超20%,Wind
2494,2019-11-07,近期上市的科创板个股表现不俗，安恒信息大涨11%,Wind
2495,2019-11-07,昊海生科上市6日破发市值蒸发百亿 账上躺着18亿仍募资16亿被指圈钱 连续下跌,长江商报
2496,2019-11-06,华熙生物科创板上市首日收涨78.07% 曾遭四次上交所询问 问询,21世纪经济报道
2497,2019-11-06,华熙生物科创板上市：市值超400亿 赵燕成玻尿酸女王,新浪
2498,2019-11-06,科创板“不破不立” 新股破发全解读 连续下跌,新浪
2499,2019-11-06,华熙生物成功上市 技术曾打破国际垄断,红周刊
2500,2019-11-06,科创板上演玻尿酸神话20亿投资半年涨2.5倍现金分红10亿,投中网
2501,2019-11-06,透明质酸全球产业领军企业 华熙生物今日上市 亮眼业绩受投资者青睐,第一财经
2502,2019-11-06,华熙生物今日科创板上市 玻尿酸巨头全球占比超三成,每日经济新闻
2503,2019-11-06,玻尿酸概念股华熙生物登陆科创板 鲁商发展受提振涨停,金融界
2504,2019-11-06,成本20元卖5000块！山东玻尿酸，撑起了全世界女人的脸,腾讯网
2505,2019-11-06,华熙生物敲钟上市 成济南第一家科创板上市公司,证券时报网
2506,2019-11-06,11月6日新股提示：三达膜、指南针申购 奥福环保、鸿泉物联、长阳科技、华熙生物、力合科技上市 联瑞新材、贝斯美、矩子科技公布中签率,上证报
2507,2019-11-06,华熙生物今日上市 发行价格47.79元/股,上证报
2508,2019-11-06,N华熙:券商定位区间均值为49.98-54.51元,Wind
2509,2019-11-06,新股发行与上市一览（11月6日）,Wind
2510,2019-11-05,科创板｜华熙生物明日上市 拟募资23.69亿元,TechWeb
2511,2019-11-04,华熙生物：公司股票将于2019年11月6日在科创板上市,Wind
2512,2019-11-01,华熙生物：未来千亿透明质酸市场龙头登陆科创板,证券市场周刊
2513,2019-11-01,华熙生物：未来千亿透明质酸市场龙头登陆科创板,证券网
2514,2019-10-31,500亿盛宴！港股被“搬空”，玻尿酸公司扎堆科创板，估值翻三倍,腾讯网
2515,2019-10-30,华熙生物IPO配售获机构热捧背后：业绩稳增长，迎玻尿酸红利,电鳗快报
2516,2019-10-30,港股退市两年后再登科创板，华熙生物(688363.SH)私有化背后的故事,格隆汇
2517,2019-10-28,科创板｜华熙生物披露网上中签结果 中签号码超过28000个,TechWeb
2518,2019-10-27,科创板华熙生物、长阳科技、久日新材网上申购中签号出炉,金融界
2519,2019-10-27,华熙生物：中签号码共有28846个,Wind
2520,2019-10-27,华熙生物中签号码出炉 共2.88万个,e公司
2521,2019-10-25,“玻尿酸”火了！游资无视风险爆炒，本月股价已翻倍,Wind
2522,2019-10-25,科创板｜华熙生物网上最终发行1442.3万股 中签率为0.049%,TechWeb
2523,2019-10-25,10月25日新股提示：7家科创板公司申购 海尔生物、祥鑫科技上市 宝兰德中签号出炉 4公司公布中签率,上证报
2524,2019-10-25,华熙生物网上发行最终中签率为0.049%,上证报
2525,2019-10-24,华熙生物上市前10亿分红 实控人控股百余家企业,国际金融报
2526,2019-10-24,双十一临近毛利超茅台的玻尿酸概念燃情， 鲁商发展提示风险后仍迎第五连板,21世纪经济报道
2527,2019-10-24,定价符合估值预期 华熙生物未来3年有望保持高速增长,证券日报
2528,2019-10-24,涨到怀疑人生：暴利堪比工业大麻贵州茅台！鲁商发展强势5连板 还有2只对标股要来了,金融界
2529,2019-10-24,科创板｜华熙生物今日申购 股票代码688363网上申购代码787363,TechWeb
2530,2019-10-24,新股日历｜今日新股申购：长阳科技、华熙生物、久日新材、力合科技,国融证券资讯
2531,2019-10-24,今日新股：力合科技、久日新材、长阳科技、华熙生物,中国经济网
2532,2019-10-24,今日新股申购：力合科技、久日新材、长阳科技、华熙生物,中国经济网
2533,2019-10-24,10月24日新股提示：久日新材、长阳科技、华熙生物、力合科技申购 杰普特、钢研纳克中签号出炉 宝兰德公布中签率,上证报
2534,2019-10-24,华熙生物今日申购 顶格申购需配市值9.5万元,上证报
2535,2019-10-24,网上路演火爆 华熙生物秀“肌肉”晒“颜值”,上证报
2536,2019-10-24,太暴利！毛利碾压茅台，秒杀A股99%公司，龙头股已罕见4涨停,证券时报
2537,2019-10-24,【新股提示】四只新股今日申购，三家为科创板公司,Wind
2538,2019-10-24,新股提示：华熙生物、久日新材、长阳科技、力合科技今日申购,e公司
2539,2019-10-24,受化妆品市场暴利驱动中国电子第一街变身美妆城,证券时报
2540,2019-10-24,"华熙生物公司深度报告:玻尿酸全产业链布局,打通颜值经济B&C端",国元证券
2541,2019-10-23,太暴利！成本最低20元，售价最高过万！龙头股已四连扳,中国基金报
2542,2019-10-23,一支玻尿酸成本19元售价超285元，毛利率堪比茅台，昊海生科“颜值饭碗”成色几何,华夏时报
2543,2019-10-23,科创板｜华熙生物确定发行价 每股47.79元将发行近5000万股,TechWeb
