,2021-12-31,中国CXO行业跟踪报告,周观宇论
1718,2020-06-02,康龙化成升逾1% 创上市新高,新浪
1719,2020-06-02,A股早报2020年6月2日星期二,Wind
1720,2020-06-02,医药生物行业投资策略月报：布局高景气度细分领域 聚焦业绩持续增长带来的机会,广发证券
1721,2020-06-01,【权益变动】康龙化成(03759-HK)被WellingtonManagementGroupLLP减持18.87万股 减持股份,财华社
1722,2020-06-01,康龙化成涨逾5% 摩通上周二增持,新浪
1723,2020-06-01,康龙化成(03759.HK)遭Wellington减持18.87万股 减持股份,格隆汇
1724,2020-06-01,康龙化成(03759.HK)获摩根大通增持40.26万股,格隆汇
1725,2020-05-31,【民生医药|周报】CXO表现较好，推荐景气提升细分领域配置价值,杏林建研
1726,2020-05-29,小摩增持康龙化成(03759)40.26万股，每股作价62.17港元,智通财经
1727,2020-05-29,港股收评：恒指跌0.74% 生物医药股强势 香港本地银行全线下挫 连续下跌,格隆汇
1728,2020-05-29,康龙化成抽升逾6% 获股东增持近1亿元,新浪
1729,2020-05-29,港股异动|康龙化成(3759.HK)升超6%获股东FMRLLC增持近1亿港元,格隆汇
1730,2020-05-29,【权益变动】康龙化成(03759-HK)获FMRLLC增持153.3万股,财华社
1731,2020-05-29,【异动股】CRO板块拉升，康龙化成(300759-CN)涨7.26%,财华社
1732,2020-05-29,港股异动 | 康龙化成(03759)涨超5% 拟派末期股息每10股1.50元,智通财经
1733,2020-05-28,康龙化成(03759.HK)将派发末期股息每10股1.5元,格隆汇
1734,2020-05-28,【聚焦增减持】---券商唱好的康龙化成，股东大举减持为哪般？ 减持股份,财华社
1735,2020-05-27,港股异动 | 康龙化成(3759.HK)大跌超7% 持股1.88%的股东Wish Bloom拟清仓减持 连续下跌,格隆汇
1736,2020-05-27,港股异动︱康龙化成(03759)跌超7% 股东Wish Bloom拟减持1493.41万股 拟减持股份,智通财经
1737,2020-05-27,“十三五”收官之际 我国1类化学新药进展和趋势如何？（上）,新浪
1738,2020-05-25,康龙化成(03759-HK)股东君联闻达的一致行动人拟减持不超过1493.41万股 拟减持股份,财华社
1739,2020-05-25,康龙化成(03759)主要股东君联闻达的一致行动人Wish Bloom拟减持1493.41万股 拟减持股份,智通财经
1740,2020-05-25,康龙化成(03759.HK)：股东Wish Bloom拟清仓减持不超1493.41万股A股 拟减持股份,格隆汇
1741,2020-05-25,富时罗素纳A权重提至25%“聪明钱”看上哪些个股?,财富动力网
1742,2020-05-24,富时纳A大动作！超200亿元增量资金候场,Wind
1743,2020-05-22,康龙化成：持股1.88%的股东Wish Bloom Limited拟清仓减持 拟减持股份,金融界
1744,2020-05-22,康龙化成：股东拟减持公司1.88%股份 拟减持股份,e公司
1745,2020-05-22,或将清空股份！康龙化成：股东计划减持不超过约1493万股公司股份 拟减持股份,每日经济新闻
1746,2020-05-22,康龙化成(300759.SZ)：WishBloom拟减持不超1493.41万股公司股份 拟减持股份,格隆汇
1747,2020-05-22,康龙化成：Wish Bloom拟减持不超过总股本1.88% 减持股份,Wind
1748,2020-05-21,泰格医药的业绩“化妆术”,证券市场周刊
1749,2020-05-20,康龙化成(03759)获君联闻达累计减持750.5万股 减持期限已届满 减持股份,智通财经
1750,2020-05-20,康龙化成(03759.HK)：君联闻达及一致行动人减持期届满减持计划未实施完毕 减持股份,格隆汇
1751,2020-05-20,港股午评|恒指冲高回落，金蝶国际创历史新高，中手游涨超15%,富途证券
1752,2020-05-20,康龙化成：君联闻达及其一致行动人股份减持计划期限届满，累计减持2.26%股份 减持股份,Wind
1753,2020-05-20,港股异动|康龙化成(3759.HK)大涨近8%创新高,格隆汇
1754,2020-05-18,港股异动︱康龙化成(03759)盘中涨超5% 获FMR LLC增持近56万股涉资约3455万,智通财经
1755,2020-05-15,小摩增持康龙化成(03759)58.04万股，每股作价约62.81港元,智通财经
1756,2020-05-08,FMR LLC增持康龙化成(03759)约55.94万股，每股作价约61.77港元,智通财经
1757,2020-05-08,【权益变动】康龙化成(03759-HK)获FMRLLC增持约55.94万股,财华社
1758,2020-04-30,被高瓴看好的医药外包行业 具备诞生世界龙头的潜力（附股）,红周刊
1759,2020-04-30,A股共发生78宗大宗交易成交11.34亿元（4月30日）,Wind
1760,2020-04-30,康龙化成今日大宗交易成交70.50万股，成交价58.56元折价8.61%,Wind
1761,2020-04-29,【康龙化成|一季报点评】收入增长超预期，继续看好公司未来发展【安信医药】,医药马帅团队
1762,2020-04-29,【国元医药】康龙化成2020一季报点评：盈利能力进一步提升，业务扩张有序进行,元气医药
1763,2020-04-29,康龙化成破顶后倒跌近5% 首季多赚87%,新浪
1764,2020-04-29,【光大医药|Q1点评】康龙化成：受益于汇率、财务费用节省，20Q1利润显著提速,医心医意要健康
1765,2020-04-28,康龙化成(03759-HK)首季多赚87.16%,财华社
1766,2020-04-28,康龙化成(03759)一季度归属股东净利润同比增长87.16%至1.02亿元,智通财经
1767,2020-04-28,康龙化成(03759.HK)一季度净利润增长87.16%至1.02亿元,格隆汇
1768,2020-04-28,现金流充裕，泰格医药为何还选择“A+H”模式上市？,财华社
1769,2020-04-28,康龙化成(300759.SZ)：一季度净利升87.16%至1.02亿元,格隆汇
1770,2020-04-28,康龙化成：一季度净利润同比增长87.16%,Wind
1771,2020-04-28,康龙化成升逾2% 创上市新高,新浪
1772,2020-04-28,【民生医药|点评】康龙化成: 降负债提供弹性，更关注盈利提升和扩产能节奏,杏林建研
1773,2020-04-27,康龙化成升逾10% 创上市新高,新浪
1774,2020-04-27,A股早报2020年4月27日星期一,Wind
1775,2020-04-24,"康龙化成现1笔大宗交易 共成交7,074.00万元",新浪
1776,2020-04-23,CRO企业2019年收入大揭晓，前3名合计近200亿,制药网
1777,2020-04-22,大摩减持康龙化成(03759)23.25万股，每股作价约55.27港元 减持股份,智通财经
1778,2020-04-22,【权益变动】康龙化成(03759-HK)被摩根士丹利减持23.25万股 减持股份,财华社
1779,2020-04-21,小摩增持康龙化成(03759)约49.12万股，每股作价约55.46港元,智通财经
1780,2020-04-21,【权益变动】康龙化成(03759-HK)获摩根大通增持49.12万股,财华社
1781,2020-04-18,医药“卖水人”的中国生意：A股四大CRO企业晒成绩，行业黄金期药明康德净利逆势下滑 盈利能力下降,华夏时报
1782,2020-04-17,康龙化成(03759.HK)：全资子公司完成增资工商变更并取得营业执照 关联方问题,格隆汇
1783,2020-04-17,康龙化成：全资子公司康龙天津、康龙绍兴完成工商变更登记 关联方问题,中国网
1784,2020-04-16,外资活跃度提高，21股获QFII北上资金同时加仓,证券时报网
1785,2020-04-11,机构评级最新出炉! 绩优防御与超跌科技最“受宠”,红周刊
1786,2020-04-10,[路演]康龙化成：公司药物发现业务排名全球前三,全景网
1787,2020-04-10,[路演]康龙化成：公司2020年一季度整体发展态势良好,全景网
1788,2020-04-10,[路演]康龙化成：公司正战略性布局临床服务业务,全景网
1789,2020-04-09,康龙化成(03759.HK)遭Wellington Mgt减持110万股H股 减持股份,格隆汇
1790,2020-04-09,【权益变动】康龙化成(03759-HK)被WellingtonManagementGroupLLP减持110万股 减持股份,财华社
1791,2020-04-09,七公司一季报预增超10倍 高德红外荣膺“预增王”,投资快报
1792,2020-04-07,康龙化成(03759.HK)：君联闻达及一致行动人减持期过半合计减持1044.5万股A股 减持股份,格隆汇
1793,2020-04-07,康龙化成(300759.SZ)：君联闻达及一致行动人减持期过半合计减持1044.5万股 减持股份,格隆汇
1794,2020-04-07,康龙化成：君联闻达及其一致行动人合计减持1.31%股份 减持股份,Wind
1795,2020-04-07,智通港股通占比异动统计|4月7日,智通财经
1796,2020-04-06,净利一增一减，详解CRO龙头康龙化成和药明康德背后的差异化,财华社
1797,2020-04-04,头号研报：业绩保持较快增长 康龙化成有何优势？,巨丰财经
1798,2020-04-03,小摩增持康龙化成(03759)51.01万股，每股作价48.30港元,智通财经
1799,2020-04-03,康龙化成(03759.HK)遭Wellington Mgt减持26.63万股H股 减持股份,格隆汇
1800,2020-04-03,【权益变动】康龙化成(03759-HK)被WellingtonManagementGroupLLP减持26.63万股 减持股份,财华社
1801,2020-04-03,【权益变动】康龙化成(03759-HK)获摩根大通增持51.01万股,财华社
1802,2020-04-03,康龙化成(03759.HK)上半年扣非净利预增46%-66%,格隆汇
1803,2020-04-02,大摩增持康龙化成(03759)29.82万股，每股作价48.27港元,智通财经
1804,2020-04-02,【权益变动】康龙化成(03759-HK)获摩根士丹利增持约29.82万股,财华社
1805,2020-04-02,上调评级至买入策略选股（4月2日）,Wind
1806,2020-04-02,智通港股通占比异动统计|4月2日,智通财经
1807,2020-04-01,【万联医药|年报点评】康龙化成：业绩增长超预期，看好后端业务潜力释放,万联证券研究所
1808,2020-03-31,收获10个IPO，揭秘君联资本的底层逻辑,凤凰网
1809,2020-03-31,康龙化成净利五年复合增长率91% 研发人员占比达86%领先同行,长江商报
1810,2020-03-30,【康龙化成|年报点评】盈利能力提升明显，业绩持续高增长【安信医药】,医药马帅团队
1811,2020-03-30,鹰眼预警:康龙化成毛利率存货周转异动 营运能力下滑 盈利能力下降,新浪
1812,2020-03-30,康龙化成2020一季度预计扣非盈利最高1.21亿元,资本邦
1813,2020-03-30,【光大医药|年报点评】康龙化成：业绩持续提速，2020Q1利润超预期,医心医意要健康
1814,2020-03-30,康龙化成2019营收37.57亿，拟40亿买理财产品,资本邦
1815,2020-03-30,A股早报2020年3月30日星期一,Wind
1816,2020-03-29,康龙化成(300759.SZ)：2020年度开展套期保值业务总额预计不超7亿美元或其他等值外币,格隆汇
1817,2020-03-29,康龙化成(300759.SZ)：2020年度拟申请合计不超34.62亿元的授信额度,格隆汇
1818,2020-03-29,康龙化成(300759.SZ)一季度净利润预增70%-100%,格隆汇
1819,2020-03-29,康龙化成(300759.SZ)2019年度净利润升64.3%至5.47亿元拟10派1.5元,格隆汇
1820,2020-03-29,康龙化成(03759)拟续聘安永华明为2020年度境内会计师事务所,智通财经
1821,2020-03-29,每股派1.5元 康龙化成(03759)年度归母净利润增64.3%至5.47亿元,智通财经
1822,2020-03-29,康龙化成(03759)拟使用40亿元购买中低风险理财产品,智通财经
1823,2020-03-29,康龙化成(03759)预计为控股子公司提供不超24.62亿元担保 大额借贷担保,智通财经
1824,2020-03-29,【民生医药|年报点评】康龙化成：Q1 预告超预期，盈利能力提升再兑现,杏林建研
1825,2020-03-29,康龙化成(03759.HK)一季度净利润预增70%－100%,格隆汇
1826,2020-03-29,康龙化成(03759-HK)2019年度多赚62.83%每10股派息人民币1.50元,财华社
1827,2020-03-29,康龙化成：一季度预计净利润同比增长70.0%~100.0%,Wind
1828,2020-03-29,康龙化成：2019年净利润同比增长64.3%,Wind
1829,2020-03-29,康龙化成：预计一季度盈利9221万-1.08亿元，同比增长70%-100%,Wind
1830,2020-03-29,康龙化成(03759)预计第一季度归属于股东的净利润同比上升70%至100%,智通财经
1831,2020-03-29,康龙化成(03759)2019年拥有人应占利润增长62.8%至5.47亿元 每股派0.15元,智通财经
1832,2020-03-29,康龙化成(03759.HK)全年经调整归母净利润增长75.3%至5.49亿元,格隆汇
1833,2020-03-29,康龙化成：2019年盈利5.47亿人民币，同比增长62.83%,Wind
1834,2020-03-27,药明康德：医药行业蓬勃发展催生出的医药研发服务巨擘！,36氪
1835,2020-03-26,A股早报2020年3月26日星期四,Wind
1836,2020-03-25,小摩减持康龙化成(03759) 75.61万股，每股作价43.22港元 减持股份,智通财经
1837,2020-03-25,A股三大股指集体站上10日均线，汽车行业掀涨停潮,Wind
1838,2020-03-25,【权益变动】康龙化成(03759-HK)被摩根大通减持约75.61万股 减持股份,财华社
1839,2020-03-25,上证指数午盘涨1.57%，新能源汽车概念爆发,Wind
1840,2020-03-24,康龙化成(03759)：北京多泰质押190万股公司股份,智通财经
1841,2020-03-24,小摩增持康龙化成(03759)27.71万股，每股作价42.19港元,智通财经
1842,2020-03-24,康龙化成(300759.SZ)：北京多泰质押190万股,格隆汇
1843,2020-03-24,【权益变动】康龙化成(03759-HK)获摩根大通增持约27.71万股,财华社
1844,2020-03-22,【民生医药|周报】CXO回调，更加重视中国市场红利对边际的改善,杏林建研
1845,2020-03-21,【民生医药|专题】CXO：复盘08年危机，更加重视中国市场红利,杏林建研
1846,2020-03-19,Wellington Mgt Group减持康龙化成(03759)28.61万股，每股作价45.9港元 减持股份,智通财经
1847,2020-03-19,雷根基金:港股IPO热潮不减 蓝月亮、京东、农夫山泉等筹划上市,新浪
1848,2020-03-19,【权益变动】康龙化成(03759-HK)被WellingtonMgtGroup减持28.61万股 减持股份,财华社
1849,2020-03-19,康龙化成(03759.HK)遭Wellington Mgt减持28.61万股H股 减持股份,格隆汇
1850,2020-03-18,泰格医药拟赴港上市 CRO行业再迎A+H 新力军,e公司
1851,2020-03-18,智通港股通占比异动统计|3月18日,智通财经
1852,2020-03-17,医药CRO系列报告之康龙化成（300759）深度报告：立足实验室化学，后端业务拓展潜力巨大,东莞证券研究
1853,2020-03-16,泰格医药拟港联所挂牌 为国内CRO企业A+H第三家,新京报
1854,2020-03-13,康龙化成(03759.HK)3月27日举行董事会会议以审批年度业绩,格隆汇
1855,2020-03-12,巨·研究| 国内医药外包行业现“一超多强”局面 药明系遥遥领先,巨丰财经
1856,2020-03-11,【民生医药|周报】3/15：大盘出现调整，全球产业链定价能力强和内需驱动的医药细分龙头投资性价比凸显,杏林建研
1857,2020-03-09,A股食品医药类企业海外收入2000亿元，47家公司收入占比超50%,Wind
1858,2020-03-09,【民生医药|专题】Labcorp 2019年年报梳理：药物开发业务稳健增长，持续并购强化实力,杏林建研
1859,2020-03-08,【民生医药|专题】海外CXO公司年报梳理：跟随创新，新兴小分子及生物药业务驱动Lonza业绩持续增长,杏林建研
1860,2020-03-08,【民生医药|专题】IQVIA 2019年年报梳理：多元业务驱动，CRO全球龙头业绩稳定增长,杏林建研
1861,2020-03-07,科创板推出一年，医药板块强势上涨，实力大比拼！,健识局
1862,2020-03-06,康龙化成(03759)：稳定业绩之下，这些风险却不容忽视,智通财经
1863,2020-03-06,2019年股价暴涨的5大医药企业,制药网
1864,2020-03-05,一年拿回超20亿现金，揭秘君联资本医疗投资版图,猎云网
1865,2020-03-04,3月3日有73家公司获重要股东增减持，延安必康已被连续减持156次 减持股份,Wind
1866,2020-03-03,【民生医药|周报】外包行业3/9：持续推荐CXO板块具备α属性的公司,杏林建研
1867,2020-03-03,【权益变动】康龙化成(03759-HK)被WellingtonMgtGroup减持3.89万股 减持股份,财华社
1868,2020-03-02,康龙化成(03759)：君联闻达及其一致行动人持股比例降至16.21%,智通财经
1869,2020-03-02,康龙化成(300759.SZ)：君联闻达及其一致行动人合计持股比例降至16.21%,格隆汇
1870,2020-02-28,康龙化成：2019年净利润同比增64.30%（业绩快报）,Wind
1871,2020-02-28,康龙化成(03759-HK)2019年净利增64.3%至约5.47亿元人民币,财华社
1872,2020-02-28,康龙化成(03759)2019年股东应占利润同比增长64.3%至5.47亿元,智通财经
1873,2020-02-28,康龙化成(03759.HK)披露业绩快报：2019年净利升64.30%至5.47亿元,格隆汇
1874,2020-02-27,康龙化成(03759.HK)：宁波科技完成工商变更登记手续,格隆汇
1875,2020-02-26,Wellington Management Group LLP减持康龙化成(03759)143.03万股，每股作价55.17港元 减持股份,智通财经
1876,2020-02-26,【权益变动】康龙化成(03759-HK)被WellingtonMgtGroup减持143.03万股 减持股份,财华社
1877,2020-02-25,资本竞逐CXO板块，药石科技定增获兴全基金全额认购,第一财经
1878,2020-02-25,【穿越周期的投资之道】 10年投出近40家IPO：君联资本人民币基金“成年礼”,21世纪经济报道
1879,2020-02-24,A股共发生97宗大宗交易成交38.5亿元（2月24日）,Wind
1880,2020-02-24,"康龙化成现1笔大宗交易 共成交1,020.24万元",新浪
1881,2020-02-24,康龙化成今日大宗交易成交18万股，成交价56.68元折价8.65%,Wind
1882,2020-02-24,CRO公司将受益于整个行业成长大背景，发展空间被看好,制药网
1883,2020-02-24,巨丰数据赢｜大股东持仓数据 “国资”举牌目标再次出现,巨丰财经
1884,2020-02-24,2019年，国内创新生物医药企业扎堆在港股IPO,制药网
1885,2020-02-24,智通港股通占比异动统计|2月24日,智通财经
1886,2020-02-21,康龙化成(03759)出资1.1亿元参与私募股权投资基金完成备案登记,智通财经
1887,2020-02-21,智通港股通占比异动统计|2月21日,智通财经
1888,2020-02-21,2月20日有55家公司获重要股东增减持，延安必康已被连续减持156次,Wind
1889,2020-02-20,康龙化成(03759-HK)出资1.1亿元人民币参与私募股权投资基金完成备案,财华社
1890,2020-02-20,康龙化成(03759.HK)：宁波康君宁元基金完成备案登记,格隆汇
1891,2020-02-20,智通港股通占比异动统计|2月20日,智通财经
1892,2020-02-20,2月20日沪深两市最新交易提示,金融界
1893,2020-02-19,快讯|康龙化成遭股东减持近千万股 截至2019年前三季度负债已超前年全年 减持股份,财经网
1894,2020-02-19,[公司]康龙化成：目前来看疫情对招聘工作的影响不大,全景网
1895,2020-02-19,康龙化成：君联闻达、君联茂林等减持1.15%公司股份 减持股份,Wind
1896,2020-02-18,康龙化成(03759-HK)持股5%以上股东合共减持916.4万股A股 减持股份,财华社
1897,2020-02-18,康龙化成(300759.SZ)：君联闻达及其一致行动人已减持1.15%的股份 减持股份,格隆汇
1898,2020-02-18,康龙化成：有疫情短期催化剂，但业绩弹性的基本功不忘,财华社
1899,2020-02-17,A股共发生99宗大宗交易成交21.31亿元（2月17日）,Wind
1900,2020-02-17,"康龙化成现5笔大宗交易 共成交4,021.78万元",新浪
1901,2020-02-17,港股异动|康龙化成涨逾4%创新高获摩根大通增持52.11万股,格隆汇
1902,2020-02-17,港股异动 | 获小摩增持52.11万股涉资约2919万 康龙化成(03759)涨逾5%创历史新高,智通财经
1903,2020-02-17,康龙化成升近5% 创上市新高,新浪
1904,2020-02-17,智通港股通占比异动统计|2月17日,智通财经
1905,2020-02-16,【民生医药|周报】外包行业2/24：板块回暖，景气度持续，海外投融资创新高,杏林建研
1906,2020-02-14,A股共发生74宗大宗交易成交26.03亿元（2月14日）,Wind
1907,2020-02-14,"康龙化成现8笔大宗交易 共成交7,694.83万元",新浪
1908,2020-02-14,康龙化成(03759.HK)获摩根大通增持52.11万股,格隆汇
1909,2020-02-13,"康龙化成现4笔大宗交易 共成交5,537.58万元",新浪
1910,2020-02-12,A股共发生95宗大宗交易成交24.69亿元（2月12日）,Wind
1911,2020-02-12,小摩减持康龙化成(03759) 30.42万股，每股作价53.38港元 减持股份,智通财经
1912,2020-02-12,深圳证券市场大宗交易公开信息(2020年02月12日),金融界
1913,2020-02-12,"康龙化成现5笔大宗交易 共成交9,990.00万元",新浪
1914,2020-02-12,港股市场投资交易备忘（2月12日）,Wind
1915,2020-02-12,康龙化成(03759.HK)遭摩根大通减持30万股 减持股份,格隆汇
1916,2020-02-11,港股机构增减持一览（2月11日） 减持股份,Wind
1917,2020-02-11,"康龙化成现3笔大宗交易 共成交10,280.90万元",新浪
1918,2020-02-11,Wellington Mgt Group减持康龙化成(03759)155.05万股，每股作价53.33港元 减持股份,智通财经
1919,2020-02-11,康龙化成：实控人之一楼小强及其一致行动人合计质押464.36万股,格隆汇
1920,2020-02-11,【权益变动】康龙化成(03759-HK)被WellingtonMgtGroup减持155.05万股 减持股份,财华社
1921,2020-02-10,"康龙化成现9笔大宗交易 共成交11,323.18万元",新浪
1922,2020-02-10,上百家A股上市药企业绩预增 这三大CRO企业增幅喜人,制药网
1923,2020-02-10,我国CRO行业迎来“黄金时代”，龙头公司不断涌现,制药网
1924,2020-02-10,康龙化成(03759.HK)获摩根大通增持13.68万股,格隆汇
1925,2020-02-07,康龙化成升逾3% 创上市新高,新浪
1926,2020-02-05,康龙化成(03759.HK)遭WellingtonManagementGroup减持155万股 减持股份,格隆汇
1927,2020-02-04,Wellington Mgt Group增持康龙化成(03759)17.09万股，每股作价49.36港元,智通财经
1928,2020-02-04,里昂：医药行业增长势头仍在 推荐药明生物(02269)及康龙化成(03759),智通财经
1929,2020-02-04,港股异动 | 获Wellington Management Group增持17.09万股 康龙化成(03759)涨近7%再破顶,智通财经
1930,2020-02-04,港股异动 | 康龙化成(3759.HK)升近5%冲击新高 获增持且年度业绩稳步增长,格隆汇
1931,2020-02-04,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持17.09万股,财华社
1932,2020-02-04,【增减持】康龙化成(03759.HK)获Wellington Management Group增持17.09万股,格隆汇
1933,2020-02-03,午间公告2020年2月3日星期一,Wind
1934,2020-02-01,康龙化成：服务能力持续提升，迈入高速发展快车道【国盛医药张金洋团队】,国医盛视
1935,2020-01-29,康龙化成向武汉红十字会捐赠三百万共抗疫情,证券时报网
1936,2020-01-22,康龙化成扬逾3%破顶 料去年盈利最多增67%,新浪
1937,2020-01-22,快讯|康龙化成3名股东拟减持不超总股本2.99%股份 拟减持股份,财经网
1938,2020-01-22,港股异动 | 康龙化成盘初冲高超6%创新高 2019年净利预增57%-67%,格隆汇
1939,2020-01-22,港股异动 | 年度纯利同比预增超五成 康龙化成(03759)急升逾6%创上市新高,智通财经
1940,2020-01-22,【盈喜】康龙化成(03759-HK)料2019年盈利增57%至67%,财华社
1941,2020-01-21,【康龙化成】19年业绩预告点评：19Q4利润再提速，投资业务新起航,医心医意要健康
1942,2020-01-21,康龙化成(03759)预期2019年度归属股东净利同比增长57%-67%,智通财经
1943,2020-01-21,康龙化成：预计2019年净利润同比增长57%-67%,Wind
1944,2020-01-21,康龙化成(03759)拟获股东及其一致行动人减持合计不超过2382.4万股 拟减持股份,智通财经
1945,2020-01-21,康龙化成(300759.SZ)：君联闻达等拟合计减持不超2382.4万股 拟减持股份,格隆汇
1946,2020-01-21,康龙化成(300759.SZ)：2019年净利预增57%-67%,格隆汇
1947,2020-01-21,康龙化成：股东拟减持不超过3%公司股份 减持股份,Wind
1948,2020-01-21,【民生医药|点评】康龙化成：持续超预期，看好增量业务盈利弹性及布局,杏林建研
1949,2020-01-21,【民生医药|周报】外包行业2/10：疫情下的CXO板块，缘何如此靓丽表现？,杏林建研
1950,2020-01-20,康龙化成(03759.HK)拟联手康君投资设立生物医药基金,格隆汇
1951,2020-01-20,康龙化成(03759)：2.176亿股A股限售股份将于1月31日上市流通 解禁,智通财经
1952,2020-01-20,康龙化成(03759.HK)：1月31日起约2.17亿股限售A股上市流通,格隆汇
1953,2020-01-20,康龙化成：占总股本32.95%限售股将于1月31日上市流通,Wind
1954,2020-01-20,康龙化成(300759.SZ)：约2.176亿股首发限售股将解禁 解禁,格隆汇
1955,2020-01-15,多因素共振，未来三年医药外包将迎来投资机会,制药网
1956,2020-01-14,【民生医药|点评】从商务部意见看医药服务外包逻辑,杏林建研
1957,2020-01-10,智通港股公告精选︱(1.10)周大福第三季度内地同店销售取得2%正增长,智通财经
1958,2020-01-10,康龙化成(03759-HK)拟出资1.1亿元人民币共同设立合伙企业,财华社
1959,2020-01-10,康龙化成(03759)拟出资1.1亿元参与设立有限合伙公司,智通财经
1960,2020-01-10,康龙化成(03759)拟增加使用部分闲置H股募集资金购买理财产品额度,智通财经
1961,2020-01-10,康龙化成(03759)拟向附属康龙天津等增资,智通财经
1962,2020-01-10,康龙化成(03759)注册资本增加至7.94亿元,智通财经
1963,2020-01-09,康龙化成(300759.SZ)拟1.1亿元参设私募股权投资基金宁波康君,格隆汇
1964,2020-01-09,康龙化成(300759.SZ)拟向康龙天津、康龙绍兴和宁波科技增资合计12.75亿元,格隆汇
1965,2020-01-09,【民生医药|周报】外包行业1/20:CXO持续景气，PPD重启IPO加大中国区布局,杏林建研
1966,2020-01-09,瑞银：潍柴动力升至买入评级,南方财经网
1967,2020-01-08,康龙化成(03759)实际控制人楼小强及其一致行动人累计质押630.25万股A股,智通财经
1968,2020-01-08,康龙化成(03759.HK)实控人及其一致行动人质押630.25万股A股,格隆汇
1969,2020-01-08,康龙化成(300759.SZ)实控人及其一致行动人合计质押630.25万股,格隆汇
1970,2020-01-08,【民生医药|周报】外包行业1/13:强势反弹，建议关注CXO板块基本面,杏林建研
1971,2020-01-06,瑞银：首予康龙化成(03759)“买入”评级 目标价61港元,智通财经
1972,2020-01-03,康龙化成(03759.HK)：A股保荐代表变更为崔洪军,格隆汇
1973,2020-01-03,【增减持】康龙化成(03759.HK)获Wellington Management Group增持13.24万股,格隆汇
1974,2020-01-03,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持13.24万股,财华社
1975,2020-01-02,高盛：首予康龙化成(03759)“买入”评级 目标价52.7港元,智通财经
1976,2020-01-01,2019年AH股盘点：港口成颜值担当，券商则潜力无限,智通财经
1977,2019-12-31,Wellington Mgt Group增持康龙化成(03759)68.77万股，每股作价44.93港元,智通财经
1978,2019-12-31,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持68.77万股,财华社
1979,2019-12-31,【增减持】康龙化成(03759.HK)获Wellington Management Group增持68.77万股,格隆汇
1980,2019-12-30,【民生医药|周报】外包行业12/30:产业转移加速，关注具全球竞争力的细分龙头,杏林建研
1981,2019-12-28,【民生医药|周报】外包行业1/6:本土CXO有望赋能本土fast-follow创新升级,杏林建研
1982,2019-12-27,【增减持】康龙化成(03759.HK)获Wellington Management Group增持14.7万股,格隆汇
1983,2019-12-27,康龙化成(03759)因超额配股权获行使而额外发行的1748.04万股已于12月27日开始上市交易,智通财经
1984,2019-12-24,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持14.7万股,财华社
1985,2019-12-24,医疗保健：药物研发史波澜壮阔 荐6股,国信证券
1986,2019-12-23,康龙化成(300759.SZ)：H股稳价期结束悉数行使超配权,格隆汇
1987,2019-12-23,康龙化成调入港股通股票名单,e公司
1988,2019-12-23,深港通下的港股通股票名单调整 康龙化成调入,上证报
1989,2019-12-23,康龙化成(03759)悉数行使超额配股权 涉及1748.04万股,智通财经
1990,2019-12-20,康龙化成(03759.HK)获WellingtonManagementGroup增持14.7万股,格隆汇
1991,2019-12-17,港股异动 | 康龙化成涨3.71% 上市后多次获威灵顿基金增持,格隆汇
1992,2019-12-17,港股异动 | 次新股康龙化成(03759)多次获Wellington Mgt Group增持 现涨近4%破顶,智通财经
1993,2019-12-16,【增减持】康龙化成(03759.HK)获Wellington Management Group增持21.47万股,格隆汇
1994,2019-12-16,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持21.47万股,财华社
1995,2019-12-16,【民生医药|周报】外包行业12/16：研发投入长期趋势不变，外包板块确定性凸显,杏林建研
1996,2019-12-13,【民生医药|点评】泰格医药：启动H股上市，国际化加速、管理半径拓展,杏林建研
1997,2019-12-11,【民生医药|周报】12/16：关注特色原料药和CXO板块，积极布局优势赛道,杏林建研
1998,2019-12-11,Wellington Mgt Group增持康龙化成(03759)50.09万股，每股作价约43.28港元,智通财经
1999,2019-12-11,【增减持】康龙化成(03759.HK)获Wellington Management Group增持50.09万股,格隆汇
2000,2019-12-11,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持50.09万股,财华社
2001,2019-12-10,康龙化成与拜耳开展兽药全球合作,北京商报
2002,2019-12-06,康龙化成(03759)完成工商变更登记并取得营业执照 业务变化,智通财经
2003,2019-12-05,Wellington Mgt Group增持康龙化成(03759)86.38万股 每股作价41.36港元,智通财经
2004,2019-12-05,康龙化成大涨5%，成交额达1.45亿港元,富途证券
2005,2019-12-05,【权益变动】康龙化成(03759-HK)获WellingtonMgtGroup增持86.38万股,财华社
2006,2019-12-05,康龙化成低位反弹 升逾6%主动买盘60%,新浪
2007,2019-12-05,港股异动|康龙化成涨5.6%A股续涨3%股东连续增持H股,格隆汇
2008,2019-12-05,港股异动︱获The Capital Group增持1541.47万股 康龙化成(03759)涨超5%,智通财经
2009,2019-12-03,【增减持】康龙化成(03759.HK)获The Capital Group增持1541.47万股,格隆汇
2010,2019-12-03,上周17家药企获机构密集调研,信息时报
