,2021-12-29,北向资金年末交投持续低迷净买入逾6亿元，连续4日加仓宁德时代累计扫货超20亿,Wind
1871,2020-06-17,现在的A股，股息率最高的前10只股票都是谁？,小白读财经
1872,2020-06-17,险企股权变动再现外资身影 对外开放吸引外资加码投入,中国金融新闻网
1873,2020-06-15,油罐车爆炸伤亡惨重，危化品运输潜力巨大！这5股最正宗 龙头被外资爆买！ 安全事故,中财网
1874,2020-06-09,高股息率个股名单:最高近15% 12股连续三年高分红,网易
1875,2020-06-08,君正集团：董事会及监事会延期换届,Wind
1876,2020-06-05,安达入主华泰保险争议不断 中小股东为何反对,搜狐
1877,2020-06-03,304股股息率超3% 68股连续三年股息率超3%,证券时报网
1878,2020-06-03,生意社热点商品发现（2020年6月3日）,生意社
1879,2020-06-02,融资客青睐11股，航天工程买入占比高达43.79%,Wind
1880,2020-06-01,科技金融与金融科技有区别吗?科技金融行业市场深度分析,中研网
1881,2020-06-01,金融科技覆盖了哪些领域？金融科技市场规模分析 2020金融科技行业前景趋势预测,中研网
1882,2020-05-31,A股分红谁最壕?工行狂撒937亿铁公鸡28年一毛不拔,网易
1883,2020-05-29,君正集团创近1个月新低近5日流出5490.55万元 连续下跌,中新经纬
1884,2020-05-27,分红哪家强? 86只股股息率超5%,证券时报网
1885,2020-05-25,刚刚，“十四冬”再添6家合作企业，54家企业喜获授牌,搜狐
1886,2020-05-25,45只股即将分红 抢权行情能否开启？,证券时报网
1887,2020-05-25,304股股息率超3% 房地产、银行、纺织服装等行业上榜公司最多,证券时报网
1888,2020-05-20,样本股调整在即：1500亿资金跟踪这指数 预测名单来了,上证报
1889,2020-05-19,君正集团：公司股东质押8000万股份,每日经济新闻
1890,2020-05-19,君正集团(601216.SH)：第二大股东质押8000万股,格隆汇
1891,2020-05-19,303股股息率超3% 天威视讯、君正集团等股股息率较高,证券时报网
1892,2020-05-18,君正集团关于独立董事辞职的公告 董监高成员变化,新浪
1893,2020-05-18,君正集团：王勇辞去公司独立董事等职务 董监高成员变化,Wind
1894,2020-05-14,金融工程：沪深300及中证500成分股调整名单预测,新浪
1895,2020-05-12,303股股息率超3% 天威视讯股息率最高,证券时报网
1896,2020-05-11,天弘基金躺赚时代或成过去 权益投资有些力不从心,网易
1897,2020-05-07,“土豪”公司未必是茅台 这一关键指标最高达19%,中国财富网
1898,2020-05-06,57家基金公司2019年净利润合计217亿,Wind
1899,2020-05-06,57家基金公司2019年净利润合计217亿,证券时报
1900,2020-05-04,A股公司发“红包”谁最壕？,Wind
1901,2020-05-04,发“红包”谁最壕？这些A股公司关键指标秒杀“宝宝”产品,中证报
1902,2020-05-03,A股最壕公司出炉(名单)！,中国基金报
1903,2020-05-03,最壕公司出炉，龙头股霸屏！连续3年股息率攀升的高股息率股仅5只,搜狐
1904,2020-05-03,最壕公司出炉，龙头股霸屏！连续3年股息率攀升的高股息率个股仅5只,腾讯网
1905,2020-05-03,最壕公司出炉，连续3年股息率攀升的高股息率个股仅5只,证券时报
1906,2020-05-01,分红啦！茅台最壕？No、No、No、这些公司才叫“豪横”！,理财周刊
1907,2020-04-30,A股融资融券日报：两融余额减少41.24亿元（4月29日）,Wind
1908,2020-04-29,君正集团：一季度净利润同比减少12.97% 盈利能力下降,Wind
1909,2020-04-29,君正集团(601216.SH)一季度净利降12.97%至6.29亿元 盈利能力下降,格隆汇
1910,2020-04-29,"2163家公司现金""红包""近万亿 TOP50股息率超6%",证券日报
1911,2020-04-29,2163家公司发现金红包近万亿元！TOP50股息率超6%彰显配置价值,证券日报
1912,2020-04-29,2163家公司现金“红包”近万亿元 TOP50股息率超6%彰显配置价值,证券日报
1913,2020-04-28,天弘蝉联最赚钱基金公司 易方达追赶脚步渐近,时代在线
1914,2020-04-27,余额宝“放弃”10多亿管理费在憋啥大招?,中投网
1915,2020-04-27,220家公司股息率超3% 天威视讯最高,证券时报网
1916,2020-04-27,1720家公司合计派现有望超万亿元 87股股息率超5%,中证报
1917,2020-04-26,“印钞机”余额宝主动降速背后憋着什么大招？,券商中国
1918,2020-04-25,快10000亿了！你拿到多少公司分红？,金融界
1919,2020-04-25,"""印钞机""突然降速！余额宝""放弃""10多亿管理费，在憋什么大招？接力者将浮出水面",券商中国
1920,2020-04-24,安达保险一季度净利润暴跌76%，小格林伯格直呼未来或许会更“惨” 盈利能力下降,搜狐
1921,2020-04-24,【东北基础化工】日报/新疆望京龙130万吨/年PBAT项目首期开展前期工作 20200422,东北基础化工
1922,2020-04-24,华泰保险2019年净利润12.52亿元 同比增长280%,21世纪经济报道
1923,2020-04-23,斥巨资自购基金浮亏超千万 净利润下滑 盈利能力下降,中投网
1924,2020-04-23,股息率排行榜：41只股连续三年股息率超3%,证券时报网
1925,2020-04-23,1351股拟派现 合计派现逾9300亿元,北京商报
1926,2020-04-23,1351股拟派现 东阿阿胶等4股亏损仍分红 亏损,北京商报
1927,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
1928,2020-04-22,君正集团龙虎榜数据（4月22日）,Wind
1929,2020-04-22,1351股拟派现金红包 东阿阿胶等4股亏损仍分红 亏损,北京商报
1930,2020-04-22,龙虎榜机构新动向：净买入5股净卖出6股,证券时报网
1931,2020-04-22,化工行业资金流入榜：8股净流入资金超5000万元,证券时报网
1932,2020-04-22,4月22日复盘：关注市场放量情况 主力资金出击13股,新浪
1933,2020-04-22,收盘：新华500指数22日收涨0.82% 君正集团等6股涨停,新华网
1934,2020-04-22,新华500指数（989001）22日收涨0.82% 君正集团等6股涨停,新华网
1935,2020-04-22,4月22日午后两市机构大单抢筹40股(名单),金融界
1936,2020-04-22,沪指涨0.35%农林牧渔行业涨幅最大,证券时报网
1937,2020-04-22,贵州茅台再创历史新高，高分红板块走强，57股股息率竟超5%,证券时报
1938,2020-04-22,今日95公司公布年报14家业绩增幅翻倍,证券时报网
1939,2020-04-22,高股息率股票排行榜（附股）,证券时报网
1940,2020-04-22,午评：两市冲高回落沪指跌0.16%农牧饲渔板块午前崛起,金融界
1941,2020-04-22,新华500指数午盘报4068.55点 跌0.12%,新华网
1942,2020-04-22,上证指数午盘跌0.16%，病毒防治概念集体回调,Wind
1943,2020-04-22,4月22日早盘主力巨资抢筹四大板块(附股),金融界
1944,2020-04-22,君正集团涨停报价2.82元 成交额9627万元,中新经纬
1945,2020-04-22,天弘基金2019年净利润22.14亿元 君正集团股价涨停,金融界
1946,2020-04-22,A股异动丨君正集团高开高走封板去年净利润升9.06%,格隆汇
1947,2020-04-22,外围大跌谁将护盘？,中财网
1948,2020-04-22,A股头条：猪肉价格高峰或出现在9月前后 原油期货连续下挫美股收跌 连续下跌,金融界
1949,2020-04-21,君正集团(601216.SH)拟增经营范围再生水销售，电力设施承装、承修、承试业务等,格隆汇
1950,2020-04-21,最赚钱基金公司公布业绩：天弘基金2019年净利润22.14亿元,每日经济新闻
1951,2020-04-21,上市公司数据播报：贵州茅台2019年净利润412.06亿元,金融界
1952,2020-04-21,天弘基金去年营收72.4亿：净利润22.14亿蝉联盈利王,澎湃新闻
1953,2020-04-21,【华金证券晚间资讯（20200421）】,华金研究
1954,2020-04-21,21日晚公告精选丨万达电影拟定增募资不超43.5亿元；贵州茅台拟10派170.25元,21世纪经济报道
1955,2020-04-21,天弘基金：2019年实现净利润22.14亿元,中证网
1956,2020-04-21,天弘基金去年净赚22亿，蝉联盈利王！42家基金最新排名来了,中国基金报
1957,2020-04-21,晚间重要公告2020年4月21日星期二,Wind
1958,2020-04-21,天弘基金2019年净利润22.1亿元 同比下滑28% 盈利能力下降,每日经济新闻
1959,2020-04-21,君正集团：天弘基金2019年全年实现净利润22.1亿元,新浪
1960,2020-04-21,君正集团2019年年报：天弘基金全年净利润22.1亿元,36氪
1961,2020-04-21,君正集团：2019年净利24.92亿元 同比增9%,e公司
1962,2020-04-21,君正集团(601216.SH)2019年度净利润升9.06%至24.92亿元 拟10派3.5元,格隆汇
1963,2020-04-21,天弘基金年报：2019年全年实现净利润22.1亿元,新浪
1964,2020-04-21,君正集团年报显示，天弘基金2019年净利润22.14亿元,Wind
1965,2020-04-12,君正集团回复问询：大安制药尚未取得《单采血浆许可证》 问询,Wind
1966,2020-04-09,君正集团(601216.SH)第二大股东质押1.06亿股,格隆汇
1967,2020-04-09,4月9日午后两市机构大单抢筹40股(名单),金融界
1968,2020-04-09,4月9日早盘主力巨资抢筹四大板块(附股),金融界
1969,2020-04-03,君正集团被二次问询，要求进一步说明本次交易评估溢价率较高的合理性 问询,Wind
1970,2020-04-03,君正集团(601216.SH)第二大股东补充质押3170.39万股 股票质押异常,格隆汇
1971,2020-04-02,君正集团：大安制药经营状况无重大不利事项,资本邦
1972,2020-04-02,君正集团高溢价增资关联方 标的公司持续经营能力存疑 经营问题,中国网
1973,2020-04-01,君正集团拟11.22 亿元增资关联方 上交所二度问询 问询,e公司
1974,2020-04-01,君正集团被二次问询，要求说明大安制药持续盈利能力是否存在较大不确定性 问询,Wind
1975,2020-04-01,君正集团回复问询：对大安制药进行的财务投资可能存在一定的风险 问询,Wind
1976,2020-04-01,君正集团(601216.SH)第二大股东质押1.63亿股,格隆汇
1977,2020-04-01,君正集团：2020年第二次临时股东大会延期至4月17日召开,Wind
1978,2020-03-31,君正集团：延期回复上交所问询函 问询,Wind
1979,2020-03-30,君正集团(601216.SH)：第二大股东补充质押311.5502万股 股票质押异常,格隆汇
1980,2020-03-26,君正集团：延期回复问询函 问询,Wind
1981,2020-03-25,寻找A股中的“隐形冠军”系列之一：百亿市值中哪些标的被忽略了？【天风中小市值|投资策略专题】,新经济牛股挖掘机
1982,2020-03-19,增资关联方评估增值率较高？君正集团遭上交所问询 问询,资本邦
1983,2020-03-18,君正集团被问询，要求进一步说明本次增资的必要性及合理性 问询,Wind
1984,2020-03-17,君正集团(601216.SH)：拉萨盛泰拟对大安制药增资11.22亿元持股将达31.17%,格隆汇
1985,2020-03-15,“安达系”控股华泰保险遇难题 转让议案遭股东大会高票否决,每日经济新闻
1986,2020-03-13,股票质押解押一览表（3月13日）,Wind
1987,2020-03-11,君正集团(601216.SH)第二大股东解除质押2.19亿股,格隆汇
1988,2020-03-06,安达续写华泰保险控股之争君正系再让15.31%股权,长江商报
1989,2020-03-05,“安达”进一步加码华泰保险 拟再受让15.3%股权,每日经济新闻
1990,2020-03-05,股票质押解押一览表（3月5日）,Wind
1991,2020-03-04,华泰保险距离外资控股更进一步：大股东安达拟再受让15.3%股权,证券时报网
1992,2020-03-04,君正转让股权 安达控股华泰保险仅差临门一脚 资产异常,21世纪经济报道
1993,2020-03-04,安达系对华泰保险集团持股或将超46%,上证报
1994,2020-03-04,华泰保险股权生变 “安达系”再加码,北京商报
1995,2020-03-04,华泰保险集团遭君正集团转让一成多股份，接盘方将成为第一大股东 控制人变化,腾讯网
1996,2020-03-03,君正集团(601216.SH)第二大股东解除质押1亿股,格隆汇
1997,2020-02-23,一周全球十大并购（02.17-23）：长城汽车将收购通用泰国工厂，西班牙境内最大规模中资收购完成,晨哨网
1998,2020-02-22,巨丰访谈：大盘勇夺3000点关口 下周谁将是市场核心力量？,巨丰财经
1999,2020-02-19,2月19日两市机构大单抢筹40股(名单),金融界
2000,2020-02-19,11.22亿！君正集团跨界进军血液制品领域,制药网
2001,2020-02-18,血液制品需求稳健增长，「大安制药」获11.22亿元战略融资,36氪
2002,2020-02-18,2月18日异动股点评：苹果产业链个股异动 盘点四牛与四熊,山东神光
2003,2020-02-18,大安制药完成11.22亿人民币战略投资融资,亿邦动力
2004,2020-02-18,牛市早报｜MLF利率下调10个基点，新增投资者人数下降,澎湃新闻
2005,2020-02-18,最新公告透露利好 13只个股有望爆发（02.18）,中金在线
2006,2020-02-18,A股早报2020年2月18日星期二,Wind
2007,2020-02-18,君正集团：珠海奥森将成为博晖创新股东,Wind
2008,2020-02-18,趋势巡航：后期要注意一个变量,金融界
2009,2020-02-18,【中证盘前】A股投资者数量突破1.6亿；科技部明确磷酸氯喹治疗新冠肺炎具有疗效,中证报
2010,2020-02-17,君正集团(601216.SH)：拟以出售资产及现金认购方式认购博晖创新股份 资产异常,格隆汇
2011,2020-02-17,每经23点 | 武汉再建10座方舱医院，新增床位万余个；湖北咸宁：18日零时起，严禁城区居民自行外出购物,每日经济新闻
2012,2020-02-17,跨界投资入血制品领域，君正集团：拟超11亿投资大安制药,第一财经
2013,2020-02-17,公告精选：九安医疗董事长倡议员工增持并承诺“半兜底”；三安光电等公司调整定增预案,e公司
2014,2020-02-17,君正集团：全资控股公司拟超11亿投资大安制药，进入血液制品领域,Wind
2015,2020-02-17,君正集团：全资控股公司拟超11亿投资大安制药 进入血液制品领域,e公司
2016,2020-02-17,博晖创新(300318.SZ)拟间接收购主营分析科学仪器及耗材业务企业Interchim公司,格隆汇
2017,2020-02-13,17家药企在行动，药监局加入捐款行列！,蒲公英
2018,2020-02-07,今日操盘：银行理财子公司A股配置加速股市加仓队伍扩大,经济日报
2019,2020-02-07,近20家A股公司股东补充质押 股票质押异常,中证网
2020,2020-02-07,近20家A股公司股东补充质押,Wind
2021,2020-02-06,君正集团(601216.SH)第二大股东君正科技补充质押3880.73万股 股票质押异常,格隆汇
2022,2020-02-02,博晖创新(300318.SZ)子公司与君正集团签订769万元购销合同,格隆汇
2023,2020-01-31,博晖创新联合相关企业向疫情一线捐赠药品,e公司
2024,2020-01-29,财融汇·日间资讯,财通证券融资融券部
2025,2020-01-20,今日特别提示（1月20日）,Wind
2026,2020-01-16,君正集团回复问询：不存在前后信息披露不一致、风险揭示不充分等情况 问询,Wind
2027,2020-01-16,天弘基金股权激励反差：管理层4年躺赢赚5倍 余额宝跌下神坛,证券市场周刊
2028,2020-01-15,从严监管 开年来63股遭盘问,北京商报
2029,2020-01-15,1月15日午盘两市机构大单抢筹40股(名单),金融界
2030,2020-01-13,股票质押解押一览表（1月13日）,Wind
2031,2020-01-10,君正集团：延期回复上海证券交易所问询函,Wind
2032,2020-01-09,君正集团(601216.SH)第二大股东君正科技质押展期8000万股及补充质押2000万股,格隆汇
2033,2020-01-07,今日435只个股突破五日均线,证券时报网
2034,2020-01-07,1月7日两市机构大单抢筹40股(名单),金融界
2035,2020-01-07,今日361只个股突破五日均线,证券时报网
2036,2020-01-04,是否存信披不及时等情况？君正集团遭上交所问询 问询,资本邦
2037,2020-01-03,上交所向君正集团发问询函：说明募集资金永久补流的用途 问询,新京报
2038,2020-01-03,外资股东出手买买买 险企股权变动多,新浪
2039,2020-01-03,君正集团被问询，要求说明终止鄂尔多斯项目的原因 问询,Wind
2040,2020-01-03,中国建筑挂牌转让华泰保险4400万股权 底价3.98亿元 资产异常,腾讯网
2041,2020-01-03,君正集团终止部分募投项目 12亿募集资金用于补血 项目问题,新京报
2042,2020-01-02,君正集团：终止部分募集资金投资项目并将剩余募集资金永久补充流动资金 项目问题,Wind
2043,2019-12-31,【东北基础化工】日报/埃克森美孚惠州乙烯项目正式开工 20200423,东北基础化工
2044,2019-12-30,今日222只个股跨越牛熊分界线,证券时报网
2045,2019-12-30,【盘中播报】181只个股跨越牛熊分界线,证券时报网
2046,2019-12-30,【盘中播报】72只个股跨越牛熊分界线,证券时报网
2047,2019-12-27,【盘中播报】98只个股突破半年线,证券时报网
2048,2019-12-27,今日144只个股突破半年线,证券时报网
2049,2019-12-20,招商基础化工行业周报2020年7月第4周：液氯、二氯乙烷本周涨幅居前，丙酮、环氧乙烷跌幅较大,招商基础化工
2050,2019-12-17,今日210只个股跨越牛熊分界线,证券时报网
2051,2019-12-16,12月16日午盘两市机构大单抢筹40股(名单),金融界
2052,2019-12-12,安达华泰拉郎配 “狼”真的来了吗？,中国财经网
2053,2019-12-09,【申万宏源化工】每日信息速递20191209,申万宏源化工投资
2054,2019-12-09,君正集团(601216.SH)第二大股东解除质押1.26亿股,格隆汇
2055,2019-12-07,为保险业对外开放提供更好法治保障,金融时报
2056,2019-12-06,君正集团(601216.SH)第二大股东质押8000万股,格隆汇
2057,2019-12-04,安达持续增资 华泰或被外资绝对控股关注石,中保网
2058,2019-12-02,外资险企加速入场，“狼来了”还是机遇来了,国际金融报
2059,2019-11-29,保险业对外开放提速 外资险企身影活跃,新浪
2060,2019-11-28,安达欲夺华泰保险控股权 君正系套现61亿,时代周报
2061,2019-11-27,安达再增持！华泰保险将变身外资绝对控股？,新浪
2062,2019-11-27,君正系拟108亿出清华泰保险 安达系持股或增至53.26%,新浪
2063,2019-11-26,安达欲绝对控股华泰保险，“君正系”出清豪赚超40亿,第一财经
2064,2019-11-26,宏信证券：每日信息速递,和讯
2065,2019-11-26,曾誓拿华泰保险控股权的君正系黯然离场 安达保险将成实控人 控制人变化,华夏时报
2066,2019-11-26,报告 | 2019年10月内蒙古A股上市公司市值排行榜 伊利股份市值达1768亿,挖贝网
2067,2019-11-26,君正系拟出清华泰保险22％股权，美国安达保险两次收购后将获得控股权,腾讯网
2068,2019-11-26,取消外资持股险资上限第一案？君正集团向安达系转让22%，后者持股比例预计超50%,环球老虎财经
2069,2019-11-26,盯盘:江泉实业均线盘中黄金交叉,中财网
2070,2019-11-26,牛市早报｜MSCI年内单次最大规模扩容，卓易信息今日申购,澎湃新闻
2071,2019-11-26,最新公告透露利好 14只个股有望爆发（11.26）,中金在线
2072,2019-11-26,巨丰早参：央行将加强对股市、债市、汇市的实时监测,巨丰财经
2073,2019-11-26,安达保险再收华泰保险股份 目标直指50%以上控股权,国际金融报
2074,2019-11-26,“君正系”拟出售所持华泰保险22%股权 安达天平耗资超百亿接盘 资产异常,每日经济新闻
2075,2019-11-25,11月26日上市公司重要公告集锦：贵人鸟仅能艰难维持主营业务运营,证券日报
2076,2019-11-25,受让“君正系”22.35%股份安达或成华泰保险实控人,中国经营网
2077,2019-11-25,【金财富早知道】2019-11-26,赢家之星
2078,2019-11-25,晚间公告热点追踪:浙商银行明A股上市 阿里明H股上市,新浪
2079,2019-11-25,华泰保险股权生变 君正集团拟清仓出局,e公司
2080,2019-11-25,君正集团拟107亿元出售所持华泰保险全部股份 安达保险持股将达46.2% 资产异常,证券日报
2081,2019-11-25,安达保险将持有华泰保险集团46.2%股份,中证网
2082,2019-11-25,安达保险继续增持华泰股份 持股比例将达46.2%,中保网
2083,2019-11-25,公告精选：韶钢松山称11月份螺纹钢涨价明显；第四代核电商用快堆核心部件研制取得重大突破,e公司
2084,2019-11-25,安达保险再收华泰保险集团股权 目标直指50%以上控股权,上证报
2085,2019-11-25,安达保险继续收购华泰保险集团15.3%股份，持股比例将达46.2%,21世纪经济报道
2086,2019-11-25,君正集团：拟107.89亿元向安达天平转让华泰保险22.36%股份 资产异常,中证网
2087,2019-11-25,君正集团107亿出售所持华泰保险22%股权 资产异常,新京报
2088,2019-11-25,君正集团拟107.89亿元出售华泰保险22.3568%股权 资产异常,上证报
2089,2019-11-25,君正集团：拟近108亿元转让华泰保险22.36%股份 资产异常,e公司
2090,2019-11-25,君正集团：拟107.89亿元向安达天平转让华泰保险22.3568%股份 资产异常,Wind
2091,2019-11-25,君正集团(601216.SH)：华泰保险变更股东已获中国银保监会批复,格隆汇
2092,2019-11-25,【顶点.解读】11月25日晚间要闻速递,顶点财经
2093,2019-11-20,美国安达保险获准增持华泰保险至30.9%，跻身第一大股东,澎湃新闻
2094,2019-11-20,华泰保险股权再生变：君正系主动减持生退意 减持股份,中国经济网
2095,2019-11-19,【申万宏源化工】每日信息速递20191119,申万宏源化工投资
2096,2019-11-19,君正集团终止公开拍卖华泰保险3.3568%股份事项 司法拍卖,上证报
2097,2019-11-19,君正集团：子公司拟出售华泰保险集团3.3568%股份，未征集到意向竞买人 资产异常,Wind
2098,2019-11-19,君正集团(601216.SH)：未征集到意向竞买人 终止出售华泰保险集团3.3568%的股份 资产异常,格隆汇
2099,2019-11-14,【异动股】阿里概念股午后拉升新华都(002264-CN)涨停,财华社
2100,2019-11-14,快讯：阿里巴巴概念异动拉升 新华都直线涨停,新浪
2101,2019-11-14,【行情】阿里巴巴概念异动拉升，新华都直线封板，三江购物、君正集团、武汉中商迅速跟涨。,金十数据
2102,2019-11-14,华泰保险再迎股权变动 君正系增持不成反拟出售3.36%股份 资产异常,长江商报
2103,2019-11-13,年内10位股东相继“卖股权”！华泰保险估值三个月却涨了逾30%,国际金融报
2104,2019-11-12,君正集团子公司拟售华泰保险1.35亿股 底价16.2亿元,每日经济新闻
2105,2019-11-12,12日公司新闻聚焦：格力电器易主案延期 獐子岛扇贝又出意外,证券时报网
2106,2019-11-12,早知道：獐子岛再爆扇贝大量死亡 两新股今申购,网易
2107,2019-11-12,财经早报：逾百家公司全年净利润或翻倍 2新股今申购,新浪
2108,2019-11-12,A股头条：央企控股上市公司股权激励迎利好 “双11”战果揭晓,金融界
2109,2019-11-11,公告精选|英唐智控实控人变更为深圳国资委、智光电气实控人拟变更.,格隆汇
2110,2019-11-11,11月12日上市公司重要公告集锦：三安光电定增 格力电器拟认购20亿元,证券日报
2111,2019-11-11,晚间公告热点追踪：獐子岛存重大存货减值风险,新浪
2112,2019-11-11,公告精选：格力电器斥资20亿参与三安光电定增；龙宇燃油拟布局工业大麻领域,e公司
2113,2019-11-11,11日晚公告精编丨獐子岛的扇贝又游走了？深交所迅速下发关注函,21世纪经济报道
2114,2019-11-11,君正集团：子公司拟公开出售华泰保险1.3亿股股份 底价为16.2亿元 资产异常,e公司
2115,2019-11-11,君正集团(601216.SH)：君正化工拟16.20亿元公开出售华泰保险3.36%股份 资产异常,格隆汇
2116,2019-11-11,君正集团：子公司拟公开拍卖所持华泰保险3.3568%股份，挂牌底价16.2亿元,Wind
2117,2019-11-08,【申万宏源化工】每日信息速递20191111,申万宏源化工投资
2118,2019-11-08,11月8日早盘两市机构大单抢筹40股(名单),金融界
2119,2019-11-06,A股明日风口：药监局允许有条件放开网售处方药,新浪
2120,2019-10-29,君正集团：前三季度净利润同比增3.78%,Wind
2121,2019-10-24,报告|2019年9月内蒙古A股上市公司市值排行榜伊利股份市值达1739亿,挖贝网
2122,2019-10-15,蚂蚁金服董事长井贤栋卸任天弘基金董事长，胡晓明接棒 董监高成员变化,澎湃新闻
2123,2019-10-10,【申万宏源化工】每日信息速递20191009,申万宏源化工投资
2124,2019-10-09,君正集团(601216.SH)：第二大股东解除质押1.5亿股,格隆汇
2125,2019-09-26,A股头条之上市公司（9.27）,金融界
2126,2019-09-26,君正集团：全资孙公司未能摘牌华泰保险1.64%股权 退市,新浪
2127,2019-09-26,[快讯]君正集团:全资孙公司鄂尔多斯市君正能源化工有限公司参加华泰保险集团股份有限公司1.6411%股权转让项目结果,中财网
2128,2019-09-26,报告|2019年8月内蒙古A股上市公司市值排行榜,挖贝网
2129,2019-09-20,提前埋伏 后面还有利好要兑现！,金融界
2130,2019-09-19,A股头条之上市公司（9.20）,金融界
2131,2019-09-19,【提前看】19日公告精选：深交所公开谴责*ST新海及相关当事人；复星医药控股股东拟增持不低于1亿元股份,e公司
2132,2019-09-19,19日晚公告精选丨*ST大控或被终止上市；又一家公司成为华为合格供应商 风险警示,21世纪经济报道
2133,2019-09-19,晚间公告热点追踪：武汉凡谷控股股东及一致人减持1%,新浪
2134,2019-09-19,[快讯]9月19日晚间沪深两市重要公司公告一览-更新中,中财网
2135,2019-09-19,君正集团：拟参与竞购华泰保险1.6411%股权,e公司
2136,2019-09-19,君正集团(601216.SH)：拟参与受让华泰保险1.6411%股权,格隆汇
2137,2019-09-09,《金融科技发展规划》发布 相关概念股值得关注！,巨丰财经
2138,2019-09-07,货币基金转凉：一年内已“搬家”近万亿,经济观察网
2139,2019-09-03,55家基金公司上半年合计赚107亿元,证券时报
2140,2019-09-02,基金公司赚钱哪家强？这些公司给股东净赚100多亿,中国基金报
2141,2019-08-29,君正集团(601216.SH)：田秀英解除质押11979.2533万股,格隆汇
2142,2019-08-29,[快讯]君正集团发布解除质押公告,中财网
2143,2019-08-28,天弘基金净利下滑近四成，规模大幅下滑 盈利能力下降,环球老虎财经
2144,2019-08-28,君正集团2019年上半年净利14.3亿对君正物流提供财务资助增加,挖贝网
2145,2019-08-28,最高减-98.90% 137股中报含雷,中财网
2146,2019-08-28,余额宝货基规模下滑天弘基金净利减近四成 盈利能力下降,证券时报
2147,2019-08-28,君正集团：上半年净利润同比减1.10% 盈利能力下降,Wind
2148,2019-08-28,君正集团(601216.SH)上半年归母净利降1.1%至14.3亿元 盈利能力下降,格隆汇
2149,2019-08-28,早报：步森澄清赵春霞跑路传闻 起底18家民营银行,网贷之家
2150,2019-08-27,君正集团：上半年实现净利润14.3亿元 同比下降1.1% 盈利能力下降,金融界
2151,2019-08-27,每经22点丨天弘基金上半年净利润超10亿；天神娱乐上半年亏损超2亿；5G商用放号将推迟？移动电信回应,每日经济新闻
2152,2019-08-27,天弘基金上半年净利润超10亿，非货币公募规模实现翻倍增长,澎湃新闻
2153,2019-08-27,君正集团：上半年净利润14.3亿元，天弘基金投资收益1.65亿元,Wind
2154,2019-08-21,又有小股东清仓离场！5.9亿转让华泰保险6600万股权！ 减持股份,中国基金报
2155,2019-08-10,打破LNG罐箱发展瓶颈 君正物流与上海石油天然气交易中心探讨合作,陆家嘴金融网
2156,2019-07-30,07月30日 收盘突破年线个股一览,每日经济新闻
2157,2019-07-25,君正集团股东君正科技质押2500万股 公司去年净利同比增长6%,挖贝网
2158,2019-07-24,君正集团(601216.SH)第二大股东补充质押2500万股 股票质押异常,格隆汇
2159,2019-07-23,报告 | 2019年6月内蒙古A股上市公司市值排行榜,挖贝网
2160,2019-07-17,宽松周期开启！并购新政抖猛料，重组标的出炉,Wind
2161,2019-07-16,张呼高铁收官进入倒计时 本地上市公司有望受益,金融界
2162,2019-07-15,航锦科技蹊跷的高比例现金收购,证券市场周刊
2163,2019-07-12,君正集团孙公司将取得中化物流100%股权,中证网
2164,2019-07-12,07月12日 收盘突破年线个股一览,每日经济新闻
2165,2019-07-11,华泰保险股权生变：“安达系”不断加磅持股首超30%,投资时报
2166,2019-07-10,[路演]君正集团：坚持内增式成长与外延式发展并重的发展方向,全景网
2167,2019-07-09,[快讯]7月9日大宗交易一览,中财网
2168,2019-07-09,君正集团今日大宗交易成交43.70万股，成交价3.15元折价1.25%,Wind资讯
2169,2019-07-09,上海证券市场大宗交易公开信息(2019-07-09),上交所
2170,2019-07-09,为上市铺路？华泰保险9家小股东退出 股权向安达系集中,华夏时报
2171,2019-07-05,“豪购”5家华泰保险股东股权 安达系持股将超30%,证券日报
2172,2019-06-30,基金公司赚钱哪家强？这些公司给股东净赚100多亿！,中国基金报
2173,2019-06-26,报告 | 2019年5月内蒙古A股上市公司市值排行榜,挖贝网
2174,2019-06-19,悦达投资退出华泰保险股东行列，投资近23年后正式告别,全景网
2175,2019-06-18,高股息策略全军覆没，加入此因子后收益轻松跑赢市场！,养基司令
2176,2019-06-18,蚂蚁金服牵手先锋领航 卖方投顾模式待变革,时代周报
2177,2019-06-17,联商电商周报：阿里回应“赴港上市” 每日优鲜与腾讯合作,联商网
2178,2019-06-14,财融汇·早间必读 | 20190614,财通证券融资融券部
2179,2019-06-14,【数据揭秘】06月13日 融资客最看好的前20只个股,每日经济新闻
2180,2019-06-14,格隆汇A股公告精选(6.14) | 深康佳拟建重庆康佳半导体光电产业园；国轩高科与吉利新能源签订合作协议；中行中银金科在上海挂牌开业，意在推进数字银行,格隆汇
2181,2019-06-13,【申万宏源化工】每日信息速递20190613,申万宏源化工投资
2182,2019-06-13,外资动向| 北向资金增仓A股 沪深股通净流入14.31亿元,腾讯网
2183,2019-06-13,账上现金1900亿！阿里又传香港上市？股价盘前涨1.22%,每日经济新闻
2184,2019-06-13,阿里巴巴又传上市大消息！要跟腾讯同台竞技？港交所与阿里均不作评论,金融界
2185,2019-06-13,直线涨停！阿里又传上市大消息，这些A股暴涨，最新回应来了,中国基金报
