,2021-12-29,卓胜微：公司已逐步推出适用于5G通信标准中sub-6GHz频段的产品并实现量产出货,每日经济新闻
1680,2020-04-27,晚间重要公告2020年4月27日星期一,Wind
1681,2020-04-27,卓胜微：2019年每股收益5.68元 拟10转8派10,上游新闻
1682,2020-04-27,卓胜微年报拟10转8派10元 一季度净利同比增263%,上证报
1683,2020-04-27,卓胜微：2019年实现净利4.97亿元 同比增长206.27%,中证网
1684,2020-04-27,卓胜微：一季度净利润同比增长263.41%,Wind
1685,2020-04-27,卓胜微年报：2019年净利润同比上涨206.27%拟10转8派10元,科创板日报
1686,2020-04-27,卓胜微(300782.SZ)：2019年度净利润升206.27%至4.97亿元 拟10转8派10元,格隆汇
1687,2020-04-27,卓胜微(300782.SZ)：一季度净利升263.41%至1.52亿元,格隆汇
1688,2020-04-27,卓胜微：2019年净利润增长206% 拟10转8派10,e公司
1689,2020-04-27,卓胜微：2019年全年净利润4.97亿 拟10转8派10元,新浪
1690,2020-04-23,【华西电子孙远峰-每日观点&资讯】（2020-04-23）,远峰电子
1691,2020-04-21,方正证券：坚定看好射频产业链，建议关注卓胜微等,证券时报网
1692,2020-04-17,卓胜微：适逢5G代际升级，创领射频主供平台,证券时报网
1693,2020-04-16,半导体板块尾盘发力，华天科技冲击涨停,Wind
1694,2020-04-15,上证指数午盘跌0.15%，创业板指涨0.69%,Wind
1695,2020-04-13,国内手机市场回暖！3月出货量环比大增240%，产业链上市公司首季成绩单来了,Wind
1696,2020-04-13,国内手机市场回暖！3月出货量环比大增240%，产业链上市公司首季成绩单来了,中证报
1697,2020-04-11,国内VS国外：电子板块核心公司2020Q1业绩展望对比,吉森电子研究
1698,2020-04-09,七公司一季报预增超10倍 高德红外荣膺“预增王”,投资快报
1699,2020-04-09,卓胜微为华为三星供货 受益国产替代加速一季度净利预增2.6倍,长江商报
1700,2020-04-09,【新时代电子 吴吉森团队】卓胜微：Q1 业绩指引大超预期，射频芯片国产替代不断加速,新时代证券研究
1701,2020-04-09,『早安，新时代！』晨会早读2020/04/09:今日关注：卓胜微、立讯精密,新时代证券研究
1702,2020-04-09,【东吴电子王平阳团队】卓胜微：5G和射频国产替代加速推进，业绩延续高增长,东吴电子研究
1703,2020-04-08,【安信电子|预告点评】卓胜微：国产射频龙头，国产替代推动业绩高速增长,晓说电子
1704,2020-04-08,【中信建投电子|刘双锋&雷鸣团队】卓胜微一季报预告点评：5G景气向上叠加本土替代节奏加快，国产射频龙头连续5个季度强势增长,中信建投电子研究
1705,2020-04-08,【卓胜微|国信电子】财报预告：5G产品放量，国内射频龙头加速进击,国信电子研究
1706,2020-04-08,卓胜微：20Q1持续高增长,EBSCN电子
1707,2020-04-08,卓胜微大涨7.00%首季净利润暴增,证券时报网
1708,2020-04-08,卓胜微（300782）20年1季度业绩预告点评：5G产品放量，国内射频龙头加速进击,国信研究
1709,2020-04-08,半导体板块异动拉升,Wind
1710,2020-04-08,科创板早报|中国5G手机等供应链寻求国产化替代华为发布会今日召开支持VR直播,科创板日报
1711,2020-04-08,A股早报2020年4月8日星期三,Wind
1712,2020-04-07,卓胜微：预计一季度盈利1.49亿元-1.53亿元 同比增长256.48%-266.48%,中证网
1713,2020-04-07,卓胜微：一季度净利润同比预增256.48%-266.48%,金融界
1714,2020-04-07,[公司]卓胜微：一季度净利1.49亿-1.53亿元 预增2.5-2.6倍,全景网
1715,2020-04-07,卓胜微：预计2020年第一季度净利润同比增长256.48%至266.48%,Wind
1716,2020-04-07,【中金电子与通信】卓胜微（300782.SZ）：1Q20业绩预告超预期，关注2020年分集接收模组订单,乐平科技视角
1717,2020-04-03,A股早报2020年4月3日星期五,Wind
1718,2020-04-03,785股年内高点以来回调超30%，25股业绩高增长,Wind
1719,2020-04-02,上证指数收盘涨1.69%，创业板指涨2.8%收复1900,Wind
1720,2020-04-02,科技股大涨两天，灵魂拷问来了……,上证报
1721,2020-04-02,上证指数午盘涨0.33%，科技股复苏,Wind
1722,2020-04-02,芯片股盘中拉升 卓胜微、紫光国微等涨停,e公司
1723,2020-03-27,华为新旗舰P40系列核心供应链详解（附明细）,吉森电子研究
1724,2020-03-27,华为P40发布 A股受益公司一览,中财网
1725,2020-03-21,电子板块安全边际凸显，机构推荐三大主线22只个股,Wind
1726,2020-03-18,海外疫情蔓延扰动科技股：消费电子和“国产替代”或现分水岭,Wind
1727,2020-03-18,海外疫情蔓延扰动科技股：消费电子和“国产替代”或现分水岭,21世纪经济报道
1728,2020-03-17,35家手机产业链公司去年净利增长,中证报
1729,2020-03-15,台湾电子板块核心公司2020M2经营数据强劲,吉森电子研究
1730,2020-03-11,卓胜微(300782.SZ)：实控人之一冯晨晖质押52万股,格隆汇
1731,2020-03-10,2月国内手机出货量再降六成，但这些重要信号显示，需求正在大幅转暖,e公司
1732,2020-03-03,卓胜微2019年度净利润预增近2倍，达4.76亿元-5.08亿元,环球老虎财经
1733,2020-03-02,400余家科技公司发布业绩快报，爆炒个股成色几何？,新浪
1734,2020-03-01,新风口！华为小米抢先布局，热搜指数飙升，WiFi6将迎井喷，最正宗概念股仅这几只（附股）,证券时报
1735,2020-02-28,筹码新动向：172股筹码趋向集中,证券时报网
1736,2020-02-27,机构评级榜：14股上涨空间超20%,证券时报
1737,2020-02-27,科技股牛市已经到来,和讯
1738,2020-02-26,“超级牛散”现身多只科技牛股，大跌后基金调整投资方向,第一财经
1739,2020-02-26,股东户数降幅榜：13股最新股东户数降逾一成,证券时报网
1740,2020-02-26,新品逐渐上量 卓胜微去年净利同比增207.47%,证券日报
1741,2020-02-26,盘中最高718元/股！无锡卓胜微跑出江苏资本市场历史最高价股！,和讯
1742,2020-02-26,卓胜微：环比增长,EBSCN电子
1743,2020-02-26,担心“茅台魔咒” 投资者建议“科技股王”高送转,中证报
1744,2020-02-26,卓胜微2019年度净利增207.47%,上证报
1745,2020-02-26,卓胜微2019年营收增长1.7倍 净利润增长超2倍,资本邦
1746,2020-02-26,144股股东户数下降12股降幅逾一成,证券时报
1747,2020-02-25,卓胜微2019年净利润同比增2倍,上证报
1748,2020-02-25,卓胜微业绩快报：2019年净利润4.99亿元，同比增207.47%,中证网
1749,2020-02-25,超级干货：产值将达万亿 5G产业链投资机会全梳理,新浪
1750,2020-02-25,卓胜微业绩快报：2019年净利同比增207%,e公司
1751,2020-02-25,卓胜微：2019年净利润同比增长207.47%,中证网
1752,2020-02-25,卓胜微：2019全年实现净利4.99亿 同比增长207.47%,新浪
1753,2020-02-25,卓胜微业绩快报：2019年实现净利润4.99亿元 同比增长207.47%,金融界
1754,2020-02-25,卓胜微：2019年净利润同比增207.47%（业绩快报）,Wind
1755,2020-02-25,卓胜微(300782.SZ)业绩快报：2019年度净利润升207.47%至4.99亿元,格隆汇
1756,2020-02-25,卓胜微业绩快报：2019年净利润4.99亿元，同比增1.7倍,Wind
1757,2020-02-21,科创板收评 | 科创板“新股王”来了！19只科创板个股股价破百,第一财经
1758,2020-02-21,495元/股！石头科技首秀股价仅次于茅台和卓胜微！80后实控人直接持股市值达77亿,科创板日报
1759,2020-02-20,【行情】芯片股拉升，兆易创新触板，振芯科技、卓胜微、华天科技、闻泰科技等跟涨。,金十数据
1760,2020-02-20,五日龙虎榜追踪机构抢筹这39股,证券时报网
1761,2020-02-19,【国盛郑震湘团队】射频：全球紧缺加剧、国产放量在即,湘评科技
1762,2020-02-17,机构五日抢筹22股主力资金大量流入,证券时报网
1763,2020-02-16,百元股总数达64只 去年同期仅有9只,证券日报
1764,2020-02-15,下一个卓胜微？闻泰科技？功率半导体IGBT深度介绍,巨丰财经
1765,2020-02-14,8只次新股股价已破发（附名单） 连续下跌,证券时报
1766,2020-02-13,2月13日A股龙虎榜揭秘，机构抢筹14股,Wind
1767,2020-02-13,卓胜微龙虎榜数据（2月13日）,Wind
1768,2020-02-13,卓胜微：采取一系列措施应对疫情 生产经营尚未受到实质影响,中证网
1769,2020-02-13,【中金电子与通信】卓胜微（300782.SZ）：国内射频前端龙头，长期受益于半导体进口替代,乐平科技视角
1770,2020-02-13,芯片股午后再度拉升 卓胜微等10股涨停,e公司
1771,2020-02-13,快讯：芯片板块尾盘再度拉升 卓胜微等十股涨停,新浪
1772,2020-02-13,【深度|消费电子研究系列之二】消费电子产业展望及一季度疫情影响分析【国信电子欧阳仕华团队】,国信电子研究
1773,2020-02-07,半导体板块表现强势，年报业绩六成预喜行业崛起可期,第一财经
1774,2020-02-06,机构出货卓胜微 主力抢筹拓维信息,财富动力网
1775,2020-02-05,A股龙虎榜揭秘：机构净卖出个股8只，净买入个股1只,Wind
1776,2020-02-05,机构今日买入这4股，卖出卓胜微1.75亿元丨牛熊眼,第一财经
1777,2020-02-05,卓胜微逆市大跌 机构集体出逃卖出近2亿元 连续下跌,第一财经
1778,2020-02-05,卓胜微逆势大跌5.9%，机构集体出逃,Wind
1779,2020-01-23,牛市来了？创业板指周线有望八连阳 TMT板块成牛股集中营,中证报
1780,2020-01-21,卓胜微(300782.SZ)实控人之一冯晨晖质押100万股,格隆汇
1781,2020-01-21,卓胜微最新股东户数下降6.61%,证券时报网
1782,2020-01-17,【华西电子孙远峰团队—持续看好半导景气】半导体材料积极扩产，导入新建产线窗口期,远峰电子
1783,2020-01-16,狂奔的科技牛：再现一年十倍股,大众证券报
1784,2020-01-15,【东吴晨报0115】【行业】通信、银行【个股】中国科培、平安银行、安踏体育、宝通科技、中南建设、卓胜微,东吴研究所
1785,2020-01-14,中泰电子|卓胜微点评：持续高增长，全年业绩符合预期,刘翔电子研究
1786,2020-01-14,67股今日获机构买入评级,中财网
1787,2020-01-14,【卓胜微|国信电子】财报点评：国产射频龙头扬帆起航,国信电子研究
1788,2020-01-14,【东吴电子王平阳团队】卓胜微点评：持续高速增长，打造一体化射频供应商,东吴电子研究
1789,2020-01-14,全年净利预增近2倍，卓胜微(300782.SZ)高速狂奔背后有哪些问题？,格隆汇
1790,2020-01-14,A股“超级网红”业绩暴增百倍 市盈率将碾压茅台股价却跳水,金融界
1791,2020-01-14,卓胜微（300782）2019年年报预告点评：国产射频龙头扬帆起航,国信研究
1792,2020-01-14,【电子】卓胜微：业绩预告延续高增，2019完美收官,天风研究
1793,2020-01-13,卓胜微：2019年度净利预增近2倍,证券时报网
1794,2020-01-13,卓胜微：预计2019年净利润同比增长1.93倍-2.13倍,Wind
1795,2020-01-13,卓胜微：预计2019年实现净利润同比增长1.9-2.1倍,新浪
1796,2020-01-13,卓胜微(300782.SZ)：2019年净利预增193.22%-212.94%,格隆汇
1797,2020-01-13,【国信电子|投资策略】2019年电子行业回顾及2020年预期,国信电子研究
1798,2020-01-11,2019，券商“吹”票大年！3100点之上，你跟不跟？,搜狐
1799,2020-01-10,【安信电子|每日观点】中国移动立争发展1亿5G用户，Q4实现SA商用,晓说电子
1800,2020-01-09,【华西电子孙远峰团队-持续推荐卓胜微】一季报预告高增长，射频芯片高弹性持续兑现,远峰电子
1801,2020-01-09,【华西电子孙远峰团队-持续推荐卓胜微】业绩预告符合预期，坚定看好公司发展,远峰电子
1802,2020-01-09,最新整理！这些股小市值高增长且滞涨严重，估值跌到个位数，4股净利增速超5倍（名单）,证券时报
1803,2020-01-09,[互动]卓胜微：适用于5G制式sub-6GHz频段产品已量产出货,全景网
1804,2020-01-08,【朝闻国盛0108】关注新股“京沪高铁”，铁路中的核心资产,国盛证券研究所
1805,2020-01-07,【国盛郑震湘团队】卓胜微：进击的射频龙头,湘评科技
1806,2020-01-06,"【华西电子孙远峰团队—持续看好半导景气】芯片涨价全产业链蔓延,上半年景气度望延续",远峰电子
1807,2020-01-06,2020年已来， “5G圈”谁能脱颖而出？,Wind
1808,2020-01-03,部分高价股回调 卓胜微跌近7%,证券时报网
1809,2020-01-03,卓胜微闪崩一度大跌近9% 连续下跌,第一财经
1810,2020-01-03,卓胜微闪崩大跌近9%，成交额近4亿元,Wind
1811,2020-01-02,2019年打新中签一股票最高可赚22万,中财网
1812,2020-01-02,237股股价翻倍，825股涨幅超50%，2776股股价上涨！A股2019年，沪指创下近十年第二好表现,券商中国
1813,2020-01-01,2019年A股收官：买入这些牛股就是稳稳的幸福，踩上这些雷股血本无归,经济观察网
1814,2020-01-01,捡到宝了！盘点2019年最牛100股，它们能牛到2020吗？,21世纪经济报道
1815,2019-12-31,2019年资本市场最“牛”19股，你买到了几个？,第一财经
1816,2019-12-31,2019十大牛股新鲜出炉！卓胜微年涨725.7%，“炒新时代”悄然远去,21世纪经济报道
1817,2019-12-29,A股科技龙头50强出炉！拿下A股6%市值，三年飞出3只十倍股,证券时报
1818,2019-12-26,2019年，你可能错过的十大牛股,中证报
1819,2019-12-24,机构调研大数据来了！今年64976家次机构参与调研，109家公司股票翻倍，这20家公司最受青睐,e公司
1820,2019-12-24,卓胜微今日大宗交易成交0.55万股，成交价424.03元溢价0.0%,Wind
1821,2019-12-23,暴跌！板块半日蒸发350亿市值，大基金高位减持，芯片股集体重挫，10倍牛股也凉凉 减持股份,证券时报
1822,2019-12-23,卓胜微：公司已推出滤波器产品,中证网
1823,2019-12-23,2019年这十大热门概念 你抓住了几个？,中证报
1824,2019-12-20,400亿资金出逃信息技术板块，科技股是走还是留？,Wind
1825,2019-12-20,巨·研究 | 电子行业2020年投资策略——5G方向（4）,巨丰财经
1826,2019-12-17,手机产业加速爆发 市值年内上升逾8000亿,证券时报
1827,2019-12-16,出货量一夜暴增，行业巨头抢疯了，明年产业链将全线爆发，A股细分龙头名单全曝光！,e公司
1828,2019-12-16,A股共发生126宗大宗交易成交60.93亿元（12月16日）,Wind
1829,2019-12-16,卓胜微现1笔大宗交易 共成交260.46万元,新浪
1830,2019-12-16,市场全面转暖发出两大信号：近半数公司涨幅超越指数，成交额再破6000亿,Wind
1831,2019-12-16,A股有了慢牛味道？174股年内翻倍，去年仅有1只！这些机构赚翻了，明年这样布局,券商中国
1832,2019-12-06,春季行情的前奏曲,财富动力网
1833,2019-12-04,卓胜微：卓越之芯，引人入胜,--
1834,2019-12-03,A股共发生77宗大宗交易成交17.13亿元（12月3日）,Wind
1835,2019-12-03,卓胜微现1笔大宗交易 共成交432.19万元,新浪
1836,2019-11-27,卓胜微：已成为华为合格供应商并已量产出货,Wind
1837,2019-11-26,【华泰电子】【2020年度策略】5G仅是开端，“电子+”时代来临,华泰电子研究
1838,2019-11-25,卓胜微现1笔大宗交易 共成交408.50万元,新浪
1839,2019-11-25,信息科技：5G换机潮来临 射频前端迎来量价齐升,川财证券
1840,2019-11-20,华为戒“A货”手机产业链加速本土化,第一财经
1841,2019-11-19,卓胜微现1笔大宗交易 共成交243.54万元,新浪
1842,2019-11-16,政策与资金给力 集成电路板块业绩进入释放期,金融投资报
1843,2019-11-12,冰火两重天：92股创年内新高 VS 395股创年内新低,Wind
1844,2019-11-09,旺季驱动业绩增长，消费电子再掀波澜，5G浪潮下这些标的或有更大惊喜,维库电子市场
1845,2019-11-07,通信行业：营收净利增速放缓5G驱动终端与物联网高景气 盈利能力下降,中泰证券
1846,2019-11-06,上市三个月涨十倍！这只“科技茅台”为啥能成两市第三高价股？,中证报
1847,2019-11-05,股价突破400元，卓胜微（300782.SZ）成为两市第三高价股！,格隆汇
1848,2019-11-05,卓胜微封涨停，机构、游资合力封板,Wind
1849,2019-11-05,130名员工创造400亿市值！科技股王卓胜微再创历史新高 “铁粉”券商再次上调目标价,金融界
1850,2019-11-05,卓胜微午后冲击涨停，股价突破400元,Wind
1851,2019-11-04,中信建投：5G下半场已开始，重点关注相关应用场景及5G对各行业的赋能,Wind
1852,2019-11-03,【安信电子|电子三季报总结】电子制造和PCB热度不减，半导体Q3显著改善,晓说电子
1853,2019-11-01,【安信电子|基金三季报持仓分析】业绩改善筑底，5G与国产替代加持，Q3电子板块获大幅加仓,晓说电子
1854,2019-11-01,半导体、电子设备：行业配置比例环比大幅提升 消费电子加仓明显,广发证券
1855,2019-10-31,三因素推动景气度回升 半导体公司三季报超预期,中证报
1856,2019-10-31,芯片国产化进程不断加速 概念股机会来袭,第一财经
1857,2019-10-30,【中银国际|电子研究】电子行业5G专题：5G催生科创新周期，终端、网络产业链迎机遇,ZQtechnology
1858,2019-10-29,【公司点评】卓胜微：2019年业绩同比+193.22%-212.94%，2020年值得期待,吉森电子研究
1859,2019-10-29,中泰电子刘翔团队|卓胜微Q3点评：规模效应逐步体现，净利率持续提升,刘翔电子研究
1860,2019-10-28,【华西电子孙远峰团队-持续推荐卓胜微】射频芯片赛道高弹性，Q3业绩高增长,远峰电子
1861,2019-10-28,基金三季度持仓动向：最爱电子股 芯片龙头获大幅加仓,证券时报
1862,2019-10-26,成长股为矛蓝筹股为盾 基金大幅提升科技股配置,红周刊
1863,2019-10-22,押中2倍牛股卓胜微 收益率达15%！科创基金三季报已接近满仓,中证报
1864,2019-10-22,5G技术迭代带来新机遇 射频前端国产化替代需求强烈,投资快报
1865,2019-10-19,A股新型“套现者”: “人造牛”与汹涌概念泡沫,21世纪经济报道
1866,2019-10-18,【晨观方正】纺服/电子/公用事业20191018,方正证券研究
1867,2019-10-18,卓胜微：业绩再超预期，5G射频产业链龙头成长加速,--
1868,2019-10-16,业绩逆袭股曝光 这两大赛道“黑马”频出,证券时报
1869,2019-10-16,业绩好到炸锅 机构大幅上调15股预期 这股冲A股老二,证券时报
1870,2019-10-16,下一只卓胜微？周二机构逆势大买近亿元!为何如此看好它,金融界
1871,2019-10-16,"中国智能手机市场九月数据分析:新王旧主,华为苹果谁主沉浮",国金证券
1872,2019-10-15,卓胜微：三季度业绩持续加速，射频龙头表现卓越,证券时报网
1873,2019-10-15,【东吴晨报1015】【策略】周评【行业】军工【个股】卓胜微,东吴研究所
1874,2019-10-15,新晋华为供货商 卓胜微前三季度净利同比最高预增1.37倍,证券日报
1875,2019-10-15,"电子行业研究简报:国产供应链替代加速,看好消费电子龙头",国联证券
1876,2019-10-15,卓胜微:业绩持续超高速增长,西南证券
1877,2019-10-15,卓胜微:客户结构改善推升业绩增长,上海证券
1878,2019-10-14,卓胜微：新客户开拓带动业绩增长,证券时报网
1879,2019-10-14,卓胜微：超预期的背后,半导体风向标
1880,2019-10-14,中泰电子刘翔团队|卓胜微三季报预告点评：射频器件进口替代加速，业绩超预期,刘翔电子研究
1881,2019-10-14,卓胜微：提前卡位5G射频前端优质赛道 目标价436.48元,--
1882,2019-10-14,卓胜微：迎三重利好 上调盈利预期 维持“买入”评级,证券时报网
1883,2019-10-14,净利润预增1.5倍，卓胜微(300782.SZ)能否稳住跑赢行业？,格隆汇
1884,2019-10-14,卓胜微第三季度净利润超上半年总和，中金上调目标价至450元,21世纪经济报道
1885,2019-10-14,卓胜微（300782）2019年3季报预告：国内射频龙头，3季度预告超预期,国信研究
1886,2019-10-14,卓胜微：业绩高速增长，率先受益5G时代射频芯片国产替代,证券时报网
1887,2019-10-14,利好接连来袭 3000稳了 今天加仓吗？,金融界
1888,2019-10-14,【晨会聚焦】外需继续走弱，政策仍趋宽松——9月外贸数据点评,中泰证券研究所
1889,2019-10-14,"卓胜微三季报点评:Q3业绩指引再超预期,国内射频芯片龙头加速成长",证券之星
1890,2019-10-13,【华西电子孙远峰团队-持续推荐卓胜微】Q3预告超预期，射频芯片高弹性,远峰电子
1891,2019-10-13,卓胜微前三季净利预增127%-138%,金融界
1892,2019-10-13,卓胜微：预计前三季度净利润同比增长1.27倍-1.37倍,Wind
1893,2019-10-13,卓胜微(300782.SZ)第三季度净利润预增142.36%-152.7%,格隆汇
1894,2019-10-13,卓胜微：前三季度净利预增127%-137%,e公司
1895,2019-10-13,卓胜微：前三季净利3.12-3.26亿 增127.26%-137.46%,新浪
1896,2019-10-12,人工智能+军工+集成电路要走自主可控之路,金融投资报
1897,2019-10-11,信息科技：IPHONE11需求强劲 荐4股,中信建投
1898,2019-10-09,大盘震荡不改 机构持续卖出,金融投资报
1899,2019-10-08,10月8日A股龙虎榜揭秘，机构抛售11股,Wind
1900,2019-10-08,跌停板解密：前期强势股纷纷遭抛售！（10月8日）,Wind
1901,2019-10-08,卓胜微尾盘跌停 三机构卖出逾1亿元,第一财经
1902,2019-10-08,芯片股持续下行,Wind
1903,2019-10-08,高价科技股跌势扩大 卓胜微跌停,证券时报网
1904,2019-10-08,高价科技股跌幅明显 卓胜微跌逾9%,证券时报网
1905,2019-10-08,高位科技股集体走低，卓胜微逼近跌停,Wind
1906,2019-10-08,高位科技股午后继续走弱 卓胜微、圣邦股份逼近跌停,第一财经
1907,2019-10-08,科技板块整体开始走弱,Wind
1908,2019-10-08,谨防科技股股价泡沫化,金融投资报
1909,2019-10-08,机构三季度大手笔抢筹牛股：逾400只个股股东户数下降,21世纪经济报道
1910,2019-10-02,【年报点评】卓胜微：2019年业绩同比+170.45%，行业景气叠加国产替代助力业绩爆发,吉森电子研究
1911,2019-09-28,卓胜微股价一骑绝尘创投浮盈2300倍,证券时报
1912,2019-09-27,卓胜微龙虎榜数据（9月27日）,Wind
1913,2019-09-27,兆易创新澄清长鑫独立运营，“国产替代”风潮下芯片股价值几何？,维库电子市场
1914,2019-09-26,市场大跌中也有亮点 这些股被主力大笔吸筹,新浪
1915,2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
1916,2019-09-26,卓胜微：客户包括三星、华为、小米等主流智能移动终端厂商,第一财经
1917,2019-09-26,科技蓝筹股集体杀跌 卓胜微重挫近7% 连续下跌,每日经济新闻
1918,2019-09-25,“起底”卓胜微背后的资本脉络 源渡创投狂赚2000倍,新浪
1919,2019-09-25,三个月10倍最牛“次新”，卓胜微什么来头？,环球老虎财经
1920,2019-09-25,科技股股王频出：汇顶科技市值破千亿 卓胜微股价仅次于茅台,第一财经
1921,2019-09-25,股王频出 谨防科技股股价出现泡沫化,新浪
1922,2019-09-25,叶檀财经：石破天惊 3个月10倍！近10年“最强风口”来了！？,金融界
1923,2019-09-25,华为Mate 30供应商全揭秘！国产撑起半边天,驱动之家
1924,2019-09-25,兆易创新澄清长鑫独立运营 “国产替代”风潮下芯片股价值几何？,21世纪经济报道
1925,2019-09-25,大市值科技股能否出现比肩茅台的千元股？,金融投资报
1926,2019-09-24,卓胜微今日大宗交易成交0.90万股，成交价385.06元溢价0.0%,Wind
1927,2019-09-24,微信国旗头像刷爆朋友圈！1.5亿股民：请再给我6124点的机会@A股,金融界
1928,2019-09-24,TowerJazz接盘成都格芯 扩充RF SOI产能迎接5G,慧聪电子网
1929,2019-09-24,A股第二高价股开启争夺战！卓胜微三月十倍涨幅股价直逼400元,腾讯网
1930,2019-09-24,道达投资手记：跳空大跌股增多 当心大股东减持 减持股份,每日经济新闻
1931,2019-09-23,跳空大跌股增多 当心这个股价“杀手”——道达投资手记,每日经济新闻
1932,2019-09-23,10倍盛宴！科技股王卓胜微涨不停 机构：老乡别走 403元见！,金融界
1933,2019-09-21,华为“A股式”拥趸者调查： “后知后觉”掘金者遇到“先知先觉”产业梦,21世纪经济报道
1934,2019-09-19,卓胜微(300782.SZ)拟每10股派中期股息10元 股权登记日为9月25日,格隆汇
1935,2019-09-19,"通讯行业中国智能手机市场八月数据分析:整体增量环比回升,5G时代华为领先优势扩大",国金证券
1936,2019-09-18,【电子-卓胜微(300782)】刘翔：稀缺的国产射频芯片企业，5G时代迎来新机遇-20190916,中泰证券研究所
1937,2019-09-16,信息科技：再看产业链各环节发展机遇 荐14股,申万宏源
1938,2019-09-11,晨会0911 | 看好5G终端产业链机遇；新材料标的表现优异,中信建投证券研究
1939,2019-09-11,市场震荡整理 科技股回调是上车机会,财富动力网
1940,2019-09-11,71家公司上半年拟分红634亿元,Wind
1941,2019-09-10,4家公司年中现金分红“最慷慨”,中财网
1942,2019-09-09,卓胜微：公司已为华为供货并产生收入,Wind
1943,2019-09-09,[互动]卓胜微：已为华为供货并产生收入,全景网
1944,2019-09-08,AIoT+行业拐点，NOR Flash量价齐升开始,湘评科技
1945,2019-09-02,卓胜微，高增长的背后,半导体风向标
1946,2019-09-02,【东兴计算机】卓胜微（300782）：中报业绩亮眼，期待国产替代加速公司成长 ——2019年中报点评,东兴研究圈
1947,2019-08-30,A股共发生53宗大宗交易成交26.22亿元（8月30日）,Wind
1948,2019-08-30,【中金电子与通信】卓胜微（300782.SZ）：1H19业绩符合公司指引，持续看好国内客户份额提升,乐平科技视角
1949,2019-08-30,卓胜微：射频开关得益于新产品导入，实现量价提升,证券时报网
1950,2019-08-30,“股神”上市公司来了，上半年57家公司投资赚超10亿,证券时报
1951,2019-08-30,"电子行业周报:兆易发布RISC-V MCU,iQOO 5G手机售价不足四千",德邦证券
1952,2019-08-30,"卓胜微:业绩创历史新高,充分受益5G和射频芯片国产替代",东吴证券
1953,2019-08-30,"卓胜微中报点评:H1业绩符合预期,新产品、新客户加速渗透",证券之星
1954,2019-08-29,【华西电子孙远峰每日观点&资讯】（2019-08-30）,远峰电子
1955,2019-08-29,卓胜微(300782.SZ)：上半年净利升119.52%至1.53亿元 中报拟10派10元,格隆汇
1956,2019-08-29,卓胜微：上半年净利同比增119.5% 拟10派10,e公司
1957,2019-08-29,卓胜微：净利润1.53亿元同比增长119.52% 拟10派10元,新浪
1958,2019-08-29,卓胜微：上半年业绩增近1.2倍，拟10派10元,Wind
1959,2019-08-29,卓胜微：上半年净利1.53亿元，同比增120%,第一财经
1960,2019-08-29,卓胜微：上半年实现净利润1.53亿元 拟10派10元,金融界
1961,2019-08-29,国产芯片概念全线飘红 卓胜微等涨逾4%,证券时报网
1962,2019-08-29,【公司点评】卓胜微：Q3业绩同比+150.99%，国内射频芯片龙头加速崛起,吉森电子研究
1963,2019-08-28,428家公司透露最新股东户数 306家筹码趋向集中,投资快报
1964,2019-08-28,5G商机提前到来，不少通信行业上市公司订单与估值双料上涨,Wind
1965,2019-08-26,中证报头版：半年报折射5G产业链蓄势待发,Wind
1966,2019-08-23,"通信行业周报:再议工业互联网,平台之前,“标识解析”为先",申万宏源
1967,2019-08-22,科技“股王”卓胜微：高处不胜寒,新浪
1968,2019-08-22,强势科技股集体回撤，维科技术跌停,Wind
1969,2019-08-21,涨7倍的卓胜微一天开4场调研会 华为产业链公司缘何引机构竞折腰？,21世纪经济报道
1970,2019-08-19,拆解济民制药：“类庄股”特征明显高位定增存忧,证券时报
1971,2019-08-18,科技股引领市场 北上资金抛压大,南方财经网
1972,2019-08-16,【中金电子与通信】卓胜微(300782.SZ)：中国首家射频前端器件上市公司，5G和国产替代主要受益者之一,乐平科技视角
1973,2019-08-16,"电子行业:5G推动换机潮来临,产业链多环节机遇将至",东吴证券
1974,2019-08-14,今年涨幅最大的科技股竟然是创业板的这家公司,阿尔法工场
1975,2019-08-13,5G时代PCB买什么？,半导体风向标
1976,2019-08-13,龙虎榜：机构集中买入大科技股 一线游资逾亿元封板卓胜微,第一财经
1977,2019-08-13,科技股集体大涨 华为概念霸屏A股涨停榜,证券时报
1978,2019-08-13,A股早报2019年8月13日星期二,Wind
1979,2019-08-13,A股百元股数量翻倍 科创板股票占逾三成,北京商报
1980,2019-08-13,大盘收复2800 机构分歧加大,金融投资报
1981,2019-08-13,"卓胜微首次覆盖报告:国内射频芯片龙头,5G升级+国产替代双轮驱动成长",光大证券
1982,2019-08-12,8月12日A股龙虎榜揭秘，机构抛售4股,Wind
1983,2019-08-12,【主力龙虎榜】主力抱团这个板块,财富动力网
1984,2019-08-12,涨停板复盘丨科技趋势股走势强劲、三大股指全面爆发,格隆汇
1985,2019-08-12,卓胜微龙虎榜数据（8月12日）,Wind
1986,2019-08-12,卓胜微再度涨停，知名游资买入超亿元,Wind
1987,2019-08-12,华为概念持续走强 卓胜微等近10股集体涨停,金融界
1988,2019-08-12,快讯：华为概念午后再度走强 飞荣达、卓胜微封涨停,新浪
1989,2019-08-12,芯片概念股走强 卓胜微再度冲击涨停,新浪
