,2021-12-31,马笑传媒互联科技团队：2021年报告汇总,微信
4836,2018-11-07,11月07日 大宗交易,每日经济新闻
4837,2018-11-07,首创证券：传媒业具备明显配置价值 重点关注三类股,证券时报网
4838,2018-11-07,神州专车、首汽约车、嘀嗒出行…被工信部督促整改,中新网
4839,2018-11-07,申万宏源：世纪华通增持评级,申万宏源
4840,2018-11-07,三七互娱:爆款新品带动三季度业绩高增速,国信证券
4841,2018-11-07,"游戏行业周报:暑期档促使行业小幅复苏,继续关注业绩稳定的龙头",上海证券
4842,2018-11-06,"三七互娱:新手游表现出色,全年业绩增长可期",正点财经
4843,2018-11-06,双十一来了！快递公司忙调价 北上资金超百亿增持大消费,证券时报
4844,2018-11-05,【中泰传媒-周观点】情绪回暖，关注业绩稳增长的龙头公司,传媒产业大视点
4845,2018-11-05,传媒板块迅速回暖龙头个股估值合理(附股),中泰证券
4846,2018-11-05,【国信传媒】一周观点：三季报增速表现平淡，S8 IG夺冠提升游戏电竞行业关注度,观媒万象
4847,2018-11-04,快手正式发布营销平台加速商业化；腾讯发布原创短视频平台“yoo视频”丨【每日播报周末版】,阿特列斯如是说
4848,2018-11-02,【中泰传媒|游戏专题】三季度总结：行业增速回暖，龙头个股估值合理，配置价值显现,传媒产业大视点
4849,2018-11-02,85家年报预喜公司连续3年净利增逾2成 解密成长股价值,证券日报
4850,2018-11-02,"三七互娱:三季报业绩符合预期,静待政策明晰加速产品上线",申万宏源
4851,2018-11-01,禅游科技赴港IPO：月活 月均付费用户双降 存涉赌风险,新浪
4852,2018-11-01,1日潜力排行榜居前的板块(附股),证券之星
4853,2018-11-01,三七互娱：前三季度业绩符合预期 密切关注政策信号,中原证券
4854,2018-11-01,11月01日 92只个股已连涨5天,每日经济新闻
4855,2018-11-01,三七互娱午后封涨停 成交额1.16亿元封单9330手,腾讯网
4856,2018-10-31,【国泰君安2018.10.31】爱奇艺18Q3会员规模达8070万同比大涨89%，马化腾公开信：腾讯要做好“连接器”和“工具箱”,国泰君安互联网传媒研究
4857,2018-10-31,多家公司发布减持公告：东宏股份等拟遭抛售 减持股份,Wind
4858,2018-10-31,游戏企业Q3财报集中发布 世纪华通或引领产业回暖,TechWeb
4859,2018-10-31,三七互娱Q3财报：总营收实现大幅增长，手游成为增长主要动力,DoNews
4860,2018-10-30,快手正式发布营销平台加速商业化；商汤科技联合OPPO打造AR步行导航,微信
4861,2018-10-30,布局儿童内容市场：咔哒故事完成近亿元A+轮融资,21世纪经济报道
4862,2018-10-30,三七互娱回应财政部点名 股价盘中翻红振幅超5%,新浪
4863,2018-10-30,三七互娱：已就整改会计问题 对公司业绩无影响,经济通
4864,2018-10-30,三七互娱因少计缴税等问题被点名 回应:对业绩无重大影响,中国网
4865,2018-10-30,三七互娱3Q18财报点评：三季度业绩符合预期，新游带动收入高增速趋势确立，利润有望逐步释放【建投传媒互联网 曾荣飞】,飞说财经
4866,2018-10-30,三七互娱回应遭财政部点名:正在整改 对业绩并无影响,金融界
4867,2018-10-30,【深度】云游戏：从概念到落地，游戏CP之外、平台谁将率先突围？,观媒万象
4868,2018-10-30,【三七互娱*张良卫】业绩表现符合预期，优质新品带动季度业绩环比高增长,东吴研究所
4869,2018-10-29,三七互娱前三季实现营收55.35亿元 同比增长超两成,中证网
4870,2018-10-29,三七互娱公布三季度报 前三季度营收增长23.98%,证券时报网
4871,2018-10-29,三七互娱：前三季度净利润同比增0.58%,Wind
4872,2018-10-29,5G系统频率使用许可，将于年内发放； 顺丰优选“丰溯GO”上线，主打保税+社区新零售模式丨【每日播报】,微信
4873,2018-10-24,"游戏行业周报:新规叫停影视、游戏跨界定增,关注三季报绩优标的",上海证券
4874,2018-10-22,媒体：政策缓和市场风险 关注三季报表现良好的龙头标的,中信建投
4875,2018-10-18,世纪华通重组盛大游戏背后 精品与出海或引领行业“回暖”,时代周报
4876,2018-10-17,"游戏行业周报:国务院接连发文,简化行业准入审批",上海证券
4877,2018-10-15,"""盛大""归来世纪华通巨资收购能否跻身游戏第一梯队",投资者报
4878,2018-10-12,惨遭创投股东清仓 昔日“股王”吉比特难逃“茅台魔咒”？ 减持股份,环球老虎财经
4879,2018-10-11,中国证监会行政处罚决定书（中和资产评估有限公司、冯道祥、何俊）,证监会
4880,2018-10-08,腾讯股价跌破300元关口 回购、架构调整没能救得起,中国基金报
4881,2018-10-08,2018年10月8日沪深两市交易提示,金融界
4882,2018-10-04,国庆档票房表现强劲，增长态势有望延续到1Q20【申万互联网传媒】,微信
4883,2018-10-04,聚焦国庆档及三季报绩优股【申万互联网传媒】,微信
4884,2018-09-30,上市公司哪里最多？广东第一，浙江第二！,21世纪经济报道
4885,2018-09-28,世纪华通分步收购盛大避开181亿商誉 溢价估值或偏高,新浪
4886,2018-09-27,CFi收盘揭秘:入富落地却通杀 中小创月线收阳已无望,中财网
4887,2018-09-26,游戏行业的“三座大山”，短期内翻不过去！,上方网
4888,2018-09-26,盘前参考:外资已迫不及待？破周三魔咒才是真上涨,中财网
4889,2018-09-26,史玉柱的三重焦虑,斑马消费
4890,2018-09-26,游戏出海是自救还是策略？,证券时报
4891,2018-09-25,"三七互娱:上半年手游营收大增39%,3Q业绩料将恢复增长",正点财经
4892,2018-09-25,传媒互联网行业：部分超跌个股迎来小幅反弹建议关注《影》《李茶的姑妈》《找到你》等国庆档电影行情,顶尖财经网
4893,2018-09-22,天神娱乐实控人朱晔辞职，曾被立案调查，100%股权被司法冻结 其他违规处罚,和讯
4894,2018-09-21,三七互娱拟8.19亿元出售汽车部件资产 此前曾两次公开挂牌转让,TechWeb
4895,2018-09-21,三七互娱出席2018夏季达沃斯年会 与全球政商届领导共话文创议题,证券之星
4896,2018-09-21,21日公告透露利好 17只个股有望爆发,中金在线
4897,2018-09-21,21日早间两市重要公司新闻速递,证券时报网
4898,2018-09-21,周五最新重磅公司传闻集锦(9月21日),证券之星
4899,2018-09-20,公告精选：*ST抚钢进入重整程序；万乘私募基金增持镇海股份近5%,e公司
4900,2018-09-20,三七互娱拟作价8.19亿元出售汽车部件板块 此前挂牌出售两度流拍,e公司
4901,2018-09-20,9月20日上市公司晚间公告速递,新浪
4902,2018-09-20,三七互娱：拟8.19亿元剥离汽车部件业务和资产,Wind
4903,2018-09-20,完美世界CEO萧泓：中国游戏“抢滩”国际市场大有可为,证券之星
4904,2018-09-20,网游上市公司股价普跌 网游行业“供给侧改革”开启,新浪
4905,2018-09-19,游戏寒冬继续蔓延,钛媒体
4906,2018-09-18,世纪华通重组盛大游戏背后 精品与出海或引领行业“回暖”,时代周报
4907,2018-09-18,媒体：票补或将取消 荐5股,中信建投
4908,2018-09-18,伽马数据报告：超四千款游戏在什么渠道宣传,中新网
4909,2018-09-17,盛大游戏回归A股进入倒计时阶段 再续“传奇”前景可期,中国经济网
4910,2018-09-14,盛大游戏回归A股进入倒计时 世纪华通拟近300亿接手,每日经济新闻
4911,2018-09-13,盛大游戏注入 世纪华通成A股“头号玩家”,南方财富网
4912,2018-09-12,盛大游戏欲携300亿重组方案回A 是抱团还是另有深意,证券时报
4913,2018-09-12,估值近300亿，昔日游戏界“传奇”盛大回A股脚步近了！,和讯
4914,2018-09-12,重磅解读：世纪华通298亿收购盛大游戏 何以利好资本市场？,和讯
4915,2018-09-12,作价298亿！盛大游戏拟注入世纪华通，承诺3年净利75亿,澎湃新闻
4916,2018-09-12,世纪华通重组预案披露 盛大游戏登陆A股倒计时,中新网
4917,2018-09-12,【国金策略】人民币续贬，延续“A股转机在9月下旬”观点--资金周度监测127期（李立峰/魏雪等）,策略李立峰与行业配置笔记
4918,2018-09-12,"游戏行业周报:严监管持续影响板块情绪,静候积极的政策信号出现",上海证券
4919,2018-09-10,136只绩优白马股遭错杀社保基金与险资共同持有8只个股,顶尖财经网
4920,2018-09-08,三维度精选136只超跌白马股 36家公司被机构集中调研,中证报
4921,2018-09-07,传腾讯音乐今日公开申报，募集20亿美元；百度视频和喜马拉雅合作，推出“听吧”丨【每日播报】,微信
4922,2018-09-07,A股54家游戏概念股市值蒸发逾2000亿巨人网络股价跌45%,搜狐
4923,2018-09-07,在线少儿编程教育平台妙小程获近千万美金A轮融资,搜狐
4924,2018-09-07,编程品牌「妙小程」完成近千万美元 A 轮融资,金融界
4925,2018-09-07,传媒互联网日报||腾讯音乐估值310亿美元；极光2018Q2营收1.65亿元，同比增长233.6% 【广发传媒 I 旷实团队】,实话传媒
4926,2018-09-06,9月6日有68家公司获重要股东增减持 汉钟精机已被连续增持93次,Wind
4927,2018-09-06,1.6亿奖金！打游戏到底有多赚？,和讯
4928,2018-09-06,游戏行业：低估值高弹性标的投资价值显现 关注政策边际改善带来板块性机会,中信建投
4929,2018-09-06,乐视网和中弘股份停牌核查;两只养老目标基金下周一发行;金力永磁、丰山集团今日申购|9月6日,恒泰头派账户
4930,2018-09-06,游戏行业再迎政策变动？52家上市公司今年已蒸发8566亿,Wind
4931,2018-09-05,A股头条之上市公司公告精选（9.6）,金融界
4932,2018-09-05,A股共发生52宗大宗交易成交11.7亿元（9月5日）,Wind
4933,2018-09-05,三七互娱：第二期员工持股计划受让实控人所持公司1.24%股权,e公司
4934,2018-09-05,三七互娱：第二期员工持股计划受让实控人2631万股,金融界
4935,2018-09-05,三七互娱今日大宗交易成交2631.05万股，成交价9.5元折价8.57%,Wind资讯
4936,2018-09-05,09月05日 收盘突破五日均线个股一览,每日经济新闻
4937,2018-09-04,媒体：游戏影视内容承压 荐7股,申万宏源
4938,2018-09-04,【朝闻国盛】航天信息：社保征管改革系统建设红利，税控领军核心受益,国盛证券研究所
4939,2018-09-04,艾格拉斯实控人抛减持计划 游戏股面临估值回归压力,证券时报
4940,2018-09-03,回购轻轻来减持下重手，网游“总量调控”伤口再撒盐，这家公司股价跌掉75%！,e公司
4941,2018-09-03,"三七互娱:手游多品类战略深化,助推流水高增长",正点财经
4942,2018-09-03,三七互娱低开低走重挫5.4%报9.64元 成交9415万元,腾讯网
4943,2018-09-02,三七互娱“兄弟经济”：复刻、代理、跑量模式的弊端,新浪
4944,2018-09-01,国内A股公司上半年财报：版号审批暂停后的日子厂商收入增幅继续放缓,搜狐
4945,2018-09-01,一则限网游令，游戏股1775亿市值蒸发了 连续下跌,钱江晚报
4946,2018-09-01,抖音加入Apple Music合作伙伴计划；腾讯上线第5款短视频产品；一点资讯估值180亿 | 猬报,刺猬公社
4947,2018-09-01,腾讯、网易股价大跌，原因竟然跟“近视”有关？,爱范儿
4948,2018-08-31,55个字让腾讯半天损失1542亿市值,搜狐
4949,2018-08-31,特斯拉高昂保险费堪比保时捷跑车|7-Eleven尝试做无人零售【Do说】,DoNews
4950,2018-08-31,8月31日A股龙虎榜揭秘，机构最青睐4股,Wind
4951,2018-08-31,31日中小板指跌1.12%,新华网
4952,2018-08-31,跌停板解密：四类个股大幅重挫！（8月31日）,Wind
4953,2018-08-31,机构席位抛售三七互娱冠福股份，棕榈股份现多空分歧,Wind
4954,2018-08-31,三七互娱龙虎榜数据（8月31日）,Wind
4955,2018-08-31,大盘还在跌：沪指8月跌5.25%，深市两大股指月线五连阴,澎湃新闻
4956,2018-08-31,暴风集团午后封涨停 成交额1.71亿元封单11.73万手,腾讯网
4957,2018-08-31,暴风集团午后异动拉升7.86%报11.80元 成交1.42亿元,腾讯网
4958,2018-08-31,游戏行业巨震！千亿市值灰飞烟灭！腾讯、网易无一幸免,e公司
4959,2018-08-31,游族网络低开低走重挫7.54%报14.95元 成交6666万元,腾讯网
4960,2018-08-31,三七互娱低开低走重挫9.45%报10.25元 成交1.59亿元,腾讯网
4961,2018-08-31,5G概念引领科技股快速回暖,红周刊
4962,2018-08-31,网络游戏概念股盘中走势疲弱 迅游科技跌超8%,证券时报
4963,2018-08-31,八部门发文实施网络游戏总量调控，行业监管风险仍在积累,Wind
4964,2018-08-31,乐视网高走拉升7.34%报3.07元 成交4.85亿元,腾讯网
4965,2018-08-31,掌趣科技低开低走重挫5.16%报4.04元 成交8663万元,腾讯网
4966,2018-08-31,【早盘播报】无人机概念、新疆等板块活跃 网络游戏等板块领跌,每日经济新闻
4967,2018-08-31,乐视网高走大涨5.24%报3.01元 成交2.93亿元,腾讯网
4968,2018-08-31,游戏板块大幅走低 完美世界跌逾9%,e公司
4969,2018-08-31,网络游戏将实施总量调控 游戏股大跌完美世界跌停,金融界
4970,2018-08-31,快讯：网络游戏板块大幅低开 完美世界封跌停板,新浪
4971,2018-08-31,早评：沪深两市双双跳空低开 网游概念股领跌,每经网
4972,2018-08-31,三七互娱低开低走重挫8.48%报10.36元 成交3332万元,腾讯网
4973,2018-08-31,"三七互娱:研发推动网游业绩,全球化+泛娱乐+IP战略拓宽市场范围",国信证券
4974,2018-08-30,三七互娱显乏力:溢价10倍的收购不理想 实控人恐生变,新浪
4975,2018-08-30,54家上市游戏公司半年报：22家净利润下跌，近一半跌幅超50% 盈利能力下降,I黑马
4976,2018-08-30,"三七互娱中报点评:手游业务维持快速增长,下半年业绩可期",正点财经
4977,2018-08-30,手游收入将近七成 三七互娱2018上半年总收入达33亿,DoNews
4978,2018-08-30,世纪华通上半年扣非净利润同比增长153.79%,中证网
4979,2018-08-29,三七互娱上半年净利8.01亿元 拟分红逾2亿元,红周刊
4980,2018-08-29,巨人网络低开高走拉升5.68%报20.46元 成交4266万元,腾讯网
4981,2018-08-28,中银国际：每日速递,中银国际
4982,2018-08-28,三七互娱股价大涨5.00%,中金在线
4983,2018-08-28,三七互娱午后异动拉升5.1%报11.55元 成交1.51亿元,腾讯网
4984,2018-08-28,[买入评级]三七互娱(002555)中报点评：上半年手游营收大增39% 3Q业绩料将恢复增长,中财网
4985,2018-08-28,[买入评级]三七互娱(002555)中报点评：手游新品表现亮眼 下半年业绩预计呈上升趋势,中财网
4986,2018-08-28,[优于大市评级]传媒行业周报：关注安全边际高、盈利模式稳定标的,中财网
4987,2018-08-28,[增持评级]深度*公司*三七互娱(002555)中报点评：手游业务表现良好 下半年业绩增速有望回升,中财网
4988,2018-08-28,A股市盈率不足15倍 逾21亿元大单涌入10只低估值股,证券日报
4989,2018-08-27,CFi收盘揭秘:非降准非IPO 暴涨最大秘密动力@科技,中财网
4990,2018-08-27,净利润8.01亿，三七互娱连庄A股“最赚钱游戏公司”,证券网
4991,2018-08-27,[增持评级]华泰证券传媒行业周报(第三十四周),中财网
4992,2018-08-27,完美世界午后异动拉升5.07%报24.65元 成交9797万元,腾讯网
4993,2018-08-27,增速放缓，游戏产业亟待新动力,中国知识产权报
4994,2018-08-27,乐视网低开低走重挫5.14%报2.40元 成交2616万元,腾讯网
4995,2018-08-27,三七互娱高开高走拉升5.18%报10.56元 成交847万元,腾讯网
4996,2018-08-27,三七互娱半年报拟分红超2亿 半年营收33亿成A股游戏公司“利润王”,面包财经
4997,2018-08-26,三七互娱上半年营收33.02亿元 产品多元化格局初现,中证网
4998,2018-08-26,三七互娱：上半年实现净利润8.01亿元 拟每10股派息1元,证券时报网
4999,2018-08-26,营收33.02亿元 净利8.01亿元 三七互娱稳坐A股游戏公司“利润王”,证券日报
5000,2018-08-24,版号暂缓致行业回调 游戏厂商等待“春天”到来,21世纪经济报道
5001,2018-08-22,[看好评级]文化传媒行业周报：中报陆续披露 传媒板块基本面企稳,中财网
5002,2018-08-22,近400股年内高点以来跌超50% 12股低估值业绩高增长,证券时报
5003,2018-08-21,私募调研与重仓情况不挂钩，尾随投资需谨慎,国际金融报
5004,2018-08-21,[增持评级]华泰证券传媒行业周报(第三十三周),中财网
5005,2018-08-21,传媒行业周观点：重点关注中报资产质量 游戏行业或已经释放政策悲观预期,中财网
5006,2018-08-21,[增持评级]游戏行业周报：腾讯财报不及预期拖累板块普跌 Q3有望好转,中财网
5007,2018-08-20,[优于大市评级]传媒行业周报：中长期关注平台型公司,中财网
5008,2018-08-20,腾讯应担忧被定义为ALL IN游戏,新京报
5009,2018-08-17,腾讯净利下滑凸显行业隐忧 千亿游戏产业如何破局？,财经网
5010,2018-08-17,增速放缓 游戏产业亟待新动力,中国知识产权报
5011,2018-08-16,全球关注：中国暂时冻结网络游戏版号审批,新浪
5012,2018-08-16,2018上市竞争力报告：代表性企业游戏收入增速达31.4%,中国财经网
5013,2018-08-16,腾讯游戏不及预期：完美世界等游戏股受累集体暴跌 连续下跌,新浪
5014,2018-08-15,[增持评级]游戏行业周报：网易游戏业务收入再次突破100亿元关口,中财网
5015,2018-08-14,[中性评级]游戏行业专题报告：游戏行业的“好莱坞” 中国厂商的全球发行之路,中财网
5016,2018-08-14,[看好评级]文化传媒行业周报：优爱腾携手限价 影视限薪执行提速,中财网
5017,2018-08-14,吉比特：强化精准营销 沉淀优质内容,安信证券
5018,2018-08-13,中国游戏的隐忧:稳坐全球最大游戏市场 却迎来三荒年,凤凰网
5019,2018-08-13,国产游戏：补齐自身短板 拓展海外市场,中国知识产权报
5020,2018-08-11,305亿元收购以色列棋牌类游戏公司Playtika被叫停，史玉柱和巨人网络打的什么盘算？,经济观察网
5021,2018-08-10,畅充科技作为手机充电服务 联合游戏界的领军人物开拓便民新模式,南方财富网
5022,2018-08-10,伽马数据发布2018中国上市游戏公司竞争力调查报告,证券日报
5023,2018-08-10,2018上市竞争力报告：代表性企业游戏收入增速达31.4%,腾讯网
5024,2018-08-09,复盘三七互娱上半年：处置汽配资产，聚焦文创主业,投资时报
5025,2018-08-09,全球爆发一千亿美元市场！腾讯去年从中赚钱最多 还将参加亚运会,央视
5026,2018-08-08,大型手机充电服务商畅充科技获得2018年第二轮融资,飞象网
5027,2018-08-08,监管层聚焦募资合理性 年内可转债四家被否,21世纪经济报道
5028,2018-08-08,创梦天地IPO在即 总裁高炼惇：市场环境不好 见招拆招很重要,证券日报
5029,2018-08-08,2018 ChinaJoy 观察：虚幻引擎狂欢 内核大战再起,证券日报
5030,2018-08-07,腾讯、网易夹缝中的游戏第二梯队,第一财经
5031,2018-08-06,腾讯、网易收入占比或超八成 避免过度竞争 “其他游戏公司”纷纷联姻,每日经济新闻
5032,2018-08-06,再下一城！三七互娱荣获中国游戏资本峰会“白马奖”,红周刊
5033,2018-08-06,三七互娱投资副总裁林均全：投资覆盖各年龄部分垂直人群,每日经济新闻
5034,2018-08-06,复盘三七互娱“类借壳术”：玩连环套路金蝉脱壳,斑马消费
5035,2018-08-06,女性、电竞及出海 能否成为推动游戏行业发展的新引擎？,北京商报
5036,2018-08-05,伽马数据发布中国游戏企业年度竞争力报告，国内游戏市场收入占全球市场近三成,经济观察网
5037,2018-08-04,中国上市游戏企业已达191家 有4家进入全球游戏收入TPO25,21世纪经济报道
5038,2018-08-03,三七互娱也要玩儿区块链了？ 创始人李逸飞怎么想的？,凤凰网
5039,2018-08-03,ChinaJoy开幕之际：上半年业绩预期调高背后 完美世界CEO萧泓详解新娱乐时代变革,每日经济新闻
5040,2018-08-02,三七互娱：手游第三极,时代周报
5041,2018-08-01,[互动]三七互娱：将参加本届上海China Joy展会,全景网
5042,2018-07-31,"游戏行业周报:2018中国互联网企业百强公布,游戏类企业超20家",上海证券
5043,2018-07-30,[同步大市-B评级]传媒行业周报：中报业绩分化明显 建议关注绩优龙头,中财网
5044,2018-07-30,媒体：建议关注绩优龙头 荐2股,华金证券
5045,2018-07-30,"三七互娱:剥离汽配资产聚焦主业,游戏龙头有望迎来估值修复",中证网
5046,2018-07-27,周一机构一致最看好的6只个股（07.27）,中金在线
5047,2018-07-27,剥离汽车零部件资产 网游业务边际逐渐改善,东吴证券
5048,2018-07-26,[推荐评级]三七互娱(002555)公司动态：回购股份形式剥离汽车部件资产 专注游戏娱乐业务提升竞争力,中财网
5049,2018-07-25,三七互娱：剥离汽配资产 聚焦文创产业,中证网
5050,2018-07-25,“罕见”操作！控股股东借道股份回购处置汽配资产 三七互娱加速聚焦文创产业,e公司
5051,2018-07-25,三七互娱：拟9亿元出售顺荣汽车100%股权,Wind
5052,2018-07-25,7月25日午间行业热点聚焦,中证网
5053,2018-07-25,[增持评级]游戏行业周报：上半年游戏买量市场竞争激烈,中财网
5054,2018-07-25,【晨会聚焦】稳内需持续升温；个股：招商银行,中泰证券研究所
5055,2018-07-25,【传媒】康雅雯、熊亚威：公募基金2018Q2传媒持仓跟踪：超配比例达0.95%，龙头公司持仓集中度提升-20180725,中泰证券研究所
5056,2018-07-24,[买入评级]互联网传媒行业周报：暑期档持续火热 优质标的回归合理估值迎来长期布局机会 华谊本周热点不断,中财网
5057,2018-07-24,"传媒行业:移动互联网出海主要体现为商业模式的输出,游戏作为内容服务型出海,格局已定",安信证券
5058,2018-07-23,[增持评级]华泰证券传媒行业周报(第二十九周),中财网
5059,2018-07-20,[看好评级]传媒互联网&教育2018半年报业绩前瞻：18H1板块业绩预计同比增5% 坚定看好内容付费、头部流量平台,中财网
5060,2018-07-19,传媒股中报业绩预告密集披露： 总盈利增速下滑，内部分化加剧，说了好久的洗牌真来了,每日经济新闻
5061,2018-07-18,阿里巴巴150亿战略入股分众传媒 这一概念股要火？,金融界
5062,2018-07-18,[看好评级]文化传媒行业周报：中报预告密集披露 业绩有所改善,中财网
5063,2018-07-17,[增持评级]游戏行业周报：微信小游戏广告组件进一步开放;关注中报高增长标的,中财网
5064,2018-07-17,[优于大市评级]传媒行业深度报告：出海开启国内游戏公司成长新空间,中财网
5065,2018-07-17,投资收益成部分公司增厚业绩利器,中证报
5066,2018-07-16,这些公司获重要股东增持+上市公司回购（附名单）,中财网
5067,2018-07-13,下周479亿市值限售股解禁，环比增加334.15%,Wind
5068,2018-07-13,19家公司拟募资近30亿 员工持股计划降杠杆成主旋律,中证报
5069,2018-07-12,今年以来799家上市公司遭重要股东减持，其中14家被减持超1亿股,央视
5070,2018-07-12,《鬼语迷城》月流水破亿，三七互娱国内手游业务“核心+多元化”布局初成,红周刊
5071,2018-07-11,三七互娱大跌5.07%，报11.41元,腾讯网
5072,2018-07-11,"国产网游备案入口未开放 多家A股公司""抢道""成功",财经网
5073,2018-07-10,[同步大市-B评级]传媒行业周报：暑期档热映 关注影视及院线板块,中财网
5074,2018-07-10,[推荐评级]传媒行业18年中报业绩预告梳理：三成公司发布业绩预告 游戏个股增幅亮眼,中财网
5075,2018-07-10,游戏行业周报:工信部公布1-5月互联网业务监测数据,上海证券
5076,2018-07-06,三七互娱：推出员工持股计划 彰显经营信心,中证网
5077,2018-07-06,三七互娱转轨进行时：吴氏家族减持离场,经济观察网
5078,2018-07-04,海通策略:6月减持额和7月解禁额均下降,股市荀策
5079,2018-07-04,游戏行业周报:近期关注中报预披露行情,上海证券
5080,2018-07-03,【策略】笃慧、王仕进（联系人）、付鐍方：北上资金连续2周净流出——市场资金面周观察-20180702,中泰证券研究所
5081,2018-07-02,三七互娱：拟推不超过2.5亿元员工持股计划,e公司
5082,2018-07-02,游戏股半年盘点：板块整体大跌30% 明星股多半腰斩,新浪
5083,2018-07-02,[优于大市评级]传媒行业周报：反弹持续 关注中报行情与平台公司,中财网
5084,2018-07-02,关注区块链 三七互娱用创新探索行业新动能,红周刊
5085,2018-07-01,【山证策略】市场有望企稳，近“货币”远“基建+地产”-山西证券策略周报（20180701）,山西证券研究所
5086,2018-06-30,武汉邮科院与电信科研院合并重组在即 三七互娱“变形记”,中国经营网
5087,2018-06-30,"三七互娱""变形记"":主业发展天花板 吴氏家族密集减持",中国经营报
5088,2018-06-29,[买入评级]传媒行业2018年中报业绩前瞻,中财网
5089,2018-06-29,大盘调整以来，415只个股获重要股东增持,财界网
5090,2018-06-29,重要股东接连增持 33股逆市增持逾亿元,e公司
5091,2018-06-29,产业资本频现增持稳股价 上半年十大“增持王”出炉,投资快报
5092,2018-06-28,2800点现重磅信号：基金冠军东方红“出手抄底”,中国基金报
5093,2018-06-28,[看好评级]文化传媒行业周报：快乐购重组获批 芒果TV登陆A股,中财网
5094,2018-06-27,6月27日有80家公司获重要股东增减持 三爱富已被连续增持40次,Wind
5095,2018-06-27,游戏行业周报:手游助推PUBG系列游戏玩家突破4亿人,上海证券
5096,2018-06-26,[推荐评级]传媒行业周报：调整下看优质公司 期待中报行情,中财网
5097,2018-06-26,[优于大市评级]传媒行业周报：板块估值已低 关注中报行情,中财网
5098,2018-06-21,[增持评级]游戏行业周报：STEAM中国能否成为国内PC游戏分发市场龙头?,中财网
5099,2018-06-21,三七互娱入选“中国互联网20年大国品牌1000强”,红周刊
5100,2018-06-21,腾讯错过的“游戏王”挂牌新三板 年赚7亿撑起上市公司业绩半边天,挖贝网
5101,2018-06-21,天神娱乐等311只个股定增破发 私募参与定增更趋理性,中证报
5102,2018-06-21,A股千股跌停，多家传媒股逼近股权质押平仓线，大股东增持解危机,腾讯网
5103,2018-06-20,游戏王智明星通挂牌新三板业绩撑起中文传媒半边天,证券时报
5104,2018-06-20,并购重组成绩单： 三成项目业绩“失诺” 上市公司陷补偿款纠纷,21世纪经济报道
5105,2018-06-16,A股逼近3000点底部区间 137只“两低一高”股迎布局,证券日报
5106,2018-06-15,"中汇影视拟定增不超过2406.1033万股 用于项目融资,偿还债务",中金在线
5107,2018-06-13,手游市场观察：新玩家靠“买”，老玩家靠情怀,虎嗅网
5108,2018-06-13,盛大游戏“挺”过来了,投资界
5109,2018-06-13,[中性评级]互联网传媒行业动态周报：短期事件压制板块情绪 错杀中把握龙头布局机会;关注互联网龙头回归&世界杯&暑期档行情,中财网
5110,2018-06-13,昔日“王者”盛大游戏终借壳回A？,环球老虎财经
5111,2018-06-12,CP成稀缺物种，研发能力或成游戏企业“生死判官”,红周刊
5112,2018-06-09,巨丰原创：MSCI成分股大起底 最好的股票是这些,巨丰财经
5113,2018-06-07,世纪华通掀起游戏业“竞合”风？,证券日报
5114,2018-06-07,[增持评级]游戏行业周报：一季度国产手游出海再创佳绩,中财网
5115,2018-06-06,30亿收购27亿商誉！骅威文化要买张纪中女儿公司，时隔一年估值暴涨10亿,和讯
5116,2018-06-06,岭南股份等数十家低估值绩优股被错杀,证券日报
5117,2018-06-06,5月上市公司董监高减持榜：总额57亿，北斗星通以4亿居首,面包财经
5118,2018-06-05,世纪华通旗下盛大游戏与恺英网络开展战略合作,中证网
5119,2018-06-05,51股较增发价“打七折” 部分公司存在投资机遇,投资快报
5120,2018-06-04,[领先大市-A评级]传媒行业周报：本周我们重点关注迅游科技收购的狮之吼的商业模式及未来增长潜力,中财网
5121,2018-06-04,5月机构调研动向曝光！43只MSCI成分股被盯上这些股已经暴涨！,顶尖财经网
5122,2018-06-04,“不懂股票”的崔永元：华谊兄弟or华谊集团傻傻分不清楚？,云掌财经
5123,2018-06-04,730亿北向外资提前布局 入摩首日成分股冰火两重天,新浪
5124,2018-06-04,公募私募同时盯上36只MSCI指数股6家机构敲门海康威视,证券日报
5125,2018-06-01,5月机构调研667家公司部分MSCI成份股也被“摸底”,顶尖财经网
5126,2018-06-01,五月份机构扎堆调研MSCI成份股 六股受青睐,证券日报
5127,2018-05-31,文化传媒:业绩密集披露 行业趋势导致业绩分化,首创证券
5128,2018-05-31,82只中报预喜股遭错杀 三维度详解超跌股投资机会,证券日报
5129,2018-05-30,"三七互娱:长周期精品游戏不断推出,地位稳固",正点财经
5130,2018-05-30,沪企米哈游A股闯关记： 二次元IP“崩坏学园”缘何撑起IPO？,21世纪经济报道
5131,2018-05-29,传媒产业发展趋势分析 板块走势分化将更为明显,前瞻研究院
5132,2018-05-29,机构集体看走眼 最惨的接近腰斩,证券时报
5133,2018-05-29,《永恒纪元》与抖音强强联合 开创游戏出海营销新模式,中关村在线
5134,2018-05-28,深圳惠程下跌或砸出黄金坑,金融界
5135,2018-05-28,[领先大市-A评级]游戏行业深度分析：成熟行业的新发展-流量驱动转为研发驱动,中财网
5136,2018-05-27,193股跌破增发价 79只折价逾20%,证券时报
5137,2018-05-27,“国民手游幕后推手”公司IPO 80后小伙身家超20亿,中财网
