,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
2510,2019-07-08,"农林牧渔行业:猪价小幅回落,鸡苗、毛鸡价格反弹",东北证券
2511,2019-07-05,猪肉板块发力上攻 傲农生物、正邦科技涨超8%,第一财经
2512,2019-07-05,猪肉股集体上攻，傲农生物涨8%,Wind
2513,2019-07-05,新一轮猪价上涨周期或已到来，猪肉概念股表现活跃,第一财经
2514,2019-07-04,猪周期概念股再次出现配置窗口期 六股蓄势待发,中证报
2515,2019-07-03,[快讯]正邦科技发布质押公告 涉及股份30135万股,中财网
2516,2019-07-03,正邦科技：股东质押2700万股,Wind
2517,2019-07-03,正邦科技(002157.SZ)：江西永联质押2700万股,格隆汇
2518,2019-07-03,A股早报2019年7月3日星期三,Wind
2519,2019-07-03,猪板块再现配置窗口期 “便宜”公司将脱颖而出,中证报
2520,2019-07-02,正邦科技(002157.SZ)拟发行不超16亿元可转换公司债,格隆汇
2521,2019-07-02,正邦科技：为下属子公司提供担保2.05亿 大额借贷担保,Wind
2522,2019-07-02,正邦科技：为下属子公司提供原料采购货款担保不超过2000万 大额借贷担保,Wind
2523,2019-07-02,正邦科技：拟发行不超16亿元可转债，投资8个项目及偿贷,Wind
2524,2019-07-02,正邦科技：拟发行不超过16亿元的可转债,第一财经
2525,2019-07-02,猪肉股二次拉升，天邦股份涨停,Wind
2526,2019-07-02,股权质押风险未解 天邦股份又跑马圈地,投资者网
2527,2019-07-01,[快讯]正邦科技:使用募集资金向两家募投项目实施子公司增资,中财网
2528,2019-07-01,日常消费品：当前时点不悲观 荐17股,申万宏源
2529,2019-06-29,上半年十大牛股涨幅超2倍 黑马金运激光夺冠(名单),投资快报
2530,2019-06-28,种猪猛增合理性几何？正邦科技天邦股份皆称因存栏量增加所致,挖贝网
2531,2019-06-27,[快讯]正邦科技发布解除质押及再质押公告 涉及股份21717万股,中财网
2532,2019-06-27,正邦科技(002157.SZ)：江西永联解除质押2.48亿股 及再质押1200万股,格隆汇
2533,2019-06-27,生态环境部回应正邦科技污染问题：一定严肃查处,Wind
2534,2019-06-26,[路演]正邦科技：2019年销售目标预计为650万头—800万头,全景网
2535,2019-06-25,【异动股】农牧饲渔板块下挫，正邦科技(002157-CN)跌7.48%,财华社
2536,2019-06-25,猪肉股持续走低,Wind
2537,2019-06-24,正邦科技(002157.SZ)：刘道君减持期届满 已减持267.65万股,格隆汇
2538,2019-06-24,正邦科技：股东刘道君减持计划届满，期间累计减持267.7万股 减持股份,Wind
2539,2019-06-24,日常消费品：猪价淡季强势上涨超预期 荐8股,申万宏源
2540,2019-06-21,猪肉股集体回调，天邦股份领跌,Wind
2541,2019-06-19,猪肉股午后逐级走低，温氏股份跌近2%,Wind
2542,2019-06-19,A股早报2019年6月19日星期三,Wind
2543,2019-06-19,最新公告透露利好 14只个股有望爆发（06.19）,中金在线
2544,2019-06-18,6月18日A股龙虎榜揭秘，机构抢筹这3股,Wind
2545,2019-06-18,正邦科技：非公开发行股票申请获证监会核准,Wind
2546,2019-06-18,正邦科技：非公开发行股票申请获证监会核准,e公司
2547,2019-06-18,正邦科技放量涨停:深股通净买1亿 机构获利离场,第一财经
2548,2019-06-18,正邦科技(002157.SZ)不超4.68亿股定增计划获批,格隆汇
2549,2019-06-18,机构今日买入这4股，抛售正邦科技2.03亿元,第一财经
2550,2019-06-18,龙虎榜：正邦科技放量涨停 北向资金买入、机构资金卖出,e公司
2551,2019-06-18,正邦科技龙虎榜数据（6月18日）,Wind
2552,2019-06-18,正邦科技今日放量涨停获深股通净买入1亿元，机构卖出2亿元,Wind
2553,2019-06-18,11股主力资金净流入超亿元,证券时报
2554,2019-06-18,养猪板块走高 正邦科技大涨9%,证券时报网
2555,2019-06-18,14股获券商买入评级 金风科技目标涨幅达114.34%,Wind
2556,2019-06-18,"农业行业周报:猪价进入上涨通道,5月能繁母栏量环比降幅扩大",申万宏源
2557,2019-06-18,"正邦科技首次覆盖报告:生猪养殖量利齐升,布局分散降低风险",光大证券
2558,2019-06-17,报告 | 2019年5月江西省A股上市公司市值排行榜,挖贝网
2559,2019-06-17,正邦科技(002157.SZ)：高增长、高弹性的生猪养殖上市公司，给予“买入”评级,格隆汇
2560,2019-06-17,"农林牧渔行业:猪价创年内新高,鸡苗价格遭遇腰斩",东北证券
2561,2019-06-13,生猪存栏降幅扩大 供需缺口引发猪价上行 6股飞,证券时报
2562,2019-06-12,5月份生猪存栏量同比下降22.9% 行业集中度有望快速提升,中证网
2563,2019-06-11,日常消费品：继续推荐畜禽养殖板块 荐7股,财信证券
2564,2019-06-11,猪价加速上涨开启六股雄起,中财网
2565,2019-06-10,猪肉股持续回调，券商：生猪价格上涨节点渐行渐近,第一财经
2566,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
2567,2019-06-05,【建投分析】温氏、正邦发布5月生猪销售简报，喜忧参半,CFC农产品研究
2568,2019-06-05,中公教育、正邦科技被纳入中证500指数,证券之星
2569,2019-06-05,猪肉股持续低迷，傲农生物等多股跌幅明显,Wind
2570,2019-06-04,前5月业绩排名出炉 公募基金做多“暗流涌动”,红周刊
2571,2019-06-04,正邦科技(002157.SZ)1-5月销售生猪267.40万头 同比增长28.54%,格隆汇
2572,2019-06-04,正邦科技：5月销售生猪收入环比下降近2成,Wind
2573,2019-06-04,"农业周报:南方地区抛售接近尾声,猪价上涨;龙头企业传达积极信心",申万宏源
2574,2019-06-03,影响5000亿大消息！这些重磅指数调仓换股：康美康得新全被剔除了,中国基金报
2575,2019-06-02,日常消费品：抛售接近尾声 广东与东北猪价启动上涨,广发证券
2576,2019-06-02,日常消费品：非瘟重构养殖防控模式 荐7股,广发证券
2577,2019-05-31,猪肉价格将继续步入快速上涨通道六股值得关注,中财网
2578,2019-05-30,猪肉概念板块逆势上扬 新希望创下历史新高,e公司
2579,2019-05-30,民营银行五周年记：第十八家机构获批筹建 发展差距拉大,中国网
2580,2019-05-28,猪肉股直线拉升，温氏股份等多股涨超5%,Wind
2581,2019-05-28,A股早报2019年5月28日星期二,Wind
2582,2019-05-27,5月27日A股龙虎榜揭秘，机构最青睐5股,Wind
2583,2019-05-27,日常消费品：猪价上涨日益临近 荐13股,申万宏源
2584,2019-05-27,猪肉股再度活跃 正邦科技、牧原股份等涨逾6%,证券时报网
2585,2019-05-24,深港通十大成交活跃股排名（5月24日）,Wind
2586,2019-05-23,时隔两年第18家民营银行花落江西 正邦科技或迎正面推动,证券日报
2587,2019-05-22,猪肉股午后跳水 正邦科技天邦股份跌近6%,新浪
2588,2019-05-22,猪肉股午后跳水，多股跌幅明显扩大,Wind
2589,2019-05-21,"农林牧渔行业农业周报:南方地区抛售压制猪价,农业部能繁母猪存栏量环比降幅扩大",申万宏源
2590,2019-05-20,【异动股】猪肉概念板块下挫，正邦科技(002157-CN)跌停,财华社
2591,2019-05-20,猪肉股全线走低，正邦科技、新五丰跌停,Wind
2592,2019-05-15,报告| 2019年4月江西省A股上市公司市值排行榜,挖贝网
2593,2019-05-15,正邦科技股东江西永联质押4167万股 公司去年净利同比下滑63% 盈利能力下降,挖贝网
2594,2019-05-14,[快讯]正邦科技发布质押公告 涉及股份45310万股,中财网
2595,2019-05-14,正邦科技：股东质押4166.67万股,Wind
2596,2019-05-14,农业周报:持续推荐生猪养殖及白羽肉鸡养殖,申万宏源
2597,2019-05-10,正邦科技(002157.SZ)定增申请获证监会审核通过,格隆汇
2598,2019-05-10,涨停板解密：软硬件国产化批量涨停！（5月10日）,Wind
2599,2019-05-09,A股早报2019年5月9日星期四,Wind
2600,2019-05-09,大盘倒V失守2900点 短期震荡成机构普遍观点,中国基金报
2601,2019-05-08,公告汇总：正邦科技4月生猪销售收入同比增78%,网易
2602,2019-05-08,正邦科技信披严谨性待提升 公告重要数据现乌龙,电鳗快报
2603,2019-05-08,正邦科技(002157.SZ)发布更正公告：4月销售生猪57.51万头 环比增长1.77%,格隆汇
2604,2019-05-08,5月8日A股龙虎榜揭秘，机构抢筹5股,Wind
2605,2019-05-08,正邦科技(002157.SZ)4月销售生猪57.51万头 环比下降0.32%,格隆汇
2606,2019-05-08,正邦科技龙虎榜数据（5月8日）,Wind
2607,2019-05-08,猪肉、鸡肉股连续调整，机构仍以抛售为主,Wind
2608,2019-05-08,颓势不改：猪肉概念股再度领跌 正邦科技等多股跌停,第一财经
2609,2019-05-08,A股早报2019年5月8日星期三,Wind
2610,2019-05-08,股市上的“飞天猪”会回到凡间吗？,证券日报
2611,2019-05-08,大盘小幅反弹 机构卖出加码,金融投资报
2612,2019-05-07,5月7日A股龙虎榜揭秘，机构抢筹5股,Wind
2613,2019-05-07,猪肉股今日大跌，深股通为卖出主力,Wind
2614,2019-05-07,[快讯]14:15正邦科技封跌停,中财网
2615,2019-05-07,猪肉概念股跳水 天邦股份、正邦科技跌超9%,e公司
2616,2019-05-06,正邦科技：延期至5月13日召开2018年年度股东大会,Wind
2617,2019-05-06,中报业绩暴增股来了！最高预增近90倍，9股筹码连续集中,证券时报
2618,2019-05-06,[快讯]11:30正邦科技、天邦股份等9只股票封跌停,中财网
2619,2019-05-06,A股早报2019年5月6日星期一,Wind
2620,2019-05-05,一季报尘埃已定，二季度养殖蓄势待发【天风农业】,吴立话农业牛股
2621,2019-05-05,日常消费品：持续看好禽板块 荐4股,方正证券
2622,2019-05-01,最牛基金操盘术是这样的：顶住大盘回调 前四月赚63%,中证报
2623,2019-05-01,我国猪价提前进入上行周期 机构预计本轮猪周期将持续三年以上,证券时报网
2624,2019-04-30,正邦科技：股东股权质押3600万股,Wind
2625,2019-04-30,数据复盘 | 主力资金连续10个交易日净流出 龙虎榜机构抢筹15股,证券时报网
2626,2019-04-30,涨停板解密：农业股一马当先受资金大力追捧！（4月30日）,Wind
2627,2019-04-30,龙虎榜：猪肉股今日大涨 新希望、正邦科技获机构买入,e公司
2628,2019-04-30,猪肉股卷土重来，机构、游资大举买入,Wind
2629,2019-04-30,正邦科技(002157.SZ)第一大股东江西永联质押3600万股,格隆汇
2630,2019-04-30,多股涨停！猪肉股持续活跃，正邦科技(002157.SZ)年内累涨319%,格隆汇
2631,2019-04-29,【投顾视点】复盘2019旺春行情,兴业证券兴e通
2632,2019-04-29,300多家一季度业绩亏损，这些上市公司发行的债券需防踩雷！,Wind
2633,2019-04-28,本周猪价回升，如何看待当前的养殖板块？【天风农业】,吴立话农业牛股
2634,2019-04-28,风口上的猪飞不起来,野马财经
2635,2019-04-26,日常消费品：继续加配养殖板块,和讯
2636,2019-04-25,正邦科技：注销全资子公司参与设立的正邦畜牧 减资破产,Wind
2637,2019-04-25,"东莞证券：将正邦科技评级调低为""谨慎推荐""",Wind
2638,2019-04-25,二季度猪肉价格有望加速上涨 六股人气爆棚,证券时报网
2639,2019-04-25,险资首季新进29只个股 两只险资重仓股年内涨幅超100%,证券日报
2640,2019-04-25,生猪、母猪存栏下降幅度创十年最大 猪价上涨刺激概念股大涨,证券日报
2641,2019-04-24,深市创业板活跃股公开信息(4/24),搜狐
2642,2019-04-24,正邦科技：连续大涨股价异动，无应披露而未披露事项,Wind
2643,2019-04-24,正邦科技今日强势涨停再创新高，深股通游资集体买入,Wind
2644,2019-04-24,[快讯]14:55正邦科技、国新能源封涨停,中财网
2645,2019-04-23,大幅上调目标价策略（4月23日）,Wind
2646,2019-04-22,日常消费品：伴随猪周期预期上行 公募配置比例继续提升,广发证券
2647,2019-04-22,【朝闻国盛0422】科技创新，改变未来,国盛证券研究所
2648,2019-04-22,【农林牧渔-正邦科技(002157)】陈奇、唐翌（研究助理）：出栏量大幅提升，资本开支维持高位-20190420,中泰证券研究所
2649,2019-04-21,猪价何时再上涨？ 【天风农业】,吴立话农业牛股
2650,2019-04-20,正邦科技去年净利1.93亿同比下滑63% 董事长程凡贵年薪52万 盈利能力下降,挖贝网
2651,2019-04-20,正邦科技2019年第一季度营收51.94亿元 董事长程凡贵持股2891万股,挖贝网
2652,2019-04-20,三雷齐爆：星星科技、正邦科技、*ST长生让投资者大跌眼镜,财富动力网
2653,2019-04-19,正邦科技：2018年年度报告主要财务指标及分配预案,深交所
2654,2019-04-19,正邦科技一季度亏损4.14亿元 同比由盈转亏 亏损,北京商报网
2655,2019-04-19,公告精选：二六三参股公司科创板上市申请获受理；乐视网4月26日起或被暂停上市；多家公司宣布延期披露业绩报告,每日经济新闻
2656,2019-04-19,太戏剧！业绩巨亏无碍股价上涨 正邦科技年内涨幅超2倍,第一财经
2657,2019-04-19,正邦科技(002157.SZ)一季度净亏损4.14亿元 亏损,格隆汇
2658,2019-04-19,正邦科技(002157.SZ)2018年度净利润下降63.21%至1.93亿元 拟10派0.4元 盈利能力下降,格隆汇
2659,2019-04-19,正邦科技：2018年净利润同比减63.21% 盈利能力下降,Wind
2660,2019-04-19,正邦科技：一季度业绩同比转亏净亏4.14亿元 亏损,Wind
2661,2019-04-18,这个板块竟成年内最大热门，最大黑马却是它,证券时报
2662,2019-04-18,猪肉价格下半年预期大涨 猪肉概念股价格怎么走？,第一财经
2663,2019-04-17,最赚钱一季度 9只基金收益率超50%,中国经济网
2664,2019-04-15,正邦科技(002157.SZ)与人保资产签订第二期支农融资合同 融资额4亿元,格隆汇
2665,2019-04-15,天风农业:坚守猪重视糖 盛享农业大周期,新浪
2666,2019-04-14,周末要闻2019年4月14日星期日,Wind
2667,2019-04-14,日常消费品：猪价小幅回调 荐7股,东北证券
2668,2019-04-11,日常消费品：出栏增长符合预期 荐8股,和讯
2669,2019-04-10,日常消费品：猪价快速上涨渐行渐近 荐8股,和讯
2670,2019-04-10,中小板近半公司预告业绩 一季报“预喜”不足五成,投资快报
2671,2019-04-09,傲农生物：饲料到养殖的创业神话，最具爆发力的养猪新星,巴菲莎
2672,2019-04-09,深交所向正邦科技董秘王飞下发监管函 问询,Wind
2673,2019-04-09,券商首次关注9股并给予买入评级（4月9日）,Wind
2674,2019-04-09,正邦科技(002157.SZ)3月销售生猪收入升74.98%至8.55亿元,格隆汇
2675,2019-04-08,正邦科技：高管减持计划实施完毕，已累计减持10.69万股 减持股份,Wind
2676,2019-04-08,正邦科技：3月生猪销售收入环比翻倍，同比增逾七成,Wind
2677,2019-04-08,肉价攀升生猪养殖巨亏如旧 靠强烈信仰猪产业指数跑赢大盘 重大损失,21世纪经济报道
2678,2019-04-08,“非洲猪瘟”致使正邦科技业绩下滑 股价波动 盈利能力下降,资本邦
2679,2019-04-08,猪周期已确立？仔猪价格率先领涨，机构预计猪价二季度或加速上涨,证券时报网
2680,2019-04-08,正邦科技受猪瘟疫情影响 业绩亏损较大 不可抗力,资本邦
2681,2019-04-07,如何看待二季度的猪价和股价？【天风农业】,吴立话农业牛股
2682,2019-04-07,日常消费品：得种猪者 荐10股,太平洋证券
2683,2019-04-04,[快讯]14:05正邦科技封涨停,中财网
2684,2019-04-04,猪肉概念午后异动拉升 正邦科技涨停,e公司
2685,2019-04-04,正邦科技股价大涨5.02%,中金在线
2686,2019-04-02,一季度大额亏损股价却飙涨200% 正邦科技2019 Q1业绩预告收深交所关注函 预亏,和讯
2687,2019-04-01,正邦科技一季度预亏超3.8亿元 深交所要求说明原因及合理性 预亏,第一财经
2688,2019-04-01,涨停板解密：行情火爆百股涨停再现！（4月1日）,Wind
2689,2019-04-01,[快讯]09:45正邦科技、中房股份等4只股票封涨停,中财网
2690,2019-04-01,快讯：猪肉概念股高开高走 正邦科技、新五丰封涨停,新浪
2691,2019-03-31,如何看待养猪公司2019Q1业绩预告？【天风农业】,吴立话农业牛股
2692,2019-03-31,日常消费品：猪价上涨放缓 荐6股,东北证券
2693,2019-03-30,基于历史的复盘——当前猪周期和股票处于什么位置？【天风农业】,吴立话农业牛股
2694,2019-03-30,机构称生猪养殖周期拐点显现 六股布局良机,证券时报
2695,2019-03-29,公告精选：雏鹰农牧、正邦科技一季度大幅预亏；三钢闽光年报拟10转5派20元,每日经济新闻
2696,2019-03-29,正邦科技：公司股东江西永联质押3000万股,Wind
2697,2019-03-29,正邦科技：一季度预计亏损3.8亿-4.3亿元 预亏,Wind
2698,2019-03-29,“二师兄”行情卷土重来 机构称猪价未来2个月大概率再度快速上涨,第一财经
2699,2019-03-28,猪肉股午后显著回暖，牧原股份冲击涨停,Wind
2700,2019-03-28,【中信期货】农产品专题：农产品价格周期性特征明显，今年股、期两端均可关注,中信期货微资讯
2701,2019-03-28,年报揭示持仓全景 多只基金捕获最牛板块,金融投资报
2702,2019-03-26,医疗保健：兽用生物制品明星企业,中信建投
2703,2019-03-25,今年以来最高收益超53% 偏股基金一季度冠军争夺激烈,中证报
2704,2019-03-25,"农林牧渔行业:猪价震荡上涨,鸡苗毛鸡价格高位震荡",东北证券
2705,2019-03-21,雏鹰农牧回复深交所关注函 “猪行情”下三公司披露细节现差别 关注函,e公司
2706,2019-03-21,正邦科技：为子公司提供2700万元担保 大额借贷担保,Wind
2707,2019-03-19,韭菜又要哭晕在厕所：1-2月销售增长15%的正邦科技上演高管减持赛 减持股份,挖贝网
2708,2019-03-19,正邦科技：董事刘道君减持268万股 减持股份,e公司
2709,2019-03-19,正邦科技：股东刘道君减持267.65万股，减持数量已过半 减持股份,Wind
2710,2019-03-19,"农林牧渔:鸡产品加速涨价,猪价小幅调整",东北证券
2711,2019-03-18,8席位上周成交金额超10亿深股通跃居龙虎榜成交第一,证券时报
2712,2019-03-17,新五丰迎风大涨背后：股价高估 二股东欲清仓离场,新浪
2713,2019-03-17,能繁母猪降幅持续扩大，猪价上涨周期已到，坚定推荐！【天风农业】,吴立话农业牛股
2714,2019-03-16,最牛板块变了天！机构大举出逃，却有“聪明资金”逆市买入,证券时报
2715,2019-03-16,四天成交逾70亿元创新高 热门股回调机构逢高兑现,大众证券报
2716,2019-03-15,猪肉概念股一飞冲天！肉价一个月大涨24%，猪周期王者归来,华夏时报
2717,2019-03-15,猪周期灵魂三问：二师兄为何成妖，猪贵还是人贵，买猪还是买股？,腾讯网
2718,2019-03-15,A股早报2019年3月15日星期五,Wind
2719,2019-03-15,翻倍妖股近一半跌停 年报“照妖镜”催生新行情,21世纪经济报道
2720,2019-03-14,3月14日A股龙虎榜揭秘，机构抢筹这4股,Wind
2721,2019-03-14,正邦科技：目前公司猪场均未发生猪瘟疫情,e公司
2722,2019-03-14,[增持评级]农业-生猪板块调整点评：回调即是绝佳买点 继续看好猪周期反转,中财网
2723,2019-03-14,农林牧渔行业:继续推荐生猪养殖板块,正点财经
2724,2019-03-14,猪肉股走弱 正邦科技跌逾9%,证券时报网
2725,2019-03-14,正邦科技延续弱势 午后触及跌停,e公司
2726,2019-03-14,"农林牧渔行业周报:多地猪价跳涨,鸡苗价格强势上涨",东北证券
2727,2019-03-13,温氏跌停蒸发240亿 养猪股大回调频现减持,21世纪经济报道
2728,2019-03-13,[买入评级]农林牧渔-投资策略周报：猪价“拉涨” 长期看好疫情推动集中度提升,中财网
2729,2019-03-13,涨停到跌停，“二师兄”的风停了？创业板指大跌，“聪明钱”撤了？（附解读）,每日经济新闻
2730,2019-03-13,10只今年翻番股批量跌停，市场风险加速释放,Wind
2731,2019-03-13,农业股今日大面积跌停，机构席位卖出为主,Wind
2732,2019-03-13,大跌之后大幅跑赢指数 这些基金做到了（附名单）,新浪
2733,2019-03-13,生猪价格下跌！正邦科技(002157.SZ)领港A两地猪肉股全线回调,格隆汇
2734,2019-03-13,征战龙虎榜：多只个股获机构过亿买入,金融投资报
2735,2019-03-13,游资“吹猪”飞上天 机构：距离猪周期高点仍有空间,央视
2736,2019-03-12,生猪养殖概念股暴涨440% 分析师：明年更高,新浪
2737,2019-03-12,3月12日A股龙虎榜揭秘，机构最青睐9股,Wind
2738,2019-03-12,涨停板解密：四大板块火爆，涨停潮继续上演！（3月12日）,Wind
2739,2019-03-12,“4倍牛股”正邦科技今日涨停，深股通机构净买入3亿元,Wind
2740,2019-03-11,猪肉价格跳涨、多股价格已翻倍 行情还能持续多久？,金融界
2741,2019-03-08,"农林牧渔行业:收储提振短期猪价,看好大周期上行",广发证券
2742,2019-03-08,3天34股创历史新高，5只年内翻倍！A股怪现象也来了：亏损越大股价越涨，牛股几乎都是中小市值股 亏损,券商中国
2743,2019-03-08,44只股价翻番牛股呈现两大特征，12只非银金融股或走在“翻倍路”上,证券日报
2744,2019-03-07,正邦科技今日大宗交易成交15万股，成交价14.01元折价12.38%,Wind资讯
2745,2019-03-07,日常消费品：疫情影响显现 荐5股,广发证券
2746,2019-03-06,正邦科技龙虎榜数据（3月6日）,Wind
2747,2019-03-06,热门行业牛股频出 本周29只个股创历史新高,证券时报
2748,2019-03-05,[互动]正邦科技：仅存在少量外购仔猪情况,全景网
2749,2019-03-05,【A股异动 | 正邦科技两连板 股价再创新高】,格隆汇
2750,2019-03-05,农业板块居高不下，正邦科技、天邦股份、朗源股份快速涨停,Wind
2751,2019-03-05,A股早报2019年3月5日星期二,Wind
2752,2019-03-05,正邦、温氏、牧原三巨头齐发声:这轮猪周期或持续3年,期货日报
2753,2019-03-05,52股猪年以来创历史新高 电子元器件等三行业公司最多,投资快报
2754,2019-03-04,正邦科技：1-2月生猪累计销量同比增长67.78%,金融界
2755,2019-03-04,涨停板解密：农业股遭资金抢筹全面崛起！（3月4日）,Wind
2756,2019-03-04,正邦科技(002157.SZ)1-2月销售生猪112.24万头 同比升67.78%,格隆汇
2757,2019-03-04,正邦科技：1-2月生猪销售收入同比增长15%,e公司
2758,2019-03-04,农业周报:猪肉均价正缓慢上行,联讯证券
2759,2019-03-03,本轮“养殖盛宴”中“剩者为王”！【天风农业】,吴立话农业牛股
2760,2019-03-01,风来了，猪已经列队准备起飞了…安排吗？,央视
2761,2019-03-01,涨幅30%+的基金今年都买了啥 还能进吗？,中金在线
2762,2019-03-01,券商近四成“荐股”已达目标价 34家已达最高目标价,证券日报
2763,2019-02-28,上市公司持续逆势加大出栏量 多方看好今年猪价反转,每日经济新闻
2764,2019-02-27,养猪板块午前回暖，雏鹰农牧率先涨停,Wind
2765,2019-02-27,谁最有可能接过东方通信领涨大旗：券商研报最青睐5只龙头股,中财网
2766,2019-02-27,A股早报2019年2月27日星期三,Wind
2767,2019-02-27,资金分歧加大 机构高抛为主,金融投资报
2768,2019-02-26,2月26日A股龙虎榜揭秘，机构最青睐3股,Wind
2769,2019-02-26,商业零售：在时间维度下看硬指标对生猪未来走势的预判 荐5股,银河证券
2770,2019-02-26,涨停板解密：农业股逆市启动！（2月26日）,Wind
2771,2019-02-25,增收不增利的温氏股份 能在“猪周期”风口逆势起飞？,格隆汇
2772,2019-02-25,边涨边撤：畜禽养殖股飙涨 上市公司董监高逢高出货,新浪
2773,2019-02-25,"正邦科技:猪价出栏双轮驱动,公司业绩有望腾飞",西南证券
2774,2019-02-24,炒股流行“看佩奇”！生猪养殖产业链获机构热捧,金融界
2775,2019-02-24,这波大涨成色遇考？多家公司集中提示风险，翻倍牛股竟连续7年扣非亏损，一些股东还趁势减持 亏损,证券时报网
2776,2019-02-24,非洲猪瘟带来的“养殖盛宴”！【天风农业】,吴立话农业牛股
2777,2019-02-24,猪年开市至今A股市值暴涨3.6万亿 正邦科技等多股警示风险,e公司
2778,2019-02-24,公告精选：国风塑业、正邦科技等连续涨停股提示风险,e公司
2779,2019-02-24,公告精选：国风塑业、正邦科技等提示风险 兴业矿业子公司发生重大运输安全事故 安全事故,e公司
2780,2019-02-24,正邦科技两涨停提示风险：生猪的全国均价仍处于低位运行状态,Wind
2781,2019-02-24,正邦科技两涨停提示风险：生猪的全国均价仍处于低位运行状态,e公司
2782,2019-02-24,4个月暴涨6.4倍！最强概念龙头诞生，下一“妖王”呼之欲出？,证券时报
2783,2019-02-22,龙虎榜：一5G龙头股站上年线之后迎加速上涨中线仍值得关注,巨丰财经
2784,2019-02-22,正邦科技龙虎榜数据（2月22日）,Wind
2785,2019-02-22,快讯：农产品加工板块走强 正邦科技一度涨停,新浪
2786,2019-02-22,猪肉股持续活跃 正邦科技盘中触及涨停,证券时报网
2787,2019-02-22,养猪板块再度走强，正邦科技冲击涨停,Wind
2788,2019-02-22,A股早报2019年2月22日星期五,Wind
2789,2019-02-22,周期触底业绩增长可期 畜禽产业指数持续走强,21世纪经济报道
2790,2019-02-21,龙虎榜：预期回调将临关注底部贵金属概念股,巨丰财经
2791,2019-02-21,涨停板解密：通信设备股逆市火爆上攻！（2月21日）,Wind
2792,2019-02-21,猪肉概念股持续走高 机构博弈新希望、正邦科技,e公司
2793,2019-02-21,正邦科技涨停，机构大举买入,Wind
2794,2019-02-21,农林牧渔板块后市还有机会吗？农业主体基金怎么选,新浪
2795,2019-02-21,正邦科技2月21日盘中涨停,e公司
2796,2019-02-21,猪肉股再度爆发，益生股份回封涨停,Wind
2797,2019-02-21,中央一号文件引爆农业股 农林牧渔指数创两年新高,证券时报
2798,2019-02-21,一号文件落地农业股领涨发“红包” 9股年内已涨50%,证券日报
2799,2019-02-21,生猪养殖、肉鸡养殖行业跟踪点评:继续推荐生猪养殖、肉鸡养殖板块,申万宏源
2800,2019-02-20,1038亿北上资金年内跑步进场，大幅增持这些股,证券时报
2801,2019-02-20,正邦科技：公司资金链安全，1月银行贷款下放全部按期到位,Wind
2802,2019-02-20,正邦科技：对今明两年生猪价格持乐观态度,e公司
2803,2019-02-19,"农业周报:猪鸡齐舞,景气确定,持续推荐",申万宏源
2804,2019-02-18,正邦科技：2018年净利1.85亿元 同比下降65%,e公司
2805,2019-02-18,正邦科技：2018年净利润同比减64.76%（快报） 盈利能力下降,Wind
2806,2019-02-18,正邦科技(002157.SZ)2018年度净利润降64.76%至1.85亿元 盈利能力下降,格隆汇
2807,2019-02-18,鸡飞猪跳，A股开启连涨模式，基金B喜迎旺春行情,Wind
2808,2019-02-18,猪肉概念股依旧活跃 新五丰连续两日涨停,金融界
2809,2019-02-17,生猪养殖专题系列报告二：猪价拐点已到，板块性配置第二阶段开启,长江农业
2810,2019-02-17,日常消费品：节后猪价淡季不淡 看好猪价周期启动向上,广发证券
2811,2019-02-16,一周内两次飘红领涨 猪周期重启带动猪板块 别急，猪周期行情才刚启动,经济观察网
2812,2019-02-15,正邦科技：公司产能快速扩张 出栏量高速增长,中证网
2813,2019-02-15,"农林牧渔行业2018年年报业绩前瞻专题:业绩下行压力较大,行业基本面改善可期",东莞证券
2814,2019-02-12,猪肉板块连续两天大涨 猪周期拐点提前降临？,经济观察网
2815,2019-02-12,正邦科技：1月生猪销售收入8.4亿元 同比增长34%,证券时报网
2816,2019-02-12,正邦科技：1月生猪销售收入8.4亿元 同比增长34%,e公司
2817,2019-02-12,正邦科技(002157.SZ)1月销售生猪76.42万头 环比升41.46% 同比升109.63%,格隆汇
2818,2019-02-12,正邦科技：1月生猪销售收入同比增长34.45%,Wind
2819,2019-02-11,猪年首个交易日迎开门红 猪肉概念7只个股涨停,格隆汇
2820,2019-02-11,猪肉概念股大涨！猪周期 看懂这几张图就够了,证券之星
2821,2019-02-11,涨停板解密：四大板块火爆引领市场！（2月11日）,Wind
2822,2019-02-11,正邦科技午后封涨停 成交额2.41亿元封单3.4万手,腾讯网
2823,2019-02-11,日常消费品：节后猪价逆势上行 荐5股,广发证券
2824,2019-02-11,猪肉股领衔农业板块全线爆发，雏鹰农牧、正邦科技涨停,Wind
2825,2019-02-11,养猪板块直线上攻，唐人神冲击涨停,Wind
2826,2019-02-10,日常消费品：继续坚定推荐养猪板块及个股海大集团 荐9股,安信证券
2827,2019-02-09,生猪养殖专题系列报告一：从量化角度看生猪养殖行业量价矛盾,长江农业
2828,2019-01-31,A股共发生49宗大宗交易成交11.06亿元（1月31日）,Wind
2829,2019-01-31,正邦科技今日大宗交易成交37万股，成交价6.45元折价0.0%,Wind资讯
