,2021-12-31,400余药企研发人员已超16.7万，研发速度不断提升,--
3087,2018-08-28,上海医药上半年净利超20亿元 继续加大研发投入,证券时报网
3088,2018-08-28,上海医药：上半年净利润同比增5.62%,Wind
3089,2018-08-28,[快讯]中欧恒利基金公布半年报 收益为-1.34%,中财网
3090,2018-08-27,[强于大市评级]医药生物行业研究周报：半年报披露进入最后“冲刺”阶段 紧跟“业绩”,中财网
3091,2018-08-27,[增持评级]医药生物行业周报：再次强调可适度乐观 择机布局优质公司,中财网
3092,2018-08-27,医药行业周报：中报业绩持续造好 反弹有望延续,中财网
3093,2018-08-27,医药板块盘中走势活跃 华兰生物海正药业等涨停,证券时报网
3094,2018-08-24,各地反商业贿赂政策大盘点！医药代表合规推广三大建议,医药经济报
3095,2018-08-24,【柳药股份】首次覆盖报告：深耕广西的批零一体化龙头，业绩持续较快增长,医心医意要健康
3096,2018-08-23,跨国药企产品转让、合资散场 本土追赶竞争进入新阶段,医药网
3097,2018-08-23,广证恒生-融资融券日报-沪指下跌，两融下降-20180823,广证恒生策略研究
3098,2018-08-23,医药生物行业日报：上海带量采购医院采量不足扣医保,中财网
3099,2018-08-23,上海医药：8月22日融资余额为8.22亿元，较前一日骤增9.02%,Wind资讯
3100,2018-08-22,A股头条之上市公司公告精选（8.23）,金融界
3101,2018-08-22,关于核准上海医药集团股份有限公司向合格投资者公开发行公司债券的批复,证监会
3102,2018-08-22,速读社丨阿斯利康肺癌新药Tagrisso日本获批 再鼎医药计划赴港上市,新浪医药
3103,2018-08-22,22日晚可能影响股价重要财经证券资讯速递,证券时报网
3104,2018-08-22,[增持评级]医药生物行业周报：调整行情下聚焦中报 持续关注业绩好、估值合理标的,中财网
3105,2018-08-22,证监会：核准上海医药发行不超50亿元公司债,每日经济新闻
3106,2018-08-22,医药生物行业日报：河南调整多项医保政策,中财网
3107,2018-08-22,投资日报 | 区域医保控费龙头企业、中医诊疗智能系统开拓者等完成融资,医药魔方
3108,2018-08-21,医药行业周报：全国药品集采加速 利好医疗服务及原料药,中财网
3109,2018-08-21,面向百亿元市场的医院SPD业务，「万序健康」获数千万元A轮融资,36氪
3110,2018-08-21,力争2020年突破6000亿元！广东生物医药产业按下加速键,制药网
3111,2018-08-20,*ST建峰将以“重药控股”之名恢复上市,国际金融报
3112,2018-08-20,[增持评级]国泰君安医药行业专题报告：超级医保的新时代,中财网
3113,2018-08-20,医药生物行业周报：医保基金收入首次负增长?,中财网
3114,2018-08-20,[强于大市评级]医药生物行业周报：致敬行业变革者 医药长期健康大发展趋势不变,中财网
3115,2018-08-20,百济神州半年亏损18亿元 歌礼制药腰斩或成前车之鉴,中国经济网
3116,2018-08-20,医药周论||风险释放充分！（18.08.13-18.08.19）||【太平洋医药】,医药佐料
3117,2018-08-17,医药生物行业日报：26家药店放弃医保定点资格,中财网
3118,2018-08-16,医药生物行业日报：福建通过一致性评价品种最高补助100万,中财网
3119,2018-08-16,押注中国生物医药，Loncar中国生物医药ETF启动,医药魔方
3120,2018-08-16,"上海医药事件点评:盐酸氟西汀胶囊通过一致性评价,医药工业、商业均具看点",东莞证券
3121,2018-08-15,[增持评级]“大医保”动态跟踪系列报告之一：医保局应运而生 系列新政呼之欲出,中财网
3122,2018-08-15,7月医药大事件之榜单篇：肯定药企成绩 提供发展动力,制药网
3123,2018-08-15,医药生物行业日报：国家基本药物制度面临调整,中财网
3124,2018-08-14,全国首家！上药集团盐酸氟西汀胶囊通过一致性评价,医药云端工作室
3125,2018-08-14,[推荐评级]医药生物事件点评：上海带量采购模式：国家药品集中带量采购的前哨,中财网
3126,2018-08-14,医药生物行业日报：一致性评价品种加速原研替代,中财网
3127,2018-08-14,开盘前先看这些上市公司消息,中财网
3128,2018-08-14,两因素叠加零售行业景气度提升7只中报预喜股凸显较高成长性,顶尖财经网
3129,2018-08-14,两因素叠加零售行业景气度提升 六股受关注,证券日报
3130,2018-08-14,"医药生物行业周报:板块性价比回升,持续推荐绩优龙头",华安证券
3131,2018-08-13,【中投早知道】2018-08-14,赢家之星
3132,2018-08-13,沪深上市公司18年8月13日晚间上市公司重要公告,全景网
3133,2018-08-13,上海医药：盐酸氟西汀胶囊通过仿制药一致性评价,Wind
3134,2018-08-12,医疗保健：医药性价比持续提升 荐5股,川财证券
3135,2018-08-11,【申万宏源中小盘 每日带你复盘 2018.08.13】,申万宏源中小盘研究
3136,2018-08-10,从赫赛汀供不应求看国内靶向HER2单抗药物的研发竞争力和市场前景,医药经济报
3137,2018-08-10,8月10日券商晨会研报汇编,证券日报
3138,2018-08-10,医药生物行业日报：多个产品拟纳入优先审评审批,中财网
3139,2018-08-09,生物医药产业全面提速 成多地经济发展新引擎,制药网
3140,2018-08-08,现实版“药神”上市！目前仍然巨亏，市值却碾压A股99%医药公司，其美股两年翻10倍 重大损失,证券时报网
3141,2018-08-08,医药股集体大跌 上半年走强的医药生物板块受较大影响回调达到6.10%,化工网
3142,2018-08-08,医疗保健：2018年医疗器械行业标准制修订项目公布,川财证券
3143,2018-08-08,医药生物行业日报：贵州15个药品降价,中财网
3144,2018-08-07,上海医药：子公司信谊万象获《药品GMP认证》,中国网
3145,2018-08-07,"医药生物行业:弱市下关注绩优龙头,低估值商业",华安证券
3146,2018-08-06,沪指冲高回落半日跌0.8％ 猪肉概念、医药股大跌,经济通
3147,2018-08-06,【医药徐佳熹】板块性价比提升，布局细分龙头||医药行业2018年8月份投资月报,兴证研究
3148,2018-08-05,中国医药产业迈向规模经济 将致力提升国际化发展水平,中新网
3149,2018-08-04,2017年度中国医药工业百强榜发布，研发总投入突破300亿,Wind
3150,2018-08-01,医疗保健：加快推进289基药品种一致性评价工作 荐5股,川财证券
3151,2018-08-01,医药生物行业日报：首款治疗精神分裂症长效注射剂获批,中财网
3152,2018-07-31,上海医药子公司激素类药物获药品GMP证书,中国网
3153,2018-07-31,[推荐评级]医药行业周报：论医药回调后的投资机会,中财网
3154,2018-07-31,中金医药月度7+5组合：8月组合,中财网
3155,2018-07-31,7月31日券商晨会研报汇编,证券日报
3156,2018-07-31,医药生物行业日报：5家药企的缬沙坦致癌物超出限值,中财网
3157,2018-07-31,国内首个“药联体”成立 破解短缺药供应难题,时代周报
3158,2018-07-30,华润双鹤销售费18亿是研发7倍 业绩不够竟然收购来凑,新浪
3159,2018-07-30,国药、上药、步长制药等国内药企上榜2018年度《财富》中国500强,红周刊
3160,2018-07-30,[增持评级]医药生物周报：建议关注中报表现 短期防御配置低估值流通,中财网
3161,2018-07-30,医药行业周报：疫苗事件影响深远 严惩市场造假行为,中财网
3162,2018-07-30,[强于大市评级]医药生物行业研究周报：优选中报业绩优异标的 布局估值切换行情,中财网
3163,2018-07-30,【川财研究*每日复盘】20180730：周期强势，短期反弹未完,川财研究
3164,2018-07-30,上海联合产权交易所交易信息,证券时报
3165,2018-07-29,【光大医药】一致性评价跟踪报告：审批端进入加速期，即将迎来业绩兑现,医心医意要健康
3166,2018-07-29,医疗保健：国内创新药有望逐步进入兑现期 荐7股,中泰证券
3167,2018-07-27,国药在线入股上海宝昌药店 加码DTP业务,医药网
3168,2018-07-26,【国信医药|2018年中报业绩前瞻】分化加剧，寻找确定性增长,GuosenHealthcare
3169,2018-07-26,工信部消费品工业司指导成立全国首家药品供应保障联合体,e公司
3170,2018-07-26,一致性仿制药受地方认同 9家公司11个品种新近或即将获批,e公司
3171,2018-07-26,联合腾讯 九州通欲抢占千亿医院处方外流市场,号外财经网
3172,2018-07-25,兴业证券勇当长生生物质权人 体外诊断或成资金关注行业,21世纪经济报道
3173,2018-07-25,又有9药品通过一致性评价，豪森、上药、扬子江,赛柏蓝
3174,2018-07-24,今日有31只A股价格突破了年线 7月24日突破年线个股乖离率排名一览表,南方财富网
3175,2018-07-24,国药、上药、步长制药等药企上榜2018年度《财富》中国500强,南方财富网
3176,2018-07-24,恒指高开0.09%报28282点 基建股普遍高开,金融界
3177,2018-07-24,基金2Q持仓分析(医疗保健行业)：持仓比例环比上升 聚焦低估值和业绩确定性,中财网
3178,2018-07-24,医药生物行业周报:持续推荐优质龙头、低估值商业,华安证券
3179,2018-07-23,湖南省湘西自治州-长三角经贸合作洽谈活动在沪举行,中新网
3180,2018-07-23,[推荐评级]医药行业周报：看好泛消费升级+医药商业 选择政策避风港中的细分龙头,中财网
3181,2018-07-23,医疗保健行业动态：关注器械创新领域投资机会,中财网
3182,2018-07-23,[增持评级]医药生物行业周报：建议关注低估值、预期改善的医药流通板块,中财网
3183,2018-07-23,[强于大市评级]医药生物行业研究周报：震荡行情持续 建议关注中报绩优股,中财网
3184,2018-07-23,上海联合产权交易所交易信息,证券时报
3185,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
3186,2018-07-19,中国中药急挫逾4％ 暂连跌五日兼五连阴,经济通
3187,2018-07-18,A股头条之上市公司公告精选（7.19）,金融界
3188,2018-07-18,上海医药：新型抗肿瘤药物获临床试验批件,e公司
3189,2018-07-18,上海医药(02607)新型人用重组单克隆抗体药物获临床试验批件,智通财经
3190,2018-07-18,医药概念股一览表：医药2018年下半年投资策略,国信证券
3191,2018-07-18,[优异评级]医药生物行业周报：认可境外临床数据 互联网医疗持续深入,中财网
3192,2018-07-18,855股环保“陈情” 环境治理进入“新赛道”,21世纪经济报道
3193,2018-07-17,[增持评级]医药生物行业周报：反弹紧握“创新+升级”主线 继续强调品牌OTC回暖机会,中财网
3194,2018-07-17,医药生物行业周报:震荡行情坚守绩优股,华安证券
3195,2018-07-16,医药生物行业:建议重点关注中报业绩优异的公司,中证网
3196,2018-07-16,51亿，国药器械被卖！国药系医械业务整合开始,医药网
3197,2018-07-16,沪市公司积极践行环保责任守护蓝天绿水青山,顶尖财经网
3198,2018-07-16,医疗保健行业动态：关注流通行业回暖 以及寻找业绩确定性机会,中财网
3199,2018-07-16,[强于大市评级]医药生物行业研究周报：中报行情持续 从“业绩”角度筛选优质标的,中财网
3200,2018-07-13,[强于大市评级]医药行业2018中报前瞻：行业景气度底部回升 结构性行情有望延续,中财网
3201,2018-07-13,17家药企闯进中国企业500强！第一梯队是谁？,医药网
3202,2018-07-13,59股获券商买入评级 捷成股份目标涨幅达51.26%,Wind
3203,2018-07-13,为中药产业升级插上现代科技翅膀,经济日报
3204,2018-07-13,"上海医药事件点评:卡托普利通过一致性评价,SPH4480新药临床申请获受理",东莞证券
3205,2018-07-12,7月12日有66家公司获重要股东增减持 泛海控股已被连续增持63次,Wind
3206,2018-07-12,《财富》中国500强大公开！18家药企入选！,制药网
3207,2018-07-12,今日33只股长线走稳 站上年线,证券时报网
3208,2018-07-12,上海医药产业迎来开放红利，配套政策有望加快落地,Wind
3209,2018-07-12,[推荐评级]上海医药(601607/02607.HK)热点速评：卡托普利通过一致性评价 下半年一致性评价工作有望继续推进,中财网
3210,2018-07-12,"上海医药研发进展点评:一致性评价初结硕果,工业有望持续改善加速",光大证券
3211,2018-07-11,19点聊电商：百果园ALL IN小程序后的未来计划,亿邦动力
3212,2018-07-11,7月11日14只个股突破半年线,财界网
3213,2018-07-11,上海医药关于受让控股股东全资子公司100%股权暨关联交易的进展公告,亿邦动力
3214,2018-07-11,6月医药大事件之榜单篇：多项重磅排名出炉,制药网
3215,2018-07-11,中药智造十年计划启动现配置机会 六股掘金,证券日报
3216,2018-07-11,四举措促进对外贸易平衡发展 5只受益股藏“升”机,证券日报
3217,2018-07-10,[看好评级]医药生物行业2018年中报业绩前瞻：医疗需求刚性 重点关注稳健成长和“流量入口”型公司,中财网
3218,2018-07-10,[买入评级]医药生物行业7月月报：调整中布局下半年行情,中财网
3219,2018-07-10,【进口概念股】我国采取多举措扩大进口 贸易免税等行业望受益,金融界
3220,2018-07-10,[推荐评级]医药行业周报：布局政策免疫品种 推荐二线细分龙头,中财网
3221,2018-07-10,热点追踪：光芯片研制迈上新台阶，关注受益产业链板块,国元财富管理
3222,2018-07-10,2018.7.10股市消息早知道：今日大盘预测及个股分析,南方财富网
3223,2018-07-10,巨丰早参：证监会召开上市公司座谈会 听取对市场维稳建议,巨丰财经
3224,2018-07-10,7月10日实战攻略+个股狙击,财经
3225,2018-07-10,巨丰热点前瞻：市场阶段性反弹或将开启 关注结构性机会,巨丰财经
3226,2018-07-09,院士：中医药现代化还处于初级阶段 需推进中药智能制造,中国网
3227,2018-07-09,"""药神""票房13亿:医药股爆发 创新药或成未来10年主线",新浪
3228,2018-07-09,收评：沪指涨2.47%创两年多单日最大涨幅 医药股领涨,新浪
3229,2018-07-09,大盘底部显现 后市上涨空间较大,中财网
3230,2018-07-09,7月9日复盘:大盘步入筑底期 主力重点出击11股(名单),新浪
3231,2018-07-09,两市缩量反弹 普涨行情再现,第一财经
3232,2018-07-09,医药板块早盘全线走高 山河药辅等涨停,中国经济网
3233,2018-07-06,[推荐评级]医药生物行业深度研究报告：寻找“红海”中的“蓝海”-中外仿制药定价与销售深度报告,中财网
3234,2018-07-05,多公司发布晚间重要公告 6日走势或将反转,和讯
3235,2018-07-05,7月5日晚间上市公司十大重磅公告,巨丰财经
3236,2018-07-05,干货！今日晚间重要公告速读（更新中）,第一财经
3237,2018-07-05,7月5日上市公司晚间公告速递,新浪
3238,2018-07-05,上海医药关于全资子公司获得《药品GMP证书》的公告,亿邦动力
3239,2018-07-04,2018年医药行业中期投资策略：健康大时代看好品牌与创新,顶尖财经网
3240,2018-07-04,改革助力， 这家老牌券商 能否再破证券业困局？,第一财经日报
3241,2018-07-03,环保问题成“拦路虎”，药企不得不加大关注,制药网
3242,2018-07-03,医药生物行业业绩研究预报,中证网
3243,2018-07-03,[推荐评级]医药行业2018年7月份投资月报：风雨后见彩虹 积极布局中报行情,中财网
3244,2018-07-03,上药信谊选择Kronos开启时间管理项目，驱动梦工厂建设,苏南网
3245,2018-07-03,"医药生物行业2018年中期策略:创新为本,精选优质龙头",华安证券
3246,2018-07-02,揭秘涨停板：6股封板！化工逆市掀涨停潮,腾讯网
3247,2018-07-02,[增持评级]医药生物行业周报：进入中报预告期 关注Q2业绩确定性,中财网
3248,2018-07-02,医药行业：把握行业新秩序下的龙头新趋势,金融界
3249,2018-07-02,中金医药月度7+5组合：7月组合,中财网
3250,2018-07-02,药明康德拟赴港上市,中证报
3251,2018-07-01,进入中报预告期，关注Q2业绩确定性｜【光大医药·周报】,微信
3252,2018-07-01,药明康德刚来A股又要去H股 为啥高破发率还蜂拥至港 连续下跌,中证网
3253,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
3254,2018-06-29,处方外流市场争夺硝烟渐起 阿里健康收购玉平民大药房,证券日报
3255,2018-06-29,处方外流市场争夺硝烟渐起 马云、马化腾杀入,证券日报
3256,2018-06-29,商务部发布2017年药品流通行业统计报告:药品流通行业收入端同比增速放缓药店连锁化程度稳健提高,上海证券
3257,2018-06-28,"上海医药:工业内生进一步提速,商业实力提升显著",中证网
3258,2018-06-28,2017年百强榜！这6家药企规模突破200亿！,制药网
3259,2018-06-27,2017年度中国制药工业百强名单出炉！,制药网
3260,2018-06-27,[推荐评级]医药行业周报：什么是股市波动中的避风港-安全性+确定性板块,中财网
3261,2018-06-27,中国同辐即将登陆H股 核电巨头竞速资本市场,21世纪经济报道
3262,2018-06-26,上海医药：2017年年度股东大会决议公告,上交所
3263,2018-06-25,上海医药关于全资子公司获得《药品GMP证书》的公告,亿邦动力
3264,2018-06-25,医药生物行业周报：行业板块短期回调 建议关注高性价比优质标的,中财网
3265,2018-06-25,医药短期回调哪些优质龙头值得重点关注,顶尖财经网
3266,2018-06-25,"医药生物行业周报:回调后医药优势显现,确定性龙头是首选",光大证券
3267,2018-06-23,上海医药：工业板块估值有待提升 买入评级,中信建投
3268,2018-06-23,上海医药：工业板块实力大幅增强 买入评级,东北证券
3269,2018-06-22,国务院下令，这些药要进医保,3156医药网
3270,2018-06-22,个别医药股跑出：金斯瑞升近半成 药明生物涨逾1％,经济通
3271,2018-06-22,2018年浦江会已确认嘉宾和路演项目公布,微信
3272,2018-06-21,政策影响！步长、九州通放弃“药房托管” 转战“院边店”,中国网
3273,2018-06-21,中国首个本土丙肝新药获批上市 黑马歌礼“出线”,米内网
3274,2018-06-21,【中期策略重点公司】上海医药：工业改善，商业稳健，工商一体化龙头再启航,微信
3275,2018-06-21,逾千只个股反弹吸金67.5亿 机构集中力挺44只个股,证券日报
3276,2018-06-20,复星医药：顺应供给侧改革，用心做好药,环球老虎财经
3277,2018-06-20,玫琳凯(中国)科技中心在张江国家科创中心启幕,中新网
3278,2018-06-20,医药商业巨头钱往哪投？国控、华润、上药的全产业链布局,医药经济报
3279,2018-06-19,"医药生物行业周报:弱市下建议紧握确定性龙头,以时间换空间",光大证券
3280,2018-06-15,上海医药：新肿瘤药物临床试验申请获受理,金融界
3281,2018-06-15,全球资金流向监测：继续流入美国，流出其他市场；港股17周首度流出,Kevin策略研究
3282,2018-06-15,医药流通行业整合加速 四只医药龙头股值得关注,证券日报
3283,2018-06-15,医药流通行业整合加速 中国医药7.5亿元布局河北,证券日报
3284,2018-06-14,医药生物行业:关注优先审评受益标的+商业板块,华安证券
3285,2018-06-13,137只股短线走稳 站上五日均线,证券时报
3286,2018-06-13,承接处方外流千亿市场，上药云健康、国药在线、阿康健康这么干【2018基层医疗创新实践峰会】,和讯
3287,2018-06-13,医药行业 稳守白马、加仓细分龙头、布局滞涨,投资快报
3288,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
3289,2018-06-11,医药生物行业投资研究报告：医药行业具备长期成长性,中泰证券
3290,2018-06-11,oTMS成功签约并实施创新型供应链金融方案，实现货主承运商共赢,财经网
3291,2018-06-09,入摩6日北上资金逾200亿扫货 三维度挖掘A股新机遇,证券日报
3292,2018-06-08,医药行业中期策略：配置业绩改善、估值合理的细分龙头标的,东吴证券
3293,2018-06-07,中生制药挫近4% 汇证指利好因素已反映,新浪
3294,2018-06-07,券商看市：医药需求升级 创新崛起,中证网
3295,2018-06-07,医药行业：需求升级创新崛起（附股）,顶尖财经网
3296,2018-06-07,国泰君安：医药需求升级 创新崛起,中证网
3297,2018-06-07,华润双鹤10亿元“收下”两家公司,广州日报
3298,2018-06-06,5月医药大事件之企业篇：上市、收购、重组成关键词,制药网
3299,2018-06-06,[增持评级]2018年医药行业中期投资策略：需求升级 创新崛起,中财网
3300,2018-06-06,2017国内药企销售费用：3家超50亿元！,制药网
3301,2018-06-05,华润双鹤连发公告，总花费10亿，再收两公司,医药网
3302,2018-06-05,恒瑞医药大涨8%股价创历史新高 成首只市值超3000亿元医药股,中财网
3303,2018-06-05,消费研究看长江|大消费周度行业专题研究精粹·2018W22,微信
3304,2018-06-05,6月5日早间行业热点聚焦,中证网
3305,2018-06-04,医药行业2018年6月投资策略：结构分化，重视前期滞涨个股,国信研究
3306,2018-06-04,【医药*全铭团队】医保局成立点评：三保合一提升医保基金运行效率，定价、采购、支付三合一加强医改执行力,东吴研究所
3307,2018-06-01,医药流通行业市场规模快速增长 集中度提升是发展主旋律,前瞻研究院
3308,2018-06-01,[推荐评级]上海医药(601607/02607.HK)：中金苏州创新药论坛纪要：工业内生改善 商业有望逐步回暖,中财网
3309,2018-05-31,【海通消费】消费大涨，还有什么可以买？,微信
3310,2018-05-31,[推荐评级]医药生物行业事件点评：国家医疗保障局成立 结构化行情长期持续,中财网
3311,2018-05-31,创下“第一”的丙肝新药获批！外企市场战开打，歌礼紧随其后,医药经济报
3312,2018-05-31,券商看市：3000点附近不悲观 六月市场有望“先抑后扬”,金融界
3313,2018-05-31,国泰君安：一致性评价主题持续演绎,中证网
3314,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
3315,2018-05-31,医疗股大跌原因找到了，可以低吸这些龙头！,和讯
3316,2018-05-30,今日资金抢入六只强势股一览（2018年5月30日）,中财网
3317,2018-05-30,仿制药概念表现亮眼 个股逆市活跃,中证网
3318,2018-05-30,国际化与创新驱动 老国企焕发新生机,红周刊
3319,2018-05-30,中国电子商务报告揭示行业景气度 逾46亿涌入14股,证券日报
3320,2018-05-30,子公司环保违法月初被责令停产整治 神奇制药为何月底才披露,每日经济新闻
3321,2018-05-29,【海通消费】医药急跌，大消费各行业后市怎么看?,微信
3322,2018-05-29,个别医药股续炒高 三生制药、白云山均涨约半成齐破顶,经济通
3323,2018-05-29,权重股表现不佳 沪深指数反弹受阻,中金在线
3324,2018-05-29,国内药企巨头掀起并购热潮,南方日报
3325,2018-05-29,医药行业周报2018第20期:一致性评价、创新政策驱动医药长期向上,长城证券
3326,2018-05-29,"医药生物行业:关注创新、优质仿制药,布局医药商业",华安证券
3327,2018-05-29,"医药生物行业周报:政策东风持续推进,优选景气度高的细分板块研发龙头",上海证券
3328,2018-05-28,药房托管模式或将“不攻自破”,南都报
3329,2018-05-28,港股收评：恒指震荡收涨0.67% 成交量萎缩,中证网
3330,2018-05-28,[推荐评级]医药行业周报：医药还能加配什么?-“三大三中三小”,中财网
3331,2018-05-28,恒指地量收涨0.67%，中国石油股份领涨蓝筹,Wind
3332,2018-05-28,安信证券张德良：继续紧盯医药健康服务,顶尖财经网
3333,2018-05-28,上海医药：多家参股公司去年业绩有不同程度下降,Wind
3334,2018-05-28,本土药企巨头并购进入高频期：药物大品种成争夺关键,第一财经日报
3335,2018-05-28,本土药企巨头并购进入高频期：药物大品种成争夺关键,--
3336,2018-05-28,国内药企进入并购期,北京商报
3337,2018-05-28,"医药行业周观点:医药行业估值仍低于历史平均水平,上市公司业绩持续好转,医药行业仍具备上涨空间",东吴证券
3338,2018-05-27,恩华药业等10只个股被机构集中推荐,投资者报
3339,2018-05-25,港股复盘： 恒指艰难维持妖股风起 医药板块持续走强,智通财经
3340,2018-05-25,券商看市：短期大盘或震荡反复,中证网
3341,2018-05-25,恒指成交低迷收跌0.56%，联想集团逆市大涨,Wind
3342,2018-05-25,6大药企现金分红超70亿，哈药、丽珠、步长…,米内网
3343,2018-05-25,上海牵头药品监管协作体系 助推长三角生物医药发展,东方网
3344,2018-05-25,石药首季多赚近43％ 现升半成破顶,经济通
3345,2018-05-25,午评：创业板下挫一度跌幅达1.5% 酿酒板块领涨,腾讯网
3346,2018-05-25,平安证券：粤港澳大湾区 金融创新为两翼 内外联动助腾飞,中证网
3347,2018-05-25,消费升级下 你看懂消费类基金选股的逻辑了吗？,中金在线
3348,2018-05-25,平安证券晨会纪要-180525,平安证券
3349,2018-05-25,A股情报局：挖掘新兴成长方向 关注7只股,腾讯网
3350,2018-05-25,网售处方药酝酿放开：千亿规模市场如何监管是关键,21世纪经济报道
3351,2018-05-24,MAH制度或将引爆“上海创、全球新”医药产品上市潮,中新网
3352,2018-05-24,入摩仅剩一周!500家机构疯狂调研 !33股腾飞在即?快关注!,财富动力网
3353,2018-05-24,30亿！继华润收购江中后，上药、海药也出手了！,医药网
3354,2018-05-24,这六家药企入围2017年中国信用企业100强,制药网
3355,2018-05-24,医疗概念股午后活跃 国际医学涨逾8%,中国经济网
3356,2018-05-24,"上海医药:进一步收购天普26.34%股权,加强工业板块布局",正点财经
3357,2018-05-24,[强于大市评级]生物医药行业快评：药品注册审评审批进一步优化,中财网
3358,2018-05-23,[推荐评级]医药生物行业跟踪：天普纳入上药工业体系 工业产品线进一步丰富,中财网
3359,2018-05-23,[增持评级]医药生物行业季度策略：以低估值为主的防御型策略-深度挖掘低估值公司的修复行情,中财网
3360,2018-05-23,[推荐评级]上海医药(601607/02607.HK)公司动态：收购天普生化 工业板块进一步增强,中财网
3361,2018-05-23,研报精选：这只股票厉害了 海陆空齐头并进,和讯
3362,2018-05-23,贝登医疗完成1亿元A+轮融资；发网获3.7亿元C轮融资…,和讯
3363,2018-05-23,5月23日早间金股精选,中证网
3364,2018-05-22,Bracco Imaging and Shanghai Pharmaceuticals join forces in the field of ultrasound,PR Newswire
3365,2018-05-22,5月22日午间行业热点聚焦,中证网
3366,2018-05-22,[增持评级]上海医药(601607)公司更新报告：工业迎积极变化 估值具提升空间,中财网
3367,2018-05-22,5月以来，国内药企持续上演并购大戏,制药网
3368,2018-05-22,[买入评级]上海医药(601607)点评：收购广东天普26.34%股权 工业羽翼渐丰,中财网
3369,2018-05-22,医疗保健行业动态：高估值下板块波动加大 确定性依然是核心,中财网
3370,2018-05-22,保健品业务营收持续下滑 健康元卖子增厚利润,时代周报
3371,2018-05-22,上药9亿元涉足天然尿蛋白药物,北京商报
3372,2018-05-22,拟1.44亿美元绝对控股天普生化 上海医药加码医药工业,每日经济新闻
3373,2018-05-22,医药生物行业:中长期持续看好板块,华安证券
3374,2018-05-21,“入摩”名单重磅发布 医药股或成最大赢家,金融界
3375,2018-05-21,上海医药：工业板块估值有待提升 买入评级,中信建投
3376,2018-05-21,上海医药早间公告称 公司增持天普实现绝对控股,股城网
3377,2018-05-21,ASCO2018：中国创新走向世界,顶尖财经网
3378,2018-05-21,[买入评级]上海医药(601607)简评：1类新药获批临床 工业板块估值有待提升,中财网
3379,2018-05-21,后期配置把握三大主线：,国元证券订阅号
3380,2018-05-21,"医药行业每周观点:从三个方向继续深挖医药投资机会,重点推荐万孚生物、葵花药业等优质标的",安信证券
3381,2018-05-21,"医药行业周观点:短暂波动不改医药行业以业绩为基础,以长期逻辑为空间的慢牛行情",东吴证券
3382,2018-05-19,安信证券：医药板块进入牛市,顶尖财经网
3383,2018-05-18,称为了天原集团资产保值增值 国资大股东拟不超1亿元增持股份,财富动力网
3384,2018-05-18,A股头条：富士康募资或远超273亿 海底捞申请香港上市,金融界
3385,2018-05-18,周五最新重磅公司传闻集锦(5月18日),证券之星
3386,2018-05-17,5月17日晚间利好消息汇总,证券时报网
3387,2018-05-17,沪深上市公司18年5月17日晚间上市公司重要公告,全景网
3388,2018-05-17,A股头条之上市公司公告精选（5.18）,金融界
3389,2018-05-17,上海医药：抗肿瘤新药获临床试验批件,e公司
3390,2018-05-17,上海医药(02607-HK)：“SPH3348片”获国家药监局临床试验批件,财华社
3391,2018-05-17,石药涨近4％破顶 自宣布染蓝后升17％,经济通
3392,2018-05-16,[强于大市评级]部分医药个股纳入MSCI点评(医药生物行业)：医药部分个股纳入MSCI 看好长期价值,中财网
3393,2018-05-16,医疗概念股龙头股 医疗上市公司看好的有哪些？,南方财富网
3394,2018-05-16,232家上市药企披露一季度报 9家净利润超5亿元,制药网
3395,2018-05-16,药企晒一季度“成绩单”：这9家赚了86亿,米内网
3396,2018-05-16,同一天！17家药企被纳入MSCI指数,制药网
3397,2018-05-15,港股收评：恒指收跌1.23% 医药股逆市上涨,中证网
3398,2018-05-15,"上海医药:主业稳健增长,整合发挥集团优势",正点财经
3399,2018-05-15,"医药生物行业17年报18年一季报总结:增速回升,内部分化,关注创新、优质仿制药、连锁药店、医药商业",华安证券
3400,2018-05-14,明日黑马股票推荐：5月15日周二最具爆发力六大黑马,南方财富网
3401,2018-05-14,"上海医药:收入增长9.8%,工业板块表现突出",广发证券
3402,2018-05-14,"上海医药:医药工业快速增长,医药商业盈利能力进一步提升",正点财经
3403,2018-05-14,5月14日午间金股精选,中财网
3404,2018-05-14,中国品牌价值：75家药企，品牌价值4800亿,医药网
3405,2018-05-14,医疗保健行业动态：估值高位 波动加大 但趋势依然向好,中财网
3406,2018-05-11,上海医药：关于召开2017年年度股东大会的通知,上交所
3407,2018-05-11,73家药企董事长薪酬超百万元 药明康德董事长、总经理年薪均超千万元,证券日报
3408,2018-05-11,133家药企员工年薪超10万元 安迪苏人均工资秒杀行业,证券日报
3409,2018-05-10,4月医药大事件之榜单篇：发掘市场潜力 提升行业整体水平,制药网
3410,2018-05-10,医药生物行业周报：建议关注涨幅落后 估值和成长性具有性价比的标的,中财网
