,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
2867,2018-12-17,华东医药：公司阿卡波糖竞争格局短期内不会发生重大变化,Wind
2868,2018-12-17,近五日机构青睐9股 该股净买金额居首,证券时报
2869,2018-12-17,北上资金周流入放缓 消费和基建龙头受青睐,中证报
2870,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
2871,2018-12-16,7个交易日大跌26%，这家公司电话会议谈带量采购影响，逾200家机构参加,e公司
2872,2018-12-15,A股缩量调整 医药股兑现潮仍在继续,大众证券报
2873,2018-12-14,基金调研：215家机构关注华东医药 银华调研当升科技,新浪
2874,2018-12-14,秦洪看盘｜降低操作频率，静候消息面的积极变化,澎湃新闻
2875,2018-12-14,华东医药：基层市场销售规模化后 公司整体的销售费用率将会继续下降,e公司
2876,2018-12-14,"医药生物行业周报:仿制药迎变局,把握确定性投资机会",华安证券
2877,2018-12-13,山西证券：两市尾盘拉升 短期缩量回调接近尾声,和讯
2878,2018-12-12,第五轮牛熊周期末期 机构抢筹这16股,证券之星
2879,2018-12-12,山西证券：避险情绪升温 两市交投清淡,和讯
2880,2018-12-12,鹏华邢彪：聚社会资金为长线资本 支持民营经济成长,新浪
2881,2018-12-12,无视利空华泰证券医药团队顶风给乐普、华东、恩华“买入评级” 三股均大跌,环球老虎财经
2882,2018-12-12,医药股成悲惨集中营：龙头股连跌7个月 慢牛故事不易讲,证券时报
2883,2018-12-12,30股获机构买入评级超3次 6股年报业绩预计翻倍,证券时报
2884,2018-12-12,医药板块结束三连跌 券商力荐7只超跌高成长股,证券日报
2885,2018-12-11,多家上市药企“喊话”带量采购影响不大，医药股“错杀”机会在哪儿？,第一财经
2886,2018-12-11,深港通十大成交活跃股排名（12月11日）,Wind
2887,2018-12-11,三连跌停抹去全年涨幅 乐普医疗折翼“带量采购”蒸发超150亿市值 连续下跌,金融界
2888,2018-12-11,"华东医药:业绩基本符合预期,百令纳入新版基药目录放量可期",方正证券
2889,2018-12-11,【异动股】医药板块集体反弹 泰格医药(300347-CN)等涨逾4%,财华社
2890,2018-12-11,快讯：医药股早盘集体反弹,每经网
2891,2018-12-11,医药股回暖 多家公司表示带量采购对公司没有实质影响,证券时报网
2892,2018-12-11,【数据揭秘】12月10日 融资客最看好的前20只个股,每日经济新闻
2893,2018-12-11,融资客青睐24股，陕西金叶买入占比高达46.91%,Wind
2894,2018-12-11,医药股连续三日大跌 多家公司密集回应：带量采购影响有限,第一财经
2895,2018-12-10,道达投资手记：“准仙股”永泰能源面临窘境 A股仍需做好“保暖”措施,每日经济新闻
2896,2018-12-10,"乐普医疗连续3日跌停 ""带量采购""这只黑天鹅有多黑？ 连续下跌",金融界
2897,2018-12-10,【华泰医药代雯团队】《4+7城市药品集中采购拟中选结果》点评：后仿制药时代的思考,谈医论股丨华泰医药
2898,2018-12-10,A股头条之上市公司公告精选（12.11）,金融界
2899,2018-12-10,遭带量采购冲击股价大跌 华东医药称有信心业绩稳增,新京报
2900,2018-12-10,公告精选：交通银行拟发行不超800亿元二级资本债券；青岛海尔实控人方面已耗资9.5亿元增持,e公司
2901,2018-12-10,华东医药异动公告信息量大 离场机构会后悔吗？,e公司
2902,2018-12-10,华东医药连续三日股价大跌,中金在线
2903,2018-12-10,【10日资金路线图】主力资金净流出140亿 龙虎榜机构抢筹5股,证券时报网
2904,2018-12-10,今天，一只“准仙股”面临窘境——道达投资手记,每日经济新闻
2905,2018-12-10,华东医药：股价异动，集中采购试点拟中选结果对今年业绩无直接影响,Wind
2906,2018-12-10,华东医药:药品集中采购试点政策不会产生直接影响,网易
2907,2018-12-10,华东医药：集中采购试点拟中选结果对今年业绩不会产生直接影响,e公司
2908,2018-12-10,机构今日买入这5股 抛售华东医药近3亿元,第一财经
2909,2018-12-10,十大机构预测明日大盘走势 反弹时刻即将到来,证券之星
2910,2018-12-10,博星投顾：资金谨慎做多 静待大盘止跌企稳,中金在线
2911,2018-12-10,华东医药龙虎榜数据（12月10日）,Wind
2912,2018-12-10,203亿资金恐慌逃离 五类股遭主力机构抛,证券之星
2913,2018-12-10,乐普医疗连续三日跌停，四机构席位今日卖出3.6亿元,Wind
2914,2018-12-10,241亿资金争夺20股：主力资金重点出击5股(名单),新浪
2915,2018-12-10,地量或淬炼地火 近5日机构资金抢筹10股,证券之星
2916,2018-12-10,多只医药股回应不受带量采购影响 板块持续低迷,新京报
2917,2018-12-10,山西证券：消息面预期差再现 两市震荡下挫,和讯
2918,2018-12-10,华东医药午后异动重挫7.03%报27.78元 成交7.77亿元,腾讯网
2919,2018-12-10,沪指下跌1.08%报2577.65点 景点等板块领跌,腾讯网
2920,2018-12-10,空头肆虐两市大跌 这一支撑位至关重要,证券时报网
2921,2018-12-10,沪指午盘跌0.84%失守2600 黄金、5G概念股逆势拉升,腾讯网
2922,2018-12-10,医药股延续跌势 辅仁药业跌超9%,e公司
2923,2018-12-10,东海晨报20181210,东海通财富
2924,2018-12-10,三大股指低开沪指跌0.64%失守2600 医药板块持续下挫 连续下跌,腾讯网
2925,2018-12-10,巨丰早评：A股将反复探底,巨丰财经
2926,2018-12-10,A股早报2018年12月10日星期一,Wind
2927,2018-12-10,"医药生物行业周报:带量采购降价超预期,板块进入估值重构和结构分化期",光大证券
2928,2018-12-09,机构看好黄金、光伏板块 资金加仓这些股（名单）,每日经济新闻
2929,2018-12-09,带量采购引发医药股“雪崩” 2019年行业板块将如何演绎,第一财经
2930,2018-12-09,医药生物行业2019年度策：坚守创新企业迎产业变局,华安证券
2931,2018-12-08,医药中标价骤降52% 超级黑天鹅夺走近4000亿市值,中国基金报
2932,2018-12-08,今年价投从白酒、5G到医药斩仓逾百亿,Wind
2933,2018-12-08,游资爆炒延安必康 机构集体出逃医药板块,金融界
2934,2018-12-08,市场人气涣散成交低迷 下周留意这只军工概念股,金融界
2935,2018-12-07,医药板块连续两天大跌 市值蒸发近2400亿 连续下跌,每日经济新闻
2936,2018-12-07,12月7日A股龙虎榜揭秘，机构最青睐4股,Wind
2937,2018-12-07,带量采购持续杀伤 机构领跑医药股安全边际集体消失,新浪
2938,2018-12-07,药品带量采购预中标结果“出乎预料”,金证券
2939,2018-12-07,两天蒸发近3000亿、机构建议短期回避，医药股怎么了？,中新经纬
2940,2018-12-07,带量采购引发医药股持续大跌 机构集体大幅甩货,第一财经日报
2941,2018-12-07,跌停板解密：医药股利空纷纷杀跌！（12月7日）,Wind
2942,2018-12-07,复盘者联盟： 弱市之下雄安板块王者归来，5G扭转颓势多股涨停,腾讯网
2943,2018-12-07,102亿净资金全面流出 五大板块遭遇杀跌,证券之星
2944,2018-12-07,龙虎榜：机构继续抛售医药股 三机构卖出华东医药近2亿元,e公司
2945,2018-12-07,医药股今日继续大跌，机构加速抛售,Wind
2946,2018-12-07,又见地量能否见地价,中财网
2947,2018-12-07,“柚子”受伤、黑天鹅频现，这份基金持股明细请收好,Wind
2948,2018-12-07,227亿资金争夺20股：主力资金重点出击5股(名单),新浪
2949,2018-12-07,机构跑路新姿势，10月以来净卖出逾60亿元，价值投资被弃？,Wind
2950,2018-12-07,涨停板复盘：沪指缩量横盘震荡 医药股持续杀跌,新浪
2951,2018-12-07,收评：沪指小幅上涨0.03%报2605.89点 运输设备等板块领涨,腾讯网
2952,2018-12-07,12月7日收评：沪指微涨0.03%，医药板块大跌,财界网
2953,2018-12-07,12月07日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
2954,2018-12-07,收评：沪指缩量横盘震荡 雄安板块强劲反弹,每日经济新闻
2955,2018-12-07,华东医药午后封跌停 成交额9.79亿元封单1.78万手,腾讯网
2956,2018-12-07,收评：沪指微涨0.03%成交额不足千亿 医药股持续低迷,e公司
2957,2018-12-07,收评:两市窄幅整理沪指平收 雄安新区概念股午后崛起,新浪
2958,2018-12-07,证监会午间发重磅利好 沪指坚守2600点,证券时报网
2959,2018-12-07,沪指小幅上涨0.16%报2609.39点 运输设备等板块领涨,腾讯网
2960,2018-12-07,“带量采购”持续发酵，医药板块惨遭“血洗”,云掌财经
2961,2018-12-07,午评：两市窄幅震荡整理 5G概念反弹走强,每日经济新闻
2962,2018-12-07,午评：沪指微涨险守2600点 5G板块反弹医药股杀跌,e公司
2963,2018-12-07,午评：沪指涨0.08%盘中再失2600 医药股集体杀跌,新浪
2964,2018-12-07,沪指小幅上涨0.14%报2608.81点 通信设备等板块领涨,腾讯网
2965,2018-12-07,华东医药早盘封跌停 成交额7.2亿元封单6892手,腾讯网
2966,2018-12-07,征战龙虎榜：机构抛售意愿增强三股遭大额抛售 股票卖空,金融投资报
2967,2018-12-07,5G概念股回暖 仿制药概念继续回调,中证网
2968,2018-12-07,医药概念股持续重挫 乐普医疗一字跌停 连续下跌,腾讯网
2969,2018-12-07,上海医药低开低走重挫5.17%报18.51元 成交8957万元,腾讯网
2970,2018-12-07,医药股再次走弱 恒瑞医药等医药白马股大跌,证券时报网
2971,2018-12-07,带量采购影响持续 两地医药股低开低走,e公司
2972,2018-12-07,医药股低开低走，普洛药业跌停,Wind
2973,2018-12-07,快讯：医药股持续下挫 乐普医疗一字跌停 连续下跌,新浪
2974,2018-12-07,【数据揭秘】12月06日 融资客最看好的前20只个股,每日经济新闻
2975,2018-12-07,A股早报2018年12月7日星期五,Wind
2976,2018-12-07,药品带量采购谈判重创医药股,北京日报
2977,2018-12-07,“带量采购”降药价，机构迅速先抛为敬,Wind
2978,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
2979,2018-12-07,“4+7”药品带量采购结果呼之欲出：中标价悬崖式下跌利弊几何？,21世纪经济报道
2980,2018-12-06,【6日资金路线图】主力资金净流出280亿 龙虎榜机构抢筹2股,证券时报网
2981,2018-12-06,12月6日A股龙虎榜揭秘，机构净卖出9股,Wind
2982,2018-12-06,带量采购发威，A、H医药股一日蒸发超千亿市值！这些药企已有对策，有股票直线拉涨 连续下跌,e公司
2983,2018-12-06,大盘补缺之后将是机会,中财网
2984,2018-12-06,龙虎榜：医药股大跌 三机构抛售华东医药逾1亿元,e公司
2985,2018-12-06,医药股今日大跌，机构抛售为主,Wind
2986,2018-12-06,博星投顾：2600点“命悬一线” 不破不立后或迎阶段性反弹,中金在线
2987,2018-12-06,带量采购预中选出炉 医药业面临严峻降价形势(附名单),金融界
2988,2018-12-06,涨停板复盘:沪指跌1.68%创指跌2.61% 医药股午后暴跌 连续下跌,新浪
2989,2018-12-06,收评：沪指跌1.68%逼近2600 医药、科技股暴跌,新浪
2990,2018-12-06,敲定！3.3亿，南京华东、金陵大药房被收购,医药网
2991,2018-12-06,药品带量采购预中标结果公布 医药股大幅翻绿,腾讯网
2992,2018-12-06,医药板块遭遇重挫：带量采购预中选出炉(附公司名单),新浪
2993,2018-12-06,医药板块集体跳水 乐普医疗跌停,中证网
2994,2018-12-06,【盘中动态】医药股午后集体跳水,每日经济新闻
2995,2018-12-06,仿制药概念午后急速下挫 乐普医疗跌停,中证网
2996,2018-12-06,医药医疗板块午后大跌 乐普医疗闪崩跌停 连续下跌,证券时报网
2997,2018-12-06,仿制药概念跳水 恒瑞医药跌约6%,e公司
2998,2018-12-06,医药股午后跳水，乐普医疗闪崩跌停,Wind
2999,2018-12-05,【头条研报】光伏业确认业绩底部 机构研究这4家公司,新浪
3000,2018-12-05,12月05日 主力资金近三日都在买这些概念股,每日经济新闻
3001,2018-12-05,医药行业2018年12月策略：静待估值修复 布局创新行情,国信证券
3002,2018-12-05,医药生物行业周报:带量采购议价谈判在即关注受降价影响较小的细分板块,上海证券
3003,2018-12-04,明年冲入A股外资规模或达4000亿，国际大资管、华尔街大投行等“聪明钱”正密集调研这些个股！,每日经济新闻
3004,2018-12-04,细数2018国内医药圈“蛇吞象”并购案TOP10,制药网
3005,2018-12-04,董秘解码：蓝帆医疗公司的冠脉支架在国内市场占有率突破20%,巨丰财经
3006,2018-12-04,华东医药：阿卡波糖片今年收入增速超30%,e公司
3007,2018-12-04,[互动]华东医药：商业业务开始走出低谷 增速有望逐步回升,全景网
3008,2018-12-04,华东医药：目前有三个在研创新药,Wind
3009,2018-12-03,华东医药：糖尿病龙头价值凸显 买入评级,和讯
3010,2018-12-03,34股获券商买入评级，常宝股份目标涨幅达102.64%,Wind
3011,2018-12-03,【医药】江琦、赵磊：2018年12月月报：正本清源、结构升级，把握创新、升级的确定性方向-20181202,中泰证券研究所
3012,2018-12-02,一周机构去哪儿？南方基金、重阳投资等调研了这些个股,证券时报网
3013,2018-12-01,银河基金袖珍产品再扩容 袁曦挂帅新品成迷你司令？,新浪
3014,2018-11-30,社区养老股票龙头股有哪些?,云掌财经
3015,2018-11-30,社区养老股票龙头股有哪些,云掌财经
3016,2018-11-30,机构评级精选：业绩稳定增长 多家上市公司获买入评级,巨丰财经
3017,2018-11-30,"华东医药:阿卡波糖率先通过一致性评价,进一步强化核心产品竞争力",方正证券
3018,2018-11-30,11月，这些医药企业发起并购融资！,制药网
3019,2018-11-30,华东医药：阿卡波糖通过一致性评价 有助于加快产品进口替代,东吴证券
3020,2018-11-30,30股获券商买入评级 平高电气目标涨幅达52.09%,Wind
3021,2018-11-29,基金调研:华东医药接待富国等25机构 泸州老窖迎外资,新浪
3022,2018-11-29,华东医药：阿卡波糖片今年整体增速良好，竞争格局稳定,Wind
3023,2018-11-29,华东医药：继续增加基层营销及药学服务人员,Wind
3024,2018-11-29,华东医药：公司产品在基层县级医院的整体覆盖率仍然不高 继续增加基层营销及药学服务,e公司
3025,2018-11-29,【医药徐佳熹】医药生物行业2019年投资策略报告——新游戏规则 vs 历史的轮回,兴证研究
3026,2018-11-29,31股获券商买入评级 比音勒芬目标涨幅达57.50%,Wind
3027,2018-11-29,产业资本大举出手吸筹投资者可以“跟”么？（附股）,重庆商报
3028,2018-11-28,药品获批不断，恒瑞医药等7家药企传来好消息！,制药网
3029,2018-11-28,申万宏源：华东医药买入评级,申万宏源
3030,2018-11-28,华东医药（000963）重大事件快评：阿卡波糖首家通过一致性评价，糖尿病龙头价值凸显,国信研究
3031,2018-11-28,25股获券商买入评级 长亮科技目标涨幅达59.83%,Wind
3032,2018-11-28,"医药生物行业周报:药店分类分级管理征求意见稿发布,持续看好连锁药店",华安证券
3033,2018-11-28,医药生物行业周观点:零售药店分类分级管理指导意见稿出台,万联证券
3034,2018-11-27,公告精选：一汽夏利逾29亿出售一汽丰田15%股权；国信证券拟募资不超150亿,e公司
3035,2018-11-27,沪深上市公司18年11月27日晚间上市公司重要公告,全景网
3036,2018-11-27,七公司八品种将获药证 华东医药阿卡波糖片受关注,e公司
3037,2018-11-27,机构：医保当年结余和滚存结余逐步增加 看好医药股结构性机会,证券时报
3038,2018-11-27,昨日港交所挂牌上市，OTA产业变迁,腾讯网
3039,2018-11-27,超60亿大品种 首家通过一致性评价企业来了,医药网
3040,2018-11-27,"医药生物行业周报:药店分类分级管理征求意见稿公布,连锁药房龙头迎发展机遇",上海证券
3041,2018-11-26,董秘解码：东方网力投资多家科创企业 将持续跟踪科创板具体政策,巨丰财经
3042,2018-11-26,【数据揭秘】11月23日 融资客最看好的前20只个股,每日经济新闻
3043,2018-11-26,华东医药重磅产品阿卡波糖首家通过一致性评价,e公司
3044,2018-11-26,26日早间上市公司重要公告汇总,证券时报网
3045,2018-11-26,【医药】药店分类分级政策征求意见稿发布，长期利好龙头发展,天风研究
3046,2018-11-24,周一最新重磅公司传闻集锦(11月26日),证券之星
3047,2018-11-23,23日晚公告精选丨国农科技：实控人及其一致行动人持股比例升至30%,21经济网
3048,2018-11-23,华东医药：拟2000万英镑增资英国医疗美容公司Sinclair,e公司
3049,2018-11-23,【数据揭秘】11月22日 融资客最看好的前20只个股,每日经济新闻
3050,2018-11-22,试点带量采购模式落地 医药生物板块领跑两市,大众证券报
3051,2018-11-19,看好中国 | 健康中国——关注低估值的细分领域龙头,巨丰财经
3052,2018-11-18,医疗保健：4+7带量采购文件发布 荐8股,中泰证券
3053,2018-11-18,带量采购文件发布，产业升级有望加速 | 周观点,长江医药小组
3054,2018-11-17,两次冲高回落 下周大盘将迎来变盘时间轴,中财网
3055,2018-11-16,变盘窗口或来临 国家队猛买35股(附股),证券时报
3056,2018-11-16,医药股盘中跳水，乐普医疗、华东医药跌超6%,Wind
3057,2018-11-16,【数据揭秘】11月15日 融资客最看好的前20只个股,每日经济新闻
3058,2018-11-15,盘前参考:欧美全跌 A股今天能否再次逆袭？就看一点,中财网
3059,2018-11-13,入选神奇公式指数次数最多的股票,经济观察报
3060,2018-11-13,11月13日上市公司晚间公告速递,新浪
3061,2018-11-13,基岩资本 | 全球医疗健康行业融资周报NO.25,和讯
3062,2018-11-13,华东医药：地特胰岛素注射液获临床试验批件,e公司
3063,2018-11-12,全球医药投融周报-38例（11.05-11.11）,医药魔方
3064,2018-11-11,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
3065,2018-11-10,速览 | 共有三家企业获得融资，其中两家融资额过亿元！,动脉网
3066,2018-11-09,华东医药完成15.2亿元收购英国医美公司SinclairPharmaplc,新京报
3067,2018-11-09,09日公告透露利好 14只个股有望爆发,中金在线
3068,2018-11-09,双十一提振商业连锁等三板块上涨预期 大单抢筹45只股,证券日报
3069,2018-11-08,华东医药：完成现金要约收购英国Sinclair全部股份,e公司
3070,2018-11-08,北上资金年内“壕买”A股逾2500亿 10只强势股成主角,证券日报
3071,2018-11-08,"医药生物行业:三季报业绩稳健,关注低估值及龙头绩优股",华安证券
3072,2018-11-08,"医药行业2018年11月投资策略报告:一阳来复,否极泰来",国信证券
3073,2018-11-08,"医药生物行业专题报告:收入整体稳健,Q3扣非净利润增速放缓,内部分化持续",华安证券
3074,2018-11-07,医药行业：板块收入和扣非净利延续稳健增长 分化加剧,申万宏源
3075,2018-11-06,市场回暖机构看“多”，千股调涨青睐科技板块,Wind
3076,2018-11-06,医药生物2018年三季报总结暨11月投资策略：一阳来复，否极泰来,国信研究
3077,2018-11-06,机构近期调研偏爱中小创公司,大众证券报
3078,2018-11-05,【平安医药】生物医药行业2018年三季报综述：医药2018Q3收入回暖，利润承压，子行业分化加剧,A叶寅A医药行业研究
3079,2018-11-05,【平安重点】行业专题报告*生物医药*基药定义与国际接轨，新增西药市场规模近1500亿*强于大市,平安研究
3080,2018-11-05,平安研报20181105,平安研究
3081,2018-11-05,医疗保健：高度聚焦板块核心资产 关注后续产业政策走向,广发证券
3082,2018-11-05,一周机构去哪儿？汇丰银行、千合资本等调研了这些个股（名单）,证券时报
3083,2018-11-05,机构调研再升温 聚焦生物医药行业,中证报
3084,2018-11-05,上周机构调研123家公司数量飙升近四成，20只潜力股备受外资青睐,证券日报
3085,2018-11-05,上周机构调研123家公司数量飙升近4成 20股受外资青睐,证券日报
3086,2018-11-04,机构集中调研医药生物、计算机、机械设备等行业,每经网
3087,2018-11-04,机构调研家数激增2倍多！这三家公司最受宠，吸引了逾100家机构,21经济网
3088,2018-11-03,海外机构对42家上市公司进行调研 海康威视最受关注,证券时报网
3089,2018-11-02,全景互动周报(2018年10月27日-11月2日)|“回购注销”成为投资者关注热点,全景网
3090,2018-11-02,[快讯]华东医药:现金要约收购英国SinclairPharmaplc全部股份的项目进展公告,中财网
3091,2018-11-02,【医药】江琦、赵磊：医药上市公司2018三季报分析：研发创新驱动行业发展，高景气板块持续-20181101,中泰证券研究所
3092,2018-11-01,67亿资金净流入 场外资金密集关注十大股,证券之星
3093,2018-11-01,"医药生物行业周报:新版基药目录公布,临床价值导向趋势明确",中证网
3094,2018-11-01,社保等三类机构持仓新动向：共同持有19只绩优白马股,证券日报
3095,2018-11-01,"医药生物行业周报:底部特征明显,关注绩优个股",华安证券
3096,2018-10-31,万亿险资三季度持股图谱曝光：新进78股，计算机、化工受青睐,21世纪经济报道
3097,2018-10-31,医药股回调是机会吗？200多家机构调研这只医药白马,每日经济新闻
3098,2018-10-31,201亿资金加速进驻 主力资金重仓五类股,证券之星
3099,2018-10-31,华东医药：明年公司申报生产的新药产品有望超20个,Wind
3100,2018-10-31,医疗保健：基药目录调整 利好新增品种放量,国信证券
3101,2018-10-31,市值20强前三季业绩大比拼：上药营收超千亿 恒瑞净利近30亿,医药网
3102,2018-10-31,2018版基药目录点评：从“保基本”到“保临床价值”,光大证券
3103,2018-10-31,华东医药：10月30日融资余额为3.02亿元，较前一日骤降9.57%,Wind资讯
3104,2018-10-30,这些上市公司昨夜报利好 今待检,中财网
3105,2018-10-30,国产肿瘤药首进基药目录 药企洗牌加速中,21世纪经济报道
3106,2018-10-29,A股头条之上市公司公告精选（10.30）,金融界
3107,2018-10-29,公告汇总：中国平安拟启动回购 耗资或达千亿,网易
3108,2018-10-29,29日晚间公告精选丨乐视网：前三季度净亏损14.89亿元 亏损,21经济网
3109,2018-10-29,华东医药：产品新纳入国家基本药物目录,证券时报
3110,2018-10-29,"医药生物行业:新版基药目录发布,关注受益品种",正点财经
3111,2018-10-29,[快讯]华东医药发布质押公告 涉及股份24099万股,中财网
3112,2018-10-29,【华泰医药代雯团队】新版基药目录点评：基药目录扩容，放量有待观望,谈医论股丨华泰医药
3113,2018-10-29,四大机构三季度持股动向浮出水面：金融股地产股依然是机构最爱,深圳商报
3114,2018-10-29,新版基本药物目录实施在即 六股有掘金机会,证券日报
3115,2018-10-29,"华东医药:业绩稳健增,研发管线日益丰富",东北证券
3116,2018-10-29,"华东医药:工业板块增长靓丽,研发管线积极推进",申万宏源
3117,2018-10-29,"医药周报:三季报接近收官,医药成长依旧,中线布局好时机",联讯证券
3118,2018-10-28,浙商早班车2018.10.29,浙商证券研究所
3119,2018-10-28,医疗保健：积极配置优质龙头公司 荐8股,中泰证券
3120,2018-10-27,市场震荡调整 三季报机构潜伏个股TOP50曝光(名单),投资者报
3121,2018-10-26,【华泰医药代雯团队】华东医药（000963.SZ，买入）三季报点评：研发持续加码，商业拖累业绩,谈医论股丨华泰医药
3122,2018-10-26,大盘强势整理，叠加两属性个股将大涨,新浪
3123,2018-10-26,尾盘银行频现万手买单 或预示下周有大动作,中财网
3124,2018-10-26,【超级大单】 10月26日 10只个股特大单净流入超亿元,每日经济新闻
3125,2018-10-26,CFi收盘揭秘:房地产涨蹦市场 周五红失之交臂发几家,中财网
3126,2018-10-26,7家药企入选2017沪深上市公司商标品牌价值排行榜,制药网
3127,2018-10-26,沪指小幅下跌0.4%报2593.39点 旅游综合等板块领跌,腾讯网
3128,2018-10-26,沪指小幅下跌0.15%报2600.00点 旅游综合等板块领跌,腾讯网
3129,2018-10-26,【华东医药】三季报点评：工业保持24%较快增长，研发投入继续加大,医心医意要健康
3130,2018-10-26,大消费板块持续下挫 安琪酵母、通化东宝等个股跌停 连续下跌,腾讯网
3131,2018-10-26,华东医药：工业预计维持快速增长 医美布局顺利推进,平安证券
3132,2018-10-26,产业债分析笔记（4）：医药流通行业,睿哲固收研究
3133,2018-10-26,"华东医药:业绩符合预期,工业板块高速增长,研发投入加大,商业板块经营有待改善",东吴证券
3134,2018-10-25,10月25日上市公司业绩公告，华谊集团前三季度净利增逾3倍,和讯
3135,2018-10-25,公告精选：中兴通讯前三季度亏损72.6亿；养老金组合新进多只个股 亏损,e公司
3136,2018-10-25,华东医药：前三季净利逾18亿元 同比增21%,e公司
3137,2018-10-25,这12家药企品牌价值最高！,医药观察家网
3138,2018-10-25,华东医药：前三季度净利润同比增21.48%,Wind
3139,2018-10-25,融资客最看好个股一览,证券时报
3140,2018-10-25,财通证券：翰宇药业买入评级,财通证券
3141,2018-10-25,【数据揭秘】10月24日 融资客最看好的前20只个股,每日经济新闻
3142,2018-10-24,深港通十大成交活跃股排名（10月24日）,Wind
3143,2018-10-23,从全产业链模式布局看中医药龙头康美药业的“韧劲”,新华网
3144,2018-10-23,【浙商医药】糖尿病行业专题-群雄逐鹿，掘金高成长慢病领域,浙商证券研究所
3145,2018-10-22,"医药行业周报:政策底部明显,绩优股或反弹",西南证券
3146,2018-10-19,中国已成全球医疗美容大国，医疗美容机构拥有唯一议价能力,亿欧网
3147,2018-10-18,数据王：洞悉近期外资动向寻找投资新方向,巨丰财经
3148,2018-10-18,"融资融券日报:沪指下跌,两融下降",正点财经
3149,2018-10-15,[看好评级]医药生物行业2018年三季报业绩前瞻：医药需求刚性 预计增长保持稳健,中财网
3150,2018-10-15,【申万宏源医药闫天一团队】20181012周观点：医药需求刚性，预计增长保持稳健——医药生物行业2018年三季报业绩前瞻,申万投资健康
3151,2018-10-15,医药行业专题：从最新估值看医药行业,中财网
3152,2018-10-15,"医药行业周报:估值吸引力强,期待三季报行情",西南证券
3153,2018-10-12,医药行业：医药板块整体承压 推荐低估值个股,金融界
3154,2018-10-10,招商证券：三季报期接近 关注可持续高增长医药股,证券时报网
3155,2018-10-10,仿制药概念走弱 华海药业跌停,e公司
3156,2018-10-09,"医药生物行业周报-诺奖发布,免疫疗法获业界肯定",浙商证券
3157,2018-10-08,华东医药午后异动重挫5.05%报39.86元 成交2.62亿元,腾讯网
3158,2018-10-08,医疗保健：医药很可能迎来结构性艳阳天 荐14股,西南证券
3159,2018-09-29,嘉实事件驱动多只重仓股大跌，海归基金经理“水土不服”,和讯
3160,2018-09-29,医美机构的资金饥渴： 融投双方预期存落差 合规性仍是资本化瓶颈,21世纪经济报道
3161,2018-09-28,医药行业：全方位深度解析带量采购对医药行业的影响,顶尖财经网
3162,2018-09-28,医疗生物中期业绩趋势向好高端医疗器械存机会,顶尖财经网
3163,2018-09-28,【国信医药|深度报告解读录音回顾】华东医药：慢病常青树，根深在华东,GuosenHealthcare
3164,2018-09-28,药品带量采购试点进入“倒计时”,南都报
3165,2018-09-27,投资人视角|生物类似药新政发布，一致性评价势在必行,E药经理人
3166,2018-09-27,09月27日 主力资金近三日都在买这些概念股,每日经济新闻
3167,2018-09-27,医药股集体大涨 机构揭秘打好四季度“反击战”的三条思路,证券时报网
3168,2018-09-27,医药行业向来是一片创新研发“沃土” 医药板块未来可期,证券日报
3169,2018-09-27,大涨10%！上证50创下最牛阶段表现，股债大轮动？,Wind
3170,2018-09-27,浙江公布“两票制”视同生产企业等名单调整信息,医药网
3171,2018-09-27,医药创新再迎政策激励 7只低估值业绩预喜股潜力足,证券日报
3172,2018-09-26,A股已成香饽饽！6张图看外资在股、债之间大轮动,Wind
3173,2018-09-26,医疗保健：完善国家基药制度 仿制药加速优胜劣汰,上海证券
3174,2018-09-26,华东医药：9月25日融资余额为3.81亿元，较前一日骤降5.15%,Wind资讯
3175,2018-09-26,A股公司十年长跑冠军榜出炉 市值增长10倍者仅9家,证券日报
3176,2018-09-26,低估值+政策催化 医药板块“潜龙在渊”,中证报
3177,2018-09-26,估值低谷点燃热情 2018要约收购井喷,21世纪经济报道
3178,2018-09-25,【数据揭秘】09月21日 融资客最看好的前20只个股,每日经济新闻
3179,2018-09-25,平安大华2400亿规模货基独大 9只权益产品年内跌超20%,腾讯网
3180,2018-09-25,医药生物行业周报:制药板块政策面压力逐步消化,浙商证券
3181,2018-09-25,"医药行业周观点:《关于完善国家基本药物制度的意见》出台,关注一致性评价结合基药目录调整带来的新格局",东吴证券
3182,2018-09-24,医疗保健：研发费用加计扣除率提高 致力研发创新的企业受益更大,华金证券
3183,2018-09-23,医疗保健：持续看好创新药产业链 荐8股,中泰证券
3184,2018-09-21,今日两市主力开始撤退的50只个股,证券之星
3185,2018-09-21,国家试点带量采购或重塑医药行业格局多家药企回应政策影响,顶尖财经网
3186,2018-09-20,海外机构调研股名单 洋河股份最受关注,证券时报网
3187,2018-09-20,【晨会聚焦】锂电中游再扬帆，医药价值渐显现,中泰证券研究所
3188,2018-09-20,回暖修复行情已启动,投资快报
3189,2018-09-20,"东吴医药行业周观点:带量采购政策不确定性导致行业大幅波动,底部坚定推荐医药消费升级属性标的",东吴证券
