,2021-12-31,港股盘前必读：热门中概股大幅上涨，阿里巴巴涨9.72%京东涨7.27%,Wind
976,2019-07-29,科创板“保荐+跟投”制衡券商“一锤子买卖”,国际金融报
977,2019-07-29,科创板第二周展望：回归价值，提振科技行情,Wind
978,2019-07-28,【平安策略月报】关注中报业绩——2019年8月策略月报,策略评论
979,2019-07-28,科创板首批25家上市公司首周行情复盘,中信建投证券研究
980,2019-07-28,科创板首周战报①|25股总市值近5200亿，18股股价翻倍，中国通号市值突破千亿,重庆商报
981,2019-07-28,科创板5天涨多少？涨幅最多相当15个一字板 25股稳赚,新浪
982,2019-07-28,科创板上市第一周运行概况，周涨幅最高者近3.5倍,搜狐
983,2019-07-27,珍惜科创板来之不易的投资热情,新浪
984,2019-07-27,大数据解读科创板首周秀,Wind
985,2019-07-27,科创板首周记：谁最具赚钱效应？谁最受融资客青睐？（表）,经济观察网
986,2019-07-27,A股能各行其道各取所需吗？,金融投资报
987,2019-07-26,科创板首周记：18家公司股价翻倍，总成交额突破1400亿，中国通号突破千亿市值,中证报
988,2019-07-26,科创板首周：4只百元股2股累计成交额破百亿,挖贝网
989,2019-07-26,科创板开市一周：个股普遍回调 相比发行价均涨142%,中新网
990,2019-07-26,科创板开市第五日25股23跌 仅航天宏图与交控科技上涨,TechWeb
991,2019-07-26,三大核心数据还原真实科创板 看机构解读后市投资机会,第一财经
992,2019-07-26,科创板首周成绩单出炉！18家公司股价翻倍，容百科技最落寞,21世纪经济报道
993,2019-07-26,科创板收评：走势越来越“稳” 首批25股告别“无涨跌幅限制”,第一财经
994,2019-07-26,科创板下一批新股已在路上 一年后解禁潮规模不小,第一财经
995,2019-07-26,因违规超配科创板 29家私募基金领限制罚单 金融监管处罚,中国经济网
996,2019-07-26,科创板波动进一步趋缓转融通抑制投机炒作,证券时报
997,2019-07-25,私募违规超配挨头刀，为科创板严监管“点赞”,和讯
998,2019-07-25,科创板第四天 3股涨逾10% 成交额放量近三成,澎湃新闻
999,2019-07-25,科创板开市第四日成交额回升至290亿 23只股飘红3只股创新高,华夏时报
1000,2019-07-25,科创板开市第四日25股表现如何？23股上涨乐鑫科技福光股份下跌,TechWeb
1001,2019-07-25,科创板午盘几乎全线飘红！天宜上佳涨逾23% 两只股盘中创新高,腾讯网
1002,2019-07-25,科创板午评：中国通号成交超25亿 天宜上佳大涨近24%,新浪
1003,2019-07-25,【科创板头条】今日开盘后福光股份回调，天宜上佳领涨；诺康达成最“短命”申报受理企业；科创板推动科技股渐成市场新主线,中证报
1004,2019-07-25,中国通号收复千亿元市值 A股H股同步上涨,中证网
1005,2019-07-25,科创板开市次日理性回调 25股总市值回撤逾500亿元,新浪
1006,2019-07-25,科创板前两日融券增幅远超融资唯有交控科技未被融券,第一财经
1007,2019-07-25,细数科创板开市前三交易日“五宗最”,北京商报网
1008,2019-07-24,开盘首日谁在借券跑？科创板融券量超级集中第一天，高达96%，中国通号占融券总量83%,券商中国
1009,2019-07-24,科技股又起风了，这次A股能高飞吗？,中金在线
1010,2019-07-24,科创板25股都涨了：8股涨逾10%，14股振幅不足10%,澎湃新闻
1011,2019-07-24,福光股份股价翻番一骑绝尘，打新首日卖出的肠子都悔青了,21世纪经济报道
1012,2019-07-24,一天一行情！科创板第三日全线收涨,上观
1013,2019-07-24,A股涨109%H股跌近12% 中国通号今日上演“冰火两重天”,每日经济新闻
1014,2019-07-24,对半砍！？不敢入？第二日科创板成交额萎缩过五成 个股分化明显,央视
1015,2019-07-24,29家“违规超配科创板”私募被罚 超配收益全部捐赠公益机构 金融监管处罚,华夏时报
1016,2019-07-24,"科创板股票前五天定价将由老股民和游资""联手""完成",金证券
1017,2019-07-24,宋清辉：科创板融券比例更高有助于多空充分交易形成较合理价格,搜狐
1018,2019-07-24,科创板25家公司今日成交额已破100亿 中国通号成交额再居首,钛媒体
1019,2019-07-24,科创板个股全线飘红 福光股份午盘飙升24.8%涨幅居首,腾讯网
1020,2019-07-24,行情软件看到的科创板股票换手率，未必是“真”的,21世纪经济报道
1021,2019-07-24,科创板主力资金集中买入福光股份、卖出中国通号,中证网
1022,2019-07-24,中国通号港A两市股价同步走弱,中证网
1023,2019-07-24,中证报头版：科创板个股换手率和振幅明显降低,中证报
1024,2019-07-24,科创板个股分化 市场料进入战略配置期,中证报
1025,2019-07-24,科创板换手率数据未必是“真”的！,证券时报
1026,2019-07-24,科创板融券盘占比近4成： 公募入局转融通 做空者“一券难求”或成历史,21世纪经济报道
1027,2019-07-24,美股拖累 恒指低开低走,南方财经网
1028,2019-07-24,29家私募违规打新科创板 但斌、林园等在列 金融监管处罚,每日经济新闻
1029,2019-07-24,科创板开市次日接筹者温和博弈 盘中“做T”成主交易策略,21世纪经济报道
1030,2019-07-24,电子行业盘前早知道:5G手机上市在即,东莞证券
1031,2019-07-23,科创板首批打新29家私募黑名单出炉：但斌、林园、葛卫东一众大佬在列！,每日经济新闻
1032,2019-07-23,成交金额大幅萎缩，仅4股飘红！五张图看清科创板开市第二日走势,中证报
1033,2019-07-23,平均换手率降至36.5%，科创板次日交易趋于理性，机构和融资客青睐个股表现最好,e公司
1034,2019-07-23,"监管对29家""违规超配科创板""私募开罚单 列入限制名单最长达1年 金融监管处罚",券商中国
1035,2019-07-23,监管对29家“违规超配科创板”私募开罚单！列入限制名单最长达1年 金融监管处罚,券商中国
1036,2019-07-23,低波动行情出乎机构意料 科创板走势初见端倪,第一财经
1037,2019-07-23,科创板首日券源寻踪：融出规模与战略配售的“巧合”,第一财经
1038,2019-07-23,从IPO申请文件获受理到挂牌交易 科创板首批25家公司最快98天完成上市,TechWeb
1039,2019-07-23,财经观察家 |吴煊：科创板正式起航——头日首秀大家看,巨丰财经
1040,2019-07-23,科创板个股分化，逐渐回归常态，投资者应有敬畏之心,央视
1041,2019-07-23,科创板开市第二日：成交额突破 200 亿！,新浪
1042,2019-07-23,H股和科创板不同步，中国通号(688009.SH)陷入“冰火两重天”,格隆汇
1043,2019-07-23,科创板个股走势分化：乐鑫科技收盘涨14%中国通号重挫18%,搜狐
1044,2019-07-23,中国通号成功于上交所科创板首批上市,国资委
1045,2019-07-23,科创板第二日：意料之中和意料之外的都出现了！有人正在琢磨交易技巧,中证报
1046,2019-07-23,科创板半日成交近150亿元 中国通号市值跌破千亿 连续下跌,中证网
1047,2019-07-23,接盘者的“小算盘”：估值不重要，赚钱是王道,第一财经
1048,2019-07-23,科创板第二交易日：首批25股中24股低开，半日仅4股收涨,澎湃新闻
1049,2019-07-23,科创板午盘跌多涨少：乐鑫科技大涨15% 中国通号重挫16%,腾讯网
1050,2019-07-23,仅仅一个交易日，科创板公司两融余额已突破20亿元,Wind
1051,2019-07-23,中国通号(688009.SH)四宗最：跌幅最大、成交额最多、市值最高、市盈率最低,格隆汇
1052,2019-07-23,科创板资金流向分化 乐鑫科技净流入最多中国通号净流出最多,中证网
1053,2019-07-23,科创板成交突破百亿 中国通号成交金额居首,证券时报网
1054,2019-07-23,科创映射逻辑生变：开盘多数股票回撤 昨日融资融券数据出炉,中证报
1055,2019-07-23,【科创板头条】今日开盘多数股票回撤；昨日融资余额近13亿，融券余额近8亿；科创映射逻辑生变,中证报
1056,2019-07-23,中国通号市值重返千亿上方,中证网
1057,2019-07-23,开盘：港股恒指高开0.07% 中国通号H股小幅高开1.29%,金融界
1058,2019-07-23,北京首批5企业登陆科创板，拟募资近130亿居全国首位,新京报
1059,2019-07-23,科创板开市次日多数回撤，南微医学逆势高开14%,Wind
1060,2019-07-23,科创板首秀 上演资本市场大戏,金融投资报
1061,2019-07-23,炒新者请注意 科创板战略配售出借信息首出炉 你看的换手率是错的,证券时报网
1062,2019-07-23,科创板开门红，公募基金大赚187亿 基金经理会不会落袋为安？,恒泰头派账户
1063,2019-07-23,科创板吹响“冲锋号” 25家公司成交485亿,长江商报
1064,2019-07-23,科创板开门红 个股全线上扬交投热情高涨,新华网
1065,2019-07-23,科创板今天买还是卖？十大数据透视,中国基金报
1066,2019-07-23,231只私募产品投中首批科创板公司，41只厚爱西部超导,证券日报
1067,2019-07-23,科创板首秀四大指标远超市场预期,北青网
1068,2019-07-23,科创板开市首日 获配公募基金净值最高大增9.4%,证券时报
1069,2019-07-23,149家受理企业勾勒科创风潮 区域、产业、科研差异撬动多维变量,21世纪经济报道
1070,2019-07-23,6成企业晋身科创板“百亿市值俱乐部” 11股“收阴”潜藏调整空间,21世纪经济报道
1071,2019-07-23,科创板开市首日画像，谁是第一批吃螃蟹的人？,21世纪经济报道
1072,2019-07-23,1594只产品获配科创板公司9.48亿股 公募基金一日浮盈175亿元,证券日报
1073,2019-07-23,细数科创板首秀之“最”,重庆商报
1074,2019-07-22,科创板也可以这么火爆：最高涨400% 中一签赚10万,第一财经
1075,2019-07-22,科创板交易新规首秀：5股两度临停，中国通号盘后成交额最高,澎湃新闻
1076,2019-07-22,十大数据透视科创板首秀市场热度,证券时报网
1077,2019-07-22,中国通号科创板上市首日市值1299亿元 成交额近百亿元,证券日报
1078,2019-07-22,"科创板首日众生相""中签者落袋为安 多数机构保持观望",第一财经
1079,2019-07-22,华泰证券深圳益田路荣超商务中心今日买入中国通号等4只科创板新股,Wind
1080,2019-07-22,21家机构靠科创板公司战略配售首日赚上亿 但“落袋为安”尚需1年后,每日经济新闻
1081,2019-07-22,科创板首秀超预期！部分中签机构开盘就卖，券商称“真正的博弈在明天”,经济观察报
1082,2019-07-22,股民故事②｜涨幅不及3倍预期，中签中国通号的重庆股民选择继续持有观望,重庆商报
1083,2019-07-22,科创板和创业板比较研究：首日及后市都将碾压创业板（附表）,红周刊
1084,2019-07-22,疯狂过后 A股怎么炒？——道达投资手记,每日经济新闻
1085,2019-07-22,股价现云泥之别，中国通号的A、H股哪个更真实？（附图）,红周刊
1086,2019-07-22,科创板股票首秀：全线大涨 中国通号市值超千亿,经济观察网
1087,2019-07-22,科创板首日收官：千余只公募基金受益 浮盈超150亿,新浪
1088,2019-07-22,科创板首批25家公司共发行27.8亿股 净募集资金接近350亿元,TechWeb
1089,2019-07-22,科创首日交易数据出炉，像极了十年前的创业板,格隆汇
1090,2019-07-22,申万宏源：中国通号第一位置难以撼动，轨交控制龙头扬帆远航,挖贝网
1091,2019-07-22,中一签可赚10万，科创板上市首日“十宗最”安集科技摘得4项第一！明日怎么走？,e公司
1092,2019-07-22,科创板火爆:25股全涨首家千亿市值股诞生 明天如何？,21世纪经济报道
1093,2019-07-22,中国通号(03969.HK)7月22日A股发行18亿股,格隆汇
1094,2019-07-22,科创板首日VS创业板首日：成交额、涨幅、总市值均大幅领先,挖贝网
1095,2019-07-22,港股弱势整理 浑水发布安踏第五份沽空报告|港股收市 被出具沽空报告,第一财经
1096,2019-07-22,见证历史！最高涨幅52倍，逾20只科创板股首日临停，已现市盈率超过400倍股票…科创板首日交易8大看点,证券时报网
1097,2019-07-22,香港恒指收跌1.4% 中国通号跌近12%,e公司
1098,2019-07-22,港股收评：恒指大跌1.37%挫400点 中国通号大跌超11%科创板股价翻倍 连续下跌,格隆汇
1099,2019-07-22,收评：港股恒指跌1.37% 港交所跌2.5%中国通号跌12%,新浪
1100,2019-07-22,科创板首日行情综述：25只股票全线翻倍 最高一签可赚10万,TechWeb
1101,2019-07-22,科创板首日大数据汇总，总成交近500亿元最高涨幅400%,Wind
1102,2019-07-22,恒指收跌1.4%，香港地产股领跌,Wind
1103,2019-07-22,科创板“高涨幅”收盘 安集科技涨400%拔头筹 中国通号市值超千亿,华夏时报
1104,2019-07-22,科创板首日：16个股涨幅翻倍 仅一家换手率低于70%,新京报
1105,2019-07-22,科创板首日平均涨幅140%超创业板，安集科技涨4倍牛冠，明日市场博弈将会更激烈精彩,21世纪经济报道
1106,2019-07-22,科创板首秀亮眼！16股股价翻倍，中国通号总市值超千亿,中新经纬
1107,2019-07-22,科创板火热开市集体狂欢！这些人却要哭了：因弃购合计损失达2000万！,上游新闻
1108,2019-07-22,科创板首日收评：平均涨幅140% 安集科技大涨400%,新浪
1109,2019-07-22,申万宏源：科创板首批上市企业全景透视,申万宏源
1110,2019-07-22,科创板受资金追捧中国通号成交额93亿元居首,挖贝网
1111,2019-07-22,港股中国通号午后再度走弱，跌幅扩大至10%,Wind
1112,2019-07-22,科创板中国通号成交额突破90亿元,e公司
1113,2019-07-22,凯发电气：中国通号为公司股东 今年预计有3.2亿元关联交易,e公司
1114,2019-07-22,科创板刷屏公募基金网下配售大赚超100亿元,中国基金报
1115,2019-07-22,摩根士丹利：中国通号A股最早8月5日符合互联互通条件,金融界
1116,2019-07-22,科创板个股成市场主角：万亿市值的贵州茅台，早盘成交额仅为中国通号的21.37%,红周刊
1117,2019-07-22,科创板新股平均涨幅160%，成交额突破378亿元 | 钛快讯,钛媒体
1118,2019-07-22,科创板首批25家上市公司成交额突破400亿元,Wind
1119,2019-07-22,科创板收获“520” 两家千亿市值公司横空出世,每日经济新闻
1120,2019-07-22,科创板开市首日 股民买400股就赚6.5万元！2小时诞生五宗,腾讯网
1121,2019-07-22,股民故事｜中签中国通号，重庆股民心情坐上“电梯”，小心肝扑通扑通跳,重庆商报
1122,2019-07-22,港股午评|外围局势趋紧，恒指半日跌0.77%,富途证券
1123,2019-07-22,科创板半日成交近380亿 安集科技暴涨超四倍,第一财经
1124,2019-07-22,资金转炒中国通号A股午盘大涨125.6% H股跌8.13%,金融界
1125,2019-07-22,【异动股】中国通号(03969-HK)跌7.48%,财华社
1126,2019-07-22,午评：港股恒指跌0.77% 中国通号H股大跌超8% 连续下跌,新浪
1127,2019-07-22,科创板“新秀”首日直击：25只股票齐翻倍 首家千亿市值股诞生,21世纪经济报道
1128,2019-07-22,中国通号科创板一度涨100%，H股利好兑现跌逾8%,富途证券
1129,2019-07-22,科创板午评：首批公司涨幅皆翻倍 N通号坐稳市值老大,新浪
1130,2019-07-22,上市首日惊心动魄！VC/PE渗透率达96%，本土创投迎来退出盛宴,投资界
1131,2019-07-22,首批科创板公司午盘全部翻番，最高涨幅400%,Wind
1132,2019-07-22,科创板首家市值破千亿个股诞生 中国通号盘中涨幅近105%,证券日报
1133,2019-07-22,中国通号大涨160% 临时停牌,证券时报网
1134,2019-07-22,中国通号涨幅达160%触发二次临停，临停前成交额超67亿元,Wind
1135,2019-07-22,科创板公司首家 中国通号总市值突破1000亿关口,新浪
1136,2019-07-22,中国通号成交额突破50亿元,e公司
1137,2019-07-22,科创板开市 32家科创板医疗企业数据全解析,动脉网
1138,2019-07-22,科创版正式开市：首批25家公司全线上涨，安集科技暴涨328.68%,DoNews
1139,2019-07-22,快讯：中国通号涨幅收窄至50%左右 开盘涨幅100%,新浪
1140,2019-07-22,科创板安集科技换手达到56%现涨逾325%中国通号成交额超43亿元居首,财华社
1141,2019-07-22,中国通号、澜起科技成交额双双突破20亿元,中证网
1142,2019-07-22,港股异动︱中国通号(03969)A股科创板上市首日盘中临停 H股跳水跌近9%,智通财经
1143,2019-07-22,科创板首批25家上市公司成交额突破200亿元,Wind
1144,2019-07-22,港股异动 | 中国通号H股大跌超9% 中国通号A股涨幅大幅收窄 连续下跌,格隆汇
1145,2019-07-22,快讯：中国通号交易异常波动 临时停牌,中国经济网
1146,2019-07-22,中国通号(03969-HK)于科创板挂牌股价波动曾挫7.5%,财华社
1147,2019-07-22,上交所：中国通号临时停牌,腾讯网
1148,2019-07-22,中国通号涨40%临停 成交额达24亿居科创板公司之首,新浪
1149,2019-07-22,科创板成交额超过150亿元 中国通号居首,证券时报网
1150,2019-07-22,中国通号临时停牌，成交额超24亿位居榜首,Wind
1151,2019-07-22,开盘：恒指低开0.53% 微创医疗、中国通号小幅上涨,金融界
1152,2019-07-22,科创板首家央企中国通号上市 高铁核心企业完成A+H布局,中证网
1153,2019-07-22,中国通号助力昌赣客专接入全国铁路网,兰格钢铁网
1154,2019-07-22,科创板首日开市交易：中国通号开盘大涨100%,新浪
1155,2019-07-22,历时8个月科创板开锣，25家公司集体飘红，安集科技涨幅高达287.85%,第一财经
1156,2019-07-22,中国通号开盘成交额超7亿元，澜起科技成交超6亿元,Wind
1157,2019-07-22,中国通号(03969-HK)于科创板挂牌盘前曾涨1.8%,财华社
1158,2019-07-22,恒指低开0.53%，哈尔滨电气私有化失败大跌28%,Wind
1159,2019-07-22,【联讯富瑞科创专题】科创板首周“13条军规”,联讯金融
1160,2019-07-22,【国金研究】科创板-高端装备：重点看好具稀缺性、行业地位高的龙头公司,国金证券研究所
1161,2019-07-22,从25家科创板上市企业看投资机遇、2440牛市与新时代的开启,上交所
1162,2019-07-22,N通号:券商定位区间均值为5.29-6.68元,Wind
1163,2019-07-22,一文读懂科创板首批25家开市交易企业,挖贝网
1164,2019-07-22,新股发行与上市一览（7月22日）,Wind
1165,2019-07-22,《科创板首批上市公司/交易制度解读电话会议纪要》,太平洋证券研究
1166,2019-07-22,“数”描科创板：历时726天 总市值逼近5万亿元,证券日报
1167,2019-07-22,首批上市科创板属它市盈率最低，上市后你能hold住吗,电鳗快报
1168,2019-07-22,数读25只科创板星宿股,北京商报
1169,2019-07-22,@投资者：科创板今日将鸣锣开市，买卖股票要了解这些,中新经纬
1170,2019-07-22,历时260天 科创板今开市,北青网
1171,2019-07-22,"中国通号:新增需求叠加升级更新,轨交控制龙头扬帆远航",申万宏源
1172,2019-07-21,首个央企和A+H上市 中国通号参加科创板首批上市签约,新浪
1173,2019-07-21,明天见证历史一刻 科创板25只股票全景扫描,央视
1174,2019-07-21,倒计时 科创板开市对A股资金分流有多大？,新浪
1175,2019-07-21,【科创言新】科创板开市倒计时 新板块新规则新玩法（2019.7.21丨第5期）,东吴财经通
1176,2019-07-21,科创板开市倒计时：首批25家公司谁将脱颖而出？,财经杂志
1177,2019-07-21,25只科创板新股热门指数排行榜：股价预测等一网打尽,第一财经
1178,2019-07-21,“赢”战科创板 ⑦｜“大涨即卖出”或为科创板新股最佳交易策略,重庆商报
1179,2019-07-21,周末要闻2019年7月21日星期日,Wind
1180,2019-07-21,科创板开市1天倒计时：首批25家企业复习资料全在这,网易
1181,2019-07-21,科创板明日开市！首批25家公司掌门人信心满满……回报投资者、打造世界级科创企业！,e公司
1182,2019-07-21,“赢”战科创板②｜老股民也有烦恼！400万资产中了一签中国通号 纠结何时卖出,重庆商报
1183,2019-07-21,首批25家科创板企业高管薪酬值多少？,华夏时报
1184,2019-07-20,开市前最后一课！不设涨跌幅，规则类似，港股老司机带你玩转科创板,中证报
1185,2019-07-20,科创板首批25家公司弃购之谜,每日经济新闻
1186,2019-07-20,科创板25朵金花下周来了 哪朵会开得最美,钱江晚报
1187,2019-07-20,公募定价科创板逻辑：报高价到底为了啥？,经济观察网
1188,2019-07-20,科创板开市在即，投资要看增长率，请收好这份清单,Wind
1189,2019-07-20,科创板最全交易手册来了哪只会涨最猛,中财网
1190,2019-07-20,科创板“25星宿”诞生记：中国版纳斯达克的速度与梦想,21世纪经济报道
1191,2019-07-20,科创板市值“一哥”猜想：中国通号百亿融资称霸科创板 高流通盘有望平抑市场波动,21世纪经济报道
1192,2019-07-20,科创板半年业绩扫描：九成“报喜”两家失利,21世纪经济报道
1193,2019-07-20,一场7月的猜想试验：谁是科创板最具投资价值的标的？,21世纪经济报道
1194,2019-07-19,中国通号披露股票发行情况 发18亿股净募集103.54亿,TechWeb
1195,2019-07-19,科创板动态 | 科创板7月22日正式开市，首批25家公司打新火热，平均中签率为0.06%,财经网
1196,2019-07-19,科创板首发25股上市在即！哪只会涨最猛？哪些是游资最爱？,券商中国
1197,2019-07-19,25家科创板公司即将上市 科创对标板块全线大涨,中投网
1198,2019-07-19,25家企业下周一首秀科创板,长沙晚报
1199,2019-07-19,科创板上市在即，哪家机构是“打新王”？,中国经济网
1200,2019-07-19,科创板开市在即：首批业绩整体向好 投资者要掌握这些,中国经济网
1201,2019-07-19,科创板｜容百科技等13家公司共发行22.25亿股 净募集超过210亿元,TechWeb
1202,2019-07-19,开市在即，科创板首批公司上半年业绩曝光，估值还贵么？,飞说财经
1203,2019-07-19,科创板倒计时首批公司走势大猜想,投资快报
1204,2019-07-19,【IPO追踪】中国通号(03969-HK)已完成A股发行,财华社
1205,2019-07-19,中国通号(03969)A股将于7月22日在科创板上市,智通财经
1206,2019-07-19,首批25家科创板企业3家“沾”轨道交通 均来自北京,证券日报
1207,2019-07-19,微芯生物获准注册 研发支出资本化引热议,新浪
1208,2019-07-18,科创板倒计时1个交易日 首批上市个股梳理,第一财经
1209,2019-07-18,微芯生物终获注册，这项指标或是关键！Ａ股公司中，去年有8家企业的指标达到100%！,e公司
1210,2019-07-18,科创板中国通号：上半年净利同比预增约6.3%-14.8%,第一财经
1211,2019-07-18,科创板中国通号：7月22日上市，上半年归母净利预增约6.3%-14.8%,Wind
1212,2019-07-18,科创板鸣锣倒计时！25家公司成色几何？看这里 弄懂所有交易规则,金融投资报
1213,2019-07-18,私募超规模申购科创板内情：打新机构的侥幸与承销商的失责,和讯
1214,2019-07-18,科创板开市在即！大盘向左还是向右？注意，增量资金已经来了！,e公司
1215,2019-07-18,【西南机械 科创系列】中国通号：轨交控制系统龙头，稳健发展,MvLeonardo
1216,2019-07-18,科创板“巨无霸”中国通号即将上市 多家券商给出6元以上股价估值上限,中证网
1217,2019-07-18,安信策略陈果：科创板询价结果背后的六大看点,金融界
1218,2019-07-18,【机械行业】深度报告：科创板专题梳理：高端装备扬帆起航,格隆汇
1219,2019-07-18,国资委力挺科创板 15家央企国企旗下科创公司积极赶考,上证报
1220,2019-07-18,科创板开市倒计时4天！一文看懂科创板受理148家企业,中信建投证券研究
1221,2019-07-18,私募超规模申购科创板内情：打新机构的侥幸与承销商的失责,21世纪经济报道
1222,2019-07-17,险资围猎科创板 逾35家险企获配11亿元,21世纪经济报道
1223,2019-07-17,1600只基金盛宴！公募打新科创板成绩曝光：3只产品25家“全中” 15家公司获配市值超3亿,中国基金报
1224,2019-07-17,首批25家科创板企业发行工作陆续推进 新的中签结果不断出炉,券商中国
1225,2019-07-17,A类法人科创板获配数量占网下总发行量近6成,中证报
1226,2019-07-17,科创板首批挂牌企业中报预喜率超八成 中国通号预盈22.8亿居首,长江商报
1227,2019-07-17,近九成科创板星宿股报喜中微公司成中报预增王,北京商报
1228,2019-07-16,监管层吹风！鼓励央企上科创板14家都是“类中国通号”巨无霸？,金融界
1229,2019-07-16,继中国通号之后 中国电器等14家企业正申报科创板上市,经济观察网
1230,2019-07-16,国资委回一财提问：中国电器等14家央企将申报科创板上市,第一财经
1231,2019-07-16,科创板即将鸣锣开市，证监会：多方面做好科创板上市交易安排,企业成长智库
1232,2019-07-16,极具争议！超级巨无霸多项第一还能冲进去吗？|价值掘金系列,搜狐
1233,2019-07-16,中国通号：上半年净利润同比预增6.3%-14.8%,Wind
1234,2019-07-16,港股异动︱A股科创板发行有效申购倍数逾665倍 中国通号(03969)反弹近5%,智通财经
1235,2019-07-16,回归资本市场建设初心 科创板“时刻”即将到来,新浪
1236,2019-07-15,中国通号:网上弃购量37.98万股 网上弃购金额222万元,新浪
1237,2019-07-15,科创板开市在即：310万人打新 中签率超A股整体水平,新京报
1238,2019-07-15,最高法“科创板17条”引热议 共同保障科创板公司质量,中国发展网
1239,2019-07-15,科创板开市倒计时 交易前须明白这三点,第一财经
1240,2019-07-15,挂牌倒计时 聚焦科创板五大“谜点”,证券日报
1241,2019-07-15,逾八成科创板星宿股超募,北京商报
1242,2019-07-14,大数据看25只科创板新股：平均市盈率超50倍，中签率直追主板！打新人数已超310万，接近饱和？,证券时报网
1243,2019-07-14,科创板报价揭秘：有机构溢价1.7倍 泓澄多次给最低价,第一财经
1244,2019-07-14,有私募涉嫌违规多只产品顶格申购科创板，证券业协会已在核查相关情况,中证报
1245,2019-07-13,28家券商斥资2.6亿元 获配中国通号4485万股,证券日报
1246,2019-07-12,中国通号：轨交控制系统龙头企业 科创版A+H第一股,东莞证券
1247,2019-07-12,倒计时10天！科创板首批上市25家企业“大阅兵” 北上广三地占据半壁江山,华夏时报
1248,2019-07-12,信息科技：资金估值再盘点 荐25股,太平洋证券
1249,2019-07-12,科创板定价盘点 中国通号：市盈率18.18倍 超募0.3亿,新浪
1250,2019-07-12,科创板网上打新人数突破300万户,北青网
1251,2019-07-12,中国通号配售结果出炉 中国人寿、华夏基金等现身战略配售名单,资本邦
1252,2019-07-12,27家险企密集参与科创板打新 国寿与新华共获配中国通号2亿元,证券日报
1253,2019-07-12,看科创板首批25股“八宗最”：谁最贵？谁最赚钱？谁募资最高,腾讯网
1254,2019-07-11,科创板最高市盈率来了：318.72倍只能排第二,国际金融报
1255,2019-07-11,中国通号网下初步配售结果出炉 A类投资者配售比例达0.77%,e公司
1256,2019-07-11,科创板中国通号：中签结果出炉，中签号码共有75.6万个,Wind
1257,2019-07-11,科创板现打新高峰 9家企业背后华丽资本阵容曝光,每日经济新闻
1258,2019-07-11,一二级价差缩小，科创板新股只涨不跌概率下降,第一财经
1259,2019-07-11,科创板首批上市日期确定 新股会破发吗 连续下跌,红周刊
1260,2019-07-11,中国通号中签率超科创板均值3倍 顶格申购必中一签,新京报
1261,2019-07-11,全员参与打新！ 中国通号吸引309万户投资者,华夏时报
1262,2019-07-11,一天9只科创板新股发行！市盈率普遍高于同行，11日将有5只来袭,资本邦
1263,2019-07-11,券商资管参与科创板IPO战略配售 8只产品“打头阵”共计获配超7亿元,证券日报
1264,2019-07-11,科创板网上申购近310万户，中国通号中签率高达0.225%,全景网
1265,2019-07-11,中国通号(688009.SH)网上发行最终中签率0.2254%,格隆汇
1266,2019-07-11,史上最强申购揭晓！300万户疯抢9家科创板股票，最高中签率0.225%,中证报
1267,2019-07-11,科创板迎最强打新日：申购户数突破300万，最高中签率诞生,澎湃新闻
1268,2019-07-11,【财华社讯】中国通号(03969-HK)公布科创版招股申购及中签率,财华社
1269,2019-07-11,保障科创板公司质量 “守门人”要把好入口关,经济日报
1270,2019-07-11,0.225% 中国通号中签率创新高,中证网
1271,2019-07-11,0.225%，中国通号中签率出炉！超309万人参与打新，前14只科创板新股平均中签率0.0664%,e公司
1272,2019-07-11,"重磅出炉！科创板第一只""顶格申购,100%中签""新股",全景网
1273,2019-07-10,309万！科创板网上打新者创新高，9只新股中签率挨个数，中国通号平均4人可中1签,证券时报网
1274,2019-07-10,科创板中国通号、乐鑫科技公布中签率,每经网
1275,2019-07-10,科创板中国通号：网上发行中签率为0.2253%,e公司
1276,2019-07-10,机械设备行业周报（20190708-20190714）：机械板块科创板首批新股发行总结【华创机械李佳团队】,华创机械
1277,2019-07-10,市盈率高低有别，估值相差最大超9倍，科创板新股发行凸显市场化特性,红周刊
1278,2019-07-10,每日科创板之710：光峰科技新光光电等今日申购 财富趋势已受理,TechWeb
1279,2019-07-10,科创板九股齐发，高市盈率不减投资热情,中金在线
1280,2019-07-10,科创板｜中国通号今日申购 拟发行18亿股融资105亿元,TechWeb
1281,2019-07-10,今日科创板9只新股，某只中签率有望达100%,天风证券
1282,2019-07-10,9只科创板新股同日发行，对标股都有哪些？（附名单）,证券时报网
1283,2019-07-10,9只科创新股今天申购，这三大要点请查收,德邦证券微资讯
1284,2019-07-10,【新股提示】上交所最强打新潮来袭！9只科创板新股今日申购,Wind
1285,2019-07-10,9只科创板新股 市盈率最高逾百倍,北青网
1286,2019-07-10,9股申购 科创板打新黄金日来袭,北京商报网
1287,2019-07-09,就在明天！9只科创板新股同步申购，周四、周五还有11家，打新要点一览,证券时报网
1288,2019-07-09,公募战略配售科创板首单出炉：两只基金获配中国通号,澎湃新闻
1289,2019-07-09,9只新股，明天迎来打新盛宴！最大的“肉签”应该就是它了,每日经济新闻
1290,2019-07-09,科创板募资王中国通号申购指南：顶格申购需配市值252万元,澎湃新闻
1291,2019-07-09,市盈率18.18倍！科创板首家央企中国通号明天火爆打新 华夏博时两基金首获战略配售,华夏时报
