,2021-12-31,全球新冠“疫苗+特效药”拼图完成：国产疫苗2021年供应近50亿剂,Wind
2310,2018-08-16,联合评级医药:民生大计安全为王 国内疫苗公司扫描,新浪
2311,2018-08-13,【异动股】医药板块集体拉升 康泰生物(300601-CN)盘中涨停,财华社
2312,2018-08-13,午后生物疫苗板块走强 康泰生物再度涨停,金融界
2313,2018-08-13,生物科技板块午后发力，康泰生物两连板,Wind
2314,2018-08-13,快讯：禽流感概念股集体异动拉升 康泰生物涨停,新浪
2315,2018-08-11,行情不好，这72只股三季度以来股价竟创新高！,Wind
2316,2018-08-10,【解盘论市】波澜不惊，震荡格局之下应当如何操作？,Wind
2317,2018-08-10,龙虎榜：市场走向关乎机构热情 众多游资追逐这一股,巨丰财经
2318,2018-08-10,康泰生物龙虎榜数据（8月10日）,Wind
2319,2018-08-10,涨停板解密：医药股重启火爆上涨！（8月10日）,Wind
2320,2018-08-10,巨丰午评：地产医药轮番反弹,巨丰财经
2321,2018-08-09,康泰生物：与其他疫苗企业没有股权关系和业务往来,Wind
2322,2018-08-09,征战龙虎榜：反弹“一日游”多股遭机构抛售,金融投资报
2323,2018-08-08,8月8日A股龙虎榜揭秘，机构最青睐2股,Wind
2324,2018-08-08,龙虎榜：机构热情开始减退 行业复苏下一股受热捧,巨丰财经
2325,2018-08-08,跌停板解密：三大板块个股纷纷重挫！（8月8日）,Wind
2326,2018-08-08,机构席位卖出众应互联通源石油，买入康泰生物,Wind
2327,2018-08-08,康泰生物今日跌停 厦门游资系抛售主力,e公司
2328,2018-08-08,指数反复磨底仍需耐心观察 一类股大跌后机会显现,证券之星
2329,2018-08-08,康泰生物：公司四联苗可填补部分百白破疫苗市场空缺,Wind
2330,2018-08-08,生物疫苗股持续重挫 ST长生17个跌停康泰生物触及跌停 连续下跌,腾讯网
2331,2018-08-08,康泰生物盘中再遭闪崩触及跌停,Wind
2332,2018-08-07,快讯：康泰生物竞价大幅低开超6% 一度逼近跌停,新浪
2333,2018-08-07,减仓应对踩雷，基金寻找优质错杀股,中证报
2334,2018-08-06,8月6日A股龙虎榜揭秘，机构最青睐6股,Wind
2335,2018-08-06,龙虎榜：机构买卖热情不高 一股逆势中连续涨停,巨丰财经
2336,2018-08-06,【关注】康泰生物董事会7变5！杜伟民身家已蒸发116亿元！,药智网
2337,2018-08-06,8月6日上市公司晚间公告速递,新浪
2338,2018-08-06,康泰生物闪崩跌停，一机构席位买入659万元,Wind
2339,2018-08-06,康泰生物：董事会换届与其他公司无关,e公司
2340,2018-08-06,两名董事退任与ST长生有关？ 康泰生物称正常换届,中国网
2341,2018-08-06,康泰生物：国家、地方药品质量管理部门检查结果有待公布,Wind
2342,2018-08-06,董秘解码：亿纬锂能电子雾化器的市场份额是排名前茅,巨丰财经
2343,2018-08-06,康泰生物：公司宫颈癌疫苗处于临床前研究阶段,Wind
2344,2018-08-06,康泰生物：设立副董事长可协助董事长履行职务,Wind
2345,2018-08-06,“7改5”！康泰生物董事会为何这样换届？,e公司
2346,2018-08-06,康泰生物杜伟民发家轨迹：出身农民家庭到身家百亿,投资者报
2347,2018-08-06,康泰生物股价跌停 报41.41元,腾讯网
2348,2018-08-06,康泰生物盘中跳水跌停，成交额近3亿元,Wind
2349,2018-08-06,快讯：康泰生物董事会离奇改选 竞价大幅低开超6%,新浪
2350,2018-08-06,医药板块整体低迷，康泰生物、美年健康领跌,Wind
2351,2018-08-06,康泰生物：狂犬疫苗预计明年上市 设计产能100-150万,新浪
2352,2018-08-06,康泰生物：公司狂犬疫苗预计明年上市,Wind
2353,2018-08-05,康泰生物：拟增设副董事长职位,Wind
2354,2018-08-05,康泰生物：拟增设副董事长职位,e公司
2355,2018-08-02,龙虎榜：首届中国进口博览会即将开幕 一股应势而涨,巨丰财经
2356,2018-08-02,8月2日A股龙虎榜揭秘，机构抢筹3股,Wind
2357,2018-08-02,多空混战西部基建板块，慈文传媒遭抛售,Wind
2358,2018-08-02,疫苗股集体反弹 康泰生物涨8%领涨,e公司
2359,2018-08-02,康泰生物大幅反弹 逆市涨逾6%,e公司
2360,2018-08-02,康泰生物：公司四联疫苗含有百白破疫苗，能做有效补充,Wind
2361,2018-08-02,康泰生物逆势拉涨，现涨7%,Wind
2362,2018-08-02,七月衰基金之一：鹏华基金旗下六只权益产品跌超5%,中国经济网
2363,2018-08-01,康泰生物：3.56亿元可转债8月7日起可转换为公司股份,e公司
2364,2018-08-01,康泰生物：公司生产一切正常，飞行检查结果有待发布,Wind
2365,2018-08-01,康泰生物：公司生产一切正常 飞行检查结果有待发布,e公司
2366,2018-07-31,7月31日有41家公司获重要股东增减持 爱司凯已被连续减持58次,Wind
2367,2018-07-31,董秘解码：云南白药对部分核心产品进行提价以提升渠道利润,巨丰财经
2368,2018-07-31,康泰生物推迟半年报披露时间 称相关编制工作晚于预期,中国网
2369,2018-07-31,康泰生物：推迟半年报披露系因时间紧张，公司经营正常,Wind
2370,2018-07-31,康泰生物：推迟半年报披露系因时间紧张 公司经营正常,e公司
2371,2018-07-31,康泰生物：预计13价肺炎将于明年申报生产批文,e公司
2372,2018-07-31,康泰生物：HPV疫苗处于临床前研究阶段,Wind
2373,2018-07-31,康泰生物预计13价肺炎疫苗将于明年申报，2020年投产,Wind
2374,2018-07-31,康泰生物：光明生产研发基地正在进行相关认证，预计明年投产,Wind
2375,2018-07-30,康泰生物：延期披露半年报，由8月4日调整为8月29日,Wind
2376,2018-07-30,康泰生物：延期披露2018年半年度报告 调整为8月29日,腾讯网
2377,2018-07-30,康泰生物：半年报披露时间延期至8月29日,e公司
2378,2018-07-30,医药板块“半月惊魂”！股民惨遭“闷杀”后该怎么办？,华创证券订阅号
2379,2018-07-30,多家机构评级买入 基金增持股（7月30日）,巨丰财经
2380,2018-07-30,11家药企营收利润增长强劲 上榜福布斯亚洲中小上市企业榜,制药网
2381,2018-07-29,超百家公司中报将登场！15股预增超150% (附名单),中财网
2382,2018-07-29,超百家公司中报下周登场，康泰生物在列,Wind
2383,2018-07-29,康泰生物：公司生产的疫苗无质量问题,Wind
2384,2018-07-29,基金中报完毕 那些增仓超过10亿元的票,巨丰财经
2385,2018-07-27,董秘解码：嘉欣丝绸称花木城项目计提大额减值准备属偶发,巨丰财经
2386,2018-07-27,康泰生物继续下挫 周三开板买入资金全线被套,e公司
2387,2018-07-27,康泰生物：已建成肺炎结合疫苗车间,Wind
2388,2018-07-26,生物医药板块行情 明显分化,羊城晚报
2389,2018-07-26,康泰生物：公司新产品丰富 上市后对业绩影响正面,e公司
2390,2018-07-25,融通基金下调康泰生物估值，排名前十的医疗主题基金能否再续辉煌,国际金融报
2391,2018-07-25,“疫苗之王”可能要退市？有人欢喜有人忧 还有人竟要大笔抄底,第一财经
2392,2018-07-25,康泰生物：每年例行接受5-10次飞行检查 均符合GMP规定,e公司
2393,2018-07-25,7月25日A股龙虎榜揭秘，机构净卖出6股,Wind
2394,2018-07-25,龙虎榜：机构今日买入这2股 卖出康泰生物逾3亿元,第一财经
2395,2018-07-25,康泰生物：公司正常生产经营，现等待国家统一安排飞行检查,Wind
2396,2018-07-25,今日股市牛熊股盘点：PPP概念活跃不减 成都路桥强势五连板,山东神光
2397,2018-07-25,康泰生物龙虎榜数据（7月25日）,Wind
2398,2018-07-25,机构继续博弈医药股，游资力挺康泰生物,Wind
2399,2018-07-25,康泰生物逼近跌停 回应：公司正常 质量稳定可靠,财经网
2400,2018-07-25,医药股仍具长期投资价值 4股或重塑市场格局,中财网
2401,2018-07-25,康泰生物：公司产品质量稳定可靠，是中国疫苗质量的标杆之一,Wind
2402,2018-07-25,康泰生物：公司一切正常 质量稳定可靠,e公司
2403,2018-07-25,[看好评级]医药行业周报：把握业绩主线 精选符合行业发展趋势个股,中财网
2404,2018-07-25,康泰生物实控人拟增持股份 成交金额超24亿,网易
2405,2018-07-25,"康泰生物私有化之路复盘：如何被杜伟民""据为己有""",新浪
2406,2018-07-25,康泰生物打开跌停 盘前成交8.3亿元,e公司
2407,2018-07-25,康泰生物：实控人拟增持股份 金额不低于6000万元,中国网
2408,2018-07-25,康泰生物打开跌停 控股股东计划增持股份,腾讯网
2409,2018-07-25,康泰生物打开跌停板，控股股东拟增持不低于6000万元,Wind
2410,2018-07-25,康泰生物两吃跌停 董事长急了：拟不低于6000万增持,搜狐
2411,2018-07-25,康泰生物：控股股东杜伟民发布股票增持计划,股城网
2412,2018-07-25,"长生生物被ST,还有21个跌停在等待,疫苗股走势分化,港资逆向“抄底”医药板块",恒泰头派账户
2413,2018-07-25,疫苗黑天鹅实为市场机会 医药股是“打不死的小强”？,凤凰网
2414,2018-07-25,早间公告：康泰生物控股股东拟增持不低于6000万元公司股份,Wind
2415,2018-07-25,康泰生物：控股股东拟12个月内增持不低于6千万元公司股份,腾讯网
2416,2018-07-25,康泰生物：实控人杜伟民计划不低于6000万元增持股份,e公司
2417,2018-07-25,康泰生物：控股股东拟增持不低于6000万元公司股份,Wind
2418,2018-07-25,机构跌停板“出逃”康泰生物,金融界
2419,2018-07-25,龙虎榜 | 大盘小幅回落 医药股再遭抛售,金融界
2420,2018-07-25,三大疫苗企业预计中报业绩狂增3倍 狂犬病疫苗市场格局将重塑,证券日报
2421,2018-07-24,疫苗股估值持续被下调 长生生物被“砍”至3.96元,每日经济新闻
2422,2018-07-24,康泰生物打开跌停 低开9.51%,中国基金报
2423,2018-07-24,疫苗事件后资本市场众生相：药企撇关系、港资忙抄底、机构仍荐股,搜狐
2424,2018-07-24,躲不过的“地雷阵”！高位脱身长生生物，这只基金仍然踩雷康泰,每日经济新闻
2425,2018-07-24,大成基金：将康泰生物估值价格调整为46.94元,Wind
2426,2018-07-24,A股“疫苗风暴”逐渐平息 医药股火速撇清关系,金融界
2427,2018-07-24,7月24日A股龙虎榜揭秘，机构最青睐10股,Wind
2428,2018-07-24,跌停板解密：2只疫苗股继续封住跌停（7月24日）,Wind
2429,2018-07-24,四机构席位卖出康泰生物2927万元,证券时报网
2430,2018-07-24,机构博弈医药股，长生生物获小幅买入,Wind
2431,2018-07-24,医药生物行业点评：2018Q2公募基金医药持仓比重和集中度提升,中财网
2432,2018-07-24,智飞生物被巨资撬开跌停，“错杀”医药股获机构青睐 抢筹大战上演！,每日经济新闻
2433,2018-07-24,长生生物造假基金狂砍估值惨烈 疫苗股股权质押风险火烧连营,21世纪经济报道
2434,2018-07-24,疫苗股惨烈跌停潮！竟有机构逆市买入,中国基金报
2435,2018-07-24,医药公司争相撇清与疫苗事件的关系 股票走势现分化,金融界
2436,2018-07-24,康泰生物两吃跌停 本月初中泰证券西南证券高呼买入,中国经济网
2437,2018-07-24,生物疫苗板块探底反攻，千山药机、银河生物相继涨停,Wind
2438,2018-07-24,【个股异动】智飞生物逾10亿资金撬开跌停板 长生生物仍跌停,每日经济新闻
2439,2018-07-24,疫苗造假风波持续发酵 康泰转债不到两日跌超30%,网易
2440,2018-07-24,长生生物7跌停，康泰生物等四大疫苗股再遭重创,搜狐
2441,2018-07-24,【异动股】疫苗概念股持续重挫 康泰生物(300601-CN)等多股跌停,财华社
2442,2018-07-24,生物疫苗板块继续走弱 康泰生物等4股跌停,金融界
2443,2018-07-24,医药股开盘延续跌势，长生生物连续7日跌停,Wind
2444,2018-07-24,基金2Q持仓分析(医疗保健行业)：持仓比例环比上升 聚焦低估值和业绩确定性,中财网
2445,2018-07-24,受“疫苗门”牵连 康泰生物股票连续三个交易日跌停,中国网
2446,2018-07-24,康泰生物：销售人均年费用400万，每天潇洒1万多,阿尔法工场
2447,2018-07-24,5家基金连夜下调康泰生物估值！公募持有市值缩水3成,Wind
2448,2018-07-24,5家基金连夜下调康泰生物估值！公募持有市值缩水3成,中证报
2449,2018-07-24,整个医药板块出现大幅下跌,南都报
2450,2018-07-24,医药板块遭重创多家药企撇清疫苗关联,证券时报
2451,2018-07-24,生物医药板块23日蒸发500亿 98只个股跌幅超过3%,北青网
2452,2018-07-24,长生生物市值蒸发112亿 长生生物:影响尚存不确定性,新浪
2453,2018-07-24,A股大逃“疫” 生物医药板块市值蒸发近400亿,证券时报
2454,2018-07-24,疫苗“诞生”链： 轻研发重销售下的信任困境,21世纪经济报道
2455,2018-07-24,多部门立案调查长生生物 机构忙“排雷”,中证报
2456,2018-07-24,疫苗股拖累医药板块 港资却抄底康泰生物4600万元,每日经济新闻
2457,2018-07-23,疫苗事件持续发酵，多家基金公司下调康泰生物估值,第一财经
2458,2018-07-23,基金密集下调疫苗概念股估值：康泰生物最大降幅为3个跌停板,澎湃新闻
2459,2018-07-23,疫苗风波杀伤力有多大？今天有人巨亏26%,每日经济新闻
2460,2018-07-23,疫苗股惨跌！细数A股史上的黑天鹅时刻,金融界
2461,2018-07-23,康泰生物回应股价暴跌：公司产品质量稳定，经营有序,澎湃新闻
2462,2018-07-23,中银基金：下调康泰生物的估值至42.25元/股 相当于三个跌停,e公司
2463,2018-07-23,中欧基金：对旗下证券投资基金持有的“康泰生物”按照42.25元/股进行估值,Wind
2464,2018-07-23,多家基金下调疫苗股估值 康泰生物最低调至42.25元,金融界
2465,2018-07-23,康泰生物：《疫苗之王》文章多处不实，公司与其他疫苗企业没有股权关系,Wind
2466,2018-07-23,康泰生物：公司产品质量稳定 一切正常,e公司
2467,2018-07-23,受疫苗事件影响康泰生物跌停 康泰生物经营数据统计分析（图）,中金在线
2468,2018-07-23,疫苗事件发酵上市公司急撇清 基金经理“站台”言论引争议,第一财经
2469,2018-07-23,富国基金下调康泰生物、智飞生物、长春高新估值,e公司
2470,2018-07-23,富国基金下调康泰生物、智飞生物、长春高新估值,Wind
2471,2018-07-23,“问题疫苗”事件持续发酵 机构上演大逃“疫”,每日经济新闻
2472,2018-07-23,融通基金：调整康泰生物估值至46.95元/股 相对今日收盘价两跌停,e公司
2473,2018-07-23,融通领先下调持有的康泰生物估值至46.95元/股,Wind
2474,2018-07-23,康泰生物龙虎榜数据（7月23日）,Wind资讯
2475,2018-07-23,医药周论||还有哪些基本面不错的底部标的？（18.07.09-18.07.15）||【太平洋医药】,医药佐料
2476,2018-07-23,军工板块出现涨停潮 实体中阳助指数企稳补涨,证券之星
2477,2018-07-23,[中性评级]深度*行业*医药行业周报：MAH生产流通环节权责细化 全面推行在即,中财网
2478,2018-07-23,康泰生物跌停：公告称与长生生物无业务往来,网易
2479,2018-07-23,午评：金融军工联袂上攻 剑指3000还是昙花一现,中金在线
2480,2018-07-23,长生生物临时停牌 已连续5个交易日跌停,观察者网
2481,2018-07-23,疫苗or金融？不要试图开辟新战场坚守主线不动摇,巨丰财经
2482,2018-07-23,巨丰午评：金融军工联袂上攻,巨丰财经
2483,2018-07-23,医药板块领跌A股：长生生物停牌，康泰生物等跌停,金融界
2484,2018-07-23,A股疫苗企业尴尬现实：低调的研发投入，超高销售费用,证券时报网
2485,2018-07-23,康泰生物遭24亿砸盘 富国、中欧基金扎堆持股损失4亿,新浪
2486,2018-07-23,[互动]康泰生物：以严格的监督控制保障疫苗产品的安全有效,全景网
2487,2018-07-23,"""疫苗事件""重挫生物医药板块 多只股开盘跌停",腾讯网
2488,2018-07-23,开评：疫苗板块重挫 康泰生物智飞生物等跌停开盘,e公司
2489,2018-07-23,大参考：第三批混改试点企业名单将公布 关注地方国企,巨丰财经
2490,2018-07-23,国务院对疫苗事件派出调查组！长生生物市值蒸发近百亿，对医药股影响几何？,恒泰头派账户
2491,2018-07-23,A股疫苗企业尴尬现实：华丽的净利率，低调的研发投入，超高的销售费用,证券时报网
2492,2018-07-23,自媒体文章牵出康泰生物，董秘：疫苗从未有质量问题,每日经济新闻
2493,2018-07-23,长生生物百白破生产车间停产 水痘疫苗仍在销售,中证网
2494,2018-07-23,底部越“磨”越高，个股分化愈演愈烈,中证报
2495,2018-07-22,康泰生物董秘：这么多年疫苗从来没有过质量问题,Wind
2496,2018-07-22,董秘：“这么多年来，康泰生物的疫苗从来没有过质量问题”,每日经济新闻
2497,2018-07-22,晚间重要公告2018年7月22日星期日,Wind
2498,2018-07-22,康泰生物：与其他疫苗企业没有股权关系和业务往来,中证网
2499,2018-07-22,长生生物二次致歉 康泰生物称与事件无关,证券时报
2500,2018-07-22,西南证券朱国广：康泰生物是疫苗行业恒瑞医药,新浪
2501,2018-07-22,长生生物连答深交所四大质疑：称感到十分自责愧疚,和讯
2502,2018-07-22,长生生物、康泰生物回应疫苗事件,每经网
2503,2018-07-22,康泰生物回应《疫苗之王》文章：有多处不实,新浪
2504,2018-07-22,康泰生物：公司与长生生物没有业务关联,每经网
2505,2018-07-22,康泰生物：《疫苗之王》报道不实，公司产品质量稳定,Wind
2506,2018-07-22,康泰生物回应《疫苗之王》报道：报道不实 目前产品质量稳定,e公司
2507,2018-07-22,剖开长生生物业绩飙升表象 除了为啥涨价还有两个问题要问,每日经济新闻
2508,2018-07-22,“药明系”康泰生物被卷入疫苗舆论漩涡 投资人通和毓承浮出水面,第一财经
2509,2018-07-21,康泰生物董秘苗向：网传不实 与长生生物无业务关联,证券时报
2510,2018-07-21,基金二季报持股：700只基金重仓茅台 银行被大幅减持,新浪
2511,2018-07-20,医药行业黑天鹅频出 估值偏高下医药股还具投资价值?,第一财经日报
2512,2018-07-19,【解盘论市】A股周四又诡异下挫了，这跌跌不止究竟几时才方休？,Wind
2513,2018-07-18,7月以来这些股创出历史新高:挖掘盈利改善明显成长股,中国基金报
2514,2018-07-17,[领先大市-B评级]医药行业周报：中报业绩陆续发布 建议重点关注中报业绩优异个股,中财网
2515,2018-07-17,长生生物“疫苗门”背后：研发投入吝啬，一年累计投百亿理财,斑马消费
2516,2018-07-17,医药生物行业周报:震荡行情坚守绩优股,华安证券
2517,2018-07-16,长生生物爆雷，疫苗股投资逻辑受考验,Wind
2518,2018-07-16,"康泰生物股票行情:业绩略超预期,四联苗销量实现大幅增长",中泰证券
2519,2018-07-15,医药周论||还有哪些基本面不错的底部标的？（18.07.09-18.07.15）||【太平洋医药】,医药佐料
2520,2018-07-15,康泰生物：实控人减持35.9万张可转债,中证网
2521,2018-07-12,疫苗板块上半年涨幅第一，惊艳背后行业触底回升叠加重磅品种放量,Wind
2522,2018-07-10,[推荐评级]医药生物行业2018年中报业绩前瞻：重点覆盖公司中报业绩前瞻：关注2季度增速加快个股,中财网
2523,2018-07-10,"医药行业周报:《我不是药神》引热议,持续看好创新药板块",西南证券
2524,2018-07-06,主力资金流入这些业绩暴增股 2股获机构大手笔买入,证券之星
2525,2018-07-06,持续下跌行情中多股被机构频繁调研 3股最受资金青睐,证券时报
2526,2018-07-06,持续下跌中机构调研这些股 明星私募调研动向一览,证券时报网
2527,2018-07-04,7月4日早间行业热点聚焦,中证网
2528,2018-07-03,[增持-A评级]康泰生物(300601)：四联苗持续放量 半年度业绩超预期,中财网
2529,2018-07-03,[买入评级]康泰生物(300601)：业绩略超预期 四联苗销量实现大幅增长,中财网
2530,2018-07-03,东北证券：康泰生物买入评级,顶尖财经网
2531,2018-07-03,中报行情成大跌中一抹亮色 8股高增长且低估,证券时报
2532,2018-07-03,机构、股东、高管争相买入这些业绩暴增股,证券时报
2533,2018-07-03,2018年7月医药行业投资策略：目前 对医药可以更乐观点,中财网
2534,2018-07-03,[看好评级]医药生物行业周报：关注主营业务带来的中报业绩成长性,中财网
2535,2018-07-03,25股获券商买入评级，跨境通目标涨幅达93.04%,Wind
2536,2018-07-03,【太平洋证券 今日早读】策略：估值底与政策底已现，市场或迎全面反弹|神马股份、康泰生物、北陆药业等公司点评（20180703）,太平洋证券研究
2537,2018-07-03,【医药|杜佐远团队太平洋证券】康泰生物(300601)：业绩超预期，再次上调盈利预测与估值,太平洋证券研究
2538,2018-07-03,182只中报预喜股逆市逞强 4只个股有望再接再厉,证券日报
2539,2018-07-03,中报预喜股逆市逞强 8只白马股业绩预告公布日齐涨,证券日报
2540,2018-07-02,7月2日午间行业热点聚焦,中证网
2541,2018-07-02,医药行业：把握行业新秩序下的龙头新趋势,金融界
2542,2018-07-02,康泰生物：业绩超市场预期 爆发增长态势将贯穿全年,西南证券
2543,2018-07-02,西南医药:康泰生物、智飞生物中报3倍增长 超市场预期,金融界
2544,2018-07-02,金股预测早间版：8股有望开启估值修复,巨丰财经
2545,2018-07-02,盘前必读公告：这些股不容错过！,巨丰财经
2546,2018-07-02,医药行业周报:把握医药中报行情带来的超额收益,西南证券
2547,2018-07-01,康泰生物：半年报净利预增约3倍 四联疫苗销量大增,e公司
2548,2018-07-01,晚间重要公告2018年7月1日星期日,Wind
2549,2018-07-01,康泰生物预计半年度净利2.68亿元-2.89亿元 同比增长280%-310%,中证网
2550,2018-07-01,康泰生物：半年报净利润预增280%-310%,金融界
2551,2018-07-01,康泰生物：上半年预计盈利同比增长280%-310%,Wind
2552,2018-06-30,上半年十大牛股起步涨幅超90% 强势股三大特征凸显,证券日报
2553,2018-06-28,[看好评级]医药行业2018年中期投资策略：医药一枝独秀上半年全面牛 短暂调整后下半年看结构牛行情,中财网
2554,2018-06-26,[强于大市评级]医药行业周报：医药调整进入尾声 板块估值吸引力初现,中财网
2555,2018-06-24,股价回调恰逢其时 医药行业逻辑未变,巨丰财经
2556,2018-06-22,医药行业周报：医药指数调整 择机布局高景气度子行业,中财网
2557,2018-06-21,疫苗巨头为何想“杀掉快下蛋的鸡”?董事长回应，71亿隐秘野心曝光,21财闻汇
2558,2018-06-17,开板后拒绝调整，股价继续向上，这些次新股为什么这么牛？,证券时报
2559,2018-06-15,上半年105家生物医药公司被光顾 367家机构调研华东医药,证券日报
2560,2018-06-14,医药行业策略报告：第二家尚未盈利生物医药公司华领医药申请港股IPO,中财网
2561,2018-06-13,"生物制品行业周报:把握业绩主线,精选优质个股",渤海证券
2562,2018-06-11,快讯：大消费概念遭重挫 康泰生物跌逾9%,新浪
2563,2018-06-11,快讯：大消费板块集体下挫 康泰生物跌近7%,网易
2564,2018-06-11,"医药行业周报(6.4-6.10):医药指数波动,不改变医药牛市趋势",西南证券
2565,2018-06-08,"医药生物行业周报:政策加码,重视创新药、医疗器械与消费升级",中证网
2566,2018-06-07,"康泰生物:2017年完美表现,2018年有望继续高飞",正点财经
2567,2018-06-06,买汽车弃医药 大股东开始“转向”——5月大股东增减持简析,红周刊
2568,2018-06-06,康泰生物年报推10转2.9派1.9元 股权登记6月12日,金融界
2569,2018-06-05,四联疫苗销量爆发 康泰生物销售费用急升,时代周报
2570,2018-06-04,康泰生物：四联苗快速放量 重磅疫苗陆续上市,东北证券
2571,2018-06-04,深度*行业*医药行业周报：短期规避系统性风险 中长期不改行业上涨逻辑,中财网
2572,2018-06-04,[强于大市评级]医药行业周报：医药指数波动 不改2018年医药牛市,中财网
2573,2018-05-31,5月31日有58家公司获重要股东增减持 中来股份已被连续减持48次,Wind
2574,2018-05-31,券商首次关注3股并给予买入评级（5月31日）,Wind
2575,2018-05-31,22股获券商买入评级 通威股份目标涨幅达52.88%,Wind
2576,2018-05-29,全球首创乙肝治疗生物新药获批5只机构扎堆推荐股迎上涨机遇,顶尖财经网
2577,2018-05-29,"医药生物行业周报:持续看好医药板块,重点关注细分行业",山西证券
2578,2018-05-29,"医药生物行业:关注创新、优质仿制药,布局医药商业",华安证券
2579,2018-05-28,康泰生物：公司13价肺炎疫苗预计今年年底揭盲,Wind
2580,2018-05-28,[强于大市评级]医药行业周报：看好医药板块 持续推荐疫苗板块及蓝帆医疗,中财网
2581,2018-05-28,每日热点题材：投资机会都在这里！,巨丰财经
2582,2018-05-24,[看好评级]生物制品行业周报：新规发布强化药品审评审批保密制度,中财网
2583,2018-05-22,5月22日午间行业热点聚焦,中证网
2584,2018-05-22,医药股卷土重来，誉衡药业盘初涨停,Wind
2585,2018-05-22,"医药行业周报:持续看好医药板块,推荐疫苗板块及蓝帆医疗",西南证券
2586,2018-05-21,"医药生物行业事件点评报告-2017年&2018年Q1医药财报分析:靓丽业绩开端,中长期更值得期待",国海证券
2587,2018-05-21,医疗保健：长期持续看好 荐6股,山西证券
2588,2018-05-20,医疗保健：知识产权保护有望加强 荐8股,广发证券
2589,2018-05-20,医疗保健：继续看好进入兑现期的创新药板块 荐8股,中泰证券
2590,2018-05-16,[看好评级]生物制品行业周报：九价宫颈癌疫苗海南中标价超预期,中财网
2591,2018-05-15,[看好评级]医药生物行业周报：短期面临调整 但长期趋势依然向好,中财网
2592,2018-05-15,最新公告透露利好 20只个股有潜力（5.15）,中证网
2593,2018-05-14,康泰生物：23价肺炎球菌多糖疫苗获科特迪瓦注册证,e公司
2594,2018-05-14,康泰生物全资子公司获得药品注册证,中证网
2595,2018-05-14,[强于大市评级]医药行业周报：医药行业牛市趋势不改 调整即是买入良机,中财网
2596,2018-05-14,传媒产业周报：梯媒点位重合现象有望改善,中财网
2597,2018-05-11,这一行业，十年金身不破，机构争相推荐,--
2598,2018-05-11,[买入评级]医药生物行业跟踪：疫苗批签发持续跟踪 新产品上市快速放量,中财网
2599,2018-05-11,康泰生物拉升50多交易日张超160% 较发行价涨27倍,财经网
2600,2018-05-11,医药股再次发力，三鑫医疗强势涨停,Wind
2601,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
2602,2018-05-11,康泰生物创历史新高,中证网
2603,2018-05-11,5月11日早间行业热点聚焦,中证网
2604,2018-05-10,数据王：做多资金偏谨慎3大防御性行业资金净流入居前,巨丰财经
2605,2018-05-10,龙虎榜：大湾区发展规划纲要将出台多家游资关注底部一股,巨丰财经
2606,2018-05-10,5月10日A股龙虎榜揭秘，机构抢筹2股,--
2607,2018-05-10,机构席位对敲三泰控股1.2亿元，康泰生物获抢筹,Wind
2608,2018-05-10,康泰生物龙虎榜数据(5月10日),Wind资讯
2609,2018-05-10,涨停板解密：化工等板块连续遭资金抢筹！（5月10日）,Wind
2610,2018-05-10,医药股尾盘发力，康泰生物、花园生物一度涨停,Wind
2611,2018-05-10,医药生物行业受融资客追捧 康泰生物涨停,每日经济新闻
2612,2018-05-10,生物疫苗概念午后拉升 康泰生物涨逾9%,证券时报网
2613,2018-05-10,康泰生物领涨禽流感板块,证券之星
2614,2018-05-10,[推荐评级]医药生物行业周报：增长确定 继续增持,中财网
2615,2018-05-10,生物制品行业周报:首家未盈利生物科技公司歌礼生物递交上市申请,渤海证券
2616,2018-05-09,[强烈推荐评级]康泰生物(300601)：研发管线体现核心价值 产品驱动爆发性成长可期,中财网
2617,2018-05-09,[优于大势评级]医药生物行业深度报告：行业持续改善 18Q1迎来小爆发,中财网
2618,2018-05-08,[强于大市评级]医药行业周报：中美贸易摩擦持续看好医药牛市 推荐智飞生物、康泰生物、贝瑞基因等,中财网
2619,2018-05-08,41股获券商买入评级 万科A目标涨幅达64.35%,Wind
2620,2018-05-07,[强于大市评级]医药行业2017年年报及2018年一季报总结：18Q1业绩加速明显 支持医药板块持续牛市,中财网
2621,2018-05-07,[看好评级]生物制品行业周报：九价HPV疫苗有条件批准上市,中财网
2622,2018-05-07,康泰生物：预计未来五年内每一至两年都有重磅产品陆续上市,Wind
2623,2018-05-07,[推荐评级]医药生物行业事件点评报告：2017年&2018年Q1医药财报分析靓丽业绩开端 中长期更值得期待,中财网
2624,2018-05-07,[强于大市评级]医药生物行业研究周报：医药浪潮有望填平低估洼地 消费升级盛夏高潮迭起,中财网
2625,2018-05-07,康泰生物：四联苗终端接种火爆，再次上调盈利预测与估值,太平洋证券
2626,2018-05-07,午后次新股板块发力 万兴科技11天收获9个涨停板,新浪
2627,2018-05-06,巨丰观点：关注低估医药股的估值修复机会,巨丰财经
2628,2018-05-04,[路演]康泰生物：预计今年23价肺炎多糖疫苗将上市,全景网
2629,2018-05-04,5月4日早间行业关注,中证网
2630,2018-05-04,社保基金一季度新进109只个股 中小创占近四成,投资快报
