,2021-12-31,华夏银行携手北大荒集团成功发行全国首单农业企业结构调整型资产支持票据,21世纪经济报道
1338,2020-01-19,利用承兑汇票虚增存贷款 华夏银行厦门分行受罚670万元 欺诈造假,和讯
1339,2020-01-19,华夏银行厦门分行违法遭罚670万 利用银行承兑汇票业务虚增存贷款业务规模数宗罪 金融监管处罚,中国网
1340,2020-01-17,助力业务全面线上化，e签宝与华夏银行达成重要合作,砍柴网
1341,2020-01-16,华夏银行拟发同业存单3500亿元,和讯
1342,2020-01-16,"腾讯ToB舰队提速，护航""核潜艇""浮出水面？",DoNews
1343,2020-01-15,独家专访市政协委员、华夏银行董事长李民吉 金融科技手段支撑银行服务中小企业更上一层台阶,北京商报网
1344,2020-01-13,红星美凯龙(01528)拟向华夏银行申请贷款不超1.15亿元,智通财经
1345,2020-01-13,华夏银行杭州分行违法遭罚20万 未经授权查信用报告 金融监管处罚,中国经济网
1346,2020-01-10,关注天津实体经济，华夏银行天津分行与京津冀战略协同发展,凤凰网
1347,2020-01-09,融资客青睐18股，中闽能源买入占比高达43.10%,Wind
1348,2020-01-07,金融监管开出新年首批罚单 涉邮储、光大、华夏银行,新浪
1349,2020-01-03,21张罚单砸向银行业 信贷业务违规仍是高发区 金融监管处罚,国际金融报
1350,2020-01-02,ST围海实控人牵涉违规担保 1.5亿大额存单到期无法赎回 关联方问题,每日经济新闻
1351,2020-01-02,开年第一天，银保监会数十张罚单开给光大、华夏银行及一批农商行和村镇银行 金融监管处罚,每日经济新闻
1352,2020-01-02,华夏银行：王洪军副董事长任职资格，获银保监会核准,Wind
1353,2020-01-02,又被拒！ST围海称未能从长安银行赎回已到期的1.5亿元大额存单,每日经济新闻
1354,2020-01-02,华夏银行银川分行违法遭罚 违反数据库管理相关规定 金融监管处罚,中国经济网
1355,2019-12-20,华夏银行落地世界银行全球最大储能项目,发布易
1356,2019-12-20,联手“管家”做好“保姆” 华夏银行探索服务科创企业之路,21世纪经济报道
1357,2019-12-17,携手互联网巨头 华夏银行加码扶持科创企业,证券时报
1358,2019-12-15,华夏银行李民吉：积极推进金融创新 实施ESG投资策略,上证报
1359,2019-12-14,信息化投入年增37% 华夏银行详解“科技兴行”,中国经营报
1360,2019-12-11,十年磨一剑！华夏银行打造“最佳普惠金融服务”标杆,中国经济网
1361,2019-12-09,华夏银行与恒生电子签署《资管科技全面合作协议》,经济观察报
1362,2019-12-07,银行股“比惨”：26股破净 华夏银行市净率0.57最低,中国新闻周刊
1363,2019-12-05,信用卡规模高增长 消费交易额股份行组队赶超国有行,投资时报
1364,2019-12-04,17家银行个人存贷规模上升 工行住房贷款占比最高,投资时报
1365,2019-11-30,差异化对接市场需求 商业银行破解企业绿色转型痛点,中国经营报
1366,2019-11-25,华夏银行窦云红：加大金融科技投入，向创新要价值,21世纪经济报道
1367,2019-11-22,顺应行业发展趋势 首届中国资管行业ESG投资高峰论坛蓄势待发,证券之星
1368,2019-11-09,上市银行大比拼，谁是风控王者,21财经
1369,2019-11-09,21金融研究：上市银行大比拼 谁是风控王者,21世纪经济报道
1370,2019-11-04,九家股份行前三季盈利3481亿 华夏银行净利增速垫底,长江商报
1371,2019-11-02,1股获买入评级 最新:华夏银行,中财网
1372,2019-11-01,2019年A股市场上市公司直接融资报告（1-9月）,时代在线
1373,2019-10-30,华夏银行(600015.SH)前三季净利升5.04%至152.44亿元,格隆汇
1374,2019-10-30,华夏银行：前三季度净利润同比增5.04%,Wind
1375,2019-10-30,华夏银行：前三季净利同比增5.04%,证券时报网
1376,2019-10-30,华夏银行加速金融“引擎” 助推京津冀协同发展,北青网
1377,2019-10-25,"腾讯（0700.HK）ToB舰队提速，护航""核潜艇""浮出水面？",YY港股圈
1378,2019-10-23,华夏银行行长张健华：打好“三张牌” 增强金融配置资源有效性,上证报
1379,2019-10-23,华夏银行行长张健华：打好“三张牌”增强金融配置资源有效性,上证报
1380,2019-10-15,融资客青睐13股，开山股份买入占比高达40.15%,Wind
1381,2019-10-13,【兴证金融 傅慧芳】如何看待商业银行的资产质量？,兴证金融
1382,2019-10-11,华夏银行对裕华能源(02728.HK)附属就借款合同纠纷作出申索 诉讼纠纷,格隆汇
1383,2019-09-30,金融：国务院金融委召开第八次会议,东莞证券
1384,2019-09-27,长城影视(002071.SZ)与华夏银行杭州西湖支行达成和解撤诉事项,格隆汇
1385,2019-09-27,华夏银行：公司成为香港持牌银行,Wind
1386,2019-09-27,华夏银行(600015.SH)获香港金融管理局银行牌照,格隆汇
1387,2019-09-27,创业板大跌近3% 银行股成市场避风港,财富动力网
1388,2019-09-26,香港金管局：授予平安银行、华夏银行、卡塔尔国家银行银行牌照,Wind
1389,2019-09-24,华夏银行(600015.SH)：马晓燕董事任职资格获银保监会核准,格隆汇
1390,2019-09-23,华夏银行签署《负责任银行原则》 强化绿色信贷管理和产品服务,中证网
1391,2019-09-11,上市银行 量升价稳质优 估值提振可期,财富动力网
1392,2019-09-09,市场回暖“捡漏”机会浮现？263只破净股扎堆银行房地产,第一财经
1393,2019-09-09,银行零售业务转型“竞速” 从边缘业务变成半壁江山,中投网
1394,2019-09-05,吉林银行与华夏银行长春分行签署战略合作协议,新文化报
1395,2019-09-03,上市公司优势还是有的！2万多亿融资，平均成本不到4%,Wind
1396,2019-09-03,独家：微众银行“微粒贷”42家合作银行放款余额（附名单）,网贷之家
1397,2019-09-03,"月薪5.6万！平安银行又涨工资了，税前收入六大行垫底，招行却""降薪""了 盈利能力下降",中国基金报
1398,2019-09-02,上市银行普遍涨薪，平安招行上半年人均薪酬超31万,证券时报
1399,2019-09-02,股份制银行不良率普降上半年净息差显著改善,国际金融报
1400,2019-08-31,股份行集体迎春天？上半年不良率全降，5家净利增速超10%,澎湃新闻
1401,2019-08-30,"银行行业周报:金融科技发展规划落地,央行调整个人房贷利率政策",平安证券
1402,2019-08-29,不良下降发力零售 股份制银行“中考”成绩单看点多,中证报
1403,2019-08-28,华夏银行净息差上升不良率下降 上半年营收增长21%资产突破3万亿 资产异常,长江商报
1404,2019-08-28,华夏银行今年拟发不低于百亿元ESG系列产品,中证报
1405,2019-08-26,14家上市银行涉房贷款:上半年平稳增长 下半年将收紧,第一财经
1406,2019-08-26,华夏银行：ESG理财规模将突破百亿，已启动股票型产品研发,金融界
1407,2019-08-25,10家上市银行房贷规模增长超800亿 部分银行暂停审批,中国经营报
1408,2019-08-23,合肥12家银行二手房停贷 多城首套房利率上浮20、30%成主流,券商中国
1409,2019-08-21,华夏银行：已启动ESG策略股票型理财产品的研发工作,澎湃新闻
1410,2019-08-20,华夏银行大连分行 首笔“华夏快贷”落地,金融时报
1411,2019-08-16,华夏银行上半年净利润105.43亿元 不良贷款偏离度降至95.57%,华夏时报
1412,2019-08-16,150股获券商买入评级 荣盛发展目标涨幅达88.77%,Wind
1413,2019-08-16,逐梦八载 今再起航,新文化报
1414,2019-08-14,银行冠华||华夏银行：盈利如期恢复，不良包袱消化,大话金融
1415,2019-08-14,近七成银行股破净，这么“便宜”的银行股要不要买？,澎湃新闻
1416,2019-08-13,华夏银行今日大宗交易成交647万股，成交价7.4元溢价1.51%,Wind
1417,2019-08-12,华夏银行上半年营收达397.97亿 同比增长21.05%,新浪
1418,2019-08-12,华夏银行上半年营收同比增长21.05%，不良贷款偏离度大幅压降至95.57%,每日经济新闻
1419,2019-08-12,华夏银行上半年成绩单出来了：资产规模突破3万亿元，净利增长5%,21世纪经济报道
1420,2019-08-12,华夏银行2019年上半年净利105.43亿 推动四年发展规划纲要实施,挖贝网
1421,2019-08-12,华夏银行(600015.SH)上半年净利润升5.06%至105.43亿元,格隆汇
1422,2019-08-12,华夏银行：上半年净利105亿元 同比增5%,e公司
1423,2019-08-12,华夏银行：上半年净利润105.43亿元，同比增长5.06%,Wind
1424,2019-08-12,华夏银行发布新品：畅通民营小微企业融资“痛点”,中新网
1425,2019-08-11,企业收付款流水大数据呈现信用状态，又一家银行推出小微企业卡,第一财经日报
1426,2019-08-10,华夏银行深化金融供给侧结构性改革,金融时报
1427,2019-08-09,独家，高层相继换血！这家全国性股份行含金量最高职位人选落定 董监高成员变化,和讯
1428,2019-08-08,贷款也有态度！华夏银行宣布践行ESG理念,21世纪经济报道
1429,2019-08-08,华夏银行牵手高新投集团 落实深圳“四个千亿”计划,证券之星
1430,2019-08-07,产业资本、金融资本齐发力，举牌风景这边独好！,Wind
1431,2019-08-07,华夏银行：董事、董事会秘书辞职,Wind
1432,2019-08-07,华夏银行票据连环案：79张异常汇票1.4亿损失，谁之过?,每日经济新闻
1433,2019-08-05,A股早报2019年8月5日星期一,Wind
1434,2019-08-02,A股共发生22宗大宗交易成交3.96亿元（8月2日）,Wind
1435,2019-07-30,【安信农业 周泰团队】7月30日日报：上半年进口美豆量创新低！,微信
1436,2019-07-30,[快讯]华资实业:关于减持部分华夏银行股票 减持股份,中财网
1437,2019-07-30,华资实业：拟减持不超过1800万股华夏银行股票 减持股份,Wind
1438,2019-07-29,【安信农业 周泰团队】31周周报：多地生猪价格上升！,微信
1439,2019-07-26,华夏银行(600015.SH)全额赎回100亿元二级资本债券,格隆汇
1440,2019-07-26,华夏银行赎回100亿元10年期二级资本债券,Wind
1441,2019-07-24,创新高！800亿永续债来了，两大方面一览今年银行补充资本融资,Wind
1442,2019-07-24,22家银行破净：包括五大行，华夏银行仅0.6倍,21世纪经济报道
1443,2019-07-22,全国性银行风控能力位居前列 城市商业银行产品丰富性分化较大,金融时报
1444,2019-07-19,浩云科技(300448.SZ)与华夏银行签署采购框架协议,格隆汇
1445,2019-07-19,华夏银行：选举王洪军、罗乾宜为副董事长,财经网
1446,2019-07-18,华夏银行与深圳高新投签署支持深圳民营企业融资合作协议,Wind
1447,2019-07-18,华夏银行与深圳高新投签署支持深圳民营企业融资合作协议,e公司
1448,2019-07-15,8亿“萝卜章”之后，近10吨黄金“消失”，这家百年老店面临退市 欺诈造假,中国基金报
1449,2019-07-15,10家银行陷山西民企10亿余元骗贷案 欺诈造假,中国经营报
1450,2019-07-11,融资客青睐23股，华孚时尚买入占比高达65.30%,Wind
1451,2019-07-09,10家银行陷民企10亿余元骗贷案 欺诈造假,中国经营网
1452,2019-07-02,华夏银行(600015.SH)拟每10股派1.74元 股权登记日7月10日,格隆汇
1453,2019-06-28,1200亿+3390亿，央行助攻，银行补充一、二级资本加速！,Wind
1454,2019-06-27,央行再开展票据互换相助，银行永续债发行有望提速,第一财经
1455,2019-06-27,华夏银行400亿元永续债成功发行 可参与央行票据互换,中国金融信息网
1456,2019-06-27,华夏银行(600015.SH)完成发行400亿元无固定期限资本债券,格隆汇
1457,2019-06-26,华资实业不玩实业玩金融,红周刊
1458,2019-06-22,恒大斥资132亿认购盛京银行22亿股 持股增至36.4%,国际金融报
1459,2019-06-18,广西银保监局批复史柏亭任华夏银行南宁分行行长,和讯
1460,2019-06-17,6月17日晚间上市公司十大重磅公告,巨丰财经
1461,2019-06-17,华夏银行：发行不超400亿元永续债获央行批准,Wind
1462,2019-06-17,华夏银行发行不超过400亿元永续债获批,中证网
1463,2019-06-17,华夏银行(600015.SH)发行不超400亿元无固定期限资本债券获中国人民银行批准,格隆汇
1464,2019-06-14,德国加快发展电动汽车产业 汉缆股份切入燃料电池技术领域,Ofweek
1465,2019-06-13,中国绿色金融项目获世行批准,北京日报
1466,2019-06-12,华夏银行有望6月底完成400亿永续债发行,证券时报网
1467,2019-06-09,长城影视又添未偿债务 董秘履新不足百日辞职,e公司
1468,2019-06-05,财富风险指北月报：2019年5月“爆雷”机构及产品分析,如是金融研究院
1469,2019-06-04,招行拟发行不超过500亿减记型永续债 商业银行永续债发行热度持续,每日经济新闻
1470,2019-05-31,金融街下午茶2019年5月31日星期五,Wind
1471,2019-05-31,华夏银行(600015.SH)发行不超400亿元无固定期限资本债券获中国银保监会批准,格隆汇
1472,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
1473,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
1474,2019-05-24,秋林集团被证监会立案调查 股价已跌近70%,中新经纬
1475,2019-05-22,华夏银行今日大宗交易成交277万股，成交价8.32元折价-10.49%,Wind资讯
1476,2019-05-22,融资客青睐20股，本钢板材买入占比高达43.49%,Wind
1477,2019-05-21,贷款分类新规将至，29家上市银行需尽快整改，拨备计提压力再升,每日经济新闻
1478,2019-05-20,5月20日在售高收益银行理财产品一览,新浪
1479,2019-05-15,141亿逾期超90天贷款未计入不良 华夏银行回复称“符合现行监管制度要求” 违约失信,华夏时报
1480,2019-05-14,华夏银行回应不良问题：一季度末逾期90天以上贷款已全部记入不良，不良率1.85%,Wind
1481,2019-05-14,华夏银行回应不良问题：一季度末逾期90天以上贷款已全部记入不良 不良率1.85% 违约失信,经济观察网
1482,2019-05-13,干货丨RMBS产品次级档如何处理？,CNABS
1483,2019-05-13,5月13日在售高收益银行理财产品一览,新浪
1484,2019-05-11,不良认定标准趋严 资产质量何解？华夏银行掌舵人的新课题,经济观察网
1485,2019-05-06,30家A股银行 5年间薪酬大变迁,网贷之家
1486,2019-05-06,公司快讯|华夏银行不良贷款认定异常，海南暂停富力红树湾商品房销售，国华人寿被曝欠税53.9万 企业欠税,财经网
1487,2019-05-06,华夏银行不良贷款认定异常：至少140亿逾期90天以上贷款未计入不良,Wind
1488,2019-05-06,华夏银行不良贷款认定异常：至少140亿逾期90天以上贷款未计入不良 利润增长实为“纸上富贵”,每日经济新闻
1489,2019-05-05,单兵作战月盈不到1万元 多家村镇银行年盈利不及白领年薪,证券日报
1490,2019-05-05,华夏银行股份有限公司2019年无固定期限资本债券获AAA级/稳定,东方金诚
1491,2019-05-05,【申万宏源金融】银行业2019年一季报综述,大金融研究
1492,2019-05-05,银行消费贷二十载：大行整体收缩 光大、上海、江苏等中小银行猛进,新浪
1493,2019-04-30,华夏银行公布了2019年一季报 一季度实现净利46亿元,中投网
1494,2019-04-30,A股2018年报大数据 上市公司十宗“最”,投资快报
1495,2019-04-30,银行冠华 | 中报综述：利润增速提升，不良整体改善,大话金融
1496,2019-04-29,华夏银行一季度营收同比增长22.7% 正在抓紧推进永续债发行工作,证券时报网
1497,2019-04-29,华夏银行一季度实现营收195亿元 同比增长22.7%,中证网
1498,2019-04-29,华夏银行(600015.SH)一季度净利润升1.21%至46.04亿元,格隆汇
1499,2019-04-29,华夏银行：一季度净利润同比增1.21%,Wind
1500,2019-04-29,华夏银行：一季度净利46亿元 同比增1.21%,e公司
1501,2019-04-28,华夏银行的艰难时刻：不良贷款攀升 要合规还是要利润？ 资产异常,面包财经
1502,2019-04-25,不良率连升5年的银行都有谁？ 民生等五家机构上榜,新浪
1503,2019-04-22,"国泰君安：将华夏银行评级调高为""增持""",Wind
1504,2019-04-22,华夏银行2018年不良贷款“双升”,中保网
1505,2019-04-19,华夏银行实现营收净利双增长 资本充足率水平进一步提升,中国网
1506,2019-04-19,华夏银行去年贷款减值损失201亿 逾期贷款达551亿 违约失信,新浪
1507,2019-04-19,华夏银行(600015):试点开展区块链+供应链的业务合作模,银河证券
1508,2019-04-19,华夏银行2018年实现净利208.54亿元 同比增长5.22%,国际金融报
1509,2019-04-18,上市公司业绩精选：华夏银行2018年净利208.54亿元,金融界
1510,2019-04-18,华夏银行2018年度 网络金融业务收入同比增长71.68%,北京商报网
1511,2019-04-18,华夏银行2018年实现归母利润209亿 加快推进数字化银行转型,挖贝网
1512,2019-04-18,华夏银行：2018年净利润同比增5.22%,Wind
1513,2019-04-18,华夏银行：2018年度实现净利润208.54亿元 拟10派1.74元,金融界
1514,2019-04-18,华夏银行：2018年度实现净利润208.54亿 同比增5.22%,新浪
1515,2019-04-18,华夏银行(600015.SH)2018年度净利润升5.22%至208.54亿元 拟10派1.74元,格隆汇
1516,2019-04-18,华夏银行：2018年实现净利润208.5亿元 同比增长5.2%,新浪
1517,2019-04-18,华夏银行：2018年净利209亿元 同比增5%,e公司
1518,2019-04-16,华夏银行襄阳分行被罚37万：贷款管理不到位 其他违规处罚,新浪
1519,2019-04-16,华夏银行襄阳分行被罚35万元：贷款管理不到位 其他违规处罚,和讯
1520,2019-04-16,华夏银行大连分行 推出“好管家”精细化服务模式,金融时报
1521,2019-04-12,华夏银行南通分行被罚款40万元：违规办理承兑汇票和信用证业务 其他违规处罚,和讯
1522,2019-04-09,曲靖市商业银行千亿票据案：支行长私刻3枚公章 异地开同业账户牟利2000万,和讯
1523,2019-04-05,真假担保？华夏银行起诉秋林集团 诉讼纠纷,中国经营报
1524,2019-04-01,吉林银保监局公布一号罚单 华夏银行长春分行被罚30万元 其他违规处罚,和讯
1525,2019-03-30,制度变革与资金认可促银行板块行情升温 9股上行空间或超30%,证券日报
1526,2019-03-29,华夏银行与如皋经贸非公开债发行纠纷一事已和解,证券时报网
1527,2019-03-28,理财子公司抢人大战一触即发 华夏银行对外招兵买马,新浪
1528,2019-03-27,加油宝被指虚构银行存管，油卡代充业务涉庞氏骗局？ 欺诈造假,华夏时报
1529,2019-03-27,【国金研究】保险资金专题：险资如何配置A股及其相关特征,国金证券研究所
1530,2019-03-22,华夏银行宁波分行因贷款资金被挪用 遭到处罚20万元 资金问题,和讯
1531,2019-03-20,华夏银行：董事林智勇和丁世龙因工作原因辞职 董监高成员变化,e公司
1532,2019-03-20,华夏银行大连分行收罚单因多项有关保证金违规 其他违规处罚,和讯
1533,2019-03-19,2018上市股份行成绩单：业绩整体回暖 行业分化加剧,中国网
1534,2019-03-18,秋林集团3亿元债券专用金失踪 华夏银行卷入风波,第一财经
1535,2019-03-17,祸不单行！秋林集团3亿元存款遭冻结，公司称银行3次转账违规 资产查封,e公司
1536,2019-03-13,又一上市银行拟出清所持股权 村镇银行如何走出发展困境,中金在线
1537,2019-03-12,52股获券商买入评级 保利地产目标涨幅达42.75%,Wind
1538,2019-03-12,华夏银行2018年营收722.27亿 较上年同期增长9%,挖贝网
1539,2019-03-12,上市银行“年报时间”开启： 平安率先报喜 至少25家银行净利润增长,证券日报
1540,2019-03-11,村镇银行生存窘境：数量最多却频遭股权转让 如今又一家上市银行拟出清所持股权,每日经济新闻
1541,2019-03-11,华夏银行2018年度业绩快报：净利润208.54亿元，增幅5.22% 不良贷款率1.85%,零壹财经
1542,2019-03-11,"华夏银行2018业绩快报:预计受益息差走阔,营收超预期大幅回升",正点财经
1543,2019-03-11,华夏银行2018资产总额达26805.8亿元 不良率微升0.09%,中国网
1544,2019-03-10,【华泰金融沈娟团队】利润增速提升，资本补充打开空间—华夏银行(600015)【证券研究报告】,华泰金融研究全新平台
1545,2019-03-09,2018年华夏银行净利润同比增长5.22% 不良贷款率1.85%,每日经济新闻
1546,2019-03-09,华夏银行2018净利增长5.2% 不良率继续上行至1.85% 资产质量年年承压,投资快报
1547,2019-03-08,华夏银行2018净利润208.54亿元 同比增加10.35亿元,证券时报网
1548,2019-03-08,华夏银行2018年业绩快报：不良率攀升 资本充足率堪忧,财经网
1549,2019-03-08,华夏银行：2018年净利润208.54 亿 不良贷款率 1.85%,新浪
1550,2019-03-08,华夏银行(600015.SH)2018年度净利润增5.22%至208.54亿元,格隆汇
1551,2019-03-08,华夏银行：2018年净利润同比增5.22%（快报）,Wind
1552,2019-03-08,华夏银行：2018年净利208.54亿 同比增5.22%,e公司
1553,2019-03-04,以办理“过桥”业务等为借口 诈骗近450万元 原华夏银行济南分行一客户经理一审获刑12年 欺诈造假,华夏时报
1554,2019-03-04,华夏银行一客户经理诈骗400余万元 逃匿近2年后被抓 欺诈造假,和讯
1555,2019-03-01,公告精选：两券商股遭上市公司减持；*ST长生将于3月6日起停牌 减持股份,每日经济新闻
1556,2019-03-01,银行千亿补充资本潮：第二支400亿永续债出炉，多家银行推千亿二级债,21世纪经济报道
1557,2019-03-01,华夏银行：拟发行不超过400亿元无固定期限资本债券,e公司
1558,2019-03-01,华夏银行今日大宗交易成交30万股，成交价7.53元折价12.24%,Wind资讯
1559,2019-03-01,华夏银行：拟发400亿永续债,Wind
1560,2019-03-01,华夏银行董事会：拟发400亿永续债 转让三家银行股权,新浪
1561,2019-02-25,银行支招：创新品、提效率、降成本 服务企业融资,新京报
1562,2019-02-22,坚瑞沃能涉嫌利益输送：欠款9950万不还，8661万元沃特玛股权被冻结3年 违约失信,和讯
1563,2019-02-21,兰州民百(600738.SH)控股股东解押1435万股并再质押5435万股,格隆汇
1564,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
1565,2019-02-03,华夏银行遭技术经理植系统病毒：账户想取多少取多少,新浪
1566,2019-02-02,华夏银行技术处长给系统植入病毒 以测试BUG的名义上千次盗取资金,每日经济新闻
1567,2019-01-25,光大策略 |第四阶段的九大个股 ——基于”政策经济周期“框架的分析,超悦策略
1568,2019-01-17,华夏银行定增项目承销费率几乎为零 投行打价格战？,新浪
1569,2019-01-17,"银行行业周报2019年1月第二期:银行业运行稳健,交银理财获批成立",长城证券
1570,2018-12-29,地方不良认定收紧序幕拉开 两银行不良偏离度200%,搜狐
1571,2018-12-27,华夏银行副董事长辞任 高层人士频变动 董监高成员变化,中国网
1572,2018-12-26,金融委推动商业银行发行补血神器：永续债可能要来了,第一财经
1573,2018-12-25,关于核准华夏银行股份有限公司非公开发行股票的批复,证监会
1574,2018-12-24,华夏银行董事李汝革因工作调动辞职 董监高成员变化,北京商报网
1575,2018-12-24,紧抓居民消费升级机遇，强化零售金融业务发展 ——华夏银行零售金融业务持续发力,新华网
1576,2018-12-24,科技重塑普惠金融，华夏银行多措并举持续推动质效提升,新华网
1577,2018-12-21,年末上市银行“求钱若渴”定增、优先股、可转债齐上阵,Wind
1578,2018-12-20,A股银行到底多差钱？今年5315亿资本补充已落地！7447亿还在路上,中财网
1579,2018-12-19,银行股再融资方案年底密集获批,大众证券报
1580,2018-12-19,陕西银保监局要求中小银行逾期90天以上贷款计入不良 违约失信,经济观察网
1581,2018-12-18,华夏银行“触雷”：拿罚单拿到“手软”，新旧行政处罚达93起 其他违规处罚,中金在线
1582,2018-12-18,海航科技2名股东合计减持8697万股 套现2.6亿,挖贝网
1583,2018-12-17,17日晚公告精选丨兴业银行、华夏银行非公开发行获批,21世纪经济报道
1584,2018-12-17,华夏银行：非公开发行普通股获证监会核准,Wind
1585,2018-12-17,华夏银行行长张健华：要将如何真正服务民营企业落到实处,新华网
1586,2018-12-17,华夏银行：非公开发行申请获证监会审核通过,e公司
1587,2018-12-14,华夏银行董事长李民吉：将积极推进雄安新区的机构设置,中国网
1588,2018-12-13,融资客青睐38股，模塑科技买入占比高达47.37%,Wind
1589,2018-12-12,银行年内再融资逾8000亿 部分银行披露1年半未获放行,第一财经
1590,2018-12-12,261亿逾期90天贷款为何未计不良……A股定增方案遇证监会“十连问” 华夏银行这样回复,经济观察网
1591,2018-12-12,261亿“90天以上逾期贷款”未计入不良，华夏银行遭证监会十连问！ 资产异常,亿欧网
1592,2018-12-12,华夏银行：加强重点领域风险管控 资产质量保持稳定,新浪
1593,2018-12-11,逾期90天贷款未划入不良却没被罚？监管执行标准在这里,第一财经
1594,2018-12-11,华夏银行261亿逾期90天贷款未划入不良，不良集中零售、制造、建筑业 违约失信,第一财经
1595,2018-12-11,华夏银行定增遭遇监管:拨备覆盖率接近150%监管标准 其他违规处罚,华夏时报
1596,2018-12-11,华夏银行回复监管“十连问” 逾期90天以上贷款未全部计入不良符合监管要求 违约失信,每日经济新闻
1597,2018-12-11,中小银行再融资之困：华夏银行定增遭遇监管十连问 其他违规处罚,21世纪经济报道
1598,2018-12-07,汉能移动能源控股与华夏银行达成全面合作,新京报
1599,2018-12-03,A股收官行情值得期待，机构扎堆相中三大行业,证券日报
1600,2018-11-23,银行发行优先股缓解资本压力 监管关注“应收款项类投资”,21世纪经济报道
1601,2018-11-22,华夏银行与中铁网络合作 携手共建铁路运输新生态,金融界
1602,2018-11-22,同意发行不超25.65亿股普通股 华夏银行定增方案获批,新浪
1603,2018-11-21,三家国资“全包” 华夏银行近292亿元定增获批,经济观察网
1604,2018-11-21,华夏银行：25.64亿股定增方案获银保监会同意,Wind
1605,2018-11-16,13家A股上市银行：减员趋势渐显,零壹财经
1606,2018-11-14,华夏银行与华为签署合作协议，共同打造联合创新实验室 银企合作促转型，携手共赢谋发展,和讯
1607,2018-11-14,华夏银行：与华为共建联合创新实验室促进数字化转型,证券时报网
1608,2018-11-08,8日晚公告精选丨乐视网：贾跃亭持股再度减少，被司法处置用于偿债,21世纪经济报道
1609,2018-11-05,网贷资金存管名单披露加速405家平台对接20家银行,中国基金报
1610,2018-11-04,权益类新基金建仓速度分化,红周刊
1611,2018-10-31,前三季度八大股份制银行日赚11.73亿,中金在线
1612,2018-10-31,华夏银行前三季度净利同比增2% 证金减持约2.45亿股,经济观察网
1613,2018-10-31,北京银行前三季度净利166亿元 反超华夏银行,经济观察网
1614,2018-10-31,华夏银行不良贷款率微升 证金三季度减持2.4亿股,中国经济网
1615,2018-10-31,前三季度华夏银行净赚145.13亿元 利息净收入370.26亿元,每日经济新闻
1616,2018-10-30,华夏银行前三季度实现净利145亿元 同比增2%,21经济网
1617,2018-10-30,华夏银行小微企业贷款客户较年初增长67.05%,证券时报网
1618,2018-10-30,华夏银行前三季度净利同比增2.01%,北京商报
1619,2018-10-30,华夏银行2018年前三季度实现营收506亿元 盈利145亿元,挖贝网
1620,2018-10-30,华夏银行：前三季度净利润同比增2.01%,Wind
1621,2018-10-30,华夏银行：前三季度净利同比增2% 证金公司持股降至2.99%,e公司
1622,2018-10-29,银行理财产品收益率又降，怎么办？请收好这份清单,华讯财经
1623,2018-10-26,外管局持股板块股票有哪些？外管局持股板块股票汇总,益盟操盘手
1624,2018-10-26,华夏银行正申请筹建消费金融公司,Wind
1625,2018-10-26,华夏银行估值被微众银行超越 银行需革新应对掉队,中国经济网
1626,2018-10-25,发力零售金融 华夏银行个贷余额约达2000亿元,北京商报
1627,2018-10-25,华夏银行截至三季度末净值型理财产品余额增至262亿元,国际金融报
1628,2018-10-25,发卡量突破2000万 华夏银行信用卡营收100亿背后客群呈现年轻化趋势,经济观察网
1629,2018-10-25,华夏银行：正在申请筹建消费金融公司,中国经济网
1630,2018-10-23,逾4000亿资金在路上：银行补血对抗资本充足率压力,第一财经
1631,2018-10-19,中互金披露5家存管银行资金存管信息 爱钱进存管银行上榜,中国财经网
1632,2018-10-19,北京海淀召开政、银、企联合座谈会：将出台措施化解上市民企股权质押问题,Wind
1633,2018-10-11,华夏银行定增获股东大会通过 京投公司成第四大股东,国际金融报
1634,2018-10-10,华夏银行292亿定增获股东大会通过 三家关联方拟认购不超过25.65亿股,每日经济新闻
1635,2018-10-09,华夏银行292亿元定增方案“敲定”,中金在线
1636,2018-10-09,华夏银行将进行292亿定增 引入新股东京投公司,21经济网
1637,2018-10-09,华夏银行：292亿元定增获股东大会通过,金融界
1638,2018-09-28,今年逾九成定增股破发 低市盈率股加入破增阵营 连续下跌,投资快报
1639,2018-09-27,破净股定增陷“父子骑驴”困境,红周刊
1640,2018-09-26,资本金“告急”，华夏银行利用高溢价定增“补血”,财华社
1641,2018-09-25,华夏银行倒挂严重 银行业资本金“告急”,金投网
1642,2018-09-25,华夏银行核心一级资本告急 3机构亏本参与300亿定增,投资时报
1643,2018-09-22,破净股定增陷“父子骑驴”困境,红周刊
1644,2018-09-22,步入周期时窗,投资快报
1645,2018-09-22,国资包揽300亿定增 华夏银行引入京投公司,中国经营报
1646,2018-09-21,航天信息：与华夏银行合作 发布“龙惠贷”信用融资产品,e公司
1647,2018-09-20,上市银行4000亿补血进行时最壕的人为何最“缺钱”?,新浪
1648,2018-09-19,华夏银行定增292亿背后：银行业资本金“告急”,中金在线
1649,2018-09-19,华夏300亿定增涉国有资产流失？溢价63.4%仅为补血！,环球老虎财经
