,2021-12-31,龙佰集团：公司投资建设的磷酸铁锂项目所需的锂原料目前来源于外购,每日经济新闻
2022,2019-09-14,节后解禁规模增逾一倍 14家解禁数量超过1亿股 解禁,大众证券报
2023,2019-09-12,巨丰数据赢 | 下周53家上市公司解禁 这批股注意避险（附名单） 解禁,巨丰财经
2024,2019-09-11,基础化工行业：整体营收规模增长放缓但盈利能力仍维持较强韧性 盈利能力下降,光大证券
2025,2019-09-06,龙蟒佰利(002601.SZ)子公司获得政府补贴3725.11万元,格隆汇
2026,2019-09-06,钛白粉板块午后逆势走高，中核钛白大涨5%,Wind
2027,2019-09-05,87股获券商买入评级 海正药业目标涨幅达60%,Wind
2028,2019-09-04,钛白粉龙头企业纷纷宣布涨价500元/吨 涨价趋势或将持续,和讯
2029,2019-09-04,收评 光刻胶、设计咨询大涨,中财网
2030,2019-09-04,【太平洋化工】龙蟒佰利动态点评：年内第四次提价，带领行业维持高景气,太平洋化工信息平台
2031,2019-09-04,石墨烯板块尾盘急拉，方大炭素大涨7%,Wind
2032,2019-09-04,钛白粉龙头纷纷提价，行业旺季来临，概念股涨势崭露头角,第一财经
2033,2019-09-04,快讯：钛白粉板块开盘活跃 龙蟒佰利涨超6%,新浪
2034,2019-09-04,巨丰热点：钛白粉龙头企业提价 概念股应声大涨,巨丰财经
2035,2019-09-04,中核钛白、龙蟒佰利上调钛白粉售价 今日高开,第一财经
2036,2019-09-03,中核钛白、龙蟒佰利双双上调钛白粉售价，概念股迎来投资机会,第一财经
2037,2019-09-03,9月3日晚间上市公司十大重磅公告,巨丰财经
2038,2019-09-03,龙蟒佰利(002601.SZ)各型号钛白粉售价国内客户上调500元/吨 国际客户上调50美元/吨,格隆汇
2039,2019-09-03,龙蟒佰利：上调各型号钛白粉销售价格,Wind
2040,2019-09-03,"中泰证券：将龙蟒佰利评级调低为""增持""",Wind
2041,2019-08-29,龙蟒佰利今日大宗交易成交206.88万股，成交价11.58元折价9.88%,Wind
2042,2019-08-22,"龙蟒佰利2019年半年报点评:EPS0.64元,产品结构持续向氯化法调整",光大证券
2043,2019-08-21,【太平洋化工】龙蟒佰利（002601）2019年中报点评：稳扎稳打蓄势待发，即将迎来产能及业绩增长期,太平洋化工信息平台
2044,2019-08-21,【西南证券—龙蟒佰利半年报点评】矿产品盈利大幅改善，钛白龙企业绩符合预期,化工林谈
2045,2019-08-20,龙蟒佰利(002601.SZ)半年度净利润降5.29%至12.7亿元 盈利能力下降,格隆汇
2046,2019-08-20,龙蟒佰利：上半年净利12.69亿元 同比下降5% 盈利能力下降,e公司
2047,2019-08-20,龙蟒佰利：高级管理人员辞职 董监高成员变化,Wind
2048,2019-08-20,龙蟒佰利：上半年净利润同比减5.29%,Wind
2049,2019-08-16,退市边缘 谁在接盘*ST华信 风险警示,新京报
2050,2019-08-12,*ST华信“保壳”倒计时：面值退市第三股已定？会否继续推进？神秘方这样回复,e公司
2051,2019-08-12,"化工行业周报:醋酸价格上涨,能特益曼特8月底有望交割,周期品库存进入底部区间,建议配置白马及细分行业龙头",申万宏源
2052,2019-08-07,龙蟒佰利跌2.69%，创近5个月新低，报13.36元 连续下跌,腾讯网
2053,2019-08-06,增厚业绩、助攻股价！寻找未被挖掘的涨价黑马,Wind
2054,2019-08-06,"龙蟒佰利:年内第三次带头调涨,看好龙头未来成长",西南证券
2055,2019-08-05,钛白粉企业掀新一轮涨价潮 业内：系行业止跌回升,每日经济新闻
2056,2019-08-05,两龙头双双宣布提价，钛白粉再度掀起涨价潮？,格隆汇
2057,2019-08-04,【太平洋化工】龙蟒佰利动态点评：旺季来临前再次提价，稳定市场作用凸显,太平洋化工信息平台
2058,2019-08-02,8月2日晚间上市公司十大重磅公告,巨丰财经
2059,2019-08-02,龙蟒佰利：8月15日起上调公司各型号钛白粉售价,Wind
2060,2019-08-02,龙蟒佰利：上调公司各型号钛白粉销售价格,Wind
2061,2019-08-01,画面太美！提升含金量，千亿回购刷新A股新记录,Wind
2062,2019-07-29,A股共发生81宗大宗交易成交24.15亿元（7月29日）,Wind
2063,2019-07-29,IPO动态|安宁铁钛三闯A股：股东“临阵离场”，前后披露销售额差逾千万,财经网
2064,2019-07-17,基础化工行业7月份投资策略:盘点化工行业的“隐形冠军”,国信证券
2065,2019-07-16,龙蟒佰利1.18亿关联交易信批违规 深交所监管关注 金融监管处罚,金融界
2066,2019-07-16,龙蟒佰利收到监管函：因关联交易未披露 其他违规处罚,Wind
2067,2019-07-16,钛白粉板块异动拉升，安纳达大涨5%,Wind
2068,2019-07-15,龙蟒佰利：成本全球领先、大型氯化法国内破局,证券时报网
2069,2019-07-12,上市公司高股息比拼“宝宝”军团，63只“现金奶牛”名副其实,Wind
2070,2019-07-08,龙蟒佰利：与银行、经销商及客户签订金融网络服务协议,e公司
2071,2019-07-01,3季度业绩持续增长，一体化优势显著——龙蟒佰利,艾华新旧博弈
2072,2019-06-27,[路演]龙蟒佰利：大力投入安全环保 提升企业绿色发展竞争力,全景网
2073,2019-06-24,龙蟒佰利：计划在3-6个月内实现新立钛业的全面复产及盈利,e公司
2074,2019-06-24,龙蟒佰利：新立钛业即将全面复产及盈利，会对公司业绩产生积极影响,Wind
2075,2019-06-19,龙蟒佰利(002601.SZ)受让新立钛业68.1%股权已完成过户登记,格隆汇
2076,2019-06-19,【西南证券-龙蟒佰利产品分析与梳理】,化工林谈
2077,2019-06-19,"化工行业周报:PTA~聚酯产业链回暖,醋酸价格上涨,关注白马及成长龙头",申万宏源
2078,2019-06-18,龙蟒佰利：红格钒钛磁铁矿区已发现存有稀土矿,e公司
2079,2019-06-14,29股获券商买入评级 中设集团目标涨幅达72.84%,Wind
2080,2019-06-13,【太平洋化工】龙蟒佰利动态点评：收购云南新立少数股东股权同时债转股增资，促其尽快复产,太平洋化工信息平台
2081,2019-06-12,龙蟒佰利(002601.SZ)拟收购新立钛业26.18%的少数股东股权,格隆汇
2082,2019-06-12,龙蟒佰利(002601.SZ)为有效整合现有资源 拟吸收合并兴泰公司,格隆汇
2083,2019-06-12,龙蟒佰利(002601.SZ)拟以所持新立钛业52.19亿元债权对其增资 大幅降低其偿债压力,格隆汇
2084,2019-06-12,龙蟒佰利：拟收购新立钛业26.18%股权并对其以债转股方式增资,发布易
2085,2019-06-11,龙蟒佰利：取消发行7.9亿元“19佰利联SCP001”,Wind
2086,2019-06-11,龙蟒佰利(002601.SZ)2019年第一季度权益分派每10股派6元 股权登记日为6月18日,格隆汇
2087,2019-06-11,[快讯]龙蟒佰利公布2019年分红方案,中财网
2088,2019-06-10,龙蟒佰利(002601.SZ)拟每10股派1元 股权登记日为6月14日,格隆汇
2089,2019-06-10,龙蟒佰利(002601.SZ)第二期员工持股计划完成非交易过户,格隆汇
2090,2019-06-05,龙蟒佰利：国内首套大型氯化法即将投产 盈利能力有望上行,证券时报网
2091,2019-06-05,龙蟒佰利：资源与技术夯实龙头护城河 增持评级,申万宏源
2092,2019-06-03,"化工行业周报:VE、萤石价格上涨,周期品整体处于淡季,关注白马及成长龙头",申万宏源
2093,2019-05-31,龙蟒佰利：两家子公司近期获得2260.87万元政府补助,Wind
2094,2019-05-31,龙蟒佰利(002601.SZ)子公司获得政府补助2260.87万元,格隆汇
2095,2019-05-29,24股获券商买入评级 大华股份目标涨幅达49.14%,Wind
2096,2019-05-29,【太平洋化工】龙蟒佰利动态点评：摘牌云南新立控制权，持续扩大氯化法技术优势,太平洋化工信息平台
2097,2019-05-28,【民生化工】龙蟒佰利（002601）调研简报：钛白粉景气度高，氯化法产能迎快速增长,太证陶陶
2098,2019-05-28,化工：建议配置一二线白马龙头 荐3股,申万宏源
2099,2019-05-27,龙蟒佰利：持续扩大氯化法技术优势 买入评级,太平洋证券
2100,2019-05-27,"龙蟒佰利:布局全钛产业链,打造钛业国际龙头",西南证券
2101,2019-05-23,龙蟒佰利股东豫鑫木糖质押553万股 公司去年净利同比下滑9% 盈利能力下降,挖贝网
2102,2019-05-22,[快讯]龙蟒佰利发布质押公告 涉及股份988万股,中财网
2103,2019-05-22,龙蟒佰利：股东豫鑫木糖质押553.4万股,Wind
2104,2019-05-21,龙蟒佰利30万吨/年氯化法钛白粉产线将宣布启用,e公司
2105,2019-05-21,"化工行业周报:周期品进入淡季,VE价格上涨,建议配置一二线白马龙头",申万宏源
2106,2019-05-16,河南焦作首富为何斥巨资竞购问题缠身的新立钛业,经济观察网
2107,2019-05-14,【西南证券—龙蟒佰利公司点评】拟竞购新立钛业，进一步完善钛产品全产业链,化工林谈
2108,2019-05-14,龙蟒佰利：进一步完善钛产品全产业链 买入评级,西南证券
2109,2019-05-14,A股早报2019年5月14日星期二,Wind
2110,2019-05-14,财经早报:MSCI纳A权重翻倍 美股暴跌道指重挫617点 连续下跌,新浪
2111,2019-05-14,"化工行业周报:江苏化工企业整治持续推进,推荐一体化龙头企业",申万宏源
2112,2019-05-13,龙蟒佰利：拟竞购新立钛业股权及债权 完善产业链,e公司
2113,2019-05-09,"龙蟒佰利2018年年报和2019年1季报点评:1季度业绩明显好转,继续保持高分红",正点财经
2114,2019-05-07,[快讯]14:55龙蟒佰利、华资实业等4只股票封涨停,中财网
2115,2019-04-29,[路演]龙蟒佰利：氯化法二期生产线正在进行分段带料调试,全景网
2116,2019-04-29,55只个股被逆市调高至“买入”，三维度挖掘反弹急先锋,证券日报
2117,2019-04-27,【中原化工顾敏豪】龙蟒佰利(002601)年报点评*一季度业绩恢复增长，产业链一体化保障长期竞争优势,中原证券研究所
2118,2019-04-25,235股获券商买入评级 海正药业目标涨幅达73.55%,Wind
2119,2019-04-24,财富证券：上调龙蟒佰利评级至推荐,Wind
2120,2019-04-24,"财富证券：将龙蟒佰利评级调高为""推荐""",Wind
2121,2019-04-24,龙蟒佰利2019年一季度净利6.23亿元 董事长许刚持股4.17亿股,挖贝网
2122,2019-04-24,龙蟒佰利去年净利22.86亿同比下滑9% 董事长许刚薪酬170万 盈利能力下降,挖贝网
2123,2019-04-24,"龙蟒佰利2018年报及2019年一季报点评:业绩符合预期,纵向一体化战略积极推进",光大证券
2124,2019-04-23,【异动股】钛白粉板块下挫，龙蟒佰利(002601-CN)跌5.44%,财华社
2125,2019-04-23,龙蟒佰利：一季度净利6.23亿元 同比增4%,e公司
2126,2019-04-23,"龙蟒佰利:业绩符合预期,钛白粉龙头保持强劲增长",西南证券
2127,2019-04-22,龙蟒佰利：2018年净利同比降8.66% 盈利能力下降,e公司
2128,2019-04-22,龙蟒佰利(002601.SZ)2018年度净利润下降8.66%至22.86亿元 拟10派1元 盈利能力下降,格隆汇
2129,2019-04-22,龙蟒佰利(002601.SZ)一季度净利润增长4.19%至6.23亿元,格隆汇
2130,2019-04-22,龙蟒佰利：2018年净利润同比减8.66% 盈利能力下降,Wind
2131,2019-04-22,龙蟒佰利：一季度净利润同比增4.19%,Wind
2132,2019-04-15,"龙蟒佰利:钛白粉景气持续,公司成长路径清晰",正点财经
2133,2019-04-09,龙蟒佰利投资50万吨攀西钛精矿升级转化氯化钛渣,证券时报
2134,2019-04-08,化工股现涨停潮 业绩增长+低估值滞涨的化工股名单,证券时报
2135,2019-04-03,"基础化工行业4月份投资策略:行业供给局部收缩,重点关注染料、农药、聚酯产业链",国信证券
2136,2019-04-01,龙蟒佰利：3月钛白粉销量创历史单月新高,e公司
2137,2019-03-22,出口强劲叠加技术革新 钛白粉价格持续走高,21世纪经济报道
2138,2019-03-14,龙蟒佰利：春节后钛白粉市场价涨量升,e公司
2139,2019-03-13,"龙蟒佰利:2018年净利下滑8.6%,19年钛白粉价格有望企稳回升",正点财经
2140,2019-03-12,"化工周报:PTA-聚酯产业链回暖,钛白粉再次提价,持续推荐柔性显示产业链",申万宏源
2141,2019-03-11,44股获券商买入评级 保利地产目标涨幅达58.13%,Wind
2142,2019-03-08,龙蟒佰利：钛白粉年内二次提价 氯化法项目二季度试产,证券时报网
2143,2019-03-08,"龙蟒佰利:时隔22天再次涨价,钛白粉龙头受益高景气周期",正点财经
2144,2019-03-07,龙蟒佰利和中核钛白双双上调钛白粉售价,Wind
2145,2019-03-07,龙蟒佰利：上调国内钛白粉销售价格500元/吨,中证网
2146,2019-03-07,快讯：钛白粉板块集体拉升 龙蟒佰利大涨超7%,新浪
2147,2019-03-07,钛白粉概念午后大涨，中核钛白、龙蟒佰利涨6%,Wind
2148,2019-03-07,午间公告：龙蟒佰利上调钛白粉销售价，创源文化120万元转让子公司股权,Wind
2149,2019-03-07,龙蟒佰利：上调钛白粉售价 对业绩提升将产生积极影响,e公司
2150,2019-03-06,龙蟒佰利（002601）2018年业绩快报点评：4季度业绩低于预期，长期看好公司打造钛产业链,国信研究
2151,2019-03-04,壳玩家碰撞，李家权拟借道三泰控股，后者重组前突击回购,新京报
2152,2019-03-04,龙蟒佰利：20万吨氯化法钛白粉项目预计二季度试生产,Wind
2153,2019-03-04,龙蟒佰利：20万吨氯化法钛白粉项目预计二季度试生产,e公司
2154,2019-03-04,"龙蟒佰利:多重因素导致业绩下滑,钛白产业链春季有望复苏",申万宏源
2155,2019-02-28,【西南证券—龙蟒佰利点评】业绩略低于预期，未来有望实现氯化钛渣自给,化工林谈
2156,2019-02-28,龙蟒佰利：与钛康公司签订合作意向书,e公司
2157,2019-02-28,龙蟒佰利：2018年净利润同比减8.59%（快报） 盈利能力下降,Wind
2158,2019-02-27,化工：板块商誉集中度高 减值风险可控,上海证券
2159,2019-02-27,四川德胜集团进击资本市场：介入分众传媒旗下源星昱瀚,新京报
2160,2019-02-27,钛白粉价格触底反转 龙蟒佰利发力布局上游,证券时报
2161,2019-02-26,龙蟒佰利发力实现氯化钛渣自给自足 国内钛白粉价格已开启触底反转模式,e公司
2162,2019-02-26,龙蟒佰利：拟20亿元投建50万吨钛精矿升级转化氯化钛渣创新工程项目,e公司
2163,2019-02-26,[快讯]龙蟒佰利:签订项目投资框架协议,中财网
2164,2019-02-26,午间公告：海辰药业2018年净利同比增26.88%,Wind
2165,2019-02-19,国内外钛白粉龙头相继提价 钛白粉行业的春天要来了？,格隆汇
2166,2019-02-19,"化工行业周报:钛白粉价格上涨,周期品春季行情可期,重点推荐柔性显示产业链",申万宏源
2167,2019-02-18,钛白粉企业纷纷宣布价格上调 公司整体业绩望提升(股),金融界
2168,2019-02-16,三巨头集体涨价 钛白粉行业迎来春天,巨丰财经
2169,2019-02-16,【西南化工周观点】MDI价格继续上涨，DMC价格企稳反弹,化工林谈
2170,2019-02-15,龙蟒佰利：产业链布局不断完善 买入评级,和讯
2171,2019-02-14,今日资金抢入六只强势股一览（2019年2月14日）,中财网
2172,2019-02-14,【事件点评|国信化工】龙蟒佰利(002601)：节后开工钛白粉迎来新一轮提价,化工之诚
2173,2019-02-14,龙蟒佰利（002601）快评：节后开工钛白粉迎来新一轮提价,国信研究
2174,2019-02-14,"钛白粉行业调价点评:龙头企业库存压力下降,期待出口回暖",光大证券
2175,2019-02-13,龙蟒佰利：国内外龙头相继涨价，钛白产业链景气上行,申万宏源
2176,2019-02-13,龙蟒佰利上调主营产品钛白 粉价格提振业绩,证券日报
2177,2019-02-12,龙蟒佰利：上调主营产品价格,金融界
2178,2019-02-12,龙蟒佰利(002601.SZ)硫酸法钛白粉每吨售价国内上调500元 国际上调100美元,格隆汇
2179,2019-02-12,龙蟒佰利：上调硫酸法钛白粉销售价格,e公司
2180,2019-02-12,龙蟒佰利：上调各型号硫酸法钛白粉销售价,Wind
2181,2019-01-29,"2018Q4化工重仓股分析:Q4基金化工股持仓环比下降,细分领域成长有亮点",申万宏源
2182,2019-01-28,龙蟒佰利：耗资7.5亿元 完成回购计划,证券之星
2183,2019-01-28,龙蟒佰利：回购股份实施完成 耗资7.5亿元,e公司
2184,2019-01-25,龙蟒佰利：与奥图泰签署战略合作协议,e公司
2185,2019-01-22,弱市重质！涨价主题接踵而至，六品种“摇钱有术”,Wind
2186,2019-01-09,天然气板块业绩提升预期增强 六股有望率先发力,证券日报
2187,2019-01-08,"化工行业2019投资策略:潮落拾遗珠,拥抱需求确定性",正点财经
2188,2019-01-02,1月2日晚间上市公司十大重磅公告,巨丰财经
2189,2019-01-02,龙蟒佰利：已累计回购6.63亿元股份,e公司
2190,2019-01-01,史上最大规模！美的集团40亿回购实施完毕，2018年回购金额过亿元公司已达百家,证券时报网
2191,2018-12-29,"龙蟒佰利:盈利能力可观,高分红有望延续",正点财经
2192,2018-12-26,龙蟒佰利今日大宗交易成交225万股，成交价11.14元折价10.67%,Wind资讯
2193,2018-12-26,龙蟒佰利：拟投资20亿元扩大钛白粉生产 优化产业链,投资快报
2194,2018-12-26,790家上市公司全年业绩预喜,中证报
2195,2018-12-25,龙蟒佰利：拟投资20亿元扩大钛白粉产业链项目投资,e公司
2196,2018-12-25,龙蟒佰利：终止设立产业投资基金,Wind
2197,2018-12-19,龙蟒佰利：20万吨氯化法生产线项目处于单机设备调试中,e公司
2198,2018-12-19,龙蟒佰利：20万吨氯化法生产线项目处于单机设备调试中,Wind
2199,2018-12-05,"基础化工行业周报:VA快速上涨,磷矿石、纯碱价格上调",安信证券
2200,2018-12-04,钛白粉板块脱颖而出，安纳达强势封板,Wind
2201,2018-12-03,龙蟒佰利：已累计回购2.46%股份 耗资6.63亿元,证券之星
2202,2018-12-03,龙蟒佰利：已累计耗资6.63亿元回购2.46%股份,e公司
2203,2018-12-03,曲线上市未果 多公司转战IPO,北京商报网
2204,2018-12-03,子公司两年收6张环保罚单 龙蟒佰利注重环保却玩文字游戏 其他违规处罚,证券日报
2205,2018-12-03,"龙蟒佰利首次覆盖报告:业绩维持稳健,关注海外库存进入上升期",光大证券
2206,2018-11-29,产业资本大举出手吸筹投资者可以“跟”么？（附股）,重庆商报
2207,2018-11-29,龙蟒佰利6收环保罚单 上半年治污投入占营业成本0.6% 其他违规处罚,新浪
2208,2018-11-27,基础化工行业:布油跌破60美元萤石、维生素、复合肥价格上涨,安信证券
2209,2018-11-26,近六成天然气概念股年报预喜 上游提价部分燃气公司业绩承压,证券日报
2210,2018-11-26,龙蟒佰利环保违规 被绵竹市环保局罚款10万元 其他违规处罚,挖贝网
2211,2018-11-25,龙蟒佰利：控股子公司收到环保部门行政处罚决定书 其他违规处罚,e公司
2212,2018-11-25,化工：布油跌破60美元 荐5股,安信证券
2213,2018-11-21,龙蟒佰利子公司获8项发明专利证书,中金在线
2214,2018-11-20,化工：化工板块个股商誉情况梳理,方正证券
2215,2018-11-20,"基础化工行业周报:氟化工继续上涨,磷酸二铵市场走高",安信证券
2216,2018-11-13,龙蟒佰利：公司及子公司取得11项专利证书,证券之星
2217,2018-11-13,龙蟒佰利：子公司获得政府补助逾400万元,证券之星
2218,2018-11-13,中国证监会行政处罚决定书（刘坚）,证监会
2219,2018-11-09,龙蟒佰利：已累计回购2.1%股份，耗资5.63亿元,Wind
2220,2018-11-09,龙蟒佰利：已累计回购2.1%股份 耗资5.63亿元,e公司
2221,2018-11-08,化工：盈利水平保持稳健 荐5股,安信证券
2222,2018-11-08,大客户稳定性成疑 安宁股份IPO添堵,北京商报
2223,2018-11-02,龙蟒佰利：已耗资3.54亿元回购1.33%股份,e公司
2224,2018-10-29,"龙蟒佰利:业绩持续稳健,氯化法扩产夯实龙头地位",中证网
2225,2018-10-24,【西南证券—龙蟒佰利公司点评】业绩稳定增长，氯化法项目进展顺利,微信
2226,2018-10-23,"龙蟒佰利:钛白粉行业景气持续,回购彰显信心",安信证券
2227,2018-10-22,龙蟒佰利：前三季度净利19.7亿元 同比增2.59%,e公司
2228,2018-10-22,龙蟒佰利：前三季度净利润同比增2.59%,Wind
2229,2018-10-16,龙蟒佰利将实施中期分红 拟10派6.5元,e公司
2230,2018-10-10,钛白粉概念午后再度冲高，中核钛白强势涨停,Wind
2231,2018-10-10,龙蟒佰利：公司20万吨氯化法生产线预计年底可实现单机试车,e公司
2232,2018-10-08,龙蟒佰利：已耗资逾亿元回购公司0.4%股权,e公司
2233,2018-10-04,龙蟒佰利股票分析：中报业绩逆市微涨，二期氯化法项目如期推进,南方财富网
2234,2018-09-27,"龙蟒佰利:18上半年业绩微增2.33%,中报延续高分红,维持买入",正点财经
2235,2018-09-26,生产成本加大，多家钛白粉公司宣布涨价,Wind
2236,2018-09-25,巨丰热点前瞻：市场或将开启中期反弹 关注结构性机会,巨丰财经
2237,2018-09-16,化工：尿素再破两千大关 荐3股,安信证券
2238,2018-09-12,龙蟒佰利：目前钛白粉价格有支撑,Wind
2239,2018-09-12,【太平洋化工】龙蟒佰利2018中报点评：行业龙头业绩稳健 新产能助推全球竞争力,太平洋化工
2240,2018-09-11,环保限产及需求旺季来临 钛白粉价格将稳中有升,前瞻研究院
2241,2018-09-11,环保限产叠加旺季来临钛白粉龙头再度涨价,Wind
2242,2018-09-10,龙蟒佰利：四氯化钛价格近期上涨 对公司影响不大,e公司
2243,2018-09-10,盘前必读公告：这些投资机会不容错过！,巨丰财经
2244,2018-09-07,9月7日晚间上市公司十大重磅公告,巨丰财经
2245,2018-09-07,龙蟒佰利：上调主营产品钛白粉销售价格,e公司
2246,2018-09-07,龙蟒佰利：十月起钛白粉售价对国内客户上调300元/吨,Wind
2247,2018-09-07,年内478家公司斥资236亿元回购，逾七成公司三季报业绩预喜,证券日报
2248,2018-09-04,龙蟒佰利：首次回购169.6万股 耗资2301万元,e公司
2249,2018-08-29,龙蟒佰利：目前钛白粉价格有支撑,e公司
2250,2018-08-28,龙蟒佰利：20万吨/年氯化法生产线主体已基本竣工,e公司
2251,2018-08-28,[推荐评级]民生化工行业周报：原油价格上涨 PTA产业链持续走高,中财网
2252,2018-08-28,财通证券：龙蟒佰利买入评级,顶尖财经网
2253,2018-08-28,【财通化工】龙蟒佰利(002601)：钛白粉持续景气，氯化法扩产打开成长空间,财通证券研究
2254,2018-08-27,化工行业周报：环保继续趋严 看好PTA-涤纶产业链高景气,中财网
2255,2018-08-24,龙蟒佰利联集团股份有限公司关于回购公司股份的报告书,证券时报
2256,2018-08-22,[买入评级]龙蟒佰利(002601)中报点评：行业龙头业绩稳健 新产能助推全球竞争力,中财网
2257,2018-08-22,[买入评级]龙蟒佰利(002601)中报点评：18上半年业绩微增2.33% 中报延续高分红 维持买入,中财网
2258,2018-08-22,[强烈推荐评级]龙蟒佰利(002601)中报点评：高比例分红彰显投资价值 氯化法投产值得期待,中财网
2259,2018-08-22,[推荐评级]龙蟒佰利(002601)中报点评：供需改善推动钛白粉行业景气延续,中财网
2260,2018-08-22,191股获券商买入评级 东易日盛目标涨幅达119.42%,Wind
2261,2018-08-22,【化工-袁善宸】龙蟒佰利2018半年报点评：中报符合预期，全产业链布局可期,安信证券研究
2262,2018-08-21,龙蟒佰利（002601）：二季度业绩环比增长，持续夯实龙头地位,艾华新旧博弈
2263,2018-08-21,龙蟒佰利上半年净利润13.41亿元 销售钛白 粉30.06万吨,上海有色
2264,2018-08-21,[买入-A评级]龙蟒佰利(002601)中报点评：中报符合预期 全产业链布局可期,中财网
2265,2018-08-21,龙蟒佰利：上半年净赚13.41亿元 拟每10股派6.5元,投资快报
2266,2018-08-20,公告精选：万科上半年净利超91亿元；龙蟒佰利拟10派6.5元,e公司
2267,2018-08-20,21日高送转：龙蟒佰利拟10派6.5元,中证网
2268,2018-08-20,[快讯]龙蟒佰利:子公司申请银团贷款、项目前期贷款及公司为其提供担保等保证措施,中财网
2269,2018-08-20,龙蟒佰利：上半年净利13.41亿元，同比增2.33%,Wind
2270,2018-08-20,龙蟒佰利半年报：拟10派6.5元 实现营业收入52.6亿,新浪
2271,2018-08-20,龙蟒佰利半年报拟10派6.5元 净利润13.4亿元,金融界
2272,2018-08-20,龙蟒佰利：上半年净利13.41亿元 拟10派6.5元,e公司
2273,2018-08-20,龙蟒佰利子公司获得政府补助42.6万元,金融界
2274,2018-08-20,龙蟒佰利：上半年净利润同比增2.33%,Wind
2275,2018-08-20,[推荐评级]化工行业周报：PTA价格再创新高 DMC、DMF价格上涨,中财网
2276,2018-08-14,龙蟒佰利：具有全球影响力的钛白粉行业巨头 强烈推荐评级,东兴证券
2277,2018-08-13,[推荐评级]民生化工周报：PTA-聚酯产业链价格再创四年新高,中财网
2278,2018-08-13,钛白粉涨价改善行业盈利 7只中报预喜股配置价值凸显,证券日报
2279,2018-08-10,龙蟒佰利合计收到政府补助60.68万元,金融界
2280,2018-08-09,巨丰热点：钛白粉价格上调 概念股呈现活跃,巨丰财经
2281,2018-08-09,巨丰热点前瞻：市场阶段性修整望延续 关注结构性机会,巨丰财经
2282,2018-08-01,"基础化工及新材料行业深度报告:环保叠加供给侧,共促化工企业转型升级",华安证券
2283,2018-07-26,逾百家公司掀回购潮 回购金额创历史新高,投资快报
2284,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
2285,2018-07-13,数据王：场内资金跷跷板效应明显 两大板块两种策略,巨丰财经
2286,2018-07-13,龙蟒佰利股票分析：股票回购计划彰显信心，行业淡季提前涨价,天风证券
2287,2018-07-13,49家险企密集调研中小创，化学制品行业备受“宠”,Wind
2288,2018-07-13,[增持评级]龙蟒佰利(002601)公司点评：股票回购计划彰显信心 行业淡季提前涨价,中财网
2289,2018-07-12,龙蟒佰利大涨5.37%，报13.55元,腾讯网
2290,2018-07-12,龙蟒佰利：目前股东股权质押风险可控,中证网
2291,2018-07-12,龙蟒佰利大涨5.44%，报13.56元,腾讯网
2292,2018-07-12,市场回调但钛白粉价格回暖 龙蟒佰利拟3亿至12亿元回购股份,财富动力网
2293,2018-07-12,[推荐评级]龙蟒佰利(002601)公司动态：股份回购彰显发展信心 钛白粉行业景气有望延续,中财网
2294,2018-07-12,两公司抛亿元级回购预案,大众证券报
2295,2018-07-11,多家公司发布回购公告：龙蟒佰利等获得力捧,Wind
2296,2018-07-11,龙蟒佰利：拟3亿至12亿元回购股份 价格不超18元/股,e公司
2297,2018-07-11,龙蟒佰利：拟回购3亿元-12亿元，回购价格不超过18元/股,Wind
2298,2018-07-11,[超配评级]基础化工行业2018中报业绩前瞻：供需趋于平衡 行业盈利持续改善,中财网
2299,2018-07-11,"基础化工行业2018年中期投资策略:产能周期底部,关注龙头成长",国信证券
2300,2018-07-10,数据王：银行股预期回落 81家中报业绩翻倍股短线走强,巨丰财经
2301,2018-07-10,龙蟒佰利：钛白粉价格有较强支撑，行业持续处于供给紧平衡状态,Wind
2302,2018-07-10,龙蟒佰利：将积极研究采取各种措施维护股价稳定,Wind
2303,2018-07-10,钛白粉行业去周期化 龙蟒佰利2020目标产能130万吨,证券时报
2304,2018-07-10,龙蟒佰利领涨钛白粉板块,证券之星
2305,2018-07-10,龙蟒佰利：上半年钛白粉销量同比有一定增长 将积极维护股价稳定,e公司
2306,2018-07-06,龙蟒佰利跌1.51%，创年度新低，报11.75元,腾讯网
2307,2018-07-04,龙蟒佰利及控股子公司获得政府财政补贴271.2万元,金融界
2308,2018-07-02,关联交易超额1倍迟披露收监管函 龙蟒佰利5年10次被采取监管措施,证券日报
2309,2018-06-29,2018年6月29日新闻发布会,深交所
2310,2018-06-29,[领先大市-A评级]涂料涂漆行业专题报告：环保高压 出口向好 钛白粉景气持续,中财网
2311,2018-06-28,[买入评级]龙蟒佰利(002601)深度报告：产业链完整 成本优势明显 龙头企业在高景气度中受益,中财网
2312,2018-06-28,龙蟒佰利：人民币贬值有利于产品出口,Wind
2313,2018-06-27,券商首次关注9股并给予买入评级（6月27日）,Wind
2314,2018-06-26,龙蟒佰利获得政府财政补贴220万元,金融界
2315,2018-06-26,[中性评级]化工行业周报：原油价格大涨 关注钛白粉提价,中财网
2316,2018-06-26,龙蟒佰利：钛白粉出口强劲 行业继续涨价,民生证券
2317,2018-06-25,钛白粉拉升 龙蟒佰利领涨,证券之星
2318,2018-06-25,早间公告：华铁股份拟回购不超10亿元股份,Wind
