,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
12348,2019-07-26,中西医药互补政策推进，中药创新或迎利好,格隆汇
12349,2019-07-25,北向资金净流入近24亿元，偏爱电子股，机构：震荡行情尚未结束,第一财经
12350,2019-07-25,医药板块走势分化，机构建议聚焦三条主线掘金相关机会,第一财经
12351,2019-07-25,科创板开市首日，国内首只科技ETF规模超10亿正式成立,每经网
12352,2019-07-25,通过一致性评价药品研发费用汇总，截至2019/7/23,医药魔方
12353,2019-07-25,医药行业周报:国家医保局取消地方基药增补目录,渤海证券
12354,2019-07-24,王德伦：科创板潜在上市企业创造产业链主题机遇,金融界
12355,2019-07-24,医药行业巨震 10大变局降临,医药观察家网
12356,2019-07-24,市场分化仍将延续 关注二线蓝筹,金融投资报
12357,2019-07-24,"医药生物行业2019年中报业绩前瞻:医药板块持续分化,寻找景气与避险的交集",申万宏源
12358,2019-07-23,【聚焦西普】战略大猜想（上）恒瑞医药、阿斯利康中国等头部医药企业的战略洞察,新康界
12359,2019-07-23,《财富》世界500强 11家药企上榜（附名单）,财富中文网
12360,2019-07-23,数据王：上周重要数据盘点,巨丰财经
12361,2019-07-23,明星基金经理业绩分析之：兴全董承非 --《FOF系列研究之 八》,DigitalAlpha
12362,2019-07-23,"医药生物行业:健康中国行正式开展,科创板上市在即",国联证券
12363,2019-07-23,"医药行业盘前早知道:拥抱确定性,波动加剧分化",东莞证券
12364,2019-07-23,"医药生物行业跨市场周报:仿制药价格体系加速重塑,药企迈向体系竞争时代",光大证券
12365,2019-07-22,聚焦医药的两个新变化-“政策趋缓+科创板映射” --医药行业周报（2019.07.15-2019.07.21）,兴证医药健康
12366,2019-07-22,公募基金2019Q2医药持仓分析【兴证医药】,兴证医药健康
12367,2019-07-22,【5.6折内参福利】防御类各板块谁在超跌反弹？,金融界
12368,2019-07-22,销售费用、学术推广费用高为医药行业“通病”,制药网
12369,2019-07-22,07月22日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
12370,2019-07-22,【中信证券丨消费】国内基金持仓专题：2019Q2消费持仓突破前期高点,麦高玩乐游
12371,2019-07-22,上证50成份股事件周报（2019.07.15-2019.07.21）,爱建证券研究所
12372,2019-07-22,谁是13.4万亿公募基金最青睐的重仓股？二季度最新持股曝光,每日经济新闻
12373,2019-07-22,2019Q2主动股票型基金资产配置分析：重仓股集中度创9年来新高,格隆汇
12374,2019-07-22,科创板交易半天观察，为何电子制造流入居前？,养基司令
12375,2019-07-22,恒瑞医药一年三次被高管减持 “大白马”到底怎么了？ 减持股份,GPLP犀牛财经
12376,2019-07-22,仅满足最低条件，微芯生物惊险闯关科创板,阿尔法工场
12377,2019-07-22,DTP药房越来越受关注，正处在行业爆发式增长拐点,制药网
12378,2019-07-22,消费｜19Q2消费持仓突破前期高点：国内基金持仓分析,中信证券研究
12379,2019-07-22,【策略*王杨】 基金2019Q2分析：TMT、地产和农业的配置均回落,东吴研究所
12380,2019-07-22,睿财看市场：年底情结再现，不必受困于岁末的短期波动,恒泰睿财
12381,2019-07-22,中国平安蝉联基金头号重仓股 获1243只基金“抱团”加持,证券日报
12382,2019-07-22,"医药生物行业:厚积薄发,单抗产品进入兑现期",国联证券
12383,2019-07-21,仿制药价格体系加速重塑，药企迈向体系竞争时代|【光大医药·周报】,医心医意要健康
12384,2019-07-21,招标办公布，这100个药卖得最好！,健识局
12385,2019-07-21,【西南医药|0721周报】科创板正式落地，重点推荐南微医学+心脉医疗,国广有话说
12386,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
12387,2019-07-21,这家药企学术推广费一年花掉24亿 都花在哪了,健康界
12388,2019-07-21,【川财研究所*专题报告】科创板上市公司全景概览之七：嘉元科技、微芯生物、安恒信息、利元亨,川财研究
12389,2019-07-21,科创板开市猜想：首批25家谁有“黑马”潜质？,第一财经
12390,2019-07-21,专家：科创板亮点之一是“理直气壮讲市值”,证券时报
12391,2019-07-20,中国平安蝉联第一大重仓股,金融投资报
12392,2019-07-19,陆家嘴观察 | QFII限额取消，会产生哪些影响？哪些A股最有机会？,央视
12393,2019-07-19,公募基金二季报收官：股票仓位高达87%，基金经理“买买买”大揭秘,第一财经
12394,2019-07-19,医药股边际改善预期正在增强,红周刊
12395,2019-07-19,35秒看懂公募基金历年重仓股变迁 金融股经久不衰,新浪
12396,2019-07-19,北上资金净卖出大族激光4.4亿 买入中国平安4.15亿元,格隆汇
12397,2019-07-19,北向资金净流入超60亿 中国平安净买入5.97亿,重庆商报
12398,2019-07-19,【健康界产业周刊】又一家二甲双胍过一致性评价 科创板生物医药第一股落地,健康界
12399,2019-07-19,恒瑞医药13名高管减持期限过半 已累计减持1.38亿元 减持股份,中国经济网
12400,2019-07-19,周四跌成这样有点出乎意料水皮:盘中有一怪异地方,中财网
12401,2019-07-19,北上资金又来逆市抄底 偏爱猪肉上游产业链个股,证券时报
12402,2019-07-18,陆家嘴观察 | 日赚1.1亿 茅台“中考成绩单”你满意否？,央视
12403,2019-07-18,这100个药卖得最好（附名单）,赛柏蓝
12404,2019-07-18,这个电子行业龙头，产品市占率第一，ROE高达30%，利润增速40%+,和讯
12405,2019-07-18,恒瑞医药：卡瑞丽珠单抗获重要进展 将巩固龙头地位,新浪
12406,2019-07-18,[快讯]恒瑞医药:董监高减持股份进展 减持股份,中财网
12407,2019-07-18,恒瑞医药(600276.SH)12名高管累计减持211.43万股 减持股份,格隆汇
12408,2019-07-18,恒瑞医药：12名董监高人员减持时间过半，合计减持0.05%股份 减持股份,Wind
12409,2019-07-18,恒瑞医药：公司多名董事及高级管理人员合计减持211.43万股 减持股份,Wind
12410,2019-07-18,早间机构策略：市场正逐步转暖或在转暖的路上,证券时报网
12411,2019-07-18,【天风医药】柳药股份：半年度业绩预告靓丽，区域龙头稳健成长,思医辨药
12412,2019-07-17,科技股大行情迫在眉睫？,火山财富
12413,2019-07-17,西南策略：成长股有望迎来一轮阶段性上攻机会,证券时报网
12414,2019-07-17,最新公告透露利好 13只个股有望爆发（07.17）,中金在线
12415,2019-07-17,今起可“All in ”A股 景顺投资迈克·绍：大盘蓝筹仍为心头好,中证报
12416,2019-07-17,公募基金二季度投资动向浮出水面 26只个股持股市值均超10亿元,证券日报
12417,2019-07-17,医药行业周报:4+7品种集采预期将在全国范围内实施,渤海证券
12418,2019-07-17,"医药生物行业7月投资策略:中报前瞻稳健,政策明朗改善预期",国信证券
12419,2019-07-16,A股头条之上市公司公告精选（7.17）,金融界
12420,2019-07-16,A股投资者行为和资金流向周报—医药生物净减持较多，陆股通净流出20190716 减持股份,宏信视角
12421,2019-07-16,7月16日上市公司消息公告，乐山电力上半年净利增长95%,和讯
12422,2019-07-16,揭秘首批医药基金二季报：最高半年赚30%，却挡不住持有人赎回,第一财经
12423,2019-07-16,恒瑞医药：PD-1大适应症获突破性进展，创新药梯队次第花开,证券时报网
12424,2019-07-16,7月16日上市公司晚间公告速递,新浪
12425,2019-07-16,跟着北上资金炒股能赚钱吗？,量化陶吧
12426,2019-07-16,【财通金工】“拾穗”多因子（十五）：是聪明钱吗？探析外资持股的风格偏好,量化陶吧
12427,2019-07-16,恒瑞医药：卡瑞利珠单抗注射液获临床试验通知,中证网
12428,2019-07-16,恒瑞医药(600276.SH)：注射用卡瑞利珠单抗(SHR-1210)获批临床试验,格隆汇
12429,2019-07-16,恒瑞医药：注射用卡瑞利珠单抗（SHR-1210）将于近期开展临床试验,Wind
12430,2019-07-16,买基金买股票 养老目标基金二季度大幅建仓,每日经济新闻
12431,2019-07-16,收评：两市指数全天横盘沪指跌0.2% 氟化工板块大热,新浪
12432,2019-07-16,上半年抗肿瘤领域成新药申报最热门 60个品种拔头筹,新京报
12433,2019-07-16,【天风医药】片仔癀：上半年业绩延续快速增长势头，营销拓展持续推进,思医辨药
12434,2019-07-16,中信证券：消费整体向上趋势无疑 建议持续配置,证券时报网
12435,2019-07-16,数据王：上周北上资金盘点 两大龙头再获主力重仓,巨丰财经
12436,2019-07-16,消费｜6月社零超预期，汽车、化妆品增长显著,中信证券研究
12437,2019-07-16,健康中国行动意见出台 三主线掘金受益股（名单）,证券时报网
12438,2019-07-16,中国医药工业百强榜单发布 多家上市公司上榜,中证网
12439,2019-07-16,货币金融行业上半年成最大赢家,和讯
12440,2019-07-16,【海通医药周报】关注政策和科创板，重视中报业绩（0708-0712）,--
12441,2019-07-16,《健康中国行动》等相关文件出台，细分领域标的有望迎来机遇,第一财经
12442,2019-07-16,医药生物行业周报:关注小分子靶向药,德邦证券
12443,2019-07-15,东阿阿胶还会再回来吗？,和讯
12444,2019-07-15,医疗保健：药价压力有所缓解 荐5股,东莞证券
12445,2019-07-15,第二轮4+7集中采购方案出炉，医药行业有哪些值得投资？,格隆汇
12446,2019-07-15,医疗保健：短期布局中报业绩确定性高的细分龙头 荐5股,上海证券
12447,2019-07-15,国家带量采购拟扩大试点,医药网
12448,2019-07-15,PharmaCon 2019 第五届中国国际化学药研发论坛盛大来袭,药渡
12449,2019-07-14,【天风医药】贝达药业：中报业绩较快增长，业绩拐点望迎确证,思医辨药
12450,2019-07-14,巨丰原创：A股30只个股十年十倍 挖掘下一个牛股集中营,巨丰财经
12451,2019-07-13,今年白酒估值已升逾五成 抱团取暖将迎中报考验,中证网
12452,2019-07-13,巨丰原创：对标美股十年牛市 这些A股机会不容忽视,巨丰财经
12453,2019-07-12,制药强省的一致性评价成绩单！恒瑞/扬子江/天晴/豪森。。。,药通社
12454,2019-07-12,《财富》中国500强入围的20家药企：恒瑞首次入选，白云山名次飞涨，人福首次亏损 亏损,智通财经
12455,2019-07-12,上海证券市场大宗交易公开信息(2019-07-12),上交所
12456,2019-07-12,21家药企进入《财富》500强！石药、恒瑞、科伦新上榜！,医药云端工作室
12457,2019-07-12,2019年医药行业中期投资策略：优选龙头，兼顾估值，维持“增持”评级,格隆汇
12458,2019-07-12,眼科医疗迎新一轮黄金发展期，机构建议关注医药行业五类投资机会,第一财经
12459,2019-07-12,2019财富中国500强发布，21家医药企业上榜,制药网
12460,2019-07-12,中国财富500强公布，医药行业21家企业上榜（附名单）,医药网
12461,2019-07-11,科伦药业创仿结合发力自主研发 药物制剂业务销售或超百亿,21世纪经济报道
12462,2019-07-11,第二批“4+7”带量采购如箭在弦，我们做了这6点猜想,汇聚南药
12463,2019-07-11,恒瑞470名！20家药企入围2019年中国500强排行榜！,药通社
12464,2019-07-11,"[""科""公司峰会]恒瑞医药研发人少费用多药明康德反之",新浪
12465,2019-07-11,北上资金今日买入招商银行超3亿元,重庆商报
12466,2019-07-11,医疗保健：坚持投资主线 荐11股,财信证券
12467,2019-07-11,科创板大幕正徐徐拉开，成长股板块估值或提升 关注两大投资方向,证券时报网
12468,2019-07-11,医药板块小幅走高 天目药业兴齐眼药等涨停,证券时报网
12469,2019-07-11,西南证券：科创板的大幕会如何拉开,西南证券
12470,2019-07-11,2019年上半年91个药品入选 新药申请超50%,新浪
12471,2019-07-11,当心“伪白马股”爆雷,中国经济时报
12472,2019-07-11,"恒瑞医药:抗肿瘤重磅首仿获批,持续完善肿瘤产品",西南证券
12473,2019-07-10,主力资金连续7日净流出 这5股被资金扫货超亿元,证券时报
12474,2019-07-10,北向资金连续三日净流出：消费无疑是海外资金偏好的配置板块,澎湃新闻
12475,2019-07-10,北上资金净卖出招商银行1.46亿 恒瑞医药1.81亿元,格隆汇
12476,2019-07-10,连续三日净流出，机构：美元走强或压制北向资金,第一财经
12477,2019-07-10,【沪深股通瞭望】 07月10日 沪股通净流入-14.61亿 深股通净流入1.2亿,每日经济新闻
12478,2019-07-10,07月10日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
12479,2019-07-10,2019年上半年10家医疗健康企业赴港IPO 疫苗股领跑股价,动脉网
12480,2019-07-10,【天风医药】健帆生物：中报业绩预计延续高增长态势,思医辨药
12481,2019-07-10,6月医药大事件之榜单篇：多样性排名考验药企综合实力,制药网
12482,2019-07-10,齐鲁制药、恒瑞医药、翰宇药业三家过评 竞品危险了,赛柏蓝
12483,2019-07-10,10日公司新闻聚焦：丰乐种业中报预增逾10倍；*ST大洲获举牌,证券时报网
12484,2019-07-10,全球并购创2008年以来新低，为什么制药业却逆势上行？,亿欧网
12485,2019-07-10,2019下半年医药行业投资策略:寻找景气与避险的交集,申万宏源
12486,2019-07-09,海外医药新闻发布2019/7/9【西南医药朱国广陈铁林团队】,国广有话说
12487,2019-07-09,研发投入近4000万，恒瑞子公司抗癌药首仿上市！同品种天晴/齐鲁在审！,药通社
12488,2019-07-09,2019医院最畅销药品公布（附名单）,赛柏蓝
12489,2019-07-09,3年亏损逾9亿，百奥泰选用第5套标准闯关科创板 亏损,格隆汇
12490,2019-07-09,恒瑞重磅首仿药获批 国内药企注册进度几何？,健康界
12491,2019-07-09,7月9日上市公司晚间公告速递,新浪
12492,2019-07-09,恒瑞医药(600276.SH)：醋酸阿比特龙片获药品注册批件,格隆汇
12493,2019-07-09,恒瑞医药：子公司获得药品注册批件,e公司
12494,2019-07-09,"谁在接盘新城?""黑天鹅""后新城发展与新城悦明显放量",第一财经
12495,2019-07-09,恒瑞医药：仿创结合持续推进 买入评级,东吴证券
12496,2019-07-09,A股早报2019年7月9日星期二,Wind
12497,2019-07-09,消费｜总体持仓稳定，行业配置略显变化：2019Q2北向资金消费持仓分析,中信证券研究
12498,2019-07-09,最新公告透露利好 15只个股有望爆发（07.09）,中金在线
12499,2019-07-09,医药 | 掘金经营强势主线，关注科创投资机会,中信建投证券研究
12500,2019-07-09,恒瑞卡瑞利珠单抗二线治疗晚期食管鳞癌达主要终点,亿欧网
12501,2019-07-09,格隆汇A股公告精选(7.09) | 格力拟斥资2亿元入股新疆众和成第三大股东，第一大股东特变电工持股升至30.85%；多家券商披露6月业绩；平安再度耗资超5亿回购,格隆汇
12502,2019-07-08,A股头条之上市公司公告精选（7.9）,金融界
12503,2019-07-08,『医药头条君』重磅！31个重点监控目录将公布,新浪
12504,2019-07-08,【中信证券丨消费】2019Q2北向资金消费持仓分析——总体持仓稳定，行业配置略显变化,麦高玩乐游
12505,2019-07-08,除了寒冬和风口，2019年大健康创投圈更应该关注什么？,钛媒体
12506,2019-07-08,上证50成份股事件周报（2019.07.01-2019.07.07）,爱建证券研究所
12507,2019-07-08,A股三跌停H股触底上涨超过10%，谁在接盘新城？,第一财经
12508,2019-07-08,北向资金大举出逃逾35亿元，三大主线指明后市掘金方向,第一财经
12509,2019-07-08,信达证券：北向资金净流入开始波动,中证报
12510,2019-07-08,北上资金引导风向 关注蓝筹龙头独立行情,中证报
12511,2019-07-07,【山证医药】医药行业周报（20190707）：医保控费形势依然严峻，创新药研发热情高涨,山西证券研究所
12512,2019-07-07,偏股主动型基金仓位上调，华宝科技龙头ETF值得关注,XYQUANT
12513,2019-07-07,医药生物全球视野–西南证券海外医药一周资讯（2019.7.1-2019.7.5）【西南医药朱国广陈铁林团队】,国广有话说
12514,2019-07-07,正大天晴来“搅局” 400亿美元市场迎首个突围者？,米内网
12515,2019-07-07,江苏省MAH信息平台上线启动,蒲公英
12516,2019-07-06,风暴中的新城控股：投资人惊恐 新掌门朋友圈改为三天可见,第一财经
12517,2019-07-06,A股20年，十大市值龙头公司潮起潮落……5张图指明谁是下一个“茅台”！,每经网
12518,2019-07-06,北上资金本周净买入20.37亿元 17股最受青睐,证券时报
12519,2019-07-06,国金# 科创投资Q&A：科创板生物医药机会能否堪比美股？如何选择标的？,国金证券研究所
12520,2019-07-06,医药股一哥冲击3000亿市值！带量采购品种药店卖出天价？药店卖498元，医院卖17元,米内网
12521,2019-07-05,关注中报行情，重申港股龙头配置价值 |【光大医药·周报】,医心医意要健康
12522,2019-07-05,刚刚!又一家阿比特龙仿制药，纳入上海医保！,医药云端工作室
12523,2019-07-05,第二批国采之后，阿比特龙主动申请降价！,医药云端工作室
12524,2019-07-05,第二批国采之后，阿比特龙主动申请降价！,汇聚南药
12525,2019-07-05,北向资金净流入开始波动，消费科技配置分化,谷视研究
12526,2019-07-05,科创板首家过会未注册 微芯生物或不符任何一套标准,新浪
12527,2019-07-05,市场辩论会：白马“歇脚”后继续奔腾 新一轮行情蠢蠢欲动？,第一财经
12528,2019-07-05,五大券商下周看好6板块35股,证券之星
12529,2019-07-05,医药股早盘异动走强 兴齐眼药涨停,中国经济网
12530,2019-07-05,艾德证券期货：香港隔夜拆借利率走高 今日难有大行情,金融界
12531,2019-07-05,融资客青睐16股，大湖股份买入占比高达37.78%,Wind
12532,2019-07-05,【数据揭秘】07月04日 融资客最看好的前20只个股,每日经济新闻
12533,2019-07-05,遇到“黑天鹅”我们该怎么防？水皮:退一步海阔天空,中财网
12534,2019-07-05,A股“散户市”特征逐渐改变,中国经济时报
12535,2019-07-04,525亿资金争夺20股：主力资金重点出击3股(名单),新浪
12536,2019-07-04,07月04日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
12537,2019-07-04,多只医药股遭遇董监高减持 恒瑞医药为何却冲破历史新高,第一财经
12538,2019-07-04,中国国旅跳水跌超6%，机构“抛弃”白马股了吗？,搜狐
12539,2019-07-04,港股次新股翰森制药跳水跌超13%，此前一度涨9%,Wind
12540,2019-07-04,机构调仓引发消费股熄火 A股回调是加仓好时机,中财网
12541,2019-07-04,"医药生物行业:注册申请高增长,审评通过高效率,国产创新药迎来黄金收获期",山西证券
12542,2019-07-04,"创新药盘点系列报告(11):进击的疫苗,深度盘点,重磅迭出",国信证券
12543,2019-07-03,社评丨核心资产挺起A股脊梁,证券时报网
12544,2019-07-03,今年以来高管减持套现达258亿元 减持股份,大众证券报
12545,2019-07-03,国内首只科技ETF闪亮登场 华宝中证科技龙头ETF将于7月4日起发行,中证网
12546,2019-07-03,A股共发生80宗大宗交易成交25.62亿元（7月3日）,Wind
12547,2019-07-03,[快讯]7月3日大宗交易一览,中财网
12548,2019-07-03,上海证券市场大宗交易公开信息(2019-07-03),上交所
12549,2019-07-03,北上资金今日净流出2.03亿 海康威视净卖出超4亿,格隆汇
12550,2019-07-03,北上资金今日净流出4.89亿 中国平安净卖出超4亿,每日经济新闻
12551,2019-07-03,中国“科”公司之复星VS恒瑞：谁的科研实力更强？,新浪
12552,2019-07-03,希玛眼科大涨近35%，医药行业结构性投资机会值得关注,第一财经
12553,2019-07-03,除了寒冬和风口，2019年大健康创投圈更应该关注什么？,牛华网
12554,2019-07-03,【医药】第一批国家重点监控合理用药药品目录发布——医药行业周报——中性（联系人：甘英健，陈晨）,渤海证券研究
12555,2019-07-03,【中原策略王哲】A股资金流向日跟踪*沪指下跌，农业银行主力资金流入最多,中原证券研究所
12556,2019-07-03,海外医药新闻发布2019/7/2【西南医药朱国广陈铁林团队】,国广有话说
12557,2019-07-03,【数据揭秘】07月02日 融资客最看好的前20只个股,每日经济新闻
12558,2019-07-03,三大股指窄幅盘整 北向资金偏爱深股,中财网
12559,2019-07-03,【山证早班车】山西证券：晨会纪要（20190703）,山西证券研究所
12560,2019-07-03,中报行情呼之欲出：绩优股走强 7月关注三大方向,中证报
12561,2019-07-02,两大利好集于一身！真能20年赚100倍？,小波思基
12562,2019-07-02,上半年股权质押大盘点！ 279股大股东全仓质押,红周刊
12563,2019-07-02,7月2日复盘：越不急涨越会更好上扬 主力资金出击7股,新浪
12564,2019-07-02,A股震荡整固 量能是关键,国元财富管理
12565,2019-07-02,615亿资金争夺20股：主力资金重点出击7股(名单),新浪
12566,2019-07-02,07月02日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
12567,2019-07-02,07月02日 22只股票封板 船舶制造板块涨幅最大,每日经济新闻
12568,2019-07-02,报告 | 2019年6月江苏省A股上市公司市值TOP50,挖贝网
12569,2019-07-02,北向资金半日净流入逾15亿元，上半年这些个股最受宠,第一财经
12570,2019-07-02,两融及北上资金大幅净流入 消费与金融最受宠,证券时报
12571,2019-07-02,医药生物行业:《中华人民共和国疫苗管理法》颁布,国联证券
12572,2019-07-01,【华泰金工林晓明团队】各类资产多数上涨，股指小幅震荡 —— ETP与量化基金周报20190630,华泰金融工程
12573,2019-07-01,中信建投：掘金医药行业中期经营强势主线,证券时报网
12574,2019-07-01,恒瑞医药：二季度累计滚动购买105.08亿元理财产品,Wind
12575,2019-07-01,上证50成份股事件周报（2019.06.24-2019.06.30）,爱建证券研究所
12576,2019-07-01,医保标准化为精细化管理铺路，紧握“创新”及“政策免疫” |【光大医药·周报】,医心医意要健康
12577,2019-07-01,2019年6月外资持仓变动跟踪：北上资金转出为入，加大布局创业板（国信策略）,追寻价值之路
12578,2019-07-01,国信证券：北上资金转出为入 加大布局创业板,国信证券
12579,2019-07-01,【医药】江琦、赵磊：行业点评：看好审评审批改革持续推动下的中国创新药产业发展-20190702,中泰证券研究所
12580,2019-07-01,上半年北上资金持股市值突破万亿 把握优质配置窗口,中证报
12581,2019-07-01,"医药行业2019年中期投资策略:医药行业持续变革,创新药械和cro投资机会凸显",东北证券
12582,2019-06-30,我们把江苏和浙江上市公司去年的业绩比了下：不同模式下反映的经济缩影,和讯
12583,2019-06-30,投资负资产少的公司,红周刊
12584,2019-06-30,北向资金6月再度杀回A股 上半年哪些个股是真爱,Wind
12585,2019-06-29,全国级5G无人矿山 绿色智能矿山计划走到全球矿业行业前端,中研网
12586,2019-06-29,山东上半年已有8家企业A股上市，还有27家在排队,鲁网
12587,2019-06-28,千亿药企跌落神坛 ST康美董事长股东大会致歉,每日经济新闻
12588,2019-06-28,海外医药新闻发布20190628【西南医药朱国广陈铁林团队】,国广有话说
12589,2019-06-28,重磅！《中国500最具价值品牌》出炉，3家药企品牌价值缩水，17家飙涨,药智网
12590,2019-06-28,投资地产医药主题基金时，了解这点赚更多！,养基司令
12591,2019-06-28,天风证券：医药带量采购持续推进 精选三大投资主线,证券时报网
12592,2019-06-27,【天风医药】2019年半年度投资策略：政策变革下的医药行业确定性与不确定性，精选三大投资主线,思医辨药
12593,2019-06-27,35个药优先挂网，25个药降价。,医药观察家网
12594,2019-06-27,A股31家不差钱的土豪！能否复制茅台一样的强势？,Wind
12595,2019-06-27,首只千元股 北向资金10%仓位持股贵州茅台 抱团何时结束？,证券时报网
12596,2019-06-27,10年10倍股大起底 投资经理解析最佳投资赛道,中财网
12597,2019-06-27,证券市场上半年盘点：上半年A股十大关键词 科创板成热词,投资快报
12598,2019-06-26,恒瑞医药董监高减持股份进展公告 减持股份,亿邦动力
12599,2019-06-26,恒瑞医药(600276.SH)11名高管累计减持合计181.65万股,格隆汇
12600,2019-06-26,医疗保健：安徽省率先开始省级高值耗材带量谈判 荐6股,渤海证券
12601,2019-06-26,医药板块表现强势，机构：不惧政策扰动，把握高确定性投资主线,第一财经
12602,2019-06-26,【医药】安徽省率先开始省级高值耗材带量谈判—―医药行业周报——中性（联系人：甘英健，陈晨）,渤海证券研究
12603,2019-06-26,市场潜力大 PD-1或成创新药“黄金赛道”,中证报
12604,2019-06-25,海外医药新闻发布20190625【西南医药朱国广陈铁林团队】,国广有话说
12605,2019-06-25,4+7后，药企都在布局这一市场,赛柏蓝
12606,2019-06-25,北上资金活跃股名单(6月25日),证券时报
12607,2019-06-25,医疗保健：医药生物业周报 荐8股,华鑫证券
12608,2019-06-25,数据王：Shibor拐头 北上资金大幅流入,巨丰财经
12609,2019-06-25,A股投资者行为和资金流向周报—产业资本净减持减少，北上资金流入连续加大20190624,宏信视角
12610,2019-06-24,5月银行结售汇实现顺差，跨境资金流动积极向好,国元证券订阅号
12611,2019-06-24,41个重磅药，销售额公开（附名单）,赛柏蓝
12612,2019-06-24,宏信证券：产业资本净减持减少 北上资金流入连续加大,和讯
12613,2019-06-24,康哲药业（0867.HK）的投资价值分析,格隆汇
12614,2019-06-24,5个品种大概率入选第二批带量采购 药企主动降价,米内网
12615,2019-06-24,管理层震荡 轻研发中恒集团超六成收入挺营销 董监高成员变化,投资时报
12616,2019-06-24,A股药企销售费用恒瑞医药高居第五一季度同比大涨27%,投资时报
12617,2019-06-24,高瓴资本的医药投资道行“有点高”,证券时报
12618,2019-06-24,2019中国药品研发综合实力十强揭晓，都是强者！,制药网
12619,2019-06-24,赚钱效应回来了 核心领涨主线回归 牛市第二波或已起航(附策略),证券时报
12620,2019-06-24,A股估值优势凸显 北上资金加速流入,中证报
12621,2019-06-24,处于高速增长期的显影剂市场,中国医药报
12622,2019-06-24,上证50成份股事件周报（2019.06.17-2019.06.23）,爱建证券研究所
12623,2019-06-23,【中信建投医药|行业周报】：8省市取消耗材加成，“腾笼换鸟”更进一步,菊颖医药观察
12624,2019-06-23,【山证医药】医药行业周报（20190622）：青蒿素研究取得新进展，建议持续关注医药创新,山西证券研究所
12625,2019-06-23,重大风向标！这一重要反弹力量正大举抄底，这些个股被大比例增持,中证报
12626,2019-06-23,A股年中考：总市值增加10万亿，人均赚6.89万元,中证网
12627,2019-06-22,大消费领涨四年 龙头牛仍在演绎中,红周刊
12628,2019-06-22,二探“首家”科创药企微芯生物：单一产品遇内外伏兵 闯关前夜临定价难题,21世纪经济报道
12629,2019-06-21,药企名单 | 通过2019年复核评价的国家技术创新示范企业名单；天士力、扬子江、齐鲁、恒瑞等,药通社
12630,2019-06-21,数图说丨恒瑞市值逼近3000亿！领跑医药股凭的啥本事？,汇聚南药
12631,2019-06-21,北上资金跑步进场！本周净买入200亿，前三甲公司吸金45亿！注意，这个题材遭清仓式减持 减持股份,e公司
12632,2019-06-21,陆股通连续净买入股名单,证券时报
12633,2019-06-21,仿制药品目录建议清单出炉，受益股有哪些？,格隆汇
12634,2019-06-21,医药白马信立泰之痛：产品青黄不接 研发投入处理激进,证券市场周刊
12635,2019-06-21,东海证券发布医药行业中期策略：两维度布局,证券时报网
12636,2019-06-21,头顶千亿港元市值，翰森制药能否“撇清”恒瑞医药？“夫妻店”巨额销售费用双双待查,华夏时报
12637,2019-06-20,北向资金连续4日加仓：全天净流入55亿元，扑向这些股票,澎湃新闻
12638,2019-06-20,五粮液、平安等又创新高！股价迭创新高个股都有哪些特质？,证券时报
12639,2019-06-20,本土企业增长乏力 县域市场成就跨国药企,中国医药报
12640,2019-06-20,17股获券商买入评级 金隅集团目标涨幅达114.56%,Wind
12641,2019-06-20,548家公司股价三连涨 45只个股获主力资金增持逾5000万元,中证网
12642,2019-06-20,"医药生物行业:国新办举行医改吹风会,扩大集采规模",国联证券
12643,2019-06-19,四成A股药企销售费用率超30%,北京商报网
12644,2019-06-19,同心医联创始人兼CEO刘伟奇确认出席FUS猎云网2019年度医疗健康产业峰会,猎云网
12645,2019-06-19,擎朗智能花生机器人确认参展FUS猎云网2019年度医疗健康产业峰会,猎云网
12646,2019-06-19,恒瑞医药再交新药上市申请 成本或面临上涨压力,新浪
12647,2019-06-19,全域医疗集团联合创始人兼副总裁康世功确认出席FUS猎云网2019年度医疗健康产业峰会,猎云网
12648,2019-06-19,给力！3大重磅品种接连获批，信立泰、石药、正大天晴抢食300亿抗栓药市场,米内网
12649,2019-06-19,翼展医疗集团合伙人兼CMO高云龙确认出席FUS猎云网2019年度医疗健康产业峰会,猎云网
12650,2019-06-19,06月19日 主力资金近三日都在买这些概念股,每日经济新闻
12651,2019-06-19,没资格参与科创板？也能把握热门题材交易性机会,养基司令
12652,2019-06-19,北向资金半日净流入近50亿元 沪股通净流入24.68亿,金融界
12653,2019-06-19,5公司获得买入评级-更新中,中财网
12654,2019-06-19,19日公司新闻聚焦：中国平安A股首笔回购落地 哈高科拟收购湘财证券,证券时报网
12655,2019-06-19,盘前有料丨科创板第一股华兴源创27日申购，道指涨超350点…今日重要消息有这些,证券时报网
12656,2019-06-19,公告解读：地震没有影响生产经营,财富动力网
12657,2019-06-18,新京报讯（记者王卡拉）6月18日晚上,搜财网
