,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
2100,2019-10-23,紫光国微(002049.SZ)第三季度扣非净利润升224.7%至1.57亿元,格隆汇
2101,2019-10-23,紫光国微：前三季度净利润同比增26.88%,Wind
2102,2019-10-23,紫光国微：前三季度净利润同比增长26.88%,第一财经
2103,2019-10-17,6124点12周年：A股市值几近翻倍 估值降低80% 诞生11只十倍股,证券时报
2104,2019-10-16,互联网步入数字经济时代 布局四大细分领域龙头股,财富动力网
2105,2019-10-15,单季度净利暴增200倍，这个题材龙头业绩好到炸(最全受益股名单),证券时报
2106,2019-10-05,紫光国微：目前没有计划涉足存储器芯片制造业务也没有整合长江存储计划,Wind
2107,2019-09-30,率先引入西安紫光国芯内存模组 新华三助力计算产业自主创新,信产网
2108,2019-09-30,早间公告2019年9月30日星期一,Wind
2109,2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
2110,2019-09-26,紫光集团旗下紫光芯云产业城项目一期开工 621亿投资惹关注,21世纪经济报道
2111,2019-09-26,融资客青睐13股，外高桥买入占比高达46.28%,Wind
2112,2019-09-24,紫光国微(002049.SZ)：同芯微电子完成增资工商变更登记手续,格隆汇
2113,2019-09-18,云栖大会开幕在即！平头哥将发重磅产品，这些芯片股或迎关注,格隆汇
2114,2019-09-17,紫光国微：旗下紫光同芯THD89系列产品通过AEC-Q100车规认证,中证网
2115,2019-09-17,紫光国微与东软集成战略合作：推动5G超级SIM卡助力打造5G新生态,第一财经
2116,2019-09-17,紫光国微：旗下紫光同芯THD89系列产品通过AEC-Q100车规认证,证券时报网
2117,2019-09-04,【电子】002049*紫光国微:半年度业绩靓丽，特种芯片高增长贡献显著*买入,中银国际证券研究
2118,2019-09-02,A股早报2019年9月2日星期一,Wind
2119,2019-08-30,快讯：半导体板块早盘持续拉升 紫光国微大涨逾8%,新浪
2120,2019-08-29,紫光DRAM业务总部落户重庆：今年年底动工,TechWeb
2121,2019-08-28,紫光在重庆建DRAM事业群总部 自研内存2021年量产,驱动之家
2122,2019-08-28,428家公司透露最新股东户数 306家筹码趋向集中,投资快报
2123,2019-08-27,紫光国微：新推出的高性能安全芯片市场推广顺利，逐步放量出货,Wind
2124,2019-08-24,券商首次关注5股并给予买入评级（8月24日）,Wind
2125,2019-08-23,紫光国微半年报超预期大涨！特种集成电路毛利率大增,21世纪经济报道
2126,2019-08-23,特种集成电路贡献巨大 紫光国微净利增超六成,证券日报
2127,2019-08-23,"紫光国微:上半年业绩亮眼,特种集成电路助推业绩增长",东北证券
2128,2019-08-22,紫光国微(002049.SZ)前三季度净利润预增0%-30%至2.88亿元-3.74亿元,格隆汇
2129,2019-08-22,紫光国微智能安全芯片业务上半年营收6亿元 同比增长30.3%,TechWeb
2130,2019-08-22,紫光国微：H1业绩高速增长，特种集成电路与FPGA前景广阔,证券时报网
2131,2019-08-21,紫光国微：全资子公司拟向成都紫光科城出租写字楼,发布易
2132,2019-08-21,紫光国微：上半年净利润同比增60.94%,Wind
2133,2019-08-14,紫光国微2家全资子公司合计以5300万自有资金认购理财产品,挖贝网
2134,2019-08-13,科技股集体大涨 华为概念霸屏A股涨停榜,证券时报
2135,2019-08-12,股改不改了，清华继续控股！紫光凭啥这么“特别”？,证券之星
2136,2019-08-11,深投控终止接盘 紫光集团“留校”清华控股,e公司
2137,2019-08-09,紫光国微：清华控股决定终止向深投控转让其所持紫光集团36%股权,Wind
2138,2019-08-09,紫光国微(002049.SZ)：清华控股决定终止向深投控转让紫光集团36%股权,格隆汇
2139,2019-08-08,推进FPGA发展紫光国微拟对紫光同创增资,SEMI
2140,2019-08-08,芯片｜紫光国微拟对参股子公司紫光同创增资 后者从事商用FPGA相关业务,TechWeb
2141,2019-08-07,紫光国微：全资子公司向其参股子公司增资1.095亿元,Wind
2142,2019-08-07,紫光国微(002049.SZ)拟以现金方式对茂业创芯增资1亿元,格隆汇
2143,2019-08-05,"紫光国微首次覆盖报告:聚焦IC设计业务,收购Linxens强化智能安全芯片领军地位",证券之星
2144,2019-08-01,头号研报：下半年景气度有望回升的科技细分领域,巨丰财经
2145,2019-08-01,A股早报2019年8月1日星期四,Wind
2146,2019-07-30,紫光国微2019年上半年净利润同比增长61.02%,中国电子报
2147,2019-07-30,"电子行业:华为中兴5G手机上市,换机新周期开启",国联证券
2148,2019-07-26,头号研报：8月5G手机正式发售 未来五年年均200%的增长率罕见,巨丰财经
2149,2019-07-26,紫光国微今日大宗交易成交32.57万股，成交价47.92元溢价0.08%,Wind
2150,2019-07-26,A股早报2019年7月26日星期五,Wind
2151,2019-07-25,紫光国微半年报表现亮眼 拟收购紫光联盛协同效应明显,证券日报
2152,2019-07-25,国防军工：持仓占比处于低位，关注三季度投资机会，维持“增持”评级,格隆汇
2153,2019-07-25,芯片｜紫光国微今年上半年实现营收15.6亿元 同比增长48%,TechWeb
2154,2019-07-25,【中信建投军工|行业动态】持仓占比处于低位，关注三季度投资机会,韬扬军工高端制造沙龙
2155,2019-07-25,【异动股】芯片板块拉升走强紫光国微(002049-CN)大涨逾9%,财华社
2156,2019-07-25,国产芯片板块集体发力，紫光国微冲击涨停,Wind
2157,2019-07-24,A股头条之上市公司公告精选（7.25）,金融界
2158,2019-07-24,紫光国微上半年净利润达1.93亿元 同比增长61%,中证网
2159,2019-07-24,紫光国微2019年上半年净利润1.93亿元 特种集成电路业务发展良好,挖贝网
2160,2019-07-24,紫光国微业绩快报：上半年净利1.93亿元，同比增长61.02%,第一财经
2161,2019-07-24,紫光国微(002049.SZ)披露半年度业绩快报 扣非净利润升110.66%至2.18亿元,格隆汇
2162,2019-07-24,[互动]紫光国微：集成电路业务近年保持快速发展势头,全景网
2163,2019-07-24,市场分化仍将延续 关注二线蓝筹,金融投资报
2164,2019-07-22,半导体、电子设备：科技股的黄金年代 荐39股,国盛证券
2165,2019-07-19,运营商5G的绿地：5G超级SIM卡,通信产业网
2166,2019-07-15,半导体行业：国产替代加持几个信号彰示半导体底部拐点出现,天风证券
2167,2019-07-11,实力派！紫光芯智能门锁 银行级安全芯片的守护,消费日报网
2168,2019-07-10,明日最具爆发力六大黑马,证券之星
2169,2019-07-10,"紫光国微:智能安全芯片技术领先,拟收购紫光联盛协同效应明显",证券之星
2170,2019-07-09,安全芯片是智能锁的根本与核心 紫光芯助三环锁业打造2019新品,运营商财经网
2171,2019-07-06,并购重组暖风B面：上市公司借道多方筹谋 参与机构仍然谨慎,21世纪经济报道
2172,2019-07-01,紫光集团组建DRAM事业群，能从三星们手上抢蛋糕吗？,新京报
2173,2019-06-25,"通信行业周报:中国电信试水光模块全新集采模式,中兴通讯在西班牙建立5G SA试验网",安信证券
2174,2019-06-23,6月3日上市公司重要公告集锦：紫光国微拟180亿元收购安全芯片组件生产商,搜财网
2175,2019-06-21,“紫光控股”变换股东？紫光系资本运作步入密集期,Wind
2176,2019-06-21,紫光控股(365.HK)控股权或易手，盘中一度暴涨55%！,格隆汇
2177,2019-06-18,A股总成交创4个多月新低，这些股却被悄悄吸筹,Wind
2178,2019-06-18,"通信行业周报:5G时代光器件迎新机遇,紫光5G超级SIM卡为运营商推开未来之门",信达证券
2179,2019-06-13,融资客青睐16股，陕西煤业买入占比高达44.55%,Wind
2180,2019-06-10,芯片产业链并购频现，闻泰科技、紫光国微之后还有谁？,和讯
2181,2019-06-06,34股获券商买入评级 智飞生物目标涨幅达68.82%,Wind
2182,2019-06-06,芯片并购潮起：紫光国微拟180亿并购Linxens 协同效应几何？,面包财经
2183,2019-06-05,深港通十大成交活跃股排名（6月5日）,Wind
2184,2019-06-05,紫光国微：整合智能卡产业链，切入FPGA新赛道,证券时报网
2185,2019-06-05,"紫光国微:自主可控步伐加快,助力5G关键芯片国产替代",安信证券
2186,2019-06-04,紫光国微拟180亿收购的这家制造商也生产LED产品,Ofweek
2187,2019-06-04,券商首次关注5股并给予买入评级（6月4日）,Wind
2188,2019-06-04,24小时之内，全球发生两起芯片大并购,Wind
2189,2019-06-03,每日全球并购：紫光国微拟180亿收购安全芯片组件生产商Linxens，黑石187亿美元收购普洛斯仓库业务（06/03）,晨哨网
2190,2019-06-03,紫光国微（002049.SZ）180亿收购Linxens 透露了什么信号？,格隆汇
2191,2019-06-03,紫光国微一字涨停！收购Linxens整合安全芯片业务 国家集成电路基金解囊相助,21世纪经济报道
2192,2019-06-03,紫光国微复盘一字涨停！ 卖掉2亿芯片业务，180亿元收购新的芯片企业,全景网
2193,2019-06-03,涨停板解密：通信板块利好，个股纷纷受追捧！（6月3日）,Wind
2194,2019-06-03,重磅：紫光重大资产重组！,维库电子市场
2195,2019-06-03,【A股异动 | 紫光国微一字涨停 封单近七十万手】,格隆汇
2196,2019-06-03,紫光国微涨停，拟180亿元收购安全芯片组件生产商Linxens,Wind
2197,2019-06-03,公告解读：中航飞机等5家中航工业旗下公司齐推以股份换购ETF,财富动力网
2198,2019-06-03,A股早报2019年6月3日星期一,Wind
2199,2019-06-03,格隆汇A股公告精选(6.03) | 招商局集团成大连港及营口港实控人；奥特佳成美国知名电动车企供应商；美盈森获晨光乳业供应商资质,格隆汇
2200,2019-06-02,紫光国微180亿元收购同一控制人旗下的紫光联盛100%,挖贝网
2201,2019-06-02,紫光国微战略谋变终止800亿定增 启动国际芯片组件商180亿资产注入 再融资异常,每日经济新闻
2202,2019-06-02,紫光国微：终止2015年度非公开发行股票事项 再融资异常,Wind
2203,2019-06-02,紫光收购Linxens 安全芯片组件龙头市盈率或低至8倍,21世纪经济报道
2204,2019-06-02,公告精选：辽宁港口重组加速推进；紫光国微拟180亿收购Linxens,证券时报网
2205,2019-06-02,紫光国微拟180亿收了啥,半导体风向标
2206,2019-06-02,紫光国微：1.68亿元转让西安紫光国芯76%股权,Wind
2207,2019-06-02,紫光国微：拟180亿元收购安全芯片组件生产商Linxens,Wind
2208,2019-06-02,紫光国微拟180亿元收购安全芯片组件生产商Linxens,中证网
2209,2019-06-02,紫光国微(002049.SZ)拟斥180亿元收购紫光联盛100%股权 6月3日复牌,格隆汇
2210,2019-06-02,紫光国微(002049.SZ)调整转让方案 拟转让西安紫光国芯76%股权予紫光存储,格隆汇
2211,2019-06-02,紫光国微：董事会关于重大资产重组的一般风险提示暨公司股票复牌的提示性公告,深交所
2212,2019-06-02,半年报掘金：11只业绩大增个股遭机构席位抢筹,证券时报
2213,2019-05-28,同方股份疑利益输送 上交所问询一个月仍未回复 问询,证券日报
2214,2019-05-28,"紫光国微:公司收购linxens,垂直整合加速开拓国内外市场",长城证券
2215,2019-05-26,紫光国微(002049.SZ)收购紫光联盛科技股份正积极推进中,格隆汇
2216,2019-05-25,5G商用前夕紫光系芯片整合资本先行 紫光展锐欲2020上市科创板,华夏时报
2217,2019-05-25,富时罗素首批纳入1097只A股全名单：剔除康美、紫光国微,澎湃新闻
2218,2019-05-21,【中信建投 海外TMT】海外TMT行业周报：美国对华为出口管制加速供应链国产替代，看好关键领域自主可控机会,建投海外研究
2219,2019-05-21,做多情绪回升，连板妖股再现，3板块成“摇钱树”,Wind
2220,2019-05-20,紫光国微：华为是公司目标客户，FPGA芯片已经有小批量出货,Wind
2221,2019-05-20,“并购狂”紫光扛得起国产芯片大旗么？,新浪
2222,2019-05-20,紫光国微拟收购间接控股股东下属公司100%股权,中金在线
2223,2019-05-20,逆风翻盘！危机重压下华为点燃A股产业链，券商看好这些投资机会,21世纪经济报道
2224,2019-05-20,紫光国微今日起停牌 筹划重大资产重组,挖贝网
2225,2019-05-20,涨停潮！“强硬”华为引爆A股相关公司，最全概念股在此！,e公司
2226,2019-05-20,午间公告：恒通科技控制权或变更；紫光国微拟收购紫光联盛,e公司
2227,2019-05-20,紫光国微：正在筹划收购紫光联盛100%股权事项，5月20日起停牌 重大事项停牌,Wind
2228,2019-05-20,午间公告：紫光国微正在筹划收购紫光联盛100%股权事项,Wind
2229,2019-05-20,紫光国微自2019年5月20日开市起临时停牌,证券时报
2230,2019-05-20,紫光国微筹划发行股份购买资产 临时停牌,证券时报网
2231,2019-05-20,紫光国微等三股今日临停,Wind
2232,2019-05-20,A股早报2019年5月20日星期一,Wind
2233,2019-05-17,5月17日A股龙虎榜揭秘，机构净卖出3股,Wind
2234,2019-05-17,A股大跌！沪指跌2.48%失守2900 北向资金流出逾52亿,和讯
2235,2019-05-17,紫光国微龙虎榜数据（5月17日）,Wind
2236,2019-05-17,紫光国微放量涨停 机构及北向资金买入,e公司
2237,2019-05-17,国产芯片概念股今日大涨，紫光国微封板获机构深股通大举买入,Wind
2238,2019-05-17,涨停板解密：两板块中部分个股逆市火爆！（5月17日）,Wind
2239,2019-05-17,国产芯片概念崛起 紫光国微等4股涨停,金融界
2240,2019-05-17,国产芯片概念股大涨 紫光国微等率先涨停,证券时报网
2241,2019-05-15,紫光国微：紫光同创FPGA芯片目前出货量较小,e公司
2242,2019-05-09,清华系公司财报大盘点：几家欢乐几家愁,北国网
2243,2019-04-29,紫光国微与联通物联网成立联合创新中心,e公司
2244,2019-04-29,申万宏源通信 |浙江2022年将建成8万个5G基站；联通物联网、紫光国微签署战略合作协议，携手拓展5G时代eSIM市场,申万宏源通信研究
2245,2019-04-24,紫光国微2019年第一季度净利6707万元 董事长刁石京未持有公司股份,挖贝网
2246,2019-04-24,券商首次关注9股并给予买入评级（4月24日）,Wind
2247,2019-04-24,天风证券：紫光国微买入评级,天风证券
2248,2019-04-24,紫光国微(002049.SZ)一季度净利润升41.52%至6706.90万元 上半年净利润预增45%-75%,格隆汇
2249,2019-04-24,紫光国微：FPGA核心技术加持，“军工+智能卡”双轮驱动,证券时报网
2250,2019-04-23,紫光国微：一季度净利润同比增41.52%,Wind
2251,2019-04-18,[路演]紫光国微：公司有部分产品可用于5G应用,全景网
2252,2019-04-16,紫光国微：营收利润双双增长，存储器业务取得突破进展,证券时报网
2253,2019-04-11,紫光国微2018年净利润3.48亿元 同比增长24.33%,中金在线
2254,2019-04-10,紫光国微(002049.SZ)拟对全资子公司增资9亿元,格隆汇
2255,2019-04-10,紫光国微(002049.SZ)2018年净利润升24.33%至3.48亿元 拟10派0.58元,格隆汇
2256,2019-04-10,紫光国微：2018年净利润同比增24.33%,Wind
2257,2019-04-10,国内首个钠镍电池储能项目建成投用　相关领域公司受关注,东海通财富
2258,2019-04-10,紫光国微：为子公司提供担保3亿 大额借贷担保,Wind
2259,2019-04-09,"计算机行业创板系列专题报告:澜起科技,内存接口芯片龙头,业绩迎来加速释放期",山西证券
2260,2019-04-04,融资客青睐55股，创元科技买入占比高达42.99%,Wind
2261,2019-04-02,静候“金叉”出现，3只牛股结伴冲击涨停！明日留意这只汽车股,每日经济新闻
2262,2019-04-02,紫光国微早盘封涨停 成交额22.33亿元封单5.41万手,腾讯网
2263,2019-04-02,紫光国微股价大涨5.04% 股价创8个月以来新高,中金在线
2264,2019-04-02,国产芯片概念股走高 紫光国微、四维图新等涨停,证券时报网
2265,2019-03-29,意外长阳大逆转？御银股份怒封涨停创14个月新高！下周留意这只国产芯片概念股,每日经济新闻
2266,2019-03-21,紫光国微：为子公司提供担保 大额借贷担保,Wind
2267,2019-03-21,东方之后，最牛创投带动高校概念爆发，揭秘背后逻辑,Wind
2268,2019-02-26,紫光国微2018年利润为3.5亿增长24% 核心竞争力不断提高,挖贝网
2269,2019-02-26,紫光国微：2018年净利润同比增24.31%（快报）,Wind
2270,2019-02-26,紫光国微(002049.SZ)2018年度净利润升24.31%至3.48亿元,格隆汇
2271,2019-02-04,"紫光国微上半年净利暴增,新基建将赋能智慧芯片+百行百业",电子工程世界
2272,2019-02-04,大普通信联手紫光国微，让晶振元器件在5G领域广泛应用,电子工程世界
2273,2019-01-25,融资客青睐32股，荣盛石化买入占比高达56.87%,Wind
2274,2019-01-24,紫光国微股价大涨5.09% 股价创1个月以来新高,中金在线
2275,2019-01-21,[互动]紫光国微：公司特种芯片在航空航天领域有广泛应用,全景网
2276,2019-01-10,工信部发布存储器一条龙应用计划名单，华存电子、紫光国芯皆入列,维库电子市场
2277,2019-01-09,紫光国微：FPGA产品可用于通信领域 5G通信会有需求,金融界
2278,2019-01-09,董秘解码：大富科技已连续6年获得华为优势核心供应商殊荣,巨丰财经
2279,2019-01-08,紫光国芯子公司与关联方交易未披露董事会秘书被谈话,新浪
2280,2019-01-03,因未及时审议和披露关联交易 紫光国微董秘被监管谈话 其他违规处罚,每日经济新闻
2281,2019-01-03,紫光国微：董秘因信披违规 收到行政监管措施决定书 其他违规处罚,中证网
2282,2018-12-24,[互动]紫光国微：公司目前仍处于快速成长阶段,全景网
2283,2018-12-18,紫光国微：国产DDR4开发工作基本完成，产能依然很难保证,维库电子市场
2284,2018-12-15,炒股票还是玩心跳？杠杆投资者的N种爆仓姿势,中财网
2285,2018-12-14,26家集成电路产业公司已披露年报预告，逾八成预喜,Wind
2286,2018-11-27,紫光国微：参股的紫光同创属于科技创新型企业,Wind
2287,2018-11-27,紫光国微：参股的紫光同创属于科技创新型企业,e公司
2288,2018-11-26,融资客青睐14股，合肥百货买入占比高达52.18%,Wind
2289,2018-11-09,火力全开！紫光剑指智能家居 布局野心远不止于智能门锁,C114通信网
2290,2018-11-06,紫光发力智能门锁标准 千家锁企或迎“终极淘汰战”,赛迪网
2291,2018-11-01,股权变更再度走强，溢价转让、转型成亮点,Wind
2292,2018-10-30,紫光国微：清华控股转让紫光集团36%股权与国资委资助无关,中证网
2293,2018-10-30,紫光国微：深投控拟受让紫光集团股权 与国资资助没有直接关系,e公司
2294,2018-10-30,半导体板块直线下坠，北方华创逼近跌停,Wind
2295,2018-10-26,紫光掌门人密集卸任子公司职务 深投控间接入股拉涨三股票,e公司
2296,2018-10-26,紫光国微：前三季度净利润同比增35.07%,Wind
2297,2018-10-26,巨丰热点：紫光系集体大涨 紫光学大涨停,巨丰财经
2298,2018-10-26,紫光国微、紫光股份复牌双双高开,e公司
2299,2018-10-26,紫光系个股大涨，清华控股拟向深投控转让紫光集团36%股权,Wind
2300,2018-10-26,盘前必读公告：个股重大消息一览,巨丰财经
2301,2018-10-25,紫光集团36%股权换了买家：拟转让给深圳国资委全资子公司,澎湃新闻
2302,2018-10-25,清华控股拟向深投控转让紫光集团36%股权，紫光系多股明日复牌,Wind
2303,2018-10-25,紫光国微、紫光股份：实控人拟向深投控转让紫光集团36%股权,e公司
2304,2018-10-23,金元顺安基金管理有限公司关于旗下产品持有的“紫光国微”股票估值调整情况的说明,证券时报
2305,2018-10-19,“紫光系”三公司临停：实控人对紫光集团股权转让作重大调整,中证网
2306,2018-10-19,紫光股份、紫光学大等5股今日临停,Wind
2307,2018-10-16,紫光国微开始甩包袱,Ofweek
2308,2018-10-15,紫光系存储业务获进展 赵伟国卸任南京百亿项目一把手,e公司
2309,2018-10-15,[中性评级]电子设备行业周报：短期波动不改长期逻辑 电子板块基本面依然良好,中财网
2310,2018-10-12,紫光国微转让西安紫光国芯 100% 股权,砍柴网
2311,2018-10-12,重磅，紫光国微2.2亿转让DRAM业务,维库电子市场
2312,2018-10-12,【中金电子与通信】每日科技讯息快递： 华为正式宣布与奥迪合作：联手打造智能网联车,乐平科技视角
2313,2018-10-11,紫光国微拟剥离DRAM存储器芯片设计全资子公司,中证网
2314,2018-10-11,紫光国微：向关联方出让DRAM企业西安紫光国芯 减轻资金投入,e公司
2315,2018-10-11,紫光国微与三环锁业推出新品智能门锁,e公司
2316,2018-10-11,半导体板块小幅异动，国民技术强势涨停,Wind
2317,2018-09-27,1249只A股纳入富时罗素（全名单）,券商中国
2318,2018-09-12,紫光国微DRAM设计业务具备世界主流设计水平，但产品销量还是不大,维库电子市场
2319,2018-09-10,融资客青睐30股，太龙药业买入占比高达42.92%,Wind
2320,2018-09-07,[互动]紫光国微：存储器业务具备世界主流设计水平,全景网
2321,2018-09-06,"电子行业:行业增速放缓,半导体材料及分立器件板块表现优异",信达证券
2322,2018-09-05,9月5日有60家公司获重要股东增减持 新筑股份已被连续增持42次,Wind
2323,2018-09-05,紫光集团股权结构将发生变动,中证报
2324,2018-09-04,“紫光系”三公司实控人将变更,北京商报网
2325,2018-09-04,紫光系三公司实控人变更：清华控股拟转让紫光集团36%股权,澎湃新闻
2326,2018-09-04,【中投早知道】2018-09-05,赢家之星
2327,2018-08-31,2018年8月31日新闻发布会,深交所
2328,2018-08-28,[买入评级]紫光国微(002049)半年报点评：存储芯片快速增长 收入占比持续提升,中财网
2329,2018-08-28,紫光国微上半年营收10.53亿元，中标全球最大物联网订单,维库电子市场
2330,2018-08-27,国内研法的32层3DNAND闪存芯片已经大规模生产？对于国产你期待吗？,维库电子市场
2331,2018-08-27,"紫光国微:智能安全及存储芯片保持高增长,特种集成电路及功率器件市场推广顺利",信达证券
2332,2018-08-24,紫光国微：上半年净利润同比减3.03% 盈利能力下降,Wind
2333,2018-08-24,紫光国微的物联网战略计划,维库电子市场
2334,2018-08-24,深交所：紫光国微未及时对关联交易履行审议程序,Wind
2335,2018-08-24,紫光国微半年报：集成电路营收超4亿 国际贸易摩擦影响晶体产品出口,经济观察网
2336,2018-08-23,紫光国微：上半年营收10.53亿元 同比增长31.55%,中证网
2337,2018-08-23,紫光国微：在中移物联网采购项目招标中拔得头筹,e公司
2338,2018-08-23,紫光国微：上半年净利润同比减2.08% 盈利能力下降,Wind
2339,2018-08-15,董秘解码：紫光国微今年目标是进入芯片设计公司前十强,巨丰财经
2340,2018-08-15,[推荐评级]电子行业周报：国家政策助力科技产业 国产替代进程有望加快,中财网
2341,2018-08-14,紫光系4家上市公司实控人或变更 赵伟国被削权,证券日报
2342,2018-08-10,清华控股筹划转让紫光集团股权 紫光股份紫光国微实控人或变更,e公司
2343,2018-08-10,政策直通车：工信部印发《扩大和升级信息消费三年行动计划（2018-2020年）》,巨丰财经
2344,2018-08-07,紫光国微花上亿购买理财产品 如此大手笔投资能收到多少回报？,凤凰网
2345,2018-08-03,【新时代电子 吴吉森团队】紫光国微：聚焦IC设计业务，收购Linxens强化智能安全芯片领军地位,新时代证券研究
2346,2018-07-30,"风华高科财务差错收警示函,紫光国微DDR4芯片年底前推向市场",元器件交易网
2347,2018-07-29,紫光国微：DDR4芯片预计年底前完成并推向市场,e公司
2348,2018-07-25,紫光股份午后封涨停 紫光国微大涨7%,凤凰网
2349,2018-07-23,电子行业：存储芯片供需解析,方正证券
2350,2018-07-23,基金2Q18军工持仓分析(航空航天军工行业)：整体持仓回落 继续拥抱价值龙头,中财网
2351,2018-07-22,紫光国微董事长辞职 如何成为集微半导体峰会免费受邀嘉宾,元器件交易网
2352,2018-07-20,紫光国微董事长李明因工作需要辞职,中国经济网
2353,2018-07-17,巨丰资金流向：两市再现缩量调整 锂电概念股呈现逆势走强,巨丰财经
2354,2018-07-16,[强于大市评级]一周半导体动向：核心技术是国之重器/产业趋势和政策方向双重拉动的乘数效应蓄力板块向上动能/三大维度确定明年半导体设备高增逻辑,中财网
2355,2018-07-12,数据王：权重与题材股共舞 后市两种策略对待,巨丰财经
2356,2018-07-10,[买入评级]电子行业动态分析：大立光等6月营收及5月半导体销售再创新高 验证电子板块基本面拐点,中财网
2357,2018-07-05,电子行业：美光获裁在华禁售部分型号 实质性影响有限,金融界
2358,2018-07-05,大参考：百度Apollo自动驾驶巴士量产下线 将在多地开始使用,巨丰财经
2359,2018-07-04,巨丰早评：科技股带动市场反弹,巨丰财经
2360,2018-07-03,528亿资金争夺20股：主力资金重点出击10股(名单),新浪
2361,2018-07-03,巨丰资金流向：两市放量强势反弹 软件服务板块成吸金王,巨丰财经
2362,2018-06-29,十大异动股点评：国产芯片持续爆发！紫光国微涨停,巨丰财经
2363,2018-06-29,涨停板解密：五大板块全面反攻（6月29日）,Wind
2364,2018-06-29,巨丰资金流向：科技股全线上涨带动创业市场强势反弹,巨丰财经
2365,2018-06-29,[强于大市评级]电子行业周报：功率半导体价格上涨 关注细分领域龙头企业,中财网
2366,2018-06-29,巨丰收评：科技股展开中级反弹,巨丰财经
2367,2018-06-29,巨丰热点前瞻：市场探底过程尚未结束 关注结构性机会,巨丰财经
2368,2018-06-27,"电子行业2018年中期投资策略:半导体存在替代机遇,光学元件可获稳定增长",信达证券
2369,2018-06-25,看好中国｜开放中国——跨境电商、移动支付抢占国外市场,巨丰财经
2370,2018-06-22,紫光国微任奇伟辞去副总裁职务,中国经济网
2371,2018-06-21,国产芯片板块集体下挫，江丰电子、晶方科技跌停,Wind
2372,2018-06-19,千家公司七成预喜，隐现A股投资逻辑,中证报
2373,2018-06-15,紫光国微：下修业绩预告 预计上半年盈利9878.46万元-1.36亿元,e公司
2374,2018-06-15,今日上午主力资金流入哪些个股？,证券时报
2375,2018-06-14,巨丰资金流向：两市回落延续近期弱势调整格局 钢铁尾盘呈现走强,巨丰财经
2376,2018-06-11,深证成指、中小板指、创业板指、深证100等指数调整样本股,深交所
2377,2018-06-11,【出海】紫光国微等推动中国芯金融IC卡进军海外,元器件交易网
2378,2018-06-06,半导体行业观察：虚拟货币需求转弱 8寸产能利用率饱满,中财网
2379,2018-06-04,国产芯片板块盘中急拉，阿石创直线涨停,Wind
2380,2018-06-04,中国芯片产业链细分领域龙头名单,维库电子市场
2381,2018-06-04,[推荐评级]电子制造Ⅱ行业周报：贸易战不确定性逐渐落地 板块配置价值凸显,中财网
2382,2018-06-03,104家公司净利预增超100%，330家预喜公司业绩持续增长,证券时报网
2383,2018-06-01,紫光国微发行债券不超过13亿，旋极信息拟收购合肥瑞成,元器件交易网
2384,2018-05-23,巨丰热点前瞻：市场上涨格局不改 关注阶段性反弹机会,巨丰财经
2385,2018-05-21,【华泰电子】每日视角&投资组合（5月21日）,微信
2386,2018-05-21,巨丰资金流向：两市放量反弹 资金偏爱电子元件板块,巨丰财经
2387,2018-05-21,董秘解码： 海南高速积极探讨向大旅游转型,巨丰财经
2388,2018-05-21,紫光集团将开发5G芯片商用终端,Wind
2389,2018-05-21,计算机行业:计算机核心优质资产投资新时代到来,证券之星
2390,2018-05-18,紫光国微：近期将聚焦芯片设计业务,中证网
2391,2018-05-18,计算机行业:继续看好云计算和信息安全板块,证券之星
2392,2018-05-17,"奥瑞德并购终止连续跌停,紫光国微回应大唐与高通合资公司",元器件交易网
2393,2018-05-17,紫光国微回应大唐与高通成立合资公司：与公司不形成竞争关系,e公司
2394,2018-05-15,[路演]紫光国微：公司名称中增加行业属性更利于明确业务定位,全景网
2395,2018-05-15,紫光国微未来将聚焦微电子领域的核心业务,维库电子市场
2396,2018-05-14,[买入评级]光大行业机械周观点：4月挖机、新能源汽车旺销 工程机械、锂电设备向好,中财网
2397,2018-05-14,[强于大市评级]一周半导体动向：从METI及SUMCO数据判断行业供需面 从上游佐证半导体景气度,中财网
2398,2018-05-11,电子行业专题研究：半导体板块表现突出 行业整体增速达近五年最高水平,中财网
2399,2018-05-11,[强于大市评级]一周半导体动向：2018Q1板块总结,中财网
2400,2018-05-10,TMT行业日报：联想整合智能手机与PC业务,中财网
2401,2018-05-09,从芯到云 紫光集团的野心与遗憾,第一财经日报
2402,2018-05-09,信息科技：联想整合智能手机与PC业务 荐4股,川财证券
2403,2018-05-09,[买入评级]电子行业周报：苹果及供应商Q2展望较好 板块机会大于风险,中财网
2404,2018-05-09,为紫光国芯集成IPO让路？紫光国芯更名紫光国微,维库电子市场
2405,2018-05-08,紫光国芯：公司将更名为“紫光国芯微电子股份有限公司”,TechWeb
2406,2018-05-08,沪深两市上市公司更名一览表（5月8日）,Wind
2407,2018-05-08,TMT行业日报：联发科技武汉二期项目落户光谷,中财网
2408,2018-05-08,巨丰早参：军工科研院所转制获突破 军民融合再提速,巨丰财经
2409,2018-05-07,紫光国芯正式更名！,元器件交易网
2410,2018-05-07,紫光国芯：明起更名为“紫光国微”,e公司
