,2021-12-31,2021非银板块回顾：券商无忧，保险疼痛,智通财经
1966,2020-06-17,东方证券(600958.SH)拟推员工持股计划金额不超4亿元,格隆汇
1967,2020-06-17,东方证券(600958.SH)2019年度A股权益分派10派1.5元股权登记日为6月24日,格隆汇
1968,2020-06-16,上交所同意东方证券自6月22日起为MSCIAETF提供主流动性服务,Wind
1969,2020-06-15,上市公司濒临退市实控人被调查 三大券商股东联手保壳遭拒 风险警示,中国经营网
1970,2020-06-15,洪城水业：变更持续督导保荐机构及保荐代表人,Wind
1971,2020-06-11,京东数科与东方红资管合作推出第二支大数据基金,Wind
1972,2020-06-11,券商大集合产品公募化改造大限将至：多家机构产品改造加速推进,21世纪经济报道
1973,2020-06-10,东方证券(03958.HK)完成公司注册地址变更,格隆汇
1974,2020-06-09,中期策略会|房诚琦观点汇总:债务视角下如何选择房地产股？,新浪
1975,2020-06-09,东方证券房诚琦：港股上市房企现金储备更为充沛,新浪
1976,2020-06-08,晴空霹雳！芯片巨头180亿收购被否，10万股民要慌？ 并购重组异常,券商中国
1977,2020-06-07,20亿回购、451人股权激励！这家头部券商火了：大招太多了！,中国基金报
1978,2020-06-05,28万股民大逃生，券商惨成接盘侠！孙宏斌提前“割肉”,21世纪经济报道
1979,2020-06-05,券商5月业绩再坐“过山车”，环比普降同比分化 盈利能力下降,第一财经
1980,2020-06-05,上市券商5月月报点评报告：债市下跌拖累5月业绩 同比改善下分化加大 盈利能力下降,新浪
1981,2020-06-05,上市券商5月业绩哪家强？26家已交成绩单，两家净利环比增长,中证报
1982,2020-06-04,晚间重要公告2020年6月4日星期四,Wind
1983,2020-06-04,【公告抢先看】“地摊经济”热度不减 四连板银都股份风险提示喋喋不休、券商月报亮相 业绩“冰火两重天”,金融界
1984,2020-06-04,东方证券(03958-HK)5月净利润同比增116.32%至1.29亿元,财华社
1985,2020-06-04,东方证券：母公司5月份实现营收3.16亿元,中证网
1986,2020-06-04,东方证券(03958.HK)5月净利润1.29亿元同比增长116.32%,格隆汇
1987,2020-06-04,东方证券(03958)5月净利润同比增长117%至1.29亿元,智通财经
1988,2020-06-04,东方证券：母公司5月份净利1.29亿元 同比增长,证券时报网
1989,2020-06-04,东方证券(600958.SH)：5月母公司净利升116.32%至1.29亿元,格隆汇
1990,2020-06-04,东方证券：母公司5月份净利润为1.29亿元,格隆汇
1991,2020-06-03,东方证券(600958.SH)完成发行2020年第三期短期融资券,格隆汇
1992,2020-06-03,ST华鼎及控股股东、实控人被公开谴责董秘被通报批评 其他违规处罚,中新经纬
1993,2020-06-03,ST华鼎及其控股股东、实控人等被上交所公开谴责 金融监管处罚,中证网
1994,2020-06-02,东方证券6月金股名单出炉（共10只）,新浪
1995,2020-06-01,运行平稳样本丰富，科创板指数应尽快推出,证券时报
1996,2020-05-30,东方证券“股权激励”摊派任务，部分员工“不愿认购”,21世纪经济报道
1997,2020-05-29,上交所披露ETF期权主做市商评价情况,Wind
1998,2020-05-29,5G新基建催生锂电池新蓝海？中移动、中国铁塔密集下单,Wind
1999,2020-05-27,5月27日A股龙虎榜揭秘,Wind
2000,2020-05-27,【安信非银第21期周报】单次“T+0”有望利好券商，保险负债端维持改善趋势,新角度新金融
2001,2020-05-26,5月26日A股龙虎榜揭秘,Wind
2002,2020-05-26,东方证券发布罕见H股员工持股计划，券商股权激励效果或不乐观,21世纪经济报道
2003,2020-05-26,又见券商推员工持股！东方证券4.8亿持股计划出炉,券商中国
2004,2020-05-26,东方证券拟推H股员工持股计划，或因H股更便宜？多家券商员工持股计划赚钱效应不佳,每日经济新闻
2005,2020-05-25,5月25日A股龙虎榜揭秘,Wind
2006,2020-05-25,东方证券(03958)拟推出H股员工持股计划,智通财经
2007,2020-05-25,东方证券(03958.HK)拟筹划实施H股员工持股计划,格隆汇
2008,2020-05-25,东方证券：筹划H股员工持股计划，拟购买H股总数预计不超公司股本总额的2%,Wind
2009,2020-05-25,东方证券(600958.SH)：筹划H股员工持股计划 持股量不超总股本2%,格隆汇
2010,2020-05-25,东方证券：筹划H股员工持股计划,e公司
2011,2020-05-22,5月22日A股龙虎榜揭秘，机构买入5股,Wind
2012,2020-05-22,A股37家券商去年11家人均薪酬福利超50万元 中信居首,中国经济网
2013,2020-05-21,全员出动！为拿下银行理财子公司，券商拼了,中证报
2014,2020-05-21,5月21日A股龙虎榜揭秘，机构买入13股,Wind
2015,2020-05-20,5月20日A股龙虎榜揭秘，机构抛售12股,Wind
2016,2020-05-19,5月19日A股龙虎榜揭秘，机构抛售17股,Wind
2017,2020-05-19,紫光国微再度涨停，外资大买超2亿,Wind
2018,2020-05-19,A股券商赚钱榜：去年净利合计增长71%仅一家下滑资管业务成最疲弱地带,投资时报
2019,2020-05-19,34家券商跟投科创板实现浮盈超64亿元 加码布局另类子公司,证券日报
2020,2020-05-17,券商资管公募化改造提速，中信资管再获两张批文,Wind
2021,2020-05-15,林鹏离职官宣，东方证券回应：中生代人才很快会成长起来,Wind
2022,2020-05-15,东方证券(03958)拟7月10日派发2019年度末期股息 每10股现金分红1.5元,智通财经
2023,2020-05-15,东方证券：杨玉成辞去公司副总裁等职务 董监高成员变化,Wind
2024,2020-05-15,百联主导，上海证券高层换血！东方证券副总裁杨玉成将出任新总裁 董监高成员变化,中国证券网
2025,2020-05-15,东方红公募权益投资部总经理“奔私”续集：张锋或接班,21世纪经济报道
2026,2020-05-15,易会满重磅发声！一文看懂十大重点,中证报
2027,2020-05-15,继陈光明之后林鹏也要离职创业 东方红资管团队有哪些变动,上证报
2028,2020-05-15,东方红资产管理副总林鹏即将离职！下一站选择创业,中国基金报
2029,2020-05-15,监管部门向券商提示风险，应明确与第三方平台责任边界,Wind
2030,2020-05-14,年内两家上市券商“加码”布局另类投资子公司,证券日报
2031,2020-05-14,券业喜迎红四月：46家券商业绩环比增五成,Wind
2032,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
2033,2020-05-13,东方证券(03958-HK)附属为东证国际提供5000万美元综合授信担保 大额借贷担保,财华社
2034,2020-05-13,东方证券(600958.SH)向东证创投增资8亿元加大创新业务发展,格隆汇
2035,2020-05-13,东方证券：完成向全资子公司东证创投增资人民币8亿元,中证网
2036,2020-05-13,东方证券：境外全资子公司为其全资子公司提供5000万美元担保 大额借贷担保,Wind
2037,2020-05-13,东方证券(03958.HK)向东证国际提供5000万美元担保 大额借贷担保,格隆汇
2038,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
2039,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
2040,2020-05-12,券商股4月业绩大爆发，金融上行周期确立！本轮新增社融高增速或持续到10月,证券时报网
2041,2020-05-12,4月业绩大爆发，四成券商净利润环比翻倍,Wind
2042,2020-05-11,东方证券(03958-HK)4月净利润5.16亿人民币飆4倍,财华社
2043,2020-05-11,5月11日A股龙虎榜揭秘，机构买入9股,Wind
2044,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
2045,2020-05-11,东方证券：4月实现营收11.89亿元 净利润5.16亿元,中证网
2046,2020-05-11,东方证券：4月实现营收11.89亿元、净利润5.16亿元,中证网
2047,2020-05-11,东方证券(03958)4月非合并净利润同比激增4.16倍至5.16亿元,智通财经
2048,2020-05-11,东方证券(03958.HK)4月净利润5.16亿元 同比增长413%,格隆汇
2049,2020-05-11,东方证券(600958.SH)：4月母公司净利升412.90%至5.16亿元,格隆汇
2050,2020-05-11,东方证券：4月母公司实现净利润5.16亿元,第一财经
2051,2020-05-11,证券业高速发展10年，深圳券商却走“丢”，如何重振雄风？,券商中国
2052,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
2053,2020-05-08,东方证券(03958.HK)：变更《公司章程》重要条款获批,格隆汇
2054,2020-05-07,5月7日A股龙虎榜揭秘,Wind
2055,2020-05-07,A股共发生107宗大宗交易成交37.09亿元（5月7日）,Wind
2056,2020-05-07,东方证券今日大宗交易成交42万股，成交价9.35元溢价0.0%,Wind
2057,2020-05-07,上交所同意东方证券为HS300ETF提供主流动性服务,中证网
2058,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
2059,2020-05-05,智通港股沽空统计|5月5日,智通财经
2060,2020-05-04,中资券商股暴跌 国泰君安跌逾9%，东方证券、海通证券等跌逾6% 连续下跌,证券时报网
2061,2020-05-02,光银(06818-HK)同意为关联方东方证券核定100亿综合授信额度,财华社
2062,2020-04-30,4月30日A股龙虎榜揭秘,Wind
2063,2020-04-30,关于核准东方证券股份有限公司变更公司章程重要条款的批复,上海证监局
2064,2020-04-30,东方证券：一季度净利润同比减少35.95% 盈利能力下降,Wind
2065,2020-04-29,东方证券(03958-HK)首季股东净利同比下跌35.95% 盈利能力下降,财华社
2066,2020-04-29,东方证券(03958.HK)一季度净利下降35.95%至8.13亿元 盈利能力下降,格隆汇
2067,2020-04-28,中国光大银行(06818)为关联方东方证券核定100亿元综合授信额度,智通财经
2068,2020-04-28,31家上市券商信用减值大盘点，最高计提28.5亿！这家损失6倍净利润,券商中国
2069,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
2070,2020-04-26,细数券商年报的“那些事” 押注金融科技 淘金自营投资,中证报
2071,2020-04-25,押注金融科技淘金自营投资 细数券商年报的“那些事”,中证报
2072,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
2073,2020-04-24,东方证券：坚守合规与诚信底线 为公司经营打好“稳健”底色,中证网
2074,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
2075,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
2076,2020-04-22,东方证券：东方花旗更名东方证券承销保荐,北京商报
2077,2020-04-22,东方证券(600958.SH)：收购东方花旗33.33%股权及其更名事宜已完成工商变更登记 业务变化,格隆汇
2078,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
2079,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
2080,2020-04-20,证券经纪业务表现“反常”收入增占比降 10家上市券商收入贡献不足三成 盈利能力下降,证券日报
2081,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
2082,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
2083,2020-04-16,20家券商IT投入90亿！分类评价指标调整后，中小券商迎加分良机,券商中国
2084,2020-04-16,合并传闻引发券业整合路径猜想：或不限于“大吃小”,第一财经
2085,2020-04-16,39家基金公司业绩曝光，平均净利润4.17亿,Wind
2086,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
2087,2020-04-15,东方证券：招商积余规模持续扩张，强强联合尽显成长风采,乐居财经
2088,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
2089,2020-04-14,券商股异动拉升，中信建投率先涨停,Wind
2090,2020-04-14,股票账户被盗！同花顺事件波及十多家券商，你的账户安全吗,券商中国
2091,2020-04-13,4月13日A股龙虎榜揭秘，机构抛售14股,Wind
2092,2020-04-10,4月10日A股龙虎榜揭秘，机构抛售11股,Wind
2093,2020-04-10,【中原晨会0410】市场分析、国金证券、东方证券,中原证券研究所
2094,2020-04-09,4月9日A股龙虎榜揭秘，机构最青睐8股,Wind
2095,2020-04-09,东方证券：母公司3月实现净利润2.31亿元 同比减少28.87% 盈利能力下降,中证网
2096,2020-04-09,东方证券(600958.SH)：3月母公司净利降28.87%至2.31亿元 盈利能力下降,格隆汇
2097,2020-04-09,东方证券(03958.HK)3月母公司净利润2.31亿元同比减少29% 盈利能力下降,格隆汇
2098,2020-04-09,东方证券(03958)3月净利润同比减少29.23%至2.3亿元 盈利能力下降,智通财经
2099,2020-04-09,东方证券：母公司3月份净利2.31亿元,e公司
2100,2020-04-09,2019券商丰收年：12家营收超百亿 7家净利翻倍,澎湃新闻
2101,2020-04-09,3000万+！券业“打工皇帝”大起底，中信、国君3人年薪超2000万,券商中国
2102,2020-04-08,4月8日A股龙虎榜揭秘，机构抢筹8股,Wind
2103,2020-04-08,券商2019年业绩榜：中信126亿净利居首;17家券商计提百亿资产减值，海通占1/4 资产异常,搜狐
2104,2020-04-08,【中原非银】东方证券(600958)2019年年报点评：自营扭亏为盈、资管保持优势,中原证券研究所
2105,2020-04-07,4月7日A股龙虎榜揭秘，机构最青睐6股,Wind
2106,2020-04-07,余额宝收益率首次跌破2%，低利率时代资产配置策略出炉,Wind
2107,2020-04-07,券业薪酬拉仇恨！中金人均92万，去年整体涨薪近20%,券商中国
2108,2020-04-07,10家上市券商人均创利超50万,证券时报
2109,2020-04-07,券业薪酬大比拼！中金人均92万，华安31万垫底！去年整体涨薪近20%，你感受到了吗？海通人均创利12倍于光大,券商中国
2110,2020-04-06,广发策略：证券行业十大看点净利同比增长85%(附股),金融界
2111,2020-04-03,4月3日A股龙虎榜揭秘，机构抛售9股,Wind
2112,2020-04-03,农林板块强势领涨东莞证券3月超配榜脱颖而出,金融界
2113,2020-04-03,中信证券头把交椅无悬念东方证券尽显黑马本色,证券时报
2114,2020-04-02,上证指数收盘涨1.69%，创业板指涨2.8%收复1900,Wind
2115,2020-04-02,券商板块后起直追,Wind
2116,2020-04-02,163股获券商买入评级 大悦城目标涨幅达80.71%,Wind
2117,2020-04-02,最会赚钱券商投资子公司：中信证券投资22人赚13亿,证券日报网
2118,2020-04-01,4月1日A股龙虎榜揭秘，机构抛售8股,Wind
2119,2020-04-01,券业分类评级迎大修，取消净资本、营收等指标,Wind
2120,2020-03-30,月薪6万5！券商发钱不手软直追腾讯,中国基金报
2121,2020-03-30,上清所现金交割机制进一步优化，标准债券远期报价机制正式启动,Wind
2122,2020-03-30,3月30日A股龙虎榜揭秘，机构抢筹12股,Wind
2123,2020-03-30,洞察·财曝|东方证券经纪业务同比增长75% 投行业务大幅下滑,和讯
2124,2020-03-30,35公司获得增持评级-更新中,中财网
2125,2020-03-29,【华泰金融沈娟团队】投资业绩亮眼，资管优势持续—东方证券(600958)【证券研究报告】,华泰金融研究全新平台
2126,2020-03-29,券商扎堆发年报：增长引擎各异 经纪主力角色未变,第一财经
2127,2020-03-29,最猛超17亿，基金巨头赚翻了！这些公司盈利大曝光,中国基金报
2128,2020-03-29,【方正非银】东方证券：自营爆发式增长，财富管理持续转型——2019年报点评,欣赏金融
2129,2020-03-29,【中信建投非银】东方证券2019年报点评：自营业绩弹性释放，信用减值计提充分,中信建投非银金融研究
2130,2020-03-28,最牛大赚9.43亿！八家券商资管公司盈利曝光,中国基金报
2131,2020-03-28,上市公司正负面新闻2020年3月28日星期六,Wind
2132,2020-03-28,年报也扎堆！七家券商一起来了： 广发招商净赚超70亿，这两家暴增四倍多！,中国基金报
2133,2020-03-27,东方证券(03958.HK)2019年度净利润增长97.81%至24.35亿元,格隆汇
2134,2020-03-27,2020年报风云丨东方证券2019净利润同比增98%，自营业务扭亏，其它多板块欠佳,21世纪经济报道
2135,2020-03-27,东方证券(03958)2019年股东应占利润24.35亿元 同比增长97.81%,智通财经
2136,2020-03-27,东方证券2019年净利24亿元同比增98% 拟每10股派现金红利1.5元,证券日报
2137,2020-03-27,东方证券关于公司董事辞职的公告 董监高成员变化,新浪
2138,2020-03-27,图解东方证券2019年报：净利润增长98% 拟10派1.5元(元),新浪
2139,2020-03-27,东方证券(03958)拟以融资类业务债权资产开展资产证券化业务,智通财经
2140,2020-03-27,东方证券(600958.SH)2019年度净利升97.81%至24.35亿元拟10派1.5元,格隆汇
2141,2020-03-27,3月27日A股龙虎榜揭秘，机构抛售13股,Wind
2142,2020-03-27,东方证券：2019年净利同比增98% 拟10派1.5元,e公司
2143,2020-03-27,东方证券：2019年净利润同比增长97.81%,Wind
2144,2020-03-27,东方证券：陈斌辞去非执行董事等职务 董监高成员变化,Wind
2145,2020-03-27,【平安金融】证券行业业绩综述：行情起伏业绩波动，市场化改革打开长期空间,逸赏金融
2146,2020-03-25,病毒无情 市场有爱 东方证券全方位助力金融抗疫战克难攻坚,每日经济新闻
2147,2020-03-25,3月25日A股龙虎榜揭秘，机构最青睐9股,Wind
2148,2020-03-24,3月24日A股龙虎榜揭秘，机构抢筹13股,Wind
2149,2020-03-24,东方证券(600958.SH)完成发行50亿元公司债券,格隆汇
2150,2020-03-23,3月23日A股龙虎榜揭秘，机构最青睐7股,Wind
2151,2020-03-22,下周操盘攻略：A股“年报季”持续,Wind
2152,2020-03-20,3月20日A股龙虎榜揭秘，机构抢筹8股,Wind
2153,2020-03-19,东方证券：2020年第二期短融券发行完成 发行额35亿元,中证网
2154,2020-03-19,现金交割机制进一步优化，报价机制正式启动,Wind
2155,2020-03-19,东方证券(600958.SH)完成发行35亿元短期融资券,格隆汇
2156,2020-03-17,国开行3月23日拟开展国开债做市支持操作,Wind
2157,2020-03-13,【行情】港股中资券商股午后收窄跌幅，招商证券（06099.HK）现跌3.54%，国泰君安（02611.HK）与东方证券（03958.HK）跌约3%，广发证券（01776.HK）跌2.9%,金十数据
2158,2020-03-13,价值低估!A股这份“抗跌”名单请收好,Wind
2159,2020-03-10,85亿配股获批“吓跌”股价，东吴证券领跌券商股，配股募资占总市值23%“狮子开口”？5家券商比例超20%,财联社
2160,2020-03-06,稳了！无惧疫情，此行业一季度业绩大幅提升几成定局！（受益股）,证券时报网
2161,2020-03-05,东方证券(03958)1月非合并净利润2.48亿元 同比增长96.8%,智通财经
2162,2020-03-05,东方证券(03958-HK)2月净利增40.26%至人民币4.05亿元,财华社
2163,2020-03-05,东方证券(03958)2月非合并净利润4.05亿元 同比增长40.1%,智通财经
2164,2020-03-05,东方证券母公司2月份实现净利4.05亿,金融界
2165,2020-03-05,东方证券(03958.HK)2月母公司净利润增长40.3%至4.05亿元,格隆汇
2166,2020-03-05,东方证券：母公司2月份净利润为4.05亿,金融界
2167,2020-03-04,东方证券今日大宗交易成交210.42万股，成交价10.48元折价2.33%,Wind
2168,2020-03-04,券商股票质押减值计提迎严格规范，监管直指四大问题！,中国基金报
2169,2020-03-02,纸企持续提价，券商建议关注龙头,Wind
2170,2020-02-28,投行、资管受掣肘 东方证券广招聘拓展私行业务,21世纪经济报道
2171,2020-02-28,涉足高端财富管理 东方证券私行业务招兵买马,上证报
2172,2020-02-25,东方证券潘鑫军：变无形为有形 化有形为无形,中证报
2173,2020-02-21,深康佳A再度涨停，游资接力热炒,Wind
2174,2020-02-21,A股融资融券日报：两融余额增加116.85亿元（2月20日）,Wind
2175,2020-02-18,东方证券(03958)发盈喜，二月券商正当时？,智通财经
2176,2020-02-14,东方证券2019年营收190亿 净利润同比增长96%,上证报
2177,2020-02-14,东方证券业绩快报：2019年净利增长96%,金融界
2178,2020-02-14,公告点题丨2月14日这些公告有看头,第一财经
2179,2020-02-14,东方证券关于公司董事兼高级管理人员辞职的公告 董监高成员变化,新浪
2180,2020-02-14,东方证券(03958-HK)2019年度股东净利润约为24.13亿人民币,财华社
2181,2020-02-14,[公司]东方证券：2019年实现营业收入与净利润分别同比增加84.39%和96.03%,全景网
2182,2020-02-14,东方证券(03958.HK)发布业绩快报 净利润增长96.03%至24.13亿元,格隆汇
2183,2020-02-14,东方证券业绩快报：2019年净利24.13亿元 同比增96%,e公司
2184,2020-02-14,东方证券(600958.SH)业绩快报：2019年度净利润升96.03%至24.13亿元,格隆汇
2185,2020-02-14,东方证券：杜卫华辞去职工董事、副总裁职务 董监高成员变化,Wind
2186,2020-02-14,东方证券(03958.HK)：杜卫华辞任非执行董事 董监高成员变化,格隆汇
2187,2020-02-14,东方证券：变更职工监事 董监高成员变化,Wind
2188,2020-02-14,券商1月战报出炉 疫情影响有多大？11家券商营收下降 盈利能力下降,证券时报
2189,2020-02-14,1月券商盈利坚挺2月疫情影响有限,证券时报
2190,2020-02-12,券商板块震荡上扬 多家券商1月业绩“开门红”,证券时报网
2191,2020-02-12,13家上市券商1月业绩“开门红”，9家券商净利润同比实现正增长,Wind
2192,2020-02-11,上市券商1月业绩遭寒流！有行业“老兵”营收净利双双跳水逾70%，有公司净利逆势大增两倍,中证报
2193,2020-02-11,格隆汇港股聚焦(2.11)︱周黑鸭：全国共约1000间门店暂时停业东方证券1月母公司净利升96.5%至2.48亿元,格隆汇
2194,2020-02-11,同比增长96.8%！东方证券：1月非合并净利润2.48亿元！,智通财经
2195,2020-02-11,公告点题丨2月11日这些公告有看头,第一财经
2196,2020-02-11,东方证券：母公司1月实现净利2.48亿元,中证网
2197,2020-02-11,东方证券(03958)1月非合并净利润2.48亿元 同比增长96.8%,智通财经
2198,2020-02-11,东方证券：1月母公司净利升96.50%至2.48亿元,格隆汇
2199,2020-02-11,东方证券(03958.HK)1月母公司净利润2.48亿元同比增长96.5%,格隆汇
2200,2020-02-11,东方证券：母公司1月净利润2.48亿元,金融界
2201,2020-02-10,发生了什么？东方证券股票质押屡踩雷 监管指五大合规问题令整改 投资失误,投资时报
2202,2020-02-05,东方证券捐款人民币1000万元 积极防控疫情,每经网
2203,2020-02-03,中国外汇交易中心：东方、中金、中信建投获准进入银行间汇市,中金网
2204,2020-01-30,东方资管与汇添富加入 东方证券捐款1000万元驰援抗击疫情,证券日报
2205,2020-01-27,抗击疫情证券业在行动 12家上市券商累计捐款捐物1.28亿元,中证网
2206,2020-01-27,东方证券捐款人民币1000万元驰援抗击疫情,上证报
2207,2020-01-25,东方、中金、中信建投获准进入银行间汇市 7家券商手握牌照,券商中国
2208,2020-01-23,东方证券(03958)收到非公开发行公司债券挂牌转让无异议函,智通财经
2209,2020-01-23,东方证券(03958.HK)：上交所对公司发行不超200亿元债券无异议,格隆汇
2210,2020-01-22,东方证券：预计2019年净利润同比增长90.9%-103.1%,Wind
2211,2020-01-22,东方证券：预计2019年度净利润为23.50亿元到25.00亿元,Wind
2212,2020-01-22,东方证券(600958.SH)2019年度净利润预增90.9%到103.1%,格隆汇
2213,2020-01-22,东方证券：2019年净利预增91%到103%,e公司
2214,2020-01-20,牵手互联网巨头创新突围 券商积极打造“科技大脑”,--
2215,2020-01-17,东方证券(03958.HK)获得结售汇业务经营资格,格隆汇
2216,2020-01-17,东方证券(600958.SH)获得结售汇业务经营资格,格隆汇
2217,2020-01-13,东方证券拟发行40亿元短期融资券,中证网
2218,2020-01-10,第七届证券期货科学技术奖初审结果出炉，47个项目获初审通过,Wind
2219,2020-01-09,东方证券母公司上月净利6.02亿元,上证报
2220,2020-01-09,东方证券(600958.SH)12月母公司净利润6.02亿元 上年同期为-579.61万元,格隆汇
2221,2020-01-09,东方证券(03958)2019年12月实现非合并净利润6.02亿元,智通财经
2222,2020-01-09,东方证券(03958.HK)12月(非合并)净利润达6.02亿元,格隆汇
2223,2020-01-09,雅本化学董事长蔡彤被曝IPO期间行贿 近期因信披违规被通报批评 其他违规处罚,中国网
2224,2020-01-07,东方证券合规遭处罚！公司过度依赖经纪业务 风控缺失股票质押频频“踩雷” 经营问题,和讯
2225,2020-01-07,华林遭重罚 合规核查风暴袭券业 其他违规处罚,时代周报
2226,2020-01-07,华林证券开年受重罚皆因“胆子大” ？ 券商迎监管集中“合规”警示 金融监管处罚,21世纪经济报道
2227,2020-01-03,证监会:东方证券存在合规人员薪酬低于同级等5大问题,证监会
2228,2020-01-03,合规建设不合格，又有两家券商被罚 产品问题,Wind
2229,2019-12-31,东方证券：2020年新能源汽车将重回增长快车道,证券时报网
2230,2019-12-31,融资客青睐13股，大湖股份买入占比高达50.89%,Wind
2231,2019-12-27,东方证券(03958.HK)向东证国际提供不超1.8亿美元担保 大额借贷担保,格隆汇
2232,2019-12-14,完美收官！第二届私募梦想创业营9项大奖顺利决出,新浪
2233,2019-12-13,东方证券(03958.HK)：东方金融控股(香港)为其部分子公司2亿美元提供担保 大额借贷担保,格隆汇
2234,2019-12-13,东方证券(03958)：东证资本转让上海诚毅投资45%股权予上海申能诚毅 资产异常,智通财经
2235,2019-12-13,东方证券(03958.HK)：东证资本拟2407万元转让上海诚毅投资45%股权 资产异常,格隆汇
2236,2019-12-10,上市券商全年业绩轮廓已显，36家11个月大赚786亿元,Wind
2237,2019-12-06,东方证券2019年11月实现营收3.30亿元,资本邦
2238,2019-12-06,东方证券(600958.SH)11月净利降7.39%至1.28亿元 盈利能力下降,格隆汇
2239,2019-12-06,东方证券(03958-HK)11月净利下降7.39%至1.28亿人民币 盈利能力下降,财华社
2240,2019-12-06,东方证券(03958)11月非合并净利润1.28亿元 同比下降7.4% 盈利能力下降,智通财经
2241,2019-12-06,东方证券：11月净利润为1.28亿元,Wind
2242,2019-12-06,东方证券(03958.HK)11月净利润1.28亿元 同比减少7.39% 盈利能力下降,格隆汇
2243,2019-12-04,股权转让落定！东方证券将全资控股东方花旗，花旗欲另起炉灶 减持股份,腾讯网
2244,2019-12-04,东方证券(03958-HK)受让花旗亚洲所持东方花旗33.3%股权沪监管局原则上无异议,财华社
2245,2019-12-03,全身撤离合资券商！这家市值1.1万亿的金融巨头要另起炉灶,中证报
2246,2019-12-03,晚间公告热点追踪：金冠股份与人民数据在区块链合作,新浪
2247,2019-12-03,东方证券收购东方花旗证券获上海证监局原则同意 股权变更后东方花旗证券将告别合资券商行列,证券日报
2248,2019-12-03,东方证券收到合资公司股权变动无异议函,上证报
2249,2019-12-03,东方证券(03958)收购东方花旗33.3%股权获上海证监局支持,智通财经
2250,2019-12-03,东方证券：上海证监局对公司受让东方花旗33.3%股权无异议,Wind
2251,2019-12-03,东方证券(600958.SH)完成发行25亿元短期融资券,格隆汇
2252,2019-12-03,东方证券(03958.HK)：上海证监局对公司受让东方花旗33.3%股权无异议,格隆汇
2253,2019-12-03,新董事长上位 *ST盈方保壳重任“压顶”,每日经济新闻
2254,2019-12-02,资产管理的道与术,--
2255,2019-11-29,【国信非银·深度】改革驱动转型：证券行业2020年投资策略,国信金融研究
2256,2019-11-27,东方证券(600958.SH)：49亿元公司债11月28日起挂牌上交所,格隆汇
2257,2019-11-26,东方证券(600958.SH)：完成发行49亿元公司债 票面利率3.5%,格隆汇
2258,2019-11-22,股价跌至上市9年来最低！ 林州重机信批违规被立案调查 实控人89%股份质押给东方证券 金融监管处罚,华夏时报
2259,2019-11-20,东方证券(600958.SH)拟发行不超49亿元公司债,格隆汇
2260,2019-11-18,东方证券(600958.SH)：“15东证债”将于26日付息,格隆汇
2261,2019-11-07,外资机构谈A股：转向基本面 外资增配将长期持续,第一财经
2262,2019-11-07,11月8日上市公司重要公告集锦：长生退全资子公司长春长生宣告破产,证券日报
2263,2019-11-07,东方证券：母公司10月份净利润2.01亿元,e公司
2264,2019-11-07,东方证券(03958.HK)10月净利润2.01亿元 同比增长439%,格隆汇
2265,2019-11-06,联合推荐的6名非独立董事全部落选 *ST盈方大股东舜元投资回归首战遇挫,每日经济新闻
2266,2019-11-03,从三季报看券业：光大入前十 自营业务利润主要来源,第一财经
2267,2019-10-30,东方证券公布三季报 前三季净利增加92.67%,新浪
2268,2019-10-30,东方证券：前三季度净利润同比增92.67%,Wind
2269,2019-10-30,东方证券(03958.HK)前9月纯利升92.67%至17.41亿元,格隆汇
2270,2019-10-30,东方证券(03958)拟因长富瑞华质押大连控股而计提4.595亿元信用减值准备 资产异常,智通财经
2271,2019-10-30,东方证券：绿地控股多元经营成效显著，利润再创新高,乐居财经
2272,2019-10-28,东方证券：阳光城业绩表现亮眼，降杠杆持续推进,乐居财经
2273,2019-10-24,东方证券今日大宗交易成交56.21万股，成交价9.05元折价10.84%,Wind
2274,2019-10-24,东方证券： 大额借贷担保,Wind
2275,2019-10-24,东方证券(03958.HK)：东方金控拟为其全资子公司3亿港元银行授信提供担保 大额借贷担保,格隆汇
2276,2019-10-24,券商基金投顾业务试点第二批展业来袭！东方证券率先获准开业,资本邦
2277,2019-10-24,正式展业！东方证券基金投顾业务来了，首批上线五大组合策略,资本邦
2278,2019-10-16,东方证券：房贷利率正式挂钩 LPR，销售和土地持续回暖,乐居财经
