,2021-12-31,“妖股”九安医疗跌停收官，鱼跃医疗挤掉欧普康视跻身市值前十「医疗器械周榜」,华夏时报
901,2019-10-13,【欧普康视】19Q3预告点评：暑假保持强劲销售，奠定全年高增长基调,医心医意要健康
902,2019-10-11,欧普康视：预计前三季度净利润同比增长30%~45%,Wind
903,2019-10-11,欧普康视(300595.SZ)：前三季净利预增30%-45%,格隆汇
904,2019-10-08,"欧普康视事件点评:股权激励扩大至子公司,上下一心未来可期",国元证券
905,2019-09-30,欧普康视：公司财务总监变更 董监高成员变化,Wind
906,2019-09-24,"医药生物行业跨市场周报:创新主题再次成为热点,坚守“创新+升级”主线",光大证券
907,2019-09-24,医药生物行业:药监局发布NSCLC临床试验终点指导原则,国联证券
908,2019-09-17,欧普康视(300595.SZ)：股份登记备案手续完成 持目乐医疗股权比例升至20%,格隆汇
909,2019-09-17,"医药生物行业报告:慢病用药门诊纳入医保,报销比例提升",国联证券
910,2019-09-16,"医药生物行业跨市场周报:关注医保改革新动向,继续看好创新升级",光大证券
911,2019-09-10,"医药行业半年报业绩综述:内部仍在分化,龙头业绩亮眼",渤海证券
912,2019-09-07,欧普康视：收入略超预期 高端塑形镜快速增长,南方财经网
913,2019-09-06,这1万户韭菜请注意：“聪明钱”富达基金重仓8只票曝光！最高或赚9倍 大幅减持1股 减持股份,新浪
914,2019-09-01,光大医药 | 中报总结：集采后的第一份答卷，影响如何，未来在哪？,医心医意要健康
915,2019-08-30,欧普康视：拟获取“靖江欧普”不低于51%股权,Wind
916,2019-08-30,医药生物行业:2019版国家医保目录发布,国联证券
917,2019-08-30,医药生物行业跨市场周报:从“中国新”走向“全球新”,光大证券
918,2019-08-28,【中信建投教育&中小盘】欧普康视：上半年业绩符合预期，角膜塑形镜业务加速增长,中信建投中小市值
919,2019-08-28,428家公司透露最新股东户数 306家筹码趋向集中,投资快报
920,2019-08-28,【欧普康视】19年中报：收入加速增长表现靓丽，逐步走向眼视光综合服务商,医心医意要健康
921,2019-08-27,欧普康视：上半年净利同比增长39.75%,e公司
922,2019-08-27,欧普康视：上半年净利润同比增39.75%,Wind
923,2019-08-27,欧普康视(300595.SZ)半年度净利润升39.75%至1.17亿元,格隆汇
924,2019-08-27,欧普康视：上半年净利润同比增长39.75%,Wind
925,2019-08-20,欧普康视(300595.SZ)因变更生产范围收药监局换发医疗器械生产许可证,格隆汇
926,2019-08-18,622只股票连续上涨3日或3日以上,Wind
927,2019-08-15,[快讯]欧普康视发布质押公告一股东累计质押5200万股,中财网
928,2019-08-15,欧普康视(300595.SZ)：董事长陶悦群质押2400万股,格隆汇
929,2019-08-15,午间公告：阳谷华泰股东珠海节达拟协议转让5.3%股份,Wind
930,2019-08-13,"医药生物行业跨市场周报:关注中报业绩与政策边际改善,紧握优质公司",光大证券
931,2019-08-12,"医药生物行业:“4+7”试点范围扩大,医疗服务价格调整",国联证券
932,2019-07-29,"医药生物行业跨市场周报:医药科创板“首秀”靓丽,选择优质公司是关键",光大证券
933,2019-07-26,欧普康视(300595.SZ)：欧普民生拟减持不超323.098万股 拟减持股份,格隆汇
934,2019-07-26,防雷:盘后9股被宣布减持,中财网
935,2019-07-26,欧普康视：两股东拟合计减持不超0.82%股份 减持股份,Wind
936,2019-07-24,大医疗领域投资机遇即将浮现 六股布局良机,中证报
937,2019-07-23,"医药生物行业:健康中国行正式开展,科创板上市在即",国联证券
938,2019-07-23,"医药生物行业跨市场周报:仿制药价格体系加速重塑,药企迈向体系竞争时代",光大证券
939,2019-07-16,A股共发生48宗大宗交易成交8.99亿元（7月16日）,Wind
940,2019-07-16,欧普康视今日大宗交易成交11万股，成交价34.8元溢价0.0%,Wind
941,2019-07-15,医疗保健：医药盘前早知道 荐8股,东莞证券
942,2019-07-15,【医药-欧普康视(300595)】江琦、谢木青：角膜塑形镜行业持续高景气，业绩保持快速增长-20190712,中泰证券研究所
943,2019-07-15,"欧普康视:业绩符合预期,行业持续高增长,角膜塑形镜销量增长明显",东吴证券
944,2019-07-14,医疗保健：第二轮国家集中带量采购仍锁定25品种 荐9股,东吴证券
945,2019-07-12,医疗器械板块午后全线走强，三鑫医疗冲击涨停,Wind
946,2019-07-12,医疗器械板块再度发力，九安医疗强势三连板,Wind
947,2019-07-12,"欧普康视2019年中报预告点评:业绩符合预期,ok镜保持量价齐升",光大证券
948,2019-07-11,【欧普康视】19H1预告点评：业绩符合预期，OK镜保持量价齐升,医心医意要健康
949,2019-07-11,营销服务终端收入增加等原因 欧普康视预计2019年上半年盈利1.08亿元-1.25亿元,资本邦
950,2019-07-11,欧普康视2019年上半年净利1.08亿–1.25亿 营销服务终端收入增加,挖贝网
951,2019-07-11,欧普康视：预计上半年净利润同比增长30%~50%,Wind
952,2019-07-11,欧普康视(300595.SZ)上半年净利润预增30%-50%,格隆汇
953,2019-07-09,[快讯]欧普康视发布解除质押公告一股东累计质押2800万股,中财网
954,2019-07-09,欧普康视(300595.SZ)董事长陶悦群解除质押2325.68万股,格隆汇
955,2019-07-09,"医药生物行业跨市场周报:关注中报行情,重申港股龙头配置价值",光大证券
956,2019-07-05,A股异动 | 欧普康视涨6% 增持目乐医疗股权至20%,格隆汇
957,2019-07-04,评级下调、北上资金连续卖出，提防消费白马短期头部,Wind
958,2019-07-04,欧普康视龙虎榜数据（7月4日）,Wind
959,2019-07-04,欧普康视大跌9.28%，机构博弈激烈,Wind
960,2019-07-04,白马股纷纷大跌 欧普康视触及跌停恒顺醋业等大跌,金融界
961,2019-07-02,医药生物行业:《中华人民共和国疫苗管理法》颁布,国联证券
962,2019-06-28,跌停板解密：前期强势股继续遭资金抛售！（6月28日）,Wind
963,2019-06-28,欧普康视今日闪崩跌停，机构净卖出3600余万元 连续下跌,Wind
964,2019-06-26,眼科系列报告之二:老龄化+消费升级下的绝佳赛道(PPT),申万宏源
965,2019-06-25,医疗保健：科创助力产业升级 生物医药迎黄金发展期,山西证券
966,2019-06-24,"医药生物行业:医药政策进入密集落地期,聚焦科创板、医药创新和医药消费",东吴证券
967,2019-06-20,"医药生物行业:国新办举行医改吹风会,扩大集采规模",国联证券
968,2019-06-20,"欧普康视:探索视光O2O,自营渠道建设稳步推进",国元证券
969,2019-06-19,欧普康视出资800万元设立合资公司 开发视光行业“Saas”系统,挖贝网
970,2019-06-19,午间公告：欧普康视拟设立合资公司 主营眼视光互联网平台产品,e公司
971,2019-06-19,午间公告：海大集团筹划公开发行可转债,Wind
972,2019-06-19,欧普康视(300595.SZ)拟对外投资800万元设立合资公司,格隆汇
973,2019-06-19,头号研报：两大因素影响医改方向 科创板利好创新药医疗领域,巨丰财经
974,2019-06-17,"医药生物行业跨市场周报:“大医保”时代下再平衡,拥抱确定性",光大证券
975,2019-06-12,欧普康视(300595.SZ)与三个项目相关方签署终止投资协议或达成一致意见,格隆汇
976,2019-06-12,[快讯]欧普康视:公司部分对外投资项目进展,中财网
977,2019-06-11,医药生物行业跨市场周报:寻找政策免疫及新机制下的确定性机会,光大证券
978,2019-06-11,"医药生物行业研究简报:医改持续深化,注射剂一致性评价提速",国联证券
979,2019-06-09,医疗保健：医保控费政策进入常态化运行阶段 荐9股,东吴证券
980,2019-06-06,A股共发生37宗大宗交易成交7.13亿元（6月6日）,Wind
981,2019-06-06,欧普康视今日大宗交易成交11万股，成交价33.85元折价0.0%,Wind资讯
982,2019-06-06,58股逆市创历史新高 医药等大消费公司最多,投资快报
983,2019-06-06,【医药-欧普康视(300595)】江琦、谢木青：公司深度报告：角膜塑形镜进入快速发展期，技术+渠道优势巩固公司龙头地位-0608,中泰证券研究所
984,2019-06-05,券商首次关注4股并给予买入评级（6月5日）,Wind
985,2019-06-04,医药生物行业:《真实世界证据支持研发》意见稿发布,国联证券
986,2019-06-03,[路演]欧普康视：护理和保健产品电商销售正在启动,全景网
987,2019-05-30,目乐医疗股东增持73万股 权益变动后持股比例为10%,挖贝网
988,2019-05-29,医药生物行业:医保局公布drg付费国家试点名单,国联证券
989,2019-05-14,超500万元投资池州康视 欧普康视能否搅动安徽眼视光市场？,新浪
990,2019-05-13,欧普康视：Dream Vision推出RGP硬镜新品 护理液新产能年内投产,证券时报网
991,2019-05-13,欧普康视：上半年并表子公司可能更多,e公司
992,2019-05-13,各地签近视防控“军令状” 机构密集调研欧普康视,证券时报网
993,2019-04-28,医疗保健：震荡做底后将挑战前高 荐6股,财通证券
994,2019-04-26,欧普康视1Q19财报点评 | 一季度业绩同比增长42%， 接近业绩预告上限【建投中小盘】,中信建投中小市值
995,2019-04-24,欧普康视：一季度净利润同比增41.79%,Wind
996,2019-04-10,"医药行业周报:业绩把基,创新驱动",渤海证券
997,2019-04-08,【建投中小盘】欧普康视：乘青少年近视防控春风，国产竞品上市无碍公司高增长,中信建投中小市值
998,2019-04-08,"欧普康视2018年年报点评:业绩符合预期,眼视光龙头积极拓展",正点财经
999,2019-04-07,医疗保健：医药行业2019Q1业绩前瞻 荐1股,长江证券
1000,2019-04-04,欧普康视去年净利2.16亿元 同比增长43% 董事长陶悦群年薪57万元,挖贝网
1001,2019-04-03,4月3日A股龙虎榜揭秘，机构抢筹这2股,Wind
1002,2019-04-03,欧普康视龙虎榜数据（4月3日）,Wind
1003,2019-04-03,【国元医药】欧普康视2018年报点评：业绩符合预期，公司有望进入提价周期,元气医药
1004,2019-04-03,最新公告揭露重大利好 4只股今日或冲涨停,证券之星
1005,2019-04-03,"欧普康视:业绩超市场预期,延续高增长趋势",西南证券
1006,2019-04-02,欧普康视(300595.SZ)2018年净利润升43.34%至2.16亿元 拟10转8股派1.4元,格隆汇
1007,2019-04-02,欧普康视：预计一季度净利润同比增长25%-45%,Wind
1008,2019-04-02,欧普康视：2018年净利增43% 拟10转8派1.4元,e公司
1009,2019-04-02,欧普康视：2018年净利润同比增43.34%，拟10转8派1.4元,Wind
1010,2019-03-26,"每周药事:科创板首批受理名单公布,关注对标公司",正点财经
1011,2019-03-21,医药生物行业:2019医保目录调整方案意见稿发布,国联证券
1012,2019-03-14,[优异评级]医药生物行业：医保配套措施落地 国产药品审批提速,中财网
1013,2019-03-11,盘点A股最赚钱公司,和讯
1014,2019-03-04,欧普康视股东欧普民生减持95万股 套现4005万元,挖贝网
1015,2019-02-28,欧普康视股东Fu Zhiying减持4万股 套现187万元,挖贝网
1016,2019-02-27,"欧普康视:业绩符合预期,市场推广加快核心产品销售,激励费用影响利润增速",东吴证券
1017,2019-02-26,"欧普康视:业绩增长符合预期,看好公司持续成长性",方正证券
1018,2019-02-26,欧普康视：利润增长符合预期，看好公司持续成长性,证券时报网
1019,2019-02-26,"医药生物行业周报:科创板加快,创新药产业链标的估值有望重构",西南证券
1020,2019-02-25,欧普康视：2018年净利润同比增43.08%（快报）,Wind
1021,2019-02-19,"医药生物行业:县级医院升级,辅助用药降价趋势已定",国联证券
1022,2019-02-19,"医药生物行业周报:进入年报披露期,持续布局绩优个股",华安证券
1023,2019-02-13,"医药行业周报2019第6期:政策负面影响基本释放,低估值下布局优质个股",长城证券
1024,2019-01-31,"医药行业周报:创新药产业链为长期主题,重点推荐恒瑞医药、药石科技",西南证券
1025,2019-01-28,"每周药事2019年第5周:板块需要信心,继续看好超跌错杀个股",正点财经
1026,2019-01-21,安信证券：欧普康视拟1598.5万收购阳光医疗约16%股权助力安徽省业务拓展,和讯
1027,2019-01-21,国元证券：将欧普康视评级调低为“增持”,Wind
1028,2019-01-21,"欧普康视公司研究报告:角膜塑形镜赛道扩容,国产稀缺优“视”尽显",国元证券
1029,2019-01-17,医药生物行业:继续关注非药优质个股,华安证券
1030,2019-01-16,欧普康视：19年内生增长有望小幅加快 强烈推荐评级,和讯
1031,2019-01-14,欧普康视2018年净利2.26亿 比上年同期增长50%,挖贝网
1032,2019-01-14,欧普康视：2018年度净利预增30%-50%,e公司
1033,2019-01-11,医药生物行业:社会办医疗机构审批优化,国联证券
1034,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
1035,2019-01-08,"2019年1月医药行业投资策略:“轻药重医”为正道,首推医疗器械板块",西南证券
1036,2019-01-02,"每周药事2019年第1周:除旧迎新,乐见反弹",正点财经
1037,2018-12-29,强势股追踪 主力资金连续5日净流入79股,证券时报
1038,2018-12-28,医药生物行业:控费改革进程中关注结构性投资机会,华安证券
1039,2018-12-25,持续调整不改乐观预期，机构目光再度聚焦传统行业,Wind
1040,2018-12-16,几乎不受“带量采购”影响的5类药,巨丰财经
1041,2018-12-14,23股获券商买入评级 瑞康医药目标涨幅达48.51%,Wind
1042,2018-12-14,"医药生物行业周报:仿制药迎变局,把握确定性投资机会",华安证券
1043,2018-12-13,12月以来机构调研144家公司,大众证券报
1044,2018-12-11,涨声内参：布局来年 跟随机构调研寻找路线图,中金在线
1045,2018-12-11,"医药行业周报:4+7仿制药带量采购落地,“轻药重医”正当时",西南证券
1046,2018-12-11,"医药行业政策点评:带量采购结果发布,医保局促进国内医药产业升级",西南证券
1047,2018-12-10,机构集中调研医药股,中证网
1048,2018-12-09,机构扎堆调研三行业，多家百亿私募盯上这家龙头公司,21世纪经济报道
1049,2018-12-06,星火燎原，千家公司解除质押，“多”方在行动,Wind
1050,2018-12-06,A股早报2018年12月6日星期四,Wind
1051,2018-12-04,"欧普康视:业绩符合预期,产品扩张迅速,推广力度上升",中证网
1052,2018-12-04,"医药行业周报:仿制药格局变革、器械崛起,轻药重医",西南证券
1053,2018-12-04,"医药行业2018年12月投资策略:医疗器械崛起,持续重点推荐行业龙头",西南证券
1054,2018-12-03,[快讯]欧普康视103万限售股12月6日解禁,中财网
1055,2018-12-03,欧普康视：将强化对经销商技术规范督导,Wind
1056,2018-12-03,欧普康视：将强化对经销商技术规范督导,e公司
1057,2018-11-28,"医药生物行业周报:药店分类分级管理征求意见稿发布,持续看好连锁药店",华安证券
1058,2018-11-27,"医药行业周报:仿制药格局变革、器械崛起,轻医重药",西南证券
1059,2018-11-23,欧普康视：股东拟减持不超0.9%股份,e公司
1060,2018-11-21,医疗保健：仿制药格局变革 荐9股,西南证券
1061,2018-11-21,欧普康视：不改主业增长势头 买入评级,西部证券
1062,2018-11-21,下注570万元设立合资公司，欧普康视入局基因检测为哪般？,亿欧网
1063,2018-11-21,"医药生物行业2019年度策略:估值修复,深挖个股",国联证券
1064,2018-11-20,公告精选：市北高新、正元智慧提示风险；伊力特拟1亿元-2亿元回购股份,e公司
1065,2018-11-20,欧普康视：拟参与设立基因检测公司,e公司
1066,2018-11-20,"医药生物行业:集采文件正式发布,县级医院迎来升级",国联证券
1067,2018-11-16,欧普康视:高增长的国内角膜塑形镜龙头,华安证券
1068,2018-11-15,医疗保健：医疗器械政策友好 荐5股,西南证券
1069,2018-11-14,"医药生物行业:临床试验默许制来临,天津规划星级药店",国联证券
1070,2018-11-09,"医药生物行业研究简报:境外新药上市加快,深圳gpo细则公布",国联证券
1071,2018-11-01,"医药生物行业:新版基药目录公布,流感防控进入日程",国联证券
1072,2018-10-28,医疗保健：长线战略资金逢机遇 荐9股,西南证券
1073,2018-10-26,欧普康视2018年前三季度营收3.3亿元 净赚1.65亿元,挖贝网
1074,2018-10-25,欧普康视：前三季度净利润同比增46.73%,Wind
1075,2018-10-16,"医药生物行业:第三批抗癌药谈判落地,一致性评价药品采购渐入佳境",国联证券
1076,2018-10-12,涨停板解密：三大板块率先反攻！（10月12日）,Wind
1077,2018-10-12,涨停揭秘：市场呈现探底反弹 填权股迎来涨停潮,巨丰财经
1078,2018-10-12,高送转填权概念午后拉高，德艺文创、超频三双双涨停,Wind
1079,2018-10-10,医药生物行业:上海药品挂网公开议价第三款pd1上市,国联证券
1080,2018-09-27,医药行业向来是一片创新研发“沃土” 医药板块未来可期,证券日报
1081,2018-09-24,医疗保健：减税支持企业研发投入 荐5股,财通证券
1082,2018-09-20,PE第一股九鼎过冬:业绩大滑坡 9个月卖股套现超20亿,新浪
1083,2018-09-18,"欧普康视2018年半年报点评报告:业绩超预期,估值在底部",正点财经
1084,2018-09-11,"医药生物行业:疫苗企业未发现质量安全问题,进口抗癌药专项采购启动",国联证券
1085,2018-09-09,医疗保健：自下而上选择穿越熊市 荐5股,财通证券
1086,2018-08-30,当“爱眼”上升到国家高度,红周刊
1087,2018-08-28,金融街下午茶2018年8月28日星期二,Wind
1088,2018-08-27,欧普康视四连阳,中证报
1089,2018-08-24,A股共发生43宗大宗交易成交7.78亿元（8月24日）,Wind
1090,2018-08-24,欧普康视今日大宗交易成交6万股，成交价36.11元折价0.0%,Wind资讯
1091,2018-08-24,[增持评级]欧普康视(300595)：中报收入高增长提振人心 二季度收入同比增长达57%,中财网
1092,2018-08-24,[买入评级]欧普康视(300595)半年报点评报告：业绩超预期 估值在底部,中财网
1093,2018-08-24,财通证券：欧普康视买入评级,顶尖财经网
1094,2018-08-24,[买入评级]欧普康视(300595)中报点评：产品、渠道持续发力 龙头地位巩固,中财网
1095,2018-08-24,【财通医药】欧普康视(300595)：增速盈利小上新台阶，政策春风起,财通证券研究
1096,2018-08-24,[增持评级]欧普康视(300595)中报点评：业绩符合预期 加强产品推广力度,中财网
1097,2018-08-24,"欧普康视:塑形镜销售稳健,新品值得期待",国联证券
1098,2018-08-22,核心产品稳步增长 欧普康视上半年净利同比增加42.80%,中证网
1099,2018-08-22,欧普康视：上半年净利润同比增42.80%,Wind
1100,2018-08-10,欧普康视拟投资634.9万元增资陕西奥泰克,中证网
1101,2018-08-10,午间公告：欧普康视634.9万元控股陕西奥泰克,腾讯网
1102,2018-08-10,午间公告：吉林森工控股股东11.1%股份被司法冻结,Wind
1103,2018-08-08,午间公告：海鸥住工拟收购广东雅科波罗橱柜有限公司55%股权,Wind
1104,2018-08-03,关于对合肥欧普民生投资管理（有限合伙）企业采取监管谈话措施的决定,安徽证监局
1105,2018-07-19,欧普康视：入股智能硬件研发企业深圳康康,e公司
1106,2018-07-19,欧普康视拟1200万元收购深圳康康12%股权,中证网
1107,2018-07-16,7月16日A股龙虎榜揭秘，机构最青睐7股,Wind
1108,2018-07-16,机构席位买入飞荣达欧普康视，卖出领益智造,Wind
1109,2018-07-16,欧普康视龙虎榜数据（7月16日）,Wind
1110,2018-07-16,欧普康视：扣除股权激励费用因素 净利增速持续高位,财通证券
1111,2018-07-12,[增持评级]欧普康视(300595)：中报预计业绩同比增长30%-50% 符合市场预期,中财网
1112,2018-07-12,[公司]欧普康视：预计上半年净利同比增长30%-50%,全景网
1113,2018-07-12,欧普康视上半年业绩预增30%-50%,中证网
1114,2018-07-12,欧普康视半年度业绩预增 净利润增长30%-50%,腾讯网
1115,2018-07-12,早间公告：纳思达上修半年度业绩预告,Wind
1116,2018-07-10,[增持评级]医药生物行业周报：市场或迎来中级反弹 防御为先医药为上,中财网
1117,2018-07-10,[推荐评级]医药生物行业2018年中报业绩前瞻：重点覆盖公司中报业绩前瞻：关注2季度增速加快个股,中财网
1118,2018-07-06,2018年7月6日新闻发布会,深交所
1119,2018-07-03,7月3日有75家公司获重要股东增减持 蓝光发展已被连续增持46次,Wind
1120,2018-07-03,欧普康视创历史新高,中证报
1121,2018-06-25,A股共发生34宗大宗交易成交3.72亿元（6月25日）,Wind
1122,2018-06-25,欧普康视成小行业龙头,深圳商报
1123,2018-06-11,欧普康视出资510万对外投资设立合资公司,中证网
1124,2018-06-06,券商首次关注4股并给予买入评级（6月6日）,Wind
1125,2018-06-06,大参考：国内芯片产业新一轮投资周期或将开启,巨丰财经
1126,2018-06-06,逾百机构调研欧普康视：产能扩大 新品高端,证券时报
1127,2018-06-06,"欧普康视:OK镜稀缺标的,量价齐升空间宽广",东北证券
1128,2018-06-05,关于青少年视力问题 百家机构向这家公司抛了80个问题,每日经济新闻
1129,2018-06-05,28股获券商买入评级 东山精密目标涨幅达68.78%,Wind
1130,2018-06-04,[强烈推荐-A评级]欧普康视(300595)：行业龙头地位不断巩固 打造“眼视光”闭环,中财网
1131,2018-05-29,"医药生物行业:一致性评价再添新品,罕见病用药审评加速",证券之星
1132,2018-05-23,欧普康视：苏州嘉岳累计减持158万股 不再是持股5%以上股东,中证网
1133,2018-05-23,欧普康视：股东苏州嘉岳累计减持1.27%，完成减持计划,Wind
1134,2018-05-21,公告精选：金龙机电控股股东部分质押股份存在平仓风险；凯迪生态大股东所持28.53%股份被轮候冻结 股票质押异常,e公司
1135,2018-05-21,欧普康视拟投资不超3000万元对美光眼镜厂有限公司增资,中证网
1136,2018-05-21,欧普康视：拟不超3000万元增资美光眼镜厂,e公司
1137,2018-05-18,[路演]欧普康视：年初推出的新产品目前整体进展良好,全景网
1138,2018-05-16,A股头条之上市公司公告精选（5.17）,顶尖财经网
1139,2018-05-16,欧普康视年报推10转8派2.1元股权登记5月24日,顶尖财经网
1140,2018-05-15,5月15日有48家公司获重要股东增减持 丝路视觉已被连续减持69次,Wind
1141,2018-05-14,晚间重要公告2018年5月14日星期一,--
1142,2018-05-14,多家公司发减持公告：金科文化奥联电子嘉澳环保欧普康视股东忙套现,Wind
1143,2018-05-14,欧普康视：股东苏州文景减持公司2.45%股份,金融界
1144,2018-05-09,"欧普康视:业绩符合预期,费用摊销影响利润",国联证券
1145,2018-05-09,[推荐评级]医药生物行业2018年一季报和2017年业绩回顾：板块增速回升 关注优质白马及高成长个股,中财网
1146,2018-05-04,"医药生物行业:最新拟优先审评名单公示,肿瘤药增值税大幅降低",国联证券
1147,2018-04-26,明日最具投资机会六大牛股一览（2018年4月26日）,中财网
1148,2018-04-25,明日最具投资机会六大牛股一览（2018年4月25日）,中财网
1149,2018-04-25,欧普康视：成本上升影响利润增长,东吴证券
1150,2018-04-25,"欧普康视:收入端增长稳健,股份支付费用摊销影响利润,18q1业绩符合预期",东吴证券
1151,2018-04-24,欧普康视今日大宗交易成交12万股，成交价58.41元折价14.34%,Wind资讯
1152,2018-04-24,欧普康视：一季度净利润同比增32.08%,Wind
1153,2018-04-24,QFII四季度进场中小创（4月24日）,巨丰财经
1154,2018-04-19,[优异评级]医药生物行业研究简报：一致性评价再添新品 相关政策红利逐步释放,中财网
1155,2018-04-17,[路演]欧普康视：预计2018年投资规模较2017年扩大,全景网
1156,2018-04-16,[增持评级]欧普康视(300595)年报点评：高增长可持续 护理产品亮眼,中财网
1157,2018-04-16,医药生物行业周报：板块迎来调整 积极布局医药分销,中财网
1158,2018-04-16,"欧普康视2017年年报点评报告:高增长可持续,护理产品亮眼",证券之星
1159,2018-04-13,医药股获资金追捧显防御本色 六股成摇钱树,证券之星
1160,2018-04-12,沪港通额度上调激发资金布局热潮，三大数据解密外资新动向,证券日报
1161,2018-04-11,4月11日有17家公司获重要股东增减持 众兴菌业已被连续减持17次,Wind
1162,2018-04-11,欧普康视使用自有闲置资金1亿元进行现金管理,中证网
1163,2018-04-11,[优异评级]医药生物行业深度研究：完善仿制药供应药品审评审批渐入佳境,中财网
1164,2018-04-11,[强烈推荐评级]欧普康视(300595)年报点评：17年业绩快速增长 看好公司18年起增速再上台阶,中财网
1165,2018-04-11,医药生物行业日报：我国手足口病逐渐进入流行期,中财网
1166,2018-04-10,A股共发生41宗大宗交易成交15.08亿元(4月10日),Wind
1167,2018-04-10,涨停板解密：医药、计算机两大行业连续受追捧！（4月10日）,Wind
1168,2018-04-10,[强烈推荐-A评级]欧普康视(300595)年报点评：17年业绩稳定增长 18年有望继续提升,中财网
1169,2018-04-10,[增持评级]欧普康视(300595)年报点评：研产销能力全面提升 业绩迎来加速换挡;年报业绩略超预期 18Q1业绩预告符合预期,中财网
1170,2018-04-10,欧普康视2017年盈利增32.29%拟10转8派2.1,顶尖财经网
1171,2018-04-09,欧普康视：预计一季度净利润同比增长25%-45%,Wind
1172,2018-04-09,欧普康视：2017年度净利增长32% 拟10转8派2.1,e公司
1173,2018-04-09,欧普康视：2017年净利润同比增32.29%，拟10转8派2.1元,Wind
1174,2018-04-04,[优异评级]医药生物行业周报：CDE发布优先审评名单饮片拟增加微生物检查,中财网
1175,2018-03-29,[优异评级]医药生物行业周报：抗癌药力争零关税高值耗材两票制持续推进,中财网
1176,2018-03-28,"欧普康视:龙潜于渊,或跃在天",证券之星
1177,2018-03-20,欧普康视持股5%以上股东减持198万股,中证网
1178,2018-03-20,[优异评级]医药生物行业研究简报：国务院机构改革方案亮相 注射剂研发技术指导意见发布,中财网
1179,2018-03-15,[中性评级]医药生物行业周报：关注增长确定性强的细分市场龙头标的,中财网
1180,2018-03-13,医药生物行业:政府工作报告规划医药任务北京分级诊疗持续推进,国联证券
1181,2018-03-05,[增持评级]医药生物行业周报：无论大小 增速和未来为王,中财网
1182,2018-03-05,[领先大市-A评级]医药行业每周观点：年报和一季报密集披露期 关注超预期高成长个股,中财网
1183,2018-03-01,欧普康视:角膜塑形镜量价提升驱动业绩高增长,国联证券
1184,2018-02-28,[强烈推荐评级]欧普康视(300595)：业绩快报符合预期 充分享受行业高成长红利,中财网
1185,2018-02-27,欧普康视：2017年净利润同比增33.43%（快报）,Wind
1186,2018-02-26,午间公告：华英农业拟逾16亿并购天一农业,Wind
1187,2018-02-01,A股共发生52宗大宗交易成交19.6亿元（2月1日）,Wind
1188,2018-02-01,欧普康视今日大宗交易成交33.56万股，成交价44.12元折价8.94%,Wind资讯
1189,2018-01-25,晚间重要公告2018年1月25日星期四,--
1190,2018-01-25,欧普康视：嘉岳九鼎拟清仓减持股份,e公司
1191,2018-01-25,欧普康视：九鼎投资拟清仓减持5.27%股份,Wind
1192,2018-01-24,【招商研究】每日复盘与晨会精要（0123）：沪指刷新熔断以来新高,招商策略研究
1193,2018-01-24,今日34只个股跨越牛熊分界线,证券时报网
1194,2018-01-24,"医药生物行业周报:业绩为重,继续关注绩优龙头",华安证券
1195,2018-01-23,巨丰早参：A股退市新规或近期推出,巨丰财经
1196,2018-01-22,晚间重要公告2018年1月22日星期一,--
1197,2018-01-22,[公司]欧普康视股东苏州文景拟清仓减持不超7.36%股份,全景网
1198,2018-01-22,欧普康视：股东拟清仓坚持不超7.36%股份,新浪
1199,2018-01-22,欧普康视：苏州文景拟清仓减持7.36%,Wind资讯
1200,2018-01-22,欧普康视 国内角膜塑形镜行业的领军者 优势凸显 强烈推荐评级,招商证券
1201,2018-01-19,1月19日A股龙虎榜揭秘，机构抢筹2股,--
1202,2018-01-19,十大异动股点评：银行板块涨势如虹 张家港行斩获三连板,巨丰财经
1203,2018-01-19,机构买入这2股，神雾双雄遭巨额抛售,第一财经
1204,2018-01-19,欧普康视龙虎榜数据(1月19日),Wind资讯
1205,2018-01-19,大参考： 混凝土机械行业持续复苏 两龙头有望底部崛起,巨丰财经
1206,2018-01-17,【东吴晨报0117】【个股】晶盛机电、苏交科、欧普康视、隆鑫通用,东吴研究所
1207,2018-01-16,【招商研究】每日复盘与晨会精要（0116）：市场情绪有所回暖,招商策略研究
1208,2018-01-15,欧普康视2017年度业绩预增25%-45%,中证报
1209,2018-01-15,早间公告：汉威科技区块链研发成果首次落地，多家公司2017年度业绩预喜,Wind
1210,2018-01-12,下周437亿市值限售股解禁，环比增近一成,Wind
1211,2018-01-12,晚间重要公告2018年1月12日星期五,--
1212,2018-01-12,欧普康视：4541万股首发限售股1月17日解禁上市 占总股本36.52%,e公司
1213,2018-01-12,欧普康视：占股本逾32%限售股17日解禁,Wind
1214,2018-01-08,欧普康视(300595)：增长多重保障产能瓶颈解除,中财网
1215,2018-01-08,医疗保健：年末多地公立医院突击控费的启示及今年全年的投资思路浅谈 荐2股,联讯证券
1216,2018-01-02,【浙商医药】欧普康视（300595.SZ）调研纪要：增长多重保障，产能瓶颈解除,浙商证券研究所
