,2021-12-31,“申万宏源十大金股组合”：2022年第1期,新浪
1991,2019-09-02,36家上市券商六项指标大排名！中信、海通、中信建投霸占投行三强,券商中国
1992,2019-08-31,申万宏源半年净赚32.02亿 同比增长54.99%,证券时报
1993,2019-08-31,36家上市券商半年报出齐！海通证券营收、净利重回第二,Wind
1994,2019-08-30,申万宏源：上半年净利润同比增54.99%,Wind
1995,2019-08-30,申万宏源：上半年净利润32.02亿元 同比增长54.99%,中证网
1996,2019-08-30,申万宏源(000166.SZ)半年度净利润升54.99%至32.02亿元,格隆汇
1997,2019-08-29,申万宏源获准发行不超过60亿金融债,证券时报网
1998,2019-08-27,申万宏源：公司申请仲裁，因蔡小如质押股份违约 违约失信,Wind
1999,2019-08-22,申万宏源：诉蔡小如证券交易纠纷案已提交仲裁 诉讼纠纷,Wind
2000,2019-08-21,申万宏源(06806)为宏源恒利最高债权额1亿元提供担保 大额借贷担保,智通财经
2001,2019-08-19,申万宏源：油运股上行弹性极大,证券时报网
2002,2019-08-19,股权质押式回购交易违约 凯乐科技大股东突显“流动性危机” 违约失信,经济观察网
2003,2019-08-16,131家券商上半年业绩放榜，中信最能赚！这项业务已成为比拼实力关键,中证报
2004,2019-08-16,券商上半年表现131家排座次 8家自营赚超20亿竟有一家亏1000万 亏损,每日经济新闻
2005,2019-08-16,申万宏源(06806.HK)将于8月30日举行董事会会议以审议中期业绩,格隆汇
2006,2019-08-15,全国股转公司发布7月份主办券商执业质量评价结果 申万宏源评价点值排名第一,证券日报
2007,2019-08-14,7月新三板主办券商执业质量评价结果出炉 申万宏源位居第一,挖贝网
2008,2019-08-10,频频举牌上市公司，中国人寿在下一盘什么样的棋？,中国保险报
2009,2019-08-10,寿险“老大”举牌“老三” 中国人寿年内四次举牌为哪般？,GPLP犀牛财经
2010,2019-08-07,32家券商公布7月业绩，中信证券（600030.SH）单月赚7亿,格隆汇
2011,2019-08-07,"大剧透！这些券商7月业绩大增""玄机""找到，竟是因为它？投行收入环比激增299%，为何这几家增幅更大",券商中国
2012,2019-08-06,申万宏源(000166.SZ)7月申万宏源证券净利润2.66亿元,格隆汇
2013,2019-08-06,申万宏源(06806.HK)7月份实现净利润3.04亿元,格隆汇
2014,2019-08-06,申万宏源：母公司7月净利润2.66亿元，6月净利为5.01亿元,Wind
2015,2019-08-02,中国人寿在港股举牌中广核电力，系年内第三次举牌上市公司,澎湃新闻
2016,2019-08-01,15家上市券商披露上半年业绩：中信证券营收和净利均居首位,澎湃新闻
2017,2019-08-01,已有15家券商预告上半年业绩！中小券商增幅较大，中信海通国君营收与净利位居前三,券商中国
2018,2019-07-27,今年券商分类评级“开榜”：既有连升5级，也有连降5级；部分中小券商“冲A”成功！,每日经济新闻
2019,2019-07-26,房企年内境外融资破3000亿元 高杠杆房企财务风险加剧,证券日报
2020,2019-07-25,申万宏源：彭朋等被判向公司子公司偿付回购款9146万元及相应利息、违约金 违约失信,Wind
2021,2019-07-25,博弈钢铁企业盈利反转,和讯
2022,2019-07-22,申万宏源：中国通号第一位置难以撼动，轨交控制龙头扬帆远航,挖贝网
2023,2019-07-18,申万宏源(06806.HK)：杨玉成拟辞任监事会主席职务 董监高成员变化,格隆汇
2024,2019-07-18,申万宏源：监事会主席辞任 董监高成员变化,Wind
2025,2019-07-18,金融：增量资金驰援科创板 荐2股,联讯证券
2026,2019-07-16,A股公司中期业绩快报提前看 17家公司营利双增,红周刊
2027,2019-07-16,申万宏源上半年净利润增超5成,证券日报
2028,2019-07-15,申万宏源：上半年每股盈利指标和净资产收益率不降反增,中证网
2029,2019-07-15,申万宏源上半年营收净利双丰收 H股上市首日遭遇破发 连续下跌,新京报
2030,2019-07-14,申万宏源(06806.HK)披露业绩快报 上半年净利润升56.03%至32.23亿元,格隆汇
2031,2019-07-14,申万宏源2019年上半年盈利32万元 同比增长56%,挖贝网
2032,2019-07-14,申万宏源：上半年净利32.23亿 较上年同期增长56.03%,新浪
2033,2019-07-14,申万宏源中报业绩快报：实现净利润32.2亿元，同比增长56.03%,Wind
2034,2019-07-10,A股共发生50宗大宗交易成交6.06亿元（7月10日）,Wind
2035,2019-07-10,新机股份被黑石追讨1750万 新乡日升被判担连带责任,新浪
2036,2019-07-10,申万宏源今日大宗交易成交46.31万股，成交价4.81元折价0.0%,Wind资讯
2037,2019-07-09,A股早报2019年7月9日星期二,Wind
2038,2019-07-08,申万宏源(06806.HK)5月份实现净利润5.59亿元,格隆汇
2039,2019-07-08,申万宏源：母公司6月净利5.01亿元，环比上涨158%,第一财经
2040,2019-07-06,第二季度中国企业IPO数量和金额环比回升,云掌财经
2041,2019-07-06,第二季度中国企业IPO数量和金额环比回升,中国金融信息网
2042,2019-07-03,申万宏源湖北违法遭罚 未按规定履行客户身份识别 其他违规处罚,中国经济网
2043,2019-07-02,万能险“淡出”险企权益投资 权益投资拉动利润上升,中证报
2044,2019-07-01,申万宏源：竞价项目量价齐跌 定增+定向可转债再添3例,申万宏源
2045,2019-06-30,券业放大榜！131 家券商上半年业绩排名揭晓，最赚钱的是这 10 家,券商中国
2046,2019-06-28,雅百特项目照片使用“张冠李戴”弄出虚假陈述 申万宏源员工被罚脱“饭碗” 诉讼纠纷,每日经济新闻
2047,2019-06-27,申万宏源(000166.SZ)所属子公司涉买卖合同纠纷案 不服一审判决拟上诉 关联方问题,格隆汇
2048,2019-06-27,申万宏源：所属子公司涉及重大诉讼 诉讼纠纷,Wind
2049,2019-06-26,华泰证券：三举措积极备战科创板,大众证券报
2050,2019-06-26,中金公司将迎新掌门 汇金系券商集体换帅 董监高成员变化,国际金融报
2051,2019-06-25,保险巨头出手豪买8亿 险资新一轮举牌打响,和讯
2052,2019-06-25,中国证监会机构部对申万宏源(000166.SZ)子公司申请发行金融债券无异议,格隆汇
2053,2019-06-25,申万宏源(06806.HK)：申万宏源证券申请发行金融债券获无异议函,格隆汇
2054,2019-06-25,头部券商获准调高短融余额上限3041亿 卖方机构点赞,中财网
2055,2019-06-24,8家头部券商短融余额上限“飙升” 缓解非银资金困局 资金问题,国际金融报
2056,2019-06-24,他公司在21日刚刚宣布短期融资债券余额已提升至508亿美元,搜财网
2057,2019-06-24,证券业净资本总额突破1.6万亿 达历史峰值,证券时报
2058,2019-06-23,131家券商净资本创造历年峰值，谁是券商净资本之王？,券商中国
2059,2019-06-23,1.62万亿！131家券商净资本创造历年峰值，谁是券商净资本之王？资本实力带来发展后劲，TOP50有这些变化,券商中国
2060,2019-06-21,金融：重组办法吐故纳新 荐5股,长江证券
2061,2019-06-19,券商行业2018年度经营座次出炉：中信证券拿下14项第一,澎湃新闻
2062,2019-06-19,港股异动︱违反申万宏源基石投资协议或面临追责 中国赛特(00153)跌逾11%创历史新低,智通财经
2063,2019-06-19,2018年度证券公司经营业绩排名出炉 中信证券盈利居首,中证网
2064,2019-06-19,"非银金融行业周报:证券行业双向对外开放,看好大券商业绩基本面",渤海证券
2065,2019-06-18,广发证券百亿融资批文失效 券业竞争格局生变,第一财经
2066,2019-06-18,申万宏源终止与中国赛特基石协议，构成违约 违约失信,中金在线
2067,2019-06-17,中国赛特(00153.HK)终止认购申万宏源首次公开发售股份,格隆汇
2068,2019-06-17,广发证券百亿级定增宣告“流产”！背后发生了什么？,中国基金报
2069,2019-06-17,金融：看好大券商业绩基本面 荐2股,渤海证券
2070,2019-06-16,总分退步偏科商业，合景泰富点亮其他技能为黯淡主业照明？,中国新闻周刊
2071,2019-06-13,申万宏源董事长：建议有关部门对长期资金给予税收优惠,每经网
2072,2019-06-12,【天风研究·固收】信用早早报（6月12日）,固收彬法
2073,2019-06-11,申万宏源 董事、总经理陈亮辞职 董监高成员变化,北京商报网
2074,2019-06-10,申万宏源(06806.HK)拟对申万宏源证券增资40亿元,格隆汇
2075,2019-06-10,申万宏源：原集团总经理陈亮辞职 杨玉成出任证券公司总经理,中证网
2076,2019-06-10,申万宏源：拟以40亿元人民币增资申万宏源证券,中证网
2077,2019-06-10,申万宏源(000166.SZ)旗下申万宏源证券董事会同意任杨玉成为其总经理,格隆汇
2078,2019-06-10,申万宏源(000166.SZ)拟以募集资金40亿元增加申万宏源证券注册资本,格隆汇
2079,2019-06-10,申万宏源(000166.SZ)：陈亮辞去董事、董事会战略委员会委员和总经理职务 董监高成员变化,格隆汇
2080,2019-06-10,申万宏源：总经理因工作安排原因辞职 董监高成员变化,Wind
2081,2019-06-10,银河证券总裁换人玄机:经纪业务占比高 大船掉头不易,投资时报
2082,2019-06-06,申万宏源(06806.HK)5月份实现净利润2.25亿元,格隆汇
2083,2019-06-03,申万宏源员工代客交易证券 取得执业资格5年违规5年 其他违规处罚,中国经济网
2084,2019-06-03,一月内四券商更替掌门人 券商同质化严重今年换帅超十家,长江商报
2085,2019-05-29,中国人寿举牌申万宏源 出资5.39亿持股占申万宏源总股本6.9%,中国网
2086,2019-05-29,头部券商再现集中换帅银河证券、申万宏源各迎新总裁,中国经营网
2087,2019-05-29,“汇金系”两券商换帅 申万宏源、银河证券总经理落定,新华网
2088,2019-05-29,杨玉成出任申万宏源证券总经理,证券时报
2089,2019-05-28,申万宏源(06806.HK)：申万宏源证券诉湖南高新创投财富管理一案达成庭外和解 被告将清偿本金和利息,格隆汇
2090,2019-05-28,申万宏源：子公司申万宏源证券有限公司涉诉案件目前原告已撤诉 关联方问题,Wind
2091,2019-05-28,头部券商换帅！银河证券迎新掌门，25年申万宏源老将赴任,券商中国
2092,2019-05-28,银河证券总裁人选落定：申万宏源总经理陈亮赴任,证券时报
2093,2019-05-27,汇金系统内部调动：中国银河证券新总裁将是一位申万宏源的25年“老将”！,每日经济新闻
2094,2019-05-27,银河证券新掌门：51岁陈亮拟任总裁，曾任申万宏源总经理,澎湃新闻
2095,2019-05-27,头部券商换帅！银河证券迎新掌门，原申万宏源总经理陈亮赴任,中财网
2096,2019-05-27,申万宏源：移远通信周四上会 正中珠江23家在审拟IPO公司中止审查,申万宏源
2097,2019-05-26,【申万宏源金融】包商银行接管事件点评：银行分化步伐将进一步提速，看好存在核心竞争力的中小银行,大金融研究
2098,2019-05-23,【申万宏源化工】每日信息速递20190523,申万宏源化工投资
2099,2019-05-23,以轻资本撬动高估值，越来越多券商行动！财富管理组织架构调整“高发期”，三大类型调整护航产业链,财联社
2100,2019-05-22,高盛增持申万宏源(06806)4723万股，每股作价约3.6港元,智通财经
2101,2019-05-22,【权益变动】申万宏源(06806-HK)获高盛增持2812.48万股,财华社
2102,2019-05-21,【权益变动】申万宏源(06806-HK)获高盛增持3733.04万股,财华社
2103,2019-05-21,券商资管规模排名来了！中信证券还是老大，但比去年少了2500多亿,中国基金报
2104,2019-05-20,【申万宏源化工】每日信息速递20190520,申万宏源化工投资
2105,2019-05-20,高盛增持申万宏源(06806)3733万股，每股作价3.43港元,智通财经
2106,2019-05-20,【增减持】申万宏源(06806.HK)获The Goldman Sachs Group增持3733.04万股H股,格隆汇
2107,2019-05-20,【权益变动】申万宏源(06806-HK)获高盛增持1388.88万股,财华社
2108,2019-05-20,券商私募资管规模前20名出炉，中信证券稳居第一,Wind
2109,2019-05-20,深交所：将申万宏源调入港股通股票名单,Wind
2110,2019-05-17,【增减持】申万宏源(06806.HK)获The Goldman Sachs Group增持1388.88万股H股,格隆汇
2111,2019-05-17,新三板发布4月主办券商执业质量评价结果,中国金融新闻网
2112,2019-05-17,【港股异动 | 次新股申万宏源涨逾4% 近五日累升17.92%】,格隆汇
2113,2019-05-17,4月份金融类APP用户表现依旧活跃 券业马太效应已“传导”至券商APP,证券日报
2114,2019-05-16,ST银亿(000981.SZ)：银亿控股及其一致行动人可能被动减持4027.99万股,格隆汇
2115,2019-05-16,关于公布2019年第一次浙江辖区证券经营机构现场检查随机抽查结果的通知,浙江证监局
2116,2019-05-16,港股异动 | 申万宏源涨近4% 获基石投资者中国赛特认购3000万美元,格隆汇
2117,2019-05-16,首期参与“投资者教育进百校”活动证券公司的名单,中证协
2118,2019-05-15,申万宏源(06806.HK)获基石投资者中国赛特(00153.HK)认购3000万美元,格隆汇
2119,2019-05-13,【申万宏源化工】每日信息速递20190513,申万宏源化工投资
2120,2019-05-13,【申万宏源轻工】周观点：厦门9家龙头公司纪要及观点汇总；继续看好内销需求为主的包装与轻工消费公司,申万轻工
2121,2019-05-10,【申万宏源化工】每日信息速递20190510,申万宏源化工投资
2122,2019-05-09,【申万宏源化工】每日信息速递20190509,申万宏源化工投资
2123,2019-05-09,申万宏源(000166.SZ)A股年报推10派0.5元 股权登记日5月16日,格隆汇
2124,2019-05-09,申万宏源集团股份有限公司关于申万宏源证券有限公司2019年4月财务数据简报的公告,证券时报
2125,2019-05-09,【申万宏源金融】上市券商2019年4月经营数据点评,大金融研究
2126,2019-05-09,火炼真金时刻 券商本月点了哪些“金股”？,证券时报
2127,2019-05-08,申万宏源(06806.HK)4月母公司净利润4.14亿元,格隆汇
2128,2019-05-08,申万宏源：母公司4月净利润4.1亿元，3月净利6.98亿元,Wind
2129,2019-05-08,申万宏源：4月净利润4.71亿元 环比下滑四成,e公司
2130,2019-05-07,【申万宏源化工】每日信息速递20190507,申万宏源化工投资
2131,2019-05-07,【申万宏源金融】保险：2019年3月保险行业经营数据点评：健康险增速达39%，股基配置比例提升至12.4%,大金融研究
2132,2019-05-06,【申万宏源轻工】山鹰纸业（600567）——受让云印股权并增资，包装产业互联网持续推进！,申万轻工
2133,2019-05-06,【申万宏源轻工】新型烟草行业点评——美国FDA批准iQOS在美销售，新型烟草行业发展大势所趋,申万轻工
2134,2019-05-06,中国人寿举牌申万宏源H股 持股比例达到6.9%,每日经济新闻
2135,2019-05-06,申万宏源一季度净利18.6亿同比增长88% 现金流量净额163.6亿,挖贝网
2136,2019-05-04,【申万宏源有色】2019年一季报业绩符合预期，成长中的镁行业汽车轻量化龙头——云海金属,申万有色公众平台
2137,2019-04-30,【申万宏源轻工】太阳纸业（002078）2019年一季报点评——盈利能力环比改善，新项目顺利推进，2019年盈利预期逐季改善,申万轻工
2138,2019-04-30,【申万宏源轻工】齐心集团（002301）2019年一季报点评——大办公领航及SaaS优化，收入业绩双高增长,申万轻工
2139,2019-04-30,【申万宏源轻工】美凯龙（601828）2019年一季报点评——收入稳健增长，期间费用阶段性承压,申万轻工
2140,2019-04-30,【申万宏源纺服】跨境通 (002640)2018年报&19年一季度报点评：年报大幅计提降低未来经营压力，一季度仍在调整期,申万宏源纺织服装
2141,2019-04-30,【申万宏源纺服】森马服饰 (002563)19年一季度报点评：原业务保持较快增长，并购欧洲童装龙头带动收入大增,申万宏源纺织服装
2142,2019-04-30,打个翻身仗：35家上市券商一季度净利增近九成，这12家净利更超去年全年！,每日经济新闻
2143,2019-04-30,申万宏源(000166.SZ)一季度净利润升87.54%至18.62亿元,格隆汇
2144,2019-04-30,大出意料！业绩出众全靠自营了！35家A股券商净利大增近九成，自营收入猛增146%是大头，看一季度全排名,券商中国
2145,2019-04-29,【申万宏源金融】广发证券一季报点评：大自营业绩超预期，轻资产业务优势凸显,大金融研究
2146,2019-04-29,【申万宏源金融】中信证券一季报点评：投资收益超预期，投行业务优势地位稳固,大金融研究
2147,2019-04-29,【申万宏源金融】中国人保一季报点评：财险市占率升至36.3%，寿险收获转型成效,大金融研究
2148,2019-04-29,申万宏源：一季度净利润同比增87.54%,Wind
2149,2019-04-29,上周投资、上市和并购共发生130起 涉及总金额476亿元,重庆商报
2150,2019-04-29,上市首日大跌近12%！内地老牌券商在香港吃瘪 原因为何？,金融界
2151,2019-04-29,"【安信非银第18期周报】金融改革循序渐进,关注板块配置窗口",新角度新金融
2152,2019-04-28,【申万宏源轻工】周观点：继续推荐一季报业绩确定性更强的包装与轻工消费板块,申万轻工
2153,2019-04-28,【申万宏源金融】国泰君安一季报点评：业绩符合预期，资管业务主动管理规模双位数增长,大金融研究
2154,2019-04-28,【申万宏源金融】长江证券一季报点评：投行市占率显著提升，经纪业务后劲十足,大金融研究
2155,2019-04-28,【申万宏源金融】光大银行一季报点评,大金融研究
2156,2019-04-28,【申万宏源金融】新华保险一季报点评：新单增速领跑上市险企，资负共振催化估值向上,大金融研究
2157,2019-04-27,申万宏源H股上市首日破发 高杠杆打新者提前离场 连续下跌,中财网
2158,2019-04-27,35家A股上市券商去年业绩普降：中信最赚钱，太平洋独亏,澎湃新闻
2159,2019-04-27,第12家A+H股上市券商“报到” 申万宏源H股上市首日破发 连续下跌,证券日报
2160,2019-04-26,17家券商业绩出炉，谁人欢喜谁人忧？丨亿欧观点,极客网
2161,2019-04-26,第12家A+H股券商来了 申万宏源香港上市首日快速破发 连续下跌,新浪
2162,2019-04-26,收评：港股恒指涨0.19% 券商龙头申万宏源大跌12%,新浪
2163,2019-04-26,恒指午盘震荡收涨0.11% 申万宏源H股跌逾11%,中证网
2164,2019-04-26,上市首日即破发，申万宏源港股一度大跌逾10% 连续下跌,第一财经
2165,2019-04-26,申万宏源(6806.HK)首日上市破发 大跌近13% 连续下跌,格隆汇
2166,2019-04-26,【IPO追踪】申万宏源(06806-HK):国內证券业迎拐点 未来前景光明,财华社
2167,2019-04-26,【IPO追踪】申万宏源（06806-HK）首挂平开报3.63港元,财华社
2168,2019-04-26,申万宏源在港上市首日破发 现跌逾6% 连续下跌,网易
2169,2019-04-26,申万宏源在港上市首日破发 现跌超7％ 连续下跌,金融界
2170,2019-04-26,【个股异动】申万宏源港股跌幅超7%,每日经济新闻
2171,2019-04-26,申万宏源集团今日H股上市 发行价每股 3.63 港元,中证网
2172,2019-04-26,申万宏源26日登陆港交所,中证网
2173,2019-04-26,申万宏源：中国头部券商在港上市 H/A溢价高隐含价值优势,金融界
2174,2019-04-26,【申万宏源金融】常熟银行年报暨一季报点评,大金融研究
2175,2019-04-26,早间公告：锦富技术实控人自愿退还推定来源于公司的资金9900万元,Wind
2176,2019-04-25,【申万宏源金融】招商证券一季报点评：子公司投资收益超预期，未来投行业务空间可期,大金融研究
2177,2019-04-25,【申万宏源金融】中国人寿一季报点评：新业务价值高增28%，投资收益大幅改善,大金融研究
2178,2019-04-25,【申万宏源金融】海通证券一季报点评：业绩大超预期，大自营弹性显现，上调全年业绩预测,大金融研究
2179,2019-04-25,【申万宏源轻工】劲嘉股份（002191）2019年一季报点评——2019Q1开门红，彩盒翻倍增长超预期,申万轻工
2180,2019-04-25,申万宏源(06806-HK)每股H股的发售价定为3.63元,财华社
2181,2019-04-24,美凯龙控股股东约1.07亿股公司股质押解除,乐居财经
2182,2019-04-22,申万宏源：2019年养老行业深度研究（附下载）,199IT
2183,2019-04-18,第12家A+H上市券商来了：申万宏源下周将正式登陆港交所,澎湃新闻
2184,2019-04-18,公告精选：视觉中国遭天津网信办罚款30万元；中国人寿一季度净利增逾八成；两公司大幅下修年报业绩预期,每日经济新闻
2185,2019-04-18,申万宏源H 股发行价敲定！每股3.63港元拟募资90.9亿港元,北京商报网
2186,2019-04-18,2019年一季度券商研究实力排行榜新鲜出炉！最强研究机构 花落谁家？,中金在线
2187,2019-04-18,申万宏源：H股发行价每股3.63港元，4月26日上市交易,Wind
2188,2019-04-18,申万宏源：H股发行价格为每股3.63港元 预计4月26日上市交易,e公司
2189,2019-04-17,【申万宏源金融】券商：《上海证券交易所科创板股票发行与承销业务指引》点评,大金融研究
2190,2019-04-17,牛市来了，券商急筹千亿资金补血,Wind
2191,2019-04-17,绞肉机申万宏源募资凶猛 15个月发行股份募200亿,中国经济网
2192,2019-04-16,券商薪水比拼 中信证券人均年薪69.78万,财经网
2193,2019-04-15,一图看懂申万宏源（6806.HK）IPO,格隆汇
2194,2019-04-15,1%净利增长拜税费下调所赐 民生银行高分红褒贬不一,投资时报
2195,2019-04-14,社融超预期，券商股回调——非银金融行业周报20190414,湘怀看非银
2196,2019-04-12,2019.4.12|养老金16年后结余将耗尽；五大上市险企投资性房地产近850亿元,和讯
2197,2019-04-12,"申万宏源：将粤电力A评级调低为""增持""",Wind
2198,2019-04-12,申万宏源H股今日起公开招股 将成为第12家A+H券商,中证网
2199,2019-04-12,申万宏源：每股定价3.93港元，全球发售25.04亿股H股,Wind
2200,2019-04-12,港股IPO窗口再现 申万宏源发行H股集资近百亿港元“补血”,21世纪经济报道
2201,2019-04-11,券业正进行这样一场人才大战！去年行业流失逾11000人，这些条线却大力扩张,券商中国
2202,2019-04-11,申万宏源有望成为今年以来港股市场最大IPO,Wind
2203,2019-04-11,申万宏源拟于港交所发行H股 筹资12.5亿美元,e公司
2204,2019-04-10,申万宏源：Q1定增完成项目数同比降三成 定向可转债再添两例,和讯
2205,2019-04-09,"果然全面飙升！券商业绩集体爆发，21家券商排名抢先看，4家头部单月净利超10亿，""赚钱王""是这家",券商中国
2206,2019-04-09,【申万宏源有色】20190404周报：周期向好情绪高昂，短期看好云铝、云铜，钴价超跌反弹,申万有色公众平台
2207,2019-04-09,净利润增长同比翻番 部分券商股一季度业绩“鱼跃龙门”,证券时报
2208,2019-04-09,5家券商先报喜！牛市猝不及防，一季度必须“开门红”,券商中国
2209,2019-04-09,国泰君安一季度净利27亿 五家上市券商前三月累计净利均增长,中证报
2210,2019-04-08,申万宏源(000166.SZ)：申万宏源证券3月净利润达6.98亿元,格隆汇
2211,2019-04-08,申万宏源：3月实现合并营收18.45亿元 净利润7.85亿,新浪
2212,2019-04-08,申万宏源：母公司3月净利润6.98亿元,Wind
2213,2019-04-08,【申万宏源有色】有色金属2019年一季报业绩前瞻——供给寡头化加工企业利润稳定增长，看好铝、镁、硅和黄金,微信
2214,2019-04-04,果然降薪！八成上市券商薪酬缩水，5家降幅超20%,券商中国
2215,2019-04-03,申万宏源：十大金股组合,和讯
2216,2019-04-03,第12家A+H券商即将登场！申万宏源通过港交所上市聆讯，从启动到通过聆讯仅不足5个月,券商中国
2217,2019-04-02,券商“A+H”阵营添新兵 两地因何股价悬殊,第一财经日报
2218,2019-04-02,申万宏源：晶晨股份盈利性好 警惕OTT市场增速下滑,新浪
2219,2019-04-02,申万宏源通过港交所聆讯，截至去年三季度经营数据已排全国券商前十,格隆汇
2220,2019-04-02,【申万宏源有色】黄金行业深度：资产运行趋势重归2018年四季度，看好后市金价小幅走高,申万有色公众平台
2221,2019-04-02,地产景气后周期直接受益龙头，营收体量是前十大同行之和，18年增收部分再造一家友商，细分市场3倍空间，分析师保守测算股价要涨近40%【4月2日头条研报】,和讯
2222,2019-04-02,"申万宏源：将雅克科技评级调低为""增持""",Wind
2223,2019-04-02,净资产受损 券商再融资窗口料开启,中证报
2224,2019-04-02,申万宏源承销保荐屠正锋：投行比拼协同能力,中证报
2225,2019-04-01,申万宏源拟港交所上市 已进行聆讯,中金在线
2226,2019-03-31,券商年报曝光问题 申万宏源股票质押“踩雷”,红周刊
2227,2019-03-30,"申万宏源：将韶钢松山评级调低为""增持""",Wind
2228,2019-03-29,"申万宏源：将海格通信评级调高为""买入""",Wind
2229,2019-03-29,申万宏源：港交所已于3月28日审议公司发行H股申请,Wind
2230,2019-03-29,"申万宏源：将华菱钢铁评级调低为""增持""",Wind
2231,2019-03-29,"申万宏源：将鄂尔多斯评级调低为""增持""",Wind
2232,2019-03-29,申万宏源诉弘高中太 获1311万股弘高创意优先受偿权,新浪
2233,2019-03-29,申万宏源将于下周进行香港IPO前期推介,Wind
2234,2019-03-29,【申万宏源金融】东方证券年报点评：资管业务再创佳绩，静待19年业绩弹性显现,大金融研究
2235,2019-03-28,22家上市券商年报出炉：净利润集体缩水，仅8家营收超百亿,澎湃新闻
2236,2019-03-28,"申万宏源：将中国国航评级调高为""买入""",Wind
2237,2019-03-28,【申万宏源金融】光大证券年报点评：关注大幅减值计提，利空出尽后业绩反转可期,大金融研究
2238,2019-03-28,【申万宏源金融】海通证券年报点评：融资类业务贡献提升，主动资管规模快速增长,大金融研究
2239,2019-03-28,"申万宏源：将牧原股份评级调高为""买入""",Wind
2240,2019-03-27,申万宏源：将“16申宏01”票面利率上调至3.70%,Wind
2241,2019-03-27,申万宏源：北新路桥拟发可转债并购 新宙邦拟募资额上调三成,和讯
2242,2019-03-26,申万宏源：时钟难倒转,和讯
2243,2019-03-25,申万宏源：容百科技三元正极材料占率达到12％ 立志2023年成为全球第一,挖贝网
2244,2019-03-25,"申万宏源：将全聚德评级调低为""中性"" 投资评级恶化",Wind
2245,2019-03-25,科创板上市审核问答 影子股名单,中国基金报
2246,2019-03-24,【申万宏源金融】中国人保年报点评：手续费高企拖累产险净利贡献，2H18寿险及健康险NBV增速达46%,大金融研究
2247,2019-03-22,"申万宏源：将世茂股份评级调高为""买入""",Wind
2248,2019-03-22,"申万宏源：将马钢股份评级调低为""增持"" 投资评级恶化",Wind
2249,2019-03-22,申万宏源：出口春节调整边际改善已现 3月出口同比或反弹至+16％,和讯
2250,2019-03-22,5家上市券商去年净利润小幅下滑 强者恒强格局料延续 盈利能力下降,中证报
2251,2019-03-20,申万宏源赴港上市获核准 或成第12家A+H券商,证券日报
2252,2019-03-19,申万宏源：董事冯戎、屈艳萍辞职 董监高成员变化,Wind
2253,2019-03-19,军工变奏：采购订单高峰季启幕 证券化浪潮在途,证券时报
2254,2019-03-18,中证监核准申万宏源(000166.SZ)新发行不超过约64.79亿股境外上市外资股,格隆汇
2255,2019-03-18,申万宏源：发行境外上市外资股获得中国证监会批复,Wind
2256,2019-03-18,华友钴业(603799.SH)第二大股东3250万股质押延期购回,格隆汇
2257,2019-03-18,【申万宏源轻工】合兴包装（002228）2018年年报点评——收入超百亿，龙头持续整合，协同效应将逐步显现,申万轻工
2258,2019-03-18,中信证券推近300亿元员工持股计划 应付职工薪酬超净利润48亿,长江商报
2259,2019-03-15,主办券商2月执业质量评价结果来了：11家得分超100点 这家负面行为记录竟超100条！,每日经济新闻
2260,2019-03-15,申万宏源(00218.HK)拟更名为“申万宏源香港”,格隆汇
2261,2019-03-14,又见股权质押业务维权案 但券商“最难熬的日子”已成过去,证券日报
2262,2019-03-13,卖方研报“挖坑”岷江水电 月翻三倍仍“强推”,21世纪经济报道
2263,2019-03-13,"申万宏源：将上海家化评级调高为""增持""",Wind
2264,2019-03-13,【申万宏源金融】中国平安年报点评：结构优化带动业绩与价值稳健增长,大金融研究
2265,2019-03-13,【申万宏源金融】招商证券点评：股权激励维系核心骨干，配股夯实多元化业务布局,大金融研究
2266,2019-03-11,申万宏源子公司胜诉！曾卷入证券回购纠纷案,中金在线
2267,2019-03-08,融资客青睐63股，城投控股买入占比高达43.46%,Wind
2268,2019-03-08,"证券行业月报:业绩如期大幅改善,券商迎戴维斯双击",平安证券
2269,2019-03-07,公募基金还是朝阳行业吗？,新浪
2270,2019-03-07,新疆上市公司2018年业绩预告盘点：申万宏源最赚钱 利润42亿,挖贝网
2271,2019-03-07,【申万宏源金融】券商：上市券商2019年2月经营数据点评,大金融研究
2272,2019-03-06,公告汇总：银之杰提示投资者 市盈率已高达366倍,网易
2273,2019-03-06,申万宏源(000166.SZ)2月母公司净利润升768.99%至4.54亿元,格隆汇
2274,2019-03-06,申万宏源证券2月净利4.54亿元 同比增逾7倍,e公司
2275,2019-03-06,申万宏源：社融向上预期逐步形成 寻找下一个边际变化最大的变量,和讯
2276,2019-03-06,申万宏源：过审获批节奏加快 可转债定增再添一例,和讯
2277,2019-03-06,申万宏源：节后3周IPO批文均在深市 新大正预披露更新,和讯
2278,2019-03-06,跟着机构买牛股！最新持股名单曝光，扎堆医药非银食品饮料，社保险资外资还重仓这些股,券商中国
2279,2019-03-06,MSCI扩容纳入6只券商股，超七成券商股“入摩”,Wind
2280,2019-03-04,申万宏源：上海金融法院判定江阴中南重工集团向公司支付5000万元本金及利息 诉讼纠纷,Wind
2281,2019-03-04,合计赚超19亿！三家大中型基金公司净利润大曝光,中国基金报
2282,2019-03-04,首席论市： 券商2月推荐金股排名曝光 平安证券靠中信建投夺冠,腾讯网
