,2021-12-31,农业银行诉宁波银行9.86亿汇票合同纠纷案败诉 诉讼纠纷,券商中国
6219,2019-08-14,宁波银行发布第十一次宁行转债赎回实施公告,金融投资报
6220,2019-08-14,盯盘:37股均线盘中出现黄金交叉,中财网
6221,2019-08-13,银行业半年鉴：净息差稳中有升，超市场预期,第一财经
6222,2019-08-13,近七成银行股破净，这么“便宜”的银行股要不要买？怎么挑？,澎湃新闻
6223,2019-08-13,业绩向好无奈股价持续低迷 多家破净银行启动股价“维稳”,21世纪经济报道
6224,2019-08-13,银行冠华|7月社融：企业短融拖累，社融面临压力,大话金融
6225,2019-08-13,【国信银行·深度】银行股是否运行在估值走廊下限？,国信金融研究
6226,2019-08-09,【赎回公告】关于宁行转债赎回实施的第九次公告,大通证券投教基地
6227,2019-08-08,宁波银行获金贝奖“2019最佳资产托管银行”奖项,和讯
6228,2019-08-07,零售业务不良率小幅上升 平安银行悄然加码企业贷款,第一财经
6229,2019-08-07,宁波银行跌0.14%，创近1个月新低，报22.16元,腾讯网
6230,2019-08-07,A股银行业首份半年报出炉 五大行8月底公布“成绩单”,中新经纬
6231,2019-08-07,长亮科技应收账款超营收73% 经营性现金流两个季度为负,长江商报
6232,2019-08-06,【中原银行王鸿行】南京银行(601009)点评报告*业绩稳健，资产质量韧性足,中原证券研究所
6233,2019-08-06,南京银行140亿定增募资2年三变 一季度信用减值27亿同比翻倍,长江商报
6234,2019-08-06,2019年8月银行业投资策略:金融开放与监管继续推进,国信证券
6235,2019-08-05,7月银保监会公布罚单235张 百万级罚单增多 金融监管处罚,金融投资报
6236,2019-08-05,"南京银行:公司动态点评:业绩稳健,定增无虑",长城证券
6237,2019-08-04,换个角度看银行的业绩和估值：哪些银行的盈利质量更高？【国盛金融马婷婷】,马婷婷深度研究
6238,2019-08-04,【申万宏源金融】南京银行点评：营收强劲拨备回升，关注下半年业绩提速趋势,大金融研究
6239,2019-08-02,【申万宏源金融】南京银行点评：定增方案并未超额下调，基本面继续保持第一梯队,大金融研究
6240,2019-08-02,金融业开放出新措施 优化资源配置,财富动力网
6241,2019-08-01,报告 | 2019年7月浙江省A股上市公司市值TOP50,挖贝网
6242,2019-08-01,“核电一哥”中国广核来了,北京商报
6243,2019-07-30,“众能联合”宣布完成15亿人民币战略融资,和讯
6244,2019-07-30,多家银行上半年净利现两位数增长 杭州银行增速居首,中证报
6245,2019-07-29,金融控股公司监督管理试行办法（征求意见稿）点评：有助于进一步化解金融风险,国信研究
6246,2019-07-29,中国千亿市值巨头图谱：1/3来自粤港澳大湾区，行业龙头一览（附榜单）,21世纪经济报道
6247,2019-07-27,公募加仓三行业 金融食品饮料家电成“宠儿”,金融投资报
6248,2019-07-26,新加坡华侨银行拟认购宁波银行非公开发行A股,中证网
6249,2019-07-26,频频触发股价稳定预案 银行股尚能买否？,中投网
6250,2019-07-26,银行业：发行优先股出新政 拓宽中小银行融资渠道,财富动力网
6251,2019-07-26,宁波银行扎根实体经济 经营业绩持续稳健增长,上海东方期货
6252,2019-07-26,7月26日券商晨会研报汇编,证券日报
6253,2019-07-26,银行行业投资策略报告:预计三季度板块仍将保持相对优势,万联证券
6254,2019-07-25,股价上行触及强赎 宁波银行转债8月22日摘牌 退市,证券时报网
6255,2019-07-25,银河证券银行业点评：机构偏好国有大行和优质零售行,证券时报网
6256,2019-07-25,九家上市银行中期业绩快报出炉，营收净利均迎来双增长,全景网
6257,2019-07-25,首例创业板借壳搁浅——道达早评,每日经济新闻
6258,2019-07-25,银行业投资策略报告:国有大行估值提升之路,万联证券
6259,2019-07-25,"银行行业:板块持仓占比上升,机构偏好国有大行和优质零售行",证券之星
6260,2019-07-24,中报发榜在即 多家上市银行迎暖风,理财周刊
6261,2019-07-24,创新高！800亿永续债来了，两大方面一览今年银行补充资本融资,Wind
6262,2019-07-24,20家上市城商行大盘点：个人信贷平均余额破1100亿,新浪
6263,2019-07-24,【中原银行王鸿行】银行行业月报*息差与资产质量承压，向上弹性大于向下空间,中原证券研究所
6264,2019-07-24,【中原晨会0724】基金配置点评、陆股通周报、固收定期、市场分析、环保行业点评、银行月报,中原证券研究所
6265,2019-07-24,资金竞逐核心资产，银行系转债异动,Wind
6266,2019-07-24,【银行】成都银行：业绩较快增长，资产质量持续改善,天风研究
6267,2019-07-24,营收有望高速增长 净利增速保持稳健,金融时报
6268,2019-07-23,七家中小上市银行披露业绩快报：5家营收增速超20%，4家不良率较上年末下降,每日经济新闻
6269,2019-07-23,"银行业周报:营收增速放缓,配置小幅回升 盈利能力下降",万联证券
6270,2019-07-22,上市银行半年报亮相！5家城商行营收净利增速可观，不良率持平或略降,券商中国
6271,2019-07-22,券商评级：三大指数下跌 九股迎来掘金良机,证券之星
6272,2019-07-22,11条金融业开放措施点评：增进行业竞争，优化资源配置,国信研究
6273,2019-07-22,5股业绩报喜 1股增长达82.13%,中财网
6274,2019-07-22,全国性银行风控能力位居前列 城市商业银行产品丰富性分化较大,金融时报
6275,2019-07-22,6家A股上市银行业绩快报出炉 不良贷款率较年初无一上升,证券日报
6276,2019-07-22,银行行业周报:金稳会公布11条对外开放措施;关注板块和个股中报,平安证券
6277,2019-07-21,华创事件驱动早报7-19：三星开始对EMMC等产品提价；教育部将考核儿童青少年近视防控,华创证券研究
6278,2019-07-21,宁波银行1H19业绩快报：存贷高增，高盈利和高质量具有稳定性【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
6279,2019-07-21,【晨会聚焦】茅台中报：量价齐升持续，长期空间仍足,中泰证券研究所
6280,2019-07-21,当前重点推荐苏银转债,债市覃谈
6281,2019-07-21,宁波银行1H19业绩快报点评：业绩高增延续，转债转股或加快,志明看金融
6282,2019-07-19,宁波银行：拨备覆盖率创行业新高 买入评级,太平洋证券
6283,2019-07-19,【华泰金融沈娟团队】金融开放提速，竞争加速分化—2019金融动态第29期【证券研究报告】,华泰金融研究全新平台
6284,2019-07-19,【早间资讯】2019-07-19,大通证券投教基地
6285,2019-07-19,3股业绩报喜 1股增长达59.45%,中财网
6286,2019-07-19,4家A股上市银行发布业绩快报 营收、归母净利润均实现正增长,国际金融报
6287,2019-07-19,【银行-宁波银行(002142)】戴志锋、贾靖（研究助理）：1H19业绩快报：存贷高增，高盈利和高质量具有稳定性20190718,中泰证券研究所
6288,2019-07-19,A股头条：证监会高压遏制并购重组“三高” 乱象 美股微幅收涨,金融界
6289,2019-07-19,"宁波银行:业绩保持快增,拨备持续夯实",证券之星
6290,2019-07-18,【国盛金融】宁波银行19H：经营稳健，业绩优异，存款增长超18全年,马婷婷深度研究
6291,2019-07-18,【申万宏源金融】宁波银行点评：稳定高盈利，拨备水平再创新高,大金融研究
6292,2019-07-18,A股头条之上市公司公告精选（7.19）,金融界
6293,2019-07-18,宁波银行上半年实现净利润68.43亿元 资产质量保持稳定,证券日报
6294,2019-07-18,公告精选：新乳业拟7亿元入股现代牧业；海正药业等业绩大幅预增,e公司
6295,2019-07-18,18日晚间公告热点追踪:保利地产上半年净利同比增59%,新浪
6296,2019-07-18,盘后4公司发业绩快报-更新中,中财网
6297,2019-07-18,【国信银行·深度】中美银行：业务模式和公司治理孰者为重,国信金融研究
6298,2019-07-18,宁波银行业绩快报：2019上半年净利润68.43亿元，同比增长20.03%,亿欧网
6299,2019-07-18,宁波银行发布业绩快报，上半年净利润68亿同比增长20%,证券时报
6300,2019-07-18,宁波银行业绩快报：上半年净利68.43亿元 同比增20%,证券时报网
6301,2019-07-18,宁波银行中期业绩快报：净利润68.43亿 不良率0.78％,金融界
6302,2019-07-18,宁波银行(002142.SZ)披露业绩快报 上半年净利润升20.03%至68.43亿元,格隆汇
6303,2019-07-18,宁波银行业绩快报：上半年净利68.43亿元 同比增20%,e公司
6304,2019-07-18,宁波银行：上半年净利润同比增20.03%（快报）,Wind
6305,2019-07-18,【申万宏源中小盘 每日带你复盘 2019.7.18】,申万宏源中小盘研究
6306,2019-07-17,消费+金融是主流 绩优基金继续加仓白酒,金融投资报
6307,2019-07-17,中银国际：银行半年报业绩料稳健增长 中小行改善持续强于大市,证券时报网
6308,2019-07-16,尴尬的郑州银行，资本吃紧、被迫缩表,中金在线
6309,2019-07-15,申万宏源一周晨会纪要合集（2019/7/15-2019/7/19）,申万宏源研究
6310,2019-07-15,2018浙江企业哪家强：宁波银行、杭州银行稳居净利前三甲,21世纪经济报道
6311,2019-07-15,度小满副总裁张旭阳将重回光大银行 参与理财子公司筹建,每日经济新闻
6312,2019-07-15,盘前有料｜上半年GDP增速今日公布、金融科技发展规划近期或出台…重要消息有这些,证券时报网
6313,2019-07-15,银行行业周报:6月非银贷款拖累信贷社融超预期;地方AMC制度落地,平安证券
6314,2019-07-14,2018浙江凤凰榜暨浙江资本市场发展报告发布,中证网
6315,2019-07-12,【异动股】银行股午前拉升平安银行(000001-CN)涨逾4%,财华社
6316,2019-07-12,银行股午前异动，平安银行涨超4%,Wind
6317,2019-07-11,宁波银行(002142.SZ)完成发行100亿元二级资本债券,格隆汇
6318,2019-07-11,中信建投”银行金融科技“系列五大深度专题,中信建投证券研究
6319,2019-07-11,中信建投”银行金融科技“系列六大深度专题,中信建投证券研究
6320,2019-07-11,中信建投“银行金融科技”系列七大深度专题,中信建投证券研究
6321,2019-07-10,已连跌16个月,南方财经网
6322,2019-07-09,国泰君安：银行股已进入精选个股时代 重点推荐平安银行等,证券时报网
6323,2019-07-09,宁波银行：宁行转债转股价格明日起调整为17.70元/股,中证网
6324,2019-07-09,城商行抢食理财子公司蛋糕,经济日报
6325,2019-07-08,银行行业周报:银保监金融供改答记者问;开展股权和关联交易整治,平安证券
6326,2019-07-07,温州银行再战IPO前途未卜:两天8张罚单 经营业绩下滑 金融监管处罚,国际金融报
6327,2019-07-05,银保监会一次披露44张罚单 累计罚款金额高达1257万 金融监管处罚,国际金融报
6328,2019-07-04,"中银国际：将宁波银行评级调高为""买入""",Wind
6329,2019-07-04,温州银行7家支行虚增存贷款被罚 净利下滑四成8名股东质押28%股权 其他违规处罚,长江商报
6330,2019-07-04,已获两张“入场券” 城商行系理财子公司将加入战局,新浪
6331,2019-07-04,32家上市银行半年报集体“八月见” 江阴银行预计“打头阵”,证券日报
6332,2019-07-03,经营稳健：中小银行中期业绩现亮点,新浪
6333,2019-07-03,估值优势明显 北上资金大幅增持银行股,证券时报
6334,2019-07-02,宁波银行(002142.SZ)获准筹建宁银理财有限责任公司,格隆汇
6335,2019-07-02,第二家！宁波银行获批筹建理财子公司,证券时报网
6336,2019-07-02,宁波银行理财子公司获批,Wind
6337,2019-07-02,宁波银行：宁银理财有限责任公司获准筹建,e公司
6338,2019-07-02,宁波银行以一级资本117.69亿美元登“全球银行1000强” 名列124位,证券日报
6339,2019-07-02,拟出资不少于10亿元 宁波银行理财子公司获准筹建,北京商报网
6340,2019-07-01,问诊银行风险拨备率 资产负债率全部都在90%以上,中投网
6341,2019-07-01,【行业动态】银行 1906丨政策助力银行间流动性合理充裕，同业存单发行回暖,中国银河证券研究
6342,2019-07-01,上半年10家上市银行迎机构“面访” 常熟银行接待95家,证券日报
6343,2019-07-01,"银行行业周报:市场利率持续回落,国常会加强信贷投向",平安证券
6344,2019-06-30,我们把江苏和浙江上市公司去年的业绩比了下：不同模式下反映的经济缩影,和讯
6345,2019-06-30,基金公司赚钱哪家强？这些公司给股东净赚100多亿！,中国基金报
6346,2019-06-30,中泰银行戴志锋| 今年的166份报告：八月初转看多，研究加深，专业持续,传统借贷vs新型金融
6347,2019-06-30,中泰银行戴志锋| 今年166份报告：八月初转看多，研究加深，专业持续,传统借贷vs新型金融
6348,2019-06-27,金融：政策助力银行间流动性合理充裕 荐3股,银河证券
6349,2019-06-26,去年47家上市银行净赚1.63万亿，平均不良率1.51%,澎湃新闻
6350,2019-06-25,招商银行放量暴挫！官方未停牌回应称：没有受到因涉嫌违反任何制裁法律的相关调查,经济观察网
6351,2019-06-25,银行股早盘整体下挫，招商银行领跌一度跌幅超过5%,财界网
6352,2019-06-25,银行股早盘全体下挫，招商银行领跌跌幅超过6%,澎湃新闻
6353,2019-06-24,万联证券：维持银行板块强于大势的投资评级,证券时报网
6354,2019-06-22,A股“入富”了，13只甬股入选,现代金报
6355,2019-06-21,金融：风险和收益再平衡 荐4股,万联证券
6356,2019-06-19,宁波银行发行非公开发行普通股股票获批 其中华侨银行认购不超过五分之一,每日经济新闻
6357,2019-06-19,地方债发行规模屡创新高 投资路径多样 投资价值凸显,大众证券报
6358,2019-06-18,探路跨区线上贷款 农商行欲破围城的合规争议,北京商报网
6359,2019-06-16,上市银行个人消费贷款“众生相”：四大行整体增长不到1% 三家城商行突破千亿大关,每日经济新闻
6360,2019-06-16,金融：5月信贷社融环比回升 荐6股,平安证券
6361,2019-06-16,【中原银行王鸿行】银行行业半年度策略*压力之下存韧性，底部之上有弹性,中原证券研究所
6362,2019-06-14,中原证券：银行板块下半年向上弹性大于向下空间,证券时报网
6363,2019-06-14,2019浙商全国500强榜单出炉 7家企业净利润超百亿,钱江晚报
6364,2019-06-14,城商行资产投向大盘点,郁言债市日常跟踪
6365,2019-06-14,回购PK减持，产业资本凸显“围城效应”,上海东方期货
6366,2019-06-13,杭州银行上海资金运营中心开业获批,中投网
6367,2019-06-12,银行冠华|5月社融：符合预期，归于平淡,大话金融
6368,2019-06-12,宁波银行非公开发行不超过4.16亿股获批,中证网
6369,2019-06-12,宁波银行：定增方案和股权变更事宜获宁波银保监局核准,Wind
6370,2019-06-12,宁波银行：非公开发行不超过4.16亿股获宁波银保监局核准,Wind
6371,2019-06-11,金融行业周报:监管多措并举呵护流动性科创板首批三家公司过会,平安证券
6372,2019-06-11,金融行业周报:央行设存款保险基金公司;保险行业迎来减税利好,平安证券
6373,2019-06-11,“不惑”雅戈尔的十字路口,经济观察报
6374,2019-06-10,超700家私募调研 千亿市值龙头频接橄榄枝,红周刊
6375,2019-06-10,机构调研关注“避风塘”类公司,中证报
6376,2019-06-06,巨丰数据赢｜近一周机构调研数据分析 百亿明星私募云集一类股,巨丰财经
6377,2019-06-05,财富风险指北月报：2019年5月“爆雷”机构及产品分析,如是金融研究院
6378,2019-06-05,国信证券6月银行业投资策略：市场冲击下坚守优质个股,证券时报网
6379,2019-06-05,洛娃集团两月连爆两次共8亿违约 无力偿还破产重整 违约失信,新浪
6380,2019-06-05,金融行业周报:央行设存款保险基金公司;保险行业迎来减税利好,平安证券
6381,2019-06-04,杉杉股份跌停背后： 投资收益持续性存疑、新能源汽车收入缩水,GPLP犀牛财经
6382,2019-06-03,报告 | 2019年5月浙江省A股上市公司市值TOP50,挖贝网
6383,2019-06-03,【行业动态】银行 1905丨4月社融增速低于预期，银行业基本面平稳,中国银河证券研究
6384,2019-06-03,数字银行是大势所趋四股转型,中财网
6385,2019-06-01,90只QFII持仓股表现强劲 5只个股获10家及以上机构看好评级,证券日报
6386,2019-06-01,银行一季报预示净息差不可能反转,红周刊
6387,2019-05-31,券商看好1011家A股公司 三行业61只潜力股成香饽饽,证券日报
6388,2019-05-30,2018年上市城商行年报分析,和讯
6389,2019-05-29,A股共发生46宗大宗交易成交9.21亿元（5月29日）,Wind
6390,2019-05-29,宁波银行今日大宗交易成交8.60万股，成交价23.45元折价0.0%,Wind资讯
6391,2019-05-28,周二机构一致看好的七大金股（05.28）,中金在线
6392,2019-05-28,"金融行业周报:包商银行因严重信用风险被接管,股基交易额连续七周环比下跌 违约失信",平安证券
6393,2019-05-27,【西南金融郎达群】包商银行被银保监会接管事件点评,小郎闲评
6394,2019-05-27,"南京银行:定增落地、基本面优异,重申首推组合",申万宏源
6395,2019-05-26,2000位金融高管财富榜：最高身价超3亿，哪些职位最吸金？,21世纪经济报道
6396,2019-05-25,去年炒股亏损近19亿！A股“股神”金盆洗手 四年操盘都发生了什么？,中证报
6397,2019-05-24,市场震荡好股才是真金看6股,中财网
6398,2019-05-24,【中原银行王鸿行】南京银行(601009)年报点评*新进股东实力雄厚，资本基础明显夯实,中原证券研究所
6399,2019-05-23,宁波银行发行不超过200亿金融债获批 专项用于小微企业放贷,证券日报
6400,2019-05-23,宁波银行频按“补血键” 获批发行不超过2百亿金融债,国际金融报
6401,2019-05-22,【A股异动 | A股银行股涨跌不一 南京银行筹140亿元逆市升逾3%】,格隆汇
6402,2019-05-22,营收下滑净利大幅波动 雅戈尔弃投资外界将信将疑 盈利能力下降,投资时报
6403,2019-05-22,2018年上市公司整体业绩稳中向好,证券时报网
6404,2019-05-22,18股获券商买入评级 中国巨石目标涨幅达91.07%,Wind
6405,2019-05-22,南京银行再启140亿定增 “烟草系”跻身第五大股东,证券时报
6406,2019-05-22,被否后10个月：南京银行再启140亿定增 烟草系成金主,新浪
6407,2019-05-22,被否后10个月：南京银行再启140亿定增 烟草系成金主 再融资异常,新浪
6408,2019-05-21,【申万宏源金融】南京银行点评：定增落地及时雨，重申首推组合,大金融研究
6409,2019-05-21,宁波银行：获准发行不超200亿元金融债券,e公司
6410,2019-05-21,宁波银行：发行不超200亿元金融债，获央行批准,Wind
6411,2019-05-21,宁波银行：合理估值区间24~30元 相对目前股价有10%-35%溢价空间,证券时报网
6412,2019-05-21,渣打银行对康得新境外子公司智得国际提起清盘申请 减资破产,每日经济新闻
6413,2019-05-20,A股“股神”又火了！套现高达100亿，狂赚40倍！董事长： 炒股挣了制造业30年的钱 减持股份,中国基金报
6414,2019-05-19,【华泰金融沈娟团队】大资金入市+改革持续，把握保险银行机会—2019金融动态第20期【证券研究报告】,华泰金融研究全新平台
6415,2019-05-19,金融：上市险企4月负债表现有所分化 荐6股,平安证券
6416,2019-05-18,近六成QFII持仓股月内跑赢大盘 14只重仓股被机构扎堆看好,证券日报
6417,2019-05-17,"金融行业周报:银行Q1业绩改善息差环比略降,券商4月业绩环比下降 盈利能力下降",平安证券
6418,2019-05-16,【中金固收·利率】表内负债现改善迹象，理财发行支数下降—机构负债端跟踪2021年2月月报,中金固定收益研究
6419,2019-05-15,盘面现5大积极信号 创业板指大涨逾2%,证券时报
6420,2019-05-15,环比因素与基数因素:深度!银行一季报的高速增长源于哪里?,正点财经
6421,2019-05-15,MSCI纳A因子扩容激发外资布局热情 7只QFII重仓股获大单抢筹,证券日报
6422,2019-05-14,最受海外机构关注MSCI成份股找到 QFII持仓最高是它,新浪
6423,2019-05-14,银行行业 2019 一季报点评 :结构政策正发力，中小银行渐崛起,国联研究
6424,2019-05-14,一季度上市银行业绩“都挺好” 营收增幅接近翻倍,中投网
6425,2019-05-14,【国信银行·深度】疫情对美国四大行业绩的影响,国信金融研究
6426,2019-05-12,【西证金融郎达群】不畏浮云遮望眼，咬定青山不放松——金融月度数据点评及策略分析,小郎闲评
6427,2019-05-10,宁波上市公司行稳致远,上海东方期货
6428,2019-05-10,南京银行资本承压 上市后股权融资297亿分红128亿,新浪
6429,2019-05-10,【晨会聚焦】通胀温和，宽松延续,中泰证券研究所
6430,2019-05-10,银行角度看4月社融数：高波动的原因，未来社融会平稳【中泰银行·戴志锋】,传统借贷vs新型金融
6431,2019-05-09,年平均收益8.84% 社保基金都在买什么 跟着它有肉吃？,金融界
6432,2019-05-09,今年前三月住户存款增加6万亿近乎去年全年 个人贷款大规模代替企业融资,华夏时报
6433,2019-05-09,75股获券商买入评级 建发股份目标涨幅达95.92%,Wind
6434,2019-05-08,多家大行被调低评级 券商“偏爱”中小行 投资评级恶化,每日经济新闻
6435,2019-05-08,4600亿！增量资金入市在望！一天增加逾21亿份！投资者疯抢A股ETF|0508,恒泰头派账户
6436,2019-05-08,机构悄然增配银行板块,中证报
6437,2019-05-08,社保与QFII连续三年同持16只个股 一季度持有南京银行超13亿股,证券日报
6438,2019-05-08,持股市值近1500亿元 QFII资金最爱银行和家电,证券日报
6439,2019-05-07,宁波银行100亿元二级资本债获批 年内商业银行发行规模同比增长逾三倍,证券日报
6440,2019-05-07,A股绝地反击！这些个股或成为反弹先锋？（名单）,21世纪经济报道
6441,2019-05-07,公告精选：三力士、亚太药业布局工业大麻领域；中国恒大4月份合约销售额同比增15.9%,e公司
6442,2019-05-07,5月7日晚间上市公司十大重磅公告,巨丰财经
6443,2019-05-07,市场出现了转机你看出来了吗,中财网
6444,2019-05-07,晚间公告集锦：三力士布局工业大麻业务(更新中),腾讯网
6445,2019-05-07,宁波银行：获准发行不超100亿元二级资本债,Wind
6446,2019-05-07,宁波银行(002142.SZ)获准发行不超100亿元二级资本债券,格隆汇
6447,2019-05-07,【中原银行刘冉】银行行业点评报告*行业拨备计提力度或进一步加大,中原证券研究所
6448,2019-05-07,上市银行首季业绩抢眼,金融时报
6449,2019-05-07,MSCI纳入因子提升在即 或引300亿元增量资金,证券日报
6450,2019-05-06,【海通银行团队】上市银行2019年一季报综述：宽信用下营收高增长,HaitongBKResearch
6451,2019-05-06,不玩A股了 20年“炒股大王”雅戈尔为啥金盆洗手？,新浪
6452,2019-05-06,30家A股银行 5年间薪酬大变迁,网贷之家
6453,2019-05-06,五大机构首季持仓新动向 社保基金新增持291家公司,证券日报
6454,2019-05-06,QFII新进276只个股 偏爱休闲服务等三大行业,证券日报
6455,2019-05-06,"宁波银行2019年一季报点评:业绩延续高增,资产质量突出",西南证券
6456,2019-05-05,“炒股王”急流勇退？雅戈尔拟处置200亿财务性股权投资 称与当前A股行情无关,21世纪经济报道
6457,2019-05-05,透视A股上市银行一季报：营收增幅超预期 不良拐点迹象显现,北京商报网
6458,2019-05-05,深度！银行一季报的高速增长源于哪里？【中泰银行·戴志锋】,传统借贷vs新型金融
6459,2019-05-05,真正看懂银行一季报：营收高增长是否可持续？【国盛金融马婷婷】,马婷婷深度研究
6460,2019-05-05,【西南金融郎达群】宁波银行（002142）：业绩延续高增，资产质量突出,小郎闲评
6461,2019-05-05,报告 | 2019年4月浙江省A股上市公司市值TOP50,挖贝网
6462,2019-05-05,【国信银行】银行业2018年报及2019一季报综述：压力如期显现,国信金融研究
6463,2019-05-05,"南京银行:分红率保持行业第一梯队,核心盈利水平显著改善",申万宏源
6464,2019-05-01,上市银行一季度资产质量好转 仅4家城商行不良率上升 资产异常,21世纪经济报道
6465,2019-05-01,4月北上资金净流出180亿，QFII最新出逃股名单曝光,21世纪经济报道
6466,2019-05-01,12家城商行业绩榜：北京银行赚钱最多，宁波银行不良率最低,澎湃新闻
6467,2019-04-30,金融：2018年上市银行业绩稳健增长 荐2股,和讯
6468,2019-04-30,节后股市三大猜想及应对策略-更新中,中财网
6469,2019-04-30,"昔日股神雅戈尔抛售资产 ""三马变两马""重返服装业 资产异常",新京报
6470,2019-04-30,11天狂赚3300万，5个月获利7亿多！这家上市公司成“投资圣手”，交易所监管函来了,中证报
6471,2019-04-30,大数据全扫描！A股2018年业绩最强榜单出炉,Wind
6472,2019-04-30,工银瑞信撤换胡文彪迎来王筱苓 工银聚焦30风险高,网易
6473,2019-04-30,32家A股上市银行晒2018年成绩单 净利回暖、不良下降 盈利能力下降,北京商报网
6474,2019-04-30,宁波银行一季度净利润同比增逾两成,中国金融新闻网
6475,2019-04-30,2018年上市公司业绩强者恒强,证券时报
6476,2019-04-30,2707家公司披露一季报证金、汇金等持股名单曝光,重庆商报
6477,2019-04-29,中国人民银行发行2019年版人民币　相关公司受益设备升级,东海通财富
6478,2019-04-29,宁波银行2019年一季度净利润同比增长20% 200亿小微企业金融债获批,每日经济新闻
6479,2019-04-29,“开门红”战报陆续出炉 哪家银行跑得快？,第一财经
6480,2019-04-29,金融：若利率趋势上行对银行有何影响 荐4股,和讯
6481,2019-04-29,港股异动 | 银行股普涨 银行一季报增速超预期,格隆汇
6482,2019-04-29,上市银行盈利能力风云榜 告诉你谁是银行板块真英雄,新浪
6483,2019-04-29,2019年5月各行业金股推荐汇总,国信研究
6484,2019-04-29,宁波银行一季度净利33.88亿同比增长20% 现金流量净额为-390.33亿元,挖贝网
6485,2019-04-29,【朝闻国盛0429】PPI中枢上行，股市消费板块相对稳健,国盛证券研究所
6486,2019-04-29,"杉杉股份年报点评:锂电材料业务带动营收增长,客户开发持续进行中",渤海证券
6487,2019-04-28,金融：资本补充火热 招商银行领航年报周,和讯
6488,2019-04-28,上海农村商业银行股份有限公司股权被出质（4月26日）,Wind
6489,2019-04-28,"宁波银行:手续费超预期改善带动营收快增,存款表现保持优异",证券之星
6490,2019-04-27,银行冠华|宁波银行一季报：业绩加速增长，存款增势喜人,大话金融
6491,2019-04-27,宁波银行季报点评：业绩持续靓丽，拟定增补充资本,志明看金融
6492,2019-04-26,金融：银行估值体系探讨低估值之谜 荐4股,和讯
6493,2019-04-26,金融：银行1季报增速超预期 荐5股,中泰证券
6494,2019-04-26,宁波银行一季度实现净利润34亿元 资产质量水平领先同业,证券时报网
6495,2019-04-26,宁波银行拟非公开发行4.16亿股 雅戈尔退出本次定增,证券时报网
6496,2019-04-26,【中原新能源牟国洪】杉杉股份(600884)年报点评*投资收益增厚业绩，公司致力于锂电材料综合龙头,中原证券研究所
6497,2019-04-26,【朝闻国盛0426】流动性：以前松不松，现在紧不紧；宁波银行深度报告,国盛证券研究所
6498,2019-04-26,常熟银行资产规模突破1700亿 继续加码小微业务,证券时报
6499,2019-04-26,宁波银行一季度不良率0.78% 资产质量保持领先优势,金融投资报
6500,2019-04-25,宁波银行(002142.SZ)一季度净利润升20.06%至33.88亿元 不良贷款率0.78%,格隆汇
6501,2019-04-25,宁波银行：一季度净利润同比增20.06%,Wind
6502,2019-04-25,常熟银行一季度净利润增速超20%，不良率微降至0.96%,澎湃新闻
6503,2019-04-25,雅戈尔终止参与宁波银行定增事项 再融资异常,北京商报网
6504,2019-04-25,雅戈尔：拟终止参与宁波银行非公开发行 再融资异常,Wind
6505,2019-04-25,金融：从社融底到经济底的积极传导正在发生 荐4股,和讯
6506,2019-04-25,金融：公募持仓环比下降 板块配置价值提升,和讯
6507,2019-04-25,华鑫证券：短期有望止跌,和讯
6508,2019-04-25,净利润最高狂增近100%！这三家银行系基金公司火了,中国基金报
6509,2019-04-25,中原证券：经济转暖初现，积极关注行业估值修复,证券时报网
6510,2019-04-25,54家基金公司去年净赚200亿,证券时报
6511,2019-04-23,金融：从边际变化看银行股的投资机会 荐4股,和讯
6512,2019-04-23,城商行零售巨头崛起：这家银行互联网消费贷翻倍增长,亿欧网
6513,2019-04-23,股票型基金一季度仓位升至历史次高，增持最多的是这20股,澎湃新闻
6514,2019-04-22,金融：继续看好银行板块 荐4股,和讯
6515,2019-04-19,金融：总规模保持稳定 荐6股,和讯
6516,2019-04-19,金融：板块相对优势明显 荐6股,和讯
6517,2019-04-19,金融：板块攻守兼备 荐6股,和讯
6518,2019-04-19,45家基金公司去年业绩整体下滑 基金行业获利能力面临考验,中证报
6519,2019-04-18,分析｜目前还大面积破净的银行股，后续有无超越大盘的行情？,澎湃新闻
6520,2019-04-18,监管重拳出击！多家银行因掩盖不良领罚单，国有大行也在列，个别银行不良率达40%,券商中国
6521,2019-04-17,金融：新增社融再超预期 荐7股,和讯
6522,2019-04-17,A股暴涨后！分析师推荐这个还在底部的品种,格隆汇
6523,2019-04-17,金融：实体的信心提升 荐5股,和讯
6524,2019-04-17,金融：1Q19央行货政委例会点评弱刺激+结构性改革 荐5股,和讯
6525,2019-04-17,"金融地产研究部三循环周报:保险地产建筑跑赢大盘,房地产行业1-2月数据点评",正点财经
6526,2019-04-17,QFII新动向：新进23股 连续10季持有31股,证券时报
6527,2019-04-17,【晨会聚焦】减收增支宽财政，“卖地”是隐忧,中泰证券研究所
6528,2019-04-17,"银行行业月度报告:数据超市场预期,有利于板块估值稳定",万联证券
6529,2019-04-16,【银行】点评：短贷放量信贷超预期，关注M1改善趋势,微信
6530,2019-04-16,12家上市城商行去年不良贷款合计440.8亿元 9家银行不良双升,每日经济新闻
6531,2019-04-16,金融：传言无碍 荐7股,和讯
