,2021-12-29,华兰生物：目前正在开展重组Exendin-4-Fc融合蛋白注射液的I期临床研究,Wind
3497,2019-03-01,辅助用药遭炮轰 千亿元神药市场“萎缩”加速,证券日报
3498,2019-02-28,政策利好不断，部分罕见病药物企业有望增厚业绩,中新经纬
3499,2019-02-28,华兰生物：四价流感疫苗上市助推公司业绩快速增长 买入评级,和讯
3500,2019-02-27,【数据揭秘】02月26日 融资客最看好的前20只个股,每日经济新闻
3501,2019-02-27,"生物医药行业动态跟踪报告:疫苗批签发跟踪,1月批签发保持稳定,数据较平淡",平安证券
3502,2019-02-26,华兰生物(002007)血制品费用提升拉低利润增速 预计2019年血制品利润恢复高增速,银行信息港
3503,2019-02-26,A股市场主力资金净流出625.9亿元 创2016年12月13日以来新高,中证网
3504,2019-02-26,"华兰生物:血液制品板块企稳,4价流感疫苗放量带动公司业绩40%增长,略超预期",正点财经
3505,2019-02-26,代表委员疾控划重点！这些品种值得关注,医药经济报
3506,2019-02-26,【医药-华兰生物(002007)】江琦、赵磊：2018年快报点评：略超预期，预计流感疫苗贡献较大增量-20190225,中泰证券研究所
3507,2019-02-26,创新药概念拉升走强 佐力药业、冠昊生物涨停,中证网
3508,2019-02-26,华兰生物：业绩略超预期，四价苗完成目标,证券时报网
3509,2019-02-26,华兰生物2018年净利润11亿增长39% 疫苗业务收入和利润大幅增长,挖贝网
3510,2019-02-26,"医药行业周报2019第8期:关注年报行情,布局受政策免疫标的",长城证券
3511,2019-02-25,A股头条之上市公司公告精选（2.26）,金融界
3512,2019-02-25,今日数据：金奥博实控人提议年报10转6派1元,金融界
3513,2019-02-25,华兰生物：略超预期 预计疫苗业务贡献较大增量,证券时报网
3514,2019-02-25,公告精选：智飞生物去年净利同比增235%；金奥博、合肥城建拟高送转,e公司
3515,2019-02-25,25日晚间公告精选：这家OLED概念股遭减持！东方通信称无与5G相关的营业收入,21世纪经济报道
3516,2019-02-25,重要公告：多家上市公司再发减持公告 减持股份,腾讯网
3517,2019-02-25,华兰生物(002007.SZ)2018年度净利润升39.05%至11.41亿元,格隆汇
3518,2019-02-25,华兰生物：2018年净利润同比增39.05%（快报）,Wind
3519,2019-02-25,华兰生物：2018年净利润同比增39%,e公司
3520,2019-02-25,【天风医药】一周医讯：继续看好后续医药板块行情，关注业绩高增长标的,思医辨药
3521,2019-02-25,"医药生物行业跨市场周报:带量采购愈推进,cro创新主线愈受益",光大证券
3522,2019-02-24,带量采购愈推进，CRO/创新主线愈受益｜【光大医药·周报】,医心医意要健康
3523,2019-02-24,医疗保健：继续推荐确定性高的细分行业 荐3股,中银国际
3524,2019-02-24,医疗保健：布局业绩有望超预期的标的 荐8股,中泰证券
3525,2019-02-21,【招商食品|最新】2月大消费组月度最新观点,招商食品饮料
3526,2019-02-20,"医药生物行业:罕见病用药降税,长期利好罕见病用药企业",正点财经
3527,2019-02-20,【证券研究报告】指数回调勿惊慌，市场赚钱效应仍然集中——山证策略每日A股点评（20190219）,山西证券研究所
3528,2019-02-19,山西证券：指数回调勿惊慌 市场赚钱效应仍然集中,山西证券
3529,2019-02-19,上海莱士午后封涨停 成交额16.5亿元封单6997手,腾讯网
3530,2019-02-19,"医药行业周报2019第7期:修复或将持续,提前布局业绩高增长标的",长城证券
3531,2019-02-15,2019年2月策略：持续上攻后的调整 期待年报盈喜,和讯
3532,2019-02-14,02月14日 主力资金近三日都在买这些概念股,每日经济新闻
3533,2019-02-14,年内逾900亿北上资金大举涌入 外资青睐股有三大特征,证券日报
3534,2019-02-13,医药生物2月投资策略及年报前瞻：期待年报报喜，关注政策变化,国信研究
3535,2019-02-12,医疗保健：政策负面影响基本释放 荐6股,和讯
3536,2019-02-12,巨丰资金流向：两市放量震荡反弹 电子元器件板块净流入8.66亿,巨丰财经
3537,2019-02-12,02月12日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
3538,2019-02-12,医疗保健：注重内生可持续增长 荐7股,和讯
3539,2019-02-11,医药生物行业周报：蓄力待发展望长期机遇,国海证券
3540,2019-02-11,【国信医药丨行业重大事件快评】静丙艾滋抗体阳性事件尚需静待最终调查结果,GuosenHealthcare
3541,2019-02-11,头号研报：2018年A股业绩预告总结,巨丰财经
3542,2019-02-11,报告 | 2018年河南省上市公司市值TOP50,挖贝网
3543,2019-02-11,A股迎春 暖意浓浓,国元财富管理
3544,2019-02-11,【医药】江琦、王超（研究助理）：2月月报：信心正逐步恢复、Q1建议关注创新药、原料药和商业板块-20190210,中泰证券研究所
3545,2019-02-11,修美乐连续7年销量全球第一 潜在市场空间巨大(附股),金融界
3546,2019-02-10,百亿元权益基金重仓股寻踪 中国平安登榜19家基金前十大重仓股,证券日报
3547,2019-02-10,11日淘金早参：操盘策略+热点追踪（附股）,和讯
3548,2019-02-06,上海新兴血液制品疑染艾滋 业内人士:混合投浆追溯难,新京报
3549,2019-02-06,国家卫健委出手！回应血液制品艾滋病抗体阳性事件,中国基金报
3550,2019-02-06,上海新兴产品发现艾滋抗体阳性 专家组抵江西调查,新浪
3551,2019-02-06,【独家】上海新兴医药静注人免疫球蛋白还未立案 同批次原料的其他血液产品未检测出艾滋病阳性,经济观察网
3552,2019-02-05,江西疑似出现艾滋病抗体阳性血液制品,21世纪经济报道
3553,2019-02-05,2019年12月血制品批签发数据跟踪月报,药智网
3554,2019-02-04,2018年河南省上市公司市值TOP50,猎云网
3555,2019-02-03,23支翻倍股19个靠打新 狗年A股赚钱王道：拼运气,新浪
3556,2019-02-02,医疗保健：集采得到各方落实部署 荐6股,和讯
3557,2019-02-01,"医药周报2019第5期:集采得到各方落实部署,低估值下有望迎来反转",长城证券
3558,2019-01-31,医疗保健：2018年预计增长保持稳健 荐21股,和讯
3559,2019-01-30,抛开宫斗连续剧，振兴生化到底值多少钱？,财华社
3560,2019-01-29,"医药行业周报:集采落地期多管齐下确保用量,绩报期关注确定性高的标的-",证券之星
3561,2019-01-28,医疗保健：板块有望随情绪修复走出反转行情 荐15股,和讯
3562,2019-01-28,"每周药事2019年第5周:板块需要信心,继续看好超跌错杀个股",正点财经
3563,2019-01-28,"东吴医药行业周观点:把握2019q1医药股估值修复行情,继续推荐流感主题",东吴证券
3564,2019-01-25,流感来袭 这些上市公司产品成“抗流”主力军！(名单),中财网
3565,2019-01-24,基金Q4逆势猛加仓医药股名单！不仅A股，流感疫苗全国独此一家？,中财网
3566,2019-01-24,流感疫情持续高发 多股有望受益,证券时报网
3567,2019-01-24,【医药】流感疫情持续高发，主题投资下精选受益标的,天风研究
3568,2019-01-23,医疗保健：预期趋稳 估值逐步修复,国信证券
3569,2019-01-23,医疗保健：继续强烈推荐创新服务商+注射剂国际化 荐30股,和讯
3570,2019-01-23,"2019年1月医药生物行业投资策略:预期趋稳,估值逐步修复",国信证券
3571,2019-01-22,聚焦基金四季报：五大基金公司最新动向曝光,每日经济新闻
3572,2019-01-22,"医药生物行业周报:信心恢复,逐步增配医药",国海证券
3573,2019-01-22,医药行业周报:集采留有政策空间和余地、看好2019板块反转,证券之星
3574,2019-01-21,【平安重点】行业专题报告*生物医药*重点疫苗批签发数据：总体稳定，结构升级持续中*强于大市,平安研究
3575,2019-01-21,平安研报20190121,平安研究
3576,2019-01-21,"医药生物行业周报:从现在开始不再悲观,短期和中长期也许都是底部",正点财经
3577,2019-01-21,"生物医药行业动态跟踪报告:疫苗批签发跟踪:进口新品上量,流感裂解苗未新批",平安证券
3578,2019-01-19,最悲观的时刻正在过去 基金重仓医药股业绩增长强劲,金融投资报
3579,2019-01-19,医药生物 新阶段动能切换，创新才是医药永恒的魅力,红周刊
3580,2019-01-18,医疗保健：关注各部委2019年顶层设计工作重点 强烈推荐创新服务商+注射剂国际化,和讯
3581,2019-01-18,医疗保健：8天3起跨国大并购 荐6股,和讯
3582,2019-01-18,华兰生物：长生生物退市带来交易性机会,财华社
3583,2019-01-18,医药行业：国家试点方案出台带量采购即将落地执行,国信证券
3584,2019-01-17,医疗保健：大品种批签发逐步恢复 荐3股,和讯
3585,2019-01-17,医疗保健：医药生物双周报 荐10股,和讯
3586,2019-01-17,【医药】江琦、赵磊：2018年血制品批签发报告：库存消化接近尾声，大品种批签发逐步恢复-20190116,中泰证券研究所
3587,2019-01-17,【晨会聚焦】关注金融监管政策的方向变化,中泰证券研究所
3588,2019-01-17,海外血制品行业报告：慢病驱动，强者恒强,国信研究
3589,2019-01-16,医药行业快评：静丙说明书修订对行业影响预计有限,国信研究
3590,2019-01-15,医疗保健：新常态下应自下而上乐观选股 荐9股,和讯
3591,2019-01-15,"医药行业周报2019第3期:8天3起跨国大并购,品种为王创新为纲",长城证券
3592,2019-01-13,13家药企11家预增！从业绩预告看医药股背后的投资价值,中财网
3593,2019-01-13,医疗保健：终端需求有所回暖 荐2股,广发证券
3594,2019-01-13,“过期疫苗”再起波澜，国产疫苗如何扛起信任的大旗？,投资界
3595,2019-01-12,流感蔓延 疫苗紧缺 概念股能不能“烧”起来？,中证报
3596,2019-01-11,医疗保健：危与机并存 荐14股,和讯
3597,2019-01-10,医疗保健：重点推荐创新服务商+注射剂国际化 2019年1月建议选择性布局优质个股,和讯
3598,2019-01-09,盘前有料｜鼓励汽车家电消费新政将岀台，美股连涨3日…重要消息有这些,证券时报网
3599,2019-01-09,医药生物行业2019年投资策略:创新才是硬道理,国信证券
3600,2019-01-09,"医药周报2019第2期:并购大事件,危与机并存",长城证券
3601,2019-01-09,"医药生物行业周报:谨慎为上,继续布局非药个股",华安证券
3602,2019-01-08,复星医药旗下四价流感疫苗临床试验申请获批,中证网
3603,2019-01-08,医药生物：大品种批签发顺利上量 2019年有望见证首个百亿品种诞生,中泰证券
3604,2019-01-08,"医药生物行业月报:结构调整下多数公司进入价值区间,创新是最确定的方向",正点财经
3605,2019-01-08,北上资金开年继续大举买入 大幅增持中小创,深圳商报
3606,2019-01-08,"医药行业周报:政策负面预期趋稳,支付结构调整倒逼转型",证券之星
3607,2019-01-07,新年首周近20亿元北上资金涌入做多 或迎春季躁动行情,证券日报
3608,2019-01-03,【市场观察】预期不佳，杀跌不止,联讯金融
3609,2019-01-03,【东吴晨报0103】【月策略】十大金股【年度策略】医药、轻工【行业】电子【个股】亚夏汽车、用友网络,东吴研究所
3610,2019-01-02,A股开门黑，医药股再次大跌！抗跌优质医药主题基金有哪些,和讯
3611,2019-01-02,秦洪看盘｜短线A股市场压力增强，沪指双底形态面临考验,澎湃新闻
3612,2019-01-02,跑赢大盘个股和弱于大盘个股排行|2019年01月02日,云掌财经
3613,2019-01-02,"每周药事2019年第1周:除旧迎新,乐见反弹",正点财经
3614,2019-01-02,康美药业遭遇黑天鹅！华夏基金半年亏近5亿元 重仓股票异动,财经网
3615,2019-01-02,CFi收盘揭秘:权重股大幅下挫 指数仍有继续探底概率 连续下跌,中财网
3616,2019-01-02,复星医药午后异动重挫7.35%报21.56元 成交5.77亿元,腾讯网
3617,2019-01-02,医药板块大幅下挫 海思科康美药业等跌停 连续下跌,证券时报网
3618,2019-01-02,医药股集体走低 康美药业跌停,中证网
3619,2019-01-02,医药股再度走低，华兰生物跌超8%,Wind
3620,2019-01-01,A股全球垫底“不可能再差” 2019年值得乐观对待,第一财经
3621,2018-12-29,医药生物行业周报:调整中寻找中长期机遇,国海证券
3622,2018-12-28,医药生物2019年投资策略：创新才是硬道理,国信研究
3623,2018-12-27,中银国际医药首席分析师邓周宇：看好血液制品、原料药及中间体细分领域,每日经济新闻
3624,2018-12-26,2018年A股牛股基因解密 229只逆市飘红股有三大特征,证券日报
3625,2018-12-26,医药生物行业2019年年度策略:否极泰来终可待,证券之星
3626,2018-12-25,医疗保健：至暗时刻 个股有战略布局机会,和讯
3627,2018-12-25,"医药行业周报2018第46期:DRGs试点即将启动,精细化管理将利好进口替代",长城证券
3628,2018-12-24,医药股震荡反弹 机构称个股有战略布局机会,证券时报网
3629,2018-12-21,[传闻求证]数知科技、力源信息回应投资“独角兽”企业,全景网
3630,2018-12-21,机构看中这些股 近五日大手笔爆买3股,证券时报
3631,2018-12-21,"医药行业周报:有奖举报医保欺诈行为,长期利好药店连锁龙头",渤海证券
3632,2018-12-20,道达投资手记:“两桶油”双双破位 A股到底怎么了,每日经济新闻
3633,2018-12-19,“两桶油”双双破位 到底怎么了？——道达投资手记,每日经济新闻
3634,2018-12-19,【异动股】医药板块下挫 海正药业(600267-CN)跌7.03%,财华社
3635,2018-12-18,东海晨报20181218,东海通财富
3636,2018-12-18,【数据揭秘】12月17日 融资客最看好的前20只个股,每日经济新闻
3637,2018-12-18,"医药行业2019年投资策略:格局重构元年,聚焦景气赛道",联讯证券
3638,2018-12-17,每周医药生物行业机构观点选编（2018年12月10日~12月16日）,挖贝网
3639,2018-12-17,医药行业：华兰生物,信达证券
3640,2018-12-17,A股最近1个月的走势，让我想起了4年前那段痛苦日子；同仁堂“阴沟翻船”，2.8亿的蜂蜜会让医药股损失多少市值？,阿尔法工场
3641,2018-12-17,近五日机构青睐9股 该股净买金额居首,证券时报
3642,2018-12-17,财融汇·早间必读 | 20181217,财通证券融资融券部
3643,2018-12-17,A股早报2018年12月17日星期一,Wind
3644,2018-12-17,北上资金周流入放缓 消费和基建龙头受青睐,中证报
3645,2018-12-17,A股低位震荡不改“聪明资金”流向 24股上演建仓大戏,证券日报
3646,2018-12-17,"医药生物行业周报:政策多发扰动期,建议关注品牌中药的配置价值",光大证券
3647,2018-12-16,国盛医药2019年度策略报告：医药进入非药、医保外细分领域的个股时代——论行业巨变下的生存法则推演,国医盛视
3648,2018-12-16,变盘时点日益逼近？下周留意这只环保概念股,火山财富
3649,2018-12-15,华兰生物工程股份有限公司监事会关于2018年限制性股票激励计划首次授予部分激励对象名单审核及公示情况的说明,证券时报
3650,2018-12-14,12月14日A股龙虎榜揭秘，机构最青睐2股,Wind
3651,2018-12-14,华兰生物龙虎榜数据（12月14日）,Wind
3652,2018-12-14,龙虎榜：华兰生物放量跌停 三机构博弈激烈,e公司
3653,2018-12-14,华兰生物今日放量跌停，机构多空对决激烈,Wind
3654,2018-12-14,数据王：环保股一枝独秀 把握优质个股机会,巨丰财经
3655,2018-12-14,秦洪看盘｜降低操作频率，静候消息面的积极变化,澎湃新闻
3656,2018-12-14,大V看盘：三大原因致大盘跳水 未来两周A股有强震,腾讯网
3657,2018-12-14,巨景投顾：沪指失守2600点 下跌主要有两大原因,中金在线
3658,2018-12-14,285亿资金争夺20股：主力资金重点出击2股(名单),新浪
3659,2018-12-14,12月14日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
3660,2018-12-14,A股大跌创业板指收盘重挫近3% 医药板块遭重创,腾讯网
3661,2018-12-14,博雅生物午后异动重挫10.01%报27.16元 成交1.21亿元,腾讯网
3662,2018-12-14,华兰生物午后异动大跌10.01%报34.25元 成交11.93亿元,腾讯网
3663,2018-12-14,创业板指大跌1.91%报1322.79点 生物制品等板块领跌,腾讯网
3664,2018-12-14,生物医药行业动态跟踪报告:疫苗批签发数据跟踪:月度批签发量略有恢复,平安证券
3665,2018-12-14,"医药生物行业周报:仿制药迎变局,把握确定性投资机会",华安证券
3666,2018-12-13,"医药生物行业周报:仿制药高毛时代过去,集中度提升将催生新巨头",正点财经
3667,2018-12-13,儿童四价流感疫苗获批，预计明年将有3个流感疫苗新品上市,Wind
3668,2018-12-13,儿童四价流感疫苗获批 预计明年将有3个流感疫苗新品上市,e公司
3669,2018-12-12,30股获机构买入评级超3次 6股年报业绩预计翻倍,证券时报
3670,2018-12-12,"医药行业周报2018第44期:4+7带量采购结果公示,药品结构升级的新起点",长城证券
3671,2018-12-11,【平安】行业专题报告*生物医药*样本医院整体增长乏力，抗肿瘤靶向药崛起引领结构变迁*强于大市,平安研究
3672,2018-12-11,医疗保健：聚焦优势赛道 荐10股,中信建投
3673,2018-12-11,华兰生物：公司产品未在“4+7城市药品集采试点方案”集采名单中，目前对公司未产生影响,Wind
3674,2018-12-11,28家药企40天计划减持1.93亿股,新京报
3675,2018-12-10,融资客青睐22股，海航控股买入占比高达42.27%,Wind
3676,2018-12-10,医药行业重大事件快评：带量采购力度超预期，凛冬将至春已不远,国信研究
3677,2018-12-10,流感疫苗短缺突显审批资源配置不到位,证券时报
3678,2018-12-10,"医药生物行业周报:带量采购降价超预期,板块进入估值重构和结构分化期",光大证券
3679,2018-12-09,机构看好黄金、光伏板块 资金加仓这些股（名单）,每日经济新闻
3680,2018-12-09,首次带量采购落地，继续重点看好特色原料药、制剂出口、创新药等领域的投资机会【周观点|长江医药1209】,长江医药小组
3681,2018-12-09,医药生物行业2019年度策：坚守创新企业迎产业变局,华安证券
3682,2018-12-07,五大机构解读医药股暴跌：带量采购降价超预期,新浪
3683,2018-12-07,国海:带量采购推动仿制药变革 创新类公司必配(名单),新浪
3684,2018-12-07,“带量采购”结果出炉 机构：仿制药格局将重塑,证券时报网
3685,2018-12-06,"华兰生物:股权激励绑定管理层利益,利于长期发展",广发证券
3686,2018-12-06,华兰生物：推出限制性股票激励计划 充分调动骨干积极性,中泰证券
3687,2018-12-05,华兰生物拟推488.5万股限制性股票激励计划,中证网
3688,2018-12-05,华兰生物发布股权激励草案 拟授予111人488万股股票,中金在线
3689,2018-12-05,医疗保健：关注受政策影响较小的细分领域 荐7股,和讯
3690,2018-12-05,午间公告：华兰生物发布限制性股票激励计划,Wind
3691,2018-12-05,医药行业2018年12月策略：静待估值修复 布局创新行情,国信证券
3692,2018-12-05,金百临咨询：资金青睐血制品板块,中证网
3693,2018-12-04,信达证券：维持医药板块评级“看好” 五主线淘金,证券时报网
3694,2018-12-03,【医药】江琦、赵磊：2018年12月月报：正本清源、结构升级，把握创新、升级的确定性方向-20181202,中泰证券研究所
3695,2018-12-01,422公司披露股东户数 逾六成筹码趋向集中,投资快报
3696,2018-11-30,北上资金11月青睐大消费和金融,大众证券报
3697,2018-11-29,震荡中逾468亿北上资金入场 25只标的股被机构看好,证券日报
3698,2018-11-28,重量级对抗！阿斯利康新秀迎战罗氏、Alexion,药智网
3699,2018-11-28,"医药生物行业周报:药店分类分级管理征求意见稿发布,持续看好连锁药店",华安证券
3700,2018-11-27,机构看好个股逾六成实现上涨 医药生物等三行业受青睐,证券日报
3701,2018-11-26,短期重点关注上证50权重股方向选择,北京晨报
3702,2018-11-26,减持潮涌动！月内重要股东套现145亿 减持家数创半年新高,证券时报网
3703,2018-11-26,"华兰生物:血制品销售企稳向好,四价流感疫苗放量可期",正点财经
3704,2018-11-26,【医药】周报：医药板块仍具有较好配置价值，集采方案逐步落地边际效应减弱,中银国际证券研究
3705,2018-11-26,估值处于相对底部区域，医药板块迎来修复行情,证券时报
3706,2018-11-26,跌破2600点激发资金入市热情 158只个股均获千万抢筹,证券日报
3707,2018-11-26,北上资金上周合计净流出7亿 22只蓝筹股逆市吸金28亿,证券日报
3708,2018-11-26,"生物医药行业动态跟踪报告:疫苗批签发数据跟踪,节日+行业因素,批签发量减少",平安证券
3709,2018-11-23,国内史上最大医药并购案将诞生！药企炒股巨亏加强主业 投资失误,医药经济报
3710,2018-11-22,ST生化12年终摘帽 更名振兴生化能否迎来新开始？,新浪
3711,2018-11-22,秦洪看盘｜创投概念股显头部特征，增量资金再次缺乏出击方向,澎湃新闻
3712,2018-11-22,11月22日 主力资金近三日都在买这些概念股,每日经济新闻
3713,2018-11-22,上海市疾控中心：疫苗“迟到”但已陆续入库 下月初可接种,上观
3714,2018-11-22,疫苗股再现普涨 行业修复业绩预期是“推手”,号外财经网
3715,2018-11-22,试点带量采购模式落地 医药生物板块领跑两市,大众证券报
3716,2018-11-22,医药股逐步活跃 估值修复仍可期,中证报
3717,2018-11-21,疫苗股大涨真相：三点预售、四点售罄，多地出现疫苗“一针难求”！,e公司
3718,2018-11-21,11月21日复盘：短期大盘还有反弹 主力重点出击6股,新浪
3719,2018-11-21,332亿资金争夺20股：主力资金重点出击6股(名单),新浪
3720,2018-11-21,【超级大单】 11月21日 11只个股特大单净流入超亿元,每日经济新闻
3721,2018-11-21,11月21日 主力资金抢筹最积极的前10股（附名单）,每日经济新闻
3722,2018-11-20,2018将进入尾声 众多药品迎来专利到期高峰,制药网
3723,2018-11-20,华兰生物：流感疫苗独占鳌头 买入评级,联讯证券
3724,2018-11-19,退市新规深夜宣告ST长生终局 恒立实业还能撑多久？,投资时报
3725,2018-11-19,天坛生物：投资云南基地 巩固浆站优势地位,招商证券
3726,2018-11-19,新政优化医药产业结构 超10家机构推5只年报预喜股,证券日报
3727,2018-11-17,三类公司是市场的可选项,红周刊
3728,2018-11-16,【超级大单】 11月16日 6只个股特大单净流入超亿元,每日经济新闻
3729,2018-11-16,*ST长生早盘封涨停 成交额2.03亿元封单6.4万手,腾讯网
3730,2018-11-16,医药股盘中跳水，乐普医疗、华东医药跌超6%,Wind
3731,2018-11-15,盘前参考:欧美全跌 A股今天能否再次逆袭？就看一点,中财网
3732,2018-11-14,昭衍新药：创新药研发离不开小白鼠实验，它恰好是这条赛道上的唯一标的,阿尔法工场
3733,2018-11-14,血液制品行业发展前景分析 行业整合集中化将更具优势,前瞻研究院
3734,2018-11-14,国金证券医疗器械和生物技术企业三季报总结,国金证券
3735,2018-11-13,【医药】江琦、赵磊：行业点评：正本清源、疫苗行业全链条强化管理，合规者胜出-20181112,中泰证券研究所
3736,2018-11-13,疫苗管理将加大处罚力度 行业集中度或进一步提升,21世纪经济报道
3737,2018-11-13,"生物医药行业动态跟踪报告:《疫苗管理法》征求意见稿出炉,整合法规、强化处罚",平安证券
3738,2018-11-12,医药行业：需求稳定修复可期,国泰君安
3739,2018-11-12,深夜重磅！疫苗法征求意见，大力保护接种者！最高将处货值金额10倍罚款堪称史上最严，这些个股迎利好,中财网
3740,2018-11-08,【数据揭秘】11月07日 融资客最看好的前20只个股,每日经济新闻
3741,2018-11-08,"医药行业2018年11月投资策略报告:一阳来复,否极泰来",国信证券
3742,2018-11-07,穿越牛熊，跑赢大盘的秘密在这里,云掌财经
3743,2018-11-06,我们研究了三年的上市公司数据，发现了跑赢大盘的秘密,21经济网
3744,2018-11-06,医药生物2018年三季报总结暨11月投资策略：一阳来复，否极泰来,国信研究
3745,2018-11-06,(互动)华兰生物：四价流感疫苗销售良好 供不应求,全景网
3746,2018-11-06,"医药三季报总结:医药大数据,成长依旧,估值近前低,正是战略配置好时机",联讯证券
3747,2018-11-05,A股头条之上市公司公告精选（11.6）,金融界
3748,2018-11-05,【中银医药】医药生物行业2018年三季报综述——行业整体收入和扣非利润保持20%的增速中枢,周观宇论
3749,2018-11-05,华兰生物：参股公司取得药物临床试验批件,e公司
3750,2018-11-05,流感旺季季节来临 疫苗概念有望持续修复,金元证券指定乾坤
3751,2018-11-05,操盘必读：11月5日证券市场要闻,中财网
3752,2018-11-05,"医药行业2018年三季报总结:医药分化加剧,把握产业龙头",西南证券
3753,2018-11-02,【国信医药|三季报点评】华兰生物：疫苗全年计划略有调整,GuosenHealthcare
3754,2018-11-01,午间公告:中关村子公司多个产品进入国家基本药物目录,金融界
3755,2018-11-01,午间公告：天银机电实控人增持公司股份达到1%,Wind
3756,2018-11-01,午间公告：天银机电实控人增持公司股份达到1%,e公司
3757,2018-11-01,11月01日 盘中突破半年线个股一览,每日经济新闻
3758,2018-11-01,"医药生物行业:新版基药目录公布,流感防控进入日程",国联证券
3759,2018-10-31,医疗保健：基药目录调整 利好新增品种放量,国信证券
3760,2018-10-31,华兰生物：10月30日融资余额为9.79亿元，较前一日骤增5.00%,Wind资讯
3761,2018-10-30,机构评级精选：控量挺价增速换挡 五粮液评级获上调,巨丰财经
3762,2018-10-30,【中银医药】华兰生物2018三季报点评：血制品见底回升，四价流感疫苗开始放量,周观宇论
3763,2018-10-30,财通证券：华兰生物买入评级,财通证券
3764,2018-10-30,华兰生物早盘封跌停 成交额6.17亿元封单8724手,腾讯网
3765,2018-10-30,华兰生物：血制品保持稳定增长 预计疫苗业务开始盈利,中泰证券
3766,2018-10-30,"华兰生物:业绩延续高增长,血制品盈利能力逐步恢复",西南证券
3767,2018-10-29,华兰生物：前三季度净利7.59亿 同比增22.69%,e公司
3768,2018-10-29,华兰生物：前三季度净利润同比增22.69%,Wind
3769,2018-10-29,"医药生物行业:新版基药目录发布,关注受益品种",正点财经
3770,2018-10-29,新版基本药物目录实施在即 六股有掘金机会,证券日报
3771,2018-10-28,医疗保健：长线战略资金逢机遇 荐9股,西南证券
3772,2018-10-28,医疗保健：三季报接近收官 医药成长依旧,联讯证券
3773,2018-10-27,医药行业三季报：化学原料药、疫苗领域表现不俗,制药网
3774,2018-10-26,热点追踪：金融板块走强，政策趋暖积极关注,国元财富管理
3775,2018-10-26,"医药生物行业周报:政策尚未落地,但估值已具有吸引力",国海证券
3776,2018-10-25,华兰生物：独家供应2018年四价流感病毒裂解疫苗,Wind
3777,2018-10-24,10月24日 主力资金近三日都在买这些概念股,每日经济新闻
3778,2018-10-23,【超级大单】 10月23日 24只个股特大单净流入超亿元,每日经济新闻
3779,2018-10-23,招商证券：血制品主要品种批签发加快 行业仍将处高景气度,e公司
3780,2018-10-22,财融汇·个股研报精选,财通证券融资融券部
3781,2018-10-22,"医药行业周报:政策底部明显,绩优股或反弹",西南证券
3782,2018-10-21,医药行业三季度报告：政策进入观望期，居然有这么多变化,E药经理人
3783,2018-10-19,10月19日 盘中突破半年线个股一览,每日经济新闻
3784,2018-10-18,平安研报20181018,平安研究
3785,2018-10-18,10月18日券商晨会研报汇编,证券日报
3786,2018-10-18,"生物医药行业动态跟踪报告:疫苗批签发数据跟踪,五价轮状病毒疫苗上市",平安证券
3787,2018-10-17,[传闻求证]温氏生鲜旗下店铺关店情况很多？,全景网
3788,2018-10-17,中原经济区板块股票有哪些？中原经济区板块股票汇总,益盟操盘手
3789,2018-10-17,财融汇·个股研报精选,财通证券融资融券部
3790,2018-10-17,疫苗股多数上涨 长春高新、华兰生物涨逾2%,新浪
3791,2018-10-16,179家上市药企披露业绩预告,医药观察家网
3792,2018-10-16,生物制品批签发数据季报,中财网
3793,2018-10-16,2018年10月疫苗行业季报(2018Q3)：五联苗及四价流感获批签发 4价和9价HPV供不应求,中财网
3794,2018-10-16,沃森生物早盘封跌停 成交额2.28亿元封单2727手,腾讯网
3795,2018-10-16,[买入评级]医药生物行业跟踪：新上市疫苗放量 关注流感疫苗供需缺口,中财网
3796,2018-10-16,华兰生物：单抗获批临床&疫苗盈利超预期 买入评级,太平洋证券
3797,2018-10-16,【金融工程】唐军、陈俊伟 （研究助理）、李倩云（研究助理）：中泰金工事件驱动周报主营产品涨价及冷门股效应-20181015,中泰证券研究所
3798,2018-10-16,三季报行业展望之（二）医药生物：逾七成五公司三季报预喜,投资快报
3799,2018-10-15,[看好评级]医药生物行业2018年三季报业绩前瞻：医药需求刚性 预计增长保持稳健,中财网
3800,2018-10-15,【申万宏源医药闫天一团队】20181012周观点：医药需求刚性，预计增长保持稳健——医药生物行业2018年三季报业绩前瞻,申万投资健康
3801,2018-10-15,医药健康行业周报：科伦药业产业布局深度点评,中财网
3802,2018-10-15,华兰生物：目前国内的四价流感疫苗为公司独家供应,Wind
3803,2018-10-15,47股获券商买入评级，利亚德目标涨幅达153.49%,Wind
3804,2018-10-15,【太平洋证券今日早读】固收：利率债短端机会更大，密切关注政策转向的可能性|华兰生物、联得装备公司点评20181015,太平洋证券研究
3805,2018-10-14,华兰生物儿童四价流感完成审评 成人四价流感已批签发170万支,e公司
3806,2018-10-12,康泰生物三季报净利预增153% 生物疫苗行业几家欢喜几家愁,e公司
3807,2018-10-12,医药行业：医药板块整体承压 推荐低估值个股,金融界
3808,2018-10-12,巨丰热点：抗肿瘤药物纳入医保目录 部分药业股呈现市场活跃,巨丰财经
3809,2018-10-11,华兰生物：参股公司获RANKL单抗临床试验批件,e公司
3810,2018-10-11,财融汇·个股研报精选,财通证券融资融券部
