,2021-12-31,制药行业火热收官，中药板块领涨，龙头片仔癀遇冷「制药行业周榜」,华夏时报
2328,2018-08-28,医疗保健：业绩驱动医药指数底部反转 荐2股,东吴证券
2329,2018-08-28,[买入评级]片仔癀(600436)点评：主动营销推动片仔癀核心产品持续放量 量价齐升逻辑驱动公司业绩稳步高速增长,中财网
2330,2018-08-28,[推荐评级]医药行业周报：理性看待药监人事变化 积极布局估值切换行情,中财网
2331,2018-08-28,[强烈推荐评级]片仔癀(600436)半年报点评：中报业绩高增长略超市场预期 强者恒强上升状态有望持续,中财网
2332,2018-08-28,188股获券商买入评级 天顺风能目标涨幅达133.42%,Wind
2333,2018-08-27,[买入评级]片仔癀(600436)中报点评：推进体验馆布局 扩大品牌推广,中财网
2334,2018-08-27,[强于大市评级]医药生物行业研究周报：半年报披露进入最后“冲刺”阶段 紧跟“业绩”,中财网
2335,2018-08-27,[审慎推荐-A评级]片仔癀(600436)中报点评：业绩高速增长 片仔癀系列提价预期仍在,中财网
2336,2018-08-27,[增持评级]医药生物行业周报：再次强调可适度乐观 择机布局优质公司,中财网
2337,2018-08-27,[审慎增持评级]片仔癀(600436)中报点评：片仔癀表现靓丽 两翼产品增厚业绩,中财网
2338,2018-08-27,[买入评级]片仔癀(600436)中报点评：业绩符合预期 工业各品类均快速增长,中财网
2339,2018-08-27,[推荐评级]片仔癀(600436)中报点评：业绩略超预期 主打产品继续放量增长,中财网
2340,2018-08-27,[增持评级]片仔癀(600436)半年报点评：片仔癀销量持续高增长 日化业务继续高速发展,中财网
2341,2018-08-27,[中性评级]深度*行业*医药生物行业周报：维持龙头白马配置 关注长期调整处于底部区域品种,中财网
2342,2018-08-27,"【西南医药朱国广团队】片仔癀（600436）海外销量增长恢复,业绩持续超预期",国广有话说
2343,2018-08-27,【浙商医药】片仔癀（600436）：继续保持快速增长，经营质量稳步提升,浙商证券研究所
2344,2018-08-26,"【华泰医药代雯团队】片仔癀 (600436, 买入) 中报点评：全面步入收获期",谈医论股丨华泰医药
2345,2018-08-26,【天风医药】片仔癀：销量持续高增长，日化业务继续高速发展,思医辨药
2346,2018-08-24,片仔癀：上半年净利同比增43% 获证金公司增持,e公司
2347,2018-08-24,片仔癀：上半年净利润同比增42.55%,Wind
2348,2018-08-24,“黑天鹅”事件影响继续 医药A股千亿市值企业仅剩两家,制药网
2349,2018-08-21,[优于大市评级]医药与健康护理行业深度报告：震荡格局下 如何看待医药板块未来,中财网
2350,2018-08-20,东吴医药行业周观点：中报季医药行业价值凸显 重点推荐长春高新、我武生物等消费升级标的,中财网
2351,2018-08-20,[推荐评级]医药行业周报：调整后 自下而上的机会已愈发显著,中财网
2352,2018-08-20,片仔癀缩窄跌幅至4.3% 此前一度大跌9.86%,新浪
2353,2018-08-20,片仔癀午后异动重挫9.73%报91.09元成交4.72亿元振幅9.85%,腾讯网
2354,2018-08-20,医药生物行业周报：医保基金收入首次负增长?,中财网
2355,2018-08-20,[强于大市评级]医药生物行业周报：致敬行业变革者 医药长期健康大发展趋势不变,中财网
2356,2018-08-20,这些中成药，价格已暴涨！,赛柏蓝
2357,2018-08-20,"医药生物行业周报:中报密集披露阶段,把握绩优主线",浙商证券
2358,2018-08-14,[推荐评级]医药行业周报：论带量采购的影响与投资策略,中财网
2359,2018-08-14,1万元买了20粒并使用一个疗程后，说说我对片仔癀的疑惑,阿尔法工场
2360,2018-08-14,"医药生物行业周报:政策波动加剧,医改持续推进",浙商证券
2361,2018-08-07,医药生物行业周报:中报季关注绩优创新标的,浙商证券
2362,2018-08-06,医疗保健：板块大面积回调下关注低估值高增长品种 荐10股,中银国际
2363,2018-08-02,市况低迷时迭创新高什么样的股票能穿越熊途一路走牛,金融界
2364,2018-07-31,[推荐评级]医药行业周报：论医药回调后的投资机会,中财网
2365,2018-07-30,[看好评级]医药生物行业周报：阶段性调整中关注绩优主线,中财网
2366,2018-07-30,[增持评级]医药生物周报：建议关注中报表现 短期防御配置低估值流通,中财网
2367,2018-07-30,[强于大市评级]医药生物行业研究周报：优选中报业绩优异标的 布局估值切换行情,中财网
2368,2018-07-29,医疗保健：国内创新药有望逐步进入兑现期 荐7股,中泰证券
2369,2018-07-26,解码百元股 逾九成业绩向好,北京商报
2370,2018-07-23,[中性评级]深度*行业*医药行业周报：MAH生产流通环节权责细化 全面推行在即,中财网
2371,2018-07-23,医药行业周观点：消费升级驱动自主消费品种持续爆发 中报季推荐相关业绩爆发标的我武生物、长春高新以及OTC版块,中财网
2372,2018-07-23,[推荐评级]医药行业周报：看好泛消费升级+医药商业 选择政策避风港中的细分龙头,中财网
2373,2018-07-23,[增持评级]医药生物行业周报：建议关注低估值、预期改善的医药流通板块,中财网
2374,2018-07-23,[强于大市评级]医药生物行业研究周报：震荡行情持续 建议关注中报绩优股,中财网
2375,2018-07-20,医药行业点评：从药店角度看品牌OTC企业的第二春,中财网
2376,2018-07-19,[推荐评级]片仔癀(600436)跟踪点评：半年度业绩快报维持高增长,中财网
2377,2018-07-19,70股获券商买入评级 完美世界目标涨幅达51.11%,Wind
2378,2018-07-19,【东吴晨报0719】【行业】社服【个股】片仔癀、太阳纸业、恩华药业,东吴研究所
2379,2018-07-19,华大基因二跌停 看广告还是看疗效？,央视
2380,2018-07-19,"片仔癀2018半年度业绩快报点评:中报业绩略超预期,产品量价齐升推动业绩高增长",光大证券
2381,2018-07-18,【片仔癀】18H1快报点评：中报业绩略超预期，产品量价齐升推动业绩高增长,医心医意要健康
2382,2018-07-18,数据王：3大行业资金净流出近百亿 后市操作短线为宜,巨丰财经
2383,2018-07-18,[买入评级]片仔癀(600436)公告点评：淡季不淡,中财网
2384,2018-07-18,[买入评级]片仔癀(600436)公司点评：收入增长37.15% 归母净利润增长42.88% 量价齐升驱动公司业绩增长超预期,中财网
2385,2018-07-18,片仔癀：业绩增速快 确定性成长,西南证券
2386,2018-07-18,公告现大利好 周三8股有望大涨,中财网
2387,2018-07-18,盘前必读公告：这些潜力股不容错过！,巨丰财经
2388,2018-07-18,【浙商医药】片仔癀2018年半年度业绩快报点评,浙商证券研究所
2389,2018-07-17,7月17日晚间上市公司十大重磅公告,巨丰财经
2390,2018-07-17,今日晚间重要业绩预告速读,第一财经
2391,2018-07-17,片仔癀：上半年净利润同比增42.88%（快报）,Wind
2392,2018-07-17,片仔癀：上半年净利6.19亿元 同比增43%,e公司
2393,2018-07-17,[增持评级]医药生物行业周报：反弹紧握“创新+升级”主线 继续强调品牌OTC回暖机会,中财网
2394,2018-07-16,火爆电影催生医药主题继续活跃,红周刊
2395,2018-07-16,片仔癀：7月13日融资余额为10.93亿元，较前一日骤增5.72%,Wind资讯
2396,2018-07-16,[强于大市评级]医药生物行业研究周报：中报行情持续 从“业绩”角度筛选优质标的,中财网
2397,2018-07-13,数据王：场内资金跷跷板效应明显 两大板块两种策略,巨丰财经
2398,2018-07-12,片仔癀涨1.03%，创近1个月新高，报119.65元,腾讯网
2399,2018-07-11,片仔癀涨1.01%，创近1个月新高，报117.89元,腾讯网
2400,2018-07-11,片仔癀涨0.69%，创近1个月新高，报117.51元,腾讯网
2401,2018-07-11,中药智造十年计划启动现配置机会 六股掘金,证券日报
2402,2018-07-10,[看好评级]医药生物行业2018年中报业绩前瞻：医疗需求刚性 重点关注稳健成长和“流量入口”型公司,中财网
2403,2018-07-10,片仔癀涨2.59%，创近1个月新高，报116.84元,腾讯网
2404,2018-07-10,[推荐评级]医药生物行业2018年中报业绩前瞻：重点覆盖公司中报业绩前瞻：关注2季度增速加快个股,中财网
2405,2018-07-10,[推荐评级]医药行业周报：布局政策免疫品种 推荐二线细分龙头,中财网
2406,2018-07-10,"医药行业周报:《我不是药神》引热议,持续看好创新药板块",西南证券
2407,2018-07-04,[优于大市评级]医药与健康护理行业月报：弱市之下 寻找中报确定性,中财网
2408,2018-07-03,2018年7月医药行业投资策略：目前 对医药可以更乐观点,中财网
2409,2018-07-03,[推荐评级]医药行业2018年7月份投资月报：风雨后见彩虹 积极布局中报行情,中财网
2410,2018-07-03,7月3日早间行业热点聚焦,中证网
2411,2018-07-03,[推荐评级]医药行业周报：长期配置核心资产 短期关注高增速个股的估值切换,中财网
2412,2018-07-02,片仔癀：具备持续提价能力 量价齐升逻辑得到验证,中证网
2413,2018-07-02,7月2日午间行业热点聚焦,中证网
2414,2018-07-02,[增持评级]医药生物行业周报：进入中报预告期 关注Q2业绩确定性,中财网
2415,2018-07-02,片仔癀涨3.73%，创近1个月新高，报116.10元,腾讯网
2416,2018-07-02,医药行业周报:把握医药中报行情带来的超额收益,西南证券
2417,2018-07-01,医药行业2018 年半年报业绩前瞻【周观点|长江医药0701】,长江医药小组
2418,2018-06-29,[强于大市评级]深度*行业*医药生物行业2018年中期策略：调整之后板块出现战略性买入机会,中财网
2419,2018-06-29,[推荐评级]医药生物行业2018年中期投资策略：给确定性溢价 增长为王,中财网
2420,2018-06-28,[看好评级]医药行业2018年中期投资策略：医药一枝独秀上半年全面牛 短暂调整后下半年看结构牛行情,中财网
2421,2018-06-27,2017中药材流通报告：TOP20品种价格均涨101%,医药经济报
2422,2018-06-27,[推荐评级]医药行业周报：什么是股市波动中的避风港-安全性+确定性板块,中财网
2423,2018-06-26,[强于大市评级]医药行业周报：医药调整进入尾声 板块估值吸引力初现,中财网
2424,2018-06-25,"医药生物行业周报:回调后医药优势显现,确定性龙头是首选",光大证券
2425,2018-06-24,股价回调恰逢其时 医药行业逻辑未变,巨丰财经
2426,2018-06-22,医药行业周报：医药指数调整 择机布局高景气度子行业,中财网
2427,2018-06-22,【中期策略重点公司】片仔癀：消费升级推动量价齐升，业绩高速增长,微信
2428,2018-06-21,[增持评级]片仔癀(600436)深度研究：日化板块稳健成长 增速可期,中财网
2429,2018-06-21,[推荐评级]医药行业周报：长期逻辑稳定 优质标的受益集中度提升,中财网
2430,2018-06-21,6月21日实战攻略+个股狙击,财经
2431,2018-06-20,医药生物行业周报:关注绩优防御性标的,浙商证券
2432,2018-06-19,"医药生物行业周报:弱市下建议紧握确定性龙头,以时间换空间",光大证券
2433,2018-06-12,[推荐评级]医药行业周报：谈龙头的持续上涨与二线品种的机会,中财网
2434,2018-06-11,“吃吃喝喝”概念股风光无限 品牌消费品受宠,股城网
2435,2018-06-11,"医药行业周报(6.4-6.10):医药指数波动,不改变医药牛市趋势",西南证券
2436,2018-06-08,"医药生物行业周报:政策加码,重视创新药、医疗器械与消费升级",中证网
2437,2018-06-06,"医药生物行业周报:行情波动加剧,关注质优标的",浙商证券
2438,2018-06-05,创业板终爆发 上方缺口回补成目标,证券之星
2439,2018-06-05,6月5日早间行业热点聚焦,中证网
2440,2018-06-04,[增持评级]医药与健康护理行业月报：分化加剧中寻找确定性支撑,中财网
2441,2018-06-04,深度*行业*医药行业周报：短期规避系统性风险 中长期不改行业上涨逻辑,中财网
2442,2018-06-04,[推荐评级]医药行业周报：市场震荡调整 看好优质标的可持续成长性,中财网
2443,2018-06-04,[强于大市评级]医药行业周报：医药指数波动 不改2018年医药牛市,中财网
2444,2018-06-04,融资客青睐12股，铜峰电子买入占比高达50.57％,Wind
2445,2018-06-03,片仔癀还能涨吗？,搜狐
2446,2018-06-02,A股迈入新时代 部分成份股值得期待！,巨丰财经
2447,2018-05-31,片仔癀年报推10派4.3元 股权登记6月7日,金融界
2448,2018-05-31,[推荐评级]医药生物行业事件点评：国家医疗保障局成立 结构化行情长期持续,中财网
2449,2018-05-31,249.03亿元! 片仔癀位列《2018年中华老字号品牌价值榜》第二位,中投网
2450,2018-05-31,医药股泡沫破了？,环球老虎财经
2451,2018-05-31,MSCI权重越大越吸金？资金冲击度了解一下,巨丰财经
2452,2018-05-31,[增持评级]医药板块未来投资趋势探讨(医药与健康护理行业)：浪潮之巅,中财网
2453,2018-05-30,片仔癀：福建片仔癀经营范围涉及到部分茶类产品,Wind
2454,2018-05-30,强势股上演补跌潮 这类股估值远高于平均水平(名单),中财网
2455,2018-05-30,医药板块涨了半年 A股“吃药”就此终结？,北京日报
2456,2018-05-30,[增持评级]片仔癀(600436)公司专题研究：体验馆对片仔癀有何意义?,中财网
2457,2018-05-30,巨丰早评：利空接踵而来 A股将面临考验,巨丰财经
2458,2018-05-30,片仔癀放量跌停,中证报
2459,2018-05-29,医药大牛股遭遇跌停 这到底是什么情况？,和讯
2460,2018-05-29,破冰论股：沪指五连阴 次新开板局部个股存投资机会,金融界
2461,2018-05-29,图穷匕见——片仔癀历史天量跌停 医药股行情终结！,金融界
2462,2018-05-29,巨丰收评：强势股杀跌致大盘五连阴,巨丰财经
2463,2018-05-29,快讯：医药板块尾盘集体杀跌 片仔癀一度跌停,新浪
2464,2018-05-29,医药股午后集体杀跌，海辰药业、正海生物相继跌停,Wind
2465,2018-05-29,快讯：片仔癀午后闪崩大跌近9%,新浪
2466,2018-05-29,片仔癀午后闪崩大跌逾8%,Wind
2467,2018-05-29,38只个股创历史新高 集中在两大行业,中证报
2468,2018-05-29,巨丰早评：市场超跌后必有反弹,巨丰财经
2469,2018-05-29,百元股阵营扩容 消费板块占半壁江山,证券时报
2470,2018-05-29,创历史新高股集中在两大行业 两类股有望续涨,证券日报
2471,2018-05-28,巨丰收评：吃药喝酒成弱市亮点 规避一类股风险,巨丰财经
2472,2018-05-28,[强于大市评级]医药行业周报：看好医药板块 持续推荐疫苗板块及蓝帆医疗,中财网
2473,2018-05-28,"医药行业周观点:医药行业估值仍低于历史平均水平,上市公司业绩持续好转,医药行业仍具备上涨空间",东吴证券
2474,2018-05-26,中药龙头企业长期投资价值显现,和讯
2475,2018-05-26,融资客斥资近300亿元买入448只标的股,证券日报
2476,2018-05-24,片仔癀今日大宗交易成交9.35万股，成交价105.27元折价10.39%,Wind资讯
2477,2018-05-24,涨价+成长 冬虫夏草概念迎配置良机,中证报
2478,2018-05-24,《红色名录》提振冬虫夏草概念股 6只个股迎配置良机,证券日报
2479,2018-05-23,看好中国｜健康中国——支持医药行业向好因素犹存,巨丰财经
2480,2018-05-22,36只医药股创历史新高 8只比药明康德便宜、盈利更强,金融界
2481,2018-05-22,5月22日午间行业热点聚焦,中证网
2482,2018-05-22,[看好评级]医药生物行业周报：持续关注绩优龙头和创新药相关企业,中财网
2483,2018-05-22,[强于大市评级]生物医药行业周报：继续深挖低估值滞涨细分领域龙头,中财网
2484,2018-05-22,"医药行业周报:持续看好医药板块,推荐疫苗板块及蓝帆医疗",西南证券
2485,2018-05-22,"医药生物行业:加强注射剂现场检查,关注医药不正当竞争",国联证券
2486,2018-05-21,“入摩”名单重磅发布 医药股或成最大赢家,金融界
2487,2018-05-21,后期配置把握三大主线：,国元证券订阅号
2488,2018-05-21,"医药行业每周观点:从三个方向继续深挖医药投资机会,重点推荐万孚生物、葵花药业等优质标的",安信证券
2489,2018-05-21,"医药行业周观点:短暂波动不改医药行业以业绩为基础,以长期逻辑为空间的慢牛行情",东吴证券
2490,2018-05-19,A股入摩名单确定234只个股你该买谁？,巨丰财经
2491,2018-05-19,市场中期趋势难改 部分成份股存炒作预期,巨丰财经
2492,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
2493,2018-05-19,跟随偏股型公募基金赚钱脚步 发掘价值投资潜力股,证券日报
2494,2018-05-17,午间研报精选：近期可关注怡亚通等3股,和讯
2495,2018-05-17,[强烈推荐评级]片仔癀(600436)深度报告：量价齐升 扩土开疆-中药消费品新极点,中财网
2496,2018-05-17,巨丰早评：大盘走势反复拉锯,巨丰财经
2497,2018-05-17,12只中药股股价创年内新高 3家公司净利连续十年增长,证券日报
2498,2018-05-16,[强于大市评级]部分医药个股纳入MSCI点评(医药生物行业)：医药部分个股纳入MSCI 看好长期价值,中财网
2499,2018-05-16,A股吃药喝酒炒次新 市场缺少一锤定音板块,中财网
2500,2018-05-16,同一天！17家药企被纳入MSCI指数,制药网
2501,2018-05-16,MSCI新增11股大有来头：全是行业龙头这家涨得最少,顶尖财经网
2502,2018-05-15,[看好评级]医药生物行业周报：海外创新药陆续进入国内 创新大势不减,中财网
2503,2018-05-15,最新MSCI成分股今年以来表现如何：片仔癀大涨61%居首，新华保险跌33%排末尾,每日经济新闻
2504,2018-05-14,[推荐评级]医药行业周报：医药长线成长性不变 关注细分领域政策利好,中财网
2505,2018-05-14,[强于大市评级]医药行业周报：医药行业牛市趋势不改 调整即是买入良机,中财网
2506,2018-05-14,北上资金杀“回马枪”？一批白马股重获增持！这家公司被减持近9亿,--
2507,2018-05-11,这一行业，十年金身不破，机构争相推荐,--
2508,2018-05-11,[强于大市评级]医药生物2017年年报和2018年一季报总结：医药生物行业盈利能力稳步提升 重点推荐创新药、高端医疗器械、大健康消费和疫苗,中财网
2509,2018-05-11,5月11日早间行业热点聚焦,中证网
2510,2018-05-10,[看好评级]医药生物行业周报：行业政策落地持续推进,中财网
2511,2018-05-10,"片仔癀:一季度业绩再超市场预期,增长势头锐不可当",正点财经
2512,2018-05-10,"片仔癀:业绩超预期,渠道扩张,驱动片仔癀系列保持快速增长",正点财经
2513,2018-05-10,医药生物行业点评：从药店角度看品牌OTC企业的第二春,中财网
2514,2018-05-10,[推荐评级]医药生物行业周报：增长确定 继续增持,中财网
2515,2018-05-09,东吴医药行业周观点：HPV 9价疫苗8天评审通过、抗癌药物大幅减税 从研发评审到支付优惠 政策全面鼓励药品创新,中财网
2516,2018-05-09,[推荐评级]医药生物行业2018年一季报和2017年业绩回顾：板块增速回升 关注优质白马及高成长个股,中财网
2517,2018-05-09,[优于大势评级]医药生物行业深度报告：行业持续改善 18Q1迎来小爆发,中财网
2518,2018-05-09,[推荐评级]医药行业周报：继续看好 建议加配二线细分龙头,中财网
2519,2018-05-08,[强于大市评级]医药行业周报：中美贸易摩擦持续看好医药牛市 推荐智飞生物、康泰生物、贝瑞基因等,中财网
2520,2018-05-08,[增持评级]联讯医药行业2017年报及2018Q1季报总结：行业整体扣非净利增速下降 业绩明显分化下关注结构性机会,中财网
2521,2018-05-08,中金发布MSCI调整预测，大约有229只A股或被纳入,证券时报
2522,2018-05-08,[增持评级]医药与健康护理行业月报：积极拥抱医药 业绩、估值与政策叠加共振,中财网
2523,2018-05-07,[强于大市评级]医药行业2017年年报及2018年一季报总结：18Q1业绩加速明显 支持医药板块持续牛市,中财网
2524,2018-05-07,[看好评级]医药生物行业周报：降价控费再下一城 政策落地提速,中财网
2525,2018-05-07,[推荐评级]医药生物行业事件点评报告：2017年&2018年Q1医药财报分析靓丽业绩开端 中长期更值得期待,中财网
2526,2018-05-07,[强于大市评级]医药生物行业研究周报：医药浪潮有望填平低估洼地 消费升级盛夏高潮迭起,中财网
2527,2018-05-07,[审慎增持评级]片仔癀(600436)季报点评：核心品种持续放量 业绩再超预期,中财网
2528,2018-05-07,东吴：医药上市企业业绩稳步提升 行业向上趋势显著,金融界
2529,2018-05-02,行情太沉闷？那是你没看到亮点：这类股已走出3个月翻倍的牛市行情（名单）！,每日经济新闻
2530,2018-04-28,【医药概念股】17家医药公司连续五个季度净利润增幅超20%,证券日报
2531,2018-04-28,医药生物行业呈现稳定的成长性 六股人气旺,证券日报
2532,2018-04-28,我与片仔癀的投资故事,红周刊
2533,2018-04-27,数据王：3只白马股遭弃！这些医药股却逆市创出新高,巨丰财经
2534,2018-04-27,医药股全面拉升，永安药业、白云山涨停,Wind
2535,2018-04-26,片仔癀：一季度净利增逾四成 证金新进前十大股东,e公司
2536,2018-04-26,片仔癀：一季度净利润同比增44.07%,Wind
2537,2018-04-26,证金新进片仔癀前十大股东 多家公司公布业绩,中金在线
2538,2018-04-25,券商评级:沪指收盘小幅下挫 9股掘金良机,证券之星
2539,2018-04-25,[推荐评级]医药行业周报：机构配置提升 性价比仍有优势,中财网
2540,2018-04-24,医疗保健：港股新规推动创新医药公司上市 荐10股,中银国际
2541,2018-04-24,极具成长空间 5股现黄金买点,中财网
2542,2018-04-24,[买入评级]片仔癀(600436)年报点评：品牌建设成效显著 增长不断超出预期,中财网
2543,2018-04-24,东吴医药行业周观点：重点推荐医药细分领域业绩显著向上的OTC板块 建议关注片仔癀、济川药业、葵花药业等,中财网
2544,2018-04-24,申万宏源晨会纪要-180424,申万宏源
2545,2018-04-23,[增持评级]医药生物行业周报：在整体市场调整中建议积极关注医药板块的优质公司,中财网
2546,2018-04-23,[强于大市评级]医药行业周报：市场波动首选医药 重点推荐乐普医疗、恒瑞医药等,中财网
2547,2018-04-23,[领先大市-A评级]医药行业每周观点：继续关注Q1业绩超预期和业绩落地支撑盈利向上 以及白马股调整带来投资机会,中财网
2548,2018-04-23,[强于大市评级]医药生物行业研究周报：板块估值持续消化 抓住成长股机遇,中财网
2549,2018-04-19,基金提前布局享收益 加仓多只医药股,金融投资报
2550,2018-04-17,[推荐评级]医药行业周报：理性解读政策 继续看好Q2行情,中财网
2551,2018-04-17,[审慎增持评级]片仔癀(600436)年报点评：借力消费升级 核心品种表现靓丽,中财网
2552,2018-04-17,4月17日午间机构研报精选 10股值得关注,证券时报网
2553,2018-04-17,[看好评级]医药生物行业2018年一季报业绩前瞻：稳健增长 分化明显 重点关注优质成长与稳健价值,中财网
2554,2018-04-17,申万宏源晨会纪要-180417,申万宏源
2555,2018-04-17,"片仔癀:业绩高速增长,主导产品量价齐升",东北证券
2556,2018-04-17,"片仔癀:归母净利润同比增长50.53%,看好未来三年量价齐升",申万宏源
2557,2018-04-16,[增持评级]片仔癀(600436)年报点评：2017年业绩惊艳 2018年发展态势有望继续向好,中财网
2558,2018-04-16,[买入评级]片仔癀(600436)年报点评：核心品种量价齐升 营销创新推进快速成长,中财网
2559,2018-04-16,[增持-A评级]片仔癀(600436)年报点评：业绩符合预期 提价有望持续 量价齐升实现快速增长,中财网
2560,2018-04-16,知识产权保护五领域展现“中国智慧” 知识产权概念股一览,南方财富网
2561,2018-04-16,[推荐评级]片仔癀(600436)年报点评：业绩超预期 主打产品量价齐升逻辑不变,中财网
2562,2018-04-16,"片仔癀:片仔癀“量”“价”双升逻辑确认,2017年业绩增长50.5%,超预期",东吴证券
2563,2018-04-16,"片仔癀:全年业绩快速增长,跨入发展新时期",证券之星
2564,2018-04-15,4月15日晚间上市公司十大重要公告一览,巨丰财经
2565,2018-04-15,晚间重要公告：重庆百货尚未与阿里系商谈混改,Wind
2566,2018-04-15,片仔癀披露年报：营业收入同比增长60.85%,股城网
2567,2018-04-15,片仔癀2017年营收增六成净利润增五成,顶尖财经网
2568,2018-04-15,片仔癀：2017年净利8.07亿元 同比增5成,e公司
2569,2018-04-15,片仔癀：量价齐升实现快速增长 增持评级,安信证券
2570,2018-04-13,医药股获资金追捧显防御本色 六股成摇钱树,证券之星
2571,2018-04-12,巨丰资金流向：两市缩量调整延续 多元金融盘中崛起,巨丰财经
2572,2018-04-11,赢在营销创新:片仔癀药业营销管理获殊荣,苏南网
2573,2018-04-10,[推荐评级]医药生物行业周报：仿制药获政策进一步支持 进口替代加速,中财网
2574,2018-04-09,[买入评级]深度*行业*医药行业周报：国务院出台政策支持优质仿制药 将加快进口替代,中财网
2575,2018-04-09,[强于大市评级]医药生物行业研究周报：医药配置价值仍在 细分龙头贯穿始终,中财网
2576,2018-04-09,[推荐评级]医药生物行业周报：中美贸易摩擦加剧 继续加仓医药,中财网
2577,2018-04-08,[推荐评级]医药行业重点公司2018年一季报业绩前瞻：聚焦一季报 关注创新+升级主线,中财网
2578,2018-04-08,[推荐评级]医药行业2018年4月份投资月报暨Q2季度策略：创新+升级 从初春到盛夏,中财网
2579,2018-04-05,年报透露医药股的三大投资机会,中财网
2580,2018-04-04,[看好评级]医药生物行业周报：行业拐点大年 关注受益标的,中财网
2581,2018-04-04,[推荐评级]医药生物行业周报：新时代序幕 战略重配医药,中财网
2582,2018-04-04,中药板块逆市上涨防御性凸显 5只成长股被低估受关注,证券日报
2583,2018-04-03,[强于大市评级]深度*行业*医药行业周报：溢价率处于13百分位 加配创新药械/服务/连锁药店,中财网
2584,2018-04-03,[强于大市评级]医药行业周报：医药指数持续创新高 把握医药结构化牛市,中财网
2585,2018-04-03,[强于大市评级]医药生物行业投资策略：从工业数据窥见医药行业配置意义与投资价值,中财网
2586,2018-03-30,片仔癀：3月29日融资余额为7.34亿元，较前一日骤增5.83%,Wind资讯
2587,2018-03-28,[推荐评级]医药生物行业周报：防御首选 重配医药,中财网
2588,2018-03-27,[推荐评级]医药行业周报：三把“火”有望催化医药“大年”,中财网
2589,2018-03-27,医药生物行业周报:关注医药板块防御性机会,证券之星
2590,2018-03-26,"10万亿潜力的大健康产业中,哪些上市公司最会赚钱?先看这46家",银行信息港
2591,2018-03-26,医疗保健：生物科技带动板块热度持续上升 荐10股,和讯
2592,2018-03-21,[推荐评级]医药生物行业周报：大幅反弹之后 寻找新的估值支撑,中财网
2593,2018-03-21,【浙商医药】行业点评：行业拐点元年，创新提速，强者恒强,浙商证券研究所
2594,2018-03-21,浙商早班车2018.03.21,浙商证券研究所
2595,2018-03-21,关于2018年度与漳州片仔癀上海家化口腔护理有限公司日常关联交易的议案,证券日报
2596,2018-03-21,医药生物行业周报:坚持业绩可持续快速增长更具长期投资价值,山西证券
2597,2018-03-20,最高62.54%！一季度恒瑞、科伦、中国生物制药等医药股疯涨！背后逻辑是什么？,E药经理人
2598,2018-03-20,中药企业能否冲出“被涨价”怪圈？,中国医药报
2599,2018-03-20,早安！方正最新观点20180320,方正证券研究
2600,2018-03-20,【医药丨周小刚】我武生物(300357)：国内过敏免疫治疗龙头，消费升级与医生认可度提升助推公司高速发展,方正证券研究
2601,2018-03-19,[推荐评级]医药行业周报：医改新猜想 行业新机会,中财网
2602,2018-03-19,[推荐评级]医药生物行业周报：医药行业迎来全新发展机遇,中财网
2603,2018-03-19,[强于大市评级]聚焦-产品竞争力系列(医药生物行业)：片仔癀 深厚底蕴的国之瑰宝,中财网
2604,2018-03-19,[强于大市评级]医药生物行业研究周报：医药部委体系调整 改革箭在弦上,中财网
2605,2018-03-19,[领先大市-A评级]医药行业每周观点：把握结构性机会 短中期密切关注业绩超预期和年报业绩落地支撑盈利向上的个股,中财网
2606,2018-03-19,[看好评级]PHARMACEUTICAL：PROMISING INVESTMENT THEMES IN PHARMACEUTICAL INDUSTRY：DRUG PRODUCERS CONSUMP.,中财网
2607,2018-03-18,医疗保健：重仓医药正当时 荐8股,西南证券
2608,2018-03-18,医疗保健：短中期密切关注业绩超预期和年报业绩落地支撑盈利向上的个股 荐8股,安信证券
2609,2018-03-18,蓝筹股年度业绩分化 机构持仓注重成长性(名单),红周刊
2610,2018-03-17,互联网+一周精选丨微软发力医疗AI 联合阿波罗医院开发心脏病诊断算法,新浪医药
2611,2018-03-16,医药股“闷声发财”擒消费升级方得奇兵,中证网
2612,2018-03-15,喜讯！片仔癀获国家一级中药保护品种延期,中金在线
2613,2018-03-15,[买入评级]片仔癀(600436)动态点评：春势喜人,中财网
2614,2018-03-15,[推荐评级]医药生物行业快评：职能部门完成顶层框架设计 看好部分细分行业发展机会,中财网
2615,2018-03-15,近期46公司创历史新高 中小创占比多医药股最强,投资快报
2616,2018-03-15,多公司创新高 中小创医药股占比多,投资快报
2617,2018-03-15,【华泰证券研究所】每日晨会启明星20180315,华泰证券研究所
2618,2018-03-14,医药行业日报：《药物注射剂研发技术指导意见》将发布,中财网
2619,2018-03-13,沪深上市公司18年3月13日晚间上市公司重要公告,全景网
2620,2018-03-13,公告精选：深深房A延期复牌；龙大肉食公告泄露生猪价格大跌,e公司
2621,2018-03-13,片仔癀：4999万港元增资片仔癀电商国际贸易香港公司,e公司
2622,2018-03-13,[看好评级]医药生物行业周报：关注维生素板块投资机会,中财网
2623,2018-03-13,【医药*全铭团队】坚定看好医药行业的向上拐点机会，建议增配医药,东吴研究所
