,2021-12-31,2021协同办公市场规模超500亿，为何大型政企更偏爱“收费”的360织语？,Ofweek
2438,2018-12-11,"电子行业:苹果发布快冲新产品,关注手机存量替换技术",东北证券
2439,2018-12-10,机械制造：OPEC+减产改善油服预期 荐5股,中银国际
2440,2018-12-10,"机械设备行业:轨交投资维持高位,持续推荐“黑五”数据亮眼的龙头科沃斯",东北证券
2441,2018-12-07,【机械】王华君、朱荣华、许忠海（研究助理）：半导体设备：中国成全球最大市场，龙头受益自主可控-20181206,中泰证券研究所
2442,2018-12-06,财闻点金：我国投资规模最大国家级商业航天项目启动,巨丰财经
2443,2018-12-04,"北方华创:预收账款创新高,国产设备发展进入快车道",中证网
2444,2018-12-04,【机械/电子-北方华创(002371)】王华君、朱荣华、张欣：半导体设备龙头：迎战略机遇期！20181203,中泰证券研究所
2445,2018-12-03,机构评级精选：低估明显 两大芯片龙头获机构买入评级,巨丰财经
2446,2018-11-25,机械制造：轨交行业投资维持高位 荐8股,东北证券
2447,2018-11-23,电子行业100份业绩预告 近七成公司年报预喜,投资快报
2448,2018-11-21,"北方华创:半导体设备龙头业绩翻倍,成长逻辑逐步验证",中证网
2449,2018-11-20,长江电子|步入18年尾声，关注5G进展,长江电子
2450,2018-11-19,"机械行业周报:行业估值趋向低点,建议关注估值合理的优质成长股",平安证券
2451,2018-11-16,巨丰周报：题材遍地开花 A股剑指箱体上沿,巨丰财经
2452,2018-11-14,电子行业周报:iPhone或采用新天线技术12寸硅晶圆价格有望持续走高,上海证券
2453,2018-11-13,"北方华创:晶圆制造扩产拉动业绩,光伏平价上网加码成长",上海证券
2454,2018-11-06,“绩优生”扎堆建筑材料等三行业 8只个股被机构推荐,证券日报
2455,2018-11-05,169家上市公司预告全年净利翻倍，705只“慧眼”基金早已悄悄布局,证券日报
2456,2018-10-30,联讯证券：北方华创增持评级,联讯证券
2457,2018-10-30,【机械】北方华创：业绩稳步增长，半导体设备龙头公司在成长,中银国际证券研究
2458,2018-10-30,半导体板块直线下坠，北方华创逼近跌停,Wind
2459,2018-10-29,北方华创：三季报持续高增长，看好半导体设备业务成长【国信机械】,机械老司机
2460,2018-10-29,【光大电子杨明辉团队】北方华创：业绩维持高增长，半导体设备国产化将迎黄金机遇期——2018年第三季度报告点评,杨明辉电子
2461,2018-10-28,【安信电子孙远峰团队-北方华创三季度业绩点评】半导体设备龙头，三季度维持高速增长,远峰电子
2462,2018-10-28,半导体、电子设备：关注5G带来的投资机会,川财证券
2463,2018-10-28,机械制造：继续防守反击 关注半导体和三季报业绩较好标的,川财证券
2464,2018-10-28,机械制造：压裂设备需求强劲 荐5股,中泰证券
2465,2018-10-28,【北方华创】预收账款创新高，国产设备发展进入快车道【东吴机械陈显帆】,透视先进制造
2466,2018-10-26,北方华创：前三季度净利润同比增110.12%,Wind
2467,2018-10-25,科技股再度跳水，万兴科技、浪潮信息逼近跌停,Wind
2468,2018-10-25,【东北机械刘军/朱宇航】行业点评：9月工业机器人产量大幅下滑，优选景气度向上行业及业绩确定性公司 盈利能力下降,东北证券研究所
2469,2018-10-18,【半导体设备·全球前瞻】阿斯麦（ASML）18Q3业绩核心要点【西南陈杭|泛半导体】,半导体风向标
2470,2018-10-18,"电子行业三季报前瞻:企业成长逻辑分化,行业旺季喜忧参半",申万宏源
2471,2018-10-15,[增持评级]机械制造行业周报：核电禁令刺激自主可控 锂电设备三季报增速乏力,中财网
2472,2018-10-15,机械设备行业周报：防守反击为主 适当关注超跌和三季报业绩较好标的,中财网
2473,2018-10-15,[增持评级]机械设备行业周报：油服：回调创加仓机会!加大煤机龙头推荐!持续看好工程机械、半导体设备龙头!,中财网
2474,2018-10-10,国产芯片·大阅兵,半导体风向标
2475,2018-10-09,北方华创跌超7%，机构多空混战,Wind
2476,2018-10-09,北方华创龙虎榜数据（10月9日）,Wind
2477,2018-10-08,机械设备行业：油服 板块性大机会！力推工程机械、半导体设备龙头,中证网
2478,2018-09-27,电子行业：企业研发投入有望增加 硬实力进一步增强,金融界
2479,2018-09-27,国产芯片板块逆势走强，润欣科技涨停,Wind
2480,2018-09-26,机械制造：全行业降低企业税赋 荐5股,和讯
2481,2018-09-26,【新时代机械郭泰团队】 研发抵税专题研究：全行业降低企业税赋，进一步助力高端制造领域,机械泰通
2482,2018-09-26,131只个股有望实现中报三季报业绩双翻番,证券日报
2483,2018-09-25,美光（MU）2018年全球技术大会电话会议完整稿【西南陈杭|泛半导体】,半导体风向标
2484,2018-09-25,"电子行业:研发抵扣新政鼓励科技创新,电子产业升级前景光明",东吴证券
2485,2018-09-24,机械制造：研发费用税前扣除比例提高 荐5股,东吴证券
2486,2018-09-24,机械制造：仓位仍防御性配置 荐13股,川财证券
2487,2018-09-21,多股被上调评级 业绩增长是重要动力 6股大吸金,证券之星
2488,2018-09-21,"2018年电子板块中报梳理:电子板块维持增长,半导体板块业绩亮眼",上海证券
2489,2018-09-20,机械行业:中报业绩持续增长 周期复苏表现亮眼 成长板块景气度持续,中证网
2490,2018-09-20,"机械行业周报:CATL开启新一轮设备招标,关注锂电设备板块投资机会",平安证券
2491,2018-09-19,长江电子|苹果深化多维度创新： 客户粘性依旧，ASP有望继续提升,长江电子
2492,2018-09-18,机械行业：油服板块景气度持续 长期看好半导体装备产业发展,东北证券
2493,2018-09-17,融资客青睐29股，东方集团买入占比高达51.86%,Wind
2494,2018-09-16,机械制造：继续推荐油服能源装备 荐8股,安信证券
2495,2018-09-13,半导体板块午前跳水，捷佳伟创跌停,Wind
2496,2018-09-12,"机械设备行业:天然气稳定发展意见出台,强化油气板块确定性",东北证券
2497,2018-09-12,"机械设备行业周报2018年9月第一期:油服设备行业加速回暖,半导体设备景气周期延续",长城证券
2498,2018-09-11,28股获券商买入评级，东诚药业目标涨幅达49.40%,Wind
2499,2018-09-10,机构资金最近入驻这些股,证券时报
2500,2018-09-10,北方华创：工艺设备市场地位显著提升 订单有望持续爆发,中银国际
2501,2018-09-10,北方华创：9月7日融资余额为9.41亿元，较前一日骤降9.80%,Wind资讯
2502,2018-09-09,机械制造：从长江存储和华力微设备采购清单看半导体设备竞争格局 荐4股,广发证券
2503,2018-09-09,机械制造：继续防御性配置 荐13股,川财证券
2504,2018-09-09,机械制造：关注业绩和现金流较好标的 荐8股,川财证券
2505,2018-09-07,9月7日A股龙虎榜揭秘，机构净卖出11股,Wind
2506,2018-09-07,北方华创龙虎榜数据（9月7日）,Wind
2507,2018-09-06,185页匠心PPT，只为推一个票！,半导体风向标
2508,2018-09-05,123家公司三季报业绩有望翻番 机构扎堆推荐8只白马股,证券日报
2509,2018-09-04,机械制造：成长板块景气度持续 荐6股,中银国际
2510,2018-09-02,机械制造：激光产业持续受到资金亲睐 荐10股,和讯
2511,2018-09-02,机械制造：持续力推油服板块 荐5股,中泰证券
2512,2018-08-31,绩优基金 隐形重仓股曝光,证券时报网
2513,2018-08-29,【东北机械刘军/朱宇航】北方华创（002371）中报点评：半导体业务快速增长，看好装备龙头发展,东北证券研究所
2514,2018-08-28,[增持评级]机械设备行业周报：油服：板块性大机会!国家能源安全+业绩拐点初显! 工程机械龙头：中报业绩靓丽 持续力推!,中财网
2515,2018-08-28,[增持评级]北方华创(002371)中报点评：半导体设备增速稳定 真空设备表现亮眼,中财网
2516,2018-08-28,100只成长股研发投入比例走高 投资者更偏爱谁？,证券日报
2517,2018-08-27,[买入-A评级]北方华创(002371)中报点评：业绩符合预期 股权激励增强积极性,中财网
2518,2018-08-27,[买入评级]北方华创(002371)半年报点评：盈利能力明显改善 业绩增速有望持续,中财网
2519,2018-08-27,[推荐评级]北方华创(002371)半年报点评：业绩增长符合预期 半导体设备有望持续放量,中财网
2520,2018-08-27,[强推评级]北方华创(002371)半年报点评：净利率水平提升显著 半导体设备下半年望迎业绩集中释放,中财网
2521,2018-08-27,[强于大市评级]机械设备行业研究周报：为什么我们调高工程机械几大龙头盈利预测,中财网
2522,2018-08-27,半导体设备系列研究九：全球半导体设备并购史研究：以史为镜 可以知兴替,中财网
2523,2018-08-27,[推荐评级]北方华创(002371)中报点评：预收货款不断攀升 业绩成长确定,中财网
2524,2018-08-27,机械设备行业周报：防御性仓位 回避前期涨幅较多股票,中财网
2525,2018-08-27,[买入评级]北方华创(002371)中报点评：芯芯向荣 国产设备空间辽阔,中财网
2526,2018-08-27,【新时代机械郭泰团队】北方华创（002371.SZ）中报点评：盈利能力显著提升，公司享有进口替代广阔空间,机械泰通
2527,2018-08-27,光大证券：北方华创维持买入评级,顶尖财经网
2528,2018-08-27,【电子】北方华创：中报业绩符合预期，看好公司长远成长,中银国际证券研究
2529,2018-08-27,集成电路国产替代加速 行业龙头尽享发展红利(受益股),金融界
2530,2018-08-27,【浙商电子】北方华创（002371）中报点评20180824,浙商证券研究所
2531,2018-08-27,"北方华创:中报业绩符合预期,看好半导体设备业务成长",国信证券
2532,2018-08-26,【北方华创】业绩符合预期，看好半导体设备后续验证【东吴机械】,透视先进制造
2533,2018-08-26,长江电子|周观点 5G趋势下电子零部件持续受益,长江电子
2534,2018-08-24,北方华创：上半年净利润同比增125.44%,Wind
2535,2018-08-21,半导体行业周观点：半导体板块回调迎配置良机,中财网
2536,2018-08-21,[同步大市-A评级]机械行业周报：定调基建补短板 支撑工程机械维持景气,中财网
2537,2018-08-21,[中性评级]机械行业周报：核电产业利好不断,中财网
2538,2018-08-20,北方华创：关于有限售条件流通股上市流通的提示性公告,深交所
2539,2018-08-20,北方华创获批量采购订单,证券日报
2540,2018-08-20,[增持评级]机械制造业行业周报：车企向电池延伸利好锂电扩产 城轨审批强化基建托底预期,中财网
2541,2018-08-20,[中性评级]机械行业周报：下半年城轨建设将提速 关注城轨装备投资机会,中财网
2542,2018-08-20,[强于大市评级]机械设备行业研究周报：精选高景气下游和确定性标的 继续推荐半导体设备、油服等板块,中财网
2543,2018-08-20,"北方华创:首次股权激励完成,助力研发彰显发展信心",东吴证券
2544,2018-08-19,长江电子|周观点 新技术持续涌现，关注创新趋势,长江电子
2545,2018-08-17,[推荐评级]半导体设备行业深度报告一：政策助推+技术迭代 国产设备迎来“芯”机遇,中财网
2546,2018-08-17,[看好评级]机械行业点评：国企改革迎来催化 多家机械制造企业入选“双百企业”,中财网
2547,2018-08-17,国产芯片板块发力上攻，至纯科技涨近6%,Wind
2548,2018-08-15,北方华创首次股票期权授予完成,证券日报
2549,2018-08-15,半导体行业报告简版：信息消费升级、硅含量提升,中财网
2550,2018-08-14,半导体、电子设备：消费电子板块业绩展望较好 荐10股,国信证券
2551,2018-08-14,北方华创持续上涨,中证网
2552,2018-08-14,"跨市场新能源汽车周报(2018年第33期):7月新能源汽车销售8.4万辆,同比增长47.7%",光大证券
2553,2018-08-13,机械制造：回避前期涨幅较多的标的 荐13股,川财证券
2554,2018-08-13,[强于大市评级]机械设备行业研究周报：7月挖掘机数据持续超预期 继续看好工程机械和新兴产业,中财网
2555,2018-08-13,218份中报业绩快报出炉 双增长股近六成被机构相中,证券日报
2556,2018-08-12,长江电子|周观点 高端制程突破，国产晶圆制造新机遇,长江电子
2557,2018-08-12,[优于大势评级]机械设备行业动态报告：受中国智能手机行业需求减弱影响 日本工业机器人产销增速下降,中财网
2558,2018-08-12,[增持评级]华泰证券机械设备行业周报(第三十二周),中财网
2559,2018-08-09,【解盘论市】A股三大股指全线暴力上涨，这究竟是反弹还是反转？,Wind
2560,2018-08-09,"机械行业周报:结构性机会,新经济是方向",国信证券
2561,2018-08-06,"北方华创:中报业绩符合预期,工艺设备值得期待",中证网
2562,2018-08-06,基金二季报梳理：基金重仓股中暗藏了哪些秘密,中财网
2563,2018-08-06,"机械行业周报:中央定调基建补短板,工程机械、轨交、煤改气等板块有望受益",平安证券
2564,2018-08-05,机械制造：坚定战略推荐油服及半导体设备板块 荐5股,中泰证券
2565,2018-08-05,需求是半导体设备国产化的源动力——“芯”装备产业笔记之十三【华泰机械章诚团队】,华泰机械
2566,2018-08-03,新莱应材半导体业务显效 入围北方华创核心供应商,中证网
2567,2018-08-03,【电子-孙远峰】北方华创：业绩符合预期，国产设备步入高速成长通道,安信证券研究
2568,2018-08-03,北方华创对核心技术人员实施股权激励,北京商报
2569,2018-08-01,"北方华创:国产半导体设备集大成者,阶梯式发展业绩增长无忧",中证网
2570,2018-08-01,机械行业：聚焦四条投资主线,中证网
2571,2018-08-01,半导体板块逐渐雄起，兆易创新领涨8%,Wind
2572,2018-07-31,[推荐评级]机械行业周报：基金持仓下滑 关注业绩确定性板块,中财网
2573,2018-07-31,[领先大市-A评级]机械行业周报：聚焦业绩超预期 国常会定调积极助于设备需求延续,中财网
2574,2018-07-31,国信证券：上调北方华创评级至增持,Wind
2575,2018-07-31,[强烈推荐评级]北方华创(002371)半年报业绩快报点评：同比高增长 全年业绩或超预期,中财网
2576,2018-07-31,"北方华创:上半年业绩符合预期,行业高景气度有望延续",正点财经
2577,2018-07-31,[超配评级]机械行业周报：基建产业链或超预期,中财网
2578,2018-07-31,[增持评级]北方华创(002371)上半年度业绩预告：上半年业绩符合预期 半导体设备需求支撑业绩提升,中财网
2579,2018-07-31,52股获券商买入评级，光大银行目标涨幅达68.03%,Wind
2580,2018-07-31,"电子行业:价格企稳出货乐观,电子行业迎来旺季",国联证券
2581,2018-07-31,"机械设备行业:国内晶圆厂建设顺利推进,预计19年迎来国产设备放量高峰",东北证券
2582,2018-07-31,"北方华创:受益于国内晶圆厂投建加码,公司业绩高速增长",东北证券
2583,2018-07-30,研报精选 6股值得关注（07.30）,中金在线
2584,2018-07-30,[增持评级]机械制造业行业周报：政策宽松利好工程机械景气度延续 优选高增长成长股,中财网
2585,2018-07-30,[推荐评级]机械设备行业周报：关注轨交板块预期修复 推荐众合科技、中铁工业,中财网
2586,2018-07-30,业绩快报符合预期，在手订单饱满助推下半年表现,招商证券
2587,2018-07-30,30日午间研报精选 7股有望爆发,证券时报网
2588,2018-07-30,[增持评级]机械设备行业周报：稳内需、扩基建持续升温 力推工程机械龙头!战略推荐油服、半导体设备龙头,中财网
2589,2018-07-30,半导体行业周报：EUV光刻机成ASML营收新动力 首例国产DRAM芯片试产,中财网
2590,2018-07-30,北方华创：业绩符合预期 看好半导体设备产业确定性溢价,方正证券
2591,2018-07-30,"风华高科财务差错收警示函,紫光国微DDR4芯片年底前推向市场",元器件交易网
2592,2018-07-30,"北方华创2018半年度业绩快报点评:业绩增长符合预期,半导体设备龙头乘风而上",光大证券
2593,2018-07-29,【华创机械李佳团队】北方华创中报快报点评：半导体设备成长前景乐观，公司进入高成长轨道,华创机械
2594,2018-07-29,半导体、电子设备：重视功率半导体板块 荐5股,方正证券
2595,2018-07-27,晚间重要公告2018年7月27日星期五,Wind
2596,2018-07-27,北方华创：上半年净利润同比增125.44%（快报）,Wind
2597,2018-07-27,北方华创：上半年净利润同比增125% 半导体设备营收增38%,e公司
2598,2018-07-27,北方华创：2018年半年度业绩快报,Wind
2599,2018-07-26,从国产化进度看设备超预期潜力——“芯”装备产业笔记之十二【华泰机械章诚团队】,华泰机械
2600,2018-07-26,五大券商周五看好6板块46股,证券之星
2601,2018-07-26,[看好评级]半导体设备产业链系列深度报告(一)：下游产业加速转移 设备自主可控势在必得,中财网
2602,2018-07-24,[超配评级]机械行业周报：中报行情展开中报行情展开,中财网
2603,2018-07-24,基金2Q18机械持仓分析：板块持仓回升 关注稳定内需+自主可控,中财网
2604,2018-07-24,机械行业动态：宏观政策边际放松 中报业绩形成催化,中财网
2605,2018-07-24,【新时代机械 郭泰团队】 基金超配机械比例明显提升，业绩超预期个股受青睐,新时代证券研究
2606,2018-07-24,"机械设备行业:SEMI发布全球IC设备供应商排名,国内半导体设备市场喜忧参半",东北证券
2607,2018-07-23,[推荐评级]机械设备行业周报：关注恒立液压布局窗口 持续推荐京山轻机、克来机电,中财网
2608,2018-07-23,[买入评级]光大行业机械周观点：汽车电子、锂电设备需求空间大 工程机械景气度有望延续,中财网
2609,2018-07-22,长江电子|周观点 PCB行业在发生着什么,长江电子
2610,2018-07-19,半导体行业有望保持高景气度 2018中报业绩前瞻系列报道之五,大众证券报
2611,2018-07-17,[超配评级]机械行业周报：后工业化时代到来 装备租赁迎来发展良机,中财网
2612,2018-07-17,[推荐评级]机械设备行业周报：半导体设备持续高景气 关注中报业绩确定性,中财网
2613,2018-07-17,半导体设备系列研究六：下游晶圆涨价 半导体行业高景气度向设备端传导,中财网
2614,2018-07-17,[强于大市评级]深度*行业*机械行业周报：半导体设备公司业绩初步兑现 关注中报行情,中财网
2615,2018-07-17,半导体关键领域光掩模缺货潮来袭 四股闻风而动,证券时报
2616,2018-07-16,[中性评级]机械行业周报：行业盈利良好 关注中报超预期投资机会,中财网
2617,2018-07-16,[强于大市评级]一周半导体动向：核心技术是国之重器/产业趋势和政策方向双重拉动的乘数效应蓄力板块向上动能/三大维度确定明年半导体设备高增逻辑,中财网
2618,2018-07-16,机械设备行业周报：关注预期中报业务超预期相关标的、周期机械和先进制造,中财网
2619,2018-07-15,长江电子|周观点 基本面向上，看好三季度配置机遇,长江电子
2620,2018-07-13,[增持评级]半导体设备专题报告：封测企业接力扩产 带来新增设备投资机会,中财网
2621,2018-07-12,7月12日有66家公司获重要股东增减持 泛海控股已被连续增持63次,Wind
2622,2018-07-11,[买入评级]大陆发展存储芯片的充要性及影响分析(电子行业)：大陆为什么“要”&“能”发展存储芯片,中财网
2623,2018-07-10,[领先大市-A评级]机械行业周报：上半年挖机增长60% 聚焦工程机械及核心设备自主,中财网
2624,2018-07-10,【策略】只要不出现这一情况，上涨就有望延续！,国元证券订阅号
2625,2018-07-09,[增持评级]机械设备行业周报：中报预增季 力推油服龙头、工程机械龙头、半导体设备等,中财网
2626,2018-07-09,【策略】周计划：反弹的两条板块路径、一张闲牌（更多资讯点击下拉菜单）,国元证券订阅号
2627,2018-07-09,国产芯片板块快速拉升，长川科技、鼎信通讯涨7%,Wind
2628,2018-07-09,核心技术铸就上市公司业绩根基,中证网
2629,2018-07-06,北方华创龙虎榜数据（7月6日）,Wind
2630,2018-07-06,机构席位卖出登海种业海德股份，深股通买入北方华创,Wind
2631,2018-07-06,国产芯片板块逆势活跃，华微电子涨停,Wind
2632,2018-07-06,跨市场新能源汽车周报：特斯拉完成5000辆MODEL3周产能目标,中财网
2633,2018-07-05,全球IC设备供应商排名，敲响了中国半导体制造的警钟,维库电子市场
2634,2018-07-05,机械设备行业月报：防御为主 配置油气和进口替代逻辑相关板块,中财网
2635,2018-07-04,看好中国|制造中国——行业景气高 半导体设备发展迅速,巨丰财经
2636,2018-07-04,[增持评级]“芯”装备产业笔记之十：投资新阶段 行业选择重要性凸显,中财网
2637,2018-07-04,2H18机械行业年中策略：拥抱高景气行业 优选现金流资产,中财网
2638,2018-07-04,巨丰早评：科技股带动市场反弹,巨丰财经
2639,2018-07-03,528亿资金争夺20股：主力资金重点出击10股(名单),新浪
2640,2018-07-03,[推荐评级]机械设备行业周报：油价再度走强 持续关注高端装备及进口替代,中财网
2641,2018-07-02,[增持评级]机械行业周报：机械中报行情即将展开 重视油服和核电主题投资机会,中财网
2642,2018-07-02,[领先大市-A评级]机械行业周报：聚焦中报增长超预期 关注工程机械及高端自主设备,中财网
2643,2018-07-02,[优于大势评级]电子行业周报：手机技术屡攀高峰 国产品牌份额上升,中财网
2644,2018-07-02,[增持评级]机械设备行业跟踪周报：起重机接力挖机高增长 龙头业绩存在上调空间,中财网
2645,2018-07-02,机械设备行业周报：超跌反弹 适度布局周期机械和先进制造相关超跌板块,中财网
2646,2018-07-02,机械设备行业中期策略报告：周期弹性兑现 进口替代是配置主线 工业互联网是方向,中财网
2647,2018-07-02,北方华创持续上涨,中证报
2648,2018-07-01,[强推评级]北方华创(002371)深度研究：受益晶圆产线建设潮 设备龙头领航国产替代,中财网
2649,2018-06-29,涨停板解密：五大板块全面反攻（6月29日）,Wind
2650,2018-06-29,半导体设备的国产化之路【安信智能领航闭门沙龙·第4期】,电新邓永康团队
2651,2018-06-29,巨丰收评：科技股展开中级反弹,巨丰财经
2652,2018-06-29,半导体设备:下游维持高景气 硅片延续涨价趋势,东吴证券
2653,2018-06-28,42股获券商买入评级，广誉远目标涨幅达49.06%,Wind
2654,2018-06-28,IFR2017工业机器人:全球38.1万同增27%,东北证券
2655,2018-06-27,研报精选 6股值得关注（6.27）,中金在线
2656,2018-06-27,[买入评级]电子行业2018年度中期投资策略：技术创新不止 产业东移继续 坚守龙头迎接行情复苏,中财网
2657,2018-06-27,[强于大市评级]深度*行业*半导体清洗设备行业深度研究：国际半导体清洗设备新星-盛美半导体的成长之路,中财网
2658,2018-06-27,国产芯片板块再度上攻，晓程科技、长川科技双双涨停,Wind
2659,2018-06-27,"2018年中期机械行业投资策略:聚焦周期反转,优选成长龙头",信达证券
2660,2018-06-26,[增持评级]机械设备行业周报：OPEC协议好于预期 油价大涨;持续战略看好油服!力推工程机械龙头、优质成长股,中财网
2661,2018-06-26,电子行业动态周报：国产手机屡攀创新高峰 智能手机行业继续回暖,中财网
2662,2018-06-26,[增持评级]机械制造业行业周报：OPEC协议名义增产100万桶/日 1至5月工业机器人同增35.4%,中财网
2663,2018-06-26,国产芯片板块逐渐走强，兆日科技强势涨停,Wind
2664,2018-06-25,跨市场新能源汽车行业周报(2018年第25期):宁德时代签约24亿元大型锂电储能项目,光大证券
2665,2018-06-24,长江电子|周观点 看好电子板块三季度边际改善与科技硬实力的长期配置价值,长江电子
2666,2018-06-22,北方华创股权激励计划顺利获批,证券日报
2667,2018-06-21,北方华创：股票期权激励计划获北京国资委批复,金融界
2668,2018-06-21,国家集成电路产业基金启动新一轮投资 4股有戏,证券之星
2669,2018-06-19,千家公司七成预喜，隐现A股投资逻辑,中证报
2670,2018-06-19,"2018年机械行业周报6月第3期,大族激光携华昌达发展激光加工,中芯国际14nm制程良率达95%",证券之星
2671,2018-06-18,[增持评级]北方华创(002371)动态研究点评：充分受益半导体设备国产化 公司步入发展机遇期,中财网
2672,2018-06-15,[强于大市评级]专用设备行业点评：SEMI最新的半导体设备预测 传递了哪些信息?,中财网
2673,2018-06-15,[买入评级]半导体行业深度研究：涨价、缺货?浅析8寸晶圆代工产能紧缺那些事,中财网
2674,2018-06-15,北方华创逆市坚挺，带你看看它超预期亮点在哪里,元器件交易网
2675,2018-06-14,[强于大市评级]电子行业周报：国家集成电路产业基金启动新一轮投资 关注半导体制造设备领域龙头企业,中财网
2676,2018-06-14,[推荐评级]机械设备行业投资策略：三条主线把握行业机会 拥抱半导体设备大趋势,中财网
2677,2018-06-14,国产芯片板块走强，晓程科技率先涨停,Wind
2678,2018-06-12,[增持评级]半导体设备行业专题二：大陆晶圆厂投资高峰到来 国内晶圆设备厂迎发展良机,中财网
2679,2018-06-12,[推荐评级]机械设备行业周报：工业互联网发展计划发布 工程机械持续高增长(第23周观点),中财网
2680,2018-06-11,[增持评级]机械设备行业周报：5月挖掘机销量增71% 坚定推荐工程机械龙头战略看好油服、半导体设备、机器人、军民融合,中财网
2681,2018-06-11,[优大于势评级]机械设备行业周报：大基金21亿持续投资 关注半导体、机器人等战略新兴产业,中财网
2682,2018-06-07,东吴机械行业中期投资策略：先进制造引领中国经济转型,中财网
2683,2018-06-06,北方华创主导编写的负压扩散炉SEMI 光伏标准发布,证券日报
2684,2018-06-06,半导体设备行业深度之五:ASMPT传奇发展史中的“术、道、势”,方正证券
2685,2018-06-06,[买入评级]电子行业2018年下半年投资策略：核心技术 关键机遇 大陆电子产业由大变强,中财网
2686,2018-06-06,[增持评级]北方华创(002371)深度报告：北方华创半导体设备龙头 国产化替代先锋,中财网
2687,2018-06-06,半导体行业观察：虚拟货币需求转弱 8寸产能利用率饱满,中财网
2688,2018-06-06,"机械行业:预计挖机再超预期,低风险偏好聚焦业绩增长确定性",安信证券
2689,2018-06-04,[优于大势评级]机械设备行业周报：科沃斯上市服务机器人引关注 继续推荐工程机械和油服行业,中财网
2690,2018-06-04,看好中国｜制造中国——国产芯片列入央采项目 国产化进程望加速,巨丰财经
2691,2018-06-04,[增持评级]机械设备行业周报：坚守中长线大主题 关注激光设备板块,中财网
2692,2018-06-04,[推荐评级]机械设备行业周报：木工机械、挖机高增长持续 新增推荐众合科技,中财网
2693,2018-06-04,中国芯片产业链细分领域龙头名单,维库电子市场
2694,2018-06-04,[推荐评级]电子制造Ⅱ行业周报：贸易战不确定性逐渐落地 板块配置价值凸显,中财网
2695,2018-06-04,[买入评级]光大行业机械周观点：汽车电子市场空间广阔 煤化工设备春天将至,中财网
2696,2018-06-04,[强于大市评级]机械设备行业研究周报：六月继续重视成长 工业机器人与锂电设备的盛夏将至,中财网
2697,2018-06-02,"""入摩""提振北上资金释放积极信号 六股王者归来",证券日报
2698,2018-05-31,[增持评级]“芯”装备产业笔记之八：晶圆产能动向及设备行业中报展望,中财网
2699,2018-05-31,"机械行业周报:油服行业不改复苏趋势,继续看好半导体制程设备国产化、工业基础件国产化",证券之星
2700,2018-05-30,国产芯片板块快速拉升,Wind
2701,2018-05-29,北方华创：5月28日融资余额为11.61亿元，较前一日骤降5.58%,Wind资讯
2702,2018-05-28,[优于大势评级]电子行业动态周报：国家支持兼国内支出强劲 中国半导体设备增长可期,中财网
2703,2018-05-28,[领先大市-A评级]机械行业周报：制造业景气 聚焦业绩增长确定及新兴产业装备,中财网
2704,2018-05-28,今日资金抢入六只强势股一览（2018年5月28日）,中财网
2705,2018-05-28,[增持评级]电子行业周报：面板出货环比增长 静待3C产业反转,中财网
2706,2018-05-28,光大证券：铸大国重器 半导体设备迎黄金时代(附股),金融界
2707,2018-05-28,[增持评级]机械设备行业周报：油价短期波动不改中长期趋势 持续战略看好油服!力推半导体设备、机器人、军民融合!,中财网
2708,2018-05-28,[优于大势评级]机械设备行业周报：对美油气进口增加 利好国内页岩气以及天然气产业链发展,中财网
2709,2018-05-28,[推荐评级]通用机械行业周报：工程机械和油气产业链仍处于偏底部位置,中财网
2710,2018-05-28,【电子丨段迎晟】北方华创(002371)：泛半导体设备平台型企业雏形已现,方正证券研究
2711,2018-05-28,"机械行业周报2018年5月第4期:宁德时代IPO获批助力锂电板块,半导体持续高景气有利设备企业",证券之星
2712,2018-05-27,工业富联IPO如期推进， 工业互联网搭建正式启动,长江电子
2713,2018-05-27,一周半导体动向：β与α的博弈——集成电路板块当前估值体系剖析》,微信
2714,2018-05-25,【朝闻国盛】化工行业继续重点推荐供需格局好，景气持续向上的周期标的,微信
2715,2018-05-24,[推荐评级]半导体设备行业点评：中国半导体销售维持较快增长 晶圆厂建设带动国产设备发展,中财网
2716,2018-05-24,政府采购将助芯片产业崛起 六股迎腾飞契机,证券日报
2717,2018-05-24,政府采购助芯片产业崛起 机构扎堆看好7只潜力股,证券日报
2718,2018-05-23,5月机构调研爱去两类绩优公司 逾百家机构涌向六公司,大众证券报
2719,2018-05-22,机构调研热情高涨：逾百家机构调研北方华创 千合资本、朱雀投资等盯上这些股,机会宝
2720,2018-05-22,[领先大市-A评级]机械行业周报：制造业投资加速 推荐工业自动化及锂电设备,中财网
2721,2018-05-22,[买入评级]电子行业周报：继续看多消费电子和上游基础元件,中财网
2722,2018-05-22,机械行业动态：油价上行利好油气装备 半导体设备景气持续,中财网
2723,2018-05-22,"机械设备行业:聚焦周期行业业绩的拐点和持续性,优选成长型细分子行业",东北证券
2724,2018-05-21,机械制造：布油一度破80美元 荐3股,中泰证券
2725,2018-05-21,"机械行业周报:集成电路企业迎重大减税政策,关注国产半导体设备投资机会",正点财经
2726,2018-05-21,"机械行业周报5月第2期:机器人峰会助推智能制造板块,建议聚焦大先进制造领域",正点财经
2727,2018-05-21,一周机构调研：机构扎堆调研北方华创等公司,证券时报网
2728,2018-05-20,单日迎来120家机构造访，摩根资产、华夏基金等现身，这家公司上半年业绩将暴增,e公司
