,2021-12-31,汇川技术(300124)跟踪报告：汇川技术如何实现管理变革？,新浪
4347,2019-07-04,明日股市三大猜想：周线面临重要关口 回落概率大增,金融界
4348,2019-07-03,新能源汽车行业周报:蔚来汽车召回部分ES8车型 产品问题,平安证券
4349,2019-07-02,科创板掘金 | 青岛华夏天信智能物联股份有限公司,第一财经
4350,2019-07-01,全球新能源乘用车5月销量榜单 新能源汽车需求增速放缓,新能源网
4351,2019-07-01,【电新】2019年中期策略:休负好风光*强于大市,中银国际证券研究
4352,2019-06-30,汇川技术(300124.SZ)拟每10股派2元 股权登记日7月4日,格隆汇
4353,2019-06-30,盘后13股公布分红方案-更新中,中财网
4354,2019-06-30,[快讯]汇川技术公布2018年年度分红实施方案,中财网
4355,2019-06-28,深市上市公司2018年度信息披露考核结果出炉：总体披露质量较好,深交所
4356,2019-06-28,中银国际：光伏风电高景气，新能源汽车需求增速放缓,证券时报网
4357,2019-06-27,电气设备：工控需求仍然承压 荐4股,广发证券
4358,2019-06-27,"电新行业5月深度跟踪:光伏风电高景气,新能源汽车需求增速放缓",证券之星
4359,2019-06-26,招行今遭净卖出逾6亿 连续2日累计遭净卖出15.72亿,第一财经
4360,2019-06-26,本月以来260家公司接受机构调研，机构调研聚焦电子企业,Wind
4361,2019-06-26,本月以来260家公司接受机构调研 机构调研聚焦电子企业,中证报
4362,2019-06-26,险资上半年调研263家上市公司 超8成上涨最高涨超5倍,证券日报
4363,2019-06-26,回购潮来袭：6月规模创新高 回购公告日均28份,新浪
4364,2019-06-26,汇川技术（300124）：看好模式优势，工控长期向好,CITICS电新
4365,2019-06-26,美年健康汇川技术最受关注 机构调研聚焦电子企业,中证报
4366,2019-06-25,"中国""科""公司评选之电气设备研发支出最高：上海电气",新浪
4367,2019-06-25,券商半年内调研873家公司，50多家券商“齐访”6家公司,Wind
4368,2019-06-25,券商半年内调研873家公司 50多家券商“齐访”6家公司,证券日报
4369,2019-06-23,【机械】科创板第一股花落华兴源创，逆周期及先进制造仍是重点布局方向,天风研究
4370,2019-06-21,汇川技术(300124.SZ)发行股份购买资产申请获证监会受理,格隆汇
4371,2019-06-21,1847家机构调研322次：公私募为主力 两股最受宠(表),新浪
4372,2019-06-20,【东吴电新】4月海外电动车销量6.02万辆，同比增19%，但EV表现较强,新兴产业汇
4373,2019-06-20,"动力电池海外专题一之LG化学:厚积薄发,龙头增长潜力无限",东吴证券
4374,2019-06-19,安恒：网络安全新星,半导体风向标
4375,2019-06-19,电气设备：4月海外电动车销量6.02万辆 荐15股,东吴证券
4376,2019-06-19,电气设备：龙头增长潜力无限 荐14股,东吴证券
4377,2019-06-18,新华能源日报【2019年6月18日】,中国金融信息网
4378,2019-06-17,电气设备行业阶段性调整带来趋势性机会,格隆汇
4379,2019-06-17,-新能源汽车行业周报:全国充电桩保有量接近百万台,平安证券
4380,2019-06-17,"电力设备与新能源行业周报:电动车5月产销平淡,工控5月需求偏弱",东吴证券
4381,2019-06-16,险资调研半年报:国寿、平安最勤快 电子行业最受关注,国际金融报
4382,2019-06-14,12亿元现金收购贝思特股权 汇川技术至少还有18亿元资金缺口没着落？,证券日报
4383,2019-06-14,【东吴晨报0614】【行业】电新【个股】光威复材,东吴研究所
4384,2019-06-14,A股“入摩”一周年 成分股公司业绩表现出色,中证报
4385,2019-06-14,【东吴电新】5月电动车销量同比增速回落，环比微增,新兴产业汇
4386,2019-06-13,【电新行业*曾朵红】5月装机5.4gwh，环比微增5%，符合预期,东吴研究所
4387,2019-06-12,【东吴电新】5月装机5.4gwh，环比微增5%，符合预期,新兴产业汇
4388,2019-06-11,汇川技术：A股最有华为基因的上市公司,阿尔法工场
4389,2019-06-11,【川财证券所*深度报告】2019年机械设备行业中期策略：传统机械关注油服、先进制造聚焦半导体，基础件看国产替代,川财研究
4390,2019-06-11,东吴证券：发改委稳消费，供需两端重点促进电动车发展,证券时报网
4391,2019-06-11,【东吴电新】发改委稳消费，供需两端重点促进电动车发展,新兴产业汇
4392,2019-06-11,新能源汽车行业周报:三部委发文不得对新能源汽车限行限购,平安证券
4393,2019-06-05,汇川技术回复问询函：标的公司被收购后，控股权变更不影响其与全球知名品牌合作,中金在线
4394,2019-06-05,汇川技术：回复深交所重组问询函 问询,Wind
4395,2019-06-04,二季度私募调研合计逾2400次 景林投资“最勤奋”,证券日报
4396,2019-06-04,新能源汽车行业周报:特斯拉Model 3开放国产预订,平安证券
4397,2019-05-31,汇川技术收深交所重组问询函 问询,Wind
4398,2019-05-31,房地产建安投资触底反弹，关注电梯行业投资机会【天风机械】,高端装备新视角
4399,2019-05-31,2019格隆汇首届大中华区A股最佳上市公司评选名单揭晓,格隆汇
4400,2019-05-29,外资狂买“核心资产” 最牛股连涨11天涨幅翻倍,投资快报
4401,2019-05-29,新晋MSCI个股尾盘异动 北上资金买超400亿,证券时报
4402,2019-05-29,24.94亿元收购贝思特 汇川技术存财务压力,投资者网
4403,2019-05-28,A股尾盘暴力拉升！北上资金杀回马枪，10分钟净流入56亿，这26只个股“涨姿势”,e公司
4404,2019-05-28,神秘资金尾盘百亿抢筹！A股的“盛夏”不远了！,金融界
4405,2019-05-28,"辉立证券(香港)：将汇川技术评级调高为""买入""",Wind
4406,2019-05-28,MSCI被动资金尾盘抢筹！多家基金呼吁抄底,金融界
4407,2019-05-28,尾盘暴力拉升原因找到了 北向资金抢筹 MSCI新纳入个股无例外推高,证券时报网
4408,2019-05-27,电气设备行业周报:新能源开工旺季即将开启,正点财经
4409,2019-05-27,19股获券商买入评级 汇川技术目标涨幅达67.39%,Wind
4410,2019-05-27,【电新】4月深度跟踪:行业需求亮点纷呈*强于大市,中银国际证券研究
4411,2019-05-27,【东吴晨报0527】【金融工程】【个股】汇川技术,东吴研究所
4412,2019-05-27,新能源汽车行业周报:稀土价格快速上涨,平安证券
4413,2019-05-26,电气设备：风光平价项目公布 风电电价政策出台,中银国际
4414,2019-05-24,汇川技术：收购贝思特协同效应显著 目标价38.4元,证券时报网
4415,2019-05-24,周五机构一致看好的七大金股（05.24）,中金在线
4416,2019-05-24,"汇川技术:收购贝思特方案更新,跨国客户优势凸显",东吴证券
4417,2019-05-23,新能源汽车行业周报:发改委规范充换电服务收费标准,平安证券
4418,2019-05-22,秦洪看盘｜科技股逞强，给A股市场注入企稳能量,澎湃新闻
4419,2019-05-20,业绩分化 百亿私募平均收益垫底 盈利能力下降,中证网
4420,2019-05-20,【国金电新周观点】国内外积极因素继续催化光伏板块，工业及房地产数据将利好工控及低压,新兴产业观察者
4421,2019-05-19,逾1600只私募产品入市 百亿级私募密切调研这类股,经济观察网
4422,2019-05-19,巨丰原创：MSCI被动建仓时间开启 新入选成份股或更具吸引力！,巨丰财经
4423,2019-05-19,新能源专题：氢燃料电池出击，高温膜、加氢/储氢环节孕育投资机遇【天风机械周报19W21】,高端装备新视角
4424,2019-05-17,工业互联网舆情升温 机构青睐细分领域龙头(附股),中财网
4425,2019-05-17,上海海得控制系统股份有限公司关于对深圳证券交易所2018年年报问询函回复的公告 问询,证券时报
4426,2019-05-17,电力设备与新能源行业2019年第4批推广目录点评:高续航里程趋势继续加强,东吴证券
4427,2019-05-16,【中信建投金融工程】MSCI扩容A股超预期，创业板成分增加冲击显著,鲁明量化全视角
4428,2019-05-16,【电新行业*曾朵红】4月新能源车销9.7万辆，同增18.1%，基本符合预期,东吴研究所
4429,2019-05-16,【东吴电新】4月新能源车销9.7万辆，同增18.1%，基本符合预期,新兴产业汇
4430,2019-05-15,盘面现5大积极信号 创业板指大涨逾2%,证券时报
4431,2019-05-15,私募调研新动向 4月青睐信息技术和工业材料(附股),新浪
4432,2019-05-15,中金公司：MSCI提高A股纳入系数至10% 新增31只个股,金融界
4433,2019-05-15,中金：MSCI提高A股纳入系数至10%，新增31只个股,中金点睛
4434,2019-05-15,神秘力量护盘，都是假象？,中财网
4435,2019-05-15,MSCI扩容名单出炉 创业板成为重头戏(附股),投资快报
4436,2019-05-15,附表 18只新增大盘创业板股名单,第一财经日报
4437,2019-05-15,增至10% A股入摩权重翻倍,北京商报
4438,2019-05-15,MSCI偏爱创业板医疗股,金融投资报
4439,2019-05-15,MSCI纳A因子扩容激发外资布局热情 7只QFII重仓股获大单抢筹,证券日报
4440,2019-05-14,【东吴电新】3月海外电动车销量8.71万辆，同增17%，新车型支撑增长！,新兴产业汇
4441,2019-05-14,最受海外机构关注MSCI成份股找到 QFII持仓最高是它,新浪
4442,2019-05-14,MSCI扩容26只大盘股 “聪明钱”早已布局,第一财经日报
4443,2019-05-14,MSCI首批扩容名单公布，超4000亿增量资金在路上,经济观察网
4444,2019-05-14,MSCI今天公布A股扩容名单 26只中国A股将被纳入,北京晚报
4445,2019-05-14,18只创业板股纳入MSCI指数 这6只被超百家基金追捧（附名单）,每日经济新闻
4446,2019-05-14,5月14日 新闻早报|4月二线城市卖地金额刷新近2年最高纪录；MSCI新增纳入26只A股名单,财经网
4447,2019-05-14,MSCI扩容！南方基金：有望推动核心成长股,财经网
4448,2019-05-14,国金策略：MSCI事件对“消费、金融”有一定提振作用,腾讯网
4449,2019-05-14,美股一夜蒸发8万亿 哪些品种有望成为A股避风港,第一财经
4450,2019-05-14,18只“创蓝筹”首度亮相！市场波动不影响MSCI扩容决策,第一财经
4451,2019-05-14,MSCI公布A股扩容第一阶段的新纳个股：18只创业板大盘A股上榜,华福小福牛
4452,2019-05-14,【电新行业*曾朵红】3月海外电动车销量8.71万辆，同增17%，新车型支撑增长,东吴研究所
4453,2019-05-14,盘前重磅！MSCI官宣，A股权重扩容由5%到10%，新增纳入26股中文名单来了！18只创业板股，4000亿增量资金候场,券商中国
4454,2019-05-14,18只创业板股票纳入MSCI指数,e公司
4455,2019-05-14,重磅！MSCI如期提高A股纳入因子至10%，还新增了这些创业板股票,上观
4456,2019-05-14,MSCI：纳入的26只中国A股股票中，有18只来自创业板,Wind
4457,2019-05-13,12只创业板股将首度“入摩” “创蓝筹”要火？,火山财富
4458,2019-05-13,MSCI首次A股扩容名单即将出炉：创业板首迎“入摩”12股！这一概念又要火？,每日经济新闻
4459,2019-05-13,【电新行业*曾朵红】电动乘用车4月装机5.4gwh，环比略微提升，符合预期,东吴研究所
4460,2019-05-12,【东吴电新】4月装机5.4gwh，环比略微提升，符合预期,新兴产业汇
4461,2019-05-10,【东吴电新】电动车年报季报总结：中游重回增长，龙头表现突出,新兴产业汇
4462,2019-05-10,【东吴电新】工控电力设备年报季报总结：工控和低压电器前低后高后劲足，电网设备龙头有望恢复增长,新兴产业汇
4463,2019-05-10,【电新】国家发改委完善光伏发电上网电价机制——电力设备行业周报——看好（联系人：张冬明 滕飞）,渤海证券研究
4464,2019-05-10,【电新行业*曾朵红】深度： 电气设备行业18年报及19年1季报总结：电动车板块整体稳健增长，板块分化明显,东吴研究所
4465,2019-05-10,【电新行业*曾朵红】深度：电力设备与新能源行业年报及1季报总结：工控和低压电器前低后高后劲足，电网设备龙头有望恢复增长,东吴研究所
4466,2019-05-08,12家新能源汽车电机企业财报观察：业绩下滑、应收账款高企 盈利能力下降,证券之星
4467,2019-05-08,【电新】电新行业2018年年报与2019年一季报综述:分化趋势明显，经营现金流大幅改善*强于大市,中银国际证券研究
4468,2019-05-07,大利好！外资5月可以买创业板了（附27股全名单）,金融界
4469,2019-05-06,汇川技术(300124.SZ)旗下经纬轨道签署1.88亿元的车辆牵引系统的采购合同,格隆汇
4470,2019-05-06,分化持续，上游盈利下滑，龙头效应凸显--新能源汽车产业链2018年&2019Q1财报总结【中泰电新】,中泰电新研究
4471,2019-05-05,【国金电新周观点】光伏电价政策如期落地，Q1新能源消纳继续改善,新兴产业观察者
4472,2019-04-30,机械制造：机械行业19Q1基金持仓分析,和讯
4473,2019-04-29,【中信证券电新】汇川技术一季报点评：关注行业复苏与业务放量，业绩有望持续修复,CITICS电新
4474,2019-04-29,【长城电新-周报】氢锂优势互补 光伏价格筑底,明晓新能
4475,2019-04-29,汽车：碳酸锂价格下跌0.37％ 荐1股,和讯
4476,2019-04-29,电气设备：关注产业政策在非补贴端的积极变化 荐1股,和讯
4477,2019-04-29,汽车：华为携手宁德时代 车联网产业获技术支持,和讯
4478,2019-04-29,378股获券商买入评级 顺网科技目标涨幅达85.17%,Wind
4479,2019-04-29,3月新能源汽车全产业链数据简报,盖世汽车
4480,2019-04-28,知名私募持股曝光：高毅资产新进8股，淡水泉新进中材科技,澎湃新闻
4481,2019-04-28,【国金电新周观点】五月光伏产品价格好于预期，关注超跌电力设备白马,新兴产业观察者
4482,2019-04-28,【东吴机械周观点】预计挖机4月仍将正增长，宁德时代加速扩产节奏,透视先进制造
4483,2019-04-28,"汇川技术:毛利率环比回升,乘用车有望持续放量",证券之星
4484,2019-04-27,深股通成龙虎榜主力多头 一线游资追捧美锦能源,证券时报
4485,2019-04-27,【东吴电新】汇川技术：Q1全年低点，通用Q2复苏和乘用车电控值期待,新兴产业汇
4486,2019-04-26,【新时代电新】汇川技术一季报点评：毛利率短期承压，静待工控复苏和新能源业务上量 盈利能力下降,新时代新能源开文明团队
4487,2019-04-26,行业近况：出租车电气化拉动整车销量，中上游产业链持续高增长,金车研究
4488,2019-04-26,"麦捷科技:静待滤波器放量,未来弹性十足",平安证券
4489,2019-04-25,汇川技术(300124.SZ)一季度净利润降34.28%至1.29亿元 盈利能力下降,格隆汇
4490,2019-04-25,汇川技术：一季度净利润同比减34.28% 盈利能力下降,Wind
4491,2019-04-25,MSCI扩容在即，15股获海外机构扎堆调研,证券时报
4492,2019-04-24,3200点拉锯战，机构普遍看好科技+大消费,Wind
4493,2019-04-24,电气设备：政策渐进落地 荐1股,和讯
4494,2019-04-23,油价创6个月新高，石油石化板块还能追吗？,养基司令
4495,2019-04-22,巨丰数据赢|近一周机构调研数据 多家上市公司获资金关注,巨丰财经
4496,2019-04-22,电气设备：2019年风光政策征求意见,和讯
4497,2019-04-22,电气设备：业绩密集披露 关注高增长细分板块,中银国际
4498,2019-04-22,汽车：碳酸锂价格下跌0.62% 荐1股,和讯
4499,2019-04-22,电气设备：2月海外电动车销量5.9万辆 荐14股,和讯
4500,2019-04-22,电气设备：国网多举措攻坚清洁能源消纳难题 荐9股,和讯
4501,2019-04-22,逾300家机构扎堆调研股曝光,证券时报
4502,2019-04-22,明星私募身影活跃 逾300家机构调研汇川技术,e公司
4503,2019-04-22,上市公司财报季 机构调研紧扣业绩,中证报
4504,2019-04-21,14家百亿明星私募看中了这10家公司，王亚伟也亮相了,21世纪经济报道
4505,2019-04-21,【国金电新周观点】光伏产品价格触底催化行情，景气回升趋势越加清晰,新兴产业观察者
4506,2019-04-21,机构调研马不停蹄！本周，明星私募组团现身三家公司,e公司
4507,2019-04-19,汇川技术：锁定长期持续发展 买入评级,和讯
4508,2019-04-18,电气设备：聚焦海外景气及供应链突破 荐1股,和讯
4509,2019-04-18,"群益证券：将汇川技术评级调低为""中性"" 投资评级恶化",Wind
4510,2019-04-18,从仪器仪表企业年报看仪器仪表行业发展关键,中国仪表网
4511,2019-04-18,144股获券商买入评级 当代明诚目标涨幅达113.99%,Wind
4512,2019-04-18,"广证恒生：将汇川技术评级调高为""强烈推荐""",Wind
4513,2019-04-18,【东吴晨报0418】【行业】医药【个股】劲嘉股份、麦格米特、中再资环、拓斯达、汇川技术,东吴研究所
4514,2019-04-18,华夏、平安旗下ETF将上市 机构为绝对主力,证券时报
4515,2019-04-18,3200点博弈背后的龙虎榜 逾330亿元资金扫货158只个股,证券日报
4516,2019-04-17,机构调研：潍柴动力已掌控新能源业务优质资源,中金在线
4517,2019-04-17,【东吴电新】汇川技术：整体符合预期，工控复苏和乘用车电控值期待！,新兴产业汇
4518,2019-04-17,电力设备与新能源行业：板块业绩整体平稳光伏风电强劲增长,中银国际
4519,2019-04-17,【广证恒生电新】-点评报告-汇川技术（300124.SZ）-短期增速波动不改长期逻辑，工控轨交快速增长,广证恒生
4520,2019-04-17,"汇川技术2019年Q1业绩预告点评;短期面临压力,经济企稳利好中长期发展",正点财经
4521,2019-04-17,137股获券商买入评级 东方航空目标涨幅达59.57%,Wind
4522,2019-04-17,『早安，新时代！』晨会早读2019/4/17: 今日关注理邦仪器、汇川技术、中国建筑、粤水电、紫光股份,新时代证券研究
4523,2019-04-17,【电新-邓永康】汇川技术：工控龙头稳健增长，乘用车有望放量,安信证券研究
4524,2019-04-17,安信研究|晨会在线 20190417,安信证券研究
4525,2019-04-17,"汇川技术年报点评:整体符合预期,工控复苏和乘用车电控值期待!",东吴证券
4526,2019-04-17,"汇川技术:通用自动化竞争优势明显,19年乘用车电控有望放量",平安证券
4527,2019-04-16,【中信证券电新】汇川技术年报点评：业绩稳定增长，成长动力充足,CITICS电新
4528,2019-04-16,汇川技术2018年净利润11.67亿元 同比增长10.08%,中国仪表网
4529,2019-04-16,【新时代电新】汇川技术年报点评：收入实现稳健增长，静待工控行业复苏,新时代新能源开文明团队
4530,2019-04-16,4月上半月公募基金“摸底”53股 偏爱调研“TMT”行业,投资快报
4531,2019-04-16,【电新行业*曾朵红】电动乘用车3月销11万，同比翻倍，基本符合预期,东吴研究所
4532,2019-04-16,"汇川技术:轨交与通用增速较快,乘用车亮点频现",证券之星
4533,2019-04-15,汇川技术(300124.SZ)2018年净利润升10.08%至11.67亿元 拟10派2元,格隆汇
4534,2019-04-15,汇川技术：2018年净利同比增10% 拟10派2元,e公司
4535,2019-04-15,汇川技术：2018年净利润同比增10.08%,Wind
4536,2019-04-12,2018年中国伺服系统行业市场现状及发展前景分析 三大应用领域拉动市场规模增长,前瞻研究院
4537,2019-04-12,138股获券商买入评级，顺网科技目标涨幅达95.99%,Wind
4538,2019-04-12,『早安，新时代！』晨会早读2019/4/12: 今日关注汇川技术、新北洋,新时代证券研究
4539,2019-04-12,【东吴晨报0412】【策略】点评【个股】机器人、劲嘉股份、汇川技术,东吴研究所
4540,2019-04-12,险资密集调研电子科技板块：调研赛过“刮旋风” 加仓稳如“慢郎中”,中证报
4541,2019-04-12,电力设备行业周报:海南首批智能电网示范项目启动,渤海证券
4542,2019-04-11,【新时代电新】汇川技术一季报业绩预告点评： 2019Q1收入稳健增长，收购贝思特实现业务协同,新时代新能源开文明团队
4543,2019-04-11,168股获券商买入评级 勘设股份目标涨幅达107.09%,Wind
4544,2019-04-11,【电新行业*曾朵红】 3月装机电量点评： 延续抢装态势，装机电量同环比高增长,东吴研究所
4545,2019-04-11,【山证两融】融资融券周报2019年第14周(4月1日至4月5日),山西证券研究所
4546,2019-04-11,【东吴电新】3月装机电量点评：延续抢装态势，装机电量同环比高增长！,新兴产业汇
4547,2019-04-11,【东吴电新】汇川技术预告点评：一季度预告是低点，工控复苏和乘用车电控值期待,新兴产业汇
4548,2019-04-10,电气设备：光伏平价加速到来 荐2股,和讯
4549,2019-04-10,深圳机器人行业产值接近1200亿元,Ofweek
4550,2019-04-10,"汇川技术:拟收购贝思特,迈向世界一流电梯解决方案提供商",正点财经
4551,2019-04-10,汇川技术：预计一季度净利润同比下降20%-40% 盈利能力下降,Wind
4552,2019-04-10,午间公告：腾邦国际澄清与红岭创投无任何债务关系,Wind
4553,2019-04-10,129股获券商买入评级 大亚圣象目标涨幅达85.81%,Wind
4554,2019-04-10,新能源汽车行业周报:碳酸锂价格下跌0.62%,平安证券
4555,2019-04-09,汇川技术：国内走向海外 强烈推荐评级,和讯
4556,2019-04-09,汽车：宁德时代拟将德国工厂扩建至98GWH 荐2股,和讯
4557,2019-04-09,电气设备：光伏产业链价格维稳 荐2股,和讯
4558,2019-04-09,电气设备：1月装机电量超预期 荐14股,和讯
4559,2019-04-09,电气设备：高能量密度车型占比提升 荐15股,和讯
4560,2019-04-09,电气设备：需求旺盛和大周期启动 荐25股,和讯
4561,2019-04-09,汽车：广汽腾讯携手 深度布局出行市场,和讯
4562,2019-04-09,国金证券：建议加大对工控、继电器、电源等工业元件配置力度,证券时报网
4563,2019-04-09,"仪器仪表行业:工业复苏预期增强,工控迎来加配良机",国金证券
4564,2019-04-08,【建投中小盘】一周策略回顾与展望,中信建投中小市值
4565,2019-04-08,机械制造：北向资金对机械股如何选择,和讯
4566,2019-04-08,【中泰电新】第15周观点：乌兰察布6GW风电基地开标，电动车关注边际改善环节,中泰电新研究
4567,2019-04-08,电气设备：静待补贴政策落地后绩优股布局机会 荐10股,和讯
4568,2019-04-08,8日公司新闻聚焦：多家公司一季度业绩预喜,证券时报网
4569,2019-04-08,要闻速递：4月8日证券市场消息汇总,财界网
4570,2019-04-08,锂电池产能有哪些消化的空间？【天风机械周报1915】,高端装备新视角
4571,2019-04-08,【东吴晨报0408】【策略】周评【行业】环保、食品【个股】日机密封、龙净环保、汇川技术,东吴研究所
4572,2019-04-08,战略收购受关注 机构扎堆调研汇川技术,e公司
4573,2019-04-08,"汇川技术:拟收购贝思特,强强联合提升竞争力",安信证券
4574,2019-04-07,清明节前一周逾40家公司获调研 汇川技术最受机构青睐,e公司
4575,2019-04-07,耗资25亿对外战略并购，这家公司获机构扎堆调研！,e公司
4576,2019-04-07,【国金电新周观点】光伏一季报催化开启，制造业复苏预期增强加配工控,新兴产业观察者
4577,2019-04-06,【东吴电新】汇川技术：收购贝思特稳定现金流业务，丰富业务形态和经营模式,新兴产业汇
4578,2019-04-04,4月4日A股龙虎榜揭秘，机构最青睐3股,Wind
4579,2019-04-04,汇川技术龙虎榜数据（4月4日）,Wind
4580,2019-04-04,热点复盘：4月4日市场最强热点,中金在线
4581,2019-04-04,04月04日 收盘突破年线个股一览,每日经济新闻
4582,2019-04-04,拟近25亿收购贝思特加码电梯业务 汇川技术复牌涨停,金融界
4583,2019-04-04,汇川技术(300124.SZ)拟作价24.87亿元收购电梯零部件公司贝思特,格隆汇
4584,2019-04-04,浙商·电新公用环保 | 首批三代核电项目电价落地,浙商证券研究所
4585,2019-04-04,04月04日 公告将复牌个股（名单）,每日经济新闻
4586,2019-04-04,4月4日盘前必看与交易提示,中财网
4587,2019-04-04,04日最新公告透露利好 15只个股有潜力,中金在线
4588,2019-04-04,巨丰早参：证监会酝酿修改再融资规则,巨丰财经
4589,2019-04-04,财闻点金：进境物品行邮税将调降 跨境购物迎来政策红利,巨丰财经
4590,2019-04-04,【中证盘前】散户跑步入场！3月深市新开户数翻倍；国常会重磅利好，东航南航美股涨逾12%；顺丰控股遭减持合计不超7.91%股份,中证报
4591,2019-04-03,汇川技术：股票复牌的提示性公告,深交所
4592,2019-04-03,A股头条之上市公司公告精选（4.4）,金融界
4593,2019-04-03,汇川技术拟25亿收购贝思特 提升电梯电气整体解决方案能力,e公司
4594,2019-04-03,公告精选：英洛华等一季度业绩大幅预增；多家公司股东披露减持计划,e公司
4595,2019-04-03,东海财经速递20190403,东海通财富
4596,2019-04-03,汇川技术：拟近25亿元收购电梯配件企业贝思特,e公司
4597,2019-04-03,汇川技术：拟24.87亿元收购“贝思特”100%股权，4月4日复牌,Wind
4598,2019-04-03,电气设备：静待国内政策落地 板块配置价值凸显,和讯
4599,2019-04-02,【浙商电新】给2019版新能源汽车补贴政策划重点,浙商证券研究所
4600,2019-04-01,【中泰电新】第14周观点：风电招标量同增23%，新能源车Q2或抢装，PMI指数回暖下工控望企稳,中泰电新研究
4601,2019-04-01,【国金电新周观点】从调价幅度观光伏各环节供需，板块调整近尾声,新兴产业观察者
4602,2019-04-01,应用平台接连落地推升板块关注度 工业互联网概念受机构热捧,证券日报
4603,2019-04-01,"新能源汽车行业点评41:电动汽车补贴退坡大,地补将支持充电加氢等",浙商证券
4604,2019-03-28,【电气设备与新能源*曾朵红】补贴政策落地，短期抢装，长期强者恒强,东吴研究所
4605,2019-03-27,电气设备：海上风电已到投资风口 荐6股,和讯
4606,2019-03-27,【东吴电新】补贴政策落地，短期抢装，长期强者恒强,新兴产业汇
4607,2019-03-26,电新|周观点：制造PMI重返扩张区间，行业景气有望修复,CITICS电新
4608,2019-03-25,108股获券商买入评级 天康生物目标涨幅达71.88%,Wind
4609,2019-03-22,汇川技术：副总裁李瑞琳减持计划期限届满，未减持,Wind
4610,2019-03-21,工业综合：移动机器人(AGV)产业链分析 进入发展黄金期,和讯
4611,2019-03-21,03月21日 公告停牌个股（名单）,每日经济新闻
4612,2019-03-21,孔明直播：《3月21日热点信息+个股公告》,中金在线
4613,2019-03-21,A股头条：科创板惊现垫资开户 美联储暗示今年不再加息,金融界
4614,2019-03-21,"电气设备行业周报:首选锂盐电解液龙头,关注充电与加氢投资机会",国海证券
4615,2019-03-20,汇川技术(300124.SZ)拟收购贝思特电气全部股权 明起停牌,格隆汇
4616,2019-03-20,A股头条之上市公司公告精选（3.21）,金融界
4617,2019-03-20,公告精选：3公司实控人发生变更；多家公司被重要股东减持；顺丰控股4.99亿股25日解禁 减持股份,每日经济新闻
4618,2019-03-20,汇川技术：关于筹划发行股份及支付现金购买资产事项的停牌公告,深交所
4619,2019-03-20,20日晚公告精选丨最新减持、高送转分红名单都在这了 减持股份,21世纪经济报道
4620,2019-03-20,上市公司明日停复牌（3月21日）,金融界
4621,2019-03-20,汇川技术：筹划收购贝思特股权，明日起停牌,Wind
4622,2019-03-20,汇川技术：筹划收购贝思特股权 明日起停牌,e公司
4623,2019-03-20,【电气设备新能源|张文臣团队太平洋证券】新能源车2月销量高增，风电行业持续向好,太平洋证券研究
4624,2019-03-19,新能源汽车行业周报:2月国内新能源汽车销售5.3万辆,平安证券
4625,2019-03-18,电气设备：单晶PERC电池片降价不改光伏产业趋势,和讯
4626,2019-03-16,中小创整体业绩下滑格局已定 估值合理的绩优股仍存机会 盈利能力下降,红周刊
4627,2019-03-15,汇川技术今日大宗交易成交20万股，成交价26.65元折价0.0%,Wind资讯
4628,2019-03-15,机械制造：MSCI权重提升叠加行业景气持续 荐4股,和讯
4629,2019-03-14,大富科技成万人迷 近百家机构参与调研会,证券之星
4630,2019-03-14,11家电机电控上市公司业绩：超6成增收不增利 最高亏损23亿 亏损,盖世汽车
4631,2019-03-13,创业板年内涨幅超40% 强势从何而来,第一财经
4632,2019-03-13,"电气设备与新能源行业:电动车2月销5.3万辆,同增54%,产5.9万辆,同增51%",东吴证券
4633,2019-03-12,电气设备：2019年1月海外电动车销量6.2万辆 荐15股,和讯
4634,2019-03-12,新能源汽车行业周报:2月国内动力电池装机量2.24gwh,平安证券
4635,2019-03-11,北上资金年内大举加仓创业板标的,Wind
4636,2019-03-11,创业板个股涨停数创年内新高 北上资金早已大举加仓,新浪
4637,2019-03-11,"电气设备与新能源行业点评:2019年1月海外电动车销量6.2万辆,同增46%",东吴证券
4638,2019-03-10,【国金电新周观点】关注光伏Q1高增长及电力泛在物联网热度持续提升,新兴产业观察者
4639,2019-03-09,继续布局中小创绩优股,红周刊
4640,2019-03-06,银河证券：MSCI扩大A股纳入因子 影响几何,和讯
4641,2019-03-06,孔明直播：《3月6日热点信息+个股公告》,中金在线
4642,2019-03-06,附表 创业板指数前20大权重股,第一财经
4643,2019-03-06,道达投资：创业板成“主战场” 外资瞄准了哪些个股,每日经济新闻
4644,2019-03-05,工业互联网：科技浪潮新主线！【天风机械】,高端装备新视角
4645,2019-03-05,【电气设备新能源|张文臣团队太平洋证券】铁锂路线有望复活，提前布局海上风电,太平洋证券研究
4646,2019-03-05,"汇川技术:业绩快报略超预期,通用自动化强阿尔法,期待乘用期待乘用车发力",东吴证券
4647,2019-03-04,招商策略:MSCI扩容有望为A股带来约4550亿元增量资金,新浪
4648,2019-03-04,月度掘金丨方正2019·3月金股,方正证券研究
4649,2019-03-04,中信建投晨会0304 | 解读科创板制度；MSCI扩容A股对创业板影响几何？,中信建投证券研究
4650,2019-03-03,【华创电新】周观点：风电一季度持续向好，特斯拉倒逼车企电气化提速,华创电新研究
4651,2019-03-02,创业板首次纳入MSCI 或流入262亿元,新浪
