,2021-12-31,天风期货2名股东合计增持3784万股 上半年公司净利408.42万,同壁财经
11356,2018-12-19,格隆汇港股聚焦(12.19)︱恒安国际1.2亿港元回购228.4万股,格隆汇
11357,2018-12-19,紫金矿业(02899-HK)以增资3.5亿美元扩股方式投资RTB Bor集团完成交割,财华社
11358,2018-12-19,港股通成交活跃股追踪 这3股近一个月首次上榜,证券时报
11359,2018-12-19,贵金属板块：黄金价格的核心驱动力是什么？,东北证券
11360,2018-12-18,今日250股突破五日均线 12月18日突破五日均线个股乖离率排名,金投网
11361,2018-12-18,有色金属：金价延续涨势 荐4股,和讯
11362,2018-12-18,有色金属行业:加息并不等同于金价必然下跌,正点财经
11363,2018-12-18,恒指跌0.69%报25906.711点 其他服饰配件板块领跌,腾讯网
11364,2018-12-18,【头条研报】从两轮牛市看黄金 四机构推荐唯一标的,新浪
11365,2018-12-18,市场避险情绪升温 黄金概念股逆势拉升金一文化涨停,腾讯网
11366,2018-12-18,【研必有方】星源材质(300568)：业绩环比改善海外客户开拓有望见成效,方正证券研究
11367,2018-12-18,【有色丨韩振国 吴江（联系人）】基本金属价格震荡，看好锌冶炼利润增厚,方正证券研究
11368,2018-12-17,恒指收跌0.03%报26087点 黄金股全线走高,金融界
11369,2018-12-17,港股异动︱招金矿业(01818)领涨黄金板块 10月以来累涨超三成,智通财经
11370,2018-12-17,"有色金属行业:铜,供需紧平衡,只待宏观预期回暖",正点财经
11371,2018-12-17,江西铜业、铜陵有色、金川集团、紫金矿业4家铜企共建有色金属行业采购联盟,中国有色
11372,2018-12-16,【申万宏源有色】20181217周报：黄金股回调正是买入良机，长期看好合盛硅业,申万有色公众平台
11373,2018-12-14,中国最大的有色金属采矿公司-紫金矿业一次采购85台MT95临工矿车,慧聪网
11374,2018-12-13,陈发树增持必创科技至9.59% 半年前入主云南白药,e公司
11375,2018-12-12,【晨会纪要】策略丁文 银河证券晨会纪要—20181212,中国银河证券研究
11376,2018-12-12,有色金属：继续推荐黄金板块 荐4股,和讯
11377,2018-12-12,有色金属：美国长短端利差倒挂如期出现 金价即将进入主升浪,和讯
11378,2018-12-11,[公告摘要]格隆汇港股聚焦(12.11)︱石药集团新诺威A股IPO获中证监审核通过,格隆汇
11379,2018-12-10,【美元指数及实际利率谁是更好的度量指标？|黄金深度 六】国君有色刘华峰团队,有色非无话语
11380,2018-12-10,A股情绪“冰冻”，它却一日暴涨30%多，多家国际投行看涨，这个板块2019年或将开启牛市？,每日经济新闻
11381,2018-12-10,今日207股突破五日均线 12月10日突破五日均线个股乖离率排名一览,金投网
11382,2018-12-10,A股三大股指全线下跌：沪指失守2600点，成交继续缩量,澎湃新闻
11383,2018-12-10,恒指跌1.23%报25743.289点 生物科技板块领跌,腾讯网
11384,2018-12-10,恒指跌1.6%报25647.459点 半导体板块领跌,腾讯网
11385,2018-12-06,【头条研报】黄金股引市场关注 四大机构看好(附股),新浪
11386,2018-12-06,信达证券：有色金属板块中部分子行业依然有表现机会,证券时报网
11387,2018-12-06,有色金属：三元材料价格下跌 荐7股,和讯
11388,2018-12-06,金价飙升黄金股“闪耀” 三类概念股或成投资新热点,证券日报
11389,2018-12-06,有色金属行业2019年投资策略:见“缝”插“针”波动中寻找机会,信达证券
11390,2018-12-05,汽车行业：建议关注锂电池概念股,顶尖财经网
11391,2018-12-05,华泰证券：供需有望改善支撑铜价向好运行,证券时报网
11392,2018-12-04,前三季度全国累计生产黄金372.8吨 国内金价小幅下跌,中国网
11393,2018-12-04,"有色金属行业一周回顾:短中期持续推荐黄金板块,长期看好紫金矿业和合盛硅业",申万宏源
11394,2018-12-03,有色金属：黄金价格与美元指数相关性分析 荐2股,东北证券
11395,2018-12-02,【周观点 |联储鸽意搅动预期，黄金光芒再现】国君有色刘华峰团队,有色非无话语
11396,2018-11-30,有色金属：美联储一字千金黄金有望带领有色板块反攻,财通证券
11397,2018-11-29,工信部：前三季度全国黄金实际消费量849.7吨 同比增长5.1%,中证网
11398,2018-11-29,主力净流入资金最多个股排行|2018年11月29日,云掌财经
11399,2018-11-29,避险情绪上升，美元跌金价涨，机构在“扫货”,Wind
11400,2018-11-29,受现货黄金上涨及国内避险需求增加影响，国内黄金概念股走强,汇通网
11401,2018-11-29,港股异动︱黄金股全线上涨 招金矿业(01818)领涨板块,智通财经
11402,2018-11-29,荣华实业高开高走大涨8.5%报3.70元 成交1.19亿元,腾讯网
11403,2018-11-28,有色金属：A股黄金股的超额收益,国泰君安
11404,2018-11-26,有色金属：中期持续推荐黄金板块 荐2股,申万宏源
11405,2018-11-26,紫金矿业：秘鲁白河铜矿目前正在推进中，暂未明确投产时间,Wind
11406,2018-11-26,紫金矿业：秘鲁白河铜矿暂未有明确的投产时间计划,e公司
11407,2018-11-26,上市公司交出平稳增长“答卷”，改革实招助推提升内在质量,澎湃新闻
11408,2018-11-23,指数成分股将调整，机构紧盯套利机会,中证报
11409,2018-11-22,【晨会纪要】策略丁文 银河证券晨会纪要—20181122,中国银河证券研究
11410,2018-11-22,盘前参考:国常会释放利好信号 沪深两地公司有福,中财网
11411,2018-11-21,有色金属：关注铜及黄金与铝细分行业龙头 荐3股,西南证券
11412,2018-11-21,【SMM翻译】中国的紫金矿业清除最后障碍 以14亿美元收购Nevsun公司,上海有色
11413,2018-11-21,242只个股昨逆市上涨吸金近38亿 强势股扎堆三行业,证券日报
11414,2018-11-21,紫金矿业集团股份有限公司关于,证券时报
11415,2018-11-20,紫金矿业(02899)要约收购Nevsun均完成中国和加拿大监管所需的审批,智通财经
11416,2018-11-20,贵金属：金矿板块扩大涨幅投资者押注黄金价格已经触底,汇通网
11417,2018-11-20,废话不说多说！2019年有色行业最有爆发力的三个：铜、金、铝！,上海有色
11418,2018-11-20,快讯：黄金股快速走强 *ST天业逼近涨停,新浪
11419,2018-11-19,【超级大单】 11月19日 10只个股特大单净流入超亿元,每日经济新闻
11420,2018-11-18,迷你基金成群结队 创金合信基金炒股有心无力,红周刊
11421,2018-11-16,胡润研究院：2018中国企业知识产权竞争力报告（附下载）,199IT
11422,2018-11-15,沪深300指数成分股公司：42家从未发过社会责任报告 89%未审验,每日经济新闻
11423,2018-11-08,A股情报：社保连续7个季度重仓4只黄金股,中财网
11424,2018-11-08,于伟国会见塞尔维亚客人：支持紫金矿业在塞发展,中国有色
11425,2018-11-08,黄金股配置价值提升 社保连续7个季度重仓4只个股,证券日报
11426,2018-11-07,11月07日 48只股票封板 贵金属板块涨幅最大,每日经济新闻
11427,2018-11-07,11月07日 盘中突破半年线个股一览,每日经济新闻
11428,2018-11-07,蓝福生调研福建紫金铜业 要求提高企业发展定位,紫金矿业
11429,2018-11-07,前三季度国内黄金消费量849.70吨 多因素促持续回暖,经济日报
11430,2018-11-06,前三季度我国黄金产量为289.745吨,新华网
11431,2018-11-06,前三季度中国黄金消费约850吨 同比增5.08%,中新网
11432,2018-11-06,招金集团正实施“国内一半，国际一半”战略布局,中国黄金网
11433,2018-11-05,【华泰有色李斌团队】有色行业重点公司三季报点评汇总,华泰研究所有色金属
11434,2018-11-01,园城黄金午后异动拉升8.83%报7.64元 成交1.96亿元,腾讯网
11435,2018-10-31,上交所就沪市公司2018年三季报情况答记者问,上交所
11436,2018-10-31,好买Q3基金季报点评:增持48426.80万股 偏爱农业银行,新浪
11437,2018-10-30,净增持48426.80万股 三季度公募基金“偏爱”农业银行,中证网
11438,2018-10-30,紫金矿业:金属跌价和资产计提减值拖累三季度盈利,正点财经
11439,2018-10-29,紫金矿业前三季度业绩亮眼 盈利水平逼近去年全年,中国有色
11440,2018-10-29,四大机构三季度持股动向浮出水面：金融股地产股依然是机构最爱,深圳商报
11441,2018-10-28,【华泰有色李斌团队】紫金矿业(601899)三季报点评：资产减值计提拖累盈利，矿山利润稳定释放,华泰研究所有色金属
11442,2018-10-28,央行警告空头 人民币险守6.95关口,国元证券订阅号
11443,2018-10-27,10月27日上市公司业绩公告，*ST安泰前三季度净利增超59倍,和讯
11444,2018-10-26,紫金矿业：2018年前三季度主要财务指标,上交所
11445,2018-10-26,[公告摘要]紫金矿业(02899.HK)第三季度归母净利润升16.53%至8.26亿元,格隆汇
11446,2018-10-26,紫金矿业：前三季度净利33.52亿元 同比增51%,e公司
11447,2018-10-26,紫金矿业：前三季度净利润同比增51.40%,Wind
11448,2018-10-26,紫金矿业：1-9月资产减值准备金额为7.74亿元,Wind
11449,2018-10-26,出海记｜紫金矿业收购Nevsun获加拿大反垄断部门放行,参考消息
11450,2018-10-25,有色金属一周回顾:四季度重点推荐黄金、关注合盛硅业解禁后投资机会!,申万宏源
11451,2018-10-24,COMEX金价创近10个月单月最大涨幅,中证网
11452,2018-10-24,10月24日 47只股票封板 银行板块涨幅最大,每日经济新闻
11453,2018-10-22,【华泰有色李斌团队】西部矿业（601168）三季报点评：西矿稳健增长 ，拓展钒矿资源,华泰研究所有色金属
11454,2018-10-19,紫金矿业(02899-HK)发行利率为5.17%45亿人民币债,财华社
11455,2018-10-19,龙资源:IPO点评,证券之星
11456,2018-10-18,【晨会纪要】策略丁文 银河证券晨会纪要—20181018,中国银河证券研究
11457,2018-10-18,10月18日券商晨会研报汇编,证券日报
11458,2018-10-18,紫金矿业(02899-HK)15亿人民币票面利率为5.17%,财华社
11459,2018-10-17,惠誉：纵观四国大型锌矿山 预计全球锌矿产量续增,上海有色
11460,2018-10-17,A股市场资金变动一览（10月17日）,Wind
11461,2018-10-17,财融汇·早间必读 | 20181017,财通证券融资融券部
11462,2018-10-17,A股新生态：千亿俱乐部减员29家！这一板块成重灾区 屹立不倒的老牌贵族还是它,中财网
11463,2018-10-16,80亿净资金杀跌流出 机构恐慌逃离十大股,证券之星
11464,2018-10-16,[推荐评级]有色金属行业周报：避险情绪推升贵金属板块配置价值,中财网
11465,2018-10-16,山西证券：股指震荡走低 调整格局延续,山西证券
11466,2018-10-16,58只个股被机构集中看好 逾30亿元大单抢筹6只龙头股,证券日报
11467,2018-10-15,[看好评级]有色金属行业一周回顾：四季度重点推荐黄金、关注合盛硅业解禁后投资机会!,中财网
11468,2018-10-15,溢价一倍买股，要约收购为何这么美？,Wind
11469,2018-10-15,只要质地好，只要跌到位，就会有资金来买,中财网
11470,2018-10-15,融资客青睐10股，海欣股份买入占比高达51.93%,Wind
11471,2018-10-12,10月12日股市早评：上证指数跟跌美股 黄金股上涨,南方财富网
11472,2018-10-12,COMEX黄金期货大涨 机构看多金价和黄金股后市,中证网
11473,2018-10-12,沪指失守2600点创近四年新低 “三破股”布局机会显现,证券日报
11474,2018-10-10,有色金属资源股强势领涨,我的钢铁
11475,2018-10-10,DJ 香港股市成交量排名,道琼斯
11476,2018-10-10,黄金资源股盘中逆势拉升 山东黄金上涨逾5%,证券时报
11477,2018-10-10,黄金股逆势走强 山东黄金涨逾5%,证券时报网
11478,2018-10-09,10月9日复盘:底部越磨越高 成交额前20仅1股主力流入,新浪
11479,2018-10-09,黄金概念股午后拉升 中金黄金涨逾7%,e公司
11480,2018-10-09,金股受追捧 中金黄金大涨8%,每日经济新闻
11481,2018-10-08,曹中铭:别把要约收购的经念歪了,中财网
11482,2018-10-07,紫金矿业：拟发行不超过5亿美元境外债券,Wind
11483,2018-10-05,紫金矿业(02899)建议发行美元有担保高级债券,智通财经
11484,2018-10-05,矿产资源股走低 五矿资源挫逾8%,每日经济新闻
11485,2018-09-27,【招商有色|公司深度】恒邦股份（002237.SZ）——黄金冶炼巨头 沐国企改革春风,招商有色刘文平
11486,2018-09-26,估值低谷点燃热情 2018要约收购井喷,21世纪经济报道
11487,2018-09-25,09月25日 17只股票封板 航天航空板块涨幅最大,每日经济新闻
11488,2018-09-25,山东黄金集团成为世界黄金协会正式会员,中证网
11489,2018-09-21,有色金属行业业绩持续高景气两维度关注7只个股,顶尖财经网
11490,2018-09-21,华泰证券：紫金矿业增持评级,顶尖财经网
11491,2018-09-21,有色金属板块逆市走强 机构联袂推荐6只个股,证券日报
11492,2018-09-20,紫金矿业今日续涨 现报价2.87港元上涨4.74%,格隆汇
11493,2018-09-20,港股异动︱紫金矿业(02899)拟95.3亿元要约收购矿业公司Nevsun 现涨5.11%,智通财经
11494,2018-09-20,有色、钢铁等板块挑大梁！A股是否酝酿新一轮变局？,中财网
11495,2018-09-18,18日公告透露利好 12只个股有望爆发,中证网
11496,2018-09-18,周二最新重磅公司传闻集锦(9月18日),证券之星
11497,2018-09-17,73只个股受机构集体推荐 5只龙头股吸金逾27亿,证券日报
11498,2018-09-17,紫金矿业拟3.5亿美元投资塞尔维亚铜企RTB BOR集团,金融界
11499,2018-09-17,紫金矿业：拟投资塞尔维亚国有铜业公司,e公司
11500,2018-09-17,紫金矿业：3.5亿美元增资塞尔维亚矿产公司,中证网
11501,2018-09-17,别把要约收购的经念歪了,新京报
11502,2018-09-12,【东北有色刘立喜/邱培宇/胡英粲】2018年半年报综述：利润增负债降，锡钒及新材料配置价值突出,东北证券研究所
11503,2018-09-12,5元以下个股较年初增逾两倍 机构重仓187只低估值股,证券日报
11504,2018-09-12,有色金属行业一周回顾:短中期看好金价上涨!长期关注合盛硅业!,申万宏源
11505,2018-09-12,"紫金矿业点评报告:拟收购加拿大Nevsun,国际化战略持续推进",万联证券
11506,2018-09-10,财融汇·个股研报精选,财通证券融资融券部
11507,2018-09-09,紫金矿业：到海外投资要重点关注资源、投资环境和时机的把握,e公司
11508,2018-09-09,紫金矿业：未来新一轮发展还是海外为主,Wind
11509,2018-09-09,紫金矿业：未来新一轮发展还是海外为主,e公司
11510,2018-09-09,【高管面对面直播】紫金矿业：从县属矿产公司到国际大型矿业集团的飞跃,e公司
11511,2018-09-06,智通港股公告精选︱(9.6)融创前8月合约销售增63%至2679.1亿元,智通财经
11512,2018-09-06,紫金矿业：第六届董事会临时会议决议公告,上交所
11513,2018-09-06,紫金矿业：公开发行2017年可续期公司债券(第一期)2018年付息公告,上交所
11514,2018-09-06,[互动]紫金矿业：刚果（金）新税法不会对成本造成太大压力,全景网
11515,2018-09-06,国际金价企稳反弹 黄金股盘中走强,证券时报网
11516,2018-09-06,乐视网和中弘股份停牌核查;两只养老目标基金下周一发行;金力永磁、丰山集团今日申购|9月6日,恒泰头派账户
11517,2018-09-06,周四最新重磅公司传闻集锦(9月6日),证券之星
11518,2018-09-05,A股头条之上市公司公告精选（9.6）,金融界
11519,2018-09-05,逾95亿要约收购海外上市公司 紫金矿业再揽海外矿产,e公司
11520,2018-09-05,公告精选：乐视网、中弘股份明起停牌核查 恒生电子举牌科蓝软件,e公司
11521,2018-09-05,紫金矿业：95.3亿元要约收购Nevsun,Wind
11522,2018-09-05,紫金矿业竞得塞尔维亚最大铜矿山,中国有色
11523,2018-09-05,【有色】谢鸿鹤、张强（联系人）：铝：金九银十，产业链确定性进一步抬升！20180904,中泰证券研究所
11524,2018-09-05,【华金证券晚间资讯（20180905）】,华金研究
11525,2018-09-05,MSCI成份股昨吸金逾17亿 近四成公司被社保基金持有,证券日报
11526,2018-09-04,A股共发生59宗大宗交易成交14.34亿元（9月4日）,Wind
11527,2018-09-04,紫金矿业今日大宗交易成交1531.73万股，成交价3.03元折价10.88%,Wind资讯
11528,2018-09-03,"""国家队""上半年持股逾3万亿国家队5家基金持股不动",新浪
11529,2018-09-03,国金汽车上游资源【周报：钴-反弹如期而至】,国金有色研究
11530,2018-09-02,【周观点 | 宝鸡钛材大面积关停，钴价开始反弹】国君有色刘华峰团队,有色非无话语
11531,2018-09-02,紫金矿业参与塞尔维亚铜矿国企投标并夺魁 标的公司未来6年拟投入14.6亿美元,e公司
11532,2018-09-02,9月2日上市公司晚间公告速递,新浪
11533,2018-09-02,紫金矿业：在塞尔维亚国有铜业公司引进战投公开投标中排名首位,Wind
11534,2018-09-02,紫金矿业：在塞尔维亚国有铜业公司引进战投的公开投标中排名第一,e公司
11535,2018-09-02,有色金属：氧化铝稳步上行 荐12股,广发证券
11536,2018-08-31,国家队二季度逆市增仓，证金汇金集中加仓一类股,红周刊
11537,2018-08-30,@所有人，我们认识一下可好？,高能环境
11538,2018-08-29,中国和俄罗斯企业对塞尔维亚铜矿提出了具有约束力的收购要约,上海有色
11539,2018-08-29,中报披露证金汇金最新动向 3视角透视152只增仓股升机,证券日报
11540,2018-08-28,A股市场最奇葩的事：中弘股份债务重组罗生门,中投网
11541,2018-08-28,今天，A股市场出现了今年最奇葩的事——道达投资手记,每日经济新闻
11542,2018-08-28,兰格炉料：铁矿石市场稳中下跌 后期市场波动盘整,和讯
11543,2018-08-28,四大机构看好能源股投资机会 煤炭板块龙头股一览,南方财富网
11544,2018-08-28,[买入评级]有色金属行业跟踪分析报告：金属价格普涨,中财网
11545,2018-08-28,[买入评级]汽车上游资源行业研究周报：钴：涨价窗口期确立,中财网
11546,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
11547,2018-08-28,[快讯]兴全趋势基金公布半年报 收益为-7.59%,中财网
11548,2018-08-28,[快讯]银华内需基金公布半年报 收益为-14.74%,中财网
11549,2018-08-28,[快讯]大宗商品基金公布半年报 收益为-20.85%,中财网
11550,2018-08-27,[增持评级]有色金属行业更新周报：铝土矿短缺持续 钴价企稳反弹,中财网
11551,2018-08-27,[推荐评级]紫金矿业(601899)半年报点评：矿产铜、锌价量提升 驱动业绩较快增长,中财网
11552,2018-08-27,[买入评级]紫金矿业(601899)中报点评：铜锌量价齐升 上半年归母净利同增68%,中财网
11553,2018-08-27,[推荐评级]有色金属行业周报：钴有止跌回升之势 电解铝存涨价空间,中财网
11554,2018-08-27,紫金矿业：公司成长潜力开始兑现，维持公司“推荐”评级,银河证券
11555,2018-08-27,[异动]中报靓丽 金价走出低谷 紫金矿业(02899.HK)涨4.44%,格隆汇
11556,2018-08-27,有色金属行业周报：基本金属价格上涨;钴价小幅反弹,中财网
11557,2018-08-27,港股异动︱上半年净利同比增长67.82% 紫金矿业(02899)现涨6.67%,智通财经
11558,2018-08-27,快讯：紫金矿业升逾5% 现价升5.19% 报2.84元,新浪
11559,2018-08-27,【个股公告】今日公布重磅利好,金元证券指定乾坤
11560,2018-08-27,美元回落 有色板块有望短期反弹(受益股),金融界
11561,2018-08-26,紫金矿业(02899-HK)6个月多赚68%不派息,财华社
11562,2018-08-26,[买入评级]紫金矿业(601899)中报点评：业绩靓丽 成长凸显 后续可期!,中财网
11563,2018-08-24,紫金矿业董事长陈景河：公司2022年资源储量和矿产产量力争进入全球前列,e公司
11564,2018-08-24,紫金矿业：上半年净利润同比增67.82%,Wind
11565,2018-08-24,紫金矿业：上半年净利同比增68% 获证金公司增持,e公司
11566,2018-08-24,西部矿业:大梁锌玉龙铜，西矿稳健前行,华泰证券
11567,2018-08-22,同职不同薪：10董秘年薪超400万 27人年薪不足5万,投资时报
11568,2018-08-22,来自加拿大、中国和俄罗斯的三家公司竞购塞尔维亚唯一铜矿,上海有色
11569,2018-08-21,基本金属及贵金属行业周报：氧化铝气势如虹 铜罢工暂告段落 员工变动,中财网
11570,2018-08-20,[领先大市-A评级]有色金属行业周报：氧化铝涨价持续 继续看好钴铝金铜,中财网
11571,2018-08-20,[中性评级]有色行业周报：未来几年全球铝土矿产量保持高位增长,中财网
11572,2018-08-20,[买入评级]有色金属行业跟踪报告：铝钴镍价格回升,中财网
11573,2018-08-20,[增持评级]有色金属行业更新：新兴市场风险发酵 钴价看反弹,中财网
11574,2018-08-20,紫金矿业连续五年信息披露工作评价结果为A级,紫金矿业
11575,2018-08-20,[优于大市评级]有色金属行业周报：无锡不锈钢交易所钴价开始反弹,中财网
11576,2018-08-17,陈发树上任白药控股董事长 云南白药上半年净利增4.35%,e公司
11577,2018-08-15,基本金属及贵金属行业周报：西澳美铝罢工 铝市波澜再起! 员工变动,中财网
11578,2018-08-14,市场低迷，山东黄金业绩稳增的背后有什么秘密？,金融界
11579,2018-08-13,灵宝黄金升近7％ 约26亿人币出售铜加工业务,经济通
11580,2018-08-13,[增持评级]有色金属行业更新周报：钼供应紧张持续 铝成本逻辑仍需观察,中财网
11581,2018-08-13,阿舍勒铜业“反探亲”让员工暖心家属放心,紫金矿业
11582,2018-08-10,紫金矿业综合实力获国际资本市场认可 权威机构授予投资级评级,紫金矿业
11583,2018-08-10,这批高成长龙头股市盈率或已低于30倍（名单）,中财网
11584,2018-08-09,9只资源股基金 哪只最正宗？,中金在线
11585,2018-08-09,伦铝供需持续偏紧 港股有色板块或迎新一轮行情,证券之星
11586,2018-08-07,8月7日券商晨会研报汇编,证券日报
11587,2018-08-07,【有色】谢鸿鹤、张强（联系人）：《2018-2019秋冬季限产方案》呼之欲出， 电解铝能否再度雄起？20180807,中泰证券研究所
11588,2018-08-02,紫金矿业上半年实现归母净利25亿元,中国有色
11589,2018-08-01,[看好评级]有色金属行业周报：超跌反弹不能当底部 耐心等待仍是上策,中财网
11590,2018-08-01,[推荐评级]有色金属行业周报：政策边际宽松需求预期改善 有色金属有望迎来估值修复,中财网
11591,2018-08-01,【有色】谢鸿鹤、张强（联系人）：重点关注需求预期修复下的铝、锡、铜-20180731,中泰证券研究所
11592,2018-07-31,汽车上游资源行业周报:金属价格反弹延续,国金证券
11593,2018-07-30,看一看2018中国国际黄金大会的“含金量”,中国有色
11594,2018-07-30,[优于大市评级]有色金属行业周报：下半年钴价反弹确定性强,中财网
11595,2018-07-27,中国黄金协会：上半年中国黄金产量190.279吨,Wind
11596,2018-07-27,28家电池材料上市企业2018年第一季度业绩汇总,盖世汽车
11597,2018-07-26,有色最新观点：基本金属重心下移，继续关注锂钴相关标的,招商证券
11598,2018-07-25,中证数据：两市资金净流入前20股（7月25日）,中证网
11599,2018-07-25,主力资金最青睐个股揭秘,证券时报
11600,2018-07-25,我国黄金产销量稳居世界第一,中国金融新闻网
11601,2018-07-25,光大证券：基金偏爱消费行业 创业板持仓占比提升,光大证券
11602,2018-07-25,铜陵有色金属集团股份有限公司位列《财富》中国500强第93位,铜陵有色
11603,2018-07-25,陈发树任云南白药控股董事长 9年前就瞄上这家企业,北青网
11604,2018-07-25,紫金矿业:量价齐升带动业绩高增长,西南证券
11605,2018-07-24,中证数据：两市资金净流入前20股（7月24日）,中证网
11606,2018-07-24,今日（7月24日）紫金矿业（601899）股票行情观点：暂时观望,南方财富网
11607,2018-07-24,海外原材料行业一周回顾：洛阳钼业A股本周迎来大额解禁,中财网
11608,2018-07-24,[推荐评级]有色金属行业周报：MB钴跌幅收窄 后市可期,中财网
11609,2018-07-24,[优于大市评级]紫金矿业(601899)上半年业绩快报：科卢韦齐达产 量价齐升助力业绩大增,中财网
11610,2018-07-24,陈发树出任白药控股董事长(图|简历),中国经济网
11611,2018-07-24,汽车上游资源行业研究:关注基本金属预期修复行情,国金证券
11612,2018-07-23,陈发树出任白药控股董事长 云南白药董事会今年将换届,每日经济新闻
11613,2018-07-23,"9年恩怨,多次败诉,254亿收购！这位黄金富豪终于当上了百年医药巨头董事长",中国基金报
11614,2018-07-23,【民生有色|半年度业绩点评】紫金矿业(601899):中报业绩略超预期，铜矿量价齐升将成为利润主要来源,GS有色金属
11615,2018-07-23,紫金矿业：矿产价格处于低谷 三大支柱处于价值洼地,和讯
11616,2018-07-23,[买入评级]有色金属行业跟踪：制裁古巴影响钴矿 库存低位沪锌反弹,中财网
11617,2018-07-23,[优于大市评级]有色金属行业周报：钴MB报价和国内报价价差不断收敛,中财网
11618,2018-07-23,[优于大市评级]有色金属行业周报：金价仍将维持底部震荡走势,中财网
11619,2018-07-23,[买入评级]紫金矿业(601899)公告点评：矿产铜量价齐升 业绩符合预期,中财网
11620,2018-07-23,【招商有色】紫金矿业（601899.SH）——铜产量稳步提升 二季度业绩逆市大幅增长,招商有色刘文平
11621,2018-07-23,[强烈推荐-A评级]紫金矿业(601899)点评：铜产量稳步提升 二季度业绩逆市大幅增长,中财网
11622,2018-07-23,[推荐评级]紫金矿业(601899/02899.HK)业绩预览：1H18预告业绩符合预期;受益铜、锌价格同比上涨,中财网
11623,2018-07-20,A股头条之上市公司公告精选（7.21）,金融界
11624,2018-07-20,晚间重要公告2018年7月20日星期五,Wind
11625,2018-07-20,紫金矿业(02899-HK)上半年净利润约25.23亿元 同比增67.6%,财华社
11626,2018-07-20,紫金矿业：上半年净利超25亿 同比增近七成,e公司
11627,2018-07-20,紫金矿业：上半年净利润同比增67.60%（快报）,Wind
11628,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
11629,2018-07-20,07月19日锌22100.00元/吨 5天上涨3.80%,生意社
11630,2018-07-19,[推荐评级]有色金属行业2018年中期投资策略：蓄势待发 优选成长,中财网
11631,2018-07-18,"有色金属行业周观察:钴板块反弹,铜中期预告优",华安证券
11632,2018-07-17,石墨烯板块掀涨停潮 德尔未来等三只股封板,腾讯网
11633,2018-07-17,[优于大市评级]有色金属行业周报：钴价出现异动,中财网
11634,2018-07-17,【财华社-港股早评】 2018年7月17日,财华社
11635,2018-07-16,[买入评级]有色金属行业跟踪：国内钴价企稳反弹 锡镍价格逆势上扬,中财网
11636,2018-07-11,紫金矿业大跌5.04%，报3.39元,腾讯网
11637,2018-07-11,"有色金属周报:中美贸易冲突升级打压工业金属价格,继续看好铜钴板块",长城证券
11638,2018-07-10,[看好评级]有色金属2018年中报业绩前瞻：新能源略有褪色仍然强劲 紫金矿业略超预期,中财网
11639,2018-07-10,内蒙古铅锌矿山全梳理,中国有色
11640,2018-07-10,全球贵金属价格呈现整体下滑走势,广州日报
11641,2018-07-10,有色金属行业周报：蓝天保卫战打响 重点关注铝锡铜,中财网
11642,2018-07-10,【华泰有色李斌团队】量化分析看反弹，结合基本面选优质标的,华泰研究所有色金属
11643,2018-07-10,有色金属行业:继续看好钴锂重估,安信证券
11644,2018-07-06,A股市场资金变动一览（7月6日）,Wind
11645,2018-07-06,关键时刻，大奇迹日会出现吗？,阿尔法工场
11646,2018-07-05,中国电子签约市场规模2019预计超30亿元，应用领域将进一步拓展,财经网
11647,2018-07-04,[推荐评级]有色金属行业周报：以守为攻 关注低估值的钴、铜,中财网
11648,2018-07-04,[推荐评级]有色金属行业周报：工业金属涨跌互现 电解铝库存继续下降,中财网
11649,2018-07-03,[看好评级]有色金属行业周报：反弹可期 逢低买入,中财网
11650,2018-07-03,紫金矿业跌1.15%，创年度新低，报3.44元,腾讯网
11651,2018-07-02,[中性评级]有色行业周报：CODELCO旗下第二大铜矿山工人拟举行罢工,中财网
11652,2018-07-02,[增持评级]有色金属行业更新：适当布局钴锂左侧机会 继续看好稀土,中财网
11653,2018-07-02,紫金矿业跌2.77%，创年度新低，报3.51元,腾讯网
11654,2018-07-02,[优于大市评级]有色金属行业周报：新能源汽车产业链反弹是下半年最大行情,中财网
11655,2018-07-01,【申万宏源有色】有色金属行业2018年中报业绩展望,申万有色公众平台
11656,2018-06-28,开盘观察:石油板块和科技股集体反弹 创指止跌回升,中财网
11657,2018-06-28,【天风研究·固收】信用早早报（6月28日）,固收彬法
11658,2018-06-27,[优于大市评级]有色金属行业周报：下半年钴锂镍投资节奏,中财网
11659,2018-06-27,它，居然是2018年全球最大的矿业公司之一,上海有色
11660,2018-06-27,开盘观察:新能源汽车石油股强势 蓝筹股继续低迷,中财网
11661,2018-06-27,"有色金属行业周报:降准缓解当前压力,短线行情可期长线谨慎",东兴证券
11662,2018-06-26,有色金属行业周报：中美贸易争端持续 基本金属价格回调,中财网
11663,2018-06-26,[买入评级]有色金属行业跟踪：薪资干扰铜矿罢工 锂钴需求有望改善,中财网
11664,2018-06-25,人民币兑美元贬值加速 利好板块及利空板块全解,金融界
11665,2018-06-25,24股获券商买入评级，易尚展示目标涨幅达86.72%,Wind
11666,2018-06-25,有色行业周报:上周工业金属价格普跌,平安证券
11667,2018-06-23,沉默、崩溃、骂战、坚持——磨底阶段股民百态,全景网
