,2021-12-31,食品饮料行业2022年投资策略：白酒景气周期延续，食品至暗时刻已过,国信研究
1742,2018-12-13,证监会：中信银行、平安银行发行可转债事项均于12月17日上会,Wind
1743,2018-12-13,第十七届发审委2018年第190次工作会议公告,证监会
1744,2018-12-13,海通证券股份有限公司关于绝味食品股份有限公司持续督导之2018年年度现场检查报告,证券时报
1745,2018-12-12,"绝味食品2018年三季报点评:业绩符合市场预期,长期稳健增长可期",正点财经
1746,2018-12-11,日常消费品：大趋势下的小确幸 荐14股,东兴证券
1747,2018-12-10,"食品综合行业:双十一助力丰收,休闲食品表现亮眼",国信证券
1748,2018-12-08,外资看好A股 这两个板块机会最大！,巨丰财经
1749,2018-12-08,绝味食品：董事会决议公告,上交所
1750,2018-12-05,"食品饮料行业十二月第一周周报:大盘震荡微涨,白酒领涨食品饮料",东兴证券
1751,2018-12-04,日常消费品：板块估值修复 荐7股,财信证券
1752,2018-12-04,"食品饮料行业周报:白酒进入周期后半场,乳品巨头布局东南亚市场",国海证券
1753,2018-12-03,日常消费品：白酒领涨食品饮料 荐11股,东兴证券
1754,2018-11-28,"食品饮料行业十一月第四周周报:大盘震荡回落,食品饮料防御性凸显",东兴证券
1755,2018-11-27,绝味食品2018年三季报点评：规模效应逐渐显现 利润维持较快增长,光大证券
1756,2018-11-26,日常消费品：食品饮料防御性凸显 荐11股,东兴证券
1757,2018-11-23,"改革开放四十周年系列研究—食品饮料篇:四十载乘风破浪,行业在变革中扬帆前行",平安证券
1758,2018-11-21,【食品饮料陈娇】批价短期反复不改中长期供需趋势,兴证研究
1759,2018-11-20,"食品饮料周报2018第45期:10月社消增速回落,中炬换届进入新阶段",正点财经
1760,2018-11-20,绝味食品股东减持496万股 套现2.15亿元,挖贝网
1761,2018-11-20,26股获券商买入评级 华菱钢铁目标涨幅达48.04%,Wind
1762,2018-11-20,"绝味食品深度报告:春江水暖鸭先知,卤味龙头“鸭”出色",国信证券
1763,2018-11-19,日常消费品：社零消费数据放缓 荐15股,山西证券
1764,2018-11-19,日常消费品：市场强势上行 荐11股,东兴证券
1765,2018-11-18,日常消费品：高端白酒估值调整到位 荐4股,国盛证券
1766,2018-11-13,绝味食品今日大宗交易成交6.05万股，成交价33.12元折价12.57%,Wind资讯
1767,2018-11-07,食品饮料2018q3业绩总结之大众消费品:需求仍有韧性、龙头更显稳健,申万宏源
1768,2018-11-06,【申万食品饮料-吕昌团队】周观点（10月第5周）：板块Q3增速放缓 建议把握龙头长期价值,申万食品饮料研究
1769,2018-11-04,日常消费品：白酒增速换挡 荐4股,国盛证券
1770,2018-11-03,绝味食品 (603517)【申万食品饮料-吕昌、张喆】业绩符合预期、长期看点仍足,申万食品饮料研究
1771,2018-10-31,【绝味食品三季报点评：稳健增长背景下，盈利仍可持续提升—方正食品饮料181030】,虎哥的研究
1772,2018-10-31,东北证券：绝味食品买入评级,东北证券
1773,2018-10-31,"绝味食品:业绩符合预期,关注成本变化",平安证券
1774,2018-10-31,"绝味食品:业绩符合预期,门店稳步扩张",国信证券
1775,2018-10-30,【西南食品饮料 | 三季报点评】绝味食品：门店继续稳定扩张，成本上涨毛利率略下行,非尝饮食
1776,2018-10-30,【国君食品】绝味食品三季报点评：业绩符合市场预期，长期稳健增长可期,OhShopping讲饮讲食
1777,2018-10-30,【招商食品】绝味食品：执行到位，稳健增长,招商食品饮料
1778,2018-10-29,绝味食品：前三季度净利润同比增29.03%,Wind
1779,2018-10-22,日常消费品：静待秋糖和三季报催化 荐15股,山西证券
1780,2018-10-22,44股获券商买入评级：中南建设目标涨幅达74%,Wind
1781,2018-10-22,"绝味食品投资价值分析报告:小鸭脖,好生意",光大证券
1782,2018-10-17,周四热点行业推荐,中证网
1783,2018-10-15,绝味食品回应禽流感影响：公司经营一切正常,e公司
1784,2018-10-15,[看好评级]食品饮料行业周报：市场震荡 短期影响食品饮料 长期估值不变,中财网
1785,2018-10-15,白酒板块季报无忧 继续推荐名酒,佳酿网
1786,2018-10-15,日常消费品：市场震荡 荐11股,东兴证券
1787,2018-10-14,【国君食品】三季报前瞻：白酒基本面趋稳，推荐必需消费品,OhShopping讲饮讲食
1788,2018-10-07,IPO观察：泡椒凤爪大王即将上会 有友食品如何穿透400股东？,第一财经
1789,2018-09-29,"食品饮料周报2018第38期:市场回暖,食品先行",长城证券
1790,2018-09-28,"食品饮料行业:从海外经验看食饮龙头成长路径及估值体系,龙头是如何养成的",申万宏源
1791,2018-09-26,A股共发生79宗大宗交易成交25.94亿元（9月26日）,Wind
1792,2018-09-26,绝味食品今日大宗交易成交118.02万股，成交价37.55元折价11.52%,Wind资讯
1793,2018-09-26,巨丰收评：大盘冲高回落 已逐步转强,巨丰财经
1794,2018-09-26,绝味食品利润上涨遇上股东10亿减持利好还是利空,新浪
1795,2018-09-25,日常消费品：板块相对价值凸显 荐15股,申万宏源
1796,2018-09-20,清仓式减持来袭，呈现哪些特征，如何规避风险？,Wind
1797,2018-09-19,9月19日有66家公司获重要股东增减持 汉钟精机已被连续增持98次,Wind
1798,2018-09-18,【长城食饮每日资讯0918】绝味食品四位股东累计减持6%股份,宇光食饮日讯
1799,2018-09-18,多家公司发布减持公告：光威复材等拟遭抛售,Wind
1800,2018-09-18,"食品饮料行业周报:基本面良好,静待中秋旺季催化",山西证券
1801,2018-09-18,"食品饮料行业周报2018第37期:社消8月增速回暖,建议布局行业龙头",长城证券
1802,2018-09-17,日常消费品：茅台批价略反弹 荐15股,申万宏源
1803,2018-09-17,日常消费品：食品板块迎中秋销售旺季 荐11股,东兴证券
1804,2018-09-12,日常消费品：白酒及调味品与食品综合高景气度延续 荐7股,财信证券
1805,2018-09-11,【食饮陈娇】绝味食品深度报告：扩张仍具空间，规模效益显现,兴证研究
1806,2018-09-11,周黑鸭直营遇瓶颈：营收净利双降 窄众新品难拓市场 盈利能力下降,新浪
1807,2018-09-11,"食品饮料行业周报:中秋旺季催化,估值回落配置价值明显",山西证券
1808,2018-09-08,交出最差业绩中报 线下门店拖后腿 周黑鸭直营模式遭遇挑战,中国经营网
1809,2018-09-08,卖不动的鸭脖子？周黑鸭营收净利下滑被指单价过高 盈利能力下降,华夏时报
1810,2018-09-07,【申万食品饮料-吕昌、毕晓静】食品饮料2018Q2业绩总结之大众消费品：整体景气仍优，优质公司实力彰显,申万食品饮料研究
1811,2018-09-04,【食品饮料|黄付生团队太平洋证券】悲观释放短期企稳，寻找净利润率提升的机会,太平洋证券研究
1812,2018-09-03,【国君食品】周观点：H1白酒、调味品维持高速，短期继续关注必需品,OhShopping讲饮讲食
1813,2018-09-02,食品饮料：悲观释放短期企稳，寻找净利润率提升的机会【太平洋食品饮料|黄付生团队】,食品饮料大消费黄付生
1814,2018-08-31,周黑鸭利润下降17%销量萎缩业界称错过跑马圈地机会,新浪
1815,2018-08-29,"食品饮料行业周报:白酒终端表现强劲,必须消费板块持续看好",国海证券
1816,2018-08-28,[看好评级]食品饮料行业周报：茅台再出措施旺季稳价 大众品龙头业绩超预期,中财网
1817,2018-08-27,[推荐评级]食品饮料行业周报：迎中报密集周 观旺季销售月,中财网
1818,2018-08-27,食品饮料行业周报：茅台如期放量、中秋旺季启动，板块业绩确定性强,方正证券
1819,2018-08-27,【国君食品】周观点：旺季前夕茅台开启放量稳价，板块短期仍需谨慎,OhShopping讲饮讲食
1820,2018-08-26,【华创食饮】180826周观点：迎中报密集周，观旺季销售月,--
1821,2018-08-26,[优于大市评级]食品行业周报：多家啤酒公司业绩加速改善,中财网
1822,2018-08-23,绝味食品：二季度营收加速，静待三季度持续,东北证券
1823,2018-08-22,【长城食品】绝味食品中报点评：Q2盈利稳提升，业绩略超预期,宇光看食饮
1824,2018-08-22,[看好评级]食品饮料行业周报：食品饮料承压下行 紧握筹码待反击,中财网
1825,2018-08-22,券商首次关注6股并给予买入评级（8月22日）,Wind
1826,2018-08-22,【食品饮料-绝味食品(603517)】范劲松、熊欣慰（联系人）：渠道护城河奠定成长空间，龙头兼具上下游议价权-20180821,中泰证券研究所
1827,2018-08-22,"绝味食品:业绩符合预期,持续增长动力足",山西证券
1828,2018-08-21,绝味食品（603517）【申万食品饮料-吕昌、张喆】业绩略超预期，配置价值凸显,申万食品饮料研究
1829,2018-08-21,【异动股】食品饮料板块持续强势 绝味食品(603517-CN)涨近8%,财华社
1830,2018-08-21,[买入评级]绝味食品(603517)中报点评：费用率下降推动净利润超预期,中财网
1831,2018-08-21,[买入评级]绝味食品(603517)中报点评：二季度业绩环比提速 费用率下行助力盈利能力提升,中财网
1832,2018-08-21,门店二季度增速提升 绝味持续增长动力足,东兴证券
1833,2018-08-21,152股获券商买入评级 联创电子目标涨幅达103.33%,Wind
1834,2018-08-21,"食品饮料行业周报:基本面无异常,板块回调配置价值凸显",山西证券
1835,2018-08-21,"绝味食品:2Q收入环比提速,控制费用利润率提升",联讯证券
1836,2018-08-20,[强于大市评级]食品饮料行业周报：基本面高景气 估值优势凸显,中财网
1837,2018-08-20,[推荐评级]食品饮料行业周报：聚焦确定性最优品种,中财网
1838,2018-08-20,[看好评级]食品饮料行业周报：大众品增长稳健 白酒紧盯旺季销售,中财网
1839,2018-08-20,[买入评级]食品饮料行业周报：调整后关注优质价值股机会,中财网
1840,2018-08-20,【实时|国信食饮】绝味食品2018年中报点评：业绩符合预期，门店稳步扩张,瑶食梦饮
1841,2018-08-20,【华创食饮董广阳龚源月团队】绝味食品中报点评：门店数量稳步增长，费用率下降推动利润高增,--
1842,2018-08-20,[增持评级]绝味食品(603517)中报点评：门店增长符合预期 募投项目推动成长,中财网
1843,2018-08-20,[增持评级]食品饮料行业周报：中报业绩整体良好 静待中秋旺季行情,中财网
1844,2018-08-20,[推荐评级]食品饮料行业周报：市场低迷致板块杀跌 但基本面依旧稳定向好,中财网
1845,2018-08-20,[买入评级]绝味食品(603517)中报点评：Q2开店环比加快 业绩略超预期,中财网
1846,2018-08-20,[强推评级]绝味食品(603517)中报点评：门店数量稳步增长 费用率下降推动利润高增,中财网
1847,2018-08-20,[增持评级]绝味食品(603517)中报点评：收入增长加快 盈利指标向好,中财网
1848,2018-08-20,【招商食品】绝味食品：收入如期提速，关注超跌机会,招商食品饮料
1849,2018-08-20,[审慎增持评级]绝味食品(603517)中报点评：Q2毛利率环比提升 下半年开店有望加速,中财网
1850,2018-08-20,绝味食品：Q2增长加速 世界杯效应提振业绩,西南证券
1851,2018-08-20,[买入评级]绝味食品(603517)中报点评：开店稳定增长 成本可控毛利上行,中财网
1852,2018-08-20,盘前必读公告：这些股不容错过！,巨丰财经
1853,2018-08-20,"绝味食品:成本压力仍可控,业绩持续高增长",平安证券
1854,2018-08-19,社保私募爱吃鸭脖 绝味鸭脖半年净利增速快赶上茅台,新浪
1855,2018-08-19,【国君食品】绝味食品2018中报点评：盈利能力再创新高，业绩有望加速增长,OhShopping讲饮讲食
1856,2018-08-19,绝味食品：上半年净利3.15亿元 同比增逾3成,e公司
1857,2018-08-19,绝味食品：上半年净利润3.15亿元，同比增长32.55%,Wind
1858,2018-08-14,[看好评级]食品饮料行业周报：市场弱复苏 底部待确认 食品饮料不悲观,中财网
1859,2018-08-14,[看好评级]食品饮料行业周报：短期消费带来波动 行业基本面无异常,中财网
1860,2018-08-14,[推荐评级]食品饮料行业周报：白酒调研反馈积极 绝味需求向好扩产继续,中财网
1861,2018-08-13,绝味食品股价大跌-5.00%,中金在线
1862,2018-08-13,[推荐评级]食品饮料行业周报：七月线上增速有所回落 线下茅台终端需求最旺,中财网
1863,2018-08-13,[推荐评级]食品饮料行业周报：白酒本质是结构性趋势 悲观预期致板块超跌,中财网
1864,2018-08-13,[买入评级]绝味食品(603517)动态跟踪：募投项目缓解产能瓶颈 收入盈利有望持续增长,中财网
1865,2018-08-10,绝味食品：拟公开发行不超10亿元可转债,e公司
1866,2018-08-08,[看好评级]食品饮料行业周报：市场情绪过度反应 食品饮料中期确定性强静待反击,中财网
1867,2018-08-07,"食品饮料行业周报:行业基本面良好,板块回调配置良机凸显",山西证券
1868,2018-08-03,绝味食品：董事会决议公告,上交所
1869,2018-07-31,[看好评级]食品饮料行业周报：白酒行稳致远景气不变 榨菜中报超预期继续推荐,中财网
1870,2018-07-31,[买入评级]食品饮料行业周报：关注中报行情 坚守龙头,中财网
1871,2018-07-31,[买入评级]食品饮料行业周报：白酒、食品龙头中期业绩增长良好 建议关注白酒、食品龙头,中财网
1872,2018-07-30,日常消费品：建议关注白酒及食品龙头 荐18股,广发证券
1873,2018-07-30,[强于大市评级]食品饮料行业周报：消费升级+餐饮回暖 看好调味品行业发展,中财网
1874,2018-07-30,[推荐评级]食品饮料行业周报：中报行情聚焦绩优公司,中财网
1875,2018-07-30,[增持评级]食品饮料每周小评：中报值得期待 静待板块改善再起航,中财网
1876,2018-07-27,食品股午后上攻，金字火腿强势涨停,Wind
1877,2018-07-25,[看好评级]食品饮料行业周报：中报业绩捷报频传 关注超预期个股,中财网
1878,2018-07-25,[看好评级]2018年基金中报分析(食品、饮料与烟草行业)：消费环比加仓 未来震荡向上,中财网
1879,2018-07-24,[互动]绝味食品：主要原材料涨价对毛利率会有一定影响,全景网
1880,2018-07-24,[推荐评级]食品饮料行业深度研究报告：板块重仓比例提升 聚焦稳定性龙头,中财网
1881,2018-07-24,[买入评级]食品饮料行业周报：关注中报业绩释放 坚守龙头寻找确定性机会,中财网
1882,2018-07-24,[看好评级]食品饮料行业周报：中报确定性的溢价 食品饮料不悲观,中财网
1883,2018-07-24,[买入评级]食品饮料行业周报：2018Q2国内公募基金持仓占比提升 建议关注白酒、食品龙头,中财网
1884,2018-07-24,[看好评级]食品/饮料与烟草行业周报：从三聚氰胺/瘦肉精/塑化剂看恶性事件的影响,中财网
1885,2018-07-24,[推荐评级]食品饮料行业周报：名酒企成长逻辑依然清晰 板块性价比仍在,中财网
1886,2018-07-23,[看好评级]食品饮料行业周报：基金Q2持仓明显提升 继续看好板块配置价值,中财网
1887,2018-07-23,[同步大市评级]食品饮料行业周报：休闲卤制品：商业模式的“楚汉之争”,中财网
1888,2018-07-23,[增持评级]中泰食品饮料周报：洋河&乳业数据跟踪,中财网
1889,2018-07-23,[推荐评级]食品饮料行业周报：茅台数据超预期 五粮液改革再加速,中财网
1890,2018-07-23,"食品饮料行业周报:中报行业盈利良好,看好白酒及必须消费板块",国海证券
1891,2018-07-17,[推荐评级]食品饮料行业周报：白酒淡季持续看好 食品推荐西王食品,中财网
1892,2018-07-16,[看好评级]食品饮料行业周报：高端酒价格已上行 看好板块下半年估值切换行情,中财网
1893,2018-07-16,[买入评级]食品饮料行业周报：2018H1阿里系食品饮料销售数据靓丽 建议关注白酒、食品龙头,中财网
1894,2018-07-16,非酒类食品饮料2H18策略暨中报业绩预览,中财网
1895,2018-07-13,[强于大市评级]食品饮料行业2018中报前瞻：2Q行业趋势仍向好 绝对龙头确定稳增,中财网
1896,2018-07-12,7月12日有66家公司获重要股东增减持 泛海控股已被连续增持63次,Wind
1897,2018-07-12,[买入评级]食品饮料行业周报：高端、区域白酒龙头基本面良好 建议关注白酒、食品龙头,中财网
1898,2018-07-11,吃出来的大产业！万亿级大蛋糕来了 企业争相IPO 抢食一杯羹,央视
1899,2018-07-10,"食品饮料行业周报:市场带动板块补跌,调整带来配置良机",山西证券
1900,2018-07-09,【长城食饮每日资讯0711】绝味食品减持计划时间过半，共已减持5%股份,微信
1901,2018-07-09,[看好评级]食品饮料行业周报：板块中期业绩确定 当前时点配置价值凸显,中财网
1902,2018-07-09,[增持评级]食品饮料每周小评：市场情绪仍偏谨慎 6月零食电商龙头继续高速,中财网
1903,2018-07-09,"食品饮料行业周报:关注绩优股追随真成长,重视必须消费子行业",国海证券
1904,2018-07-09,"食品饮料行业2018下半年投资策略:买入白酒时间玫瑰,迎接大众消费之春",申万宏源
1905,2018-07-09,"绝味食品首次覆盖报告:渠道下沉驱动开店数量增多,外卖频次增加驱动单店坪效提升",证券之星
1906,2018-07-06,[买入评级]食品饮料行业周报：白酒景气周期持续 继续看好白酒和食品龙头,中财网
1907,2018-07-04,[推荐评级]食品饮料行业周报：咬定业绩不放松 板块回调名优标的再现买入良机,中财网
1908,2018-07-03,[维持评级]食品饮料行业周报：名优酒企优势显著 当下唯稳则优,中财网
1909,2018-07-03,[看好评级]食品饮料行业周报：Q2超额收益20%回调正常 继续买入板块确定性,中财网
1910,2018-07-03,[看好评级]食品饮料行业周报：白酒行业景气度持续 建议关注中报超预期个股,中财网
1911,2018-07-02,"食品饮料行业周报:迎接中报行情,建议关注超预期个股",国海证券
1912,2018-06-29,A股共发生51宗大宗交易成交10.06亿元（6月29日）,Wind
1913,2018-06-29,绝味食品今日大宗交易成交17.92万股，成交价37.62元折价11.38%,Wind资讯
1914,2018-06-27,【长城食品】绝味食品点评：二季度开店加速，原料成本压力可控,微信
1915,2018-06-27,[推荐评级]食品饮料行业周报：五泸淡季政策显底气 酒鬼渠道反馈积极,中财网
1916,2018-06-26,[买入评级]食品饮料行业投资策略：第三轮白酒牛市继续 食品龙头受益消费升级,中财网
1917,2018-06-26,[增持评级]食品饮料行业每周小评：618休闲食品翻倍增长 三大龙头持续收割流量,中财网
1918,2018-06-26,40股获券商买入评级 汉得信息目标涨幅达72.39%,Wind
1919,2018-06-25,"绝味食品:低线市场加速渗透,休闲卤制品龙头扬帆远航",中证网
1920,2018-06-25,[推荐评级]食品饮料行业投资策略报告：展望价值 掘金弹性,中财网
1921,2018-06-25,"食品饮料行业周报:白酒控货挺价,建议关注中高端白酒和食品龙头",国海证券
1922,2018-06-24,[买入评级]绝味食品(603517)点评：二季度开店速度提升 强议价权下成本上涨无忧,中财网
1923,2018-06-22,多家公司发布减持公告：飞鹿股份等拟遭抛售,Wind
1924,2018-06-22,绝味食品：遭九鼎系合计减持2.9%股权,新浪
1925,2018-06-22,35股获券商买入评级，中航资本目标涨幅达107.89%,Wind
1926,2018-06-21,"食品饮料行业周报:系统回调凸显板块配置价值,优选白酒及大众品龙头",申万宏源
1927,2018-06-20,申万宏源晨会纪要-180620,申万宏源
1928,2018-06-15,36股获券商买入评级 中国医药目标涨幅达62.33%,Wind
1929,2018-06-14,“世界杯魔咒”影响A股 谁将是最大赢家？,凤凰网
1930,2018-06-13,百家快消与零售企业角逐影响力TOP榜:谁将登顶榜首？,新浪
1931,2018-06-13,[推荐评级]食品饮料行业周报：五粮液集团明年收入跨千亿台阶 看好中档白酒及小食品,中财网
1932,2018-06-13,[强烈推荐-A评级]绝味食品(603517)点评：开店提速 成本可控 现价仍可买入,中财网
1933,2018-06-13,【招商食品】绝味食品：开店提速，成本可控，现价仍可买入,招商食品饮料
1934,2018-06-12,[推荐评级]食品饮料行业投资策略：展望价值 掘金弹性,中财网
1935,2018-06-12,食品股全线上扬，来伊份率先涨停,Wind
1936,2018-06-12,"食品饮料周报2018第23期:独角兽归来,食品避险圣地",长城证券
1937,2018-06-11,世界杯揭幕战倒计时 三股频遭机构调研(名单),证券日报
1938,2018-06-11,[优于大势评级]食品饮料行业周报：估值中枢持续上行 继续关注龙头,中财网
1939,2018-06-07,二线消费预期叠加A股入摩利好，机构看好大众消费品公司,南方财富网
1940,2018-06-06,[推荐评级]食品饮料行业周报：避险背景下性价比凸显 板块可守正出奇,中财网
1941,2018-06-04,[增持评级]食品饮料每周小评：紧抱二线食品龙头 寻找相对收益,中财网
1942,2018-06-04,[增持评级]中泰食品饮料行业周报：收益显著 再推伊利,中财网
1943,2018-06-04,绝味食品VS周黑鸭，差距在哪里？,联商网
1944,2018-06-04,[推荐评级]绝味食品(603517)点评：2Q开店节奏加快 同步关注世界杯营销催化,中财网
1945,2018-06-04,食品饮料行业周报:看好运营能力强的中高端白酒企业及具备新品类、新商模的食品类公司,国海证券
1946,2018-05-31,周黑鸭：鸭脖界的龟兔赛跑,格隆汇
1947,2018-05-31,消费类板块为何持续走强 三大原因告诉你,每日经济新闻
1948,2018-05-31,三逻辑强化食品板块防御性 机构力荐10只龙头股,证券日报
1949,2018-05-29,世界杯来了！魔咒安在？主题机会在哪？,巨丰财经
1950,2018-05-29,券商看市：世界杯要来了 关注四大主题机会,中证网
1951,2018-05-29,四年一度的盛会倒计时 吃喝看玩四方面寻找受益股,中财网
1952,2018-05-28,[看好评级]食品饮料行业周报：白酒景气延续分化复苏 大众消费热度不减聚焦龙头,中财网
1953,2018-05-28,[增持评级]食品饮料每周小评：持仓、竞争优势、ROE三大角度优选细分领域龙头,中财网
1954,2018-05-28,[增持评级]中泰食品饮料行业周报：区域酒升级周期兴起 啤酒牛市持续演绎,中财网
1955,2018-05-28,上市后首张成绩单大拼杀 绝味鸭脖与周黑鸭谁更“嗨”,投资者报
1956,2018-05-28,"食品饮料行业周报:世界杯行情独领风骚,建议关注食品投资机会",国海证券
1957,2018-05-25,食品饮料行业:二季度为板块最佳投资时点,申万宏源
1958,2018-05-24,[买入评级]绝味食品(603517)调研简报：渠道下沉仍有万店市场可开发 规模效应期间费率望持续下行,中财网
1959,2018-05-23,[推荐评级]食品饮料行业周报：江苏地区草根调研区域白酒快速增长 洋河高端化趋势明显,中财网
1960,2018-05-22,[推荐评级]食品饮料行业2018年中期投资策略：酒中有趣世不识 食里滋味邀君尝,中财网
1961,2018-05-22,[买入评级]食品饮料行业周报：慢牛演绎 区域龙头崭露头角,中财网
1962,2018-05-22,"食品饮料行业数据周报:俄罗斯世界杯在即,建议关注啤酒板块",山西证券
1963,2018-05-21,[看好评级]食品饮料行业周报：大众消费普涨精选龙头 白酒看好次高端及高端,中财网
1964,2018-05-21,"食品饮料行业:“入摩”情绪高涨,关注低估值的地产酒",东北证券
1965,2018-05-21,"食品饮料行业周报:世界杯在即行情起,小食品推荐克明面业",国海证券
1966,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
1967,2018-05-19,中国股市：绝味食品下乡，周黑鸭进城,微信
1968,2018-05-19,世界杯足球赛举办在即 六股获QFII一致看好,证券日报
1969,2018-05-18,[看好评级]休闲健康食品行业深度报告：估值修复 食品细分龙头的确定性及持续性机会,中财网
1970,2018-05-17,一线 | 从绝味、博士眼镜到金能科技，九鼎大规模减持动作不断,腾讯网
1971,2018-05-15,[买入评级]食品饮料行业周报：世界杯将临啤酒表现出众 大众酒领涨白酒板块,中财网
1972,2018-05-15,[看好评级]食品饮料行业周报：二季度为板块最佳投资时点 前有大众之春 后有时间玫瑰,中财网
1973,2018-05-15,[买入评级]食品饮料行业深度研究：白酒板块景气延续 升级背景继续看好龙头表现,中财网
1974,2018-05-14,[推荐评级]食品饮料行业周报：短期优先加速二线品牌 继续强推大众品小龙头,中财网
1975,2018-05-14,[看好评级]食品、饮料与烟草行业周报：坚定持有 延续反弹,中财网
1976,2018-05-14,[增持评级]中泰食品饮料行业周报：区域酒超额收益凸显 啤酒旺季行情加速到来,中财网
1977,2018-05-14,"食品饮料行业周报:啤酒提价引催行情,建议关注克明面业",国海证券
1978,2018-05-11,绝味“双11”事件淡出 今年将突破万家店,证券日报
1979,2018-05-10,[推荐评级]食品饮料行业周报：2018年一季报总结 推荐小食品类公司,中财网
1980,2018-05-10,[买入评级]食品饮料行业周报：大众酒加速增长 价值凸显,中财网
1981,2018-05-09,绝味食品：连锁门店超过9000家,中证网
1982,2018-05-09,绝味食品上市一年 规模利润双增长获股东高度认可,大众证券报
1983,2018-05-09,[强于大市评级]食品饮料行业周报：西凤酒开展提价 显示行业强大信心,中财网
1984,2018-05-09,[看好评级]食品饮料行业周报：底部区域 提前布局,中财网
1985,2018-05-09,[优于大势评级]食品饮料行业周报：区域次高端白酒业绩加速 大众品龙头份额提升,中财网
1986,2018-05-09,[增持评级]中泰食品饮料行业周报：稳持高端收获全年 加配改善弹性标的,中财网
1987,2018-05-09,[推荐评级]食品饮料行业2017年年报及2018年一季报业绩综述：行业加速增长 关注估值修复,中财网
1988,2018-05-08,[推荐评级]食品饮料行业周报：二线短期更优 中期仍看龙头,中财网
1989,2018-05-08,[看好评级]食品饮料行业周报：白酒业绩继续高增 建议关注估值合理白酒龙头,中财网
1990,2018-05-08,[看好评级]食品饮料行业周报：多一分耐心 少一分苛刻 理性看待龙头季报,中财网
1991,2018-05-07,[增持评级]中泰食品饮料行业周报：白酒、啤酒开盖有奖 食品异彩纷呈,中财网
1992,2018-05-07,[强于大市评级]食品饮料行业周报：短期扰动不改行业趋势 白酒乳制品行业景气度高,中财网
1993,2018-05-07,[推荐评级]食品饮料行业周报：2017年年报总结 建议关注小食品公司,中财网
1994,2018-05-07,食品、饮料与烟草业绩综述：从一季报看业绩超预期的公司,太平洋证券
1995,2018-05-07,[推荐评级]食品饮料行业17年报暨18一季报总结：景气依旧 布局中期,中财网
1996,2018-05-05,食品饮料公司经营明显改善 六股被机构扎堆看好,证券日报
1997,2018-05-03,你能想到的老牌公募都买它 流通盘所剩无几 股价这样走,证券之星
1998,2018-05-03,"绝味食品:新开门店略有放缓,盈利能力稳步提升",申万宏源
1999,2018-05-02,日常消费品：一季度葡萄酒进口额同比增长35.84%,川财证券
2000,2018-05-02,[优于大势评级]食品饮料行业周报：估值回调后建议关注绩优白酒龙头,中财网
2001,2018-05-02,东北证券：绝味食品买入评级,顶尖财经网
2002,2018-05-02,私募大佬最新重仓股大曝光！王亚伟、成泉资本都在这,中国基金报
2003,2018-04-27,【华创食饮】绝味食品：二季度开店较快，全年业绩指引不变,华创食饮
2004,2018-04-27,绝味食品股票怎么样：费用压缩保净利高增长,国金证券
2005,2018-04-27,"绝味食品:收入低于预期,二三季度经营确定加速",东北证券
2006,2018-04-27,"绝味食品:收入低于预期,季度小波动不改长期成长性",平安证券
2007,2018-04-26,绝味食品：复星创投拟减持不超6%股份,e公司
2008,2018-04-26,绝味食品：一季度净利润同比增31.26%,Wind
2009,2018-04-26,绝味食品：股东复星创投拟减持不超6%,Wind
2010,2018-04-26,多家公司发减持公告：千山药机鑫茂科技深陷质押违约,Wind
2011,2018-04-26,18家机构联袂推荐 这家上市公司为何如此馋人,证券之星
2012,2018-04-25,创新助力食品饮料高景气 关注细分领域龙头,中证报
2013,2018-04-25,[买入评级]食品饮料行业周报：大众品业绩向好 建议关注食品龙头,中财网
2014,2018-04-24,[推荐评级]食品饮料行业周报：白酒机构配置回落 洽洽新品放量拐点显,中财网
2015,2018-04-24,[看好评级]食品饮料行业周报：板块Q1持仓下降明显 北上资金继续买入 提高板块配置,中财网
2016,2018-04-23,[增持评级]中泰食品饮料行业周报：板块业绩加速 啤酒提价坚决,中财网
2017,2018-04-23,[增持评级]食品行业周报：五粮液定增完成提振高端白酒板块投资信心,中财网
2018,2018-04-23,[推荐评级]食品饮料行业周报：白酒板块波动加大 建议关注食品类公司,中财网
2019,2018-04-23,"食品饮料行业:18Q11业绩落地,配置价值或将再发现",东北证券
2020,2018-04-22,短线投资风险孕育着机会 绝味食品等10只个股被机构集中推荐,投资者报
2021,2018-04-19,绝味食品股票代码：业绩符合预期，盈利稳步增长,东兴证券
2022,2018-04-18,[看好评级]食品饮料行业周报：板块季报靓丽加大配置 北上资金持续净买入,中财网
2023,2018-04-18,[审慎增持评级]绝味食品(603517)年报点评：内生外延均向好 扩品提价存看点,中财网
2024,2018-04-18,绝味食品:门店扩张驱动业绩增长,国元证券
2025,2018-04-17,[强烈推荐评级]绝味食品(603517)点评：路径清晰 规模更显 上调至强烈推荐,中财网
2026,2018-04-17,[看好评级]食品饮料行业周报：基本面向好 继续看好白酒行业,中财网
2027,2018-04-17,[买入评级]绝味食品(603517)年报点评：门店稳步扩张 公司持续高增长,中财网
2028,2018-04-17,明日最具投资机会六大牛股一览（2018年4月17日）,中财网
2029,2018-04-17,国信证券：上调绝味食品评级至买入,Wind
2030,2018-04-17,[买入评级]绝味食品(603517)年报点评：业绩符合预期 绝味稳步前进,中财网
