,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
9233,2019-09-12,复星医药(02196.HK)就在研产品HLX10签署许可条款书以加快拓展东南亚市场,格隆汇
9234,2019-09-12,复星医药(02196.HK)重组抗PD-1人源化单克隆抗体注射液联合化疗启动III期临床研究,格隆汇
9235,2019-09-12,复星医药(600196.SH)：HLX10联合化疗用于治疗未接受过治疗的广泛期小细胞肺癌启动III期临床研究,格隆汇
9236,2019-09-12,复星医药(600196.SH)：复宏汉霖已刊发招股章程 H股发行价每股49.6港元-57.8港元,格隆汇
9237,2019-09-12,新商业模式会给未来的药企带来什么？,医药网
9238,2019-09-12,复宏汉霖——复星医药旗下创新药生物医药公司,老虎证券
9239,2019-09-12,一致性评价进展分析：齐鲁双赢 苯磺酸氨氯地平片最热,药智网
9240,2019-09-12,茅台们大跌：黄牛靠边，资金作祟,第一财经
9241,2019-09-12,逾30家A股公司计划分拆上市,深圳商报
9242,2019-09-12,早间公告：天业通联、中京电子重组事项近日上会,Wind
9243,2019-09-11,【IPO追踪】复星旗下复宏汉霖(02696-HK)明起招股入场费5838港元,财华社
9244,2019-09-11,【异动股】单抗概念板块下挫，九洲药业(603456-CN)跌5.87%,财华社
9245,2019-09-11,复宏汉霖明天启动招股 卡塔尔投资局及高管成为基石投资者,IPO早知道
9246,2019-09-11,复星医药(600196.SH)：复宏汉霖更新聆讯后资料集,格隆汇
9247,2019-09-11,医药业转型提速 创新发展添彩“健康中国”,中证报
9248,2019-09-11,【IPO追踪】复星医药(02196-HK)拟分拆复宏汉霖主板上市,财华社
9249,2019-09-11,【金财富决策参考】2019-09-11,赢家之星
9250,2019-09-10,复星医药(02196.HK)：复宏汉霖已向香港联交所呈交经更新聆讯后资料集,格隆汇
9251,2019-09-10,孙飘扬、陈启宇、吕明方往一个城墙口冲锋：中国药企进军世界前列的准备、挑战、时间,E药经理人
9252,2019-09-10,破10！这个药一致性评价第11家过评企业诞生,药智网
9253,2019-09-10,华鑫证券：医药生物板块业绩增长稳健 配置价值显著,证券时报网
9254,2019-09-10,复星医药(02196.HK)：复宏汉霖拟为汉霖制药不超1.7亿元融资提供担保 大额借贷担保,格隆汇
9255,2019-09-10,复星医药：为孙公司1.7亿元融资额度下债务提供最高额连带责任保证担保 大额借贷担保,Wind
9256,2019-09-10,复星医药(600196.SH)：Tenapanor片用于便秘性肠易激综合症治疗的临床试验申请获受理,格隆汇
9257,2019-09-10,易明医药知名大品种 首家过评,赛柏蓝
9258,2019-09-10,营收百亿药企大比拼：恒瑞、复星、上药,赛柏蓝
9259,2019-09-10,仿制药一致性评价势在必行，又有多家药企品种过评,制药网
9260,2019-09-10,复星医药控股子公司药品通过仿制药一致性评价,中国网
9261,2019-09-10,跨国药企近期大动作！渠道下沉、“甩包袱”,制药网
9262,2019-09-10,港股早知道：九月红包行情进行中 概念股继续飞舞,智通财经
9263,2019-09-10,【山证医药】医药行业周报（20190908）：建议持续关注医保目录谈判与“4+7”带量采购扩面,山西证券研究所
9264,2019-09-10,难舍中国市场 跨国药企转战创新药,北京商报
9265,2019-09-10,医药行业周报:建议持续关注医保目录谈判与“4+7”带量采购扩面,山西证券
9266,2019-09-09,格隆汇港股聚焦(9.9)︱广汽前8个月汽车销量达131.94万辆 龙光地产8月合约销售增逾五成,格隆汇
9267,2019-09-09,A股头条之上市公司（9.10）,金融界
9268,2019-09-09,复星与丸红株式会社进一步战略合作，关注教育等领域,Wind
9269,2019-09-09,港股复盘：5G主题再度降临,YY港股圈
9270,2019-09-09,复星医药：苯磺酸氨氯地平片通过仿制药一致性评价,第一财经
9271,2019-09-09,一周新股|消费金融巨头捷信过讯，上半年贷款不良率8.7%,富途证券
9272,2019-09-09,复宏汉霖今天开始簿记，舒泰神子公司拟筹千万美元成为基石投资者,IPO早知道
9273,2019-09-07,市值冲破1600亿港元!翰森制药领跑港股医药股，高市值背后有何难题待解？,财华社
9274,2019-09-07,卖卖卖，跨国药企扎堆剥离非核心资产，诺华7.9亿元出售苏州工厂 资产异常,AI财经社
9275,2019-09-05,舒泰神子公司拟千万美元参与复宏汉霖IPO,新京报
9276,2019-09-05,复星医药(02196.HK)向合营提供7088.3万元委托贷款,格隆汇
9277,2019-09-05,药品性价比比拼时代来袭，44药企研发投入超1亿元,制药网
9278,2019-09-04,【东吴医药】医药生物行业2019H1业绩总结：行业增速放缓，龙头引领增长，聚焦创新药产业链、创新生物制品、医疗服务等景气细分赛道,东吴医药研究团队
9279,2019-09-04,郭广昌失策二十年，复星医药市值落后50倍，医药龙头孙飘扬笑了,投中网
9280,2019-09-04,"复星医药:19H1收入增长稳健,费用增加拖累利润 盈利能力下降",申万宏源
9281,2019-09-03,【医药】江琦、祝嘉琦：医药板块2019H1分析暨9月月报：产业结构调整，子板块分化明显，把握结构性机会-20190901,中泰证券研究所
9282,2019-09-03,44家A股上市医药企业研发投入超1亿元,新京报
9283,2019-09-03,烧钱的研发 药企的希望,新京报
9284,2019-09-02,重药控股股东拟混改引入战投 49%股权转让作价41亿元 减持股份,国际金融报
9285,2019-09-02,带量采购重塑跨国药企专利过期原研药市场,第一财经
9286,2019-09-02,一周新股|多家巨头齐递表，复宏汉霖过聆讯,富途证券
9287,2019-09-02,国内首款生物类似药获批上市，复宏汉霖仿创结合打造生物药全产业链,格隆汇
9288,2019-09-01,复星医药董事长陈启宇：抗癌创新药降价是必经之路,澎湃新闻
9289,2019-09-01,【民生医药|周报】09/09：政策影响钝化，二线公司关注度提升,微信
9290,2019-08-31,复星医药(600196.SH)就出售“和睦家”医院和诊所资产 已聘请会计师事务所对HHH财报进行了审计 资产异常,格隆汇
9291,2019-08-31,国家队钟爱大盘蓝筹北上资金加仓国际指数标的,证券时报
9292,2019-08-31,近九成上市公司上半年实现盈利科创板表现亮丽,证券时报
9293,2019-08-30,复星医药(02196)：“和睦家”2019年1-5月归母净亏损为8784.2万元 亏损,智通财经
9294,2019-08-30,复星医药(02196)附属出售所持和睦家医院股份并向NFC认购940万股获董事会通过 资产异常,智通财经
9295,2019-08-30,复星医药上半年收入增长稳健 对复宏汉霖未来发展充满信心,证券日报
9296,2019-08-30,复星医药上半年50亿销售费用侵蚀利润 归母净利15亿,中国经济网
9297,2019-08-29,【安信非银】复星国际中报点评：聚焦产业运营显效，盈利稳中有升,新角度新金融
9298,2019-08-29,毛利率相差近10个百分点，康龙化成冲刺H股，对标药明康德有多大压力？,财华社
9299,2019-08-29,复宏汉霖赴港上市再进一步 复星医药新药研发进入回报期？,华夏时报
9300,2019-08-29,复星医药：费用上升研发多投 期待新药上市改善业绩,证券时报网
9301,2019-08-29,@基民们，大家心目中的“硬核科技”基金有哪些？,养基司令
9302,2019-08-29,BioBAY香港子公司成立 充分参与全球创新,中国日报网
9303,2019-08-29,复星国际上半年收入涨57% 郭广昌：复星的定位是消费产业集团 不是多元化投资企业,21世纪经济报道
9304,2019-08-28,复星国际上半年收入增57% 汪群斌透露管理层也非常关注股价,每日经济新闻
9305,2019-08-28,分拆上市潜在标的多达532家 概念火热需警惕“李鬼”,第一财经
9306,2019-08-28,复星国际陈启宇：密切关注科创板评估控股企业上市可能,中证网
9307,2019-08-28,这个大品种，降价60%,赛柏蓝
9308,2019-08-28,【增减持】 复星医药(02196.HK)获Edinburgh Partners增持177万股,格隆汇
9309,2019-08-28,复星医药2019上半年营收142亿元，加速创新转型与国际化拓展,21商评网
9310,2019-08-28,复星国际半年赚76亿元 首次派发中期股息,新京报
9311,2019-08-28,港股午评|恒指窄幅震荡，中烟香港再跌超8%，汽车股集体爆发,富途证券
9312,2019-08-28,分拆上市新规落地，填补监管细则空白——点评分拆上市新规征求意见稿 | 汪毅，包婷，王小琳,长城研究--宏观策略
9313,2019-08-28,A股三大股指小幅下跌 军工股表现强劲,证券时报网
9314,2019-08-28,复星业绩会：产品线到了爆发前期 人快乐点不易生病,新浪
9315,2019-08-28,上半年营收同比增57%，复星国际涨5%,富途证券
9316,2019-08-28,复星国际扬逾5% 半年纯利升11%首派中期息,新浪
9317,2019-08-28,复星国际涨超5% 上半年收入同比增57%,腾讯网
9318,2019-08-28,恒指两连挫后再试反弹高开0.4% 中兴通讯绩后高开6%,腾讯网
9319,2019-08-28,复星国际上半年总收入684亿元，中国业务占57%,澎湃新闻
9320,2019-08-28,格隆汇港股通5日资金流入流出排行榜 | 8月27日,格隆汇
9321,2019-08-28,分拆上市新规出台 三维度挖掘潜力股,金融投资报
9322,2019-08-27,步长制药发布半年报：营收净利双增长，转型稳步进行中,中金在线
9323,2019-08-27,复星医药上半年增收不增利，销售费用近50亿元 盈利能力下降,全景网
9324,2019-08-27,复星医药：创新业务持续投入，药品板块业绩向好,证券时报网
9325,2019-08-27,复星国际中期归母净利76亿元 首派中期股息0.13港元,观点地产网
9326,2019-08-27,复星国际(00656.HK)半年收入684.8亿元创历史新高 首次宣派中期息,格隆汇
9327,2019-08-27,半年报风云｜复星国际：上半年收入684.8亿元 同比增长57%,乐居财经
9328,2019-08-27,复星国际：上半年归属股东净利润76.1亿元同比增长11%,中国网
9329,2019-08-27,石药集团走高近3% 暂九连升累涨逾36%,新浪
9330,2019-08-27,新药品管理法通过，化学制药股早盘火热，机构：我国医药创新迎机遇期,第一财经
9331,2019-08-27,新能源汽车之列的氢燃料电池汽车 今年增长非常迅猛,万隆证券网
9332,2019-08-27,最高减-99.99% 148股中报含雷,中财网
9333,2019-08-27,【财经早餐】国务院发布山东、江苏、广西、河北、云南、黑龙江等6个自由贸易试验区总体方案,华龙掘金
9334,2019-08-27,财闻点金：我国将要实施产业基础再造工程 增强自主能力,巨丰财经
9335,2019-08-27,药品管理法鼓励支持创新药 医药创新迎黄金发展期（附受益股）,金融界
9336,2019-08-27,复星医药(02196-HK)中期少赚3%不派息续拓展境內外融资渠道 盈利能力下降,财华社
9337,2019-08-27,格隆汇港股通5日资金流入流出排行榜 | 8月26日,格隆汇
9338,2019-08-27,港股低位略见承接,南方财经网
9339,2019-08-26,复星医药：第八届董事会第四次会议（定期会议）决议公告,上交所
9340,2019-08-26,复星医药：2019年半年度主要财务指标,上交所
9341,2019-08-26,【中投早知道】2019-08-27,赢家之星
9342,2019-08-26,手握国内首个生物类似药 复宏汉霖能否借力登陆港交所？,每日经济新闻
9343,2019-08-26,复星医药：上半年主营业务实现均衡增长,中证网
9344,2019-08-26,复星医药(02196)：重庆医工院拟为医工院制药不超5000万元授信项下债务提供担保 大额借贷担保,智通财经
9345,2019-08-26,复星医药(02196.HK)拟为医工院制药不超5000万元贷款提供担保 大额借贷担保,格隆汇
9346,2019-08-26,复星医药2019中期“成绩单”：营收141.73亿、净利略降 首个生物类似药上市 盈利能力下降,21世纪经济报道
9347,2019-08-26,复星医药上半年实现营收141.73亿元 同比增长19.51%,中国网
9348,2019-08-26,复星医药：加速创新转型国际化拓展 2019上半年主营业务均衡增长,中金在线
9349,2019-08-26,复星医药：上半年净利15.16亿元 同比降2.84% 盈利能力下降,e公司
9350,2019-08-26,复星医药(600196.SH)与复星健控拟共设基金管理公司 专注于大健康领域基金的受托管理,格隆汇
9351,2019-08-26,复星医药中报：上半年净利润15.16亿元，同比下降2.84% 盈利能力下降,Wind
9352,2019-08-26,IPO日报 | 复宏汉霖通过港交所上市聆讯；旷视科技递表，或成AI第一股；火花思维获8500万美元新一轮融资,格隆汇
9353,2019-08-26,【异动股】新药品管理法获批医药股逆市扬复星医药升5.1%,财华社
9354,2019-08-26,复星医药AH股逆势上涨 复宏汉霖分拆上市已呈交聆讯后资料集,格隆汇
9355,2019-08-26,A股分拆上市新规填补监管空白，这35家潜在标的或率先受益,澎湃新闻
9356,2019-08-26,药品管理法鼓励创新 医药板块强势延续,金元证券指定乾坤
9357,2019-08-26,最新分拆上市概念股名单 这些公司已明确透露分拆意向,证券时报
9358,2019-08-26,复宏汉霖通过港交所聆讯，本周启动招股,IPO早知道
9359,2019-08-26,早间公告：复星医药披露复宏汉霖分拆上市进展,e公司
9360,2019-08-26,早间公告：复星医药复宏汉霖已向香港联交所提交聆讯后资料集,Wind
9361,2019-08-26,【医药-复星医药(600196)】江琦、赵磊：2019H1点评：主营业务增长良好，参股公司亏损拖累业绩-20190826 亏损,中泰证券研究所
9362,2019-08-25,我为公司打call：2018年度中国医药工业百强榜发布！,药通社
9363,2019-08-25,复星医药(02196.HK)：复宏汉霖已向联交所呈交聆讯后资料集,格隆汇
9364,2019-08-25,重磅！2018年度中国医药工业百强企业榜单发布，揭秘前三甲创收秘辛！,新浪医药
9365,2019-08-25,牢记使命 聚力向新——2018年度中国医药工业百强榜单评析,医药地理
9366,2019-08-24,资本市场重磅：分拆上市来了 这些个股要嗨？(名单),新浪
9367,2019-08-23,政策“绿灯”亮了 这些明确分拆上市的个股要嗨？,新浪
9368,2019-08-23,物管股又疯了，利润想要多少有多少,和讯
9369,2019-08-23,格隆汇个股放量排行榜 | 8月23日,格隆汇
9370,2019-08-23,收评：恒指涨0.5%站稳26000点 日照港裕廊暴涨83.52%,金融界
9371,2019-08-23,药品股全线大涨 中国中药(0570.HK)收涨12.32%,格隆汇
9372,2019-08-23,08月23日 收盘突破年线个股一览,每日经济新闻
9373,2019-08-23,大涨80%！市值超3400亿 恒瑞医药被537家基金产品抱团持仓,金融界
9374,2019-08-23,医药板块震荡走高 龙津药业诚意药业等涨停,证券时报网
9375,2019-08-23,午评：恒指涨0.48% 内险股大涨中国人寿涨4%领涨蓝筹,新浪
9376,2019-08-22,贵州茅台再创新高:大消费成牛股摇篮 谁是明日之星？,中证报
9377,2019-08-22,药品股普涨 丽珠医药(1513.HK)升近4%领涨,格隆汇
9378,2019-08-22,港股早知道：落袋为安 心态重要,智通财经
9379,2019-08-22,医药生物2019年8月投资策略：重视现金流改善标的，继续乐观,国信研究
9380,2019-08-21,智通港股公告精选︱(8.21)比亚迪股份中期归母净利飙升203.61%至14.55亿元,智通财经
9381,2019-08-21,最新!医保目录大调整 至少影响36家上市公司(附名单),新浪
9382,2019-08-21,复星医药(02196)就分拆复宏汉霖上市 将仅向合资格复星医药H股股东提供保证配额,智通财经
9383,2019-08-21,西南证券：未来一大批创新药品种或将爆发,证券时报网
9384,2019-08-21,复星医药(02196.HK)：复宏汉霖分拆上市保证配额记录日为9月4日,格隆汇
9385,2019-08-21,格隆汇个股放量排行榜 | 8月21日,格隆汇
9386,2019-08-21,又一品种过评 324个通过一致性评价品种分析,新浪
9387,2019-08-21,"医药生物行业事件点评:2019版医保目录出炉,结构变化带来机遇与挑战",东莞证券
9388,2019-08-20,格隆汇港股聚焦(8.20)︱ 邮储银行上半年净利升14.94%至373.81亿元 海底捞中期净利升40.92%至9.11亿元,格隆汇
9389,2019-08-20,复星医药今日大宗交易成交38.08万股，成交价26.13元折价1.69%,Wind
9390,2019-08-20,药企转型自救指南：在变革中崛起,贝壳社
9391,2019-08-20,格隆汇个股放量排行榜 | 8月20日,格隆汇
9392,2019-08-20,复星医药(600196.SH)子公司HLX10启动II期临床研究,格隆汇
9393,2019-08-20,【平安医药】新版医保延续腾笼换鸟思路，纳入品种迎放量机会,平安研究
9394,2019-08-20,【民生医药|中报总结】医药板块2019中报总结：增长的韧劲足，逐步加仓二线龙头,微信
9395,2019-08-20,“腾笼换鸟”力度加大，优化结构鼓励创新提升保障水平-医保目录点评,兴证医药健康
9396,2019-08-19,机会来了？43只医药股获股东增持 4大细分领域受青睐,中证报
9397,2019-08-19,格隆汇个股放量排行榜 | 8月19日,格隆汇
9398,2019-08-19,罗氏再遭重击！UNH将安进两款生物仿制药列为目录首选药物,新浪
9399,2019-08-19,“4+7”扩面跨国、本土药企心态大不同？,医药经济报
9400,2019-08-19,西安国际医学中心开诊在即 国际医学新增医疗供给有望进入收获期,e公司
9401,2019-08-16,复星医药为控股子公司大连雅立峰5000万授信提供担保 大额借贷担保,挖贝网
9402,2019-08-16,医药行业查账风暴来袭，药品回扣等乱象或被遏制,制药网
9403,2019-08-15,过一致性评价药品，大杀价,赛柏蓝
9404,2019-08-15,复星医药(02196.HK)拟为大连雅立峰提供不超5500万元担保 大额借贷担保,格隆汇
9405,2019-08-15,2019版国家医保目录即将公布，这5大药企被看好,制药网
9406,2019-08-15,药业股偏软 国药控股跌逾4%暂最大跌幅国指股 连续下跌,新浪
9407,2019-08-14,新版医保目录公布在即，被错杀的医药板块各细分领域机会来了,第一财经
9408,2019-08-14,复星医药(600196.SH)子公司收到DiaMedica关于终止许可协议的通知 资质撤销,格隆汇
9409,2019-08-13,复星医药(02196.HK)将于8月26日举行董事会会议以审议中期业绩,格隆汇
9410,2019-08-13,新增补开赛！26个药品“卡位”进采购目录,医药经济报
9411,2019-08-12,复星医药(02196)拟为附属贷款提供担保 大额借贷担保,智通财经
9412,2019-08-12,复星医药(02196.HK)拟为复星实业申请8000万美元贷款额度提供担保 大额借贷担保,格隆汇
9413,2019-08-12,复星医药：拟为控股子公司担保不超过8000万美元,Wind
9414,2019-08-12,跨国药企开始聚焦于自身优势业务，轻装上阵！,制药网
9415,2019-08-11,中期关注性价比，长期坚守核心资产 --医药行业周报（2019.08.05-2019.08.11）,兴证医药健康
9416,2019-08-10,【荟萃 ◆ 32周】2019云计算三大关键词：产业拐点、CBA战略、双高齐飞【诸海滨团队】,诸海滨科新先声
9417,2019-08-09,医美市场乱象频发，陷黑产之困，阿里美团京东仍争相入局,AI财经社
9418,2019-08-09,医药生物行业政策密集发布，未来创新药有望受益,制药网
9419,2019-08-08,消费白马股跌幅排名 谁被错杀 这些股被机构一致看好,证券时报
9420,2019-08-08,在波动中寻找确定性 医药龙头持续获新资金涌入,智通财经
9421,2019-08-08,政策密集推出 医药生物板块确定性无忧,中证报
9422,2019-08-07,近2000家企业技术中心筑起上海产业技术创新要素新高地（附十强榜单）,上观
9423,2019-08-07,2019年7月全国医健产业融资汇总,新浪
9424,2019-08-07,复星医药跌0.16%，创近1个月新低，报24.54元 连续下跌,腾讯网
9425,2019-08-07,王怀南疑与Juul失之交臂 宝宝树及其股东共克时艰？,新浪
9426,2019-08-07,"创新药行业研究报告:拥抱变革·制胜创新之三,顾盼大分子市场~生物类似药篇",国元证券
9427,2019-08-06,【权益变动】复星医药(02196-HK)被美国资本集团减持88.4万股 减持股份,财华社
9428,2019-08-06,汉森制药诡异闪崩跌停 复星医药国泰君安叫苦不迭 连续下跌,中国经济网
9429,2019-08-05,仿制药大战一触即发 仅87个品种通过一致性评价,新京报
9430,2019-08-05,【医药】江琦、池陈森：2019年8月月报：不确定性中寻找确定性，创新与升级两大方向-20190802,中泰证券研究所
9431,2019-08-04,沪港将携手举办时尚与纺织人工智能国际会议,Wind
9432,2019-08-02,复星医药13个品种通过一致性评价 平均投入超七百万元,新京报
9433,2019-08-02,复星医药(02196)抗肿瘤药注射用HLX55单抗获药监局临床试验注册审评受理,智通财经
9434,2019-08-02,中泰证券：寻找医药板块确定性 创新与升级两大方向,证券时报网
9435,2019-08-02,复星医药抗癌药调价 国产汉利康零售价低至原研“六折”,证券日报
9436,2019-08-02,优质抗癌药持续调价 国产汉利康零售价已低至“六折”,中证网
9437,2019-08-02,郭广昌：很多人事情都没开始做 就要把功劳先算清楚,金融界
9438,2019-08-01,CFi收盘揭秘:8月开门启示 白马将与中小创分道扬镳,中财网
9439,2019-08-01,7月多省公布拟直接挂网过评品种，仿制药市场大战一触即发,制药网
9440,2019-08-01,【医药生物创新药】行业研究报告：政策&市场-拥抱变革·制胜创新之一：顾盼大分子市场,格隆汇
9441,2019-08-01,复星医药拟5.23亿美元出售和睦家 “牵手”十年获利16亿,证券之星
9442,2019-07-31,新风天域出手收购 和睦家医疗辗转5年再上市,健康界
9443,2019-07-31,和睦家借壳美股上市 “跳水皇后”伏明霞老公接手,中新经纬
9444,2019-07-31,『医药头条君』K药上半年收入逼近50亿美元 福建药招新动向,新浪
9445,2019-07-31,费用激增、财务爆雷丨一场药企、医院和管理者间的抢位战,新浪
9446,2019-07-31,格隆汇个股放量排行榜 | 7月31日,格隆汇
9447,2019-07-31,复星医药：第八届董事会第三次会议（临时会议）决议公告,上交所
9448,2019-07-31,2019年7月份，多家制药企业获得药品GMP证书,制药网
9449,2019-07-31,医药产业迎来发展大变革，药企纷纷走上创新之路,制药网
9450,2019-07-31,伏明霞老公接手“和睦家” 复星医药拟5.23亿美元出售,野马财经
9451,2019-07-31,复星医药(02196-HK)售和睦家医院和诊所权益料收益16.5亿人民币,财华社
9452,2019-07-31,新风天域将收购和睦家医疗，成为中国最大的上市综合私立医疗服务机构之一,亿欧网
9453,2019-07-30,复星医药(02196)附属出售所持和睦家医院股份 并向NFC认购940万股 资产异常,智通财经
9454,2019-07-30,梁锦松接盘：TPG、复星出售和睦家医疗股权 资产异常,21世纪经济报道
9455,2019-07-30,复星医药(02196)拟转让HHH有限合伙权益并参与认购NFC新增发股份 料可获收益16.47亿元 资产异常,智通财经
9456,2019-07-30,信立泰、石药、正大天晴PK阿斯利康！10亿大品种“1+3”格局形成,亿欧网
9457,2019-07-30,格隆汇个股放量排行榜 | 7月30日,格隆汇
9458,2019-07-30,2019上半年163个批文过评迎大丰收 齐鲁领跑,米内网
9459,2019-07-30,复星医药(600196.SH)完成发行3亿元超短期融资券,格隆汇
9460,2019-07-30,复星医药(02196.HK)完成发行3亿元超短期融资券,格隆汇
9461,2019-07-30,刚成立就估值500亿美元辉瑞联手迈蓝组建全球最大仿制药公司,新浪
9462,2019-07-30,今年上半年，我国制药企业们都在忙些什么？,制药网
9463,2019-07-30,医疗保健：顾盼大分子市场 荐6股,国元证券
9464,2019-07-29,掉队公司后来居上：微芯生物发行价20.43元 周三打新,第一财经
9465,2019-07-29,投融资：海创药业获4千万美元 NOLO VR获亿元级,和讯
9466,2019-07-29,复宏汉霖“融资研发”模式恐难长久 多款产品面临“夹击”,红周刊
9467,2019-07-29,格隆汇个股放量排行榜 | 7月29日,格隆汇
9468,2019-07-29,96个注射剂“搅局”6000亿市场 33个品种年销超10亿,米内网
9469,2019-07-29,盘前必读公告：这些股不容错过！,巨丰财经
9470,2019-07-29,最新公告透露利好 13只个股有望爆发（07.29）,中金在线
9471,2019-07-27,前乐创文娱CEO张昭出任复星集团副总裁及影视集团CEO,猎云网
9472,2019-07-26,格隆汇港股聚焦(7.26)︱融创中国料上半年净利同比增逾45% 中信建投上半年净利升37.61%至23.3亿元,格隆汇
9473,2019-07-26,7月26日晚间上市公司十大重磅公告,巨丰财经
9474,2019-07-26,复星医药：子公司获临床试验通知书,e公司
9475,2019-07-26,复星医药控股子公司收到收到国家药品监督管理局签发的《临床试验通知书》,挖贝网
9476,2019-07-26,复星医药(600196.SH)：重组人促红素-HyFc融合蛋白注射液用于治疗肾性贫血获准开展临床试验,格隆汇
9477,2019-07-26,复星医药(02196.HK)子公司治疗肾性贫血新药获准开展临床试验,格隆汇
9478,2019-07-26,同仁堂科技跌近4% 被中金降级至中性评级 投资评级恶化,新浪
9479,2019-07-25,[快讯]复星医药公布2018年年度分红实施方案,中财网
9480,2019-07-25,复星医药(02196.HK)将于8月2日派发A股每股现金红利0.32元,格隆汇
9481,2019-07-25,复星医药(600196.SH)拟每10股A股派3.2元 股权登记日为8月1日,格隆汇
9482,2019-07-25,中西医药互补政策推进，6只医药股涨幅超1%,制药网
9483,2019-07-24,医药行业巨震 10大变局降临,医药观察家网
9484,2019-07-24,上证50指数涨超1% 中国太保涨逾3%领涨,证券时报网
9485,2019-07-24,复星医药(02196-HK)子公司获认证车间,财华社
9486,2019-07-24,港股投资日历：复星医药除净，联想集团、中国南方航空等股派息,Wind
9487,2019-07-24,"医药生物行业2019年中报业绩前瞻:医药板块持续分化,寻找景气与避险的交集",申万宏源
9488,2019-07-23,A股头条之上市公司公告精选（7.24）,金融界
9489,2019-07-23,接二连三！外资药企频频出售专利过期药，是为哪般？,医药地理
9490,2019-07-23,研发投入约563万元，复星医药子公司异烟肼片通过一致性评价,药通社
9491,2019-07-23,复星医药：子公司获得药品GMP证书,第一财经
9492,2019-07-23,复星医药(02196.HK)子公司获得药品GMP证书,格隆汇
9493,2019-07-23,复星旅游急升近7% 中期料亏转盈最少赚4.5亿元,新浪
9494,2019-07-22,聚焦医药的两个新变化-“政策趋缓+科创板映射” --医药行业周报（2019.07.15-2019.07.21）,兴证医药健康
9495,2019-07-22,销售费用、学术推广费用高为医药行业“通病”,制药网
9496,2019-07-22,【中信证券丨消费】国内基金持仓专题：2019Q2消费持仓突破前期高点,麦高玩乐游
9497,2019-07-22,【信达看盘】2019.7.22,信达证券上海
9498,2019-07-22,消费｜19Q2消费持仓突破前期高点：国内基金持仓分析,中信证券研究
9499,2019-07-22,《科创板首批上市公司/交易制度解读电话会议纪要》,太平洋证券研究
9500,2019-07-22,"医药生物行业:厚积薄发,单抗产品进入兑现期",国联证券
9501,2019-07-21,【西南医药|0721周报】科创板正式落地，重点推荐南微医学+心脉医疗,国广有话说
9502,2019-07-21,【国盛医药张金洋团队】周观点：详解2019Q2机构医药持仓，继续推荐2+X主线,国医盛视
9503,2019-07-20,医美APP“更美”不着急今年IPO 2018年已实现盈利,经济观察网
9504,2019-07-19,医药股走弱，次新股翰森制药跌超4%,富途证券
9505,2019-07-19,【健康界产业周刊】又一家二甲双胍过一致性评价 科创板生物医药第一股落地,健康界
9506,2019-07-19,中生制药反弹逾3% 旗下降糖药获批通过一致性评价,新浪
9507,2019-07-19,仿制药一致性评价最新进展：受理号达1289个 通过308个,药智网
9508,2019-07-19,未通过一致性评价的药品市场洗牌进入白热化阶段,制药网
9509,2019-07-19,9家A股上市公司有意分拆子公司“闯关”科创板,经济日报
9510,2019-07-18,复星集团CEO汪群斌来访本钢，4月中郭广昌也来过！本钢集团正处混改关键期,不止是钢货
9511,2019-07-17,微医打造医疗界亚马逊 半年入局两家上市公司,腾讯网
9512,2019-07-17,一文看透上半年国内医健领域并购丨2019年中盘点（三）,健康界
9513,2019-07-17,17日重要公司新闻聚焦：科大讯飞定增募资29.3亿 一汽富维获举牌,证券时报网
9514,2019-07-17,最新公告透露利好 13只个股有望爆发（07.17）,中金在线
9515,2019-07-17,"医药生物行业7月投资策略:中报前瞻稳健,政策明朗改善预期",国信证券
9516,2019-07-16,格隆汇港股聚焦(7.16)︱中国平安上半年原保费收入4462.4亿元 同比增长9.4%,格隆汇
9517,2019-07-16,A股头条之上市公司公告精选（7.17）,金融界
9518,2019-07-16,过评集满三家不采购，或将调整？,赛柏蓝
9519,2019-07-16,复星医药(02196-HK)：异烟肼片(规格：0.3g)通过仿制药一致性评价,财华社
9520,2019-07-16,复星医药子公司“异烟肼片”通过一致性评价,新浪
9521,2019-07-16,复星医药(600196.SH)异烟肼片通过仿制药一致性评价,格隆汇
9522,2019-07-16,更美APP：IPO传闻不实，2018年已盈利、正在发展新业务,21世纪经济报道
9523,2019-07-16,中信证券：消费整体向上趋势无疑 建议持续配置,证券时报网
9524,2019-07-16,医美APP更美接触投行 最快今年第四季度IPO,牛华网
9525,2019-07-16,医疗保健股上涨 阿里健康(0241.HK)涨近3%,格隆汇
9526,2019-07-16,盘前：三大指数收红 沪指长下影线显示下方支撑较强,中国经济网
9527,2019-07-16,消费｜6月社零超预期，汽车、化妆品增长显著,中信证券研究
9528,2019-07-16,医美App更美密集接触投行，最快今年四季度IPO,新浪
9529,2019-07-16,《健康中国行动》等相关文件出台，细分领域标的有望迎来机遇,第一财经
9530,2019-07-15,宝宝树集团(01761.HK)拟向小星医生增资400万元,格隆汇
9531,2019-07-15,复星医药：制剂五车间符合美国FDA cGMP标准,中证网
9532,2019-07-15,复星医药：控股子公司生产线通过美国FDA现场检查,e公司
9533,2019-07-15,科创板分拆上市，有哪些潜在投资机会？,经济日报
9534,2019-07-15,医疗保健：短期布局中报业绩确定性高的细分龙头 荐5股,上海证券
