,2021-12-31,【银华基金】交易日报 2021-12-31,新浪
1593,2019-08-07,晚间要闻2019年8月7日星期三,Wind
1594,2019-08-07,南京高科：为南京银行增持1520.74万股股份 占其总股本0.18%,中国网
1595,2019-08-07,南京高科(600064.SH)增持南京银行1520.74万股,格隆汇
1596,2019-08-07,南京银行：大股东拟增持不超8亿元公司股份 已增持1521万股,中证网
1597,2019-08-07,南京银行:大股东增持1520.74万股 拟增持不高于8亿元,新浪
1598,2019-08-07,南京银行(601009.SH)：大股东拟增持不高于8亿元的股份 已增持1520.7428万股,格隆汇
1599,2019-08-07,南京银行：大股东南京高科拟不超8亿元增持股份,e公司
1600,2019-08-07,75股获券商买入评级 中国汽研目标涨幅达76.09%,Wind
1601,2019-08-07,南京银行定增计划再次缩水,南方财经网
1602,2019-08-06,50股获券商买入评级 阳光城目标涨幅达57.98%,Wind
1603,2019-08-06,【中原银行王鸿行】南京银行(601009)点评报告*业绩稳健，资产质量韧性足,中原证券研究所
1604,2019-08-06,南京银行140亿定增募资2年三变 一季度信用减值27亿同比翻倍,长江商报
1605,2019-08-05,润和软件连续中标南京银行、天津银行、四川农信,Wind
1606,2019-08-05,南京银行快报业绩同比增15.07%,中财网
1607,2019-08-05,【银行-南京银行(601009)】戴志锋、贾靖（研究助理）：1H19业绩快报：营收同比增23%，资本进一步夯实-20190804,中泰证券研究所
1608,2019-08-05,南京银行定增计划又生变 二股东弃购融资规模减少近24亿元,证券日报
1609,2019-08-05,"南京银行:公司动态点评:业绩稳健,定增无虑",长城证券
1610,2019-08-05,"南京银行:营收保持快增,关注定增进程",证券之星
1611,2019-08-04,【申万宏源金融】南京银行点评：营收强劲拨备回升，关注下半年业绩提速趋势,大金融研究
1612,2019-08-03,南京银行定增再生变：二股东紫金投资退出；苏州迎来第9家A股上市银行；江阴银行聘任仲国良为副行长,和讯
1613,2019-08-02,南京银行2019年上半年实现净利润68.79亿持续加快战略转型,挖贝网
1614,2019-08-02,南京银行上半年净利润增逾15%，资产质量保持稳中向好,证券时报
1615,2019-08-02,南京银行上半年净利润68.79亿元 同比增长15.07%,中证网
1616,2019-08-02,南京银行业绩快报：上半年净利同比增15.07%,e公司
1617,2019-08-02,南京银行业绩快报：上半年净利68.79亿元，同比增15%,Wind
1618,2019-08-02,南京银行定增一波三折：二股东紫金投资退出，拟募资额降至116.2亿,第一财经
1619,2019-08-02,南京银行定增方案两次生变，资本补充压力大,全景网
1620,2019-08-02,【申万宏源金融】南京银行点评：定增方案并未超额下调，基本面继续保持第一梯队,大金融研究
1621,2019-08-02,南京银行调整定增方案，业内人士：并未超额下调,证券时报网
1622,2019-08-02,南京银行140亿定增方案生变：二股东退出 募资总额降至116亿,券商中国
1623,2019-08-02,南京银行：关于召开2019年第一次临时股东大会的通知,上交所
1624,2019-08-01,南京银行：股东权益变动的提示性公告,Wind
1625,2019-08-01,南京银行审议通过非公开发行议案,证券时报
1626,2019-08-01,南京银行：调整非公开发行方案，募资总额缩减为不超过116亿元,Wind
1627,2019-07-26,中报“掘机”：基金偏爱平安冷对国寿，南京银行被大幅减持 减持股份,21世纪经济报道
1628,2019-07-26,银行业：发行优先股出新政 拓宽中小银行融资渠道,财富动力网
1629,2019-07-25,南京银行：2018年年度权益分派实施公告,上交所
1630,2019-07-24,南京银行发布2018年度权益分派方案：每10股派3.92元,证券日报
1631,2019-07-24,南京银行(601009.SH)年报推10派3.92元 股权登记日7月30日,格隆汇
1632,2019-07-22,苏浙闽金融服务制造业发展调研 金融积极为企业“雨天撑伞”,经济日报
1633,2019-07-22,金融积极为企业“雨天撑伞”——苏浙闽金融服务制造业发展调研,经济日报
1634,2019-07-22,全国性银行风控能力位居前列 城市商业银行产品丰富性分化较大,金融时报
1635,2019-07-17,南京银行今日大宗交易成交56.75万股，成交价8.46元溢价0.0%,Wind
1636,2019-07-16,货币金融行业上半年成最大赢家,和讯
1637,2019-07-12,省内8家银行派息金额大增近五成,和讯
1638,2019-07-11,中信建投”银行金融科技“系列五大深度专题,中信建投证券研究
1639,2019-07-11,中信建投”银行金融科技“系列六大深度专题,中信建投证券研究
1640,2019-07-11,中信建投“银行金融科技”系列七大深度专题,中信建投证券研究
1641,2019-07-01,南京银行：董事顾韵婵因个人原因辞职 董监高成员变化,Wind
1642,2019-06-17,炒股亏损、“人造肉”、跨界投资白酒……“豆奶大王”题材一箩筐！,e公司
1643,2019-06-17,多渠道火力全开，银行补充资本融资在加速推进！,Wind
1644,2019-06-16,天津银行个人消费贷款井喷：一年剧增近8倍 带动业绩上涨,每日经济新闻
1645,2019-06-15,南京银行前行长束行农今晨回应“被带走”：端午和家人在一起,Wind
1646,2019-06-11,预案大增，定增市场有望回暖,中证报
1647,2019-06-05,中信银行、南京银行等5家银行被中金公司下调评级,国际金融报
1648,2019-06-04,南京银行等4家上市城商行被下调评级 投资评级恶化,北青网
1649,2019-06-03,A股银行资产质量榜单出炉：宁波、南京等5强银行高居榜首,GPLP犀牛财经
1650,2019-05-31,红塔银行参股苏宁消金仍待江苏监管批复股权结构引关注,中国经营网
1651,2019-05-31,券商看好1011家A股公司 三行业61只潜力股成香饽饽,证券日报
1652,2019-05-29,曲线拿消费金融牌照：红塔银行参股苏宁消费金融15%股份,澎湃新闻
1653,2019-05-28,云南红塔银行参股苏宁消费金融获批，南京银行退出？,21世纪经济报道
1654,2019-05-28,传苏宁消费金融引入云南红塔银行作为新股东,网贷之家
1655,2019-05-28,北上资金抄底55亿，5个交易日这些个股被大幅增持或减持,Wind
1656,2019-05-28,北上资金半天杀入37亿元，5个交易日这些个股被大幅增持或减持,Wind
1657,2019-05-28,周二机构一致看好的七大金股（05.28）,中金在线
1658,2019-05-28,南京银行行长辞职 “债券一姐”戴娟案发酵 董监高成员变化,时代周报
1659,2019-05-27,城商行同业依赖症不减，监管关注中小银行流动性风险,第一财经
1660,2019-05-27,银行股低开低走，常熟银行跌近5%,Wind
1661,2019-05-27,19股获券商买入评级 汇川技术目标涨幅达67.39%,Wind
1662,2019-05-27,"南京银行:定增落地、基本面优异,重申首推组合",申万宏源
1663,2019-05-26,"业绩揭不开锅？村镇银行一年净利""买得起北京学区房""已是实力表现，年赚几十万的不在少数",券商中国
1664,2019-05-25,南京银行行长束行农突辞职 胡升荣董事长行长暂一肩挑,中国经济网
1665,2019-05-25,束行农辞任南京银行行长下一站赴南京新农集团就职 董监高成员变化,中国经营网
1666,2019-05-24,南京银行(601009.SH)：董事、行长束行农因工作调动原因 提交辞职报告,格隆汇
1667,2019-05-24,“债券一姐”失联案悬而未决，南京银行顶风重启140亿定增,腾讯网
1668,2019-05-24,南京银行行长束行农辞职，调任南京新农发展集团副董事长,Wind
1669,2019-05-24,行长束行农辞任 南京银行的“多事之秋” 董监高成员变化,经济观察网
1670,2019-05-24,南京银行：束行农因工作调动原因，辞去公司行长职务 董监高成员变化,Wind
1671,2019-05-24,市场震荡好股才是真金看6股,中财网
1672,2019-05-24,南京银行：定增重启减轻担忧，资本紧张有望缓解,志明看金融
1673,2019-05-24,【中原银行王鸿行】南京银行(601009)年报点评*新进股东实力雄厚，资本基础明显夯实,中原证券研究所
1674,2019-05-24,13股获券商买入评级 中国出版目标涨幅达46.58%,Wind
1675,2019-05-24,南京银行重启新一轮定增计划 募资规模不变参与认购对象更替,证券日报
1676,2019-05-23,南京银行时隔十月重启140亿定增 前两大股东包揽近两成募资,长江商报
1677,2019-05-22,风波中的南京银行：重启140亿定增凸显资金压力 风控不力频收罚单 偿债能力下降,财经网
1678,2019-05-22,南京银行资本承压 拟定增募资140亿元,中投网
1679,2019-05-22,【A股异动 | A股银行股涨跌不一 南京银行筹140亿元逆市升逾3%】,格隆汇
1680,2019-05-22,北上资金新动向：卖出高价股，买入低价股,Wind
1681,2019-05-22,南京银行拟定增募140亿 公告前一天四登违法违规黑榜 其他违规处罚,中国经济网
1682,2019-05-22,5月22日A股盘前重要公告提示 | 美的复牌；南京银行拟定增不超140亿元；元成股份高管涉嫌内幕交易受调查；近期大额减持及质押公司数量上升,格隆汇
1683,2019-05-22,南京银行：定增重启 成长可期,证券时报网
1684,2019-05-22,上海银保监局5月开罚单数占今年88%，单月罚没2300万 金融监管处罚,澎湃新闻
1685,2019-05-22,南京银行140亿定增补血“卷土重来” 发行对象大变,中国经济网
1686,2019-05-22,南京银行再启140亿定增 “烟草系”跻身第五大股东,证券时报
1687,2019-05-22,屡遭处分 南京银行定增计划尴尬重启 其他违规处罚,北京商报网
1688,2019-05-22,被否后10个月：南京银行再启140亿定增 烟草系成金主,新浪
1689,2019-05-22,"南京银行:大股东增持彰显发展信心,定增补充核心资本",证券之星
1690,2019-05-21,南京银行百亿定增计划重装再启：拟非公开发行不超16.96亿股，江苏交通控股认购60%,每日经济新闻
1691,2019-05-21,【申万宏源金融】南京银行点评：定增落地及时雨，重申首推组合,大金融研究
1692,2019-05-21,南京银行再抛140亿元定增方案，交通控股拟认购10亿股,21世纪经济报道
1693,2019-05-21,南京银行定增重启： 大股东积极参与，提升核心一级1.7%至10.2%【中泰银行·戴志锋】,传统借贷vs新型金融
1694,2019-05-21,南京银行重提140亿定增，太平人寿退出，大股东法巴入局,第一财经
1695,2019-05-21,南京银行再抛140元定增方案，江苏省烟草公司等拟参与认购,澎湃新闻
1696,2019-05-21,南京银行拟定向增发募资不超过140亿元,中证网
1697,2019-05-21,南京银行(601009.SH)定向增发完成后 交通控股持股将达10%,格隆汇
1698,2019-05-21,南京银行：拟定增不超140亿元 补充核心一级资本,e公司
1699,2019-05-21,南京银行(601009.SH)拟定向增发募资不超140亿元 法国巴黎银行和江苏省烟草公司等认购,格隆汇
1700,2019-05-21,南京银行：拟定增募集资金不超过140亿元用于补充核心一级资本,Wind
1701,2019-05-20,20家银行信用卡业务解析：逾期、不良率如何,网贷之家
1702,2019-05-19,南京银行不良净生成率上行,证券市场周刊
1703,2019-05-13,消费金融速递,JT平方智管有方
1704,2019-05-10,南京银行已形成服务科创板企业的详细方案,Wind
1705,2019-05-10,南京银行举办2018年度暨2019年一季度业绩说明会,金融时报
1706,2019-05-08,南京银行北京分行被责令改正 违规审批发放贷款 其他违规处罚,和讯
1707,2019-05-08,多家大行被调低评级 券商“偏爱”中小行 投资评级恶化,每日经济新闻
1708,2019-05-08,社保与QFII连续三年同持16只个股 一季度持有南京银行超13亿股,证券日报
1709,2019-05-07,40%信贷资源计划倾斜大零售 南京银行董事长称今年“关键做好五件事”,证券时报
1710,2019-05-07,南京银行举办业绩说明会 正积极筹建理财子公司,中证网
1711,2019-05-07,南京银行行长束行农：理财子公司正在申报中,Wind
1712,2019-05-07,南京银行行长束行农：理财子公司正在申报中,21世纪经济报道
1713,2019-05-07,南京银行对接产品 周收益进十强,和讯
1714,2019-05-06,【海通银行团队】上市银行2019年一季报综述：宽信用下营收高增长,HaitongBKResearch
1715,2019-05-06,A股市场破净股一览（5月6日）,Wind
1716,2019-05-06,30家A股银行 5年间薪酬大变迁,网贷之家
1717,2019-05-06,南京银行：主要指标呈现稳健性增长良好开局引领高质量发展,中国经营报
1718,2019-05-06,南京银行去年贷款减值损失66亿增75% 7高管年薪200万,中国经济网
1719,2019-05-05,银行冠华|5月策略：新增推荐国有行,大话金融
1720,2019-05-05,南京银行1Q19：存款增速亮眼，拨备前利润增速大升,志明看金融
1721,2019-05-05,"南京银行:分红率保持行业第一梯队,核心盈利水平显著改善",申万宏源
1722,2019-05-01,银行冠华|南京银行:营收全面改善，零售占比提升,大话金融
1723,2019-05-01,4月北上资金净流出180亿，QFII最新出逃股名单曝光,21世纪经济报道
1724,2019-05-01,12家城商行业绩榜：北京银行赚钱最多，宁波银行不良率最低,澎湃新闻
1725,2019-04-30,高质量发展转型提速增效 南京银行2018年业绩再创新高,挖贝网
1726,2019-04-30,振江股份(603507.SH)实控人解除质押318.57万股,格隆汇
1727,2019-04-30,南京银行(601009.SH)2018年度净利润升14.53%至110.73亿元 拟10派3.92元,格隆汇
1728,2019-04-30,南京银行(601009.SH)一季度净利润升15.07%至33.20亿元,格隆汇
1729,2019-04-30,南京银行一季度净利增逾15%，不良率0.89%与年初持平,澎湃新闻
1730,2019-04-30,南京银行发布2018年报和今年1季报:主要指标呈现增长,新浪
1731,2019-04-30,南京银行一季度营收劲增三成 2019年强调四大发展思路,证券时报网
1732,2019-04-30,银行冠华 | 中报综述：利润增速提升，不良整体改善,大话金融
1733,2019-04-30,经营规模平稳增长 南京银行净利润首破百亿,挖贝网
1734,2019-04-30,南京银行：2018年净利润同比增14.53%,Wind
1735,2019-04-30,南京银行：一季度净利润同比增15.07%,Wind
1736,2019-04-26,金融：银行1季报增速超预期 荐5股,中泰证券
1737,2019-04-25,南京证券连续三年营收净利双降 一季度盈利2.1亿完成去年九成业绩 盈利能力下降,长江商报
1738,2019-04-23,金融：银行股的基金一季报持仓分析占比环比下降0.9% 荐4股,中泰证券
1739,2019-04-23,“上云大限”压顶 国有大行“云”端竞赛,新浪
1740,2019-04-18,分析｜目前还大面积破净的银行股，后续有无超越大盘的行情？,澎湃新闻
1741,2019-04-17,二季度终端利率下行或放缓 银行板块相对收益可期（附股）,证券时报网
1742,2019-04-14,12家城商行不良率攀升，房贷消费贷增长凶猛,经济观察报
1743,2019-04-13,苏宁、华融消费金融净利大跌 持牌机构业绩分化 盈利能力下降,中国经营报
1744,2019-04-07,【申万宏源金融】银行业2019年一季报前瞻,大金融研究
1745,2019-04-01,金融：把握不确定性中的确定性投资机会 荐9股,申万宏源
1746,2019-03-30,制度变革与资金认可促银行板块行情升温 9股上行空间或超30%,证券日报
1747,2019-03-29,融资客青睐31股，昊华能源买入占比高达50.94%,Wind
1748,2019-03-25,南京银行：需补充核心资本 买入评级,和讯
1749,2019-03-25,南京银行：低估值与高股息兼备 买入评级,和讯
1750,2019-03-24,【中信建投银行杨荣】银行业周报159期：《中小银行表现亮眼， 年报助力估值修复》,eResearch杨荣团队
1751,2019-03-21,南京银行：安全边际提升 增持评级,和讯
1752,2019-03-16,太平人寿拿下这家全球200强银行4.78%股权，成前十大股东,每日经济新闻
1753,2019-03-16,中国太平如愿拿下银行股权！28.6亿收购上海农商行4.78%股权，进入十大股东，为何要布这一局,和讯
1754,2019-03-12,南京银行今日大宗交易成交340万股，成交价7.05元折价10.31%,Wind资讯
1755,2019-03-12,上市银行“年报时间”开启： 平安率先报喜 至少25家银行净利润增长,证券日报
1756,2019-03-08,南京银行:资本充足率提升为最大亮点,正点财经
1757,2019-03-07,群益证券：上调南京银行评级至买入,Wind
1758,2019-03-07,太平洋证券：上调南京银行评级至买入,Wind
1759,2019-03-07,券商评级:三大指数宽幅震荡 九股迎掘金良机,证券之星
1760,2019-03-07,"太平洋证券：将南京银行评级调高为""买入""",Wind
1761,2019-03-07,南京银行：2018实现净利110.7亿元 不良率上升0.03个百分点,中国网
1762,2019-03-07,上调评级至买入策略选股（3月7日）,Wind
1763,2019-03-07,69股获券商买入评级 首旅酒店目标涨幅达60.21%,Wind
1764,2019-03-07,"南京银行:进可攻退可守,低估值与高股息兼备",申万宏源
1765,2019-03-06,南京银行发布业绩快报：经营业绩稳中有升 转型发展卓有成效,新华网
1766,2019-03-06,南京银行北京西坝河支行贷款业务违规 被责令改正罚款80万 其他违规处罚,和讯
1767,2019-03-06,南京银行2018年净利同比增14.5% 实现营业收入274.02亿元,中投网
1768,2019-03-06,南京银行2018年净利润110.70亿元增长15.60% 资产质量保持稳定,证券日报
1769,2019-03-06,【银行-南京银行(601009)】戴志锋、贾靖（研究助理）：2018快报：营收同比回升至两位数、安全边际提升-20190305,中泰证券研究所
1770,2019-03-05,南京银行2018年利润为111亿增长14.5% 深入推进战略转型,挖贝网
1771,2019-03-05,包邮区又多了一家不良低于1%、拨备率高到400%以上的上市银行,证券时报网
1772,2019-03-05,南京银行业绩快报：2018年度实现营业收入274.02亿元，同比增加25.63亿元,零壹财经
1773,2019-03-05,南京银行：2018年净利110.70亿元 同比增长14.50%,金融界
1774,2019-03-05,南京银行(601009.SH)2018年度净利润升14.5%至110.7亿元,格隆汇
1775,2019-03-05,南京银行2018年净利润110.7亿元 不良贷款率0.89%,新浪
1776,2019-03-05,南京银行业绩快报：2018年净利润110亿元，同比增长14.29%,Wind
1777,2019-03-05,南京银行：2018年净利110.7亿元 同比增14.5%,e公司
1778,2019-03-04,国金证券：A股春季躁动中，外资都在买什么？,国金证券
1779,2019-02-20,南京银行资管部总经理戴娟失联 或涉债券市场反腐,中国经济网
1780,2019-02-20,“银行资管金花”戴娟等三人失联，证实被带走调查，南京银行称“不涉及本行业务”,券商中国
1781,2019-02-20,南京银行三人陷“债市反腐”风波,和讯
1782,2019-02-20,新一轮债市反腐风暴或将到来,Wind
1783,2019-02-20,新一轮债市反腐风暴：与南京银行戴娟一起被带走的还有鑫元基金李雁,Wind
1784,2019-02-19,晚间要闻2019年2月19日星期二,Wind
1785,2019-02-19,传南京银行资管部总经理戴娟失联，电话暂时无法接通,Wind
1786,2019-02-19,20份上市银行业绩快报陆续抵达，五大行仍“雪藏”盈利数据,证券日报
1787,2019-01-30,营收与净利双升 银行股成近期护盘主力,证券时报
1788,2019-01-28,第二家！南京银行变更拟设理财子公司名称,证券时报网
1789,2019-01-25,异地持牌规范不搞“一刀切” 推动中小银行站到“同一起跑线”,金融时报
1790,2019-01-25,银行股稳步攀升，平安银行、招商银行领涨2%,Wind
1791,2019-01-20,苏州银监分局行政处罚信息公开表(苏州银监罚决字〔2018〕13号),和讯
1792,2019-01-09,哪些行业不良贷款率高？,岳读债市
1793,2019-01-02,巨丰原创：18年最后一周北上资金抄底银行板块,巨丰财经
1794,2018-12-19,95只个股股价创年内新低 7只绩优+低估值股被错杀,证券日报
1795,2018-12-15,破净股较去年末增加近9倍，6只个股处价值洼地,Wind
1796,2018-12-14,南京银行：优先股股息发放实施公告,上交所
1797,2018-12-14,南京银行：将派发优先股股息2.24亿元,e公司
1798,2018-12-14,南京银行：拟发放优先股股息，每股优先股派现4.58元,Wind
1799,2018-12-14,南京银行：拟发放优先股股息 每股优先股派现4.58元,金融界
1800,2018-12-12,银行年内再融资逾8000亿 部分银行披露1年半未获放行,第一财经
1801,2018-12-07,扬帆远航，携手共进，共筑绿色发展之路——绿色债券标准委员会成立会议暨第一次委员会会议顺利召开,银行间市场协会
1802,2018-12-03,A股收官行情值得期待，机构扎堆相中三大行业,证券日报
1803,2018-11-30,重磅！工商银行首次发文正面拥抱支付宝！网友：果然改变了银行！,搜狐
1804,2018-11-29,南京银行，拟发行不超过50亿元绿色金融债券,Wind
1805,2018-11-24,金融科技to B风起，中小金融机构或将弯道超车,亿欧网
1806,2018-11-22,支持民营企业发展 南京银行发布“22条”,新华网
1807,2018-11-22,中债增进联合南京银行创设“18红豆SCP005”缓释凭证,中证网
1808,2018-11-20,机构评级精选：速冻食品行业长期增量空间大 安井食品获买入评级,巨丰财经
1809,2018-11-20,南京银行与蚂蚁度小满合作发力消金 首次定增被否 再融资异常,新浪
1810,2018-11-15,保荐银行上市哪家券商更强？ 保荐经验是首选,证券时报
1811,2018-11-12,21消费投资报告第16期｜“萝卜章”再现江湖？一笔1300万银行贷款担保陷分歧,21世纪经济报道
1812,2018-11-12,融资客青睐27股，青青稞酒买入占比高达60.46%,Wind
1813,2018-11-11,一家城商行的金融科技逆袭,经济观察网
1814,2018-11-06,【亿欧快讯】乐信与南京银行达成战略合作,亿欧网
1815,2018-11-06,乐信与南京银行达成战略合作 用智慧金融推动消费升级,中国网
1816,2018-11-05,南京银行：11月2日融资余额为18.58亿元，较前一日骤增5.40%,Wind资讯
1817,2018-11-01,10家上市城商行利润之和不及中行一半，其中4家增速超二成,澎湃新闻
1818,2018-10-31,A股市场破净股一览（10月31日）,Wind
1819,2018-10-30,南京银行2018年前三季度实现营收202亿 盈利86亿同比增15%,挖贝网
1820,2018-10-30,南京银行前三季度净利增逾15%，逐季加大信贷投放,证券时报网
1821,2018-10-30,南京银行：前三季度净利润同比增15.35%,Wind
1822,2018-10-26,[快讯]南京银行发布质押公告,中财网
1823,2018-10-26,度小满金融与南京银行战略合作，获100亿元授信,猎云网
1824,2018-10-26,一线|度小满金融首次透露业务规模 单日放款达10亿元,腾讯网
1825,2018-10-26,度小满与南京银行合作：后者将为度小满提供3年100亿授信,亿欧网
1826,2018-09-29,南京银行北京分行：小微企业开户4天完成,新华网
1827,2018-09-27,A股“入富”今日揭晓，资金加速布局三大受益行业,证券日报
1828,2018-09-21,"601009南京银行:核心资产规模提速,资产质量核心指标稳中略有改善",南方财富网
1829,2018-09-12,中邮消费金融暂停“邮你贷”业务；360金融上线分期业务,和讯
1830,2018-09-11,苏宁消费金融总经理陈鸣离职(图|简历) 董监高成员变化,中国经济网
1831,2018-09-07,17家上市金融公司抢滩区块链，与供应链组合成为主流模式,Wind
1832,2018-09-05,牌照？征信？今日头条或打互金边界“擦边球”,砍柴网
1833,2018-09-04,哪家上市银行急需补血？4家银行核心一级资本充足率逼近红线,澎湃新闻
1834,2018-09-04,【国信银行】杠杆收缩继续压制ROE——银行业中报综述（下）,国信金融研究
1835,2018-09-03,当技术创新与尚未满足的金融需求碰撞 将产生怎样的火花,经济观察网
1836,2018-08-31,紧盯聪明钱，看“外来的和尚”如何念经？,Wind
1837,2018-08-31,QFII连续6个季度持仓90只个股 27只绩优股受机构青睐,证券日报
1838,2018-08-28,南京银行：优先股股息方案为每股发放现金股息3.90元,金融界
1839,2018-08-28,中证报头版：青睐制造业、偏爱大蓝筹，机构二季度布局路径隐现,中证报
1840,2018-08-27,业绩成长吸引投资者 社保基金与QFII同持56股,证券日报
1841,2018-08-27,业绩成长吸引机构投资者目光 社保基金与QFII同持56股,证券日报
1842,2018-08-24,城商银行大比拼：宁波银行金融科技稍滞后,零壹财经
1843,2018-08-24,上市银行转型Fintech战果颇丰 相关个股可关注,证券之星
1844,2018-08-24,上市银行转型Fintech战果颇丰 有银行新建平台不足一年获客超170万人,证券日报
1845,2018-08-23,QFII加仓优质标的，新进资金偏好多元化,Wind
1846,2018-08-23,QFII加仓优质标的 新进资金偏好多元化,中证报
1847,2018-08-22,南京银行与通联支付等合作推出“联合支付”业务,新华网
1848,2018-08-22,南京银行中报解读：前景依然看好 业绩增长之路仍需拓宽,腾讯网
1849,2018-08-22,1146份中报显示：逾七成公司净利增长,证券日报
1850,2018-08-22,郑州银行IPO迟缓 H股行情波动引定价悬念,21世纪经济报道
1851,2018-08-22,社保与QFII同时现身34家公司 斥资逾60亿增持22股,证券日报
1852,2018-08-20,商业银行防控不良率上升承压,中金在线
1853,2018-08-17,QFII二季度持股新动向：新进增持30股,证券时报
1854,2018-08-15,南京银行未明确定增被否原因，目前核心一级资本充足率已改善,第一财经
1855,2018-08-15,333亿资金恐慌逃离 五类股遭主力机构抛,证券之星
1856,2018-08-15,金融类企业IPO生态摸底： 强管控效应或致进度放缓,21世纪经济报道
1857,2018-08-15,三大数据解密外资新动向 QFII二季度增仓21只个股,证券日报
1858,2018-08-13,南京银行：业绩与资产质量稳定 资本充足率提升,中原证券
1859,2018-08-10,[推荐评级]南京银行(601009)中报点评：悲观情绪已充分反映 预计未来两年维持业绩高增长 维持首推,中财网
1860,2018-08-10,[增持评级]南京银行(601009)半年报点评：业绩亮眼 内生增长,中财网
1861,2018-08-10,中财独家:牛市没这快但政策呼喊一板要火机构预测,中财网
1862,2018-08-10,[增持评级]南京银行(601009)中报点评：核心资产规模提速 资产质量核心指标稳中略有改善,中财网
1863,2018-08-10,6家银行上半年业绩快报对比：净利润均呈两位数增长,零壹财经
1864,2018-08-10,[增持评级]南京银行(601009)中报点评：净息差企稳有望回升 资产质量持续较优,中财网
1865,2018-08-10,[强烈推荐评级]南京银行(601009)中报点评：业绩保持较高增速 负债端成本压力还待消化,中财网
1866,2018-08-10,[审慎增持评级]南京银行(601009)半年报点评：信贷投放加速 资产质量夯实,中财网
1867,2018-08-10,南京银行上半年净利润同比增长17% 转型发展取得一定成效,金融投资报
1868,2018-08-10,8月10日午间机构金股精选,中证网
1869,2018-08-10,[买入评级]南京银行(601009)中报点评：营收平稳资产质量优异 内生补充促资本水平回升,中财网
1870,2018-08-10,[买入评级]南京银行(601009)中报点评：核心一级不降反升不良暴露处置加快,中财网
1871,2018-08-10,【申万宏源金融】南京银行中报业绩点评：基本面全方位改善，资本内生增长、ROE回升彰显高质量发展之效,大金融研究
1872,2018-08-10,[增持评级]南京银行(601009)中报点评：资本实现内生 资产质量平稳,中财网
1873,2018-08-10,[强烈推荐-A评级]南京银行(601009)中报点评：资产质量无忧 受益流动性宽松拐点,中财网
1874,2018-08-10,南京银行 ：资本压力缓解 盈利能力回升,国信证券
1875,2018-08-10,【东吴马婷婷】南京银行中报：营收端持续改善，资产质量表现优异,马婷婷深度研究
1876,2018-08-10,上市银行首份半年报出炉 南京银行净利润同比增17%,证券日报
1877,2018-08-09,[中报]南京银行上半年净利润59.78亿元 同比增17.11%,全景网
1878,2018-08-09,南京银行上半年净利润59.8亿元人民币 同比增长17%,金融界
1879,2018-08-09,南京银行发布半年报：归属母公司股东净利润59.78亿,新浪
1880,2018-08-09,南京银行：上半年实现净利润59.78亿元，同比增长17.11%,Wind
1881,2018-08-09,【广发银行业-倪军团队】南京银行：息差小幅回落，不良确认加速,倪军金融与流动性研究
1882,2018-08-09,南京银行业绩三年“原地踏步” 市值637亿垫底A股城商行,长江商报
1883,2018-08-08,南京银行定增被否引行业关注 中小银行多渠道补充资本,中国网
1884,2018-08-07,南京银行140亿定增被否 资本充足率告急,时代周报
1885,2018-08-06,【海通银行团队】月报：去杠杆趋稳、政策微调，把握中报期确定性机会,HaitongBKResearch
1886,2018-08-06,科蓝软件与阿里蚂蚁联合打造南京银行互金平台获客数百万,北京商报网
1887,2018-08-06,南京银行140亿元定增落空 高资本消耗模式亟待改变,投资者报
1888,2018-08-06,南京银行140亿定增意外遭否 资本充足水平告急,国际金融报
1889,2018-08-03,【国信银行】南京银行业绩快报点评：基本面稳定，盈利能力继续回升,国信金融研究
1890,2018-08-02,89股获券商买入评级，宏发股份目标涨幅达83.75%,Wind
1891,2018-08-02,上市银行“期中考试”成绩超预期 补充资本需求迫切,中财网
1892,2018-08-02,今年以来十家公司定增被否 从严监管 降速提质,大众证券报
1893,2018-08-01,南京银行:营收维持向上趋势 资产质量保持稳定,中泰证券
1894,2018-08-01,南京银行上半年净利润增速17.10%核心一级资本承压,中国经营网
1895,2018-08-01,[买入评级]深度*公司*南京银行(601009)半年业绩快报点评：业绩符合预期 存款表现亮眼,中财网
1896,2018-08-01,南京银行发布上半年业绩快报 营收增速持续改善 利润保持较高增幅,新华网
1897,2018-08-01,融资客青睐24股，九芝堂买入占比高达51.76%,Wind
1898,2018-08-01,南京银行：7月31日融资余额为16.83亿元，较前一日骤增13.14%,Wind资讯
1899,2018-08-01,[增持评级]南京银行(601009)点评：营收持续改善 注重内生发展持续提升ROE,中财网
1900,2018-08-01,南京银行140亿定增“罕见”被否 引发市场揣测,21世纪经济报道
1901,2018-08-01,【申万宏源金融】南京银行：由内而生，高质量发展更进一步--2018年中报业绩快报点评,大金融研究
1902,2018-07-31,股价今跌超4% 南京银行定增被否背后证监会曾关注十大问题,经济观察网
1903,2018-07-31,南京银行140亿遭否今日股价大跌 资本充足率告急,国际金融报
1904,2018-07-31,定增方案被否 南京银行稳健业绩难救股价,北京商报
1905,2018-07-31,公告精选丨利源精制、科融环境预计中报变脸 ；美年健康回复深交所，相关人员执业资格证照齐全有效,每日经济新闻
1906,2018-07-31,晚间重要公告2018年7月31日星期二,Wind
1907,2018-07-31,南京银行：上半年净利59.78亿元 同比增17%,e公司
1908,2018-07-31,南京银行：实现净利润59.78亿元，同比增长17.1%（快报）,Wind
1909,2018-07-31,南京银行的失之东隅收之桑榆,财经网
