,2021-12-30,恒逸石化大宗交易成交2106.00万元,证券时报网
1601,2018-06-14,[推荐评级]化工行业投资策略：迎接化学工业革命-行业格局的重塑,中财网
1602,2018-06-14,[增持评级]恒逸石化(000703)深度报告：恒逸石化的两大核心竞争优势,中财网
1603,2018-06-13,[增持评级]化工行业周报：环氧丙烷反弹 丙烯酸及酯持续上涨,中财网
1604,2018-06-12,恒逸石化：今明两年国内PTA新增及复产产能几乎为零,Wind
1605,2018-06-12,[推荐评级]石化行业周报：PET瓶片价格高企 盈利能力大幅提升,中财网
1606,2018-06-12,"化工行业周报:油价高位震荡,环丙、尿素、PVC再度上涨",上海证券
1607,2018-06-12,"化工行业周报:低估值仍具吸引力,继续关注景气品种",证券之星
1608,2018-06-11,[推荐评级]石化行业周观点：长丝淡季不淡 丙烯酸丁酯上涨,中财网
1609,2018-06-11,[增持评级]石化行业数据周报20180609,中财网
1610,2018-06-11,每周油记：50美金VS80美金 油价再到十字路口!,中财网
1611,2018-06-11,38股获券商买入评级 新研股份目标涨幅达70.30%,Wind
1612,2018-06-10,【招商石化王强团队】石化周观点0610：长丝淡季不淡，丙烯酸丁酯上涨,强哥谈油论气
1613,2018-06-10,[增持评级]5月原油成品油进出口数据分析(石油化工行业)：5月原油进口量同比增长5% 维持高位,中财网
1614,2018-06-08,【朝闻国盛】磨底期危中存机，重视周期性价比,微信
1615,2018-06-08,【国盛化工石化|王席鑫团队】恒逸石化（000703.SZ）-龙头的崛起——炼化-化纤一体化航母加速前行-20180608,微信
1616,2018-06-06,[增持评级]石油化工行业跟踪报告：原油价格对国内炼化盈利性的影响分析,中财网
1617,2018-06-06,基础化工行业:H酸延续上涨 醋酸达到十年高位,光大证券
1618,2018-06-04,[强于大市评级]深度*行业*化工行业周报：染料、醋酸价格持续上涨,中财网
1619,2018-06-04,[看好评级]化工行业周报：化工巨头万华化学重组方案利好 有望带动白马及周期板块上行 新材料龙头蓄势反弹,中财网
1620,2018-06-04,"化工行业周报:市场风险偏好降低,坚定看好低估化工股",证券之星
1621,2018-05-30,[增持评级]2018年中期石化行业投资策略：中高油价成为常态-油气新时代已经到来,中财网
1622,2018-05-29,"化工行业周报:环保施压导致中间体限产,染料价格大幅上涨",证券之星
1623,2018-05-29,"化工行业周报:环保督查“回头看”启动,关注农药等受益子行业",证券之星
1624,2018-05-28,[推荐评级]石化行业周观点：PTA大涨 长丝盈利高位保持,中财网
1625,2018-05-28,[推荐评级]石化行业周报：沙特、俄罗斯拟增产 国际原油期货价格下行天然气价改推进 定价机制理顺,中财网
1626,2018-05-28,[增持评级]大炼化聚酯产业链周报：PTA迎来检修高峰 涤纶市场景气回归,中财网
1627,2018-05-28,[增持评级]石油化工行业跟踪报告：供给趋紧 聚酯瓶片价格大幅上涨,中财网
1628,2018-05-28,石油化工行业油价波动对石油化工企业盈利能力影响分析:石油石化盈利的高点在哪里?,光大证券
1629,2018-05-28,"基础化工行业周报:草甘膦、己内酰胺上涨,关注全球油价对化工品的影响",光大证券
1630,2018-05-27,每周油记：油价拐点在下半年?细拆33个月29749口页岩油投产井,中财网
1631,2018-05-26,第四届数博会今日将召开 六股绝佳布局良机,证券日报
1632,2018-05-25,涨价概念行情将深化 重点关注掌握涨价权的公司,深圳商报
1633,2018-05-25,"化工行业:行业盈利大幅改善,高景气有望延续",东北证券
1634,2018-05-23,化工行业：周期龙头不断崛起 新材料国产化忧中有喜,金融界
1635,2018-05-22,化工：醋酸价格突破历史峰值 荐7股,中信建投
1636,2018-05-22,恒逸石化：整体来看今年聚酯行情将保持较好供需格局,Wind
1637,2018-05-22,[增持评级]化工行业2018年中期策略：预期改善、中枢抬升 长短两相宜,中财网
1638,2018-05-22,[强于大市评级]深度*行业*化工行业周报：油价、环保接力催化 醋酸、染料、PTA价格上涨,中财网
1639,2018-05-22,[增持评级]石油化工行业跟踪报告：中美能源合作有望进一步提升,中财网
1640,2018-05-22,[增持评级]基础化工行业周报：原油盘中突破每桶80美元 环保严查下化工产品多数上涨,中财网
1641,2018-05-22,"石油化工行业大炼化聚酯产业链周报第十七期:涤纶长丝如火如荼,PTA景气伊始",光大证券
1642,2018-05-21,化工：石化油服表现坚挺 荐5股,东北证券
1643,2018-05-21,[推荐评级]石化行业周报：OECD国家库存降至5年均值 IEA下调2018年全球原油需求预期 PTA盈利能力继续增强,中财网
1644,2018-05-21,[中性评级]化工行业周报：原油价格再创新高 关注产业链优质标的,中财网
1645,2018-05-21,"化工行业:原油价格大幅拉升,石化油服表现坚挺",东北证券
1646,2018-05-20,[增持评级]原油行业周报：油价逼近80美元每桶,中财网
1647,2018-05-19,215只个股被10家以上机构看好，四逻辑筛出6只绩优股,Wind
1648,2018-05-18,每周油记：美国能源部翻空油价?EIA 预测库存将大增,中财网
1649,2018-05-18,巨丰热点：化纤行业全线活跃 澳洋科技涨停,巨丰财经
1650,2018-05-18,化纤板块持续火热状态，南京化纤，澳洋科技分获两连板,Wind
1651,2018-05-18,化工行业动态：环保督查再升级叠加油价大涨 看好染料、煤化工、涤纶等,中财网
1652,2018-05-17,恒逸石化年报推10转4派2元 股权登记5月23日,金融界
1653,2018-05-16,申万宏源：推荐资源储量 受益油价上涨的弹性标的,金融界
1654,2018-05-16,[增持评级]石油化工行业跟踪报告：PTA 价格企稳回升 涤纶长丝价差扩大,中财网
1655,2018-05-16,[看好评级]化工行业点评报告：美国退出伊核协议 总体利好油价 推荐原油及煤化工产业链,中财网
1656,2018-05-16,[中性评级]化工行业投资周报：TDI价格领涨 继续推荐关注纯碱行情,中财网
1657,2018-05-16,布伦特原油创三年半新高 石化产业链将受益(附股),金融界
1658,2018-05-15,[推荐评级]石化行业周报：EIA短期能源展望上调原油价格预测值 国际油价大幅上涨 PTA、涤纶长丝盈利能力增强,中财网
1659,2018-05-15,[买入评级]化工行业动态：原油价格大涨 下游石化、化工顺势传导 化工优质股价值凸显,中财网
1660,2018-05-15,[推荐评级]石化行业周观点：涤丝盈利创新高 产业链迎布局良机,中财网
1661,2018-05-14,[推荐评级]石油化工行业2017年报及18一季报总结：石化行业景气回升 涤丝产业链、C3C4等表现优异,中财网
1662,2018-05-14,华创证券化工产品价格数据周报201805014,中财网
1663,2018-05-14,[增持评级]石化行业数据周报20180513,中财网
1664,2018-05-14,[领先大市-A评级]基础化工行业周报：油价再创新高 生态环境部启动“清废行动2018”,中财网
1665,2018-05-14,[增持评级]原油行业周报：美国退出伊朗核协议,中财网
1666,2018-05-14,[增持评级]基础化工行业周报：环保严查导致H酸大涨 TDI继续强势反弹,中财网
1667,2018-05-11,每周油记：伊朗百万桶出口要没?细拆41个月3087艘油轮去向!,中财网
1668,2018-05-11,[增持评级]石油化工行业跟踪报告：美国将退出伊核协议 全球原油供给或将趋紧,中财网
1669,2018-05-10,[中性评级]化工行业周报：纯碱、聚MDI等涨幅居前 关注连云港化工区关停情况,中财网
1670,2018-05-10,[路演]恒逸石化:目前公司产能利用率在90%以上,全景网
1671,2018-05-10,石油概念股票有哪些 精读石油股票有哪些是龙头？（4只）,南方财富网
1672,2018-05-10,[推荐评级]化工行业周报：聚氨酯下游行业逐步进入旺季 聚合MDI 、TDI、纯碱及环氧丙烷产业链价格上涨,中财网
1673,2018-05-10,[增持评级]化工行业周报：C3产业链普涨 纯碱价格反弹,中财网
1674,2018-05-10,[增持评级]基础化工行业周报：纯碱价格上行 聚氨酯原料全线涨价,中财网
1675,2018-05-10,国际油价飙升激发石油板块潜能社保等四机构持21只个股,顶尖财经网
1676,2018-05-10,国际油价飙升激发石油板块 六股投资正当时,证券日报
1677,2018-05-09,[中性评级]化工行业投资周报：液氯价格领涨 继续推荐关注纯碱行情,中财网
1678,2018-05-09,[增持评级]石化行业数据周报20180506,中财网
1679,2018-05-09,[推荐评级]石化行业周观点：涤丝盈利继续攀升,中财网
1680,2018-05-09,[推荐评级]基础化工行业2017年年报及2018年一季报总结：在建工程小幅复苏 行业延续景气向上 盈利实现大幅增长,中财网
1681,2018-05-09,"基础化工行业:有机硅价格续涨创新高,纯碱、双酚A持续上行",安信证券
1682,2018-05-08,[增持评级]大炼化聚酯产业链周报：下游坯布景气维持 产业链持续受益,中财网
1683,2018-05-08,[强于大市评级]深度*行业*化工行业2017年报及2018年一季报总结：行业景气延续 一季度投资同比小幅回升,中财网
1684,2018-05-08,每周油记：油价恐大跌：美国单月疯狂投产1197口井!,中财网
1685,2018-05-08,"化工行业:化工景气指数转负,甲烷氯化物、DMC上涨",中证网
1686,2018-05-08,[看好评级]全球大型石化项目介绍系列之六：结合技术与资源优势的一体化石化项目 拉比格炼化PETRO RABIGH,中财网
1687,2018-05-08,"恒逸石化:需求景气不改,定增完善产业链布局",正点财经
1688,2018-05-08,[增持评级]石化行业2017年报及2018一季报分析：油价震荡上行 上游利润大幅增长,中财网
1689,2018-05-07,[强于大市评级]深度*行业*化工行业周报：油价冲高 聚氨酯产业链上涨,中财网
1690,2018-05-07,石油化工行业周报：涤纶价格上涨 关注伊朗地缘变化,中财网
1691,2018-05-07,[推荐评级]石化行业周报：MEG价格下滑 聚酯涤纶盈利能力增强,中财网
1692,2018-05-07,【方正化工】化工周报：MDI价格大幅走高，恒力石化拟建PTA项目,靠谱化工股
1693,2018-05-05,恒逸石化发布并购草案 提升涤纶产能完善产业链结构,证券时报
1694,2018-05-04,恒逸石化：下属公司63.6亿投建智能化环保功能性纤维项目,e公司
1695,2018-05-04,恒逸石化：拟44.95亿元收购三家涤纶长丝生产商,Wind
1696,2018-05-04,"基础化工行业周报:甲苯大涨、DMC继续上行,原油市场再起波澜",光大证券
1697,2018-05-03,"恒逸石化:一季度业绩高增,多板块实力提振",正点财经
1698,2018-05-03,145股获券商买入评级 厦门国贸目标涨幅达92.81%,Wind
1699,2018-05-02,每周油记：油价脱离基本面：沙特的人为操纵和页岩油的大突袭!,中财网
1700,2018-05-02,化工行业2017和1Q18回顾：化工行业高景气延续 子行业分化依旧明显,中财网
1701,2018-05-01,国金：5月将是油价波动重要节点 短期油价可能触及80美元/桶,腾讯网
1702,2018-04-26,恒逸石化：今年PTA新增及复产产能几乎为零，行业毛利率有望持续走高,Wind
1703,2018-04-26,Q1净利增长56% PTA景气有望稳步向上,红周刊
1704,2018-04-26,国内油价开启连涨模式奔“7元时代” 四股或立风口,证券时报
1705,2018-04-25,A股共发生43宗大宗交易成交14.97亿元(4月25日),Wind
1706,2018-04-25,[推荐评级]恒逸石化(000703)季报点评：1Q18业绩符合预期 涤纶、锦纶双产业链业务继续发展,中财网
1707,2018-04-24,恒逸石化：一季度净利润同比增55.91%,Wind
1708,2018-04-24,[推荐评级]化工行业周报：苯胺、丁二烯价格走强 环氧丙烷-丙烯价差持续扩大,中财网
1709,2018-04-24,华创证券化工产品价格数据周报20180422,中财网
1710,2018-04-24,[中性评级]化工行业投资周报：甲醛、环氧丙烷领涨 建议关注环氧丙烷行情,中财网
1711,2018-04-24,[增持评级]化工行业周报：原油及涤纶产业链续涨 国内尿素大幅反弹,中财网
1712,2018-04-24,[买入评级]“炼化-化纤”产业链跟踪点评,中财网
1713,2018-04-24,[审慎增持评级]恒逸石化(000703)年报点评：上下游产业链高速扩张 PTA格局持续向好,中财网
1714,2018-04-24,[增持评级]大炼化聚酯产业链周报：瓶片盈利创新高 坯布旺季继续维持,中财网
1715,2018-04-24,[中性评级]化工行业周报：丁二烯和环氧丙烷涨幅居前 涤纶长丝产业链继续上行,中财网
1716,2018-04-24,财通证券：恒逸石化买入评级,顶尖财经网
1717,2018-04-24,[增持评级]基础化工行业周报：苯胺大涨、尿素破僵局 关注IC电子化学品的自主突破,中财网
1718,2018-04-24,[买入评级]恒逸石化(000703)年报点评：2017年报大幅增长95% 近期PTA反弹值得期待,中财网
1719,2018-04-24,PET价格暴涨至近三年新高 相关概念股或将爆发,财富动力网
1720,2018-04-24,恒逸石化年报点评:主营产品景气度提升带动业绩高增长,开源证券
1721,2018-04-24,"恒逸石化:PTA景气度持续上行,双纶驱动有望打造千亿恒逸",证券之星
1722,2018-04-23,[增持评级]石化行业数据周报20180422,中财网
1723,2018-04-23,[推荐评级]石化行业周观点：涤丝库存大幅下降 布局正当时,中财网
1724,2018-04-23,[领先大市-A评级]基础化工行业周报：甲烷氯化物市场走高 有机硅、聚酯产业链高位向好,中财网
1725,2018-04-23,[强于大市评级]深度*行业*化工行业周报：环氧丙烷、甲醇价格维持强势,中财网
1726,2018-04-23,[增持评级]基础化工周期品投资报告：2018年：高度关注海外产能和消费占比较高的化工品种,中财网
1727,2018-04-23,每周油记：全球原油浮仓大增超千万桶 几乎都在中国山东!,中财网
1728,2018-04-23,[推荐评级]民生化工行业周报：甲醇、甲烷氯化物价格上涨 涤纶长丝继续保持高景气,中财网
1729,2018-04-23,恒逸石化业绩增长逾九成 积极打造全产业链石化龙头,证券时报
1730,2018-04-23,[推荐评级]恒逸石化(000703)年报点评：业绩符合预期 PTA等主业继续高景气,中财网
1731,2018-04-22,恒逸石化：2017年净利润同比增长95.34%，拟每10股转增4股并派现2元,Wind
1732,2018-04-22,恒逸石化：2017年净利同比增95% 拟10转4派2元,e公司
1733,2018-04-20,[强于大市评级]石油化工行业点评：看好2季度PTA盈利改善!,中财网
1734,2018-04-20,后市看机构做多决心有多大 芯片替代概念股最吸金,中财网
1735,2018-04-20,机构与游资逆市抄底 芯片替代概念股最吸金,投资快报
1736,2018-04-18,[买入评级]恒逸石化(000703)点评：第三期员工持股计划出炉 彰显公司发展信心,中财网
1737,2018-04-17,[增持评级]恒逸石化(000703)点评：24亿超2000名员工参与史上最大规模员工持股 彰显未来发展信心,中财网
1738,2018-04-17,华创证券化工产品价格数据周报20180416,中财网
1739,2018-04-17,恒逸石化：彰显公司发展信心 买入评级,长江证券
1740,2018-04-17,[强于大市评级]原油市场动态跟踪报告：地缘政治风险加剧 油价创三年新高,中财网
1741,2018-04-17,[增持评级]光大证券大炼化聚酯产业链周报20180416,中财网
1742,2018-04-17,恒逸石化股份有限公司监事会对第三期员工持股计划事项的意见,证券日报
1743,2018-04-17,"化工行业周报:原油大涨助推涤纶长丝产业链上行,纯碱价格持续上涨",浙商证券
1744,2018-04-16,[增持评级]石化行业数据周报20170415,中财网
1745,2018-04-16,[增持评级]石油化工行业跟踪报告：PTA集中检修期来临 涤纶有望维持高景气,中财网
1746,2018-04-16,[强于大市评级]深度*行业*化工行业周报：纯碱、环氧丙烷价格维持强势,中财网
1747,2018-04-16,[看好评级]全球大型石化项目介绍系列之五(化工/石油化工行业)：PETRONAS炼化综合发展计划之RAPID石化项目,中财网
1748,2018-04-16,[领先大市-A评级]基础化工行业周报：有机硅、涤丝景气向好 PC回暖迹象明显,中财网
1749,2018-04-16,[增持评级]化工行业周报：油价强势反弹 涤纶产业链价格普涨,中财网
1750,2018-04-16,[增持评级]3月原油成品油进出口数据分析：3月成品油出口量大幅增长,中财网
1751,2018-04-16,[增持评级]原油行业周报：美英法空袭叙利亚 有望继续推升油价,中财网
1752,2018-04-16,[看好评级]石油化工行业2018年一季度业绩前瞻：油价向上趋势逐步确立 石化上游迎来复苏,中财网
1753,2018-04-14,指数或迎变盘关键期 49股或有四成上涨空间(附股),中财网
1754,2018-04-14,多股遇利空主力砸盘 华泰一席位玩转22股,投资快报
1755,2018-04-13,每周油记：油价要破100?美国3个月75万桶页岩油抢市场!,中财网
1756,2018-04-12,[推荐评级]基础化工行业2018Q1业绩预告点评：供需格局改善细分行业 创业板业绩大幅上涨,中财网
1757,2018-04-12,掘金龙虎榜 14股近期获机构净买入,证券时报
1758,2018-04-11,[增持评级]基础化工/石油化工行业动态点评：布油突破70美元 民营炼化及PDH重点关注,中财网
1759,2018-04-11,“一带一路”带来市场新蛋糕 四概念股迎腾飞契机,证券日报
1760,2018-04-10,华创证券化工产品价格数据周报20180408,中财网
1761,2018-04-10,龙虎榜：机构出货！一股遭遇高位滑铁卢 注意回避风险,巨丰财经
1762,2018-04-10,[增持评级]光大证券大炼化聚酯产业链周报20180409,中财网
1763,2018-04-10,[增持评级]原油行业周报：中美贸易摩擦升温令油价承压,中财网
1764,2018-04-10,[推荐评级]石化行业周报：中美贸易摩擦升温致油价下跌 PTA盈利能力尚稳,中财网
1765,2018-04-09,龙虎榜：越跌越买！一股复牌后遭机构5亿资金抄底,巨丰财经
1766,2018-04-09,[推荐评级]恒逸石化(000703)点评：聚酯产业布局再扩大 竞争优势愈加明显,中财网
1767,2018-04-09,恒逸石化龙虎榜数据（4月9日）,Wind资讯
1768,2018-04-09,[领先大市-A评级]基础化工行业周报：有机硅、纯碱景气上行 双氧水、环氧丙烷出现反弹,中财网
1769,2018-04-09,[强于大市评级]石油化工行业研究周报：对美进口征税清单 哪些化工品有望受益?,中财网
1770,2018-04-09,508家上市公司一季报业绩预喜，机构调研瞄准三大主题,中证报
1771,2018-04-08,[增持评级]恒逸石化(000703)公告点评：主业景气带动业绩大增 2018Q1延续高增长,中财网
1772,2018-04-08,[审慎增持评级]恒逸石化(000703)点评：PTA景气助业绩增长 产业链上下游同时发力,中财网
1773,2018-04-08,恒逸石化17年业绩符合预期 18年再发力,财界网
1774,2018-04-08,[增持评级]石油化工行业专题报告：原油：从供需看油价,中财网
1775,2018-04-08,[买入评级]恒逸石化(000703)简评：PTA同比大幅好转 助推公司业绩持续高速增长,中财网
1776,2018-04-08,[增持评级]恒逸石化(000703)点评：受益PTA、CPL景气度向上 18Q1延续高增长,中财网
1777,2018-04-08,恒逸石化回复问询函 业绩承诺仍有夸大嫌疑,和讯
1778,2018-04-07,79股目标涨幅超两成 56亿主力资金抢筹,证券时报
1779,2018-04-04,龙虎榜：机构卖出10股 游资1.4亿入恒逸石化,中金在线
1780,2018-04-04,龙虎榜：刚复牌就跌停！一股被机构超2亿大单抄底 值得关注,巨丰财经
1781,2018-04-04,[推荐评级]化工行业研究周报：关注一季报行情 建议选择强势板块龙头,中财网
1782,2018-04-04,两机构买入恒逸石化1.38亿元 一机构卖出坚瑞沃能近8000万元,证券时报网
1783,2018-04-04,机构席位深股通均抛售恒逸石化，一品红现多空分歧,Wind
1784,2018-04-04,恒逸石化龙虎榜数据(4月4日),Wind资讯
1785,2018-04-04,[增持评级]化工行业周报：涤纶长丝需求升温 氟化工价格调整,中财网
1786,2018-04-04,[增持评级]光大证券大炼化聚酯产业链周报20180331,中财网
1787,2018-04-04,[中性评级]化工行业投资周报：合成氨 纯碱价格领涨 关注纯碱板块行情,中财网
1788,2018-04-04,[增持评级]基础化工行业周报：纯碱、甘氨酸、乙二醇价格回暖 制冷剂高位震荡,中财网
1789,2018-04-04,[推荐评级]恒逸石化(000703)业绩预览：1Q18预告业绩增长44%~67% 维持推荐,中财网
1790,2018-04-04,恒逸石化：一季度预增44%-67%,金融界
1791,2018-04-04,涤纶产业链景气行情持续 四股或将爆发,证券时报
1792,2018-04-04,发行价上调新增业绩承诺 恒逸石化引领PTA行业并购,证券日报
1793,2018-04-04,"恒逸石化:长丝产能跨越式增长,双纶驱动的千亿恒逸值得期待",申万宏源
1794,2018-04-03,恒逸石化2017年净利16亿 2018年一季度净利预增超40%,证券时报
1795,2018-04-03,恒逸石化一季度净利预增44.41%至66.62%,中证网
1796,2018-04-03,恒逸石化复牌跌停：关联并购存疑 急发两财报救命,金融界
1797,2018-04-03,恒逸石化：涤纶产业链景气行情持续 一季度净利预增44%到67%,e公司
1798,2018-04-03,恒逸石化：2018年第一季度业绩报告预告,深交所
1799,2018-04-03,十大异动股点评：页岩气资源税减征30% 贵州燃气大爆发,巨丰财经
1800,2018-04-03,[增持评级]原油行业周报：中国原油期货上市改变历史 密切关注伊朗核协议进展,中财网
1801,2018-04-03,[强于大市评级]深度*行业*化工行业周报：纯碱、有机硅、涤纶长丝价格稳中有升,中财网
1802,2018-04-03,[推荐评级]石化行业周观点：下游补库行情启动 看好Q2长丝表现,中财网
1803,2018-04-03,跌停板解密：重组复牌股连续重挫！（4月3日）,Wind
1804,2018-04-03,恒逸石化调整并购预案：发行价上浮18.55%，业绩承诺增6.8亿,财经网
1805,2018-04-03,恒逸石化45亿收购疑涉利益输送 控股股东倒手赚9亿,中国经济网
1806,2018-04-03,[增持评级]中美贸易摩擦系列报告之一(石油化工行业)：进口能源化工产品解决1000亿对美逆差的可能性分析,中财网
1807,2018-04-03,[领先大市-A评级]基础化工行业周报：纯碱、有机硅持续看涨 环保税正式开征,中财网
1808,2018-04-03,沪深两市上市公司复牌一览表（4月3日）,Wind
1809,2018-04-03,石油化工行业周报：一季度油价涨23%有助于支出落地,中财网
1810,2018-04-02,恒逸石化调整并购预案 加速产业链整合,证券时报
1811,2018-04-02,恒逸石化3日复牌,中证网
1812,2018-04-02,恒逸石化：拟购买嘉兴逸鹏等三公司全部股权，股票复牌,Wind
1813,2018-04-02,晚间重要公告2018年4月2日星期一,--
1814,2018-04-02,化工行业观点聚焦：供需改善及油价上涨驱动 看好钛白粉、涤纶、煤化工、染料等,中财网
1815,2018-04-02,[推荐评级]民生化工行业周报：继续看好聚酯产业链复苏 纯碱价格存在上涨预期,中财网
1816,2018-04-02,解密恒逸石化“近亲”并购 关联方或成最大受益者,投资者报
1817,2018-03-31,"机构上季度还在加仓蓝筹,一季度转身积极调研中小创",红周刊
1818,2018-03-29,"基础化工行业周报:原油价格强势反弹,涤丝利润上升,纯碱市场升温",安信证券
1819,2018-03-28,[强大于市评级]深度*行业*化工行业周报：制冷剂价格保持强势 关注中美贸易摩擦给新材料领域带来的提振,中财网
1820,2018-03-28,化工：18Q1化工品价格中枢上移 行业利润同比继续大幅增长,申万宏源
1821,2018-03-27,华创证券化工产品价格数据周报20180325,中财网
1822,2018-03-27,石油化工行业第九期:大炼化聚酯产业链周报,光大证券
1823,2018-03-26,[增持评级]基础化工行业周报：液氨上涨、制冷剂行情延续 理性看待贸易争端对化工行业影响,中财网
1824,2018-03-26,恒逸集团：上市子公司恒逸石化发行股份购买资产仍存不确定性,Wind
1825,2018-03-26,机构调研聚焦化工行业 恒逸石化受关注,证券时报
1826,2018-03-26,机构调研聚焦化工行业 四股或立风口,证券时报网
1827,2018-03-25,这11家公司产品涨价，引来大批机构上门拜访！（名单）,21世纪经济报道
1828,2018-03-25,【申万石油化工周评论】——油价上涨、乙烯价差扩大,微信
1829,2018-03-23,每周油记：WTI 和BRENT的战争激烈开打：特朗普的出口大逆袭!,中财网
1830,2018-03-23,基金调研报告：这家公司王亚伟关注 业绩高速增长,网易
1831,2018-03-22,[增持评级]石油化工行业动态点评：涤纶旺季需求启动 民营炼化重申推荐,中财网
1832,2018-03-22,恒逸石化：PTA市场行情继续保持回升向上态势,Wind
1833,2018-03-22,恒逸石化收到深交所重组问询函 业绩承诺受质疑,号外财经网
1834,2018-03-22,"石油化工周报:月度数据喜忧参半,原油价格重回62美元",证券之星
1835,2018-03-21,恒逸石化2018年第一期10亿元公司债成功发行,顶尖财经网
1836,2018-03-21,恒逸石化：许可类重组问询函,Wind
1837,2018-03-21,【天风研究·固收】信用早早报（3月21日）,固收彬法
1838,2018-03-20,[中性评级]化工行业投资周报：R134A 烧碱价格领涨 关注氟化工板块行情,中财网
1839,2018-03-20,石油化工行业周报：本周油价持平但预期有所改善,中财网
1840,2018-03-20,"石油化工行业周报:涤纶和丙烯酸景气度提升,重视行业龙头",山西证券
1841,2018-03-20,"基础化工行业周报:液碱、制冷剂行情延续,甲醇、尿素触底反弹",光大证券
1842,2018-03-20,"化工行业周报:甲醇和烧碱涨幅居前,涤纶长丝价差进一步扩大",浙商证券
1843,2018-03-19,恒逸石化：筹划发行股份购买资产停牌进展,Wind
1844,2018-03-19,华创证券化工产品价格数据周报20180318,中财网
1845,2018-03-19,[推荐评级]民生化工行业周报：甲醇价格筑底回升 烧碱价格继续上涨,中财网
1846,2018-03-19,[增持评级]石化行业数据周报20180317,中财网
1847,2018-03-18,化工：甲醇市场强势反弹 荐4股,安信证券
1848,2018-03-16,石化行业日报：上周EIA原油库存增加500万桶,中财网
1849,2018-03-16,[增持评级]恒逸石化(000703)公司更新报告：发行股份收购聚酯产能 推进一体化产业链布局,中财网
1850,2018-03-16,[增持评级]恒逸石化(000703)公告点评：拟定增购买资产 提升聚酯领域竞争优势,中财网
1851,2018-03-16,[增持评级]石化行业深度研究：PTA：上游产能扩张、下游消费稳增 行业景气度提升,中财网
1852,2018-03-16,【华泰证券研究所】每日晨会启明星20180316,华泰证券研究所
1853,2018-03-15,18恒逸01：恒逸石化股份有限公司2017年面向合格投资者公开发行公司债券（第二期）更名公告,Wind
1854,2018-03-15,恒逸石化：拟投资设立两子公司,金融界
1855,2018-03-15,3月15日早间利好消息汇总,证券时报
1856,2018-03-15,恒逸石化42亿收购三公司加码聚酯纤维扩充产能,证券时报
1857,2018-03-14,恒逸石化收购三公司 聚酯纤维年产能扩大144.5万吨,e公司
1858,2018-03-14,恒逸石化公布重组预案 拟41.92亿收购三家聚酯纤维公司,证券日报
1859,2018-03-14,恒逸石化：拟发行股份收购嘉兴逸鹏、太仓逸枫及双兔新材料,e公司
1860,2018-03-14,恒逸石化：拟41.92亿元收购三家公司100%股权,Wind
1861,2018-03-14,【申万石油化工】博禄（Borouge） 全球最大的一体化聚烯烃生产联合体——全球大型石化项目介绍系列之四,申万石油化工
1862,2018-03-13,[看好评级]化工行业周报：烧碱和丙烯酸涨幅居前 涤纶长丝价差扩大,中财网
1863,2018-03-13,[推荐评级]石化行业2017年年报前瞻：石化盈利修复 聚酯产业链持续复苏,中财网
1864,2018-03-13,[增持评级]2018年春季石化行业投资策略：正在到来的油气新时代：油价温和复苏的2018年,中财网
1865,2018-03-13,【天风Morning Call】晨会集萃20180313,天风研究
1866,2018-03-13,"原油市场动态点评:中油价时代,炼化板块将继续保持高景气度",西南证券
1867,2018-03-13,"基础化工行业:染料偏强运行,制冷剂行情将延续",光大证券
1868,2018-03-12,华创证券化工产品价格数据周报20180311,中财网
1869,2018-03-12,[增持评级]2月原油成品油进出口数据分析：2月成品油出口量同比下降18.22%,中财网
1870,2018-03-12,[强大于市评级]深度*行业*化工行业周报：制冷剂、醋酸、烧碱等产品价格持续保持强势,中财网
1871,2018-03-12,[增持评级]石油化工行业跟踪报告：《2018年能源工作指导意见》发布 推进新时代能源转型发展,中财网
1872,2018-03-12,[推荐评级]民生化工行业周报：烧碱价格大幅上涨 氟化工产业链继续回暖,中财网
1873,2018-03-12,[推荐评级]原油行业周观点：美国原油日产量站稳千万桶 油价继续盘整,中财网
1874,2018-03-12,[领先大市-A评级]基础化工行业周报：正丁醇、丙烯酸形成涨势 烧碱、PA6、间苯二酚持续走高,中财网
1875,2018-03-12,[增持评级]化工行业周报：关注“芯”篇章 周期龙头再起航,中财网
1876,2018-03-12,化工：制冷剂与醋酸及烧碱等产品价格持续保持强势 荐5股,中银国际
1877,2018-03-12,[增持评级]原油行业周报：2月中国进口下降明显,中财网
1878,2018-03-12,[看好评级]全球大型石化项目介绍系列之四：博禄(BOROUGE) 全球最大的一体化聚烯烃生产联合体,中财网
1879,2018-03-12,[跟随大市评级]原油市场动态点评：中油价时代 炼化板块将继续保持高景气度,中财网
1880,2018-03-12,[增持评级]基础化工行业周报：染料偏强运行 制冷剂行情将延续,中财网
1881,2018-03-12,[增持评级]光大证券大炼化聚酯产业链周报20180310,中财网
1882,2018-03-12,[推荐评级]石化行业周观点：长丝盈利修复 丙烯酸产业链盈利全面提升,中财网
1883,2018-03-12,[推荐评级]化工行业周报：需求复苏延缓 产品价格偏弱 优质成长加大配置 烧碱、丙烯酸产业链走强 维生素价格波动,中财网
1884,2018-03-12,[增持评级]化工行业周报：丙烯酸及酯延续上涨 烧碱价格大幅回升,中财网
1885,2018-03-11,【申万石油化工周评论】——库存与需求的博弈 与2017年行情对比及后市展望,微信
1886,2018-03-11,化工：正丁醇及丙烯酸形成涨势 荐4股,安信证券
