,2021-12-31,全球资本市场早报（2021/12/31）：奇葩！炒股靠风水？券商研究员竟用天干地支预测A股，国内排名第三动力电池生产商中创新航拟赴港上市,前瞻网
954,2019-10-28,中国长城龙虎榜解密:年涨255% 疑是章盟主净卖1.51亿,新浪
955,2019-10-28,中国长城早盘封涨停，游资博弈激烈,Wind
956,2019-10-27,【光大计算机】持仓比例上升0.1个百分点超配，自主可控个股获大幅加仓,计算机国平
957,2019-10-22,一文看后市：反弹将持续，机构风格继续唱主角！,腾讯网
958,2019-10-22,两市集体反弹走强 创业板指涨1.36% 科技类板块情绪回暖,腾讯网
959,2019-10-22,快讯：科技蓝筹股午后全线走高 中国长城逼近涨停,新浪
960,2019-10-22,快讯：科技蓝筹股早盘拉升走强 中国长城逼近涨停,新浪
961,2019-10-17,10月17日早盘主力巨资出逃四大板块(附股),金融界
962,2019-10-16,四机构逢高抛售天源迪科 两游资合力追涨中国长城,南方财经网
963,2019-10-14,中国长城放量涨停，游资交投活跃,Wind
964,2019-10-14,A股异动丨中国长城涨停 云计算发展空间巨大,格隆汇
965,2019-10-14,【异动股】科技蓝筹股午后继续走强中国长城(000066-CN)涨停,财华社
966,2019-10-14,"计算机应用行业周报跟踪:三季报前瞻,关注操作系统新军诚迈科技",东吴证券
967,2019-10-01,千亿增量资金在路上！机构转战绩优科技股 哪些个股获得基金高比例持仓？,中证网
968,2019-09-30,计算机行业周报:获利盘涌出打压科技股表现多重利好将助力板块反弹,开源证券
969,2019-09-29,多空围绕芯片板块博弈 短线资金撤离猪肉板块,南方财经网
970,2019-09-28,两融余额维持较高水平，调仓消费与科技股,Wind
971,2019-09-26,龙虎榜解密:北上资金登榜 三大游资杀入中国长城2亿,新浪
972,2019-09-26,中国长城龙虎榜解密:跌停 疑是赵老哥和作手新一砸盘,新浪
973,2019-09-24,芯片+5G等科技股中的大白马名单 机构抱团入驻 最高竟被锁定近半流通盘,证券时报
974,2019-09-23,龙虎榜解密：中国长城暴涨9.22% 四路游资做多4个亿,新浪
975,2019-09-23,数字货币板块午后拉涨 中国长城录得涨停,第一财经
976,2019-09-23,科技蓝筹股继续走强！ 中国长城一度涨停 中国软件等跟涨,腾讯网
977,2019-09-23,科技蓝筹股持续活跃,Wind
978,2019-09-23,24股获券商买入评级 三只松鼠目标涨幅达31.52%,Wind
979,2019-09-20,中国长城：天津飞腾35%股权即将注入 未来三年有望高速增长,证券时报网
980,2019-09-20,飞腾发布新一代桌面处理器 中国长城、中国软件等自主可控标的直接受益,中证网
981,2019-09-19,【东兴机械军工】中国长城：新型CPU助推PK体系更上层楼,微信
982,2019-09-16,"中国长城:收购天津飞腾实现从芯到端布局,自主可控业务腾飞在即",平安证券
983,2019-09-10,自主可控腾飞时刻来临,财富动力网
984,2019-09-10,北上资金连续8个交易日净买入科技股携军工股“比翼齐飞”,证券时报
985,2019-09-09,软件板块午后延续强势,Wind
986,2019-09-04,【晨观方正】计算机/电子/交运20190904,方正证券研究
987,2019-09-04,"中国长城公司2019年中报点评:信息化领域业务高速增长,收购天津飞腾助力公司腾飞",长城证券
988,2019-09-02,上半年亏损近10个亿 锦州银行复牌首日跌逾8% 亏损,国际金融报
989,2019-09-02,中国长城放量涨停，外资活跃,Wind
990,2019-09-02,[快讯]9月2日证券公司营业部交易龙虎榜,中财网
991,2019-09-01,东吴计算机点评【中国长城：扣非同比扭亏为盈，信息安全整机业务大幅增长】,吴声计事
992,2019-08-30,[快讯]中国长城:为购买中电长城大厦项目的按揭贷款客户提供阶段性担保 大额借贷担保,中财网
993,2019-08-30,[快讯]中国长城:海通证券股份有限公司公司部分募集资金投资项目结项并将结余募集资金永久补充流动资金的核查意见,中财网
994,2019-08-30,中国长城：上半年净利润同比减42.82% 盈利能力下降,Wind
995,2019-08-30,中国长城：上半年收到约7125.18万元政府补助,Wind
996,2019-08-30,中国长城(000066.SZ)及下属公司1-6月收到政府补助7125.18万元,格隆汇
997,2019-08-30,中国长城：为客户提供阶段性担保不超过20亿 大额借贷担保,Wind
998,2019-08-30,"中国长城公司动态点评:收购天津飞腾进度超预期,信息化领域业务有望腾飞",长城证券
999,2019-08-29,8月29日复盘:周五将接受重要考验 主力重点出击7股,新浪
1000,2019-08-29,巨丰午评：一板块或带动指数回踩,巨丰财经
1001,2019-08-29,券商首次关注13股并给予买入评级（8月29日）,Wind
1002,2019-08-27,布局产业上游 中国长城并购飞腾,北国网
1003,2019-08-27,中国长城三家子公司申请合计5.5亿综合授信公司提供全额信用担保 大额借贷担保,挖贝网
1004,2019-08-27,国产软件股持续走强，近期利好不断，机构建议关注三大投资机会,第一财经
1005,2019-08-27,东吴计算机点评【中国长城：飞腾股权转让加速推进，静待业绩释放】 资产异常,吴声计事
1006,2019-08-26,中国长城(000066.SZ)拟收购芯片设计服务公司天津飞腾35%的股权,格隆汇
1007,2019-08-26,中国长城：拟3.02亿元收购“天津飞腾”35%股权,Wind
1008,2019-08-26,中国长城：为三家全资子公司提供共计5.5亿元担保 大额借贷担保,Wind
1009,2019-08-21,中国长城(000066.SZ)回购注销约798.35万股业绩补偿股份,格隆汇
1010,2019-08-20,东吴计算机点评【中国长城：建设新基地扩大产能，国产放量有望抢占先机】,吴声计事
1011,2019-08-18,【安信计算机】中国SaaS发展迎来黄金年代,计算机司令部
1012,2019-08-14,中国长城(000066.SZ)拟投建中国长城(郑州)自主创新基地并设立全资子公司,格隆汇
1013,2019-08-14,中国长城(000066.SZ)拟投建中国长城智能制造(山西)基地并设立全资子公司,格隆汇
1014,2019-08-14,中国长城：拟设两家全子公司，负责两个基地项目建设和运营,Wind
1015,2019-08-04,构筑我国人工智能发展新优势 六股绝佳布局良机,上证报
1016,2019-08-01,推进新能源车蓄电池回收利用建设 六股掘金,上证报
1017,2019-07-30,消费拥挤转战科技 谁是基金经理眼中的香饽饽？,上证报
1018,2019-07-30,"计算机行业2019年半年度策略报告:布局行业高景气,掘金科创真科技",西南证券
1019,2019-07-28,【安信计算机】华为开发者大会前瞻：5G+AI引领新一轮终端革命,计算机司令部
1020,2019-07-27,浪潮信息再融资之惑,证券市场周刊
1021,2019-07-26,浪潮信息再融资之惑,证券市场周刊
1022,2019-07-24,中国长城：子公司拟收购中元通信剩余4.98%股权,e公司
1023,2019-07-24,中国长城(000066.SZ)子公司拟1.57亿元收购中国电子所持有中元股份4.98%股权,格隆汇
1024,2019-07-22,"计算机行业动态跟踪报告:基金持仓随板块回调明显回落,风险偏好重归谨慎",平安证券
1025,2019-07-16,机构强烈推荐15只个股-更新中,中财网
1026,2019-07-16,【东兴军工】中国长城：信息安全国产化爆发临近，多地合作有望解决产能问题,军工e洞察
1027,2019-07-16,A股早报2019年7月16日星期二,Wind
1028,2019-07-15,【中投早知道】2019-07-16,赢家之星
1029,2019-07-15,中国长城(000066.SZ)与太原市人民政府签署战略合作框架协议,格隆汇
1030,2019-07-15,中国长城：拟太原市投建智能制造山西基地,e公司
1031,2019-07-15,四大券商周二看好六大板块,证券之星
1032,2019-07-11,中国长城：拟在郑州投资建设自主创新基地,e公司
1033,2019-07-11,中国长城：拟在郑州高新区建计算机研发基地,Wind
1034,2019-07-11,信息科技：操作系统国魂所系 生态建设任重道远,东兴证券
1035,2019-07-10,湘财证券踩雷诺亚，重组现变数？ 投资失误,和讯
1036,2019-07-10,机构强烈推荐10只个股-更新中,中财网
1037,2019-07-08,中国长城(000066.SZ)年报推10派0.5元 股权登记日7月16日,格隆汇
1038,2019-07-08,信息科技：聚焦成长性行业赛道 荐5股,广证恒生
1039,2019-06-26,A股早报2019年6月26日星期三,Wind
1040,2019-06-26,30股获券商买入评级 鼎龙股份目标涨幅达84.28%,Wind
1041,2019-06-25,机构买入评级股揭秘：14股最大上涨空间超20%,证券时报
1042,2019-06-25,东吴计算机【中国长城点评：天津飞腾股权转让超预期，自主可控硬件平台地位更加牢固】,吴声计事
1043,2019-06-25,A股早报2019年6月25日星期二,Wind
1044,2019-06-25,【中投早知道】2019-06-25,赢家之星
1045,2019-06-25,"中国长城:拟进一步收购飞腾股权,强化信息基础设施国产化平台地位",安信证券
1046,2019-06-24,中国长城(000066.SZ)拟收购天津飞腾股权由13.54%增至35%,格隆汇
1047,2019-06-24,中国长城拟增持天津飞腾持股由13.54%至35%,中金在线
1048,2019-06-24,中国长城：拟收购天津飞腾部分股权,e公司
1049,2019-06-24,中国长城：实控人拟向公司转让其天津孙公司21.46%股权,Wind
1050,2019-06-17,A股共发生36宗大宗交易成交8.27亿元（6月17日）,Wind
1051,2019-06-17,中国长城今日大宗交易成交39万股，成交价9.06元折价0.0%,Wind资讯
1052,2019-06-16,自主可控国家队：中国电子与中国电科,计算机司令部
1053,2019-06-16,信息科技：计算机公司有望迎来价值重估 荐12股,西南证券
1054,2019-06-05,"计算机行业2019年下半年投资策略:围绕中期主线,关注景气细分",光大证券
1055,2019-06-05,"信息安全行业点评:5月多重磅政策落地,网安发展迎良机",申万宏源
1056,2019-05-28,"计算机行业周报:软件产业税收优惠,持续关注自主可控",国海证券
1057,2019-05-23,国产操作系统概念股逆市崛起 实达集团连续5日涨停,证券日报
1058,2019-05-23,6只自主可控概念股集体涨停 月内机构密集走访18家公司,证券日报
1059,2019-05-22,政策红利！国产软件迎最强风口，主力机构抢筹,Wind
1060,2019-05-22,中国长城三日涨超23%，一机构买入1.4亿元,第一财经
1061,2019-05-22,中国长城龙虎榜数据（5月22日）,Wind
1062,2019-05-22,自主可控概念尾盘拉升，龙头中国软件直线封板,Wind
1063,2019-05-21,A股早报2019年5月21日星期二,Wind
1064,2019-05-20,5月20日A股龙虎榜揭秘，机构最青睐6股,Wind
1065,2019-05-20,数据复盘｜主力资金连续3个交易日净流出 这16股却被大笔买入,证券时报网
1066,2019-05-20,涨停板解密：电子板块个股掀涨停潮！（5月20日）,Wind
1067,2019-05-20,中国长城龙虎榜数据（5月20日）,Wind
1068,2019-05-20,中国长城龙虎榜：两家机构合计买入1.73亿元,e公司
1069,2019-05-20,中国长城今日涨停，机构积极抢筹,Wind
1070,2019-05-15,中国长城:海通证券股份有限公司关于公司重大资产重组2018年度持续督导意见暨持续督导总结报告,中国财经报
1071,2019-05-14,中国长城科技集团股份有限公司关于股票期权数量,证券时报
1072,2019-05-14,计算机行业周报:网安机会!安全格局与等保2.0受益,申万宏源
1073,2019-05-13,中国长城（000066）：股票期权数量和行权价格调整完成,挖贝网
1074,2019-05-13,东莞银行贱卖不良资产或粉饰报表 向老赖放贷存漏洞,网易
1075,2019-05-10,涨停板解密：软硬件国产化批量涨停！（5月10日）,Wind
1076,2019-05-06,中国长城一季度净利5187万元 现金流量净额为-1.99亿元,挖贝网
1077,2019-05-06,东吴计算机【中国长城点评：净利润实现高增长，自主可控在多领域持续突破】,吴声计事
1078,2019-05-05,【国盛计算机】科技成竞争核心，安可为必经之路！——安全可控系列之九,国盛计算机畅想
1079,2019-05-05,中国长城去年营收100亿元 同比增长5% 董事长宋黎定未在公司领取报酬,挖贝网
1080,2019-05-05,"中国长城:业绩符合预期,逐步构建自主可控生态",安信证券
1081,2019-04-30,"计算机行业周报:站在5G最大应用,车联网V2X投资逻辑演绎的起点",正点财经
1082,2019-04-29,中国长城(000066.SZ)2018年净利润升69.88%至9.87亿元 拟10派0.5元,格隆汇
1083,2019-04-29,中国长城(000066.SZ)一季度净利润降65.76%至5186.72万元 盈利能力下降,格隆汇
1084,2019-04-29,[快讯]中国长城:中电软件园为购买其开发项目的按揭贷款客户提供阶段性担保 大额借贷担保,中财网
1085,2019-04-29,中国长城：2018年净利润同比增69.88%,Wind
1086,2019-04-29,中国长城：一季度净利润同比减65.76% 盈利能力下降,Wind
1087,2019-04-14,中国长城(000066.SZ)2018年净利升69.88%至9.87亿元,格隆汇
1088,2019-04-12,中国长城：2018年净利润同比增69.88%（快报）,Wind
1089,2019-04-12,中国长城：预计一季度净利润同比下降50.49%-66.99% 盈利能力下降,Wind
1090,2019-04-02,中国长城：长城电源是华为体系内的合格供应商,Wind
1091,2019-03-29,【东兴军工】中国长城（000066.SZ）系列报告之三：积极布局自主可控主板业务，公司有望成为飞腾的美超微,东兴研究圈
1092,2019-03-27,医疗信息化建设大幕拉开 近10亿元大单涌入8只概念股,证券日报
1093,2019-03-27,"计算机行业周报:招行加码Fintech,银行业打响科技军备竞赛",安信证券
1094,2019-03-26,苹果“由实向虚”：订阅服务全家桶不整一套吗？,钛媒体
1095,2019-03-23,中国上市公司协会在北京召开国防军工上市公司座谈会,中上协
1096,2019-03-21,云计算概念早盘大涨 中国长城等涨停,e公司
1097,2019-03-21,计算机板块再度大涨，中国长城4日3板,Wind
1098,2019-03-20,中国长城龙虎榜数据（3月20日）,Wind
1099,2019-03-20,A股早报2019年3月20日星期三,Wind
1100,2019-03-19,涨停板解密：计算机软件股火爆引领市场！（3月19日）,Wind
1101,2019-03-19,龙虎榜：中国长城连续涨停 一机构卖出2265万元,e公司
1102,2019-03-19,中国长城龙虎榜数据（3月19日）,Wind
1103,2019-03-19,中国长城连续两日涨停，机构深股通今日卖出,Wind
1104,2019-03-19,网络安全概念股表现强势 中国长城等3股涨停,证券时报网
1105,2019-03-13,"计算机行业周报:主题关注安全可控与工业互联网,重视基本面标的补涨机会",光大证券
1106,2019-02-25,中国长城：联合飞腾构建生态圈 金融领域有望多点开花,证券时报网
1107,2019-02-22,【2月22日趋势研报】低估值龙头,云掌财经
1108,2019-02-22,38股获券商买入评级 中油工程目标涨幅达55.87%,Wind
1109,2019-02-21,【东兴军工】中国长城（000066.SZ）系列报告之一：基本面显著反转，价值重估进行时,微信
1110,2019-02-19,中国长城(000066.SZ)拟向中电互联出售凯杰科技100%股权,格隆汇
1111,2019-02-18,"计算机行业周报:普涨后精选标的,重视安全可控方向",光大证券
1112,2019-01-28,计算机行业:为什么安全、可控是2019年的重要主线,正点财经
1113,2019-01-23,券商评级:三大指数缩量震荡 九股迎掘金良机,证券之星
1114,2019-01-23,"中国长城:军工业务发力,自主可控稳步推进",光大证券
1115,2019-01-22,中国长城2018年净利最高可达11亿元 较上年同期增长89%,挖贝网
1116,2019-01-22,今年光伏市场乐观情绪上升 六股迎腾飞契机,证券日报
1117,2019-01-22,"计算机行业周报:业绩预告临近,重视中期确定性",光大证券
1118,2019-01-21,多家公司发布业绩预告，创业板公司成绩亮眼,证券时报
1119,2019-01-20,中国长城：预计2018年度净利润同比增长46%-89%,中证网
1120,2019-01-20,中国长城：预计2018年净利润约8.5亿元-11亿元，同比增长46%-89%,Wind
1121,2019-01-20,中国长城：2018年净利预增46%-89%,e公司
1122,2019-01-09,妖股原来这样诞生！复合概念是底色，还有小市值、低价“加分”,证券时报
1123,2019-01-02,中国长城252亿并购遭标的拖累 市值3年蒸发579亿,中国经济网
1124,2018-12-29,上市公司年底“挥泪大甩卖” 为业绩扭亏各显神通,巨丰财经
1125,2018-12-28,网络安全生态升级换代开启，中国长城助力网信事业突破,和讯
1126,2018-12-26,兑现收益、提升利润、改善现金流 上市公司密集减持银行、券商股,第一财经
1127,2018-12-25,巨丰早参：国常会表示将加快民企上市和再融资审核,巨丰财经
1128,2018-12-24,中国长城：全年出售约8640万股东方证券股票，获利4.74亿元,Wind
1129,2018-12-24,社保增持计算机 股价未如期波动（12月24日）,巨丰财经
1130,2018-12-24,4亿元投资收益难挡业绩下滑 中国长城叫停建设3年半一卡通项目 盈利能力下降,证券日报
1131,2018-12-19,A股成交持续低迷，多家公司斥巨资“抄底”？,证券时报
1132,2018-12-18,[快讯]中国长城:变更部分募集资金投资项目的进展公告,中财网
1133,2018-12-18,上市公司吹响“求生”号角 主业不振副业救场,21世纪经济报道
1134,2018-12-14,14日早间两市重要公司新闻速递,证券时报网
1135,2018-12-14,周五最新重磅公司传闻集锦(12月14日),证券之星
1136,2018-12-13,中国长城：今年累计减持东方证券7156万股，料获收益4亿元,Wind
1137,2018-12-13,中国长城：今年累计减持东方证券7156万股 料获收益4亿元,e公司
1138,2018-12-13,"计算机行业:看多2019年板块行情,重点推荐云计算&精选高景气度子行业龙头",中证网
1139,2018-12-05,"计算机行业周报:等保2.0,催生网络安全新需求",正点财经
1140,2018-12-05,"景嘉微事件点评:定增获证监会批文,第二代gpu放量在即",国海证券
1141,2018-12-04,中国长城：累计出售东方证券股票约5530万股，净收益约3.26亿元,Wind
1142,2018-12-02,一周机构去哪儿？南方基金、重阳投资等调研了这些个股,证券时报网
1143,2018-11-30,【晨会1130】广电5G牌照；光华科技、景嘉微,中信建投证券研究
1144,2018-11-28,景嘉微：与中国长城签战略合作框架协议,e公司
1145,2018-11-26,加码军用通信业务 中国长城子公司拟收购中元股份18.68%股权,中证网
1146,2018-11-01,中国电子集团板块股票有哪些？中国电子集团板块股票汇总,益盟操盘手
1147,2018-10-30,中国长城：前三季度净利润同比减30.47% 盈利能力下降,Wind
1148,2018-10-11,[快讯]中国长城:海通证券股份有限公司公司变更部分募集资金投资项目的核查意见,中财网
1149,2018-09-25,看好中国｜制造中国——科技创新减税利好高研发投入科技股,巨丰财经
1150,2018-09-21,中国长城：拟向全资子公司中原电子增资9.5亿元,中证网
1151,2018-09-21,中国长城：9.5亿元增资子公司中原电子,e公司
1152,2018-09-19,中国长城：非常重视对天津飞腾部分股权收购,Wind
1153,2018-09-04,中国长城：自主可控业务稳步推进 买入评级,东吴证券
1154,2018-08-30,中国长城：上半年净利润同比减7.59% 盈利能力下降,Wind
1155,2018-08-29,"计算机行业:反弹有望继续,板块关注超跌博弈及优质布局",国联证券
1156,2018-08-27,国企改革“双百行动”名单公布 军工改革预期升温,证券之星
1157,2018-08-22,8月22日A股龙虎榜揭秘，机构净卖出6股,Wind
1158,2018-08-22,龙虎榜：机构今日买入这1股 卖出中国长城1.01亿元,第一财经
1159,2018-08-22,中国长城龙虎榜数据（8月22日）,Wind
1160,2018-08-22,中国长城今日放量暴跌，四机构席位卖出1.22亿元,Wind
1161,2018-08-17,巨丰热点：网络安全年会召开 信息安全概念呈现活跃,巨丰财经
1162,2018-08-17,军民融合概念表现活跃，四川九洲迅速涨停,Wind
1163,2018-08-16,中国长城：被纳入“双百企业”名单,Wind
1164,2018-08-16,看好中国｜建军强国——关注军工企业估值修复性机会,巨丰财经
1165,2018-08-10,巨丰早评：底部区域越发坚实,巨丰财经
1166,2018-08-09,中国长城：完成回购并注销业绩补偿股份,e公司
1167,2018-08-09,巨丰收评：中小创展开报复性反弹,巨丰财经
1168,2018-08-07,中国长城：下属公司收到政府补贴4000万,e公司
1169,2018-07-17,云计算需求放量 产业链投资机遇渐现,中证网
1170,2018-07-14,计算机板块中报业绩预告分析：云计算最亮眼,计算机司令部
1171,2018-07-13,晚间重要公告2018年7月13日星期五,Wind
1172,2018-07-06,巨丰热点：个人信息保护计划将出台 概念股呈现活跃,巨丰财经
1173,2018-07-03,[推荐评级]自主可控深度报告之五(计算机设备Ⅱ行业)：自主可控 由党政军到“8+2” 市场空间扩大 聚焦龙头发展,中财网
1174,2018-06-27,上街与长铝公司携手合作：支持建设长城智能产业园,大河网
1175,2018-06-27,巨丰早评：市场底部探明 短期紧盯创业板,巨丰财经
1176,2018-06-26,两天两家企业出售房产 高伟达房产盈利超全年净利,中国基金报
1177,2018-06-26,晚间重要公告2018年6月26日星期二,Wind
1178,2018-06-26,中国长城：年内出售东方证券3211万股，获益超2亿元,Wind
1179,2018-06-25,同样的“债转股”，不一样的降杠杆效果,Wind
1180,2018-06-15,要讯：中国中铁“债转股”迈出关键一步,中证网
1181,2018-06-13,中国中铁子公司市场化债转股 国新控股等9机构增资116亿,e公司
1182,2018-06-12,"计算机行业周报:2018机会,云计算与AI的再交集!",申万宏源
1183,2018-06-06,计算机行业：去IOE进入兑现期纯国产电脑服务器加速推广,顶尖财经网
1184,2018-06-06,早安！方正最新观点20180606,方正证券研究
1185,2018-06-04,看好中国｜制造中国——国产芯片列入央采项目 国产化进程望加速,巨丰财经
1186,2018-05-30,深信服飙涨点燃网络安全新机会 四股迎腾飞契机,证券日报
1187,2018-05-30,深信服飙涨点燃网络安全新机会 社保连续5个季度重仓4只概念股,证券日报
1188,2018-05-24,"中国长城:业绩符合预期,与百度合作彰显自主可控实力",正点财经
1189,2018-05-24,银河证券晨会纪要-180524,银河证券
1190,2018-05-22,"计算机行业:风险偏好有望提升,关注云计算、AI、大数据机会",国联证券
1191,2018-05-22,"计算机行业周报:被低估的AI摩尔定律,关注流量可视+AI服务器",申万宏源
1192,2018-05-22,"计算机行业周报:行业震荡行情未改,建议基于基本面择优布局-计算机行业周报",渤海证券
1193,2018-05-21,计算机行业:计算机核心优质资产投资新时代到来,证券之星
1194,2018-05-18,计算机行业:继续看好云计算和信息安全板块,证券之星
1195,2018-05-16,中国长城：将在12个领域针对80多个应用系统开展迁移到PK体系,Wind
1196,2018-05-16,利好昨夜就公布 15股今日待发力,中财网
1197,2018-05-16,最新公告透露利好 25只个股有潜力（5.16）,中证网
1198,2018-05-15,长城、金蝶强强联手 合力构建自主可控应用生态新势力,中国经济网
1199,2018-05-15,中国长城：与金蝶软件合作探索自主可控信息化方案,e公司
1200,2018-05-15,中金网0515晚间公告汇总：千山药机部分子公司股权被冻结,中金网
1201,2018-05-15,中国长城：与金蝶软件战略合作 设立自主可控联合实验室,中证网
1202,2018-05-14,5月14日有48家公司获重要股东增减持 丝路视觉已被连续减持68次,Wind
1203,2018-05-14,[推荐评级]计算机行业周观点：富士康IPO获得核准 重视工业互联网投资机遇,中财网
1204,2018-05-14,[推荐评级]计算机行业周报：短期震荡不改长期向上趋势 继续看多板块全年行情,中财网
1205,2018-05-14,[强于大市评级]计算机行业研究周报：富士康深夜获批有望重燃工业互联网云计算板块 欢迎参加上海TMT策略会,中财网
1206,2018-05-14,软件及服务、技术硬件及设备行业动态：继续关注云趋势的演进及工业互联网主题,中财网
1207,2018-05-09,[推荐评级]计算机行业周报：重视云计算持续高速成长的投资机会,中财网
1208,2018-05-08,软件及服务、技术硬件及设备行业动态：云计算仍将是市场关注重点,中财网
1209,2018-05-07,[强于大市评级]深度*行业*计算机行业2017年年报与2018年一季报总结：净利润增速放缓 大市值企业研发高投入,中财网
1210,2018-05-07,[买入评级]中国长城(000066)年报点评：静待自主可控及军工业务放量,中财网
1211,2018-05-02,软件及服务、技术硬件及设备行业动态：FY17/1Q18业绩发布完毕 关注产业趋势与细分子行业,中财网
1212,2018-04-27,中国长城：公司及下属公司收到9955.14万元政府补助,Wind
1213,2018-04-27,中国长城：一季度净利润同比增5.11%,Wind
1214,2018-04-27,中国长城：2017年净利润同比增191.22%,Wind
1215,2018-04-25,"计算机行业:超高规格网信会议推进网络强国,自主可控和网络安全重要性突显",证券之星
1216,2018-04-24,[买入评级]计算机行业周报：中期继续看好 关注主题催化,中财网
1217,2018-04-24,长城自主可控人工智能应用亮相首届数字中国建设成果展,证券时报
1218,2018-04-24,"计算机行业网络强国系列报告:上兵伐谋,再论自主可控、网络强国",证券之星
1219,2018-04-23,先睹为快！百度AI商业化最新成果亮相数字中国建设峰会,搜狐
1220,2018-04-23,[推荐评级]强国牛自主可控深度之三谈芯片(计算机行业行业)：自主之芯 飞腾之龙,中财网
1221,2018-04-23,智能升级助力光伏行业健康发展 近14亿元大单抢筹6只概念股,证券日报
1222,2018-04-23,智能升级助力光伏行业健康发展 六股享大餐,证券日报
1223,2018-04-20,巨丰热点：第三批混改试点名单呼之欲出 央企概念股活跃,巨丰财经
1224,2018-04-20,[推荐评级]强国牛自主可控深度报告之四(计算机行业)：信息安全刻不容缓,中财网
1225,2018-04-19,科技股成市场新宠游资扫货+机构抢筹+北上资金买入,顶尖财经网
1226,2018-04-18,4月18日A股龙虎榜揭秘，机构抢筹9股,--
1227,2018-04-18,中国长城龙虎榜数据(4月18日),Wind资讯
1228,2018-04-18,机构席位抢筹太极股份北信源均超上亿元，抛售三聚环保,Wind
1229,2018-04-17,[推荐评级]计算机行业研究周报：政策推动资本市场服务网络强国 网络安全和自主可控将直接受益,中财网
1230,2018-04-17,两利好支撑网络安全板块走强 五股迎腾飞契机,证券日报
1231,2018-04-12,中国长城：公司出口北美业务占主营业务收入约10%,Wind
1232,2018-04-10,10日盘前研报精选：10股有望爆发,证券之星
1233,2018-04-10,50股获券商买入评级 南威软件目标涨幅达42.48%,Wind
1234,2018-04-09,明日最具投资机会六大牛股一览（2018年4月9日）,中财网
1235,2018-04-09,中国长城：海底观测网空间广阔 业绩弹性大,华泰证券
1236,2018-04-03,数据王：5大市场资金竞相逃离一类股 建议暂时观望,巨丰财经
1237,2018-04-02,巨丰复盘：两市冲高回落 贸易战概念股再度走强,巨丰财经
1238,2018-04-02,巨丰资金流向：市场调整加剧分化 军工、软件类题材股受青睐,巨丰财经
1239,2018-04-02,巨丰收评：市场获利回吐 释放上行压力,巨丰财经
1240,2018-04-01,3月机构密集调研293家上市公司：电子、计算机等行业关注度依旧较高,--
1241,2018-03-28,中国长城：减持759万股东方证券,e公司
1242,2018-03-28,云计算创年内新高 机构三主线勾勒投资路线 10大概念股,中财网
1243,2018-03-28,云计算概念股|云计算概念板块快速崛起 三主线勾勒投资路线,南方财富网
1244,2018-03-28,中金详解中美贸易摩擦升温：机械等板块受影响几何,金融界
1245,2018-03-28,2018年3月28日沪深两市最新交易提示,证券时报
1246,2018-03-28,12只云计算概念股创年内新高 三主线勾勒投资路线图,金融界
1247,2018-03-27,超级大单动向：9股净流入超2亿元 计算机股占据前三位,证券时报
1248,2018-03-27,3月27日A股龙虎榜揭秘，机构抢筹4股,--
1249,2018-03-27,国产化愈演愈烈，自主创新迎高潮，下一场“盛宴”是它,--
1250,2018-03-27,机构席位买入新大陆安达维尔，卖出合纵科技荣之联,Wind
1251,2018-03-27,巨丰资金流向：两市延续反弹格局 次新+军民融合再度走强,巨丰财经
1252,2018-03-26,光伏分布式发电迎新一轮发展 六股突围拉开序幕,证券日报
1253,2018-03-25,【安信计算机周观点】计算机板块一季报前瞻,计算机司令部
1254,2018-03-21,云计算两细分领域发展潜力大,中证网
1255,2018-03-19,巨丰早参：股票发行上市制度将迎重大改革,巨丰财经
1256,2018-03-19,公告掘金利好 今日中国长城等4股有望爆发,和讯
1257,2018-03-19,中国长城与百度共建人工智能平台 利欧股份称与小米及携程合作,投资快报
1258,2018-03-18,公告精选：东方锆业一季度业绩预增近三倍；中国长城与百度签署人工智能平台战略合作协议,每日经济新闻
1259,2018-03-18,百度人工智能商业化加速落地，挺进高合规自主可控领域市场,搜狐
1260,2018-03-18,公告精选：东方锆业等一季度净利大幅预增；中国长城携手百度构建人工智能平台,e公司
1261,2018-03-18,中国长城：与百度签订人工智能平台战略合作协议,e公司
1262,2018-03-18,中国长城：与百度签订人工智能平台战略合作协议,Wind
1263,2018-03-18,中国长城与百度宣布合作 构建自主可控人工智能平台,新浪
1264,2018-03-16,中国长城：公司产品涉及区块链领域,e公司
1265,2018-03-12,资金追捧三类科创股，30只业绩翻番股被机构关注,证券日报
1266,2018-03-06,中国长城：高新电子、信息安全整机及解决方案水平处于国内领先,Wind
1267,2018-03-06,【华泰证券研究所】每日晨会启明星20180306,华泰证券研究所
1268,2018-03-05,[增持评级]计算机应用行业周报：IPO供给侧改革推动估值体系多元化 网络安全与军民融合再迎政策推动,中财网
1269,2018-02-27,电池板块预演业绩浪行情 14只年报预计翻番股吸金4亿,证券日报
1270,2018-02-23,四连阳中产业资本增持近11亿元 4只低估值绩优股价值凸显,证券日报
1271,2018-02-23,中国长城铝业有限公司完成2017年生产经营任务,上海有色
1272,2018-02-18,机构、股东、高管争相买入这些业绩暴增股,证券时报
1273,2018-02-13,2月13日有92家公司获重要股东增减持 欧亚集团已被连续增持173次,Wind
1274,2018-02-13,中国长城：转让全资子公司湘计长岛100%股权 预计,金融界
1275,2018-02-13,中国长城：部分董高层增持41.4万股,金融界
