,2021-12-31,北京成为数字经济领头羊的最新经验,财经杂志
4879,2020-05-22,A股37家券商去年11家人均薪酬福利超50万元 中信居首,中国经济网
4880,2020-05-21,【银华基金】交易日报 2020-05-21,新浪
4881,2020-05-21,全员出动！为拿下银行理财子公司，券商拼了,中证报
4882,2020-05-21,5月21日A股龙虎榜揭秘，机构买入13股,Wind
4883,2020-05-21,国内券商掀起定增潮，增厚资本实力迎接外资入场挑战,新浪
4884,2020-05-21,最被看好十大港股：花旗维持港交所目标价278港元,新浪
4885,2020-05-21,年度减持1400亿科技股承压，将再迎解禁高峰,Wind
4886,2020-05-21,大和：上调中信建投证券(06066)目标价至9.2港元 升至“买入”评级,智通财经
4887,2020-05-21,大和：升中信建投(6066.HK)目标价至9.2港元评级升至买入,格隆汇
4888,2020-05-21,中信建投：“财政赤字货币化”将推动金价创历史新高,文涛宏观债券研究
4889,2020-05-21,券商母公司4月净利排行榜：中信申万居前二，国泰华泰排名下行,面包财经
4890,2020-05-21,沪深300等指数样本股调整在即，或带来交易性投资机会,Wind
4891,2020-05-21,券商增资扩军热情高涨，近900亿定增在路上,Wind
4892,2020-05-21,资管重塑，6家券商主动管理资产月均规模占比过半,Wind
4893,2020-05-20,5月20日A股龙虎榜揭秘，机构抛售12股,Wind
4894,2020-05-19,【中信建投银行杨荣】银行业周报219期：《因势而变的必要调整》,eResearch杨荣团队
4895,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
4896,2020-05-19,【中信建投银行杨荣】银行业周报216期：《并购是主流吗？》,eResearch杨荣团队
4897,2020-05-19,【中信建投银行杨荣】银行业周报214期：《理财子公司高管关注的问题?》,eResearch杨荣团队
4898,2020-05-19,5月19日A股龙虎榜揭秘，机构抛售17股,Wind
4899,2020-05-19,【中信建投银行杨荣】行业简评：《明确标债资产认定，引导融资成本下行》,eResearch杨荣团队
4900,2020-05-19,A股券商资本实力排查：国海证券净资本降幅居首 中信证券四项风控指标倒数,投资时报
4901,2020-05-19,中信建投证券（06066.HK）：盈利能力为何持续领先？ROE中枢为何将提升？给予“买入”评级，目标价9.90港元,天风证券
4902,2020-05-19,【中信建投银行杨荣】5月社融简评：《财政政策发力，居民消费回暖》,eResearch杨荣团队
4903,2020-05-19,利率风险可控，纯债基金仍是您的“小确幸”！,Wind
4904,2020-05-19,银行并购是主流吗？,中信建投证券研究
4905,2020-05-19,四季度银行股有哪些催化剂？,中信建投证券研究
4906,2020-05-19,【中信建投银行杨荣】行业简评：《央行购买，中小银行贷款出表》,eResearch杨荣团队
4907,2020-05-18,非银金融周报：4月券商业绩环比回暖 头部券商优势明显,新浪
4908,2020-05-18,一则消息撬动了涨停板，事关国产半导体突围！产业链个股仔细看,e公司
4909,2020-05-18,中信建投总裁李格平：一季度股债主承销金额3462亿元升至市场第一位,格隆汇
4910,2020-05-18,扩大内需战略的明确，是大牛市开启的信号！,券商中国
4911,2020-05-17,【天风非银|周报】资产端与负债端均在改善，保险股已迎来重要配置机遇,新锐视角看金融
4912,2020-05-17,A股周一见 | 又回调了！大盘还能冲上2900吗？,第一财经
4913,2020-05-17,【山证非银】2019年报&2020一季报综述：发展生态巨变，扩表提速，头部券商更具竞争力,山西证券研究所
4914,2020-05-17,【国盛金融】本周聚焦—ABS角度看，4月零售贷款的资产质量改善,马婷婷深度研究
4915,2020-05-17,券商重磅业务裂变：“黑马”频出，豪门跌落,Wind
4916,2020-05-15,5月15日A股龙虎榜揭秘，机构抢筹10股,Wind
4917,2020-05-15,疫情和信用减值拖累券商业绩 盈利能力下降,证券市场周刊
4918,2020-05-15,【研报掘金】券商4月业绩大幅上升 看好政策红利下券商股机会,证券时报网
4919,2020-05-15,4月经济数据出炉！规模以上工业增加值同比增3.9%,Wind
4920,2020-05-15,“低利率+强改革”组合拳，券商行业未来可期 | 开源证券非银,开源证券研究所
4921,2020-05-15,中信建投证券：半导体面板胶有望孕育15亿元利润 追赶之路任重道远,金融界
4922,2020-05-15,大咖来了 | 中信建投证券2020年春季上市公司见面会,中信建投证券研究
4923,2020-05-15,券商短融资金成本进入“1%时代”,Wind
4924,2020-05-14,券商“抢食”银行IPO蛋糕：14家“瓜分”承销及保荐费17.53亿元,中国经济网
4925,2020-05-14,券商“抢食”银行IPO蛋糕：14家“瓜分”承销及保荐费17.53亿元,和讯
4926,2020-05-14,中信建投证券：4月挖机供不应求 中大挖占比环比提升,金融界
4927,2020-05-14,券业喜迎红四月：46家券商业绩环比增五成,Wind
4928,2020-05-14,券商迎来大投行时代,中证报
4929,2020-05-14,年内券业逾两千名员工“出走”，离职率大幅收窄,Wind
4930,2020-05-14,券商注册制项目储备“势力榜”： 头部券商鏖战中信暂居第一 中小券商发力精选层欲弯道超车,21世纪经济报道
4931,2020-05-14,券业喜迎红四月： 46家券商业绩环比增五成 中信“登顶”兴业成“扭亏王”,21世纪经济报道
4932,2020-05-13,5月13日A股龙虎榜揭秘，机构买入11股,Wind
4933,2020-05-13,中信建投：将于5月28日召开“16春秋01”持有人会议,Wind
4934,2020-05-13,招银国际：看好投行业务领先及投资收益较平稳的股份 首选中信证券(06030)及中信建投(06066),智通财经
4935,2020-05-13,首次，茅台市值超越贵州GDP！A股版漂亮50回归？,证券时报网
4936,2020-05-13,自营投行业务改善 4月A股上市券商业绩打了个翻身仗,新浪
4937,2020-05-13,中信建投：券商投资收益增厚业绩，资管规模止降回升,证券时报网
4938,2020-05-13,超七成上市券商4月份业绩环比增长净利最高增39倍,证券时报
4939,2020-05-13,市场风险偏好修复，券商业绩数据亮眼|证券行业月报（2020年4月）,华创非银
4940,2020-05-13,青岛A股“上市军团”达39家威奥轨道启动新股申购,搜狐
4941,2020-05-12,"暴涨3900%！""牛市旗手""大爆发：单月狂赚110亿，最大的看点是",全景网
4942,2020-05-12,38家上市券商4月业绩开榜：建投、银河净利挤进前五，市场回暖助力行业净利同比增60%,21世纪经济报道
4943,2020-05-12,自营、投行“撑腰” 券商4月业绩打翻身仗,北京商报
4944,2020-05-12,5月12日A股龙虎榜揭秘，机构卖出10股,Wind
4945,2020-05-12,上市券商4月成绩单：中信稳坐第一 14家净利环比翻倍,澎湃新闻
4946,2020-05-12,上市券商4月成绩单：中信证券稳坐第一，14家净利环比翻倍,澎湃新闻
4947,2020-05-12,中信建投：上市券商二季度净利润大概率同比改善,中证网
4948,2020-05-12,中信建投今日大宗交易成交7.20万股，成交价35.51元溢价0.0%,Wind
4949,2020-05-12,中信建投(601066.SH)完成兑付40亿元短期融资券,格隆汇
4950,2020-05-12,【天风非银金融团队】自营投资提振4月券商业绩，环比大增52%！,天风研究
4951,2020-05-12,全面飙升！券商4月业绩集体爆发，这家净利环比增39倍,券商中国
4952,2020-05-12,券商4月业绩爆发，七成券商营收净利环比双增,第一财经
4953,2020-05-12,中信建投(6066.HK)领中资券商股普涨 4月券商业绩爆棚,格隆汇
4954,2020-05-12,四成券商4月净利环比翻倍:中信仍是老大 申万跃居第二,中国证券网
4955,2020-05-12,4月业绩大爆发，四成券商净利润环比翻倍,Wind
4956,2020-05-12,【天风非银|券商】自营投资提振4月券商业绩，环比大增52%！,新锐视角看金融
4957,2020-05-12,刚刚出炉，券商4月业绩大爆发！一哥狂收超30亿，更有净利成倍暴增！,中国基金报
4958,2020-05-12,券商4月业绩爆发：3头部大赚超10亿 方正证券环比增39倍,券商中国
4959,2020-05-12,全面飙升:券商4月业绩集体爆发 25家营收净利双丰收,券商中国
4960,2020-05-12,数说券商业绩：25家营收净利双丰收 3家头部大赚超10亿,券商中国
4961,2020-05-11,上市券商4月业绩全部出炉：多数券商净利同比、环比均大增，中信、申万宏源等3家净利超10亿！,每日经济新闻
4962,2020-05-11,5月12日上市公司重要公告集锦：中信建投4月份母公司净利10.39亿元,证券日报
4963,2020-05-11,5月11日A股龙虎榜揭秘，机构买入9股,Wind
4964,2020-05-11,A股券商4月“月考”：中信证券龙头位置稳固,Wind
4965,2020-05-11,晚间重要公告2020年5月11日星期一,Wind
4966,2020-05-11,中信建投：4月份母公司营收21.1亿元，净利润10.39亿元,上游新闻
4967,2020-05-11,中信建投证券(06066)4月净利润同比激增2倍至10.39亿元,智通财经
4968,2020-05-11,中信建投证券(06066.HK)4月净利润10.39亿元同比增长200%,格隆汇
4969,2020-05-11,中信建投：4月实现营收21.10亿元、净利润10.39亿元,中证网
4970,2020-05-11,中信建投：2020年4月份净利润10.39亿元,金融界
4971,2020-05-11,中信建投：4月母公司实现净利10.4亿 实现营收21.1亿,新浪
4972,2020-05-11,中信建投(601066.SH)4月母公司净利润10.39亿元同比增长200.35%,格隆汇
4973,2020-05-11,中信建投：4月份母公司净利润10.39亿元,格隆汇
4974,2020-05-11,中信建投(601066.SH)完成发行45亿元短期融资券,格隆汇
4975,2020-05-11,证券业高速发展10年，深圳券商却走“丢”，如何重振雄风？,券商中国
4976,2020-05-11,融资客青睐9股，豫能控股买入占比高达40.31%,Wind
4977,2020-05-11,前4月33家券商分39亿保荐承销费 国金证券跻身前三甲,中国经济网
4978,2020-05-11,十大券商一周策略：抓住5月上涨时间窗口,券商中国
4979,2020-05-11,证券时报：深圳补齐证券短板时不我待,Wind
4980,2020-05-10,【天风非银|周报】券商股估值有望继续提振，二季度保费端改善将持续,新锐视角看金融
4981,2020-05-10,异动！中信证券、华泰证券、中信建投获资金重配 创业板注册制落定 龙头券商抢占先机（配置策略）,红周刊
4982,2020-05-10,格林、中信建投基金佣金遭质疑 公募分仓背后的奥秘曝光,红周刊
4983,2020-05-09,“二师兄”还能飞多久？万科“对养猪充满热情”，但这一数据却暗藏玄机,Wind
4984,2020-05-09,永顺生物完成精选层挂牌辅导工作，已通过辅导验收,资本邦
4985,2020-05-08,5月8日A股龙虎榜揭秘，机构买入9股,Wind
4986,2020-05-08,威奥轨道将上市 5月11日开启线上线下申购,鲁网
4987,2020-05-08,入账超40亿元！1-4月券商IPO承销收入榜揭晓 中金公司拔头筹,中证报
4988,2020-05-08,中信建投：五一数据环比改善，关注消费复苏投资机会,证券时报网
4989,2020-05-08,入账超40亿元！1-4月券商IPO承销收入榜揭晓，中金公司拔头筹,中证报
4990,2020-05-08,明星股东光环褪尽 唐德影视拟“投靠”东阳国资,上证报
4991,2020-05-07,5月7日A股龙虎榜揭秘,Wind
4992,2020-05-07,4月监管公示13张券商罚单 7家头部公司扎堆领罚 金融监管处罚,北京商报
4993,2020-05-07,中基协：德邦证券企业ABS累计备案规模排名第一,Wind
4994,2020-05-07,分类评级大考前夜，4家头部券商密集接罚单，所为何因？ 其他违规处罚,券商中国
4995,2020-05-07,雷军盘中“一声吼”！小米市值暴涨120个亿,中国基金报
4996,2020-05-07,前四个月券商IPO承销收入近40亿元同比增长75%,Wind
4997,2020-05-07,"分类评级""大考""前夜4头部券商密集接罚单 所为何因？ 金融监管处罚",券商中国
4998,2020-05-06,建材行业2019年报及2020年一季报综述：关注具备量价弹性的B端建材【中信建投建材吕娟团队】,微信
4999,2020-05-06,龙头券商一季度业绩增速分化国泰君安海通广发自营业务被“腰斩” 盈利能力下降,金融界
5000,2020-05-06,5月6日A股龙虎榜揭秘，机构抢筹17股,Wind
5001,2020-05-06,【中信建投电子|刘双锋&雷鸣团队】中芯国际提交科创板上市申请，先进制程催化，半导体国产化趋势下迎来发展黄金期,中信建投电子研究
5002,2020-05-06,三家大型券商接收“罚单”：两家均踩中同一“25%红线”，一家因非权益类证券规模超限！ 金融监管处罚,每日经济新闻
5003,2020-05-06,【国君非银】政策红利已现，投资拖累业绩——2020年券商行业一季报综述 盈利能力下降,欣琦看金融
5004,2020-05-06,中信建投：五一酒店数据量价齐升 龙头标的后续成长可期,新浪
5005,2020-05-06,中信建投：二季度将是电子板块布局良机,Wind
5006,2020-05-06,十大券商策略：5月是二季度最好的投资窗口,券商中国
5007,2020-05-06,中信建投：二季度将是电子板块布局良机,证券时报网
5008,2020-05-06,科创板发行审核悄然进阶“2.0”,Wind
5009,2020-05-06,券商：5月或迎二季度配置窗口期,Wind
5010,2020-05-05,五一假期要闻汇总,Wind
5011,2020-05-04,券商炒股集体滑铁卢？17家一季度自营收入腰斩 中信建投、红塔证券成赢家 盈利能力下降,券商中国
5012,2020-05-04,中信建投证券(06066)所涉及的诉讼和仲裁事项均对公司无重大影响 诉讼纠纷,智通财经
5013,2020-05-04,建设机械：塔机租赁业务量价齐升带领公司高速增长 ——2019年报与2020一季报点评 【中信建投机械吕娟团队】,微信
5014,2020-05-03,陆家嘴财经早餐2020年5月3日星期日,Wind
5015,2020-05-02,中联重科：主力产品份额提升，塔机逆势增长，新品放量，铸就Q1逆势增长 ——2020年一季报点评 【中信建投机械吕娟团队】,微信
5016,2020-05-02,陆家嘴财经早餐2020年5月2日星期六,Wind
5017,2020-05-02,"券商科创板掌控榜单：""三中""占33%份额 跟投整体浮盈",券商中国
5018,2020-05-02,"券商科创板""掌控力""榜单出炉！""三中""占据33%市场份额，华泰、中信、海通""存货""最多",券商中国
5019,2020-05-01,券商研究排名出炉！中信证券重回第一，中信建投闯入前三,Wind
5020,2020-05-01,37家券商年报透视：去年经纪业务仅中信、山西证券2家负增,新浪
5021,2020-04-30,4月30日A股龙虎榜揭秘,Wind
5022,2020-04-30,中信建投证券：涉及诉讼、仲裁进展 诉讼纠纷,Wind
5023,2020-04-30,A股券商季报！红塔、浙商、银河、华林证券收入增速太快了,中国基金报
5024,2020-04-30,券商一季报出炉:中信华泰海通排前三 超六成净利下滑 盈利能力下降,新浪
5025,2020-04-30,上交所同意中信建投为永赢300提供主流动性服务,中证网
5026,2020-04-30,券商科创板跟投浮盈近45亿元,中证报
5027,2020-04-30,创业板注册制开启投行多渠道备项，定价承销临考人才体系洗牌在途,Wind
5028,2020-04-30,【中信建投非银】整体业绩逆势增长，回购+股东增持释放积极信号——华泰证券2020年一季报点评,中信建投非银金融研究
5029,2020-04-30,【中信建投非银】经纪业务市占率提升，投资业务静候回暖——招商证券2020年一季报点评,中信建投非银金融研究
5030,2020-04-29,【中信建投非银】投资收益逆势增长，减值计提扰动短期业绩——中信证券2020年一季报点评,中信建投非银金融研究
5031,2020-04-29,不强制跟投减轻中小券商压力？项目多者占优寡头格局加深,第一财经
5032,2020-04-29,中信并表广州证券后首份财报出炉 为何净利不增反降？ 盈利能力下降,券商中国
5033,2020-04-29,数说券商一季报：海通证券、广发证券等5家营收降幅超过20% 盈利能力下降,中国基金报
5034,2020-04-29,中信建投证券（06066.HK）：业绩大幅跑赢行业平均水平，投行龙头地位稳固,兴业证券
5035,2020-04-29,券商自营新进62股 “清仓”75家公司,中财网
5036,2020-04-29,十万分之三！债券承销费率再度跌出“地板价”,Wind
5037,2020-04-29,上市券商一季度新进重仓64只个股 3家投资收益同比大增,证券日报
5038,2020-04-29,券商一季报来了！中信净赚40亿领跑，却有一批业绩大滑坡！ 盈利能力下降,中国基金报
5039,2020-04-28,券商备战创业板注册制，投行经纪业务利好明显,第一财经
5040,2020-04-28,大摩、花旗、中信建投等一众投行纷纷表态：看好阅文换帅 战略升级为长期利好,证券日报
5041,2020-04-28,中信建投陈友新：创业板注册制改革将提升国内券商的国际竞争力,中证网
5042,2020-04-28,中信建投为银行行业ETF提供主流动性服务获批,证券日报
5043,2020-04-28,创业板注册制改革启动机构：券商板块将充分获益,中国财富网
5044,2020-04-28,再迎利好 券商板块扛起领涨大旗！,中投网
5045,2020-04-28,巨·个股|重磅！创业板注册制来了，两大板块迎来利好，谁是核心受益者？,巨丰财经
5046,2020-04-28,31家上市券商信用减值大盘点，最高计提28.5亿！这家损失6倍净利润,券商中国
5047,2020-04-28,王者归来！“超级大象”银行板块竟然冲上涨幅榜第一名,中国基金报
5048,2020-04-28,创业板投资者适当性管理成改革重点，2个月技术系统改造过渡期,券商中国
5049,2020-04-28,券商股开盘活跃,Wind
5050,2020-04-28,港A市场券商股普涨 中信建投(601066.SH)高开超3%,格隆汇
5051,2020-04-28,“超级大象”银行板块起舞！北上资金凶猛扫货！A股短线如何演绎？,中国基金报
5052,2020-04-27,4月27日A股龙虎榜揭秘，机构卖出12股,Wind
5053,2020-04-27,"""超级大象""起舞！北上资金凶猛扫货！A股又活了？",中国基金报
5054,2020-04-27,上交所同意中信建投为银行行业ETF提供主流动性服务,中证网
5055,2020-04-27,中信建投证券抽高逾7% 首季纯利增长31%,新浪
5056,2020-04-27,高盛、摩根完成工商变更，7家外资控股券商已就位,券商中国
5057,2020-04-27,港股异动 | 首季收入同比增四成 纯利增三成 中信建投证券(06066)涨逾6%,智通财经
5058,2020-04-27,港股异动丨中信建投A+H双双高开 向证监会递交大股东变更申请 控制人变化,格隆汇
5059,2020-04-27,港股盘前必读：阿里巴巴披露淘宝特价版正式上线一个月成绩单,Wind
5060,2020-04-27,理性投资黄金正确的打开方式！,Wind
5061,2020-04-27,年内至少7家券商股权面临变动，新一轮行业整合潮涌,Wind
5062,2020-04-27,年内至少7家券商股权面临变动 新一轮行业整合潮涌,证券日报
5063,2020-04-26,突发！证监会放大招来了，中国银行态度突然转变,华讯财经
5064,2020-04-26,富邦华一与中信、中信建投、华泰联合3家证券签署战略合作,凤凰网
5065,2020-04-26,最新排名：48家基金去年盈利超200亿，还有巨亏1个亿,中国基金报
5066,2020-04-26,马化腾超越马云成首富！身家3243亿，游戏会议业务大爆发,中国基金报
5067,2020-04-26,证券公司2020年一季度经营数据 代买卖证券收入重回营收第一大来源,券商中国
5068,2020-04-26,细数券商年报的“那些事” 押注金融科技 淘金自营投资,中证报
5069,2020-04-26,133家券商一季报出炉！积极信号已现，股民跑步进场,券商中国
5070,2020-04-25,133家券商一季报出炉！自营收入腰斩 15家出现亏损 亏损,券商中国
5071,2020-04-25,133家券商一季报出炉！积极信号已现，股民跑步进场,券商中国
5072,2020-04-25,133家券商一季报出炉！自营收入几乎腰斩，15家出现亏损！积极信号已现，保证金大增2700亿，股民跑步进场 亏损,券商中国
5073,2020-04-25,中行发声明“认怂”了，证监会又重拳出击！（点评）,搜狐
5074,2020-04-25,中信建投一季报营收净利大增逾30% 六家券商业绩滑坡,中证报
5075,2020-04-25,新三板精选层来了：下周一启动受理！打新中签率100%？最全攻略在此,中国基金报
5076,2020-04-25,中信建投提交大股东变更申请，真相到底如何？,券商中国
5077,2020-04-25,押注金融科技淘金自营投资 细数券商年报的“那些事”,中证报
5078,2020-04-25,中信建投证券股份有限公司2020第一季度报告,证券时报
5079,2020-04-24,中信建投向证监会递交持5%以上股权股东变更申请丨热公司,第一财经
5080,2020-04-24,中信建投提交股东变更申请引猜测 一季度赚19.51亿增长31.11%,新浪
5081,2020-04-24,4月25日上市公司重要公告集锦：中信建投一季度净利19.51亿元同比增31%,证券日报
5082,2020-04-24,中信建投向证监会递交持有5%以上股权的股东变更申请,中证网
5083,2020-04-24,中信建投申请5%以上股东变更 系此前已公布的35.11%股权无偿划转 减持股份,上证报
5084,2020-04-24,上市券商一季度业绩分化?中信建投实现营收净利双增长 盈利能力下降,证券日报
5085,2020-04-24,中信建投一季度净利润同比增31.11%,上证报
5086,2020-04-24,中信建投大股东或将变更 一季度净利润增长31.5% 远高于行业 控制人变化,每日经济新闻
5087,2020-04-24,证监会接收关于中信建投变更5%以上股权的股东审批,新浪
5088,2020-04-24,中信建投向证监会递交股东变更申请,Wind
5089,2020-04-24,4月24日A股龙虎榜揭秘，机构买入10股,Wind
5090,2020-04-24,中信建投证券(06066.HK)一季度净利升31.11%至19.51亿元,格隆汇
5091,2020-04-24,中信建投：一季度净利润19.51亿元 同比增长31.11%,中证网
5092,2020-04-24,中信建投(601066.SH)一季度净利升31.11%至19.51亿元,格隆汇
5093,2020-04-24,中信建投：一季度实现净利润19.5亿 同比增长31.11%,新浪
5094,2020-04-24,中信建投：一季度净利19.51亿元 同比增31%,e公司
5095,2020-04-24,中信建投：一季度净利润19.5亿元，同比增长31.11%,Wind
5096,2020-04-24,5个月完成上市辅导 科兴制药拟冲IPO,鲁网
5097,2020-04-24,【中信建投非银】NBV正增长好于同业，利润下降符合预期——中国人寿2020年一季报点评 盈利能力下降,中信建投非银金融研究
5098,2020-04-23,4月23日A股龙虎榜揭秘，机构抛售11股,Wind
5099,2020-04-23,财富管理是噱头还是证券行业“真刀真枪”地刮骨疗伤？,券商中国
5100,2020-04-23,航母级券商何时启航？券业合并引猜想 看全新展望,券商中国
5101,2020-04-23,中信建投突遭监管，因管理的私募资管计划投资超“红线” 其他违规处罚,中国基金报
5102,2020-04-23,【读财报】上市券商一季度业绩抢先看：营收净利润“凉了”，首发承销业务“火了”！,面包财经
5103,2020-04-23,【报道】又有券商因资管业务出问题被罚 金融监管处罚,金十数据
5104,2020-04-23,上市券商一季度业绩:营收净利凉了 首发承销业务火了,面包财经
5105,2020-04-22,8只私募资管投资超上限 这家头部券商吃罚单！ 金融监管处罚,每日经济新闻
5106,2020-04-22,4月22日A股龙虎榜揭秘，机构买入10股,Wind
5107,2020-04-22,中信建投(601066.SH)完成发行40亿元短期融资券,格隆汇
5108,2020-04-22,能化品再现“跌停潮”，机构展望最佳资产配置,Wind
5109,2020-04-22,券业财富管理进入新阶段 两大关键指标透视券商硬实力,券商中国
5110,2020-04-22,《拆局麒想－林嘉麒》首長國際華麗轉型，入深港通前景佳,经济通
5111,2020-04-22,中信建投：中国股票市场会率先走出低谷，主要是新基建和老基建这两大主线,第一财经
5112,2020-04-22,中信建投：中的股票市场会率先走出低谷，主要是新基建和老基建这两大主线,第一财经
5113,2020-04-22,两大指标透视券业财富管理转型仍需努力,证券时报
5114,2020-04-21,4月21日A股龙虎榜揭秘，机构抢筹9股,Wind
5115,2020-04-21,2020券商医药行业周观点（第14周）,Wind
5116,2020-04-21,股息率最高超10%，市盈率最低不到4倍，业绩最猛增15倍,证券时报网
5117,2020-04-20,4月20日A股龙虎榜揭秘，机构抢筹2股,Wind
5118,2020-04-20,完成上市辅导，明微电子第三次闯关A股IPO,搜狐
5119,2020-04-20,达安基因再度涨停，知名游资卖出超亿元,Wind
5120,2020-04-20,中信建投证券：猪价降幅明显收窄 春耕春播进展顺利,金融界
5121,2020-04-20,24家上市券商投行收入近300亿元 同比增21% 前十券商揽近八成,证券日报
5122,2020-04-19,推动北京资管行业做大做强，北京资产管理协会挂牌成立,Wind
5123,2020-04-18,涨价的挖掘机：驶进开工季,Wind
5124,2020-04-17,财富锐评：打造航母级券商，值得期待,中国财富网
5125,2020-04-17,4月17日A股龙虎榜揭秘，机构买入11股,Wind
5126,2020-04-17,中外券商搏杀再起打造本土航母级券商潜行,经济观察报
5127,2020-04-17,风险偏好缓慢修复，融资客连日加仓,中证报
5128,2020-04-17,A股早报2020年4月17日星期五,Wind
5129,2020-04-17,A股融资融券日报：两融余额增加21.15亿元（4月16日）,Wind
5130,2020-04-17,港股盘前必读：美国三大股指集体收高，扬中市熔喷布企业停产整顿,Wind
5131,2020-04-17,兴业证券张忆东：本月A股港股反弹有望持续,Wind
5132,2020-04-17,基金季报年报同步披露，全面曝光公募投资新动向,Wind
5133,2020-04-17,900多亿募资待发，债融逼近5000亿,Wind
5134,2020-04-16,4月16日A股龙虎榜揭秘，机构减持9股,Wind
5135,2020-04-16,合并传闻引发券业整合路径猜想：或不限于“大吃小”,第一财经
5136,2020-04-16,中信建投：6月5日起依次召开2019年度股东大会、2020年第二次A股类别股东大会,Wind
5137,2020-04-16,中信建投(601066.SH)成功发行30亿元公司债 票息2.56%,格隆汇
5138,2020-04-16,券商开户导流烧至今日头条，低佣金战火再起？两券商删信息,券商中国
5139,2020-04-16,澄清无合并计划后 中信建投仍涨近6%,新浪
5140,2020-04-16,港股异动︱中信建投证券(06066)早盘再获市场热捧 A股升逾9%H股跟涨8%,智通财经
5141,2020-04-16,券商股走强,Wind
5142,2020-04-16,精选层还是大中券商的盛宴：小券商干体力活的命,挖贝网
5143,2020-04-16,A股融资融券日报：两融余额减少0.95亿元（4月15日）,Wind
5144,2020-04-16,中信证券和中信建投合并传闻证券法不能漠视,中财网
5145,2020-04-16,Wind风控日报2020年4月16日星期四,Wind
5146,2020-04-16,中信证券中信建投双双否认合并传闻 双方去年净利合计177亿总资产破万亿,长江商报
5147,2020-04-16,中信证券、中信建投合并猜想：化解寡头内耗 化身行业“稳定器”,21世纪经济报道
5148,2020-04-15,4月15日A股龙虎榜揭秘，机构抛售13股,Wind
5149,2020-04-15,中资大型券商整合预期升温，和“华尔街航母”差多远？,第一财经
5150,2020-04-15,大摩：若中信证券(6030.HK)中信建投(6066.HK)合并投行业务将有协同效应,格隆汇
5151,2020-04-15,收评：港股恒指跌1.19% 石油股、内房股集体下跌 连续下跌,新浪
5152,2020-04-15,A股小幅收跌0.5% 格力电器跌超3% 一季度净利润料降七成 盈利能力下降,英为财情
5153,2020-04-15,中诚信国际：评定中信建投主体信用级别为AAA,Wind
5154,2020-04-15,中信建投(601066.SH)直线拉升涨超5%已澄清合并传闻,格隆汇
5155,2020-04-15,A股三大股指午后延续震荡创业板涨0.52% 中信建投涨近6%,第一财经
5156,2020-04-15,深度！【国君非银】上市券商2019年度业绩综述：投资驱动利润增长，龙头券商差异化竞争,欣琦看金融
5157,2020-04-15,午市前瞻：港股明显转势 今轮反弹有机会上试26000点,新浪
5158,2020-04-15,创业板涨0.69%北向资金净流入27亿 医药股强势多股涨停,第一财经
5159,2020-04-15,暴走A股：“中国神券”来了？,金融界
5160,2020-04-15,港股早盘震荡走低恒指跌0.4% 合并澄清后中信建投跌超4%,腾讯网
5161,2020-04-15,中信跌1.44%中建投跌1.72% 高管回应合并传闻:没听说,新浪
5162,2020-04-15,A股开盘：创业板涨0.31% 中信建投跌超2%否认与中信证券合并,第一财经
5163,2020-04-15,每日理财观察：外汇局八大举措优化外汇管理,Wind
5164,2020-04-15,头部券商合并传言引爆市场:中信发澄清公告 到底有无可能性,澎湃新闻
5165,2020-04-15,淘金早评：大盘新高后哪些板块值得参与,金融界
5166,2020-04-15,Wind风控日报2020年4月15日星期三,Wind
5167,2020-04-15,A股量价齐升！北水单日买入再超百亿，券商合并是谣言？,Wind
5168,2020-04-15,合并？ 中信证券与中信建投均称不知情,上证报
5169,2020-04-15,“双券合璧”出航母？中信、中信建投异口同声：八字没撇,Wind
5170,2020-04-15,挖掘机单月销量创新高，基建投资韧性显现,Wind
5171,2020-04-15,“双券合璧”出航母？中信、中信建投异口同声：八字没撇,证券时报
5172,2020-04-14,晚间要闻2020年4月14日星期二,Wind
5173,2020-04-14,航母级券商如何打造？中信证券和中信建投双双否认合并传言,经济观察网
5174,2020-04-14,晚间公告热点追踪：中信证券澄清与中信建投合并传闻,新浪
5175,2020-04-14,震动A股！中信证券和中信建投要合并？官方回应来了！更有四家一线券商传绯闻，天风紧急澄清,中国基金报
5176,2020-04-14,中信证券、中信建投双双澄清：未获悉将合并,证券日报
5177,2020-04-14,龙头券商合并波澜乍起 中信证券、中信建投同发澄清声明,北京商报
5178,2020-04-14,4月14日A股龙虎榜揭秘，机构抛售7股,Wind
5179,2020-04-14,为什么A股需要航母级券商？,金融界
5180,2020-04-14,中信证券、中信建投要合并？两公司澄清：未得到相关信息,中新经纬
5181,2020-04-14,中信建投(601066.SH)澄清：未得到来自政府部门有关合并传闻的书面或口头信息,格隆汇
5182,2020-04-14,股价暴涨后双双辟谣，中信与建投否认合并传闻,第一财经
5183,2020-04-14,中信证券、中信建投公告否认“合并”传闻,中证网
5184,2020-04-14,260家新三板企业变更主办券商 差异化发展提升市场质量,证券时报网
5185,2020-04-14,中信建投回应与中信证券合并传闻：未得到有关的书面或口头信息,36氪
5186,2020-04-14,中信证券与中信建投合并？A股炸锅！券商股暴动 公司回应来了,中证报
5187,2020-04-14,中信证券、中信建投同时澄清：公司未获悉有关两公司合并传闻的相关信息,Wind
