,2021-12-31,集体崛起，自主车企加速超越「回望2021——自主逆势上扬」,华夏时报
20871,2018-03-26,午间研报精选：机构重点关注丽珠集团等5股,和讯
20872,2018-03-26,长城汽车董事长魏建军：计划在2021年进军美国市场,Wind
20873,2018-03-26,17Q4显盈利拐点 18年进入复苏轨道,红周刊
20874,2018-03-26,又推新SUV 长城拾起轿车的决心到底在哪？,车质网
20875,2018-03-26,【中金汽车】长城汽车：优化产品夯实现金牛 协调各方布局中长线,金车研究
20876,2018-03-26,长城汽车：业绩大幅下滑 加快新能源布局,华泰证券
20877,2018-03-26,年报业绩速递:中国石化2017年实现净利511亿元 同比增一成,中证网
20878,2018-03-26,长城WEY再放大招 P8插电SUV锁定4月25日上市,盖世汽车
20879,2018-03-26,长城汽车转型陷入阵痛:经营现金流负10.8亿 人才流失,新浪
20880,2018-03-26,长城汽车:产品升级推动盈利能力改善,联讯证券
20881,2018-03-26,"长城汽车:四季度业绩改善明显,期待WEY品牌持续发力",证券之星
20882,2018-03-26,长城汽车:毛利率承压、WEY品牌值得期待,平安证券
20883,2018-03-25,7260亿港元抢先南下布局 内地投资者已成港股重要参与者,每日经济新闻
20884,2018-03-25,1034只个股连跌3日或3日以上，豫金刚石累计跌42.24%居首,Wind
20885,2018-03-25,步步为营 解密德系三大集团新能源战略,汽车之家
20886,2018-03-25,降薪潮来了？江淮汽车业绩不佳，高管年薪降一半,每日经济新闻
20887,2018-03-24,长城汽车(02333-HK)去年少赚52%末期息17分,财华社
20888,2018-03-24,股市内参：别急！证监会称四新企业上市规则在论证,凤凰网
20889,2018-03-24,长城汽车:去年净利同比降52% 证金公司4季度增持,证券时报
20890,2018-03-24,长城汽车SUV遭遇“春节效应”？新老车型销量猛跌,国际金融报
20891,2018-03-24,周末两市重要公告抢先看！,中证网
20892,2018-03-24,03月24日2017年年报业绩报表,投资快报
20893,2018-03-24,奇瑞押注新能源能否绝地反击,中国经营网
20894,2018-03-23,“消失”的QQ、奥拓们，新能源概念会成救命稻草吗？,经济观察网
20895,2018-03-23,净利润猛跌6成 江淮汽车遭遇“滑铁卢”高管降薪一半,新浪
20896,2018-03-23,公告精选：深深宝A拟近60亿收购深粮集团；多公司披露中美贸易摩擦影响,e公司
20897,2018-03-23,长城汽车(02333-HK)2017年少赚52.35% 末期股息每股0.17元,财华社
20898,2018-03-23,[年报]长城汽车2017年净利同比降逾五成 证金四季度增持,全景网
20899,2018-03-23,长城汽车：去年净利50.27亿元，同比降52%,金融界
20900,2018-03-23,长城汽车：2017年净利润50.3亿元，同比降52%,Wind
20901,2018-03-23,家门口唱大戏！北京车展自主品牌上演“七星高照”,凤凰网
20902,2018-03-23,江淮汽车盈利创八年来新低 高管团队集体“薪酬减半”,经济观察网
20903,2018-03-23,最具价值品牌：奔驰升至第一，哈弗吉利首进Top 20,盖世汽车
20904,2018-03-23,[看好评级]汽车行业事项点评：短暂休整 蓄势出发-UBER自动驾驶汽车致人死亡的思考,中财网
20905,2018-03-23,长城汽车、拜腾、吉利、东风启辰事件大集合,第一电动网
20906,2018-03-23,长城C30天津报价 限时优惠高达4000元,和讯
20907,2018-03-23,新能源合资潮涌动 首款产品均为小型电动SUV,车质网
20908,2018-03-23,北京第四批环保车型目录发布，欧拉iQ5/荣威ERX5等39款电动车型入选,第一电动网
20909,2018-03-23,长城新能源规划曝光 北京车展推新品牌,爱卡汽车
20910,2018-03-23,赔了20亿长城终于认怂了，发力新能源现在上车还来得及？,第一电动网
20911,2018-03-23,2018年中国的汽车制造业有啥风向？看看两会汽车界代表们都怎么说,和讯
20912,2018-03-23,特朗普要限制中企血拼 这些拟投资美国的A股公司值得关注,腾讯网
20913,2018-03-23,从挖矿到建“长城 ” 宝马的超级电动车战略快速推进,华夏时报网
20914,2018-03-22,李书福买奔驰前还想收购法拉利母公司 野心究竟多大,国际金融报
20915,2018-03-22,今年研发投资70亿欧元 宝马说自己要转型为科技公司,第一财经日报
20916,2018-03-22,江淮亏损近亿 自主业绩分化这些问题加速暴露,第一财经
20917,2018-03-22,宝马2017财报出炉：收入利润再创新高,中国日报网
20918,2018-03-22,钴价续涨引发并购扩产潮 下游企业“向上游”,搜狐
20919,2018-03-22,宝马全球年会：重新定义2018年 再出发,新浪
20920,2018-03-22,解析2018年新能源汽车八大趋势,第一电动网
20921,2018-03-22,[优于大势评级]汽车行业周报：汽车零部件板块回调后 我们怎么看?,中财网
20922,2018-03-22,江淮汽车2017年净利润4.32亿元 大降超6成,盖世汽车
20923,2018-03-22,读懂克鲁格的“小目标” 就得说出个“1、2、3”来,中金在线
20924,2018-03-21,欲再创新高 宝马集团正式发布未来战略,汽车之家
20925,2018-03-21,多款车型在华首发 宝马2018再冲销量利润新记录,网易
20926,2018-03-21,定调2018，科鲁格在宝马年会上透露了哪些信息？,汽车商业评论
20927,2018-03-21,宝马CFO直管中国市场再“升级” 合资长城想象空间巨大,经济观察网
20928,2018-03-21,106.55亿！宝马集团税前利润首次超过百亿欧元,21世纪经济报道
20929,2018-03-21,宝马年会释放两大信号：电动出行战略升级 长城宝马进展仍秘而未宣,腾讯网
20930,2018-03-21,奔驰Smart品牌将全面电动化,搜狐
20931,2018-03-21,众多车型将涌入小型SUV市场 SUV市场份额即将超轿车,北青网
20932,2018-03-21,长城哈弗将取消红蓝标分类 4月发布F系新SUV,车质网
20933,2018-03-21,柯珞克能否撑起斯柯达60万销量目标？,车质网
20934,2018-03-21,资金涌入无人驾驶概念股 六股有望率先发力,中财网
20935,2018-03-21,车补转桩补 充电行业解困在即？,第一电动网
20936,2018-03-21,两会代表：地方“保护”是新能源汽车发展的绊脚石,新浪
20937,2018-03-21,雄安新区将打造世界级高端高新产业集群 关注概念股,金融界
20938,2018-03-21,资金涌入无人驾驶概念股 机构建议两主线长期布局,金融界
20939,2018-03-20,公告精选：红阳能源大股东沈煤集团质押股份出现平仓风险；方大特钢实控人溢价近8%转让1亿股,每日经济新闻
20940,2018-03-20,长城WEY将推5款电动SUV 首款车P8三月底上市,和讯
20941,2018-03-20,旭升股份：与宁德时代、长城汽车、江淮汽车已开始前期合作,Wind
20942,2018-03-20,旭升股份：与宁德时代、长城汽车、江淮汽车已开始前期合作,e公司
20943,2018-03-20,长城哈弗H4将于3月25日上市 预售11万-13万元,和讯
20944,2018-03-20,新款哈弗M6售9万元起 增7速双离合变速箱,盖世汽车
20945,2018-03-20,长城汽车“积分债”超20万 尽快抵偿尤为艰难,电缆网
20946,2018-03-20,双积分热身赛80家中44家车企不达标,北京晨报
20947,2018-03-20,2月车市竞争加剧 自主品牌首超合资,时代周报
20948,2018-03-20,去年目标未达成/58冠终结 长城神话不再?,中金在线
20949,2018-03-20,"涛涛不绝:长城转型 长安陷""机油门"" 吉利继续领跑",中国经济网
20950,2018-03-19,[中性评级]深度*行业*汽车行业周报：2016年双积分核算结果出炉 上汽奥迪加速推进,中财网
20951,2018-03-19,汽车：上汽奥迪加速推进 荐9股,中银国际
20952,2018-03-19,[强于大市评级]汽车行业周报：奥迪公告证实 上汽奥迪项目将稳步推进,中财网
20953,2018-03-19,十点一线：保时捷国产？看下几届消费者给不给力了！,腾讯网
20954,2018-03-19,电气设备：钴价有望持续上涨 荐6股,华金证券
20955,2018-03-19,汇北川无锡工厂投产，年产车载温度传感器1000万支，薄膜电容器30万套,第一电动网
20956,2018-03-19,从普及到规范 两会新能源提案5年间有何变化,第一商用车网
20957,2018-03-19,二月SUV销量环比大跌38.76%神车哈弗下神坛,南都报
20958,2018-03-19,2月轻微卡市场：轻卡转负微卡降幅扩大,第一商用车网
20959,2018-03-19,长城汽车发力新能源 2025年销量达100万辆,盖世汽车
20960,2018-03-19,EV晨报 | 上海今年首批新能源车牌照发放;前途汽车将获电动乘用车生产资质;宝马将在华提供超8万个充电桩,第一电动网
20961,2018-03-19,持续聚焦！王凤英解读长城新能源和海外战略,中国经济网
20962,2018-03-19,汽车等三行业最受机构青睐 六股迎来掘金好机会,证券日报
20963,2018-03-19,44家车企度油耗未达标 车企加速布局新能源汽车,新京报
20964,2018-03-19,长城等积分不达标企业：稳住，我们能赢！,盖世汽车
20965,2018-03-18,长城汽车新品牌即将发布，未来推氢燃料电池车,第一电动网
20966,2018-03-18,四部委公布“双积分账单”：长城长安已背上20万分“积分债”,经济观察报
20967,2018-03-18,一周热点| 2016年中国车企产生新能源正积分98.95万分；宁德时代2017年销量全球第一,第一电动网
20968,2018-03-16,两会|悦达集团王连春: 推进汽车动力电池革命 促进新能源汽车良性发展,中国经营网
20969,2018-03-16,福布斯2018富豪榜 || 实现赚1个亿的小目标，李书福只需要16个小时 | 中国汽车报,中国汽车报
20970,2018-03-16,长城推进新能源 北京车展或发布纯电动品牌,盖世汽车
20971,2018-03-16,2017年我国汽车行业造假丑闻回顾,中国汽车报
20972,2018-03-16,*ST保千里一泻千里 安信新视野主动持仓被坑哭,号外财经网
20973,2018-03-16,长城新能源汽车计划到2025年实现无人干预的完全自动驾驶,中国汽车报
20974,2018-03-16,EV晨报 | 1-2月新能源车产量同比增长178%;长城2025年实现全自动驾驶;拜腾南京工厂首曝光,统计局
20975,2018-03-15,十点一线：震惊！二月SUV销量冠军竟然不是哈弗H6！,腾讯网
20976,2018-03-15,汽车及零部件行业:2018年2月汽车销量因春节影响大幅下滑,正点财经
20977,2018-03-15,[安信证券]新三板策略报告：再话文灿股份-三类股东问题细说,资本邦
20978,2018-03-15,3.15车企联合发布八大承诺 让车主享受诚信服务,腾讯网
20979,2018-03-15,面临上下游的“两端挤压” 动力电池企业应怎样突围,财界网
20980,2018-03-15,不是弃用欧拉 长城反要以此下盘大棋,盖世汽车
20981,2018-03-15,这6款车小心315！长安CS75机油增多，艾瑞泽5排队修车,盖世汽车
20982,2018-03-15,“3 15”前 ，22家车企一起搞什么事情？,车讯网
20983,2018-03-15,2018年2月国内SUV市场销量分析：吉利汽车排名第一,盖世汽车
20984,2018-03-15,华创事件驱动早报3-15：多城市提速自动驾驶路测进程；苹果无线充电器月底开卖,华创证券研究
20985,2018-03-15,扎根中国！瑞萨电子去年中国市场营收实现近两成增长,元器件交易网
20986,2018-03-14,长城哈弗全新SUV谍照曝光 或增插电混动版本,中金在线
20987,2018-03-14,全国人大代表孙丕恕：浪潮集团要在雄安新区做大事 将推动区块链技术落地,21经济网
20988,2018-03-14,观车 · 论势 || “双积分” 压力逼近，但想靠“分”发财并不容易 | 中国汽车报,中国汽车报
20989,2018-03-14,【会员资讯】长城汽车成为首家进入国际氢能委员会的中国汽车企业,中汽协
20990,2018-03-14,主动“买买买” 中国汽车行业刮起新合资潮流,羊城晚报
20991,2018-03-14,长城纯电动SUV新申报图曝光，或更名长城EV，对手不多都没它强？,盖世汽车
20992,2018-03-14,第306批新车公示，思皓EV/北汽EU5等355款新能源车型入选,第一电动网
20993,2018-03-14,[看好评级]2018年2月乘用车市场终端价格监测月报,中财网
20994,2018-03-14,4部委发布：44家车企2016年双积分未达标,凤凰网
20995,2018-03-14,宝马2月中国市场销量增长8.9%至4.4万辆 X系列开启新一轮攻势,经济观察网
20996,2018-03-14,车市进入微增长时代 汽车延保是实惠？还是噱头？,北青网
20997,2018-03-14,年销60万辆齐步走 ABB深挖护城河看淡销量,车质网
20998,2018-03-14,双积分政策首份报告：长安福特长城等44家车企未达标,新浪
20999,2018-03-14,两会聚焦丨新能源汽车五大话题 你最关心哪一个？,Ofweek
21000,2018-03-13,【华泰中小盘孔凌飞团队】中小市值每日资讯2018.03.13,华泰中小市值
21001,2018-03-13,天风电新：宁德时代两版招股说明书全方位对比,新浪
21002,2018-03-13,新三板双喜临门！南京证券成首家“转板”券商 文灿股份携众多三类股东闯关成功,犀牛之星
21003,2018-03-13,重磅！解读《2016年度中国乘用车企业平均燃料消耗量与新能源汽车积分核算情况表》 | 政策跟踪,汽车纵横杂志社
21004,2018-03-13,燃油消耗管理办法实施倒计时 44家企业油耗未达标,第一财经
21005,2018-03-13,哈弗汽车成为通州半程马拉松官方战略合作伙伴,网易
21006,2018-03-13,券商评级:两市全线回落 7股望受关注,中财网
21007,2018-03-13,上汽自主升至乘用车销量榜第九 荣威RX8要对标汉兰达再攻高端,金融界
21008,2018-03-13,2月销量长城跳水、英朗暴跌 为何高增长24%的吉利风景独好？,财经网
21009,2018-03-13,三菱发动机问题突出 自主品牌或受牵连,金融界
21010,2018-03-13,营销点评：魏建军的「魏」，对WEY有过任何帮助吗？,车云
21011,2018-03-13,[买入评级]汽车与汽车零部件行业周报：中华全国工商业联合会提案降低动力电池增值税税率,中财网
21012,2018-03-13,哈弗神话终结，到底意味着什么,和讯
21013,2018-03-13,中国SUV冠军易主 哈弗H6 58个月连冠告终,车质网
21014,2018-03-13,黑马股推荐：2018年3月13日推荐6只黑马股,至诚财经
21015,2018-03-13,四部委公布2016双积分情况：44家车企未达标,新京报
21016,2018-03-13,"斯威冲击高端的品牌难题 ""黑马""效应是否能持续",网易
21017,2018-03-13,自主品牌投诉居榜首 国产车决胜提质保量,时代周报
21018,2018-03-12,长城汽车SUV遭遇“春节效应”？新老车型销量猛跌,国际金融报
21019,2018-03-12,2018全国两会 || 王凤英回应牵手宝马：长城全球化战略的一步 | 中国汽车报,中国汽车报
21020,2018-03-12,2月SUV销售10强企业出炉：吉利控股夺冠,证券时报网
21021,2018-03-12,券商评级:沪指三连阳站稳3300 9股蓄势待发,证券之星
21022,2018-03-12,蔚来新车计划曝光 目标年销60万辆 营收2100亿,中金在线
21023,2018-03-12,德媒：李书福本想与宝马合作 被拒绝后和戴姆勒联姻,新浪
21024,2018-03-12,2月车企销量排名大洗牌，吉利领先长安、长城,盖世汽车
21025,2018-03-12,十点一线：没有了“BUICK” 别克还是别克吗？,腾讯网
21026,2018-03-12,长城牵手宝马 吉利入股戴姆勒 近期这两起车企联姻事件说明了什么,搜狐
21027,2018-03-12,地图里隐藏的“五行”投资圈,红周刊
21028,2018-03-12,王凤英两会提案：促进新能源产业发展,爱卡汽车
21029,2018-03-12,2018年2月皮卡车市场走势扫描,盖世汽车
21030,2018-03-12,新能源车地方保护屡禁不止 王凤英呼吁加强监管和问责,中国经济网
21031,2018-03-12,【中金汽车】周报0311：选择龙头攻守兼备 密切跟踪二线蓝筹,金车奉
21032,2018-03-12,如何步步完善车主维权制度,国际金融报
21033,2018-03-12,旭升股份盘中“跳高”,中证报
21034,2018-03-12,"旭升股份点评报告:深度绑定特斯拉,业绩有望高增长",万联证券
21035,2018-03-11,【一周动态】愿天下每一个胖子都能被温柔对待,车云
21036,2018-03-11,[中经V视]一分钟看两会 王凤英代表:中国改革开放40年来最受益的是汽车市场,中国经济网
21037,2018-03-11,[中经V视]一分钟看两会 王凤英代表：长城汽车将在雄安新区推出智能交通创新产品,中国经济网
21038,2018-03-11,36只个股连续下跌3日或3日以上,Wind
21039,2018-03-10,乘用车销量144.1万辆 上汽通用五菱夺冠,网通社
21040,2018-03-10,奇瑞汽车董事长尹同跃：中国缺少一批世界顶级品牌,中国经营报
21041,2018-03-10,长城汽车总裁王凤英：新能源汽车产业发展须打破地方保护,中国经营报
21042,2018-03-10,吉利、长城、上汽、广汽等多家车企2月销量数据分析,盖世汽车社区
21043,2018-03-10,重磅！长城汽车或将成为AC米兰足球队赞助商,腾讯网
21044,2018-03-09,旭升股份 | 年报点评：深度合作特斯拉，汽车零部件营收稳步增长,电新邓永康团队
21045,2018-03-09,2018中国汽车论坛召开在即，组委会剧透部分精彩热点,汽车纵横杂志社
21046,2018-03-09,上汽自主销量再创新高 荣威RX8对标汉兰达再攻高端,经济观察网
21047,2018-03-09,T500抛弃“高仿”路线主打原创 众泰背负“业绩承诺”艰难转型,经济观察网
21048,2018-03-09,券商强力推荐这5股 已待涨名单,中财网
21049,2018-03-09,2月10大车企销量排名 冠军易主/自主占半壁江山,和讯
21050,2018-03-09,长城汽车发布2月销量 短暂调整后将迎来新的爆发？,和讯
21051,2018-03-09,吉利李书福指对戴姆勒投资极具价值 上升4%,新浪
21052,2018-03-09,[推荐评级]长城汽车(601633/02333.HK)公司动态：1~2月销量同比持平 产品结构优化,中财网
21053,2018-03-09,Mini在华生产、研发地址成谜 出口已被确认,车质网
21054,2018-03-09,长汽上月销量产量齐跌 现软2%,新浪
21055,2018-03-09,两会车界代表谈新能源汽车发展,盖世汽车
21056,2018-03-09,2月乘用车销量前十洗牌 一汽大众跌出前三,盖世汽车
21057,2018-03-09,长城2月销量下跌超24％ 将投两款SUV救市,车质网
21058,2018-03-09,关乎新能源汽车发展 历年两会的经典提案都在这里了！,和讯
21059,2018-03-09,长安汽车应该推高端品牌？,盖世汽车
21060,2018-03-09,【中金汽车】长城汽车：1~2月销量同比持平 产品结构优化,金车研究
21061,2018-03-09,2月乘用车销量前十企业大洗牌：一汽-大众迭出前三 上汽乘用车挤进第九,盖世汽车每日速递
21062,2018-03-09,菲亚特-克莱斯勒确认曾与吉利接洽CEO称要推进投资者入股,证券日报
21063,2018-03-08,长城汽车2月销量被腰斩不到6万 哈弗和WEY集体“跳水”,盖世汽车
21064,2018-03-08,2月汽车销量快报：风水轮流转，吉利反了，长城惨了，广汽软了,汽车纵横杂志社
21065,2018-03-08,"《神州民企》长城汽车:2月销量跌24.7%,产量跌26.2%",经济通
21066,2018-03-08,长城汽车：2月汽车销量58336辆，同比下降24.72%,Wind
21067,2018-03-08,十点一线：全新奥迪A6将本土化改造 不就是加长吗？,腾讯网
21068,2018-03-08,"《A股焦点》长汽计划后年投资200亿人币研电动车,A股跌1%",经济通
21069,2018-03-08,长城计划在2025年销售70万辆电动车,新浪
21070,2018-03-08,外交部表示今年向全球推介雄安新区 概念股可提前布局,金融界
21071,2018-03-08,机构一致看好哪些股票？2018年3月8日机构一致看好10金股(9),至诚财经
21072,2018-03-08,2018款哈弗H7上市，长城哈弗高端新攻势展开？,Ofweek
21073,2018-03-08,长安陷机油门召回CS75 并非首次出现机油增多问题,金融界
21074,2018-03-08,[增持评级]拓斯达(300607)：收购野田智能 汽车领域再添助力,中财网
21075,2018-03-08,专题 | “创蓝筹”反攻号角或已吹响,国都证券
21076,2018-03-08,两会时间：15位代表委员带来这些关于新能源汽车的提案,第一电动网
21077,2018-03-07,捷豹路虎全球CEO回应吉利入股传闻：受投资者青睐很正常 坚持与奇瑞开发新能源市场,每日经济新闻
21078,2018-03-07,【会员资讯】更安全更智能 2018款哈弗H7 15.2万起震撼上市,中汽协
21079,2018-03-07,新能源车布局近中盘 比亚迪还好吗？,新浪
21080,2018-03-07,官方董事消息，宝马Mini电动汽车即将到来,IT之家
21081,2018-03-07,宝马将在中国研发和生产Mini电动车,Wind
21082,2018-03-07,宝马将在中国研发和生产Mini电动车,凤凰网
21083,2018-03-07,补贴减少多家车企业绩滑坡：一汽夏利领衔亏损王,中国经营网
21084,2018-03-07,社会主义好青年的人设 新哈弗H7还担得起嘛？,和讯
21085,2018-03-07,宝马萧绅博：与长城合资生产的MINI将出口,新浪
21086,2018-03-07,聚焦两会丨汽车行业代表委员关注新能源,Ofweek
21087,2018-03-07,盘前参考:指数或延续反弹 市场风格会再度切换吗？,中财网
21088,2018-03-07,A股情报：重大利好引爆一类股 一行业或将洗牌,中财网
21089,2018-03-07,【中小】德赛西威(002920):德赛西威们的宿命与反抗——再论卡位价值是否真的存在,中信建投证券研究
21090,2018-03-07,全球十大汽车变速器企业盘点 你了解几个？,盖世汽车社区
21091,2018-03-07,MINI电动车“落地”国产，是否操之过急了？长城的算盘该如何打？,盖世汽车
21092,2018-03-07,【机械设备|刘国清团队太平洋证券】拓斯达(300607):与华为云展开合作，布局工业互联网领域,太平洋证券研究
21093,2018-03-06,晚间重要公告2018年3月6日星期二,--
21094,2018-03-06,长城汽车：2017年度利润分配实施方案征求股东及投资者意见,Wind
21095,2018-03-06,15万级更安全更智能的中型SUV 2018款哈弗H7上市,金融界
21096,2018-03-06,走访德国豪华品牌车企见闻,盖世汽车
21097,2018-03-06,长城宝马落地 要“积分”也要品牌,时代周报
21098,2018-03-06,汽车界代表委员研判未来五年出行蓝图,北京商报
21099,2018-03-05,2019年均推国产电动车 德系BBA新能源大战将开启,中金在线
21100,2018-03-05,长城汽车总裁：破除地方新能源汽车准入目录，给车主用车补贴,澎湃新闻
21101,2018-03-05,[超配评级]汽车智能网联系列报告之行业点评：上海智能网联测试号牌发布 开放路试获“通行证”,中财网
21102,2018-03-05,长城汽车总裁王凤英两会建言：降低新能源汽车生产购买环节税赋,每日经济新闻
21103,2018-03-05,行业才是真掘金池 这30股备好,中财网
21104,2018-03-05,“烧机油”“机油增多” 车企“机油关”难过？,广州日报
21105,2018-03-05,鸿利智汇：加快白光LED器件板块业务发展强化盈利能..,财富动力网
21106,2018-03-05,国内自动驾驶终于迎来春天，下一家拿牌照的是谁？,财经网
21107,2018-03-05,改革获认可 徐留平当选人大第一次会议主席团成员,腾讯网
21108,2018-03-05,"汽车和汽车零部件:行业持续迎利好,积极关注相关受益标的",国金证券
21109,2018-03-05,主流车企立销量flag 日系集体低调 自主品牌面露微笑,中国汽车报
21110,2018-03-05,恒指一度跳水跌逾1% 中资金融股普遍走低,腾讯网
21111,2018-03-05,新能源车优惠再延长三年 比亚迪微升0.35%,新浪
21112,2018-03-05,长城汽车总裁王凤英两会提案：完善新能源相关法规，促进新能源汽车健康发展,第一电动网
21113,2018-03-04,王凤英建议:完善新能源相关法规 转变补贴方式,网易
21114,2018-03-04,全国人大代表、长城汽车总裁王凤英建议：完善新能源相关法规,21世纪经济报道
21115,2018-03-04,观车 · 论势 || 开放的汽车产业怎能被传统思维禁锢 | 中国汽车报,中国汽车报
21116,2018-03-04,周末影响市场重要资讯回顾,新浪
21117,2018-03-03,【上市公司一周舆情热评】养元饮品成最熊新股，海南椰岛豪赌央视广告,搜狐
21118,2018-03-03,两会|汽车业两会代表委员聚焦创新,中国经营网
21119,2018-03-03,长城汽车利润天花板难破盈利大跌50%进入死胡同？,顶尖财经网
21120,2018-03-03,MINI国产将“花落”长城 新能源合资公司集中涌现,中国经营报
21121,2018-03-03,长城汽车利润腰斩削发明志 魏建军自罚年薪300万元,中国经营报
21122,2018-03-02,胡润全球富豪榜||李书福、鲁伟鼎、魏建军、王传福、李斌——汽车行业扛把子 | 中国汽车报,中国汽车报
21123,2018-03-02,外观优化 新款哈弗H7蓝标版3月6日上市,汽车之家
21124,2018-03-02,里昂上调长汽(02333.HK)目标价至9.57元 评级升至「跑输大市」,金融界
21125,2018-03-02,主流券商3月金股曝光：优质成长和部分消费最受青睐,金融界
21126,2018-03-02,[推荐评级]德赛西威(002920)业绩快报点评：业绩符合预告区间 看好汽车电子量价齐升逻辑,中财网
21127,2018-03-02,长城/宝马聚焦新能源 不止因“双积分”联姻,网通社
21128,2018-03-02,胡润百富汽车行业榜单：马斯克登顶榜首 贾跃亭跌落榜单,盖世汽车
21129,2018-03-02,三大企业2017年度净利润腰斩 未来增长潜力在哪？,盖世汽车
21130,2018-03-01,新能源汽车领域引资本扎堆 骆驼股份联合海外企业投10亿布局,每日经济新闻
21131,2018-03-01,国内首张智能驾驶道路测试牌照花落谁家？,搜狐
21132,2018-03-01,【光大新三板】《新能源汽车动力蓄电池回收利用管理暂行办法》出台——跨市场新能源汽车周报（2018年第9期）,EBSCN新三板研究
21133,2018-03-01,北汽升幅现扩至一成 同业普遍下跌,新浪
21134,2018-03-01,胡润全球富豪榜 李书福父子首次入榜,新浪
21135,2018-03-01,汽车上个百年属于欧美 这个会属于中国吗,车质网
21136,2018-03-01,长城与宝马拟合作生产MINI纯电动汽车,渤海证券
21137,2018-03-01,“双积分”政策即将实施 车企合作进入加速期,新华网
21138,2018-03-01,年轻动感有实力 哈弗H4有望成为长城新的销量增长极,金融界
21139,2018-03-01,"汽车行业周报:汽车两会前瞻,自主创新、电动化、智能化及央企重组",国都证券
21140,2018-02-28,2018福布斯中国最杰出商界女性：董明珠跌至第三,砍柴网
21141,2018-02-28,新能源汽车补贴新政扶优劣汰 新一轮合资造车潮兴起,通信信息报
21142,2018-02-28,[推荐评级]汽车行业周报2018第7期：2018新能源政策正式落地 吉利成戴姆勒最大股东,中财网
21143,2018-02-28,精锻科技（300258）财报点评：2017年利润预计增长约32%，业绩稳增可持续,国信研究
21144,2018-02-28,"长城汽车:牵手宝马,制造能力迈向新台阶",正点财经
21145,2018-02-28,在收购戴姆勒股份之前 吉利被曝曾与FCA进行非正式会谈,盖世汽车
21146,2018-02-28,"长城骑上""宝马"" 被打压的股价能一骑绝尘吗",网易
21147,2018-02-28,吉利入股戴姆勒获默克尔支持 现反弹近2%暂最佳蓝筹,新浪
21148,2018-02-28,乘用车行业高质量发展需要化解过剩产能,我的钢铁
21149,2018-02-28,曝吉利在收购戴姆勒股份前曾考虑收购FCA,新浪
21150,2018-02-28,戴姆勒收购案又添新料！吉利曾接触过菲亚特,中金网
21151,2018-02-28,曝吉利入股戴姆勒前欲收购FCA 因市值问题未出价,网易
21152,2018-02-28,长城汽车料去年净利降52%，董事长自罚52%年薪,Wind
21153,2018-02-28,新能源汽车补贴政策落定 外资偏爱新能源概念,财界网
21154,2018-02-28,城汽车预计去年净利润同减52% 董事长“割发代首”自罚52%年薪,证券日报
21155,2018-02-28,智通港股早知道︱2月28日,搜狐
21156,2018-02-28,牛市逻辑未变 港股料重返震荡上行轨道,中证报
21157,2018-02-28,长城汽车预计去年净利润同减52%,顶尖财经网
21158,2018-02-28,"长城汽车:携手宝马,聚焦合作新能源",国联证券
21159,2018-02-27,奔驰悄悄在华下了一盘大棋 其他外资品牌望其项背,国际金融报
21160,2018-02-27,一文看懂2017宝武等钢企汽车板现状【转载】,长江钢铁
21161,2018-02-27,长城汽车销量未达年度目标，公司董事长、总裁自罚500万,澎湃新闻
21162,2018-02-27,吉利重金入股戴姆勒 中国汽车行业会受到什么影响？,新浪
21163,2018-02-27,港股复盘：北水出逃破纪录 恒指回撤收跌0.7%,格隆汇
21164,2018-02-27,宝马心思显而易见 长城汽车恐难拿到期待的技术,新浪
21165,2018-02-27,新合资的“婚姻观”和未来 | 中国汽车报,中国汽车报
21166,2018-02-27,魏建军自罚300万之后 长城怎么做最重要,金融界
21167,2018-02-27,嚼一嚼宝马和长城汽车的那点事？,红周刊
21168,2018-02-27,9位车企老总当选人大代表 国企改革或成两会焦点,飞灵汽车
21169,2018-02-27,[买入-A评级]拓斯达(300607)公司快报：受益机器人产销两旺 业绩加速增长符合预期,中财网
21170,2018-02-27,收盘：权重走弱题材股强势 沪指跌逾1%失守3300点,每日经济新闻
21171,2018-02-27,宝马与长城共谋新能源 永达汽车前景佳,证券之星
21172,2018-02-27,钴资源稀缺性日益显著 解禁潮难阻华友钴业股价上行预期,号外财经网
21173,2018-02-27,长城汽车：与宝马合作将聚焦新能源汽车，具体细节将进一步探讨,Wind
21174,2018-02-27,这样的长城版MINI预售价20万以上 你买吗？,今日头条
21175,2018-02-27,拓斯达：未来持续高增长可期 买入评级,国海证券
21176,2018-02-27,上市车企业绩分化加剧 四家车企利润大幅下滑,财富动力网
21177,2018-02-27,入主戴姆勒利好发酵股价升6.49% 吉利汽车概念股“涨声一片”,中国经营网
21178,2018-02-27,电动汽车革命引电池材料恐慌 全球车企锁定锂供应渠道,参考消息
21179,2018-02-27,2018年2月产销快讯出炉：上市车企净利润喜忧参半？,盖世汽车社区
21180,2018-02-27,长城宝马拟合资建厂 聚焦新能源,红周刊
21181,2018-02-27,【华泰证券研究所】每日晨会启明星20180227,华泰证券研究所
21182,2018-02-27,姜伯静：吉利入股戴姆勒将进一步刺激A股新能源汽车板块,腾讯网
21183,2018-02-27,长城与宝马合资弥补短板： 复制华晨与雷诺合作模式？,21世纪经济报道
21184,2018-02-27,【汽车名人堂】变革者蔡澈：不管有多稳定，你仍然需要前进,第一电动网
