,2021-12-31,无人机送餐，飞越几座大山？,36氪
6547,2018-07-03,快运行业风云骤起，优速快递突围的窗口在哪？,搜狐
6548,2018-07-02,[强于大市评级]交通运输行业周报：人民币贬值致航空板块调整,中财网
6549,2018-06-30,新疆阿拉山口中欧班列（顺丰号）首列发车,中新网
6550,2018-06-30,中欧班列（顺丰号）首次从新疆阿拉山口驶出国门,新华网
6551,2018-06-30,这些A股中的明星股 到底该不该碰？,巨丰财经
6552,2018-06-29,2亿跨境货物“失踪”悬案：顺丰和俄邮谁背锅？,新浪
6553,2018-06-29,快递企业竞赛进入下半场 申通股价暴跌的真相是什么?,新浪
6554,2018-06-29,[推荐评级]快递每月谈：从城市快递数据看行业变化,中财网
6555,2018-06-29,如何用包装打开绿色物流大门：看菜鸟、京东、顺丰、苏宁的绿色之战！,仓储自动化网
6556,2018-06-27,快递公司集体抢滩零售，真枪实弹还是锦上添花？,腾讯网
6557,2018-06-27,[推荐评级]交运行业2018年中期投资策略：供改与成长共舞,中财网
6558,2018-06-27,补课极速达 顺丰能否后来居上,北京商报
6559,2018-06-26,"顺丰控股:顺“风”启航,迈向综合物流服务商",中证网
6560,2018-06-26,A股已是遍地黄金 紧盯7只市盈率低于10倍股,证券时报
6561,2018-06-26,券商首次关注6股并给予买入评级（6月26日）,Wind
6562,2018-06-26,[优于大市评级]交通运输行业周报：BDI先扬后抑 集运市场竞争加剧运价回调,中财网
6563,2018-06-26,40股获券商买入评级 汉得信息目标涨幅达72.39%,Wind
6564,2018-06-26,"申万宏源交运一周天地汇:海控收购东方海外有望如期完成,航空行业整体供需逐步改善",申万宏源
6565,2018-06-25,快捷快递困局复盘 中小快递企业该往哪突围,亿邦动力
6566,2018-06-25,2022年无人机市场总值达150亿美元 6股爆发,证券日报
6567,2018-06-25,交通运输行业周报:静待航空暑运旺季,平安证券
6568,2018-06-22,[同步大势评级]618电商节点评(交通运输业)：新零售赋能未来 物流体验持续优化,中财网
6569,2018-06-22,仓储物流行业5月经营数据：韵达继续大幅快于行业 申通略有回升,中财网
6570,2018-06-22,交通运输行业日报：上海绿色交通发展年度报告发布,中财网
6571,2018-06-22,顺丰预计上半年净利23亿元 超韵达和申通总和,证券日报
6572,2018-06-21,“通达系”为何撤出智能快递柜投资,南方日报
6573,2018-06-21,国金晨讯 | 华孚时尚产能释放&网链扩张助力业绩高增，棉价上行通道业绩边际增量显著,国金证券研究所
6574,2018-06-21,快递龙头企业5月营收持续增长,Wind
6575,2018-06-20,顺丰确认入股小米,Wind
6576,2018-06-20,中国移动、高通、顺丰控股关联公司洽谈投资小米IPO,猎云网
6577,2018-06-20,媒体：中国移动和高通洽谈投资小米IPO,Wind
6578,2018-06-20,顺丰控股单票收入小幅下降 总体业绩增长强势,金融界
6579,2018-06-20,盘前必读公告：这些股不容错过！,巨丰财经
6580,2018-06-20,“6·18”难纾快递增速下降之困 物流企业押宝“新战场”,21世纪经济报道
6581,2018-06-20,通达系“站队”背后 快递柜盈利难题待解,新京报
6582,2018-06-19,顺丰控股：5月实现营业收入71.95亿元 同比增长近三成,中证网
6583,2018-06-19,顺丰控股5月业务量高增长 券商称短期价格战风险解除,证券时报网
6584,2018-06-19,顺丰控股：5月份速运物流业务营业收入72亿元 同比增28%,e公司
6585,2018-06-19,顺丰控股：5月营收71.95亿元，同比增长28.46%,Wind
6586,2018-06-17,关注具备“物联网+区块链”技术优势物流公司,大众证券报
6587,2018-06-16,快递巨头暗战:申通韵达与顺丰分手 要投向阿里怀抱？,每日经济新闻
6588,2018-06-16,韵达、申通宣布清空丰巢股份,南都报
6589,2018-06-15,“通达系”宣布清空丰巢股份，“丰鸟大战”战火继续！,环球老虎财经
6590,2018-06-15,丰修与品牌商共同撬动千亿售后市场，实现共生共赢,东方网
6591,2018-06-15,"交通运输业:bdi反弹创18年新高,7月1日禁止不合规车辆运输车通行",新浪
6592,2018-06-15,申通韵达撤股丰巢科技 智能快递柜市场或迎变局,每日经济新闻
6593,2018-06-15,快递帮生变！申通韵达集体“大撤退”，一键清空丰巢股份,和讯
6594,2018-06-15,顺丰控股发布股票激励计划 对象为海外工作核心人才,云掌财经
6595,2018-06-15,申通、韵达清空丰巢股权，快递末端格局面临重构,e公司
6596,2018-06-14,中国交建总裁与顺丰控股王卫就加强战略协同进行交流,e公司
6597,2018-06-14,顺丰的“零售持久战”：为何屡败屡战？,新浪
6598,2018-06-14,顺丰回应将投资易到：都是市场传闻,腾讯网
6599,2018-06-14,"顺丰控股官方人士:将投资易到用车消息是""市场传闻""",金融界
6600,2018-06-13,陈奋健会见顺丰控股总裁王卫,中国交建
6601,2018-06-13,顺丰助巫山脆李过上“李”想生活,砍柴网
6602,2018-06-13,快递月报第17期：量增长25% 单价略跌 集中度继续创新高,中财网
6603,2018-06-12,"交通运输行业:1季度三大航扣非归母净利增60%以上,铁路板块归母净利增长超预期",新浪
6604,2018-06-12,顺丰控股今日大宗交易成交77万股，成交价45.0元折价4.19%,Wind资讯
6605,2018-06-12,众包模式下的毒，点我达该如何去解?,DoNews
6606,2018-06-12,"交通运输行业:端午、暑运将来临,继续看好航空、铁路板块表现",新浪
6607,2018-06-12,无人机攻占最后一公里 顺丰欲拿下风筝线,亿邦动力
6608,2018-06-11,A股共发生63宗大宗交易成交27.05亿元（6月11日）,Wind
6609,2018-06-11,顺丰控股现5笔折价大宗交易,e公司
6610,2018-06-11,从摩拜、奥迪到京东物流车，有轮子的地方就有这家公司的身影,苏南网
6611,2018-06-11,快递进化论初探之一：时效城配崛起 快递版图重绘,中财网
6612,2018-06-11,[同步大势评级]交通运输行业周报：航空燃油附加费复征 铁路货运中期升势确立,中财网
6613,2018-06-11,交通运输行业周报:燃油附加费重启征收,平安证券
6614,2018-06-10,解禁后流通股数量（万股）,姜明交运观察
6615,2018-06-08,顺丰无人机与中国电科五十四所签署战略合作协议,DoNews
6616,2018-06-08,顺丰无人机与中国电科五十四所达成战略合作 将合建飞行测试走廊,DoNews
6617,2018-06-08,2018年6月8日新闻发布会,深交所
6618,2018-06-08,顺丰无人机与中国电科54所签协议 推物流无人机发展,新浪
6619,2018-06-08,顺丰无人机与中国电科五十四所合作 加快物流无人机商用落地,e公司
6620,2018-06-08,10%毛利率逼近生死线?通达系投奔菜鸟抢京东顺丰地盘,新浪
6621,2018-06-07,快递市场基本面向好 龙头业绩高成长有望延续,中证报
6622,2018-06-07,两大利好催升快递板块热度 六股投资正当时,证券日报
6623,2018-06-07,两利好催升快递板块热度 7只概念股被机构联袂看好,证券日报
6624,2018-06-06,数据王：超9成快递概念股上涨 行业景气度攀升,巨丰财经
6625,2018-06-06,"交通运输行业:油价高位回落,航空反弹可期",正点财经
6626,2018-06-04,从光明顶到黑木崖，阿里物流帝国的野心,和讯
6627,2018-06-04,[同步大势评级]交通运输行业周报：阿里入股中通强化龙头优势 铁路客运价格改革加速落地,中财网
6628,2018-06-04,"交通运输行业:铁总上调铁路集装箱运价,国内线燃油附加费有望复征",新浪
6629,2018-06-04,[强于大市评级]交通运输行业周报：油价企稳 燃油附加费或征收在即,中财网
6630,2018-06-04,[强于大市评级]交通运输行业研究周报：铁总上调铁路集装箱运价 国内线燃油附加费有望复征,中财网
6631,2018-06-04,快递行业增速换挡 去年顺丰同城配送增长了636.18%,浙江在线
6632,2018-06-03,冲击20个涨停？ 首只“借壳重组”独角兽来了,中国基金报
6633,2018-06-01,首只借壳重组独角兽SST前锋:奔驰、宁德时代都是股东,中国基金报
6634,2018-06-01,顺丰控股：持股5%以上股东违规减持公司股票,金融界
6635,2018-06-01,交通运输行业日报：中国交通物流发展指数在京发布,中财网
6636,2018-06-01,阿里宣布建设国家智慧物流骨干网 四股布局良机,证券时报
6637,2018-05-31,【交运-明兴】需求回暖，精选优质龙头——快递行业2018年中期投资策略,安信证券研究
6638,2018-05-30,阿里、菜鸟联手中通！是为了叫板顺丰，还是对抗京东？,格隆汇
6639,2018-05-30,[同步大势评级]交通运输行业动态周报：油价高位回落 航空反弹可期,中财网
6640,2018-05-29,最前线丨阿里巴巴与菜鸟13.8亿美元投资中通，物流公司总是一边分手一边复合,36氪
6641,2018-05-29,【太平洋证券?今日早读】固收：可转债周报|食品饮料、汽车、电新、化工、农林牧渔、交运行业追踪（20180529）,太平洋证券研究
6642,2018-05-29,传化智联押宝金融 物流企业争夺线上,时代周报
6643,2018-05-28,[看好评级]申万宏源交运行业一周天地汇：航运开征燃油附加费 旺季涨价诉求强烈运价或超预期,中财网
6644,2018-05-28,[同步大势评级]交通运输行业动态报告：航空快递维持高景气 铁路货运迎来中期升势,中财网
6645,2018-05-28,[强于大市评级]交通运输行业研究周报：航空燃油附加费或将征收 坚定看好航空、铁路板块,中财网
6646,2018-05-27,中国邮政出手，顺丰、京东彻夜无眠，刘强东又晚了一步！,凤凰网
6647,2018-05-26,焦虑的王卫和顺丰的电商梦,中金在线
6648,2018-05-26,前有通达系和顺丰，进击中的优速如何夹缝突围？,经济观察网
6649,2018-05-25,顺丰王卫罕见接受专访：快递业未来竞争对手是Google,新浪
6650,2018-05-25,申通釜底抽薪 快捷快递濒临破产谁来拯救？,国际金融报
6651,2018-05-25,京东再掀快递之争，平台盈利背后物流仍焦虑,IT时代网
6652,2018-05-25,[买入评级]快递物流行业研究：快递分化升级 策略调整造就高增长,中财网
6653,2018-05-24,细说顺丰智慧物流黑科技：IoT机器人、人工智能、智慧地图,仓储自动化网
6654,2018-05-24,绿色物流已成行业共识 京东新能源车换代提速,仓储自动化网
6655,2018-05-24,棱镜 | 市场份额下滑 围剿顺丰的不止三通一达,棱镜
6656,2018-05-23,菜鸟、顺丰、中通快递、Geek+、易流科技、货车帮、国药物流等企业高管共话智慧物,苏南网
6657,2018-05-23,快递行业“一哥”顺丰控股：让物流更“智慧”更高效 欲与互联网科技行业同台竞技,证券时报
6658,2018-05-23,顺丰控股：用科技重新定义物流,证券时报
6659,2018-05-23,“三网合一”优势显著积极求变转型服务商,证券时报
6660,2018-05-22,这家公司有十多万快递小哥，产品比同行贵却卖得更好，业绩做到行业第一还没有天花板,e公司
6661,2018-05-22,周三机构一致最看好的6只个股（5.22）,中金在线
6662,2018-05-22,"交通运输行业:国家明确进一步降低物流成本,航空、铁路继续看好",新浪
6663,2018-05-22,加盟机制弊端尽显，韵达生态物流恐难划上句号？,搜狐
6664,2018-05-22,[增持评级]顺丰控股(002352)点评：新业务为高增长注入动力,中财网
6665,2018-05-22,[强于大市评级]交通运输行业周报：中美贸易达共识 建议关注航运板块,中财网
6666,2018-05-22,顺丰控股拟设立一只10亿元基金投资无人机技术,Wind
6667,2018-05-22,新零售助力快递业量价齐升 六股迎腾飞契机,证券日报
6668,2018-05-21,"交通运输行业:快递维持高增长,航空关注燃油附加费进展",正点财经
6669,2018-05-21,顺丰与宝湾 深国际签署合作框架协议,亿邦动力
6670,2018-05-21,[推荐评级]快递每月谈(物流行业)：从城市快递数据看行业变化,中财网
6671,2018-05-20,【东北交运第21周观点】航空快递维持高景气，铁路货运迎来中期升势?,老瞿研究
6672,2018-05-18,顺丰控股：4月份速运物流业务营收同比增加33.67%,财经网
6673,2018-05-18,顺丰控股：4月快递业务收入同比增33.67%,e公司
6674,2018-05-18,顺丰控股：4月份速运物流业务营收69.35亿元同比增33.67%,Wind
6675,2018-05-18,[中性评级]交通运输行业2017年报2018一季报分析：空铁迎市场化红利 航运宜复苏中布局,中财网
6676,2018-05-17,顺丰高铁网运力再扩充 引领“高铁+生鲜”新模式,飞象网
6677,2018-05-16,“高铁极速达”生鲜业务启动 高铁物流双网融合再升级,飞象网
6678,2018-05-16,[领先大市-A评级]4月快递数据点评：量增速略有回落 单价同比转正 CR8创新高,中财网
6679,2018-05-16,[看好评级]快递每月谈2018年第4期：行业单月均价首次同比增长!,中财网
6680,2018-05-15,[看平评级]交运行业周报：快递集中度继续提升 竞争日趋激烈,中财网
6681,2018-05-15,[增持评级]交运行业研究：看快递龙头新变化,中财网
6682,2018-05-15,工业互联网论坛纪要(科技行业)：数据机器融合带来新的投资机会,中财网
6683,2018-05-15,增速放缓下的新竞技场：快递公司纷纷转型“智能化”,21世纪经济报道
6684,2018-05-14,中国快递从“汗水型”转向“智慧型”,中国经济网
6685,2018-05-14,[推荐评级]交通运输行业周报：快递龙头分化加速 油轮市场有望回暖,中财网
6686,2018-05-14,[强于大市评级]交通运输行业研究周报：BDI反弹创18年新高 7月1日禁止不合规车辆运输车通行,中财网
6687,2018-05-14,[同步大势评级]交通运输行业周报：快递维持高增长 航空关注燃油附加费进展,中财网
6688,2018-05-14,快递月报第16期：量增长26% 单价止跌回升 集中度创新高,中财网
6689,2018-05-13,顺丰控股股份有限公司监事会关于2018年股权激励计划授予激励对象名单的公示情况说明及核查意见,证券时报
6690,2018-05-13,日订单千万级 中国快递企业“科技范”越来越足,新华网
6691,2018-05-13,【天风交运姜明团队】周报（5.07-5.13）：BDI反弹创18年新高，7月1日禁止不合规车辆运输车通行,姜明交运观察
6692,2018-05-11,刘强东：京东物流无对手,DoNews
6693,2018-05-11,“虾闯江湖 顺丰领鲜”推介会召开 三产服务助力湖区地标品牌建设,飞象网
6694,2018-05-11,"交通运输行业周报:海运运价抬升,民航票价改革继续推进",平安证券
6695,2018-05-10,[审慎增持评级]顺丰控股(002352)季报点评：新业务促公司高增长,中财网
6696,2018-05-10,商贸零售行业日报：顺丰联手新邦进军重货快运,中财网
6697,2018-05-09,顺丰控股今日大宗交易成交16.20万股，成交价46.12元折价5.01%,Wind资讯
6698,2018-05-09,[推荐评级]快递行业2017和2018Q1财报分析：快递行业增速回升 龙头企业分化加剧,中财网
6699,2018-05-09,顺丰参与塘栖枇销售 还成立了一家关注的农产品电商公司,联商网
6700,2018-05-09,要闻快讯：民营快递未来布局的三大支点,北京商报
6701,2018-05-09,顺丰成立“超级大数据公司”——物流生态圈型供应链将成趋势,仓储自动化网
6702,2018-05-09,顺心快运即将出炉 快递巨头抢分快运蛋糕,亿邦动力
6703,2018-05-08,[推荐评级]交通运输行业周报：铁路定价市场化持续推进,中财网
6704,2018-05-08,零售头条：京东618玩法曝光 新零售都在赔本赚吆喝？,联商网
6705,2018-05-08,标杆：左手国家队，右手外国队，科捷如何在物流设备市场杀出新出路？,仓储自动化网
6706,2018-05-08,【主题研究】工业互联网：制造业的创新平台,中财网
6707,2018-05-07,投诉多发综合毛利率走低 “物流界华为”德邦股份离“第一梯队”有多远？,中国经营网
6708,2018-05-07,九州通：借力医改快速增长 打造完整医药健康管理平台,证券时报
6709,2018-05-06,【高管面对面】7年从200亿到700亿！“民营医药流通第一股”未来还有哪些看点？,e公司
6710,2018-05-05,顺丰要牵头建“大数据公司”,新华网
6711,2018-05-05,阿里巴巴财报强劲均创最高增长 六股或成摇钱树,e公司
6712,2018-05-04,深交所举办首期“上市公司与境外投资者面对面”活动,深交所
6713,2018-05-04,"交通运输行业17年报及18一季报回顾:航空、铁路业绩向好,物流、快递高景气,集运建议底部布局",申万宏源
6714,2018-05-04,"顺丰控股:用顺丰,还有“顺心”!",申万宏源
6715,2018-05-03,增持、回购齐上阵，抄底时机到了？,--
6716,2018-05-03,生鲜电商仍难跃行业“珠穆朗玛峰”,证券日报
6717,2018-05-02,顺丰控股一季度营收205.7亿 同比增长逾三成,中国网
6718,2018-05-02,顺丰、中通、圆通、韵达、百世、德邦2018年要这么干！,亿欧网
6719,2018-05-02,同城配小弟顺丰，要怎么翻身做大哥？,搜狐
6720,2018-05-01,六大亮点凸显深市多层次资本市场 助力经济高质量发展,深交所
6721,2018-04-30,顺丰携八家公司成立“超级大数据公司” 生态圈型供应链合作将成趋势,每日经济新闻
6722,2018-04-28,买金呗正式推出黄金回收业务,财经网
6723,2018-04-28,国金证券：顺丰控股买入评级,顶尖财经网
6724,2018-04-27,顺丰Q1净利9.95亿，同比增长29%，还成立供应链大数据平台,钛媒体
6725,2018-04-27,顺丰控股发布2018年一季度财报：总营收205.6亿元，增涨超三成,IT之家
6726,2018-04-27,外卖下半场：跟烧钱无关 与打车不同,腾讯网
6727,2018-04-27,您的《快递暂行条例》已送达 请及时签收,财界网
6728,2018-04-27,“丰鸟之争”后又一大动作 顺丰发起成立“超级大数据”公司,联商网
6729,2018-04-27,顺丰控股五折推股权激励 金手链撒向1200余人,证券日报
6730,2018-04-27,顺丰控股一季度净利大增29%势头强劲 成立超级大数据公司助推发展,21世纪经济报道
6731,2018-04-26,顺丰一季度净利9.95亿元 参与设立大数据合资公司,新浪
6732,2018-04-26,一线丨联合八家公司，顺丰要搞供应链大数据平台,腾讯网
6733,2018-04-26,公告精选：格力电器一季度净利增长四成，未分配利润高达613亿元；西藏旅游、双环科技将被实施退市风险警示,每日经济新闻
6734,2018-04-26,顺丰控股一季度营收增三成 预计上半年净利润达21亿元-23.5亿元,中证网
6735,2018-04-26,公告精选：格力电器一季度业绩增长近四成 证金增持多只券商股,e公司
6736,2018-04-26,顺丰控股第一季度净利润9.95亿元 同比增长28.58%,搜狐
6737,2018-04-26,顺丰控股：一季度净利润近10亿元增长三成 拟实施股票激励计划,e公司
6738,2018-04-26,顺丰控股一季度营收增三成 市占率同比上升,腾讯网
6739,2018-04-26,顺丰控股：一季度实现营业收入205.7亿元，同比增长32.96%,金融界
6740,2018-04-26,顺丰控股第一季度营收206亿元人民币,腾讯网
6741,2018-04-26,顺丰控股：一季度净利润9.95亿元，同比增长28.58%,Wind
6742,2018-04-26,交通运输：2018年3月较2月船期可靠性下降1.6%,川财证券
6743,2018-04-25,交通运输：交通部加快长江干线水上洗舱站建设 荐4股,川财证券
6744,2018-04-25,四股东套现149亿！快递巨头顺丰股东首次大规模集中减持,云掌财经
6745,2018-04-25,顺丰股东集中减持拟不超过7.53% 至少套现149亿元,澎湃新闻
6746,2018-04-25,商业新物种透视：云集的力量,搜狐
6747,2018-04-25,顺丰四股东拟减持套现149亿元,中金在线
6748,2018-04-25,交通运输行业日报：中国海事仲裁中心挂牌 7家企业入驻,中财网
6749,2018-04-25,"交运行业周报:快递行业增速恢复平稳,继续提示集运长期配置机会",国联证券
6750,2018-04-24,[推荐评级]快递行业每月谈：那些消失的快递公司,中财网
6751,2018-04-24,顺丰搭建物流“天路 ”全产业链助推西藏净土产业发展,飞象网
6752,2018-04-24,独家|中铁快运营收大降 盼与顺丰京东加强合作“救场”,中国经营网
6753,2018-04-24,医药物流竞争或将趋于激烈 第三方物流企业竞相介入,股城网
6754,2018-04-24,交通运输行业日报：交通部加强船舶与港口污染防治,中财网
6755,2018-04-23,多家公司发减持公告：顺丰控股三夫户外东方精工际华集团拟遭抛售,Wind
6756,2018-04-23,顺丰控股：四股东拟合计减持不超7.53%股份,Wind
6757,2018-04-23,顺丰控股：股东拟合计减持不超7.53%股份,e公司
6758,2018-04-23,[推荐评级]交通运输行业周报：国内航线票价市场化持续推进,中财网
6759,2018-04-23,顺丰控股：两股东减持逾900万股，减持计划完成,Wind
6760,2018-04-23,[强于大市评级]交通运输行业研究周报：雄安新区规划出炉 航空、铁路配置正当时,中财网
6761,2018-04-23,午间公告：远方信息下调2017年度业绩,Wind
6762,2018-04-22,快递行业增速企稳竞争格局改善 四股迎上车良机,中证报
6763,2018-04-21,主业经营不善，副业“虚假繁荣”，滴滴该反省什么？,新浪
6764,2018-04-21,如果我是程维：滴滴外卖应该怎么做？,金融界
6765,2018-04-21,快递公司交一季度成绩单：行业增速企稳，竞争格局改善,证券时报网
6766,2018-04-20,一线 | 专访亿航胡华智：一季度订单近亿，投入物流无人机蓝海,腾讯网
6767,2018-04-20,[推荐评级]快递公司3月经营数据点评：韵达3月业务量增速62%,中财网
6768,2018-04-20,交通运输行业点评：快递行业一季度维持高增速,中财网
6769,2018-04-20,进入黄金时代冷链物流，到底是什么模样？,亿欧网
6770,2018-04-19,顺丰冷链董事长：传统第三方冷链企业已死,亿邦动力
6771,2018-04-19,仓储物流行业一季度经营数据：韵达、顺丰增速加快 申通单价上涨,中财网
6772,2018-04-19,物流板快直线拉涨，韵达股份涨7%,Wind
6773,2018-04-19,顺丰控股、申通快递3月份快递业务实现增长,中证报
6774,2018-04-19,快递公司披露三月快报韵达股份业务量增六成,顶尖财经网
6775,2018-04-19,顺丰控股股份有限公司2018年3月快递服务业务经营简报,证券时报
6776,2018-04-19,"2018年3月快递数据点评:快递每月谈2018年第3期,强者愈强弱者愈弱",申万宏源
6777,2018-04-18,18日晚间公司重大利好公告一览（更新中）,证券之星
6778,2018-04-18,顺丰控股：3月快递业务营收71.61亿元，同比增长28.2%,Wind
6779,2018-04-18,顺丰控股：3月快递业务营收71.61亿 同比增近三成,e公司
6780,2018-04-18,“物流”+“售后”模式，顺丰丰修撬动千亿售后市场,DoNews
6781,2018-04-18,[中性评级]2018年一季度快递行业数据点评：春节扰动因素逐步退散 行业集中度继续攀升,中财网
6782,2018-04-18,交通运输：民航局对航空公司市场调节价进行监督 荐4股,川财证券
6783,2018-04-18,顺丰建立首个农产品一件代发中心 打造特色农产品生态链,中国网
6784,2018-04-17,顺丰分红，王卫入账6.2亿，最新身家排中国富豪榜第六,银行信息港
6785,2018-04-17,交通运输行业日报：日照港与中铁太原局签署战略合作协议,中财网
6786,2018-04-16,交通运输：航空调价目录出台 一线互飞均在其中,申万宏源
6787,2018-04-16,[看好评级]申万宏源交运行业一周天地汇：航空调价目录出台 一线互飞均在其中 业绩空间进一步打开,中财网
6788,2018-04-16,[强于大市评级]交通运输行业研究周报：3月快递单量增速29.9% 海南自贸区自贸港建设获国家支持,中财网
6789,2018-04-16,[推荐评级]快递行业3月数据点评：业务量同比增速29.9%,中财网
6790,2018-04-16,[领先大市-A评级]一季度快递数据点评：量增速重回30%+ 集中度进一步提升,中财网
6791,2018-04-16,[强于大市评级]交通运输行业周报：民航局正式印发市场调节价航线目录 民航调价在即,中财网
6792,2018-04-16,快递行业月报第15期：一季度量价均超预期 集中度创新高,中财网
6793,2018-04-16,海南将建自由贸易港激活市场人气 六只股潜力大,证券之星
6794,2018-04-16,快递在大城市如何“安家” 智能化成为物流突破口,中新网
6795,2018-04-13,[看好评级]交通运输行业2018年一季报前瞻：航运、航空供需结构改善 快递增速提升 铁路货运依旧亮眼,中财网
6796,2018-04-13,解决“最后100米”，快递柜叫好不叫座？,信产网
6797,2018-04-13,快递业迎提质增量发展新阶段 四股有望再接再厉,证券日报
6798,2018-04-13,快递业迎提质增量发展新阶段 机构看好4只龙头股,证券日报
6799,2018-04-12,京东物流推出“闪电送”，无界物流点亮无界零售未来,搜狐
6800,2018-04-12,顺丰PK京东物流，才是本年度拿手好戏,仓储自动化网
6801,2018-04-11,无人机送货时代真要来了？烧钱赚眼球三大痛点仍待解,羊城晚报
6802,2018-04-10,增速放缓的京东物流能否改变行业格局?,号外财经网
6803,2018-04-09,[推荐评级]交通运输行业周报：飞机关税提高对当期利润影响有限,中财网
6804,2018-04-09,[强于大市评级]交通运输行业研究周报：出口集运价格止跌企稳 海南主题继续发酵,中财网
6805,2018-04-09,无人机送快递新进展：首张无人机航空运营许可证发放,新浪
6806,2018-04-07,为什么说京东与顺丰必有一战？,虎嗅网
6807,2018-04-04,解决大件网购市场痛点 物流企业引爆大件快递市场,中金在线
6808,2018-04-03,交通运输行业周报：增值税率降低有望增厚行业利润,中财网
6809,2018-04-03,[强于大市评级]交通运输行业周报：交运增值税税率调降 航空板块受益明显,中财网
6810,2018-04-03,新零售来势汹汹 快递企业面临着怎样的机遇?,亿欧网
6811,2018-04-03,[强于大市评级]交通运输行业研究周报：增值税率下调利好航空铁路 二季度持续推荐,中财网
6812,2018-04-03,[买入评级]快递物流行业研究：电商逐鹿物流地产 行业格局去向何处,中财网
6813,2018-04-02,沃尔玛部分门店“封杀”支付宝 腾讯阿里线下抢夺数据资源日趋白热化,中国经济周刊
6814,2018-04-02,顺丰与同盾合资成立新公司，发力供应链金融,金融界
6815,2018-04-02,2018樱商大会召开 顺丰与会探索产业“上下行”可能性,飞象网
6816,2018-04-02,顺丰与同盾强强联手 助力供应链金融破解中小企业融资难困境,金融界
6817,2018-04-01,小件发顺丰、大件发德邦，快递行业即将上演双雄会,搜狐
6818,2018-04-01,交通运输行业日报：1-2月中国社会物流总额同比增长7.7%,中财网
6819,2018-03-31,【上市公司一周舆情热评】茅台股价遭重挫 比亚迪利润下滑存隐忧,搜狐
6820,2018-03-31,快递公司不想再看电商脸色，自己做零售胜算几何？,财经杂志
6821,2018-03-31,快递企业大力布局物流无人机,中证网
6822,2018-03-30,跨境电商首条洲际专用航线开通 流通成本仍需考量,每日经济新闻
6823,2018-03-30,金股预测早间版：8股有望开启估值修复,巨丰财经
6824,2018-03-29,深交所启动新版证券上市协议签署工作,深交所
6825,2018-03-29,[强于大市评级]交通运输行业点评：增值税率下调 交运板块获益几何?,中财网
6826,2018-03-29,新零售对物流体系提出更高要求,赛迪网
6827,2018-03-29,3月29日涨停股揭秘：阿里进入物联网领域五年内连接百亿台设备 华中数控封涨停,中证网
6828,2018-03-28,苏宁易购宣布基础运费3年不涨价 业内：成本上涨或致行业运费微涨,每日经济新闻
6829,2018-03-28,顺丰、京东“审批竞速”另一面：无人机成低空空域管理改革突破口,经济观察网
6830,2018-03-28,中国大物流产业见证者和推动者：顺丰25年做对了什么?,搜狐
6831,2018-03-28,顺丰第一个拿证！无人机送快递正式到来,驱动之家
6832,2018-03-28,民航华东地区管理局向顺丰颁发首个无人机航空运营（试点）许可证,证券日报网
6833,2018-03-28,顺丰子公司获国内首张无人机航空牌照,全景网
6834,2018-03-28,最新公告透露利好 23只个股透露利好（3.28）,中证网
6835,2018-03-28,国内首张无人机运营许可证颁发 行业高增长可期(附股),金融界
6836,2018-03-28,首张无人机航空许可证颁出 顺丰控股获准饮“头啖汤”,证券时报
6837,2018-03-28,"顺丰控股:多项新业务齐发力,巩固快递龙头地位",证券之星
6838,2018-03-27,顺丰获无人机航空运营许可证 与京东掀起物流空战,新浪
6839,2018-03-27,顺丰控股获颁发国内首张无人机航空运营许可证,证券时报网
6840,2018-03-27,国内首家！顺丰无人机获民航局运营许可,Wind
6841,2018-03-27,顺丰物流无人机获民航局正式运营许可,金融界
6842,2018-03-27,顺丰控股今日大宗交易成交221.55万股，成交价45.0元折价7.67%,Wind资讯
6843,2018-03-27,顺丰控股2017年收入超710亿元 十张图带你了顺丰年报看点！,前瞻网
6844,2018-03-27,您身边的贴心售后管家,信产网
6845,2018-03-27,"交通运输行业:回避贸易摩擦风险,布局航空铁路和快递",新浪
6846,2018-03-27,交通运输行业日报：2018年2月全球造船新签订单50艘,中财网
6847,2018-03-27,快递行业业绩股价两重天,时代在线
6848,2018-03-27,交通运输行业周报:2018年夏秋航季时刻表今起执行,平安证券
6849,2018-03-26,交通运输:夏秋换季计划航班增速预计继续收紧,平安证券
6850,2018-03-26,545家公司披露年报，68只成长股不惧调整藏“升”机,证券日报
6851,2018-03-25,【天风交运姜明团队】周报（3.19-3.25）：回避贸易摩擦风险，布局航空铁路和快递,姜明交运观察
6852,2018-03-23,[路演]顺丰控股：用技术改变物流 打造“物流+人工智能”的新业务形态,全景网
6853,2018-03-23,[路演]顺丰王卫：致力于提供综合物流服务 对标12万亿大物流市场,全景网
6854,2018-03-23,[路演]顺丰控股：即使行业增速放缓 仍有信心保持稳定的增长水平,全景网
6855,2018-03-23,[路演]顺丰控股：设计适合行业细分客群的有质量的差异化产品和服务,全景网
6856,2018-03-23,[路演]顺丰控股：今年将按计划进行飞机的引进、机队及航空能力的建设,全景网
6857,2018-03-23,[路演]顺丰控股：对虚假发货行为仍将保持高压打击状态,全景网
6858,2018-03-23,交通运输行业日报：1-2月南昌港吞吐量大幅增长,中财网
6859,2018-03-22,3月22日有35家公司获重要股东增减持 巨力索具已被连续增持35次,Wind
6860,2018-03-22,聚焦中西部物流：谁将成为中国“孟菲斯”,证券时报
