,2021-12-31,中微公司(688012.SH)获得政府补助7337.32万元,智通财经
2240,2020-01-20,大基金加持，半导体设备成风口上的“猪”,Wind
2241,2020-01-20,科创板中微公司首破千亿市值，千倍估值能否顶住首批解禁？,南都报
2242,2020-01-20,3000亿解禁潮来袭！最高解禁比例630% 大白马迎千亿解禁冲击 解禁,财富动力网
2243,2020-01-20,本周78股解禁A股迎来2020年最大限售股解禁周 解禁,财界网
2244,2020-01-20,中微公司超千倍市盈率隐忧：扣非后净利润预增幅不足50% 盈利能力下降,电鳗快报
2245,2020-01-20,5G行情步入新阶段,红周刊
2246,2020-01-20,持股or持币？3000亿解禁潮来袭！A股节前大考，最高解禁比例630% 解禁,证券时报网
2247,2020-01-20,首批限售股解禁在即 科创板减持套现需保持理性 解禁,新京报
2248,2020-01-19,中微公司市值突破千亿元预计2019年净利润同增幅近一倍,证券日报
2249,2020-01-19,【国盛电子郑震湘团队】预告超预期，电子超景气度进一步确定,湘评科技
2250,2020-01-19,一周概念股：科创板首家千亿市值企业诞生；阻容感迎缺货涨价潮,搜狐
2251,2020-01-19,科创板1.24亿限售股周三解禁 将带来超23亿元盈利 解禁,新京报
2252,2020-01-19,公募现身66家科创板公司 7基金入驻首家破千亿市值科创板公司,证券日报
2253,2020-01-19,科创板总市值首破万亿 基金经理：未来一定有多个10倍股！,证券时报
2254,2020-01-19,中微公司全年利润翻倍，长江存储新年“礼包”不断,中信建投证券研究
2255,2020-01-18,仅用123天！科创板首家千亿市值企业诞生，半导体龙头股价半个月翻倍，机构高位减持 减持股份,华夏时报
2256,2020-01-18,数据|22日科创板首轮解禁来袭！136家机构浮盈24亿，卖or不卖？这家25票在手,科创板日报
2257,2020-01-18,中微公司发布业绩预告：全年净利润同比增长94%至111%,金融界
2258,2020-01-18,恒瑞医药正向情绪居首，华东医药负向情绪警笛拉响,21世纪经济报道
2259,2020-01-18,科创板总市值首破万亿，还刚诞生了千亿半导体巨头！,证券时报网
2260,2020-01-18,科创板总市值破万亿，中微公司率先破千亿,Wind
2261,2020-01-18,首批基金2019四季度科创板投资路线图曝光：公募基金现身66家科创板公司 7只基金入驻首家破千亿元市值科创板公司,证券日报
2262,2020-01-17,盈利同比增近一倍，中微公司2019年盈利超1.7亿元,资本邦
2263,2020-01-17,【华西电子孙远峰团队—持续看好半导景气】半导体材料积极扩产，导入新建产线窗口期,远峰电子
2264,2020-01-17,中微公司：预计2019年净利润同比增长93.68%-111.29%,Wind
2265,2020-01-17,中微公司总市值破千亿 预计2019年净利1.76亿元-1.92亿元,中证网
2266,2020-01-17,解禁前涨嗨了：科创板行情太意外 整体上涨近四成,证券时报网
2267,2020-01-17,中微公司预计2019年实现净利润1.76亿元-1.92亿元 同比翻倍,金融界
2268,2020-01-17,中微公司(688012.SH)2019年净利预增93.68%到111.29%,格隆汇
2269,2020-01-17,中微公司：2019实现净利1.76-1.92亿 同比增94-111%,新浪
2270,2020-01-17,中微公司：2019年净利预增94%-111%,e公司
2271,2020-01-17,科创板千亿巨头诞生，两大超级牛股却集体闪崩，一线游资猛砸,证券时报网
2272,2020-01-17,大文化和科创板完成十倍和千亿仪式后将进入新阶段,新浪
2273,2020-01-17,解码科创板｜科创板又开始发飙 N特宝首日暴涨328.40%,上游新闻
2274,2020-01-17,反弹乏力：两市涨跌互现，中微公司成科创板首个千亿市值公司,澎湃新闻
2275,2020-01-17,17日强势板块分析：科创板个股走势活跃 流感概念震荡拉升,证券时报网
2276,2020-01-17,科创板个股午后持续走强，中微公司市值突破1000亿元,第一财经
2277,2020-01-17,科创板午后全线上攻,Wind
2278,2020-01-17,中微公司总市值突破1000亿，居科创板首位,Wind
2279,2020-01-17,科创板个股继续走强 中微公司涨超12%市值突破1000亿元,e公司
2280,2020-01-17,【科创板个股继续走强中微公司总市值突破1000亿】科创板个股继续走强，晶晨股份涨近17%，虹软科技、中微公司、睿创微纳,金十数据
2281,2020-01-17,半导体板块走弱 中微公司跌4.07%,e公司
2282,2020-01-17,集成电路概念“发酵” 资金热捧科创板标的,上证报
2283,2020-01-16,【东吴电子王平阳团队】周报: 本土主流存储器产业链投资机遇,东吴电子研究
2284,2020-01-16,1月16日A股龙虎榜揭秘，机构抛售11股,Wind
2285,2020-01-16,无惧下周解禁！科创板个股几近全线上涨芯片板块成最强音,科创板日报
2286,2020-01-16,科创板午后继续攀升,Wind
2287,2020-01-16,科创板午后全线上扬，芯源微冲击涨停,Wind
2288,2020-01-16,科创板延续强势,Wind
2289,2020-01-16,千亿市值不是梦？中微公司16天股价翻倍大基金重点关注这一领域,科创板日报
2290,2020-01-16,科创板表现强势,Wind
2291,2020-01-16,芯片板块开盘上攻,Wind
2292,2020-01-16,A股融资融券日报：两融余额增加22.77亿元（1月15日）,Wind
2293,2020-01-16,科创板首轮36亿市值限售股松绑来袭 下半年将迎解禁高峰 解禁,21世纪经济报道
2294,2020-01-16,解码科创板｜中微公司逆势大涨8.88% 去年12月以来股价翻倍！,上游新闻
2295,2020-01-16,科创板首轮36亿市值限售股松绑来袭下半年将迎解禁高峰 解禁,21世纪经济报道
2296,2020-01-15,科创板收评：个股涨跌互现中微公司涨8.88%,科创板日报
2297,2020-01-15,A股融资融券日报：两融余额增加25.59亿元（1月14日）,Wind
2298,2020-01-14,数据|科创板首轮1.24亿限售股解禁来袭！机构账面浮盈19亿，这家公司解禁市值最大 解禁,科创板日报
2299,2020-01-14,芯片股沸腾了，中微公司翻倍！私募：短期估值偏高，看好芯片设备和封测领域！,每日经济新闻
2300,2020-01-14,46只科创板股融资余额环比增加,证券时报网
2301,2020-01-13,A股业绩预报加速，这些股票商誉占比最高（附股）,第一财经
2302,2020-01-13,中微公司今日大宗交易成交39万股，成交价126.0元折价5.97%,Wind
2303,2020-01-13,悄然崛起！调整4个月后7只票创新高，94%的个股赚钱！(附机构扫货名单),每日经济新闻
2304,2020-01-13,中微公司(688012.SH)：299.14万股限售股22日解禁 解禁,格隆汇
2305,2020-01-13,一文看后市：节前继续乐观，年报行情全面爆发！,腾讯网
2306,2020-01-13,中微公司：占总股本0.56%限售股将于1月22日上市流通 解禁,Wind
2307,2020-01-13,中微公司龙虎榜：四机构上榜合计净买入6888万元,证券时报网
2308,2020-01-13,科技股王者归来，A股普涨沪指再上3100点,Wind
2309,2020-01-13,科创板收评：个股呈普涨格局中微公司涨超16%,科创板日报
2310,2020-01-13,科创板尾盘持续走强，中微公司涨逾15%,第一财经
2311,2020-01-13,快讯：半导体尾盘持续拉升 中微公司大涨15%,新浪
2312,2020-01-13,华西证券：中微公司未来增长潜力巨大 建议重点关注,新浪
2313,2020-01-13,科创板个股表现活跃，中微公司涨近11%领涨,第一财经
2314,2020-01-13,年度数据报告⑥：科创板开市半年的成绩单，请查收,上观
2315,2020-01-13,科创板开市半年成绩单:80%企业实现营收净利双增长,上观
2316,2020-01-09,国家大基金投资半导体公司睿励科学仪器,Wind
2317,2020-01-08,解码科创板｜逆势逞强！天奈科技、中微公司双双涨超10%,上游新闻
2318,2020-01-08,特斯拉产业链延续强势，本土供应商概念股纷纷涨停,第一财经
2319,2020-01-08,科创板尾盘异动，天奈科技、中微公司涨超10%,Wind
2320,2020-01-06,"【华西电子孙远峰团队—持续看好半导景气】芯片涨价全产业链蔓延,上半年景气度望延续",远峰电子
2321,2020-01-05,首席周观点：央行降准如期而至，后续降息或将跟进,东兴研究圈
2322,2020-01-03,"金山办公领涨科创板,澜起科技总市值809亿封王,券商揽入佣金8亿",华夏时报
2323,2020-01-03,36只科创板股融资余额环比增加,证券时报网
2324,2020-01-02,大基金减持，投资风向哪里吹 减持股份,第一财经
2325,2020-01-02,科创板收评：个股呈普涨格局中微公司涨超12%,科创板日报
2326,2019-12-31,中微公司：12月6日以来累计获得2441.12万元政府补助款项,发布易
2327,2019-12-31,中微公司(688012.SH)及子公司12月6日至今累计获得政府补助2441.12万元,格隆汇
2328,2019-12-30,科创板年关补贴大战来袭！23公司密集公告收“大礼包”,科创板日报
2329,2019-12-30,交易活跃度减弱，整体估值消化与内部分化并存——科创板周观察（中泰策略）,修炼投资的水晶球
2330,2019-12-30,科创板观察丨落实信披要求消除隐形门槛，科创板吸引申报企业数量满“双百”,21世纪经济报道
2331,2019-12-29,国家大基金二期来了！半导体材料行业中这些潜力龙头股最受青睐,巨丰财经
2332,2019-12-27,科创板资金动向：5股主力资金净流入超1000万元,证券时报网
2333,2019-12-27,中微公司荣获首届上海市知识产权创新奖,唯样资讯
2334,2019-12-27,半导体板块再度被点燃 大涨过后是否还有上车机会,投资者网
2335,2019-12-25,科创板收评之12.25：62只个股上涨 芯源微中微公司安集科技涨幅超10%,TechWeb
2336,2019-12-24,半导体设备行业更新报告：大基金二期有望撬动万亿资金，设备占比提升、龙头持续加码，给予“增持”评级,国泰君安
2337,2019-12-23,大基金投资了22家A股公司 只有这一家现在还浮亏,上证报
2338,2019-12-23,科创板“科研之星”：6公司三年研发支出比超30% 微芯生物59%居首,投资时报
2339,2019-12-20,12月20日科创板主力资金净流出3.17亿元,证券时报网
2340,2019-12-19,12月19日科创板主力资金净流出6.77亿元,证券时报网
2341,2019-12-19,34股获券商买入评级 华泰证券目标涨幅达52.71%,Wind
2342,2019-12-12,港股早盘：港股强势大涨1.26%，A股萎靡半导体板块却持续强势,格隆汇
2343,2019-12-12,【行情】科创板个股早盘再度拉升，截至发稿，普元信息涨超18%，佰仁医疗涨超5%，中微公司涨超4%。,金十数据
2344,2019-12-12,【行情】芯片股开盘走强，晶方科技拉升触板，乾照光电、江丰电子、中微公司、北京君正等跟涨。,金十数据
2345,2019-12-08,中微公司董事长尹志尧：将建立一个临港半导体设备和材料产业基地,Wind
2346,2019-12-08,中微公司董事长尹志尧：将建立一个临港半导体设备和材料产业基地,证券时报网
2347,2019-12-06,多只新股上市后表现低迷 普元信息、硕世生物跌逾7%,第一财经
2348,2019-12-05,中微公司：公司及子公司近期获得2536万元政府补助,e公司
2349,2019-12-05,中微公司(688012.SH)：累计获得政府补助款项共2535.83万元,格隆汇
2350,2019-12-05,浮盈251亿！国家大基金一期A股项目牛了 集成电路指数今年已翻番,中证报
2351,2019-12-04,因为一张表 这两家公司今天涨疯了,上证报
2352,2019-12-04,集成电路早盘异动 中微公司大涨逾9%,中国经济网
2353,2019-12-04,科创板走势分化，中微公司大涨9%,Wind
2354,2019-11-29,寻找高景气细分行业——半导体设备将迎转机之年,财富动力网
2355,2019-11-27,全球半导体设备新星，中微公司撑住国产芯力量,慧聪电子网
2356,2019-11-27,从国产芯片到半导体设备细分领域，沈阳芯源微电子面面观,财华社
2357,2019-11-27,中国半导体产业迎来柳暗花明，哪些科创板企业能够笑到最后,慧聪电子网
2358,2019-11-27,2019年中微公司净利翻倍 5纳米刻蚀设备获批量订单,慧聪电子网
2359,2019-11-26,机械制造：广西投2900万元支持铁路建设 荐5股,渤海证券
2360,2019-11-20,科创板中微公司：获得政府补助1604.72万元,e公司
2361,2019-11-20,【科新先声】科创板TMT公司三季报数据大揭秘【安信诸海滨团队】,微信
2362,2019-11-20,越过7到10亿的山丘，哪些国产半导体设备企业将突破盈利加速拐点？ | 国君电子,国泰君安证券研究
2363,2019-11-18,中微公司：公司目前没有研发或生产TWS耳机,第一财经
2364,2019-11-18,对话高通创投沈劲：2035年之前，5G可以创造13.2万亿美元价值,钛媒体
2365,2019-11-06,今天 两只科创板新股盘中破发 为何是他们？（附影响解读） 连续下跌,证券时报网
2366,2019-11-05,制度创新经受住市场检验,新京报
2367,2019-11-04,科创板横空出世一周年！上市企业纷纷表态：聚焦硬科技，力争跑得快、长得美，回报投资者！,e公司
2368,2019-11-04,【机械*陈显帆】深度：行业单季度业绩增速放缓， 工程机械、油服等板块持续高景气 盈利能力下降,东吴研究所
2369,2019-11-04,5G时代已至 如何在A股半导体板块寻机,投资者网
2370,2019-11-03,科创板公司前三季成绩单出炉！10家盈利翻倍,券商中国
2371,2019-10-31,科创板公司成绩单亮眼，机构投资者加紧布局,Wind
2372,2019-10-30,国家大基金二期落地 把握两条主线,第一财经
2373,2019-10-29,科创板丨中微公司前三季度实现净利润1.35亿元 同比增长398.83%,TechWeb
2374,2019-10-29,中微公司(688012.SH)前三季净利润升399.41%至1.35亿元,格隆汇
2375,2019-10-29,中微公司公布三季报 前三季净利增加399.14%,新浪
2376,2019-10-28,科创板中微公司：前三季净利同比增399%,证券时报网
2377,2019-10-28,中微公司：前三季度净利润同比增长399.14%,第一财经
2378,2019-10-27,半导体、电子设备：大基金二期成立 荐3股,国联证券
2379,2019-10-22,从长江存储招标看半导体设备国产化,吉森电子研究
2380,2019-10-22,【太平洋机械】机械行业周报20200119：国内半导体行业扩产加速，国产设备商迎重要机遇期,太平洋机械大讲堂
2381,2019-10-17,"机械行业:智能制造行业全景图,半导体设备篇",平安证券
2382,2019-09-30,半导体、电子设备：半导体设备国产替代先锋,广发证券
2383,2019-09-28,科创板丨中微公司全资子公司南昌中微获6003.15万元政府补助,TechWeb
2384,2019-09-27,中微公司：近期获政府补助款项共计6003万元,e公司
2385,2019-09-27,科创收盘28涨2跌 1股涨幅超10%,中财网
2386,2019-09-26,半导体产业链：自主替代，A股特色公司介绍(下篇),Wind
2387,2019-09-26,信息科技：小米将于今日召开秋季新品发布会,东莞证券
2388,2019-09-25,半导体、电子设备：国产设备充分受益 荐8股,广发证券
2389,2019-09-24,科创板个股全线上扬，乐鑫科技大涨13%创上市以来新高,Wind
2390,2019-09-24,快讯：科创板股票普遍走高 中微公司涨逾8%,新浪
2391,2019-09-24,科创板股票全线飘红,Wind
2392,2019-09-24,科创板个股全线飘红 中微公司涨约9%,e公司
2393,2019-09-24,科创板表现活跃 中微公司涨逾8%,证券时报网
2394,2019-09-24,科创板表现活跃，中微公司涨超6%,Wind
2395,2019-09-24,机械制造：百列复兴号招标启动 荐5股,渤海证券
2396,2019-09-21,科创板半年报尽显科创底色 研发费用占比平均达13%,新浪
2397,2019-09-20,信息科技：华为正式发布年度旗舰手机MATE30系列,东莞证券
2398,2019-09-19,【科新先声】详解科创板14家TMT公司中报，细探其发展态势如何？【安信诸海滨团队】,微信
2399,2019-09-06,科创板特别报告：高研发投入带动业绩高速增长 二级市场泡沫仍存,21世纪经济报道
2400,2019-09-06,上半年4家公司研发投入过亿,信息时报
2401,2019-09-05,图解25家已注册科创板公司发行及2019中报业绩预告情况,科创观潮
2402,2019-09-04,科创板今日25只个股下跌 仅交控科技中微公司华兴源创上涨,TechWeb
2403,2019-09-04,专用设备制造企业营收破30亿元 营收破6亿元企业占一半,证券日报
2404,2019-09-03,科创板中报排行：总营收330亿，净利逾45亿，只有这四家下滑 盈利能力下降,面包财经
2405,2019-09-03,资本市场改革试验田科创底色扫描：近四成公司净利过亿 技术驱动高增长,时代周报
2406,2019-09-03,整体回暖24只股飘红科创板交投逐渐理性,重庆商报
2407,2019-09-02,科创板丨中微公司自上市以来累计获得政府补助3744万元,TechWeb
2408,2019-09-01,科创板中报首交成绩单 看看哪家公司最赚钱？,重庆商报
2409,2019-08-31,科创板交出首份“中考”成绩单28家公司营收集体增长,证券时报
2410,2019-08-30,中微公司(688012.SH)近期累计获得政府补助款项3743.94万元,格隆汇
2411,2019-08-30,上市后业绩首秀！5张图看懂：哪家科创板公司最赚钱？（附排行榜）,21世纪经济报道
2412,2019-08-27,【山证两融】融资融券周报(20190819-20190823) 2019年第33期,山西证券研究所
2413,2019-08-26,科创收盘25涨3跌 1股涨幅超10%,中财网
2414,2019-08-23,科创板尾盘全线走弱，沃尔德一度跌超18%,Wind
2415,2019-08-23,28家公司股价较发行价平均涨171%,和讯
2416,2019-08-23,中微公司上半年扭亏为盈3037万 拟1375万投资集成电路标的资不抵债,长江商报
2417,2019-08-22,中微公司上半年业绩扭亏为盈 今日拿下科创板涨幅第1,TechWeb
2418,2019-08-22,科创板个股涨跌参半 中微公司领涨,第一财经
2419,2019-08-21,布局集成电路工艺检测设备 中微公司拟对上海睿励投资1375万元,中证网
2420,2019-08-21,中微公司：上半年营收同比增72% 净利润同比扭亏为盈,金融界
2421,2019-08-21,中微公司(688012.SH)半年度业绩扭亏为盈至3037.11万元,格隆汇
2422,2019-08-21,科创板中微公司：上半年营收同比增72% 净利扭亏,e公司
2423,2019-08-21,科创板中微公司中报：上半年净利润3037万元，同比扭亏,Wind
2424,2019-08-21,科创板“满月”全景图：平均上涨170%，交易回归理性,Wind
2425,2019-08-21,科创收盘1涨27跌 1股跌幅超10%,中财网
2426,2019-08-19,科创板近半数公司高管有海归背景 各地支持政策催生海归创业激情,证券日报
2427,2019-08-16,持续研发步入收获期 士兰微入围中国企业专利500强,e公司
2428,2019-08-16,科创板第四周数据秀,Wind
2429,2019-08-13,微芯生物 开盘涨5倍 发行市盈率最高,新京报
2430,2019-08-07,科创收盘16涨9跌 1股涨幅超10%,中财网
2431,2019-08-07,科创板现上市以来最大调整 融券余额持续上升,证券时报
2432,2019-08-06,"ICT行业科创板个股及对标股表现点评系列之三:科创板热度保持高位,与对标股价格差距进一步拉大",首创证券
2433,2019-08-05,欺诈发行5日内启动购回 科创板28项信披规范有何看点,新京报
2434,2019-08-01,科创板涨幅重新排序，2股涨停，5股创上市新高,Wind
2435,2019-08-01,科创收盘25涨 1股涨幅超20%,中财网
2436,2019-08-01,科创板“芯”势力成形 资本助力卡位5G大机遇,证券时报
2437,2019-07-31,科创板首批25股今日仅南微医学心脉医疗下跌 沃尔德涨幅超过14%,TechWeb
2438,2019-07-31,科创收盘23涨2跌 1股涨幅超10%,中财网
2439,2019-07-31,中微公司：刻蚀设备和国外的同类设备售价已无太大区别,第一财经
2440,2019-07-31,快讯：科创板涨势幅回落 中微公司涨逾6%,新浪
2441,2019-07-31,快讯：科创板股票普涨 中微公司涨逾8%,新浪
2442,2019-07-31,科创板个股稳步走高，福光股份领涨7%,Wind
2443,2019-07-29,科创板25股今日全部上涨 安集科技股价依旧最高沃尔德涨幅居首,TechWeb
2444,2019-07-29,【新时代电子 吴吉森团队】中微公司：冉冉升起的全球半导体设备新星,新时代证券研究
2445,2019-07-28,科创板首批25家上市公司首周行情复盘,中信建投证券研究
2446,2019-07-28,科创板首周战报①|25股总市值近5200亿，18股股价翻倍，中国通号市值突破千亿,重庆商报
2447,2019-07-28,科创板5天涨多少？涨幅最多相当15个一字板 25股稳赚,新浪
2448,2019-07-26,"科创板首批个股""无限制""结束:你是不是赚钱的那70%？",新浪
2449,2019-07-26,科创板首周：4只百元股2股累计成交额破百亿,挖贝网
2450,2019-07-26,科创板个股首周表现：7成个股有赚钱效应、小盘股炒作热情高,每日经济新闻
2451,2019-07-26,[观点]中微公司尹志尧：科创板为科创企业树立发展方向,全景网
2452,2019-07-25,科创板开市次日理性回调 25股总市值回撤逾500亿元,新浪
2453,2019-07-24,中证报头版：科创板个股换手率和振幅明显降低,中证报
2454,2019-07-24,电子行业盘前早知道:5G手机上市在即,东莞证券
2455,2019-07-23,科创板开市第二日：成交额突破 200 亿！,新浪
2456,2019-07-23,科创板降温明显，个股普遍回调，换手率大幅下滑 连续下跌,重庆商报
2457,2019-07-23,科创板个股走势分化：乐鑫科技收盘涨14%中国通号重挫18%,搜狐
2458,2019-07-23,接盘者的“小算盘”：估值不重要，赚钱是王道,第一财经
2459,2019-07-23,科创板半日成交150亿！安集科技、南微医学、乐鑫科技……谁会成为市场领头羊？,e公司
2460,2019-07-23,科创板午盘跌多涨少：乐鑫科技大涨15% 中国通号重挫16%,腾讯网
2461,2019-07-23,仅仅一个交易日，科创板公司两融余额已突破20亿元,Wind
2462,2019-07-23,科创板乐鑫科技涨幅扩大至20%，南微医学涨18%,Wind
2463,2019-07-23,科创板低开高走，乐鑫科技大涨8%,Wind
2464,2019-07-23,4小时充分博弈 收盘之后再“加赛”,证券时报
2465,2019-07-23,科创板今天买还是卖？十大数据透视,中国基金报
2466,2019-07-23,6成企业晋身科创板“百亿市值俱乐部” 11股“收阴”潜藏调整空间,21世纪经济报道
2467,2019-07-23,细数科创板首秀之“最”,重庆商报
2468,2019-07-23,"电子行业:科创板开市在即,关注半导体优质企业",国联证券
2469,2019-07-22,3.3万亿！一年间科创板市值扩大14倍，今日科创50来了！首日成交额644亿，4只ETF已上报，每天涨跌可达20%！,21世纪经济报道
2470,2019-07-22,华泰证券深圳益田路荣超商务中心今日买入中国通号等4只科创板新股,Wind
2471,2019-07-22,科创板和创业板比较研究：首日及后市都将碾压创业板（附表）,红周刊
2472,2019-07-22,上市第一天共创下5500余亿总市值的科创板创始人都是干什么的？,中国经营网
2473,2019-07-22,科创板首日VS创业板首日：成交额、涨幅、总市值均大幅领先,挖贝网
2474,2019-07-22,芯片企业成科创板开市首日大赢家，安集最高涨至520%,第一财经
2475,2019-07-22,科创板首日大数据汇总，总成交近500亿元最高涨幅400%,Wind
2476,2019-07-22,中微公司董事长尹志尧：集成电路是朝阳产业 希望做好业务达到投资者预期,每日经济新闻
2477,2019-07-22,科创板收获“520” 两家千亿市值公司横空出世,每日经济新闻
2478,2019-07-22,三家半导体公司闯关科创板 半日涨幅均超过200%,新京报
2479,2019-07-22,科创板半日成交近380亿 安集科技暴涨超四倍,第一财经
2480,2019-07-22,科创板“新秀”首日直击：25只股票齐翻倍 首家千亿市值股诞生,21世纪经济报道
2481,2019-07-22,上市首日惊心动魄！VC/PE渗透率达96%，本土创投迎来退出盛宴,投资界
2482,2019-07-22,首批科创板公司午盘全部翻番，最高涨幅400%,Wind
2483,2019-07-22,科创板今日正式开市，首日交易呈现出这几大特征,证券时报网
2484,2019-07-22,科创板开市！重磅嘉宾讲话要点一览,Wind
2485,2019-07-22,科创板开盘交易活跃，中微公司等多家公司临时停牌,第一财经
2486,2019-07-22,中微公司尹志尧：乘胜前行 为国家科技创新做出更多贡献,金融界
2487,2019-07-22,机械行业科创板公司概览——装备与材料并重，中微、天准等成长性最好,机械王者联盟
2488,2019-07-22,【国金研究】科创板-高端装备：重点看好具稀缺性、行业地位高的龙头公司,国金证券研究所
2489,2019-07-22,N中微:券商定位区间均值为27.42-31.79元,Wind
2490,2019-07-22,新股发行与上市一览（7月22日）,Wind
2491,2019-07-22,《科创板首批上市公司/交易制度解读电话会议纪要》,太平洋证券研究
2492,2019-07-22,保代详谈科创板：执业责任更大 协同作战要求更高,证券时报网
2493,2019-07-22,"科创板估值不""唯市盈率论""机构看好首批公司市场表现",新浪
2494,2019-07-22,历时260天 科创板今开市,北青网
2495,2019-07-21,科创先锋巡礼,东吴财经通
2496,2019-07-21,科创板开市倒计时：首批25家公司谁将脱颖而出？,财经杂志
2497,2019-07-21,中微公司（688012）新股报告：全球半导体刻蚀和薄膜沉积设备新星,机械王者联盟
2498,2019-07-21,周末要闻2019年7月21日星期日,Wind
2499,2019-07-21,科创板开市1天倒计时：首批25家企业复习资料全在这,网易
2500,2019-07-21,科创板明日开市！首批25家公司掌门人信心满满……回报投资者、打造世界级科创企业！,e公司
2501,2019-07-20,科创板25朵金花下周来了 哪朵会开得最美,钱江晚报
2502,2019-07-20,科创板开市在即，投资要看增长率，请收好这份清单,Wind
2503,2019-07-20,科创板“25星宿”诞生记：中国版纳斯达克的速度与梦想,21世纪经济报道
2504,2019-07-19,科创板｜中微公司预计今年上半年营收同比增长55%至85%,TechWeb
2505,2019-07-19,中微公司：MOCVD与刻蚀机双驱动 打造国产设备领军,申万宏源
2506,2019-07-19,25家科创板公司即将上市 科创对标板块全线大涨,中投网
2507,2019-07-19,25家科创板公司鸣锣倒计时，这些对标股开始进入轮涨模式,第一财经
2508,2019-07-19,科创板开市在即：首批业绩整体向好 投资者要掌握这些,中国经济网
2509,2019-07-19,开市在即，科创板首批公司上半年业绩曝光，估值还贵么？,飞说财经
2510,2019-07-19,微芯生物获准注册 研发支出资本化引热议,新浪
2511,2019-07-19,拟上科创板 这些公司竞争力除了核心技术还有什么,每日经济新闻
2512,2019-07-18,微芯生物终获注册，这项指标或是关键！Ａ股公司中，去年有8家企业的指标达到100%！,e公司
2513,2019-07-18,光峰科技等7公司公告：公司股票7月22日在上交所科创板上市交易,Wind
2514,2019-07-18,虹软科技等公司22日在科创板上市,中证网
2515,2019-07-18,中微公司科创板上市在即 有券商估计其股价可超40元,中证网
2516,2019-07-18,【机械行业】深度报告：科创板专题梳理：高端装备扬帆起航,格隆汇
2517,2019-07-18,国资委力挺科创板 15家央企国企旗下科创公司积极赶考,上证报
2518,2019-07-17,从芯片设计到高端设备 透视科创板首批5家半导体企业,第一财经
2519,2019-07-17,首批25家科创板企业发行工作陆续推进 新的中签结果不断出炉,券商中国
2520,2019-07-17,科创板首批挂牌企业中报预喜率超八成 中国通号预盈22.8亿居首,长江商报
2521,2019-07-17,近九成科创板星宿股报喜中微公司成中报预增王,北京商报
2522,2019-07-16,图解25家已注册科创板公司发行及2019中报业绩预告情况,科创观潮
2523,2019-07-16,科创板半年报序幕正式拉开：两公司率先公布业绩， 华兴源创净利增27%、睿创微纳增103%,21世纪经济报道
2524,2019-07-16,科创板首批上市25家企业发行数据盘点 PE均值49.16倍 实际募资370亿元,中证报
2525,2019-07-15,中微公司：半导体设备国产化领军者 强烈推荐评级,东兴证券
2526,2019-07-15,科创板开市倒计时 交易前须明白这三点,第一财经
2527,2019-07-15,科创板开市倒计时： 见证注册制，司法保障护航,第一财经日报
2528,2019-07-12,信息科技：资金估值再盘点 荐25股,太平洋证券
2529,2019-07-12,看科创板首批25股“八宗最”：谁最贵？谁最赚钱？谁募资最高,腾讯网
2530,2019-07-11,科创板最高市盈率来了：318.72倍只能排第二,国际金融报
2531,2019-07-11,中微公司中签号出炉 共30608 个,e公司
2532,2019-07-11,科创板现打新高峰 9家企业背后华丽资本阵容曝光,每日经济新闻
2533,2019-07-11,科创板定价盘点 中微公司:市盈率170.75倍 超募5.5亿,新浪
2534,2019-07-11,一天9只科创板新股发行！市盈率普遍高于同行，11日将有5只来袭,资本邦
2535,2019-07-11,科创板首批25股发行价敲定：PE最高170倍，超募59亿,澎湃新闻
2536,2019-07-11,首批25家科创板企业受市场热捧：21家企业超募 超募59.28亿元,挖贝网
2537,2019-07-11,史上最强申购揭晓！300万户疯抢9家科创板股票，最高中签率0.225%,中证报
2538,2019-07-11,科创板网上申购增至309万户！周四周五还有11只等你打,券商中国
2539,2019-07-11,0.225%，中国通号中签率出炉！超309万人参与打新，前14只科创板新股平均中签率0.0664%,e公司
2540,2019-07-11,"重磅出炉！科创板第一只""顶格申购,100%中签""新股",全景网
2541,2019-07-10,科创板中微公司：网上发行中签率为0.0551%,e公司
2542,2019-07-10,市盈率高低有别，估值相差最大超9倍，科创板新股发行凸显市场化特性,红周刊
2543,2019-07-10,科创板九股齐发，高市盈率不减投资热情,中金在线
2544,2019-07-10,科创板打新超级黄金周开启！9家公司申购齐发,21世纪经济报道
2545,2019-07-10,科创板打新盛宴来临：可申购9只新股 市盈率最低19倍最高170倍,挖贝网
2546,2019-07-10,170倍！科创板发行市盈率新高：中微半导体今日申购,澎湃新闻
2547,2019-07-10,9只科创板新股同日发行，对标股都有哪些？（附名单）,证券时报网
2548,2019-07-10,科创速递 | 本周科创板新股21连发！,国元证券订阅号
2549,2019-07-10,【新股提示】上交所最强打新潮来袭！9只科创板新股今日申购,Wind
2550,2019-07-10,9只科创板新股 市盈率最高逾百倍,北青网
2551,2019-07-10,科创板市场化发行打破唯市盈率论 平均PE56倍再遭“三高”质疑,21世纪经济报道
2552,2019-07-10,9股申购 科创板打新黄金日来袭,北京商报网
2553,2019-07-09,"170倍估值！""疯抢""科创板最强芯片股",全景网
2554,2019-07-09,就在明天！9只科创板新股同步申购，周四、周五还有11家，打新要点一览,证券时报网
2555,2019-07-09,9只新股，明天迎来打新盛宴！最大的“肉签”应该就是它了,每日经济新闻
