,2021-12-31,中信泰富特钢集团股份有限公司 关于公开发行可转换公司债券申请获得中国证监会核准批复的公告,证券时报
933,2020-03-26,社保基金现身66只股前十大流通股东榜,证券时报
934,2020-03-26,超200家公司披露分配方案 还有哪些公司具备分红潜力？,投资快报
935,2020-03-24,社保基金长期重仓股名单曝光（附股）,证券时报网
936,2020-03-23,“10转11”刷新年内高送转纪录，新诺威遭深交所闪电问询 问询,第一财经
937,2020-03-23,为什么说A股有韧性 ，2019年“年报抢先看”揭示玄机,21世纪经济报道
938,2020-03-22,10送转11股！这家公司前脚推出最壕高送转，深交所后脚发出关注函 关注函,e公司
939,2020-03-22,调整行情42股获青睐，北向资金持股量增逾50%,证券时报网
940,2020-03-21,北向资金增仓榜：28股持股量环比增加超20%,证券时报网
941,2020-03-20,社保基金加仓金雷股份　QFII青睐国瓷材料,经济导报
942,2020-03-19,国内财经媒体头版2020年3月19日星期四,Wind
943,2020-03-17,中信特钢启动50万吨帘线钢项目,轮胎世界网
944,2020-03-17,6家公司派现金额超10亿元,证券时报网
945,2020-03-16,近两成A股公司延期披露年报！这家药企把资料搬进隔离点 延期披露,证券时报
946,2020-03-15,新材料领域的细分龙头，上百家机构扎堆调研，军工子公司具备科创板属性,证券时报
947,2020-03-15,揭秘四大机构最新增仓路线图 涉六类行业增持21只潜力股,金融界
948,2020-03-13,【东兴钢铁】中信特钢（000708）：高质成长的特钢龙头，规模效应提升价值,东兴研究圈
949,2020-03-12,71公司2019年年报拟派现 股息率最高超8%,大众证券报
950,2020-03-12,73股年报拟派现 一成个股股息率超3%,北京商报
951,2020-03-12,投资瞄准新基建，社保基金“长钱”持股路线图浮现,中证报
952,2020-03-12,瞄准新基建 “长钱”持股路线图浮现,中证报
953,2020-03-11,大手笔派现来了！股息率最高9%，名单请收好,证券时报网
954,2020-03-11,社保基金出手了！现身17只A股十大流通股东，这些行业最受宠！,中国基金报
955,2020-03-11,社保基金现身多家公司青睐医药、科技行业,证券时报
956,2020-03-10,QFII、社保去年四季度偏爱细分行业龙头 中信特钢被加仓最多,大众证券报
957,2020-03-10,57股获券商买入评级 中环股份目标涨幅达61.08%,Wind
958,2020-03-10,社保基金现身16只股前十大流通股东榜,证券时报网
959,2020-03-10,首批上市公司年报暴露社保基金动向，14只A股成“盘中餐”,Wind
960,2020-03-10,首批上市公司年报暴露社保基金动向 14只A股成“盘中餐”,证券日报
961,2020-03-09,中信特钢：业绩超预期 持续看好公司发展前景,我的不锈钢
962,2020-03-07,一周钢铁业要闻回顾2020年3月2日-3月6日,中国煤炭资源网
963,2020-03-07,社保基金增持股名单曝光，7股获加仓，新进股业绩大增，还发布了分红送转预案 （附名单）,e公司
964,2020-03-07,中信特钢：关于子公司青岛特殊钢铁有限公司环保搬迁续建项目的公告,北极星节能
965,2020-03-06,湖北上市公司首份年报披露 中信特钢上市元年净利同比增长50.45%,证券日报
966,2020-03-06,徐广福：高送转不能提升公司价值 投资者所持有的资产价值不变,第一财经
967,2020-03-06,中信特钢：下午有投资者互动活动 细节均需通过邮箱咨询,第一财经
968,2020-03-06,兰格钢铁：钢铁行业一周要闻回顾,新浪
969,2020-03-06,【华泰钢煤*年报点评】中信特钢：19年业绩逆势增长，产能继续扩张,华泰钢铁煤炭研究
970,2020-03-06,豪掷30亿分红！10转7派10，中信特钢“有点刚 ”丨热公司,第一财经
971,2020-03-06,中信特钢2019年净利润同比增50%达54亿 拟分红近30亿元,中国经济网
972,2020-03-06,【上市公司】2019年中信特钢业绩逆势上扬,兰格钢铁网
973,2020-03-06,社保基金现身10只股前十大流通股东榜,证券时报网
974,2020-03-06,豪掷30亿分红！刚上市就送“大礼包”，还有10转7股高送转,中国基金报
975,2020-03-06,A股又一份高送转来袭，特钢龙头拟10转7派10,搜狐
976,2020-03-06,上市公司正负面新闻2020年3月6日星期五,Wind
977,2020-03-06,30亿分红！中信特钢刚上市就送“大礼包”，还有10转7股高送转,中国基金报
978,2020-03-05,中信特钢推双料分配预案 送转行情需要留意哪些坑？,证券时报网
979,2020-03-05,3月6日上市公司重要公告集锦：中信特钢拟10转7派10,证券日报
980,2020-03-05,中信特钢业绩创纪录：净利润54亿元同比增五成，出口逆势增,澎湃新闻
981,2020-03-05,中信股份(00267.HK)：中信特钢拟启动青岛特钢环保搬迁项目续建工程,格隆汇
982,2020-03-05,中信特钢整体上市后首份年报亮眼 净利同比增长逾5成,e公司
983,2020-03-05,中信股份(00267)：中信特钢续聘普华永道为财务审计机构及内部控制审计机构,智通财经
984,2020-03-05,中信股份(00267)：中信特钢变更会计政策,智通财经
985,2020-03-05,中信特钢：2019年实现净利53.86亿元 拟10转7派10,中证网
986,2020-03-05,中信股份(00267)：中信特钢拟每10股派10元及转增7股,智通财经
987,2020-03-05,公告精选：中信特钢拟10转7派10；新希望拟建设10个生猪养殖项目,e公司
988,2020-03-05,中信特钢年报：2019年净利润同比增长50.45% 拟10转7派10元,金融界
989,2020-03-05,中信特钢2019年净利同比增逾五成 拟10转7派10元,金融界
990,2020-03-05,[公司]中信特钢：2019年净利润同比增长50.45% 拟10转7派10元,全景网
991,2020-03-05,中信特钢：2019年全年实现净利润53.86亿元，同比增长50.45%,第一财经
992,2020-03-05,中信特钢2019年归属净利润53.86亿元 拟10转7派10,北京商报
993,2020-03-05,公告精选：中信特钢拟10转7派10；多家券商披露2月财务数据,e公司
994,2020-03-05,中信特钢(000708.SZ)：拟启动青岛特钢环保搬迁项目续建工程项目总投资49.83亿元,格隆汇
995,2020-03-05,中信特钢：2019年净利同比增50.45% 拟10转7派10,e公司
996,2020-03-05,中信特钢(000708.SZ)2019年度净利润升50.45%至53.86亿元拟10转7派10元,格隆汇
997,2020-03-05,中信特钢披露高送转方案：拟10转7派10,e公司
998,2020-03-05,外资配置A股或提速！富时罗素最新目录公布（附全名单）,Wind
999,2020-03-04,富时罗素宣布对富时中国A50指数等多个指数季度审核变更,Wind
1000,2020-02-11,2月11日午盘两市板块龙虎榜排名(名单),金融界
1001,2020-02-11,疫情难改长期趋势，钢铁板块龙头存错杀反弹机会,第一财经
1002,2020-02-04,A股龙虎榜揭秘：机构净买入个股18只，净卖出个股12只,Wind
1003,2020-02-04,中信特钢龙虎榜数据（2月4日）,Wind
1004,2020-01-27,“鼠”你最稳：这些股连续5年业绩增长n最高复合增速超90%,金融界
1005,2020-01-22,中信特钢业预计去年净利超52亿元，同比重组前增长超9倍,澎湃新闻
1006,2020-01-22,109股昨日获机构买入评级,证券时报
1007,2020-01-21,【天风钢铁】中信特钢：业绩验证抗周期性 未来仍有成长空间,金龙钢铁分析
1008,2020-01-21,中信特钢：预计2019年实现净利润52亿-55亿元,钢铁新闻网
1009,2020-01-20,中信股份(00267)：中信特钢预期2019年度归母净利约52亿-55亿元,智通财经
1010,2020-01-20,中信股份(00267.HK)：中信特钢预计2019年经调整纯利增长45%-54%,格隆汇
1011,2020-01-20,中信特钢：2019年预盈52亿至55亿元,e公司
1012,2020-01-20,中信特钢：预计2019年净利润同比增长45%-54%,Wind
1013,2020-01-20,中信特钢(000708.SZ)：2019年净利预增45%-54%,格隆汇
1014,2020-01-19,巨丰原创：一个在2月份连续18年上涨的行业 2019年行业净利润有望再创新高,巨丰财经
1015,2020-01-15,中信特钢向全资孙公司大冶特钢出售固定资产和部分在建工程 资产异常,资本邦
1016,2020-01-15,中信股份(00267)：中信特钢拟与湖北新冶钢等关联方发生关联交易 涉资199.5亿元,智通财经
1017,2020-01-15,中信股份(00267.HK)：中信特钢拟向全资孙公司出售资产 涉资18.8亿元 资产异常,格隆汇
1018,2020-01-15,中信特钢(000708.SZ)拟18.8亿元向大冶特钢出售固定资产(不含房产)及部分在建工程 资产异常,格隆汇
1019,2020-01-15,中信特钢：向全资孙公司出售资产，交易对价为18.8亿元 资产异常,Wind
1020,2020-01-09,国家科技奖即将揭晓 初评名单现多家工业领域上市公司,中国网
1021,2019-12-30,2019年A股并购盘点：市场情绪回升,Wind
1022,2019-12-28,【兴证钢铁·周报】电炉利润重回亏损区（20191223-20191229） 亏损,兴证有色钢铁
1023,2019-12-26,“高送转+高分红”！这家公司推岀双料分配预案；送转行情有多火、需要留意哪些坑？,证券时报网
1024,2019-12-24,中信股份(00267)：中信特钢附属兴澄特钢拟对青岛特钢提供21.5亿元担保 大额借贷担保,智通财经
1025,2019-12-16,市场全面转暖发出两大信号：近半数公司涨幅超越指数，成交额再破6000亿,Wind
1026,2019-12-16,钢铁：钢价仍然维持震荡偏弱 荐1股,申万宏源
1027,2019-12-11,中信特钢大幅拉升2.91% 股价创近2个月新高,金融界
1028,2019-12-10,中信股份(00267)：中信特钢全资子拟对靖江特钢提供13亿元担保 大额借贷担保,格隆汇
1029,2019-12-10,中信特钢：一级子公司对二级子公司提供担保13亿 大额借贷担保,Wind
1030,2019-12-06,273股获买入评级 机构推荐胜率超七成,证券时报网
1031,2019-12-05,45股获券商买入评级，工业富联目标涨幅达72.21%,Wind
1032,2019-12-04,中信特钢(000708)深度报告之二：产品与研发驱动盈利增长 估值向纽柯看齐,申万宏源
1033,2019-12-02,中信特钢大幅拉升1.34% 股价创近2个月新高,金融界
1034,2019-11-28,中信特钢(000708.SZ)已完成兴澄特钢13.5%股权过户手续及相关工商变更登记,格隆汇
1035,2019-11-28,钢企应提前布局减排力降成本 四股异动惊喜,上证报
1036,2019-11-27,钢铁股尾盘异动，中信特钢、宏达矿业涨近5%,Wind
1037,2019-11-27,中信特钢大幅拉升2.65% 股价创近2个月新高,金融界
1038,2019-11-27,【华泰钢铁煤炭年度策略报告】长周期向下，寻找优质个股,和讯
1039,2019-11-26,白马惨案后周期狂奔！会不会是一日游呢？,中投网
1040,2019-11-26,周期股早盘全线熄火 能否迎来第二波？,中投网
1041,2019-11-26,大资金动手了！这个板块大爆发，主力入场狂扫4个亿,证券时报
1042,2019-11-25,市场风格转换已印证？周期股“三驾马车”齐奔，大批个股涨停，科技白马连续杀跌！ 连续下跌,e公司
1043,2019-11-21,中信股份(00267)：中信特钢已就收购兴澄特钢13.5%股权签订转让合同,智通财经
1044,2019-11-21,中信特钢回复重组问询函：收购兴澄特钢剩余13.5%股权事项未对公司宏观发展战略产生重大影响 问询,Wind
1045,2019-11-21,机构预言这只两倍股还能飙38%，一批黑马明年要涨嗨（名单）,证券时报
1046,2019-11-20,涨价了！今年最惨板块逆势反弹 机构看好这类股,证券时报
1047,2019-11-18,中信特钢：深交所要求公司说明分步收购兴澄特钢86.5%股权的背景等方面的影响,Wind
1048,2019-11-18,全球铁矿石人民币计价或成趋势，钢铁股或迎阶段性上涨,第一财经
1049,2019-11-15,业绩不断超预期的高增长股，24股翻倍，逆市下跌股仅1只（附股）,证券时报
1050,2019-11-13,46股获券商买入评级 金隅集团目标涨幅达79.69%,Wind
1051,2019-11-11,中信特钢：将全资控股兴澄特钢 维持“增持”评级,证券时报网
1052,2019-11-11,【国信钢铁】钢铁行业周报（11月25日-12月1日）：库存降速趋缓，钢价高位回调,国信钢铁
1053,2019-11-11,【华泰证券*公告点评】中信特钢：少数股权有望注入增厚公司业绩,微信
1054,2019-11-11,中信特钢闪崩跌停，拟竞买兴澄特钢13.5%股权,Wind
1055,2019-11-11,中信股份(00267)：中信特钢拟受让兴澄特钢13.5%股权 转让价款36.18亿元,智通财经
1056,2019-11-10,中信特钢：拟竞买兴澄特钢13.5%股权,Wind
1057,2019-11-10,中信特钢：拟竞买兴澄特钢13.5%股权,e公司
1058,2019-11-05,【中泰钢铁】钢铁行业2019年三季报总结-Q3盈利同环比均下滑 盈利能力下降,钢铁俱乐部
1059,2019-11-04,【平安钢铁】2019年三季报业绩综述：前三季度业绩明显下滑，Q4业绩环比有望回升 盈利能力下降,钢铁侠
1060,2019-11-01,【晨会聚焦】盈利小幅改善下的隐忧,中泰证券研究所
1061,2019-10-30,工业综合：大宗业2019年11月金股推荐,长江证券
1062,2019-10-30,晨会聚焦191030重点关注半导体、光环新网、珀莱雅、中国国旅、中信特钢、森马服饰、五洋停车、中国汽研、深南电路、生益科技等,国信研究
1063,2019-10-30,中信特钢（000708）深度：特钢龙头，由专而强而大,国信研究
1064,2019-10-28,钢铁：库存继续快速下降 荐1股,申万宏源
1065,2019-10-25,【川财研究所*常规报告】中信特钢(000708)：业绩涨幅较大，抗周期能力凸显,川财研究
1066,2019-10-25,长江周汇 | 一周关键词（2019.10.28）,长江研究
1067,2019-10-24,中信特钢：目标价为22.32~23.85元，维持“买入”评级,证券时报网
1068,2019-10-23,【申万宏源钢铁煤炭】中信特钢 (000708) ：2019三季度业绩点评：降本增效成果显著，助力公司盈利和份额逆势提升,申万宏源钢铁
1069,2019-10-23,中泰证券：中信特钢增持评级,中泰证券
1070,2019-10-23,三季报披露冲刺期 哪些板块值得期待,每日商报
1071,2019-10-23,中信泰富特钢集团股份有限公司2019第三季度报告,证券时报
1072,2019-10-22,【中泰钢铁|公司点评】中信特钢-盈利继续逆势上涨,钢铁俱乐部
1073,2019-10-22,中信特钢整体上市后首份答卷 前三季度净利同比增37%,证券时报
1074,2019-10-22,中信特钢前三季度净利润同比增长37.33%,金融界
1075,2019-10-22,中信特钢(000708.SZ)：第三季度净利润12.34亿元 同比增长5.71%,格隆汇
1076,2019-10-22,中信特钢：前三季度实现净利36.66亿 同比增长37.33%,新浪
1077,2019-10-21,三季报业绩超预期股名单来了 这些股机构预测上涨空间超20%,证券时报
1078,2019-10-21,"钢铁行业周报:库存下行,消费韧性持续",国信证券
1079,2019-10-18,股价创历史新高！中国特钢行业王者“中信特钢”登陆A股,证券市场周刊
1080,2019-10-16,131股获券商买入评级 温氏股份目标涨幅达58.40%,Wind
1081,2019-10-15,【国信钢铁】钢铁行业周报（11月4日-11月10日）：库存加速去化，钢材价格上涨,国信钢铁
1082,2019-10-15,【国信钢铁】钢铁行业周报（10月28日-11月3日）：淡季临近，建材成交保持较高水平,国信钢铁
1083,2019-10-15,钢铁行业周报:秋季限产有望加严,国信证券
1084,2019-10-14,中信特钢：特钢龙头正式亮相，业绩尽显卓越,证券时报网
1085,2019-10-12,股价创历史新高！中国特钢行业王者“中信特钢”登陆A股,证券网
1086,2019-10-12,深交所已与60余家央企开展多元化对接合作,证券时报
1087,2019-10-12,"中信特钢2019三季度业绩预告点评:钢板产品高景气,降本增效盈利大幅增长",申万宏源
1088,2019-10-11,中信特钢今日整体上市 未来继续加码主业,中证网
1089,2019-10-11,产能千万吨级 钢种超三千个 中信特钢完成重组整体上市,每经网
1090,2019-10-11,特钢巨头完成重组，中信特钢前三季度净利飙增9倍,格隆汇
1091,2019-10-11,中信特钢勇立潮头出发 深交所助国资国企改革结硕果,新浪
1092,2019-10-11,【早间资讯】2019-10-11,大通证券投教基地
1093,2019-10-11,中信股份(00267)：大冶特钢已更名为“中信特钢” 业务变化,智通财经
1094,2019-10-11,底价36亿，兴澄特钢13.5%股权挂牌转让 大冶特钢拟参与竞买 资产异常,每日经济新闻
1095,2019-10-10,大冶特钢更名中信特钢 千万吨特钢巨无霸完成整体上市,新京报
1096,2019-10-10,大冶特钢：预计前三季度净利润同比增长35.3%-38.6%,Wind
1097,2019-10-10,大冶特钢(000708.SZ)证券简称变更为“中信特钢” 业务变化,格隆汇
1098,2019-10-10,大冶特钢：预计前三季度实现净利润36.1亿-37亿元,第一财经
1099,2019-10-10,大冶特钢(000708.SZ)拟参与竞买兴澄特钢13.50%股权,格隆汇
1100,2019-10-10,大冶特钢(000708.SZ)：前三季净利预增35.3%-38.6%,格隆汇
1101,2019-10-10,大冶特钢：前三季净利预增 明日起更名“中信特钢” 业务变化,e公司
1102,2019-10-10,大冶特钢：公司名称变更为中信泰富特钢集团股份有限公司（中信特钢） 业务变化,第一财经
1103,2019-09-25,申万宏源：再现募资额集中下调 整体调减一成,申万宏源
1104,2019-09-23,钢铁：降库放缓扰乱节奏 荐5股,爱建证券
1105,2019-09-23,【国信钢铁】行业周报（9月16日- 9月22日）：节日影响降库，钢价上行受阻,国信钢铁
1106,2019-09-18,中信股份(00267.HK)：大冶特钢选举郭文亮为副董事长,格隆汇
1107,2019-09-17,【国信钢铁】行业周报（9月23日- 9月29日）：节前限产超预期，钢价偏强震荡,国信钢铁
1108,2019-09-17,【国信钢铁】行业周报（10月7日-10月13日）：秋季限产有望加严,国信钢铁
1109,2019-09-07,下周主流机构最看好的板块个股,都市快报
1110,2019-09-02,大冶特钢：公司中文名称拟变更为“中信泰富特钢集团股份有限公司”,Wind
1111,2019-09-02,大冶特钢(000708.SZ)拟变更证券简称为“中信特钢” 业务变化,格隆汇
1112,2019-09-02,大冶特钢：拟更名为“中信特钢” 业务变化,e公司
1113,2019-08-30,"钢铁行业周报:钢材连续两周降库,成交仍未见明显好转",爱建证券
1114,2019-08-30,"钢铁行业周报:库存高位下降,钢价弱势震荡",国信证券
1115,2019-08-29,大冶特钢：蒋乔、郭培锋辞去董事等职务 董监高成员变化,Wind
1116,2019-08-29,大冶特钢：总经理及多位高管辞职 董监高成员变化,Wind
1117,2019-08-29,大冶特钢：多名监事辞职 董监高成员变化,Wind
1118,2019-08-26,大冶特钢232亿收购完成交割 特钢产能增至1300万吨,e公司
1119,2019-08-22,中信泰富特钢集团将整体上市 全球最大专业化特钢集团抢滩A股,证券日报
1120,2019-08-22,大冶特钢(000708.SZ)定增购买资产事项获证监会核准,格隆汇
1121,2019-08-22,大冶特钢：拟231.79亿元收购“兴澄特钢”86.5%股权,Wind
1122,2019-08-22,168股获券商买入评级 桐昆股份目标涨幅达79.19%,Wind
1123,2019-08-21,华泰证券：大冶特钢买入评级,华泰证券
1124,2019-08-21,大冶特钢：半年报业绩同比上涨，特钢龙头即将整体上市,证券时报网
1125,2019-08-21,大冶特钢:二季度单季归母净利润创新高,国信证券
1126,2019-08-20,大冶特钢：资产注入值得期待，特钢龙头即将整体上市,证券时报网
1127,2019-08-20,A股异动 | 大冶特钢涨逾4% 半年度净利润升15.02%至2.94亿元,格隆汇
1128,2019-08-20,【上市公司】上半年大冶特钢实现净利润2.94亿元同比增长15.02%,兰格钢铁网
1129,2019-08-20,"钢铁行业周报:钢厂减产增加,库存下降来迟",国信证券
1130,2019-08-19,【中泰钢铁|公司点评】大冶特钢-盈利同比逆势上涨,钢铁俱乐部
1131,2019-08-19,【每日金属资讯】银泰资源、金洲管道、大冶特钢等利润同比增加,有色钢铁杨坤河
1132,2019-08-19,大冶特钢半年净利同比增15%，不久前晋升国内最大特钢公司,澎湃新闻
1133,2019-08-19,大冶特钢2019年上半年盈利2.9亿 生产经营取得良好成效,挖贝网
1134,2019-08-19,大冶特钢(000708.SZ)半年度净利润升15.02%至2.94亿元,格隆汇
1135,2019-08-19,大冶特钢：上半年净利润同比增15.02%,Wind
1136,2019-08-15,【国信钢铁】大冶特钢(000708.SZ)财报点评：二季度单季归母净利润创新高,国信钢铁
1137,2019-08-15,【国信钢铁】行业周报（8月19日- 8月25日）：库存高位下降，钢价弱势震荡,国信钢铁
1138,2019-08-15,78股获券商买入评级 金科股份目标涨幅达58.73%,Wind
1139,2019-08-12,"钢铁行业公历第32周钢铁库存数据点评:铁矿石带领黑色系品种价格全面下跌,库存继续上升难以遏制",申万宏源
1140,2019-08-06,【中泰钢铁|月度跟踪】淡季盈利低位徘徊,钢铁俱乐部
1141,2019-08-06,"钢铁行业周报:铁矿石港口库存转增,矿价下跌",国信证券
1142,2019-07-30,【钢铁】大冶特钢：重组有条件过会 特钢龙头整合上市,和讯
1143,2019-07-30,大冶特钢重组过会 千万吨级特钢“巨无霸”出海抢食,21世纪经济报道
1144,2019-07-29,大冶特钢重组事项过会 特钢巨无霸将整体上市,证券日报
1145,2019-07-28,大冶特钢：重组获有条件通过 7月29日（星期一）复牌,新浪
1146,2019-07-28,大冶特钢(000708.SZ)重组事项获有条件通过 明起复牌,格隆汇
1147,2019-07-26,证监会：大冶特钢重组事项过会，金浦钛业被否,Wind
1148,2019-07-26,并购重组委2019年第34次会议审核结果公告,证监会
1149,2019-07-26,黑色系价格继续窄幅震荡：沪螺回落0.5%、铁矿反弹1.5%、焦炭续涨0.1%、铁合金稳定,不止是钢货
1150,2019-07-26,钢铁行业公历第30周钢铁库存数据点评:供强需弱格局明显,申万宏源
1151,2019-07-25,晚间公告热点追踪：泸州老窖获准发不超40亿公司债券,新浪
1152,2019-07-25,黑色系价格7月25日波澜不惊：沪螺不变、铁矿回落2.5%、焦炭再涨0.5%、水泥回涨0.02%,不止是钢货
1153,2019-07-25,大冶特钢：关于中国证监会上市公司并购重组审核委员会审核公司发行股份购买资产暨关联交易事项的停牌公告,深交所
1154,2019-07-25,大冶特钢：重组7月26日上会，当日起停牌,Wind
1155,2019-07-25,大冶特钢(000708.SZ)：发行股份购买资产事项26日上会 当日起停牌,格隆汇
1156,2019-07-23,唐山7月至今空气质量继续为全国主要城市倒数第一，但与晋城、邯郸的差距正在缩小,不止是钢货
1157,2019-07-23,【异动股】特钢概念股午前拉升大冶特钢(000708-CN)涨逾5%,财华社
1158,2019-07-22,大冶特钢(000708.SZ)将于7月26日停牌 待收到审核结果及时公告后申请复牌,格隆汇
1159,2019-07-22,钢铁：板块处低配 荐4股,国信证券
1160,2019-07-19,钢铁：库存继续积累 荐1股,申万宏源
1161,2019-07-18,大冶特钢：重组近日上会，当日停牌,Wind
1162,2019-07-18,"钢铁行业2019中报前瞻:预计二季度板块业绩环比回升43%,但三季度仍然承压",申万宏源
1163,2019-07-17,[快讯]大冶特钢:《中国证监会许可项目审查一次反馈意见通知书》之反馈意见回复修订,中财网
1164,2019-07-16,"2019年6月钢铁行业数据点评:日均产量再创新高,三季度盈利或继续下行",申万宏源
1165,2019-07-15,大冶特钢232亿重组中信集团特钢业务 2年整合40家公司成行业霸主,长江商报
1166,2019-07-15,"钢铁行业周报:淡季被动累库,盈利拐点未至",申万宏源
1167,2019-07-07,[快讯]大冶特钢:《中国证监会行政许可项目审查一次反馈意见通知书》之反馈意见回复,中财网
1168,2019-07-02,钢铁行业：高温退却 洗礼重生,财富动力网
1169,2019-07-01,【中泰钢铁|月度跟踪】关注环保限产持续性,钢铁俱乐部
1170,2019-07-01,大冶特钢：格洛斯破产重整计划被法院裁定批准 减资破产,中证网
1171,2019-07-01,大冶特钢：参与格洛斯无破产重整事项的进展 减资破产,Wind
1172,2019-06-25,机构强烈推荐6只个股-更新中,中财网
1173,2019-06-24,[快讯]大冶特钢:收到《中国证监会行政许可项目审查一次反馈意见通知书》,中财网
1174,2019-06-24,钢铁板块迎来久违大涨，低估值+高分红相关标的有望受益,第一财经
1175,2019-06-24,"钢铁行业周报:库存继续小幅积累,关注唐山限产",申万宏源
1176,2019-06-24,钢铁行业周报:模拟长流程钢材毛利已处于盈亏边缘,光大证券
1177,2019-06-21,【东兴钢铁】大冶特钢（000708）：拟关联收购兴澄特钢，世界级特钢龙头诞生,东兴研究圈
1178,2019-06-21,"钢铁行业公历第25周钢铁库存数据点评:库存继续小幅积累,钢铁股弱势难改",申万宏源
1179,2019-06-14,"钢铁行业公历第24周钢铁库存数据点评:淡季累库开始,盈利仍未见底",申万宏源
1180,2019-06-13,[路演]大冶特钢：2019年主要任务是实现销售收入123亿元,全景网
1181,2019-06-11,预案大增，定增市场有望回暖,中证报
1182,2019-06-11,"钢铁行业周报:需求小幅下滑,钢厂利润收缩",国信证券
1183,2019-06-11,钢铁行业周报:模拟长流程螺纹毛利降至年内最低水平,光大证券
1184,2019-06-10,"钢铁行业2019年下半年投资策略:高温退却,洗礼重生",光大证券
1185,2019-06-10,钢铁行业周报:建筑用钢需求勉强支撑钢价,申万宏源
1186,2019-06-03,"钢铁行业宝武集团无偿受让马钢集团控股权点评:集团层面并购,协同效应仍需观察",申万宏源
1187,2019-06-03,"钢铁行业周报:库存拐点临近,钢价承压",国信证券
1188,2019-06-03,"钢铁行业公历第22周钢铁库存数据点评:需求回落,库存首次高于去年同期",申万宏源
1189,2019-06-02,钢铁：关注梅雨季对需求的影响 荐5股,中泰证券
1190,2019-05-29,大冶特钢(000708.SZ)发行股份购买资产申请获证监会受理,格隆汇
1191,2019-05-28,钢铁行业周报:全国高炉产能利用率连续三周低于去年同期,光大证券
1192,2019-05-28,"钢铁行业周报:5月需求超预期,产量继续新高",申万宏源
1193,2019-05-25,下周主流机构最看好的板块个股,都市快报
1194,2019-05-22,中信股份(00267.HK)：大冶特钢拟收购兴澄特钢股权代价股份调整为9.20元/股,格隆汇
1195,2019-05-22,[快讯]大冶特钢公布2018年年度分红方案,中财网
1196,2019-05-21,新增10万吨特种无缝钢管产能，大冶特钢拟参与浙江格洛斯破产重组 减资破产,兰格钢铁网
1197,2019-05-20,【国信钢铁】行业周报（5月13日-5月19日）：矿价突破百元大关，钢厂盈利仍有韧性,国信钢铁
1198,2019-05-16,4.92亿元100%持股 大冶特钢拟参与格洛斯破产重整 减资破产,每日经济新闻
1199,2019-05-16,"大冶特钢:拟重整格洛斯,无缝钢管竞争力将进一步增强",申万宏源
1200,2019-05-15,大冶特钢(000708.SZ)拟10派8元 股权登记日为5月21日,格隆汇
1201,2019-05-15,中信股份(00267.HK)：大冶特钢拟4.92亿元参与格洛斯破产重整事宜并获得其100%股权,格隆汇
1202,2019-05-15,中信股份(00267.HK)：大冶特钢将派末期股息每10股派8元,格隆汇
1203,2019-05-15,大冶特钢：参与浙江格洛斯破产重整 减资破产,Wind
1204,2019-05-13,【华泰钢铁*中期策略】不畏浮云遮望眼,华泰钢铁煤炭研究
1205,2019-05-13,【国信钢铁】行业周报（5月6日-5月12日）：高产量下钢厂利润双向承压 盈利能力下降,国信钢铁
1206,2019-05-10,【国信钢铁】行业周报（6月3日-6月9日）：需求小幅下滑，钢厂利润收缩,国信钢铁
1207,2019-05-07,"钢铁行业公历第18周钢铁库存数据点评:高供给格局不变,需求已回落至接近去年水平,钢价承压不改",申万宏源
1208,2019-05-06,钢铁行业板块2018年报及2019年一季报综述:钢铁行业盈利创历史新高后回归理性,光大证券
1209,2019-05-05,【中泰钢铁|月度跟踪】供需博弈趋缓，钢价波动或收敛,钢铁俱乐部
1210,2019-04-29,55只个股被逆市调高至“买入”，三维度挖掘反弹急先锋,证券日报
1211,2019-04-28,中信建投钢铁周报：盈利大幅下降的一季报也隐含着钢企强弱分化在加剧 盈利能力下降,商品价值链研究
1212,2019-04-28,钢铁：供强需弱库存去化暂缓 荐7股,东兴证券
1213,2019-04-26,"大冶特钢2019年一季报点评:稳健经营的特色再度显现,静待中信特钢早日整体上市",光大证券
1214,2019-04-24,高端制造之“基石”！行业升级驱动特钢销量增长，申万宏源维持大冶特钢“买入”评级,全景网
1215,2019-04-24,钢铁：现行定价体系加剧矿价波动 荐3股,平安证券
1216,2019-04-24,"大冶特钢2019年一季报点评:特钢龙头,盈利稳健",国信证券
1217,2019-04-23,大冶特钢2019年第一季度净利8600万元 董事长俞亚鹏未持有公司股份,挖贝网
1218,2019-04-23,大冶特钢（000708）：公司业绩整体维持稳定，资产注入值得期待,全景网
1219,2019-04-22,大冶特钢一季度净利为8600万元 重组方案获高票通过,中证网
1220,2019-04-22,大冶特钢(000708.SZ)一季度净利润降5.03%至8600.32万元 盈利能力下降,格隆汇
1221,2019-04-22,大冶特钢：一季度净利润同比减5.03% 盈利能力下降,Wind
1222,2019-04-19,"2019年1~2月钢铁行业数据点评:限产力度较弱,长流程钢厂增产推动产量高增长,库存进入快速去化通道,钢价将维持反弹走势",正点财经
1223,2019-04-18,券商首次关注1股并给予买入评级（4月18日）,Wind
1224,2019-04-17,大冶特钢：拟收购兴澄特钢，特钢“航母”有望整体上市,证券时报网
1225,2019-04-16,重组之后 大冶特钢将重设特殊钢新材料行业门槛？,全景网
1226,2019-04-16,"钢铁行业周报:社融超预期,普钢供需双旺,特钢空间广阔",正点财经
