,2021-12-31,完美世界：公司已在目前的游戏研发中融入元宇宙相关元素,每日经济新闻
2902,2018-12-21,多家游戏上市公司回应版号恢复：行业群沸腾，更关心后续具体审核规则,Wind
2903,2018-12-21,【头条研报】游戏行业拐点已至？四大机构解读(附股),新浪
2904,2018-12-21,首批部分游戏已经完成审核 相关上市公司受提振,金融界
2905,2018-12-21,利好刺激网络游戏板块 中青宝涨停完美世界等拉升,金融界
2906,2018-12-21,游戏板块全线爆发，腾讯控股直线拉升,Wind
2907,2018-12-21,游戏板块逆势冲高，盛天网络率先封板,Wind
2908,2018-12-21,[快讯]完美世界2144万限售股12月24日解禁,中财网
2909,2018-12-20,"传媒行业2019年策略报告:静候政策东风,关注移动游戏",正点财经
2910,2018-12-20,媒体：《地球最后的夜晚》预售票房超7000万,上海证券
2911,2018-12-20,传媒板块表现活跃，东方网络、腾信股份相继涨停,Wind
2912,2018-12-20,"文化传媒行业周报:行情表现低迷,关注贺岁档",渤海证券
2913,2018-12-19,完美世界：限售股份上市流通的提示性公告,深交所
2914,2018-12-19,"游戏行业周报:“汤姆猫”登顶11月下载榜,网易生存类手游表现出色",上海证券
2915,2018-12-19,传媒行业日报:欧洲电影奖名单公布,上海证券
2916,2018-12-18,媒体：超休闲游戏之王能给我们带来什么启示,广发证券
2917,2018-12-18,完美世界：公司为《海王》推广方之一,金融界
2918,2018-12-18,完美世界：为影片《海王》中国大陆地区的推广方之一,Wind
2919,2018-12-18,完美世界：为影片《海王》中国大陆地区的推广方之一,e公司
2920,2018-12-18,"传媒互联网周报(含全球互联网&教育):电影局发文标志文化传媒政策环境持续改善,推荐游戏及出版板块",申万宏源
2921,2018-12-14,下周720亿市值限售股解禁，环比增加49.45% 解禁,Wind
2922,2018-12-14,"传媒行业年度投资策略报告:内容供给侧改革进行时,关注手游出海、电影和国改领域",渤海证券
2923,2018-12-14,"2019年传媒行业投资策略行业投资策略:业绩和估值黄金交叉,关注传媒结构行情和性价比,继续推荐版权",证券之星
2924,2018-12-11,媒体：拥抱消费分级时代的文娱消费新机遇,中信建投
2925,2018-12-11,媒体：网络游戏道德委员会成立 持续跟踪监管政策动向,上海证券
2926,2018-12-11,缩量盘整A股步入关键窗口期 33只强势股连涨3天,证券日报
2927,2018-12-11,"文化传播行业周报:腾讯音乐IPO在即,数字音乐迎产业大发展",首创证券
2928,2018-12-07,A股国际化步伐再加速，逾七成MSCI成份股受机构青睐,证券日报
2929,2018-12-06,曾估值50亿被追捧的嘉行传媒，如今打八折无人问津？,腾讯网
2930,2018-12-06,"传媒行业:精选个股,关注细分领域龙头和前期超跌标的",正点财经
2931,2018-12-06,完美世界股价大跌5.06%,中金在线
2932,2018-12-06,彭彬哥：坚守游戏产业社会责任,经济日报
2933,2018-12-04,完美世界累计回购1.29%公司股份 交易总金额约4亿元,TechWeb
2934,2018-12-03,专心做steam的V社推出新游戏 出走半生归来能否仍是王者？,每日经济新闻
2935,2018-12-03,"二次元产业及二次元游戏深度报告:跻身主流视野,人群扩张+需求增加+ARPU提升带动产业加速增长",申万宏源
2936,2018-12-01,2018年11月30日新闻发布会,深交所
2937,2018-11-29,上海打造全球电竞之都 哪些电竞概念股受益？,云掌财经
2938,2018-11-29,长城人寿5家股东曾转让股份未果 又有股东11.78%的股权寻“婆家”,证券日报
2939,2018-11-28,完美世界财务总监曾映雪三季报出炉前购买公司股票 被出示监管函 其他违规处罚,挖贝网
2940,2018-11-26,媒体：电梯媒体场景继续获巨头认可 荐10股,申万宏源
2941,2018-11-25,媒体：网生内容监管趋严 估值历史低位下无需过多担忧短期板块调整,广发证券
2942,2018-11-20,媒体：政策红利及低估值与优质影片票房等多因素看好后续上涨 重点布局低估值优质标的,中信建投
2943,2018-11-20,2018全球移动游戏企业竞争力报告发布 腾讯网易完美世界位列国内前三,上方网
2944,2018-11-20,"传媒互联网周报(含全球互联网&教育):传媒板块强势反弹,幼儿园资产证券化受阻",申万宏源
2945,2018-11-19,清流|杨幂公司股权遭东方明珠降价甩卖 或因“无法深度合作”,网易
2946,2018-11-19,【传媒-焦娟】基金三季报传媒持仓分析：传媒已低配，持股更集中,安信证券研究
2947,2018-11-19,"传媒行业周报:商誉减值会计监管发布,文化传媒需关注什么",国海证券
2948,2018-11-18,媒体：传媒已低配 持股更集中,安信证券
2949,2018-11-18,首富之子如何续写财富神话？解读最强富二代的投资“小目标”,巨丰财经
2950,2018-11-16,完美世界CEO萧泓：目前游戏是现金流最好的行业,每日经济新闻
2951,2018-11-16,券商首次关注2股并给予买入评级（11月16日）,Wind
2952,2018-11-16,22股获券商买入评级 韶钢松山目标涨幅达55.98%,Wind
2953,2018-11-15,完美世界鲁晓寅：游戏企业的竞争对手不是同行，而是其他娱乐行业,21世纪经济报道
2954,2018-11-15,完美世界：领先的影游综合体 品质出众多元发展,西南证券
2955,2018-11-15,10年100倍成往事，腾讯网游同比降10亿，A股游戏龙头也“遭殃”,中国基金报
2956,2018-11-14,多牛传媒战略并购人人网 助力完美世界控股集团业务板块延伸,证券日报
2957,2018-11-14,多牛并购人人网，完美世界控股集团布局又添新“砝码”,中国财经网
2958,2018-11-14,已到业绩和估值的黄金交叉点，传媒结构性机会逐步显现——传媒行业的性价比,关爱传媒成长小分队
2959,2018-11-14,"传媒行业事件点评:行业出现普涨行情,看好超跌股和细分龙头",渤海证券
2960,2018-11-13,传媒互联网周报:广电总局发文进一步加强广播电视和网络试听文艺节目管理,光大证券
2961,2018-11-13,"游戏行业周报:海外主机游戏市场增长好于预期,国内继续关注龙头",上海证券
2962,2018-11-12,全球TOP25游戏公司上半年收入500亿美金，增长率创四年最低,上方网
2963,2018-11-12,媒体：影视行业继续深入整治 双11再燃民众消费热情,中信建投
2964,2018-11-11,媒体：看好进口片带动票房市场 荐12股,安信证券
2965,2018-11-09,听乌镇声音！互联网如何让文化交流“鲜活”起来,中国经济网
2966,2018-11-09,"文化传媒行业周报:三季报密集发布,优选细分龙头",中航证券
2967,2018-11-08,"专访萧泓：游戏业竞争正""拐""向存量市场 有两条出路",新浪
2968,2018-11-08,"完美世界:坚持精品化策略,影视、游戏项目储备丰富",中证网
2969,2018-11-08,中国公司拿下《只狼》亚太区发行权 揭开新一轮单机游戏平台大战,腾讯网
2970,2018-11-05,置入超过70亿资产，对标协鑫集成，天业通联或将重演中概股回归涨停狂潮？,和讯
2971,2018-11-04,媒体：板块估值仍有反弹空间 荐5股,广发证券
2972,2018-11-02,完美世界累计回购约1700万股公司股份 耗资4.17亿元,TechWeb
2973,2018-11-02,完美世界：已耗资4.17亿元回购1.29%股份,e公司
2974,2018-11-02,"完美世界:Q3业绩稳定增长,期待后续精品项目上线",正点财经
2975,2018-11-02,【中泰传媒|游戏专题】三季度总结：行业增速回暖，龙头个股估值合理，配置价值显现,传媒产业大视点
2976,2018-11-02,"完美世界公司动态点评:重点关注《完美世界手游》上线时间,影视剧成18Q4增长重点",长城证券
2977,2018-10-29,完美世界Q3净利5.36亿元同比增31.62%，受益于重点游戏稳定表现,经济观察网
2978,2018-10-29,今日资金抢入六只强势股一览（2018年10月29日）,中财网
2979,2018-10-29,完美世界3Q18财报点评：业绩表现平稳，静待政策边际改善信号，行业有望迎来估值修复行情【建投传媒互联网曾荣飞】,飞说财经
2980,2018-10-29,【中泰传媒 完美世界】三季报点评：业绩维持稳定增长，期待四季度新作上线,传媒产业大视点
2981,2018-10-29,【完美世界*张良卫】业绩增长符合预期，后续大IP产品值得期待,东吴研究所
2982,2018-10-29,【东吴晨报1029】【策略】周评【个股】完美世界、平治信息、胜宏科技、顺鑫农业、晶盛机电等,东吴研究所
2983,2018-10-29,【国君传媒】基金三季度传媒行业持仓分析：整体持续低配，聚焦细分行业龙头,国泰君安互联网传媒研究
2984,2018-10-28,完美世界前三季利润13.17亿元 同比增长22.18%,证券日报
2985,2018-10-28,完美世界2018年前三季度利润超预期,中国财经网
2986,2018-10-28,完美世界2018年Q3财报：利润同比增长31.62%,新浪
2987,2018-10-28,完美世界前三季度净利润13.17亿元，同比增长22.18%,Wind
2988,2018-10-24,"游戏行业周报:新规叫停影视、游戏跨界定增,关注三季报绩优标的",上海证券
2989,2018-10-22,媒体：政策缓和市场风险 关注三季报表现良好的龙头标的,中信建投
2990,2018-10-22,(互动)完美世界：在合适的时机进行功能性游戏的布局,全景网
2991,2018-10-17,10月17日有40家公司获重要股东增减持 金雷风电已被连续减持44次 减持股份,Wind
2992,2018-10-11,完美世界：截至9月30日 已累计回购约3.46亿元股票,TechWeb
2993,2018-10-04,聚焦国庆档及三季报绩优股【申万互联网传媒】,微信
2994,2018-09-29,消失的千亿市值 “双节黄金档”影视股悸动待查,21世纪经济报道
2995,2018-09-28,世纪华通分步收购盛大避开181亿商誉 溢价估值或偏高,新浪
2996,2018-09-26,完美世界王雨蕴：游戏赋能让科技更懂你,证券之星
2997,2018-09-26,史玉柱的三重焦虑,斑马消费
2998,2018-09-25,媒体：国庆档即将拉开序幕 荐2股,开源证券
2999,2018-09-25,【中泰传媒-周观点】关注国庆档期催化及细分子板块龙头,传媒产业大视点
3000,2018-09-21,央视达沃斯采访完美世界萧泓 关注文创产业新技术应用,证券之星
3001,2018-09-20,“重识游戏”分享研讨活动在京举行,证券之星
3002,2018-09-20,完美世界CEO萧泓：中国游戏“抢滩”国际市场大有可为,证券之星
3003,2018-09-19,完美世界CEO萧泓：让人工智能更好地服务人类社会,证券之星
3004,2018-09-18,媒体：票补或将取消 荐5股,中信建投
3005,2018-09-18,完美世界：公司多元化业务开创未来“完美世界”,中证网
3006,2018-09-18,伽马数据报告：超四千款游戏在什么渠道宣传,中新网
3007,2018-09-17,业内人士热议跨文化沟通 完美世界寻找共情点,中新网
3008,2018-09-14,9月14日午间行业热点聚焦,中证网
3009,2018-09-12,伽马数据发布最新游戏人才报告成都需求超深圳,中新网
3010,2018-09-12,【太平洋证券今日早读】策略：北上资金净流出，两融余额继续下滑|固收：新涨价因素压力较大|完美世界陕西煤业点评20180912,太平洋证券研究
3011,2018-09-12,"国元传媒与互联网周报:电视剧上游去产能趋势明显,游戏板块有望走出政策阴霾",国元证券
3012,2018-09-12,"游戏行业周报:严监管持续影响板块情绪,静候积极的政策信号出现",上海证券
3013,2018-09-11,“中南文化们”皆唱挽歌？实业跨界影视公司的同生不同命,搜狐
3014,2018-09-10,让股份回购“像个样” 五部委联合发文修法能否提振市场信心,号外财经网
3015,2018-09-09,媒体：关注A股细分领域龙头 荐6股,中泰证券
3016,2018-09-09,媒体：行业运行层面持续良好 荐12股,安信证券
3017,2018-09-07,完美世界：业绩符合预期 影视业务高速增长,上海证券
3018,2018-09-07,年内478家公司斥资236亿元回购，逾七成公司三季报业绩预喜,证券日报
3019,2018-09-06,腾讯和完美世界回应“石化加油卡事件”：系网络诈骗，永久封号,Wind
3020,2018-09-05,完美世界：耗资3.46亿元回购1.05%股权,e公司
3021,2018-09-05,"完美世界1H18财报点评:2Q业绩符合预期,期待影游作品储备释放更高业绩弹性",正点财经
3022,2018-09-04,完美世界回购股份进展：已累计回购逾1272股 占总股本0.97%,TechWeb
3023,2018-09-03,9月3日有54家公司获重要股东增减持 包钢股份已被连续增持48次,Wind
3024,2018-09-03,完美世界：回购股份1272.36万股，耗资 3.22亿元,金融界
3025,2018-09-03,完美世界：耗资3.22亿元回购0.97%股权,e公司
3026,2018-09-02,媒体：短期游戏面临监管情绪压制 荐4股 其他违规处罚,广发证券
3027,2018-09-01,国内A股公司上半年财报：版号审批暂停后的日子厂商收入增幅继续放缓,搜狐
3028,2018-08-31,特斯拉高昂保险费堪比保时捷跑车|7-Eleven尝试做无人零售【Do说】,DoNews
3029,2018-08-31,八部门发文实施网络游戏总量调控，行业监管风险仍在积累,Wind
3030,2018-08-31,游戏板块大幅走低 完美世界跌逾9%,e公司
3031,2018-08-31,网络游戏将实施总量调控 游戏股大跌完美世界跌停,金融界
3032,2018-08-31,快讯：网络游戏板块大幅低开 完美世界封跌停板,新浪
3033,2018-08-31,完美世界低开低走重挫8.38%报24.26元 成交483万元,腾讯网
3034,2018-08-30,"完美世界公司动态点评:中报增长符合预期,期待《完美世界手游》和Steam中国上线",长城证券
3035,2018-08-28,完美世界午后异动拉升7.13%报26.90元 成交1.72亿元,腾讯网
3036,2018-08-28,完美世界午后异动拉升5.06%报26.38元 成交1.32亿元,腾讯网
3037,2018-08-27,完美世界午后异动拉升5.07%报24.65元 成交9797万元,腾讯网
3038,2018-08-24,延禧攻略、如懿传还在掐，《香蜜沉沉烬如霜》却悄悄做成了这件事,搜狐
3039,2018-08-24,[买入评级]完美世界(002624)半年报点评：16.5%稳健增长符合预期 储备及递延蓄力后续业绩,中财网
3040,2018-08-24,"文化传媒行业周报:板块估值进入低位,关注稀缺优质龙头",中航证券
3041,2018-08-23,完美世界新游进度放缓影视业比重获提升,中金在线
3042,2018-08-23,[买入评级]完美世界(002624)中报点评：电视剧增速亮眼 游戏储备丰富静待收获,中财网
3043,2018-08-23,完美世界：业绩基本符合预期，期待影游储备带动业绩高增长,南方财富网
3044,2018-08-23,[增持评级]完美世界(002624)中报点评：增长符合预期 核心业务2018年下半年发力,中财网
3045,2018-08-23,券商首次关注5股并给予买入评级（8月23日）,Wind
3046,2018-08-23,[优于大市评级]完美世界(002624)中报点评：Q2业绩环比提升 影视业务表现亮眼,中财网
3047,2018-08-23,【传媒】完美世界：影视业务取得高增长，游戏业务有望回暖,中银国际证券研究
3048,2018-08-22,[买入评级]深度*公司*完美世界(002624)中报点评：影视业务取得高增长 游戏业务有望回暖,中财网
3049,2018-08-22,完美世界（002624.SZ）1H18财报点评：业绩符合预期，期待影游作品储备释放更高业绩弹性 【建投传媒互联网 曾荣飞】,飞说财经
3050,2018-08-22,[买入评级]完美世界(002624)中报点评：毛利率提升明显 影视业务增速超出预期,中财网
3051,2018-08-22,191股获券商买入评级 东易日盛目标涨幅达119.42%,Wind
3052,2018-08-22,[买入评级]完美世界(002624)中报点评：中报业绩符合预期 期待《完美世界手游》上线和电视剧收入顺利确认带动业绩确定性高增长,中财网
3053,2018-08-22,"完美世界:影视业务表现亮眼,手游关注新产品上线进度",国元证券
3054,2018-08-21,[买入评级]完美世界(002624)半年报点评：18H1经营稳健 预计下半年迎来业绩释放,中财网
3055,2018-08-21,[审慎增持评级]完美世界(002624)中报点评：游戏稳健电视剧井喷 业绩表现高于预期,中财网
3056,2018-08-21,[增持评级]游戏行业周报：腾讯财报不及预期拖累板块普跌 Q3有望好转,中财网
3057,2018-08-21,[买入评级]完美世界(002624)中报点评：业绩符合预期 影视业务表现出色 移动游戏业务下半年有望企稳回升,中财网
3058,2018-08-21,[买入评级]互联网传媒行业周报：下调中择机中长线布局优质龙头 推荐在线教育细分行业,中财网
3059,2018-08-21,完美世界回应游戏营收下降：游戏生命周期所致,财经网
3060,2018-08-21,完美世界：业绩符合预期 静待大IP产品的上线,东吴证券
3061,2018-08-21,[推荐评级]完美世界(002624)中报点评：业绩基本符合预期 但新游进度延缓影响下半年表现,中财网
3062,2018-08-21,完美世界今年业绩“完美” 价值投资机会凸显,证券之星
3063,2018-08-21,【朝闻国盛】静候减税,国盛证券研究所
3064,2018-08-20,[快讯]完美世界:国信证券股份有限公司使用自有资金支付募投项目款项后续以募集资金等额置换之核查意见,中财网
3065,2018-08-20,完美世界发布2018年上半年财报 利润稳步增长,中国财经网
3066,2018-08-20,完美世界：上半年净利7.82亿元 同比增16%,e公司
3067,2018-08-20,完美世界：上半年净利润同比增16.46%,Wind
3068,2018-08-20,[中性评级]传媒互联网行业周报：情绪影响下板块回调 持续关注流量整合及内容付费主线,中财网
3069,2018-08-20,完美世界新剧收视率居前二 影视业绩有望再获突破,中新网
3070,2018-08-18,媒体：关注业绩扎实的优质个股 荐14股,安信证券
3071,2018-08-17,8月17日A股龙虎榜揭秘，机构净卖出10股,Wind
3072,2018-08-17,深股通专用席位大举卖出 完美世界疑遭北上资金砸盘,新浪
3073,2018-08-17,跌停板解密：三大板块个股大幅下挫！（8月17日),Wind
3074,2018-08-17,龙虎榜：完美世界快速跌停 疑遭北上资金砸盘,e公司
3075,2018-08-17,完美世界今日闪崩跌停，深股通净卖出近六千万成“砸盘元凶”,Wind
3076,2018-08-17,完美世界龙虎榜数据（8月17日）,Wind
3077,2018-08-17,完美世界午后封跌停成交额2.17亿元封单7886手,腾讯网
3078,2018-08-17,完美世界：股东质押风险可控 游戏版号暂停审批不会大范围影响行业,e公司
3079,2018-08-17,投资者无视回购股票利好公告 完美世界早盘跌停,腾讯网
3080,2018-08-17,年轻化成文娱行业发展趋势 ，完美世界引领新娱乐变革,Wind
3081,2018-08-17,完美世界早盘封跌停成交额1.39亿元封单971手,腾讯网
3082,2018-08-17,完美世界闪崩跌停 连续下跌,每日经济新闻
3083,2018-08-17,[互动]完美世界：与张艺谋合作电影《影》将于近期上映,全景网
3084,2018-08-16,2018上市竞争力报告：代表性企业游戏收入增速达31.4%,中国财经网
3085,2018-08-16,腾讯游戏不及预期：完美世界等游戏股受累集体暴跌 连续下跌,新浪
3086,2018-08-16,"文化传媒行业周报:三大视频网站联合限薪,行业投资机会仍需等待",渤海证券
3087,2018-08-15,鞋企星期六欲17.88亿“迎娶”新媒体营销公司 标的上千万流量资源成“嫁妆”？,每日经济新闻
3088,2018-08-13,媒体：三大视频网站联合六大制作公司声明抵制行业乱象 荐10股,申万宏源
3089,2018-08-13,国产游戏：补齐自身短板 拓展海外市场,中国知识产权报
3090,2018-08-10,完美世界：未收到“新税制”等相关通知,e公司
3091,2018-08-10,央视报道电竞入亚 中国电竞作用至关重要,中新网
3092,2018-08-10,伽马数据发布2018中国上市游戏公司竞争力调查报告,证券日报
3093,2018-08-10,2018上市竞争力报告：代表性企业游戏收入增速达31.4%,腾讯网
3094,2018-08-09,中国还有4.5亿潜在游戏用户？ 完美世界改造《诛仙》背后的转型新思路,华夏时报
3095,2018-08-09,全球爆发一千亿美元市场！腾讯去年从中赚钱最多 还将参加亚运会,央视
3096,2018-08-08,媒体：内容付费与头部流量 荐10股,申万宏源
3097,2018-08-08,完美世界首次回购74.97万股,中证报
3098,2018-08-08,早间公告：汇金股份拟引入国有资本战略投资者,Wind
3099,2018-08-08,"传媒与互联网行业周报:ChinaJoy拉开帷幕,腾讯移动游戏五周年发布20款新游戏",国元证券
3100,2018-08-07,Steam中国将落户上海浦东 哪些电竞概念股或将受益？,南方财富网
3101,2018-08-07,浙商证券传媒行业周报(7.30~8.5),浙商证券
3102,2018-08-06,课堂知识更新滞后 42万需求凸显游戏行业人才痛点,每日经济新闻
3103,2018-08-06,完美世界：将回购5至10亿元股票 并予以注销,新浪
3104,2018-08-06,完美世界拟以逾5亿元回购公司股份 上半年预计净利润超7.2亿元,证券日报
3105,2018-08-06,完美世界：内在价值得到认可 维持买入评级,中证网
3106,2018-08-06,每日热点题材：投资机会都在这里！,巨丰财经
3107,2018-08-06,完美世界首席执行官：游戏行业迎来现金流最好的时代,每日经济新闻
3108,2018-08-05,完美世界：拟斥资5-10亿元回购公司股票,金融界
3109,2018-08-05,伽马数据发布中国游戏企业年度竞争力报告，国内游戏市场收入占全球市场近三成,经济观察网
3110,2018-08-05,媒体：移动游戏市场增速放缓 荐6股,中泰证券
3111,2018-08-05,媒体：7月全国票房69.5亿 荐14股,安信证券
3112,2018-08-05,STEAM中国将落户上海浦东 推动游戏产业走出去,DoNews
3113,2018-08-03,《2018年游戏企业招聘需求及高校调查报告》发布,腾讯网
3114,2018-08-03,完美世界CEO萧泓：推出“STEAM中国”是要将中国游戏带出去,金融界
3115,2018-08-03,ChinaJoy开幕之际：上半年业绩预期调高背后 完美世界CEO萧泓详解新娱乐时代变革,每日经济新闻
3116,2018-08-03,多角度 多渠道 联盟电竞集众家之力培养电竞人才,财经网
3117,2018-08-03,完美世界教育携手校企共推产教融合新实践,中新网
3118,2018-08-03,完美世界携手SONY力推新品《FARSIDE》,中新网
3119,2018-08-03,完美世界品牌升级见成效 CEO萧泓：年轻化将引领新娱乐时代,21世纪经济报道
3120,2018-08-03,完美世界CEO萧泓：游戏产业向“年轻化”趋势发展,赛迪网
3121,2018-08-03,一线| 完美世界CEO萧泓：公司年轻化，同龄人为同龄人做产品,腾讯网
3122,2018-08-03,"文化传媒行业周报:湖南广电改革方案公布,关注部分超跌个股",渤海证券
3123,2018-08-02,"传媒与互联网行业周报:《西虹市首富》火爆,QuestMobile发布上半年互联网行业报告",国元证券
3124,2018-08-01,完美世界招聘预示“Steam中国”上线？版号尚无消息，平台如何上线？,上方网
3125,2018-07-31,规模创新高！百家公司回购逾120亿元(附股),中证报
3126,2018-07-31,100家公司回购股份逾120亿元 回购规模创新高 四股值得关注,证券之星
3127,2018-07-31,今年以来100家公司回购股份超120亿元,中证报
3128,2018-07-31,浙商证券传媒行业周报,浙商证券
3129,2018-07-30,国家体育总局举办电竞公开赛 相关公司迎来发展新时期,金融界
3130,2018-07-30,完美世界启动STEAM中国招聘 V社将提供资源支持,DoNews
3131,2018-07-26,2018未来新经济高峰论坛召开 数字创意产业成焦点,苏南网
3132,2018-07-26,六成传媒公司中期业绩向好机构称价值投资布局机会显现,顶尖财经网
3133,2018-07-26,逾百家公司掀回购潮 回购金额创历史新高,投资快报
3134,2018-07-25,7月25日有50家公司获重要股东增减持 泛海控股已被连续增持76次,Wind
3135,2018-07-25,7月25日午间行业热点聚焦,中证网
3136,2018-07-25,[增持评级]游戏行业周报：上半年游戏买量市场竞争激烈,中财网
3137,2018-07-25,【晨会聚焦】稳内需持续升温；个股：招商银行,中泰证券研究所
3138,2018-07-25,【传媒】康雅雯、熊亚威：公募基金2018Q2传媒持仓跟踪：超配比例达0.95%，龙头公司持仓集中度提升-20180725,中泰证券研究所
3139,2018-07-25,"传媒行业基金二季报传媒持仓分析:由Q1标配略提升至Q2略超配,持股更集中",安信证券
3140,2018-07-24,券商首次关注3股并给予买入评级（7月24日）,Wind
3141,2018-07-24,46股获券商买入评级 凯乐科技目标涨幅达96.67%,Wind
3142,2018-07-24,"传媒行业:移动互联网出海主要体现为商业模式的输出,游戏作为内容服务型出海,格局已定",安信证券
3143,2018-07-23,"传媒行业评论周报第29期:人均移动互联网单日时长达近5小时,寻找新流量洼地和关注深护城河",广发证券
3144,2018-07-23,完美世界：“内容为王”时代左右逢源的游戏王者,国金证券
3145,2018-07-23,"传媒行业周报:暑期档热度持续发酵,关注院线渠道公司",开源证券
3146,2018-07-20,2018年Q2手游报告：新游表现乏力 女性游戏热度居高不下,上方网
3147,2018-07-19,专访王巍巍：董秘是专业化、职业化、精准化的多面手,新浪
3148,2018-07-19,第四届金牌董秘荣耀盛典举行 完美世界王巍巍获金牌董秘,中新网
3149,2018-07-19,70股获券商买入评级 完美世界目标涨幅达51.11%,Wind
3150,2018-07-18,[买入-A评级]完美世界(002624)公司快报：股份回购凸显信心 影游双轮驱动迎来收获,中财网
3151,2018-07-18,[推荐评级]完美世界(002624)事件跟踪：回购股份彰显对公司长期价值的信心,中财网
3152,2018-07-17,[增持评级]游戏行业周报：微信小游戏广告组件进一步开放;关注中报高增长标的,中财网
3153,2018-07-17,【传媒-焦娟】完美世界：拟大比例回购，坚定看好公司长线发展逻辑,安信证券研究
3154,2018-07-16,这些公司获重要股东增持+上市公司回购（附名单）,中财网
3155,2018-07-16,[买入评级]完美世界(002624)点评：拟回购股份5-10亿元显示对公司发展信心 核心影游业务不断向好,中财网
3156,2018-07-16,明日最具投资机会六大牛股一览（2018年7月16日）,中财网
3157,2018-07-16,[买入评级]完美世界(002624)点评：计划回购5-10亿元股份 彰显对公司长期内在价值的坚定信心,中财网
3158,2018-07-16,[强烈推荐-A评级]完美世界(002624)点评公司回购+管理层增持 凸显发展信心,中财网
3159,2018-07-16,完美世界10亿回购 暴跌董事长池宇峰身家蒸发74亿,新浪
3160,2018-07-16,[买入评级]完美世界(002624)公司点评：5-10亿回购注入强心剂 回购增持双管齐下显示信心与诚意,中财网
3161,2018-07-16,华闻传媒控股股东拟增持超5亿 完美世界拟回购不低于5亿元,财富动力网
3162,2018-07-16,市场回暖A股布局时机显现 三维度详解“两低”预喜股,证券日报
3163,2018-07-15,晚间重要公告2018年7月15日星期日,Wind
3164,2018-07-15,完美世界：拟5至10亿元回购股份,Wind
3165,2018-07-15,完美世界：拟回购5-10亿元公司股份,金融界
3166,2018-07-15,完美世界：拟5亿-10亿元回购股份,证券之星
3167,2018-07-13,完美世界教育与四川传媒学院共建“国际游戏与电竞学院”,中新网
3168,2018-07-12,“入摩”不是万能的，这些MSCI成份股创年内新低(名单),证券时报
3169,2018-07-11,完美世界大跌7.33%，报26.41元,腾讯网
3170,2018-07-11,2018上海游戏精英峰会召开 聚焦游戏竞技化新经济,苏南网
3171,2018-07-11,完美世界牵手中国爱乐乐团共建音乐教育中心,苏南网
3172,2018-07-11,与中国爱乐乐团牵手 完美世界凸显全产业链万有引力,中新网
3173,2018-07-11,文创行业顶尖人才培育 全产业链深度合作更有效,中新网
3174,2018-07-11,完美世界跌2.98%，创近5个月新低，报27.65元,腾讯网
3175,2018-07-11,三家知名文化机构入驻完美世界文创公园,苏南网
3176,2018-07-11,"国元传媒与互联网行业周报:《我不是药神》引爆暑期档,3天票房突破13亿",国元证券
3177,2018-07-10,中报行情全面爆发！三类股摇钱有“术”……,Wind
3178,2018-07-10,完美世界跌4.57%，创近5个月新低，报27.95元,腾讯网
3179,2018-07-06,完美世界：《武林外传手游》运营良好 流水持续稳定,e公司
3180,2018-07-06,完美世界(002624)调研简报：STEAM落地激活公司平台属性 多重因素促进业绩增长,中财网
3181,2018-07-03,传媒行业周观点26期:精选中长线发展逻辑清晰的个股,正点财经
3182,2018-07-03,完美世界影游捷报频传 多元化年轻化思路显成效,中新网
3183,2018-07-02,"传媒行业2018半年度策略:轻装上阵成长性预期改善,关注版权付费与教育",中证网
3184,2018-07-02,[优于大市评级]传媒行业周报：反弹持续 关注中报行情与平台公司,中财网
3185,2018-07-01,完美世界游戏COO鲁晓寅：游戏创意大赛不仅意在培养人才，更着眼于培育创新与游戏出海,赛迪网
3186,2018-06-30,完美世界接手steam中国 香饽饽还是烫手山芋？,中国经营报
3187,2018-06-26,6000亿！国际资金大举北上买A股，抄底这些蓝筹股,中国基金报
3188,2018-06-26,绝对价值投资区域已现？21股机构看涨80%,--
3189,2018-06-26,完美世界股票怎么样：高管增持彰显信心，游戏业务发展路径清晰,中邮证券
3190,2018-06-26,[优于大市评级]传媒行业周报：板块估值已低 关注中报行情,中财网
3191,2018-06-26,"传媒与互联网业周报:板块深度调整,关注业绩具有确定性的超跌个股",国元证券
3192,2018-06-25,完美世界：将按投资比例获得《侏罗纪世界2》全球权益,中证网
3193,2018-06-25,完美世界董秘王巍巍：董秘要掌控三种力量,新浪
3194,2018-06-25,完美世界：参与投资和出品《侏罗纪世界2》,Wind
3195,2018-06-21,[买入评级]完美世界(002624)点评：变更募集资金用途加大影视剧投入力度 合作VALVE建立STEAM中国 公司影视游戏业务再发力,中财网
3196,2018-06-21,[增持评级]游戏行业周报：STEAM中国能否成为国内PC游戏分发市场龙头?,中财网
3197,2018-06-21,当代明诚中标亚足联赛事版权 江丰电子股东拟合计减持公司股份,云掌财经
3198,2018-06-21,完美世界高管增持公司股份 彰显对公司信心,中国财经网
3199,2018-06-21,完美世界：联手VALVE建立STEAM中国,中邮证券
3200,2018-06-21,信息速递| 6月21日格林大华信息速递,格林大华期货资讯
3201,2018-06-21,券商首次关注4股并给予买入评级（6月21日）,Wind
3202,2018-06-21,17股获券商买入评级 滨江集团目标涨幅达70.87%,Wind
3203,2018-06-21,完美世界多位高层增持股票 合计增持金额不低于1亿元。,凤凰网
3204,2018-06-21,"完美世界:核心高管和业务人员增持显示对公司发展坚定信心,游戏影视业务持续向好",申万宏源
