,2021-12-30,玲珑轮胎今日大宗交易成交64.40万股，成交价36.18元溢价0.0%,Wind
928,2020-08-26,多因素发酵 轮胎企业密集上调报价,上证报
929,2020-08-26,多因素发酵，轮胎企业密集上调报价,Wind
930,2020-08-25,化工周报：MDI、醋酸、DMF等供需格局好的产品持续上涨 坚定看好化工Q3复苏,新浪
931,2020-08-25,上市公司正负面新闻2020年8月25日星期二,Wind
932,2020-08-24,玲珑轮胎(601966.SH)：A股定增募资额调减为不超19.9116亿元,格隆汇
933,2020-08-24,涨价主题风起云涌，下个风口是谁？,Wind
934,2020-08-23,周观点 | 蔚来发布BaaS 推动“车电分离”【华西汽车 崔琰团队】,汽车琰究
935,2020-08-20,玲珑轮胎研发制造出抑菌轮胎,凤凰网
936,2020-08-20,玲珑轮胎：“玲珑转债”赎回登记日9月3日,Wind
937,2020-08-20,玲珑轮胎(601966.SH)：“玲珑转债”的赎回登记日为9月3日,格隆汇
938,2020-08-20,玲珑轮胎是如何炼成的？,天然橡胶网
939,2020-08-20,4家轮胎企业齐上榜，谁家最实至名归？,轮胎商业网
940,2020-08-18,玲珑举办轮胎重点实验室专家会议,轮胎世界网
941,2020-08-18,玲珑轮胎持续在努力,中国卡车网
942,2020-08-18,玲珑轮胎上半年营收减少销量降1.75% 靠“新零售”能否解决渠道困局？ 盈利能力下降,GPLP犀牛财经
943,2020-08-17,汽车行业第34周周报：7月新能源车同比增速转正 乘用车批发同比+6％,新浪
944,2020-08-17,湖北玲珑轮胎收到8579万元的退税资金,中国橡胶网
945,2020-08-17,周观点 | 全球电动智能化加速推进【华西汽车 崔琰团队】,汽车琰究
946,2020-08-16,【招商汽车|公司点评】玲珑轮胎：中报业绩稳健增长，新零售开启新纪元,招商汽车研究
947,2020-08-15,【长城化工】上半年业绩符合预期，新零售助力渠道开拓 ——玲珑轮胎（601966）公司动态点评,长城化工新视界
948,2020-08-15,新突破！玲珑轮胎造出抑菌轮胎，抑菌性能可达到99.9%,轮胎商业网
949,2020-08-14,玲珑轮胎(601966)公司动态点评：上半年业绩符合预期 新零售助力渠道开拓,新浪
950,2020-08-14,玲珑轮胎研发制造出抑菌轮胎,格隆汇
951,2020-08-14,玲珑轮胎：公司新零售业务目前只在国内零售市场开展 不包括配套及海外销售业务,发布易
952,2020-08-14,玲珑轮胎获8579万元退税,湖北日报
953,2020-08-13,玲珑轮胎品牌价值突破500亿元,中国经济网
954,2020-08-13,玲珑轮胎：提前赎回“玲珑转债”,Wind
955,2020-08-13,玲珑轮胎(601966.SH)：拟行使“玲珑转债”提前赎回权,格隆汇
956,2020-08-13,玲珑轮胎急速拉升5.95%,金融界
957,2020-08-13,玲珑轮胎2020年上半年生产2850.54万条,中国橡胶网
958,2020-08-13,玲珑轮胎披露半年报 实现营业收入82.44亿元,天然橡胶网
959,2020-08-13,89股获券商买入评级 万盛股份目标涨幅达67.34%,Wind
960,2020-08-13,玲珑轮胎国内零售销量增长35% 严控成本助力业绩逆势提升,长江商报
961,2020-08-13,【东吴基础化工|中报点评】玲珑轮胎：业绩逆势增长，新零售市场取得佳绩,东吴石化化工
962,2020-08-12,渠道赋能 玲珑轮胎上半年业绩超市场预期,证券时报
963,2020-08-12,玲珑轮胎(601966)2020年半年报点评：Q2经营明显复苏 发力新零售提升成长预期,渤海证券
964,2020-08-12,玲珑轮胎(601966)2020年中报点评：二季度业绩同比向好 原料降价提升盈利,新浪
965,2020-08-12,玲珑轮胎(601966)：量价齐升单季度业绩创新高 国内零售与配套推进亮眼,新浪
966,2020-08-12,33公司获得增持评级-更新中,中财网
967,2020-08-12,玲珑轮胎(601966)：销量提升叠加原材料低位 Q2创季度利润新高,新浪
968,2020-08-12,【面包财报】玲珑轮胎：2020年上半年归母净利润8.97亿元，同比增长23.64%,面包财经
969,2020-08-12,【财报智读】玲珑轮胎：2020年上半年归母净利润8.97亿元，同比增长23.64%,面包财经
970,2020-08-12,玲珑轮胎上半年净利增长23.64% 北上资金连续三个季度增持,证券日报
971,2020-08-12,玲珑轮胎半年报，轮胎销量2700万条！,中国橡胶网
972,2020-08-12,玲珑轮胎上半年净利8.97亿,e公司
973,2020-08-12,玲珑轮胎｜Q2营收同比转正 利润维持快速增长 【华西汽车 崔琰团队】,汽车琰究
974,2020-08-12,玲珑轮胎(601966)：国内零售发力 助力业绩稳定增长,新浪
975,2020-08-12,玲珑轮胎，净利润逆势暴涨,轮胎商业网
976,2020-08-11,玲珑轮胎公布半年报 上半年净利增加23.64%,新浪
977,2020-08-11,玲珑轮胎：上半年净利同比增长23.64% 多项指标居国内同行业前列,中证网
978,2020-08-11,晚间重要公告2020年8月11日星期二,Wind
979,2020-08-11,玲珑轮胎(601966.SH)：根据新零售业务发展需要 拟变更经营范围 业务变化,格隆汇
980,2020-08-11,玲珑轮胎：两家子公司拟合计申请不超2亿元综合授信额度 公司将为其提供担保 大额借贷担保,发布易
981,2020-08-11,玲珑轮胎：上半年净利同比增24% 社保基金新进前十大股东,e公司
982,2020-08-11,玲珑轮胎(601966.SH)半年度净利润升23.64%至8.97亿元,格隆汇
983,2020-08-11,玲珑轮胎：上半年净利润同比增长23.64%,Wind
984,2020-08-10,化工行业周报：关注轮胎行业正在进行的两大变化,新浪
985,2020-08-10,汽车行业周报：7月主要车企销量表现如何？,新浪
986,2020-08-10,中国五大轮胎企业实力排名,轮胎商业网
987,2020-08-08,【方正化工】化工周报：万华MDI挂牌价大幅上调，玲珑再登亚洲品牌500强榜单,靠谱化工股
988,2020-08-07,玲珑轮胎董事长王锋荣获“质造”类重要奖项,凤凰网
989,2020-08-07,轮胎排行榜出炉!多家入驻途虎轮胎,天然橡胶网
990,2020-08-06,玲珑轮胎品牌价值突破500亿元,轮胎世界网
991,2020-08-06,轮胎圈子里最有钱的是谁？,轮胎商业网
992,2020-08-05,广西玲珑轮胎再次入围“双百强”,轮胎世界网
993,2020-08-05,玲珑轮胎拟涨价！现股价跌幅收窄,金融界
994,2020-08-05,玲珑轮胎宣布涨价,格隆汇
995,2020-08-03,长城策略月度金股‖八月,新浪
996,2020-08-03,轮胎厂商宣布提价掀起涨价潮,长江商报
997,2020-08-03,汽车行业周报：吉利高端SUV几何C来袭 关注产业链相关机会,新浪
998,2020-08-03,化工行业周报：MDI及TDI大涨；继续推荐成长型周期白马股,新浪
999,2020-08-02,玲珑谋“变”，卡客车销售增长70%,轮胎商业网
1000,2020-07-30,玲珑轮胎逆势谋“变”,大众日报
1001,2020-07-29,玲珑轮胎连续3日融资净偿还2428.69万元,天然橡胶网
1002,2020-07-29,3天内连抛3单收购 腾讯投资生态“破圈”,上证报
1003,2020-07-28,汽车行业报告：一文看透汽车景气现状,新浪
1004,2020-07-27,化工行业周报：重视复利的力量 重视成长型的白马股,新浪
1005,2020-07-26,汽车第31周周报：第3周零售同比增长 特斯拉Q2业绩超预期,新浪
1006,2020-07-25,【方正化工】化工周报：涤纶长丝、PTA价格上涨，化工龙头迎来布局良机,靠谱化工股
1007,2020-07-22,玲珑轮胎再获工业设计奖项,轮胎世界网
1008,2020-07-21,消息坐实，玲珑轮胎项目落户济南,中国橡胶网
1009,2020-07-21,持续发力配套市场 玲珑轮胎跃居国产轮胎原配排行榜第一,中证网
1010,2020-07-21,山东民企100强，三家轮胎企业齐上榜,轮胎商业网
1011,2020-07-20,【方正策略+行业】御风而行，低估值价值崛起【附标的】,策略研究
1012,2020-07-20,快讯：玲珑轮胎涨停 报于24.95元,金融界
1013,2020-07-20,玲珑轮胎大涨7.41% 近5日流入1.16亿元,东方网
1014,2020-07-20,玲珑轮胎7月20日快速上涨,天然橡胶网
1015,2020-07-20,玲珑轮胎急速拉升6.31%,天然橡胶网
1016,2020-07-19,周观点 | 新能源汽车下乡 乘用车底部已现【华西汽车 崔琰团队】,汽车琰究
1017,2020-07-18,玲珑轮胎研发科创基地将落户济南,e公司
1018,2020-07-18,玲珑轮胎区域总部落户山东济南,轮胎世界网
1019,2020-07-16,玲珑经销商齐聚，都干了啥？,轮胎商业网
1020,2020-07-15,玲珑轮胎召开年中经销商会议,轮胎世界网
1021,2020-07-15,全球不景气，为什么中国轮胎企业敢逆势扩张,轮胎商业网
1022,2020-07-15,龙头轮胎企业竞速扩产，上半年近百亿！,轮胎商业网
1023,2020-07-14,排行榜出炉！玲珑轮胎营收规模跃升至全球轮胎企业第14位,证券日报
1024,2020-07-13,海外营收成为企业重要市场增量,轮胎世界网
1025,2020-07-13,汽车周报：汽车行业继续回暖 6月产销创历史新高,新浪
1026,2020-07-13,国内轮胎龙头企业竞速扩产,长江商报
1027,2020-07-13,化工行业周报：洪湖一泰中间体停产 草铵膦价格上行 经营问题,新浪
1028,2020-07-12,玲珑轮胎2019年营收、净利分别居全球轮胎企业第14位和第7位,中证网
1029,2020-07-12,玲珑轮胎全球排名跃升至第14位 持续打造世界一流轮胎品牌,中国证券网
1030,2020-07-12,汽车行业第29周周报：产销持续回暖 促消费政策效果已现,新浪
1031,2020-07-12,玲珑轮胎全球排名跃升至第14位 业绩剑指全球前五,证券时报
1032,2020-07-11,玲珑轮胎与腾讯云合作升级 深耕轮胎后市场数字化服务体系,中证网
1033,2020-07-11,玲珑轮胎智慧营销平台一期上线,轮胎世界网
1034,2020-07-11,2020年轮胎排行榜揭晓，看看都有谁,轮胎商业网
1035,2020-07-10,玲珑轮胎联手腾讯云 加速向智能制造转型,中国证券网
1036,2020-07-10,玲珑轮胎与腾讯云合作再升级 深耕轮胎后市场数字化服务体系,e公司
1037,2020-07-10,腾讯云再次联手玲珑轮胎 加速生产制造企业向服务型企业转型,证券时报
1038,2020-07-10,华制智能助力玲珑轮胎打造工业互联网全场景全链路智慧营销平台,砍柴网
1039,2020-07-09,玲珑轮胎举办群雄会活动,轮胎世界网
1040,2020-07-06,2020年中国轮胎行业发展现状分析 市场回暖速度加快,前瞻研究院
1041,2020-07-06,轮胎全球布局产能 市场加快复苏,中证报
1042,2020-07-06,国内轮胎龙头企业逆势扩张产能,Wind
1043,2020-07-05,汽车第28周周报：重卡H1销量创新高 特斯拉Q2超预期放量,新浪
1044,2020-07-03,玲珑轮胎塞尔维亚工厂预计明年二季度投产,证券时报
1045,2020-07-02,玲珑轮胎海外工厂增430万套/年产能,天然橡胶网
1046,2020-07-01,通用股份造轮胎的秘密武器,轮胎商业网
1047,2020-06-29,玲珑轮胎等我国轮胎行业龙头迎来市占率和品牌提升窗口期,上证报
1048,2020-06-23,巨星转债-倚匠心不如倚利器,新浪
1049,2020-06-22,化工行业2020年中期策略报告：静待需求起、拥抱“阿尔法”,新浪
1050,2020-06-22,化工周报：国瓷定增引入高瓴 饲料禁抗令7月实施,新浪
1051,2020-06-22,化工行业周报：看好民营加油站龙头崛起 继续推荐新材料及精细化工细分龙头,新浪
1052,2020-06-22,玲珑携手山东大学，助推校企合作新篇章,轮胎商业网
1053,2020-06-18,玲珑轮胎董事长到山东大学访问,轮胎世界网
1054,2020-06-17,基础化工行业投资周报：国六标准实施在即 关注尾气催化材料板块投资机会,新浪
1055,2020-06-15,民生证券研究周观点,新浪
1056,2020-06-15,基础化工行业周报：寻求确定性 关注中报行情,新浪
1057,2020-06-15,汽车周报：“百万公里”电池时代或刺激国内需求回升,新浪
1058,2020-06-12,风起青萍：轮胎行业大趋势专题报告(二)：只争朝夕：民族轮胎企业有望抓住机遇,新浪
1059,2020-06-11,【方正化工】化工新材料周报：苹果成为OLED面板最大买家 中芯国际公告招股说明书,靠谱化工股
1060,2020-06-10,汽车行业数据点评：5月乘用车销量重回正增长 特斯拉月销过万,新浪
1061,2020-06-08,化工周报：油价站上40美元 行情回暖周期龙头加仓配置,新浪
1062,2020-06-06,玲珑轮胎申请增发A股股票,轮胎世界网
1063,2020-06-05,玲珑轮胎(601966.SH)公开增发A股申请获中国证监会受理,格隆汇
1064,2020-06-05,地摊概念股还能火多久？连续涨停公司发澄清、深港通开始抛货,Wind
1065,2020-06-04,玲珑轮胎：公司是五菱“摆摊神车”主流轮胎供应商,中证网
1066,2020-06-04,神反转！刚蹭上地摊经济，这家公司立马停牌！五菱汽车又飙涨60%，啤酒、遮阳伞都涨停了,21世纪经济报道
1067,2020-06-04,刚碰上地摊概念涨停，就停牌等“退市”！其他涨停狂欢继续,中国基金报
1068,2020-06-04,玲珑轮胎配套五菱“摆摊神车” 助力地摊经济发展,证券日报
1069,2020-06-03,玲珑轮胎(601966.SH)：调整玲珑转债转股价至18.12元/股 6月11日生效,格隆汇
1070,2020-06-03,玲珑轮胎(601966.SH)年报推10派4.3元 股权登记日6月10日,格隆汇
1071,2020-06-03,看好这个万亿空间的细分行业，它正在孕育十倍股！,和讯
1072,2020-06-02,基础化工行业投资周报：“一盔一带”政策落地 利好ABS、EPS塑料需求,新浪
1073,2020-06-02,化工周报：万华上调6月聚合MDI挂牌价 周期品淡季不淡 静待Q3需求恢复 积极布局行业白马及龙头,新浪
1074,2020-06-01,玲珑轮胎回应轮胎“双反”问题,轮胎世界网
1075,2020-05-30,中国轮胎企业哪家强？,轮胎商业网
1076,2020-05-28,汽车行业投资策略：一文看透汽车景气现状,新浪
1077,2020-05-28,玲珑轮胎：实施权益分派时转股连续停牌 重大事项停牌,Wind
1078,2020-05-27,玲珑招远旗舰店重装升级开业,轮胎世界网
1079,2020-05-27,化工行业动态：需求改善原油连涨四周 新材料本周继续亮眼,新浪
1080,2020-05-26,玲珑轮胎项目落地推进会召开,轮胎世界网
1081,2020-05-26,全球化布局让中国轮胎企业无惧欧美“双反”,轮胎商业网
1082,2020-05-25,玲珑轮胎：产能配套齐发力，进军国际轮胎巨擘,证券时报网
1083,2020-05-21,市委书记接见，玲珑轮胎或将落户济南,中国橡胶网
1084,2020-05-19,玲珑轮胎(601966)：短期挑战不改长期逻辑 全球化布局提速,新浪
1085,2020-05-18,济南市委书记会见玲珑轮胎董事长,轮胎世界网
1086,2020-05-16,玲珑“AA1”高等级轮胎新产品问事！,轮胎商业网
1087,2020-05-15,A股早报2020年5月15日星期五,Wind
1088,2020-05-14,玲珑新款高等级轮胎配套成功,轮胎世界网
1089,2020-05-14,汽车行业年报一季报总结暨5月投资策略：车市供需回暖 4月销量同比转正,新浪
1090,2020-05-12,汽车市场有望回暖 关注轮胎和车用改性塑料板块投资机会——基础化工行业投资周报(05.04-05.10),长城化工新视界
1091,2020-05-08,浪潮、玲珑轮胎等入高端品牌培育名单,天然橡胶网
1092,2020-05-08,玲珑轮胎涨2.99%,天然橡胶网
1093,2020-05-07,青岛双星多指标逊于同行 大股东增持背后肩负混改KPI,新浪
1094,2020-05-07,玲珑轮胎控股股东完成本次增持计划,天然橡胶网
1095,2020-05-07,"玲珑轮胎：增持4,611,000股计划完成",轮胎商业网
1096,2020-05-07,零部件【深度】危中藏机，把握龙头成长的长线低点,学学看汽车
1097,2020-05-07,从“智造”到“智销”多家上市公司携手腾讯新基建,证券时报
1098,2020-05-06,玲珑轮胎(601966.SH)已获控股股东增持1亿元的股份 增持计划实施完毕,格隆汇
1099,2020-04-29,【浙商化工陈煜∣化工一季报持仓十个看点】化工配置到了近五年低水平，迎来基本面修复机会,微信
1100,2020-04-29,【每日晨报】0429丨创业板注册制改革不是独立事件，专注时代浪潮公司,中国银河证券研究
1101,2020-04-28,A股共发生94宗大宗交易成交17.63亿元（4月28日）,Wind
1102,2020-04-28,玲珑轮胎现1笔大宗交易 共成交371.75万元,新浪
1103,2020-04-28,玲珑轮胎今日大宗交易成交17.77万股，成交价20.92元溢价0.0%,Wind
1104,2020-04-27,从海外疫情和自主化角度出发，建议重点关注农化、碳纤维板块投资机会——基础化工行业周报（4.20-4.26）,长城化工新视界
1105,2020-04-27,【玲珑轮胎|公司点评】一季度归母净利+30%，长春基地项目正式启动——玲珑轮胎（601966）公司动态点评,长城化工新视界
1106,2020-04-24,净利增3成，玲珑季报再现高增长,中国橡胶网
1107,2020-04-24,玲珑轮胎一季报营收同比下滑11.22% 盈利能力下降,天然橡胶网
1108,2020-04-24,258股获券商买入评级，海普瑞目标涨幅达80.59%,Wind
1109,2020-04-23,玲珑轮胎原材料跌价 汇兑收益提升盈利,天然橡胶网
1110,2020-04-23,玲珑轮胎一季度净利润实现了逆势增长,天然橡胶网
1111,2020-04-23,2019中国轮胎赚翻了,轮胎商业网
1112,2020-04-22,玲珑轮胎一季度净利逆势增长逾三成,上证报
1113,2020-04-22,玲珑轮胎一季度利润增长30.46%,轮胎世界网
1114,2020-04-22,玲珑轮胎一季度净利逆势增三成 成长性引北上资金社保基金加仓,证券日报
1115,2020-04-22,玲珑轮胎 | 2020年一季报：发挥成本优势 龙头逆势增长【华西汽车 崔琰团队】,汽车琰究
1116,2020-04-21,"玲珑轮胎一季度净利逆势增长30.46% 中长期发展规划取得""开门红""",证券时报
1117,2020-04-21,一季报玲珑轮胎同比增30%,天然橡胶网
1118,2020-04-21,玲珑轮胎：一季度净利3.72亿元 同比增30%,e公司
1119,2020-04-21,玲珑轮胎：一季度净利润同比上涨30.46%,金融界
1120,2020-04-21,玲珑轮胎(601966.SH)一季度净利润升30.46%至3.72亿元,格隆汇
1121,2020-04-21,玲珑轮胎：一季度净利润同比增长30.46%,Wind
1122,2020-04-21,中国一汽与玲珑轮胎深入合作，1420万条轮胎生产项目在长春启动,中国机经网
1123,2020-04-20,牵手“共和国长子”，吉林玲珑隆重签约！,中国橡胶网
1124,2020-04-20,年报聚焦‖玲珑轮胎：提前一年达成9000万条产能目标,中国橡胶网
1125,2020-04-20,局气！散财8.7亿，玲珑半数利润回馈股民,中国橡胶网
1126,2020-04-18,山东玲珑轮胎股份有限公司 关于全资子公司完成工商注册登记的公告,中证报
1127,2020-04-16,玲珑轮胎中国第五个生产基地启动,天然橡胶网
1128,2020-04-16,90股昨日获机构买入评级,证券时报
1129,2020-04-16,169股获券商买入评级，南洋股份目标涨幅达61.15%,Wind
1130,2020-04-15,稳步推进“6+6”战略 玲珑轮胎中国第五个工厂在长春启动,和讯
1131,2020-04-15,玲珑轮胎中国第五个工厂在长春启动 升级“6+6”战略推进智能制造,上证报
1132,2020-04-15,腾讯云、玲珑轮胎共建轮胎行业工业互联网平台 新基建再下一城,证券时报网
1133,2020-04-15,逆势扩张 玲珑轮胎第五个国内工厂建设项目在长春启动,中证网
1134,2020-04-15,玲珑轮胎产销量逆势增长 去年净利16.68亿大增41.2%,长江商报
1135,2020-04-14,【太平洋化工】玲珑轮胎19年报点评：泰国工厂盈利贡献超预期，“6+6”战略稳步推进,微信
1136,2020-04-14,鹰眼预警：玲珑轮胎海外营收比52% 短期偿债能力趋弱,新浪
1137,2020-04-14,五大核心动能助玲珑轮胎2019年净利润增长超四成,证券日报
1138,2020-04-14,玲珑轮胎：去年净利16.70亿 现金分红三分之一,鲁网
1139,2020-04-14,民生证券：玲珑轮胎新产能将逐步投放 有望带动业绩持续增长,中证网
1140,2020-04-14,A股异动丨玲珑轮胎大涨6.73%,格隆汇
1141,2020-04-14,玲珑轮胎涨超4%，领涨橡胶行业,中新经纬
1142,2020-04-13,玲珑轮胎(601966.SH)与控股股东等关联方签订服务供应框架协议,格隆汇
1143,2020-04-13,玲珑轮胎2019年净利增41.2% 确立中长期发展战略剑指全球前五,证券时报网
1144,2020-04-13,玲珑轮胎2019年净利同比增长41.20% 拟10派4.3元,金融界
1145,2020-04-13,玲珑轮胎：2019年净利润16.68亿元 同比增长41%,中证网
1146,2020-04-13,玲珑轮胎：2019年净利16.68亿元 同比增41%,e公司
1147,2020-04-13,玲珑轮胎(601966.SH)：2019年度净利润升41.2%至16.68亿元拟10派4.3元,格隆汇
1148,2020-04-13,玲珑轮胎：为全资子公司提供不超3.2亿元及1430万美元担保 大额借贷担保,Wind
1149,2020-04-13,玲珑轮胎：2019年净利润同比增长41.2%,Wind
1150,2020-04-13,两家轮胎企业被列为试点示范,轮胎世界网
1151,2020-04-01,玲珑轮胎(601966.SH)：累计共29.2万元“玲珑转债”已转换成公司股票,格隆汇
1152,2020-03-31,玲珑轮胎力争十年内产能规模进入世界前五,证券日报
1153,2020-03-31,中国轮胎企海外风云,轮胎商业网
1154,2020-03-30,【太平洋化工】玲珑轮胎：“6+6”战略升级，打造世界玲珑，进入行业前五,微信
1155,2020-03-30,探秘‖玲珑轮胎“情定”长春背后的故事,中国橡胶网
1156,2020-03-30,玲珑轮胎宣布中长期发展战略 力争2030年跻身世界前五,证券时报网
1157,2020-03-30,玲珑轮胎生产基地落户长春汽开区,中国网
1158,2020-03-28,上市公司正负面新闻2020年3月28日星期六,Wind
1159,2020-03-27,玲珑轮胎战略升级：2030年力争销售收入超800亿元 产能进入世界前五,中证网
1160,2020-03-27,玲珑轮胎(601966.SH)拟48.936亿元建设年产1400万条高性能子午线轮胎和20万条翻新轮胎项目,格隆汇
1161,2020-03-27,玲珑轮胎：拟在长春投资48.94亿元建设国内第五个生产基地,中证网
1162,2020-03-27,玲珑轮胎：拟近49亿元投建高性能子午线轮胎和翻新轮胎项目,e公司
1163,2020-03-27,玲珑轮胎：共克时艰，积极援助塞尔维亚,轮胎商业网
1164,2020-03-26,玲珑轮胎援助海外项目驻在国——塞尔维亚！,中国橡胶网
1165,2020-03-25,玲珑轮胎：向塞尔维亚捐赠口罩等防疫物资,中证网
1166,2020-03-20,银河证券：2020年沙特原油产量弹性大 受价格战影响弱于俄罗斯,金融界
1167,2020-03-19,直面市场危机，玲珑继续增持股份彰显企业发展信心,轮胎商业网
1168,2020-03-19,玲珑轮胎：持续增持，国际化下继续发展,轮胎商业网
1169,2020-03-19,玲珑轮胎再次携手全国经销商共谋2020发展大计！,轮胎商业网
1170,2020-03-18,玲珑轮胎3月18日盘中涨幅达5%,天然橡胶网
1171,2020-03-17,玲珑轮胎：控股股东玲珑集团累计增持436.99万股,证券日报
1172,2020-03-17,玲珑轮胎：控股股东增持金额已超计划增持金额区间下限50% 将继续推进增持计划,中证网
1173,2020-03-17,玲珑轮胎(601966.SH)：玲珑集团累计增持436.99万股,格隆汇
1174,2020-03-17,玲珑轮胎布局市场再行动,天然橡胶网
1175,2020-03-17,玲珑轮胎召开经销商视频会议,轮胎世界网
1176,2020-03-17,【行业点评】石化丨沙俄“石油战”或致400万桶/日供应增量， 供需失衡进一步加剧,中国银河证券研究
1177,2020-03-16,国内轮胎品牌紧傍体育营销,中证报
1178,2020-03-10,A股三大指数集体低开！沪指跌0.83% 口罩股高位分化,第一财经
1179,2020-03-10,国外轮胎品牌上千元，国产只需一半价格，差别在哪？,轮胎商业网
1180,2020-03-09,玲珑轮胎大跌5.02% 连续下跌,天然橡胶网
1181,2020-03-08,周观点|政策预期强化 需求提振可期【华西汽车 崔琰团队】,汽车琰究
1182,2020-03-08,2020年全球十大最具价值轮胎品牌发布 玲珑轮胎成唯一上榜中国品牌,证券时报
1183,2020-03-08,玲珑轮胎上榜全球十大轮胎品牌,轮胎世界网
1184,2020-03-04,玲珑轮胎召开全国经销商视频会议,轮胎世界网
1185,2020-03-04,玲珑轮胎(601966)优质国产轮胎龙头，加速海外建厂抢占先机,橡胶技术网
1186,2020-03-04,玲珑轮胎优质国产轮胎龙头,天然橡胶网
1187,2020-03-03,【方正化工】磷肥价涨，万华布局新基地，关注万华化学、玲珑轮胎、恒力石化、新洋丰、阳谷华泰等龙头,靠谱化工股
1188,2020-03-03,疫情下，中国轮胎企业逆势扩张,天然橡胶网
1189,2020-03-01,疫情防控和高质量发展两手抓 玲珑轮胎单日发货超28万条刷新历史纪录,中证网
1190,2020-02-28,收获2019产业大年之后 轮胎行业上市公司掀起扩产潮,e公司
1191,2020-02-24,32家上市公司扎堆再融资,大众证券报
1192,2020-02-23,【方正化工】化工周报：橡胶助剂价格上涨，继续强烈推荐万华化学、 玲珑轮胎、恒力石化、阳谷华泰等龙头,靠谱化工股
1193,2020-02-22,新政悸动：75份再融资方案的“秘密”,Wind
1194,2020-02-22,新政悸动：75份再融资方案的“秘密”,21世纪经济报道
1195,2020-02-21,上市公司拟募集20亿资金，建设荆门轮胎基地,中国橡胶网
1196,2020-02-20,大幅上调目标价策略（2月20日）,Wind
1197,2020-02-20,产业上下游都等不了，山东纺织企业复工情况如何？,中华工商时报
1198,2020-02-19,【长城化工|公司点评】进军德国MAN配套体系，拟募资加速发展——玲珑轮胎（601966）点评报告,长城化工新视界
1199,2020-02-18,玲珑轮胎增发股份拟募资20亿元,轮胎世界网
1200,2020-02-18,玲珑轮胎大幅拉升5.45%,天然橡胶网
1201,2020-02-18,玲珑轮胎拟公开增发募集资金不超过20亿元,中证报
1202,2020-02-18,再融资新规大受欢迎，又有多家公司调整方案,Wind
1203,2020-02-17,再融资新规后多家公司响应 目光均集中在“八折”发行价,e公司
1204,2020-02-17,玲珑轮胎：拟公开增发股票募集20亿元投资轮胎生产项目和补充流动资金,金融界
1205,2020-02-17,严抓防疫，多家橡企复工复产（三角、玲珑、八亿、三力士、南通回力）,中国橡胶网
1206,2020-02-17,玲珑轮胎拟公开增发募资不超20亿元 系再融资新规后首例,北京商报网
1207,2020-02-17,玲珑轮胎(601966.SH)拟增发A股募资不超20亿元,格隆汇
1208,2020-02-17,玲珑轮胎(601966.SH)拟以2.78亿元闲置募集资金暂时补充流动资金,格隆汇
1209,2020-02-15,玲珑轮胎进入曼恩商用车配套体系,轮胎世界网
1210,2020-02-14,玲珑轮胎(601966.SH)归还4.7亿元暂时补充流动资金的募集资金,格隆汇
1211,2020-02-14,三大关键词解锁2019年中国轮胎业,天然橡胶网
1212,2020-02-14,玲珑轮胎再迎新突破 成功进入世界一流商用车配套体系,证券时报网
1213,2020-02-13,玲珑轮胎进入德国MAN公司供应商体系,中证网
1214,2020-02-13,严控疫情 玲珑轮胎生产经营正有序开展,证券时报网
1215,2020-02-12,玲珑轮胎所属工厂陆续复工,中证网
1216,2020-02-09,【方正化工】化工周报：玲珑轮胎携手分众传媒，强烈推荐万华化学、玲珑轮胎、恒力石化、荣盛石化、恒逸石化,靠谱化工股
1217,2020-02-09,玲珑集团拟增持玲珑轮胎1-4个亿,轮胎世界网
1218,2020-02-07,玲珑欲斥巨资增持公司股票,轮胎商业网
1219,2020-02-06,玲珑轮胎捐款500万元 并为火神山医院免费提供轮胎服务,中国网
1220,2020-02-06,4股获买入评级 最新:玲珑轮胎,中财网
1221,2020-02-05,【爱心接力】玲珑轮胎向武汉捐助500万,橡胶技术网
1222,2020-02-04,玲珑轮胎：控股股东拟增持1亿元-4亿元股份,Wind
1223,2020-02-04,玲珑轮胎(601966.SH)：控股股东拟增持1亿元-4亿元的股份,格隆汇
1224,2020-02-02,【方正化工】化工周报：各化工企业助力抗击疫情，强烈推荐万华化学、玲珑轮胎、恒力石化、荣盛石化、恒逸石化,靠谱化工股
1225,2020-02-01,武汉危急，中国危急，抗击疫情，看”硬核“轮胎人,轮胎商业网
1226,2020-01-29,玲珑轮胎服务车奔赴抗击疫情前线 为火神山医院建设保驾护航,凤凰网
1227,2020-01-27,玲珑轮胎心系疫情防控一线 陆续捐款500万元,金融界
1228,2020-01-27,玲珑轮胎：已陆续向武汉、荆门等地红十字会捐款500万元,证券时报网
1229,2020-01-19,[轮胎周报]每周聚焦,天然橡胶网
1230,2020-01-16,玲珑轮胎涨0.04%,天然橡胶网
1231,2020-01-16,玲珑轮胎上榜广西高新技术百强,轮胎世界网
1232,2020-01-15,荆门工厂乘用胎投产，玲珑全球化再添硕果！,中国橡胶网
1233,2020-01-13,玲珑轮胎湖北工厂乘用车轮胎项目投产 高质量推进“5+3”产业布局,证券日报
1234,2020-01-13,玲珑轮胎荆门工厂乘用胎投产,e公司
1235,2020-01-13,湖北工厂乘用车轮胎项目投产 玲珑轮胎产业布局再进一步,证券时报
1236,2020-01-13,玲珑轮胎全球化产业布局再添硕果！,金融界
1237,2020-01-12,湖北玲珑正式投产乘用车轮胎,轮胎世界网
