,2021-12-31,清远邮银合作打造“惠农专班”促新型经营主体发展 向642户新型农业经营主体发放贷款3.17亿元,和讯
4919,2019-12-09,拼了！邮储银行明日登录A股 68亿资金“护价”,21世纪经济报道
4920,2019-12-09,邮储银行(01658-HK)控股股东对该行未来发展前景的坚定信心续增持股份,财华社
4921,2019-12-09,皮海洲：控股股东拟增持25亿 邮储银行有啥不一样？,金融界
4922,2019-12-09,齐俊杰：十年最大IPO来袭！各方面高度戒备！对市场影响几何？,金融界
4923,2019-12-09,邮储银行登陆A股！带你LYL环保背后的“金主”,环保在线
4924,2019-12-09,控股股东增持不少于25亿元 十年首单引入“绿鞋” 邮储银行A股IPO上市在即,金融界
4925,2019-12-09,9日公司新闻聚焦：一汽夏利控制权生变 邮储银行明日上市,证券时报网
4926,2019-12-09,题材 | 邮储银行12月10日上市，25亿增持计划护盘！,中邮证券
4927,2019-12-09,万人瞩目！邮储银行12月10日上市，百亿资金齐上阵,Wind
4928,2019-12-09,邮储银行控股股东邮政集团将增持不少于25亿元,中国金融新闻网
4929,2019-12-09,25亿增持计划护盘！邮储银行周二上市 多项维稳股价措施近年罕见,证券时报网
4930,2019-12-09,十年最大IPO明日上市重磅利好轮番上这是要逆天,中财网
4931,2019-12-09,邮储银行举办支持粤港澳 大湾区建设银企对接活动,金融时报
4932,2019-12-09,证券代码：601658 证券简称：邮储银行 中国邮政储蓄银行股份有限公司 关于控股股东增持股份计划公告,金融时报
4933,2019-12-09,邮储银行助力民营企业降低融资成本,金融时报
4934,2019-12-09,银行业服务民营小微企业量增质升,金融时报
4935,2019-12-09,邮储银行天津分行连续荣膺“榜样天津”卓越金融机构奖项,新金融观察
4936,2019-12-09,邮储银行明天在上交所上市 控股股东将增持“不少于”25亿元A股,中证报
4937,2019-12-09,邮储银行A股明日上市,Wind
4938,2019-12-09,邮储推出增持计划银行股行情看好,财富动力网
4939,2019-12-09,用好“绿鞋”机制 提升新股发行定价效率,中证报
4940,2019-12-09,六大国有银行明日上演A股“大团聚” 邮储银行A股上市后获控股股东不少于25亿元增持,证券日报
4941,2019-12-09,邮储银行A股明日上市 邮政集团承诺25亿元增持护航,证券时报
4942,2019-12-09,邮储银行明A股上市交易咋表现？,重庆商报
4943,2019-12-08,提前打预防针？邮储银行未正式亮相A股，就先抛25亿增持计划,搜狐
4944,2019-12-08,A股将进入期权时代！个股能做空就等于牛市吗？,中金在线
4945,2019-12-08,邮储银行：2019年年度业绩报告预告,上交所
4946,2019-12-08,12月9日上市公司重要公告集锦：邮储银行12月10日上市 控股股东拟增持不少于25亿元,证券日报
4947,2019-12-08,邮储银行会破发吗：发行市盈率大幅超过行业平均数，为什么要买它？ 连续下跌,腾讯网
4948,2019-12-08,回归A股倒计时 邮储银行“定档”12月10日挂牌,北京商报网
4949,2019-12-08,公告精选：邮储银行控股股东拟增持不低于25亿元；一汽夏利筹划重大资产重组并继续停牌,e公司
4950,2019-12-08,邮储银行(01658-HK)控股股东拟择机增持A股,财华社
4951,2019-12-08,邮储银行(01658.HK)完成A股发行12月10日开始买卖,格隆汇
4952,2019-12-08,邮储银行(01658.HK)委任陈世敏为外部监事,格隆汇
4953,2019-12-08,终结“周四不跌周五跌” A股能延续反弹吗？,重庆商报
4954,2019-12-08,邮储银行控股股东计划增持至少25亿元,金融界
4955,2019-12-08,邮储银行后天回A！大股东承诺：增持不少于25亿元！复盘该行十大利好！,中证网
4956,2019-12-08,邮储银行公布邮政集团将增持其A股不少于25亿元,中国网
4957,2019-12-08,邮储银行挂牌在即，控股股东提前发增持公告,第一财经
4958,2019-12-08,邮储银行：控股股东中国邮政集团公司预计未来一年增持不低于25亿元股份,每经网
4959,2019-12-08,中国邮政集团拟增持邮储银行 增持金额不低于25亿元,新京报
4960,2019-12-08,邮储银行(601658.SH)：邮政集团拟增持不少于25亿元增持未设价格区间,格隆汇
4961,2019-12-08,邮储银行:股票12月10日上市 控股股东拟增不低于25亿,新浪
4962,2019-12-08,邮储银行：公司股票12月10日上市，控股股东拟增持不低于25亿元,Wind
4963,2019-12-08,六大战略配售基金齐聚邮储银行A股IPO 国有大行“A+H”上市收官在即,中新经纬
4964,2019-12-06,这个套利方法 下周或许就能用上,每日经济新闻
4965,2019-12-06,犀牛财经晚报：拼多多回应做直播卖火车票 邮储银行10日上市,GPLP犀牛财经
4966,2019-12-06,邮储银行将于12月10日登陆上交所 证券代码“601658”,21世纪经济报道
4967,2019-12-06,又一保代公司股权挂牌北交所 邮政集团清理多家保险代理公司股权,每日经济新闻
4968,2019-12-06,上交所6日披露，中国邮政储蓄银行股份有限公司A股股票将于12月10日在上交所上市交易。该公司A股股本为6712239.5,金十数据
4969,2019-12-06,国有大行理财子公司悉数开业 中邮“吴步组合”：3至5年进入第一梯队,上证报
4970,2019-12-06,早知道：险资年内举牌7公司 格力混改落地被看好,网易
4971,2019-12-06,六家国有大行理财子公司全部落地,金融时报
4972,2019-12-06,邮储银行股票发行结果出炉,经济日报
4973,2019-12-06,吴姚东：资管变局未来已来 理财转型使命必达,中证报
4974,2019-12-05,投资者网上打新热情下降，告别“零风险”后该如何投？,第一财经
4975,2019-12-05,背靠母行6亿个人客户 中邮理财加入理财子公司战局,北京商报网
4976,2019-12-05,邮储银行IPO在即新股频破发 公募基金打新策略生变？ 连续下跌,每经网
4977,2019-12-05,中邮理财开业首发8款产品，六大国有行理财子齐了,第一财经
4978,2019-12-05,中邮理财开业 邮储银行零售战略“再落一子” 国有大行理财子公司聚齐,新华网
4979,2019-12-05,中邮理财开业，“养老”等主题产品被主推，高管团队亮相,新京报
4980,2019-12-05,中邮理财在京正式开业 发布三大类别8款产品,每日经济新闻
4981,2019-12-05,中邮理财吴姚东:未来3-5年综合实力进入行业第一梯队,新浪
4982,2019-12-05,银行理财子公司 大众理财的又一选择,经济日报
4983,2019-12-05,邮储银行涨近2%破10天及20天线 中邮理财获准开业,新浪
4984,2019-12-05,中邮理财开业 管理层详解它的“不一样”,上证报
4985,2019-12-05,中邮理财开业！邮储个人客户超6亿 国有大行理财子公司齐了,中证报
4986,2019-12-05,中邮理财正式开业 邮储银行零售战略“再落一子”,中国网
4987,2019-12-05,中邮理财全解析：吴姚东搭档步艳红，首发八款理财产品,21世纪经济报道
4988,2019-12-05,邮储银行IPO发行结果出炉 打新底仓再添优质选项,中金在线
4989,2019-12-05,弃购金额高达6.16亿元 调查显示：超7成认为“绿鞋”托不住邮储银行,腾讯网
4990,2019-12-05,邮储银行儋州支行开展新版人民币宣传活动,证券导报
4991,2019-12-05,海南邮储银行：信用村助力海南经济发展,证券导报
4992,2019-12-05,邮储银行上市护航力度超强,德邦证券微资讯
4993,2019-12-05,邮储银行个人有效客户突破6亿户,Wind
4994,2019-12-05,助力返乡青年创业,金融时报
4995,2019-12-05,6.5亿！邮储银行新股弃购创新高,每日商报
4996,2019-12-05,A股发行“绿鞋”机制重出江湖 邮储银行多项举措维稳上市后股价,证券日报
4997,2019-12-04,超七成A股上市银行破净，稳定股价举措会否奏效,第一财经
4998,2019-12-04,中邮理财获批开业 六大行理财子公司将聚齐,北京商报网
4999,2019-12-04,邮储银行公布A股IPO发行结果：联席主承销商首次联袂承诺股份锁定,经济日报
5000,2019-12-04,中国邮政储蓄银行理财子公司获准开业 注册资本为80亿元,中证网
5001,2019-12-04,六大国有银行齐了！邮储银行理财子公司获准开业,澎湃新闻
5002,2019-12-04,中邮理财获准开业，六大行理财子公司悉数开张,21世纪经济报道
5003,2019-12-04,邮储银行：中邮理财有限责任公司获准开业,e公司
5004,2019-12-04,邮储银行(01658)子公司中邮理财获准开业,智通财经
5005,2019-12-04,邮储银行（01658.HK）：近日，本行收到《中国银保监会关于中邮理财有限责任公司开业的批覆》，中国银行保险监督管理委员,金十数据
5006,2019-12-04,邮储银行A股IPO发行结果出炉 大规模遭投资者弃购,运营商财经网
5007,2019-12-04,17家银行个人存贷规模上升 工行住房贷款占比最高,投资时报
5008,2019-12-04,6只战配基金出手 邮储上市“绿鞋”护航,时代周报
5009,2019-12-04,邮储银行披露投资者阵容六大战略配售基金齐聚,中国经营网
5010,2019-12-04,邮储银行上市后预计将被纳入主要指数,Wind
5011,2019-12-04,拥抱价值投资，回归市场本源，邮储银行(01658)A股发行获得市场高度认可,智通财经
5012,2019-12-04,邮储银行网下缴款率近99.5% 主承销商首次承诺锁定最长6个月,21世纪经济报道
5013,2019-12-04,邮储银行公布A股IPO网下申购缴款率达99.5% 创今年以来A股市场化询价发行项目新高,和讯
5014,2019-12-04,郭施亮：弃购金额约6.53亿 绿鞋护航 邮储银行能“吃肉喝汤”吗？,金融界
5015,2019-12-04,邮储银行网下申购缴款率达99.5%，但斌、林园、葛卫东现身,中证报
5016,2019-12-04,邮储银行A股IPO网下认缴超70亿元，但斌、林园、葛卫东现身,21世纪经济报道
5017,2019-12-04,多家银行信息科技部年末“揽才”,Wind
5018,2019-12-04,A股十年规模最大IPO收官在即 邮储银行网下申购缴款率高达99.5%,中证网
5019,2019-12-04,邮储银行公布A股IPO发行结果 网下申购缴款率高达99.5%,中证网
5020,2019-12-04,邮储银行启动申购，同业存单发行增加,和讯
5021,2019-12-04,邮储银行(01658-HK)公布首次公开发行股票发行结果,财华社
5022,2019-12-04,邮储银行(01658.HK)：A股发行价格为5.5元/股 认购缴款已于12月2日结束,格隆汇
5023,2019-12-04,邮储银行挂牌或没那么悲观,金融投资报
5024,2019-12-04,邮储银行披露战略投资者阵容,北京日报
5025,2019-12-04,邮储银行发行结果出炉 弃购金额约6.53亿元,每日经济新闻
5026,2019-12-04,每经24点丨邮储银行：1.19亿股新股遭弃购；罗永浩发布新背包和旅行箱，出任“首席忽悠官”；港媒：量子计算竞赛已经打响,每日经济新闻
5027,2019-12-04,罕见护盘举措！1.19亿邮储银行包销股自愿加锁，期限至少30天涉资6.53亿，此前更有多项措施稳股价,证券时报网
5028,2019-12-03,邮储银行：网上缴款认购股份24.74亿股 金额136.08亿,新浪
5029,2019-12-03,邮储银行公告发行结果：1.19亿股新股遭弃购，弃购金额超过6.53亿元,Wind
5030,2019-12-03,邮储银行公布A股IPO发行结果 最高逾百亿资金将护航后市表现,证券时报网
5031,2019-12-03,不宜过高估计“绿鞋机制”护盘效果,每日经济新闻
5032,2019-12-03,每经热评丨从另一个角度讲，破发是件“好事” 连续下跌,每日经济新闻
5033,2019-12-03,“抢人”大战延续 多家银行信息科技部年末“揽才”,北京商报网
5034,2019-12-03,邮储银行获战略配售基金青睐，长期机构资金关注银行业,腾讯网
5035,2019-12-03,加强银企对接 邮储银行深化粤港澳大湾区服务,中新网
5036,2019-12-03,"""核心资产""换锚 千亿基金罕见集体出手",证券时报
5037,2019-12-03,邮储银行获长线机构投资者看好：网下战略配售占比高达40%！社保基金也来“力挺”,央视
5038,2019-12-03,资产质量确定性与代理网点让邮储银行估值高于四大行,阿尔法工场
5039,2019-12-03,中信建投王常青：IPO常态化给市场各方带来稳定预期,Wind
5040,2019-12-02,ETP日报（20191202）：6只战略配售基金获配邮储银行,华宝财富魔方
5041,2019-12-02,不一样的邮储银行，顺应A股资本市场改革的先行军，纳入指数后值得期待,金融界
5042,2019-12-02,首次集体出手！这类基金成了邮储银行IPO最大买家,中国基金报
5043,2019-12-02,邮储银行天津分行蓟州区支行打造银企合作新模式,天津网
5044,2019-12-02,邮储银行：未来纳入国际指数后更加值得期待,中金在线
5045,2019-12-02,重庆农商行与工商银行、邮储银行、兴业银行并列荣获“年度商业银行”大奖,红周刊
5046,2019-12-02,邮储银行个人有效客户突破6亿户,金融界
5047,2019-12-02,银行冠华 | 12月策略: 播种来年，重视邮储,大话金融
5048,2019-12-02,穿上“绿鞋”的邮储银行会不会破发？ 连续下跌,德邦证券微资讯
5049,2019-12-02,关于IPO，证监会又发话了——道达早评,每日经济新闻
5050,2019-12-02,操盘必读｜《长江三角洲区域一体化发展规划纲要》印发；邮储银行8家战略投资者曝光,上游新闻
5051,2019-12-02,12月2日新股提示：当虹科技申购 嘉美包装上市 邮储银行中签号出炉,上证报
5052,2019-12-02,名单太豪华！邮储银行网下配售结果出炉，六大战配基金顶格申配,券商中国
5053,2019-12-02,早报|又一国家战略！中共中央、国务院重磅发文；微信发原图或泄露位置信息，官方回应来了；邮储银行战投名单揭晓,格隆汇
5054,2019-12-02,太平洋证券：各行业周观点12月1日,太平洋证券研究
5055,2019-12-02,“绿鞋机制”具较大运用空间,中证报
5056,2019-12-02,邮储银行A股IPO8家战投获配逾20亿股 6家战略配售基金全部“出手”力挺,证券日报
5057,2019-12-02,IPO节奏预期平稳，A股承纳力“今非昔比”,第一财经
5058,2019-12-02,邮储北分系统内首笔“进车贷”业务落地,新京报
5059,2019-12-02,邮储北分构建金融知识普及长效机制,新京报
5060,2019-12-01,IPO既不会暂停也不搞“大跃进”，新股发行坚持常态化,第一财经
5061,2019-12-01,稳节奏、严监管，2019年IPO常态化进行时,第一财经
5062,2019-12-01,谁买了邮储银行新股？社保基金等八大战略投资者名单曝光,棱镜
5063,2019-12-01,邮储银行战略投资者名单曝光 社保基金等八机构现身,新浪
5064,2019-12-01,邮储银行258.6万个中签号出炉，8家战略投资者名单揭晓,澎湃新闻
5065,2019-12-01,邮储银行A股战配投资者阵容大有来头 战配占比高达40%,21世纪经济报道
5066,2019-12-01,邮储银行A股IPO 六家战配基金首次悉数到场并顶格申配,证券时报网
5067,2019-12-01,邮储银行获机构投资者看好，长线专业机构投资者认购占网下发行总量87%,Wind
5068,2019-12-01,邮储银行A股获六家战配基金 首次悉数认购并顶格申配,中国网
5069,2019-12-01,【快讯】邮储银行网上中签结果出炉，中签号码共有2586081个，每个中签号码只能认购1000股邮储银行A股股票。,金十数据
5070,2019-12-01,邮储银行中签号码出炉 超258.6万个,e公司
5071,2019-12-01,邮储银行中签号出炉，共有258.61万个,Wind
5072,2019-12-01,邮储银行A股获8家战略投资者配售20.69亿股,北京商报网
5073,2019-12-01,邮储银行完成A股申购 认购规模超万亿 股价稳定举措引关注,中金在线
5074,2019-12-01,万得财经周刊：券商年度策略展望来袭,Wind
5075,2019-11-30,邮储银行新余市分行：发力绿色金融 助推绿色企业发展,中国金融信息网
5076,2019-11-30,十年来最大规模A股IPO申购完成 邮储银行认购规模超万亿,证券日报
5077,2019-11-30,破发归破发 申购归申购：这是为什么？ 连续下跌,新浪
5078,2019-11-30,投资价值获机构投资者专业认可，邮储银行满足市场优质A股标的配置需求,金融界
5079,2019-11-30,邮储银行A股中签率符合预期 认购超万亿国有大行A+H上市收官在即,财经网
5080,2019-11-30,股市胶着状态还将维持,金融投资报
5081,2019-11-30,巨丰访谈：如何看待12月A股市场风向？,巨丰财经
5082,2019-11-30,280亿银行股IPO引入绿鞋机制 超六成银行股“破净”发出市场见底信号？,21世纪经济报道
5083,2019-11-29,长城汽车(02333)拟为子公司提供10亿元担保 大额借贷担保,智通财经
5084,2019-11-29,邮储银行中签率创历史新高 上市首日会破发么？ 连续下跌,新浪
5085,2019-11-29,邮储银行A股IPO网上有效申购户数888.2万户，中签率1.26%,每日经济新闻
5086,2019-11-29,申购户数垫底 邮储银行靠“绿鞋”能否稳住股价？,第一财经
5087,2019-11-29,犀牛财经早报：11月IPO取消审核数创新高 多家公司终止再融资,GPLP犀牛财经
5088,2019-11-29,11月28日A股IPO申购 邮储银行引入“绿鞋”稳定股价,经济日报
5089,2019-11-29,A股最惨新股又来了，上市5秒就跌破发行价，中一签仅赚3元！ 连续下跌,私募排排网
5090,2019-11-29,邮储银行举办2019年同业合作论坛,中新网
5091,2019-11-29,"近十年首引""绿鞋机制"" 邮储银行上市股价表现引关注",新浪
5092,2019-11-29,杜坤维：邮储银行县域零售王者参与打新又何妨,金融界
5093,2019-11-29,A股十年来最大规模IPO申购完成，邮储银行成A股历史上第四次引入“绿鞋”机制的IPO,乐居财经
5094,2019-11-29,中签率1.26%！“巨无霸”邮储银行来了，43亿“绿鞋”护驾,e公司
5095,2019-11-29,邮储银行中签率揭晓 整体认购规模约1.3万亿,全景网
5096,2019-11-29,11月29日新股提示：久量股份上市 佰仁医疗、江苏北人中签号出炉 邮储银行公布中签率,上证报
5097,2019-11-29,港股公告精选：周大福中期股东应占溢利同比减少20.8%至15.33亿港元,Wind
5098,2019-11-29,可中21签 果然新高 一起挖挖“便宜的好货”,证券时报
5099,2019-11-29,大盘分时图有反弹要求,金融界
5100,2019-11-29,中国邮政储蓄银行股份有限公司 首次公开发行股票网上发行申购情况及中签率公告,金融时报
5101,2019-11-29,邮储银行发行再现绿鞋机制 基金机构积极打新,中证报
5102,2019-11-29,邮储银行(01658)：A股网上发行最终发行25.86亿股,智通财经
5103,2019-11-29,基金排名战不见拉升,财富动力网
5104,2019-11-29,邮储银行上市命运几何,财富动力网
5105,2019-11-28,重磅！医保谈判惊爆大利好，救命药最高降60%！,和讯
5106,2019-11-28,邮储银行中签率高达1.25% ，没中过新股的你，敢试试吗？,云掌财经
5107,2019-11-28,果然新高！邮储银行中签率达1.26%，信用申购以来首次突破1%，顶格可中21签，更有多项措施护航股价,证券时报网
5108,2019-11-28,资本市场出现投资者机构化趋势 邮储银行A股申购机构投资者占比创最高,证券时报网
5109,2019-11-28,年内最大，邮储银行A股IPO申购完成：整体认购规模1.3万亿,21世纪经济报道
5110,2019-11-28,中签率1.26%！“巨无霸”邮储银行来了，43亿“绿鞋”护驾,e公司
5111,2019-11-28,邮储银行A股发行认购规模超万亿元 机构投资者占比高,中证报
5112,2019-11-28,申购户数比浙商行又少了两成 邮储中签率再创新高,第一财经
5113,2019-11-28,邮储银行网上中签率创新高达1.26%，引入“绿鞋”机制,21世纪经济报道
5114,2019-11-28,邮储银行A股发行获投资者踊跃认购 认购规模超万亿,中国网
5115,2019-11-28,绿鞋机制稳股价只能稳一时 防新股破发关键不宜高价发行 连续下跌,新京报
5116,2019-11-28,邮储银行网上整体认购规模约1.3万亿元,中证网
5117,2019-11-28,邮储银行IPO引入绿鞋，股市防“绿”的一项有益机制,新京报
5118,2019-11-28,邮储银行网上中签率1.26%，创实施信用申购以来最高纪录,澎湃新闻
5119,2019-11-28,邮储银行网上中签率1.26%创纪录，申购规模超万亿,澎湃新闻
5120,2019-11-28,邮储银行网上发行有效申购户数888万户 较近期新股大幅下降,e公司
5121,2019-11-28,邮储银行：网上发行初步中签率为0.83103791％,金融界
5122,2019-11-28,邮储银行：中签率1.2591%,Wind
5123,2019-11-28,邮储银行：协商确定启用绿鞋机制，向网上投资者超额配售7.758亿股,Wind
5124,2019-11-28,邮储银行网上中签率为1.2591% 创信用申购制度实施以来新高,e公司
5125,2019-11-28,邮储银行：回拨后本次网上发行中签率1.25914868%,Wind
5126,2019-11-28,邮储银行启动申购 上市在即三大亮点值得关注,格隆汇
5127,2019-11-28,2019年最后一个月！A股市场将怎么走？三大机构把脉年底行情,证券时报网
5128,2019-11-28,邮储银行申购不是世界末日！,金融界
5129,2019-11-28,银行股相继破发 邮储银行IPO尚能饭否？ 连续下跌,21世纪经济报道
5130,2019-11-28,邮储银行今日A股IPO申购 投资者关注六大亮点,财经网
5131,2019-11-28,"今日打新！43亿""绿鞋""资金为邮储银行股价""维稳""",券商中国
5132,2019-11-28,“绿鞋”傍身 邮储银行冲刺IPO,第一财经
5133,2019-11-28,巨丰视角：“绿鞋机制”能稳住破发潮吗？ 连续下跌,巨丰财经
5134,2019-11-28,邮储银行今天申购——道达早评,每日经济新闻
5135,2019-11-28,【小禅有话说】邮储银行今天申购，申还是不申？,国信证券佛山禅城分公司
5136,2019-11-28,今日新股申购：邮储银行,中国经济网
5137,2019-11-28,【国元资讯早班车】易会满：加强资本市场改革顶层设计,国元证券订阅号
5138,2019-11-28,今日新股：邮储银行！坐拥6亿用户，还有“绿鞋”机制保股价？,国盛证券
5139,2019-11-28,盘前有料丨邮储银行今日申购、美股连续三日刷新收盘新高…重要消息还有这些,证券时报网
5140,2019-11-28,股市早报：影响周四走势的重磅消息一览（附股）,证券时报
5141,2019-11-28,邮储银行今日申购 顶格申购需配市值1706万元,上证报
5142,2019-11-28,天风证券：邮储银行 净息差领跑大行,证券时报网
5143,2019-11-28,中泰证券：邮储银行A股IPO到底哪里不一样,证券时报网
5144,2019-11-28,【新股提示】邮储银行今日申购,Wind
5145,2019-11-28,新股提示：邮储银行今日申购,e公司
5146,2019-11-28,A股近十年首单IPO引入“绿鞋”机制邮储银行三大举措稳定股价,上证报
5147,2019-11-28,东北证券【新股】11月28日邮储银行申购，泰和科技等上市,东北证券金融世界
5148,2019-11-28,如何普惠金融 邮储银行北京分行给出答案,北京商报
5149,2019-11-28,浙商银行上市首日破发邮储银行穿“绿鞋”护航 连续下跌,重庆商报
5150,2019-11-28,邮储银行上市在即 绿鞋机制时隔九年再现,北京商报网
5151,2019-11-28,郑眼看盘：大盘偏弱 科技股独强,每日经济新闻
5152,2019-11-28,邮储银行今日申购 “绿鞋机制”再现A股,新浪
5153,2019-11-27,【新股信息】11月27日 邮储银行(601658)新股申购,银河股票资讯
5154,2019-11-27,晚报丨海口租房可落户；携号转网全国范围内正式推行；暴风集团合作方终止服务,财经网
5155,2019-11-27,浙商银行重挫近5%破发，有“绿鞋”机制护航的邮储银行会不会步后尘？ 连续下跌,重庆商报
5156,2019-11-27,侃财丨邮储银行明天申购 打还是不打？,证券时报网
5157,2019-11-27,刀锋｜突发，易会满重磅发声！,和讯
5158,2019-11-27,今天浙商银行正式破发，明天将申购的邮储银行“瑟瑟发抖”？这一“安全垫”或再发威！ 连续下跌,每日经济新闻
5159,2019-11-27,渝农商行、浙商银行破发，邮储会步后尘吗？ 连续下跌,第一财经
5160,2019-11-27,A股近十年首单引入“绿鞋”机制，这家银行要干啥？,经济日报
5161,2019-11-27,邮储银行A股IPO今日网上路演 持续提高净利差水平,中国网
5162,2019-11-27,邮储银行A股IPO今日网上路演 网点布局和转型受关注,中国网
5163,2019-11-27,邮储银行A股IPO11月28日申购 八大独特优势凸显投资价值,中国网
5164,2019-11-27,邮储银行A股IPO28日申购 43亿绿鞋资金为股价护航,中国网
5165,2019-11-27,邮储银行A股IPO今日网上路演 强调“人才强行”,中国网
5166,2019-11-27,邮储银行明日启动A股申购 国有六大行“A+H”上市即将大团圆,证券日报
5167,2019-11-27,近10年来首次！邮储银行IPO引入的“绿鞋”机制有啥功效？管理层回应市场关切,上证报
5168,2019-11-27,邮储银行A股IPO28日申购 优异资产质量优势受关注,中国网
5169,2019-11-27,渝农商行、浙商银行破发，邮储银行来了，还值得申购吗？ 连续下跌,证券时报网
5170,2019-11-27,老艾侃股：你会申购邮储银行吗？,新浪
5171,2019-11-27,邮储银行(01658.HK)：成长型国有大行空间广阔，A股上市稳步推进，维持“买入”评级,格隆汇
5172,2019-11-27,趋势巡航：小心！市场风险正在悄然走来！,金融界
5173,2019-11-27,邮储银行A股IPO今日网上路演 投资者关注零售战略,中国网
5174,2019-11-27,邮储银行11月28日启动申购,北京商报网
5175,2019-11-27,邮储银行：好料配好工 零售之翡翠,国泰君安
5176,2019-11-27,邮储银行11月28日申购宝典,金融界
5177,2019-11-27,邮储银行明日申购 43亿“绿鞋”资金力挺上市后股价,e公司
5178,2019-11-27,10年来首次！43亿“绿鞋”资金力挺上市后股价，邮储银行明日申购,中证报
5179,2019-11-27,邮储银行与蚂蚁金服签署全面深化战略合作协议,Wind
5180,2019-11-27,【报道】近日，中国邮政储蓄银行与蚂蚁金服在北京举行全面深化战略合作协议签约仪式。邮储银行董事长张金良、蚂蚁金服集团董事长,金十数据
5181,2019-11-27,邮储银行与蚂蚁金服签署协议 加强金融科技领域合作,新浪
5182,2019-11-27,为稳定股价邮储银行引入“绿鞋”机制，历史上这并不是第一家,第一财经
5183,2019-11-27,黄斌汉：巨无霸来袭 外资进A股布局下一个阿里爸爸,金融界
5184,2019-11-27,A股近十年首单引入“绿鞋”机制 机构普遍看好邮储银行长期投资价值,上证报
5185,2019-11-27,邮储银行明日正式启动申购，引入“绿鞋”机制稳定股价,Wind
5186,2019-11-27,邮储银行28日正式启动申购 引入“绿鞋”机制稳定股价,中证网
5187,2019-11-27,国盛证券：邮储银行(01658)成长空间广阔 维持“买入”评级,智通财经
5188,2019-11-27,邮储银行：未来资产业务、中间业务空间大,证券时报网
5189,2019-11-27,中泰证券：看好邮储银行未来的稳健、持续的收益,证券时报网
5190,2019-11-27,邮储银行(01658-HK)首次公开发行A股于28日申购拟净筹280亿元,财华社
5191,2019-11-27,中一签赚3元 今年最惨新股易主！巨无霸将至 会接棒吗？,中财网
5192,2019-11-27,国君银行|邮储银行：好料+好工=零售翡翠,大话金融
5193,2019-11-27,【申万宏源金融】邮储银行：A股发行多重保障，独具特色的优质零售银行,大金融研究
5194,2019-11-27,【国盛金融】邮储银行：成长型国有大行空间广阔，A股上市稳步推进,马婷婷深度研究
5195,2019-11-27,邮储银行A股IPO到底哪里不一样？【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
5196,2019-11-27,邮储银行(01658)首次公开发行A股可于11月28日进行申购,智通财经
5197,2019-11-27,邮储银行：预计发行人募集资金总额为284.47亿元,e公司
5198,2019-11-27,邮储银行网上、网下申购日为11月28日，发行价为5.50元/股,上交所
5199,2019-11-27,邮储银行明日申购 预计募资284.47亿元,中新经纬
5200,2019-11-27,邮储银行：预计发行人募集资金总额为284.469亿元,Wind
5201,2019-11-27,邮储银行：预计发行人募集资金总额为2844690万元，扣除发行费用约44635万元后，预计募集资金净额为2800055万,金十数据
5202,2019-11-26,多位投资者称不会参与邮储银行打新，而是保持观望,Wind
5203,2019-11-26,136万股民懵了！2019年A股最悲剧的新股：上市10秒便破发！ 连续下跌,全景网
5204,2019-11-26,邮储银行：独特基因与禀赋 差异化零售大行,华泰证券
5205,2019-11-26,助力“有福之州”更快发展,经济日报
5206,2019-11-26,邮储银行武威市分行：创新模式助脱贫,中国金融新闻网
5207,2019-11-26,白银市邮储银行分支机构信贷支持特色农业发展,中国金融新闻网
5208,2019-11-26,邮储银行大连分行 构建诚信企业发展环境,金融时报
5209,2019-11-26,中国邮政储蓄银行股份有限公司 首次公开发行股票网上路演公告,金融时报
5210,2019-11-26,邮储银行天津分行 与天津铁塔签署战略合作协议,金融时报
5211,2019-11-26,科技股重挫 关注2900点支撑,金融投资报
5212,2019-11-26,邮储银行：A股IPO将于11月27日举行网上路演,Wind
5213,2019-11-26,邮储银行(01658)就A股IPO于11月27日举行网上路演,智通财经
5214,2019-11-25,邮储银行为近6亿客户提供金融服务 深挖普惠金融蓝海,财经网
5215,2019-11-25,邮储银行：资产质量优异，深耕县域的零售大行,证券时报网
5216,2019-11-25,银行股业绩走高VS短线股价走低，预期差空间越来越大！,中邮证券
5217,2019-11-24,悬念揭晓在即！浙商银行周二上市，首日表现备受关注，更有邮储银行周四申购，将创多项纪录,证券时报网
5218,2019-11-24,A股周一见 | 机构砸盘白马股 低位周期股或迎机会,第一财经
5219,2019-11-23,【重磅财经前瞻】11月制造业PMI将发布 MSCI第三次扩容下周生效,中新经纬
5220,2019-11-22,六大国有银行领导班子变动大盘点：中行缺行长，交行缺董事长,澎湃新闻
5221,2019-11-22,邮储银行吉奉刚：大数据能够增进普惠金融的触达性,新浪
5222,2019-11-22,邮储银行合肥市分行被罚65万：存在违规揽储等行为 金融监管处罚,新浪
5223,2019-11-22,“数据+科技”赋能 邮储银行深挖小微金融服务新蓝海,中国金融新闻网
5224,2019-11-21,无还本续贷省下“过桥”资金，银担合作打开温州民营小微企融资新通道,第一财经
5225,2019-11-21,安徽银保监局：对邮储银行合肥市分行罚款65万元,Wind
5226,2019-11-21,邮储银行推进数字化转型 挖掘消费金融蓝海,新京报
5227,2019-11-20,科技赋能 邮储银行加速智慧转型蕴藏新活力,第一财经
