,2021-12-31,国君固收：银行转债的投资策略,Wind
948,2020-09-25,成都银行落实延期还款政策 助力企业纾困发展,金融投资报
949,2020-09-22,成都银行“同舟行动”护航蜂蜜出口“逆袭”,金融投资报
950,2020-09-22,券商首次关注1股并给予买入评级（9月22日）,Wind
951,2020-09-22,23股获券商买入评级，蓝帆医疗目标涨幅达108.93%,Wind
952,2020-09-21,非银行金融／银行：行业周报(第三十八周),新浪
953,2020-09-21,银行行业周报：监管引导小贷行业规范发展 高成长性标估值上移,新浪
954,2020-09-19,大金融板块发力沪指收复3300点,Wind
955,2020-09-18,研究 | 厦门银行：利息净收入连续两年“开倒车” 向老赖放贷风控存漏洞 经营问题,中金在线
956,2020-09-14,【行情】银行板块异动，青农商行涨3%，成都银行、南京银行、紫金银行等小幅跟涨,金十数据
957,2020-09-14,券商、城商银行股短线走高，兴业证券涨近4%,Wind
958,2020-09-13,【兴证金融 傅慧芳】银行业周报（09.07-09.13）：8月社融略超预期，料4季度延续较高增速,兴证金融
959,2020-09-12,2020年8月金融统计与社会融资规模数据解析：社融大超市场预期 政府债券放量,新浪
960,2020-09-10,重庆73位金融高管职务发生变动！涉及多家银行和保险公司 董监高成员变化,--
961,2020-09-10,八家城商行科技战略对比：这家银行研发人员占比超11%,零壹财经
962,2020-09-09,被严重低估的重庆银行,腾讯网
963,2020-09-08,六家城商行上调薪酬支出，这家银行人均月涨5100元,和讯
964,2020-09-06,深度！银行业2020中报的关键词：稳健、分化；重申转看多行业【中泰银行·戴志锋/邓美君/贾靖】,传统借贷vs新型金融
965,2020-09-05,A股城商行净利多呈正增长，有头部城商行存业绩隐忧,Wind
966,2020-09-04,【银行中报观察】A股城商行净利多呈正增长有头部城商行存业绩隐忧,经济观察报
967,2020-09-03,成都银行“同舟行动”千万元组合贷 助力食品企业扩产增效,金融投资报
968,2020-09-03,成都银行(601838)：营收业绩稳健高增 资产质量持续改善,新浪
969,2020-09-02,成都银行上半年实现高质量稳健发展：资产规模突破6000亿元 净利润增长9.87% 居A股上市银行前列,每日经济新闻
970,2020-09-02,银行业上半年净利增速普遍下降 银行股四季度估值或合理修复 盈利能力下降,南方财经网
971,2020-09-02,成都银行中报发布：资产破6000亿大关 净利润大增9.9%,21世纪经济报道
972,2020-09-01,51公司获得增持评级-更新中,中财网
973,2020-09-01,A股融资融券日报：两融余额增加106.79亿元（8月31日）,Wind
974,2020-09-01,成都银行上半年净利润同比增长9.91% 不良率创五年新低,时代在线
975,2020-08-31,成都银行上半年信用减值损失21.5亿元 人均薪酬18万元,中国经济网
976,2020-08-31,净利润同比增长10%成都银行半年报抢眼,第一财经
977,2020-08-30,下周解禁股名单来了！涨超20倍芯片龙头将迎千亿规模解禁 解禁,证券时报
978,2020-08-30,警惕！涨超20倍的芯片龙头迎千亿规模解禁，4股解禁股占比超50% 解禁,证券时报网
979,2020-08-29,【成都银行】资产质量改善，拨备水平大幅提高,志明看金融
980,2020-08-29,下周1690亿市值限售股解禁，环比增加271.18% 解禁,Wind
981,2020-08-29,上市银行中报：净利润增速创3年新低 盈利能力下降,中证报
982,2020-08-28,成都银行2020上半年净利增长9.9%至27.5亿元，总资产突破6000亿元,零壹财经
983,2020-08-28,成都银行2020半年报：总资产突破6000亿资本充足率下降1.24％,金融界
984,2020-08-28,成都银行(601838)：对公优势亮眼 资产质量平稳,新浪
985,2020-08-28,成都银行上半年净利同比增长9.91% 券商给予“买入”评级,金融投资报
986,2020-08-28,解盘：人气继续回升，白酒、风力发电、光刻胶领涨,Wind
987,2020-08-28,成都银行上半年净利同比增长9.91% 总资产突破6000亿元,证券日报
988,2020-08-28,成都银行“同舟行动”助药企熬过融资“前夜”,金融投资报
989,2020-08-27,总资产突破6000亿元 成都银行上半年净利润27.53亿元增长9.91%,中国证券网
990,2020-08-27,成都银行半年报：上半年净利为27.53亿元 同比增9.91%,新浪
991,2020-08-27,成都银行上半年净利超27亿增长9.9%，不良率1.42%,澎湃新闻
992,2020-08-27,成都银行资产规模突破6000亿大关 上半年存款增量创历史新高,证券时报
993,2020-08-27,成都银行：上半年实现净利润27.53亿元 流动性持续充裕,中证网
994,2020-08-27,成都银行(601838.SH)半年度归母净利润升9.91%至27.53亿元,格隆汇
995,2020-08-25,成都银行(601838.SH)：63.2万股限售股8月31日解禁 解禁,格隆汇
996,2020-08-25,成都银行：63.20万股限售股8月31日上市流通 解禁,Wind
997,2020-08-24,银行股下滑，宁波银行跌超4%，成都银行、常熟银行跌超2%,Wind
998,2020-08-21,惊人相似：周五缩量反弹再现，下周值得期待？,Wind
999,2020-08-20,A股收盘综述：上证指数缩量下滑1.3%失守3400，金融、军工、农业板块领跌,Wind
1000,2020-08-20,A股午盘综述：上证综指午盘下滑1%，军工、金融、白酒、食品股领跌,Wind
1001,2020-08-20,银行行业深度专题：他山之石 探索我国存款利率市场化的深入改革,新浪
1002,2020-08-18,成都银行(601838.SH)：发行不超60亿元无固定期限资本债获中国银保监四川监管局批复,格隆汇
1003,2020-08-18,成都银行：发行不超60亿元无固定期限资本债券获四川监管局批复,Wind
1004,2020-08-18,策略日报：若想有效突破前高 还需量能支持,新浪
1005,2020-08-18,每日理财观察：上周银行理财产品发行量环比减40%,Wind
1006,2020-08-18,金融股昨日爆发，券商保险分级B集体大涨,Wind
1007,2020-08-18,金融三驾马车联袂走强上证指数逼近年内新高,证券时报
1008,2020-08-17,深度*行业*银行业周报：银行业中期业绩利空落地 业绩期关注绩优个股,新浪
1009,2020-08-17,多项利好刺激，行情风向标券商股“卷土重来”,第一财经
1010,2020-08-17,银行业周报：防范化解金融风险 行业估值修复可期,新浪
1011,2020-08-17,7000亿MLF！内循环经济，房价风险行情！沪指飙涨2.34%收3438,搜狐
1012,2020-08-17,A股暴涨1.6万亿，五大事件驱动市场走强,券商中国
1013,2020-08-17,银行业周报：H1行业利润下降9.4%靴子落地 H2预计处置力度继续加大 盈利能力下降,新浪
1014,2020-08-17,A股收盘综述：上证指数劲升2.34%，中国人寿、成都银行、招商证券收于涨停,Wind
1015,2020-08-17,快讯：成都银行涨停 报于11.08元,金融界
1016,2020-08-17,A股沸腾！沪指再上3400，有机构称月度级回调结束,中证报
1017,2020-08-17,成都银行、长沙银行涨停，为何估值更低的国有大银行涨幅靠后,澎湃新闻
1018,2020-08-17,银行行业报告：首份上市行中报落地稳定预期 看好银行低估值修复行情,新浪
1019,2020-08-17,解盘：资金流入400亿，炒股软件、次新、数字货币领涨,Wind
1020,2020-08-17,A股午盘综述：上证指数半日涨2.27%，中国人寿连续两日涨停,Wind
1021,2020-08-17,8月17日早盘主力巨资抢筹四大板块(附股),金融界
1022,2020-08-17,大金融发力，券商银行保险板块齐涨,Wind
1023,2020-08-17,大金融板块走强，196只个股上涨，成都银行上涨10.03%,每日经济新闻
1024,2020-08-17,大金融板块集体爆发，成都银行涨停,第一财经
1025,2020-08-17,银行板块发力，成都银行大涨9%,第一财经
1026,2020-08-17,【行情】银行板块持续拉升，成都银行触及涨停，无锡银行、杭州银行、平安银行、常熟银行等跟涨,金十数据
1027,2020-08-17,银行板块持续拉升 成都银行涨停,e公司
1028,2020-08-17,成都银行封住涨停，银行股纷纷拉涨,Wind
1029,2020-08-17,银行板块迎来久违普涨又有股东“择机”减持 减持股份,证券时报
1030,2020-08-16,【兴证金融 傅慧芳】银行业周报（08.10-08.14）：H1行业利润-9.4%靴子落地，H2预计处置力度继续加大,兴证金融
1031,2020-08-16,创新知识产权质押！这家银行为科技型小微企业解决贷款难问题~,金融投资报
1032,2020-08-14,银行股拉升背后：破净率超七成，外资提前抢筹,Wind
1033,2020-08-14,银行板块走强，36只个股上涨，成都银行上涨7.11%,每日经济新闻
1034,2020-08-14,银行板块午后走高 成都银行拉升大涨逾7%,上证报
1035,2020-08-14,【行情】银行板块午后急拉，成都银行大涨7%，南京银行、杭州银行、宁波银行纷纷走强,金十数据
1036,2020-08-14,成都银行大涨近8%，银行板块继续拉升,Wind
1037,2020-08-14,银行板块拉升，成都银行、杭州银行快速上涨,Wind
1038,2020-08-14,成都银行股份有限公司关,证券时报
1039,2020-08-14,成都银行全部赎回50亿元二级资本债券,资本邦
1040,2020-08-13,成都银行(601838.SH)：全额赎回50亿元二级资本债券,格隆汇
1041,2020-08-13,利空出尽？银行股就放量上涨！,证券导报
1042,2020-08-12,银行2020年7月金融数据点评：信贷结构大幅优化 宏观经济向好趋势明朗,新浪
1043,2020-08-12,银行板块逆势飘红，宁波银行涨近4%,Wind
1044,2020-08-11,银行板块开盘活跃 成都银行盘中涨停丨板块牛熊榜,第一财经
1045,2020-08-11,银行新标的专题：西南新机遇 成渝三叉星,新浪
1046,2020-08-11,利空出尽？负增长“靴子”刚落地，银行股就放量大涨！破净率高达75%，资金开始抢筹,证券时报网
1047,2020-08-11,一则公告，翻倍牛股被砸跌停！,中国基金报
1048,2020-08-11,让利意图明显银行业中报负增符合预期 银行股估值有望稳步提升,搜狐
1049,2020-08-11,资金青睐金融股，热炒个股业绩兑现风险需警惕 | 市场观察,第一财经
1050,2020-08-11,解盘：权重拉升指数，稀土、航母、白酒领涨,Wind
1051,2020-08-11,银行股持续走高 成都银行(601838.SH)拉升涨停,格隆汇
1052,2020-08-11,银行板块开盘走强，成都银行大涨6%,第一财经
1053,2020-08-11,银行股拉升！上半年净利降9.4%，机构这样看丨牛熊眼 盈利能力下降,第一财经
1054,2020-08-11,【异动股】银行板块拉升，成都银行(601838-CN)涨停,财华社
1055,2020-08-11,银行板块强势拉升 成都银行涨停 杭州银行、常熟银行、等涨幅均超过5％,金融界
1056,2020-08-11,银行股全线上涨 成都银行涨停,中证网
1057,2020-08-11,银行股全线大涨，银行ETF开盘15分钟成交超2.5亿元,Wind
1058,2020-08-11,银行股早盘集体拉升 成都银行涨停,中国经济网
1059,2020-08-11,银行板块走强，36只个股上涨，成都银行上涨6.03%,每日经济新闻
1060,2020-08-11,银行股盘中拉升 成都银行涨6%,e公司
1061,2020-08-11,两大聪明资金连续加仓股：11股业绩处于爆发期,证券时报网
1062,2020-08-11,策略日报：三大股指冲高回落 绩优股表现良好,新浪
1063,2020-08-10,【兴证金融 傅慧芳】银行业周报（08.10-08.14）：H1行业利润-9.4%靴子落地，H2预计处置力度继续加大,兴证金融
1064,2020-08-10,银行行业跟踪：政策边际收紧 看好低估值修复行情,新浪
1065,2020-08-09,银行行业周报：货币政策确认中性 7月社融料延续较高增速,新浪
1066,2020-08-09,【兴证金融 傅慧芳】货币政策确认中性，7月社融料延续较高增速 ——银行业周报（2020.08.03-2020.08.07）,兴证金融
1067,2020-08-08,招行时任行长助理违规买入自家股票 被上交所点名“批评”,中证报
1068,2020-08-08,精准抄底王府井 成都工投资产称继续深耕资本市场,中国经营报
1069,2020-08-06,获成都银行“同舟行动”千万融资 烤匠今年要新开8家店！,金融投资报
1070,2020-08-06,巴菲特20亿美元买美国银行股票停不住手，A股银行股能买吗,中证报
1071,2020-08-06,获成都银行“同舟行动”千万融资 烤匠今年要新开8家店!,四川在线
1072,2020-08-06,北上资金动态：集中加仓军工，农林牧渔，减仓券商银行,Wind
1073,2020-08-05,资管新规延期短暂刺激后，银行股再度整体下跌1.52%,21世纪经济报道
1074,2020-08-05,睿财看市场：科创50指数跌3.5%，银行与保险板块走强,恒泰睿财
1075,2020-08-05,银行行长离职去哪儿了？密集“下海”案例锐减 董监高成员变化,Wind
1076,2020-08-04,金融街下午茶2020年8月4日星期二,Wind
1077,2020-08-04,基金收评 | 两市震荡，大金融发力！公募关注市场风格再平衡,第一财经
1078,2020-08-04,A股收盘综述：上证指数微涨，创业板指跌逾1%,Wind
1079,2020-08-04,创新升级“科创贷”等三大产品 成都银行实施稳产满产“同舟行动”,金融投资报
1080,2020-08-04,A股午盘综述：上证指数震荡微升，科创50跌逾2%,Wind
1081,2020-08-04,银行板块拉升，银行ETF上扬超2%,Wind
1082,2020-08-04,银行板块直线拉升 成都银行涨停,中证网
1083,2020-08-04,金融股集体拉升，成都银行直线涨停,Wind
1084,2020-08-04,破解融资难！成都银行“同舟行动”引企业关注,经济日报
1085,2020-08-04,公募基金持银行股比例降至历史次低,Wind
1086,2020-08-04,基金持仓占比降至历史次新低，银行保险为何“失宠”？,Wind
1087,2020-08-03,成都银行4位独立董事同意聘任王涛为行长,新浪
1088,2020-08-03,银行业周观点：资管新规过渡期调整,新浪
1089,2020-08-03,银行行业周报：过渡期延长落地 银行整改压力减轻,新浪
1090,2020-08-03,银行股遇尴尬：股东高管买买买、公募基金卖卖卖,Wind
1091,2020-08-03,银行股遇尴尬：股东高管买买买公募基金卖卖卖,证券时报
1092,2020-08-02,银行股迎来投资“两极世界”：公募仓位降至历史最低，高管却在买买买,券商中国
1093,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买,券商中国
1094,2020-08-02,银行股又迎尴尬时刻！公募疯狂减持，仓位降至历史次低，银行股东、高管却在买买买，到了贪婪时刻？ 减持股份,券商中国
1095,2020-07-29,零售金融周报(7.20日-7.26日)：最高法将大幅下调民间借贷利率保护上限；成都银行拟设立金融租赁子公司,零壹财经
1096,2020-07-29,银行股投资AB面：市净率已创历史新低，股东、高管增持，公募基金减仓,搜狐
1097,2020-07-28,银行行业周报：LPR连续3月维持不变 Q2基金重仓银行比例仅2.28%,新浪
1098,2020-07-26,非银金融行业本周聚焦：券商Q2经营业绩向好 关注大金融板块“超低持仓”下的投资机会,新浪
1099,2020-07-24,成都银行12名高级管理人员拟增持不低于247.55万元,资本邦
1100,2020-07-23,成都银行稳定股价措施实施完成12名高管合计增持261.31万元,北京商报
1101,2020-07-23,2020年二季度银行板块基金持仓分析：人弃我取 抓住仓位史低机会,新浪
1102,2020-07-23,成都银行(601838.SH)：部分董事高管合计增持31.56万股稳定股价措施实施完成,格隆汇
1103,2020-07-23,成都银行：12名董事、高管合计增持261.31万元，完成稳定股价措施,Wind
1104,2020-07-23,增持+举牌，多路资本开启“买买买”模式,Wind
1105,2020-07-23,天风总量团队每周论势第28期：如何看待当前市场位置？,新浪
1106,2020-07-23,从基金持仓看银行股：Q2持仓继续下降 H2或迎反弹,证券时报网
1107,2020-07-23,银行Ⅱ：二季度继续减持 看好底部反弹 减持股份,新浪
1108,2020-07-22,刘永好又出手了！9个月增持民生银行33次,券商中国
1109,2020-07-22,27家公司高管出手增持动用资金4338.07万元,证券时报网
1110,2020-07-21,成都银行(601838.SH)：董事杨钒任职资格获监管机构核准,格隆汇
1111,2020-07-21,加仓低估值板块，明星基金经理亮出调仓路径,Wind
1112,2020-07-20,银行板块异动，银行ETF涨1.7%成交超3亿元,Wind
1113,2020-07-20,他们让金融血液流入实体经济毛细血管,成都日报
1114,2020-07-20,银行行业：影子银行及互联网贷款监管加强 公开市场操作利率平稳,新浪
1115,2020-07-19,权益基金发行创历史纪录，明星基金经理最新操作路径曝光,Wind
1116,2020-07-15,今年以来险资举牌16次！7月已调研8家上市公司,资本邦
1117,2020-07-15,30家公司高管出手增持动用资金1.08亿元,证券时报网
1118,2020-07-14,成都银行(601838.SH)拟发起设立金融租赁公司持股比例拟不低于65%,格隆汇
1119,2020-07-14,成都银行拟发起设立金融租赁公司，注册资本不超过20亿元,澎湃新闻
1120,2020-07-14,成都银行拟设立成银金租 持股比例不低于65%,北京商报
1121,2020-07-14,成都银行(601838.SH)：就设立金融租赁公司与泸州老窖、成都交子金融控股集团已初步达成合作共识,格隆汇
1122,2020-07-13,成都银行2宗违法遭罚104万 与身份不明客户进行交易 金融监管处罚,中国经济网
1123,2020-07-13,成都银行：计划于8月13日赎回“15成都银行二级”,Wind
1124,2020-07-13,银行行业周观点：贷款和债券助力社融增长 板块估值仍在低位,新浪
1125,2020-07-11,央行及银保监会行政处罚汇总（7月6日-7月10日） 金融监管处罚,Wind
1126,2020-07-10,央行成都分行：对成都银行作出行政处罚，罚款104万元 金融监管处罚,Wind
1127,2020-07-10,解盘：金融拖累指数，免税店、肺炎检测、光刻胶领涨,Wind
1128,2020-07-06,成都银行不良率连降四年 异地分行利润7.77亿增超93%,新浪
1129,2020-07-06,保险资金活跃 上市公司被密集举牌,中证网
1130,2020-07-06,保险资金活跃 上市公司被密集举牌,中证报
1131,2020-07-03,成都工投资产举牌成都银行 未来6个月内拟继续增持,每日经济新闻
1132,2020-07-03,成都银行(601838.SH)年报推10派4.2元股权登记日7月10日,格隆汇
1133,2020-07-03,A股接下来往哪走？6大维度揭秘资金流向,每日经济新闻
1134,2020-07-03,成都农商行挥别安邦：2019资产规模压降22.16% 新一届高管阵容初现,21世纪经济报道
1135,2020-07-03,最新公告透露利好 13只个股有望爆发（07.03）,中金在线
1136,2020-07-03,股海导航 7月3日沪深股市公告提示,新浪
1137,2020-07-03,每日财报简讯|成都银行获举牌 上汽香港拟19.02亿港元收购神州租车股份,搜狐
1138,2020-07-03,7月3日 13股盘前利好公告速递,中财网
1139,2020-07-02,7月3日十大利好公告：天味食品半年度净利预增83%至101%,中国证券网
1140,2020-07-02,7月3日上市公司重要公告集锦：星期六因累计7.5亿元关联交易未及时披露收警示函,证券日报
1141,2020-07-02,成都银行：获成都工投资产举牌 拟继续增持,中证网
1142,2020-07-02,成都工投资产举牌成都银行，1年内将再增持0.5%以上股份,澎湃新闻
1143,2020-07-02,7月3日涨停板早知道：七大利好有望发酵,新浪
1144,2020-07-02,超过5%举牌线！成都银行获成都工投资产继续增持股份,资本邦
1145,2020-07-02,成都银行：关于股东权益变动的提示性公告,证券之星
1146,2020-07-02,成都银行：获成都工投资产举牌拟继续增持0.5%-0.8%股份,格隆汇
1147,2020-07-02,成都银行(601838.SH)：成都工投资产增持不超2891.04万股获批,格隆汇
1148,2020-07-02,成都银行：获成都工投资产举牌，持股达5%,Wind
1149,2020-07-02,A股异动丨成都银行(601838.SH)涨逾8%获成都工投资产举牌,格隆汇
1150,2020-07-01,成都农商行2019年净赚49亿 新行长人选黄建军为原成都银行副行长,凤凰网
1151,2020-06-30,成都银行原副行长黄建军为成都农商行行长人选,Wind
1152,2020-06-30,成都市政府决定：成都银行原副行长黄建军为成都农商行行长人选,21世纪经济报道
1153,2020-06-29,官宣：黄建军为成都农商银行行长人选！曾任成都银行副行长,每日经济新闻
1154,2020-06-22,银行业周观点：理财收益率下行,新浪
1155,2020-06-22,成都农商行党委书记、行长迎新 2019年年报至今未披露 延期披露,中国网
1156,2020-06-19,四川省首家以“东部新区”命名的银行金融机构来了,中投网
1157,2020-06-18,成都金融工作局局长梁其洲将出任成都农商行党委书记,澎湃新闻
1158,2020-06-18,银行开始“信贷战事”,钛媒体
1159,2020-06-17,让利意图明显银行业中报负增符合预期银行股估值有望稳步提升,财华社
1160,2020-06-15,非银行金融／银行行业周报(第二十四周),新浪
1161,2020-06-15,城商行发力消费贷，3家消费贷规模突破千亿,36氪
1162,2020-06-12,成都银行(601838.SH)：副行长黄建军辞职 董监高成员变化,格隆汇
1163,2020-06-12,成都银行：黄建军辞去公司副行长职务 董监高成员变化,Wind
1164,2020-06-12,成都银行微涨 12名董事及高管拟共248万元增持稳股价,中国经济网
1165,2020-06-12,【研报掘金】悲观预期充分反映在银行股走势中 目前正是板块布局重要时机,证券时报网
1166,2020-06-12,上市公司正负面新闻2020年6月12日星期五,Wind
1167,2020-06-11,成都银行：非独立董事、高管拟以合计不低于247.55万元增持公司股份,中证网
1168,2020-06-11,成都银行发布稳定股价措施 12名高管增持不低于247.55万元,北京商报
1169,2020-06-11,晚间重要公告2020年6月11日星期四,Wind
1170,2020-06-11,成都银行：董事、高管拟增持不低于247.77万元股份稳定股价,e公司
1171,2020-06-11,成都银行：12名董事、高管拟合计增持不低于247.55万元,Wind
1172,2020-06-11,银行股解禁大考表现分化，5家银行年内推出股价稳定方案,Wind
1173,2020-06-11,【华泰金融沈娟团队】云开月明，淘沙取金—2020年银行业中期策略【证券研究报告】,华泰金融研究全新平台
1174,2020-06-10,透视银行不良：宁波银行贷款高收益率低不良怎么做到的？浙商银行逾期增速冲到第一 违约失信,新浪
1175,2020-06-10,“4+6”现代服务业提速 11川股有机会,金融投资报
1176,2020-06-10,这10家公司发布公告有看点 这些个股望走出“小康牛”行情,巨丰财经
1177,2020-06-10,上市公司正负面新闻2020年6月10日星期三,Wind
1178,2020-06-09,6月10日上市公司重要公告集锦：王府井获得免税品经营资质,证券日报
1179,2020-06-09,晚间重要公告2020年6月9日星期二,Wind
1180,2020-06-09,股价连续20日低于每股净资产 成都银行将制定稳定股价措施,北京商报网
1181,2020-06-09,成都银行：将制定稳定股价具体措施,e公司
1182,2020-06-09,成都银行：再次触发稳定股价措施启动条件,Wind
1183,2020-06-05,抢抓成渝地区双城经济圈建设机遇 争创金融发展“第四极”,和讯
1184,2020-06-03,成都银行迎来70后新行长 资本消耗较快问题待解决,投资时报
1185,2020-06-02,银行A股IPO年内踩刹车，“补血”渠道正加速扩宽,Wind
1186,2020-05-30,机构看好八成以上银行成份股，投资优质银行将获确定性回报,Wind
1187,2020-05-27,今年待解禁市值超千亿元，大面积破净的银行股会雪上加霜吗 解禁,澎湃新闻
1188,2020-05-22,业绩解读 | 上市银行盈利增速平稳，疫情影响有限,东方金诚
1189,2020-05-21,13家上市城商行业绩比拼：宁波银行利润增速第一 郑州银行不良率超2%,金融界
1190,2020-05-20,上市银行2019年及2020年一季度业绩点评：上市银行盈利增速平稳 疫情影响有限,新浪
1191,2020-05-19,【中信建投银行杨荣】银行业周报224期：《再次审视中小银行风险的源头》,eResearch杨荣团队
1192,2020-05-19,银行行业月报：社融延续强劲势头 银行一季度经营指标分化,新浪
1193,2020-05-18,王晖辞任成都银行行长仍任董事长 去年营收增速垫后 董监高成员变化,中国经济网
1194,2020-05-18,A股城商行个贷总额超2万亿 六成增速超30%零售转型提质提速,长江商报
1195,2020-05-18,银行/非银行金融行业周报(第二十周),新浪
1196,2020-05-17,银行高管变动进入频繁期 董监高成员变化,券商中国
1197,2020-05-17,银行高管密集变更 今年至少6家换董事长或行长！这家城商行原行长刚升职履新 董监高成员变化,券商中国
1198,2020-05-17,银行高管密集变更 2020年以来至少6家换董事长或行长 董监高成员变化,券商中国
1199,2020-05-16,王晖辞任成都银行行长留任董事长 新行长来自工行四川分行 董监高成员变化,澎湃新闻
1200,2020-05-16,又一上市银行迎来宇宙行背景掌舵人！,腾讯网
1201,2020-05-16,王晖辞任成都银行行长留任董事长 新行长王涛川渝工行任职多年 董监高成员变化,腾讯网
1202,2020-05-15,王晖辞任成都银行行长继续担任董事长 新聘行长王涛来自工行四川分行 董监高成员变化,每日经济新闻
1203,2020-05-15,成都银行(601838.SH)：王晖辞去行长职务 王涛继任 董监高成员变化,格隆汇
1204,2020-05-15,成都银行：王晖辞去行长职务 董监高成员变化,Wind
1205,2020-05-13,深化转型实现高质量发展 稳健增长提升核心竞争力 成都银行召开2019年度暨2020年第一季度业绩说明会,金融时报
1206,2020-05-13,成都银行去年净赚55亿 全面助力成渝经济圈发展,金融投资报
1207,2020-05-12,成都银行2019年年报：净利润增长19.4% 资产规模破5500亿元,时代在线
1208,2020-05-11,成都银行年报再显增长后劲 加快融入成渝双城经济圈,经济观察网
1209,2020-05-09,2019年13家上市城商行净利差集体上升 长沙银行净利差最高,澎湃新闻
1210,2020-05-09,成都银行2019年：总资产、归母净利润均两位数增长,搜狐
1211,2020-05-08,成都银行2019年净利55.56亿 加权平均净资产收益率16.63%,金融界
1212,2020-05-07,成都银行2019年业绩亮眼：归母净利润同比增长19.40% 成渝地区双城经济圈建设开启新一轮发展机遇,每日经济新闻
1213,2020-05-06,成都银行召开2019年度暨2020年第一季度业绩说明会,金融投资报
1214,2020-05-06,【成都银行】资产质量优异，ROE较高,志明看金融
1215,2020-04-30,成都银行2020年一季度净利润增至14.14亿元，资产规模超过5700亿元,零壹财经
1216,2020-04-30,四川首家上市银行发布2019年年报：全年净利润超55亿元,中新网
1217,2020-04-30,守住金融“战疫”生命线 成都银行再交年报靓丽答卷,21世纪经济报道
1218,2020-04-29,成都银行:2020年1季度净利增长11.6% 不良率降至1.43%,澎湃新闻
1219,2020-04-29,成都银行一季度净利润增长11.6%，不良率降至1.43%,澎湃新闻
1220,2020-04-29,成都银行：一季度净利润同比增长11.6%,Wind
1221,2020-04-29,成都银行：2019年净利润同比增长19.4%,Wind
1222,2020-04-29,【华泰金融沈娟团队】营收较快增长，资产质量向优——成都银行(601838)【证券研究报告】,华泰金融研究全新平台
1223,2020-04-29,"成都银行2019年总资产突破5,500亿元 资产利润率达1.06％",金融界
1224,2020-04-29,成都银行发布2019年年报：去年赚得55.51亿元，同比增长19.40%,金融投资报
1225,2020-04-29,成都银行总资产突破5000亿元 不良贷款率降至近五年最低,证券时报
1226,2020-04-29,成都银行2019年报：资产规模突破5500亿元 存放同业款项下降七成,和讯
1227,2020-04-29,成都银行2020年一季度净利润同比增11.60%,上证报
1228,2020-04-28,银行股低估值叠加高分红，机构称适宜长线资金配置,Wind
1229,2020-04-27,成都银行董事长：以速度和温度坚守金融服务的“生命线”,新浪
1230,2020-04-23,成都银行与重庆江北区政府签订战略合作,Wind
1231,2020-04-23,成都银行与重庆市江北区政府签订战略合作协议 启动成渝双城经济圈建设,中证网
1232,2020-04-16,四川新网银行扩张乏力不良率三连升 江海董事长首战蒙尘,时代在线
1233,2020-04-15,西部内陆自贸区如何建？成都高新自贸区交出“成绩单”,科技日报
1234,2020-04-13,成都银行助推30家文创企业融资2.31亿元,中国金融新闻网
1235,2020-04-13,30家文创企业获融资2.31亿 成都银行“文创通”产品全面升级,金融投资报
1236,2020-03-31,持有4家A股上市公司 茂业商业“炒股有瘾”？,证券日报
1237,2020-03-30,成都邛崃市金融机构为实体经济输血纾困,中国金融新闻网
1238,2020-03-25,成都银行拟发行不超60亿元永续债,北京商报网
1239,2020-03-25,成都银行(601838.SH)：拟发行规模不超60亿元的减记型无固定期限资本债券,格隆汇
1240,2020-03-16,【华泰金融沈娟团队】政策提振业绩稳，正是战略配置时—银行业 2020 年二季度投资策略【证券研究报告】,华泰金融研究全新平台
1241,2020-03-16,全力打赢“金融抗疫”战,和讯
1242,2020-03-12,新华文轩(00811)拟与成都银行开展理财和资金管理等金融业务合作,智通财经
1243,2020-03-11,因个人工作变化 成都银行董事苗伟辞职（简历） 董监高成员变化,中国经济网
1244,2020-03-10,快讯|成都银行：董事苗伟辞任 董监高成员变化,财经网
1245,2020-03-10,城商行民营银行抗疫情助复工信贷支持已达2982.99亿,新浪
1246,2020-03-10,成都银行：董事苗伟因工作变化辞职 董监高成员变化,Wind
1247,2020-03-10,战疫情、保复工,金融投资报
1248,2020-03-05,成都银行：疫情之下城商行开启快速反应模式,经济观察报
1249,2020-03-04,纾困资金、减免租金、贷款贴息……成都支持文旅产业健康发展20条措施出炉！,第一财经
1250,2020-02-26,成都银行承销首单成都市级国有企业疫情防控债务融资工具,上证报
1251,2020-02-26,银行股破净率超70%，估值接近历史底部,Wind
1252,2020-02-24,凭借欠条也能贷款！“蚂蚁双链通”以区块链激活产业链,中新经纬
1253,2020-02-21,成都银行1300万信贷助力企业转产防疫口罩,上证报
1254,2020-02-20,成都银行推出云缴费助力医疗教育行业疫情防控,金融投资报
1255,2020-02-17,成都银行向中药材公司提供500万应急贷款 累计3.6亿元信贷资金驰援疫情防控,金融投资报
1256,2020-02-17,成都银行支持疫情防控企业26户 累计贷款投放资金3.6亿元,中证网
1257,2020-02-14,成都银行基层员工冲锋一线抗击疫情,银行业协会
1258,2020-02-13,成都银行部署“四大关卡”确保现金服务安全正常运行助力抗疫,新浪
1259,2020-02-12,成都银行1.3亿元贷款支持迈克生物试剂盒研发生产,上证报
1260,2020-02-12,成都银行1.3亿元支持“成都造”新型冠状病毒检测试剂盒研发,中证网
