,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
3364,2019-01-23,"农林牧渔行业:产能去化不断加速,建议一季度积极配置",中证网
3365,2019-01-23,智慧农业即将步入黄金发展期 六股闻风而动,证券日报
3366,2019-01-23,"农林牧渔行业周报:生猪价格急降,产能加速去化",联讯证券
3367,2019-01-22,农林牧渔行业2019年第3周周报:如何看待当前生猪养殖板块,正点财经
3368,2019-01-22,日常消费品：18Q4公募基金配置比例提升明显,广发证券
3369,2019-01-22,牧原股份深度：猪周期叠加定增产能，共驱业绩弹性成长,腾讯网
3370,2019-01-22,净利大跌底部盘桓,时代周报
3371,2019-01-22,2019年券商开年金股出炉：为何贵州茅台招商蛇口备受宠爱,新浪
3372,2019-01-22,"农林牧渔行业:鸡苗毛鸡价格调整,猪价季节性下跌开启",东北证券
3373,2019-01-21,"农林牧渔行业:全国猪价维持低迷,部分规模化场瞒报不予补偿",广发证券
3374,2019-01-17,日常消费品：三个预期差致猪价反转趋势渐明 荐5股,和讯
3375,2019-01-17,2019年！养猪大王的“本命年”！,金融界
3376,2019-01-15,连跌5个月 猪肉近年关反降价,央视
3377,2019-01-15,温氏股份：希望投资者将公司作为长期投资标的，分享公司成长收益,Wind
3378,2019-01-15,日常消费品：非洲猪瘟疫情持续 荐13股,申万宏源
3379,2019-01-14,"招商农业周报第五十六期:国家核心育种场发生疫情,把握长周期下大机遇",正点财经
3380,2019-01-14,农林牧渔：猪价旺季不旺单一最大种猪场发生疫情如何看2019年量与价？,申万宏源
3381,2019-01-14,农业行业周报:上周生猪均价涨幅明显,联讯证券
3382,2019-01-14,"农林牧渔行业:鸡价小幅上涨,猪价走弱",东北证券
3383,2019-01-13,温氏股份：最近猪价下跌系因供应量增加，节前中小养殖户加快出栏,Wind
3384,2019-01-11,猪年只有354天 哪些猪年概念股值得关注？,云掌财经
3385,2019-01-11,温氏股份：生猪受益于南方价格高位 买入评级,和讯
3386,2019-01-10,主业不行 副业来凑 上市公司豪掷1.65万亿理财 天茂集团583亿拔头筹,华夏时报
3387,2019-01-10,在万亿市场下 生猪行业龙头谁最具含金量,红周刊
3388,2019-01-10,温氏股份今日大宗交易成交37.40万股，成交价24.81元折价10.98%,Wind资讯
3389,2019-01-10,37股获券商买入评级 新泉股份目标涨幅达77.51%,Wind
3390,2019-01-10,"农业周报:超大规模猪场发生非洲猪瘟疫情,如何看待上市公司防风险能力",申万宏源
3391,2019-01-09,"农林牧渔行业报告简版:生猪养殖股的PB-ROE体系,基于不确定性风险定价",正点财经
3392,2019-01-09,周四机构一致看好的九大金股（1.9）,证券之星
3393,2019-01-09,"温氏股份2018年业绩预告点评:猪价下跌拖累公司业绩,禽业回暖提振公司利润 盈利能力下降",东莞证券
3394,2019-01-08,养鸡产业链公司业绩触底反弹 春节消费旺季肉鸡高价有望延续至上半年,e公司
3395,2019-01-08,9日机构强推买入 六股成摇钱树,证券之星
3396,2019-01-08,"温氏股份12月销售数据点评:生猪价格维持较好盈利空间,全年出栏提速",中证网
3397,2019-01-08,36股获券商买入评级 万科A目标涨幅达79.64%,Wind
3398,2019-01-08,"农林牧渔行业:鸡苗价格新年高开,猪价临近下跌通道",东北证券
3399,2019-01-07,温氏股份2018年业绩预告：净利39.5亿元-42亿元,挖贝网
3400,2019-01-07,温氏股份2018年净利预降约四成 原因或是非洲猪瘟 盈利能力下降,新京报
3401,2019-01-07,受非洲猪瘟疫情等因素影响 温氏股份2018年全年净利预降 不可抗力,中证网
3402,2019-01-07,"农林牧渔行业:生猪调运政策有所调整,疫情仍是去产能的关键因素",广发证券
3403,2019-01-07,温氏股份：2018年度业绩预减约四成 盈利能力下降,金融界
3404,2019-01-07,温氏股份：2018年净利预降38%-41% 盈利能力下降,e公司
3405,2019-01-07,温氏股份：2018年度净利润预减约四成,Wind
3406,2019-01-07,新年首周近20亿元北上资金涌入做多 或迎春季躁动行情,证券日报
3407,2019-01-05,在万亿市场下 生猪行业龙头谁最具含金量,红周刊
3408,2019-01-04,1月4日晚间上市公司十大重磅公告,巨丰财经
3409,2019-01-04,温氏股份：2018年度商品肉猪销售收入329.45亿元 同比微降2.52%,e公司
3410,2019-01-04,北上资金年度透视：净流入3000亿，增持超千股,证券时报
3411,2019-01-03,"农林牧渔行业周报:去产能超预期,继续看好生猪养殖",申万宏源
3412,2019-01-03,"农林牧渔行业:猪价小幅回落,建议关注鸡苗开市价格",东北证券
3413,2018-12-31,长江农业|迎接养殖大年——农林牧渔行业2019年度策略报告,长江农业
3414,2018-12-28,40股获券商买入评级 天顺风能目标涨幅达89.91%,Wind
3415,2018-12-27,日常消费品：疫情仍是加速去产能核心因素 荐4股,广发证券
3416,2018-12-26,温氏股份：“17温氏01”、“17温氏02”持有人会议未形成有效决议,Wind
3417,2018-12-26,日常消费品：防控政策逐步完善 荐4股,广发证券
3418,2018-12-26,日常消费品：关注龙头成长性 荐9股,川财证券
3419,2018-12-26,"农业周报:产能进入消耗期,持续看好生猪养殖板块",申万宏源
3420,2018-12-26,"温氏股份跟踪点评:猪价上涨可期,猪鸡共舞推升公司业绩",东莞证券
3421,2018-12-25,"农林牧渔行业:景气回升,布局新一轮周期",正点财经
3422,2018-12-25,持续调整不改乐观预期，机构目光再度聚焦传统行业,Wind
3423,2018-12-25,A股2018年震荡走低，三板块逆市逞强走出独立行情,证券日报
3424,2018-12-24,"温氏股份:生猪稳健经营底部扩张,黄鸡景气持续",正点财经
3425,2018-12-24,"农林牧渔行业:猪肉消费旺季不旺,鸡苗市场停止报价",东北证券
3426,2018-12-21,日常消费品：鸡苗价格继续下跌 荐4股,和讯
3427,2018-12-21,温氏股份：肉猪明年上市量约2500万头,中证网
3428,2018-12-21,温氏股份：黄鸡行业盈利预计明年会回归至合理水平,e公司
3429,2018-12-21,非洲猪瘟再袭广东“沦陷”全国，投资人眼里却是大机会？,中金在线
3430,2018-12-20,"2019年农林牧渔行业投资策略:通胀风起,涨价逻辑大行其道",浙商证券
3431,2018-12-20,"农林牧渔行业:猪肉消费旺季不旺,鸡苗价格继续下跌",东北证券
3432,2018-12-19,温氏股份：未来两年的出栏计划暂时没有改变,中证网
3433,2018-12-19,温氏股份：做好长期防疫抗疫准备，猪周期向上拐点目前不好判断,Wind
3434,2018-12-19,温氏股份：做好长期防疫抗疫准备 猪周期向上拐点目前不好判断,e公司
3435,2018-12-19,"农林牧渔行业2019年度策略报告:好风凭天阔,送猪上云端",东兴证券
3436,2018-12-19,"申万宏源农业周报:去产能进行中,持续看好生猪养殖板块",申万宏源
3437,2018-12-17,猪周期进入底部回升阶段 温氏股份获多家机构调研,每日经济新闻
3438,2018-12-17,温氏股份：“养猪第一股”4个月大涨36%后，高管与公募们开始派发筹码,阿尔法工场
3439,2018-12-17,温氏股份：猪周期处于底部回升时期，目前环保土地要求不会放松,Wind
3440,2018-12-16,融资客最看好个股一览,证券之星
3441,2018-12-15,长江农业|猪价周期性拐点或将到来，板块性布局时点已到,长江农业
3442,2018-12-14,23股获券商买入评级 瑞康医药目标涨幅达48.51%,Wind
3443,2018-12-13,温氏股份：关于公司区位优势持续性 买入评级,和讯
3444,2018-12-13,创业板龙头温氏股份开盘后迅速跳水，现跌近6%,Wind
3445,2018-12-13,"温氏股份2018年三季报点评:三季报业绩符合预期,猪价上涨周期有望提前",中证网
3446,2018-12-12,温氏股份：广东温氏集团财务有限公司开业获批,e公司
3447,2018-12-12,农林牧渔行业第48周周报:继续推荐养猪板块及个股海大集团!,正点财经
3448,2018-12-11,【民生策略】A股业绩承诺2017年回顾与2018年报前瞻,策略研究猿
3449,2018-12-11,"非洲猪瘟疫情进展及生猪价格走势研判:非洲猪瘟疫情超预期,持续推荐生猪养殖板块",申万宏源
3450,2018-12-10,养鸡板块直线上攻，益生股份领涨4%,Wind
3451,2018-12-07,研报掘金提前覆盖养猪业 温氏股份累计大涨27%,格隆汇
3452,2018-12-07,午间公告：九洲电气参与设立黑龙江生物质综合能源产业基金,Wind
3453,2018-12-06,富时中国A50指数将纳入宁德时代和中国铁建,Wind
3454,2018-12-06,"生猪养殖重磅深度报告:母猪产能拐点显现,战略看多生猪养殖!",安信证券
3455,2018-12-05,温氏股份：出栏规模稳步增长 买入评级,广发证券
3456,2018-12-04,温氏股份：11月商品肉猪销售均价13.59元/公斤 环比下降4.7%,e公司
3457,2018-12-04,温氏股份：2018年11月商品肉猪销售均价13.59元/公斤,金融界
3458,2018-12-04,"农业行业2019年投资策略:食用菌或迎整合机遇,养殖动保浪潮再临",西南证券
3459,2018-12-02,一周机构去哪儿？南方基金、重阳投资等调研了这些个股,证券时报网
3460,2018-12-01,IPO刚过会的这公司：原料采购价格异常 有财务造假嫌疑吗？,中金在线
3461,2018-11-30,温氏股份：还在按原规划投资建设发展养猪业,Wind
3462,2018-11-30,温氏股份：还在按原规划投资建设发展养猪业,e公司
3463,2018-11-30,温氏股份2名股东合计减持198万股 套现5017万元,挖贝网
3464,2018-11-30,"农林牧渔行业:白羽鸡景气延续,猪价2019年现拐点",东北证券
3465,2018-11-28,温氏股份今日大宗交易成交82.73万股，成交价21.83元折价12.43%,Wind资讯
3466,2018-11-28,立华牧业毛利率反常遭4媒体质疑 应核查有无财务造假 欺诈造假,中国经济网
3467,2018-11-27,苦等974天成功过会 立华牧业押注全国市场,时代周报
3468,2018-11-26,基金调研速递:非洲猪瘟影响温氏股份 南方易方达关注,新浪
3469,2018-11-26,日常消费品：禽链价格续创新高 荐8股,申万宏源
3470,2018-11-23,A股共发生24宗大宗交易成交6.96亿元（11月23日）,Wind
3471,2018-11-22,立华牧业毛利率超龙头可疑 中泰证券临阵脱逃疑违规 其他违规处罚,中国经济网
3472,2018-11-22,创业板的水有多深？敢抄底吗？,中财网
3473,2018-11-21,"农林牧渔行业2019年度策略:非洲猪瘟推动猪价触底,生猪、肉禽板块都可关注",国联证券
3474,2018-11-20,第十七届发审委2018年第176次会议审核结果公告,证监会
3475,2018-11-20,立华牧业鸡毛利率三连冠被疑财务造假 中泰证券入股 欺诈造假,中国经济网
3476,2018-11-18,吸引百家机构调研，这只科技白马股为何最受关注？,21世纪经济报道
3477,2018-11-16,温氏股份：近年养鸡业务推动转型升级 目前初步显现出效果,e公司
3478,2018-11-16,温氏股份：公司下游发展目前属于探索阶段,e公司
3479,2018-11-16,大宗交易泄密！白马股筹码松动，27股被高溢价买入,Wind
3480,2018-11-15,温氏股份：将加大布局屠宰业务的力度,e公司
3481,2018-11-15,温氏股份：公司生产端和销售端均会受到禁止调运的影响,Wind
3482,2018-11-12,医疗保健：疫苗专项政策公开征求意见,川财证券
3483,2018-11-07,大宗农产品涨价趋势渐强 农业股或迎估值盈利双提升,证券日报
3484,2018-11-06,迈瑞医疗涨停 超温氏股份成创业板市值第二大公司,中证网
3485,2018-11-06,迈瑞医疗午后走强 盘中市值超温氏股份跃居创业板第二,中证网
3486,2018-11-06,迈瑞医疗大涨逾8% 总市值超越温氏股份升至创业板第二,e公司
3487,2018-11-06,迈瑞医疗尾盘大涨逾8%，总市值超越温氏股份跃居创业板次席,Wind
3488,2018-11-06,"温氏股份:区位优势日渐凸显,布局确定性龙头",正点财经
3489,2018-11-06,午间公告：融捷股份与相关方就融达锂业复工达成初步共识,Wind
3490,2018-11-06,日常消费品：鸡苗价格创年内新高 荐4股,东北证券
3491,2018-11-06,盘前必读公告：这些股不容错过！,巨丰财经
3492,2018-11-05,温氏股份：10月商品肉猪销售收入环比降9.86%,e公司
3493,2018-11-05,温氏股份：10月商品肉猪销售收入环比下降10% 盈利能力下降,Wind
3494,2018-11-04,日常消费品：重点配置优质龙头 荐2股,广发证券
3495,2018-11-01,东方证券：上调温氏股份评级至买入,Wind
3496,2018-10-28,日常消费品：三季度农业持仓提升 龙头聚集效应显著,中泰证券
3497,2018-10-26,11月解禁市值不足1500亿 解禁,大众证券报
3498,2018-10-26,下周895亿市值限售股解禁，环比增逾2倍 解禁,Wind
3499,2018-10-26,温氏股份（300498.SZ）——区位优势日渐凸显，布局确定性龙头,金猪十年招商农业
3500,2018-10-25,温氏股份：通过各种方式缓解原料成本上升压力 降低对豆粕的依赖程度,e公司
3501,2018-10-24,温氏股份2018年前三季度净利同比下滑28.2% 盈利能力下降,中国网
3502,2018-10-24,养殖龙头温氏股份2018年前三季净利跌超20% 温氏家族持股浮盈1.7倍,野马财经
3503,2018-10-24,【农林牧渔-温氏股份(300498)】陈奇、潘振亚：生猪稳健经营底部扩张，黄鸡景气持续-20181023,中泰证券研究所
3504,2018-10-24,"农业周报:生猪禁运区域扩大,主销区猪价继续保持强势",申万宏源
3505,2018-10-23,猪价回暖黄羽鸡景气 温氏股份三季报业绩降幅收窄,e公司
3506,2018-10-23,温氏股份被证金公司小幅增持 多家公司公布业绩,中金在线
3507,2018-10-23,温氏股份：前三季度净利同比降28.2% 证金公司小幅增持,e公司
3508,2018-10-23,日常消费品：非洲猪瘟疫情影响持续 荐4股,广发证券
3509,2018-10-23,温氏股份前三季度净利润29亿元，同比下降28.2%,Wind
3510,2018-10-23,医疗保健：粤港澳大湾区疫苗产业基地成立,川财证券
3511,2018-10-22,温氏股份：10月19日融资余额为2.7亿元，较前一日骤降12.62%,Wind资讯
3512,2018-10-22,业绩超预期公司成二级市场资金布局重点,证券日报
3513,2018-10-21,日常消费品：全年禽链供需仍偏紧 荐5股,广发证券
3514,2018-10-17,【申万宏源中小盘】中小创三季报增速有所放缓，中小板次新股三季报表现突出—中小创2018年三季报业绩前瞻,申万宏源中小盘研究
3515,2018-10-17,温氏股份回应辽宁非洲猪瘟影响：各单位生产正常,中证网
3516,2018-10-17,[互动]温氏股份：两广地区营业收入占比50%左右,全景网
3517,2018-10-16,长城证券：业绩持续下滑 关注商誉风险 盈利能力下降,长城证券
3518,2018-10-16,创业板史上最大IPO上市 再来2涨停公司市值将超1000亿,中国基金报
3519,2018-10-16,申万宏源农业周报:禽板块三季度业绩超预期全面兑现,申万宏源
3520,2018-10-15,招商农业行业周报：疫情继续扩散 流通受限扩展到19省市,中财网
3521,2018-10-15,[增持评级]农业行业周报：推荐Q4养猪板块 紧抱行业龙头白马,中财网
3522,2018-10-15,[推荐评级]农林牧渔行业周报：三季报密集期将至 建议关注白糖、大豆等农产品价格及种植链,中财网
3523,2018-10-15,[优于大市评级]农业行业周观点：疫情持续 猪价景气 继续推荐温氏股份,中财网
3524,2018-10-15,47股获券商买入评级，利亚德目标涨幅达153.49%,Wind
3525,2018-10-14,长江农业|四季度农业投资展望,长江农业
3526,2018-10-11,【温氏股份(300498.SZ)】养鸡业务大幅提升， 生猪业务稳步发展,中信建投证券研究
3527,2018-10-11,【浙商农业】温氏股份三季报预告点评：三季度业绩超预期，生猪业务强势扭亏为盈,浙商证券研究所
3528,2018-10-10,中信建投：上调温氏股份评级至买入,Wind
3529,2018-10-10,温氏股份：生猪业务稳步发展 买入评级,中信建投
3530,2018-10-10,【国君农业钟凯锋团队】温氏股份18年前三季度业绩点评——猪鸡行情互补，业绩发展稳中向好,农业凯歌
3531,2018-10-10,上调评级至买入策略选股（10月10日）,Wind
3532,2018-10-10,32股获券商买入评级 百洋股份目标涨幅达77.51%,Wind
3533,2018-10-09,生猪市场逐渐回暖 温氏股份第三季度业绩降幅收窄,e公司
3534,2018-10-09,10月09日 收盘突破年线个股一览,每日经济新闻
3535,2018-10-09,温氏股份三季报净利预降逾两成 盈利能力下降,北京商报网
3536,2018-10-09,温氏股份：前三季度净利预计同比下滑近三成 盈利能力下降,中证网
3537,2018-10-09,午间公告：温氏股份前三季度净利润预降25%-29% 盈利能力下降,e公司
3538,2018-10-09,温氏股份:2018前三季度净利润同比预减25.72%-29.44% 盈利能力下降,新浪
3539,2018-10-09,午间公告：温氏股份前三季度净利润预降25%-29%,Wind
3540,2018-10-09,温氏股份：生猪销售持续增长 受益产销区价格差,东方证券
3541,2018-10-08,部分地区禁运解除 带动猪价回升(受益股),金融界
3542,2018-10-07,温氏股份：9月销售商品肉猪收入环比增长6.35%,e公司
3543,2018-09-28,CFi收盘揭秘:派发红包 创业板月线5连阴节后逆袭？,中财网
3544,2018-09-25,【解盘论市】权重股集体回调，石油股逆势拉升,Wind
3545,2018-09-24,长江农业|猪价拐点不远了,长江农业
3546,2018-09-24,日常消费品：南北猪价差距拉大 荐5股,广发证券
3547,2018-09-23,日常消费品：猪价拐点不远了 荐1股,长江证券
3548,2018-09-18,9月18日有58家公司获重要股东增减持 深圳惠程已被连续增持83次,Wind
3549,2018-09-18,猪周期拐点或提前 温氏股份、罗牛山等规模养殖企业有望受益,南方财富网
3550,2018-09-18,[互动]温氏股份：提前做好了超强台风应对的准备工作,全景网
3551,2018-09-17,日常消费品：生猪调运持续受阻 荐5股,东兴证券
3552,2018-09-17,长江农业|如何看非洲猪瘟对行业中期影响？,长江农业
3553,2018-09-16,日常消费品：非洲猪瘟疫情持续蔓延 荐3股,广发证券
3554,2018-09-14,温氏股份:禽板块业绩亮眼 猪周期下行拖累业绩,东北证券
3555,2018-09-11,宁德时代站上“C位” 可创业板的龙头一直不好当,第一财经
3556,2018-09-11,非洲猪瘟刺激一二级市场走势分化 多家公司澄清猪瘟影响,e公司
3557,2018-09-11,"农林牧渔行业2018年第34期:上市公司生猪出栏提速,继续推荐畜禽养殖",国联证券
3558,2018-09-10,招商农业周报第四十期（09.03-09.09）-非洲猪瘟风暴下的危与机,金猪十年招商农业
3559,2018-09-09,【国君农业钟凯锋团队】周观点——禽板块景气超预期，紧抱行业白马龙头,农业凯歌
3560,2018-09-09,730家创业板企业中报扫描：信息技术、新材料、生物产业奋起,21经济网
3561,2018-09-09,非洲猪瘟流窜作案机构探访温氏股份等三家热点公司,新浪
3562,2018-09-08,8月生猪销售均价环比大幅回升,Wind
3563,2018-09-07,温氏股份今日大宗交易成交15.12万股，成交价21.5元折价0.42%,Wind资讯
3564,2018-09-07,中金：首次覆盖温氏股份给予买进评级，看好长期增长前景,Wind
3565,2018-09-06,温氏股份：南方近期肉猪价格上涨是因为流通受限和供给不平衡,Wind
3566,2018-09-06,[互动]温氏股份：在广深等多地设有生鲜门店,全景网
3567,2018-09-05,温氏股份：中国养殖航母 长期成长可期,中金公司
3568,2018-09-05,"农林牧渔行业2018年第34期:疫情或成为行业重要变量,关注生猪底部布局机会",国联证券
3569,2018-09-05,"2018年农林牧渔板块中报业绩综述:凛冬将尽,静待春来",浙商证券
3570,2018-09-04,日常消费品：严控生猪调运 疫区猪价或受影响,申万宏源
3571,2018-09-04,温氏股份：8月销售商品肉猪收入环比上涨27.97%,Wind
3572,2018-09-04,温氏股份：猪价目前有望平稳，黄鸡价格近期有所回升,Wind
3573,2018-09-03,温氏股份：受年内消费旺季的拉动 猪价有望平稳,e公司
3574,2018-09-03,2018H1农林牧渔总结：白羽肉鸡，“万绿丛中一点红”！【天风农业 | 行业专题】,吴立话农业牛股
3575,2018-09-03,温氏股份深度：行业底部，养猪龙头如何“御寒蓄能”？【天风农业|公司深度】,吴立话农业牛股
3576,2018-09-02,日常消费品：猪周期下行影响体现 水产饲料增长稳健,广发证券
3577,2018-09-02,日常消费品：非洲猪瘟疫情再扩散 荐3股,广发证券
3578,2018-09-01,养鸡企业业绩超预期，下游蛋制品厂商还算“淡定”，拐点即将来临,e公司
3579,2018-08-31,3539家上市公司上半年净利增长14.39%，三大行业表现抢眼,中证报
3580,2018-08-28,[强于大市评级]农林牧渔行业周报：山东洪水刺激菜、禽价格上涨 继续推荐通胀机会 重点推荐禽链+底部布局生猪板块!,中财网
3581,2018-08-28,日常消费品：鸡肉价格迭创新高 荐5股,申万宏源
3582,2018-08-28,[优于大市评级]农业周观点：CPI上涨预期走强 四季度政策出台有望催化农业股行情,中财网
3583,2018-08-27,[买入评级]农林牧渔行业周报：通胀预期升温 主题演绎或推动板块行情,中财网
3584,2018-08-25,非洲猪瘟下的猪周期,经济观察报
3585,2018-08-24,温氏股份：8月23日融资余额为3.91亿元，较前一日骤增6.67%,Wind资讯
3586,2018-08-22,A股共发生33宗大宗交易成交4.38亿元（8月22日）,Wind
3587,2018-08-22,[看好评级]农林牧渔行业周报：非洲猪瘟再度来袭 禽链景气持续,中财网
3588,2018-08-22,[互动]温氏股份：全年黄羽鸡出栏量预计与去年持平,全景网
3589,2018-08-21,“非洲猪瘟”引资本波澜 概念股低迷暂未知长期影响,21世纪经济报道
3590,2018-08-21,多公司紧急发声：未染非洲猪瘟,金融投资报
3591,2018-08-20,季节疫情等因素助阵猪价反弹 专家预计年内通胀压力仍可控,每日经济新闻
3592,2018-08-20,温氏股份：连云港市非洲猪瘟疫情得到控制 公司猪场未受影响,中证网
3593,2018-08-20,温氏食品称连云港温氏未受非洲猪瘟影响,新京报
3594,2018-08-20,【解盘论市】三大指数探底回升，题材开花权重上扬,Wind
3595,2018-08-20,温氏股份：旗下江苏猪场未受疫情影响 已作防疫措施,经济通
3596,2018-08-20,温氏股份：公司在江苏省各生产单位未发生疑似非洲猪瘟疫情,Wind
3597,2018-08-20,[推荐评级]农林牧渔行业周报：夏粮减产叠加农业政策密集出台期临近 建议关注土地板块投资机会;持续推荐养猪、养鸡板块,中财网
3598,2018-08-20,[买入评级]农林牧渔行业周报：关注非洲猪瘟疫情变化 祖代鸡引种量继续下滑,中财网
3599,2018-08-20,温氏股份低开低走重挫5.06%报20.07元成交2.42亿元振幅3.69%,腾讯网
3600,2018-08-20,[优于大市评级]农业行业周观点：市场动荡 重点关注优质公司投资价值,中财网
3601,2018-08-20,受猪瘟疫消息影响，养猪板块连续低迷,Wind
3602,2018-08-19,非洲猪瘟之火烧至连云港 温氏股份肉猪主产区或遭殃,中证网
3603,2018-08-19,[看好评级]农林牧渔行业专题报告：非洲猪瘟波澜再起 后续影响几何,中财网
3604,2018-08-19,日常消费品：白羽鸡基本面持续向好 荐4股,方正证券
3605,2018-08-18,温氏股份的生意经：养猪不赚钱，鸡鸭来救场,斑马消费
3606,2018-08-17,温氏股份获59家券商机构“闪电”调研 了解非洲猪瘟情况,e公司
3607,2018-08-17,温氏股份午间公告称 公司未发生疑似非洲猪瘟疫情,股城网
3608,2018-08-17,"温氏股份:黄羽鸡盈利大幅提升,生猪产能稳步扩张",正点财经
3609,2018-08-17,温氏股份：目前肉猪价格较好，料四季度及明年春节前后会降价,Wind
3610,2018-08-17,午间公告：温氏股份未受“非洲猪瘟”疫情影响 拟采取应对措施,腾讯网
3611,2018-08-17,温氏股份：下属生产单位未发生疑似非洲猪瘟疫情,e公司
3612,2018-08-17,午间公告：春兴精工实控人涉内幕交易将被市场禁入,Wind
3613,2018-08-17,[推荐评级]郑州非洲猪瘟事件点评：市场恐慌情绪蔓延 或将推动周期提前反转,中财网
3614,2018-08-17,猪瘟致双汇跌停 中欧、嘉实等基金踩雷,新京报
3615,2018-08-16,温氏股份：非洲猪瘟对公司生产没有影响,Wind
3616,2018-08-16,温氏股份：非洲猪瘟对公司生产没有影响,e公司
3617,2018-08-16,郑州双汇因非洲猪瘟疫情被下封锁令，双汇发展回应称配合封锁,Wind
3618,2018-08-16,农业股尾盘再度跳水，温氏股份跌超6%,Wind
3619,2018-08-16,[买入评级]温氏股份(300498)中报点评：双主业弱化猪周期影响 持续盈利,中财网
3620,2018-08-16,温氏股份上半年净利润腰斩 证金公司易方达力托股价,中国经济网
3621,2018-08-16,[买入评级]温氏股份(300498)中报点评：猪价走出低迷 业绩将迎来周期性回升,中财网
3622,2018-08-16,联讯证券：温氏股份买入评级,顶尖财经网
3623,2018-08-16,养猪大王业绩溃败:温氏股份净利滑49%养猪毛利率仅3%,新浪
3624,2018-08-16,[优于大市评级]温氏股份(300498)半年报点评：生猪销量稳健增长 猪价回暖有利于下半年业绩改善,中财网
3625,2018-08-16,[推荐评级]温氏股份(300498)半年报点评：生物性资产稳步提升 肉鸡业务力保中报盈利,中财网
3626,2018-08-16,[买入评级]温氏股份(300498)半年报点评：2018H1猪价低迷 黄羽肉鸡景气 养猪龙头仍盈利!,中财网
3627,2018-08-16,[增持评级]温氏股份(300498)中报点评：业绩受猪周期影响下滑 黄鸡景气度高,中财网
3628,2018-08-16,机构推荐：周四具备布局潜力金股,金融界
3629,2018-08-16,【浙商农业】温氏股份中报点评：生猪养殖业务微亏，黄鸡高景气助力盈利向好,浙商证券研究所
3630,2018-08-16,猪肉价格连续两月环比回升 养殖行业上市公司盈利改善,每日经济新闻
3631,2018-08-15,【中信农业】温氏股份2018年中报点评：养户效率再提升，关注猪价超预期机会,CITICS农业
3632,2018-08-15,[强烈推荐评级]温氏股份(300498)半年报点评：黄鸡板块持续景气 猪价下行拖累业绩,中财网
3633,2018-08-15,温氏股份：生猪产能稳步扩张 推荐评级,财信证券
3634,2018-08-15,[买入评级]温氏股份(300498)中报点评：黄鸡净利润大幅提升 生猪出栏量稳步增长,中财网
3635,2018-08-15,[买入评级]温氏股份(300498)中报点评：黄鸡景气 对冲猪价下行,中财网
3636,2018-08-14,同比下滑49.32% 温氏股份2018年上半年净利近乎腰斩,北京商报网
3637,2018-08-14,温氏股份上半年净利润9.17亿元 养猪亏损养禽业务明显回暖 亏损,e公司
3638,2018-08-14,温氏股份：生猪市场行情低迷 上半年净利下滑近五成 盈利能力下降,e公司
3639,2018-08-14,温氏股份：上半年净利润9.17亿元，同比下降49.32%,Wind
3640,2018-08-13,日常消费品：关注通胀预期下的农产品价格走势 荐5股,东兴证券
3641,2018-08-13,[增持评级]农业行业周报：持续推荐畜禽板块 关注近期天气催化,中财网
3642,2018-08-13,[强于大市评级]农林牧渔行业周报：通胀预期起 建议超配农业!继续重点推荐畜禽养殖链!,中财网
3643,2018-08-13,[优于大市评级]农业行业周观点：通胀预期渐起 关注农产品价格走势,中财网
3644,2018-08-13,农业股表现再次引关注 上周五农业板块大幅拉升,证券时报网
3645,2018-08-12,[买入评级]农林牧渔行业周报：通胀预期加强 关注农业板块投资机会,中财网
3646,2018-08-12,研报精析|农林牧渔——把握禽链趋势右侧 关注底部生猪养殖,巨丰财经
3647,2018-08-10,[看好评级]7月CPI数据点评：猪价季节反弹强劲 关注行业投资机会,中财网
3648,2018-08-10,【中信农业】温氏股份7月销量点评：生猪业务扭亏为盈，关注猪价超预期机会,CITICS农业
3649,2018-08-10,“猪周期”超预期 生猪养殖企业下半年盈利承压,21世纪经济报道
3650,2018-08-10,"申万宏源农业周报:国内首次发生非洲猪瘟疫情,紧密关注后期影响",申万宏源
3651,2018-08-09,[强于大市评级]农林牧渔行业研究周报：非洲猪瘟有望影响猪价地区分化、禽价联动上涨 继续坚定推荐畜禽养殖!,中财网
3652,2018-08-08,温氏股份：公司的温氏WS501猪配套系是五元杂交配套系,中证报
3653,2018-08-08,温氏股份：主要从国内外符合标准中标公司采购疫苗,Wind
3654,2018-08-06,生物源成功募资3437万 温氏股份全额认购,犀牛之星
3655,2018-08-06,[公司]温氏股份7月商品肉猪销售均价环比升9.59%,全景网
3656,2018-08-06,温氏股份：7月商品肉猪销售均价环比增9.59%,e公司
3657,2018-08-06,温氏股份：7月商品肉猪销售均价12.69元/公斤，环比涨9.59%,Wind
3658,2018-08-06,【浙商农业】温氏股份（300498.SZ）：最具安全边际的养猪龙头，扩张成长、盈利能力毫不逊色，站在重返两千亿市值的起点！,浙商证券研究所
3659,2018-08-05,日常消费品：密切关注疫情扩散情况 荐7股,广发证券
3660,2018-08-03,巨丰投顾：深圳成指八连跌 市场谨慎情绪再起,巨丰财经
3661,2018-08-03,温氏股份与网易云战略合作 以大数据技术升级现代农业,砍柴网
3662,2018-08-03,巨丰热点：猪肉价格上涨支撑概念股逆势活跃,巨丰财经
3663,2018-08-03,养猪板块开盘活跃，天邦股份领涨6%,Wind
3664,2018-08-03,巨丰热点前瞻：市场弱势探底望延续 关注结构性机会,巨丰财经
